date,trailingOtherIncomeExpense,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,annualNetPPE,trailingGrossProfit,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCashCashEquivalentsAndMarketableSecurities,annualGrossProfit,annualOtherIntangibleAssets,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,annualEbitda,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyBeginningCashPosition,annualGrossPPE,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualBeginningCashPosition,trailingOtherNonCashItems,trailingInvestingCashFlow,trailingDeferredIncomeTax,quarterlyOperatingCashFlow,annualCapitalExpenditure,trailingCapitalExpenditure,annualAccumulatedDepreciation,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,annualInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,annualDeferredIncomeTax,trailingInterestExpense,quarterlyAccountsPayable,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,trailingPurchaseOfBusiness,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingOperatingExpense,trailingChangeInInventory,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualInventory,quarterlyEbitda,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualInterestExpense,annualBasicAverageShares,annualGoodwill,annualRepaymentOfDebt,annualPurchaseOfInvestment,quarterlyDilutedEPS,annualTotalRevenue,trailingChangeInWorkingCapital,annualCapitalStock,annualChangeInAccountPayable,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,annualBasicEPS,quarterlyOtherNonCashItems,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,trailingOperatingIncome,quarterlyCurrentLiabilities,trailingChangeInAccountPayable,annualOtherShortTermInvestments,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,trailingTotalRevenue,annualChangeInWorkingCapital,annualOtherCurrentAssets,trailingCostOfRevenue,annualOperatingIncome,quarterlyRetainedEarnings,annualNetOtherInvestingChanges,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,trailingEndCashPosition,trailingTaxProvision,trailingPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualNetIncome,quarterlyTotalAssets,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,annualInvestmentsAndAdvances,annualOperatingExpense,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,quarterlyFreeCashFlow,annualCostOfRevenue,quarterlyBasicEPS,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualTotalAssets,annualCurrentAssets,annualOtherNonCashItems,annualStockholdersEquity,annualDilutedAverageShares,annualLongTermDebt,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyGoodwill,annualNetIncomeCommonStockholders,annualDilutedEPS,quarterlyChangeInAccountPayable,quarterlyLongTermDebt,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,annualNonCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyStockBasedCompensation,annualSellingGeneralAndAdministration,trailingBasicEPS,annualIncomeTaxPayable,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualCurrentDeferredRevenue,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
1979-12-31,482000000.0,,,,,11317000000.0,,,,,,-4798000000.0,,,,,1492600000.0,,,,,,,,133000000.0,,,,5080000000.0,,,4400000000.0,,,,,,,,-948000000.0,-11423000000.0,716000000.0,,,-10721000000.0,,,,,,,,2201000000.0,,-2626000000.0,,,449000000.0,-382000000.0,3538000000.0,,,,3398000000.0,,-4104000000.0,5797000000.0,49000000.0,,,,,,,585000000.0,,,102870268.0,,,,,1492600000.0,-1126000000.0,,,,,,2.160002,,,,5520000000.0,,-448000000.0,,,,1045000000.0,-3565000000.0,,,,,,25091000000.0,,,13774000000.0,1492600000.0,,,,,,274800000.0,,582000000.0,423000000.0,3821000000.0,,,274800000.0,,,,,,,,,,,,,,4121000000.0,,,,,,,,,102870268.0,,,,,3511000000.0,,-515000000.0,,,,,,,222200000.0,2.160002,,,,,,,,,,7156000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1980-12-31,,,,,,,,,,,,,,,,,1682800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109307250.0,,,,,1682800000.0,,,,,,,2.310002,,,,,,,,,,,,,,,,,,,,,1682800000.0,,,,,,311100000.0,,,,,,,311100000.0,,,,,,,,,,,,,,,,,,,,,,,109307250.0,,,,,,,,,,,,,,252500000.0,2.310002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-12-31,,,,,,,,,,,,,,,,,1908500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115999884.0,,,,,1908500000.0,,,,,,,2.400002,,,,,,,,,,,,,,,,,,,,,1908500000.0,,,,,,336300000.0,,,,,,,336300000.0,,,,,,,,,,,,,,,,,,,,,,,115999884.0,,,,,,,,,,,,,,278400000.0,2.400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-12-31,,,,,,,,,,,,,,,,,2244500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124588111.0,,,,,2244500000.0,,,,,,,2.550003,,,,,,,,,,,,,,,,,,,,,2244500000.0,,,,,,379900000.0,,,,,,,379900000.0,,,,,,,,,,,,,,,,,,,,,,,124588111.0,,,,,,,,,,,,,,317700000.0,2.550003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-12-31,,,,,,,,,,,,,,,,,2420300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129368292.0,,,,,2420300000.0,,,,,,,2.850003,,,,,,,,,,,,,,,,,,,,,2420300000.0,,,,,,431300000.0,,,,,,,431300000.0,,,,,,,,,,,,,,,,,,,,,,,129368292.0,,,,,,,,,,,,,,368700000.0,2.850003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,133463866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671300000.0,,,,,,,,0.810001,,,,,,,133463866.0,,,,,,,,,,,,,,,,,,,,,,,,,671300000.0,,,,671300000.0,,,,,,,,,,,,,,,,,0.810001,,,,,123200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,133463866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629500000.0,,,,,,,,0.660001,,,,,,,133463866.0,,,,,,,,,,,,,,,,,,,,,,,,,629500000.0,,,,629500000.0,,,,,,,,,,,,,,,,,0.660001,,,,,101300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,133995866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729000000.0,,,,,,,,0.930001,,,,,,,133995866.0,,,,,,,,,,,,,,,,,,,,,,,,,729000000.0,,,,729000000.0,,,,,,,,,,,,,,,,,0.930001,,,,,139000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-12-31,,,,,,,,,,,,,,,,,2710000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680200000.0,,,,133166534.0,,,,,2710000000.0,,,,,,,3.000003,,,,,,,,,,,,,,,,,,,,,2710000000.0,,,680200000.0,,,461300000.0,680200000.0,,,,,,461300000.0,,,,,,,,,,,,,,,,97800000.0,,,,,,,133166534.0,,,,,,,,,,,,,,399500000.0,3.000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,134870531.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751400000.0,,,,,,,,0.900001,,,,,,,134870531.0,,,,,,,,,,,,,,,,,,,,,,,,,751400000.0,,,,751400000.0,,,,,,,,,,,,,,,,,0.900001,,,,,134700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,134899865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678300000.0,,,,,,,,0.600001,,,,,,,134899865.0,,,,,,,,,,,,,,,,,,,,,,,,,678300000.0,,,,678300000.0,,,,,,,,,,,,,,,,,0.600001,,,,,94000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,134903865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751200000.0,,,,,,,,0.780001,,,,,,,134903865.0,,,,,,,,,,,,,,,,,,,,,,,,,751200000.0,,,,751200000.0,,,,,,,,,,,,,,,,,0.780001,,,,,119400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-31,,,,,,,,,,,,,,,,,2898900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718000000.0,,,,135017786.0,,,,,2898900000.0,,,,,,,2.790003,,,,,,,,,,,,,,,,,,,,,2898900000.0,,,718000000.0,,,437600000.0,718000000.0,,,,,,437600000.0,,,,,,,,,,,,,,,,89500000.0,,,,,,,135017786.0,,,,,,,,,,,,,,376700000.0,2.790003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,134925198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833400000.0,,,,,,,,0.900001,,,,,,,134925198.0,,,,,,,,,,,,,,,,,,,,,,,,,833400000.0,,,,833400000.0,,,,,,,,,,,,,,,,,0.900001,,,,,133400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,134925198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784000000.0,,,,,,,,0.570001,,,,,,,134925198.0,,,,,,,,,,,,,,,,,,,,,,,,,784000000.0,,,,784000000.0,,,,,,,,,,,,,,,,,0.570001,,,,,89800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,134970531.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940600000.0,,,,,,,,1.050001,,,,,,,134970531.0,,,,,,,,,,,,,,,,,,,,,,,,,940600000.0,,,,940600000.0,,,,,,,,,,,,,,,,,1.050001,,,,,152500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,,,,,,,,,,,,,,,,,3400900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842900000.0,,,,134983363.0,,,,,3400900000.0,,,,,,,3.030003,,,,,,,,,,,,,,,,,,,,,3400900000.0,,,842900000.0,,,467800000.0,842900000.0,,,,,,467800000.0,,,,,,,,,,,,,,,,92100000.0,,,,,,,134983363.0,,,,,,,,,,,,,,409000000.0,3.030003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,134981198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912600000.0,,,,,,,,0.930001,,,,,,,134981198.0,,,,,,,,,,,,,,,,,,,,,,,,,912600000.0,,,,912600000.0,,,,,,,,,,,,,,,,,0.930001,,,,,139700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,134981198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857800000.0,,,,,,,,0.660001,,,,,,,134981198.0,,,,,,,,,,,,,,,,,,,,,,,,,857800000.0,,,,857800000.0,,,,,,,,,,,,,,,,,0.660001,,,,,102800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,134997198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1036700000.0,,,,,,,,1.140001,,,,,,,134997198.0,,,,,,,,,,,,,,,,,,,,,,,,,1036700000.0,,,,1036700000.0,,,,,,,,,,,,,,,,,1.140001,,,,,165000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,,,,,,,,,,,,,,,,,3705800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898700000.0,,,,135121077.0,,,,,3705800000.0,,,,,,,3.300003,,,,,,,,,,,,,,,,,,,,,3705800000.0,,,898700000.0,,,500200000.0,898700000.0,,,,,,500200000.0,,,,,,,,,,,,,,,,92700000.0,,,,,,,135121077.0,,,,,,,,,,,,,,445900000.0,3.300003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,135011864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917400000.0,,,,,,,,0.900001,,,,,,,135011864.0,,,,,,,,,,,,,,,,,,,,,,,,,917400000.0,,,,917400000.0,,,,,,,,,,,,,,,,,0.900001,,,,,135200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,135022531.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830000000.0,,,,,,,,0.630001,,,,,,,135022531.0,,,,,,,,,,,,,,,,,,,,,,,,,830000000.0,,,,830000000.0,,,,,,,,,,,,,,,,,0.630001,,,,,95800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,135027864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029500000.0,,,,,,,,1.350001,,,,,,,135027864.0,,,,,,,,,,,,,,,,,,,,,,,,,1029500000.0,,,,1029500000.0,,,,,,,,,,,,,,,,,1.350001,,,,,192900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-12-31,,,,,,,,,,,,,,,,,3627000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850100000.0,,,,134285580.0,,,,,3627000000.0,,,,,,,2.940003,,,,,,,,,,,,,,,,,,,,,3627000000.0,,,850100000.0,,,448100000.0,850100000.0,,,,,,448100000.0,,,,,,,,,,,,,,,,24200000.0,,,,,,,134285580.0,,,,,,,,,,,,,,394800000.0,2.940003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,135031864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863200000.0,,,,,,,,0.870001,,,,,,,135031864.0,,,,,,,,,,,,,,,,,,,,,,,,,863200000.0,,,,863200000.0,,,,,,,,,,,,,,,,,0.870001,,,,,127300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,135833198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877300000.0,,,,,,,,0.840001,,,,,,,135833198.0,,,,,,,,,,,,,,,,,,,,,,,,,877300000.0,,,,877300000.0,,,,,,,,,114100000.0,,,,,,,,0.840001,,,,127300000.0,127300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,134666532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011300000.0,,,,,,,,1.350001,,,,,,,134666532.0,,,,,,,,,,,,,,,,,,,,,,,,,1011300000.0,,,,1011300000.0,,,,,,,,,181800000.0,,,,,,,,1.350001,,,,194800000.0,194800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-31,,,,,,,,,,,,,,,,,3639300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887500000.0,,,,134134233.0,,,,,3639300000.0,,,,,,,3.870004,,,,,,,,,,,,,,,,,,,,,3639300000.0,,,887500000.0,,,571600000.0,887500000.0,,,,,,571600000.0,,,109200000.0,,,,,,,,,,,,122200000.0,122200000.0,,,,,,,134134233.0,,,,,,,,,,,,,,519100000.0,3.870004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,131034352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855400000.0,,,,,,,,0.870001,,,,,,,131034352.0,,,,,,,,,,,,,,,,,,,,,,,,,855400000.0,,,,855400000.0,,,,,,,,,114000000.0,,,,,,,,0.870001,,,,127000000.0,127000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,133204995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870300000.0,,,,,,,,0.780001,,,,,,,133204995.0,,,,,,,,,,,,,,,,,,,,,,,,,870300000.0,,,,870300000.0,,,,,,,,,103900000.0,,,,,,,,0.780001,,,,116900000.0,116900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,133933199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105000000.0,,,,,,,,1.500002,,,,,,,133933199.0,,,,,,,,,,,,,,,,,,,,,,,,,1105000000.0,,,,1105000000.0,,,,,,,,,200900000.0,,,,,,,,1.500002,,,,213800000.0,213800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-31,,,,,,,,,,,,,,,,,3681500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850800000.0,,,,134888754.0,,,,,3681500000.0,,,,,,,3.600004,,,,,,,,,,,,,,,,,,,,,3681500000.0,,,850800000.0,,,538200000.0,850800000.0,,,,,,538200000.0,,,66600000.0,,,,,,,,,,,,80400000.0,80400000.0,,,,,,,134888754.0,,,,,,,,,,,,,,485600000.0,3.600004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,132688039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886600000.0,,,,,,,,0.930001,,,,,,,132688039.0,,,,,,,,,,,,,,,,,,,,,,,,,886600000.0,,,,886600000.0,,,,,,,,,123400000.0,,,,,,,,0.930001,,,,137400000.0,137400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,134085887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893600000.0,,,,,,,,0.930001,,,,,,,134085887.0,,,,,,,,,,,,,,,,,,,,,,,,,893600000.0,,,,893600000.0,,,,,,,,,124700000.0,,,,,,,,0.930001,,,,138400000.0,138400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,134930421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1096400000.0,,,,,,,,1.440001,,,,,,,134930421.0,,,,,,,,,,,,,,,,,,,,,,,,,1096400000.0,,,,1096400000.0,,,,,,,,,194300000.0,,,,,,,,1.440001,,,,207800000.0,207800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-31,,,,,,,,,,,,,,,,,3817000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940300000.0,,,,135615249.0,,,,,3817000000.0,,,,,,,3.900004,,,,,,,,,,,,,,,,,,,,,3817000000.0,,,940300000.0,,,583600000.0,940300000.0,,,,,,583600000.0,,,86600000.0,,,,,,,,,,,,100000000.0,100000000.0,,,,,,,135615249.0,,,,,,,,,,,,,,528900000.0,3.900004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,134927401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981300000.0,,,,,,,,0.690001,,,,,,,134927401.0,,,,,,,,,,,,,,,,,,,,,,,,,981300000.0,,,,981300000.0,,,,,,,,,93100000.0,,,,,,,,0.690001,,,,106400000.0,106400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,134259125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899300000.0,,,,,,,,0.540001,,,,,,,134259125.0,,,,,,,,,,,,,,,,,,,,,,,,,899300000.0,,,,899300000.0,,,,,,,,,72500000.0,,,,,,,,0.540001,,,,86900000.0,86900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,135813818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1139500000.0,,,,,,,,1.290001,,,,,,,135813818.0,,,,,,,,,,,,,,,,,,,,,,,,,1139500000.0,,,,1139500000.0,,,,,,,,,175200000.0,,,,,,,,1.290001,,,,190500000.0,190500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-31,,,,,,,,,,,,,,,,,3961500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941400000.0,,,,135645510.0,,,,,3961500000.0,,,,,,,3.330003,,,,,,,,,,,,,,,,,,,,,3961500000.0,,,941400000.0,,,508100000.0,941400000.0,,,,,,508100000.0,,,110900000.0,,,,,,,,,,,,124300000.0,124300000.0,,,,,,,135645510.0,,,,,,,,,,,,,,451700000.0,3.330003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,133645700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007800000.0,,,,,,,,0.960001,,,,,,,133645700.0,,,,,,,,,,,,,,,,,,,,,,,,,1007800000.0,,,,1007800000.0,,,,,,,,,128300000.0,,,,,,,,0.960001,,,,141700000.0,141700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,134567767.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987200000.0,,,,,,,,0.810001,,,,,,,134567767.0,,,,,,,,,,,,,,,,,,,,,,,,,987200000.0,,,,987200000.0,,,,,,,,,109000000.0,,,,,,,,0.810001,,,,122500000.0,122500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
