date,trailingOtherIncomeExpense,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,annualNetPPE,trailingGrossProfit,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCashCashEquivalentsAndMarketableSecurities,annualGrossProfit,annualOtherIntangibleAssets,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,annualEbitda,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyBeginningCashPosition,annualGrossPPE,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualBeginningCashPosition,trailingOtherNonCashItems,trailingInvestingCashFlow,trailingDeferredIncomeTax,quarterlyOperatingCashFlow,annualCapitalExpenditure,trailingCapitalExpenditure,annualAccumulatedDepreciation,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,annualInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,annualDeferredIncomeTax,trailingInterestExpense,quarterlyAccountsPayable,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,trailingPurchaseOfBusiness,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingOperatingExpense,trailingChangeInInventory,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualInventory,quarterlyEbitda,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualInterestExpense,annualBasicAverageShares,annualGoodwill,annualRepaymentOfDebt,annualPurchaseOfInvestment,quarterlyDilutedEPS,annualTotalRevenue,trailingChangeInWorkingCapital,annualCapitalStock,annualChangeInAccountPayable,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,annualBasicEPS,quarterlyOtherNonCashItems,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,trailingOperatingIncome,quarterlyCurrentLiabilities,trailingChangeInAccountPayable,annualOtherShortTermInvestments,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,trailingTotalRevenue,annualChangeInWorkingCapital,annualOtherCurrentAssets,trailingCostOfRevenue,annualOperatingIncome,quarterlyRetainedEarnings,annualNetOtherInvestingChanges,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,trailingEndCashPosition,trailingTaxProvision,trailingPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualNetIncome,quarterlyTotalAssets,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,annualInvestmentsAndAdvances,annualOperatingExpense,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,quarterlyFreeCashFlow,annualCostOfRevenue,quarterlyBasicEPS,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualTotalAssets,annualCurrentAssets,annualOtherNonCashItems,annualStockholdersEquity,annualDilutedAverageShares,annualLongTermDebt,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyGoodwill,annualNetIncomeCommonStockholders,annualDilutedEPS,quarterlyChangeInAccountPayable,quarterlyLongTermDebt,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,annualNonCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyStockBasedCompensation,annualSellingGeneralAndAdministration,trailingBasicEPS,annualIncomeTaxPayable,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualCurrentDeferredRevenue,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
1993-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,136190340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1290000000.0,,,,,,,,1.680002,,,,,,,136190340.0,,,,,,,,,,,,,,,,,,,,,,,,,1290000000.0,,,,1290000000.0,,,,,,,,,228800000.0,,,,,,,,1.680002,,,,241400000.0,241400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,,,,,,,,,,,,,,,,,4281900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996900000.0,,,,136286413.0,,,,,4281900000.0,,,,,,,3.180003,,,,,,,,,,,,,,,,,,,,,4281900000.0,,,996900000.0,,,626400000.0,996900000.0,,,,,,626400000.0,,,107900000.0,,,,,,,,,,,,120800000.0,120800000.0,,,,,,,136286413.0,,,,,,,,,,,,,,574000000.0,3.180003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-03-31,,,20700000.0,,,,,20700000.0,,,,,2706400000.0,,,,,9663400000.0,279400000.0,105800000.0,15600000.0,,171900000.0,,,-88500000.0,144666522.0,59900000.0,,-157000000.0,,,-4885200000.0,,602400000.0,,,0.0,,,,,276100000.0,,,,14548600000.0,5200000.0,,-1500000.0,4500000.0,,,258900000.0,,-15500000.0,7600000.0,,,,,100000.0,,,,,,,,,,,,466800000.0,,,,,,,,1.200001,,,,,,,144666522.0,,154100000.0,,-109000000.0,,811200000.0,,,907200000.0,165000000.0,,,,,,,,,,,,,2475700000.0,,1055200000.0,,,,312800000.0,,,,7041600000.0,,,12223800000.0,,173600000.0,,,,11316600000.0,,119100000.0,,1.200001,,,,173600000.0,173600000.0,,131400000.0,,,,,,,,380300000.0,,,306200000.0,,,-29900000.0,5182200000.0,,482600000.0,,,,,3246500000.0,,,-182400000.0,20700000.0,272500000.0,26600000.0,2497100000.0,,,749000000.0,436200000.0,,-3600000.0,,,,,,,,,,,,,,,,,,,,
1994-06-30,,,9700000.0,,,,,9700000.0,,,,,2706400000.0,,,,,9704200000.0,199900000.0,71900000.0,20700000.0,,200200000.0,,,64200000.0,137618910.0,61900000.0,,-156200000.0,,,-4998600000.0,,596700000.0,,,500000.0,,,,,119400000.0,,,,14702800000.0,-11200000.0,,0.0,-2200000.0,,,269200000.0,,-93200000.0,57300000.0,,,,,200000.0,,,,,,,,,,,,378900000.0,,,,,,,,0.840001,,,,,,,137618910.0,,149500000.0,,-108700000.0,,800300000.0,,,989700000.0,208300000.0,,,,,,,,,,,,,2494400000.0,,1032000000.0,,,,229100000.0,,,,7251800000.0,,,12452700000.0,,115600000.0,,,,11463000000.0,,-36800000.0,,0.840001,,6174700000.0,,128000000.0,128000000.0,,124800000.0,,,,,,,,330700000.0,,,321700000.0,,,-36400000.0,5200900000.0,,572200000.0,,,,,3392100000.0,,,-194800000.0,9700000.0,283000000.0,32700000.0,2554400000.0,,,710300000.0,481200000.0,,-10500000.0,,,,,,,,,,,,,,,,,,,,
1994-09-30,,,10000000.0,,,,,10000000.0,,,,,779500000.0,,,,,9406900000.0,389900000.0,146200000.0,9700000.0,,132300000.0,,,-167200000.0,135204543.0,64100000.0,,-181700000.0,,,-5180600000.0,,981600000.0,,,13700000.0,,,,,409200000.0,,,,14587500000.0,400000.0,,0.0,,,,357100000.0,,6800000.0,44100000.0,,,,,100000.0,4552200000.0,,,,,,,,,,,578800000.0,,,,,,,,1.710002,,,,,,,135204543.0,,160500000.0,,-112900000.0,,750000000.0,,,1045800000.0,172400000.0,,,,,,,,,,,,,,,1215800000.0,,,,418600000.0,,,,7286100000.0,,,12617800000.0,,231200000.0,,,,11572000000.0,,227500000.0,,1.710002,,6262000000.0,,243700000.0,243700000.0,,167600000.0,,,,,,,,260500000.0,,,343100000.0,,,-41100000.0,5331700000.0,,579500000.0,,,,,3406800000.0,,,-241600000.0,10000000.0,288700000.0,35400000.0,2599800000.0,,,872700000.0,454100000.0,,-5700000.0,,,,,,,,,,,,,,,,,,,,
1994-12-31,,126300000.0,37400000.0,11804100000.0,9565900000.0,,1035700000.0,37400000.0,37400000.0,3230500000.0,,,2706400000.0,-79600000.0,,,1827200000.0,9565900000.0,166700000.0,73100000.0,10000000.0,14815600000.0,200900000.0,,,111900000.0,,84300000.0,,-277600000.0,-28600000.0,,-5249700000.0,,1035800000.0,,6509000000.0,-35100000.0,33800000.0,,,,231000000.0,-772500000.0,,-5249700000.0,14815600000.0,9200000.0,-952500000.0,0.0,,94300000.0,,343700000.0,,30900000.0,-14700000.0,,,,2621200000.0,-100000.0,,,,,,,,,-20900000.0,3600000.0,319400000.0,402700000.0,,-100000.0,270200000.0,136572530.0,,,,,4488900000.0,,2706400000.0,,343700000.0,,,4.320004,183200000.0,,-113000000.0,,768200000.0,,,1058100000.0,,,,,37400000.0,,7549900000.0,397000000.0,,-71000000.0,148400000.0,,1179700000.0,2605900000.0,-197900000.0,1185900000.0,,37400000.0,638900000.0,219200000.0,,,,7549900000.0,200900000.0,638900000.0,12862200000.0,1035900000.0,81100000.0,263200000.0,,2050800000.0,11804100000.0,-443600000.0,-46600000.0,1258400000.0,,1035800000.0,6509000000.0,,93600000.0,93600000.0,-1500000.0,148400000.0,12862200000.0,1058100000.0,647300000.0,5312300000.0,136585885.0,3567100000.0,,223700000.0,768200000.0,,287300000.0,,2605900000.0,-90500000.0,5312300000.0,223700000.0,552900000.0,,589200000.0,4.320004,,3567100000.0,17900000.0,,-333700000.0,37400000.0,319400000.0,31700000.0,2621200000.0,,552900000.0,898600000.0,679400000.0,,-8800000.0,,,,,,,,,,,,,,,,,,,,
1995-03-31,,,33000000.0,,,,,33000000.0,,,,,2704900000.0,,,,,9582300000.0,330600000.0,129300000.0,37400000.0,,229500000.0,,,-81600000.0,136666530.0,72500000.0,,-215100000.0,,,-5343200000.0,,1078300000.0,,,-400000.0,,,,,313600000.0,,,,14925500000.0,-4400000.0,,-2900000.0,,,,230000000.0,,-34100000.0,6700000.0,,,,,229500000.0,,,,,,,,,,,,538100000.0,,,,,,,,1.380001,,,,,,,136666530.0,,168800000.0,,-113300000.0,,750100000.0,,,1091400000.0,,,,,,,,,,,,,,2694000000.0,,1111100000.0,-1100000.0,,,369400000.0,,,,7582800000.0,,,12981700000.0,,188600000.0,,,,11890300000.0,,98500000.0,,1.380001,,,,201300000.0,201300000.0,,144500000.0,,,,,,,,290600000.0,,,283700000.0,,,-20200000.0,5398900000.0,,569400000.0,,,,,3572800000.0,,,-236400000.0,33000000.0,344500000.0,33600000.0,2631500000.0,,,827400000.0,458000000.0,,-23200000.0,,,,,,,,,,,,,,,,,,,,
1995-06-30,,,29900000.0,,,,,29900000.0,,,,,2704900000.0,,,,,9603300000.0,226000000.0,88500000.0,33000000.0,,296800000.0,,,-37400000.0,134193414.0,72700000.0,,-160800000.0,,,-5485300000.0,,1163200000.0,,,-300000.0,,,,,239300000.0,,,,15088600000.0,-3100000.0,,0.0,,,,233100000.0,,-97700000.0,5500000.0,,,,,296800000.0,,,,,,,,,,,,427400000.0,,,,,,,,0.930001,,,,,,,134193414.0,,163300000.0,,-112800000.0,,727500000.0,,,1029000000.0,,,,,,,,,,,,,,2718500000.0,,1052400000.0,,,,263800000.0,,,,7609900000.0,,,13033300000.0,,124800000.0,,,,12004300000.0,,78500000.0,,0.930001,,6615500000.0,,137500000.0,137500000.0,,98500000.0,,,,,,,,197600000.0,,,289300000.0,,,-60800000.0,5423400000.0,,546000000.0,,,,,3587900000.0,,,-205000000.0,29900000.0,354600000.0,34900000.0,2636700000.0,,,763100000.0,499300000.0,,-8100000.0,,,,,,,,,,,,,,,,,,,,
1995-09-30,,,35700000.0,,,,,35700000.0,,,,,2610900000.0,,,,,9639500000.0,467100000.0,181900000.0,29900000.0,,106800000.0,,,-285900000.0,135721257.0,72100000.0,,-169500000.0,,,-5549100000.0,,1168700000.0,,,-400000.0,,,,,487200000.0,,,,15188600000.0,5700000.0,,-97600000.0,10100000.0,,,251300000.0,,56900000.0,9600000.0,,,,,-100000.0,,,,,,,,,,,,672200000.0,,,,,,,,2.010002,,,,,,,135721257.0,,167800000.0,,-104200000.0,,653100000.0,,,1098200000.0,,,,,,,,,,,,,,2883200000.0,,1380000000.0,,,,504500000.0,,,,7682900000.0,,,13177000000.0,,272800000.0,,,,12078800000.0,,317700000.0,,2.010002,,6765500000.0,,285200000.0,285200000.0,,118300000.0,,,,,,,,295100000.0,,,345000000.0,,,-36200000.0,5494100000.0,,623900000.0,,,,,3695000000.0,,,-195600000.0,35700000.0,320300000.0,34700000.0,2646400000.0,,,1035000000.0,530500000.0,,36300000.0,,,,,,,,,,,,,,,,,,,,
1995-12-31,,121200000.0,45400000.0,12182300000.0,9715200000.0,,1311700000.0,45400000.0,45400000.0,3464200000.0,,,2610900000.0,-456800000.0,,,2024000000.0,9715200000.0,157200000.0,66700000.0,35700000.0,15321300000.0,167400000.0,,,-51900000.0,,72000000.0,,-167900000.0,-14500000.0,,-5606100000.0,,1193900000.0,,6858800000.0,0.0,37400000.0,,,,271600000.0,-713300000.0,,-5606100000.0,15321300000.0,9800000.0,-846900000.0,0.0,28800000.0,6000000.0,,343700000.0,,-28500000.0,-15800000.0,,,,2643500000.0,-100000.0,,,,,,,,,-1100000.0,8000000.0,341800000.0,386300000.0,,-100000.0,289300000.0,136572530.0,,,,,4676700000.0,,2610900000.0,,343700000.0,,,4.875005,174900000.0,,-127700000.0,,769200000.0,,,1176200000.0,,,,,45400000.0,,7889300000.0,466400000.0,,-103400000.0,99300000.0,,1349200000.0,2858300000.0,-188000000.0,1133300000.0,,45400000.0,714500000.0,211500000.0,,,,7889300000.0,167400000.0,714500000.0,13358500000.0,1180900000.0,79400000.0,598400000.0,,2115000000.0,12182300000.0,-458000000.0,103700000.0,1212500000.0,,1193900000.0,6858800000.0,,90500000.0,90500000.0,-100500000.0,99300000.0,13358500000.0,1176200000.0,674800000.0,5469200000.0,136643220.0,3711400000.0,,258200000.0,769200000.0,,294600000.0,,2858300000.0,-70800000.0,5469200000.0,258200000.0,689700000.0,,665600000.0,4.875005,,3711400000.0,54400000.0,,-209900000.0,45400000.0,341800000.0,17900000.0,2643500000.0,,689700000.0,838700000.0,627200000.0,,-19500000.0,,,,,,,,,,,,,,,,,,,,
1996-03-31,,,36300000.0,,,,,36300000.0,,,,,2610900000.0,,,,,9716000000.0,317800000.0,126500000.0,45400000.0,,48100000.0,,,-233700000.0,154016940.0,71500000.0,,-209100000.0,,,-5687100000.0,,1225800000.0,,,5200000.0,,,,,480700000.0,,,,15403100000.0,-9200000.0,,,,,,214400000.0,,68900000.0,-10600000.0,,,,,48100000.0,,,,,,,,,,,,534400000.0,,,,,,,,1.170001,,,,,,,154016940.0,,176700000.0,,-115700000.0,,587300000.0,,,1111200000.0,,,,,,,,,,,,,,2933900000.0,,1162100000.0,-10000000.0,,,357500000.0,,,,7732500000.0,,,13277300000.0,,180200000.0,,,,12166100000.0,,271600000.0,,1.170001,,,,191300000.0,191300000.0,,109600000.0,,,,,,,,324800000.0,,,285800000.0,,,-37000000.0,5544800000.0,,633300000.0,,,,,3713900000.0,,,-256100000.0,36300000.0,332000000.0,31800000.0,2634100000.0,,,876300000.0,518800000.0,,9800000.0,,,,,,,,,,,,,,,,,,,,
1996-06-30,,,32700000.0,,,,,32700000.0,,,,,2610900000.0,,,,,9761800000.0,261200000.0,103800000.0,36300000.0,,179100000.0,,,-50600000.0,157419197.0,70100000.0,,-140700000.0,,,-5766400000.0,,1260700000.0,,,-700000.0,,,,,242000000.0,,,,15528200000.0,-3500000.0,,,,,,233200000.0,,-82100000.0,4900000.0,,,,,179100000.0,,,,,,,,,,,,467800000.0,,,,,,,,0.930001,,,,,,,157419197.0,,166900000.0,,-115700000.0,,634600000.0,,,1086400000.0,,,,,,,,,,,,,,2975700000.0,,1119700000.0,,,,301100000.0,,,,7715800000.0,,,13302400000.0,,146400000.0,,,,12216000000.0,,101300000.0,,0.930001,,6825400000.0,,157400000.0,157400000.0,,87100000.0,,,,,,,,222300000.0,,,282000000.0,,,-70700000.0,5586600000.0,,646700000.0,,,,,3649200000.0,,,-195000000.0,32700000.0,319900000.0,30100000.0,2637600000.0,,,837700000.0,536600000.0,,12200000.0,,,,,,,,,,,,,,,,,,,,
1996-09-30,,,38200000.0,,,,,38200000.0,,,,,2580100000.0,,,,,9760500000.0,432100000.0,167100000.0,32700000.0,,248600000.0,,,-254300000.0,155476035.0,71400000.0,,-154300000.0,,,-5850900000.0,,1287000000.0,,,-700000.0,,,,,448200000.0,,,,15611400000.0,5500000.0,,,,,,227700000.0,,7900000.0,-10500000.0,,,,,-100000.0,,,,,,,,,,,,645200000.0,,,,,,,,1.410001,,,,,,,155476035.0,,174200000.0,,-118300000.0,,737200000.0,,,1131600000.0,,,,,,,,,,,,,,2994100000.0,,1292400000.0,,,,470800000.0,,,,7790600000.0,,,13364800000.0,,253900000.0,,,,12233200000.0,,293900000.0,,1.410001,,6800400000.0,,265000000.0,265000000.0,,99200000.0,,,,,,,,261000000.0,,,284200000.0,,,-11300000.0,5574200000.0,,667900000.0,,,,,3603800000.0,,,-188400000.0,38200000.0,326300000.0,32800000.0,2626100000.0,,,1008200000.0,537400000.0,,-6400000.0,,,,,,,,,,,,,,,,,,,,
1996-12-31,,126500000.0,36100000.0,12325600000.0,9812400000.0,,1482700000.0,36100000.0,36100000.0,3620800000.0,,,2580100000.0,-653200000.0,,,2030000000.0,9812400000.0,194600000.0,78300000.0,38200000.0,15645700000.0,317900000.0,,,-114600000.0,,70100000.0,,-142400000.0,40500000.0,,-5833300000.0,,1329900000.0,,6783900000.0,-800000.0,45400000.0,,,,311800000.0,-646500000.0,,-5833300000.0,15645700000.0,-2100000.0,-838700000.0,0.0,,-27600000.0,,327300000.0,,12900000.0,-11400000.0,,,,2626100000.0,317900000.0,,,,,,,,,3000000.0,-9300000.0,301400000.0,382800000.0,,317900000.0,283100000.0,135701864.0,,,-25900000.0,,4758000000.0,,2580100000.0,,327300000.0,,,5.055005,149800000.0,,-117100000.0,,863000000.0,,,1144100000.0,,,,,36100000.0,,7897000000.0,475700000.0,,7600000.0,96600000.0,,1362300000.0,2992600000.0,-166300000.0,1183800000.0,-9500000.0,36100000.0,730000000.0,233100000.0,,,,7897000000.0,317900000.0,730000000.0,13469700000.0,1205700000.0,105300000.0,836200000.0,,2258500000.0,12325600000.0,-466800000.0,169400000.0,1137200000.0,,1329900000.0,6783900000.0,,116300000.0,116300000.0,-159000000.0,96600000.0,13469700000.0,1144100000.0,667600000.0,5572700000.0,165384450.0,3538100000.0,,217800000.0,863000000.0,,285200000.0,,2992600000.0,-47300000.0,5572700000.0,217800000.0,710000000.0,,685800000.0,5.055005,,3538100000.0,,,-199200000.0,36100000.0,301400000.0,31800000.0,2626100000.0,,710000000.0,898600000.0,665500000.0,,24900000.0,,,,,,,,,,,,,,,,,,,,
1997-03-31,,,23100000.0,,,,,23100000.0,,,,,2580100000.0,,,,,9855400000.0,293200000.0,117800000.0,36100000.0,,247800000.0,,,-138900000.0,130476060.0,70000000.0,,-190800000.0,,,-5944400000.0,,1344900000.0,,,-400000.0,,,,,341400000.0,,,,15799800000.0,-13000000.0,,,,,,176600000.0,,-33300000.0,-4600000.0,,,,,247800000.0,,,,,,,,,,,,485400000.0,,,,,,,,1.230001,,,,,,,133658403.0,,154600000.0,,-117800000.0,,726700000.0,,,1116400000.0,,,,,,,,,,,,,,3049300000.0,,1133300000.0,-500000.0,,,331000000.0,,,,7845800000.0,,,13475200000.0,,164400000.0,,,,12358800000.0,,150600000.0,,1.260001,,,,175400000.0,175400000.0,,98600000.0,,,,,,,,302300000.0,,,250000000.0,,,-24100000.0,5629400000.0,,673400000.0,,,,,3588200000.0,,,-215400000.0,23100000.0,321300000.0,32300000.0,2629400000.0,,,883300000.0,552300000.0,,-20000000.0,,,,,,,,,,,,,,,,,,,,
1997-06-30,,,113900000.0,,,,,113900000.0,,,,,4976700000.0,,,,,15409400000.0,293600000.0,125000000.0,23100000.0,,921900000.0,,,-189300000.0,238787640.0,111600000.0,,-366700000.0,,,-9498000000.0,,3623900000.0,,,-45700000.0,,,,,534000000.0,,,,24907400000.0,-39100000.0,,,,,,1002900000.0,,-64500000.0,40300000.0,,,,,921900000.0,,,,,,,,,,,,672800000.0,,,,,,,,0.660001,,,,,,,238787640.0,,273700000.0,,-190600000.0,,2993000000.0,,,2788200000.0,,,,,,,,,,,,,,3209300000.0,,3112800000.0,,,,352000000.0,,,,14060800000.0,,,22314200000.0,,157600000.0,,,,19526000000.0,,167300000.0,,0.660001,,10823300000.0,,168600000.0,168600000.0,,489000000.0,,,,,,,,1068200000.0,,,1780700000.0,,,-92400000.0,8186000000.0,,1718500000.0,,,,,5643000000.0,,,-383900000.0,113900000.0,466800000.0,55000000.0,3867600000.0,,,1332100000.0,980100000.0,,-13300000.0,,,,,,,,,,,,,,,,,,,,
1997-09-30,,,52100000.0,,,,,52100000.0,,,,,4967800000.0,,,,,15538200000.0,513200000.0,203700000.0,113900000.0,,375100000.0,,,-96800000.0,236825160.0,120600000.0,,-346900000.0,,,-9647300000.0,,3673600000.0,,,45600000.0,,,,,677700000.0,,,,25185500000.0,-61800000.0,,,,,,1529900000.0,,36200000.0,7300000.0,,,,,375100000.0,,,,,,,,,,,,861800000.0,,,,,,,,1.260001,,,,,,,236825160.0,,313700000.0,,-209100000.0,,3768700000.0,,,4078300000.0,,,,,,,,,,,,,,3309700000.0,,4820600000.0,,,,606300000.0,,,,15377600000.0,,,23776000000.0,,298400000.0,,,,19697700000.0,,330800000.0,,1.260001,,11367200000.0,,309500000.0,309500000.0,,1186000000.0,,,,,,,,1863700000.0,,,3232200000.0,,,145500000.0,8277500000.0,,2371000000.0,,,,,6010000000.0,,,-642700000.0,52100000.0,469200000.0,25900000.0,3889600000.0,,,1588400000.0,982100000.0,,-2400000.0,,,,,,,,,,,,,,,,,,,,
1997-12-31,,138100000.0,109400000.0,20343600000.0,15735900000.0,,2140100000.0,109400000.0,109400000.0,5900700000.0,,,4772700000.0,-203000000.0,,,2952500000.0,15735900000.0,290300000.0,105700000.0,52100000.0,25448100000.0,246800000.0,,,222000000.0,,122000000.0,,-418800000.0,-6600000.0,,-9712200000.0,,4104100000.0,,11978700000.0,299100000.0,166000000.0,,,,587000000.0,-1323200000.0,,-9712200000.0,25448100000.0,57300000.0,-1993700000.0,,,105700000.0,,1358700000.0,,61100000.0,62700000.0,,,,3945400000.0,246800000.0,,,,,,,,,298600000.0,-56600000.0,440100000.0,653500000.0,,246800000.0,471800000.0,239866426.0,,,-704400000.0,,16308900000.0,,4772700000.0,,1358700000.0,,,3.765004,297700000.0,,-208900000.0,,3275200000.0,,,3685200000.0,,,,,109400000.0,,15492800000.0,638900000.0,,-500000.0,854900000.0,,1970000000.0,3256000000.0,33900000.0,4589700000.0,-337800000.0,109400000.0,974400000.0,401700000.0,,,,15492800000.0,246800000.0,974400000.0,24028800000.0,1613300000.0,145000000.0,816900000.0,,3930700000.0,20343600000.0,-726400000.0,168200000.0,10408200000.0,,4104100000.0,11978700000.0,,184600000.0,184600000.0,-249000000.0,854900000.0,24028800000.0,3685200000.0,1039700000.0,8028700000.0,240426426.0,6530000000.0,,1669700000.0,3275200000.0,,3094000000.0,,3256000000.0,4900000.0,8028700000.0,1669700000.0,2280800000.0,,901600000.0,3.750004,,6530000000.0,,14900000.0,-751700000.0,109400000.0,440100000.0,22900000.0,3945400000.0,,2280800000.0,1495700000.0,1094000000.0,,29100000.0,,,,,,,,,,,,,,,,,,,,
1998-03-31,,,56900000.0,,,,,56900000.0,,,,,4623300000.0,,,,,15813400000.0,538900000.0,210800000.0,109400000.0,,290600000.0,,,-213500000.0,243100532.0,123600000.0,,-288900000.0,,,-9961000000.0,516500000.0,4147700000.0,,,-23900000.0,,,,,548900000.0,,,,25774400000.0,-52500000.0,,-180200000.0,,,,1155300000.0,,-108500000.0,-14100000.0,,,,,290600000.0,,,,,,,,,,,,871100000.0,,,,,,,,1.290001,,,,,,,243100532.0,,324200000.0,,-203100000.0,,3064200000.0,,,3497000000.0,,,,,,,,,,,,,,3373900000.0,,4114800000.0,-97600000.0,,,608400000.0,,,,15475400000.0,,,23974600000.0,,313600000.0,,,,20477600000.0,,260000000.0,,1.290001,,,,320100000.0,328100000.0,,984700000.0,,,,,,,,1618300000.0,,,2633000000.0,,,-1400000.0,7997200000.0,,1995900000.0,,,,,6749700000.0,,,-387900000.0,56900000.0,459500000.0,69500000.0,3928500000.0,,,1481800000.0,873400000.0,,-10800000.0,,,,,,,,,,,,,,,,,,,,
1998-06-30,,,63700000.0,,,,,63700000.0,,,,,4658000000.0,,,,,15901500000.0,442900000.0,163400000.0,56900000.0,,374600000.0,,,-132400000.0,240701514.0,122800000.0,,-283600000.0,,,-10155700000.0,,4335700000.0,,,268200000.0,,,,,453600000.0,,,,26057200000.0,6800000.0,,-200000.0,,,,1153000000.0,,-26700000.0,-15700000.0,,,,,374600000.0,,,,,,,,,,,,814700000.0,,,,,,,,1.140001,,,,,,,240701514.0,,195600000.0,,-203200000.0,,4501100000.0,,,4685800000.0,,,,,,,,,,,,,,3254200000.0,,4013700000.0,-39700000.0,,,548800000.0,,,,16725400000.0,,,25429100000.0,,274400000.0,,,,20743300000.0,,170000000.0,,1.140001,,11974800000.0,,279500000.0,279500000.0,,2107100000.0,,,,,,,,2973500000.0,,,2474100000.0,,,8900000.0,7912200000.0,,1993300000.0,,,,,6419800000.0,,,-314400000.0,63700000.0,521700000.0,33600000.0,3933300000.0,,,1539600000.0,990800000.0,,-62200000.0,,,,,,,,,,,,,,,,,,,,
