,quarterlyNetIncome,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentAssets,trailingInvestingCashFlow,trailingPurchaseOfInvestment,annualLongTermDebt,annualOtherNonCashItems,quarterlyDilutedEPS,quarterlyOtherCurrentLiabilities,trailingPretaxIncome,quarterlyResearchAndDevelopment,annualNonCurrentDeferredTaxesLiabilities,annualNonCurrentDeferredRevenue,trailingCashDividendsPaid,annualTotalAssets,trailingNetIncome,annualStockholdersEquity,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyGoodwill,trailingStockBasedCompensation,trailingChangeInInventory,quarterlyCostOfRevenue,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyCommonStockIssuance,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualInventory,annualRetainedEarnings,quarterlyLongTermDebt,annualDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInWorkingCapital,annualCapitalStock,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualAccountsReceivable,annualSaleOfInvestment,annualGoodwill,annualCommonStockIssuance,annualStockBasedCompensation,annualOtherIncomeExpense,quarterlyCashDividendsPaid,annualNetPPE,trailingGrossProfit,annualGainsLossesNotAffectingRetainedEarnings,annualOtherShortTermInvestments,annualOperatingIncome,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualChangeInAccountPayable,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,annualEbitda,trailingTotalRevenue,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualBasicAverageShares,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,trailingEndCashPosition,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyCurrentDebt,annualGrossPPE,quarterlyNetOtherFinancingCharges,annualPretaxIncome,annualOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualIncomeTaxPayable,trailingOperatingIncome,annualInvestmentsAndAdvances,trailingOtherIncomeExpense,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyGrossPPE,annualOtherNonCurrentAssets,annualDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,quarterlyIncomeTaxPayable,trailingOperatingExpense,quarterlySaleOfInvestment,trailingCapitalExpenditure,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualCapitalExpenditure,trailingDeferredIncomeTax,annualChangesInAccountReceivables,trailingInterestExpense,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,annualCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,annualCurrentAccruedExpenses,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyBasicEPS,quarterlyStockBasedCompensation,annualRepaymentOfDebt,quarterlyBasicAverageShares,quarterlyChangeInInventory,trailingResearchAndDevelopment,quarterlyGrossProfit,trailingChangesInAccountReceivables,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,annualInterestExpense,trailingFreeCashFlow,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyPretaxIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOperatingExpense,annualDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCashItems,annualResearchAndDevelopment,annualOtherCurrentAssets,trailingChangeInAccountPayable,annualChangeInWorkingCapital,quarterlySellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,quarterlyTaxProvision,annualTaxProvision,quarterlyRetainedEarnings,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualChangeInInventory,quarterlyTotalRevenue,quarterlyDilutedAverageShares,annualBasicEPS,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,trailingTaxProvision,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualCashDividendsPaid,annualCurrentDeferredRevenue,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,annualCostOfRevenue,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,trailingBasicAverageShares,trailingRepaymentOfDebt,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBasicEPS,trailingCommonStockIssuance,trailingDilutedAverageShares
599529600,,0.0,-9400000.0,,,,3900000.0,,13700000.0,,,66000000.0,,,71900000.0,,,5700000.0,,,433900000.0,,278400000.0,,79900000.0,,,,,199900000.0,,74600000.0,,,,,,74600000.0,104500000.0,66000000.0,115100000.0,5700000.0,,,,,,,,,,-12600000.0,,199900000.0,,,,19800000.0,10900000.0,,,462300000.0,75600000.0,10900000.0,0.0,,10900000.0,,49100000.0,,,,115100000.0,,0.0,,,,,10900000.0,,,,8000000.0,357300000.0,,100000.0,3900000.0,155500000.0,,,,,,213600000.0,,433900000.0,,357300000.0,13700000.0,,,,,207400000.0,,,,,-157400000.0,178100000.0,,,,,-315900000.0,,220300000.0,,,9500000.0,,,,,,-315900000.0,,,71900000.0,,-3300000.0,,,278400000.0,,,,,,,,,,,,,7000000.0,,213600000.0,227200000.0,,79900000.0,220300000.0,,-0.0075,,,,9500000.0,,,,155500000.0,,3400000.0,104500000.0,,,75600000.0,,,126600000.0,,-0.0075,-3300000.0,,,-157400000.0,,,,,,,0.0,235100000.0,-3300000.0,0.0,8000000.0,,,,,,,
607305600,,,4400000.0,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121200000.0,,,,,,,,,,,121200000.0,,,,,,,,,0.01,,,114920000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121200000.0,114920000.0,,,,,,,,,,,,,,,,,,,,,,,
615168000,,,5100000.0,,,,,,,,,,,0.0125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128300000.0,,,,,,,,,,,128300000.0,,,,,,,,,0.0125,,,115100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128300000.0,115100000.0,,,,,,,,,,,,,,,,,,,,,,,
623116800,2800000.0,,2800000.0,,,,3500000.0,,19200000.0,,,,,0.0075,55800000.0,,,,,,,,,,,,,,61000000.0,204800000.0,1900000.0,75000000.0,,,,,,,,56600000.0,,10900000.0,,,,,,,,,,,,,,,,,,,,,,3500000.0,,,3500000.0,,,,,,,,,,,,,,,,1800000.0,7000000.0,,,,,145800000.0,,,,,,224000000.0,2800000.0,440600000.0,,376700000.0,,,,,,,,,,,,,,,,,3900000.0,,,,12000000.0,10200000.0,,,,,,13200000.0,,,,,,,,294800000.0,0.0075,,,116936000.0,,,61300000.0,,,,,,,,,,4100000.0,74800000.0,216600000.0,57400000.0,,,,,,,,48100000.0,,1300000.0,,116700000.0,,,71000000.0,,,122300000.0,116936000.0,,,,,-171900000.0,,,,,,,,,,,,,,,,,,
631065600,-2000000.0,-41600000.0,-2000000.0,,30800000.0,,3400000.0,300000.0,15900000.0,,,38400000.0,,,57700000.0,,,8200000.0,,,417900000.0,,292700000.0,,75200000.0,,,,60400000.0,207700000.0,400000.0,73600000.0,,33800000.0,100000.0,,,73600000.0,114600000.0,38400000.0,117008000.0,8200000.0,,,,,,,,4200000.0,,3000000.0,,207700000.0,,,,17700000.0,3900000.0,,6000000.0,483600000.0,50000000.0,3900000.0,59100000.0,,3900000.0,10600000.0,51500000.0,,,0.0,117008000.0,-24600000.0,0.0,,,,,3900000.0,0.0,,1400000.0,6900000.0,386600000.0,0.0,14000000.0,3400000.0,125200000.0,18300000.0,,,,,223600000.0,-2000000.0,417900000.0,,386600000.0,15900000.0,2500000.0,,,,224700000.0,,,,,-178900000.0,190900000.0,-44400000.0,,,,-2900000.0,,194300000.0,,10600000.0,9200000.0,,-2700000.0,,25000000.0,,3100000.0,-7100000.0,0.0,57700000.0,,10200000.0,100000.0,,292700000.0,,,,,900000.0,,51300000.0,,0.0,,,-12100000.0,6800000.0,,223600000.0,242400000.0,-3800000.0,75200000.0,194300000.0,54200000.0,0.0225,,,,9200000.0,,8600000.0,48200000.0,125200000.0,-1800000.0,3800000.0,114600000.0,,,50000000.0,,-3200000.0,111700000.0,,0.0225,10200000.0,,,-178900000.0,-18400000.0,-12500000.0,,,,,10900000.0,241200000.0,10200000.0,14700000.0,6900000.0,,,,,,,
638841600,-4700000.0,,-4700000.0,,2600000.0,,3300000.0,1700000.0,16200000.0,,,,,-0.01,51600000.0,,,,,,,,,,,,,,60200000.0,208200000.0,200000.0,68700000.0,,,3600000.0,,,,,43300000.0,,6300000.0,,,,,,,,,,,,,,,,,,,9200000.0,,,5500000.0,,,5500000.0,,,,,3900000.0,,,,,,,,,,,1400000.0,6300000.0,,-100000.0,,,120900000.0,-4900000.0,,,,,224400000.0,-4700000.0,412500000.0,,390100000.0,,,,,,,,,,,,,,,,,-5600000.0,,,,10100000.0,10400000.0,,-1900000.0,,0.0,,3600000.0,,,,,,-1300000.0,,291600000.0,-0.01,,,118632000.0,4900000.0,,53000000.0,,0.0,,,-8800000.0,,,,,-6900000.0,68000000.0,188100000.0,58600000.0,,,,,,,,49400000.0,,-2200000.0,,110000000.0,,,52900000.0,,,113200000.0,118632000.0,,,,,-181900000.0,7900000.0,-7500000.0,,,,,,,,,,,,,,,,
646704000,-6900000.0,,-6900000.0,,4200000.0,,3100000.0,1800000.0,15600000.0,,,,,-0.015,52100000.0,,,,,,,,,,,,,,58400000.0,207400000.0,100000.0,65500000.0,,,-200000.0,,,,,48800000.0,,3000000.0,,,,,,,,,,,,,,,,,,,9700000.0,,,7300000.0,,,7300000.0,,,,,0.0,,,,,,,,,,,1600000.0,6500000.0,,100000.0,,,123300000.0,-5100000.0,,,,,223000000.0,-6900000.0,407900000.0,,397300000.0,,,,,,,,,,,,,,,,,-8800000.0,,,,9800000.0,10900000.0,,-3200000.0,,5000000.0,,900000.0,,,,,,1300000.0,,284600000.0,-0.015,,,118652000.0,3300000.0,,50100000.0,,0.0,,,-8000000.0,,,,,-10200000.0,68400000.0,184900000.0,58900000.0,,,,,,,,49400000.0,,-3300000.0,,103000000.0,,,54900000.0,,,108500000.0,118652000.0,,,,,-189900000.0,5500000.0,-9300000.0,,,,,,,,,,,,,,,,
654652800,-7900000.0,,-7900000.0,,13200000.0,,3100000.0,-5500000.0,15300000.0,,,,,-0.0175,56200000.0,,,,,,,,,,,,,,63300000.0,206500000.0,300000.0,61600000.0,,,0.0,,,,,37400000.0,,1600000.0,,,,,,,,,,,,,,,,,,,9600000.0,,,1900000.0,,,1900000.0,,,,,0.0,,,,,,,,,,,1500000.0,7000000.0,,0.0,,,115300000.0,5500000.0,,,,,221800000.0,-7900000.0,391900000.0,,403900000.0,,,,,,,,,,,,,,,,,-6700000.0,,,,10000000.0,7900000.0,,-1400000.0,,12800000.0,,2900000.0,,,,,,0.0,,276600000.0,-0.0175,,,118652000.0,3800000.0,,53700000.0,,0.0,,,-7700000.0,,,,,,73200000.0,170100000.0,60400000.0,,,100000.0,,,,,50900000.0,,,,95100000.0,,,42100000.0,,,117000000.0,118652000.0,,,,,-197400000.0,-10900000.0,-7700000.0,,,,,,,,,,,,,,,,
662601600,-1800000.0,-27700000.0,-1800000.0,,20900000.0,,2900000.0,5600000.0,15300000.0,,,25000000.0,-300000.0,,66300000.0,,,1300000.0,,,388900000.0,,274800000.0,,84900000.0,,,,66600000.0,200300000.0,-1700000.0,64400000.0,,34600000.0,200000.0,,,64400000.0,93300000.0,25000000.0,118656000.0,1300000.0,,,,,,,,3600000.0,,-1100000.0,,200300000.0,,,,-20700000.0,7400000.0,,6100000.0,458900000.0,29200000.0,7400000.0,40900000.0,,7400000.0,11500000.0,13900000.0,,,0.0,118656000.0,-9600000.0,0.0,,,,,7400000.0,0.0,,1600000.0,7100000.0,400100000.0,0.0,-27800000.0,2900000.0,114100000.0,17700000.0,,,,,215600000.0,-1800000.0,388900000.0,,400100000.0,15300000.0,-6800000.0,,,,231500000.0,,,,,-199800000.0,196900000.0,-27700000.0,,,,400000.0,,173300000.0,,11500000.0,7900000.0,,-300000.0,,13100000.0,,6500000.0,3600000.0,0.0,66300000.0,,-21300000.0,0.0,,274800000.0,,,,,-2800000.0,,53700000.0,,0.0,,,-3200000.0,6000000.0,,215600000.0,210800000.0,-2900000.0,84900000.0,173300000.0,53300000.0,-0.045,,0.0,,7900000.0,,30900000.0,47200000.0,114100000.0,-1100000.0,-6500000.0,93300000.0,,,29200000.0,,9200000.0,120300000.0,,-0.045,-21300000.0,,,-199800000.0,-12100000.0,-3200000.0,,,,,3900000.0,248100000.0,-21300000.0,13200000.0,7100000.0,,,,,,,
670377600,-500000.0,,-500000.0,,-8100000.0,,2800000.0,-2900000.0,15600000.0,,,,,-0.0025,57100000.0,,,,,,,,,,,,,,60500000.0,196800000.0,200000.0,66100000.0,,,3100000.0,,,,,31800000.0,,1300000.0,,,,,,,,,,,,,,,,,,,9000000.0,,,4500000.0,,,4500000.0,,,,,7400000.0,,,,,,,,,,,1300000.0,6900000.0,,0.0,,,112000000.0,-12500000.0,,,,,212400000.0,-500000.0,389400000.0,,396700000.0,,,,,,,,,,,,,,,,,600000.0,,,,12100000.0,9100000.0,,,,-16600000.0,,9600000.0,,,,,,0.0,,277400000.0,-0.0025,,,120804000.0,-1600000.0,,57100000.0,,0.0,,,-4400000.0,,,,,,76100000.0,177000000.0,56500000.0,,,-100000.0,,,,,47500000.0,,,,92800000.0,,,35900000.0,,,117600000.0,120804000.0,,,,,-199900000.0,9600000.0,-4400000.0,,,,,,,,,,,,,,,,
678240000,4300000.0,,4300000.0,,4500000.0,,2600000.0,-1000000.0,15500000.0,,,,,0.01,60300000.0,,,,,,,,,,,,,,67700000.0,193200000.0,200000.0,64300000.0,,,900000.0,,,,,29700000.0,,1300000.0,,,,,,,,,,,,,,,,,,,9000000.0,,,3500000.0,,,3500000.0,,,,,0.0,,,,,,,,,,,1400000.0,7000000.0,,100000.0,,,112300000.0,0.0,,,,,208700000.0,4300000.0,394800000.0,,399000000.0,,,,,,,,,,,,,,,,,5800000.0,,,,11400000.0,7500000.0,,,,-8600000.0,,14800000.0,,,,,,0.0,,282500000.0,0.01,,,121184000.0,1700000.0,,62800000.0,,0.0,,,-4500000.0,,,,,4700000.0,78700000.0,186100000.0,57000000.0,,,-100000.0,,,,,48000000.0,,400000.0,,97100000.0,,,33600000.0,,,130500000.0,121184000.0,,,,,-205800000.0,-1000000.0,-4500000.0,,,,,,,,,,,,,,,,
686188800,7000000.0,,7000000.0,,23300000.0,,2600000.0,18800000.0,13900000.0,,,,,0.015,60500000.0,,,,,,,,,,,,,,65900000.0,189700000.0,500000.0,62200000.0,,,5300000.0,,,,,24500000.0,,1300000.0,,,,,,,,,,,,,,,,,,,9600000.0,,,22300000.0,,,22300000.0,,,,,0.0,,,,,,,,,,,1400000.0,7300000.0,,-100000.0,,,108800000.0,18500000.0,,,,,203600000.0,7000000.0,403600000.0,,402000000.0,,,,,,,,,,,,,,,,,8700000.0,,,,12600000.0,8300000.0,,,,6800000.0,,18300000.0,,,,,,0.0,,294800000.0,0.015,,,123480000.0,2100000.0,,64400000.0,,0.0,,,-4800000.0,,,,,7800000.0,80400000.0,200000000.0,55700000.0,,,-200000.0,,,,,46100000.0,,800000.0,,104100000.0,,,28400000.0,,,130300000.0,123480000.0,,,,,-212300000.0,300000.0,-4800000.0,,,,,,,,,,,,,,,,
694137600,7400000.0,-17600000.0,7400000.0,,12600000.0,,2400000.0,13100000.0,14400000.0,,,24300000.0,-400000.0,,68900000.0,,,500000.0,,,420500000.0,,306400000.0,,86900000.0,,,,65800000.0,188100000.0,600000.0,61800000.0,,36600000.0,4200000.0,,,61800000.0,111500000.0,24300000.0,125300000.0,500000.0,,,,,,,,13500000.0,,1400000.0,,188100000.0,,,,24000000.0,35400000.0,,9000000.0,508900000.0,27200000.0,35400000.0,32300000.0,,35400000.0,10400000.0,60600000.0,,,0.0,125300000.0,13300000.0,0.0,,,,,35400000.0,-3000000.0,,1200000.0,7600000.0,404300000.0,0.0,20300000.0,2400000.0,114100000.0,11700000.0,,,,,202500000.0,7400000.0,420500000.0,,404300000.0,14400000.0,-800000.0,,,,225100000.0,,,,,-216200000.0,188500000.0,-14600000.0,,,,8700000.0,,218000000.0,,10400000.0,8900000.0,,,,-3000000.0,,17700000.0,28000000.0,0.0,68900000.0,,18300000.0,-3000000.0,,306400000.0,,,,,400000.0,,64700000.0,,0.0,,,-3900000.0,5200000.0,,202500000.0,249100000.0,8200000.0,86900000.0,218000000.0,56000000.0,0.0375,,0.0,,8900000.0,,-21400000.0,47000000.0,114100000.0,800000.0,2000000.0,111500000.0,,,27200000.0,,2600000.0,130500000.0,,0.0375,18300000.0,,,-216200000.0,4400000.0,-900000.0,,,,,7400000.0,259800000.0,18300000.0,17700000.0,7600000.0,,,,,,,
702000000,7100000.0,,7100000.0,,1500000.0,,2200000.0,600000.0,14000000.0,,,,,0.015,61800000.0,,,,,,,,,,,,,,68500000.0,189000000.0,800000.0,63000000.0,,,8000000.0,,,,,24200000.0,,500000.0,,,,,,,,,,,,,,,,,,,8600000.0,,,36000000.0,,,36000000.0,,,,,35400000.0,,,,,,,,,,,1000000.0,7200000.0,,100000.0,,,110600000.0,-3900000.0,,,,,203000000.0,7100000.0,432200000.0,,409500000.0,,,,,,,,,,,,,,,,,9100000.0,,,,14700000.0,9000000.0,,,,-14100000.0,,17700000.0,,,,,,-3000000.0,,321600000.0,0.015,,,129744000.0,-1200000.0,,65400000.0,,0.0,,,-8400000.0,,,,,8900000.0,83700000.0,229200000.0,56300000.0,,,-100000.0,,,,,47700000.0,,1800000.0,,118600000.0,,,26900000.0,,,133900000.0,129744000.0,,,,,-220500000.0,7500000.0,-5400000.0,,,,,,,,,,,,,,,,
709862400,4600000.0,,4600000.0,,19900000.0,,2100000.0,16100000.0,13700000.0,,,,,0.01,68800000.0,,,,,,,,,,,,,,71600000.0,188900000.0,500000.0,63800000.0,,,600000.0,,,,,27200000.0,,500000.0,,,,,,,,,,,,,,,,,,,8700000.0,,,52100000.0,,,52100000.0,,,,,0.0,,,,,,,,,,,1000000.0,7600000.0,,-100000.0,,,118300000.0,14800000.0,,,,,202600000.0,4600000.0,445000000.0,,410800000.0,,,,,,,,,,,,,,,,,6200000.0,,,,12100000.0,7900000.0,,,,6500000.0,,14900000.0,,,,,,-2600000.0,,326700000.0,0.01,,,130008000.0,-800000.0,,63200000.0,,0.0,,,-7700000.0,,,,,5700000.0,88500000.0,242400000.0,57000000.0,,,,,,,,48300000.0,,1100000.0,,123200000.0,,,29800000.0,,,134800000.0,130008000.0,,,,,-221900000.0,3900000.0,-5100000.0,,,,,,,,,,,,,,,,
717811200,5700000.0,,5700000.0,,16000000.0,,2000000.0,11000000.0,12500000.0,,,,,0.0125,67600000.0,,,,,,,,,,,,,,69200000.0,187500000.0,600000.0,62800000.0,,,1200000.0,,,,,27100000.0,,500000.0,,,,,,,,,,,,,,,,,,,8600000.0,,,63100000.0,,,63100000.0,,,,,0.0,,,,,,,,,,,1000000.0,7800000.0,,-100000.0,,,116500000.0,10900000.0,,,,,200000000.0,5700000.0,450100000.0,,404200000.0,,,,,,,,,,,,,,,,,6000000.0,,,,11500000.0,7700000.0,,,,1700000.0,,14600000.0,,,,,,-1200000.0,,333600000.0,0.0125,,,130504000.0,1000000.0,,62300000.0,,0.0,,,-6300000.0,,,,,5500000.0,86900000.0,250100000.0,56300000.0,,,,,,,,47700000.0,,-200000.0,,128900000.0,,,29600000.0,,,131500000.0,130504000.0,,,,,-216700000.0,1300000.0,-5100000.0,,,,,,,,,,,,,,,,
725760000,5100000.0,-26800000.0,5100000.0,,3300000.0,,100000.0,4300000.0,15000000.0,,,23600000.0,300000.0,,74600000.0,,,400000.0,,,461100000.0,,344600000.0,,92400000.0,,,,67900000.0,185100000.0,600000.0,65600000.0,,35300000.0,5900000.0,,,65600000.0,134100000.0,23600000.0,132184000.0,400000.0,,,,,,,,15700000.0,,2500000.0,,185100000.0,,,,27700000.0,67400000.0,,9400000.0,529600000.0,24100000.0,67400000.0,40700000.0,,67400000.0,7000000.0,63000000.0,,,0.0,132184000.0,18100000.0,0.0,,,,,67400000.0,-7300000.0,,1000000.0,10800000.0,363100000.0,0.0,26000000.0,100000.0,116500000.0,-600000.0,,,,,200100000.0,5100000.0,461100000.0,,363100000.0,15000000.0,-200000.0,,,,224800000.0,,,,,-178000000.0,189500000.0,-19500000.0,,,,6300000.0,,261000000.0,,7000000.0,7800000.0,,,,-11300000.0,,15700000.0,32000000.0,-100000.0,74600000.0,,22500000.0,-500000.0,,344600000.0,,,,,-2800000.0,,61500000.0,,0.0,,,-4400000.0,4100000.0,,200100000.0,252500000.0,5900000.0,92400000.0,261000000.0,55200000.0,0.0425,,,,7800000.0,,-17200000.0,45800000.0,116500000.0,800000.0,3500000.0,134100000.0,,,24100000.0,,-3800000.0,129400000.0,,0.0425,22500000.0,,,-178000000.0,5400000.0,-3900000.0,,,,,35400000.0,277100000.0,22500000.0,21200000.0,10800000.0,,,,,,,
733536000,5400000.0,,5400000.0,,27200000.0,,100000.0,27500000.0,14900000.0,,,,,0.01,70600000.0,,,,,,,,,,,,,,65000000.0,187400000.0,700000.0,67600000.0,,,10600000.0,,,,,23800000.0,,5600000.0,,,,,,,,,,,,,,,,,,,8400000.0,,,94900000.0,,,94900000.0,,,,,67400000.0,,,,,,,,,,,1000000.0,11400000.0,,0.0,,,124600000.0,22100000.0,,,,,202300000.0,5400000.0,492000000.0,,366300000.0,,,,,,,,,,,,,,,,,8100000.0,,,,13100000.0,16900000.0,,2000000.0,,10100000.0,,16500000.0,,,,,,-5000000.0,,367400000.0,0.01,,,136340000.0,-2000000.0,,62800000.0,,0.0,,,-10100000.0,,,,,7700000.0,95100000.0,289700000.0,54700000.0,,,1300000.0,,,,,46300000.0,,2300000.0,,139500000.0,,,29500000.0,,,127800000.0,136340000.0,,,,,-178900000.0,10400000.0,-5100000.0,,,,,,,,,,,,,,,,
741398400,7700000.0,,7700000.0,,29000000.0,,0.0,21100000.0,15600000.0,,,,,0.015,76100000.0,,,,,,,,,,,,,,72200000.0,189300000.0,800000.0,67200000.0,,,4200000.0,,,,,23800000.0,,5600000.0,,,,,,,,,,,,,,,,,,,8600000.0,,,116000000.0,,,116000000.0,,,,,0.0,,,,,,,,,,,1000000.0,11800000.0,,0.0,,,130400000.0,23000000.0,,,,,204900000.0,7700000.0,509500000.0,,372700000.0,,,,,,,,,,,,,,,,,11100000.0,,,,13100000.0,17500000.0,,2400000.0,,9800000.0,,19700000.0,,,,,,-3600000.0,,379100000.0,0.015,,,137708000.0,400000.0,,67100000.0,,0.0,,,-9600000.0,,,,,11000000.0,101000000.0,304600000.0,56000000.0,,,600000.0,,,,,47600000.0,,3300000.0,,147100000.0,,,29400000.0,,,139300000.0,137708000.0,,,,,-183400000.0,1700000.0,-6000000.0,,,,,,,,,,,,,,,,
749347200,10100000.0,,10100000.0,,19800000.0,,100000.0,19000000.0,12900000.0,,,,,0.0175,82100000.0,,,,,,,,,,,,,,69600000.0,189400000.0,1100000.0,76100000.0,,,7200000.0,,,,,21400000.0,,5600000.0,,,,,,,,,,,,,,,,,,,8900000.0,,,135000000.0,,,135000000.0,,,,,0.0,,,,,,,,,,,900000.0,11800000.0,,0.0,,,137900000.0,15100000.0,,,,,202300000.0,10100000.0,540800000.0,,376900000.0,,,,,0.0,,,,,,,,,,,,14300000.0,,,,16900000.0,18900000.0,,2200000.0,,-1500000.0,,23200000.0,,,,,,-3200000.0,,402900000.0,0.0175,,,149100000.0,-8900000.0,,70700000.0,,0.0,,,-7900000.0,,,,,14400000.0,110800000.0,338500000.0,56400000.0,,,100000.0,,,,,47800000.0,,4300000.0,,157200000.0,,,27100000.0,,,140300000.0,149100000.0,,,,,-187500000.0,7000000.0,-4700000.0,,,,,,,,,,,,,,,,
757296000,12094000.0,-32201000.0,12823000.0,,15798000.0,,0.0,8595000.0,17789000.0,,,9138000.0,1544000.0,,1024000.0,,,8643000.0,,,544443000.0,,420108000.0,101669000.0,106554000.0,,,,108096000.0,186079000.0,-2500000.0,77710000.0,63798000.0,34542000.0,2652000.0,,,77710000.0,167804000.0,9138000.0,573312000.0,8643000.0,,4461000.0,,,101669000.0,,,24652000.0,,0.0,,186079000.0,,,,51274000.0,143578000.0,,8642000.0,554734000.0,17781000.0,143578000.0,91798000.0,,143578000.0,10972000.0,85816000.0,,4461000.0,0.0,573312000.0,16598000.0,143578000.0,,,,,143578000.0,-11633000.0,,704000.0,8095000.0,380182000.0,8943000.0,51319000.0,0.0,124335000.0,11030000.0,,,,,203868000.0,12094000.0,544443000.0,,380182000.0,17789000.0,3828000.0,,,23000.0,188864000.0,,,,,-194103000.0,126508000.0,-20568000.0,,,,17874000.0,-2277000.0,340575000.0,,10972000.0,2049000.0,,-2772000.0,,-2752000.0,63798000.0,26516000.0,76195000.0,8943000.0,1024000.0,,35194000.0,167000.0,,420108000.0,,,,,-1614000.0,,39238000.0,,143578000.0,,,-4601000.0,3604000.0,,203868000.0,240138000.0,18319000.0,106554000.0,340575000.0,21364000.0,0.06,22665000.0,-456000.0,62356000.0,2049000.0,,15648000.0,-15092000.0,124335000.0,5496000.0,15396000.0,167804000.0,,,17781000.0,,-12114000.0,147334000.0,,0.06,35923000.0,,,-194103000.0,-2502000.0,-4768000.0,,22665000.0,,,67383000.0,314596000.0,35194000.0,71230000.0,8095000.0,,,,,,,
