,quarterlyNetIncome,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentAssets,trailingInvestingCashFlow,trailingPurchaseOfInvestment,annualLongTermDebt,annualOtherNonCashItems,quarterlyDilutedEPS,quarterlyOtherCurrentLiabilities,trailingPretaxIncome,quarterlyResearchAndDevelopment,annualNonCurrentDeferredTaxesLiabilities,annualNonCurrentDeferredRevenue,trailingCashDividendsPaid,annualTotalAssets,trailingNetIncome,annualStockholdersEquity,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyGoodwill,trailingStockBasedCompensation,trailingChangeInInventory,quarterlyCostOfRevenue,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyCommonStockIssuance,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualInventory,annualRetainedEarnings,quarterlyLongTermDebt,annualDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInWorkingCapital,annualCapitalStock,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualAccountsReceivable,annualSaleOfInvestment,annualGoodwill,annualCommonStockIssuance,annualStockBasedCompensation,annualOtherIncomeExpense,quarterlyCashDividendsPaid,annualNetPPE,trailingGrossProfit,annualGainsLossesNotAffectingRetainedEarnings,annualOtherShortTermInvestments,annualOperatingIncome,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualChangeInAccountPayable,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,annualEbitda,trailingTotalRevenue,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualBasicAverageShares,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,trailingEndCashPosition,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyCurrentDebt,annualGrossPPE,quarterlyNetOtherFinancingCharges,annualPretaxIncome,annualOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualIncomeTaxPayable,trailingOperatingIncome,annualInvestmentsAndAdvances,trailingOtherIncomeExpense,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyGrossPPE,annualOtherNonCurrentAssets,annualDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,quarterlyIncomeTaxPayable,trailingOperatingExpense,quarterlySaleOfInvestment,trailingCapitalExpenditure,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualCapitalExpenditure,trailingDeferredIncomeTax,annualChangesInAccountReceivables,trailingInterestExpense,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,annualCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,annualCurrentAccruedExpenses,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyBasicEPS,quarterlyStockBasedCompensation,annualRepaymentOfDebt,quarterlyBasicAverageShares,quarterlyChangeInInventory,trailingResearchAndDevelopment,quarterlyGrossProfit,trailingChangesInAccountReceivables,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,annualInterestExpense,trailingFreeCashFlow,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyPretaxIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOperatingExpense,annualDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCashItems,annualResearchAndDevelopment,annualOtherCurrentAssets,trailingChangeInAccountPayable,annualChangeInWorkingCapital,quarterlySellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,quarterlyTaxProvision,annualTaxProvision,quarterlyRetainedEarnings,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualChangeInInventory,quarterlyTotalRevenue,quarterlyDilutedAverageShares,annualBasicEPS,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,trailingTaxProvision,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualCashDividendsPaid,annualCurrentDeferredRevenue,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,annualCostOfRevenue,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,trailingBasicAverageShares,trailingRepaymentOfDebt,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBasicEPS,trailingCommonStockIssuance,trailingDilutedAverageShares
1056931200,-52489000.0,,-52489000.0,,17994000.0,,152811000.0,18023000.0,240135000.0,,,,,-0.28,7100000.0,,63804000.0,,,,,,,220575000.0,,,,,242921000.0,624263000.0,-11978000.0,234312000.0,150224000.0,,23886000.0,,53673000.0,,,449888000.0,,,,,,,,,,,,,,,,,,,,,39438000.0,,,237904000.0,,,291577000.0,,,,26717000.0,219881000.0,,,,,-47845000.0,,,,,,5402000.0,8153000.0,,0.0,,,887109000.0,5837000.0,,,,,1054830000.0,-52489000.0,1836298000.0,190432000.0,1366837000.0,,,-59775000.0,,,,,,42861000.0,,,,,,,,-36708000.0,,,,89787000.0,0.0,,,,20165000.0,,2730000.0,,,,,,-4303000.0,,949189000.0,-0.28,,,185465000.0,16271000.0,,88608000.0,,237904000.0,,,-23558000.0,,,,,-50789000.0,284410000.0,781468000.0,125316000.0,,29146000.0,,,,,,61512000.0,,1700000.0,,301489000.0,,,602699000.0,,,331529000.0,185465000.0,,,,,-742574000.0,23587000.0,-12157000.0,,,,,,,,,,,,,,,,
1064880000,-53514000.0,,-53514000.0,,25370000.0,,154523000.0,-50902000.0,302880000.0,,,,,-0.28,6628000.0,,61248000.0,,,,,,,225366000.0,,,,,230622000.0,587625000.0,-26562000.0,220808000.0,175344000.0,,45307000.0,,52204000.0,,,407655000.0,,,,,,,,,,,,,,,,,,,,,36779000.0,,,187002000.0,,,239206000.0,,,,27247000.0,237904000.0,,,,,-131974000.0,,,,,,5502000.0,7284000.0,,0.0,,,863260000.0,16857000.0,,,,,1082350000.0,-53514000.0,1798552000.0,191845000.0,1360141000.0,,,-65465000.0,,,,,,63900000.0,,,,,,,,-22760000.0,,,,86338000.0,0.0,,,,30468000.0,,14019000.0,,,,,,-13811000.0,,935292000.0,-0.28,,,189479000.0,13505000.0,,98550000.0,,187002000.0,,,-78478000.0,,,,,-51314000.0,301082000.0,716202000.0,121310000.0,,25488000.0,264000.0,,,,,60062000.0,,2200000.0,,247975000.0,,,562178000.0,,,329172000.0,189479000.0,,,,,-772516000.0,2206000.0,-8513000.0,,,,,,,,,,,,,,,,
1072828800,-11492000.0,-114365000.0,-11492000.0,,35160000.0,-290409000.0,147319000.0,41442000.0,296618000.0,,,407658000.0,3693000.0,,0.0,,60963000.0,,,,1785362000.0,,949570000.0,229532000.0,280815000.0,,,,229955000.0,544369000.0,-13433000.0,214934000.0,173745000.0,152488000.0,12151000.0,,60974000.0,214934000.0,236483000.0,407658000.0,188342718.0,,,27329000.0,,,229532000.0,220594000.0,,100513000.0,,-74158000.0,,544369000.0,,-51846000.0,60974000.0,-105165000.0,289418000.0,175098000.0,36745000.0,1352867000.0,554977000.0,228444000.0,34166000.0,,289418000.0,74097000.0,47323000.0,,27329000.0,187002000.0,188342718.0,57122000.0,228444000.0,,-51816000.0,,,228444000.0,-15834000.0,,4568000.0,7582000.0,1305254000.0,0.0,-186193000.0,147319000.0,835792000.0,26596000.0,,,,,1016085000.0,-11492000.0,1785362000.0,175098000.0,1305254000.0,296618000.0,-2013000.0,-51846000.0,,,504064000.0,,,50800000.0,,-760885000.0,249464000.0,-30830000.0,,,,6184000.0,,769277000.0,,74097000.0,0.0,,,,-7513000.0,173745000.0,42929000.0,-23077000.0,0.0,0.0,,-193993000.0,19181000.0,,949570000.0,,,,,2092000.0,,127635000.0,,228444000.0,,,-6169000.0,20883000.0,,1016085000.0,398899000.0,-8792000.0,280815000.0,769277000.0,121451000.0,-1.03,25391000.0,-1427000.0,254600000.0,0.0,,18880000.0,60488000.0,835792000.0,2700000.0,7800000.0,236483000.0,,,554977000.0,,56298000.0,357590000.0,,-1.03,-193993000.0,,,-760885000.0,12451000.0,-8564000.0,,25391000.0,,,251521000.0,953968000.0,-193993000.0,3336000.0,7582000.0,,,,,,,
1080691200,40247000.0,,40247000.0,,40986000.0,,93481000.0,-5474000.0,378374000.0,,,,,0.2,7313000.0,,64694000.0,,,,,,,255246000.0,,,,,254628000.0,542172000.0,721000.0,247809000.0,141723000.0,,26316000.0,,67281000.0,,,448584000.0,,,,,,,,,,,,,,,,,,,,,30636000.0,,,222970000.0,,,290251000.0,,,,27580000.0,228444000.0,,,,,-65318000.0,,,,,,4632000.0,7842000.0,,0.0,,,846745000.0,24940000.0,,,,,1036779000.0,40247000.0,1863310000.0,116233000.0,1299111000.0,,,-49444000.0,,,,,,32087000.0,,,,,,,,45039000.0,,,,118363000.0,0.0,,,,-35255000.0,,75675000.0,,,,,,-23424000.0,,1016565000.0,0.2,,,193852000.0,-26024000.0,,175975000.0,,222970000.0,,,-72701000.0,,,,,44719000.0,304680000.0,826531000.0,130936000.0,,29439000.0,,,,,,66242000.0,,4472000.0,,276730000.0,,,542065000.0,,,430603000.0,199893000.0,,,,,-756939000.0,26241000.0,-16046000.0,,,,,,,,,,,,,,,,
1088553600,80493000.0,,80493000.0,,77982000.0,,130550000.0,1365000.0,370037000.0,,,,,0.39,13179000.0,,66914000.0,,,,,,,295453000.0,,,,,299835000.0,538469000.0,1139000.0,283910000.0,154128000.0,,2043000.0,,104849000.0,,,407486000.0,,,,,,,,,,,,,,,,,,,,,33973000.0,,,224335000.0,,,329184000.0,,,,27598000.0,222970000.0,,,,,-70589000.0,,,,,,4895000.0,7525000.0,,0.0,,,878508000.0,69250000.0,,,,,1024682000.0,80493000.0,1967832000.0,116176000.0,1313382000.0,,,-59167000.0,,,,,,30214000.0,,,,,,,,90588000.0,,,,130942000.0,34603000.0,,,,-37572000.0,,124561000.0,,,,,,-29399000.0,,1089324000.0,0.41,,,194015000.0,-27756000.0,,226628000.0,,224335000.0,,,-78506000.0,,,,,89437000.0,340472000.0,943150000.0,136040000.0,,34698000.0,,,,,,69991000.0,,8944000.0,,357223000.0,,,538036000.0,,,526463000.0,213486000.0,,,,,-774913000.0,1889000.0,-8732000.0,,,,,,,,,,,,,,,,
1096502400,41149000.0,,41149000.0,,78162000.0,,123810000.0,39684000.0,373926000.0,,,,,0.21,19012000.0,,67243000.0,,,,,,,255519000.0,,,,,269344000.0,546826000.0,46000.0,292064000.0,163816000.0,,780000.0,,86215000.0,,,398864000.0,,,,,,,,,,,,,,,,,,,,,31865000.0,,,264019000.0,,,350234000.0,,,,24270000.0,224335000.0,,,,,-79286000.0,,,,,,4696000.0,7383000.0,,0.0,,,834824000.0,67727000.0,,,,,1036928000.0,41149000.0,1968659000.0,116176000.0,1353070000.0,,,-56492000.0,,,,,,95530000.0,,,,,,,,50943000.0,,,,85315000.0,0.0,,,,4837000.0,,82808000.0,,,,,,-38038000.0,,1133835000.0,0.21,,,194128000.0,-1471000.0,,188456000.0,,264019000.0,,,-30762000.0,,,,,50077000.0,312150000.0,931731000.0,137513000.0,,36624000.0,,,,,,70270000.0,,8928000.0,,398372000.0,,,522674000.0,,,457800000.0,195751000.0,,,,,-806244000.0,-7716000.0,-10435000.0,,,,,,,,,,,,,,,,
1104451200,3348000.0,-292909000.0,3348000.0,,57698000.0,-367037000.0,113508000.0,-54872000.0,406615000.0,,,398932000.0,879000.0,,11738000.0,,63149000.0,,,,1922562000.0,,1133564000.0,223491000.0,276558000.0,,,,244200000.0,547075000.0,-3864000.0,262996000.0,167268000.0,124308000.0,1112000.0,,75431000.0,262996000.0,401720000.0,398932000.0,197432000.0,,,24282000.0,,,223491000.0,237249000.0,,30251000.0,,-1958000.0,,547075000.0,,-61313000.0,75431000.0,194162000.0,284578000.0,163046000.0,27834000.0,1791880000.0,512440000.0,209147000.0,254828000.0,,284578000.0,62006000.0,318470000.0,,24282000.0,264019000.0,194048000.0,18784000.0,209147000.0,,-151844000.0,,,209147000.0,0.0,,4529000.0,5147000.0,1349497000.0,0.0,187974000.0,113508000.0,788998000.0,-72334000.0,,,,,1116736000.0,3348000.0,1922562000.0,163046000.0,1349497000.0,406615000.0,-612000.0,-61313000.0,,,529711000.0,,,79418000.0,,-802422000.0,268576000.0,-165245000.0,,,,7592000.0,,805826000.0,,62006000.0,0.0,,,,23088000.0,167268000.0,35426000.0,-19297000.0,0.0,11738000.0,,165237000.0,90861000.0,,1133564000.0,,,,,39211000.0,,132814000.0,,209147000.0,,,-110940000.0,18752000.0,,1116736000.0,723873000.0,3741000.0,276558000.0,805826000.0,125222000.0,0.84,30399000.0,,262000000.0,0.0,,-44902000.0,62073000.0,788998000.0,393000.0,22737000.0,401720000.0,,,512440000.0,,-16040000.0,377014000.0,,0.85,165237000.0,,,-802422000.0,-1630000.0,-130032000.0,,30399000.0,,,228444000.0,1068007000.0,165237000.0,89583000.0,5147000.0,,,,,,,
1112227200,-52572000.0,,-52572000.0,,-55512000.0,,107073000.0,-19135000.0,393853000.0,,,,,-0.27,6456000.0,,64240000.0,,,,,,,218635000.0,,,,,216441000.0,552494000.0,-10628000.0,256578000.0,122438000.0,,20053000.0,,47455000.0,,,378810000.0,,,,,,,,,,,,,,,,,,,,,28302000.0,,,190012000.0,,,237467000.0,,,,24456000.0,209147000.0,,,,,-15487000.0,,,,,,4434000.0,3110000.0,,0.0,,,719855000.0,-98038000.0,,,,,1062523000.0,-52572000.0,1815615000.0,116176000.0,1374362000.0,,,-66598000.0,,,,,,95908000.0,,,,,,,,-40415000.0,,,,72297000.0,0.0,,,,-33751000.0,,-12113000.0,,,,,,0.0,,1095760000.0,-0.27,,,195619000.0,13484000.0,,89140000.0,,190012000.0,,,38309000.0,,,,,-51072000.0,233972000.0,753092000.0,129555000.0,,29671000.0,,,,,,65315000.0,,1500000.0,,349148000.0,,,485883000.0,,,305581000.0,195619000.0,,,,,-821868000.0,-1932000.0,-42526000.0,,,,,,,,,,,,,,,,
1120089600,-45464000.0,,-45464000.0,,-25508000.0,,99314000.0,9048000.0,321330000.0,,,,,-0.23,3242000.0,,60915000.0,,,,,,,235275000.0,,,,,222007000.0,528114000.0,-10195000.0,257619000.0,112485000.0,,9917000.0,,73224000.0,,,378623000.0,,,,,,,,,,,,,,,,,,,,,31631000.0,,,199060000.0,,,272284000.0,,,,24577000.0,190012000.0,,,,,-101766000.0,,,,,,4153000.0,3005000.0,,0.0,,,701220000.0,-63286000.0,,,,,965620000.0,-45464000.0,1764914000.0,116176000.0,1326619000.0,,,-63117000.0,,,,,,150133000.0,,,,,,,,-30292000.0,,,,70347000.0,0.0,,,,-18462000.0,,1339000.0,,,,,,0.0,,1063694000.0,-0.23,,,195757000.0,19517000.0,,98165000.0,,199060000.0,,,24716000.0,,,,,-40799000.0,223283000.0,799294000.0,128457000.0,,34204000.0,,,,,,67542000.0,,4665000.0,,303684000.0,,,477937000.0,,,320172000.0,195757000.0,,,,,-798505000.0,9840000.0,-37778000.0,,,,,,,,,,,,,,,,
1128038400,-35378000.0,,-35378000.0,,37552000.0,,87282000.0,31285000.0,284647000.0,,,,,-0.18,7891000.0,,56259000.0,,,,,,,269283000.0,,,,,283051000.0,513949000.0,-14337000.0,222190000.0,135663000.0,,3055000.0,,91291000.0,,,378512000.0,,,,,,,,,,,,,,,,,,,,,31043000.0,,,230345000.0,,,321636000.0,,,,24608000.0,199060000.0,,,,,-18919000.0,,,,,,4059000.0,2951000.0,,0.0,,,731077000.0,87110000.0,,,,,914772000.0,-35378000.0,1760556000.0,116176000.0,1327064000.0,,,-65008000.0,,,,,,32306000.0,,,,,,,,-17927000.0,,,,89746000.0,0.0,,,,1289000.0,,13116000.0,,,,,,-75987000.0,,1029479000.0,-0.18,,,196835000.0,1513000.0,,103641000.0,,230345000.0,,,-9322000.0,,,,,-32351000.0,265283000.0,845784000.0,121568000.0,,29032000.0,,,,,,65309000.0,,3027000.0,,268305000.0,,,465794000.0,,,386692000.0,196835000.0,,,,,-813115000.0,3055000.0,49558000.0,,,,,,,,,,,,,,,,
1135987200,224062000.0,181175000.0,72957000.0,,57790000.0,-402911000.0,99752000.0,110354000.0,232952000.0,,,1819000.0,-1842000.0,,0.0,,41601000.0,,,,1859732000.0,,1242666000.0,232462000.0,515495000.0,,,,-58035000.0,421286000.0,17516000.0,142706000.0,133177000.0,91168000.0,1702000.0,,354042000.0,142706000.0,96502000.0,1819000.0,196283000.0,,,24626000.0,,,232462000.0,293060000.0,,34727000.0,,-17644000.0,,421286000.0,,-100452000.0,354042000.0,-64054000.0,694741000.0,110552000.0,192000.0,1075232000.0,101571000.0,340699000.0,14322000.0,,694741000.0,48012000.0,27114000.0,,24626000.0,230345000.0,196283000.0,-63945000.0,340699000.0,,-266739000.0,,,340699000.0,0.0,,3583000.0,302829000.0,1058870000.0,0.0,-80137000.0,99752000.0,617066000.0,-24938000.0,,,,,764790000.0,224062000.0,1859732000.0,110552000.0,1058870000.0,232952000.0,-30955000.0,-100452000.0,,,475822000.0,,,14713000.0,,-637584000.0,252807000.0,-113474000.0,,,,23968000.0,,1094942000.0,,48012000.0,0.0,,,,-2818000.0,133177000.0,24160000.0,131552000.0,0.0,0.0,,90648000.0,75987000.0,,1242666000.0,,,,,35963000.0,,120822000.0,,340699000.0,,,127472000.0,16229000.0,,764790000.0,411768000.0,44085000.0,515495000.0,1094942000.0,96854000.0,0.46,31477000.0,-1946000.0,223015000.0,0.0,,-53742000.0,54641000.0,617066000.0,-28872000.0,-19680000.0,96502000.0,,,101571000.0,,70477000.0,62787000.0,,0.46,-60457000.0,,,-637584000.0,-74908000.0,-82728000.0,,31477000.0,,,209147000.0,663464000.0,90648000.0,-99152000.0,302829000.0,,,,,,,
1143763200,44913000.0,,44913000.0,,71887000.0,,,-17918000.0,362898000.0,,,,,0.23,9199000.0,,52194000.0,,,,,,,259201000.0,,69147000.0,,,192276000.0,413732000.0,1097000.0,115658000.0,112481000.0,,12584000.0,,321227000.0,,,,,,,,,,,,,,,,,,,,,,,,19544000.0,,,322781000.0,,,644008000.0,,,,24770000.0,340699000.0,,,,,-116291000.0,,,,,,3371000.0,285000000.0,,0.0,,,591661000.0,46466000.0,,,,,845777000.0,44913000.0,1896446000.0,,1035211000.0,,,-79816000.0,,,,,,58742000.0,,,,,,,,46259000.0,,,,68845000.0,0.0,,,,-6769000.0,,65803000.0,,,,,,229000.0,,1304785000.0,0.23,,,198017000.0,33433000.0,,170638000.0,,322781000.0,,,-82741000.0,,,,,53468000.0,513973000.0,1050669000.0,124379000.0,,38448000.0,,,,,,72185000.0,,8555000.0,,141415000.0,,,77688000.0,,,362914000.0,199555000.0,,,,,-621479000.0,-7064000.0,-25421000.0,,,,,,,,,,,,,,,,
1151625600,82405000.0,,82405000.0,,131327000.0,,,13741000.0,538115000.0,,,,,0.4,18082000.0,,53581000.0,,,,,,,276962000.0,,69147000.0,,,198576000.0,390444000.0,19702000.0,111503000.0,128967000.0,,1606000.0,,280659000.0,,,,,,,,,,,,,,,,,,,,,,,,18092000.0,,,336522000.0,,,617181000.0,,,,24787000.0,322781000.0,,,,,-241306000.0,,,,,,3470000.0,285000000.0,,0.0,,,641067000.0,104146000.0,,,,,997706000.0,82405000.0,2035610000.0,,978379000.0,,,-80292000.0,,,,,,112906000.0,,,,,,,,63891000.0,,,,82908000.0,0.0,,,,38250000.0,,81983000.0,,,,,,157000.0,,1394543000.0,0.42,,,198243000.0,15085000.0,,193059000.0,,336522000.0,,,-119192000.0,,,,,91782000.0,554144000.0,1037904000.0,129168000.0,,39187000.0,,,,,,75587000.0,,9377000.0,,223819000.0,,,86923000.0,,,391635000.0,210356000.0,,,,,-587935000.0,1606000.0,-27181000.0,,,,,,,,,,,,,,,,
1159574400,60565000.0,,64451000.0,,138689000.0,,,418511000.0,364937000.0,,,,,0.31,28339000.0,,53289000.0,,,,,,,231779000.0,,69147000.0,,,183831000.0,370565000.0,15118000.0,96276000.0,130162000.0,,7816000.0,,65051000.0,,,,,,,,,,,,,,,,,,,,,,,,18415000.0,,,755033000.0,,,820084000.0,,,,23804000.0,336522000.0,,,,,-14973000.0,,,,,,3518000.0,261000000.0,,0.0,,,610996000.0,108621000.0,,,,,804649000.0,60565000.0,1976362000.0,,882451000.0,,,-74672000.0,,,,,,407351000.0,,,,,,,,50228000.0,,,,63462000.0,0.0,,,,70687000.0,,68643000.0,,,,,,0.0,,1365366000.0,0.31,,,193563000.0,18242000.0,,175291000.0,,755033000.0,,,405318000.0,,,,,74281000.0,521766000.0,1171713000.0,125063000.0,,38803000.0,9584000.0,,,,,71774000.0,,9830000.0,,228940000.0,,,89230000.0,,,359122000.0,204551000.0,,,,,-511886000.0,-125496000.0,-30068000.0,,,,,,,,,,,,,,,,
1167523200,10874000.0,196179000.0,10874000.0,,108183000.0,-396922000.0,,-187008000.0,360330000.0,,,,57107000.0,,0.0,,49638000.0,,,,1721055000.0,,1361187000.0,158939000.0,259716000.0,69147000.0,,,141703000.0,366349000.0,-1810000.0,93070000.0,173163000.0,73540000.0,1266000.0,,47766000.0,93070000.0,224862000.0,,204414000.0,,,23619000.0,,,158939000.0,618495000.0,69147000.0,23272000.0,,34107000.0,,366349000.0,,-66309000.0,47766000.0,162724000.0,615791000.0,35819000.0,17489000.0,1376818000.0,100152000.0,568025000.0,450086000.0,,615791000.0,40082000.0,236264000.0,,23619000.0,755033000.0,194729000.0,-418939000.0,568025000.0,,-24352000.0,,,568025000.0,0.0,,701000.0,,883047000.0,0.0,230395000.0,,359868000.0,80436000.0,,,,,831645000.0,10874000.0,1721055000.0,35819000.0,883047000.0,360330000.0,-4185000.0,-66309000.0,,-28251000.0,497708000.0,,,39496000.0,,-516698000.0,289006000.0,-110417000.0,,,,2346000.0,-137563000.0,889410000.0,,40082000.0,0.0,,,,69975000.0,173163000.0,19835000.0,227326000.0,0.0,0.0,,198757000.0,0.0,,1361187000.0,,,,,11707000.0,,121444000.0,,568025000.0,,,-7206000.0,11060000.0,,831645000.0,660432000.0,10864000.0,259716000.0,889410000.0,119098000.0,1.01,46471000.0,22581000.0,208702000.0,0.0,,172143000.0,69460000.0,359868000.0,-10000.0,27752000.0,224862000.0,,,100152000.0,,78467000.0,263147000.0,,1.02,202643000.0,,,-516698000.0,-287985000.0,-27747000.0,,46471000.0,,,340699000.0,716386000.0,198757000.0,339669000.0,,,,,,,,
1175299200,-7636000.0,,-7636000.0,,-30357000.0,,,-162436000.0,433351000.0,,,,,-0.04,0.0,,50199000.0,,,,,,,169410000.0,,69147000.0,,,142522000.0,362099000.0,-17285000.0,81803000.0,103035000.0,,9813000.0,,76654000.0,,,,,,,,,,,,,,,,,,,,,,,,18373000.0,,,405589000.0,,,482243000.0,,,,23709000.0,568025000.0,,,,,-125499000.0,,,,,,436000.0,,,0.0,,,287459000.0,-69892000.0,,,,,901934000.0,-7636000.0,1656699000.0,37337000.0,886209000.0,,,-63425000.0,,-3569000.0,,,,26711000.0,,,,,,,,1386000.0,,,,40327000.0,0.0,,,,-66289000.0,,19759000.0,,,,,,0.0,,1369240000.0,-0.04,,,189625000.0,20602000.0,,115536000.0,,405589000.0,,,-138323000.0,,,,,-6236000.0,188801000.0,754765000.0,114150000.0,,45439000.0,8495000.0,,,,,63951000.0,,1400000.0,,215165000.0,,,98658000.0,,,258058000.0,189625000.0,,,,,-524110000.0,6244000.0,-39535000.0,,,,,,,,,,,,,,,,
1183161600,27654000.0,,27246000.0,,41480000.0,,,-12374000.0,336668000.0,,,,,0.14,12808000.0,,52417000.0,,,,,,,211461000.0,,69147000.0,,,151490000.0,357595000.0,-568000.0,88043000.0,109743000.0,,4466000.0,,187134000.0,,,,,,,,,,,,,,,,,,,,,,,,16496000.0,,,393215000.0,,,580349000.0,,,,23573000.0,405589000.0,,,,,-117853000.0,,,,,,74000.0,,,0.0,,,319873000.0,18804000.0,,,,,798020000.0,27654000.0,1707674000.0,34610000.0,845176000.0,,,-59828000.0,,-24041000.0,,,,105533000.0,,,,,,,,22043000.0,,,,55822000.0,5487000.0,,,,-5690000.0,,38539000.0,,,,,,906000.0,,1387801000.0,0.15,,,189391000.0,4262000.0,,137220000.0,,393215000.0,,,-34279000.0,,,,,30700000.0,220336000.0,909654000.0,115177000.0,,41963000.0,24110000.0,,,,,62760000.0,,3454000.0,,228055000.0,,,99537000.0,,,288710000.0,191405000.0,,,,,-487581000.0,-19575000.0,-22676000.0,,,,,,,,,,,,,,,,
1191110400,40989000.0,,35198000.0,,29140000.0,,,35863000.0,167809000.0,,,,,0.22,5262000.0,,52245000.0,,,,,,,231561000.0,,69147000.0,,,155215000.0,351712000.0,3119000.0,91852000.0,113563000.0,,8631000.0,,187176000.0,,,,,,,,,,,,,,,,,,,,,,,,16384000.0,,,429078000.0,,,616254000.0,,,,22227000.0,393215000.0,,,,,-89813000.0,,,,,,119000.0,,,0.0,,,326859000.0,9963000.0,,,,,625290000.0,40989000.0,1596302000.0,36622000.0,821849000.0,,,-57065000.0,,-175952000.0,,,,264192000.0,,,,,,,,29131000.0,,,,64516000.0,0.0,,,,-24312000.0,,45515000.0,,,,,,0.0,,1269443000.0,0.22,,,183566000.0,2397000.0,,144246000.0,,429078000.0,,,174044000.0,,,,,39915000.0,222052000.0,971012000.0,115115000.0,,38711000.0,-11128000.0,,,,,62870000.0,,4717000.0,,167533000.0,,,104807000.0,,,299461000.0,185298000.0,,,,,-470137000.0,-167321000.0,-19177000.0,,,,,,,,,,,,,,,,
