,quarterlyFreeCashFlow,quarterlyBasicEPS,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentAssets,trailingNetIncome,quarterlyCurrentAssets,annualTotalAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,annualNetOtherInvestingChanges,quarterlyGoodwill,annualGainsLossesNotAffectingRetainedEarnings,annualRetainedEarnings,annualOtherCurrentAssets,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualCurrentDeferredRevenue,trailingPurchaseOfInvestment,annualCostOfRevenue,annualEndCashPosition,annualNetIncome,annualPretaxIncome,annualOperatingIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,trailingOperatingIncome,annualNonCurrentDeferredRevenue,quarterlyTotalAssets,annualCurrentDebt,trailingTaxProvision,annualFreeCashFlow,trailingEndCashPosition,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,annualAccountsPayable,trailingInvestingCashFlow,quarterlyInterestExpense,annualOtherNonCashItems,annualBasicEPS,annualDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,annualStockholdersEquity,annualInvestmentsAndAdvances,quarterlyDilutedAverageShares,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,quarterlyInventory,quarterlyGrossProfit,annualTaxProvision,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyChangeInInventory,quarterlyInvestingCashFlow,annualOtherShortTermInvestments,quarterlyEndCashPosition,annualSaleOfInvestment,annualCommonStockIssuance,annualOtherIntangibleAssets,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,annualNetPPE,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCurrentLiabilities,quarterlyStockholdersEquity,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,trailingInterestExpense,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualOtherCurrentLiabilities,annualDilutedAverageShares,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,quarterlyCashAndCashEquivalents,annualBeginningCashPosition,trailingCapitalExpenditure,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,quarterlyOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualBasicAverageShares,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,annualTotalNonCurrentAssets,quarterlyCurrentDebt,annualGrossPPE,quarterlyDilutedEPS,annualSellingGeneralAndAdministration,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,trailingOtherNonCashItems,quarterlyDeferredIncomeTax,annualStockBasedCompensation,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualOperatingExpense,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,quarterlyGrossPPE,annualChangeInInventory,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualCapitalExpenditure,annualCapitalStock,quarterlyOtherNonCashItems,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,annualTotalRevenue,trailingResearchAndDevelopment,quarterlyBasicAverageShares,quarterlyIncomeTaxPayable,trailingOperatingExpense,trailingChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyCurrentLiabilities,annualChangesInAccountReceivables,quarterlyPretaxIncome,trailingCostOfRevenue,annualInterestExpense,trailingBeginningCashPosition,annualAccumulatedDepreciation,annualInventory,annualGoodwill,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,annualNetOtherFinancingCharges,trailingChangeInInventory,annualDeferredIncomeTax,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualResearchAndDevelopment,annualGrossProfit,quarterlyStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,trailingBasicAverageShares,trailingDeferredIncomeTax,trailingRepurchaseOfCapitalStock,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingDilutedAverageShares
1230681600,25925325000.0,,,5723000000.0,15210000000.0,13960000000.0,,29226474000.0,16346000000.0,345383000000.0,,118207000000.0,463590000000.0,,83896000000.0,,-573000000.0,226000000.0,3570000000.0,96812000000.0,4331000000.0,,7978391000.0,29000000.0,,,113488000000.0,81288000000.0,45792000000.0,59684000000.0,58626000000.0,9269913000.0,-41202000000.0,,2072000000.0,463590000000.0,266000000.0,,61540000000.0,,5687000000.0,9534122000.0,-5292202000.0,6686000000.0,11360000000.0,,678000.0,563000000.0,52.727273,38216000000.0,8918000000.0,0.0,-10623852000.0,376556000000.0,8918000000.0,,,-796738000.0,,6412000000.0,20581761000.0,13892000000.0,3601000000.0,83896000000.0,9269913000.0,7867735000.0,16346000000.0,81288000000.0,,,29000000.0,118207000000.0,10847000000.0,,8883954000.0,-40715953000.0,1947753000.0,-17575875000.0,15210000000.0,81288000000.0,9513000000.0,0.0,8045000000.0,10847000000.0,45792000000.0,323050000000.0,3601000000.0,91867000000.0,13960000000.0,,69936000000.0,376556000000.0,97904000000.0,6686000000.0,103129705000.0,,96498000000.0,,,-281128000.0,,16637000000.0,860308856.0,-331000000.0,5055000000.0,,96498000000.0,52.613636,81288000000.0,76233000000.0,,-293720000.0,4331000000.0,,8045000000.0,,3570000000.0,860308856.0,,-918000000.0,1660238000.0,,96968000000.0,345383000000.0,266000000.0,863872000000.0,,26412000000.0,,,45011000000.0,,,905563000.0,11697807000.0,49808235000.0,2072000000.0,11360000000.0,,302109000.0,,18017466000.0,,29556000000.0,-52326000000.0,,863872000000.0,-823000000.0,,-34530000000.0,,37776214000.0,-540822000000.0,-42057692000.0,-11850889000.0,-30327000000.0,96968000000.0,-605765000.0,-13157000000.0,16637000000.0,201670000000.0,,,5687000000.0,,,,69936000000.0,,11447362000.0,,4000000.0,,-540822000000.0,6412000000.0,226000000.0,2798627000.0,96812000000.0,323050000000.0,-11079000000.0,,-156000000.0,20982162000.0,9557777000.0,3144000000.0,88182000000.0,,-21841704000.0,,,,,,,,,
1238457600,11311342000.0,16.477273,,,18483877000.0,14266250000.0,,28152131000.0,13027613000.0,341076584000.0,,110567578000.0,,,,,,262395000.0,,,,,6086674000.0,,,,,,,,,10787389000.0,,,,451644162000.0,,,,,,9240105000.0,-6186489000.0,6566022000.0,,,5857000.0,,,,9811604000.0,,-19215825000.0,,,854922112.0,,-13892000.0,,3413255000.0,20968284000.0,,3758822000.0,60545446000.0,10787389000.0,10587570000.0,,,,,414528000.0,,,,6842037000.0,,573632000.0,-9842314000.0,,69152899000.0,,,,10933272000.0,,,,,,,,391098716000.0,,,81288165000.0,,,,,-260592000.0,,,,,,,87636776000.0,,69152899000.0,,,-2140000.0,8490510000.0,,7856536000.0,,3732539000.0,,,,1344531000.0,,96968082000.0,,280300000.0,,16.363636,,,,,,,755363000.0,14126247000.0,49120415000.0,2103085000.0,8035258000.0,,18417000.0,,-4681408000.0,,,,,865332133000.0,,,,,16051128000.0,-547494574000.0,-18799026000.0,-4739786000.0,,,143393000.0,,15712105000.0,,,853319104.0,8951764000.0,,,,46279196000.0,,14320919000.0,,,,,,,3333711000.0,107596926000.0,317837559000.0,,,,23566881000.0,,,,,-12135266000.0,,,,,,,,,
1246320000,12585918000.0,,,,17070974000.0,14027450000.0,,26117776000.0,13570531000.0,337745241000.0,,123767424000.0,,,,,,264128000.0,,,,,6250807000.0,,,,,,,,,11845373000.0,,,,461512665000.0,,,,,,9131975000.0,-2134653000.0,6419476000.0,,,2980000.0,,,,10091382000.0,,-95764000.0,,,,,334965000.0,,3229670000.0,21940753000.0,,3814261000.0,95864382000.0,11845373000.0,12045192000.0,,,,,270043000.0,,,,7021058000.0,,-619572000.0,-3793709000.0,,83422659000.0,,,,11082608000.0,,,,,,,,365648283000.0,,,69152899000.0,,,,,258687000.0,,,,,,,100493633000.0,,83422659000.0,,,-62989000.0,8859959000.0,,7636435000.0,,4450773000.0,,,,3693949000.0,,96968082000.0,,360668000.0,,,,,,,,,770251000.0,14919695000.0,48058529000.0,2145289000.0,7106260000.0,,287438000.0,,-2937526000.0,,,,,865273298000.0,,,,,18198724000.0,-550588704000.0,-132056000.0,-5612806000.0,,,123174000.0,,16605842000.0,,,,6683388000.0,,,,81836932000.0,,15161334000.0,,,,,,,3515780000.0,81928251000.0,314684594000.0,,,,24296289000.0,,,,,14269760000.0,,,,,,,,,
1254268800,8862322000.0,,,,17402414000.0,14451015000.0,,28672897000.0,13136089000.0,334854261000.0,,98881955000.0,,,,,,278488000.0,,,,,6399849000.0,,,,,,,,,10546157000.0,,,,433736216000.0,,,,,,8984395000.0,-1605791000.0,6574372000.0,,,2741000.0,,,,9451031000.0,,-65204000.0,,,,,-37971000.0,,4134120000.0,21382814000.0,,4644419000.0,56147092000.0,10546157000.0,11147971000.0,,,,,256786000.0,,,,7196466000.0,,-129216000.0,-6317116000.0,,55759268000.0,,,,11729249000.0,,,,,,,,374077992000.0,,,83422659000.0,,,,,-568295000.0,,,,,,,73161682000.0,,55759268000.0,,,-26738000.0,9748496000.0,,7487054000.0,,5069641000.0,,,,2180212000.0,,106664890000.0,,903426000.0,,,,,,,,,796617000.0,14186348000.0,50055711000.0,2414029000.0,8293481000.0,,-7963000.0,,-5152749000.0,,,,,864759999000.0,,,,,15216871000.0,-553042029000.0,-36716735000.0,-6354549000.0,,,-27582000.0,,16246855000.0,,,,2351985000.0,,,,41696077000.0,,14273430000.0,,,,,,,3125459000.0,92833999000.0,311717970000.0,,,,23260566000.0,,,,,-27663391000.0,,,,,,,,,
1262217600,18773418000.0,,,-5584000000.0,18678000000.0,10333000000.0,,29793196000.0,17449000000.0,334505000000.0,,114492000000.0,448997000000.0,,70033000000.0,,121000000.0,282000000.0,5320000000.0,103413000000.0,6338000000.0,,7320670000.0,221000000.0,,,112736000000.0,73259000000.0,43757000000.0,57238000000.0,56394000000.0,10578081000.0,-37836000000.0,,2484000000.0,448997000000.0,880000000.0,,51533000000.0,,4312000000.0,8979525000.0,-2138067000.0,6411000000.0,10155000000.0,,3422000.0,518000000.0,72.375,36336000000.0,9089000000.0,,200793000.0,375211000000.0,9089000000.0,,,251898000.0,,4049000000.0,21333149000.0,12743000000.0,4294000000.0,70033000000.0,10578081000.0,10714267000.0,17449000000.0,73259000000.0,,,221000000.0,114492000000.0,12067000000.0,,8171439000.0,-697225000.0,31156000.0,-9517861000.0,18678000000.0,73259000000.0,8160000000.0,,7335000000.0,12067000000.0,43757000000.0,313022000000.0,4294000000.0,77285000000.0,10333000000.0,,59700000000.0,375211000000.0,93589000000.0,6411000000.0,55759268000.0,,91937000000.0,,,691200000.0,,16871000000.0,778049120.0,-322000000.0,-8029000000.0,,91937000000.0,72.125,73259000000.0,81288000000.0,,-230133000.0,6338000000.0,,7335000000.0,,5320000000.0,775744640.0,,535000000.0,941308000.0,,96968000000.0,334505000000.0,880000000.0,870043000000.0,,26058000000.0,,,44495000000.0,,,850769000.0,13161710000.0,51126345000.0,2484000000.0,10155000000.0,,801108000.0,,7187683000.0,,29231000000.0,-56449000000.0,,870043000000.0,-144000000.0,,-29471000000.0,,27818277000.0,-557021000000.0,-801183000.0,-9044859000.0,-25752000000.0,96968000000.0,279015000.0,-12065000000.0,16871000000.0,198361000000.0,,,4312000000.0,,,,59700000000.0,,13482317000.0,,15000000.0,,-557021000000.0,4049000000.0,282000000.0,2768050000.0,103413000000.0,313022000000.0,-19176000000.0,,1099000000.0,22465264000.0,,3173000000.0,85625000000.0,,17499897000.0,,,,,,,,,
1269993600,11510231000.0,19.25,,,10343793000.0,10294644000.0,,27791822000.0,14335874000.0,335271741000.0,,114401995000.0,,,,,,283054000.0,,,,,6191884000.0,,,,,,,,,12060401000.0,,,,449673736000.0,,,,,,8690394000.0,-4580096000.0,6360162000.0,,,11911000.0,,,,11344040000.0,,-9785004000.0,,,778495040.0,,284729000.0,,4033372000.0,21823595000.0,,5527536000.0,58593053000.0,12060401000.0,12272393000.0,,,,,194035000.0,,,,6947833000.0,,-38950000.0,61824000.0,,79193038000.0,,,,10970886000.0,,,,,,,,387139686000.0,,,73259490000.0,,,,,-1890065000.0,,,,,,,89536831000.0,,79193038000.0,,,-29285000.0,8998882000.0,,7090648000.0,,5185395000.0,,,,10687055000.0,,96968082000.0,,3614113000.0,,19.25,,,,,,,755949000.0,14875762000.0,49615417000.0,2508776000.0,6492908000.0,,1319000.0,,-5284745000.0,,,,,872783426000.0,,,,,15691679000.0,-562244879000.0,-7052914000.0,-4181448000.0,,,114228000.0,,16481964000.0,,,775744640.0,7274077000.0,,,,48298409000.0,,15241722000.0,,,,,,,2969329000.0,115473498000.0,310538547000.0,,,,23944027000.0,,,,,5933548000.0,,,,,,,,,
1277856000,12060975000.0,,,,7664526000.0,10453322000.0,,27345973000.0,12029043000.0,333495227000.0,,125876094000.0,,,,,,283054000.0,,,,,6597827000.0,,,,,,,,,12931017000.0,,,,459371321000.0,,,,,,8598717000.0,-1570830000.0,6497475000.0,,,77583000.0,,,,12283499000.0,,245885000.0,,,,,160463000.0,,3628034000.0,22317687000.0,,6113404000.0,95382601000.0,12931017000.0,13170514000.0,,,,,164717000.0,,,,7406306000.0,,398340000.0,-3864630000.0,,92779286000.0,,,,12290274000.0,,,,,,,,360379992000.0,,,79193038000.0,,,,,-30437000.0,,,,,,,100443812000.0,,92779286000.0,,,-35737000.0,9440558000.0,,6872901000.0,,4860235000.0,,,,2878884000.0,,96968082000.0,,3602472000.0,,,,,,,,,808479000.0,14911381000.0,49663660000.0,2542574000.0,6851912000.0,,84154000.0,,-4758998000.0,,,,,871436747000.0,,,,,17249882000.0,-563925063000.0,189404000.0,-5188907000.0,,,139532000.0,,17928970000.0,,,,4808885000.0,,,,84929279000.0,,15107370000.0,,,,,,,1936856000.0,89035474000.0,307511684000.0,,,,23783670000.0,,,,,13586248000.0,,,,,,,,,
1285804800,13229787000.0,,,,4689991000.0,13692691000.0,,28938587000.0,13451247000.0,331198390000.0,,100741132000.0,,,,,,283054000.0,,,,,6614212000.0,,,,,,,,,11952772000.0,,,,431939522000.0,,,,,,8435379000.0,-1342824000.0,6496519000.0,,,8996000.0,,,,12661711000.0,,-811121000.0,,,,,-66885000.0,,3884944000.0,21916753000.0,,6173543000.0,55288600000.0,11952772000.0,12214055000.0,,,,,3375489000.0,,,,7474085000.0,,-217844000.0,-4755043000.0,,67400348000.0,,,,13360344000.0,,,,,,,,372879561000.0,,,92779286000.0,,,,,-6857000.0,,,,,,,72090339000.0,,67400348000.0,,,-644366000.0,5833673000.0,,6694013000.0,,5411512000.0,,,,2849284000.0,,96968082000.0,,384518000.0,,,,,,,,,859873000.0,14442668000.0,50855340000.0,2549509000.0,8066803000.0,,-36482000.0,,-1233248000.0,,,,,853777906000.0,,,,,19487635000.0,-548838344000.0,-40123041000.0,-6257848000.0,,,32506000.0,,16968023000.0,,,,2629571000.0,,,,41595909000.0,,14494270000.0,,,,,,,2280215000.0,100988246000.0,304939562000.0,,,,22938645000.0,,,,,-25378938000.0,,,,,,,,,
1293753600,23073007000.0,,,1422000000.0,4232000000.0,13367000000.0,,31255618000.0,18404000000.0,333520000000.0,,120791000000.0,454311000000.0,,85708000000.0,,-2651000000.0,283000000.0,5837000000.0,111653000000.0,6260000000.0,,7077077000.0,3148000000.0,,,115332000000.0,90875000000.0,47609000000.0,57687000000.0,57367000000.0,10664810000.0,-39369000000.0,,2589000000.0,454311000000.0,654000000.0,,59874000000.0,,4568000000.0,8339510000.0,-3218250000.0,6339000000.0,11555000000.0,,8510000.0,247000000.0,72.75,34064000000.0,13867000000.0,,-41760000.0,364579000000.0,13867000000.0,,,-426307000.0,,4561000000.0,21039965000.0,9129000000.0,6595000000.0,85708000000.0,10664810000.0,10901038000.0,18404000000.0,90875000000.0,,,3148000000.0,120791000000.0,14503000000.0,,7902776000.0,41000.0,-633546000.0,-8805151000.0,4232000000.0,90875000000.0,20813000000.0,,6573000000.0,14503000000.0,47609000000.0,305730000000.0,6595000000.0,84769000000.0,13367000000.0,,72341000000.0,364579000000.0,91858000000.0,6339000000.0,67400348000.0,,95107000000.0,,,-723641000.0,,17626000000.0,778036880.0,-767000000.0,17616000000.0,,95107000000.0,72.5,90875000000.0,73259000000.0,,-57612000.0,6260000000.0,,6573000000.0,,5837000000.0,775744640.0,,-48000000.0,4397777000.0,,77574000000.0,333520000000.0,654000000.0,872922000000.0,,26481000000.0,,,48558000000.0,,,825699000.0,13137189000.0,52295583000.0,2589000000.0,11555000000.0,,-21991000.0,,12698991000.0,,29731000000.0,-46963000000.0,,872922000000.0,-492000000.0,,-17363000000.0,,32339804000.0,-567192000000.0,23551000.0,-9266797000.0,-24895000000.0,77574000000.0,-39266000.0,-10712000000.0,17626000000.0,202430000000.0,,,4568000000.0,,,,72341000000.0,,12843638000.0,,107000000.0,,-567192000000.0,4561000000.0,283000000.0,1942600000.0,111653000000.0,305730000000.0,-10392000000.0,,27000000.0,21191658000.0,,3250000000.0,87098000000.0,,23475142000.0,,,,,,,,,
1301529600,5309167000.0,15.0,,,4304949000.0,13398824000.0,,31243436000.0,15890445000.0,331531300000.0,,114042049000.0,,,,,,283054000.0,,,,,6460446000.0,,,,,,,,,11834866000.0,,,,445573349000.0,,,,,,8062708000.0,-2396546000.0,6353451000.0,,,8633000.0,,,,15498556000.0,,-19604904000.0,,,791412000.0,,359445000.0,,5735456000.0,21231595000.0,,7171988000.0,64739418000.0,11834866000.0,12117430000.0,,,,,3123141000.0,,,,7287388000.0,,-1210120000.0,-6026732000.0,,75002169000.0,,,,19530851000.0,,,,,,,,376387858000.0,,,90875222000.0,,,,,-605325000.0,,,,,,,79307118000.0,,75002169000.0,,,-27211000.0,6660909000.0,,6365610000.0,,5805437000.0,,,,744088000.0,,77574465000.0,,451779000.0,,15.0,,,,,,,826942000.0,13944207000.0,52475031000.0,2587891000.0,9183150000.0,,-61699000.0,,-10066283000.0,,,,,872357249000.0,,,,,9725837000.0,-570644684000.0,-19587883000.0,-4416670000.0,,,85260000.0,,18726861000.0,,,788673700.0,6930237000.0,,,,51340594000.0,,14436420000.0,,,,,,,2318990000.0,123487822000.0,301712565000.0,,,,22507761000.0,,,,,-15873053000.0,,,,,,,,,
1309392000,8773888000.0,,,,4754808000.0,10689978000.0,,20623767000.0,4076237000.0,334810002000.0,,110554663000.0,,,,,,,,,,,8021557000.0,,,,,,,,,13296310000.0,,,,445364665000.0,,,,,,7841355000.0,-4772916000.0,6642411000.0,,,-8573000.0,,,,25637218000.0,,19241363000.0,,,,,1709314000.0,,1231929000.0,22430322000.0,,6902397000.0,98590653000.0,13296310000.0,13013746000.0,,,,,,,,,8840070000.0,,1098214000.0,-7415598000.0,,75486490000.0,,,,20062171000.0,,,,,,,,346774012000.0,,,75002169000.0,,,,,735056000.0,,,,,,,80241298000.0,,75486490000.0,,,,6190665000.0,,6070837000.0,,5733527000.0,,,,2107724000.0,,77574465000.0,,974000.0,,,,,,,,,818513000.0,13590252000.0,43054089000.0,2577550000.0,8050983000.0,,-2732000.0,,-5710770000.0,,,,,855957777000.0,,,,,14259616000.0,-560161398000.0,-169275000.0,-5485728000.0,,,25072553000.0,,19260776000.0,,,,4527973000.0,,,,87900675000.0,,15215817000.0,,,,,,,2202071000.0,93929670000.0,295796379000.0,,,,23048599000.0,,,,,6659018000.0,,,,,,,,,
1317340800,14146087000.0,,,,6167953000.0,11506835000.0,,44896709000.0,13656757000.0,332622854000.0,,90485184000.0,,,,,,245184000.0,,,,,5524474000.0,,,,,,,,,11934041000.0,,,,423108038000.0,,,,,,8274437000.0,-2383772000.0,5470385000.0,,,24020000.0,,,,19010128000.0,,-1148408000.0,,,,-427958000.0,-1220305000.0,,4883896000.0,22180775000.0,,7084883000.0,60322324000.0,11934041000.0,12715090000.0,,,,,1983489000.0,,,,6480840000.0,,-220596000.0,-8631341000.0,,48803511000.0,,,,22191646000.0,,,,,,,,358734994000.0,,,75486490000.0,,,,,-1079431000.0,,,,,,,54971464000.0,,48803511000.0,,,,8271594000.0,,6025448000.0,,5760899000.0,,-944334000.0,,1749714000.0,,77574465000.0,,521347000.0,,,,,,,,,956366000.0,15699935000.0,67077484000.0,2546147000.0,10516374000.0,,-85311000.0,,-762346000.0,,,,,864891267000.0,,,,,21064806000.0,-565151142000.0,-45310466000.0,-6918719000.0,,,108134000.0,,21644034000.0,,,,1898721000.0,,,,48815489000.0,,14906580000.0,,,,,,,2191490000.0,105863711000.0,299740125000.0,,,,23205037000.0,0.0,,,,-32857676000.0,,,,,,,,,
1325289600,19697858000.0,,,-4934000000.0,1201000000.0,10597000000.0,,34767088000.0,18571000000.0,336381000000.0,,106539000000.0,442920000000.0,,69877000000.0,,-978000000.0,245000000.0,5755000000.0,115866000000.0,7633000000.0,,7345523000.0,1058000000.0,,,131531000000.0,67390000000.0,48095000000.0,56699000000.0,55085000000.0,11029783000.0,-42855000000.0,,2577463000.0,442920000000.0,777000000.0,,47927000000.0,,3539000000.0,8127500000.0,-2113766000.0,6961000000.0,14265000000.0,,6920000.0,37068000.0,60.4,32306000000.0,18818000000.0,-19394000000.0,-104051000.0,368731000000.0,18818000000.0,,3965124000.0,586546000.0,,5214000000.0,20119308000.0,8604000000.0,8621000000.0,69877000000.0,11029783000.0,10248734000.0,18571000000.0,67390000000.0,,,1058000000.0,106539000000.0,22396000000.0,,8268702000.0,-538000.0,-332498000.0,-11030329000.0,1201000000.0,67390000000.0,6317000000.0,,6085000000.0,22396000000.0,48095000000.0,302612000000.0,8621000000.0,75359000000.0,10597000000.0,2377000000.0,59280000000.0,368731000000.0,89036000000.0,6961000000.0,48803511000.0,,68591000000.0,,,-28300000.0,,21340000000.0,781060500.0,-1697000000.0,-23485000000.0,,68591000000.0,60.3,67390000000.0,90875000000.0,,-527341000.0,7633000000.0,,6085000000.0,,5755000000.0,778932600.0,-183403000.0,1435000000.0,1715474000.0,,77574000000.0,336381000000.0,777000000.0,843297000000.0,,27352000000.0,,,48095000000.0,,,923179000.0,11850606000.0,54886396000.0,,14265000000.0,,205742000.0,,11605399000.0,,30877000000.0,-65738000000.0,,843297000000.0,-665000000.0,,-33104000000.0,,30308741000.0,-540685000000.0,-670376000.0,-10610883000.0,-27432000000.0,77574000000.0,68819000.0,-11667000000.0,21340000000.0,217493000000.0,,,3539000000.0,,,,59280000000.0,-8313000000.0,12140183000.0,,31000000.0,,-540685000000.0,5214000000.0,245000000.0,1891449000.0,115866000000.0,302612000000.0,-1616000000.0,,56000000.0,20274603000.0,-383000.0,3525000000.0,85962000000.0,,18586711000.0,,,,,,,,,
1333152000,6365789000.0,12.2,,,4956649000.0,10524561000.0,,36622429000.0,15042834000.0,338601790000.0,,110793015000.0,,,,,,245184000.0,,,,,6606757000.0,,,,,,,,,9489503000.0,,,,449394805000.0,,,,,,8092148000.0,-5149494000.0,5297565000.0,,,5645000.0,,,,23277801000.0,,-145069000.0,,,778283300.0,-1600956000.0,366118000.0,,5401850000.0,18795865000.0,,8156636000.0,66364096000.0,9489503000.0,9878307000.0,,,,,1050000000.0,,,,7464950000.0,,-168132000.0,-10401477000.0,,69938896000.0,,,,22037757000.0,,,,,,,,378298975000.0,,,67389556000.0,,,,,4171000.0,,,,,,,74895545000.0,,69938896000.0,,,-26536000.0,8308815000.0,,5883087000.0,,5829807000.0,,315192000.0,,1480733000.0,,77574465000.0,,759526000.0,,12.192865,,,,,,,858193000.0,11330915000.0,55418294000.0,2589481000.0,12630673000.0,,3870000.0,,-4618732000.0,,,,,876387178000.0,,,,,13122527000.0,-575688456000.0,-143830000.0,-6756738000.0,,,-16602000.0,,21565357000.0,,,775744700.0,5474430000.0,,,,55839535000.0,,11832873000.0,,,,,,,1954566000.0,125356372000.0,300698722000.0,,,,19930666000.0,0.0,,,,2549340000.0,,,,,,,,,
1341014400,6425161000.0,14.7,,,5157377000.0,10486339000.0,,33513869000.0,4658198000.0,336284751000.0,,121069101000.0,,,,,,245184000.0,,,,,5297240000.0,,,,,,,,,11436350000.0,,,,457353852000.0,,,,,,8161127000.0,-1200263000.0,5226279000.0,,,5181000.0,,,,22641814000.0,,-827033000.0,,,778246700.0,352754000.0,-1113292000.0,,4959167000.0,20886636000.0,,7214865000.0,105624624000.0,11436350000.0,11636245000.0,,,11898054000.0,,1050000000.0,,,,6224655000.0,,451326000.0,-8126458000.0,,75136342000.0,,,,24952656000.0,,,,,,,,347668335000.0,,,69938896000.0,,,,,-189510000.0,,,,,,,80293719000.0,,75136342000.0,,,-76745000.0,10682434000.0,,5839952000.0,,6286686000.0,,-1380521000.0,,1028865000.0,,77574465000.0,,706739000.0,,14.7,,,,,,,927415000.0,14661981000.0,54400505000.0,2591377000.0,13050944000.0,,-18185000.0,,-5527701000.0,,,,,879834803000.0,,,,,14190865000.0,-579845197000.0,-878002000.0,-7765704000.0,,,-106072000.0,,6075632000.0,,,775744700.0,3988905000.0,,,,95138285000.0,,13756937000.0,,,,,,,2120692000.0,94265816000.0,299989606000.0,,,,21923245000.0,0.0,,,,5197446000.0,,,,,,,,,
