,trailingOtherIncomeExpense,annualOperatingCashFlow,quarterlyOperatingExpense,annualGrossProfit,annualDilutedAverageShares,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,annualInventory,quarterlyTaxProvision,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualOtherIncomeExpense,annualNetPPE,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,annualGrossPPE,quarterlyDilutedEPS,quarterlyCurrentDebt,quarterlyCapitalExpenditure,annualDilutedEPS,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCurrentLiabilities,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,trailingInvestingCashFlow,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualInvestingCashFlow,annualCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,annualPretaxIncome,annualIncomeTaxPayable,quarterlyGrossPPE,trailingInterestExpense,quarterlyIncomeTaxPayable,annualBasicAverageShares,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,annualAccumulatedDepreciation,annualNonCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,trailingPurchaseOfInvestment,trailingOperatingExpense,quarterlyCommonStockIssuance,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualStockBasedCompensation,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,trailingChangeInWorkingCapital,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualCapitalStock,annualTotalRevenue,trailingGrossProfit,annualChangeInAccountPayable,annualAccountsPayable,annualOperatingIncome,trailingOperatingIncome,quarterlyOtherNonCashItems,quarterlyBasicEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,annualCommonStockIssuance,annualFreeCashFlow,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualOtherShortTermInvestments,annualEndCashPosition,quarterlyRetainedEarnings,trailingTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualChangeInWorkingCapital,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,annualNetOtherInvestingChanges,quarterlyTotalRevenue,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalNonCurrentAssets,trailingNetIncome,trailingEndCashPosition,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,trailingPretaxIncome,quarterlyTotalAssets,annualCashDividendsPaid,annualOperatingExpense,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,quarterlyFreeCashFlow,annualBasicEPS,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedAverageShares,trailingSaleOfInvestment,annualSaleOfInvestment,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,annualCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualOtherNonCurrentAssets,annualOtherNonCashItems,annualDepreciationAndAmortization,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,annualStockholdersEquity,quarterlyEndCashPosition,quarterlyGoodwill,quarterlyInvestingCashFlow,annualTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualChangeInInventory,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,quarterlyChangeInInventory,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS
1443571200,,,572000000.0,,,933000000.0,469000000.0,,,,-79000000.0,,,349000000.0,,14929000000.0,,3096000000.0,,,,1772000000.0,1740000000.0,808000000.0,,0.88,287000000.0,-262000000.0,,22000000.0,,4000000.0,687000000.0,-8896000000.0,10000000.0,-609000000.0,,,,,,836000000.0,,509000000.0,,,,-32000000.0,-500000000.0,,,23825000000.0,,129000000.0,,,116000000.0,-82000000.0,1235000000.0,,,45000000.0,,,,-903000000.0,541000000.0,,,,9000000.0,,,,,655000000.0,,1213000000.0,,,,,,,,,,,,,,,,,-127000000.0,0.89,,4573000000.0,1699000000.0,,,,-49000000.0,258000000.0,,7084000000.0,,,8922000000.0,,7107000000.0,,,,1356000000.0,,,5318000000.0,,-506000000.0,1231000000.0,16586000000.0,,,,,,584000000.0,,,21159000000.0,,,,,,14191000000.0,,574000000.0,,584000000.0,584000000.0,663000000.0,,,0.0,,,,1615000000.0,,,,,,,,6968000000.0,,-32000000.0,,1740000000.0,970000000.0,-259000000.0,,465000000.0,3515000000.0,2049000000.0,,,1803000000.0,,,3111000000.0,308000000.0,,,-278000000.0,40000000.0,3513000000.0,2381000000.0,,,,,,,,,,,,,,,,
1451520000,,3238000000.0,611000000.0,6397000000.0,669000000.0,847000000.0,464000000.0,,464000000.0,3051000000.0,-43000000.0,,311000000.0,311000000.0,,15601000000.0,4584000000.0,3051000000.0,17288000000.0,-595000000.0,15601000000.0,1740000000.0,1583000000.0,808000000.0,24685000000.0,,637000000.0,-836000000.0,3.27,19000000.0,,-2000000.0,717000000.0,-9084000000.0,-8000000.0,465000000.0,1517000000.0,,,1282000000.0,,324000000.0,,490000000.0,-109000000.0,-1913000000.0,-2143000000.0,-157000000.0,0.0,3479000000.0,,24685000000.0,,,661000000.0,,77000000.0,-70000000.0,1188000000.0,2490000000.0,,43000000.0,-88000000.0,-9084000000.0,43000000.0,-1051000000.0,643000000.0,,,,16000000.0,,,,643000000.0,,,1129000000.0,301000000.0,,970000000.0,-1024000000.0,3000000.0,,90000000.0,-1986000000.0,-213000000.0,808000000.0,19820000000.0,,,1188000000.0,4155000000.0,,-423000000.0,,6548000000.0,4024000000.0,1659000000.0,,46000000.0,1095000000.0,0.0,263000000.0,,7406000000.0,1468000000.0,1583000000.0,9409000000.0,,6548000000.0,,1070000000.0,,1468000000.0,0.0,-7000000.0,4977000000.0,1583000000.0,-603000000.0,1032000000.0,17288000000.0,,,13954000000.0,637000000.0,2181000000.0,536000000.0,40000000.0,,21312000000.0,-180000000.0,2242000000.0,2181000000.0,13423000000.0,-1051000000.0,13954000000.0,2990000000.0,-512000000.0,3.3,536000000.0,536000000.0,,,2223000000.0,0.0,-1180000000.0,6383000000.0,4024000000.0,1517000000.0,2541000000.0,717000000.0,-1032000000.0,1015000000.0,2181000000.0,,7406000000.0,7358000000.0,2591000000.0,3000000.0,7358000000.0,1583000000.0,970000000.0,-946000000.0,21312000000.0,474000000.0,3334000000.0,2591000000.0,1298000000.0,,1643000000.0,,9409000000.0,2490000000.0,311000000.0,474000000.0,,-170000000.0,40000000.0,2990000000.0,2541000000.0,,,,,,,,,,,,,,,,
1459382400,,,578000000.0,,,816000000.0,460000000.0,,,,-56000000.0,,,305000000.0,,15964000000.0,,3582000000.0,,,,1583000000.0,2388000000.0,808000000.0,,0.79,953000000.0,-449000000.0,,19000000.0,,-21000000.0,232000000.0,-9267000000.0,5000000.0,-636000000.0,,,,,,1616000000.0,,530000000.0,,,,805000000.0,-500000000.0,,,25231000000.0,,232000000.0,,,981000000.0,26000000.0,191000000.0,,,40000000.0,,,,-894000000.0,358000000.0,,,,11000000.0,,,,,641000000.0,,1125000000.0,,,,,,,,,,,,,,,,,-280000000.0,0.8,,4574000000.0,1539000000.0,,,,-96000000.0,290000000.0,,8253000000.0,,,9872000000.0,,6492000000.0,,,,1194000000.0,,,4826000000.0,,-256000000.0,944000000.0,17667000000.0,,,,,,511000000.0,,,22241000000.0,,,,,,14745000000.0,,1167000000.0,,511000000.0,511000000.0,648000000.0,,,0.0,,,,1068000000.0,,,,,,,,7496000000.0,,-11000000.0,,2388000000.0,970000000.0,-175000000.0,,511000000.0,3304000000.0,893000000.0,,,1522000000.0,,,2609000000.0,289000000.0,,,-114000000.0,41000000.0,3675000000.0,2355000000.0,,,,,,,,,,,,,,,,
1467244800,,,619000000.0,,,1304000000.0,434000000.0,,,,-48000000.0,,,484000000.0,,16294000000.0,,3415000000.0,,,,2388000000.0,2040000000.0,808000000.0,,1.28,963000000.0,-488000000.0,,21000000.0,,-14000000.0,235000000.0,-9364000000.0,19000000.0,-786000000.0,,,,,,1112000000.0,,591000000.0,,,,-348000000.0,-700000000.0,,,25658000000.0,,140000000.0,,,-272000000.0,54000000.0,227000000.0,,,38000000.0,,,,-628000000.0,265000000.0,,,,6000000.0,,,,,632000000.0,,1624000000.0,,,,,,,,,,,,,,,,,312000000.0,1.3,,4469000000.0,1639000000.0,,,,-63000000.0,299000000.0,,7833000000.0,,,10631000000.0,,6793000000.0,,,,1375000000.0,,,5384000000.0,,-773000000.0,1276000000.0,17978000000.0,,,,,,820000000.0,,,22447000000.0,,,,,,14626000000.0,,624000000.0,,820000000.0,820000000.0,639000000.0,,,0.0,,,,1128000000.0,,,,,,,,7821000000.0,,-4000000.0,,2040000000.0,970000000.0,-674000000.0,,524000000.0,3489000000.0,892000000.0,,,1895000000.0,,,2818000000.0,328000000.0,,,43000000.0,45000000.0,3754000000.0,2391000000.0,,,,,,,,,,,,,,,,
1475193600,,,658000000.0,,,618000000.0,430000000.0,,,,-68000000.0,,,230000000.0,,16546000000.0,,3446000000.0,,,,2040000000.0,1966000000.0,808000000.0,,0.62,972000000.0,-497000000.0,,19000000.0,,-320000000.0,225000000.0,-9295000000.0,28000000.0,-346000000.0,,,,,,856000000.0,,549000000.0,,,,-74000000.0,-250000000.0,,,25841000000.0,,63000000.0,,,-166000000.0,315000000.0,148000000.0,,,33000000.0,,,,-499000000.0,154000000.0,,,,6000000.0,,,,,618000000.0,,952000000.0,,,,,,,,,,,,,,,,,71000000.0,0.63,,4839000000.0,1909000000.0,,,,-62000000.0,315000000.0,,7816000000.0,,,10957000000.0,,7182000000.0,,,,1480000000.0,,,5139000000.0,,-641000000.0,695000000.0,18206000000.0,,,,,,388000000.0,,,23045000000.0,,,,,,14998000000.0,,359000000.0,,388000000.0,388000000.0,625000000.0,,,0.0,,,,1206000000.0,,,,,,,,8047000000.0,,5000000.0,,1966000000.0,970000000.0,-584000000.0,,848000000.0,3786000000.0,1233000000.0,,,1353000000.0,,,3209000000.0,331000000.0,,,-64000000.0,35000000.0,3677000000.0,2323000000.0,,,,,,,,,,,,,,,,
1483142400,,4293000000.0,660000000.0,6274000000.0,633000000.0,809000000.0,426000000.0,,426000000.0,3305000000.0,-420000000.0,,337000000.0,287000000.0,,17044000000.0,4843000000.0,3305000000.0,18788000000.0,-162000000.0,17044000000.0,1966000000.0,1680000000.0,808000000.0,26464000000.0,,566000000.0,-713000000.0,3.55,16000000.0,,306000000.0,138000000.0,-9420000000.0,43000000.0,-156000000.0,1281000000.0,,,1583000000.0,,709000000.0,,592000000.0,455000000.0,-2272000000.0,-2147000000.0,-286000000.0,-300000000.0,3547000000.0,68000000.0,26464000000.0,,68000000.0,627000000.0,,-360000000.0,60000000.0,138000000.0,3374000000.0,,30000000.0,-50000000.0,-9420000000.0,30000000.0,-323000000.0,158000000.0,,,,6000000.0,,,,158000000.0,,,1143000000.0,97000000.0,,970000000.0,-1924000000.0,95000000.0,,75000000.0,-2388000000.0,-591000000.0,808000000.0,20425000000.0,,,138000000.0,3760000000.0,,268000000.0,,8001000000.0,4498000000.0,1709000000.0,,29000000.0,2146000000.0,0.0,318000000.0,,6844000000.0,1625000000.0,1680000000.0,11418000000.0,,8001000000.0,,182000000.0,,1625000000.0,0.0,-109000000.0,5075000000.0,1680000000.0,-718000000.0,845000000.0,18788000000.0,,,14845000000.0,566000000.0,2244000000.0,522000000.0,0.0,,23286000000.0,-222000000.0,2514000000.0,2244000000.0,14151000000.0,-323000000.0,14845000000.0,3115000000.0,-4000000.0,3.58,522000000.0,522000000.0,,,2263000000.0,0.0,-1750000000.0,6798000000.0,4498000000.0,1281000000.0,2821000000.0,138000000.0,370000000.0,1221000000.0,2244000000.0,,6844000000.0,8441000000.0,931000000.0,-40000000.0,8441000000.0,1680000000.0,970000000.0,-839000000.0,23286000000.0,546000000.0,3570000000.0,931000000.0,1303000000.0,,1505000000.0,,11418000000.0,3374000000.0,337000000.0,546000000.0,,-27000000.0,0.0,3115000000.0,2821000000.0,,,,,,,,,,,,,,,,
1490918400,,,642000000.0,,,553000000.0,423000000.0,,,,-369000000.0,,,202000000.0,,17286000000.0,,3482000000.0,,,,1680000000.0,1851000000.0,808000000.0,,0.57,285000000.0,-463000000.0,,18000000.0,,-35000000.0,131000000.0,-9497000000.0,51000000.0,-984000000.0,,,,,,1625000000.0,,556000000.0,,,,171000000.0,-550000000.0,,,26783000000.0,,145000000.0,,,874000000.0,62000000.0,181000000.0,,,,,,,-312000000.0,153000000.0,,,,7000000.0,,,,,613000000.0,,889000000.0,,,,,,,,,,,,,,,,,-7000000.0,0.57,,4658000000.0,1733000000.0,,,,-123000000.0,318000000.0,,7458000000.0,,,11708000000.0,,8101000000.0,,,,1631000000.0,,,4883000000.0,,-563000000.0,658000000.0,19105000000.0,,,,,,351000000.0,,,23763000000.0,,,,,,15559000000.0,,1162000000.0,,351000000.0,351000000.0,614000000.0,,,0.0,,,,1392000000.0,,,,,,,,8204000000.0,,-49000000.0,,1851000000.0,970000000.0,-470000000.0,,585000000.0,3583000000.0,755000000.0,,,1300000000.0,,,3442000000.0,356000000.0,,,-94000000.0,0.0,4012000000.0,2781000000.0,,,,,,,,,,,,,,,,
1498780800,,,682000000.0,,,1170000000.0,419000000.0,,,,-59000000.0,,,424000000.0,,17679000000.0,,3152000000.0,,,,1851000000.0,1537000000.0,808000000.0,,1.23,307000000.0,-598000000.0,,14000000.0,,12000000.0,149000000.0,-9523000000.0,52000000.0,-476000000.0,,,,,,746000000.0,,573000000.0,,,,-314000000.0,-400000000.0,,,27202000000.0,,134000000.0,,,-444000000.0,69000000.0,171000000.0,,,,,,,-263000000.0,169000000.0,,,,7000000.0,,,,,604000000.0,,1503000000.0,,,,,,,,,,,,,,,,,62000000.0,1.24,,4343000000.0,1867000000.0,,,,-76000000.0,319000000.0,,7097000000.0,,,12378000000.0,,8294000000.0,,,,1615000000.0,,,5744000000.0,,-559000000.0,1250000000.0,19578000000.0,,,,,,746000000.0,,,23921000000.0,,,,,,15391000000.0,,148000000.0,,746000000.0,746000000.0,605000000.0,,,0.0,,,,1457000000.0,,,,,,,,8530000000.0,,-47000000.0,,1537000000.0,970000000.0,-584000000.0,,576000000.0,3812000000.0,758000000.0,,,1932000000.0,,,3540000000.0,365000000.0,,,-74000000.0,0.0,4012000000.0,2788000000.0,,,,,,,,,,,,,,,,
1506729600,,,699000000.0,,,791000000.0,416000000.0,,,,-106000000.0,,,288000000.0,,18156000000.0,,3040000000.0,,,,1537000000.0,1460000000.0,808000000.0,,0.84,316000000.0,-655000000.0,,13000000.0,,0.0,151000000.0,-9645000000.0,21000000.0,-453000000.0,,,,,,996000000.0,,566000000.0,,,,-77000000.0,-300000000.0,,,27801000000.0,,79000000.0,,,-55000000.0,82000000.0,165000000.0,,,,,,,-136000000.0,80000000.0,,,,7000000.0,,,,,597000000.0,,1106000000.0,,,,,,,,,,,,,,,,,206000000.0,0.84,,4280000000.0,1795000000.0,,,,-75000000.0,302000000.0,,6965000000.0,,,12806000000.0,,8484000000.0,,,,1580000000.0,,,5271000000.0,,-531000000.0,834000000.0,19969000000.0,,,,,,503000000.0,,,24249000000.0,,,,,,15449000000.0,,341000000.0,,503000000.0,503000000.0,598000000.0,,,0.0,,,,1504000000.0,,,,,,,,8800000000.0,,-17000000.0,,1460000000.0,970000000.0,-620000000.0,,579000000.0,3738000000.0,741000000.0,,,1533000000.0,,,3697000000.0,438000000.0,,,-39000000.0,0.0,3932000000.0,2763000000.0,,,,,,,,,,,,,,,,
1514678400,,3929000000.0,667000000.0,6203000000.0,603000000.0,738000000.0,413000000.0,,413000000.0,3273000000.0,-58000000.0,,420000000.0,-1150000000.0,,18539000000.0,4534000000.0,3273000000.0,20295000000.0,-234000000.0,18539000000.0,1460000000.0,1495000000.0,808000000.0,28229000000.0,,348000000.0,-533000000.0,5.79,19000000.0,,-79000000.0,161000000.0,-9690000000.0,8000000.0,207000000.0,1564000000.0,,,1680000000.0,,563000000.0,,525000000.0,-1212000000.0,-2408000000.0,-2249000000.0,35000000.0,-350000000.0,3251000000.0,57000000.0,28229000000.0,,57000000.0,601000000.0,,-147000000.0,-1425000000.0,186000000.0,2358000000.0,,,-102000000.0,-9690000000.0,,12000000.0,1000000.0,,,,8000000.0,,,,1000000.0,,,1036000000.0,-185000000.0,,970000000.0,-1706000000.0,131000000.0,,65000000.0,-2380000000.0,-592000000.0,808000000.0,21171000000.0,,,186000000.0,3515000000.0,,-2000000.0,,7775000000.0,4815000000.0,1924000000.0,,29000000.0,1680000000.0,0.0,279000000.0,,6905000000.0,1778000000.0,1495000000.0,14621000000.0,,7775000000.0,,227000000.0,,1778000000.0,0.0,-126000000.0,5274000000.0,1495000000.0,-727000000.0,773000000.0,20295000000.0,,,14680000000.0,348000000.0,3488000000.0,1888000000.0,0.0,,25110000000.0,-274000000.0,2688000000.0,3488000000.0,14968000000.0,12000000.0,14680000000.0,3460000000.0,30000000.0,5.8,1888000000.0,1888000000.0,,,2221000000.0,0.0,-1600000000.0,7319000000.0,4815000000.0,1564000000.0,3320000000.0,161000000.0,258000000.0,1218000000.0,3488000000.0,,6905000000.0,10430000000.0,885000000.0,-13000000.0,10430000000.0,1495000000.0,970000000.0,-735000000.0,25110000000.0,662000000.0,3834000000.0,885000000.0,-237000000.0,,1440000000.0,,14621000000.0,2358000000.0,420000000.0,662000000.0,,-27000000.0,0.0,3460000000.0,3320000000.0,,,,,,,,,,,,,,,,
1522454400,,,625000000.0,,,602000000.0,410000000.0,,,,-82000000.0,,,139000000.0,,18773000000.0,,3243000000.0,,,,1495000000.0,1822000000.0,808000000.0,,0.79,365000000.0,-433000000.0,,22000000.0,,-15000000.0,172000000.0,-9396000000.0,119000000.0,-602000000.0,,,,,,1002000000.0,,560000000.0,,,,327000000.0,-500000000.0,,,28169000000.0,,56000000.0,,,172000000.0,72000000.0,189000000.0,,,1010000000.0,,,,78000000.0,4420000000.0,,,,9000000.0,,,,,587000000.0,,901000000.0,,,,,,,,,,,,,,,,,25000000.0,0.79,,4801000000.0,1821000000.0,,,,-148000000.0,277000000.0,,7162000000.0,,,14238000000.0,,8722000000.0,,,,1421000000.0,,,4944000000.0,,-200000000.0,616000000.0,20702000000.0,,,,,,463000000.0,,,25503000000.0,,,,,,15884000000.0,,569000000.0,,463000000.0,463000000.0,588000000.0,,,,,,,1722000000.0,,,,,,,,9619000000.0,,-24000000.0,,1822000000.0,970000000.0,-73000000.0,,680000000.0,3703000000.0,678000000.0,,,1241000000.0,,,2216000000.0,430000000.0,,,-4000000.0,,4420000000.0,3227000000.0,,,,,,,,,,,,,,,,
1530316800,,,731000000.0,,,960000000.0,406000000.0,,,,-75000000.0,,,227000000.0,,19066000000.0,,3686000000.0,,,,1822000000.0,2114000000.0,808000000.0,,1.27,365000000.0,-538000000.0,,23000000.0,,-81000000.0,178000000.0,-9166000000.0,14000000.0,-645000000.0,,,,,,1631000000.0,,574000000.0,,,,292000000.0,-500000000.0,,,28232000000.0,,72000000.0,,,404000000.0,131000000.0,280000000.0,,,878000000.0,,,,298000000.0,4652000000.0,,,,9000000.0,,,,,578000000.0,,1275000000.0,,,,,,,,,,,,,,,,,75000000.0,1.27,,5408000000.0,1927000000.0,,,,-93000000.0,292000000.0,,7716000000.0,,,14878000000.0,,8752000000.0,,,,1572000000.0,,,5742000000.0,,-730000000.0,972000000.0,21057000000.0,,,,,,733000000.0,,,26465000000.0,,,,,,16468000000.0,,1093000000.0,,733000000.0,733000000.0,579000000.0,,,,,,,1747000000.0,,,,,,,,9997000000.0,,-17000000.0,,2114000000.0,970000000.0,-694000000.0,,765000000.0,4039000000.0,724000000.0,,,1703000000.0,,,2414000000.0,459000000.0,,,-4000000.0,,4652000000.0,3155000000.0,,,,,,,,,,,,,,,,
1538265600,,,739000000.0,,,786000000.0,403000000.0,,,,-98000000.0,,,171000000.0,,19279000000.0,,3820000000.0,,,,2114000000.0,2104000000.0,808000000.0,,1.08,346000000.0,-462000000.0,,24000000.0,,-13000000.0,174000000.0,-9437000000.0,3000000.0,-677000000.0,,,,,,1271000000.0,,531000000.0,,,,-10000000.0,-500000000.0,,,28716000000.0,,61000000.0,,,170000000.0,104000000.0,266000000.0,,,827000000.0,,,,412000000.0,,,,,,,,,,569000000.0,,1111000000.0,,,,,,,,,,,,,,,,,83000000.0,1.08,,5601000000.0,,,,,-91000000.0,301000000.0,,7843000000.0,,,15402000000.0,,8886000000.0,,,,1716000000.0,,,5575000000.0,,-678000000.0,798000000.0,21281000000.0,,,,,,615000000.0,,,26882000000.0,,,,,,16729000000.0,,809000000.0,,615000000.0,615000000.0,569000000.0,,,,,,,1830000000.0,,,,,,,,10153000000.0,,5000000.0,,2104000000.0,970000000.0,-604000000.0,,784000000.0,4038000000.0,858000000.0,,,1537000000.0,,,2553000000.0,483000000.0,,,-8000000.0,,4756000000.0,3100000000.0,,,,,,,,,,,,,,,,
1546214400,,4893000000.0,756000000.0,6058000000.0,574000000.0,817000000.0,399000000.0,,399000000.0,3689000000.0,-87000000.0,,461000000.0,163000000.0,,19525000000.0,4458000000.0,3689000000.0,21214000000.0,-18000000.0,19525000000.0,2104000000.0,1854000000.0,808000000.0,29256000000.0,1.17,606000000.0,-543000000.0,4.29,23000000.0,,226000000.0,164000000.0,-9731000000.0,7000000.0,-571000000.0,1860000000.0,,,1495000000.0,,989000000.0,,677000000.0,301000000.0,-2038000000.0,-1976000000.0,-250000000.0,-500000000.0,3164000000.0,68000000.0,29256000000.0,,68000000.0,573000000.0,,195000000.0,-7000000.0,263000000.0,2427000000.0,,936000000.0,,-9731000000.0,936000000.0,20000000.0,,,,,,,,,,560000000.0,,1171000000.0,359000000.0,,970000000.0,-2496000000.0,143000000.0,,93000000.0,-2409000000.0,-342000000.0,808000000.0,21965000000.0,,,263000000.0,3206000000.0,,-183000000.0,1.17,8485000000.0,5028000000.0,,,,2917000000.0,0.0,331000000.0,,7905000000.0,1835000000.0,1854000000.0,15967000000.0,,8485000000.0,,941000000.0,,1835000000.0,,5000000.0,5704000000.0,1854000000.0,-802000000.0,820000000.0,21214000000.0,,,16390000000.0,606000000.0,2465000000.0,654000000.0,,,26243000000.0,-332000000.0,2852000000.0,2465000000.0,15907000000.0,20000000.0,16390000000.0,4134000000.0,446000000.0,4.3,654000000.0,654000000.0,561000000.0,,2342000000.0,,-2000000000.0,,5028000000.0,1860000000.0,2771000000.0,164000000.0,-1000000.0,1201000000.0,2465000000.0,,7905000000.0,9853000000.0,935000000.0,0.0,9853000000.0,1854000000.0,970000000.0,-668000000.0,26243000000.0,568000000.0,4128000000.0,935000000.0,699000000.0,,1576000000.0,,15967000000.0,2427000000.0,461000000.0,568000000.0,,-2000000.0,,4134000000.0,2771000000.0,,,,,,,,,,,,,,,,
1553990400,,,730000000.0,,,504000000.0,313000000.0,,,,-99000000.0,,,117000000.0,,19281000000.0,,3861000000.0,,,,1854000000.0,2344000000.0,808000000.0,,0.7,571000000.0,-160000000.0,,22000000.0,,,725000000.0,-9875000000.0,-12000000.0,-779000000.0,,,,,,1105000000.0,,575000000.0,,,,490000000.0,-500000000.0,,,29156000000.0,,165000000.0,,,425000000.0,13000000.0,1412000000.0,,,985000000.0,,,,96000000.0,361000000.0,,,,,,,,,551000000.0,,823000000.0,,,,,,,,,,,,,,,,,-17000000.0,0.7,,5483000000.0,,,,,-178000000.0,297000000.0,,8723000000.0,,,16320000000.0,,7945000000.0,,,,1517000000.0,,,5149000000.0,,-251000000.0,505000000.0,20976000000.0,,,,,,387000000.0,,,26459000000.0,,,,,,16668000000.0,,945000000.0,,387000000.0,387000000.0,552000000.0,,,,,,,728000000.0,,,,,,,,9791000000.0,,,,2344000000.0,970000000.0,164000000.0,,784000000.0,3914000000.0,1350000000.0,,,1235000000.0,,,2480000000.0,484000000.0,,,-2000000.0,,5029000000.0,2602000000.0,,,,,,,,,,,,,,,,
1561852800,,,768000000.0,,,968000000.0,,,,,-75000000.0,,,227000000.0,,19157000000.0,,3986000000.0,,,,2344000000.0,2446000000.0,808000000.0,,1.37,654000000.0,-230000000.0,,22000000.0,,,693000000.0,-10164000000.0,1000000.0,-612000000.0,,,,,,966000000.0,,528000000.0,,,,102000000.0,-450000000.0,,,29321000000.0,,73000000.0,,,-69000000.0,36000000.0,1330000000.0,,,1022000000.0,,,,30000000.0,,,,,,,,,,542000000.0,,1292000000.0,,,,,,,,,,,,,,,,,-44000000.0,1.37,,5554000000.0,,,,,-98000000.0,302000000.0,,8611000000.0,,,16962000000.0,,7823000000.0,,,,1540000000.0,,,5909000000.0,,-550000000.0,968000000.0,20820000000.0,,,,,,741000000.0,,,26374000000.0,,,,,,16434000000.0,,736000000.0,,741000000.0,741000000.0,542000000.0,,,,,,,783000000.0,,,,,,,,9940000000.0,,,,2446000000.0,970000000.0,-252000000.0,,777000000.0,4173000000.0,1315000000.0,,,1736000000.0,,,2497000000.0,510000000.0,,,-2000000.0,,4962000000.0,2449000000.0,,,,,,,,,,,,,,,,
