,trailingOtherIncomeExpense,annualOperatingCashFlow,quarterlyOperatingExpense,annualGrossProfit,annualDilutedAverageShares,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,annualInventory,quarterlyTaxProvision,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualOtherIncomeExpense,annualNetPPE,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,annualGrossPPE,quarterlyDilutedEPS,quarterlyCurrentDebt,quarterlyCapitalExpenditure,annualDilutedEPS,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCurrentLiabilities,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,trailingInvestingCashFlow,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualInvestingCashFlow,annualCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,annualPretaxIncome,annualIncomeTaxPayable,quarterlyGrossPPE,trailingInterestExpense,quarterlyIncomeTaxPayable,annualBasicAverageShares,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,annualAccumulatedDepreciation,annualNonCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,trailingPurchaseOfInvestment,trailingOperatingExpense,quarterlyCommonStockIssuance,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualStockBasedCompensation,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,trailingChangeInWorkingCapital,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualCapitalStock,annualTotalRevenue,trailingGrossProfit,annualChangeInAccountPayable,annualAccountsPayable,annualOperatingIncome,trailingOperatingIncome,quarterlyOtherNonCashItems,quarterlyBasicEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,annualCommonStockIssuance,annualFreeCashFlow,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualOtherShortTermInvestments,annualEndCashPosition,quarterlyRetainedEarnings,trailingTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualChangeInWorkingCapital,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,annualNetOtherInvestingChanges,quarterlyTotalRevenue,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalNonCurrentAssets,trailingNetIncome,trailingEndCashPosition,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,trailingPretaxIncome,quarterlyTotalAssets,annualCashDividendsPaid,annualOperatingExpense,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,quarterlyFreeCashFlow,annualBasicEPS,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedAverageShares,trailingSaleOfInvestment,annualSaleOfInvestment,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,annualCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualOtherNonCurrentAssets,annualOtherNonCashItems,annualDepreciationAndAmortization,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,annualStockholdersEquity,quarterlyEndCashPosition,quarterlyGoodwill,quarterlyInvestingCashFlow,annualTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualChangeInInventory,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,quarterlyChangeInInventory,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS
599529600,,,,460200000.0,725000000.0,,,,,210000000.0,,,8800000.0,,,1036000000.0,152100000.0,210000000.0,1043400000.0,19300000.0,1036000000.0,,210000000.0,,1361100000.0,,10000000.0,,0.08,,,,7400000.0,-325100000.0,,,117200000.0,,,,,,,,,,,,,85400000.0,,1361100000.0,,,725000000.0,,,,,101400000.0,,,,-325100000.0,,,142900000.0,,,,,,,,142900000.0,,,-548700000.0,,,,,,,19900000.0,,,,860400000.0,,,,85900000.0,,,,588100000.0,265000000.0,,,,,,,,152900000.0,,,374200000.0,,588100000.0,,,,,9200000.0,,225800000.0,210000000.0,,-548700000.0,1043400000.0,,,741000000.0,10000000.0,58000000.0,16100000.0,,,1308400000.0,,374300000.0,58000000.0,400200000.0,,741000000.0,,,0.08,16100000.0,16100000.0,,,,9200000.0,,308100000.0,265000000.0,117200000.0,369500000.0,7400000.0,,,58000000.0,,152900000.0,567400000.0,,,567400000.0,,,,1308400000.0,,,,27400000.0,,,,374200000.0,101400000.0,8800000.0,,,,,,369500000.0,,,,,,,,,,,,,,,,
607305600,,,103000000.0,,,30200000.0,,,,,-4600000.0,,,10600000.0,,1079000000.0,,184900000.0,,,,210000000.0,184900000.0,,,0.03,11200000.0,-71300000.0,,6000000.0,,,7300000.0,-321100000.0,44500000.0,9100000.0,,,,,,37000000.0,,,,,,-25100000.0,-29700000.0,,,1400100000.0,,,,,,,33100000.0,,,,,,,,120500000.0,,,,,,,,,653333333.0,,38800000.0,,,,,,,,,,,,,,,,,34300000.0,0.03,,250200000.0,86100000.0,,,,-1100000.0,16900000.0,,164800000.0,,,392800000.0,,615500000.0,,,,,,,229400000.0,,,21900000.0,1086300000.0,,,,,,19600000.0,,,1336500000.0,,,,,,780300000.0,,-34300000.0,,19600000.0,19600000.0,653333333.0,,,10000000.0,,,,144100000.0,,,,,,,,556200000.0,,,,,,-71300000.0,,,104500000.0,,,,124900000.0,,,106400000.0,9000000.0,,,14400000.0,,,365000000.0,,,,,,,,,,,,,,,,
615168000,,,109400000.0,,,29600000.0,,,,,-1100000.0,,,10400000.0,,1137400000.0,,153300000.0,,,,,153300000.0,,,0.03,11000000.0,-75500000.0,,6300000.0,,,7100000.0,-338900000.0,0.0,-2100000.0,,,,,,46100000.0,,,,,,-31600000.0,0.0,,,1476300000.0,,,,,,,40300000.0,,,,,,,,132500000.0,,,,,,,,,640000000.0,,46500000.0,,,,,,,,,,,,,,,,,44500000.0,0.03,,227700000.0,91600000.0,,,,-1000000.0,17700000.0,,183800000.0,,,411000000.0,,614000000.0,,,,,,,263600000.0,,,28700000.0,1144500000.0,,,,,,19200000.0,,,1372200000.0,,,,,,797800000.0,,-29400000.0,,19200000.0,19200000.0,640000000.0,,,8300000.0,,,,140500000.0,,,,,,,,574400000.0,,,,,,-75500000.0,,,125500000.0,,,,138100000.0,,,109000000.0,10400000.0,,,7100000.0,,,364500000.0,,,,,,,,,,,,,,,,
623116800,,,112000000.0,,,38100000.0,,,,,-2500000.0,,,13500000.0,,1171500000.0,,175100000.0,,,,,175100000.0,,,0.03,14800000.0,-65000000.0,,5800000.0,,,7000000.0,-336000000.0,46700000.0,43100000.0,,,,,,43800000.0,,,,,,21800000.0,0.0,,,1507500000.0,,,,,,,35800000.0,,,,,,,,135400000.0,,,,,,,,,820000000.0,,51300000.0,,,,,,,,,,,,,,,,,38000000.0,0.03,,240300000.0,93400000.0,,,,-1100000.0,18700000.0,,186000000.0,,,434500000.0,,634900000.0,,,,,,,266400000.0,,,32600000.0,1178500000.0,,,,,,24600000.0,,,1418800000.0,,,,,,820900000.0,,-21200000.0,,24600000.0,24600000.0,820000000.0,,,5400000.0,,,,164200000.0,,,,,,,,597900000.0,,,,,,-65000000.0,,,121800000.0,,,,144600000.0,,,113600000.0,10600000.0,,,11200000.0,,,357100000.0,,,,,,,,,,,,,,,,
631065600,,168000000.0,110400000.0,532400000.0,716000000.0,13100000.0,,,,146400000.0,-39200000.0,,12500000.0,4900000.0,,1204300000.0,170000000.0,146400000.0,1211200000.0,36600000.0,1204300000.0,,146400000.0,,1557400000.0,,16200000.0,-50100000.0,0.1,5200000.0,,,6900000.0,-353100000.0,100000.0,-20400000.0,159400000.0,,,210000000.0,,41100000.0,,,17000000.0,-261300000.0,-261900000.0,-28700000.0,19700000.0,111000000.0,,1557400000.0,,,716000000.0,,,,48000000.0,118400000.0,,,-900000.0,-353100000.0,,,131700000.0,,,,,,,,131700000.0,,,33400000.0,-63600000.0,,,29700000.0,91300000.0,,23300000.0,,-47400000.0,,1015100000.0,,31400000.0,48000000.0,97700000.0,,12700000.0,,631900000.0,203900000.0,91400000.0,,,-93900000.0,-1000000.0,19000000.0,,195900000.0,,,441600000.0,,631900000.0,,33000000.0,,,7000000.0,,255700000.0,146400000.0,,14400000.0,1211200000.0,,,827800000.0,16200000.0,71600000.0,8200000.0,,,1415100000.0,-4200000.0,434700000.0,71600000.0,482700000.0,,827800000.0,,-9000000.0,0.1,8200000.0,8200000.0,,,,7000000.0,-10000000.0,362400000.0,203900000.0,159400000.0,354100000.0,6900000.0,129500000.0,72300000.0,71600000.0,,195900000.0,587300000.0,,,587300000.0,,,-49500000.0,1415100000.0,,130900000.0,,39400000.0,,124800000.0,,441600000.0,118400000.0,12500000.0,,,3900000.0,,,354100000.0,,,,,,,,,,,,,,,,
638841600,,,119000000.0,,,8000000.0,,,,,-4600000.0,,,2900000.0,,1241800000.0,,85700000.0,,,,146400000.0,85700000.0,,,0.01,15600000.0,-56800000.0,,4700000.0,,,6900000.0,-371700000.0,-15400000.0,-16400000.0,,,,,,12400000.0,,,,,,-60700000.0,-10800000.0,,,1613500000.0,,,,,,,55700000.0,,,,,,,,141700000.0,,,,,,,,,510000000.0,,27300000.0,,,,,,,,,,,,,,,,,26400000.0,0.01,,169300000.0,99900000.0,,,,-1000000.0,19100000.0,,213000000.0,,,445700000.0,,624400000.0,,,,,,,260600000.0,,,8200000.0,1248700000.0,,,,,,5100000.0,,,1418000000.0,,,,,,837400000.0,,-44400000.0,,5100000.0,5100000.0,510000000.0,,,14300000.0,,,,154600000.0,,,,,,,,580600000.0,,,,,,-56800000.0,,,133400000.0,,,,127200000.0,,,119700000.0,12600000.0,,,4600000.0,,,350100000.0,,,,,,,,,,,,,,,,
646704000,,,131600000.0,,,37400000.0,,,,,-1600000.0,,,13900000.0,,1311500000.0,,56800000.0,,,,,56800000.0,,,0.04,21900000.0,-89700000.0,,4900000.0,,,2600000.0,-391100000.0,-8600000.0,-9600000.0,,,,,,70600000.0,,,,,,-28800000.0,-11300000.0,,,1702600000.0,,,,,,,45700000.0,,,,,,,,169900000.0,,,,,,,,,587500000.0,,61200000.0,,,,,,,,,,,,,,,,,67000000.0,0.04,,132700000.0,111800000.0,,,,-1000000.0,19900000.0,,237500000.0,,,468200000.0,,617400000.0,,,,,,,308200000.0,,,41300000.0,1314100000.0,,,,,,23500000.0,,,1446800000.0,,,,,,854900000.0,,-19100000.0,,23500000.0,23500000.0,587500000.0,,,6600000.0,,,,149700000.0,,,,,,,,591900000.0,,,,,,-89700000.0,,,135300000.0,,,,172900000.0,,,125700000.0,13100000.0,,,1000000.0,,,342000000.0,,,,,,,,,,,,,,,,
654652800,,,132000000.0,,,36500000.0,,,,,-15700000.0,,,13500000.0,,1281900000.0,,124500000.0,,,,,124500000.0,,,0.03,14000000.0,-60100000.0,,4400000.0,,,2600000.0,-387000000.0,102700000.0,101600000.0,,,,,,26300000.0,,,,,,67700000.0,-3500000.0,,,1668900000.0,,,,,,,41300000.0,,,,,,,,167200000.0,,,,,,,,,766666667.0,,56800000.0,,,,,,,,,,,,,,,,,23300000.0,0.03,,203200000.0,111900000.0,,,,-1100000.0,20100000.0,,222500000.0,,,490200000.0,,654800000.0,,,,,,,316400000.0,,,36700000.0,1284500000.0,,,,,,23000000.0,,,1487700000.0,,,,,,877300000.0,,-33800000.0,,23000000.0,23000000.0,766666667.0,,,5900000.0,,,,192800000.0,,,,,,,,610400000.0,,,,,,-60100000.0,,,147700000.0,,,,168700000.0,,,127500000.0,15000000.0,,,4300000.0,,,334500000.0,,,,,,,,,,,,,,,,
662601600,,111900000.0,126200000.0,590800000.0,672857143.0,-7200000.0,,,,87500000.0,-7900000.0,,15500000.0,-2600000.0,,1310500000.0,161400000.0,87500000.0,1313300000.0,11100000.0,1310500000.0,,87500000.0,,1716600000.0,,13600000.0,-111100000.0,0.07,4200000.0,,,2800000.0,-406100000.0,69900000.0,68900000.0,204500000.0,,,146400000.0,,2600000.0,,,-9100000.0,-315300000.0,-317700000.0,-37100000.0,0.0,74800000.0,,1716600000.0,,,672857143.0,,,,51200000.0,109300000.0,,,-5900000.0,-406100000.0,,,160600000.0,,,,,,,,160600000.0,,,16100000.0,-58900000.0,,,144500000.0,-200000.0,,18300000.0,,-29800000.0,,1186800000.0,,20700000.0,51200000.0,82000000.0,,41600000.0,,640800000.0,157800000.0,105900000.0,,,-205800000.0,-1000000.0,20300000.0,,225400000.0,,,484600000.0,,640800000.0,,19300000.0,,,10900000.0,-100000.0,301600000.0,87500000.0,,-4200000.0,1313300000.0,,,866200000.0,13600000.0,47100000.0,-4600000.0,,,1471100000.0,-4100000.0,508800000.0,47100000.0,596000000.0,,866200000.0,,-108500000.0,0.07,-4600000.0,-4600000.0,,,,10900000.0,-25600000.0,429400000.0,157800000.0,204500000.0,327000000.0,2800000.0,158300000.0,79400000.0,47100000.0,,225400000.0,604900000.0,,,604900000.0,,,-108700000.0,1471100000.0,,179600000.0,,27700000.0,,122000000.0,,484600000.0,109300000.0,15500000.0,,,1100000.0,,,327000000.0,,,,,,,,,,,,,,,,
670377600,,,132800000.0,,,-13000000.0,,,,,-9100000.0,,,-4800000.0,,1320000000.0,,152800000.0,,,,87500000.0,152800000.0,,,-0.01,6400000.0,-36200000.0,,4700000.0,,,2800000.0,-414400000.0,-100000.0,111400000.0,,,,,,-10000000.0,,,,,,65300000.0,,,,1734400000.0,,,,,,,46900000.0,,,,,,,,161500000.0,,,,,,,,,820000000.0,,9800000.0,,,,,,,,,,,,,,,,,18500000.0,-0.01,,229200000.0,112500000.0,,,,-1100000.0,20300000.0,,214800000.0,,,475300000.0,,741600000.0,,,,,,,282800000.0,,,-10500000.0,1322800000.0,,,,,,-8200000.0,,,1552000000.0,,,,,,956400000.0,,-46200000.0,,-8200000.0,-8200000.0,820000000.0,,,7400000.0,,,,212700000.0,,,,,,,,595600000.0,,,,,,-36200000.0,,,160500000.0,,,,122300000.0,,,104900000.0,16600000.0,,,2100000.0,,,424000000.0,,,,,,,,,,,,,,,,
678240000,,,139000000.0,,,16900000.0,,,,,-1700000.0,,,6300000.0,,1373800000.0,,128700000.0,,,,,128700000.0,,,0.02,6400000.0,-78100000.0,,5700000.0,,,3000000.0,-428700000.0,-300000.0,7000000.0,,,,,,47100000.0,,,,,,-24100000.0,,,,1802500000.0,,,,,,,51600000.0,,,,,,,,188200000.0,,,,,,,,,530000000.0,,41400000.0,,,,,,,,,,,,,,,,,57300000.0,0.02,,217800000.0,118100000.0,,,,-1000000.0,20800000.0,,246200000.0,,,484800000.0,,743300000.0,,,,,,,324700000.0,,,20500000.0,1376800000.0,,,,,,10600000.0,,,1594600000.0,,,,,,989500000.0,,-31000000.0,,10600000.0,10600000.0,530000000.0,,,9500000.0,,,,211700000.0,,,,,,,,605100000.0,,,,,,-78100000.0,,,165200000.0,,,,159500000.0,,,109300000.0,17400000.0,,,2100000.0,,,422300000.0,,,,,,,,,,,,,,,,
686188800,,,151200000.0,,,25800000.0,,,,,-1300000.0,,,10100000.0,,1430600000.0,,211100000.0,,,,,211100000.0,,,0.03,6600000.0,-146700000.0,,8100000.0,,,3100000.0,-436700000.0,197500000.0,196400000.0,,,,,,32700000.0,,,,,,82400000.0,,,,1867300000.0,,,,,,,47900000.0,,,,,,,,203000000.0,,,,,,,,,523333333.0,,52900000.0,,,,,,,,,,,,,,,,,38700000.0,0.03,,302500000.0,129500000.0,,,,-1100000.0,21700000.0,,257500000.0,,,499500000.0,,858500000.0,,,,,,,355300000.0,,,31200000.0,1433700000.0,,,,,,15700000.0,,,1736200000.0,,,,,,1116000000.0,,-114000000.0,,15700000.0,15700000.0,523333333.0,,,8400000.0,,,,234500000.0,,,,,,,,620200000.0,,,,,,-146700000.0,,,172900000.0,,,,182400000.0,,,104200000.0,20500000.0,,,2700000.0,,,519800000.0,,,,,,,,,,,,,,,,
694137600,,103200000.0,152400000.0,638300000.0,672500000.0,14200000.0,,,,260900000.0,-1500000.0,,23000000.0,5400000.0,,1494200000.0,149100000.0,260900000.0,1497200000.0,9500000.0,1494200000.0,,260900000.0,,1953000000.0,,6600000.0,-80100000.0,0.04,10100000.0,,,3000000.0,-458800000.0,97400000.0,96400000.0,226000000.0,,,87500000.0,,33400000.0,,,-3500000.0,-341000000.0,-341100000.0,49700000.0,,43800000.0,,1953000000.0,,,672500000.0,,,,55000000.0,105800000.0,,,-3600000.0,-458800000.0,,,198300000.0,,,,,,,,198300000.0,,,45200000.0,173300000.0,,,411200000.0,132600000.0,,28600000.0,,-13600000.0,,1313600000.0,,39000000.0,55000000.0,62900000.0,,59000000.0,,948800000.0,340000000.0,129000000.0,,,-237900000.0,-1000000.0,23400000.0,,259900000.0,,,507300000.0,,948800000.0,,24400000.0,,,8600000.0,,350900000.0,260900000.0,,21800000.0,1497200000.0,,,1208700000.0,6600000.0,26900000.0,8800000.0,,,1837200000.0,-4200000.0,575400000.0,26900000.0,675300000.0,,1208700000.0,,-46700000.0,0.04,8800000.0,8800000.0,,,,8600000.0,,489200000.0,340000000.0,226000000.0,617000000.0,3000000.0,173500000.0,86200000.0,26900000.0,,259900000.0,628500000.0,,,628500000.0,,,-80000000.0,1837200000.0,,176700000.0,,16900000.0,,174200000.0,,507300000.0,105800000.0,23000000.0,,,2500000.0,,,617000000.0,,,,,,,,,,,,,,,,
702000000,,,164000000.0,,,22000000.0,,,,,-1900000.0,,,8500000.0,,1627800000.0,,303100000.0,,,,260900000.0,303100000.0,,,0.04,6800000.0,-82800000.0,,10200000.0,,,2500000.0,-460400000.0,86100000.0,85000000.0,,,,,,40100000.0,,,,,,42300000.0,,,,2088200000.0,,,,,,,64500000.0,,,,,,,,230300000.0,,,,88000000.0,,,,,650000000.0,,53500000.0,,,,,,,,,,,,,,,,,48900000.0,0.04,,409300000.0,141700000.0,,,,-1100000.0,22300000.0,,301600000.0,,,532100000.0,,960500000.0,,,,,,,373900000.0,,,31200000.0,1630300000.0,,,,,,26000000.0,,,2039600000.0,,,,,,1262100000.0,,-42700000.0,,13500000.0,26000000.0,650000000.0,,,9000000.0,,,,236500000.0,,,,,,,,777500000.0,,,,,,-82800000.0,,,178700000.0,,,,195200000.0,,,112200000.0,23900000.0,,,1000000.0,,,611800000.0,,,,,,,,,,,,,,,,
709862400,,,173300000.0,,,38300000.0,,,,,-2600000.0,,,14800000.0,,1779600000.0,,194800000.0,,,,,194800000.0,,,0.03,8000000.0,-174200000.0,,10100000.0,,,2500000.0,-486800000.0,-1800000.0,-3000000.0,,,,,,68900000.0,,,,,,-108400000.0,,,,2266400000.0,,,,,,,71400000.0,,,,,,,,274500000.0,,,,800000.0,,,,,783333333.0,,70000000.0,,,,,,,,,,,,,,,,,70000000.0,0.03,,318100000.0,148700000.0,,,,-1200000.0,24600000.0,,353900000.0,,,554500000.0,,945600000.0,,,,,,,416800000.0,,,45400000.0,1782100000.0,,,,,,23500000.0,,,2100200000.0,,,,,,1299500000.0,,-105300000.0,,23500000.0,23500000.0,783333333.0,,,10500000.0,,,,227800000.0,,,,,,,,800700000.0,,,,,,-174200000.0,,,198100000.0,,,,218700000.0,,,109800000.0,28200000.0,,,3000000.0,,,608000000.0,,,,,,,,,,,,,,,,
717811200,,,184600000.0,,,43900000.0,,,,,-2400000.0,,,17000000.0,,1830200000.0,,261200000.0,,,,,261200000.0,,,0.04,10700000.0,-78000000.0,,11800000.0,,,2500000.0,-531600000.0,96700000.0,95400000.0,,,,,,48800000.0,,,,,,66400000.0,,,,2361800000.0,,,,,,,73500000.0,,,,,,,,284300000.0,,,,600000.0,,,,,672500000.0,,81100000.0,,,,,,,,,,,,,,,,,49100000.0,0.04,,389000000.0,157500000.0,,,,-1300000.0,27200000.0,,368500000.0,,,580100000.0,,1026400000.0,,,,,,,447300000.0,,,53900000.0,1832700000.0,,,,,,26900000.0,,,2221700000.0,,,,,,1394900000.0,,-29200000.0,,26900000.0,26900000.0,672500000.0,,,14000000.0,,,,219100000.0,,,,,,,,826800000.0,,,,,,-78000000.0,,,208800000.0,,,,238500000.0,,,105700000.0,32400000.0,,,1900000.0,,,701600000.0,,,,,,,,,,,,,,,,
725760000,,264500000.0,187400000.0,892100000.0,690000000.0,42700000.0,,,,411000000.0,-2500000.0,,30800000.0,15600000.0,,1784300000.0,283900000.0,411000000.0,1786900000.0,7800000.0,1784300000.0,,411000000.0,,2343400000.0,,10800000.0,-74200000.0,0.15,11400000.0,,,2600000.0,-559100000.0,118400000.0,117100000.0,237800000.0,,,260900000.0,,106700000.0,,,21300000.0,-408900000.0,-409200000.0,149900000.0,,146800000.0,,2343400000.0,,,690000000.0,,,,78400000.0,133400000.0,,,-4300000.0,-559100000.0,,,279200000.0,,,,1100000.0,,,,279200000.0,,,79400000.0,150200000.0,,,294500000.0,119900000.0,,43600000.0,,-9400000.0,,1685200000.0,,65700000.0,78400000.0,182700000.0,,8500000.0,,1070300000.0,506100000.0,160300000.0,,90500000.0,-144700000.0,-1300000.0,27100000.0,,368400000.0,,,605900000.0,,1070300000.0,,76900000.0,,,12500000.0,,447200000.0,411000000.0,,52300000.0,1786900000.0,,,1438700000.0,10800000.0,103500000.0,27100000.0,,,2293000000.0,-4900000.0,709400000.0,91000000.0,793100000.0,,1438700000.0,,32500000.0,0.15,27100000.0,27100000.0,,,,12500000.0,-100000.0,608200000.0,506100000.0,237800000.0,699100000.0,2600000.0,176500000.0,101200000.0,103500000.0,,368400000.0,854300000.0,,,854300000.0,,,-73900000.0,2293000000.0,,207500000.0,,55800000.0,,239700000.0,,605900000.0,133400000.0,30800000.0,,,2000000.0,,,699100000.0,,,,,,,,,,,,,,,,
733536000,,,193400000.0,,,36700000.0,,,,,-102900000.0,,,14000000.0,,1785500000.0,,346800000.0,,,,411000000.0,346800000.0,,,0.05,11100000.0,-109900000.0,,10800000.0,,,2600000.0,-588000000.0,-11200000.0,-12500000.0,,,,,,58200000.0,,,,,,-64200000.0,,,,2373500000.0,,,,,,,82900000.0,,,,,,,,308200000.0,,,,1700000.0,,,,,760000000.0,,70800000.0,,,,,,,,,,,,,,,,,61700000.0,0.05,,483800000.0,167200000.0,,,,-1300000.0,26200000.0,,402200000.0,,,642600000.0,,977100000.0,,,,,,,453800000.0,,,44600000.0,1788100000.0,,,,,,38000000.0,,,2271900000.0,,,,,,1379300000.0,,-51700000.0,,22700000.0,38000000.0,760000000.0,,,23500000.0,,,,249200000.0,,,,,,,,892600000.0,,,,,,-109900000.0,,,215800000.0,,,,238000000.0,,,131600000.0,31300000.0,,,2900000.0,,,596300000.0,,,,,,,,,,,,,,,,
741398400,,,211200000.0,,,67800000.0,,,,,100300000.0,,,25900000.0,,1871300000.0,,334600000.0,,,,,334600000.0,,,0.06,9900000.0,-5400000.0,,9000000.0,,,2400000.0,-619100000.0,9900000.0,9900000.0,,,,,,47400000.0,,,,,,51900000.0,,,,2490400000.0,,,,,,,86900000.0,,,,,,,,349500000.0,,,,-400000.0,,,,,698333333.0,,102300000.0,,,,,,,,,,,,,,,,,32900000.0,0.06,,474500000.0,183700000.0,,,,0.0,27400000.0,,446300000.0,,,683200000.0,,967400000.0,,,,,,,520500000.0,,,74800000.0,1873700000.0,,,,,,41900000.0,,,2348200000.0,,,,,,1413700000.0,,42000000.0,,41900000.0,41900000.0,698333333.0,,,24600000.0,,,,228500000.0,,,,,,,,934500000.0,,,,,,-5400000.0,,,234500000.0,,,,286000000.0,,,143900000.0,30600000.0,,,2000000.0,,,595000000.0,,,,,,,,,,,,,,,,
749347200,,,221800000.0,,,77800000.0,,,,,-105500000.0,,,33900000.0,,2009400000.0,,249000000.0,,,,,249000000.0,,,0.06,9800000.0,-280900000.0,,9400000.0,,,2400000.0,-651800000.0,-11800000.0,-14500000.0,,,,,,145600000.0,,,,,,-149700000.0,,,,2661200000.0,,,,,,,90000000.0,,,,,,,,330500000.0,,,,3700000.0,,,,,731666667.0,,116400000.0,,,,,,,,,,,,,,,,,131300000.0,0.06,,377600000.0,192300000.0,,,,-2700000.0,29600000.0,,430300000.0,,,725700000.0,,980000000.0,,,,,,,554400000.0,,,86800000.0,2011800000.0,,,,,,43900000.0,,,2389400000.0,,,,,,1410300000.0,,-135300000.0,,43900000.0,43900000.0,731666667.0,,,23500000.0,,,,223500000.0,,,,,,,,979100000.0,,,,,,-280900000.0,,,245800000.0,,,,308600000.0,,,163900000.0,30200000.0,,,500000.0,,,592600000.0,,,,,,,,,,,,,,,,
