date,annualBasicEPS,quarterlyPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualGrossProfit,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,annualOtherIncomeExpense,annualRepaymentOfDebt,annualOperatingCashFlow,annualEbitda,quarterlyDilutedAverageShares,annualNetPPE,trailingGrossProfit,annualBasicAverageShares,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,annualOtherCurrentLiabilities,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentAssets,annualGrossPPE,quarterlyAccumulatedDepreciation,annualOtherNonCashItems,trailingChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBeginningCashPosition,quarterlyCurrentDebt,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,trailingDepreciationAndAmortization,quarterlyInterestExpense,trailingOtherIncomeExpense,annualInvestingCashFlow,annualDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyBasicEPS,quarterlyAccountsPayable,annualCapitalExpenditure,trailingOperatingExpense,trailingInvestingCashFlow,trailingDeferredIncomeTax,trailingCapitalExpenditure,annualOperatingExpense,annualPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,quarterlyOperatingCashFlow,annualDilutedAverageShares,trailingNetOtherFinancingCharges,trailingInterestExpense,trailingPurchaseOfBusiness,quarterlyTotalRevenue,quarterlyDeferredIncomeTax,quarterlyBasicAverageShares,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,trailingCashDividendsPaid,trailingNetIncome,annualDilutedEPS,quarterlyEbitda,quarterlyTaxProvision,annualChangeInCashSupplementalAsReported,annualInventory,quarterlyNetPPE,quarterlyCommonStockIssuance,annualCapitalStock,quarterlyChangeInCashSupplementalAsReported,annualInterestExpense,annualGoodwill,annualNetOtherFinancingCharges,annualFreeCashFlow,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,annualOperatingIncome,trailingChangeInWorkingCapital,annualAccountsPayable,annualTotalRevenue,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,annualOtherCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,trailingCostOfRevenue,trailingTotalRevenue,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,trailingCommonStockIssuance,trailingFreeCashFlow,annualTaxProvision,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingEndCashPosition,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualNetIncome,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualCostOfRevenue,annualCashDividendsPaid,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,annualPretaxIncome,annualSellingGeneralAndAdministration,quarterlyNetIncome,quarterlyGrossProfit,quarterlyNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,annualOtherNonCurrentAssets,annualStockholdersEquity,annualCurrentAssets,annualCashAndCashEquivalents,annualLongTermDebt,annualDepreciationAndAmortization,trailingPretaxIncome,annualTotalAssets,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,annualRetainedEarnings,quarterlyInvestingCashFlow,quarterlyNetOtherInvestingChanges,quarterlyDilutedEPS,annualCurrentAccruedExpenses,quarterlyGoodwill,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyLongTermDebt,trailingNetOtherInvestingChanges,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualSaleOfInvestment,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyStockBasedCompensation,trailingBasicEPS,annualIncomeTaxPayable,trailingChangeInAccountPayable,quarterlyChangeInInventory,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,quarterlySaleOfInvestment,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1993-06-30,,,,,,,,,,,,,,,,,,216499152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42335,,,,,,,,,978720677,,,,,,,,,,,978720677,,216499152.0,,,,,,,,978720677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91654916.0,,,,,91654916.0,,91654916,,,,,,,,,,,,,,,,,,,0.42335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-30,,,,,,,,,,,,,,,,,,219067005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4007,,,,,,,,,1003335112,,,,,,,,,,,1003335112,,219067005.0,,,,,,,,1003335112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87780149.0,,,,,87780149.0,,87780149,,,,,,,,,,,,,,,,,,,0.4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,1.61523,,,,,,,,,,,,,,,,4391448239.0,,,,220137817.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1294196371,,,,,,,220137817.0,,,,1294196371,,,,,,,,,1.61523,1294196371,,,,,,,,,,,,,,,4391448239.0,,,4391448239.0,,,,,,,,,,,,,,,,,,,,355573206.0,,,355573206.0,,,,,,88764241.0,,,,,88764241.0,,88764241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355573206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-03-31,,,,,,,,,,,,,,,,,,220884928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4286,,,,,,,,,1279446367,,,,,,,,,,,1279446367,,220884928.0,,,,,,,,1279446367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94671280.0,,,,,94671280.0,,94671280,,,,,,,,,,,,,,,,,,,0.4286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-30,,,,,,,,,,,,,,,,,,225314253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.525,,,,,,,,,1510099613,,,,,,,,,,,1510099613,,225314253.0,,,,,,,,1510099613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118289983.0,,,,,118289983.0,,118289983,,,,,,,,,,,,,,,,,,,0.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-30,,,,,,,,,,,,,,,,,,226395311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38899,,,,,,,,,1093032622,,,,,,,,,,,1093032622,,226395311.0,,,,,,,,1093032622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88065512.0,,,,,88065512.0,,88065512,,,,,,,,,,,,,,,,,,,0.38899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,1.59899,,,,,,,,,,,,,,,,5204236218.0,,,,224226267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1702692387,,,,,,,224226267.0,,,,1702692387,,,,,,,,,1.59899,1702692387,,,,,,,,,,,,,,,5204236218.0,,,5204236218.0,,,,,,,,,,,,,,,,,,,,358535559.0,,,358535559.0,,,,,,90311636.0,,,,,90311636.0,,90311636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358535559.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-31,,,,,,,,,,,,,,,,,,223303852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43485,,,,,,,,,1692738212,,,,,,,,,,,1692738212,,223303852.0,,,,,,,,1692738212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97103680.0,,,,,97103680.0,,97103680,,,,,,,,,,,,,,,,,,,0.43485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-06-30,,,,,,,,,,,,,,,,,,227864617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43964,,,,,,,,,1810621655,,,,,,,,,,,1810621655,,227864617.0,,,,,,,,1810621655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100178400.0,,,,,100178400.0,,100178400,,,,,,,,,,,,,,,,,,,0.43964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,,,,,,,,,,,,,,,,,,223648930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44449,,,,,,,,,1659243359,,,,,,,,,,,1659243359,,223648930.0,,,,,,,,1659243359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99409713.0,,,,,99409713.0,,99409713,,,,,,,,,,,,,,,,,,,0.44449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-31,1.74571,,,,,,,,,,,,,,,,7005590401.0,,,,227680352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1843932231,,,,,,,227680352.0,,,,1843932231,,,,,,,,,1.74571,1843932231,,,,,,,,,,,,,,,7005590401.0,,,7005590401.0,,,,,,,,,,,,,,,,,,,,397463867.0,,,397463867.0,,,,,,100844602.0,,,,,100844602.0,,100844602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397463867.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-03-31,,,,,,,,,,,,,,,,,,227947392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44961,,,,,,,,,2332064700,,,,,,,,,,,2332064700,,227947392.0,,,,,,,,2332064700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102487427.0,,,,,102487427.0,,102487427,,,,,,,,,,,,,,,,,,,0.44961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-30,,,,,,,,,,,,,,,,,,225008165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46431,,,,,,,,,2668303328,,,,,,,,,,,2668303328,,225008165.0,,,,,,,,2668303328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104473541.0,,,,,104473541.0,,104473541,,,,,,,,,,,,,,,,,,,0.46431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-30,,,,,,,,,,,,,,,,,,226627590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46318,,,,,,,,,2838257318,,,,,,,,,,,2838257318,,226627590.0,,,,,,,,2838257318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104969367.0,,,,,104969367.0,,104969367,,,,,,,,,,,,,,,,,,,0.46318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,1.85038,,,,,,,,,,,,,,,,10790598876.0,,,,229665888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2952069264,,,,,,,229665888.0,,,,2952069264,,,,,,,,,1.85038,2952069264,,,,,,,,,,,,,,,10790598876.0,,,10790598876.0,,,,,,,,,,,,,,,,,,,,424969165.0,,,424969165.0,,,,,,112920152.0,,,,,112920152.0,,112920152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424969165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-31,,,,,,,,,,,,,,,,,,242852116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4835,,,,,,,,,3645389089,,,,,,,,,,,3645389089,,242852116.0,,,,,,,,3645389089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117418998.0,,,,,117418998.0,,117418998,,,,,,,,,,,,,,,,,,,0.4835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-30,,,,,,,,,,,,,,,,,,226476277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45526,,,,,,,,,3408557626,,,,,,,,,,,3408557626,,226476277.0,,,,,,,,3408557626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103105590.0,,,,,112215321.0,,112215321,,,,,,,,,,,,,,,,,,,0.45526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-30,,,,,,,,,,,,,,,,,,230317067.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45631,,,,,,,,,3310040050,,,,,,,,,,,3310040050,,230317067.0,,,,,,,,3310040050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105095981.0,,,,,114072642.0,,114072642,,,,,,,,,,,,,,,,,,,0.45631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-31,1.84602,,,,,,,,,,,,,,,,14242744818.0,,,,227911448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3878706702,,,,,,,227911448.0,,,,3878706702,,,,,,,,,1.84602,3878706702,,,,,,,,,,,,,,,14242744818.0,,,14242744818.0,,,,,,,,,,,,,,,,,,,,457040743.0,,,457040743.0,,,,,,104198226.0,,,,,113303690.0,,113303690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420729092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-03-31,,,,,,,,,,,,,,,,,,232832572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45508,,,,,,,,,3388368794,,,,,,,,,,,3388368794,,232832572.0,,,,,,,,3388368794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105957447.0,,,,,115035461.0,,115035461,,,,,,,,,,,,,,,,,,,0.45508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,,,,,,,,,,,,,,,,,,238048420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39705,,,,,,,,,3452153462,,,,,,,,,,,3452153462,,238048420.0,,,,,,,,3452153462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94517125.0,,,,,103630751.0,,103630751,,,,,,,,,,,,,,,,,,,0.39705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-30,,,,,,,,,,,,,,,,,,465207505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30525,,,,,,,,,4433970926,,,,,,,,,,,4433970926,,465207505.0,,,,,,,,4433970926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142004591.0,,,,,153940321.0,,153940321,,,,,,,,,,,,,,,,,,,0.30525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,0.78333,,,,,,,,,,,,,,,,17228018576.0,,,,487716983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4628018576,,,,,,,487716983.0,,,,4628018576,,,,,,,,,0.78333,4628018576,,,,,,,,,,,,,,,17228018576.0,,,17228018576.0,,,,,,,,,,,,,,,,,,,,432043344.0,,,426006192.0,,,,,,-63863312.0,,,,,-48905394.0,,-48974680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382043344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,,,,,,,,,,,,,,,,,,508343625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28743,,,,,,,,,3315018868,,,,,,,,,,,3315018868,,508343625.0,,,,,,,,3315018868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146113208.0,,,,,161056604.0,,174037736,,,,,,,,,,,,,,,,,,,0.28743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,,,,,,,,,,,,,,,,,,492610089.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45882,,,,,,,,,3459958932,,,,,,,,,,,3459958932,,492610089.0,,,,,,,,3459958932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226019361.0,,,,,239953065.0,,226019361,,,,,,,,,,,,,,,,,,,0.45882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,,,,,,,,,,,,,,,,,,517242627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2939,,,,,,,,,4040939105,,,,,,,,,,,4040939105,,517242627.0,,,,,,,,4040939105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152017608.0,,,,,164049890.0,,155979457,,,,,,,,,,,,,,,,,,,0.2939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,-0.14513,,,,,,,,,,,,,,,,11916956019.0,,,,502224774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100961888,,,,,,,502224774.0,,,,1100961888,,,,,,,,,-0.14513,1100961888,,,,,,,,,,,,,,,11916956019.0,,,11916956019.0,,,,,,,,,,,,,,,,,,,,27922454.0,,,551938657.0,,,,,,-548007400.0,,,,,-537007847.0,,-4040800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24016204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,,,,,,,,,,,,,,,,,,474500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36296,,,,,,,,,3614615050,,,,,,,,,,,3614615050,,474500000.0,,,,,,,,3614615050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181238220.0,,,,,189937654.0,,189937654,,,,,,,,,,,,,,,,,,,0.36296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,,,,,,,,,,,,,,,,,,474500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28152,,,,,,,,,4287405653,,,,,,,,,,,4287405653,,474500000.0,,,,,,,,4287405653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145034779.0,,,,,155394406.0,,155394406,,,,,,,,,,,,,,,,,,,0.28152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,,,,,,,,,,,,,,,,,,474500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49653,,,,,,,,,5225428314,,,,,,,,,,,5225428314,,474500000.0,,,,,,,,5225428314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244965434.0,,,,,255485422.0,,55605651,,,,,,,,,,,,,,,,,,,0.49653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,1.5,,509000000.0,,,2501000000.0,,,4929000000.0,,,,20165000000.0,45000000.0,-2446000000.0,1720000000.0,2660000000.0,,17673000000.0,,474600000.0,6588000000.0,,2439000000.0,-2901000000.0,47000000.0,,3029000000.0,24698000000.0,-7025000000.0,-116000000.0,,896000000.0,-111000000.0,509000000.0,411000000.0,841000000.0,,,,,,1279000000.0,49000000.0,13000000.0,-7025000000.0,,,2579000000.0,-812000000.0,,,,,740000000.0,,-11366442140,2439000000.0,,,,-888000000.0,,474600000.0,,,,8028557860,,,,,,24698000000.0,,,1.5,-11207442140,,98000000.0,311000000.0,17673000000.0,,4929000000.0,,1072000000.0,,-328000000.0,908000000.0,5000000.0,,414000000.0,1761000000.0,,2579000000.0,21156000000.0,,206000000.0,3029000000.0,13000000.0,,,-31000000.0,,509000000.0,,18958000000.0,,,258000000.0,5383000000.0,6251000000.0,,20165000000.0,25548000000.0,790000000.0,,,590000000.0,896000000.0,,18655000000.0,-536000000.0,841000000.0,138412083.0,,174000000.0,848000000.0,,188857830.0,,188737601,18958000000.0,-328000000.0,2126000000.0,174000000.0,2126000000.0,6588000000.0,5383000000.0,,11467000000.0,740000000.0,,25548000000.0,,,311000000.0,414000000.0,,,,264000000.0,,6251000000.0,,11467000000.0,,,,2043000000.0,,1058000000.0,711000000.0,264000000.0,2043000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,,,,,,,,,,,,,,,,,,475100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34956,,,,,,,,,7901623837,,,,,,,,,,,7901623837,,475100000.0,,,,,,,,7901623837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182878764.0,,,,,182878764.0,,182878764,,,,,,,,,,,,,,,,,,,0.34956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,,,,,,,,,,,,,,,,,,475500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18059,,,,,,,,,1453857791,,,,,,,,,,,1453857791,,475500000.0,,,,,,,,1453857791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99848714.0,,,,,105900151.0,,184568835,,,,,,,,,,,,,,,,,,,0.18059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,,,,,,,,,,,,,,,,,,475800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34042,,,,,,,,,1303455894,,,,,,,,,,,1303455894,,475800000.0,,,,,,,,1303455894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173583715.0,,,,,179895850.0,,179895850,,,,,,,,,,,,,,,,,,,0.34042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,1.27,,299000000.0,,,2936000000.0,,,4953000000.0,,,,18765000000.0,-3000000.0,-925000000.0,1025000000.0,3005000000.0,,17849000000.0,,475800000.0,6493000000.0,,188000000.0,-1468000000.0,52000000.0,,606000000.0,25639000000.0,-7790000000.0,-136000000.0,,121000000.0,-475000000.0,299000000.0,509000000.0,870000000.0,,,,,,233000000.0,120000000.0,13000000.0,-7790000000.0,,,670000000.0,-492000000.0,,,,,793000000.0,,-1906234654,188000000.0,,,,38000000.0,,476600000.0,,,,1199765346,,,,,47000000.0,25639000000.0,,,1.27,-1837234654,,-210000000.0,169000000.0,17849000000.0,,4953000000.0,,1002000000.0,,59000000.0,533000000.0,24000000.0,,589000000.0,2143000000.0,,670000000.0,5249000000.0,,170000000.0,606000000.0,13000000.0,,,30000000.0,,299000000.0,,13598000000.0,,,473000000.0,1326000000.0,2225000000.0,,18765000000.0,20091000000.0,670000000.0,,,737000000.0,121000000.0,,2313000000.0,-517000000.0,870000000.0,151682342.0,,268000000.0,1210000000.0,,201323970.0,,181532113,13598000000.0,-318000000.0,648000000.0,268000000.0,648000000.0,6493000000.0,1326000000.0,,10879000000.0,793000000.0,,20091000000.0,,,169000000.0,589000000.0,,,,233000000.0,,2225000000.0,,10879000000.0,,47000000.0,,551000000.0,,105000000.0,603000000.0,233000000.0,551000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,,,,,,,,,,,,,,,,,,477000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39055,,,,,,,,,1244423199,,,,,,,,,,,1244423199,,477000000.0,,,,,,,,1244423199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200764818.0,,,,,200764818.0,,200764818,,,,,,,,,,,,,,,,,,,0.39055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,,,,,,,,,,,,,,,,,,478000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42153,,,,,,,,,1395666010,,,,,,,,,,,1395666010,,478000000.0,,,,,,,,1395666010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210637975.0,,,,,216699500.0,,216699500,,,,,,,,,,,,,,,,,,,0.42153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,,,,,,,,,,,,,,,,,,478900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36974,,,,,,,,,1285714286,,,,,,,,,,,1285714286,,478900000.0,,,,,,,,1285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174603175.0,,,,,188888889.0,,188888889,,,,,,,,,,,,,,,,,,,0.36974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
