,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyEbitda,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,quarterlyOperatingIncome,annualNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,annualCurrentDebt,annualCurrentAccruedExpenses,annualCapitalExpenditure,annualOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,annualDilutedEPS,quarterlyOtherNonCashItems,annualChangeInAccountPayable,trailingCostOfRevenue,annualChangesInAccountReceivables,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,annualDeferredIncomeTax,trailingFreeCashFlow,trailingBeginningCashPosition,quarterlyCurrentLiabilities,annualInterestExpense,quarterlyCurrentAssets,trailingChangesInAccountReceivables,quarterlyGrossPPE,quarterlyIncomeTaxPayable,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingOperatingExpense,quarterlyStockBasedCompensation,annualOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,annualDilutedAverageShares,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualChangeInWorkingCapital,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,annualTotalLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualBasicAverageShares,annualFreeCashFlow,annualCommonStockIssuance,annualNetIncome,annualRetainedEarnings,quarterlyChangeInInventory,quarterlyOperatingExpense,annualBeginningCashPosition,annualAccountsReceivable,quarterlyLongTermDebt,trailingChangeInAccountPayable,annualCostOfRevenue,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualCashDividendsPaid,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyRepaymentOfDebt,annualTaxProvision,annualTotalAssets,trailingTaxProvision,quarterlyOtherCurrentAssets,annualSellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalNonCurrentAssets,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyBasicEPS,quarterlyCommonStockIssuance,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,annualStockholdersEquity,quarterlyInterestExpense,trailingDepreciationAndAmortization,trailingStockBasedCompensation,trailingChangeInInventory,annualDepreciationAndAmortization,annualChangeInInventory,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyOtherIncomeExpense,quarterlyInventory,annualStockBasedCompensation,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualCapitalStock,annualOperatingCashFlow,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualOtherIntangibleAssets,trailingPretaxIncome,quarterlyBasicAverageShares,annualCashCashEquivalentsAndMarketableSecurities,annualInventory,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,annualCurrentLiabilities,annualGrossProfit,annualNetPPE,annualEbitda,quarterlyOtherCurrentLiabilities,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,annualGrossPPE,annualOtherCurrentLiabilities,annualBasicEPS,quarterlyChangesInAccountReceivables,annualGoodwill,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,annualChangeInCashSupplementalAsReported,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,annualRepaymentOfDebt,trailingChangeInWorkingCapital,annualTotalRevenue,quarterlyFreeCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingIncome,quarterlyCashAndCashEquivalents,annualAccountsPayable,trailingInvestingCashFlow,trailingTotalRevenue,trailingDeferredIncomeTax,annualPretaxIncome,quarterlySaleOfInvestment,annualInvestingCashFlow,annualEndCashPosition,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,trailingRepaymentOfDebt,annualOperatingIncome,quarterlyDilutedAverageShares,trailingCapitalExpenditure,quarterlyCapitalStock,annualNonCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,trailingSellingGeneralAndAdministration,trailingCashDividendsPaid,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,annualPurchaseOfInvestment,trailingOtherIncomeExpense,trailingBasicEPS,trailingCommonStockIssuance,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,quarterlyCurrentDeferredRevenue,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1475193600,,,61900000.0,,4046100000.0,31600000.0,,511300000.0,12200000.0,8900000.0,-49500000.0,7400000.0,,,,,2707500000.0,,1400000.0,,,,,0.12,,,,1252600000.0,,2002100000.0,,,,,-17500000.0,,-1800000.0,-123200000.0,,4200000.0,,,,,,,,820600000.0,3534800000.0,,675300000.0,0.0,,1005800000.0,214700000.0,,,,,,-29600000.0,479700000.0,,,1236500000.0,,,,108000000.0,,,12200000.0,12200000.0,-1600000.0,,,,0.0,,1454900000.0,,,,,-34800000.0,0.12,,,122700000.0,,12900000.0,,,,,,,,800000.0,952800000.0,,-700000.0,,59100000.0,,79900000.0,,,,-75200000.0,-2000000.0,,,99950484.0,,,,,,7300000.0,19500000.0,643900000.0,,,,,112600000.0,,,,,,-37300000.0,,3528100000.0,147700000.0,1526000000.0,,,,,,,-110000000.0,8900000.0,,8900000.0,,,,,,,,,,,,29500000.0,,-4000000.0,922900000.0,,10900000.0,,,,102841812.0,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,,51800000.0,,4051800000.0,51300000.0,,517200000.0,22900000.0,11700000.0,-112300000.0,-75600000.0,,,,,2779300000.0,,1900000.0,,,,,0.22,,,,1250700000.0,,2019700000.0,,,,,5400000.0,,-2200000.0,-9800000.0,,3900000.0,,,,,,,,853600000.0,3534600000.0,,687500000.0,0.0,,990100000.0,197600000.0,,,,,,-24800000.0,465900000.0,,,1299300000.0,,,,105500000.0,,,22900000.0,22900000.0,-1800000.0,,,,0.0,,1528600000.0,,,,5600000.0,-45100000.0,0.23,,,65400000.0,,13600000.0,,,,,,,,500000.0,985100000.0,,-1400000.0,,57600000.0,,81400000.0,,,,49700000.0,2800000.0,,,100112604.0,,,,,,15300000.0,38200000.0,699800000.0,,,,,2200000.0,,,,,,22200000.0,,3632900000.0,168300000.0,1613200000.0,,,,,,,4600000.0,11700000.0,,11700000.0,,,,,,,,,,,,30400000.0,,1700000.0,1039800000.0,,8900000.0,,,,102650384.0,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,,79600000.0,,4235000000.0,46700000.0,,521400000.0,20800000.0,7600000.0,-89000000.0,64900000.0,,,,,2865600000.0,,-700000.0,,,,,0.2,,,,1375100000.0,,2080500000.0,,,,,26200000.0,,600000.0,68400000.0,,4000000.0,,,,,,,,880700000.0,3713600000.0,,704100000.0,0.0,,1038000000.0,227900000.0,,,,,,-3300000.0,474700000.0,,,1257700000.0,,,474700000.0,105200000.0,,,20800000.0,20800000.0,-1500000.0,,,,0.0,,1490500000.0,,,,5700000.0,-26700000.0,0.21,0.0,,-42600000.0,,14000000.0,,,,,,,,200000.0,1000200000.0,,-600000.0,,55700000.0,,82800000.0,,,,127500000.0,-4100000.0,,,100277231.0,,,,,,12100000.0,32900000.0,721600000.0,,,,,214700000.0,,,,,,-38700000.0,,3746300000.0,184400000.0,1665800000.0,,,,,,,100800000.0,7600000.0,,7600000.0,,,,,,,,,,,,32700000.0,,2800000.0,920700000.0,,11700000.0,,,,102805722.0,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,96300000.0,8100000.0,81500000.0,,4428900000.0,81400000.0,-6000000.0,574900000.0,40400000.0,8100000.0,-81200000.0,-19900000.0,5800000.0,246000000.0,-140200000.0,1913800000.0,2878600000.0,0.93,800000.0,34600000.0,,-35700000.0,1495300000.0,0.39,6300000.0,,,1383300000.0,54900000.0,2084900000.0,,1286200000.0,,-545500000.0,66600000.0,,9700000.0,12600000.0,,5200000.0,58800000.0,,103036723.0,,2084900000.0,-52000000.0,,925500000.0,3854000000.0,96300000.0,718600000.0,0.0,2878600000.0,1028500000.0,246000000.0,100236486.0,61500000.0,4000000.0,96300000.0,66600000.0,-6100000.0,493500000.0,10900000.0,1028500000.0,1241900000.0,,14637000000.0,493500000.0,106400000.0,1241900000.0,,40400000.0,40400000.0,-1500000.0,61400000.0,3804100000.0,,0.0,1913800000.0,1495300000.0,1719200000.0,31300000.0,0.0,5800000.0,-33600000.0,0.4,0.0,-192900000.0,-18000000.0,925500000.0,14400000.0,,,,126100000.0,-63800000.0,,,100000.0,1013300000.0,17300000.0,-2300000.0,-545500000.0,58800000.0,,103000000.0,,1000000.0,201700000.0,99700000.0,500000.0,201100000.0,,100605626.0,8100000.0,1013300000.0,103000000.0,,,26700000.0,67100000.0,740700000.0,1383300000.0,2124800000.0,740700000.0,338700000.0,300000.0,106400000.0,1100000.0,1286200000.0,300000.0,0.96,18100000.0,718600000.0,3804100000.0,201100000.0,1719200000.0,-2800000.0,2400000.0,,0.0,,16761800000.0,66100000.0,8100000.0,,8100000.0,1125300000.0,,,,157700000.0,,-332000000.0,8100000.0,,127500000.0,,33500000.0,,2400000.0,1125300000.0,1600000.0,7600000.0,,,211000000.0,103695327.0,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,,82200000.0,,4364900000.0,50500000.0,,554700000.0,22600000.0,19800000.0,-79600000.0,-7600000.0,,,,,2933900000.0,,400000.0,,,,,0.22,,,,1375200000.0,,2132800000.0,,,,,89200000.0,,-2700000.0,-41800000.0,,3400000.0,,,,,,,,949400000.0,3810200000.0,,738700000.0,0.0,,1058600000.0,249400000.0,,,,,,-5000000.0,504200000.0,,,1308700000.0,,,,106500000.0,,,22600000.0,22600000.0,,,,,0.0,,1558700000.0,,,,5900000.0,-16500000.0,0.22,,,62400000.0,,14600000.0,,,,,,,,300000.0,1034000000.0,,-4200000.0,,58600000.0,,100400000.0,,,,16000000.0,-1200000.0,,,100900000.0,,,,,,13600000.0,36200000.0,737600000.0,,,,,205100000.0,,,,,,-20100000.0,,3883300000.0,215600000.0,1750500000.0,,,,,,,-500000.0,6900000.0,,6900000.0,,,,,,,,,,,,31400000.0,,2400000.0,908700000.0,,21000000.0,,,,103900000.0,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,,81500000.0,,4311100000.0,49100000.0,,567600000.0,78000000.0,23000000.0,-21800000.0,-21800000.0,,,,,2867100000.0,,9300000.0,,,,,0.75,,,,1280100000.0,,2140000000.0,,,,,167200000.0,,-35100000.0,-83600000.0,,11100000.0,,,,,,,,1015500000.0,3743500000.0,,740100000.0,0.0,,1034900000.0,204800000.0,,,,,,-9300000.0,518500000.0,,,1358700000.0,,,518500000.0,114900000.0,,,78000000.0,78000000.0,,,,,0.0,,1587000000.0,,,,0.0,-22000000.0,0.77,,,8400000.0,,15100000.0,,,,,,,,100000.0,1043400000.0,,-35400000.0,,60800000.0,,66000000.0,,,,16600000.0,3200000.0,,,101400000.0,,,,,,-43900000.0,34100000.0,734900000.0,,,,,181400000.0,,,,,,18900000.0,,3882600000.0,206800000.0,1742600000.0,,,,,,,-5400000.0,10100000.0,,10100000.0,,,,,,,,,,,,32300000.0,,4400000.0,886900000.0,,19800000.0,,,,104500000.0,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,,92100000.0,,4349200000.0,60100000.0,,558700000.0,33700000.0,20500000.0,-42100000.0,135900000.0,,,,,2871100000.0,,2100000.0,,,,,0.32,,,,1447100000.0,,2183600000.0,,,,,200900000.0,,-600000.0,121600000.0,,3500000.0,,,,,,,,1061400000.0,3790500000.0,,740400000.0,,,1070300000.0,223700000.0,,,,,,-9900000.0,498600000.0,,,1199100000.0,,,,111400000.0,,,33700000.0,33700000.0,-43500000.0,,,,,,1424000000.0,,,,,-34700000.0,0.33,,,-157400000.0,,15200000.0,,,,,,,,-100000.0,1054400000.0,,2500000.0,,61700000.0,,66300000.0,,,,197000000.0,-2500000.0,,,102700000.0,,,,,,11100000.0,44800000.0,744300000.0,,,,,193300000.0,,,,,,-37500000.0,,3932500000.0,202500000.0,1748900000.0,,,,,,,162300000.0,7500000.0,,7500000.0,,,,,,,,,,,,32100000.0,,7000000.0,1022500000.0,,23000000.0,,,,104500000.0,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,198700000.0,7500000.0,94000000.0,,4594700000.0,93800000.0,-47300000.0,611800000.0,64400000.0,17800000.0,-65900000.0,-49400000.0,,227800000.0,-140100000.0,2039300000.0,2865600000.0,1.9,1300000.0,99700000.0,,-33900000.0,1395600000.0,0.61,1400000.0,,,1470000000.0,60400000.0,2203500000.0,,1414800000.0,,-619300000.0,264800000.0,,39800000.0,-6000000.0,,3600000.0,67600000.0,,104600000.0,,2203500000.0,-9800000.0,,1135300000.0,3982900000.0,198700000.0,740500000.0,,2865600000.0,1065600000.0,227800000.0,102000000.0,226900000.0,,198700000.0,264800000.0,2400000.0,518000000.0,21000000.0,1065600000.0,1123000000.0,,15327100000.0,,113500000.0,1123000000.0,,64400000.0,64400000.0,-85100000.0,-5100000.0,4000900000.0,,,,1395600000.0,1797400000.0,48000000.0,,,-66900000.0,0.62,,,-74200000.0,1135300000.0,15500000.0,,,,130100000.0,-21800000.0,,,200000.0,1051900000.0,21600000.0,-1400000.0,-619300000.0,67600000.0,,106300000.0,,1000000.0,367000000.0,137400000.0,-2700000.0,193800000.0,,103100000.0,7500000.0,1051900000.0,106300000.0,,,14100000.0,78500000.0,795500000.0,1470000000.0,2292800000.0,795500000.0,384100000.0,260800000.0,113500000.0,1800000.0,1414800000.0,260800000.0,1.95,4800000.0,740500000.0,4000900000.0,193800000.0,1797400000.0,-3200000.0,8300000.0,,-125800000.0,,17619900000.0,70500000.0,7500000.0,,7500000.0,1233800000.0,,,,193600000.0,,-209400000.0,17800000.0,,-160800000.0,,34300000.0,,8300000.0,1233800000.0,500000.0,20500000.0,,,253500000.0,104900000.0,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,86300000.0,,4539700000.0,50600000.0,,593600000.0,28200000.0,19100000.0,-56300000.0,66400000.0,,,,,2921600000.0,,600000.0,,,,,0.27,,,,1474700000.0,,2263100000.0,,,,,292100000.0,,-2900000.0,-36500000.0,,3800000.0,,,,,,,,1165300000.0,3946100000.0,,746600000.0,,,1068800000.0,238400000.0,,,,,,-54000000.0,543000000.0,,,1159800000.0,,,,119400000.0,,,28200000.0,28200000.0,-5800000.0,,,,,,1446900000.0,,,,,-25000000.0,0.27,,,25300000.0,,15600000.0,,,,,,,,200000.0,1115500000.0,,-8000000.0,,70000000.0,,103500000.0,,,,32300000.0,1300000.0,,,103500000.0,,,,,,7000000.0,35200000.0,809400000.0,,,,,184400000.0,,,,,,1700000.0,,4086900000.0,197800000.0,1823800000.0,,,,,,,7300000.0,8600000.0,,8600000.0,,,,,,,,,,,,35500000.0,,9500000.0,1042300000.0,,17800000.0,,,,105100000.0,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,,109400000.0,,4615700000.0,73000000.0,,614600000.0,43100000.0,18100000.0,-60100000.0,-103800000.0,,,,,2961400000.0,,700000.0,,,,,0.41,,,,1458200000.0,,2293500000.0,,,,,335200000.0,,-1800000.0,-51300000.0,,4200000.0,,,,,,,,1205100000.0,4001100000.0,,747400000.0,,,1093200000.0,222600000.0,,,,,,-19800000.0,541600000.0,,,1188400000.0,,,,117900000.0,,,43100000.0,43100000.0,-4400000.0,,,,,,1503200000.0,,,,,-35100000.0,0.41,,,21400000.0,,16000000.0,,,,,,,,-700000.0,1140900000.0,,-1200000.0,,59000000.0,,100700000.0,,,,37700000.0,-1000000.0,,,103900000.0,,,,,,13200000.0,56300000.0,855600000.0,,,,,281500000.0,,,,,,-26000000.0,,4166500000.0,211000000.0,1873000000.0,,,,,,,2600000.0,7500000.0,,7500000.0,,,,,,,,,,,,37100000.0,,5700000.0,940600000.0,,19100000.0,,,,104900000.0,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,,99900000.0,,4689000000.0,59200000.0,,604700000.0,32300000.0,18400000.0,-33400000.0,104800000.0,,,,,2988600000.0,,1900000.0,,,,,0.31,,,,1598800000.0,,2325200000.0,,,,,367500000.0,-4700000.0,7200000.0,102400000.0,,3800000.0,,,,,,,,1234200000.0,4084300000.0,,747500000.0,,,1128500000.0,260900000.0,,,,,,12500000.0,545500000.0,,,1042100000.0,,,,114700000.0,,,32300000.0,32300000.0,-85800000.0,,,,,,1389800000.0,,,,,-33000000.0,0.31,,,-156800000.0,,16500000.0,,,,,,,,1000000.0,1128300000.0,,-1800000.0,,54500000.0,,107100000.0,,,,190500000.0,300000.0,,,103800000.0,,,,,,11400000.0,43700000.0,895900000.0,,,,,276000000.0,,,,,,-39300000.0,,4222800000.0,199700000.0,1897600000.0,,,,,,,157500000.0,7700000.0,,7700000.0,,,,,,,,,,,,39700000.0,,3300000.0,1045000000.0,,18100000.0,,,,105100000.0,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,166800000.0,14700000.0,143100000.0,,5899100000.0,100500000.0,-16800000.0,700100000.0,63200000.0,25400000.0,-199600000.0,-55900000.0,,343300000.0,-139100000.0,2229700000.0,3355300000.0,1.59,13100000.0,26700000.0,,-50200000.0,1656000000.0,0.6,11600000.0,,,1699300000.0,65400000.0,2670600000.0,,1658800000.0,,-708300000.0,430700000.0,0.0,9100000.0,-62100000.0,,3900000.0,72300000.0,-9300000.0,105200000.0,,2670600000.0,-47500000.0,,1298200000.0,5199000000.0,166800000.0,765800000.0,300000.0,3355300000.0,1227300000.0,343300000.0,103800000.0,178300000.0,,166800000.0,430700000.0,-37100000.0,599600000.0,17800000.0,1227300000.0,1202900000.0,,17230500000.0,,216200000.0,1202900000.0,,63200000.0,63200000.0,-3900000.0,51500000.0,4653500000.0,,,,1656000000.0,1982900000.0,43100000.0,,,-46000000.0,0.61,,,149700000.0,1298200000.0,17300000.0,,,,155000000.0,-98400000.0,,,-100000.0,1356900000.0,15700000.0,-7000000.0,-708300000.0,72300000.0,,108000000.0,,1000000.0,317400000.0,56900000.0,7000000.0,194300000.0,,103800000.0,14700000.0,1356900000.0,108000000.0,,,19900000.0,83100000.0,950500000.0,1699300000.0,2513000000.0,950500000.0,438700000.0,206900000.0,216200000.0,1300000.0,1658800000.0,206900000.0,1.61,13400000.0,765800000.0,4653500000.0,194300000.0,1982900000.0,7600000.0,-200000.0,,-13200000.0,,19743500000.0,10900000.0,14700000.0,,14700000.0,1337700000.0,,,,218300000.0,,-349400000.0,25400000.0,,39600000.0,,42700000.0,,-200000.0,1337700000.0,400000.0,18400000.0,,,283300000.0,105400000.0,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,,,106200000.0,-17100000.0,6243000000.0,63500000.0,,711400000.0,36100000.0,1087400000.0,-22500000.0,57400000.0,,,,,4829900000.0,,4400000.0,,18816000000.0,,,0.34,,232400000.0,19100000.0,1823000000.0,,3769700000.0,-55600000.0,1376300000.0,,,466800000.0,,-5600000.0,-1900000.0,2334600000.0,4400000.0,,,,174700000.0,,,174700000.0,1333100000.0,5531600000.0,,765800000.0,,,1226900000.0,344100000.0,,,,,,-54300000.0,647900000.0,,,2212100000.0,71600000.0,,,214800000.0,,,36100000.0,36100000.0,-5000000.0,,,54600000.0,,,3006900000.0,,,,,-22800000.0,0.35,,,1000300000.0,,17300000.0,162200000.0,16300000.0,-98700000.0,,,,,,1411200000.0,,-7100000.0,,71600000.0,7800000.0,102000000.0,369300000.0,,,84200000.0,1062000000.0,,229300000.0,104000000.0,,,,174700000.0,,10100000.0,46200000.0,1376300000.0,,,,,187900000.0,,,,,,-3700000.0,,6163000000.0,179600000.0,2393300000.0,,,2630800000.0,,-12900000.0,,61400000.0,16000000.0,296200000.0,16000000.0,,-315600000.0,21446800000.0,8900000.0,,,,,67100000.0,,1087400000.0,42700000.0,1014600000.0,-1300000.0,1188700000.0,,25400000.0,1068300000.0,-17800000.0,,105600000.0,-136900000.0,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
