,annualOtherIncomeExpense,annualNetPPE,quarterlyOperatingExpense,trailingGrossProfit,annualTotalNonCurrentAssets,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualGrossProfit,quarterlyBeginningCashPosition,quarterlyBasicEPS,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,trailingChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualPurchaseOfBusiness,trailingOtherIncomeExpense,trailingOperatingExpense,annualDeferredIncomeTax,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,quarterlySaleOfInvestment,annualInvestingCashFlow,annualOperatingExpense,trailingCapitalExpenditure,quarterlyGrossPPE,annualAccumulatedDepreciation,annualPurchaseOfInvestment,trailingInvestingCashFlow,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,trailingPurchaseOfBusiness,trailingBeginningCashPosition,trailingNetIncomeContinuousOperations,trailingCashDividendsPaid,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingInterestExpense,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualChangesInAccountReceivables,quarterlyEbitda,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInCashSupplementalAsReported,annualInterestExpense,trailingChangeInWorkingCapital,annualRepaymentOfDebt,trailingChangesInAccountReceivables,annualBasicEPS,annualGoodwill,annualCapitalStock,quarterlyDilutedAverageShares,quarterlyCashDividendsPaid,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,annualOperatingIncome,quarterlyCurrentAssets,annualTotalRevenue,annualOtherShortTermInvestments,trailingChangeInAccountPayable,quarterlyDepreciationAndAmortization,annualDilutedAverageShares,quarterlyOtherNonCashItems,annualAccountsPayable,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualOtherCurrentAssets,annualTaxProvision,quarterlyRetainedEarnings,trailingCostOfRevenue,trailingTotalRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingEndCashPosition,trailingTaxProvision,annualNetOtherInvestingChanges,quarterlyDilutedEPS,annualCashAndCashEquivalents,annualPretaxIncome,annualDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualCurrentDeferredRevenue,annualCostOfRevenue,quarterlyTotalAssets,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyTotalNonCurrentAssets,annualNetIncome,annualCurrentDebt,annualCashDividendsPaid,annualBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualRepurchaseOfCapitalStock,trailingPretaxIncome,annualCurrentAssets,annualOtherNonCashItems,quarterlyBasicAverageShares,annualTotalAssets,annualLongTermDebt,annualStockholdersEquity,quarterlyOtherCurrentAssets,annualCurrentLiabilities,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyLongTermDebt,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualSaleOfInvestment,quarterlyOtherIncomeExpense,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,annualIncomeTaxPayable,annualInventory,annualStockBasedCompensation,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyInventory,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
1072828800,-648800000.0,657100000.0,1445600000.0,,4884800000.0,3352600000.0,2005700000.0,,2005700000.0,502000000.0,2005700000.0,5863400000.0,695500000.0,,,,505700000.0,415500000.0,481100000.0,217700000.0,,123500000.0,657100000.0,,,282600000.0,-65400000.0,,703500000.0,1649000000.0,44400000.0,,-991900000.0,0.0,530600000.0,,933000000.0,742400000.0,3352600000.0,,,,71500000.0,-159600000.0,,129200000.0,84500000.0,5635600000.0,,1649000000.0,-991900000.0,-115500000.0,,653500000.0,,,1310200000.0,,,,,183800000.0,0.0,,,,-279700000.0,177700000.0,445300000.0,5240400000.0,,257500000.0,0.0,,-27000000.0,731200000.0,,1072700000.0,172800000.0,,,,-1.17,,415500000.0,,-13900000.0,,-279700000.0,6624500000.0,227800000.0,7349700000.0,5863400000.0,,,73700000.0,385500000.0,,5240400000.0,,1401300000.0,2934100000.0,2005700000.0,9558600000.0,219900000.0,280600000.0,254000000.0,406300000.0,,,2934100000.0,-66200000.0,1629400000.0,-552900000.0,,,376700000.0,,2005700000.0,-269000000.0,-1.17,9558600000.0,588100000.0,,,12234500000.0,342400000.0,-102500000.0,,4884800000.0,-451700000.0,282600000.0,-26400000.0,385500000.0,-102500000.0,-102500000.0,530600000.0,742400000.0,5337400000.0,-28600000.0,,7349700000.0,,,12234500000.0,2191700000.0,2605900000.0,280600000.0,6624500000.0,,-451700000.0,,277900000.0,393100000.0,4593900000.0,1101500000.0,,,1101500000.0,2605900000.0,406300000.0,,4593900000.0,,2191700000.0,1629400000.0,,180700000.0,-66100000.0,734300000.0,2005700000.0,8200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,,1405500000.0,,,,,,1395300000.0,,1395300000.0,,2005700000.0,-0.05,,,,415500000.0,,-26800000.0,,-41900000.0,656300000.0,,,98200000.0,-37800000.0,,-189800000.0,,39100000.0,,-950400000.0,1400000.0,512400000.0,,,,3387400000.0,,,,,,,16900000.0,,,,1606700000.0,,,,-347100000.0,,-2300000.0,-610400000.0,,,,,-10400000.0,0.0,,,,-288500000.0,-51800000.0,-351500000.0,5050400000.0,,50700000.0,,,,,,,,,,,,,,413300000.0,-4800000.0,,,6138900000.0,,6747200000.0,,,,61100000.0,,,,,1405500000.0,,,,,,,384600000.0,,,2930000000.0,-22000000.0,1395100000.0,,,,,-0.05,,,,9068900000.0,-384900000.0,,,11700500000.0,,-21700000.0,,4953300000.0,,,,,-16900000.0,-16900000.0,,739400000.0,,,,,,413300000.0,,,,0.0,,,,,,0.0,4584300000.0,990300000.0,,,,2567100000.0,,,,,2190600000.0,1395100000.0,,,-1500000.0,,1395300000.0,-64800000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,,1483600000.0,,,,,,1434300000.0,,1434300000.0,,1395300000.0,-0.03,,,,415900000.0,,33400000.0,,32800000.0,643000000.0,,,34800000.0,-39700000.0,,-75500000.0,,38400000.0,,-948100000.0,-8500000.0,514000000.0,,,,3467800000.0,,,,,,,36900000.0,,,,1591100000.0,,,,230300000.0,,,39000000.0,,,,,60500000.0,0.0,,,,-342800000.0,-8100000.0,178200000.0,5724400000.0,,118500000.0,,,,,,,,,,,,,,414600000.0,-5000000.0,,,6597700000.0,,7127300000.0,,,,58000000.0,,,,,1400600000.0,,,,,,,374200000.0,,,2939800000.0,-23700000.0,1544100000.0,,,,,-0.03,,,,9537500000.0,190600000.0,,,12156200000.0,,-10400000.0,,5028900000.0,,,,,-5400000.0,-5400000.0,,750500000.0,,,,,,414600000.0,,,,330900000.0,,,,,,0.0,4937700000.0,838500000.0,,,,2562400000.0,,,,,2189300000.0,1544100000.0,,,-81900000.0,,1434300000.0,-112000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,,1928000000.0,,,,,,1438500000.0,,1438500000.0,,1434300000.0,-1.4,,,,416000000.0,,98600000.0,,-483400000.0,646300000.0,,,74500000.0,-41800000.0,,29600000.0,,39800000.0,,-964800000.0,11600000.0,456800000.0,,,,3036300000.0,,,,,,,25900000.0,,,,1611100000.0,,,,-9500000.0,,,4200000.0,,,,,-419200000.0,0.0,,,,-322000000.0,81700000.0,-50600000.0,5247300000.0,,-364800000.0,,,,600000.0,,,,,,,,,,415400000.0,-22300000.0,,,6171200000.0,,6737200000.0,,,,54400000.0,,,,,1444300000.0,,,,,,,-209200000.0,,,2973900000.0,-10000000.0,1508800000.0,,,,,-1.4,,,,9145100000.0,-51300000.0,,,11202300000.0,,-583400000.0,,4465100000.0,,,,,-584900000.0,-578400000.0,,785000000.0,,,,,,415400000.0,,,,315200000.0,,,,,,10000000.0,4578700000.0,849400000.0,,,,2001800000.0,,,,,2188900000.0,1508800000.0,,,-517000000.0,,1438500000.0,-24100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,-543600000.0,722900000.0,1664600000.0,,4635600000.0,3179200000.0,1970400000.0,,1970400000.0,455500000.0,1550400000.0,6387000000.0,1438500000.0,,,,207300000.0,416200000.0,-250200000.0,157000000.0,,225500000.0,722900000.0,,,325900000.0,-74700000.0,,-14500000.0,1721000000.0,54700000.0,,-998100000.0,-3200000.0,459300000.0,,1871900000.0,999600000.0,3179200000.0,,,,128200000.0,-194000000.0,,1111700000.0,-544600000.0,6419100000.0,,1721000000.0,-998100000.0,-1407000000.0,,581800000.0,,,245700000.0,,,,,274400000.0,0.0,,,,-314600000.0,106400000.0,418300000.0,6128700000.0,,340300000.0,0.0,,1300000.0,24100000.0,420000000.0,-321500000.0,172000000.0,,,,-1.34,,416200000.0,,-11300000.0,,-314600000.0,7563200000.0,-32100000.0,7636700000.0,6387000000.0,420000000.0,,65900000.0,415300000.0,,6128700000.0,,1801100000.0,2935600000.0,1550400000.0,10498800000.0,194400000.0,345200000.0,262200000.0,-578200000.0,,,2935600000.0,-1351300000.0,1939000000.0,-544900000.0,,,0.0,,1550400000.0,-267000000.0,-1.34,10498800000.0,507100000.0,,,12272300000.0,261500000.0,57300000.0,,4635600000.0,-538400000.0,325900000.0,-43400000.0,415300000.0,62300000.0,62300000.0,459300000.0,999600000.0,5983300000.0,,,7636700000.0,,,12272300000.0,1936000000.0,1718300000.0,345200000.0,7563200000.0,,-558200000.0,,239400000.0,-10000000.0,4907500000.0,1108600000.0,,,1108600000.0,1718300000.0,-578200000.0,,4907500000.0,,1936000000.0,1939000000.0,,1191400000.0,125000000.0,25600000.0,1550400000.0,-343700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,,1501600000.0,,,,,,1545800000.0,,1544600000.0,,1550400000.0,-0.35,,,,416300000.0,,-39100000.0,,-182200000.0,703300000.0,,,337200000.0,-32600000.0,,-4700000.0,,47200000.0,,-1004800000.0,-5700000.0,468500000.0,,,,3177700000.0,,,,,,,689600000.0,,,,1708100000.0,,,,-340000000.0,,,-5800000.0,,,,,-171300000.0,0.0,,,,-325000000.0,-31800000.0,-189600000.0,5813500000.0,,-116900000.0,,,,300000.0,1200000.0,,,,,,,,,423800000.0,-9700000.0,,,7155100000.0,,7076900000.0,,,,54400000.0,,,,,1501600000.0,,,,,,,-722000000.0,,,2917500000.0,-283500000.0,1330300000.0,,,,,-0.351109,,,,10072600000.0,-372600000.0,,,11691300000.0,,-148800000.0,,4614400000.0,,,,,-143800000.0,-143800000.0,,993600000.0,,,,,,423800000.0,,,,395300000.0,,,,,,0.0,4664000000.0,1004400000.0,,,,1567800000.0,,,,,1923900000.0,1330300000.0,,,21900000.0,,1544600000.0,358700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,,1493300000.0,,,,,,1583300000.0,,1582000000.0,,1544600000.0,0.02,,,,416400000.0,,83800000.0,,99600000.0,682500000.0,,,332600000.0,-32900000.0,,-19900000.0,,42700000.0,,-1004700000.0,-1000000.0,460200000.0,,,,3180800000.0,,,,,,,458900000.0,,,,1687200000.0,,,,99200000.0,,,37400000.0,,,,,122900000.0,0.0,,,,-353500000.0,55700000.0,-46300000.0,6198900000.0,,172500000.0,,,,13400000.0,1300000.0,,,,,,,,,429600000.0,-11200000.0,,,7403100000.0,,7360800000.0,,,,49600000.0,,,,,1493300000.0,,,,,,,-707600000.0,,,2913500000.0,-423700000.0,1616200000.0,,,,,0.02,,,,10316600000.0,66300000.0,,,11929700000.0,,9400000.0,,4568900000.0,,,,,14400000.0,14400000.0,,980000000.0,,,,,,424800000.0,,,,445400000.0,,,,,,0.0,4920700000.0,871600000.0,,,,1567600000.0,,,,,1933500000.0,1616200000.0,,,5200000.0,,1582000000.0,-30500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,,1539900000.0,,,,,,1348700000.0,,1346700000.0,,1582000000.0,-0.24,,,,373700000.0,,-29900000.0,,-124200000.0,673700000.0,,,66700000.0,-33700000.0,,-56900000.0,,47200000.0,,-1023300000.0,-29600000.0,485600000.0,,,,3166000000.0,,,,,,,-395300000.0,,,,1697000000.0,,,,-124300000.0,,,-235300000.0,,,,,-97700000.0,0.0,,,,1938100000.0,-53100000.0,-54900000.0,5656500000.0,,-42100000.0,,,,-13500000.0,2000000.0,,,,,,,,,425300000.0,5900000.0,,,6551200000.0,,6664700000.0,,,,55600000.0,,,,,1539200000.0,,,,,,,-819100000.0,,,2767700000.0,401600000.0,1442200000.0,,,,,-0.24,,,,9318900000.0,-158000000.0,,,11285500000.0,,-101500000.0,,4620800000.0,,,,,-96500000.0,-96500000.0,,583700000.0,,,,,,425300000.0,,,,430800000.0,,,,,,0.0,4469200000.0,828000000.0,,,,1492700000.0,,,,,2184000000.0,1442200000.0,,,600000.0,,1346700000.0,-55400000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,-58500000.0,650000000.0,1851000000.0,,4447800000.0,3030900000.0,2191500000.0,,2191500000.0,-20200000.0,2075900000.0,6274300000.0,1346700000.0,,,,108700000.0,941700000.0,410100000.0,67100000.0,,20200000.0,650000000.0,,,56800000.0,-41500000.0,,491600000.0,1600900000.0,44800000.0,,-950900000.0,18400000.0,469600000.0,,1550400000.0,911100000.0,3030900000.0,,,,44600000.0,-140700000.0,,7700000.0,166400000.0,6385800000.0,,1600900000.0,-950900000.0,-423900000.0,,344900000.0,,,729200000.0,,,,,34600000.0,0.0,,,,-365400000.0,73800000.0,157400000.0,4245400000.0,,95200000.0,0.0,,-17900000.0,511000000.0,115600000.0,525500000.0,181900000.0,,,,-0.68,,941700000.0,,-27600000.0,,-365400000.0,6856500000.0,-111500000.0,7497400000.0,6274300000.0,115600000.0,,60600000.0,424800000.0,,4245400000.0,,1753100000.0,3094100000.0,2075900000.0,9950600000.0,-133400000.0,917600000.0,81900000.0,-841100000.0,,,3094100000.0,-118300000.0,1885600000.0,-271900000.0,,,0.0,,2075900000.0,-186600000.0,-0.68,9950600000.0,303400000.0,,,11945200000.0,-160900000.0,-48300000.0,,4447800000.0,-262900000.0,56800000.0,-42600000.0,424800000.0,-46000000.0,-37000000.0,469600000.0,911100000.0,6287200000.0,,,7497400000.0,,,11945200000.0,2183000000.0,1945300000.0,917600000.0,6856500000.0,,-289200000.0,,220200000.0,0.0,4015700000.0,2554300000.0,,,2554300000.0,1945300000.0,-841100000.0,,4015700000.0,,2183000000.0,1885600000.0,,760900000.0,-86200000.0,511200000.0,2075900000.0,-106400000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,,1486400000.0,,,,,,1627000000.0,,1207000000.0,,2075900000.0,-0.43,,,,,,-8800000.0,,-179200000.0,625600000.0,,,49300000.0,-18700000.0,,-27200000.0,,46100000.0,,-973400000.0,-7000000.0,474200000.0,,,,,,,,,,,83900000.0,,,,1599000000.0,,,,-528100000.0,,,-868900000.0,,,,,-159400000.0,0.0,,,,1790600000.0,-32400000.0,-385000000.0,3794400000.0,,-104000000.0,,,,,420000000.0,,,,,,,,,426000000.0,-11200000.0,,,6051200000.0,,6557900000.0,,,,55400000.0,,,,,1486400000.0,,,,,,,,,,3150600000.0,-386400000.0,1327000000.0,,,,,-0.43,,,,9201800000.0,-546800000.0,,,10992400000.0,,-182100000.0,,4434500000.0,,,,,-170200000.0,-170200000.0,,967500000.0,,,,,,426000000.0,,,,0.0,,,,3034800000.0,,900000.0,3581900000.0,2207500000.0,,,,1790600000.0,,,,,2183100000.0,1327000000.0,,,400000.0,,1207000000.0,-322000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,,1456000000.0,,,,,,1578300000.0,,1135600000.0,,1207000000.0,0.11,,,,,,1800000.0,,75600000.0,611700000.0,,,55600000.0,-21800000.0,,-81700000.0,,52000000.0,,-1006000000.0,-78300000.0,514500000.0,,,,,,,,,,,345700000.0,,,,1617700000.0,,,,16700000.0,,,-71400000.0,,,,,76900000.0,0.0,,,,1883500000.0,-36400000.0,-70800000.0,3933700000.0,,139600000.0,,,,,442700000.0,,,,,,,,,494300000.0,-11900000.0,,,6223100000.0,,6753200000.0,,,,62700000.0,,,,,1456000000.0,,,,,,,,,,3207500000.0,-327700000.0,1532900000.0,,,,,0.11,,,,9430600000.0,-5100000.0,,,11314100000.0,,57000000.0,,4560900000.0,,,,,68900000.0,68900000.0,,1023800000.0,,,,,,426600000.0,,,,0.0,,,,3063600000.0,,-900000.0,4773100000.0,2233800000.0,,,,1883500000.0,,,,,2183700000.0,1532900000.0,,,25600000.0,,1135600000.0,-8700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,,1426500000.0,,,,,,1469100000.0,,1263500000.0,,1135600000.0,-0.01,,,,,,8400000.0,,11600000.0,608000000.0,,,63700000.0,-29300000.0,,-6500000.0,,57000000.0,,-1019700000.0,-6800000.0,505300000.0,,,,,,,,,,,403100000.0,,,,1627700000.0,,,,-69500000.0,,,127900000.0,,,,,27300000.0,0.0,,,,1872000000.0,-13100000.0,-125000000.0,3560300000.0,,95500000.0,,,,,205600000.0,,,,,,,,,427200000.0,-12000000.0,,,5870900000.0,,6346900000.0,,,,68200000.0,,2700000.0,,,1426500000.0,,,,,,,,,,3150600000.0,-161200000.0,1453800000.0,,,,,-0.014279,,,,9021500000.0,-98800000.0,,,10931500000.0,,-6100000.0,,4584600000.0,,,,,800000.0,5800000.0,,966800000.0,,,,,,427200000.0,,,,0.0,,,,3081900000.0,,0.0,4499300000.0,2246900000.0,,,,1872000000.0,,,,,2183800000.0,1453800000.0,,,17600000.0,,1263500000.0,210000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,-60300000.0,624000000.0,1695800000.0,,4655300000.0,,1957100000.0,,1957100000.0,9000000.0,1955700000.0,6190800000.0,1263500000.0,,,,392900000.0,570600000.0,-129700000.0,17300000.0,,87000000.0,624000000.0,,,82900000.0,-58000000.0,,-14300000.0,1641000000.0,63600000.0,,-1017000000.0,-12100000.0,487000000.0,,2075900000.0,965400000.0,,,,,-57900000.0,-127800000.0,,212900000.0,11600000.0,6058400000.0,,1641000000.0,-1017000000.0,-875500000.0,,589900000.0,,,692200000.0,,,,,181300000.0,0.0,,,,-303000000.0,24000000.0,327100000.0,4124100000.0,,255500000.0,0.0,,-104200000.0,,1400000.0,-120200000.0,218700000.0,,,,-0.19,3067800000.0,570600000.0,,-11900000.0,,-303000000.0,6663000000.0,132400000.0,7208800000.0,6190800000.0,1400000.0,,74200000.0,428100000.0,100500000.0,4124100000.0,,1660500000.0,3214000000.0,1955700000.0,9877000000.0,-253700000.0,0.0,18700000.0,-899200000.0,,,3214000000.0,-200000.0,1877100000.0,-36700000.0,,,0.0,,1955700000.0,-5000000.0,-0.19,9877000000.0,531900000.0,,,11864100000.0,-118800000.0,51900000.0,,4655300000.0,-31700000.0,82900000.0,-47000000.0,428100000.0,63800000.0,63800000.0,487000000.0,965400000.0,6023100000.0,,,7208800000.0,109500000.0,,11864100000.0,2248600000.0,1940600000.0,0.0,6663000000.0,,-79300000.0,3067800000.0,260500000.0,0.0,4956300000.0,2456000000.0,,,2456000000.0,1940600000.0,-899200000.0,,4956300000.0,,2248600000.0,1877100000.0,,1045600000.0,-97600000.0,900000.0,1955700000.0,132300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,,1483900000.0,,,,,,1518400000.0,,1466900000.0,,1955700000.0,-0.29,,,,,,-25700000.0,,-152200000.0,605600000.0,,,464200000.0,-28000000.0,,-30700000.0,,55000000.0,,-1032600000.0,-4600000.0,476100000.0,,,,,,,,,,,251500000.0,,,,1638200000.0,,,,-382500000.0,,,-488800000.0,,,,,-124800000.0,0.0,,,,1829000000.0,-48500000.0,-288400000.0,3801000000.0,,-54400000.0,,,,1400000.0,51500000.0,,,,,,,,,456000000.0,-6900000.0,,,6393100000.0,,6413600000.0,,,,70400000.0,,3800000.0,,,1483900000.0,,,,,,,,,,2830900000.0,-298000000.0,1359100000.0,,,,,-0.29,,,,9224000000.0,-410500000.0,,,11094600000.0,,-132800000.0,,4681000000.0,,,,,-125900000.0,-125900000.0,,984800000.0,,,,,,456000000.0,,,,0.0,,,,3077100000.0,,0.0,4577900000.0,2127900000.0,,,,1829000000.0,,,,,1846100000.0,1359100000.0,,,-700000.0,,1466900000.0,-84100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,,1512300000.0,,,,,,1480700000.0,,1220500000.0,,1466900000.0,0.27,,,,,,-11400000.0,,124800000.0,618800000.0,,,490300000.0,-38500000.0,,14200000.0,,56900000.0,,-1072000000.0,-5200000.0,467200000.0,,,,,,,,,,,88800000.0,,,,1690800000.0,,,,43800000.0,,,-246400000.0,,,,,140400000.0,0.0,,,,1995800000.0,-17200000.0,-135600000.0,4010400000.0,,202200000.0,,,,,260200000.0,,,,,,,,,541300000.0,-6900000.0,,,6721500000.0,,6805000000.0,,,,61800000.0,,1400000.0,,,1512300000.0,,,,,,,,,,2848800000.0,-293400000.0,1652700000.0,,,,,0.24,,,,9570300000.0,5300000.0,,,11566100000.0,,130100000.0,,4761100000.0,,,,,137000000.0,137000000.0,,1005800000.0,,,,,,457300000.0,,,,339600000.0,,,,3140600000.0,,3700000.0,4984700000.0,2220800000.0,,,,1995800000.0,,,,,1843000000.0,1652700000.0,,,16400000.0,,1220500000.0,-305000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,,1503600000.0,,,,,,1533900000.0,,1430100000.0,,1220500000.0,-0.06,,,,,,35800000.0,,16400000.0,615600000.0,,,475400000.0,-29900000.0,,-26400000.0,,60100000.0,,-1106700000.0,-3100000.0,475400000.0,,,,,,,,,,,281800000.0,,,,1722300000.0,,,,118900000.0,,,209600000.0,,,,,56300000.0,0.0,,,,2054300000.0,29000000.0,25800000.0,3866600000.0,,130400000.0,,,,,103800000.0,,,,,,,,,458600000.0,-6900000.0,,,6773800000.0,,6870000000.0,,,,74100000.0,,1900000.0,,,1503600000.0,,,,,,,,,,2837600000.0,-141100000.0,1559900000.0,,,,,-0.06,,,,9611400000.0,89000000.0,,,11665700000.0,,-28800000.0,,4795700000.0,,,,,-21900000.0,-21900000.0,,996400000.0,,,,,,458600000.0,,,,331200000.0,,,,3196000000.0,,600000.0,5004900000.0,2431800000.0,,,,2054300000.0,,,,,1841200000.0,1559900000.0,,,-8800000.0,,1430100000.0,92700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,-9900000.0,620000000.0,1667500000.0,,4772300000.0,,2037400000.0,,2037400000.0,298100000.0,2014900000.0,6554200000.0,1430100000.0,,,,674600000.0,570900000.0,-37300000.0,60200000.0,,246700000.0,620000000.0,,,305100000.0,-51200000.0,,5600000.0,1709000000.0,64700000.0,,-1089000000.0,-2600000.0,440800000.0,,1955700000.0,961200000.0,,,,,-22400000.0,-147600000.0,,80600000.0,-267800000.0,6167300000.0,,1709000000.0,-1089000000.0,-745800000.0,,517900000.0,,,584800000.0,,,,,315000000.0,0.0,,,,-118600000.0,14300000.0,212600000.0,4124300000.0,,396400000.0,0.0,,-15500000.0,,22500000.0,59200000.0,236700000.0,,,,0.29,3231600000.0,570900000.0,,-6900000.0,,-118600000.0,7120600000.0,386900000.0,7685800000.0,6554200000.0,22500000.0,,81400000.0,503100000.0,1800000.0,4124300000.0,,1684200000.0,3005300000.0,2014900000.0,10125900000.0,-185600000.0,305100000.0,58900000.0,-741100000.0,,,3005300000.0,-13300000.0,1982500000.0,167600000.0,,,4700000.0,,2014900000.0,235700000.0,0.26,10125900000.0,466700000.0,,,12458100000.0,150500000.0,171500000.0,,4772300000.0,167600000.0,305100000.0,-27600000.0,457700000.0,178400000.0,178400000.0,440800000.0,961200000.0,6184000000.0,,,7685800000.0,8900000.0,,12458100000.0,2044100000.0,2332200000.0,305100000.0,7120600000.0,,140000000.0,3231600000.0,287700000.0,400000.0,5343300000.0,2691200000.0,,,2691200000.0,2332200000.0,-741100000.0,,5343300000.0,,2044100000.0,1982500000.0,,702700000.0,-16800000.0,,2014900000.0,28600000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,,1539800000.0,,,,,,1512300000.0,,1491200000.0,,2014900000.0,-0.15,,,,571000000.0,,-23700000.0,,-88200000.0,616800000.0,,,103300000.0,-31900000.0,,-207100000.0,,57700000.0,,-1113900000.0,-4100000.0,424100000.0,,,,,,,,,,,2200000.0,,,,1730700000.0,,,,-288000000.0,,,-523700000.0,,,,,-54600000.0,0.0,,,,-74900000.0,-53500000.0,-241000000.0,3978900000.0,,15300000.0,,,,,21100000.0,,,,,,,,,459200000.0,-6900000.0,,,6438300000.0,,6942500000.0,,,,69900000.0,,-1300000.0,,,1539800000.0,,,,,,,-803900000.0,,,3018100000.0,-3700000.0,1485200000.0,,,,,-0.15,,,,9456400000.0,-319900000.0,,,11783800000.0,,-69700000.0,,4841300000.0,,,,,-62800000.0,-62800000.0,,967800000.0,,,,,,459200000.0,,,,357500000.0,,,,3265400000.0,,400000.0,5072700000.0,2356100000.0,,,,2327400000.0,,,,,2050300000.0,1485200000.0,,,-3500000.0,,1491200000.0,-47000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
