,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,trailingCashDividendsPaid,trailingPurchaseOfBusiness,annualTotalAssets,annualNonCurrentDeferredTaxesLiabilities,annualOtherNonCashItems,trailingNetIncome,annualStockholdersEquity,quarterlyOtherCurrentLiabilities,annualLongTermDebt,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingChangeInInventory,annualDepreciationAndAmortization,quarterlyBasicEPS,trailingStockBasedCompensation,quarterlyAccountsReceivable,annualCurrentLiabilities,trailingNetOtherInvestingChanges,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualRetainedEarnings,annualInventory,quarterlyGoodwill,trailingChangeInWorkingCapital,annualSaleOfInvestment,quarterlyLongTermDebt,annualGoodwill,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,trailingOperatingCashFlow,annualAccountsReceivable,annualStockBasedCompensation,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyInventory,trailingGrossProfit,annualChangeInAccountPayable,annualDilutedEPS,annualAccountsPayable,annualOtherIncomeExpense,annualOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingOperatingIncome,quarterlyCashDividendsPaid,quarterlyCashAndCashEquivalents,annualCommonStockIssuance,annualNetPPE,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIntangibleAssets,trailingRepaymentOfDebt,quarterlyCapitalStock,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,annualEbitda,trailingTotalRevenue,annualOperatingIncome,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyChangesInAccountReceivables,annualBasicEPS,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyDilutedAverageShares,trailingEndCashPosition,quarterlyCurrentDebt,trailingPretaxIncome,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,annualPretaxIncome,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,quarterlySaleOfInvestment,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,annualOtherNonCurrentAssets,annualOperatingExpense,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,trailingInterestExpense,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedEPS,quarterlyStockBasedCompensation,trailingNetIncomeCommonStockholders,annualNetOtherFinancingCharges,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyEbitda,annualCurrentAccruedExpenses,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyChangeInAccountPayable,annualInterestExpense,annualRepaymentOfDebt,quarterlyInvestingCashFlow,trailingChangesInAccountReceivables,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,annualTotalRevenue,annualDilutedAverageShares,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyGrossProfit,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyBasicAverageShares,trailingChangeInAccountPayable,annualGrossProfit,quarterlySellingGeneralAndAdministration,annualBasicAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualOtherCurrentAssets,trailingCostOfRevenue,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingTaxProvision,trailingDepreciationAndAmortization,annualChangeInInventory,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualFreeCashFlow,annualPurchaseOfBusiness,annualCashDividendsPaid,trailingOtherNonCashItems,annualCostOfRevenue,annualBeginningCashPosition,annualNetIncome,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingResearchAndDevelopment,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
1009756800,,43926000.0,-40937000.0,67883000.0,-412699000.0,,67883000.0,,,,,,,,0.0,,408141000.0,10597347000.0,,,0.1625,,2106068000.0,,,9509000.0,,,,,,,1974357000.0,,,,,,,-9228000.0,,5778905000.0,,,,,,,,,-2595000.0,256689000.0,,,,,256689000.0,16246000.0,,,,1039000.0,,,297626000.0,,,,,,,,,,,,30975000.0,444728000.0,,15000000.0,,0.0,8015267000.0,67883000.0,,,2476857000.0,-422768000.0,10933320000.0,2774570000.0,-6821000.0,,,,,379193000.0,,,,,,,,,-532500000.0,,17795000.0,,,,,,0.0,,5122086000.0,258000.0,0.1575,,,,2918053000.0,,-8240000.0,175040000.0,,,,,,,,-18256000.0,,256689000.0,,,,312639000.0,-722648000.0,471433000.0,,5722200000.0,,,8158750000.0,414944000.0,,,297592000.0,,2293067000.0,,,,,279957000.0,,118591000.0,,,193466000.0,47078000.0,11068780000.0,,,,,158794000.0,-10069000.0,390018000.0,,-99236000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,,43260000.0,207126000.0,91874000.0,644003000.0,,91874000.0,,,,,,,,50440000.0,,402945000.0,10429774000.0,,,0.22,,2061331000.0,,,31025000.0,,,,,,,1508889000.0,,,,,,,-4387000.0,,5295924000.0,,,,,,,,,-2607000.0,463815000.0,,,,,463815000.0,15904000.0,,,,1049000.0,,,256689000.0,,,,,,,,,,,,32734000.0,446816000.0,,30000000.0,,0.0,7550493000.0,91874000.0,,,2464430000.0,633073000.0,10600219000.0,2761318000.0,-147000.0,,,,,393655000.0,,,,,,,,,531032000.0,,-11758000.0,,,,,,0.0,,5076767000.0,-370000.0,0.21,,,,3049726000.0,,-5639000.0,211419000.0,,,,,,,,-15104000.0,,463815000.0,,,,318978000.0,483110000.0,514493000.0,,5723392000.0,,,7838901000.0,417616000.0,,,304576000.0,,1827101000.0,,,,,277475000.0,,158394000.0,,,282733000.0,62891000.0,10944267000.0,,,,,195515000.0,-10930000.0,-421773000.0,,-116180000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,30678000.0,-100409000.0,90224000.0,-103226000.0,,90224000.0,,,,,,,,58491000.0,,416712000.0,11110898000.0,,,0.215,,2131273000.0,,,34551000.0,,,,,,,1493511000.0,,,,,,,-7957000.0,,5174024000.0,,,,,,,,,-2640000.0,363406000.0,,,,,363406000.0,16167000.0,,,,1059000.0,,,463815000.0,,,,,,,,,,,,27308000.0,451564000.0,,45000000.0,,0.0,7242623000.0,90224000.0,,,2454820000.0,-122866000.0,10432694000.0,2745198000.0,-5849000.0,,,,,407454000.0,,,,,,,,,-223937000.0,,-1989000.0,,,,,,0.0,,4764316000.0,-562000.0,0.205,,,,3190071000.0,,-2087000.0,207057000.0,,,,,,,,-23245000.0,,363406000.0,,,,319039000.0,121900000.0,509929000.0,,5443314000.0,,,7687496000.0,421496000.0,,,304299000.0,,1799309000.0,,,,,279785000.0,,155625000.0,,,370315000.0,61771000.0,11620827000.0,,,,,190890000.0,-19640000.0,26062000.0,,-127669000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,40663000.0,299934000.0,94960000.0,407848000.0,-202814000.0,94960000.0,,,11213012000.0,,,,3316338000.0,0.0,1756494000.0,465790000.0,11072301000.0,,66578000.0,,,2222156000.0,6099517000.0,,26424000.0,,462619000.0,5437878000.0,,,,1756494000.0,,,,,2222156000.0,,-8319000.0,1066000.0,5437878000.0,,,0.79,5367837000.0,-29891000.0,535926000.0,-5943000.0,,-2658000.0,663340000.0,101509000.0,282578000.0,,663340000.0,663340000.0,18261000.0,1797157000.0,2568397000.0,,1066000.0,663340000.0,32602000.0,363406000.0,809250000.0,,742672000.0,,422500000.0,,-4130000.0,663340000.0,,0.8225,,49717000.0,,,60819000.0,,0.0,7896674000.0,94960000.0,572047000.0,40663000.0,2568397000.0,384328000.0,11213012000.0,2863375000.0,14529000.0,,,,-64159000.0,422500000.0,,,0.0,1281802000.0,1220651000.0,-139922000.0,45853000.0,,226357000.0,,41805000.0,,,8349637000.0,,,0.0,,5367837000.0,-5943000.0,,,,1712000.0,3316338000.0,365714000.0,11836000.0,215734000.0,465790000.0,344941000.0,,0.0,,140734000.0,,-146209000.0,,663340000.0,,45234794000.0,448912000.0,331146000.0,-244557000.0,528619000.0,,6099517000.0,2863375000.0,,8349637000.0,,,2024474000.0,314184000.0,419740000.0,1797157000.0,,227106000.0,7896674000.0,952000.0,282578000.0,,139437000.0,0.0,,462619000.0,55366000.0,11600920000.0,344941000.0,,,-362195000.0,197473000.0,-23520000.0,38295000.0,60819000.0,-139922000.0,471767000.0,,-10500000.0,,43210320000.0,297626000.0,344941000.0,,,,,,,,,,,,,,,,,,
1041292800,,42034000.0,-296564000.0,92739000.0,-666349000.0,,92739000.0,,,,,,,,0.0,,531776000.0,11913108000.0,,,0.2175,,2328398000.0,,,9823000.0,,,,,,,1991706000.0,,,,,,,1198000.0,,6381477000.0,,,,,,,,,-2674000.0,366776000.0,,,,,366776000.0,19045000.0,,,,1070000.0,,,663340000.0,,,,,,,,,,,,34385000.0,453608000.0,,210998000.0,,9351000.0,8539148000.0,92739000.0,,,2572244000.0,-682836000.0,11959172000.0,2863401000.0,-4525000.0,,,,,432645000.0,,,,,,,,,-805606000.0,,18417000.0,,,,,,0.0,,5542195000.0,-5944000.0,0.21,,,,3420024000.0,,0.0,206900000.0,,,,,,,,-17839000.0,,366776000.0,,,,333570000.0,-943599000.0,521425000.0,,6505408000.0,,,9095771000.0,427160000.0,,,317682000.0,,2033740000.0,,,,,281806000.0,,153287000.0,,,552684000.0,60548000.0,12434533000.0,,,,,187855000.0,-16487000.0,387624000.0,,-150839000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,,42571000.0,-140820000.0,116414000.0,51078000.0,,116414000.0,,,,,,,,0.0,,522144000.0,11581352000.0,,,0.265,,2163665000.0,,,2843000.0,,,,,,,2000790000.0,,,,,,,-9738000.0,,6898825000.0,,,,,,,,,-2758000.0,225956000.0,,,,,225956000.0,18743000.0,,,,1103000.0,,,366776000.0,,,,,,,,,,,,38399000.0,463024000.0,,60948000.0,,0.0,8631685000.0,116414000.0,,,2705247000.0,32403000.0,12323639000.0,3018982000.0,-387000.0,,,,,452468000.0,,,,,,,,,-102090000.0,,-349000.0,,,,,,0.0,,5782858000.0,-5944000.0,0.2575,,,,3691954000.0,,0.0,255295000.0,,,,,,,,-49954000.0,,225956000.0,,,,344637000.0,-508777000.0,581189000.0,,6588324000.0,,,9304657000.0,437752000.0,,,323563000.0,,2043361000.0,,,,,286365000.0,,192420000.0,,,666340000.0,76006000.0,12162541000.0,,,,,236552000.0,-18675000.0,-141944000.0,,-166103000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,45258000.0,-1133000.0,112546000.0,-177133000.0,,112546000.0,,,,,,,,0.0,,495644000.0,11860292000.0,,,0.255,,2500776000.0,,,22245000.0,,,,,,,2238790000.0,,,,,,,-5862000.0,,6729477000.0,,,,,,,,,-2765000.0,224823000.0,,,,,224823000.0,18241000.0,,,,1118000.0,,,225956000.0,,,,,,,,,,,,37234000.0,467096000.0,,60907000.0,,0.0,8722592000.0,112546000.0,,,2808472000.0,-192861000.0,12609772000.0,3139535000.0,-1384000.0,,,,,483553000.0,,,,,,,,0.0,-373129000.0,,47903000.0,,,,,,0.0,,5588138000.0,-5943000.0,0.2475,,,,3887180000.0,,0.0,246447000.0,,,,,,,,-76458000.0,,224823000.0,,,,332173000.0,178348000.0,560379000.0,,6438544000.0,,,9470237000.0,441328000.0,,,315833000.0,,2284048000.0,,,,,309906000.0,,185110000.0,,,776121000.0,72564000.0,12420671000.0,,,,,228206000.0,-15728000.0,252458000.0,,-173647000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,55982000.0,575213000.0,119530000.0,1147219000.0,-201809000.0,119530000.0,,,12040125000.0,,,,4005317000.0,47796000.0,1722724000.0,436089000.0,12055417000.0,,80443000.0,,,2295437000.0,6256102000.0,,7653000.0,,892853000.0,5733837000.0,,,,1722724000.0,,,,,2295437000.0,,-457000.0,1120000.0,5733837000.0,,,0.9725,5393769000.0,-12235000.0,354815000.0,-14217000.0,,-2798000.0,800036000.0,42564000.0,353170000.0,,800036000.0,800036000.0,24414000.0,1778706000.0,2827701000.0,,1120000.0,800036000.0,-16310000.0,224823000.0,963549000.0,,883106000.0,,538657000.0,,0.0,800036000.0,,1.0075,,34726000.0,,,61430000.0,,0.0,8034808000.0,119530000.0,726127000.0,55982000.0,2827701000.0,1107555000.0,12040125000.0,3181607000.0,-2594000.0,,,,-90554000.0,538657000.0,,,0.0,1364053000.0,1293062000.0,-185487000.0,127157000.0,,923219000.0,,61186000.0,,,8858518000.0,,,0.0,,5393769000.0,-14217000.0,,,,-8890000.0,4005317000.0,136696000.0,0.0,254907000.0,436089000.0,441229000.0,,47796000.0,,144744000.0,,-57558000.0,,800036000.0,,49657328000.0,463816000.0,353673000.0,995640000.0,584166000.0,,6256102000.0,3181607000.0,,8858518000.0,,,2247159000.0,333360000.0,438052000.0,1778706000.0,,284898000.0,8034808000.0,-357606000.0,353170000.0,,195310000.0,0.0,,892853000.0,75780000.0,12639583000.0,441229000.0,,,-278388000.0,230493000.0,-39664000.0,-514448000.0,61430000.0,-185487000.0,264261000.0,,-10995000.0,,47410169000.0,663340000.0,441229000.0,,,,,,,,,,,,,,,,,,
1072828800,,62257000.0,-516811000.0,108474000.0,-454398000.0,,108474000.0,,,,,,,,0.0,,505421000.0,12827939000.0,,,0.2425,,2623384000.0,,,,,,,,,,1703403000.0,,,,,,,-2587000.0,,5658862000.0,,,,,,,,,-2802000.0,283225000.0,,,,,283225000.0,19609000.0,,,,1122000.0,,,800036000.0,,,,,,,,,,,,31507000.0,472116000.0,,66392000.0,,0.0,7689114000.0,108474000.0,,,2824798000.0,-505914000.0,11809978000.0,3213617000.0,6577000.0,,,,,590481000.0,,,,,,,,,-599103000.0,,14759000.0,,,,,,0.0,,5024801000.0,-14216000.0,0.235,,,,4120864000.0,,0.0,230085000.0,,,,,,,,-51639000.0,,283225000.0,,,,316698000.0,74975000.0,527174000.0,,5923454000.0,,6420000.0,8596361000.0,446836000.0,,,299880000.0,,1765660000.0,,,,,388819000.0,,176382000.0,,,998525000.0,67908000.0,13355113000.0,,,,,210476000.0,-51516000.0,-10774000.0,,-201662000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,64422000.0,380539000.0,142152000.0,476416000.0,,142152000.0,,,,,,,,0.0,,495034000.0,12781125000.0,,,0.3175,,2848634000.0,,,,,,,,,,1398548000.0,,,,,,,3663000.0,,5606439000.0,,,,,,,,,-2805000.0,663764000.0,,,,,663764000.0,21363000.0,,,,1123000.0,,,283225000.0,,,,,,,,,,,,30871000.0,471784000.0,,356126000.0,,0.0,8164103000.0,142152000.0,,,2864981000.0,442597000.0,12427058000.0,3278818000.0,-6438000.0,,,,,622341000.0,,,,,,,,,297699000.0,,26806000.0,,,,,,0.0,,5499671000.0,-14049000.0,0.3075,,,,4262955000.0,,0.0,279711000.0,,,,,,,,-79406000.0,,663764000.0,,,,324100000.0,53927000.0,582448000.0,,6701133000.0,,,9148240000.0,447388000.0,,,305482000.0,,1462970000.0,,,,,413837000.0,,231140000.0,,,1137872000.0,88988000.0,13363573000.0,,,,,258348000.0,-33819000.0,-16471000.0,,-208504000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,61817000.0,239407000.0,125775000.0,639354000.0,,125775000.0,,,,,,,,0.0,,488843000.0,12495865000.0,,,0.28,,2391514000.0,,,6036000.0,,,,,,,1379722000.0,,,,,,,-18683000.0,,5597240000.0,,,,,,,,,,903171000.0,,,,,903171000.0,22916000.0,,,,1124000.0,,,663764000.0,,,,,,,,,,,,26845000.0,472624000.0,,76350000.0,,0.0,7849113000.0,125775000.0,,,2890514000.0,580758000.0,12242551000.0,3333457000.0,778000.0,,,,,659717000.0,,,,,,,,-8097000.0,447558000.0,,19047000.0,,,,,,0.0,,5458916000.0,-14049000.0,0.2725,,,,4393438000.0,,0.0,272956000.0,,,,,,,,-80846000.0,,903171000.0,,,,325689000.0,9199000.0,575729000.0,,6407574000.0,,,8909094000.0,447824000.0,,,305883000.0,,1441539000.0,,,,,442943000.0,,204512000.0,,,1260838000.0,78737000.0,13071594000.0,,,,,250040000.0,-58596000.0,-319101000.0,,-216774000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,53939000.0,-31828000.0,91989000.0,163709000.0,-242222000.0,91989000.0,,,11654003000.0,,,,4339045000.0,0.0,1157111000.0,513730000.0,12894843000.0,,87088000.0,,,2260973000.0,6103908000.0,,573000.0,,1350046000.0,5135830000.0,,,,1157111000.0,,,,,2260973000.0,,251000.0,1125000.0,5135830000.0,,,1.015,4947037000.0,-17356000.0,825081000.0,-13577000.0,,,871343000.0,15151000.0,465264000.0,,871343000.0,871343000.0,23200000.0,1211050000.0,2893350000.0,,1125000.0,871343000.0,-511552000.0,903171000.0,977522000.0,,890434000.0,,709911000.0,,15602000.0,871343000.0,,1.05,,23482000.0,,,281360000.0,,0.0,7314958000.0,91989000.0,760373000.0,53939000.0,2893350000.0,118362000.0,11654003000.0,3358614000.0,-2307000.0,,,,-189278000.0,709911000.0,,,0.0,1288748000.0,1212982000.0,-244647000.0,48884000.0,-137275000.0,59077000.0,,-11728000.0,,,8295389000.0,,,0.0,-145691000.0,4947037000.0,-13577000.0,,,,-1390000.0,4339045000.0,71307000.0,15602000.0,194770000.0,513730000.0,468390000.0,,0.0,,112705000.0,,-30331000.0,,871343000.0,,53178954000.0,471116000.0,322261000.0,778200000.0,493831000.0,,6103908000.0,3358614000.0,,8295389000.0,,,2179182000.0,301737000.0,446468000.0,1211050000.0,,291983000.0,7314958000.0,205231000.0,465264000.0,,148339000.0,0.0,,1350046000.0,56350000.0,13388674000.0,468390000.0,,,916301000.0,171570000.0,-45347000.0,-165206000.0,281360000.0,-244647000.0,635803000.0,,-11197000.0,,50999772000.0,800036000.0,468390000.0,,,,,,,,,,,,,,,,,,
1104451200,,58155000.0,-341804000.0,64449000.0,122733000.0,,70857000.0,,,,,,,,0.0,,421669000.0,13178143000.0,,,0.1525,,2210474000.0,,,30084000.0,,,,,,,1123966000.0,,,,,,,43000.0,,5185239000.0,,,,,,,,,-2628000.0,529539000.0,,,,,529539000.0,23471000.0,,,,1130000.0,,,871343000.0,,,,,,,,,,,,22076000.0,446428000.0,,101395000.0,,0.0,7097846000.0,64449000.0,,,2892689000.0,43551000.0,11310270000.0,3362848000.0,-3149000.0,,,,,728781000.0,,,,,,,,-253191000.0,6598000.0,,18649000.0,,,,,,0.0,,5017561000.0,-13577000.0,0.15,,,,4212424000.0,,19969000.0,160532000.0,,,,,,,,-55653000.0,,529539000.0,,,,323838000.0,-65813000.0,460899000.0,,5915725000.0,,,7947422000.0,422244000.0,,,302684000.0,,1182121000.0,,,,,470159000.0,,115028000.0,,,1411871000.0,44171000.0,13639042000.0,,,,,137061000.0,-79182000.0,-408884000.0,,-258622000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,61721000.0,623893000.0,99422000.0,1070273000.0,,99972000.0,,,,,,,,0.0,,426681000.0,12689461000.0,,,0.2275,,2450124000.0,,,23419000.0,,,,,,,856371000.0,,,,,,,-4876000.0,,4623581000.0,,,,,,,,,-2753000.0,1153432000.0,,,,,1153432000.0,23322000.0,,,,1135000.0,,,529539000.0,,,,,,,,,,,,14513000.0,440936000.0,,101433000.0,,0.0,7470819000.0,99422000.0,,,2892896000.0,1026209000.0,11632812000.0,3386911000.0,-366000.0,,,,,764055000.0,,,,,,,,-422791000.0,944128000.0,,-1986000.0,,,,,,0.0,,5655556000.0,-13577000.0,0.225,,,,4161993000.0,,4323000.0,199745000.0,,,,,,,,-43889000.0,,1153432000.0,,,,325692000.0,527775000.0,502115000.0,,6552727000.0,,,8245901000.0,438580000.0,,,299672000.0,,918092000.0,,,,,494015000.0,,162293000.0,,,1495031000.0,62321000.0,13191576000.0,,,,,176423000.0,-44064000.0,-402491000.0,,-270040000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,96193000.0,-159701000.0,94777000.0,57544000.0,,99844000.0,,,,,,,,0.0,,410642000.0,13329897000.0,,,0.2275,,2455124000.0,,,38270000.0,,,,,,,856068000.0,,,,,,,-4038000.0,,4533744000.0,,,,,,,,,-2611000.0,993731000.0,,,,,993731000.0,20779000.0,,,,1142000.0,,,1153432000.0,,,,,,,,,,,,11271000.0,417680000.0,,1464000.0,,0.0,7222596000.0,94777000.0,,,2892278000.0,17198000.0,11406961000.0,3405046000.0,-321000.0,,,,,780964000.0,,,,,,,,-110844000.0,-82829000.0,,11023000.0,,,,,,0.0,,5467417000.0,-13595000.0,0.2275,,,,4184365000.0,,-2081000.0,193134000.0,,,,,,,,-41739000.0,,993731000.0,,,,329714000.0,84733000.0,502069000.0,,6270335000.0,,,8001915000.0,415128000.0,,,310112000.0,,952261000.0,,,,,512768000.0,,157046000.0,,,1587197000.0,57202000.0,13831966000.0,,,,,172355000.0,-40346000.0,-175506000.0,,-268196000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,97242000.0,321952000.0,74055000.0,276088000.0,-152305000.0,21343000.0,,,11381174000.0,,,,4280357000.0,0.0,951479000.0,387743000.0,13396579000.0,,90882000.0,,,2640646000.0,6052096000.0,,82287000.0,,1604093000.0,4003690000.0,,,,951479000.0,,,,,2640646000.0,,-100316000.0,1156000.0,4003690000.0,,,0.62,5292253000.0,-116157000.0,1526638000.0,-24814000.0,,-2606000.0,1315683000.0,174060000.0,514758000.0,,1315683000.0,1315683000.0,23310000.0,1048721000.0,2878724000.0,,1156000.0,1315683000.0,-929993000.0,993731000.0,727828000.0,,636946000.0,,796194000.0,,51256000.0,1315683000.0,,0.625,,9355000.0,,,1232000.0,,0.0,7100817000.0,74055000.0,468825000.0,97242000.0,2878724000.0,236304000.0,11381174000.0,3393482000.0,-15023000.0,,,,-203376000.0,796194000.0,,,0.0,1343238000.0,1256780000.0,-281436000.0,17026000.0,-931000.0,111807000.0,,-10660000.0,,,7987692000.0,,,0.0,-787757000.0,5292253000.0,-24814000.0,,,,-18859000.0,4280357000.0,444340000.0,29045000.0,167591000.0,387743000.0,319199000.0,,0.0,,57223000.0,,-11024000.0,,1315683000.0,,54577321000.0,431080000.0,377493000.0,525882000.0,521774000.0,,6052096000.0,3393482000.0,,7987692000.0,,,1980184000.0,356597000.0,422668000.0,1048721000.0,,176903000.0,7100817000.0,979704000.0,514758000.0,,34610000.0,0.0,,1604093000.0,13267000.0,13918353000.0,291922000.0,,,1072577000.0,144281000.0,-39784000.0,56888000.0,1232000.0,-281436000.0,1323262000.0,,-10598000.0,,52597137000.0,871343000.0,319199000.0,,,,,,,,,,,,,,,,,,
1135987200,,98625000.0,190405000.0,98685000.0,230507000.0,,97976000.0,,,,,,,,0.0,,415804000.0,14124769000.0,,,0.235,,2663779000.0,,,33607000.0,,,,,,,1051433000.0,,,,,,,-783000.0,,4972288000.0,,,,,,,,,-5210000.0,1506088000.0,,,,,1506088000.0,23694000.0,,,,2323000.0,,,1315683000.0,,,,,,,,,,,,6512000.0,420698000.0,,1243000.0,,0.0,8256165000.0,98685000.0,,,2911439000.0,202594000.0,12575878000.0,3409418000.0,-295000.0,,,,,795014000.0,,,,,,,,-88922000.0,81019000.0,,12714000.0,,,,,,0.0,,6307065000.0,-24877000.0,0.23,,,,4319713000.0,,28143000.0,190299000.0,,,,,,,,-79021000.0,,1506088000.0,,,,361773000.0,-930037000.0,528378000.0,,7106107000.0,,,9166460000.0,416500000.0,,,340686000.0,,1150058000.0,,,,,497979000.0,,159310000.0,,,1696148000.0,61334000.0,14653147000.0,,,,,166605000.0,-27913000.0,38919000.0,,-297035000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,104990000.0,-105233000.0,129001000.0,472131000.0,,128590000.0,,,,,,,,0.0,,410449000.0,14659916000.0,,,0.31,,2990279000.0,,,64197000.0,783945000.0,,,2565457000.0,,,1077533000.0,,,,,,,2249000.0,,4353870000.0,,,,,,,,,-5254000.0,1051725000.0,,,,,1835670000.0,23229000.0,,,,2344000.0,,,1506088000.0,,,,,,,,,,,,7344000.0,421542000.0,,3043000.0,,0.0,8314976000.0,129001000.0,,,486657000.0,439895000.0,12781568000.0,3576455000.0,-697000.0,,,,,830884000.0,,,,,,,,-44341000.0,289386000.0,,21046000.0,,,,,,0.0,,6319118000.0,-25573000.0,0.305,,,,4466592000.0,,0.0,224730000.0,,,,,,,,-616446000.0,,1051725000.0,,,,359262000.0,624870000.0,560763000.0,,7132453000.0,,,9205113000.0,416100000.0,,,339113000.0,,1182523000.0,,,,,524341000.0,,196406000.0,,,1819895000.0,67816000.0,15220679000.0,,,,,201501000.0,-32236000.0,39082000.0,,-306543000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,114556000.0,606615000.0,119468000.0,182037000.0,,119468000.0,,,,,,,,0.0,,470766000.0,15129136000.0,,,0.29,,3146606000.0,,,17910000.0,,,,2574021000.0,,,1082212000.0,,,,,,,-1000.0,,4471178000.0,,,,,,,,,-5106000.0,1658340000.0,,,,,1658340000.0,24956000.0,,,,2348000.0,,,1051725000.0,,,,,,-73415000.0,,,,,,,414670000.0,,2545000.0,,0.0,8636762000.0,119468000.0,,,475823000.0,153012000.0,12867042000.0,3562467000.0,-1618000.0,,857360000.0,,,828699000.0,,,,,,,,-373738000.0,28449000.0,,15444000.0,,,,,,0.0,,6529909000.0,-25115000.0,0.29,,,,4230280000.0,,0.0,213714000.0,,,,,,,,788229000.0,,1658340000.0,,,,368421000.0,-117770000.0,557179000.0,,7439994000.0,,,9304575000.0,409660000.0,,,346394000.0,,1196768000.0,,,,,512623000.0,,189341000.0,,,1934257000.0,69873000.0,15686315000.0,,,,,188758000.0,-29025000.0,-363651000.0,,-316076000.0,,,,,,,,,,,,,,,,,,,,,,,,,
