date,annualChangeInWorkingCapital,quarterlyFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualFreeCashFlow,annualCommonStockIssuance,quarterlyGoodwill,annualGainsLossesNotAffectingRetainedEarnings,annualTotalRevenue,annualNetOtherInvestingChanges,annualRetainedEarnings,annualCashDividendsPaid,annualPretaxIncome,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualLongTermDebt,quarterlyNetIncomeCommonStockholders,annualTaxProvision,annualTotalAssets,annualNetIncome,annualCurrentDebt,annualEndCashPosition,quarterlyTotalAssets,quarterlyPurchaseOfInvestment,annualOperatingIncome,quarterlyDepreciationAndAmortization,trailingTaxProvision,annualAccountsPayable,quarterlyNetOtherFinancingCharges,annualOtherNonCashItems,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualStockholdersEquity,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyLongTermDebt,trailingPretaxIncome,annualAccountsReceivable,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,annualNetPPE,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,annualOperatingCashFlow,annualChangeInAccountPayable,annualRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualBeginningCashPosition,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyCashAndCashEquivalents,annualSellingGeneralAndAdministration,quarterlyInterestExpense,quarterlyCurrentDebt,annualPurchaseOfBusiness,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualInvestingCashFlow,trailingSellingGeneralAndAdministration,quarterlyTotalRevenue,quarterlyOperatingCashFlow,annualNetIncomeContinuousOperations,annualPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,annualCapitalExpenditure,quarterlyCapitalExpenditure,annualChangesInAccountReceivables,annualCapitalStock,quarterlyTaxProvision,annualGoodwill,trailingNetIncome,annualStockBasedCompensation,annualInterestExpense,annualNetOtherFinancingCharges,quarterlyPretaxIncome,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualInventory,trailingBeginningCashPosition,trailingBasicAverageShares,trailingChangeInCashSupplementalAsReported,trailingOtherIncomeExpense,trailingOperatingIncome,quarterlyCostOfRevenue,quarterlyCurrentLiabilities,quarterlyBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,annualGrossProfit,annualBasicEPS,quarterlyDilutedEPS,annualOtherNonCurrentAssets,trailingPurchaseOfBusiness,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,annualCashCashEquivalentsAndMarketableSecurities,trailingChangeInWorkingCapital,quarterlyOtherIncomeExpense,annualGrossPPE,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentAssets,annualBasicAverageShares,annualCurrentAssets,quarterlyBasicEPS,annualNonCurrentDeferredRevenue,trailingCostOfRevenue,trailingBasicEPS,annualOtherCurrentLiabilities,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingStockBasedCompensation,trailingPurchaseOfInvestment,quarterlyCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,quarterlyNonCurrentDeferredTaxesLiabilities,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,quarterlyEbitda,annualIncomeTaxPayable,annualOtherNonCurrentLiabilities,annualTotalNonCurrentAssets,quarterlyGrossPPE,annualOperatingExpense,annualChangeInInventory,annualEbitda,trailingChangeInInventory,annualNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,annualDilutedEPS,trailingCashDividendsPaid,annualDilutedAverageShares,trailingEndCashPosition,trailingOperatingCashFlow,quarterlyOtherCurrentAssets,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,quarterlyAccumulatedDepreciation,annualCurrentLiabilities,annualAccumulatedDepreciation,trailingDepreciationAndAmortization,trailingSaleOfInvestment,annualOtherShortTermInvestments,quarterlyOperatingExpense,trailingDeferredIncomeTax,quarterlyDilutedAverageShares,trailingGrossProfit,annualCostOfRevenue,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyInventory,quarterlyOtherCurrentLiabilities,trailingOperatingExpense,quarterlyCurrentAccruedExpenses,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,annualOtherIncomeExpense,annualCurrentAccruedExpenses,trailingDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,trailingFreeCashFlow,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets
1991-03-31,,-784000000.0,,543000000.0,,,,,,,,,,342900000.0,,,68000000.0,,,,,,72489000000.0,-1030000000.0,,57000000.0,,,-159000000.0,,68546000000.0,,12758000000.0,,,,,87000000.0,87000000.0,,,3213000000.0,,,0.0,-973000000.0,989000000.0,-44000000.0,,,,,,,904000000.0,5194000000.0,,,,-741000000.0,,3943000000.0,,,,-65000000.0,,,798000000.0,4811000000.0,,914700000.0,13782000000.0,,74900000.0,,,,-111000000.0,,,866200000.0,-784000000.0,,,-165000000.0,,,,,-12100000.0,,,,,,74900000.0,,,990000000.0,-817000000.0,,-1922000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-30,,674000000.0,,594000000.0,,,,,,,,,,346500000.0,,,75000000.0,,,,,,74130000000.0,-1655000000.0,,50000000.0,,,-64000000.0,,70142000000.0,,12262000000.0,,,,,94000000.0,94000000.0,,,3337000000.0,,,0.0,-1388000000.0,903000000.0,-69000000.0,,,,,,,904000000.0,0.0,,,,-774000000.0,,3988000000.0,,,,-119000000.0,,,1041000000.0,5798000000.0,,806000000.0,14868000000.0,,110600000.0,,,,-22000000.0,,,928500000.0,674000000.0,,,1695000000.0,,,,,16600000.0,,,,,,110600000.0,,,971000000.0,552000000.0,,981000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-30,,1631000000.0,,680000000.0,,,,,,,,,,343400000.0,,,111600000.0,,,,,,73729000000.0,-2667000000.0,,46000000.0,,,-588000000.0,,69651000000.0,,10725000000.0,,,,,131600000.0,131600000.0,,,3130000000.0,,,0.0,-267000000.0,940000000.0,-20000000.0,,,,,,,904000000.0,0.0,,,,1085000000.0,,4078000000.0,,,,-212000000.0,,,1315000000.0,6004000000.0,,792500000.0,12695000000.0,,155300000.0,,,,-35000000.0,,,995300000.0,1631000000.0,,,-544000000.0,,,,,23700000.0,,,,,,155300000.0,,,959000000.0,1488400000.0,,820000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-31,-52000000.0,-1384000000.0,131649000000.0,769000000.0,137000000.0,,,,6959000000.0,-748000000.0,769000000.0,-405000000.0,290000000.0,1336200000.0,,5738000000.0,-234600000.0,136000000.0,138930000000.0,154000000.0,9995000000.0,0.0,138930000000.0,-7959000000.0,290000000.0,39000000.0,,,-410000000.0,-157000000.0,131649000000.0,,26828000000.0,12091000000.0,26828000000.0,,7281000000.0,-158600000.0,-158600000.0,192000000.0,10616000000.0,5738000000.0,,1187000000.0,0.0,660000000.0,1187000000.0,-272000000.0,1763000000.0,20000000.0,,137000000.0,,-908000000.0,1598000000.0,0.0,,,121000000.0,-318000000.0,,7281000000.0,7416000000.0,,1952000000.0,-512000000.0,,,8937000000.0,10616000000.0,2369000000.0,4655800000.0,9995000000.0,,-50800000.0,,,,116000000.0,-1968000000.0,,4169000000.0,-1384000000.0,154000000.0,-13311000000.0,966000000.0,,,,1598000000.0,107800000.0,,,,7169000000.0,-1221000000.0,-50800000.0,,,1763000000.0,-1380400000.0,,242000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-03-31,,2619000000.0,,921000000.0,,,,,,,,,,605000000.0,,,226000000.0,,,,,,136171000000.0,-5819000000.0,,82000000.0,,,-64000000.0,,127196000000.0,,26446000000.0,,,,,260000000.0,260000000.0,,,5881000000.0,,,0.0,-510000000.0,1217000000.0,-102000000.0,,,,,,,1598000000.0,7529000000.0,,,,2557000000.0,,8975000000.0,,,,-190000000.0,,,2752000000.0,7720000000.0,,1306000000.0,9405000000.0,,351000000.0,,,,-141000000.0,,,1925000000.0,2619000000.0,,,-3754000000.0,,,,,91000000.0,,,,,,351000000.0,,,1731000000.0,2418000000.0,,-1645000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-30,,-916000000.0,,1050000000.0,,,,,,,,,,582000000.0,,,196000000.0,,,,,,142405000000.0,-2251000000.0,,82000000.0,,,385000000.0,,132848000000.0,,28715000000.0,,,,,240000000.0,240000000.0,,,6316000000.0,,,0.0,-3327000000.0,1283000000.0,-107000000.0,,,,,,,1948000000.0,0.0,,,,-3041000000.0,,9557000000.0,,,,-133000000.0,,,1965000000.0,9322000000.0,,1193000000.0,11090000000.0,,307000000.0,,,,0.0,,,1843000000.0,-916000000.0,,,5534000000.0,,,,,67000000.0,,,,,,307000000.0,,,1711000000.0,-1238000000.0,,1291000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-30,,1690000000.0,,1216000000.0,,,,,,,,,,578000000.0,,,248000000.0,,,,,,138833000000.0,-2415000000.0,,74000000.0,,,647000000.0,,129198000000.0,,28657000000.0,,,,,282000000.0,282000000.0,,,6575000000.0,,,0.0,696000000.0,1211000000.0,-116000000.0,,,,,,,1847000000.0,0.0,,,,1569000000.0,,9635000000.0,,,,-166000000.0,,,1542000000.0,8756000000.0,,1098000000.0,14341000000.0,,337000000.0,,,,-922000000.0,,,1933000000.0,1690000000.0,,,-3392000000.0,,,,,55000000.0,,,,,,337000000.0,,,1696000000.0,2256000000.0,,-1006000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-31,25000000.0,2364000000.0,129804000000.0,1407000000.0,5757000000.0,,,,7624000000.0,1979000000.0,1407000000.0,-438000000.0,1329000000.0,584000000.0,,6798000000.0,263000000.0,243000000.0,139655000000.0,1086000000.0,8020000000.0,0.0,139655000000.0,-4852000000.0,1329000000.0,81000000.0,,,-722000000.0,4327000000.0,129804000000.0,,27922000000.0,10080000000.0,27922000000.0,,9851000000.0,304000000.0,304000000.0,319000000.0,10692000000.0,6798000000.0,,1086000000.0,0.0,-137000000.0,1086000000.0,-113000000.0,1699000000.0,933000000.0,,5757000000.0,,-549000000.0,1848000000.0,0.0,,,1337000000.0,894000000.0,,9851000000.0,7529000000.0,,-1142000000.0,-60000000.0,,,3821000000.0,10692000000.0,2349000000.0,953000000.0,8020000000.0,,334000000.0,,,,1088000000.0,-3278000000.0,,1923000000.0,2364000000.0,1086000000.0,-15337000000.0,470000000.0,,,,1848000000.0,30000000.0,,,,4550000000.0,246000000.0,334000000.0,,,1699000000.0,891000000.0,,2697000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-31,,-1593000000.0,,1659000000.0,,,,,,,,,,603000000.0,,,335000000.0,,,,,,147495000000.0,-5000000000.0,,69000000.0,,,-230000000.0,,137024000000.0,,31661000000.0,,,,,339000000.0,374000000.0,,,7738000000.0,,,0.0,-3270000000.0,1013000000.0,-112000000.0,,,,,,,2048000000.0,8846000000.0,,,,476000000.0,,10471000000.0,,,,-316000000.0,,,1254000000.0,11577000000.0,,975000000.0,12952000000.0,,486000000.0,,,,159000000.0,,,2074000000.0,-1593000000.0,,,3459000000.0,,,,,147000000.0,,,,,,486000000.0,,,1717000000.0,-2160000000.0,,-1404000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-30,,2092000000.0,,1918000000.0,,,,,,,,,,634000000.0,,,341000000.0,,,,,,145522000000.0,-1417000000.0,,77000000.0,,,-976000000.0,,134989000000.0,,32175000000.0,,,,,381000000.0,381000000.0,,,8437000000.0,,,0.0,1294000000.0,1118000000.0,-126000000.0,,,,,,,1854000000.0,0.0,,,,1298000000.0,,10533000000.0,,,,-898000000.0,,,1413000000.0,11413000000.0,,957000000.0,10786000000.0,,542000000.0,,,,943000000.0,,,2217000000.0,2092000000.0,,,-3183000000.0,,,,,161000000.0,,,,,,542000000.0,,,1796000000.0,691000000.0,,203000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-30,,17000000.0,,2300000000.0,,,,,,,,,,612000000.0,,,464000000.0,,,,,,149408000000.0,-2863000000.0,,51000000.0,,,-883000000.0,,138481000000.0,,33396000000.0,,,,,502000000.0,502000000.0,,,8303000000.0,,,0.0,-1623000000.0,1140000000.0,-121000000.0,,,,,,,1854000000.0,0.0,,,,-61000000.0,,10927000000.0,,,,-822000000.0,,,1301000000.0,12255000000.0,,910000000.0,13699000000.0,,499000000.0,,,,-5153000000.0,,,2167000000.0,17000000.0,,,1263000000.0,,,,,-3000000.0,,,,,,499000000.0,,,1811000000.0,4617000000.0,,-343000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,-10511000000.0,-9002000000.0,138724000000.0,2501000000.0,-8486000000.0,,,,8660000000.0,4178000000.0,2501000000.0,-480000000.0,2108000000.0,617000000.0,,8192000000.0,309000000.0,539000000.0,149888000000.0,1604000000.0,11908000000.0,0.0,149888000000.0,412000000.0,2108000000.0,136000000.0,,,3071000000.0,123000000.0,138724000000.0,,37627000000.0,5120000000.0,37627000000.0,,11164000000.0,347000000.0,347000000.0,333000000.0,12882000000.0,8192000000.0,,1106000000.0,0.0,4029000000.0,1106000000.0,-121000000.0,1910000000.0,1449000000.0,,-8486000000.0,,-2299000000.0,1654000000.0,0.0,,,-2018000000.0,2465000000.0,,11164000000.0,8846000000.0,,6038000000.0,-263000000.0,,,1152000000.0,12882000000.0,2466000000.0,925000000.0,11908000000.0,,581000000.0,,,,-6460000000.0,430000000.0,,2202000000.0,-9002000000.0,1569000000.0,-8868000000.0,4499000000.0,,,,1654000000.0,234000000.0,,,,3767000000.0,982000000.0,581000000.0,,,1910000000.0,-3025000000.0,,-474000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-03-31,,333000000.0,,2692000000.0,,,,,,,,,,637000000.0,,,287000000.0,,,,,,166037000000.0,-9771000000.0,,89000000.0,,,-1209000000.0,,155076000000.0,,57879000000.0,,,,,319000000.0,319000000.0,,,8447000000.0,,,0.0,799000000.0,986000000.0,-128000000.0,,,,,,,1654000000.0,6852000000.0,,,,3022000000.0,,10961000000.0,,,,-749000000.0,,,7548000000.0,12172000000.0,,947000000.0,13348000000.0,,545000000.0,,,,-920000000.0,,,2074000000.0,333000000.0,,,320000000.0,,,,,226000000.0,,,,,,545000000.0,,,2004000000.0,845000000.0,,1452000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-30,,898000000.0,,2920000000.0,,,,,,,,,,644000000.0,,,324000000.0,,,,,,168921000000.0,-8012000000.0,,57000000.0,,,1668000000.0,,157741000000.0,,57096000000.0,,,,,357000000.0,357000000.0,,,8336000000.0,,,0.0,-2133000000.0,1029000000.0,-129000000.0,,,,,,,1854000000.0,0.0,,,,-1675000000.0,,11180000000.0,,,,-331000000.0,,,7554000000.0,13924000000.0,,1034000000.0,12604000000.0,,611000000.0,,,,1360000000.0,,,2052000000.0,898000000.0,,,2414000000.0,,,,,254000000.0,,,,,,611000000.0,,,2034000000.0,-876000000.0,,1179000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-30,,643000000.0,,3221000000.0,,,,,,,,,,682000000.0,,,408000000.0,,,,,,169334000000.0,-3659000000.0,,130000000.0,,,415000000.0,,158526000000.0,,55144000000.0,,,,,439000000.0,439000000.0,,,8555000000.0,,,0.0,-2926000000.0,1106000000.0,-127000000.0,,,,,,,1450000000.0,0.0,,,,-3046000000.0,,10808000000.0,,,,-315000000.0,,,3779000000.0,13336000000.0,,1136000000.0,14969000000.0,,750000000.0,,,,368000000.0,,,2161000000.0,643000000.0,,,915000000.0,,,,,311000000.0,,,,,,750000000.0,,,2114000000.0,-294000000.0,,-1368000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,-945000000.0,476000000.0,160711000000.0,3263000000.0,2350000000.0,,,,8271000000.0,-2848000000.0,3263000000.0,-521000000.0,2212000000.0,681000000.0,,7991000000.0,149000000.0,918000000.0,171423000000.0,1294000000.0,11843000000.0,0.0,171423000000.0,-7690000000.0,2212000000.0,101000000.0,,,-270000000.0,1624000000.0,160711000000.0,,55799000000.0,24870000000.0,55799000000.0,,10712000000.0,179000000.0,179000000.0,377000000.0,14481000000.0,7991000000.0,,1190000000.0,0.0,-2850000000.0,1190000000.0,-137000000.0,2134000000.0,1168000000.0,,2350000000.0,,-2042000000.0,1450000000.0,0.0,,,2014000000.0,-1149000000.0,,10712000000.0,6852000000.0,,6774000000.0,-647000000.0,,,5989000000.0,14481000000.0,2644000000.0,1297000000.0,11843000000.0,,306000000.0,,,,-1753000000.0,-7110000000.0,,1984000000.0,476000000.0,1294000000.0,-29132000000.0,3125000000.0,,,,1450000000.0,127000000.0,,,,4414000000.0,604000000.0,306000000.0,,,2134000000.0,1949000000.0,,751000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-31,,3627000000.0,,3523000000.0,,,,,,,,,,653000000.0,,,385000000.0,,,,,,185281000000.0,-13108000000.0,,,,,623000000.0,,174490000000.0,,68726000000.0,,,,,396000000.0,385000000.0,,,7709000000.0,,,0.0,-3589000000.0,1224000000.0,-137000000.0,,,,,,,1450000000.0,8832000000.0,,,,-3770000000.0,,10791000000.0,,,,-578000000.0,,,13289000000.0,10537000000.0,,1510000000.0,11981000000.0,,660000000.0,,,,3046000000.0,,,2026000000.0,3627000000.0,,,-1034000000.0,,,,,264000000.0,,,,,,660000000.0,,,2140000000.0,185000000.0,,-996000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-06-30,,-1419000000.0,,3826000000.0,,,,,,,,,,674000000.0,,,453000000.0,,,,,,178531000000.0,-16078000000.0,,,,,4494000000.0,,167151000000.0,,58723000000.0,,,,,453000000.0,453000000.0,,,7202000000.0,,,0.0,-2021000000.0,1197000000.0,-136000000.0,,,,,,,1250000000.0,0.0,,,,-3960000000.0,,11380000000.0,,,,-790000000.0,,,18017000000.0,10659000000.0,,1605000000.0,15780000000.0,,755000000.0,,,,-1726000000.0,,,2123000000.0,-1419000000.0,,,3372000000.0,,,,,302000000.0,,,,,,755000000.0,,,2138000000.0,-146000000.0,,-68000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,,-1486000000.0,,4153000000.0,,,,,,,,,,720000000.0,,,477000000.0,,,,,,187853000000.0,-20824000000.0,,,,,6226000000.0,,176022000000.0,,67921000000.0,,,,,477000000.0,477000000.0,,,7537000000.0,,,0.0,-7537000000.0,1301000000.0,-125000000.0,,,,,,,1250000000.0,0.0,,,,405000000.0,,11831000000.0,,,,0.0,,,12882000000.0,10808000000.0,,1636000000.0,14690000000.0,,795000000.0,,,,-2536000000.0,,,2174000000.0,-1486000000.0,,,8371000000.0,,,,,318000000.0,,,,,,795000000.0,,,2134000000.0,293000000.0,,-652000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-31,-4513000000.0,-2827000000.0,171014000000.0,4493000000.0,-2105000000.0,,,,8455000000.0,-71162000000.0,4493000000.0,-548000000.0,2976000000.0,719000000.0,,7329000000.0,385000000.0,1160000000.0,182926000000.0,1805000000.0,9238000000.0,0.0,182926000000.0,49332000000.0,2976000000.0,86000000.0,,,-8192000000.0,226000000.0,171014000000.0,,70805000000.0,65789000000.0,70805000000.0,,11912000000.0,490000000.0,490000000.0,366000000.0,11743000000.0,7329000000.0,,1328000000.0,0.0,7096000000.0,1328000000.0,-150000000.0,2038000000.0,1700000000.0,,-2105000000.0,,-1818000000.0,1250000000.0,0.0,,,250000000.0,-63837000000.0,,11912000000.0,8832000000.0,,8406000000.0,-450000000.0,,,21601000000.0,11743000000.0,2766000000.0,1678000000.0,9238000000.0,,766000000.0,,,,-3297000000.0,-6051000000.0,,2132000000.0,-2827000000.0,1816000000.0,-678000000.0,-2303000000.0,,,,1250000000.0,276000000.0,,,,6429000000.0,3151000000.0,766000000.0,,,2038000000.0,-106000000.0,,1966000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-03-31,,1711000000.0,,6969000000.0,,,,,,,,,,1381000000.0,,,-89000000.0,,,,,,301984000000.0,-19030000000.0,,208000000.0,,,898000000.0,,282217000000.0,,91489000000.0,,,,,-89000000.0,-89000000.0,,,12977000000.0,,,0.0,-2443000000.0,2489000000.0,-284000000.0,,,,,,,2650000000.0,14794000000.0,,,,610000000.0,,19767000000.0,,,,-571000000.0,,,15977000000.0,17103000000.0,,2897000000.0,12746000000.0,,-303000000.0,,,,-571000000.0,,,4035000000.0,1711000000.0,,,-3217000000.0,,,,,-214000000.0,,,,,,-303000000.0,,,3801000000.0,2163000000.0,,-3949000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-30,,-1403000000.0,,7534000000.0,,,,,,,,,,1271000000.0,,,801000000.0,,,,,,321761000000.0,-25207000000.0,,198000000.0,,,-462000000.0,,301421000000.0,,93691000000.0,,,,,856000000.0,856000000.0,,,12770000000.0,,,0.0,-11858000000.0,2534000000.0,-248000000.0,,,,,,,2650000000.0,0.0,,,,312000000.0,,20340000000.0,,,,-401000000.0,,,13037000000.0,19096000000.0,,2766000000.0,13881000000.0,,1380000000.0,,,,-2467000000.0,,,3954000000.0,-1403000000.0,,,15705000000.0,,,,,524000000.0,,,,,,1380000000.0,,,3667000000.0,10000000.0,,2444000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-30,,-6238000000.0,,8091000000.0,,,,,,,,,,1251000000.0,,,749000000.0,,,,,,322604000000.0,-9510000000.0,,225000000.0,,,485000000.0,,300914000000.0,,106268000000.0,,,,,858000000.0,858000000.0,,,12379000000.0,,,0.0,2647000000.0,2828000000.0,-354000000.0,,,,,,,550000000.0,0.0,,,,1232000000.0,,21690000000.0,,,,-406000000.0,,-480000000.0,10925000000.0,18162000000.0,,2849000000.0,17624000000.0,,1385000000.0,,,,-7573000000.0,,,3925000000.0,-6238000000.0,,,4070000000.0,,,,,527000000.0,,,,,,1385000000.0,,,3636000000.0,252000000.0,,479000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,-6079000000.0,4947000000.0,314555000000.0,8627000000.0,-983000000.0,,,-288000000.0,15852000000.0,-6288000000.0,8627000000.0,-1188000000.0,3811000000.0,1255000000.0,,13314000000.0,781000000.0,1350000000.0,336099000000.0,2461000000.0,13731000000.0,0.0,336099000000.0,-19839000000.0,3811000000.0,238000000.0,,,-560000000.0,1766000000.0,314555000000.0,,108502000000.0,53764000000.0,108502000000.0,,21544000000.0,836000000.0,836000000.0,869000000.0,22949000000.0,13314000000.0,,3020000000.0,0.0,-14456000000.0,3020000000.0,-302000000.0,3642000000.0,2242000000.0,,-983000000.0,,-1453000000.0,3200000000.0,0.0,,,-199000000.0,-8442000000.0,,21544000000.0,14794000000.0,,26894000000.0,-75000000.0,,-288000000.0,13825000000.0,22949000000.0,5158000000.0,3057000000.0,13731000000.0,,1349000000.0,,,,4532000000.0,-26110000000.0,,3938000000.0,4947000000.0,2461000000.0,-73586000000.0,10336000000.0,,,,3200000000.0,513000000.0,,,,11569000000.0,361000000.0,1349000000.0,,,3642000000.0,-659000000.0,,827000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
