date,annualChangeInWorkingCapital,quarterlyFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualFreeCashFlow,annualCommonStockIssuance,quarterlyGoodwill,annualGainsLossesNotAffectingRetainedEarnings,annualTotalRevenue,annualNetOtherInvestingChanges,annualRetainedEarnings,annualCashDividendsPaid,annualPretaxIncome,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualLongTermDebt,quarterlyNetIncomeCommonStockholders,annualTaxProvision,annualTotalAssets,annualNetIncome,annualCurrentDebt,annualEndCashPosition,quarterlyTotalAssets,quarterlyPurchaseOfInvestment,annualOperatingIncome,quarterlyDepreciationAndAmortization,trailingTaxProvision,annualAccountsPayable,quarterlyNetOtherFinancingCharges,annualOtherNonCashItems,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualStockholdersEquity,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyLongTermDebt,trailingPretaxIncome,annualAccountsReceivable,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,annualNetPPE,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,annualOperatingCashFlow,annualChangeInAccountPayable,annualRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualBeginningCashPosition,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyCashAndCashEquivalents,annualSellingGeneralAndAdministration,quarterlyInterestExpense,quarterlyCurrentDebt,annualPurchaseOfBusiness,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualInvestingCashFlow,trailingSellingGeneralAndAdministration,quarterlyTotalRevenue,quarterlyOperatingCashFlow,annualNetIncomeContinuousOperations,annualPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,annualCapitalExpenditure,quarterlyCapitalExpenditure,annualChangesInAccountReceivables,annualCapitalStock,quarterlyTaxProvision,annualGoodwill,trailingNetIncome,annualStockBasedCompensation,annualInterestExpense,annualNetOtherFinancingCharges,quarterlyPretaxIncome,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualInventory,trailingBeginningCashPosition,trailingBasicAverageShares,trailingChangeInCashSupplementalAsReported,trailingOtherIncomeExpense,trailingOperatingIncome,quarterlyCostOfRevenue,quarterlyCurrentLiabilities,quarterlyBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,annualGrossProfit,annualBasicEPS,quarterlyDilutedEPS,annualOtherNonCurrentAssets,trailingPurchaseOfBusiness,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,annualCashCashEquivalentsAndMarketableSecurities,trailingChangeInWorkingCapital,quarterlyOtherIncomeExpense,annualGrossPPE,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentAssets,annualBasicAverageShares,annualCurrentAssets,quarterlyBasicEPS,annualNonCurrentDeferredRevenue,trailingCostOfRevenue,trailingBasicEPS,annualOtherCurrentLiabilities,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingStockBasedCompensation,trailingPurchaseOfInvestment,quarterlyCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,quarterlyNonCurrentDeferredTaxesLiabilities,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,quarterlyEbitda,annualIncomeTaxPayable,annualOtherNonCurrentLiabilities,annualTotalNonCurrentAssets,quarterlyGrossPPE,annualOperatingExpense,annualChangeInInventory,annualEbitda,trailingChangeInInventory,annualNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,annualDilutedEPS,trailingCashDividendsPaid,annualDilutedAverageShares,trailingEndCashPosition,trailingOperatingCashFlow,quarterlyOtherCurrentAssets,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,quarterlyAccumulatedDepreciation,annualCurrentLiabilities,annualAccumulatedDepreciation,trailingDepreciationAndAmortization,trailingSaleOfInvestment,annualOtherShortTermInvestments,quarterlyOperatingExpense,trailingDeferredIncomeTax,quarterlyDilutedAverageShares,trailingGrossProfit,annualCostOfRevenue,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyInventory,quarterlyOtherCurrentLiabilities,trailingOperatingExpense,quarterlyCurrentAccruedExpenses,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,annualOtherIncomeExpense,annualCurrentAccruedExpenses,trailingDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,trailingFreeCashFlow,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets
2008-03-31,,-2423000000.0,,55762000000.0,,,,,,,,,,5497000000.0,,,2373000000.0,,,,,,1642862000000.0,-78686000000.0,,923000000.0,,,481000000.0,,1502711000000.0,,667941000000.0,,,,,2373000000.0,2373000000.0,,,205367000000.0,,,46888000000.0,-68493000000.0,50989000000.0,-1319000000.0,,,,,,,3658000000.0,40144000000.0,60069000000.0,,,-21625000000.0,,125627000000.0,,,,-17480000000.0,,-512000000.0,31016000000.0,59302000000.0,,9873000000.0,79032000000.0,,3535000000.0,,,-409000000.0,-15667000000.0,,,16890000000.0,-2423000000.0,,,77289000000.0,,,,,1162000000.0,,,,,,3535000000.0,,,9457000000.0,10390000000.0,,6373000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,,26396000000.0,,56313000000.0,,,,,,,,,,7326000000.0,,,2003000000.0,,,,,,1775670000000.0,-29890000000.0,,1212000000.0,,,288000000.0,,1622423000000.0,,794024000000.0,,,,,2003000000.0,2003000000.0,,,277455000000.0,,,32255000000.0,14411000000.0,64294000000.0,-1344000000.0,,,,,,,9658000000.0,46888000000.0,63269000000.0,,,3992000000.0,,133176000000.0,,,,-12493000000.0,,-1835000000.0,40667000000.0,49405000000.0,,8235000000.0,72745000000.0,,2767000000.0,,,-730000000.0,21759000000.0,,,18399000000.0,26396000000.0,,,-55335000000.0,,,,,764000000.0,,,,,,2767000000.0,,,10333000000.0,2799000000.0,,-14528000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,,8432000000.0,,55217000000.0,,,,,,,,,,6311000000.0,,,527000000.0,,,,,,2251469000000.0,-114070000000.0,,1115000000.0,,,682000000.0,,2094189000000.0,,823086000000.0,,,,,-54000000.0,527000000.0,,,255432000000.0,,,54350000000.0,-165447000000.0,104232000000.0,-1364000000.0,,,,,,,12094000000.0,32255000000.0,68649000000.0,,,-73748000000.0,,145843000000.0,,,,-20317000000.0,,-2494000000.0,20653000000.0,88722000000.0,,8332000000.0,222307000000.0,,-2187000000.0,,,-1835000000.0,21572000000.0,,,14737000000.0,8432000000.0,,,179731000000.0,,,,,-2133000000.0,,,,,,-2187000000.0,,,9962000000.0,-12523000000.0,,22716000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,5880000000.0,-9307000000.0,1997607000000.0,54013000000.0,23098000000.0,,,-5687000000.0,67252000000.0,-181661000000.0,54013000000.0,-5911000000.0,2773000000.0,5525000000.0,,403083000000.0,702000000.0,-926000000.0,2175052000000.0,5605000000.0,37845000000.0,26895000000.0,2175052000000.0,-70550000000.0,2773000000.0,1156000000.0,,,-1232000000.0,11603000000.0,1997607000000.0,,839926000000.0,168761000000.0,839926000000.0,,166884000000.0,-623000000.0,702000000.0,4406000000.0,165034000000.0,403083000000.0,,60987000000.0,26895000000.0,-66817000000.0,60987000000.0,-1884000000.0,10045000000.0,5605000000.0,63011000000.0,23098000000.0,,-62691000000.0,35881000000.0,54350000000.0,63011000000.0,,-12742000000.0,-90280000000.0,,166884000000.0,40144000000.0,,250506000000.0,-12401000000.0,,-5687000000.0,76425000000.0,165034000000.0,24659000000.0,7799000000.0,37845000000.0,,-1342000000.0,,,337000000.0,-21784000000.0,-286346000000.0,,17226000000.0,-9307000000.0,3699000000.0,-293196000000.0,48821000000.0,,,,35881000000.0,-719000000.0,,,,34239000000.0,219000000.0,-1342000000.0,-2637000000.0,,10045000000.0,10937000000.0,,-27303000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,,50756000000.0,,55487000000.0,,,48201000000.0,,,,,,,4088000000.0,,,474000000.0,,,,,,2079188000000.0,-177418000000.0,,686000000.0,,,-376000000.0,,1908994000000.0,,763561000000.0,,,,,474000000.0,474000000.0,,,374102000000.0,,,26681000000.0,2754000000.0,,-1832000000.0,,,,,,,35935000000.0,26895000000.0,15983000000.0,-91000000.0,,4527000000.0,,170194000000.0,,,,-43703000000.0,,-4490000000.0,51407000000.0,116546000000.0,,4559000000.0,33085000000.0,,787000000.0,,165521000000.0,-1206000000.0,44901000000.0,,,8835000000.0,50756000000.0,,,-53437000000.0,,,,,313000000.0,,,,,,787000000.0,,-313000000.0,10336000000.0,-5107000000.0,,-214000000.0,788000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,52503000000.0,,56355000000.0,,,48288000000.0,,,,,,,8490000000.0,,,2721000000.0,,,,,,2026642000000.0,-72352000000.0,,1063000000.0,,,-554000000.0,,1871876000000.0,,741189000000.0,,,,,2721000000.0,2721000000.0,,,345907000000.0,,,25133000000.0,31676000000.0,,-849000000.0,,,,,,,12257000000.0,26681000000.0,19682000000.0,73000000.0,,-9956000000.0,,154766000000.0,,,,-44911000000.0,,-3438000000.0,63199000000.0,87015000000.0,,3879000000.0,42713000000.0,,4062000000.0,,171685000000.0,-1070000000.0,31427000000.0,,,25613000000.0,52503000000.0,,,-85976000000.0,,,,,1351000000.0,,,,,,4072000000.0,,-24687000000.0,10668000000.0,3587000000.0,,-1548000000.0,884000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,,7625000000.0,,59573000000.0,,,48334000000.0,,,,,,,8891000000.0,,,3588000000.0,,,,,,2041009000000.0,-55878000000.0,,997000000.0,,,-5137000000.0,,1878756000000.0,,797302000000.0,,,,,3512000000.0,3588000000.0,,,322948000000.0,,,21068000000.0,3165000000.0,,-252000000.0,,,,,,,12257000000.0,25133000000.0,18525000000.0,,,4762000000.0,,162253000000.0,,,,-24496000000.0,,283000000.0,46746000000.0,80691000000.0,,3523000000.0,53920000000.0,,5063000000.0,,171386000000.0,22000000.0,-17051000000.0,,,26622000000.0,7625000000.0,,,-15145000000.0,,,,,1551000000.0,,,,,,5063000000.0,,0.0,10675000000.0,8721000000.0,0.0,-4065000000.0,763000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,58046000000.0,11013000000.0,1866624000000.0,62481000000.0,121897000000.0,5756000000.0,48357000000.0,-91000000.0,100434000000.0,-762000000.0,62481000000.0,-3422000000.0,16067000000.0,6830000000.0,,322058000000.0,2949000000.0,4415000000.0,2031989000000.0,11728000000.0,41794000000.0,26206000000.0,2031989000000.0,-40724000000.0,16067000000.0,1087000000.0,,162696000000.0,-2415000000.0,6167000000.0,1866624000000.0,-25000000000.0,771518000000.0,243424000000.0,771518000000.0,,165365000000.0,3278000000.0,3278000000.0,3833000000.0,89436000000.0,266318000000.0,,67427000000.0,26206000000.0,-8240000000.0,67427000000.0,-489000000.0,11118000000.0,11728000000.0,20152000000.0,121897000000.0,,-55713000000.0,12257000000.0,21068000000.0,20152000000.0,,-689000000.0,-95000000.0,,165365000000.0,26895000000.0,,-152179000000.0,57397000000.0,,-91000000.0,82072000000.0,89436000000.0,33329000000.0,3237000000.0,41794000000.0,-97000000.0,3876000000.0,,,-1368000000.0,-1231000000.0,29355000000.0,,23164000000.0,11013000000.0,11652000000.0,-346372000000.0,2379000000.0,,,,12257000000.0,598000000.0,48357000000.0,,3355000000.0,15198000000.0,-8482000000.0,3876000000.0,-3622000000.0,0.0,11118000000.0,-1034000000.0,0.0,5138000000.0,920000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,,19132000000.0,,61043000000.0,,,48359000000.0,,,,,,,4838000000.0,,,2471000000.0,,,,,,2135796000000.0,-57647000000.0,,1198000000.0,,,-12109000000.0,,1971075000000.0,,770504000000.0,,,,,2471000000.0,2471000000.0,,,262857000000.0,,,31422000000.0,-13862000000.0,,-253000000.0,,,,,,,12257000000.0,26206000000.0,19914000000.0,-4000000.0,,515000000.0,,164721000000.0,,,,-14110000000.0,,761000000.0,58270000000.0,90436000000.0,,3135000000.0,50554000000.0,,3943000000.0,,154185000000.0,-40000000.0,7355000000.0,,,9243000000.0,19132000000.0,,,285000000.0,,,,,1472000000.0,,,,,,3943000000.0,,,11123000000.0,-1351000000.0,,5216000000.0,941000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,28423000000.0,,65465000000.0,,,48320000000.0,,,,,,,9409000000.0,,,4795000000.0,,,,,,2014019000000.0,-44644000000.0,,1206000000.0,,,-6799000000.0,,1842899000000.0,,709521000000.0,,,,,4795000000.0,4795000000.0,,,248618000000.0,,,32806000000.0,87536000000.0,,-492000000.0,,,,,,,12257000000.0,31422000000.0,16031000000.0,-2000000.0,,1175000000.0,,171120000000.0,,,,-28151000000.0,,2404000000.0,76500000000.0,72236000000.0,,3032000000.0,41082000000.0,,6724000000.0,,160478000000.0,-527000000.0,18739000000.0,,,36930000000.0,28423000000.0,,,-114437000000.0,,,,,2312000000.0,,,,,,7107000000.0,,,11267000000.0,-1798000000.0,,1384000000.0,833000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,,-53201000000.0,,69531000000.0,,,48736000000.0,,,,,,,8496000000.0,,,4418000000.0,,,,,,2141595000000.0,-43977000000.0,,1273000000.0,,,-5987000000.0,,1967765000000.0,,815683000000.0,,,,,4418000000.0,4418000000.0,,,307231000000.0,,,23960000000.0,-52953000000.0,,-257000000.0,,,,,,,11905000000.0,32806000000.0,14287000000.0,,,-431000000.0,,173830000000.0,,,,-6431000000.0,,3096000000.0,30301000000.0,55037000000.0,,3104000000.0,38611000000.0,,6203000000.0,,169365000000.0,-1201000000.0,-73257000000.0,,,23824000000.0,-53201000000.0,,,96362000000.0,,,,,1785000000.0,,,,,,6203000000.0,,-2664000000.0,11316000000.0,11381000000.0,0.0,-8846000000.0,753000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,-51348000000.0,1894000000.0,1941499000000.0,73998000000.0,-3752000000.0,0.0,48854000000.0,1001000000.0,35054000000.0,-114000000.0,73998000000.0,-1486000000.0,24859000000.0,8353000000.0,,304978000000.0,4411000000.0,7489000000.0,2117605000000.0,15442000000.0,35363000000.0,27567000000.0,2117605000000.0,-33219000000.0,-56141000000.0,1288000000.0,,170330000000.0,25681000000.0,6234000000.0,1941499000000.0,-3351000000.0,806228000000.0,220200000000.0,806228000000.0,,176106000000.0,4831000000.0,4831000000.0,4965000000.0,49240000000.0,304978000000.0,,,27567000000.0,33281000000.0,,-484000000.0,13355000000.0,15764000000.0,17688000000.0,-3752000000.0,,-99043000000.0,11905000000.0,23960000000.0,17688000000.0,,1361000000.0,-1373000000.0,,176106000000.0,26206000000.0,,-49217000000.0,-50351000000.0,,1001000000.0,55129000000.0,49240000000.0,35254000000.0,3510000000.0,35363000000.0,-4910000000.0,7012000000.0,,170330000000.0,800000000.0,-4185000000.0,54002000000.0,,26098000000.0,1894000000.0,17370000000.0,-179487000000.0,-31427000000.0,,,,11905000000.0,2181000000.0,48854000000.0,,3251000000.0,12781000000.0,786000000.0,7012000000.0,-968000000.0,-687000000.0,13355000000.0,-1998000000.0,0.0,3607000000.0,724000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,,-5979000000.0,,78342000000.0,,,48856000000.0,,,,,,,10122000000.0,,,5555000000.0,,,,,,2198161000000.0,-39679000000.0,,1274000000.0,,,-496000000.0,,2017563000000.0,,835948000000.0,,,,,5555000000.0,5555000000.0,,,306320000000.0,,,23469000000.0,-65810000000.0,,-246000000.0,,,,,,,11905000000.0,27567000000.0,16950000000.0,,,-132000000.0,,180598000000.0,,,,-27250000000.0,,712000000.0,26369000000.0,104311000000.0,,3738000000.0,46022000000.0,,6888000000.0,,171638000000.0,-214000000.0,-17716000000.0,,,24052000000.0,-5979000000.0,,,67328000000.0,,,,,2502000000.0,,,,,,8057000000.0,,-95000000.0,13422000000.0,4372000000.0,,-4098000000.0,830000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,64704000000.0,,82612000000.0,,,48882000000.0,,,,,,,9530000000.0,,,5431000000.0,,,,,,2246764000000.0,-43643000000.0,,1278000000.0,,,-828000000.0,,2063885000000.0,,783463000000.0,,,,,5431000000.0,5431000000.0,,,309436000000.0,,,30466000000.0,-79997000000.0,,-1319000000.0,,,,,,,7800000000.0,23469000000.0,15922000000.0,,,138000000.0,,182879000000.0,,,,-14882000000.0,,1638000000.0,64285000000.0,200346000000.0,,3796000000.0,51160000000.0,,8127000000.0,,184490000000.0,893000000.0,51132000000.0,,,26779000000.0,64704000000.0,,,21997000000.0,,,,,2696000000.0,,,,,,8127000000.0,,-3480000000.0,13679000000.0,2316000000.0,,6997000000.0,727000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,,7793000000.0,,85726000000.0,,,48180000000.0,,,,,,,9082000000.0,,,4262000000.0,,,,,,2289240000000.0,-55151000000.0,,1265000000.0,,,-5933000000.0,,2106953000000.0,,800880000000.0,,,,,4262000000.0,4262000000.0,,,303006000000.0,,,56766000000.0,-23860000000.0,,-1061000000.0,,,,,,,11905000000.0,30466000000.0,11229000000.0,,,193000000.0,,182287000000.0,,,,-14687000000.0,,1964000000.0,38085000000.0,185643000000.0,,3343000000.0,51073000000.0,,5818000000.0,,199769000000.0,-1162000000.0,1446000000.0,,,23763000000.0,7793000000.0,,,43040000000.0,,,,,1556000000.0,,,,,,5818000000.0,,3575000000.0,13812000000.0,-1487000000.0,,26300000000.0,538000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,53814000000.0,29414000000.0,2082219000000.0,88315000000.0,95932000000.0,,48188000000.0,944000000.0,97234000000.0,-63000000.0,88315000000.0,-3895000000.0,26749000000.0,8393000000.0,,278683000000.0,3427000000.0,7773000000.0,2265792000000.0,18976000000.0,51631000000.0,59602000000.0,2265792000000.0,-63836000000.0,26749000000.0,1288000000.0,,202895000000.0,-1442000000.0,6157000000.0,2082219000000.0,0.0,808756000000.0,165965000000.0,808756000000.0,,183573000000.0,3728000000.0,3728000000.0,5105000000.0,144881000000.0,256775000000.0,,,59602000000.0,-1085000000.0,,-1269000000.0,14041000000.0,18976000000.0,10430000000.0,95932000000.0,,-82078000000.0,11905000000.0,56766000000.0,10430000000.0,,32035000000.0,-262000000.0,,183573000000.0,27567000000.0,,107706000000.0,-25259000000.0,,944000000.0,37226000000.0,144881000000.0,37127000000.0,2923000000.0,51631000000.0,,4747000000.0,,81542000000.0,2176000000.0,18952000000.0,-170752000000.0,,21471000000.0,29414000000.0,18976000000.0,-202309000000.0,-24659000000.0,,,,11905000000.0,1019000000.0,48188000000.0,,2675000000.0,13604000000.0,-8699000000.0,4747000000.0,1693000000.0,0.0,14041000000.0,956000000.0,,2836000000.0,580000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,,4266000000.0,,92347000000.0,,,48208000000.0,,,,,,,10564000000.0,,,5017000000.0,,,,,,2320330000000.0,-63368000000.0,,1232000000.0,,,1697000000.0,,2130602000000.0,,837742000000.0,,,,,5383000000.0,5383000000.0,,,255831000000.0,,,55383000000.0,-45362000000.0,,-1024000000.0,,,,,,,11905000000.0,59602000000.0,11068000000.0,,,-447000000.0,,189728000000.0,,,,-16713000000.0,,2645000000.0,53626000000.0,170411000000.0,,3035000000.0,50577000000.0,,7641000000.0,,204148000000.0,-444000000.0,2392000000.0,,,26712000000.0,4266000000.0,,,35352000000.0,,,,,2258000000.0,,,,,,7641000000.0,,,14213000000.0,-2927000000.0,,-4219000000.0,832000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,,41983000000.0,,95518000000.0,,,48131000000.0,,,,,,,9351000000.0,,,4960000000.0,,,,,,2290146000000.0,-41798000000.0,,1217000000.0,,,-7549000000.0,,2098574000000.0,,771919000000.0,,,,,4960000000.0,4960000000.0,,,239539000000.0,,,44866000000.0,-20600000000.0,,-1469000000.0,,,,,,,11905000000.0,55383000000.0,9931000000.0,,,-895000000.0,,191572000000.0,,,,-31509000000.0,,2272000000.0,68872000000.0,175249000000.0,,2953000000.0,50563000000.0,,7000000000.0,,207126000000.0,1914000000.0,32908000000.0,,,22180000000.0,41983000000.0,,,-30485000000.0,,,,,2040000000.0,,,,,,7000000000.0,,,14206000000.0,-2917000000.0,,-10517000000.0,609000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,,-16659000000.0,,99888000000.0,,,48178000000.0,,,,,,,9422000000.0,,,5708000000.0,,,,,,2321284000000.0,-45683000000.0,,1294000000.0,,,-218000000.0,,2121591000000.0,,812954000000.0,,,,,5708000000.0,5708000000.0,,,241140000000.0,,,53343000000.0,-3759000000.0,,-1223000000.0,,,,,,,13163000000.0,44866000000.0,9721000000.0,,,1342000000.0,,199693000000.0,,,,-22463000000.0,,4426000000.0,40192000000.0,157687000000.0,,2653000000.0,55474000000.0,,7986000000.0,,203042000000.0,-715000000.0,-26063000000.0,,,25146000000.0,-16659000000.0,,,28754000000.0,,,,,2278000000.0,,,,,,7986000000.0,,,14271000000.0,1919000000.0,,8477000000.0,582000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,-1865000000.0,-4511000000.0,2155072000000.0,104223000000.0,25079000000.0,,48175000000.0,4102000000.0,97031000000.0,-3400000000.0,104223000000.0,-5194000000.0,28917000000.0,9049000000.0,,249024000000.0,5322000000.0,7633000000.0,2359141000000.0,21284000000.0,55367000000.0,53723000000.0,2359141000000.0,-38781000000.0,28917000000.0,1404000000.0,,195240000000.0,6481000000.0,-4437000000.0,2155072000000.0,-1653000000.0,746197000000.0,194594000000.0,746197000000.0,,204069000000.0,5692000000.0,5692000000.0,5147000000.0,175537000000.0,249024000000.0,,60933000000.0,53723000000.0,-50104000000.0,60933000000.0,-1478000000.0,14519000000.0,19877000000.0,9849000000.0,25079000000.0,-13069000000.0,-96473000000.0,13163000000.0,53343000000.0,9849000000.0,,-5879000000.0,0.0,,204069000000.0,59602000000.0,,87707000000.0,-25788000000.0,,4102000000.0,31904000000.0,175537000000.0,38386000000.0,2512000000.0,55367000000.0,,6950000000.0,,195240000000.0,375000000.0,-11102000000.0,-119825000000.0,,23653000000.0,-4511000000.0,21284000000.0,-189630000000.0,54086000000.0,,,1732000000.0,13163000000.0,1258000000.0,48175000000.0,,2545000000.0,11153000000.0,411000000.0,6950000000.0,1130000000.0,,14519000000.0,-512000000.0,,380000000.0,522000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,,19964000000.0,,109402000000.0,,,48067000000.0,,,,,,,10335000000.0,,,6131000000.0,,,,,,2389349000000.0,-50980000000.0,,974000000.0,,,-3464000000.0,,2182263000000.0,,726126000000.0,,,-2104000000.0,,6529000000.0,6529000000.0,,,268361000000.0,,,45524000000.0,-55455000000.0,74208000000.0,-1242000000.0,,,,,,,14063000000.0,53723000000.0,10031000000.0,-37000000.0,,-891000000.0,,207086000000.0,,,,-16467000000.0,-12687000000.0,3491000000.0,51248000000.0,303159000000.0,,2494000000.0,58835000000.0,,9082000000.0,,193089000000.0,1821000000.0,9927000000.0,,,25122000000.0,19964000000.0,,,28180000000.0,,,,,2553000000.0,,,,,,9082000000.0,,-2578000000.0,14541000000.0,-36000000.0,,-8199000000.0,641000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
