,annualSaleOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyBasicEPS,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualLongTermDebt,annualStockholdersEquity,annualCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyTaxProvision,quarterlyLongTermDebt,annualRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualCurrentLiabilities,annualPurchaseOfInvestment,annualOperatingCashFlow,annualAccountsReceivable,annualCapitalStock,quarterlyOperatingExpense,quarterlyAccountsReceivable,annualStockBasedCompensation,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,annualGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingGrossProfit,quarterlyCapitalStock,annualEbitda,annualRepaymentOfDebt,annualNetPPE,annualOtherCurrentLiabilities,trailingTotalRevenue,annualNetOtherInvestingChanges,annualOperatingIncome,annualCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,annualNonCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossPPE,quarterlyCashAndCashEquivalents,trailingOperatingIncome,annualAccountsPayable,annualBasicEPS,quarterlyFreeCashFlow,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyInterestExpense,trailingOtherIncomeExpense,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentAssets,annualPretaxIncome,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,trailingNetIncomeContinuousOperations,annualCapitalExpenditure,annualSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualOperatingExpense,annualCashAndCashEquivalents,quarterlyDilutedEPS,quarterlyTotalRevenue,trailingOperatingExpense,annualChangesInAccountReceivables,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,trailingInterestExpense,annualTaxProvision,quarterlyEbitda,annualCurrentAssets,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualTotalRevenue,annualDilutedEPS,annualDilutedAverageShares,annualNetIncomeCommonStockholders,annualInterestExpense,annualNetOtherFinancingCharges,quarterlyEndCashPosition,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,annualCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualGrossProfit,annualTotalNonCurrentAssets,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,trailingNetIncomeCommonStockholders,quarterlyBasicAverageShares,annualOtherCurrentAssets,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,annualBasicAverageShares,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,annualTotalAssets,trailingTaxProvision,annualNetIncome,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,annualCostOfRevenue,annualPurchaseOfBusiness,annualBeginningCashPosition,annualCashDividendsPaid,annualFreeCashFlow,annualCurrentDebt,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyChangeInInventory,trailingDeferredIncomeTax,trailingFreeCashFlow,trailingRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,trailingChangeInCashSupplementalAsReported,annualNonCurrentDeferredTaxesLiabilities,trailingCapitalExpenditure,annualCurrentAccruedExpenses,annualInventory,trailingRepaymentOfDebt,trailingCashDividendsPaid,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingOperatingCashFlow,annualOtherIntangibleAssets,trailingNetOtherFinancingCharges,annualGoodwill,trailingBasicEPS,trailingResearchAndDevelopment,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,trailingEndCashPosition,annualChangeInInventory,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingBeginningCashPosition,quarterlyCurrentAccruedExpenses,trailingChangeInAccountPayable,quarterlyOtherIntangibleAssets,quarterlyCurrentDeferredRevenue,trailingInvestingCashFlow,quarterlyGoodwill,trailingChangeInWorkingCapital,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,annualDeferredIncomeTax,trailingDilutedAverageShares
1112227200,,66409000.0,-9373000.0,26877000.0,-25957000.0,,,3938000.0,,-19844000.0,1.15,38482000.0,25176000.0,,,,,2096552000.0,1115000.0,,1317955000.0,,,1873000.0,,,,,,50447000.0,,,,,,,10644000.0,,25002000.0,,,,,,,,,,,26389000.0,,2230988000.0,12517000.0,,12517000.0,,,,18638000.0,,,,,,,23330358.0,,,,,3885000.0,,13130000.0,,,1165000.0,-3284000.0,,,,,1392415000.0,,,,,1.13,77321000.0,,,2444540000.0,26874000.0,,,,46601000.0,,,,11605000.0,,,,,,,,,12517000.0,,-18470000.0,-10652000.0,,,,-72758000.0,,,,,,23044075.0,,606435000.0,13027000.0,,,,3944000.0,,,,-40361000.0,,,,,,-347988000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,30756000.0,-7523000.0,38878000.0,-30106000.0,,,2409000.0,,4813000.0,1.66,28147000.0,12545000.0,,,,,2130638000.0,31190000.0,-12545000.0,1313194000.0,,,20559000.0,,,,,,52277000.0,,,,,,,12517000.0,,25002000.0,,,,,,,,,,,38390000.0,,2246356000.0,33076000.0,,33076000.0,,,,32960000.0,,,,,,,23372873.0,,,,,2193000.0,,38158000.0,,,-1595000.0,-1182000.0,,,,,1388559000.0,,,,,1.64,78896000.0,,,2492515000.0,26619000.0,,,,46662000.0,,,,-10732000.0,,,,,,,,,33076000.0,,-19367000.0,22518000.0,,,,-53063000.0,,,,,,23069620.0,,624714000.0,4573000.0,,,0.0,29124000.0,,,,-59479000.0,,,,,,-361877000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,27637000.0,-7087000.0,8747000.0,-22651000.0,,,-2204000.0,,-7509000.0,0.36,40023000.0,8747000.0,,,,,2143633000.0,-4908000.0,1185000.0,1314239000.0,,,-13711000.0,,,,,,53392000.0,,,,,,,33076000.0,,25002000.0,,,,,,,,,,,8259000.0,,2246325000.0,19365000.0,,19365000.0,,,,32514000.0,,,,,,,23411959.0,,,,,2193000.0,,45024000.0,,,91000.0,,,,,,1396678000.0,,,,,0.35,81820000.0,,,2524405000.0,28428000.0,,,,48751000.0,,,,59550000.0,,,,,,,,,19365000.0,,-19195000.0,-31083000.0,,,,-63538000.0,,,,,,23106569.0,,618470000.0,4560000.0,,,9932000.0,-5005000.0,,,-17151000.0,-54973000.0,,,,,,-380772000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,,27228000.0,214951000.0,5213000.0,-11359000.0,-32951000.0,,346000.0,80075000.0,-213107000.0,,17957000.0,5213000.0,-30843000.0,1129918000.0,580967000.0,-90073000.0,2137218000.0,-3258000.0,152000.0,1129918000.0,-77341000.0,,-5028000.0,,,124609000.0,,25002000.0,56650000.0,,,,,660000.0,3956000.0,19365000.0,,25002000.0,195092000.0,-389363000.0,2137218000.0,,,136219000.0,115017000.0,14337000.0,14337000.0,2193000.0,4725000.0,,2239290000.0,14337000.0,2537072000.0,14337000.0,,32982000.0,3.38,-195150000.0,,,,,,,,,53980000.0,27228000.0,,2193000.0,-399854000.0,32982000.0,-25000000.0,,660000.0,,,,-235647000.0,19148000.0,1425109000.0,51442000.0,,212274000.0,14337000.0,,83332000.0,,-4762000.0,2537072000.0,26682000.0,,,2538000.0,46715000.0,,3693000.0,,-93374000.0,,5376000.0,327291000.0,3.32,23388503.0,77763000.0,73614000.0,190968000.0,14337000.0,,-19231000.0,-11626000.0,4489000.0,1425109000.0,,-77341000.0,,,-4201000.0,,,,,580967000.0,5574000.0,,,5365000.0,108156000.0,23038561.0,,,-234550000.0,,2239290000.0,,79716000.0,,-399854000.0,,,,10644000.0,-76263000.0,-111038000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,28995000.0,-10107000.0,10322000.0,24934000.0,,,4678000.0,,-7877000.0,0.43,43322000.0,7537000.0,,,,,2189728000.0,-5250000.0,37000.0,1182594000.0,,,-4928000.0,,,,,,56667000.0,,,,,,,14337000.0,,25002000.0,,,,,,,,,,,9834000.0,,2296770000.0,9409000.0,,9409000.0,,,,35445000.0,,,,,18990000.0,,23095493.0,,,,,2193000.0,,42295000.0,,,7056000.0,-3469000.0,,,,,1488470000.0,,,,,0.43,86087000.0,,,2608586000.0,29420000.0,,,,49511000.0,,,,33000000.0,,,,,,,,,9409000.0,,-19005000.0,-73184000.0,,,,-86730000.0,,,,,,22871800.0,,577300000.0,4899000.0,,,7574000.0,-65307000.0,,,,-63955000.0,,,,,,-418858000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,36498000.0,7712000.0,22512000.0,2460000.0,,,2508000.0,,-12469000.0,0.96,25931000.0,6928000.0,,,,,2194576000.0,-5134000.0,138000.0,1195995000.0,,,-387000.0,,,,,,56443000.0,,,,,,,9409000.0,,25002000.0,,,,,,,,,,,22023000.0,,2328244000.0,9022000.0,,9022000.0,,,,13462000.0,,,,,19497000.0,,23226466.0,,,,,2193000.0,,37567000.0,,,11704000.0,-1604000.0,,,,,1497768000.0,,,,,0.95,87486000.0,,,2631730000.0,31043000.0,,,,51718000.0,,,,,,,,,,,,,9022000.0,,-19718000.0,-28778000.0,,,,-84066000.0,,,,,,22950172.0,,600782000.0,5002000.0,,,7066000.0,17049000.0,,,,-29075000.0,,,,,,-437154000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,53806000.0,-21919000.0,12477000.0,113889000.0,,,23175000.0,,-224756000.0,0.46,68248000.0,11413000.0,,,,,2309519000.0,12945000.0,150000.0,1177330000.0,,,21120000.0,,,,,,57575000.0,,,,,,,9022000.0,,145914000.0,,,,,,,,,,,10686000.0,,2459490000.0,30142000.0,,30142000.0,,,,-156508000.0,,,,,18525000.0,,23677569.0,,,,,2193000.0,,24679000.0,,,-1510000.0,,,,,,1493131000.0,,,,,0.45,91542000.0,,,2766739000.0,33967000.0,,,,54633000.0,,,,,,,,,,,,,30142000.0,,-19836000.0,-161017000.0,,,,-92849000.0,,,,,,23142385.0,,738598000.0,5289000.0,,,11563000.0,192379000.0,,,-128640000.0,-140412000.0,,,,,,-457220000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,,60451000.0,-2709000.0,17437000.0,6983000.0,2945000.0,,22199000.0,83036000.0,-294620000.0,,22434000.0,9578000.0,-312876000.0,1153704000.0,612209000.0,148266000.0,2348880000.0,-34753000.0,200000.0,1153704000.0,-97457000.0,,-20480000.0,,,159935000.0,,25002000.0,126891000.0,,,,,-2273000.0,6176000.0,30142000.0,,25002000.0,133534000.0,-266965000.0,2348880000.0,,,188754000.0,50498000.0,9662000.0,9662000.0,2193000.0,15060000.0,,2485840000.0,9662000.0,2813895000.0,9662000.0,,13704000.0,2.5,-272186000.0,,,,,-54269000.0,,,,35862000.0,60451000.0,,2193000.0,-465015000.0,13704000.0,0.0,,-2273000.0,,,,-539722000.0,22235000.0,1637511000.0,35337000.0,,297576000.0,9662000.0,,82959000.0,,493000.0,2813895000.0,-43932000.0,,,525000.0,-25217000.0,,-4675000.0,,-108797000.0,,7970000.0,348074000.0,2.45,23551042.0,57603000.0,2743000.0,-27023000.0,9662000.0,,-21887000.0,-49897000.0,52560000.0,1637511000.0,,-97457000.0,,,8463000.0,,,,,612209000.0,7045000.0,,,9778000.0,44633000.0,23081682.0,,,-33523000.0,,2485840000.0,,62748000.0,,-465015000.0,,,,14337000.0,-80446000.0,-379787000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,64221000.0,-72967000.0,37546000.0,-28917000.0,,,1185000.0,,-63902000.0,1.51,59931000.0,14503000.0,,,,,2416942000.0,2182000.0,0.0,1250781000.0,,,5376000.0,,,,,,77548000.0,,,,,,,9662000.0,,25002000.0,,,,,,,,,,,35303000.0,,2576331000.0,20822000.0,,15038000.0,,,,-3971000.0,,,-5784000.0,,18266000.0,,24214984.0,,,,,2193000.0,,18982000.0,,,268000.0,,,,,,1714320000.0,,,,,1.46,93194000.0,,,2903076000.0,15646000.0,,,,37323000.0,,,,22385000.0,,,,,,,,,15038000.0,,-21721000.0,-25638000.0,,,,-83985000.0,,,,5784000.0,,23432419.0,,631752000.0,6096000.0,,,14503000.0,44048000.0,,,,-94554000.0,,,,,,-486134000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,69851000.0,-6364000.0,12187000.0,148401000.0,,,214252000.0,,-11600000.0,0.4,39721000.0,11902000.0,,,,,2621192000.0,2865000.0,0.0,1239122000.0,,,-2451000.0,,,,,,84418000.0,,,,,,,15038000.0,,25002000.0,,,,,,,,,,,9877000.0,,2793475000.0,16402000.0,,12587000.0,,,,28121000.0,,,1969000.0,,20491000.0,,25104021.0,,,,,2193000.0,,9680000.0,,,14096000.0,,,,,,1695036000.0,,,,,0.39,98061000.0,,,3129873000.0,13643000.0,,,,38809000.0,,,,27534000.0,,,,,,,,,12587000.0,,-24458000.0,-190573000.0,,,,-97500000.0,,,,3815000.0,,24493816.0,,846474000.0,6008000.0,,,11902000.0,-180942000.0,,,,-321484000.0,,,,,,-508681000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,70787000.0,-8002000.0,12308000.0,108730000.0,,,2021000.0,,-405968000.0,0.4,58496000.0,12260000.0,,,,,2781927000.0,2407000.0,0.0,1400852000.0,,,-2348000.0,,,,,,66440000.0,,,,,,,12587000.0,,25002000.0,,,,,,,,,,,9997000.0,,2954400000.0,16082000.0,,10239000.0,,,,-347472000.0,167571000.0,,-2028000.0,,20235000.0,,25555928.0,,,,,2193000.0,,26608000.0,,,4751000.0,,,,,,1873979000.0,,,,,0.39,101255000.0,,,3314313000.0,34815000.0,,,,60427000.0,,,,46188000.0,,,,,,,,,10239000.0,,-25701000.0,-169574000.0,,,,-110912000.0,,,,5843000.0,,25165276.0,,824391000.0,6415000.0,,,12260000.0,238422000.0,,,,-78293000.0,,,,,,-532386000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,5759000.0,64191000.0,865293000.0,53597000.0,-40927000.0,-36800000.0,,535000.0,100389000.0,-75236000.0,,32729000.0,2999000.0,-377870000.0,1432691000.0,790318000.0,187287000.0,2809217000.0,2856000.0,400000.0,1432691000.0,-82805000.0,,-283000.0,,-7776000.0,190877000.0,,25002000.0,69308000.0,,,,,-8988000.0,10310000.0,10239000.0,,25002000.0,229955000.0,-1544780000.0,2809217000.0,,,-37216000.0,129566000.0,11973000.0,9956000.0,2193000.0,51287000.0,,2980323000.0,11973000.0,3351204000.0,9956000.0,,29627000.0,4.34,-42507000.0,169818000.0,,-1933000.0,,22003000.0,,,,42064000.0,64191000.0,,2193000.0,-541987000.0,29627000.0,-32644000.0,,-8988000.0,-31235000.0,,,-556706000.0,26273000.0,1908045000.0,41664000.0,,258957000.0,9956000.0,,96013000.0,,2458000.0,3351204000.0,26705000.0,,,400000.0,54639000.0,,294000.0,,-132907000.0,,11238000.0,388523000.0,4.24,25100974.0,106464000.0,80995000.0,777960000.0,9956000.0,2017000.0,-25759000.0,7915000.0,217993000.0,1908045000.0,,-82805000.0,,,13696000.0,2017000.0,,,,790318000.0,7754000.0,,,3399000.0,-138744000.0,24548003.0,,,-1050449000.0,,2980323000.0,,115638000.0,,-541987000.0,,,,9662000.0,-97639000.0,-365829000.0,169818000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,63700000.0,-10056000.0,18014000.0,-20818000.0,,0.0,,,-31298000.0,0.63,47235000.0,18014000.0,,,,,2829643000.0,6630000.0,,1537300000.0,,15945000.0,401000.0,,,,,,55264000.0,885000.0,,32981000.0,,,,9956000.0,,25002000.0,,,,,,,,,,,15704000.0,,3001276000.0,4045000.0,,0.0,,,,15937000.0,148183000.0,,-6887000.0,11290000.0,20183000.0,,24877626.0,2893343000.0,,,,,,86716000.0,,69723000.0,-18932000.0,-13723000.0,,,,,1964936000.0,,,,,0.63,102704000.0,,,3397463000.0,14459000.0,,,,42193000.0,,,,,,,,,,,,,10357000.0,,-25471000.0,-26016000.0,,,1683212000.0,-92345000.0,,,,4045000.0,,24747925.0,,757975000.0,6625000.0,281724000.0,,,879000.0,,,,-127053000.0,107933000.0,,,,10357000.0,-567820000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,66546000.0,-16360000.0,11999000.0,37989000.0,,0.0,,,-67687000.0,0.39,42498000.0,11999000.0,,,,,2884638000.0,360000.0,,1610222000.0,,16664000.0,10638000.0,,,,,,55691000.0,1547000.0,,34550000.0,,,,10357000.0,,25002000.0,,,,,,,,,,,9688000.0,,3063909000.0,2503000.0,,0.0,,,,-25189000.0,155000000.0,,-5469000.0,8598000.0,19781000.0,,25153826.0,2951184000.0,,,,,,71433000.0,,70243000.0,-10887000.0,0.0,,,,,2030096000.0,,,,,0.38,104793000.0,,,3479127000.0,14552000.0,,,,43235000.0,,,,,,,,,,,,,20995000.0,,-27589000.0,-69849000.0,,,1756134000.0,-107983000.0,,,,2503000.0,,24768626.0,,752820000.0,6512000.0,273962000.0,,,-5291000.0,,,,-68075000.0,112725000.0,,,,20995000.0,-594489000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,66363000.0,-7961000.0,14686000.0,107198000.0,,0.0,133654000.0,,-139838000.0,0.5,53315000.0,15270000.0,,,,,2542861000.0,2781000.0,,1577126000.0,,16672000.0,12409000.0,,,,,,69511000.0,967000.0,,34349000.0,,,,20995000.0,,2000.0,,,,,,,,,,,12376000.0,,3159326000.0,104570000.0,,45956000.0,,,,-86523000.0,1494327000.0,,-56307000.0,1440000.0,19399000.0,,27910297.0,2973186000.0,,,,,,84848000.0,,69869000.0,-15911000.0,0.0,,,,,2009595000.0,,,,,0.49,104218000.0,,,3155110000.0,34707000.0,,,,62659000.0,,,,,,,,,,,,,33404000.0,,-27577000.0,-148104000.0,,,1723038000.0,-122044000.0,,,,58614000.0,,24752000.0,,869801000.0,6524000.0,286557000.0,,,1621000.0,,,,-255357000.0,186140000.0,,,,33404000.0,-612249000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,76912000.0,76346000.0,-9389000.0,20655000.0,11366000.0,22538000.0,0.0,9097000.0,110860000.0,-60567000.0,,38193000.0,17401000.0,-285023000.0,1640647000.0,844918000.0,135735000.0,2912035000.0,12670000.0,,1640647000.0,-130697000.0,16444000.0,8505000.0,1939172000.0,-100108000.0,181241000.0,,25002000.0,58172000.0,,,34432000.0,,-206121000.0,19438000.0,33404000.0,,25002000.0,252580000.0,-731327000.0,2912035000.0,178525000.0,,-20515000.0,136857000.0,78605000.0,41909000.0,,18345000.0,,3164823000.0,45310000.0,3552061000.0,0.0,,56828000.0,2.23,-22374000.0,120000000.0,73129000.0,-31445000.0,55584000.0,20368000.0,,,2988381000.0,63517000.0,76346000.0,,,-640026000.0,56828000.0,-23788000.0,71600000.0,-75424000.0,-10065000.0,,,-299390000.0,26984000.0,2085084000.0,63517000.0,0.0,175569000.0,54719000.0,,106032000.0,,,3552061000.0,13428000.0,,,0.0,124790000.0,176442000.0,31953000.0,,,145912000.0,,412895000.0,2.21,25390498.0,56113000.0,78203000.0,-43766000.0,41909000.0,23886000.0,-28853000.0,-41054000.0,142751000.0,2085084000.0,1859688000.0,-130697000.0,312426000.0,2988381000.0,-2006000.0,45310000.0,,,50200000.0,844918000.0,7384000.0,225396000.0,,,-17724000.0,25162780.0,,,-280842000.0,176442000.0,3164823000.0,,65354000.0,41909000.0,-640026000.0,73129000.0,100469000.0,,9956000.0,-109490000.0,-118149000.0,1760647000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,,70603000.0,-5763000.0,18396000.0,-28163000.0,,0.0,,,-37242000.0,1.61,55063000.0,21088000.0,,,,,2902341000.0,911000.0,,1626816000.0,,16429000.0,23303000.0,,,,,,55611000.0,,,33378000.0,,,,41909000.0,,25002000.0,,,,,,,,,,,42265000.0,,3161915000.0,30143000.0,,0.0,,,,17821000.0,185000000.0,,-18178000.0,14477000.0,20203000.0,,28692959.0,2972944000.0,,,,,,63896000.0,,72501000.0,-58942000.0,-52843000.0,,,,,2066319000.0,,,,,1.53,105879000.0,,,3568893000.0,16890000.0,,,,46065000.0,,,,,,,,,,,,,65212000.0,,-29169000.0,-3597000.0,,,1769376000.0,-151615000.0,,,,30143000.0,,26224946.0,,860048000.0,6233000.0,296943000.0,,,24951000.0,,,,-106335000.0,188971000.0,,,,65212000.0,-666552000.0,54825000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,70794000.0,-7512000.0,12999000.0,57096000.0,,0.0,,,-36434000.0,0.43,34171000.0,16660000.0,,,,,2891071000.0,158000.0,,1664423000.0,,16475000.0,223000.0,,,,,,56354000.0,,,33972000.0,,,,65212000.0,,25003000.0,,,,,,,,,,,11415000.0,,3238981000.0,115432000.0,,0.0,,,,-2263000.0,165000000.0,,-72072000.0,3661000.0,21509000.0,,26853693.0,2961865000.0,,,,,,57849000.0,,69845000.0,-31755000.0,0.0,,,,,2055291000.0,,,,,0.43,103817000.0,,,3584136000.0,13491000.0,,,,42484000.0,,,,,,,,,,,,,65435000.0,,-28440000.0,-91044000.0,,,1783177000.0,-168226000.0,,,,115432000.0,,26831307.0,,946682000.0,5852000.0,272114000.0,,,-496000.0,,,,-44765000.0,277116000.0,,,,65435000.0,-693065000.0,31019000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,70763000.0,-16550000.0,-1239000.0,6943000.0,,0.0,84159000.0,,-33171000.0,0.79,58428000.0,69000.0,,,,,2885645000.0,-11104000.0,,1608570000.0,,255668000.0,16507000.0,,,,,,35981000.0,,,36166000.0,,,,65435000.0,,25003000.0,,,,,,,,,,,21739000.0,,3265022000.0,230419000.0,,99070000.0,,,,25257000.0,1758570000.0,,-18030000.0,22000.0,21966000.0,,30070076.0,2956408000.0,,,,,,61821000.0,,65681000.0,-38551000.0,-58042000.0,,,,,2020051000.0,,,,,0.74,101847000.0,,,3606723000.0,29700000.0,,,,59595000.0,,,,,,,,,,,,,81942000.0,,-29656000.0,-48864000.0,,,5813000.0,-199600000.0,,,,131349000.0,,30070076.0,,1022841000.0,6086000.0,2014238000.0,,,-2991000.0,,,,-50303000.0,308614000.0,,,,32433000.0,-721078000.0,144185000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,39646000.0,70783000.0,-8938000.0,6953000.0,-11754000.0,3807000.0,0.0,38524000.0,118522000.0,-85596000.0,,25925000.0,7543000.0,-218958000.0,4893000.0,1053096000.0,24122000.0,2938431000.0,-1917000.0,,1608442000.0,-222952000.0,16558000.0,-61282000.0,1842549000.0,-120096000.0,173587000.0,,25003000.0,35730000.0,,3412000.0,36480000.0,,-247158000.0,-3629000.0,81942000.0,,25003000.0,247974000.0,-361063000.0,2938431000.0,16558000.0,,15757000.0,129947000.0,172778000.0,20660000.0,,6782000.0,,3254637000.0,134844000.0,3687895000.0,0.0,,48841000.0,3.01,-59671000.0,239000000.0,133654000.0,-11816000.0,21486000.0,22336000.0,,,3009214000.0,,70783000.0,,,-749464000.0,48841000.0,-111974000.0,64007000.0,-24206000.0,-1089000.0,,,-192443000.0,23704000.0,1981096000.0,45052000.0,0.0,141731000.0,37934000.0,,100487000.0,,,3687895000.0,28277000.0,,,,58437000.0,245423000.0,-21249000.0,,,138547000.0,,411389000.0,2.91,29746614.0,82200000.0,86016000.0,-38763000.0,20660000.0,134844000.0,-29837000.0,-75453000.0,198511000.0,1981096000.0,1642947000.0,-222952000.0,271678000.0,3009214000.0,-4996000.0,134844000.0,,,36340000.0,1053096000.0,5570000.0,338149000.0,,,-5707000.0,27269547.0,,,-159660000.0,245423000.0,3254637000.0,,37108000.0,20660000.0,-749464000.0,30156000.0,139711000.0,,41909000.0,-117102000.0,-18856000.0,1842549000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,,137473000.0,-2381000.0,13669000.0,26172000.0,,0.0,17309000.0,,-34354000.0,0.45,52975000.0,17858000.0,,,,,2944378000.0,-41000.0,,1631652000.0,,17048000.0,1652000.0,,,,,,36105000.0,,,34199000.0,,,,20660000.0,,25003000.0,,,,,,,,,,,13127000.0,,3308431000.0,114276000.0,,0.0,,,,18621000.0,256000000.0,,-84771000.0,42390000.0,20836000.0,,29018571.0,3081851000.0,,,,,,60128000.0,,66985000.0,-34850000.0,0.0,,,,,2042140000.0,,,,,0.45,101184000.0,,,3724301000.0,30880000.0,,,,61367000.0,,,,,,,,,,,,,22312000.0,,-30025000.0,-77495000.0,,,1674619000.0,-239904000.0,,,,114276000.0,,28967855.0,,1044078000.0,5618000.0,367521000.0,,,-760000.0,,,,-122417000.0,226580000.0,,,,22312000.0,-779923000.0,38618000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
