date,trailingChangeInAccountPayable,annualOtherCurrentAssets,trailingTotalRevenue,annualTotalRevenue,annualCostOfRevenue,annualOperatingIncome,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,trailingCostOfRevenue,annualEndCashPosition,trailingOperatingIncome,annualCurrentDebt,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,trailingEndCashPosition,quarterlyRetainedEarnings,annualCommonStockIssuance,trailingTaxProvision,annualNetOtherFinancingCharges,quarterlyDepreciationAndAmortization,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyPurchaseOfInvestment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,annualAccountsPayable,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingNetIncome,annualOperatingExpense,quarterlyCurrentAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingFreeCashFlow,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,annualCashAndCashEquivalents,annualLongTermDebt,annualBeginningCashPosition,annualAccountsReceivable,annualCurrentAssets,quarterlyChangeInInventory,quarterlyDilutedEPS,annualCashDividendsPaid,annualSaleOfInvestment,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualBasicEPS,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyGrossProfit,annualTotalAssets,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyOtherIncomeExpense,trailingCommonStockIssuance,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,trailingOtherIncomeExpense,trailingOperatingCashFlow,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,annualDilutedEPS,quarterlyTaxProvision,quarterlyNetPPE,trailingCashFlowFromContinuingFinancingActivities,annualInventory,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualNetPPE,annualCurrentLiabilities,quarterlyCapitalStock,trailingChangeInInventory,annualGrossProfit,annualEbitda,annualOperatingCashFlow,annualTotalNonCurrentAssets,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualBasicAverageShares,quarterlyCurrentDebt,quarterlyCommonStockIssuance,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,annualPurchaseOfBusiness,trailingOtherNonCashItems,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInInventory,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualPurchaseOfInvestment,trailingCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,trailingBeginningCashPosition,annualPretaxIncome,annualChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyGrossPPE,trailingInterestExpense,annualNonCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualInterestExpense,quarterlyTotalAssets,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,annualDeferredIncomeTax,trailingChangeInCashSupplementalAsReported,quarterlyChangeInCashSupplementalAsReported,annualGrossPPE,trailingInvestingCashFlow,trailingChangeInWorkingCapital,trailingStockBasedCompensation,annualDilutedAverageShares,quarterlyAccountsPayable,annualStockBasedCompensation,quarterlyBasicEPS,annualCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,annualCapitalExpenditure,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingGrossProfit,annualChangeInCashSupplementalAsReported,trailingDeferredIncomeTax,annualRepaymentOfDebt,annualIncomeTaxPayable,trailingPurchaseOfBusiness,annualGoodwill,annualResearchAndDevelopment,trailingSellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyInvestmentsAndAdvances,trailingBasicEPS,annualOtherShortTermInvestments,trailingNetOtherInvestingChanges,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,quarterlySellingGeneralAndAdministration,trailingResearchAndDevelopment,annualInvestmentsAndAdvances,quarterlyGoodwill
2007-09-30,,,,,,,26937000.0,-2340000.0,,,,,,4096000.0,-5280000.0,,27218000.0,,,,,,9849000.0,,,,,-70000.0,,-4575000.0,,,7729000.0,24135000.0,,365181000.0,393000.0,-4291000.0,,,23135000.0,,,,,,251759000.0,,,,,,,,107000.0,0.31,,,1645000.0,,,,,13537000.0,216386000.0,136557000.0,,,11035000.0,,11854000.0,,,,2666000.0,24135000.0,,,1252000.0,1338000.0,91000.0,,4158000.0,128446000.0,4158000.0,20130000.0,,,,,2666000.0,2666000.0,,,,16406000.0,6254000.0,,,,2096000.0,325035000.0,,,,2519000.0,,,,3958000.0,,,,,,,-6805000.0,,9228000.0,355000.0,,1734000.0,,,,936000.0,,,,2230000.0,3197000.0,11753000.0,-63535000.0,,,9228000.0,,,,,,388570000.0,,,,,388316000.0,,,73000.0,,,,147000.0,,,,,,6674000.0,,0.31,,13206000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,,1363000.0,,86114000.0,,22671000.0,27009000.0,-2378000.0,,2029000.0,,2723000.0,-3112000.0,2539000.0,-8336000.0,,27441000.0,1420000.0,,1033000.0,,,6968000.0,,,,-807000.0,4000.0,6477000.0,321000.0,11843000.0,,4941000.0,21246000.0,,375242000.0,-229000.0,2378000.0,,63443000.0,17433000.0,,255539000.0,11843000.0,,,255539000.0,-1403000.0,69000.0,2029000.0,131615000.0,5826000.0,8227000.0,17433000.0,133000.0,,-9389000.0,,1363000.0,,0.88,11595000.0,17133000.0,,221343000.0,137136000.0,-271000.0,,17809000.0,,8227000.0,,137136000.0,,2029000.0,21246000.0,392675000.0,5736000.0,-1985000.0,1205000.0,403000.0,,2601000.0,131615000.0,2601000.0,19401000.0,27441000.0,17809000.0,,3958000.0,2029000.0,2029000.0,,,,16305000.0,3657000.0,,,0.87,1056000.0,333852000.0,,1205000.0,,2666000.0,990000.0,333852000.0,27009000.0,3958000.0,,86114000.0,30847000.0,18818000.0,375242000.0,,-6351000.0,13203000.0,2723000.0,360000.0,221343000.0,1803000.0,,,,132000.0,19401000.0,2029000.0,101000.0,6672000.0,1027000.0,17133000.0,-64736000.0,,,2723000.0,,,17579000.0,,,398588000.0,,,,6619000.0,392675000.0,-64736000.0,,69000.0,,399000.0,,-637000.0,398588000.0,,,,13534000.0,6477000.0,,,445000.0,,-21930000.0,2723000.0,,-23060000.0,,-3797000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,,,,,,,29179000.0,-2381000.0,,,,,,1942000.0,-6789000.0,,27064000.0,,,,,,6435000.0,,,,,-54000.0,,-596000.0,,,4347000.0,20855000.0,,380616000.0,123000.0,1398000.0,,,16193000.0,,,,,,259705000.0,,,,,,,,-68000.0,0.15,,,995000.0,,,,,13585000.0,223209000.0,137104000.0,,,21876000.0,,8099000.0,,,,1462000.0,20855000.0,,,-462000.0,1273000.0,195000.0,,2004000.0,131423000.0,2004000.0,19537000.0,,,,,1462000.0,1462000.0,,,,16508000.0,3128000.0,,,,1124000.0,339011000.0,,,,2029000.0,,,,3958000.0,,,,,,,-6327000.0,,2768000.0,357000.0,,1517000.0,,,,-88000.0,,,,5731000.0,491000.0,16911000.0,-66363000.0,,,2768000.0,,,,,,405374000.0,,,,,396809000.0,,,57000.0,,,,-567000.0,,,,,,4535000.0,,0.15,,13254000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,,,,,,,52142000.0,-2383000.0,,,,,,3503000.0,-7315000.0,,28245000.0,,,,,,8945000.0,,,,,169000.0,,-3910000.0,,,6825000.0,23035000.0,,386826000.0,194000.0,-2350000.0,,,21211000.0,,,,,,269442000.0,,,,,,,,-178000.0,0.26,,,1657000.0,,,,,13600000.0,209900000.0,138595000.0,,,12353000.0,,8688000.0,,,,3724000.0,23035000.0,,,-103000.0,1451000.0,164000.0,,3565000.0,116675000.0,3565000.0,19726000.0,,,,,3724000.0,3724000.0,,,,16210000.0,5345000.0,,,,1780000.0,345006000.0,,,,1462000.0,,,,3958000.0,,,,,,,-7212000.0,,34807000.0,367000.0,,1806000.0,,,,0.0,,,,3302000.0,6275000.0,16936000.0,-67721000.0,,,34807000.0,,,,,,412727000.0,,,,,408037000.0,,,,,,,2262000.0,,,,,,4982000.0,,0.26,,13269000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,,,,,,,57888000.0,-2379000.0,,,,,,4663000.0,-6238000.0,,30582000.0,,,,,,10699000.0,,,,,-552000.0,,-2970000.0,,,8384000.0,25653000.0,,393711000.0,543000.0,-3100000.0,,,22514000.0,,,,,,274926000.0,,,,,,,,14000.0,0.35,,,1693000.0,,,,,13617000.0,209533000.0,141299000.0,,,12161000.0,,10472000.0,,,,3143000.0,25653000.0,,,791000.0,1437000.0,138000.0,,4715000.0,115009000.0,4715000.0,20241000.0,,,,,3143000.0,3143000.0,,,,17269000.0,6864000.0,,,,2149000.0,353287000.0,,,,3724000.0,,,,3375000.0,,,,,,,-7029000.0,,40128000.0,367000.0,,1838000.0,,,,-45000.0,,,,4059000.0,1598000.0,15604000.0,-69331000.0,,,40128000.0,,,,,,422618000.0,,,,,416225000.0,,,,,,,-581000.0,,,,,,5599000.0,,0.35,,13350000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,,1481000.0,,91038000.0,,24019000.0,61470000.0,-2428000.0,,3288000.0,,43862000.0,-9313000.0,1872000.0,-10585000.0,,30077000.0,1475000.0,,-326000.0,,,6514000.0,,,,-2796000.0,3000.0,5689000.0,-1837000.0,12208000.0,,4464000.0,21495000.0,,419424000.0,172000.0,1256000.0,,67019000.0,20576000.0,,298822000.0,12208000.0,,,298822000.0,-2498000.0,,3288000.0,118217000.0,2029000.0,9510000.0,20576000.0,-38000.0,,-9571000.0,,1481000.0,,0.9,11990000.0,17897000.0,,229773000.0,141178000.0,-434000.0,,11919000.0,,9510000.0,,141178000.0,,3288000.0,21495000.0,440000000.0,6056000.0,-2724000.0,1475000.0,136000.0,,1924000.0,118217000.0,1924000.0,23115000.0,30077000.0,11919000.0,,3375000.0,3288000.0,3288000.0,,,,17031000.0,2926000.0,,,0.89,1002000.0,359527000.0,,1475000.0,,3143000.0,635000.0,359527000.0,61470000.0,3375000.0,,91038000.0,32549000.0,19116000.0,419424000.0,,-7861000.0,13317000.0,43862000.0,384000.0,229773000.0,1896000.0,,,,-193000.0,23115000.0,3288000.0,-270000.0,6024000.0,4706000.0,17897000.0,-70544000.0,,,43862000.0,,,18264000.0,,,430071000.0,,,,7057000.0,440000000.0,-70544000.0,,,,1032000.0,,145000.0,430071000.0,,,,13615000.0,5689000.0,,,13070000.0,,-28429000.0,43862000.0,,-30927000.0,,1259000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,,,,,,,58028000.0,-2432000.0,,,,,,1309000.0,-5860000.0,,29006000.0,,,,2236000.0,,5647000.0,,,,,51000.0,,-258000.0,,,3002000.0,20583000.0,,424390000.0,325000.0,1874000.0,,,18961000.0,,,,,,302870000.0,,,,,,,,-5000.0,0.1,,,0.0,,,,,13676000.0,64624000.0,140481000.0,,,887000.0,244842000.0,8971000.0,0.0,,-732000.0,3158000.0,20583000.0,,,116000.0,1480000.0,409000.0,,1361000.0,124351000.0,1361000.0,23497000.0,,,,,3158000.0,3158000.0,,,,17581000.0,2019000.0,,-15666000.0,,658000.0,364813000.0,,,,3288000.0,,,,3375000.0,,,,,,,-5976000.0,,40333000.0,374000.0,,1392000.0,,,511000.0,-410000.0,,,,5718000.0,12000.0,17929000.0,-72241000.0,,,2431000.0,,,,,,437054000.0,,,,,443351000.0,,,,,,,-130000.0,,,,,,4957000.0,,0.1,,13413000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,,,,,,59301000.0,-2435000.0,,,,,,2794000.0,-5627000.0,,29416000.0,,,,2160000.0,,8091000.0,,,,,65000.0,,-4324000.0,,,5547000.0,23083000.0,,428282000.0,80000.0,-3373000.0,,,21205000.0,,,,,,308208000.0,,,,,,,,-77000.0,0.21,,,0.0,,,,,13697000.0,64110000.0,141279000.0,,,1752000.0,248907000.0,8912000.0,0.0,,-526000.0,3456000.0,23083000.0,,,340000.0,1557000.0,384000.0,,2846000.0,128845000.0,2846000.0,23610000.0,,,,,3456000.0,3456000.0,,,,17536000.0,4165000.0,,-358000.0,,1319000.0,369245000.0,,,,3158000.0,,,,3373000.0,,,,,,,-5967000.0,,42473000.0,388000.0,,1766000.0,,,60000.0,-314000.0,,,,1643000.0,4282000.0,17876000.0,-73658000.0,,,2244000.0,,,,,,442903000.0,,,,,449487000.0,,,,,,,298000.0,,,,,,4431000.0,,0.21,,13434000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,,,,,,,62865000.0,-2440000.0,,,,,,3975000.0,-3946000.0,,31004000.0,,,,2431000.0,,10401000.0,,,,,-426000.0,,-1185000.0,,,7324000.0,25498000.0,,432183000.0,2099000.0,-5223000.0,,,24626000.0,,,,,,313536000.0,,,,,,,,-65000.0,0.29,,,0.0,,,,,13720000.0,90368000.0,143273000.0,,,944000.0,250671000.0,12793000.0,0.0,,28000.0,3053000.0,25498000.0,,,0.0,1622000.0,646000.0,,4027000.0,126730000.0,4027000.0,1323000.0,,,,,3053000.0,3053000.0,,,,18174000.0,6179000.0,,-1935000.0,,2152000.0,372913000.0,,,,3456000.0,,,,3373000.0,,,,,,,-3946000.0,,47393000.0,405000.0,,1791000.0,,,-3882000.0,12000.0,,,,2761000.0,782000.0,17939000.0,-75384000.0,,,1979000.0,,,,,,448297000.0,,,,,456809000.0,,,,,,,-403000.0,,,,,,4459000.0,,0.3,,13458000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,,0.0,,91243000.0,0.0,20161000.0,60668000.0,-2483000.0,,4278000.0,,46560000.0,-1622000.0,1691000.0,-4239000.0,,30265000.0,1251000.0,,68000.0,2390000.0,,6966000.0,,254414000.0,-1341000.0,-5629000.0,696000.0,4348000.0,4145000.0,9977000.0,,4288000.0,22079000.0,,436041000.0,3018000.0,1093000.0,,71082000.0,22045000.0,,315082000.0,9977000.0,,861000.0,315082000.0,456000.0,,4278000.0,124910000.0,3288000.0,10616000.0,22045000.0,4000.0,,-9790000.0,,0.0,0.0,0.73,9769000.0,19845000.0,,67952000.0,143004000.0,386000.0,9217000.0,1861000.0,254414000.0,10616000.0,0.0,143004000.0,-111000.0,4278000.0,22079000.0,458086000.0,5160000.0,0.0,1618000.0,288000.0,,1743000.0,124910000.0,1743000.0,29091000.0,30265000.0,1861000.0,,3373000.0,4278000.0,4278000.0,861000.0,,,17791000.0,2775000.0,,-401000.0,0.72,1032000.0,376544000.0,,1618000.0,,3053000.0,1726000.0,376544000.0,60668000.0,3373000.0,,91243000.0,31104000.0,18506000.0,436041000.0,,-4239000.0,13454000.0,46560000.0,84000.0,67952000.0,1801000.0,,,2199000.0,780000.0,29091000.0,4278000.0,-143000.0,8384000.0,-2920000.0,19845000.0,-77027000.0,,,1352000.0,,,15137000.0,-1112000.0,,453571000.0,,,,6750000.0,458086000.0,-77027000.0,,,,5522000.0,,1225000.0,453571000.0,,,,13716000.0,4348000.0,386000.0,,2156000.0,,-20128000.0,1352000.0,,-19672000.0,,990000.0,,-18360000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,,,,,,,56193000.0,-2488000.0,,,,,,1508000.0,-5388000.0,,29336000.0,,,,2404000.0,85000.0,6139000.0,,,,,-181000.0,,478000.0,,,3288000.0,21645000.0,,439378000.0,328000.0,1628000.0,,,23393000.0,,,,,,320011000.0,,,,,,,,-3000.0,0.11,,,0.0,,,,,13801000.0,68129000.0,142760000.0,,,883000.0,263818000.0,9692000.0,0.0,,-789000.0,6838000.0,21645000.0,,,61000.0,1621000.0,447000.0,,1560000.0,133832000.0,1560000.0,29486000.0,,,,,6838000.0,6838000.0,871000.0,,,18357000.0,2311000.0,,-6174000.0,,751000.0,387121000.0,,,,4278000.0,,,,3373000.0,,,,,,,-5449000.0,,41465000.0,600000.0,,1424000.0,,,924000.0,83000.0,,,,5927000.0,2021000.0,12822000.0,-78957000.0,,,1173000.0,,,,,,466078000.0,,,,,462771000.0,,,,,,,2560000.0,,,,,,3559000.0,,0.11,,13538000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,,,,,,35866000.0,-2495000.0,,,,,,4372000.0,-10244000.0,,31154000.0,,,,2424000.0,108000.0,10822000.0,,,,,-215000.0,,-4677000.0,,,7894000.0,26538000.0,,448044000.0,251000.0,-1253000.0,,,25267000.0,,,,,,300124000.0,,,,,,,,-174000.0,0.31,,,0.0,,,,,14235000.0,69075000.0,173187000.0,,,1607000.0,264258000.0,11082000.0,0.0,,1664000.0,4038000.0,26538000.0,,,288000.0,1795000.0,504000.0,,4424000.0,132892000.0,4424000.0,29834000.0,,,,,4038000.0,4038000.0,889000.0,,,18644000.0,6516000.0,,-24661000.0,,2092000.0,389491000.0,,,,6838000.0,,,,3373000.0,,,,,,,-10532000.0,,17743000.0,28502000.0,,1882000.0,,,-1390000.0,243000.0,,,,5855000.0,1589000.0,19425000.0,-80675000.0,,,1344000.0,,,,,,470166000.0,,,,,473311000.0,,,,,,,-2800000.0,,,,,,5224000.0,,0.31,,13972000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,,,,,,,41443000.0,-2845000.0,,,,,,5684000.0,-6086000.0,,34024000.0,,,,2559000.0,84000.0,12766000.0,,,,,84000.0,,-2281000.0,,,10021000.0,29585000.0,,451989000.0,-465000.0,-3801000.0,,,27703000.0,,,,,,303195000.0,,,,,,,,-129000.0,0.36,,,0.0,,,,,15781000.0,69797000.0,176497000.0,,,827000.0,261752000.0,14119000.0,0.0,,293000.0,3090000.0,29585000.0,,,156000.0,1924000.0,186000.0,,5736000.0,130550000.0,5736000.0,29486000.0,,,,,3090000.0,3090000.0,920000.0,,,19564000.0,8388000.0,,3058000.0,,2652000.0,393875000.0,,,,4038000.0,,,,3362000.0,,,,,,,-6242000.0,,23150000.0,367000.0,,1819000.0,,,-3037000.0,741000.0,,,,3961000.0,1177000.0,19296000.0,-82714000.0,,,1406000.0,,,,,,476589000.0,,,,,479692000.0,,,,,,,-948000.0,,,,,,5516000.0,,0.37,,15518000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,,0.0,,102735000.0,0.0,26597000.0,40740000.0,-2889000.0,,2453000.0,,21432000.0,-4039000.0,2559000.0,-9676000.0,,33745000.0,29845000.0,,1214000.0,2571000.0,46000.0,8272000.0,,271804000.0,2055000.0,831000.0,46000.0,6403000.0,2441000.0,14330000.0,,5393000.0,24967000.0,,466420000.0,516000.0,4257000.0,,76138000.0,22765000.0,,312544000.0,14330000.0,,864000.0,312544000.0,-1790000.0,,2453000.0,133844000.0,4278000.0,11963000.0,22765000.0,-272000.0,,-10717000.0,,0.0,-144000.0,0.96,14123000.0,21588000.0,,71113000.0,176641000.0,323000.0,9958000.0,1598000.0,271804000.0,11963000.0,0.0,176641000.0,887000.0,2453000.0,24967000.0,489185000.0,6786000.0,-2295000.0,2196000.0,308000.0,,2610000.0,133844000.0,2610000.0,30916000.0,33745000.0,1598000.0,,3362000.0,2453000.0,2453000.0,864000.0,,,19574000.0,3901000.0,,-2387000.0,0.96,1291000.0,398733000.0,,2196000.0,,3090000.0,1444000.0,398733000.0,40740000.0,3362000.0,,102735000.0,37999000.0,25565000.0,466420000.0,,-7381000.0,14654000.0,21432000.0,376000.0,71113000.0,1800000.0,,,1281000.0,147000.0,30916000.0,2453000.0,-578000.0,9822000.0,-783000.0,21588000.0,-84737000.0,,,1691000.0,,,21116000.0,-2222000.0,,483470000.0,,,,6925000.0,489185000.0,-84737000.0,0.0,,,630000.0,,-637000.0,483470000.0,,,,14916000.0,6403000.0,323000.0,,4004000.0,,-29604000.0,1691000.0,,-31394000.0,,-1825000.0,,-30164000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,,,,,,,41668000.0,-2894000.0,,,,,,2578000.0,-4036000.0,,33481000.0,,,,2584000.0,82000.0,7654000.0,,,,,-177000.0,,3170000.0,,,4768000.0,23996000.0,21076000.0,468591000.0,208000.0,2731000.0,,,21439000.0,,,,,,313194000.0,,,,,,,,673000.0,0.17,,,0.0,,,,,15839000.0,50480000.0,176836000.0,,,838000.0,271526000.0,10040000.0,0.0,,-1233000.0,3796000.0,23996000.0,,,852000.0,1523000.0,302000.0,,2630000.0,133012000.0,2630000.0,31059000.0,,,,,3796000.0,3796000.0,894000.0,,,19228000.0,3856000.0,,-828000.0,,1226000.0,402405000.0,,,,2453000.0,,,,3353000.0,,,,,,,-4888000.0,,22243000.0,386000.0,,1214000.0,,,1923000.0,-141000.0,,,,8058000.0,-2679000.0,20644000.0,-86810000.0,,,1360000.0,,,,,,489215000.0,,,,,490030000.0,,-9000.0,,,,,1343000.0,,,,,,5170000.0,,0.17,,15576000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,,,,,,43660000.0,-2897000.0,,,,,,3574000.0,-5858000.0,,34209000.0,,,,2590000.0,152000.0,9616000.0,,,,,-169000.0,,-2125000.0,,,6738000.0,26102000.0,21404000.0,476682000.0,214000.0,-2386000.0,,,25451000.0,,,,,,324028000.0,,,,,,,,-426000.0,0.23,,,0.0,,,,,15861000.0,56576000.0,178105000.0,,,1680000.0,280368000.0,10663000.0,0.0,,534000.0,4283000.0,26102000.0,,,293000.0,1949000.0,288000.0,,3625000.0,134709000.0,3625000.0,31322000.0,,,,,4283000.0,4283000.0,866000.0,,,19364000.0,5312000.0,,-606000.0,,1687000.0,412521000.0,,,,3796000.0,,,,3353000.0,,,,,,,-6151000.0,,24698000.0,389000.0,,1714000.0,,,-96000.0,675000.0,,,,4026000.0,2319000.0,19632000.0,-88440000.0,,,1475000.0,,,,,,500961000.0,,,,,502133000.0,,0.0,,,,,487000.0,,,,,,5704000.0,,0.23,,15598000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,,,,,,,48332000.0,-2902000.0,,,,,,5091000.0,-5249000.0,,36450000.0,,,,2593000.0,81000.0,12083000.0,,,,,11297000.0,,-1621000.0,,,8516000.0,28671000.0,21630000.0,479500000.0,875000.0,-3604000.0,,,27653000.0,,,,,,326332000.0,,,,,,,,-60000.0,0.32,,,0.0,,,,,15885000.0,57486000.0,180821000.0,,,895000.0,278000000.0,13068000.0,0.0,,85000.0,4134000.0,28671000.0,,,1359000.0,2009000.0,974000.0,,5143000.0,132641000.0,5143000.0,32278000.0,,,,,4134000.0,4134000.0,751000.0,,,20155000.0,7787000.0,,-2384000.0,,2644000.0,417229000.0,,,,4283000.0,,,,3353000.0,,,,,,,-6608000.0,,28814000.0,393000.0,,1703000.0,,,-2405000.0,574000.0,,,,4987000.0,113000.0,18138000.0,-90427000.0,,,1412000.0,,,,,,507656000.0,,,,,507153000.0,,0.0,,,,,-149000.0,,,,,,5789000.0,,0.33,,15622000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,,0.0,,102069000.0,0.0,24201000.0,46687000.0,-2950000.0,,3106000.0,,28819000.0,-726000.0,1998000.0,-4923000.0,,35549000.0,1504000.0,,1761000.0,2665000.0,79000.0,7429000.0,,310515000.0,-697000.0,-2920000.0,-11043000.0,5706000.0,-150000.0,13447000.0,,4179000.0,23300000.0,21944000.0,514663000.0,,339000.0,,77868000.0,22873000.0,,357202000.0,13447000.0,,734000.0,357202000.0,3796000.0,,3106000.0,132167000.0,2453000.0,11280000.0,22873000.0,-14000.0,,-11643000.0,,0.0,-9000.0,0.85,13241000.0,17251000.0,,59201000.0,180334000.0,-92000.0,10432000.0,1628000.0,310515000.0,11280000.0,0.0,180334000.0,-83000.0,3106000.0,23300000.0,537536000.0,6527000.0,1292000.0,2023000.0,585000.0,,2049000.0,132167000.0,2049000.0,38168000.0,35549000.0,1628000.0,,3353000.0,3106000.0,3106000.0,734000.0,,,19121000.0,3019000.0,,-609000.0,0.84,970000.0,422199000.0,,2023000.0,,4134000.0,2149000.0,422199000.0,46687000.0,3353000.0,,102069000.0,36782000.0,22836000.0,514663000.0,,-5915000.0,15615000.0,28819000.0,336000.0,59201000.0,1745000.0,,,550000.0,653000.0,38168000.0,3106000.0,173000.0,5765000.0,-1870000.0,17251000.0,-92351000.0,-300000.0,,1953000.0,,,19974000.0,-28000.0,,514550000.0,,21944000.0,,6376000.0,537536000.0,-92351000.0,0.0,,,,,-1028000.0,514550000.0,,,,15877000.0,5706000.0,394000.0,,-2117000.0,,-23562000.0,1953000.0,,-20066000.0,,653000.0,,-4427000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,,,,,,,45949000.0,-2954000.0,,,,,,1755000.0,-5691000.0,,34399000.0,,,,2620000.0,174000.0,6685000.0,,,,,-150000.0,,714000.0,,,3877000.0,23546000.0,21903000.0,516940000.0,514000.0,2182000.0,,,19193000.0,,,,,,356373000.0,,,,,,,,20000.0,0.11,,,0.0,,,,,15955000.0,59655000.0,179760000.0,,,906000.0,310424000.0,10628000.0,0.0,,-880000.0,854000.0,23546000.0,,,742000.0,2003000.0,188000.0,,1807000.0,131729000.0,1807000.0,38548000.0,,,,,854000.0,854000.0,684000.0,,,19669000.0,2711000.0,,-844000.0,,904000.0,425915000.0,,,,3106000.0,,,,3353000.0,,,,,,,-6433000.0,,27989000.0,402000.0,,1354000.0,,,995000.0,112000.0,,,,7147000.0,-3708000.0,21695000.0,-93740000.0,,,1400000.0,,,,,,519655000.0,,,,,536133000.0,,0.0,,,,,-2252000.0,,,,,,4826000.0,,0.11,,15692000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
