date,trailingChangeInAccountPayable,annualOtherCurrentAssets,trailingTotalRevenue,annualTotalRevenue,annualCostOfRevenue,annualOperatingIncome,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,trailingCostOfRevenue,annualEndCashPosition,trailingOperatingIncome,annualCurrentDebt,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,trailingEndCashPosition,quarterlyRetainedEarnings,annualCommonStockIssuance,trailingTaxProvision,annualNetOtherFinancingCharges,quarterlyDepreciationAndAmortization,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyPurchaseOfInvestment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,annualAccountsPayable,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingNetIncome,annualOperatingExpense,quarterlyCurrentAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingFreeCashFlow,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,annualCashAndCashEquivalents,annualLongTermDebt,annualBeginningCashPosition,annualAccountsReceivable,annualCurrentAssets,quarterlyChangeInInventory,quarterlyDilutedEPS,annualCashDividendsPaid,annualSaleOfInvestment,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualBasicEPS,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyGrossProfit,annualTotalAssets,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyOtherIncomeExpense,trailingCommonStockIssuance,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,trailingOtherIncomeExpense,trailingOperatingCashFlow,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,annualDilutedEPS,quarterlyTaxProvision,quarterlyNetPPE,trailingCashFlowFromContinuingFinancingActivities,annualInventory,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualNetPPE,annualCurrentLiabilities,quarterlyCapitalStock,trailingChangeInInventory,annualGrossProfit,annualEbitda,annualOperatingCashFlow,annualTotalNonCurrentAssets,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualBasicAverageShares,quarterlyCurrentDebt,quarterlyCommonStockIssuance,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,annualPurchaseOfBusiness,trailingOtherNonCashItems,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInInventory,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualPurchaseOfInvestment,trailingCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,trailingBeginningCashPosition,annualPretaxIncome,annualChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyGrossPPE,trailingInterestExpense,annualNonCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualInterestExpense,quarterlyTotalAssets,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,annualDeferredIncomeTax,trailingChangeInCashSupplementalAsReported,quarterlyChangeInCashSupplementalAsReported,annualGrossPPE,trailingInvestingCashFlow,trailingChangeInWorkingCapital,trailingStockBasedCompensation,annualDilutedAverageShares,quarterlyAccountsPayable,annualStockBasedCompensation,quarterlyBasicEPS,annualCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,annualCapitalExpenditure,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingGrossProfit,annualChangeInCashSupplementalAsReported,trailingDeferredIncomeTax,annualRepaymentOfDebt,annualIncomeTaxPayable,trailingPurchaseOfBusiness,annualGoodwill,annualResearchAndDevelopment,trailingSellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyInvestmentsAndAdvances,trailingBasicEPS,annualOtherShortTermInvestments,trailingNetOtherInvestingChanges,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,quarterlySellingGeneralAndAdministration,trailingResearchAndDevelopment,annualInvestmentsAndAdvances,quarterlyGoodwill
1990-12-31,,,,26400000.0,,26400000.0,,,,,,,,700000.0,,,,,,,,,6500000.0,,,,,,,,3500000.0,,6500000.0,6500000.0,,,,,,,,,,3500000.0,,,,,,,,,,,,,,,,,0.48024,3300000.0,,,,,,,,,,,,,,,,,,,,,800000.0,,800000.0,,,,,,,,,,,,,,,0.48024,,,,,,,,,,,,,26400000.0,,,,,6871564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6871564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-31,,,,,,,,,,,,,,600000.0,,,,,,,,,6300000.0,,,,,,,,,,6300000.0,6300000.0,,,,,,,,,,,,,,,,,,,,,,0.08004,,,,,,,,7496252.0,,,,,,,,,,,,,,,,,,,600000.0,,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08004,,7496252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-30,,,,,,,,,,,,,,1100000.0,,,,,,,,,7300000.0,,,,,,,,,,7300000.0,7300000.0,,,,,,,,,,,,,,,,,,,,,,0.155078,,,,,,,,7093205.0,,,,,,,,,,,,,,,,,,,1100000.0,,1100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155078,,7093205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-30,,,,,,,,,,,,,,1600000.0,,,,,,,,,8600000.0,,,,,,,,,,8600000.0,8600000.0,,,,,,,,,,,,,,,,,,,,,,0.235118,,,,,,,,6805094.0,,,,,,,,,,,,,,,,,,,1600000.0,,1600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.235118,,6805094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-31,,,,29900000.0,,29900000.0,,,,,,,,600000.0,,,,,,,,,7700000.0,,,,,,,,4100000.0,,7700000.0,7700000.0,,,,,,,,,,4100000.0,,,,,,,,,,,,,,,,,0.570285,3900000.0,,,,,,,,,,,,,,,,,,,,,700000.0,,700000.0,,,,,,,,,,,,,,,0.570285,,,,,,,,,,,,,29900000.0,,,,,6838686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6838686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-03-31,,,,,,,,,,,,,,800000.0,,,,,,,,,7400000.0,,,,,,,,,,7400000.0,7400000.0,,,,,,,,,,,,,,,,,,,,,,0.12006,,,,,,,,6663335.0,,,,,,,,,,,,,,,,,,,800000.0,,800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12006,,6663335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-30,,,,,,,,,,,,,,1200000.0,,,,,,,,,7700000.0,,,,,,,,,,7700000.0,7700000.0,,,,,,,,,,,,,,,,,,,,,,0.16008,,,,,,,,7496252.0,,,,,,,,,,,,,,,,,,,1200000.0,,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16008,,7496252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-30,,,,,,,,,,,,,,1300000.0,,,,,,,,,8000000.0,,,,,,,,,,8000000.0,8000000.0,,,,,,,,,,,,,,,,,,,,,,0.175088,,,,,,,,7424838.0,,,,,,,,,,,,,,,,,,,1300000.0,,1300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175088,,7424838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-31,,,,30600000.0,,30600000.0,,,,,,,,1000000.0,,,,,,,,,7500000.0,,,,,,,,4400000.0,,7500000.0,7500000.0,,,,,,,,,,4400000.0,,,,,,,,,,,,,,,,,0.6003,4200000.0,,,,,,,,,,,,,,,,,,,,,1100000.0,,1100000.0,,,,,,,,,,,,,,,0.6003,,,,,,,,,,,,,30600000.0,,,,,6996502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6996502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-31,,,,,,,,,,,,,,1000000.0,,,,,,,,,7800000.0,,,,,,,,,,7800000.0,7800000.0,,,,,,,,,,,,,,,,,,,,,,0.135068,,,,,,,,7403678.0,,,,,,,,,,,,,,,,,,,1100000.0,,1100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135068,,7403678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-30,,,,,,,,,,,,,,1300000.0,,,,,,,,,8800000.0,,,,,,,,,,8800000.0,8800000.0,,,,,,,,,,,,,,,,,,,,,,0.170085,,,,,,,,7643237.0,,,,,,,,,,,,,,,,,,,1400000.0,,1400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.170085,,7643237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-30,,,,,,,,,,,,,,1800000.0,,,,,,,,,10200000.0,,,,,,,,,,10200000.0,10200000.0,,,,,,,,,,,,,,,,,,,,,,0.230115,,,,,,,,7822176.0,,,,,,,,,,,,,,,,,,,1900000.0,,1900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.230115,,7822176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,,,,35500000.0,,35500000.0,,,,,,,,1000000.0,,,,,,,,,8700000.0,,,,,,,,5500000.0,,8700000.0,8700000.0,,,,,,,,,,5500000.0,,,,,,,,,,,,,,,,,0.665333,5200000.0,,,,,,,,,,,,,,,,,,,,,1100000.0,,1100000.0,,,,,,,,,,,,,,,0.665333,,,,,,,,,,,,,35500000.0,,,,,7815635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7815635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-03-31,,,,,,,9200000.0,-1100000.0,,,,,,1100000.0,-600000.0,,16700000.0,,,,,,3300000.0,,,,,700000.0,,2900000.0,,,2600000.0,8600000.0,,115600000.0,300000.0,1300000.0,,,14600000.0,,,,,,84200000.0,,,,,,,,,0.145073,,,5300000.0,,,,,7582390.0,72500000.0,46000000.0,,,7500000.0,,3300000.0,,,,5000000.0,8600000.0,,,0.0,1000000.0,-100000.0,,1200000.0,49500000.0,1200000.0,11900000.0,,,,,5000000.0,5000000.0,,,,6000000.0,1800000.0,,,,600000.0,105500000.0,,,,1100000.0,,,,29200000.0,,,,,,,-600000.0,,500000.0,200000.0,,700000.0,,,,200000.0,,,,3500000.0,1000000.0,4400000.0,-20300000.0,,,500000.0,,,,,,125800000.0,,,,,130200000.0,,-1200000.0,,,,,3900000.0,,,,,,1200000.0,,0.145073,,7582390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-30,,,,,,,8600000.0,-1100000.0,,,,,,1500000.0,-1500000.0,,17200000.0,,,,,,3600000.0,,,,,800000.0,,-400000.0,,,2900000.0,9200000.0,,116400000.0,0.0,-1500000.0,,,13900000.0,,,,,,83700000.0,,,,,,,,,0.185093,,,4500000.0,,,,,8104034.0,72700000.0,46600000.0,,,6600000.0,,3400000.0,,,,5000000.0,9200000.0,,,-300000.0,1000000.0,200000.0,,1500000.0,49500000.0,1500000.0,11900000.0,,,,,5000000.0,5000000.0,,,,6300000.0,2300000.0,,,,800000.0,106300000.0,,,,5000000.0,,,,29500000.0,,,,,,,-1200000.0,,500000.0,300000.0,,800000.0,,,,1500000.0,,,,800000.0,600000.0,-100000.0,-20700000.0,,,500000.0,,,,,,127000000.0,,,,,130300000.0,,0.0,,,,,-100000.0,,,,,,1500000.0,,0.185093,,8104034.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-30,,,,,,,7400000.0,-1100000.0,,,,,,1600000.0,-1400000.0,,17700000.0,,,,,,4000000.0,,,,,800000.0,,500000.0,,,3200000.0,9500000.0,,117300000.0,200000.0,-800000.0,,,13100000.0,,,,,,83000000.0,,,,,,,,,0.195098,,,3800000.0,,,,,8201007.0,73100000.0,47400000.0,,,6000000.0,,3800000.0,,,,4500000.0,9500000.0,,,-100000.0,1000000.0,0.0,,1600000.0,49500000.0,1600000.0,12100000.0,,,,,4500000.0,4500000.0,,,,6300000.0,2400000.0,,,,800000.0,106900000.0,,,,5000000.0,,,,29700000.0,,,,,,,-1300000.0,,,200000.0,,800000.0,,,,600000.0,,,,1800000.0,-800000.0,0.0,-21200000.0,,,0.0,,,,,,128100000.0,,,,,130400000.0,,0.0,,,,,-400000.0,,,,,,1400000.0,,0.195098,,8201007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,,1800000.0,,36100000.0,2800000.0,11200000.0,8400000.0,-1100000.0,,3900000.0,,,2800000.0,1100000.0,-3700000.0,,17700000.0,900000.0,,3500000.0,,,3300000.0,,,,-300000.0,700000.0,1600000.0,-200000.0,5500000.0,,2500000.0,8900000.0,,119400000.0,100000.0,700000.0,,22100000.0,13000000.0,,84700000.0,5500000.0,,,84700000.0,-300000.0,,3900000.0,49500000.0,1100000.0,4200000.0,13000000.0,,,-4400000.0,,1800000.0,-1200000.0,0.665017,5300000.0,0.0,,73900000.0,47700000.0,3000000.0,,6800000.0,,4200000.0,,47700000.0,,3900000.0,6100000.0,132400000.0,2800000.0,100000.0,1000000.0,0.0,,1200000.0,49500000.0,1200000.0,12300000.0,17700000.0,6800000.0,,30000000.0,3900000.0,3900000.0,,,,3600000.0,1900000.0,,,0.665017,700000.0,109100000.0,,1000000.0,,4500000.0,0.0,109100000.0,8400000.0,30000000.0,,33300000.0,14200000.0,8800000.0,119400000.0,,-2900000.0,8006585.0,,200000.0,73900000.0,600000.0,,,,1200000.0,12300000.0,3900000.0,,2700000.0,300000.0,0.0,-21700000.0,-900000.0,,0.0,,,8300000.0,,,130800000.0,,,,2900000.0,132400000.0,-21700000.0,0.0,,,600000.0,,-700000.0,130800000.0,,,,8006585.0,1600000.0,,,1100000.0,,-6000000.0,0.0,,-7200000.0,,2700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-31,,,,,,,9200000.0,-1200000.0,,,,,,1200000.0,-1100000.0,,17800000.0,,,,,,3200000.0,,,,,800000.0,,2700000.0,,,2500000.0,8700000.0,,120200000.0,,1900000.0,,,13300000.0,,,,,,85600000.0,,,,,,,,-100000.0,0.145073,,,1400000.0,,,,,8271698.0,74100000.0,47900000.0,,,7700000.0,,3200000.0,,,,5600000.0,8700000.0,,,100000.0,1000000.0,100000.0,,1200000.0,49500000.0,1200000.0,12200000.0,,,,,5600000.0,5600000.0,,,,6200000.0,1800000.0,,,,600000.0,109800000.0,,,,3900000.0,,,,30100000.0,,,,,,,-1200000.0,,,300000.0,,800000.0,,,,0.0,,,,3900000.0,-1000000.0,0.0,-22200000.0,,,0.0,,,,,,132000000.0,,,,,133500000.0,,-100000.0,,,,,1800000.0,,,,,,1500000.0,,0.145073,,8271698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-06-30,,,,,,,8700000.0,-1100000.0,,,,,,1500000.0,-5400000.0,,18200000.0,,,,,,3700000.0,,,,,700000.0,,-3600000.0,,,3000000.0,9600000.0,,128100000.0,,-1800000.0,,,10000000.0,,,,,,89400000.0,,,,,,,,0.0,0.18009,,,1600000.0,,,,,8329169.0,78400000.0,48700000.0,,,7100000.0,,3700000.0,,,,1100000.0,9600000.0,,,-1300000.0,1000000.0,100000.0,,1500000.0,50500000.0,1500000.0,12300000.0,,,,,1100000.0,1100000.0,,,,6600000.0,2300000.0,,,,800000.0,117400000.0,,,,5600000.0,,,,30500000.0,,,,,,,-4100000.0,,200000.0,400000.0,,800000.0,,,,1100000.0,,,,500000.0,400000.0,-100000.0,-25700000.0,,,200000.0,,,,,,143100000.0,,,,,138100000.0,,0.0,,,,,-4500000.0,,,,,,1400000.0,,0.18009,,8329169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,,,,,,,8600000.0,-1100000.0,,,,,,1900000.0,-1500000.0,,18900000.0,,,,,,4600000.0,,,,,800000.0,,200000.0,,,3800000.0,10400000.0,,128900000.0,100000.0,-1100000.0,,,10800000.0,,,,,,89700000.0,,,,,,,,0.0,0.230115,,,1500000.0,,,,,8256741.0,78700000.0,50000000.0,,,7100000.0,,4600000.0,,,,900000.0,10400000.0,,,100000.0,1100000.0,-100000.0,,1900000.0,50500000.0,1900000.0,12400000.0,,,,,900000.0,900000.0,,,,6600000.0,2900000.0,,,,1000000.0,118100000.0,,,,1100000.0,,,,31100000.0,,,,,,,-1500000.0,,200000.0,500000.0,,800000.0,,,,200000.0,,,,1700000.0,-400000.0,200000.0,-26300000.0,,,200000.0,,,,,,144400000.0,,,,,139700000.0,,0.0,,,,,-300000.0,,,,,,1300000.0,,0.230115,,8256741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-31,,700000.0,,37800000.0,2700000.0,11800000.0,8800000.0,-1200000.0,,4900000.0,,200000.0,-100000.0,1000000.0,-1600000.0,,18800000.0,1700000.0,,1000000.0,,,3100000.0,,,,100000.0,500000.0,1500000.0,600000.0,5700000.0,,2400000.0,9000000.0,,131800000.0,100000.0,1100000.0,,23300000.0,13000000.0,,94500000.0,5700000.0,,,94500000.0,-1500000.0,,4900000.0,53000000.0,3900000.0,4200000.0,13000000.0,,,-4600000.0,900000.0,700000.0,-100000.0,0.680017,5500000.0,0.0,,83300000.0,50300000.0,2800000.0,,7100000.0,,4200000.0,,50300000.0,,4900000.0,6300000.0,144800000.0,3000000.0,-400000.0,1000000.0,0.0,,1100000.0,53000000.0,1100000.0,13500000.0,18800000.0,7100000.0,,31500000.0,4900000.0,4900000.0,,,,3900000.0,1700000.0,,,0.680017,600000.0,119600000.0,,1000000.0,,900000.0,-100000.0,119600000.0,8800000.0,31500000.0,,35100000.0,14700000.0,8900000.0,131800000.0,,-2200000.0,8157576.0,200000.0,500000.0,83300000.0,800000.0,,,,900000.0,13500000.0,4900000.0,,2800000.0,2700000.0,0.0,-26400000.0,,,200000.0,,,8700000.0,,,146000000.0,,,,3100000.0,144800000.0,-26400000.0,0.0,,,300000.0,,4000000.0,146000000.0,,,,8157576.0,1500000.0,,,1700000.0,,-9000000.0,200000.0,,-9600000.0,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-03-31,,,,,,,9800000.0,-1200000.0,,,,,,1200000.0,-800000.0,,18800000.0,,,,,,3200000.0,,,,,800000.0,,2400000.0,,,2500000.0,9200000.0,,132100000.0,100000.0,1000000.0,,,14200000.0,,,,,,95700000.0,,,,,,,,,0.135068,,,500000.0,,,,,8884414.0,83600000.0,50600000.0,,,7900000.0,,4100000.0,,,,6400000.0,9200000.0,,,-100000.0,1000000.0,0.0,,1200000.0,53000000.0,1200000.0,13700000.0,,,,,6400000.0,6400000.0,,,,6700000.0,1700000.0,,,,500000.0,118000000.0,,,,4900000.0,,,,31800000.0,,,,,,,-700000.0,,200000.0,300000.0,,800000.0,,,,100000.0,,,,3100000.0,-800000.0,-100000.0,-27000000.0,,,200000.0,,,,,,145000000.0,,,,,146300000.0,,,,,,,1500000.0,,,,,,1700000.0,,0.135068,,8884414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-30,,,,,,,9600000.0,-1200000.0,,,,,,1300000.0,-1600000.0,,18900000.0,,,,,,3700000.0,,,,,700000.0,,0.0,,,2900000.0,9600000.0,,132900000.0,200000.0,-900000.0,,,13500000.0,,,,,,95400000.0,,,,,,,,,0.150075,,,900000.0,,,,,8662335.0,83400000.0,51000000.0,,,7600000.0,,4200000.0,,,,4800000.0,9600000.0,,,-300000.0,1100000.0,-100000.0,,1300000.0,52700000.0,1300000.0,13700000.0,,,,,4800000.0,4800000.0,,,,6700000.0,2000000.0,,,,700000.0,120100000.0,,,,6400000.0,,,,32100000.0,,,,,,,-1300000.0,,200000.0,300000.0,,800000.0,,,,-200000.0,,,,1300000.0,-1300000.0,200000.0,-27600000.0,,,200000.0,,,,,,147700000.0,,,,,146400000.0,,,,,,,-1600000.0,,,,,,1800000.0,,0.150075,,8662335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-30,,,,,,,8800000.0,-1100000.0,,,,,,1500000.0,-2500000.0,,19200000.0,,,,,,4000000.0,,,,,700000.0,,-200000.0,,,3200000.0,9900000.0,,134700000.0,300000.0,-600000.0,,,12200000.0,,,,,,95300000.0,,,,,,,,0.0,0.175088,,,500000.0,,,,,8567121.0,84200000.0,51600000.0,,,7000000.0,,4300000.0,,,,3900000.0,9900000.0,,,-400000.0,1100000.0,-100000.0,,1500000.0,52700000.0,1500000.0,14100000.0,,,,,3900000.0,3900000.0,,,,6700000.0,2200000.0,,,,700000.0,121600000.0,,,,4800000.0,,,,32400000.0,,,,,,,-2100000.0,,200000.0,300000.0,,800000.0,,,,400000.0,,,,1900000.0,-400000.0,0.0,-28100000.0,,,200000.0,,,,,,149700000.0,,,,,146900000.0,,,,,,,-900000.0,,,,,,1600000.0,,0.175088,,8567121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,,400000.0,,38000000.0,3000000.0,10600000.0,9900000.0,-1300000.0,,4300000.0,,,4100000.0,1100000.0,-2800000.0,,19200000.0,1200000.0,,600000.0,,,2800000.0,,,,1400000.0,800000.0,1700000.0,1900000.0,5200000.0,,2100000.0,9200000.0,,136800000.0,200000.0,1900000.0,,24400000.0,11900000.0,,96800000.0,5200000.0,,,96800000.0,-1500000.0,,4300000.0,53000000.0,4900000.0,4000000.0,11900000.0,,,-4800000.0,,400000.0,,0.600015,5000000.0,100000.0,,84600000.0,51900000.0,3000000.0,,8200000.0,,4000000.0,,51900000.0,,4300000.0,6200000.0,148700000.0,2500000.0,-700000.0,1000000.0,300000.0,,1200000.0,53000000.0,1200000.0,14400000.0,19200000.0,8200000.0,,32700000.0,4300000.0,4300000.0,,,,4100000.0,1700000.0,,,0.600015,500000.0,123000000.0,,1000000.0,,3900000.0,200000.0,123000000.0,9900000.0,32700000.0,,35000000.0,13600000.0,10300000.0,136800000.0,,-2100000.0,8338459.0,,300000.0,84600000.0,700000.0,,,,300000.0,14400000.0,4300000.0,,4000000.0,-700000.0,100000.0,-28500000.0,,,0.0,,,7700000.0,,,151500000.0,,,,3200000.0,148700000.0,-28500000.0,,,,800000.0,,400000.0,151500000.0,,,,8474024.0,1700000.0,,,-3200000.0,,-6200000.0,0.0,,-7700000.0,,-600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-31,,,,,,,9400000.0,-1200000.0,,,,,,1300000.0,-700000.0,,19300000.0,,,,,,3400000.0,,,,,700000.0,,900000.0,,,2600000.0,9300000.0,,136800000.0,200000.0,-500000.0,,,11700000.0,,,,,,96300000.0,,,,,,,,,0.150075,,,200000.0,,,,,8662335.0,84700000.0,52200000.0,,,8500000.0,,4000000.0,,,,4200000.0,9300000.0,,,100000.0,1100000.0,100000.0,,1300000.0,53000000.0,1300000.0,14600000.0,,,,,4200000.0,4200000.0,,,,6700000.0,2000000.0,,,,700000.0,123000000.0,,,,4300000.0,,,,33000000.0,,,,,,,-800000.0,,,300000.0,,800000.0,,,,-200000.0,,,,1700000.0,-1100000.0,0.0,-27900000.0,,,0.0,,,,,,150900000.0,,,,,148500000.0,,,,,,,-100000.0,,,,,,900000.0,,0.150075,,8662335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-30,,,,,,,10700000.0,-1200000.0,,,,,,1300000.0,-2200000.0,,19400000.0,,,,,,3600000.0,,,,,700000.0,,1100000.0,,,2800000.0,9900000.0,,138400000.0,200000.0,700000.0,,,13000000.0,,,,,,98800000.0,,,,,,,,,0.150075,,,700000.0,,,,,8662335.0,85800000.0,52600000.0,,,8500000.0,,4200000.0,,,,4500000.0,9900000.0,,,-400000.0,1100000.0,0.0,,1300000.0,52900000.0,1300000.0,14800000.0,,,,,4500000.0,4500000.0,,,,7100000.0,2000000.0,,,,700000.0,124000000.0,,,,4200000.0,,,,33200000.0,,,,,,,-1800000.0,,,200000.0,,800000.0,,,,600000.0,,,,2900000.0,-400000.0,200000.0,-28500000.0,,,0.0,,,,,,152500000.0,,,,,151400000.0,,,,,,,300000.0,,,,,,2200000.0,,0.150075,,8662335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
