,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,trailingChangeInCashSupplementalAsReported,annualChangeInCashSupplementalAsReported,annualGrossPPE,trailingNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,annualNetIncomeCommonStockholders,annualBeginningCashPosition,quarterlyChangeInInventory,annualInterestExpense,annualDilutedAverageShares,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,trailingRepaymentOfDebt,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualCapitalExpenditure,annualDilutedEPS,trailingGrossProfit,quarterlyCapitalStock,annualRepaymentOfDebt,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualBasicAverageShares,quarterlyDilutedEPS,trailingInterestExpense,quarterlyRepaymentOfDebt,annualInventory,quarterlyTaxProvision,trailingTaxProvision,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyNetPPE,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,trailingChangeInInventory,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualTotalRevenue,trailingDepreciationAndAmortization,annualCapitalStock,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualNetOtherFinancingCharges,annualStockBasedCompensation,annualCurrentDebt,annualFreeCashFlow,quarterlyRetainedEarnings,annualAccumulatedDepreciation,annualTotalLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,trailingOperatingExpense,annualDeferredIncomeTax,trailingSellingGeneralAndAdministration,annualGrossProfit,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,annualOperatingExpense,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyTotalRevenue,trailingNetIncomeContinuousOperations,trailingPurchaseOfBusiness,trailingFreeCashFlow,quarterlyCurrentLiabilities,trailingBeginningCashPosition,quarterlyGrossPPE,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyCurrentAssets,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,quarterlyPurchaseOfBusiness,trailingNetIncome,annualGoodwill,annualTotalAssets,quarterlyTotalAssets,annualRetainedEarnings,annualNetIncome,trailingPretaxIncome,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,annualPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,annualAccountsReceivable,annualPretaxIncome,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualCashDividendsPaid,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,trailingChangeInWorkingCapital,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,trailingInvestingCashFlow,annualAccountsPayable,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlySellingGeneralAndAdministration,annualDepreciationAndAmortization,trailingTotalRevenue,annualLongTermDebt,annualOperatingIncome,trailingStockBasedCompensation,trailingCommonStockIssuance,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualEndCashPosition,trailingEndCashPosition,quarterlyDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,annualTaxProvision,quarterlyInventory,quarterlyOtherIncomeExpense,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyPurchaseOfInvestment,annualBasicEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,trailingChangeInAccountPayable,quarterlyInterestExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingOperatingCashFlow,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,annualCommonStockIssuance,trailingOperatingIncome,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualSaleOfInvestment,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,annualEbitda,annualOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualOtherNonCurrentAssets,annualCashAndCashEquivalents,annualCurrentAssets,annualNetOtherInvestingChanges,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingDeferredIncomeTax,quarterlyOtherShortTermInvestments,trailingChangesInAccountReceivables,trailingDilutedEPS,annualChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,annualOtherShortTermInvestments,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
1293753600,0.0,0.0,,-6122000.0,86211000.0,,7532000.0,,57638000.0,15843000.0,-39531000.0,6619000.0,50161000.0,73567000.0,,370017000.0,1052000.0,169700000.0,,0.0,32561000.0,-8078000.0,1.15,,49000.0,-506793000.0,251953000.0,9721000.0,,285182000.0,0.0,,49469000.0,,,-115820000.0,347439000.0,-6951000.0,,-85158000.0,15951000.0,30685000.0,-14014000.0,-55526000.0,1878000.0,,57638000.0,1142484000.0,1613746000.0,,49000.0,,-6173000.0,1732000.0,7790000.0,134000.0,85881000.0,67681000.0,-55526000.0,443363000.0,-12149000.0,,,,471262000.0,-49470000.0,,370017000.0,23464000.0,3070000.0,1576000.0,-1478000.0,28717000.0,-16783000.0,0.0,241426000.0,,,,211538000.0,,86211000.0,-18744000.0,,476592000.0,,33075000.0,25593000.0,-1301000.0,,178516000.0,728545000.0,728545000.0,67681000.0,57638000.0,,178516000.0,198700000.0,7532000.0,,,27239000.0,-22840000.0,,94626000.0,167859000.0,41704000.0,-25746000.0,,251953000.0,2769000.0,,-14251000.0,-11805000.0,966000.0,-11805000.0,,169700000.0,-4279000.0,0.0,90350000.0,11328000.0,,198700000.0,101245000.0,,,231825000.0,285182000.0,9721000.0,,,,37093000.0,347439000.0,0.0,211538000.0,41704000.0,,1.17,25593000.0,9721000.0,134000.0,,1961000.0,231825000.0,-14417000.0,,-6438000.0,961000.0,90350000.0,41169000.0,-11805000.0,6293000.0,,12965000.0,966000.0,9721000.0,-2779000.0,,9721000.0,12965000.0,-13683000.0,30685000.0,1052000.0,443363000.0,112573000.0,93959000.0,28821000.0,28821000.0,9721000.0,476592000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,0.0,0.0,,,,,,,,,-91525000.0,,,91410000.0,,,1542000.0,303395000.0,,,9721000.0,,,,48000.0,,,11420000.0,,250570000.0,,,,-0.01,,-85889000.0,,-419000.0,,,,34746000.0,3227000.0,,1892000.0,,,,,,,,,,,,,22426000.0,,,-35953000.0,,,,,45011000.0,48864000.0,,,-1192000.0,4512000.0,-6246000.0,-37128000.0,576000.0,0.0,312889000.0,,,,432555000.0,,,-1069000.0,,641059000.0,,-38424000.0,,,,,,896643000.0,,,,178516000.0,180157000.0,7491000.0,-0.01,,-43374000.0,1699000.0,,,221479000.0,29096000.0,,,255584000.0,2651000.0,,,-638000.0,903000.0,-638000.0,,,,,90834000.0,,,,,,,213518000.0,,,,48864000.0,,,438791000.0,0.0,,,,,25870000.0,11420000.0,100064000.0,,1645000.0,,,,-6321000.0,1405000.0,90834000.0,133674000.0,-638000.0,,,12597000.0,,11420000.0,-6246000.0,,,,,,,646073000.0,,,28822000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,-2750000.0,0.0,,,,,,,,,50563000.0,,,211439000.0,,,3754000.0,247904000.0,,,11420000.0,,,,48000.0,,,37218000.0,,302956000.0,,,,1.19,,-152436000.0,,37670000.0,,,,38732000.0,100638000.0,,2192000.0,,,,,,,,,,,,,66478000.0,,,-7772000.0,,,,,14761000.0,48231000.0,,,56333000.0,3314000.0,-6181000.0,18189000.0,97921000.0,0.0,706423000.0,,,,427731000.0,,,96097000.0,,710916000.0,,-42925000.0,,,,,,970550000.0,,,,178516000.0,206049000.0,7663000.0,1.21,,12008000.0,25798000.0,,,494984000.0,79794000.0,,,259634000.0,2717000.0,,,58577000.0,1052000.0,58577000.0,,,,,113518000.0,,,,,,,239863000.0,,,,49116000.0,,,389763000.0,0.0,,,,,26151000.0,37218000.0,100033000.0,,1824000.0,,,,-6753000.0,616000.0,113518000.0,-55482000.0,58577000.0,,,12221000.0,,37218000.0,-8931000.0,,,,,,,667594000.0,,,29113000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,0.0,0.0,,,,,,,,,51961000.0,,,147906000.0,,,3023000.0,120221000.0,,,37218000.0,,,,48000.0,,,20656000.0,,304499000.0,,,,0.5,,-138469000.0,,15126000.0,,,,40774000.0,43859000.0,,2059000.0,,,,,,,,,,,,,64805000.0,,,-19117000.0,,,,,-61322000.0,47987000.0,,,23075000.0,1680000.0,-4532000.0,50913000.0,40913000.0,0.0,503584000.0,,,,190961000.0,,,39272000.0,,536500000.0,,23064000.0,,-324000.0,,,,798212000.0,,,,178516000.0,268700000.0,7503000.0,0.5,,46381000.0,-16562000.0,,,355678000.0,70718000.0,,,261712000.0,2946000.0,,,24169000.0,976000.0,24169000.0,,,,,106993000.0,,,,,,,302752000.0,,,,48772000.0,,,337698000.0,0.0,,,,,26549000.0,20656000.0,22000.0,,1641000.0,,,,-6724000.0,-292000.0,106993000.0,-127734000.0,24169000.0,,,11953000.0,,20656000.0,-4920000.0,,,,,,,493713000.0,,,29493000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,0.0,0.0,,7766000.0,101277000.0,,7726000.0,,71993000.0,9721000.0,-46338000.0,7964000.0,48987000.0,80835000.0,,406523000.0,2220000.0,177437000.0,,0.0,20656000.0,-19454000.0,1.47,,47000.0,-700898000.0,260621000.0,17487000.0,,279746000.0,14281000.0,,48158000.0,,,-324104000.0,386924000.0,-7058000.0,,-40554000.0,-35339000.0,41394000.0,-11352000.0,-59883000.0,2090000.0,,71993000.0,1261728000.0,1793318000.0,,47000.0,,-5934000.0,944000.0,8233000.0,22000.0,55649000.0,34299000.0,-59883000.0,518876000.0,-13722000.0,,,,531590000.0,-39004000.0,,406523000.0,-17093000.0,-3434000.0,3579000.0,-2495000.0,43129000.0,-14343000.0,14281000.0,270422000.0,,,,230857000.0,,101277000.0,-17197000.0,,538001000.0,,41192000.0,32993000.0,-2973000.0,,177103000.0,798622000.0,798622000.0,34299000.0,71993000.0,,177103000.0,247300000.0,7726000.0,,-190000.0,40634000.0,-3169000.0,108794000.0,117103000.0,189587000.0,36141000.0,-26470000.0,108794000.0,260621000.0,2991000.0,,-25578000.0,-10115000.0,980000.0,-10115000.0,,177437000.0,73843000.0,0.0,95178000.0,11305000.0,,247300000.0,125067000.0,,,288019000.0,279746000.0,17487000.0,,,,45319000.0,386924000.0,0.0,230857000.0,53398000.0,-13000.0,1.49,32993000.0,17487000.0,22000.0,,2854000.0,288019000.0,6402000.0,,-6672000.0,-785000.0,95178000.0,55944000.0,-10115000.0,13085000.0,,11738000.0,980000.0,17487000.0,-5481000.0,,17487000.0,11738000.0,-76564000.0,41394000.0,2220000.0,518876000.0,136372000.0,75103000.0,6949000.0,29406000.0,17487000.0,538001000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,0.0,0.0,,,,,,,,,-72788000.0,,,104563000.0,,,2010000.0,319462000.0,,,17487000.0,,,,48000.0,,,20681000.0,,281566000.0,,,,0.08,,-163705000.0,,1037000.0,,,,45355000.0,9005000.0,,2101000.0,,,,,,,,,,,,,28913000.0,,,-2369000.0,,,,,47985000.0,47519000.0,,,4592000.0,4178000.0,-6661000.0,-34027000.0,6021000.0,0.0,361954000.0,,,,353725000.0,,,4544000.0,,709610000.0,,-42422000.0,,-3855000.0,,,,974265000.0,,,,177103000.0,299011000.0,7006000.0,0.08,,-40688000.0,3194000.0,,,257391000.0,34240000.0,,,264655000.0,2984000.0,,,3651000.0,1099000.0,3651000.0,,,,,98542000.0,,,,,,,338974000.0,,,,48598000.0,,,462810000.0,0.0,,,-53000.0,,32957000.0,20681000.0,23000.0,,1477000.0,,,,-6668000.0,1138000.0,98542000.0,140530000.0,3651000.0,,,11717000.0,,20681000.0,-10569000.0,,,,,,,692699000.0,,,29381000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,0.0,0.0,,,,,,,,,59499000.0,,,222405000.0,,,554000.0,267990000.0,,,20681000.0,,,,47000.0,,,50311000.0,,302378000.0,,,,1.34,,-119425000.0,,41018000.0,,,,45409000.0,111347000.0,,2205000.0,,,,,,,,,,,,,44804000.0,,,-41497000.0,,,,,-34085000.0,47142000.0,,,65250000.0,3701000.0,-2859000.0,67548000.0,108134000.0,0.0,757175000.0,,,,355626000.0,,,105934000.0,,742840000.0,,-2622000.0,,-574000.0,,,,1007014000.0,,,,177103000.0,309813000.0,7058000.0,1.38,,64689000.0,29630000.0,,,534770000.0,87614000.0,,,264174000.0,3213000.0,,,64943000.0,1089000.0,64943000.0,,,,,114271000.0,,,,,,,349010000.0,,,,48288000.0,,,402266000.0,0.0,,,,,32139000.0,50311000.0,22000.0,,2200000.0,,,,-7555000.0,471000.0,114271000.0,-51584000.0,64943000.0,,,11497000.0,,50311000.0,-3546000.0,,,,,,,704636000.0,,,29076000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,0.0,0.0,,,,,,,,,52933000.0,,,151501000.0,,,-216000.0,163543000.0,,,50311000.0,,,,47000.0,,,28818000.0,,312470000.0,,,,0.45,,-232528000.0,,17965000.0,,,,46643000.0,44257000.0,,1930000.0,,,,,,,,,,,,,47510000.0,,,-11222000.0,,,,,-107932000.0,46574000.0,,,20405000.0,5301000.0,-4197000.0,91009000.0,47957000.0,0.0,528027000.0,,,,266371000.0,,,39324000.0,,573241000.0,,59423000.0,,-151000.0,,,,831383000.0,,,,169983000.0,214328000.0,6381000.0,0.46,,86812000.0,-21493000.0,,,376526000.0,102805000.0,,,258142000.0,3246000.0,,,21375000.0,1066000.0,21375000.0,,,,,103544000.0,,,,,,,252542000.0,,,,47787000.0,,,349325000.0,-6946000.0,,,,,31833000.0,28818000.0,23000.0,,1687000.0,,,,-7446000.0,925000.0,103544000.0,-104446000.0,21375000.0,,,11270000.0,,28818000.0,-4431000.0,,,,,,,518913000.0,,,29180000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,0.0,2633000.0,,-5024000.0,114822000.0,,6622000.0,,81972000.0,17487000.0,-48876000.0,6469000.0,48058000.0,88938000.0,,415592000.0,-134000.0,199787000.0,,-6946000.0,28818000.0,-16271000.0,1.71,,46000.0,-624363000.0,237480000.0,12463000.0,,281623000.0,18012000.0,,46937000.0,-0.17,,-108705000.0,400308000.0,-3276000.0,,-102644000.0,-9232000.0,46566000.0,-6864000.0,-68256000.0,2229000.0,,81972000.0,1386567000.0,1953974000.0,,46000.0,,-4699000.0,4487000.0,8465000.0,23000.0,102807000.0,5377000.0,-68256000.0,498953000.0,-26673000.0,,3168000.0,,567407000.0,-8612000.0,46522000.0,415592000.0,10358000.0,-86872000.0,7025000.0,-2554000.0,-5452000.0,-10297000.0,18012000.0,306818000.0,,,,247996000.0,,114822000.0,-11402000.0,,543096000.0,,-4021000.0,13453000.0,-119000.0,,169983000.0,780576000.0,780576000.0,5377000.0,81972000.0,,169983000.0,230882000.0,6622000.0,-0.17,,-8006000.0,-16355000.0,113859000.0,138400000.0,217880000.0,48186000.0,-29135000.0,113859000.0,237480000.0,3433000.0,,-21208000.0,-7997000.0,1160000.0,-7997000.0,,199787000.0,3375000.0,2633000.0,99235000.0,12876000.0,,230882000.0,151815000.0,,,250957000.0,281623000.0,12463000.0,,46522000.0,,56744000.0,400308000.0,0.0,247996000.0,48186000.0,,1.75,13453000.0,12463000.0,23000.0,,1105000.0,250957000.0,20253000.0,,-7466000.0,1953000.0,99235000.0,35753000.0,-7997000.0,20205000.0,,11053000.0,1160000.0,12463000.0,-2662000.0,,12463000.0,11053000.0,-81761000.0,46566000.0,-134000.0,498953000.0,164691000.0,119078000.0,8718000.0,8718000.0,12463000.0,543096000.0,-238000.0,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,9000.0,0.0,,,,,,,,,-94786000.0,,,104761000.0,,,1002000.0,338026000.0,,,12463000.0,,,,46000.0,,,12873000.0,,284982000.0,,,,0.07,,-102105000.0,,1896000.0,,,,48755000.0,10326000.0,,1905000.0,,,,,,,,,,,,,-2446000.0,,,-3829000.0,,,,,44533000.0,46385000.0,,,-38000.0,6438000.0,-4882000.0,-39986000.0,6932000.0,0.0,370362000.0,,,,368460000.0,,,5318000.0,,713670000.0,,-46966000.0,,-325000.0,,,,953740000.0,,,,169983000.0,278542000.0,7549000.0,0.07,,-44868000.0,410000.0,,,265601000.0,30413000.0,,188294000.0,240070000.0,3394000.0,,,3440000.0,1179000.0,3440000.0,,,,,97829000.0,,,,,,,300298000.0,,,,47580000.0,,,494321000.0,0.0,,,,,14207000.0,12873000.0,21000.0,,1614000.0,,,,-7434000.0,1703000.0,97829000.0,137896000.0,3440000.0,,,10793000.0,,12873000.0,-5198000.0,,,,,,,668758000.0,,,9360000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,20000.0,0.0,,,,,,,,,70652000.0,,,228166000.0,,,837000.0,239976000.0,,,12873000.0,,,,47000.0,,,26936000.0,,346609000.0,,,,1.39,,-227833000.0,,43416000.0,,,,51110000.0,115559000.0,,2206000.0,,,,,,,,,,,,,48605000.0,,,-6608000.0,,,,,14932000.0,46659000.0,,,-1595000.0,7051000.0,-5618000.0,7008000.0,111993000.0,0.0,790392000.0,,,,319840000.0,,,109912000.0,,748001000.0,,-62181000.0,,-863000.0,,,,990009000.0,,,,169983000.0,300426000.0,7871000.0,1.43,,1390000.0,14063000.0,,,562226000.0,79844000.0,,281064000.0,242008000.0,3566000.0,,,66533000.0,1190000.0,66533000.0,,,,,116173000.0,,,,,,,323560000.0,,,,47882000.0,,,424679000.0,0.0,,,,,15263000.0,26936000.0,20000.0,,2081000.0,,,,-8874000.0,1484000.0,116173000.0,-98438000.0,66533000.0,,,10592000.0,,26936000.0,-6461000.0,,,,,,,643400000.0,,,9133000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,47000.0,0.0,,,,,,,,,58843000.0,,,162557000.0,,,418000.0,142777000.0,,,26936000.0,,,,46000.0,,,24222000.0,,335831000.0,,,,0.68,,-237164000.0,,19496000.0,,,,51537000.0,57053000.0,,1979000.0,,,,,,,,,,,,,29536000.0,,,-42590000.0,,,,,-85419000.0,46380000.0,,,1439000.0,5551000.0,-3907000.0,86824000.0,53375000.0,0.0,578157000.0,,,,207529000.0,,,51831000.0,,583932000.0,,48573000.0,,-56000.0,,,,826874000.0,,,,169983000.0,260432000.0,7619000.0,0.7,,82917000.0,-2714000.0,,,415600000.0,64737000.0,,180898000.0,242942000.0,3678000.0,,,32332000.0,1112000.0,32332000.0,,,,,109182000.0,,,,,,,283514000.0,,,,47598000.0,,,365596000.0,-3088000.0,,,,,15463000.0,24222000.0,15000.0,,1544000.0,,,,-8812000.0,426000.0,109182000.0,-97099000.0,32332000.0,,,10390000.0,,24222000.0,-3916000.0,,,,,,,491043000.0,,,9920000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,49000.0,132000.0,,-4457000.0,130002000.0,,8147000.0,,97330000.0,12463000.0,-62000000.0,6748000.0,47530000.0,95793000.0,,425791000.0,2912000.0,214596000.0,,0.0,24222000.0,-18742000.0,2.05,,45000.0,-733410000.0,246012000.0,8006000.0,,286182000.0,19577000.0,,46282000.0,-0.11,,-166308000.0,429197000.0,-3218000.0,,-89485000.0,-27291000.0,52328000.0,-2856000.0,-77674000.0,2060000.0,,97330000.0,1488423000.0,2079700000.0,,45000.0,,-1244000.0,3567000.0,8150000.0,9000.0,86346000.0,-27278000.0,-77674000.0,537579000.0,-43152000.0,,707000.0,,591277000.0,-63531000.0,45708000.0,425791000.0,-9981000.0,-240000.0,2369000.0,-4335000.0,51242000.0,-6814000.0,19577000.0,340789000.0,,,,263906000.0,,130002000.0,-8323000.0,,577749000.0,,50593000.0,19108000.0,0.0,,171974000.0,823761000.0,823761000.0,-27278000.0,97330000.0,,171974000.0,246418000.0,8147000.0,-0.11,,46907000.0,-16216000.0,45138000.0,158738000.0,244996000.0,49301000.0,-33808000.0,45138000.0,246012000.0,3958000.0,,-19861000.0,-4975000.0,1243000.0,-4975000.0,,214596000.0,-434000.0,132000.0,102607000.0,14596000.0,,246418000.0,165486000.0,,,273673000.0,286182000.0,8006000.0,,45708000.0,,61590000.0,429197000.0,10478000.0,263906000.0,49301000.0,,2.1,19108000.0,8006000.0,9000.0,,1509000.0,273673000.0,14007000.0,,-8688000.0,-46000.0,102607000.0,71648000.0,-4975000.0,21409000.0,,10196000.0,1243000.0,8006000.0,-4286000.0,,8006000.0,10196000.0,-96179000.0,52328000.0,2912000.0,537579000.0,180082000.0,105088000.0,10271000.0,10271000.0,8006000.0,577749000.0,125000.0,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,49000.0,0.0,,,,,,,,,-97032000.0,,,114100000.0,,,2181000.0,370002000.0,,,8006000.0,,,,45000.0,,,7257000.0,,261678000.0,,,,0.09,,-173749000.0,,2604000.0,,,,55212000.0,12408000.0,,2058000.0,,,,,,,,,,,,,-59826000.0,,,-28168000.0,,,,,47789000.0,45178000.0,,,335000.0,5231000.0,-5870000.0,-37345000.0,8646000.0,0.0,406344000.0,,,,398075000.0,,,6713000.0,,761039000.0,,-46122000.0,,-4512000.0,,,,1013200000.0,,,,173554000.0,324226000.0,9474000.0,0.09,,-43215000.0,-749000.0,,,292244000.0,28069000.0,,47694000.0,252161000.0,3762000.0,,,4188000.0,1272000.0,4188000.0,,,,,105454000.0,,,,,,,353447000.0,,,,46375000.0,,,527304000.0,0.0,,,,,19747000.0,7257000.0,4000.0,,1933000.0,,,,-8569000.0,1487000.0,105454000.0,154675000.0,4188000.0,,,10991000.0,,7257000.0,-10333000.0,,,,,,,751522000.0,,,11132000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,47000.0,0.0,,,,,,,,,75096000.0,,,246976000.0,,,2239000.0,233549000.0,,,7257000.0,,,,44000.0,,,27563000.0,,271317000.0,,,,1.61,,-220516000.0,,46796000.0,,,,57275000.0,126454000.0,,2599000.0,,,,,,,,,,,,,-56381000.0,,,-60577000.0,,,,,39864000.0,44769000.0,,,-408000.0,1104000.0,-6051000.0,-13543000.0,122499000.0,0.0,848240000.0,,,,322749000.0,,,120605000.0,,801041000.0,,-91065000.0,,-100000.0,,,,1055448000.0,,,,173800000.0,430971000.0,10432000.0,1.65,,-19594000.0,20306000.0,,,601264000.0,89200000.0,,97527000.0,254407000.0,3955000.0,,,73863000.0,1263000.0,73863000.0,,,,,124477000.0,,,,,,,461382000.0,,,,45971000.0,,,451507000.0,0.0,,,,,19979000.0,27563000.0,0.0,,1894000.0,,,,-9841000.0,2433000.0,124477000.0,-136610000.0,73863000.0,,,10725000.0,,27563000.0,-6104000.0,,,,,,,784131000.0,,,11344000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,37000.0,0.0,,,,,,,,,41198000.0,,,176244000.0,,,648000.0,154511000.0,,,27563000.0,,,,43000.0,,,14455000.0,,252660000.0,,,,0.78,,-241353000.0,,21711000.0,,,,57260000.0,62564000.0,,2197000.0,,,,,,,,,,,,,-77619000.0,,,-46410000.0,,,,,-92336000.0,43756000.0,,,-654000.0,1755000.0,-2766000.0,88108000.0,58457000.0,0.0,615536000.0,,,,232351000.0,,,56593000.0,,651890000.0,,47797000.0,,-4769000.0,,,,909236000.0,,,,174607000.0,391120000.0,10027000.0,0.8,,85342000.0,-13108000.0,,,439292000.0,75222000.0,,69847000.0,257346000.0,4107000.0,,,34958000.0,1289000.0,34836000.0,,,,,117787000.0,,,,,,,424225000.0,,,,44864000.0,,,414331000.0,0.0,,,,,19934000.0,14455000.0,2618000.0,,1864000.0,,,,-9665000.0,214000.0,117787000.0,-79609000.0,34836000.0,,,12433000.0,,14455000.0,-7498000.0,,,,,,,656576000.0,,,11757000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,32000.0,124000.0,,6824000.0,145607000.0,,10751000.0,,110692000.0,8006000.0,-49671000.0,7485000.0,45441000.0,106020000.0,,454470000.0,-3662000.0,236294000.0,,0.0,14455000.0,-17328000.0,2.44,,44000.0,-872504000.0,255724000.0,14830000.0,,244352000.0,12705000.0,,44281000.0,-0.05,,-236886000.0,466962000.0,-552000.0,,-81983000.0,-30409000.0,56475000.0,3326000.0,-89132000.0,2211000.0,,111030000.0,1603222000.0,2246562000.0,,44000.0,,-10648000.0,5130000.0,9065000.0,1529000.0,104487000.0,-90650000.0,-89132000.0,648585000.0,-1311000.0,,6986000.0,,643340000.0,-77300000.0,43444000.0,454470000.0,-14856000.0,6872000.0,5440000.0,-2641000.0,84595000.0,-732000.0,12705000.0,376442000.0,,,,291908000.0,,145607000.0,-2526000.0,,637213000.0,,74534000.0,23504000.0,-1267000.0,,173924000.0,892937000.0,892937000.0,-90650000.0,110692000.0,,173924000.0,319309000.0,10751000.0,-0.05,,81954000.0,375000.0,51014000.0,181385000.0,270422000.0,54085000.0,-37600000.0,51014000.0,255724000.0,4058000.0,,-27811000.0,-1979000.0,1244000.0,-2195000.0,,236294000.0,6145000.0,124000.0,106752000.0,15882000.0,,319309000.0,188870000.0,,,356677000.0,244352000.0,14830000.0,,43444000.0,,70559000.0,466962000.0,0.0,291908000.0,54085000.0,,2.5,23504000.0,14830000.0,1529000.0,,1794000.0,356677000.0,20090000.0,,-9525000.0,996000.0,106752000.0,81634000.0,-2195000.0,13530000.0,,11995000.0,1244000.0,14830000.0,-3876000.0,,14830000.0,11995000.0,-136466000.0,56475000.0,-3662000.0,648585000.0,204752000.0,121815000.0,12086000.0,12086000.0,14830000.0,637213000.0,165000.0,,,,,,,,,,,,,,,,,,,,,,,,
