date,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualCommonStockIssuance,quarterlyFreeCashFlow,annualFreeCashFlow,quarterlyRetainedEarnings,trailingFreeCashFlow,annualDilutedEPS,quarterlyCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,annualDilutedAverageShares,annualRetainedEarnings,trailingPretaxIncome,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,annualNetOtherInvestingChanges,annualEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualCurrentDeferredRevenue,annualTaxProvision,annualPretaxIncome,annualTotalAssets,annualOtherCurrentAssets,annualCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualCashDividendsPaid,trailingPurchaseOfInvestment,annualNonCurrentDeferredRevenue,trailingTotalRevenue,annualNetIncome,annualLongTermDebt,quarterlyDilutedEPS,annualOperatingIncome,quarterlyPurchaseOfInvestment,annualAccountsPayable,trailingInvestingCashFlow,trailingOperatingIncome,trailingTaxProvision,trailingEndCashPosition,quarterlyOtherNonCurrentLiabilities,quarterlyDepreciationAndAmortization,annualBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,annualIncomeTaxPayable,annualInvestmentsAndAdvances,annualSaleOfInvestment,annualOtherNonCashItems,trailingRepurchaseOfCapitalStock,annualStockholdersEquity,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualCashAndCashEquivalents,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyBasicAverageShares,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualNetPPE,quarterlyBasicEPS,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIntangibleAssets,annualChangeInAccountPayable,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualRepaymentOfDebt,annualEbitda,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,annualOtherCurrentLiabilities,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyCurrentDeferredRevenue,annualCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,quarterlyRepaymentOfDebt,trailingInterestExpense,quarterlyAccumulatedDepreciation,annualCashFlowFromContinuingFinancingActivities,annualBeginningCashPosition,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,annualOtherIncomeExpense,annualGrossPPE,trailingCapitalExpenditure,annualTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,annualSellingGeneralAndAdministration,trailingDepreciationAndAmortization,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,trailingStockBasedCompensation,trailingDeferredIncomeTax,annualBasicEPS,quarterlyTotalRevenue,annualCapitalExpenditure,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,annualOperatingExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyDilutedAverageShares,annualInvestingCashFlow,quarterlyOperatingCashFlow,annualInterestExpense,trailingBeginningCashPosition,annualGoodwill,trailingChangesInAccountReceivables,trailingCashDividendsPaid,annualPurchaseOfInvestment,annualCapitalStock,trailingNetIncome,trailingCostOfRevenue,annualStockBasedCompensation,quarterlyOtherCurrentLiabilities,annualTotalRevenue,annualChangesInAccountReceivables,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,trailingOperatingExpense,annualNetOtherFinancingCharges,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlyChangeInInventory,quarterlyInventory,annualCurrentAccruedExpenses,annualInventory,trailingChangeInInventory,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualChangeInInventory,quarterlyCurrentAccruedExpenses,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
2005-12-31,,,22515000000.0,149000000.0,126000000.0,-14000000.0,760000000.0,4573000000.0,,2.17,,-1155000000.0,,341500000.0,4573000000.0,,4391000000.0,1843000000.0,0.0,476000000.0,7000000.0,224000000.0,,323000000.0,965000000.0,27818000000.0,,,,27818000000.0,-193000000.0,,,,737000000.0,2105000000.0,,1095000000.0,-744000000.0,,,,,,,137000000.0,322368421.0,,22515000000.0,,9064000000.0,,9064000000.0,2548000000.0,-106000000.0,,5303000000.0,-125000000.0,,227000000.0,346000000.0,,476000000.0,224000000.0,144000000.0,2105000000.0,,-167000000.0,-1000000.0,476000000.0,,,,735000000.0,,,,,886000000.0,,537000000.0,,-48000000.0,4806000000.0,,115000000.0,,,344000000.0,433000000.0,-586000000.0,1441000000.0,115000000.0,-23000000.0,205000000.0,2286000000.0,,,,,,5282000000.0,5303000000.0,0.0,-94000000.0,-3000000.0,,,-204000000.0,570000000.0,,,284000000.0,,-5000000.0,,,,,476000000.0,5282000000.0,31000000.0,6914000000.0,,7000000.0,,,,186000000.0,,,-81000000.0,,,-1155000000.0,,,,,2.28,2523000000.0,-126000000.0,,,642000000.0,8742000000.0,189000000.0,237000000.0,-39000000.0,,-769000000.0,25000000.0,125000000.0,,4391000000.0,,,-3474000000.0,344000000.0,,,,,9837000000.0,,61000000.0,537000000.0,,,-12000000.0,-282000000.0,35000000.0,4806000000.0,,43000000.0,,,-25000000.0,374000000.0,,,,,,,,,,,,,,,,,,
2006-03-31,,,,,,665000000.0,,4711000000.0,,,,,,,,,4423000000.0,1138000000.0,,,,198000000.0,,,,,,,,28618000000.0,,,,,,,0.57,,-846000000.0,,,,,,,57000000.0,,,23310000000.0,,9301000000.0,,,,,,,,,-97000000.0,,,,198000000.0,198000000.0,2012000000.0,,-416000000.0,0.0,451000000.0,,,,,,,,324590164.0,,,,0.61,-48000000.0,,,,,,346000000.0,476000000.0,,,110000000.0,-19000000.0,304000000.0,2188000000.0,,,,,,,5308000000.0,0.0,,-97000000.0,,,,,,,461000000.0,,,,,,,451000000.0,5553000000.0,31000000.0,,,4000000.0,,,,-8000000.0,,,,,,-1161000000.0,,,,,,2523000000.0,,,,,,-304000000.0,335000000.0,-32000000.0,350200000.0,,697000000.0,,,,,,,,,,,,,,106000000.0,524000000.0,,,,450000000.0,53000000.0,5102000000.0,,-25000000.0,,,-212000000.0,392000000.0,,,,,,,,,,,,,,,,,,
2006-06-30,,,,,,156000000.0,,4843000000.0,,,,,,,,,4390000000.0,1607000000.0,,,,193000000.0,,,,,,,,30103000000.0,,,,,,,0.57,,-567000000.0,,,,,,,137000000.0,,,24711000000.0,,7386000000.0,,,,,,,,,62000000.0,,,,193000000.0,181000000.0,2082000000.0,,-16000000.0,0.0,425000000.0,,,,,,,,321666667.0,,,,0.6,-48000000.0,,,,,,347000000.0,451000000.0,,,136000000.0,-89000000.0,276000000.0,1955000000.0,,,,,,,5392000000.0,0.0,,-333000000.0,,,,,,,679000000.0,,,,,,,425000000.0,4961000000.0,34000000.0,,,21000000.0,,,,107000000.0,,,,,,-1059000000.0,,,,,,2265000000.0,,,,,,-205000000.0,310000000.0,-39000000.0,344800000.0,,195000000.0,,,,,,,,,,,,,,103000000.0,507000000.0,,,,-242000000.0,-7000000.0,4536000000.0,,-26000000.0,,,-212000000.0,447000000.0,,,,,,,,,,,,,,,,,,
2006-09-30,,,,,,-93000000.0,,4897000000.0,,,,,,,,,4410000000.0,1116000000.0,,,,106000000.0,,,,,,,,28683000000.0,,,,,,,0.32,,-377000000.0,,,,,,,90000000.0,,,23311000000.0,73000000.0,7072000000.0,,,,,,,,,239000000.0,,,,106000000.0,90000000.0,2075000000.0,,86000000.0,0.0,461000000.0,,,,,,,,311764706.0,,,,0.34,-47000000.0,,,,,,347000000.0,425000000.0,,,136000000.0,-24000000.0,139000000.0,1995000000.0,,,,,,,5372000000.0,-73000000.0,,-8000000.0,,,,,,,585000000.0,,,,,,-82000000.0,461000000.0,4505000000.0,34000000.0,,,268000000.0,,,,82000000.0,,,,,,-1002000000.0,,,,,,2168000000.0,,,,,,24000000.0,173000000.0,-25000000.0,340100000.0,,-68000000.0,,,,,,,,,,,,,,49000000.0,499000000.0,,,,-346000000.0,0.0,4044000000.0,,36000000.0,,,-168000000.0,263000000.0,,,,,,,,,,,,,,,,,,
2006-12-31,,,19100000000.0,514000000.0,50000000.0,88000000.0,816000000.0,4992000000.0,,2.13,,-1010000000.0,,342100000.0,4992000000.0,,4532000000.0,3179000000.0,0.0,281000000.0,42000000.0,223000000.0,,294000000.0,920000000.0,24318000000.0,,,,24318000000.0,-189000000.0,,,,720000000.0,2243000000.0,,1052000000.0,-699000000.0,,,,,,,-83000000.0,317180617.0,,19100000000.0,518000000.0,7575000000.0,,7575000000.0,1907000000.0,-421000000.0,,5218000000.0,-966000000.0,,-63000000.0,201000000.0,,281000000.0,223000000.0,188000000.0,2243000000.0,,156000000.0,-1000000.0,281000000.0,,,,720000000.0,,,,,968000000.0,,504000000.0,,-46000000.0,4323000000.0,,147000000.0,825000000.0,,347000000.0,461000000.0,-460000000.0,1289000000.0,147000000.0,-6000000.0,248000000.0,2134000000.0,,,,,,4604000000.0,5218000000.0,73000000.0,-195000000.0,-22000000.0,,,-964000000.0,476000000.0,,,182000000.0,,-3000000.0,,,,-626000000.0,281000000.0,4604000000.0,30000000.0,6523000000.0,,42000000.0,,,,333000000.0,,,-138000000.0,,,-1010000000.0,,,,,2.27,2413000000.0,-152000000.0,,,626000000.0,7902000000.0,-479000000.0,279000000.0,-56000000.0,,-190000000.0,144000000.0,129000000.0,,4532000000.0,,,-2489000000.0,347000000.0,,,,,8954000000.0,-613000000.0,60000000.0,504000000.0,,,141000000.0,-283000000.0,4000000.0,4323000000.0,,-180000000.0,,,-374000000.0,350000000.0,,,,,,,,,,,,,,,,,,
2007-03-31,,,,,,781000000.0,,5141000000.0,,,,,,,,,4698000000.0,1152000000.0,,,,213000000.0,,,,,,,,24591000000.0,,,,,,,0.66,,-294000000.0,,,,,,,40000000.0,,,19331000000.0,-283000000.0,7666000000.0,,,,,,,,,-214000000.0,,,,213000000.0,212000000.0,2072000000.0,,-221000000.0,35000000.0,351000000.0,,,,,,,,300000000.0,,,,0.71,-44000000.0,,,,,,347000000.0,281000000.0,,,197000000.0,-190000000.0,311000000.0,2070000000.0,,,,,,,5260000000.0,-37000000.0,,-464000000.0,,,,,,,335000000.0,,,,,,61000000.0,351000000.0,4665000000.0,35000000.0,,,1000000.0,,,,-74000000.0,,,,,,-921000000.0,,,,,,2381000000.0,,,,,,-530000000.0,311000000.0,-35000000.0,324400000.0,,816000000.0,,,,,,,,,,,,,,99000000.0,507000000.0,,,,637000000.0,11000000.0,4314000000.0,,70000000.0,,,-283000000.0,361000000.0,,,,,,,,,,,,,,,,,,
2007-06-30,,,,,,-12000000.0,,5303000000.0,,,,,,,,,4739000000.0,1684000000.0,,,,240000000.0,,,,,,,,24791000000.0,,,,,,,0.75,,-266000000.0,,,,,,,40000000.0,,,19447000000.0,-126000000.0,7547000000.0,,,,,,,,,140000000.0,,,,240000000.0,238000000.0,2182000000.0,,110000000.0,0.0,406000000.0,,,,,,,,296000000.0,,,,0.81,-44000000.0,,,,,,350000000.0,351000000.0,,,202000000.0,-16000000.0,365000000.0,2089000000.0,,,,,,,5344000000.0,37000000.0,,-232000000.0,,,,,,,363000000.0,,,,,,37000000.0,406000000.0,4605000000.0,34000000.0,,,4000000.0,,,,-236000000.0,,,,,,-928000000.0,,,,,,2488000000.0,,,,,,-105000000.0,399000000.0,-47000000.0,321900000.0,,35000000.0,,,,,,,,,,,,,,127000000.0,526000000.0,,,,-9000000.0,8000000.0,4199000000.0,,55000000.0,,,-209000000.0,448000000.0,,,,,,,,,,,,,,,,,,
2007-09-30,,,,,,54000000.0,,5452000000.0,,,,,,,,,4883000000.0,1156000000.0,,,,204000000.0,,,,,,,,23823000000.0,,,,,,,0.64,,-250000000.0,,,,,,,38000000.0,,,18208000000.0,-23000000.0,7485000000.0,,,,,,,,,-202000000.0,,,,204000000.0,188000000.0,1994000000.0,,146000000.0,0.0,321000000.0,,,,,,,,321500000.0,,,,0.69,-44000000.0,,,,,,350000000.0,406000000.0,,,203000000.0,-22000000.0,312000000.0,2062000000.0,,,,,,,5615000000.0,0.0,,-228000000.0,,,,,,,439000000.0,,,,,,-7000000.0,321000000.0,4417000000.0,33000000.0,,,14000000.0,,,,135000000.0,,,,,,-791000000.0,,,,,,2407000000.0,,,,,,-321000000.0,345000000.0,-21000000.0,321500000.0,,75000000.0,,,,,,,,,,,,,,124000000.0,520000000.0,,,,-302000000.0,-4000000.0,4096000000.0,,-85000000.0,,,-71000000.0,395000000.0,,,,,,,,,,,,,,,,,,
2007-12-31,4174000000.0,,18727000000.0,-48000000.0,28000000.0,296000000.0,1119000000.0,5607000000.0,,2.69,17973000000.0,-726000000.0,14553000000.0,323000000.0,5607000000.0,,4935000000.0,2599000000.0,0.0,584000000.0,252000000.0,207000000.0,,352000000.0,1024000000.0,24948000000.0,149000000.0,,6975000000.0,24948000000.0,-176000000.0,,,,864000000.0,1893000000.0,,1163000000.0,-315000000.0,10916000000.0,,,,,921000000.0,87000000.0,298000000.0,391000000.0,18727000000.0,287000000.0,417000000.0,71000000.0,417000000.0,1030000000.0,-104000000.0,,6221000000.0,-523000000.0,,368000000.0,205000000.0,,584000000.0,207000000.0,34000000.0,1893000000.0,109000000.0,-498000000.0,0.0,584000000.0,17973000000.0,,8378000000.0,864000000.0,,8378000000.0,14553000000.0,,1289000000.0,391000000.0,498000000.0,,-44000000.0,4331000000.0,4174000000.0,204000000.0,-145000000.0,,361000000.0,321000000.0,-924000000.0,1367000000.0,204000000.0,-23000000.0,36000000.0,123000000.0,921000000.0,3309000000.0,,,,4915000000.0,6221000000.0,0.0,303000000.0,0.0,,-1155000000.0,-579000000.0,281000000.0,149000000.0,,-107000000.0,,-1000000.0,1653000000.0,,6975000000.0,36000000.0,584000000.0,4915000000.0,36000000.0,6114000000.0,,252000000.0,,,,127000000.0,,109000000.0,-251000000.0,,10916000000.0,-726000000.0,,71000000.0,,,2.9,195000000.0,-170000000.0,1653000000.0,,672000000.0,6308000000.0,377000000.0,72000000.0,-67000000.0,,-463000000.0,363000000.0,138000000.0,,4935000000.0,,,-1125000000.0,361000000.0,,,204000000.0,3309000000.0,7471000000.0,127000000.0,2000000.0,498000000.0,,,0.0,-430000000.0,13000000.0,4331000000.0,-1155000000.0,263000000.0,,,40000000.0,158000000.0,,,,,,,,,,,,,,,,,,
2008-03-31,4312000000.0,,,,,487000000.0,,5767000000.0,,,19019000000.0,,15743000000.0,,,,5175000000.0,1166000000.0,,,,218000000.0,,,,,,,7488000000.0,26507000000.0,,,,,,,0.68,,-811000000.0,,,,,,1029000000.0,50000000.0,,1151000000.0,20055000000.0,-260000000.0,416000000.0,,,,,,,,,-111000000.0,,,,218000000.0,179000000.0,1995000000.0,,-167000000.0,-4000000.0,452000000.0,,,,,,,,304000000.0,,,,0.72,-46000000.0,,,,,,361000000.0,584000000.0,,,239000000.0,-47000000.0,256000000.0,1647000000.0,,,,,,,6452000000.0,479000000.0,,-290000000.0,,,,,15442000000.0,,240000000.0,,,,,,7000000.0,452000000.0,1639000000.0,33000000.0,,,84000000.0,,,,-517000000.0,,,,,1206000000.0,-396000000.0,,,,,,1932000000.0,,,,,,-500000000.0,285000000.0,-29000000.0,319800000.0,,516000000.0,,,,,,,,,,,14453000000.0,,,77000000.0,507000000.0,,,,765000000.0,3000000.0,1187000000.0,,-132000000.0,,,-346000000.0,335000000.0,,,,,,,,,,,,,,,,,,
2008-06-30,4361000000.0,,,,,-277000000.0,,6807000000.0,,,16631000000.0,,13259000000.0,,,,5137000000.0,1667000000.0,,,,1133000000.0,,,,,,,7444000000.0,24075000000.0,,,,,,,3.71,,-1175000000.0,,,,,,1043000000.0,58000000.0,,1165000000.0,17620000000.0,,414000000.0,,,,,,,,1980000000.0,-54000000.0,,,,1133000000.0,168000000.0,2022000000.0,,1254000000.0,2000000.0,466000000.0,,,,,0.0,,,289000000.0,,,,3.91,-43000000.0,,,,,,361000000.0,452000000.0,,,245000000.0,-16000000.0,226000000.0,1725000000.0,,,,,,,6455000000.0,-479000000.0,,-238000000.0,,,,,11587000000.0,,39000000.0,,,,,,,466000000.0,3032000000.0,31000000.0,,,0.0,,,,-18000000.0,,,,,1207000000.0,-490000000.0,,,,,,1980000000.0,,,,,,-1000000000.0,255000000.0,-29000000.0,305300000.0,,-248000000.0,,,,,,,,,,,12052000000.0,,,58000000.0,483000000.0,,,,-459000000.0,32000000.0,2566000000.0,,14000000.0,,,-935000000.0,315000000.0,,,,,,,,,,,,,,,,,,
2008-09-30,4133000000.0,,,,,123000000.0,,6868000000.0,,,13686000000.0,,10638000000.0,,,,4882000000.0,1557000000.0,,,,117000000.0,,,,,,,7032000000.0,20718000000.0,,,,,,,0.4,,944000000.0,,,,,,1033000000.0,49000000.0,,1109000000.0,14771000000.0,,370000000.0,,,,,,,,1847000000.0,0.0,,,,117000000.0,153000000.0,1964000000.0,,403000000.0,3000000.0,478000000.0,,,,,0.0,,,272093023.0,,,,0.43,-41000000.0,,,,,,361000000.0,466000000.0,,,222000000.0,-22000000.0,212000000.0,1606000000.0,,,,,,,5947000000.0,0.0,,-1000000.0,,,,,9354000000.0,,-9000000.0,,,,,,,478000000.0,2455000000.0,32000000.0,,,0.0,,,,194000000.0,-42000000.0,,,,1180000000.0,-738000000.0,,,,,,1847000000.0,,,,,,-526000000.0,241000000.0,-22000000.0,290300000.0,,145000000.0,,,,,,,,,,,9458000000.0,,,59000000.0,449000000.0,52000000.0,,,-247000000.0,7000000.0,1977000000.0,,12000000.0,,,-492000000.0,293000000.0,,,,,,,,,,,,,,,,,,
2008-12-31,4827000000.0,,17630000000.0,-126000000.0,62000000.0,523000000.0,856000000.0,6816000000.0,,4.91,14526000000.0,-1462000000.0,12803000000.0,300900000.0,6816000000.0,,5637000000.0,1599000000.0,0.0,582000000.0,105000000.0,-6000000.0,,242000000.0,863000000.0,22940000000.0,11033000000.0,0.0,8414000000.0,22940000000.0,-171000000.0,,,,1462000000.0,1872000000.0,,1028000000.0,571000000.0,1560000000.0,,,,,1143000000.0,65000000.0,285328185.0,420000000.0,17630000000.0,,332000000.0,,332000000.0,254000000.0,535000000.0,,5310000000.0,-1740000000.0,1920000000.0,0.0,222000000.0,,582000000.0,-6000000.0,127000000.0,1872000000.0,118000000.0,-86000000.0,-48000000.0,582000000.0,14526000000.0,,,1462000000.0,0.0,,12803000000.0,,959000000.0,420000000.0,451000000.0,,-41000000.0,921000000.0,4827000000.0,779000000.0,,,362000000.0,478000000.0,-762000000.0,1211000000.0,779000000.0,-1011000000.0,178000000.0,1664000000.0,1143000000.0,11138000000.0,,,,1503000000.0,5310000000.0,0.0,-2000000.0,-233000000.0,,-987000000.0,-2235000000.0,584000000.0,11033000000.0,,-16000000.0,,-39000000.0,1438000000.0,,8414000000.0,,582000000.0,1503000000.0,30000000.0,6381000000.0,,105000000.0,,,,215000000.0,-449000000.0,118000000.0,-1096000000.0,,1560000000.0,-1462000000.0,,,,,5.18,1920000000.0,-103000000.0,1438000000.0,,621000000.0,6603000000.0,-209000000.0,256000000.0,-23000000.0,,1404000000.0,546000000.0,126000000.0,,5637000000.0,,,-471000000.0,362000000.0,,,248000000.0,11138000000.0,7631000000.0,,51000000.0,451000000.0,54000000.0,,0.0,476000000.0,20000000.0,921000000.0,-987000000.0,104000000.0,7631000000.0,-131000000.0,33000000.0,273000000.0,,,,,,,,,,,,,,,,,,
2009-03-31,4335000000.0,,,,,532000000.0,,7034000000.0,,,14909000000.0,,13111000000.0,,,,5546000000.0,1411000000.0,,,,280000000.0,,,,,,,8199000000.0,23108000000.0,,,,,,,0.97,,-717000000.0,,,,,,1041000000.0,60000000.0,,1172000000.0,17446000000.0,,313000000.0,,,,,,,,1854000000.0,0.0,,,,280000000.0,235000000.0,1848000000.0,,-636000000.0,-11000000.0,501000000.0,,,,,0.0,,,284300000.0,,,,0.99,-41000000.0,,,,,,363000000.0,582000000.0,,,738000000.0,-33000000.0,343000000.0,1471000000.0,,,,,,,5553000000.0,0.0,,-1000000.0,,,,,11546000000.0,,7000000.0,,,,,,,501000000.0,1568000000.0,29000000.0,,,104000000.0,,,,246000000.0,14000000.0,,,,1336000000.0,-1517000000.0,,,,,,1854000000.0,,,,,,13000000.0,383000000.0,-21000000.0,288800000.0,,553000000.0,,,,,,,,,,,11671000000.0,,,108000000.0,430000000.0,40000000.0,,,40000000.0,55000000.0,1067000000.0,,-81000000.0,,,,432000000.0,,,,,,,,,,,,,,,,,,
2009-06-30,3571000000.0,,,,,-488000000.0,,7132000000.0,,,15881000000.0,,14859000000.0,,,,5883000000.0,1600000000.0,,,,149000000.0,,,,,,,8557000000.0,24438000000.0,,,,,,,0.52,,700000000.0,,,,,,1019000000.0,58000000.0,,1155000000.0,18430000000.0,,296000000.0,,,,,,,,1885000000.0,0.0,,,,149000000.0,153000000.0,1249000000.0,,683000000.0,9000000.0,537000000.0,,,,,0.0,,,281132075.0,,,,0.53,-42000000.0,,,,,,363000000.0,501000000.0,,,776000000.0,-7000000.0,210000000.0,1658000000.0,,,,,,,5866000000.0,0.0,,-337000000.0,,,,,12638000000.0,,12000000.0,,,,,,,537000000.0,1306000000.0,26000000.0,,,681000000.0,,,,-711000000.0,-11000000.0,,,,1392000000.0,-1254000000.0,,,,,,1885000000.0,,,,,,-163000000.0,227000000.0,-32000000.0,289100000.0,,-456000000.0,,,,,,,,,,,12786000000.0,,,57000000.0,447000000.0,55000000.0,,,55000000.0,-13000000.0,769000000.0,,36000000.0,,,,294000000.0,,,,,,,,,,,,,,,,,,
2009-09-30,4294000000.0,,,,,51000000.0,,7189000000.0,,,12926000000.0,,11217000000.0,,,,5957000000.0,1543000000.0,,,,120000000.0,,,,,,,8715000000.0,21641000000.0,,,,,,,0.41,,0.0,,,,,,1051000000.0,56000000.0,,1245000000.0,15511000000.0,,297000000.0,,,,,,,,1808000000.0,0.0,,,,120000000.0,131000000.0,1998000000.0,,16000000.0,1000000.0,580000000.0,,,,,0.0,,,285714286.0,,,,0.42,-41000000.0,,,,,,363000000.0,537000000.0,,,763000000.0,-15000000.0,178000000.0,1599000000.0,,,,,,,5990000000.0,0.0,,-371000000.0,,,,,9900000000.0,,63000000.0,,,,,,,580000000.0,1182000000.0,32000000.0,,,12000000.0,,,,-238000000.0,78000000.0,,,,1377000000.0,-1172000000.0,,,,,,1808000000.0,,,,,,-108000000.0,209000000.0,-33000000.0,292100000.0,,84000000.0,,,,,,,,,,,9828000000.0,,,47000000.0,453000000.0,57000000.0,,,57000000.0,8000000.0,602000000.0,,43000000.0,,,-80000000.0,266000000.0,,,,,,,,,,,,,,,,,,
2009-12-31,4887000000.0,,17527000000.0,-915000000.0,51000000.0,140000000.0,235000000.0,7335000000.0,,2.57,13989000000.0,-1675000000.0,12640000000.0,291100000.0,7335000000.0,,6078000000.0,2020000000.0,0.0,217000000.0,10000000.0,198000000.0,,268000000.0,949000000.0,22958000000.0,11298000000.0,0.0,8969000000.0,22958000000.0,-165000000.0,,,,747000000.0,1998000000.0,,1021000000.0,-141000000.0,1535000000.0,,,,,871000000.0,68000000.0,282954545.0,439000000.0,17527000000.0,,319000000.0,,319000000.0,422000000.0,-91000000.0,,5379000000.0,,2048000000.0,-478000000.0,242000000.0,,217000000.0,198000000.0,162000000.0,1998000000.0,129000000.0,-202000000.0,21000000.0,217000000.0,13989000000.0,,,747000000.0,0.0,,12640000000.0,,375000000.0,439000000.0,461000000.0,,-41000000.0,422000000.0,4887000000.0,791000000.0,,,363000000.0,580000000.0,-709000000.0,1313000000.0,791000000.0,-219000000.0,218000000.0,1846000000.0,871000000.0,11095000000.0,,,,639000000.0,5379000000.0,0.0,-365000000.0,0.0,,-1028000000.0,-617000000.0,582000000.0,11298000000.0,,340000000.0,,20000000.0,1489000000.0,,8969000000.0,,217000000.0,639000000.0,35000000.0,6574000000.0,,10000000.0,,,,-212000000.0,57000000.0,129000000.0,-274000000.0,,,-1675000000.0,,,,,2.64,2048000000.0,-140000000.0,1489000000.0,,681000000.0,6574000000.0,-359000000.0,202000000.0,-54000000.0,,-139000000.0,194000000.0,122000000.0,,6078000000.0,,,-158000000.0,363000000.0,,,209000000.0,11095000000.0,7595000000.0,,56000000.0,461000000.0,57000000.0,,-478000000.0,57000000.0,1000000.0,422000000.0,-1028000000.0,-363000000.0,7595000000.0,138000000.0,,321000000.0,,,,,,,,,,,,,,,,,,
2010-03-31,4726000000.0,,,,,431000000.0,,7500000000.0,,,14268000000.0,,12776000000.0,,,,5887000000.0,1631000000.0,,,,178000000.0,,,,,,,8691000000.0,22959000000.0,,,,,,,0.63,,-406000000.0,,,,,,943000000.0,58000000.0,,1274000000.0,17502000000.0,,308000000.0,,,,,,,,1904000000.0,35000000.0,,,,178000000.0,186000000.0,2013000000.0,,-323000000.0,7000000.0,422000000.0,,,,,0.0,,,275900000.0,,,,0.65,-41000000.0,,,,,,363000000.0,217000000.0,,,770000000.0,-47000000.0,247000000.0,1631000000.0,,,,,,,5402000000.0,0.0,,,,,,,11551000000.0,,163000000.0,,,,,,,422000000.0,734000000.0,34000000.0,,,84000000.0,,,,172000000.0,-12000000.0,,,,1269000000.0,-1871000000.0,,,,,,1904000000.0,,,,,,17000000.0,273000000.0,-33000000.0,283400000.0,,464000000.0,,,,,,,,,,,11423000000.0,,,61000000.0,452000000.0,66000000.0,,,66000000.0,,312000000.0,,205000000.0,,,-50000000.0,339000000.0,,,,,,,,,,,,,,,,,,
