date,quarterlyBeginningCashPosition,annualRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingGrossProfit,quarterlyOperatingExpense,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualDilutedAverageShares,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualBeginningCashPosition,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,annualDilutedEPS,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,annualTotalNonCurrentAssets,trailingCapitalExpenditure,annualBasicAverageShares,quarterlyChangesInAccountReceivables,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossPPE,annualSellingGeneralAndAdministration,quarterlyInterestExpense,trailingDepreciationAndAmortization,trailingPurchaseOfBusiness,quarterlyResearchAndDevelopment,trailingOtherNonCashItems,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualInvestingCashFlow,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,trailingNetOtherFinancingCharges,annualChangeInInventory,quarterlyTotalRevenue,annualOperatingExpense,quarterlyGrossPPE,quarterlyIncomeTaxPayable,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,trailingDeferredIncomeTax,trailingBeginningCashPosition,annualInterestExpense,trailingChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,trailingResearchAndDevelopment,annualGoodwill,annualTotalRevenue,quarterlyTaxProvision,annualCapitalStock,trailingNetIncome,trailingCostOfRevenue,quarterlyBasicAverageShares,annualStockBasedCompensation,quarterlyNetPPE,annualChangesInAccountReceivables,annualDeferredIncomeTax,trailingOperatingExpense,quarterlyStockBasedCompensation,quarterlyEbitda,annualNetOtherFinancingCharges,annualInventory,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualResearchAndDevelopment,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,trailingChangeInInventory,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,trailingChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyFreeCashFlow,quarterlyRetainedEarnings,annualFreeCashFlow,annualCommonStockIssuance,quarterlyBasicEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyGoodwill,quarterlyCurrentAssets,trailingChangeInAccountPayable,trailingPretaxIncome,quarterlySellingGeneralAndAdministration,annualNetOtherInvestingChanges,annualRetainedEarnings,annualPretaxIncome,annualEndCashPosition,trailingPurchaseOfInvestment,annualTaxProvision,annualCurrentDeferredRevenue,annualOtherCurrentAssets,annualTotalAssets,annualCostOfRevenue,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,annualLongTermDebt,annualNetIncome,annualCurrentDebt,annualCashDividendsPaid,annualNonCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,annualOperatingIncome,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingTaxProvision,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualAccountsPayable,quarterlyDilutedAverageShares,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,annualOtherNonCashItems,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossProfit,annualSaleOfInvestment,annualBasicEPS,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualStockholdersEquity,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,annualCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyLongTermDebt,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyInventory,annualNetPPE,annualCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,quarterlyCurrentAccruedExpenses,annualOtherShortTermInvestments,quarterlyAccountsReceivable,trailingNetOtherInvestingChanges,annualOperatingCashFlow,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingRepurchaseOfCapitalStock,trailingBasicEPS,trailingDilutedEPS,trailingDilutedAverageShares,trailingCommonStockIssuance
1994-03-31,0.0,,,,,,,10700000.0,,19600000.0,,-1500000.0,,,,521300000.0,,,-514500000.0,,,,,,16800000.0,,,,0.0,,,,,67700000.0,1200000.0,,0.01625,67700000.0,,,0.0,,,,,10600000.0,,,,,10700000.0,1400000.0,25300000.0,,,,,,,,87900000.0,,872900000.0,,,-15100000.0,,32200000.0,-3500000.0,,,,,20200000.0,,,,,4500000.0,,,,98668000.0,,358400000.0,,,,,24100000.0,,,,,,,,,,13500000.0,,,,,17100000.0,494000000.0,,,0.01625,57200000.0,,46700000.0,,,162400000.0,,,2200000.0,,,,,,,,,,,625200000.0,6200000.0,,,462800000.0,,,,,,,,,13500000.0,,,6600000.0,,98668000.0,-100000.0,,104400000.0,,,,103900000.0,30200000.0,,,,,,6200000.0,6200000.0,,,,,100000.0,44600000.0,,,,6000000.0,200000.0,0.0,-15200000.0,18800000.0,,,-2900000.0,57700000.0,,,,,,,,,,,,,,,,,
1994-06-30,0.0,,,,,,,6800000.0,,18000000.0,,0.0,,,,524200000.0,,,-514500000.0,,,,,,14400000.0,,,,0.0,,,,,45000000.0,1500000.0,,0.0125,45000000.0,,,100000.0,,,,,6700000.0,,,,,-4100000.0,1700000.0,19200000.0,,,,,,,,78700000.0,,895500000.0,,,-37100000.0,,16400000.0,-2700000.0,,,,,21100000.0,,,,,2100000.0,,,,98808000.0,,381000000.0,,,,,19200000.0,,,,,,,,,,-22700000.0,,,,,-20700000.0,496100000.0,,,0.0125,55500000.0,,41800000.0,,,135700000.0,,,1800000.0,,,,,,,,,,,621500000.0,4700000.0,,,485800000.0,,,,,,,,,12300000.0,,,6300000.0,,98808000.0,0.0,,104800000.0,,,,97300000.0,24700000.0,,,,,,4700000.0,4700000.0,,,,,-2200000.0,44000000.0,,,,5200000.0,100000.0,0.0,-36400000.0,20900000.0,,,-3000000.0,54000000.0,,,,,,,,,,,,,,,,,
1994-09-30,0.0,,80800000.0,,9300000.0,,,2300000.0,,18000000.0,24100000.0,400000.0,29400000.0,,,524300000.0,-32200000.0,98840000.0,-542500000.0,,61700000.0,-14200000.0,,0.07375,3600000.0,,900000.0,,0.0,501900000.0,,98840000.0,,29400000.0,,,,29400000.0,943200000.0,8900000.0,100000.0,,,,,2000000.0,,44500000.0,,,1800000.0,400000.0,22600000.0,,,-97900000.0,-102900000.0,,,-3300000.0,80200000.0,74500000.0,943200000.0,,21000000.0,-37300000.0,,21900000.0,-3500000.0,,,400000.0,,24100000.0,,,,329000000.0,-600000.0,,,,,,400700000.0,,3700000.0,,,14500000.0,0.0,21000000.0,100000.0,,,,,,105200000.0,-15500000.0,-542500000.0,,100500000.0,-2900000.0,-15400000.0,496300000.0,-23000000.0,900000.0,,53800000.0,,46700000.0,,,122900000.0,,,2100000.0,-1100000.0,496300000.0,31200000.0,0.0,,10200000.0,,3600000.0,624800000.0,223800000.0,624800000.0,2900000.0,,,501900000.0,,25000000.0,,-12000000.0,,,30700000.0,,12500000.0,,,9300000.0,22600000.0,,100000.0,,101200000.0,,-100000.0,,100500000.0,20000000.0,100000.0,0.07375,,,524300000.0,2900000.0,2900000.0,50100000.0,,29400000.0,,0.0,44500000.0,122900000.0,,,,500000.0,0.0,-33900000.0,21000000.0,400700000.0,46700000.0,-3100000.0,60200000.0,25000000.0,101200000.0,,,,,,79900000.0,,53800000.0,,,,,,,
1994-12-31,29400000.0,,,,,,,6900000.0,,20200000.0,,100000.0,,,,557000000.0,,,-554300000.0,,,,,,5600000.0,,,,,,,,,15400000.0,,,0.01125,15400000.0,,,100000.0,,,,,5400000.0,,,,,-900000.0,400000.0,26200000.0,,,,,,,,78600000.0,,963200000.0,,,-27400000.0,,20600000.0,-2900000.0,,,,,19000000.0,,,,,2500000.0,,,,98876000.0,,408900000.0,,,,,19500000.0,,,200000.0,,,400000.0,,,,-14000000.0,,,,,-6800000.0,498100000.0,,,0.01125,74100000.0,,45200000.0,,,111200000.0,,,2100000.0,,,,,,,,,,,676300000.0,4400000.0,,,565100000.0,,,,,,-5000000.0,,,14100000.0,,,10400000.0,,98876000.0,0.0,,156200000.0,,,,119300000.0,25600000.0,,,,,,4400000.0,4400000.0,,,,,-300000.0,63700000.0,,,,,1600000.0,0.0,-31700000.0,21300000.0,,,-3100000.0,53000000.0,,,,,,,,,,,,,,,,,
1995-03-31,0.0,,,,,,,9100000.0,,20200000.0,,-100000.0,,,,565300000.0,,,-565800000.0,,,,,,13600000.0,,,,,,,,,16600000.0,,,0.015,16600000.0,,,0.0,,,,,5600000.0,,,,,11600000.0,1100000.0,27800000.0,,,,,,,,76100000.0,,988600000.0,,,-29600000.0,,30400000.0,-2800000.0,,,,,17500000.0,,,,,3300000.0,,,,98872000.0,,422800000.0,,,,,18900000.0,,,300000.0,,,-1000000.0,,,,1200000.0,,,,,800000.0,501500000.0,,,0.015,79700000.0,,45300000.0,,,103600000.0,,,2700000.0,,,,,,,,,,,690300000.0,5800000.0,,,586700000.0,,,,,,-1800000.0,,,13300000.0,,,11800000.0,,98872000.0,0.0,,163900000.0,,,,125000000.0,25800000.0,,,,,,5800000.0,5800000.0,,,,,-200000.0,67900000.0,,,,,3500000.0,0.0,-26400000.0,21500000.0,,,-3100000.0,50300000.0,,,,,,,,,,,,,,,,,
1995-06-30,0.0,,,,,,,7400000.0,,19800000.0,,-100000.0,,,,568900000.0,,,-572500000.0,,,,,,15300000.0,,,,2700000.0,,,,,17200000.0,20200000.0,,0.0125,17200000.0,,,100000.0,,,,,5000000.0,,,,,-4900000.0,-800000.0,27100000.0,,,,,,,,76400000.0,,1010100000.0,,,-31300000.0,,13500000.0,17800000.0,,,,,22600000.0,,,,,2800000.0,,,,99032000.0,,437600000.0,,,,,18800000.0,,,700000.0,,,-200000.0,,,,600000.0,,,,,-17800000.0,503400000.0,,,0.0125,80600000.0,,69900000.0,,,113300000.0,,,2000000.0,,,,,,,,,,,719400000.0,4600000.0,,,606100000.0,,,,,,-3100000.0,,,13200000.0,,,12800000.0,,99032000.0,20200000.0,,168500000.0,,,,150500000.0,24800000.0,,,,,,4600000.0,4600000.0,,,,,1400000.0,67800000.0,,,,,2500000.0,0.0,-30700000.0,20100000.0,,,-3100000.0,51600000.0,,,,,,,,,,,,,,,,,
1995-09-30,0.0,,91300000.0,,12200000.0,,,-8600000.0,,41800000.0,21500000.0,-1000000.0,19700000.0,,,562400000.0,-9800000.0,98144000.0,-587000000.0,,29400000.0,10600000.0,,0.1,14700000.0,,1100000.0,,,595200000.0,,98144000.0,,19700000.0,21700000.0,,,19700000.0,1010800000.0,8800000.0,200000.0,,,,,-2000000.0,,66000000.0,,,-5300000.0,-2400000.0,26400000.0,,,-109000000.0,-110800000.0,,,-300000.0,94700000.0,101300000.0,1010800000.0,,9800000.0,-22500000.0,,24100000.0,-1500000.0,,,400000.0,,21500000.0,,,,325800000.0,-3600000.0,,,,,,423800000.0,,-1700000.0,,,34500000.0,0.0,21300000.0,100000.0,,,700000.0,,,115500000.0,2400000.0,-587000000.0,,147800000.0,500000.0,1600000.0,495700000.0,-22200000.0,1300000.0,,78200000.0,,69600000.0,,,115000000.0,,,2000000.0,-1100000.0,495700000.0,14800000.0,0.0,,5000000.0,,14700000.0,710200000.0,210300000.0,710200000.0,-5000000.0,,,595200000.0,,9800000.0,21700000.0,-12400000.0,,,14200000.0,,36500000.0,,,12200000.0,26400000.0,,0.0,,171400000.0,,-100000.0,,147800000.0,39800000.0,,0.1,,,562400000.0,-5000000.0,-5000000.0,77100000.0,,19700000.0,,-1200000.0,66000000.0,115000000.0,,,,-6500000.0,0.0,-20200000.0,21300000.0,423800000.0,69600000.0,-3100000.0,54900000.0,9800000.0,171400000.0,,,,,,88600000.0,,78200000.0,,,,,,,
1995-12-31,19700000.0,,,,,,,17500000.0,,20300000.0,,-100000.0,,,,576200000.0,,,-587000000.0,,,,,,15300000.0,,,,,,,,,8600000.0,23700000.0,,0.028125,8600000.0,,,100000.0,,,,,17500000.0,,,,,-700000.0,300000.0,25000000.0,,,,,,,,94600000.0,,1035800000.0,,,-35900000.0,,25900000.0,-1100000.0,,,,,24600000.0,,,,,6400000.0,,,,393648000.0,,448800000.0,,,,,31700000.0,,,,,,-100000.0,,,,-11100000.0,,,,,-10000000.0,504100000.0,,,0.028125,83400000.0,,73300000.0,,,112100000.0,,,2300000.0,,,,,,,,,,,732900000.0,11100000.0,,,620800000.0,,,,,,,,,14200000.0,,,13800000.0,,393648000.0,0.0,,172000000.0,,,,156700000.0,37800000.0,,,,,,11100000.0,11100000.0,,,,,-500000.0,69600000.0,,,,,200000.0,8600000.0,-35900000.0,21800000.0,,,-3100000.0,56800000.0,,,,,,66400000.0,,,,,,,,,,,
1996-03-31,8600000.0,,,,,,,17200000.0,,22600000.0,,6100000.0,,,,593200000.0,,,-606400000.0,,,,,,9200000.0,,,,,,,,,13100000.0,2000000.0,,0.028125,13100000.0,,,200000.0,,,,,17200000.0,,,,,11600000.0,700000.0,25300000.0,,,,,,,,100900000.0,,1056700000.0,,,-20100000.0,,40900000.0,-23500000.0,,,,,32700000.0,,,,,6200000.0,,,,394480000.0,,450300000.0,,,,,32200000.0,,,,,,200000.0,,,,4600000.0,,,,,20800000.0,512700000.0,,,0.028125,90000000.0,,60000000.0,,,108700000.0,,,2700000.0,,,,,,,,,,,743200000.0,11000000.0,,,634500000.0,,,,,,,,,15000000.0,,,15100000.0,,394480000.0,1300000.0,,184200000.0,,,,150000000.0,39800000.0,,,,,,11000000.0,11000000.0,,,,,600000.0,74900000.0,,,,,300000.0,13200000.0,-12900000.0,21200000.0,,,-3100000.0,61100000.0,,,,,,65200000.0,,,,,,,,,,,
1996-06-30,13200000.0,,,,,,,22300000.0,,21600000.0,,600000.0,,,,609400000.0,,,-606400000.0,,,,,,6100000.0,,,,2000000.0,,,,,16300000.0,6000000.0,,0.033125,16300000.0,,,100000.0,,,,,20500000.0,,,,,-2000000.0,,26700000.0,,,,,,,,104400000.0,,1067300000.0,,,-28100000.0,,26500000.0,1400000.0,,,,,34200000.0,,,,,9100000.0,,,,395888000.0,,460900000.0,,,,,35300000.0,,,500000.0,,,0.0,,,,3100000.0,,,,,-1600000.0,523200000.0,,,0.033125,96300000.0,,66900000.0,,,118800000.0,,,1900000.0,,,,,,,,,,,772600000.0,13200000.0,,,653800000.0,,,,,,,,,14800000.0,,,15600000.0,,395888000.0,0.0,,192900000.0,,,,163200000.0,42100000.0,,,,,,13200000.0,13200000.0,,,,,400000.0,80700000.0,,,,,1800000.0,16300000.0,-24600000.0,20800000.0,,,-3100000.0,62300000.0,,,,,,75600000.0,,,,,,,,,,,
1996-09-30,16300000.0,,125600000.0,,15000000.0,,,14200000.0,,22500000.0,32000000.0,-2700000.0,16900000.0,,,646000000.0,-2700000.0,394656000.0,-606900000.0,,19500000.0,-26200000.0,,0.735,5200000.0,,7500000.0,,0.0,707500000.0,,98760000.0,,16900000.0,5000000.0,,,16900000.0,1070400000.0,9100000.0,300000.0,,,,,12000000.0,,98300000.0,,,500000.0,,25600000.0,,,-101300000.0,-110000000.0,,,2400000.0,90100000.0,87100000.0,1070400000.0,,45400000.0,-25900000.0,-1200000.0,31600000.0,-3000000.0,,,700000.0,,32000000.0,,,,387500000.0,4100000.0,,,,,,463500000.0,,-2700000.0,,,29100000.0,0.0,16900000.0,1200000.0,,,,,,151600000.0,700000.0,-606900000.0,,175900000.0,9400000.0,5700000.0,557500000.0,14900000.0,3000000.0,,113300000.0,,62600000.0,,,114400000.0,,,2100000.0,-2100000.0,557500000.0,71200000.0,16800000.0,,25800000.0,,5200000.0,821900000.0,235900000.0,821900000.0,37200000.0,,,707500000.0,,72500000.0,5000000.0,-12500000.0,,,64500000.0,,17100000.0,,,15000000.0,25600000.0,,0.0,,244000000.0,,,,175900000.0,34500000.0,8000000.0,0.735,,,646000000.0,10100000.0,37200000.0,61100000.0,,16900000.0,,1900000.0,98300000.0,114400000.0,75400000.0,,,2700000.0,16800000.0,-27900000.0,16900000.0,463500000.0,62600000.0,-3200000.0,55600000.0,72500000.0,244000000.0,,,,75400000.0,,124900000.0,,113300000.0,,,,,,,
1996-12-31,16900000.0,,,,,,,31900000.0,,22800000.0,,0.0,,,,677200000.0,,,-606900000.0,,,,,,9900000.0,,,,,,,,,27500000.0,15000000.0,,0.05,27500000.0,,,,,,,,31400000.0,,,,,3000000.0,,29500000.0,,,,,,,,118300000.0,,1087700000.0,,,-36300000.0,,38400000.0,7600000.0,,,,,39300000.0,,,,,11800000.0,,,,99676000.0,,480800000.0,,,,,47200000.0,,,800000.0,,,200000.0,,,,10600000.0,,,,,2100000.0,574800000.0,,,0.05125,124600000.0,,83800000.0,,,139700000.0,,,2300000.0,,,,,,,,,,,885600000.0,20100000.0,,,745900000.0,,,,,,-300000.0,,,15800000.0,,,17900000.0,,99676000.0,0.0,,265100000.0,,,,208400000.0,54200000.0,,,,,,20100000.0,20100000.0,,,,,100000.0,106700000.0,,,,,500000.0,0.0,-35300000.0,16800000.0,,,-3200000.0,64100000.0,,,,,,,,,,,,,,,,,
1997-03-31,0.0,,,,,,,34500000.0,,26100000.0,,0.0,,,,695500000.0,,,-606900000.0,,,,,,12500000.0,,,,,,,,,19500000.0,3000000.0,,0.055,19500000.0,,,,,,,,34000000.0,,,,,-8900000.0,,26700000.0,,,,,,,,132500000.0,,1093500000.0,,,-27000000.0,,31500000.0,-14900000.0,,,,,36900000.0,,,,,12100000.0,,,,99728000.0,,486600000.0,,,,,51800000.0,,,400000.0,,,0.0,,,,-8000000.0,,,,,4500000.0,594300000.0,,,0.05625,124900000.0,,66600000.0,,,136600000.0,,,2900000.0,,,,,,,,,,,887000000.0,22400000.0,,,750400000.0,,,,,,-500000.0,,,17800000.0,,,18600000.0,,99728000.0,0.0,,263800000.0,,,,191500000.0,60100000.0,,,,,,22400000.0,22400000.0,,,,,-1100000.0,106300000.0,,,,,600000.0,0.0,-24700000.0,17900000.0,,,-3300000.0,72400000.0,,,,,,,,,,,,,,,,,
1997-06-30,0.0,,,,,,,35800000.0,,26000000.0,,0.0,,,,731400000.0,,,-606900000.0,,,,,,10300000.0,,,,7900000.0,,,,,30200000.0,4000000.0,,0.05875,30200000.0,,,100000.0,,,,,35600000.0,,,,,3400000.0,,28400000.0,,,,,,,,129800000.0,,1111300000.0,,,-38100000.0,,40600000.0,-1300000.0,,,,,33100000.0,,,,,12200000.0,,,,99892000.0,,504400000.0,,,,,54500000.0,,,900000.0,,,-400000.0,,,,10700000.0,,,,,2500000.0,614800000.0,,,0.05875,139000000.0,,65500000.0,,,147000000.0,,,1900000.0,,,,,,,,,,,935900000.0,23600000.0,,,788900000.0,,,,,,-100000.0,,,18900000.0,,,19200000.0,,99892000.0,0.0,,284500000.0,,,,204500000.0,61600000.0,,,,,,23600000.0,23600000.0,,,,,-700000.0,119800000.0,,,,,400000.0,0.0,-28500000.0,18600000.0,,,-3200000.0,68200000.0,,,,,,,,,,,,,,,,,
1997-09-30,0.0,,204200000.0,,16500000.0,,,27400000.0,,28100000.0,47600000.0,0.0,28000000.0,,,780600000.0,11100000.0,199116000.0,-621900000.0,,16900000.0,-9900000.0,,0.4225,11700000.0,,2300000.0,,600000.0,875600000.0,,199116000.0,,28000000.0,5000000.0,,,28000000.0,1160900000.0,9300000.0,4100000.0,,,,,30900000.0,,141300000.0,,,7200000.0,,42600000.0,,,-144600000.0,-161200000.0,,,-2700000.0,137300000.0,103100000.0,1160900000.0,,84200000.0,-59800000.0,-1400000.0,55100000.0,-1300000.0,,,4200000.0,,47600000.0,,,,517900000.0,9400000.0,,,,,,539000000.0,,7500000.0,,,50900000.0,0.0,19600000.0,1000000.0,,,100000.0,,,234800000.0,-2200000.0,-621900000.0,,253000000.0,4700000.0,-4700000.0,629600000.0,4400000.0,3100000.0,,157800000.0,,95200000.0,,,158000000.0,,,2100000.0,0.0,629600000.0,129700000.0,0.0,,45500000.0,,11700000.0,1033600000.0,283100000.0,1033600000.0,18000000.0,,,875600000.0,,84200000.0,5000000.0,-13000000.0,,-500000.0,131700000.0,,20000000.0,,,16500000.0,42600000.0,,1000000.0,,336600000.0,,-100000.0,,253000000.0,59000000.0,8600000.0,0.4225,,,780600000.0,18000000.0,18000000.0,72500000.0,,28000000.0,,-1000000.0,141300000.0,158000000.0,,,,800000.0,0.0,-56100000.0,19600000.0,539000000.0,95200000.0,-3300000.0,78300000.0,84200000.0,336600000.0,,,,,,165600000.0,,157800000.0,,,,,,,
1997-12-31,28000000.0,,,,,,,46000000.0,,26700000.0,,-100000.0,,,,801200000.0,,,-621900000.0,,,,,,17600000.0,,,,21100000.0,,,,,50400000.0,15000000.0,,0.07125,50400000.0,,,,,,,,44700000.0,,,,,-11800000.0,,42000000.0,,,,,,,,151800000.0,,1175900000.0,,,-48600000.0,,32200000.0,7100000.0,,,,,55000000.0,,,,,16800000.0,,,,400048000.0,,554000000.0,,,,,63600000.0,,,700000.0,,,,,,,22500000.0,,,,,-16400000.0,655200000.0,,,0.0725,156700000.0,,112000000.0,,,201500000.0,,,2600000.0,,,,,,,,,,,1069900000.0,29200000.0,,,868400000.0,,,,,,-100000.0,,,18900000.0,,,18100000.0,,408528000.0,-100000.0,,314400000.0,,,,268700000.0,71400000.0,,,,,,29200000.0,29200000.0,,,,,-1300000.0,138600000.0,,,,,1200000.0,50500000.0,-16900000.0,21000000.0,,,-3500000.0,80400000.0,,,,,,112500000.0,,,,,,,,,,,
1998-03-31,50500000.0,,,,,,,30500000.0,,29100000.0,,200000.0,,,,818500000.0,,,-639200000.0,,,,,,15600000.0,,,,0.0,,,,,35600000.0,28000000.0,,0.095,35600000.0,,,,,,,,27500000.0,,,,,-23400000.0,,40500000.0,,,,,,,,140800000.0,,1222800000.0,,,-52800000.0,,26500000.0,10200000.0,,,,,39500000.0,,,,,11200000.0,,,,200208000.0,,583600000.0,,,,,47000000.0,,,300000.0,,,,,,,-14800000.0,,,,,-26300000.0,671100000.0,,,0.0975,169400000.0,,108000000.0,,,194100000.0,,,3800000.0,,,,,,,,,,,1095900000.0,19300000.0,,,901800000.0,,,,,,0.0,,,19500000.0,,,27900000.0,,202436000.0,200000.0,,318200000.0,,,,277400000.0,56600000.0,,,,,,19300000.0,19300000.0,,,,,-1200000.0,141500000.0,,,,,3200000.0,35700000.0,-51400000.0,22200000.0,,,-3300000.0,84200000.0,,,,,,120700000.0,,,,,,,,,,,
1998-06-30,35700000.0,,,,,,,53700000.0,,30900000.0,,-200000.0,,,,828400000.0,,,-658800000.0,,,,,,16600000.0,,,,37700000.0,,,,,30700000.0,29000000.0,,0.1675,30700000.0,,,600000.0,,,,,29400000.0,,,,,12000000.0,,41000000.0,,,,,,,,153900000.0,,1294300000.0,,,-75800000.0,,33500000.0,-2600000.0,,,,,47000000.0,,,,,19800000.0,,,,200312000.0,,635500000.0,,,,,51000000.0,,,200000.0,,,,,,,-5000000.0,,,,,-42300000.0,701500000.0,,,0.17,152300000.0,,117000000.0,,,191100000.0,,,2400000.0,,,,,,,,,,,1097700000.0,33900000.0,,,906600000.0,,,,,,0.0,,,21600000.0,,,25800000.0,,202160000.0,0.0,,271100000.0,,,,269300000.0,60300000.0,,,,,,33900000.0,33900000.0,,,,,-1100000.0,126500000.0,,,,,24800000.0,30700000.0,-35800000.0,23200000.0,,,-3500000.0,93600000.0,,,,,,120600000.0,,,,,,,,,,,
1998-09-30,30700000.0,,242800000.0,,18300000.0,,,27600000.0,,40600000.0,38800000.0,100000.0,24500000.0,,,793100000.0,-3500000.0,101130000.0,-686200000.0,,28000000.0,58900000.0,,1.0,15000000.0,,5600000.0,,16200000.0,906100000.0,,99896000.0,,24500000.0,44800000.0,,,24500000.0,1378600000.0,11800000.0,300000.0,,,,,59000000.0,,103500000.0,,,-15100000.0,-2300000.0,41900000.0,,,-175900000.0,-266300000.0,,,-5800000.0,197800000.0,127300000.0,1378600000.0,,101200000.0,-89100000.0,,21300000.0,44200000.0,,,900000.0,,38800000.0,,,,636600000.0,8800000.0,,,,,,692400000.0,,-1200000.0,,,88800000.0,0.0,25400000.0,800000.0,,,,-18800000.0,,280300000.0,-6200000.0,-686200000.0,,297300000.0,-38300000.0,-67800000.0,716900000.0,-152800000.0,2000000.0,,171800000.0,,125500000.0,,,184300000.0,,,3000000.0,0.0,716900000.0,157900000.0,24500000.0,,56700000.0,,15000000.0,1090400000.0,356300000.0,1090400000.0,18800000.0,,,906100000.0,50000000.0,101200000.0,44800000.0,-13800000.0,,,153000000.0,,29800000.0,,,18300000.0,41900000.0,,-100000.0,,213700000.0,-19100000.0,-100000.0,,297300000.0,99600000.0,75000000.0,1.015,,,793100000.0,18800000.0,18800000.0,89800000.0,,24500000.0,,-2200000.0,103500000.0,184300000.0,119400000.0,,50000000.0,-31300000.0,24500000.0,-71800000.0,25400000.0,692400000.0,125500000.0,-3500000.0,98200000.0,101200000.0,213700000.0,,,,119400000.0,,113500000.0,,171800000.0,,,,,,,
1998-12-31,24500000.0,,,,,,,20700000.0,,34400000.0,,0.0,,,,801600000.0,,,-690200000.0,,,,,,26100000.0,,,,100000.0,,,,,27900000.0,73500000.0,,0.065,27900000.0,,,1600000.0,,,,,20100000.0,,,,,-16800000.0,,33100000.0,,,,,,,,142500000.0,,1399900000.0,,,-44400000.0,,16100000.0,25400000.0,,,,,40600000.0,,,,,7900000.0,,,,98834000.0,,709700000.0,,,,,44500000.0,,,200000.0,,,,,,,3400000.0,,,,,-28300000.0,726300000.0,,,0.065,171000000.0,,147200000.0,,,197900000.0,,,3600000.0,,,,,,,,,,,1119800000.0,12800000.0,,,921900000.0,,,,,,,,,24400000.0,,,17800000.0,,98834000.0,0.0,,212200000.0,,,,318200000.0,54500000.0,,,,,,12800000.0,12800000.0,,,,,-1600000.0,103200000.0,,,,50000000.0,2100000.0,0.0,-38100000.0,27000000.0,,,-3500000.0,88000000.0,,,,,,,,,,,,,,,,,
