date,annualOtherCurrentAssets,trailingChangeInAccountPayable,quarterlyOtherNonCashItems,trailingOperatingIncome,annualCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,trailingTotalRevenue,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,annualCurrentDebt,trailingFreeCashFlow,annualEndCashPosition,trailingCommonStockIssuance,quarterlyNetIncomeCommonStockholders,annualTaxProvision,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,quarterlyDilutedEPS,trailingTaxProvision,quarterlyRetainedEarnings,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyEbitda,quarterlyPurchaseOfInvestment,annualOperatingIncome,annualAccountsPayable,annualChangeInWorkingCapital,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,annualFreeCashFlow,quarterlyTotalAssets,annualDilutedEPS,annualDilutedAverageShares,quarterlyTotalNonCurrentAssets,annualNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,annualCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualBeginningCashPosition,annualAccountsReceivable,annualLongTermDebt,annualCashDividendsPaid,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,annualTotalAssets,annualSellingGeneralAndAdministration,quarterlyBasicAverageShares,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualBasicAverageShares,annualOtherNonCashItems,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualStockholdersEquity,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyGoodwill,annualDepreciationAndAmortization,annualSaleOfInvestment,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyInventory,quarterlyNetOtherInvestingChanges,trailingRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyNetIncome,annualCurrentAccruedExpenses,annualRetainedEarnings,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingCashFlow,trailingOtherIncomeExpense,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,annualGrossProfit,annualCurrentLiabilities,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,annualInventory,trailingChangeInInventory,trailingRepaymentOfDebt,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualTotalNonCurrentAssets,annualOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyCashAndCashEquivalents,annualNetPPE,annualEbitda,quarterlyInterestExpense,quarterlyCapitalExpenditure,annualOtherNonCurrentLiabilities,trailingDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,quarterlyChangesInAccountReceivables,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualChangesInAccountReceivables,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,trailingBeginningCashPosition,annualDeferredIncomeTax,annualInterestExpense,quarterlyGrossPPE,trailingChangesInAccountReceivables,annualPretaxIncome,trailingCashDividendsPaid,trailingNetIncome,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualAccumulatedDepreciation,trailingChangeInCashSupplementalAsReported,trailingOperatingExpense,annualGrossPPE,trailingInvestingCashFlow,trailingCapitalExpenditure,quarterlyOtherShortTermInvestments,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualNetOtherFinancingCharges,annualBasicEPS,annualGoodwill,annualChangeInCashSupplementalAsReported,annualInvestingCashFlow,trailingGrossProfit,annualCapitalExpenditure,trailingChangeInWorkingCapital,quarterlyDilutedAverageShares,trailingDeferredIncomeTax,annualTotalRevenue,annualRepaymentOfDebt,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyStockBasedCompensation,trailingSellingGeneralAndAdministration,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingInterestExpense,annualOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualPurchaseOfBusiness,annualStockBasedCompensation,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyOtherIntangibleAssets,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
2008-06-30,,,-24733000.0,,,,,,,,,,,,3297000.0,,279463000.0,180632000.0,-9905000.0,,0.12,,293313000.0,,,30010000.0,-1500000.0,,,,-6696000.0,,12053000.0,,,,191254000.0,25267000.0,,,,1955981000.0,,,1775349000.0,,1331532000.0,,,,824993000.0,,,,,3297000.0,,,,26421000.0,69118000.0,,,,,,,,624449000.0,,,130977000.0,,,,,43718000.0,,,-24173000.0,42869000.0,-4015000.0,,5242000.0,1985000.0,3297000.0,,,191254000.0,179201000.0,-8372000.0,,221266000.0,512000000.0,,5242000.0,,,,,,,,1763000.0,5060000.0,1517117000.0,,,,333619000.0,,6417000.0,,,715000.0,5242000.0,,,9109000.0,-25503000.0,,,72700000.0,4191000.0,,281000.0,0.12,,,,,84911000.0,-646217000.0,,72700000.0,-1175000.0,,18807000.0,,,,,2163334000.0,,,,,-404000.0,,75786000.0,-2483000.0,,,,,,,,,,,,,,,,,,26571000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,,,28946000.0,,,,,,,,,,,,-10120000.0,,412299000.0,283836000.0,-9914000.0,,-0.38,,273281000.0,,,10376000.0,-2250000.0,,,,-92288000.0,,-7737000.0,,,,109702000.0,-63761000.0,,,,2075580000.0,,,1791744000.0,,1470731000.0,,,,836505000.0,,,,,-10120000.0,,,,26445000.0,133352000.0,,,,,,,,604849000.0,,,183975000.0,,,,,27182000.0,,,-28473000.0,102637000.0,-755000.0,,4105000.0,613000.0,-10120000.0,,,109702000.0,117439000.0,-59768000.0,,223088000.0,512000000.0,,4105000.0,,,,,,,,-6265000.0,-16385000.0,1530645000.0,,,,335514000.0,,5242000.0,,,1066000.0,4105000.0,,,9289000.0,-26154000.0,,,174802000.0,93470000.0,,216000.0,-0.38,,,,,78431000.0,-612594000.0,,174802000.0,-1137000.0,,-66134000.0,,,,,2143239000.0,,,,,1822000.0,,53522000.0,-3946000.0,,,,,,,,,,,,,,,,,,26445000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,194011000.0,,-55158000.0,,656568000.0,,,,,,248000000.0,,6916000.0,,33180000.0,40678000.0,551320000.0,480970000.0,-10456000.0,,,,296005000.0,,,79978000.0,,144036000.0,94422000.0,-92599000.0,-68627000.0,69525000.0,61594000.0,,6916000.0,-13358000.0,349205000.0,-109770000.0,1749779000.0,,-69277000.0,2378152000.0,2.61,26594000.0,1897182000.0,69525000.0,1749779000.0,237251000.0,-4386000.0,480970000.0,970302000.0,6107000.0,81288000.0,512000000.0,-40178000.0,33180000.0,,2378152000.0,,,194011000.0,,59655000.0,26438000.0,-62152000.0,,,628373000.0,628373000.0,,69525000.0,208898000.0,,,,7531000.0,81288000.0,,2310000.0,-34671000.0,96067000.0,-8525000.0,,6916000.0,900000.0,33180000.0,208898000.0,296005000.0,-307363000.0,-368957000.0,6570000.0,,257831000.0,512000000.0,336754000.0,6916000.0,,,,75913000.0,,381287000.0,551320000.0,19479000.0,52659000.0,1549057000.0,96067000.0,,,336754000.0,3496000.0,4105000.0,1897182000.0,34721000.0,-1345000.0,6916000.0,1549057000.0,216195000.0,9927000.0,-31396000.0,970302000.0,,248000000.0,74713000.0,,465000.0,,257831000.0,-16123000.0,,6916000.0,59655000.0,-668437000.0,,248000000.0,2811000.0,,-37231000.0,,,50192000.0,37579000.0,2217494000.0,,110203000.0,,,34342000.0,,94422000.0,-4386000.0,-668437000.0,,,2217494000.0,,,,,248000000.0,1030000.0,2.63,,809000.0,-109825000.0,,-103998000.0,,,,1037855000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,,,18775000.0,,,,,,,,,,,,47363000.0,,402693000.0,415466000.0,-10468000.0,,1.78,,332900000.0,,15522000.0,101083000.0,,,,,118175000.0,,95213000.0,,,,437355000.0,66844000.0,,,,2352367000.0,,,1936901000.0,,1688529000.0,,,,35743000.0,,,,,47363000.0,,,,26501000.0,124085000.0,,,,,,,,663838000.0,1285836000.0,,66853000.0,-928000.0,,,,99985000.0,284174000.0,,-34075000.0,92028000.0,-5483000.0,,10341000.0,890000.0,47363000.0,,,142639000.0,57968000.0,4039000.0,68302000.0,267827000.0,587000000.0,,15139000.0,,,-172251000.0,,,,,28828000.0,76191000.0,1566553000.0,,,,335261000.0,,6916000.0,,,,10341000.0,,,9370000.0,-28712000.0,,,88600000.0,-109387000.0,,-484000.0,1.79,,,25837000.0,,17691000.0,-673082000.0,,153936000.0,3425000.0,,146887000.0,120000.0,,,,2239635000.0,,,,,9848000.0,-1184000.0,93304000.0,-4323000.0,,,,,,,4798000.0,,,,,,,,,,,26597000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,,-42661000.0,,,,,,,,,,,,3086000.0,,289532000.0,272412000.0,-10469000.0,,0.12,,325506000.0,,15365000.0,29908000.0,,,,,27210000.0,,17564000.0,,,,149060000.0,72946000.0,,,,2204511000.0,,,1932099000.0,,1547264000.0,,,,33396000.0,,,,,3086000.0,,,,26506000.0,89179000.0,,,,,,,,657247000.0,1257732000.0,,48026000.0,-43249000.0,,,,26779000.0,79388000.0,,-24569000.0,78864000.0,506000.0,,31107000.0,732000.0,3086000.0,,,65919000.0,52108000.0,13164000.0,62315000.0,273384000.0,587000000.0,,36400000.0,,,2010000.0,,,,,1451000.0,4537000.0,1583348000.0,,,,336001000.0,,10341000.0,,,,31107000.0,,,10006000.0,-25716000.0,,,90610000.0,-7591000.0,,404000.0,0.12,,,115336000.0,,16103000.0,-679977000.0,,100841000.0,20766000.0,,52926000.0,641000.0,,,,2263325000.0,,,,,5557000.0,464000.0,50055000.0,-4260000.0,,,,,,,5293000.0,,,,,,,,,,,26607000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,,,14657000.0,,,,,,,27122000.0,,,,,-6733000.0,,282702000.0,291568000.0,-10473000.0,,-0.25,,308282000.0,,15817000.0,16325000.0,,,,,-31283000.0,,2196000.0,,,,116854000.0,-46417000.0,,,,2289845000.0,,,1998277000.0,,1648971000.0,,,,62947000.0,,,,,-6733000.0,,,,26515000.0,60306000.0,,,,,,,,640874000.0,1366269000.0,,52531000.0,803000.0,,,,28992000.0,65302000.0,,-37888000.0,96696000.0,-7093000.0,,13736000.0,1238000.0,-6733000.0,,,48626000.0,49356000.0,-17832000.0,64841000.0,301336000.0,637000000.0,,27660000.0,,,-18720000.0,,,,,-3431000.0,-10164000.0,1614738000.0,,,,336686000.0,,31107000.0,,,,13736000.0,,,10672000.0,-30795000.0,,,71890000.0,21005000.0,,-44000.0,-0.25,,,-5116000.0,,18173000.0,-684769000.0,,96524000.0,-17371000.0,,-488000.0,0.0,,,,2299507000.0,,,,,22118000.0,242000.0,61757000.0,-4094000.0,,,,,,,13924000.0,,,,,,,,,,,26515000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,101626000.0,,5864000.0,,611168000.0,744878000.0,,,1188000.0,,137000000.0,,8432000.0,,31406000.0,46671000.0,392569000.0,328235000.0,-11005000.0,6504000.0,,,328712000.0,,16110000.0,77928000.0,,183372000.0,123729000.0,83875000.0,-8891000.0,75122000.0,68399000.0,,8432000.0,-29392000.0,309442000.0,-9498000.0,1137447000.0,67365000.0,105211000.0,2399252000.0,2.83,26576000.0,2071017000.0,75122000.0,1137447000.0,218171000.0,-5968000.0,328235000.0,-288600000.0,6916000.0,77438000.0,601700000.0,-42415000.0,31406000.0,,2399252000.0,,,101626000.0,0.0,332675000.0,26511000.0,-3365000.0,,,1261805000.0,1261805000.0,744878000.0,75122000.0,65569000.0,44562000.0,,62814000.0,2255000.0,77438000.0,182304000.0,,-65609000.0,9285000.0,-17322000.0,,8432000.0,854000.0,31406000.0,65569000.0,328712000.0,119703000.0,58739000.0,15739000.0,67365000.0,300898000.0,601700000.0,0.0,14936000.0,,,29810000.0,-76678000.0,,376887000.0,392569000.0,19823000.0,51229000.0,1670134000.0,9285000.0,,,0.0,3714000.0,13736000.0,2071017000.0,240335000.0,,8432000.0,1670134000.0,225244000.0,10589000.0,-49901000.0,-288600000.0,,137000000.0,19295000.0,,12000.0,,300898000.0,15110000.0,-100551000.0,14936000.0,332675000.0,-692600000.0,,66271000.0,-5304000.0,35506000.0,41010000.0,1494000.0,,36775000.0,40637000.0,2362734000.0,,121793000.0,,,-748000.0,478000.0,123729000.0,-5968000.0,-692600000.0,,,2362734000.0,,,6504000.0,,66271000.0,-112000.0,2.83,,1516000.0,-162141000.0,,-135124000.0,,,,1012711000.0,-159151000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,,,-19490000.0,,,,,,,,,,,,43608000.0,,375548000.0,306311000.0,-11011000.0,,1.64,,361310000.0,,15901000.0,100034000.0,0.0,,,,21382000.0,,81110000.0,,,,286529000.0,32976000.0,,,,2429033000.0,,,2122722000.0,,1735581000.0,,,,61640000.0,,,,,43608000.0,,,,26538000.0,55872000.0,,,,,,,,693452000.0,1360033000.0,,75617000.0,-24882000.0,,,,78347000.0,155603000.0,,-57373000.0,71153000.0,-4599000.0,,8839000.0,3023000.0,43608000.0,,,130926000.0,49816000.0,9804000.0,67558000.0,311691000.0,601700000.0,,9289000.0,,,-6000000.0,,,,,30036000.0,73644000.0,1707227000.0,,,,338012000.0,,8432000.0,,,566000.0,8839000.0,,,10489000.0,-52774000.0,,,131000000.0,-16376000.0,,69000.0,1.64,,,31951000.0,,347932000.0,-691420000.0,,75397000.0,407000.0,,74156000.0,,,,,2398647000.0,,,,,11517000.0,,93534000.0,-5870000.0,,,,,,,450000.0,,,,,,,,,,,26601000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,,18071000.0,,,,,,,,,,,,6888000.0,,347842000.0,210265000.0,-11024000.0,,0.26,,357173000.0,,16026000.0,37857000.0,,,,,-43085000.0,,20218000.0,,,,162365000.0,1011000.0,,,,2395561000.0,,,2185296000.0,,1704766000.0,,,,60385000.0,,,,,6888000.0,,,,26569000.0,66627000.0,,,,,,,,690795000.0,1356924000.0,,5397000.0,-14441000.0,,,,42781000.0,90172000.0,,-33015000.0,77449000.0,40177000.0,,7142000.0,1525000.0,6888000.0,,,72193000.0,51975000.0,-6296000.0,68393000.0,316152000.0,591700000.0,,7142000.0,,,,,,,,4326000.0,11214000.0,1772094000.0,,,,0.0,,8839000.0,,,1047000.0,7142000.0,,,10617000.0,-73192000.0,,,151875000.0,1211000.0,,313000.0,0.26,,,,,15159000.0,-710732000.0,,95887000.0,-1697000.0,,30107000.0,,,,,2482826000.0,,,,,,,81675000.0,-5772000.0,,,,,,,0.0,,,,,,,,,,,26641000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,,,161000.0,,,,,,,,,,,,-7420000.0,,426799000.0,238667000.0,-11028000.0,,-0.28,,338725000.0,,16003000.0,13972000.0,,,,,-49424000.0,,-3364000.0,,,,95067000.0,1365000.0,,,,2481377000.0,,,2242710000.0,,1806056000.0,,,,62069000.0,,,,,-7420000.0,,,,26606000.0,94827000.0,,,,,,,,675321000.0,1379257000.0,,12220000.0,-662000.0,,,,28503000.0,48856000.0,,-59691000.0,89623000.0,-6000.0,,2501000.0,1325000.0,-7420000.0,,,46211000.0,49575000.0,-12174000.0,68851000.0,324166000.0,591700000.0,,2501000.0,,,,,,,,-5243000.0,-12663000.0,1817657000.0,,,,0.0,,7142000.0,,,2516000.0,2501000.0,,,10632000.0,-59685000.0,,,204875000.0,44789000.0,,301000.0,-0.28,,,,,15898000.0,-711046000.0,,119474000.0,-4641000.0,,10261000.0,,,,,2528703000.0,,,,,,,79629000.0,-5675000.0,,,,,,,0.0,,,,,,,,,,,26606000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,72366000.0,,-18833000.0,,444525000.0,1455354000.0,,,-11846000.0,,267435000.0,,3457000.0,,29591000.0,49462000.0,468161000.0,330265000.0,-11589000.0,2245000.0,,,356727000.0,,17194000.0,77968000.0,,157605000.0,93243000.0,1348000.0,-50909000.0,72667000.0,59641000.0,,3457000.0,35634000.0,268145000.0,-34004000.0,1923515000.0,69094000.0,-122036000.0,2616616000.0,2.73,26657000.0,2286351000.0,72667000.0,1923515000.0,209976000.0,-6604000.0,330265000.0,70942000.0,8432000.0,67969000.0,591700000.0,-44652000.0,29591000.0,,2616616000.0,,,72366000.0,,13569000.0,26589000.0,-20091000.0,,,693101000.0,693101000.0,1455354000.0,72667000.0,5182000.0,28139000.0,,65124000.0,,67969000.0,149894000.0,4598000.0,-62792000.0,80385000.0,62000.0,,3457000.0,3139000.0,29591000.0,5182000.0,356727000.0,118251000.0,58610000.0,9238000.0,69094000.0,373409000.0,591700000.0,0.0,5702000.0,,,,81427000.0,,367581000.0,468161000.0,20343000.0,49934000.0,1854163000.0,80385000.0,,,0.0,7102000.0,2501000.0,2286351000.0,126469000.0,469000.0,3457000.0,1854163000.0,229831000.0,10840000.0,-62854000.0,70942000.0,,267435000.0,51803000.0,,363000.0,,373409000.0,572000.0,,5702000.0,13569000.0,-722239000.0,,91722000.0,956000.0,,11945000.0,,,,42578000.0,2576402000.0,,122129000.0,,,,,93243000.0,-6604000.0,-722239000.0,,,2576402000.0,,,2245000.0,,91722000.0,1046000.0,2.73,,-4975000.0,-212871000.0,,-248505000.0,,,,812106000.0,-35000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,,,-15847000.0,,,,,,,,,,,,40773000.0,,422911000.0,280705000.0,-11601000.0,,1.53,,385899000.0,,17309000.0,96385000.0,,,,,82661000.0,,77862000.0,,,,323088000.0,63987000.0,,,,2571553000.0,,,2290848000.0,,1848325000.0,,,,67514000.0,,,,,40773000.0,,,,26670000.0,13292000.0,,,,,,,,723228000.0,1425414000.0,,11470000.0,-14406000.0,,,,94521000.0,188580000.0,,-25524000.0,53266000.0,-121000.0,,3480000.0,1207000.0,40773000.0,,,134508000.0,56646000.0,27119000.0,69501000.0,396357000.0,551700000.0,,3480000.0,,,,,,,,27854000.0,68627000.0,1859914000.0,,,,0.0,,3457000.0,,,-244000.0,3480000.0,,,10449000.0,-25403000.0,,,236435000.0,-82517000.0,,328000.0,1.53,,,,,14421000.0,-1467278000.0,,93104000.0,23000.0,,108064000.0,,,,,3327192000.0,,,,,,,71839000.0,-6458000.0,,,,,,,0.0,,,,,,,,,,,26724000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,,-3540000.0,,,,,,,,,,,,2193000.0,,380824000.0,227894000.0,-11603000.0,,0.08,,376489000.0,,17546000.0,31321000.0,,,,,38259000.0,,12653000.0,,,,161197000.0,42306000.0,,,,2521994000.0,,,2294100000.0,,1807366000.0,,,,70127000.0,,,,,2193000.0,,,,26673000.0,70011000.0,,,,,,,,714628000.0,1426542000.0,,5127000.0,-15646000.0,,,,39104000.0,93965000.0,,-38376000.0,71229000.0,-15964000.0,,3700000.0,1099000.0,2193000.0,,,67232000.0,54579000.0,-17963000.0,68576000.0,398825000.0,551700000.0,,3700000.0,,,,,,,,1316000.0,3509000.0,1867218000.0,,,,0.0,,3480000.0,,,,3700000.0,,,10266000.0,-22412000.0,,,225400000.0,-22075000.0,,389000.0,0.08,,,,,31183000.0,-744929000.0,,89344000.0,220000.0,,60671000.0,,,,,2612147000.0,,,,,,,54148000.0,-6312000.0,,,,,,,0.0,,,,,,,,,,,26727000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,,,26809000.0,,,,,,,,,,,,-8312000.0,,402608000.0,250547000.0,-11603000.0,,-0.31,,356574000.0,,17449000.0,13678000.0,,,,,332000.0,,-5552000.0,,,,93313000.0,19424000.0,,,,2567840000.0,,,2317293000.0,,1871235000.0,,,,68705000.0,,,,,-8312000.0,,,,26686000.0,93971000.0,,,,,,,,696605000.0,1468627000.0,,11321000.0,-3317000.0,,,,25628000.0,45530000.0,,-36321000.0,83581000.0,-14100000.0,,25862000.0,1781000.0,-8312000.0,,,47783000.0,53335000.0,-12352000.0,69022000.0,394217000.0,601700000.0,,25862000.0,,,0.0,,,,,-5700000.0,-14012000.0,1875906000.0,,,,0.0,,3700000.0,,,,25862000.0,,,10241000.0,-22221000.0,,,221200000.0,35930000.0,,343000.0,-0.31,,,,,43381000.0,-756592000.0,,108853000.0,22162000.0,,22553000.0,,,,,2632498000.0,,,,,,,50117000.0,-6166000.0,,,,,,,0.0,,,,,,,,,,,26686000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,122116000.0,,58968000.0,,479363000.0,1617622000.0,,,148000.0,,181600000.0,,5833000.0,,29244000.0,43382000.0,414464000.0,348689000.0,-11883000.0,2853000.0,,,373905000.0,,17700000.0,77988000.0,,144845000.0,86300000.0,88548000.0,11676000.0,63898000.0,59882000.0,,5833000.0,-52531000.0,271198000.0,-37169000.0,2032086000.0,68263000.0,132928000.0,2746574000.0,2.39,26744000.0,2397885000.0,63898000.0,2032086000.0,224588000.0,-7800000.0,348689000.0,76265000.0,3457000.0,77449000.0,641700000.0,-46690000.0,29244000.0,,2746574000.0,,,122116000.0,,64354000.0,26687000.0,66390000.0,,,714488000.0,714488000.0,1617622000.0,63898000.0,5857000.0,33517000.0,,70004000.0,,77449000.0,151288000.0,3040000.0,-52844000.0,74363000.0,-22346000.0,,5833000.0,356000.0,29244000.0,5857000.0,373905000.0,119910000.0,60028000.0,9218000.0,68263000.0,413209000.0,641700000.0,0.0,8686000.0,,,0.0,-78021000.0,,369433000.0,414464000.0,19912000.0,49156000.0,1893876000.0,74363000.0,,,0.0,4473000.0,25862000.0,2397885000.0,233462000.0,,5833000.0,1893876000.0,219372000.0,11132000.0,-30498000.0,76265000.0,,181600000.0,-9359000.0,,404000.0,,413209000.0,6022000.0,,8686000.0,64354000.0,-767226000.0,,129960000.0,-20029000.0,,42174000.0,,,,42088000.0,2661102000.0,,107280000.0,,,,,86300000.0,-7800000.0,-767226000.0,,,2661102000.0,,,2853000.0,,129960000.0,1464000.0,2.39,,2376000.0,-153065000.0,,-100534000.0,,,,848796000.0,-10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,,,-14151000.0,,,,,,,,,,,,40607000.0,,340563000.0,310890000.0,-11913000.0,,1.51,,402599000.0,,17950000.0,97621000.0,,,,,93607000.0,,78666000.0,,,,317494000.0,40552000.0,,,,2727262000.0,,,2416372000.0,,1981291000.0,,,,79461000.0,,,,,40607000.0,,,,26781000.0,110297000.0,,,,,,,,745971000.0,1640728000.0,,10648000.0,-26050000.0,,,,90817000.0,177626000.0,,-37735000.0,61436000.0,-17288000.0,,4031000.0,989000.0,40607000.0,,,139868000.0,61202000.0,12927000.0,67648000.0,438486000.0,641700000.0,,4031000.0,,,-40000000.0,,,,,27873000.0,68480000.0,1900854000.0,,,,0.0,,5833000.0,,,1458000.0,4031000.0,,,11191000.0,-20447000.0,,,113700000.0,-78121000.0,,234000.0,1.52,,,,,79297000.0,-779683000.0,,145541000.0,-1802000.0,,114054000.0,,,,,2680537000.0,,,,,27089000.0,,60165000.0,-7633000.0,,,,,,,0.0,,,,,,,,,,,26862000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,,,-6715000.0,,,,,,,,,,,,1409000.0,,264864000.0,186782000.0,-11926000.0,,0.05,,392082000.0,,18099000.0,30859000.0,,,,,20223000.0,,11839000.0,,,,106569000.0,73522000.0,,,,2635141000.0,,,2448359000.0,,1897571000.0,,,,82665000.0,,,,,1409000.0,,,,26812000.0,84924000.0,,,,,,,,737570000.0,1632707000.0,,5607000.0,-11804000.0,,,,13459000.0,37090000.0,,-50816000.0,68868000.0,-9711000.0,,4002000.0,921000.0,1409000.0,,,69479000.0,57640000.0,-7432000.0,68230000.0,440073000.0,641700000.0,,4002000.0,,,0.0,,,,,887000.0,2296000.0,1929016000.0,,,,0.0,,4031000.0,,,,4002000.0,,,10464000.0,-41105000.0,,,113200000.0,-10541000.0,,433000.0,0.05,,,,,82962000.0,-791021000.0,,92491000.0,-29000.0,,61328000.0,,,,,2720037000.0,,,,,,,48361000.0,-7467000.0,,,,,,,0.0,,,,,,,,,,,26896000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,,,-6522000.0,,,,,,,,,,,,-10558000.0,,345380000.0,197901000.0,-11940000.0,,-0.39,,369584000.0,,18281000.0,15195000.0,,,,,-36648000.0,,-4796000.0,,,,89756000.0,1254000.0,,,,2690368000.0,,,2492467000.0,,1972809000.0,,,,84063000.0,,,,,-10558000.0,,,,26847000.0,77856000.0,,,,,,,,717559000.0,1627429000.0,,10593000.0,12966000.0,,,,23382000.0,39841000.0,,-53997000.0,73188000.0,-14669000.0,,5718000.0,1710000.0,-10558000.0,,,49915000.0,54711000.0,-4320000.0,67333000.0,430885000.0,641700000.0,,5718000.0,,,0.0,,,,,-3036000.0,-13594000.0,1957219000.0,,,,0.0,,4002000.0,,,,5718000.0,,,10508000.0,-39328000.0,,,175800000.0,53033000.0,,425000.0,-0.39,,,,,94615000.0,-798510000.0,,87391000.0,1716000.0,,2680000.0,,,,,2755729000.0,,,,,,,61327000.0,-7301000.0,,,,,,,0.0,,,,,,,,,,,26847000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
