,quarterlyNonCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,annualInvestmentsAndAdvances,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingRepurchaseOfCapitalStock,annualNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualCapitalExpenditure,quarterlyIncomeTaxPayable,quarterlyGrossPPE,trailingNetOtherFinancingCharges,trailingSellingGeneralAndAdministration,annualCashAndCashEquivalents,quarterlyDilutedEPS,quarterlyOperatingIncome,annualTaxProvision,quarterlyTotalRevenue,annualChangesInAccountReceivables,annualInterestExpense,trailingBeginningCashPosition,quarterlyOtherNonCashItems,annualTotalRevenue,quarterlyCashDividendsPaid,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,annualChangeInAccountPayable,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualAccumulatedDepreciation,annualCommonStockIssuance,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyGoodwill,quarterlyPretaxIncome,annualRetainedEarnings,trailingNetIncomeCommonStockholders,quarterlyPurchaseOfBusiness,trailingNetIncome,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,trailingFreeCashFlow,annualCurrentDebt,annualCashDividendsPaid,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualNetIncome,annualBeginningCashPosition,annualLongTermDebt,annualSellingGeneralAndAdministration,annualFreeCashFlow,trailingDepreciationAndAmortization,trailingTaxProvision,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,annualBasicEPS,quarterlyCashFlowFromContinuingFinancingActivities,annualStockholdersEquity,annualOtherNonCashItems,quarterlyDilutedAverageShares,annualPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualNonCurrentDeferredTaxesLiabilities,annualDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,trailingSaleOfInvestment,quarterlyLongTermDebt,trailingCashDividendsPaid,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,annualCapitalStock,annualPurchaseOfInvestment,quarterlyNetPPE,trailingOperatingCashFlow,annualBasicAverageShares,annualAccountsReceivable,annualNetPPE,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualOperatingCashFlow,annualGoodwill,annualSaleOfInvestment,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyBasicEPS,trailingChangeInWorkingCapital,quarterlyCapitalStock,annualRepaymentOfDebt,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,trailingRepaymentOfDebt,annualOperatingIncome,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,trailingPretaxIncome,trailingInterestExpense,annualPretaxIncome,annualNonCurrentDeferredRevenue,annualDilutedEPS,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingTotalRevenue,trailingPurchaseOfInvestment,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,annualAccountsPayable,quarterlyOtherIntangibleAssets,annualDilutedAverageShares,trailingInvestingCashFlow,annualGrossPPE,quarterlyBasicAverageShares,trailingEndCashPosition,quarterlyCurrentDebt,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,trailingStockBasedCompensation,annualTotalNonCurrentAssets,quarterlyChangeInInventory,trailingDeferredIncomeTax,quarterlyCommonStockIssuance,annualOtherNonCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyStockBasedCompensation,annualCostOfRevenue,annualOtherCurrentLiabilities,annualOtherIncomeExpense,annualOtherCurrentAssets,annualCurrentAccruedExpenses,quarterlyCurrentLiabilities,quarterlyOtherShortTermInvestments,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualInventory,trailingCostOfRevenue,annualCurrentAssets,trailingChangeInInventory,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingChangesInAccountReceivables,quarterlyEbitda,annualCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyCurrentAssets,annualEbitda,annualOperatingExpense,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherNonCurrentLiabilities,annualStockBasedCompensation,trailingBasicEPS,quarterlyCostOfRevenue,trailingResearchAndDevelopment,quarterlyOtherCurrentAssets,trailingGrossProfit,trailingCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyGrossProfit,quarterlyOperatingExpense,annualChangeInInventory,quarterlyTotalNonCurrentAssets,quarterlyChangeInAccountPayable,quarterlyOtherNonCurrentAssets,quarterlyOtherIncomeExpense,trailingOtherIncomeExpense,trailingOperatingIncome,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingOperatingExpense,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1388448000,676733000.0,836594048000.0,6863668000.0,205357518000.0,,-12041971000.0,,12486138000.0,,-71792000.0,,-3695547000.0,,11688241000.0,,,22378752000.0,2.004132,1982222000.0,1833031000.0,24377595000.0,51660545000.0,41382142000.0,,739251000.0,57749377000.0,-425987000.0,,12395920000.0,-6844000.0,-29518063000.0,117824922000.0,-2152405000.0,-6946405000.0,0.0,67838411000.0,-10870000.0,51070724000.0,,,1825768000.0,927314000.0,,,,70939802000.0,8031419000.0,838301614000.0,766198688000.0,-107100000.0,,,-4362781000.0,,-7020996000.0,12395920000.0,47427218000.0,99668159000.0,24505955000.0,96136962000.0,,,-4868000.0,,1.466107,,71884306000.0,800540000.0,6108899888.0,0.0,137286726000.0,3097863000.0,-23186678000.0,3079200000.0,-4937108000.0,-1122991000.0,799824000.0,2753103000.0,-6375062000.0,,15048003000.0,,,,-1272095000.0,,-97805696000.0,4667245000.0,,4026359475.0,2123553000.0,4501967000.0,881453000.0,,99832509000.0,723526000.0,71675162000.0,7497213000.0,125602454000.0,2.004132,,38100000000.0,-40287342000.0,,-6060099000.0,,13256482000.0,658039000.0,33055589000.0,70270769000.0,,,14319169000.0,,1.466107,117697987000.0,3079200000.0,908139285000.0,12779935000.0,,,,,,-47619499000.0,,9145939000.0,4026359475.0,,11448372000.0,6108899888.0,,182853000.0,13888845000.0,,4275942000.0,739047000.0,46677928000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,560099000.0,848353488000.0,5343414000.0,,,2889960000.0,,,,,,,,11828383000.0,,,,2.086777,6017810000.0,,29343023000.0,,,,0.0,,-2346657000.0,,,-28922000.0,,124909995000.0,-6812842000.0,,,,,,,,5908365000.0,,,,,73325996000.0,7482349000.0,,,-57941000.0,,,,,-7231588000.0,,,,,,,,-85967000.0,,,,,,6107275681.0,,128884618000.0,3472977000.0,,3443176000.0,16404552000.0,-432759000.0,,,,,15493397000.0,,,,2435388000.0,,,4596795000.0,,,,,548957000.0,,,,,,117824922000.0,2.086777,,38100000000.0,,,15971793000.0,,,,,,,,,,,,3443176000.0,922228753000.0,12701935000.0,,,,,,-17133225000.0,,9000605000.0,,,,6107275681.0,,173694000.0,12828904000.0,,,679403000.0,10634822000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,223400000.0,853845289000.0,5673313000.0,,,-1912745000.0,,,,,,,,11815612000.0,,,,0.626722,6638011000.0,,26447308000.0,,,,3644559000.0,,-248665000.0,,,0.0,,133914669000.0,-1438289000.0,,,,,,,,6503417000.0,,,,,76800278000.0,10602639000.0,,,28833000.0,,,,,-7236705000.0,,,,,,,,-92343000.0,,,,,,6027800888.0,,139540422000.0,3807035000.0,,3777754000.0,11239887000.0,-517753000.0,,,,,13727690000.0,,,,2696382000.0,,,4578907000.0,,,,,320342000.0,,,,,,124909995000.0,0.626722,,38100000000.0,,,10722134000.0,,,,,,,,,,,,3777754000.0,931131774000.0,11534602000.0,,,,,,-13312387000.0,,8680101000.0,,,,6027800888.0,,212745000.0,13532428000.0,,,699889000.0,12548029000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,265732000.0,907632656000.0,4540838000.0,,,38991451000.0,,,,,,,,11811698000.0,,,,0.647383,3742728000.0,,22161285000.0,,,,4373087000.0,,-1077664000.0,,,0.0,,181356329000.0,-581418000.0,,,,,,,,3648655000.0,,,,,79242116000.0,13231975000.0,,,14036000.0,,,,,-7220413000.0,,,,,,,,-26397000.0,,,,,,5985029694.0,,183266040000.0,3904436000.0,,3874606000.0,48046738000.0,-698989000.0,,,,,15072362000.0,,,,-255781000.0,,,4591285000.0,,,,,257849000.0,,,,,,133914669000.0,0.647383,,38100000000.0,,,47347749000.0,,,,,,,,,,,,3874606000.0,987364412000.0,11315727000.0,,,,,,-15261452000.0,,8527856000.0,,,,5985029694.0,,237093000.0,18559412000.0,,,744703000.0,15970758000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,,950139189000.0,,241912229000.0,,23449369000.0,,15416478000.0,-491311000.0,-28922000.0,,-2829865000.0,3602333000.0,12216215000.0,,,25805598000.0,0.681818,4654989000.0,3914313000.0,25153855000.0,54777470000.0,53847329000.0,,4482627000.0,68027291000.0,-248665000.0,,15314943000.0,0.0,,204811698000.0,-10304357000.0,-7137811000.0,,120961734000.0,-583684000.0,31174218000.0,44918788000.0,723526000.0,4477337000.0,1153439000.0,,,,81508250000.0,11985234000.0,930451016000.0,848159211000.0,-109547000.0,,,-3925450000.0,,-7329070000.0,15314943000.0,117697987000.0,127559927000.0,26639160000.0,78587484000.0,,,-121008000.0,,1.815677,,82167741000.0,2027776000.0,5856813600.0,,204124521000.0,4017162000.0,-3443356000.0,3993282000.0,34772129000.0,-1367221000.0,808178000.0,2932687000.0,8999501000.0,,51040259000.0,,808178000.0,,460175000.0,38100000000.0,-49544161000.0,4887145000.0,,4026359475.0,2042977000.0,4700518000.0,,,81417349000.0,723526000.0,37713211000.0,6806389000.0,181356329000.0,0.681818,,38100000000.0,-35284112000.0,,33404908000.0,,17940975000.0,663789000.0,43141821000.0,86973494000.0,,,19330791000.0,,1.815677,204671481000.0,3993282000.0,1032039951000.0,14645611000.0,,,,,,-16795817000.0,,8470994000.0,4026359475.0,,11838329000.0,5856813600.0,,,19502193000.0,,4585230000.0,809063000.0,8176252000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,309218000.0,876673467000.0,,,,-703243000.0,,,,,,,,11837353000.0,,,,0.694907,1294070000.0,,29368906000.0,,,,3829477000.0,,-3151529000.0,,,0.0,,201086425000.0,-5518976000.0,,,,,,,,1260127000.0,,,,,83937476000.0,13489826000.0,,,40154000.0,,,,,-7135751000.0,,,,,,,,-6195000.0,,,,,,6107275681.0,,201266228000.0,4272662000.0,,4243986000.0,2817070000.0,-730716000.0,,,,,57753160000.0,,,,-3012535000.0,,,4701602000.0,,,,,,,,,,,204504469000.0,0.694907,,43100000000.0,,,2086354000.0,,,,,,,,,,,,4243986000.0,961025980000.0,13353553000.0,,,,,,-19869605000.0,,7117852000.0,,,,6107275681.0,,,22279877000.0,,,751330000.0,15479649000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,398521000.0,941310000000.0,,,,-38851451000.0,,,,,,,,11968608000.0,,,,0.732841,7922356000.0,,29128432000.0,,,,4126239000.0,,-265242000.0,,,-72997000.0,,177260479000.0,-1144879000.0,,,,,,,,7832576000.0,,,,,86971566000.0,12997074000.0,,,-7580000.0,,,,,-7028180000.0,,,,,,,,-60773000.0,,,,,,6104146747.0,,177936810000.0,4515146000.0,,4473368000.0,-22047166000.0,-585074000.0,,,,,57890073000.0,,,,3317430000.0,,,4940428000.0,,,,,,,,,,,201415594000.0,0.732841,,43100000000.0,,,-22632240000.0,,,,,,,,,,,,4473368000.0,1029762111000.0,11676561000.0,,,,,,-19066404000.0,,12554464000.0,,,,6104146747.0,,,19037164000.0,,,806081000.0,18384182000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,459168000.0,963270035000.0,,,,-19934729000.0,,,,,,,,12236359000.0,,,,,-6821940000.0,,23226370000.0,,,,7943998000.0,,-1185375000.0,,,-50029000.0,,155299919000.0,-3085934000.0,,,,,,,,-6952814000.0,,,,,86232739000.0,15481674000.0,,,-235413000.0,,,,,-7236157000.0,,,,,,,,-31623000.0,,,,,,,,155080041000.0,4151002000.0,,4119622000.0,-21682934000.0,-811009000.0,,,,,66503753000.0,,,,-11103816000.0,,,5000202000.0,,,,,,,,,,,177260479000.0,,,43100000000.0,,,-22493943000.0,,,,,,,,,,,,4119622000.0,1050983076000.0,12917355000.0,,,,,,-11294282000.0,,12384833000.0,,,,,,,31698492000.0,,,851912000.0,10478415000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,935788760000.0,,340265343000.0,,-58727561000.0,,18237905000.0,-4002724000.0,-133033000.0,,-4153430000.0,2781104000.0,12188744000.0,,,29782777000.0,,5530067000.0,-8634322000.0,-7539075000.0,,71412210000.0,,20370959000.0,66507257000.0,-405450000.0,,18132906000.0,-10007000.0,-38823738000.0,147261434000.0,598396000.0,-6684309000.0,,117695450000.0,28446000.0,-105254755000.0,2096710000.0,723526000.0,7314393000.0,2096710000.0,,,,90789427000.0,-11756670000.0,1026703522000.0,935788760000.0,15028851000.0,,22970703000.0,-5007596000.0,,-6684309000.0,18132906000.0,204671481000.0,167026466000.0,27780017000.0,-65507595000.0,,,7119557000.0,,2.147508,,90789427000.0,3415806000.0,,,323137784000.0,5295419000.0,-11961302000.0,5295930000.0,-22465740000.0,2606572000.0,772138000.0,2942003000.0,12994265000.0,,50282936000.0,,,,2018974000.0,46100000000.0,-62125304000.0,5504435000.0,,4026205788.0,1978001000.0,5504435000.0,,,-61354165000.0,723526000.0,39416379000.0,6686109000.0,155299919000.0,,,,-50489090000.0,,-19859168000.0,,5733870000.0,742732000.0,45953269000.0,-60321202000.0,,,9603583000.0,501399000.0,2.147508,147261434000.0,5295930000.0,1026703522000.0,17299879000.0,,,,,,-16440284000.0,,6686109000.0,4026205788.0,,12188744000.0,,,,-5195454000.0,,4159384000.0,495517000.0,-1697975000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,487785000.0,930222395000.0,,,,-8791499000.0,,,,,,,,12384451000.0,,,,0.644976,10237956000.0,,42597970000.0,,,,5883595000.0,,-3805108000.0,,,-9466000.0,,174170797000.0,18441733000.0,,,,,,,,10333648000.0,,,,,93330128000.0,15416251000.0,,,-146356000.0,,,,,-6861914000.0,,,,,,,,-7574000.0,,,,,,6390018506.0,,171897945000.0,4155622000.0,,4121411000.0,15752011000.0,-958225000.0,,,,,61391277000.0,,,,6178026000.0,,,5522537000.0,,,,,,,,,,,147261434000.0,0.644976,,51100000000.0,,,14793786000.0,,,,,,,,,,,,4121411000.0,1023974238000.0,18527203000.0,,,,,,-12507676000.0,,6885629000.0,,,,6390018506.0,,,16820886000.0,,,797639000.0,32471128000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,502970000.0,945042648000.0,,,,-11889750000.0,,,,,,,,12380129000.0,,,,,9683954000.0,,26702926000.0,,,,4615888000.0,,-282331000.0,,,0.0,,162870746000.0,-19377066000.0,,,,,,,,9571802000.0,,,,,96357886000.0,16171646000.0,,,-165163000.0,,,,,-6934114000.0,,,,,,,,-32951000.0,,,,,,,,145106482000.0,4159482000.0,,4133898000.0,10305657000.0,-740717000.0,,,,,60856272000.0,,,,5412320000.0,,,5446015000.0,,,,,,,,,,,174170797000.0,,,51100000000.0,,,9564940000.0,,,,,,,,,,,,4133898000.0,1041814882000.0,32363576000.0,,,,,,-35046940000.0,,6807596000.0,,,,,,,19945011000.0,,,819091000.0,17569749000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,1086868734000.0,,,,20269050000.0,,,-769447000.0,,,,,14438467000.0,,,,,3827073000.0,,35917892000.0,,,,7468222000.0,,-1173047000.0,,,0.0,,185987217000.0,-8818994000.0,,,,,,,11502631000.0,3455788000.0,,,,,98549887000.0,14066119000.0,,,-6066151000.0,,,,,-7742409000.0,,,,,,,,-10785000.0,,,,,,,,392352053000.0,3250930000.0,,3236523000.0,35218801000.0,-1113593000.0,,,,,211867114000.0,,,,204858000.0,,,6696058000.0,,,,,,,,,,,162870746000.0,,,51100000000.0,,,34105208000.0,,,,,,,,,,,,3236523000.0,1185854682000.0,13307857000.0,,,,,,-30747670000.0,,5304884000.0,,,,,,,28111310000.0,,,1342122000.0,29940610000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,1086550449000.0,,395673511000.0,,-38046073000.0,,17992726000.0,-398708000.0,-9466000.0,,-5122818000.0,2130286000.0,15514262000.0,,,30890164000.0,,6456748000.0,13912730000.0,-8846858000.0,,91037386000.0,,35957424000.0,96371930000.0,-350864000.0,,17894249000.0,0.0,,181230427000.0,18906668000.0,-7117146000.0,,113118554000.0,3265000.0,-21682329000.0,4907381000.0,4945313000.0,8544218000.0,4907381000.0,,0.0,,105302444000.0,-3241285000.0,1192029656000.0,1086550449000.0,13115047000.0,,,-5611350000.0,,-7117146000.0,17894249000.0,147261434000.0,211215160000.0,33153346000.0,48836400000.0,,,-21058187000.0,,2.121212,,105302444000.0,2713755000.0,,-7188659000.0,531549783000.0,6426692000.0,9152341000.0,6402417000.0,-7317251000.0,-2310283000.0,1762948000.0,3657146000.0,-23524819000.0,,52611064000.0,,,,2117526000.0,51100000000.0,-108672613000.0,8397116000.0,,4025987988.0,1813144000.0,8397116000.0,,,53959218000.0,4945313000.0,115724092000.0,10852213000.0,185987217000.0,,,51100000000.0,-48443320000.0,,-9627534000.0,,30205731000.0,629768000.0,49665081000.0,39586740000.0,,,31905456000.0,,2.121212,181230427000.0,6402417000.0,1192029656000.0,14518120000.0,,,,,,-30370327000.0,,10852213000.0,4025987988.0,,15514262000.0,,,,26160179000.0,,3659266000.0,698294000.0,35742605000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,1084335337000.0,,,,-7518328000.0,,,,,,,,14966721000.0,,,,0.668963,7056221000.0,,38507332000.0,,,,8281361000.0,,-4451737000.0,,,0.0,,190538836000.0,2646855000.0,,,,,,,11498665000.0,6923295000.0,,,,,104558450000.0,16111796000.0,,,350689000.0,,,,,-7399448000.0,,,,,,,,2459000.0,,,,,,6085073607.0,,407389167000.0,4106500000.0,,4070687000.0,13251290000.0,-640667000.0,,,,,57134730000.0,,,,2816795000.0,,,7567273000.0,,,,,,,,,,,181230427000.0,0.668963,,59100000000.0,,,12610623000.0,,,,,,,,,,,,4070687000.0,1189380868000.0,11831164000.0,,,,,,-43478332000.0,,3973677000.0,,,,6085073607.0,,,24117539000.0,,,1489895000.0,46307397000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,428713000.0,1081843750000.0,,,,-16935660000.0,,,,,,,,15009233000.0,,,,,3884067000.0,,33456387000.0,,,,6509166000.0,,-268940000.0,,,0.0,,181890951000.0,-9045769000.0,,,,,,,11499438000.0,3724532000.0,,,,,106807513000.0,16453259000.0,,,319073000.0,,,,,-7650364000.0,,,,,,,,-41537000.0,,,,,,,,390846444000.0,3938808000.0,,3911483000.0,-2845542000.0,-616277000.0,,,,,87121372000.0,,,,-214276000.0,,,7358869000.0,,,,,,,,,,,190538836000.0,,,59100000000.0,,,-3461819000.0,,,,,,,,,,,,3911483000.0,1189124132000.0,13377562000.0,,,,,,-30775717000.0,,3150038000.0,,,,,,92990981000.0,21143325000.0,,,1503713000.0,21125074000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,1105835700000.0,,,,10414261000.0,,,,,,,,15133183000.0,,,,,5759365000.0,,36798781000.0,,,,5860205000.0,,-1389579000.0,,,0.0,,184919805000.0,-19753817000.0,,,,,,,11498909000.0,5819751000.0,,,,,110300602000.0,18894183000.0,,,716483000.0,,,,,-7883754000.0,,,,,,,,-49037000.0,,,,,,,,409480118000.0,3014777000.0,,2883987000.0,27420159000.0,-1996666000.0,,,,,47839268000.0,,,,2804974000.0,,,7249429000.0,,,,,,,,,,,181890951000.0,,,59100000000.0,,,25423493000.0,,,,,,,,,,,,2883987000.0,1216690924000.0,16706203000.0,,,,,,-31918676000.0,,3642464000.0,,,,,,,20933968000.0,,,1531604000.0,9714135000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,1106659736000.0,,467407116000.0,,-31052783000.0,,17314603000.0,1817659000.0,0.0,,-5641349000.0,2416345000.0,16405492000.0,,,32869423000.0,,7043906000.0,6428956000.0,-17568866000.0,61743368000.0,75589415000.0,,17019549000.0,91193634000.0,-401846000.0,,17089364000.0,0.0,-27254361000.0,156054442000.0,7922768000.0,-7973017000.0,,159412722000.0,2099000.0,-36200308000.0,7338990000.0,4945313000.0,7275981000.0,7338990000.0,,,,117403831000.0,-12615455000.0,1224353440000.0,1106659736000.0,13074638000.0,,,-6512102000.0,,-7973017000.0,17089364000.0,181230427000.0,192916465000.0,37605726000.0,29910439000.0,,,-34632477000.0,,2.022727,,117403831000.0,3151424000.0,,,632361438000.0,6254518000.0,-18229963000.0,6223207000.0,-2274119000.0,-2387739000.0,1251847000.0,4568568000.0,-43304122000.0,,50179401000.0,,,,1021463000.0,,-114474341000.0,8432475000.0,,4025988120.0,3016225000.0,8432475000.0,,,35551788000.0,4945313000.0,86979497000.0,11233994000.0,184919805000.0,,,,-81160547000.0,,-4661858000.0,,23743559000.0,796869000.0,51334859000.0,-25982297000.0,,,23743559000.0,,2.022727,156054442000.0,6223207000.0,1224353440000.0,81742951000.0,,,,,,-8301616000.0,,11233994000.0,4025988120.0,,16405492000.0,,,,9394583000.0,,3882651000.0,43356000.0,9832891000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,,,616835532000.0,,,0.0,,,,16748439000.0,,,,2265000.0,35745424000.0,19612827000.0,,,,,,,156054442000.0,,,,,,,,,,-9264064000.0,,178050536000.0,,,,,,2035198000.0,16583915000.0,,16583915000.0,,,1305543714000.0,1180867594000.0,,-11939907000.0,,,,,,,201672462000.0,,,4808255000.0,2693576000.0,,4450267000.0,,,124275455000.0,,,,,,,,,,1200589000.0,,,125657466000.0,,-6539193000.0,,,,,,,-6497318000.0,,,8826836000.0,,,,5576068000.0,,10552480000.0,,,-75917312000.0,,,688885000.0,,-78928611000.0,,,55510275000.0,,19442015000.0,55244669000.0,,,,,,,,-5442589000.0,88790748000.0,-174205006000.0,,-46580581000.0,,,,,-34485022000.0,18090900000.0,,110225630000.0,,,-5598241000.0,4130544000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
