,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualNetOtherInvestingChanges,quarterlyGoodwill,annualRetainedEarnings,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualGoodwill,annualTotalAssets,annualBasicEPS,trailingPretaxIncome,quarterlyAccountsReceivable,annualNetIncome,annualPretaxIncome,annualCashDividendsPaid,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualAccountsReceivable,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualOperatingIncome,trailingOperatingIncome,annualAccountsPayable,annualFreeCashFlow,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualStockholdersEquity,annualNonCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualOtherCurrentAssets,trailingTotalRevenue,annualLongTermDebt,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,annualCurrentLiabilities,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyBasicEPS,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTaxProvision,annualDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualDilutedAverageShares,annualDilutedEPS,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,annualNetPPE,quarterlyOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualSaleOfInvestment,annualCommonStockIssuance,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,annualEbitda,annualCurrentAssets,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualGrossPPE,quarterlyStockholdersEquity,trailingInterestExpense,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,annualRepaymentOfDebt,annualInterestExpense,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlySaleOfInvestment,trailingGrossProfit,annualTotalNonCurrentAssets,trailingOtherIncomeExpense,annualSellingGeneralAndAdministration,annualCapitalExpenditure,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,annualOtherIncomeExpense,quarterlyEbitda,annualStockBasedCompensation,quarterlyCapitalExpenditure,trailingTaxProvision,annualInventory,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,quarterlyOperatingIncome,annualChangeInInventory,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentDebt,annualCapitalStock,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualOperatingExpense,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalRevenue,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,quarterlyCurrentLiabilities,annualGrossProfit,quarterlyPretaxIncome,annualAccumulatedDepreciation,quarterlyCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,annualTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,quarterlyDilutedEPS,trailingCostOfRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyChangeInWorkingCapital,annualBasicAverageShares,quarterlyOtherNonCashItems,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,annualChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,annualResearchAndDevelopment,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyRepaymentOfDebt,trailingDeferredIncomeTax,trailingFreeCashFlow,trailingRepurchaseOfCapitalStock,trailingChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,trailingCapitalExpenditure,quarterlyRepurchaseOfCapitalStock,trailingRepaymentOfDebt,trailingCashDividendsPaid,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingOperatingCashFlow,trailingNetOtherFinancingCharges,quarterlyPurchaseOfBusiness,trailingBasicEPS,trailingResearchAndDevelopment,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,trailingEndCashPosition,quarterlyChangeInAccountPayable,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingBeginningCashPosition,trailingChangeInAccountPayable,trailingInvestingCashFlow,trailingChangeInWorkingCapital,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,annualDeferredIncomeTax,trailingDilutedAverageShares
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,,,-850829340.48,,8536877615.04,,,,45358282417.92,0.827808,,,838999964.16,1394566747.2,,,,,-460625483.52,,,-13927215631.68,,,2815350173.76,,8516563206.72,-8184380412.48,,,,6001334823.36,8536877615.04,,,-2344360534.08,1025985235.2,,12232386366.72,,,21840803491.2,,6001334823.36,,,,,555566783.04,3776393871.36,,,,,,,973000000.0,0.827808,,,,,,33220911853.44,,,,1282655383.68,4510171160.64,12450753839.04,,6457639149.12,456304325.76,57176698.56,,359781912.96,,6591744045.12,10494933267.84,838999964.16,11630727234.24,1665326187.84,,40314671782.08,,,,,,808685635.2,218367472.32,4336008635.52,,,34863349150.08,,5855822733.12,-12694551573.12,,,,,,,,,,-353556796.8,,,,,734282252.16,11082370658.88,725226032.64,,383349606.72,,,,1693513050.24,,,838999964.16,9632216604.48,,4999447079.04,17447013857.28,,,,,12447566778.24,,-7093759928.64,,,,34291557330.24,,,,,,,973000000.0,,,,,-17475026.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954460800,,,,,,,,,,,,,,,,,,1004077670.0,,,,,85611903.36,85611903.36,,,,,,,,,,,,,,,,,,,,,,0.085264,,,,,,,,,85611903.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004077670.0,,,,,,,,,5252408647.68,,,,,,,5252408647.68,,5252408647.68,,,,,,,,,,,,,,,,,,,,,,,,0.085264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,,,,,,,,,,,,,,,,,,1004077670.0,,,,,85611903.36,85611903.36,,,,,,,,,,,,,,,,,,,,,,0.085264,,,,,,,,,85611903.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004077670.0,,,,,,,,,5252408647.68,,,,,,,5252408647.68,,5252408647.68,,,,,,,,,,,,,,,,,,,,,,,,0.085264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,,,,,,,,,,,,,,,,,1122651699.0,,,,,1530020507.4,1530020507.4,,,,,,,,,,,,,,,,,,,,,,1.362863,,,,,,,,,1530020507.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122651699.0,,,,,,,,,6588202328.4,,,,,,,6588202328.4,,6588202328.4,,,,,,,,,,,,,,,,,,,,,,,,1.362863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,,744074267.4,-9301188765.6,,2805848083.8,55007658478.8,,,112692516030.0,2.895574,,1543184616.6,3230147586.6,4333779347.4,,112692516030.0,,,-581107278.6,27118551864.6,1543184616.6,-30514039183.8,1529074536.0,1529074536.0,5215968799.2,,10591490151.0,-11994244711.2,,,27220712126.4,44662660858.8,57155272709.4,,102160261.8,-883950408.0,8032159400.4,,27118551864.6,,8490421382.4,27434350009.8,744074267.4,44662660858.8,,,,,1103631760.8,5727390163.2,,919409286.6,54655062136.2,,1529074536.0,,1121967900.0,2.895574,,678869283.6,,,,52799774902.2,,600932503.8,,919409286.6,9332571816.0,27220712126.4,,45035611540.2,372950681.4,688633083.0,45220462336.8,295600887.0,,10943358962.4,57684857551.2,3230147586.6,7608364209.0,38667547481.4,,65045671002.0,57155272709.4,,,,,1351951387.2,102160261.8,5995113377.4,,,55007658478.8,,7995667096.8,-21326816527.2,295600887.0,,1329761685.6,10591490151.0,8032159400.4,45035611540.2,600932503.8,44662660858.8,,-1133237320.2,-11866543570.8,,,,678869283.6,59849014849.2,316046167.2,-11866543570.8,54647514.0,6581324521.8,-12245896099.8,,8490421382.4,1329761685.6,,3230147586.6,13723057260.0,,4724810832.6,23663836891.8,,,,27434350009.8,18939026059.2,,-12245896099.8,57684857551.2,,65045671002.0,54655062136.2,,,,,,,1120822400.0,,,2805848083.8,52799774902.2,-1457600491.8,,372950681.4,,7608364209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985996800,,,,,,,,,,,,,,,,,,1252696310.0,,,,,1094726157.0,1094726157.0,,,,,,,,,,,,,,,,,,,,,,0.873896,,,,,,,,,1094726157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252696310.0,,,,,,,,,6800869469.1,,,,,,,6800869469.1,,6800869469.1,,,,,,,,,,,,,,,,,,,,,,,,0.873896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,1125784006.1,,,,,65451679917.0,,,,,,1975228764.6,,,,123824799558.2,,1255299607.0,,34211440348.8,,,1094593747.0,1094593747.0,,,,,2424499109.5,,34251955445.5,,,,40515096.7,,,,,,6539174634.2,,,,,0.87379,,,,,,1069752313.5,63636469664.3,,1094593747.0,,,,32909732.7,779144741.7,5674262880.0,,,,4360973584.5,,,,,,,,,,,,,,,,,,,,59334470717.6,,,,,,,,,,,,,,257912773.3,1255299607.0,1329533361.0,14356397621.8,16025932087.1,37046397646.7,600823756.0,36676066020.1,,,3249763770.5,,,,,,,1313289295.5,,6800046886.1,-12244859240.9,,,,,,,,,,,,,29384514218.8,,1519303726.2,,58373119641.2,,75227780136.6,,,,0.87379,,,,,,424709979.2,4994550005.9,62982920895.7,,,370331626.6,,8488941962.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,,,,,,,,,,,,,,,,,1224512086.0,,,,,1130716370.4,1130716370.4,,,,,,,,,,,,,,,,,,,,,,0.923402,,,,,,,,,1130716370.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1224512086.0,,,,,,,,,7876168899.6,,,,,,,7876168899.6,,7876168899.6,,,,,,,,,,,,,,,,,,,,,,,,0.923402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,,717825429.12,-755366521.92,,7041326569.92,77946401280.0,,,127903877330.88,3.600634,,2498043089.28,4456727876.16,5497853719.68,,127903877330.88,,,-17104301345.28,36336483154.56,2498043089.28,-46124650508.16,1136797529.76,1136797529.76,5263310879.04,,13265854986.24,-17469000437.76,,,36477169124.16,18412867119.36,61680669438.72,,39933457.92,-2171481111.36,0.0,,36336483154.56,,7940690293.44,28916641376.64,717825429.12,43334606424.96,,,,,1041125843.52,8262227476.8,,1143070398.72,65393810500.8,,1136797529.76,,1255299600.0,3.600634,,751989065.28,,,,75747834290.88,,826276555.2,,1143070398.72,11077784602.56,36477169124.16,,43538437588.8,203831163.84,150114702.72,,43286080.32,,13525538355.84,49957476050.88,4456727876.16,6992270667.84,-26303466750.72,,96073509077.76,61680669438.72,,,,,1917551007.36,39933457.92,44716333870.08,,,77946401280.0,,11599013909.76,-28546785040.32,43286080.32,,1331363606.4,13265854986.24,0.0,43538437588.8,826276555.2,43334606424.96,,19834279.68,-16213116309.36,,,,751989065.28,8743399154.88,0.0,-16213116309.36,-72300750.72,7916228622.48,-20325674786.88,,7940690293.44,1331363606.4,,4456727876.16,19861241386.56,,4268103545.28,29392655810.88,,,,28916641376.64,25124552265.6,,-20325674786.88,49957476050.88,,96073509077.76,65393810500.8,,,,,,,1255299600.0,,,7041326569.92,75747834290.88,-1523473008.96,,203831163.84,,6992270667.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,,,,,,,,,,,,,,,,,,1258094357.0,,,,,1124366400.0,1124366400.0,,,,,,,,,,,,,,,,,,,,,,0.893706,,,,,,,,,1124366400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258094357.0,,,,,,,,,8986663800.0,,,,,,,8986663800.0,,8986663800.0,,,,,,,,,,,,,,,,,,,,,,,,0.893706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,1584207838.8,,,,,82097445136.2,,,,,,2955777598.5,,,,113193182802.6,,1255299607.0,,22401162459.6,,,1124259463.2,1124259463.2,,,,,3013357950.0,,22539429707.1,,,,41715786.6,,,,,,6266709813.0,,,,380129525.1,0.893674,,,,,,1622343971.1,48629165509.2,,1124259463.2,,,,21048036.6,1026980497.5,7399211574.9,,,,5683788324.9,,,,,,,,,,,,,,,,,,,,63847383729.9,,,,,,,,,,,,,,19758369.0,1255299607.0,1329597693.0,14278654038.6,-16534.2,24274603059.0,825180586.5,24061088667.3,,,4385853624.9,,,,,,,1715423250.0,,8983419413.7,-20298714923.1,,,,,,,,,,,,,26089735802.1,,1488102801.3,,31095737666.4,,99891815723.4,,,,0.893674,,,,,,363843338.1,9280505919.3,79593100800.3,,,213514391.7,,5544371950.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,,,,,,,,,,,,,,,,,1254371634.0,,,,,1154850847.02,1154850847.02,,,,,,,,,,,,,,,,,,,,,,0.920661,,,,,,,,,1154850847.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254371634.0,,,,,,,,,11269632531.96,,,,,,,11269632531.96,,11269632531.96,,,,,,,,,,,,,,,,,,,,,,,,0.920661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,,1139634995.52,19610051327.04,,11171608361.28,117779785490.88,,,149188302787.2,3.640451,,4326265335.36,4565013440.64,6316953179.52,,149188302787.2,,,-14552864.64,37677416221.44,4326265335.36,-5164843117.44,1162353440.52,1162353440.52,7321986594.24,,16099714946.88,-8095945683.84,,,37791206709.12,14430150382.08,66231875041.92,,12508178.88,-2620219272.0,0.0,,37677416221.44,,15343371611.52,44599099701.12,1139634995.52,19254234614.4,,,,,1751939738.88,12638219238.72,,7126027884.48,82390306410.24,,1162353440.52,,1255299600.0,3.640451,,3229154836.8,,,,107461705124.16,,1259244973.44,,7126027884.48,13051254040.32,37791206709.12,,19428132240.96,173897626.56,54146921.28,,2365676590.08,,19960205832.96,31408517296.32,4565013440.64,12016378147.2,-3978585975.36,,138292536607.68,66231875041.92,,,,,1474102539.84,12508178.88,18408736357.44,,,117779785490.88,,14944550273.28,-21147199724.16,2365676590.08,,1331065595.52,16099714946.88,0.0,19428132240.96,1259244973.44,19254234614.4,,-16349208.0,-21908747268.96,,,,3229154836.8,-11864996898.24,-1393109805.12,-21908747268.96,-1276306096.32,11336377968.48,-30830831483.52,,15343371611.52,1331065595.52,,4565013440.64,26197664610.24,,7047460627.2,40567111831.68,,,,44599099701.12,33519651204.48,,-30830831483.52,31408517296.32,,138292536607.68,82390306410.24,,,,,,,1255299600.0,,,11171608361.28,107461705124.16,-5329038834.24,,173897626.56,,12016378147.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,3076441997.1,,,,,117003107199.2,,,,,,5723380459.6,,,,145953056028.0,-133038148.65,1255299607.0,,33648899947.75,,,1285894708.4,1285894708.4,,,,,6314986727.5,4079381260.35,33757707951.35,,,,9668879.2,,,,,-9958614.45,14872251111.05,,,,579031758.05,1.019868,-3518528319.7,12200709986.75,,,,7267859739.55,77443889608.55,0.0,1285894708.4,,,,6498347.75,2765390510.85,12908003400.9,,,,10394376266.0,,,,,,,,,,,,,,,,,,,,67938470758.45,,2299670070.0,464511830.95,,,,,39263265.45,,,,,,2250224680.05,1255299607.0,1331374864.5,19479554831.35,2445464847.8,12368119014.2,1259537078.8,12200709986.75,14433509161.05,,6593008395.25,,-5848388802.75,,,,,2513627134.9,,15984445398.0,-30831092191.1,-4429613230.55,,,,,,,,,,,5715350654.1,43686181657.2,,2016507671.1,,28949948828.8,,137634914285.35,,,,1.019868,,-2232790896.15,-485091311.85,,-744445751.35,730612962.7,12865404041.0,106803822094.25,,,167409027.45,,9334375714.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,2881847525.05,,,,,117404779593.5,,,,,,4365540349.55,,,,141203939320.05,691506982.1,1255299607.0,,30137225936.25,,,1099379710.75,1099379710.75,,,,,7236427604.0,7204283547.55,30247565397.6,,,,9826164.05,,,,,-73899045.05,16441771794.75,,,,440314798.5,0.875828,-4295002233.4,10209185772.35,,,,6870243638.75,72857388879.2,-1979438115.4,1099379710.75,,,,-16481796.65,1876640048.7,13100967077.4,,,,11336479404.9,,,,,,,,,,,,,,,,,,,,67782543525.05,,664015245.95,888758740.3,,,,,45836116.55,,,,,,2227633608.7,1255299607.0,1331374864.5,16633278516.85,1339735796.0,12115089081.3,12668955263.35,11913954870.75,12200709986.75,,8968771220.05,,-4896086983.05,,,,,1764487672.5,,15982814602.45,-30831092191.1,-3284124224.3,,,,,,,,,,,5587593965.15,42609823481.6,,1334934469.0,,23799159726.55,,138312720929.2,,,,0.875828,,-1991532492.55,-3033884027.95,,-1378212637.2,235554758.25,1300066901.2,107481628738.1,,,201134210.55,,9534773170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,3710084710.7,,,,,116937378688.2,,,,,,5834506345.2,,,,143183269819.5,423278365.8,1255299607.0,,29580594852.1,,,1399934502.8,1399934502.8,,,,,7401866431.75,5782569232.1,29690545240.4,,,,9834442.2,,,,,-206953.75,16351043270.75,,,,450000234.0,1.124173,-3777998653.3,10628167778.3,,,,6114771391.6,73440460374.45,724131171.25,1399934502.8,,,,-12408946.85,2080108697.55,13871315160.1,,,,11515527511.25,,0.0,,,,,,,,,,,,,,,,,,69182478027.85,,642218877.0,-203476927.0,,,,,0.0,,,,,,2202906774.65,1255299607.0,1331374864.5,18722799470.95,1000671050.15,10810212574.95,1300066901.2,10628167778.3,10209185772.35,,8138356880.95,,-4423230776.9,,,,,2355787648.85,,17581399870.8,-30831092191.1,-649528483.45,,,,,,,,,,,4846509142.7,43749915134.05,,1927815572.0,,26245891131.3,,138687191322.6,,,,1.124173,,418982005.95,-3008494941.9,,-854280245.55,527881069.2,14068889766.15,107856099131.5,,,182044796.65,,8676072392.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,4224853190.3,,-778204047.05,,14081513944.9,127594710388.95,,,149838008379.3,3.360598,,5471550858.45,4217096563.75,6105475029.15,-1255298666.0,149838008379.3,399263452.65,,-87955343.75,36212808565.75,5471550858.45,-19051309575.55,431887641.8,431887641.8,8514052440.55,,17098427765.35,1381010651.9,7890500791.8,5155656654.45,36315805308.05,9169938543.2,69615524610.65,,3278147.4,-3884513609.35,0.0,,36212808565.75,-3890730.5,18198519397.0,43906678460.6,,9219938569.2,466672428.1,,-7459780369.15,9169938543.2,1888378465.4,22221890694.45,,5849423571.5,80222483768.65,-724122893.1,431887641.8,,1256868300.0,3.360598,-632814898.6,2169355432.7,13862846612.65,,,118104912407.9,11982696628.35,1719330364.25,0.0,5849423571.5,22565268356.45,36315805308.05,,10132737057.1,912798487.9,3971591469.2,1158941.0,3315473578.35,,30735943135.0,22243297990.35,4217096563.75,8609731298.25,-5263562339.7,,155616777940.55,69615524610.65,,-4384108240.0,113509992.8,,1936019218.65,3278147.4,14433509161.05,3886492087.2,,127594710388.95,,28843781555.05,-21184257704.55,3315473578.35,,1331391420.8,17098427765.35,0.0,10132737057.1,1719330364.25,9219938569.2,10628167778.3,-655207294.35,7035806638.75,,-6016551141.85,,2169355432.7,-8777521120.6,-724131171.25,1880149984.3,1263303637.05,18087699802.95,-37511865532.65,-414255182.3,18198519397.0,1331391420.8,,4217096563.75,45229079810.5,,13893227423.15,67636359674.2,,,6415814594.5,43906678460.6,53743132251.05,826217317.05,-37511865532.65,22243297990.35,,155616777940.55,80222483768.65,,,,,-1458220956.95,-42251677.6,1255301000.0,-907574975.25,394329675.25,14081513944.9,118104912407.9,-6569721959.3,,912798487.9,,8609731298.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,4335416161.7,,,,,125494783800.3,,,,,,6614142512.2,,,,153074260062.15,2276201514.75,1255824069.0,,39680037189.9,,,1397310329.25,1397310329.25,,,,,8197694660.15,6098173700.85,39779341877.3,,,,1746689.65,,,,,-165563.0,15033592254.55,,,,499238670.2,1.1101,-2869273015.2,12240892126.85,,,,5038694673.1,82006118802.1,0.0,1397310329.25,,,,2839405.45,2121201434.15,15257549324.65,,,,12758930475.7,,,,,,,,,,,,,,,,,,,,71068141260.05,,8278.15,48153998.55,,,,,,,,,,,3272601039.5,1255824069.0,1332285461.0,17262161294.2,-8278.15,13203856203.75,1719330364.25,12290892152.85,9169938543.2,,8596792549.8,,-3308577879.4,,,,,2498618848.95,,19592965486.35,-37511865532.65,355447204.7,,,,,,,,,,,5584779394.15,42226776924.8,,2025241119.35,,27579476261.85,,154407224331.45,,,,1.1101,,3070953583.65,-3084728425.25,,-561349629.65,627930790.1,15478815996.0,116895358798.8,,55306320.15,912964050.9,,9931023376.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,4291020443.25,,,,,125134055135.9,,,,,,6077883955.2,,,,147215556684.5,1792691329.55,1255996233.0,,30867002805.8,,,1404959339.85,1404959339.85,,,,,8297330473.55,6201468456.55,30967019414.1,,,,1581126.65,,,,,,19531442275.55,,,,480728726.8,1.120034,-5531666783.75,8548290868.95,,,,4787825337.35,75989311037.6,-1256151315.45,1404959339.85,,,,21241732.9,2023734496.05,15395008005.4,,,,12921521619.85,,,,,,,,,,,,,,,,,,,,71226245646.9,,268667358.25,97466938.1,,,,,,,,,,,3229728500.65,1255996233.0,1332326851.75,16242276657.9,-16556.3,9261337597.35,1719322086.1,8597446523.65,12240892126.85,,8674954842.1,,-5617867159.7,,,,,2473486385.55,,19686028448.65,-37511865532.65,-5571492963.4,,,,,,,,,,,7410558489.25,45022291623.5,,2036168277.35,,22081501548.6,,154448995876.35,,,,1.105133,,-3692609536.05,-441531686.55,,-1448949428.95,631217215.65,15635264752.85,116937130343.7,,1663908.15,663891073.7,,9248572690.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,4492907965.45,,,,,125428980785.95,,,,,,6334084419.55,,,,148038769033.1,-354611111.55,1256069382.0,,28704352674.6,,,1192202606.7,1192202606.7,,,,,8479946462.55,5975276285.95,28894874296.85,,,,5273181.55,,,,,,18823403827.9,,,,428808170.0,0.950332,-4446674497.7,5509324056.9,,,,5078529130.9,75617191638.8,0.0,1192202606.7,,,,-3220200.35,3130009905.75,15342375527.7,,,,13208367795.5,,0.0,,,,,,,,,,,,,,,,,,72421577394.3,,225918991.65,-1100894612.2,,,,,-240066.35,,,,,,3186855961.8,1256069382.0,1332393076.95,18915523081.1,-8278.15,6188604211.45,1719330364.25,5524473071.4,8548290868.95,,8109284018.15,,-4686997470.35,,,,,2134007732.2,,19835283493.15,-37511865532.65,-2924678673.15,,,,,,,,,,,4332386358.8,46722317341.95,,1723568777.05,,22609788247.15,,154586280715.95,,,,0.950332,,-3038966812.05,-3371591157.2,,-1018030330.7,531366170.35,16827467359.55,117074415183.3,,3129140.7,664131140.05,,8983390432.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,5318752765.75,1355182823.9,-533667496.05,,16783046806.65,127777069755.3,,,145629272747.05,3.49073,,5229986163.3,4386997314.35,6466625879.2,-1256159593.6,145629272747.05,943940888.2,,,26137199021.8,5229986163.3,-18958610851.85,384884306.1,384884306.1,7956146521.3,,15430570937.8,4658222620.95,8844110559.2,6908902599.25,26695080106.6,4629555387.5,72810493159.45,,2582782.8,-3884008642.2,-8278.15,,26137199021.8,,20952924802.8,46123699481.0,1355182823.9,4655465997.0,298162406.7,,-6110996555.2,4629555387.5,2079628564.85,25183821042.6,,5736393711.4,72818779587.6,-8278.15,384884306.1,,1260724100.0,3.480714,56730161.95,3114637381.2,14805562334.65,,66341094.1,118904118121.5,13930388038.5,2148635223.25,0.0,5736393711.4,23819308743.65,26695080106.6,,5317494486.95,662028489.95,250769997.95,64122549.9,3136557922.4,,33139967563.9,17852202991.75,4386997314.35,8385020916.5,-4540383155.7,,174360678415.85,72810493159.45,,-1028262124.1,15372524.55,,1688419752.15,2582782.8,9169938543.2,2110928.25,,127777069755.3,,33918709690.7,-19161086122.7,3136557922.4,,1332484136.6,15430570937.8,-8278.15,5317494486.95,2148635223.25,4655465997.0,5509324056.9,95993427.4,7784076895.4,,-5547643613.25,,3114637381.2,-9401081047.5,0.0,875174296.15,-939901151.0,20124315100.4,-55456560294.35,-1260356615.65,20952924802.8,1332484136.6,,4386997314.35,52981799073.7,,18393709895.85,79331655490.85,,,6491584501.45,46123699481.0,60937945595.0,670720547.45,-55456560294.35,17852202991.75,66341094.1,174360678415.85,72818779587.6,,,,,-879760391.25,-817194133.55,1256124200.0,-855679252.9,285836241.35,16783046806.65,118904118121.5,-7715045402.55,4023180.9,662028489.95,,8385020916.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
