,quarterlyCashDividendsPaid,trailingFreeCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,annualOtherCurrentAssets,annualTotalRevenue,annualCostOfRevenue,trailingResearchAndDevelopment,annualAccountsPayable,quarterlyDilutedEPS,annualResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,trailingTotalRevenue,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,annualEndCashPosition,annualTaxProvision,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyTotalNonCurrentAssets,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualNetIncomeContinuousOperations,quarterlyFreeCashFlow,annualCashAndCashEquivalents,annualDilutedAverageShares,annualPretaxIncome,annualCurrentDebt,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualNetIncome,trailingEndCashPosition,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,annualDilutedEPS,trailingSaleOfInvestment,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyGrossProfit,annualSellingGeneralAndAdministration,annualCurrentAssets,annualAccountsReceivable,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCurrentAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentAssets,annualStockholdersEquity,trailingPretaxIncome,annualLongTermDebt,quarterlyOtherCurrentAssets,annualTotalAssets,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,annualCurrentLiabilities,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyInventory,annualRetainedEarnings,annualNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualEbitda,quarterlyChangeInInventory,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualSaleOfInvestment,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyCostOfRevenue,annualNetPPE,annualTotalNonCurrentAssets,annualOtherIntangibleAssets,quarterlyPretaxIncome,annualGrossProfit,quarterlyOperatingExpense,quarterlyCashAndCashEquivalents,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,trailingGrossProfit,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyStockholdersEquity,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,annualChangeInInventory,quarterlyPurchaseOfBusiness,annualBasicEPS,quarterlyBasicEPS,annualGrossPPE,quarterlyCurrentDebt,quarterlyCapitalExpenditure,annualOtherNonCashItems,trailingChangeInCashSupplementalAsReported,quarterlyNetOtherFinancingCharges,annualPurchaseOfBusiness,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,trailingOperatingExpense,annualInvestingCashFlow,quarterlyGrossPPE,quarterlySaleOfInvestment,annualCapitalExpenditure,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,trailingCapitalExpenditure,trailingSellingGeneralAndAdministration,annualOperatingExpense,trailingPurchaseOfBusiness,trailingPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,quarterlyAccountsPayable,trailingNetIncome,quarterlyOperatingIncome,trailingInterestExpense,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyNetPPE,quarterlyTaxProvision,annualRepaymentOfDebt,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,annualBasicAverageShares,annualInterestExpense,quarterlyChangeInCashSupplementalAsReported,annualInventory,annualGoodwill,annualNetOtherFinancingCharges,annualCurrentDeferredRevenue,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,quarterlyCurrentAccruedExpenses,trailingCommonStockIssuance,trailingOtherIncomeExpense,trailingChangeInAccountPayable,annualStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,trailingOtherNonCashItems,annualInvestmentsAndAdvances,trailingRepurchaseOfCapitalStock,annualIncomeTaxPayable,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,trailingBasicEPS,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingDepreciationAndAmortization,trailingChangeInInventory,annualOtherIncomeExpense,trailingDeferredIncomeTax,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingOperatingCashFlow,trailingBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyAccumulatedDepreciation,annualAccumulatedDepreciation
1498780800,-2842191008.0,,,,61451895790.0,,,,,,,,,9023748316.0,1483871074.0,,,,37060923082.0,,,19813462540.0,18268939137.0,76259349698.0,,-7100000000.0,,,1622080831.0,,,,,,286955445.0,,,,4563505758.0,,113320272780.0,,,,,4776633158.0,4563505758.0,6366826466.0,,,,28837210856.0,,8356927363.0,501039114.0,,,,689666173.0,,,81142523.0,,632273096.0,493647906.0,5449227060.0,,,,,,,-1538241010.0,6969718744.0,,,,11902112671.0,,,,6257627553.0,,1465078691.0,20785359188.0,,379865508.0,,20785359188.0,5299302579.0,,8735034968.0,-499110003.0,,80383019939.0,,,,-13949180.0,,,,1039670161.0,-1226019856.0,,,73738568.0,,,,296057721.0,7581155452.0,,,64056745259.0,6704895271.0,,,,6878862589.0,,,,,,,286955445.0,,,,,,4114239306.0,,4901747775.0,,,,,6553685274.0,,,64056745259.0,1480994395.0,,,,,,,-1765316224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,-71096197.0,,,,64543826014.0,,,,,,,0.58,,9903623108.0,1756513034.0,,,,40265007784.0,,,20803812096.0,18130709688.0,76261461160.0,,-8500000000.0,,,3488332339.0,,,,,,291358050.0,,,,3091930226.0,,116526468944.0,,,,5330914183.0,3194940545.0,3091930226.0,5903139228.0,,,,30707435204.0,,9186271554.0,585253689.0,,,,507795671.0,,,136368673.0,,769852717.0,493647906.0,5020041482.0,,,,,,,-4252646077.0,4923319230.0,,,,12227570460.0,,,,4131139869.0,,1825974775.0,20735221063.0,,425993504.0,,20735221063.0,5299302579.0,,6969718744.0,-206881300.0,,83404674172.0,,5330914183.0,,-118562177.0,,0.58,,967664200.0,-273954273.0,,,-1729548232.0,,,,102599715.0,7863265980.0,,,63520812225.0,4500000000.0,,,,6371218839.0,,,,,,,291358050.0,,,,,,4412477647.0,,4077164453.0,,,,,4233739584.0,,,63520812225.0,936199324.0,,71826400.0,,,,,-2046399514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,-360163342.0,,9064174320.0,18944307649.0,70589842409.0,,405692619.0,75310819763.0,48887730288.0,,4986281006.0,,,9064174320.0,2319648902.0,,,30178477236.0,45952855292.0,10428931906.0,4800022157.0,21114302916.0,25272193782.0,76189729304.0,595570463.0,-21400000000.0,,16428733895.0,7177172833.0,24759779144.0,5302565254.0,21228756052.0,934810900.0,-3340635013.0,339285112.0,15854670109.0,,13706891616.0,6046016393.0,,122142584596.0,,2.99,,,6176266579.0,6046016393.0,10192642301.0,7031620486.0,45952855292.0,1059713200.0,30178477236.0,392147311.0,8358942229.0,392147311.0,89406295319.0,,8358942229.0,405692619.0,122142584596.0,4833176173.0,199213176.0,21114302916.0,1059713200.0,493647906.0,4705200427.0,70589842409.0,15854670109.0,,,26745920070.0,,315266539.0,10428931906.0,43143643210.0,2306632.0,175495409.0,15079551481.0,63361351325.0,76189729304.0,7976125778.0,7893079323.0,26423089475.0,2479791654.0,24759779144.0,5299302579.0,365946979.0,17363026840.0,24762085776.0,5299302579.0,,4923319230.0,-2861234261.0,,89406295319.0,24762085776.0,,-139538739.0,-89433874.0,2.99,,63361351325.0,934810900.0,-1376523983.0,202939818.0,,-241241388.0,-489783316.0,5799566696.0,339285112.0,505989448.0,7976125778.0,,-5202647658.0,63361351325.0,22900020212.0,-3656135224.0,,,4685265140.0,-44900000000.0,,,7478781826.0,,,339285112.0,,,,,339285112.0,4986281006.0,,7712850647.0,,365946979.0,,4629365210.0,8399068771.0,4685265140.0,,63361351325.0,1716812744.0,-3951725564.0,20677201.0,2306632.0,-1853852909.0,5302565254.0,683987845.0,5505612676.0,4705200427.0,493647906.0,-1897925912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,-329972377.0,,,,75367912338.0,,,,,,,0.9,,8595481622.0,1492063180.0,,,,48768748598.0,,,18887722581.0,18766521999.0,75633219005.0,,-3500000000.0,,,2179059336.0,,,,,,,,,,4778069929.0,,124401967603.0,,,,5308966588.0,4902083267.0,4778069929.0,7741630356.0,,,,27483204203.0,,7867101297.0,394321159.0,,,,316941054.0,,,171259685.0,,1028577614.0,493647906.0,5610527819.0,,,,,,,1841886856.0,14376782271.0,,,,11024891643.0,,,,6311993557.0,,1583999233.0,26217144765.0,,351040046.0,,26227120015.0,5299302579.0,,10428931906.0,-808661874.0,,94110482819.0,,5308966588.0,,,,0.9,,827519838.0,-874965453.0,,,142230129.0,,,,58954206.0,8015701447.0,,,62685167069.0,6043857535.0,,,,4639377056.0,,,,,,,377340279.0,,,,,,4590694718.0,,6157631123.0,,,,,6370947763.0,,,62685167069.0,1409910290.0,,142563283.0,9975250.0,,,,3947850365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,-6069341070.0,,,,77172768662.0,,,,,,,,,7358436246.0,1767937642.0,,,,48231378939.0,,,18020858839.0,26975725155.0,76095517237.0,,-9500000000.0,,,8016610347.0,,,,,,,,,,8164019419.0,,124326896176.0,,,,,8407798796.0,8164019419.0,12488901207.0,,,,25379295085.0,,6628881559.0,381520496.0,,,,432954773.0,,,106601112.0,,1106374690.0,493647906.0,5527849905.0,,,,,,,-2909935328.0,11100201098.0,,,,14486823948.0,,,,10873663639.0,,2000527887.0,24946674645.0,,346343749.0,,24978966157.0,5299302579.0,,14376782271.0,-3260143124.0,,95918402789.0,,,,,,,,958422903.0,-875851314.0,,,-23718859.0,,,,193528858.0,8130670966.0,,,62943876770.0,7537581066.0,,,,5343922968.0,,,,,,,383210938.0,,,,,,1106374690.0,,10488373320.0,,,,,11067192497.0,,,62943876770.0,2465864843.0,,71987.0,32291512.0,,,,-3276581173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,-289871817.0,,,,84946804842.0,,,,,,,1.47,,7398193913.0,2094082555.0,,,,62049147017.0,,,24136069581.0,32049804652.0,76566574611.0,,-13000000000.0,,,7829535009.0,,,,,,,,,,7774036180.0,,138615721628.0,,,,5288459986.0,7993344462.0,7774036180.0,11965454104.0,,,,31534263494.0,,6679498102.0,335053235.0,,,,445590410.0,,,141691291.0,,1117461929.0,514398098.0,6468809955.0,,,,,,,-1487648546.0,18386587383.0,,,,20084350548.0,,,,10284755163.0,,2228304257.0,31233060930.0,,342257431.0,,31263274946.0,5299302579.0,,11100201098.0,-25770000.0,,103640855089.0,,5288459986.0,,-342262103.0,,1.47,,1060036062.0,-862220103.0,,,195961242.0,,,,132224112.0,8365897484.0,,,63142806741.0,12568409615.0,,,,8562645066.0,,,,,,,376438380.0,,,,17130720.0,,6418677690.0,,9737149847.0,,,,,10416979275.0,,,63142806741.0,2291410701.0,,203962827.0,30214016.0,,,,7286386285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,-242458556.0,,6977518056.0,38932011019.0,94044964143.0,,419572589.0,128402625696.0,81230031437.0,,6395728639.0,,70967313.0,6977518056.0,2131378632.0,,,33129478712.0,72052959822.0,9857671783.0,8993181439.0,26151960656.0,50610573890.0,77494392217.0,964632849.0,-22548596980.0,,30636014460.0,13285240454.0,37619107062.0,5295610094.0,39629195899.0,1376933268.0,-6931643820.0,,29814284829.0,,31310445146.0,9098159301.0,,149547352039.0,,5.63,,,9332787935.0,9098159301.0,14976608592.0,7485462009.0,72052959822.0,1232637935.0,33129478712.0,369819251.0,6105332485.0,369819251.0,112688915670.0,,6105332485.0,419572589.0,149547352039.0,4953412827.0,545080761.0,26151960656.0,1232637935.0,514398098.0,6022717523.0,94044964143.0,29814284829.0,,,45065990379.0,,-23114000029.0,9857671783.0,27203861551.0,25140194.0,181903065.0,35633965298.0,63778863832.0,77494392217.0,8371835258.0,12158783540.0,47172594259.0,2427751863.0,37619107062.0,5299302579.0,466296761.0,36058966899.0,37644247256.0,5299302579.0,,18386587383.0,-1137690002.0,,112688915670.0,37644247256.0,,-1238757163.0,-58382762.0,5.63,,63778863832.0,1376933268.0,-2135484883.0,-506300247.0,,-167628766.0,-591295245.0,10428931906.0,,285610248.0,8371835258.0,,-25669697047.0,63778863832.0,1054013335.0,-4748521753.0,,,6064339730.0,-48548596980.0,,,8240583240.0,,,405888810.0,,,,25492978.0,405888810.0,6395728639.0,,12548856729.0,,466296761.0,,-571260123.0,12444393788.0,6064339730.0,,63778863832.0,2825995605.0,-5232265000.0,-164695032.0,25140194.0,1523678020.0,5295610094.0,483381653.0,-8528915600.0,6022717523.0,514398098.0,146843746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,-74031738.0,,,,100126224714.0,,,,,,,1.15,,8140084148.0,1887026175.0,,,,74642265089.0,,,21536915674.0,30500532480.0,77686775858.0,,-9000000000.0,,,3021028335.0,,,,,,56072639.0,,,,6081260571.0,,152329040947.0,,,,5288052670.0,6203873382.0,6081260571.0,9403892123.0,,,,29676999822.0,,7196335210.0,416157429.0,,,,346424973.0,,,-14713856.0,,1171010680.0,514398098.0,6496927633.0,,,,,,,5174633189.0,20762210530.0,,,,21096640357.0,,,,8026670949.0,,2006924352.0,41005005934.0,,480594563.0,,41022648265.0,5299302579.0,,9857671783.0,-720500000.0,,118814526636.0,,5288052670.0,,-24400931.0,,1.15,,1715946218.0,-1991364487.0,,,29964720.0,,,,266766693.0,8609018315.0,,,63517507602.0,16122644662.0,,,,5158523525.0,,,,,,,407081736.0,,,,15623484.0,,6234839706.0,,7396967771.0,,,,,8293437642.0,,,63517507602.0,1822797567.0,,29977450.0,17642331.0,,,,10904538747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,-8898142594.0,,,,100348845157.0,,,,,,,,,8199476800.0,2261110849.0,,,,73619643622.0,,,20710690093.0,41143293322.0,78502978757.0,,-19000000000.0,,,8288919293.0,,,,,,35732540.0,,,,9178441802.0,,152122622379.0,,,,,9414605565.0,9178441802.0,13841423884.0,,,,28910166893.0,,7185455691.0,442229316.0,,,,512517216.0,,,426978177.0,,1270295712.0,514398098.0,6900352919.0,,,,,,,-4750896824.0,15770133885.0,,,,27301869438.0,,,,12309329693.0,,2404366708.0,36098012795.0,,555001194.0,,36111917252.0,5299302579.0,,20762210530.0,-1827579471.0,,119019967179.0,,,,-124817915.0,,,,1875824058.0,-1203011580.0,,,322861420.0,,,,-31957868.0,8624444284.0,,,64007581492.0,15151164718.0,,,,4209555656.0,,,,,,,423287375.0,,,,7708147.0,,5972600467.0,,11437057176.0,,,,,12277371825.0,,,64007581492.0,2894724128.0,,335601695.0,13904457.0,,,,-4992076645.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,-73619032.0,33274988057.0,,,108904790588.0,,,,,65649308.0,,1.61,,8453455271.0,2328839268.0,110483732654.0,161366956697.0,,85401764466.0,,,25674214591.0,39112557005.0,80866456107.0,,-14500000000.0,9924274965.0,,8679799975.0,,,,,,,,17688693274.0,,8555945431.0,41629468509.0,166268220573.0,,,39066181445.0,5314251820.0,8774125645.0,8555945431.0,12661299444.0,,,,34127669862.0,,7409127238.0,486910357.0,,43649667492.0,,446030471.0,,,223689061.0,,996037212.0,514398098.0,6391074956.0,,,1181034143.0,32913807105.0,,,-10346767696.0,17697873600.0,,,,26451257561.0,,,,11154883310.0,,2414712611.0,44549439662.0,,595292115.0,,44564909211.0,5299302579.0,50883224043.0,15770133885.0,-780364461.0,-4466133934.0,127609387722.0,,5314251820.0,,0.0,,1.61,,2721876519.0,-2831350730.0,,-688713783.0,139477152.0,,,,327702199.0,10046501756.0,9253755534.0,,64892244137.0,6738358730.0,,,-33037031360.0,5607869283.0,,-8161211680.0,8608354924.0,,-207601608.0,-65048596980.0,430558981.0,33725392527.0,18386587383.0,,16824699.0,,6846404778.0,32913807105.0,10246586833.0,1243035213.0,,-9288251920.0,,11482585509.0,,324674526.0,64892244137.0,2380757665.0,,,15469549.0,,,,1927739715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
