date,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyOtherNonCurrentAssets,annualPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCashItems,quarterlyDilutedAverageShares,annualStockholdersEquity,quarterlyCapitalExpenditure,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,annualBasicEPS,annualLongTermDebt,annualDepreciationAndAmortization,trailingPretaxIncome,trailingCashDividendsPaid,trailingStockBasedCompensation,trailingPurchaseOfBusiness,annualTotalAssets,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,annualRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyNetPPE,annualStockBasedCompensation,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyGoodwill,trailingChangeInInventory,annualInventory,quarterlyInventory,quarterlyTaxProvision,quarterlyLongTermDebt,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyBasicEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,annualCapitalStock,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualSaleOfInvestment,annualCommonStockIssuance,annualGoodwill,annualOtherIntangibleAssets,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualOperatingIncome,annualChangeInAccountPayable,annualAccountsPayable,trailingRepaymentOfDebt,quarterlyCapitalStock,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,annualOtherIncomeExpense,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingTotalRevenue,annualEbitda,quarterlyBeginningCashPosition,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,annualDilutedEPS,quarterlyTotalNonCurrentAssets,trailingEndCashPosition,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualNetOtherInvestingChanges,annualGrossPPE,annualCashAndCashEquivalents,quarterlyCurrentDebt,trailingChangeInCashSupplementalAsReported,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,annualPretaxIncome,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,quarterlyGrossPPE,annualSellingGeneralAndAdministration,quarterlyGrossProfit,trailingOperatingExpense,annualAccumulatedDepreciation,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,trailingDeferredIncomeTax,trailingCapitalExpenditure,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,annualChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyTotalRevenue,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingBeginningCashPosition,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyEbitda,quarterlyStockBasedCompensation,annualDilutedAverageShares,trailingNetIncomeCommonStockholders,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyBasicAverageShares,trailingRepurchaseOfCapitalStock,annualInterestExpense,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,annualGrossProfit,quarterlyOperatingExpense,trailingFreeCashFlow,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,annualTotalNonCurrentAssets,trailingChangeInAccountPayable,quarterlyStockholdersEquity,annualChangeInWorkingCapital,quarterlySellingGeneralAndAdministration,annualOtherCurrentAssets,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,annualChangeInInventory,annualBasicAverageShares,trailingTaxProvision,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,annualPurchaseOfBusiness,annualBeginningCashPosition,trailingDepreciationAndAmortization,annualCashDividendsPaid,annualCostOfRevenue,trailingOtherNonCashItems,annualNetIncome,annualCurrentDebt,annualFreeCashFlow,quarterlyCurrentDeferredRevenue,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
2002-03-31,,651000000.0,651000000.0,,691000000.0,,3904000000.0,,-93000000.0,,1805555556.0,,-187000000.0,280000000.0,,,,,,,,,,,,,-9000000.0,7026000000.0,,2447000000.0,,,,,1407000000.0,304000000.0,2276000000.0,1054000000.0,198000000.0,1462000000.0,,,0.37,325000000.0,,,,,2318000000.0,,,,,,,230000000.0,,,,,42000000.0,,,,,,,,1008000000.0,,2062000000.0,,,683000000.0,,,,15851000000.0,,-106000000.0,,,,,779000000.0,,31000000.0,504000000.0,0.0,,,,,22611000000.0,,,650000000.0,4921000000.0,,,,12586000000.0,,2783000000.0,,,24000000.0,-14000000.0,,,0.36,13391000000.0,,,,,,,,983000000.0,,4531000000.0,5101000000.0,,0.0,-240000000.0,1000000.0,,,28000000.0,1008000000.0,,,,,,,1213000000.0,,,,,,1756756757.0,,,-256000000.0,-278000000.0,955000000.0,,6760000000.0,,1800000000.0,,-1780000000.0,67000000.0,,,9220000000.0,,1772000000.0,,,7801000000.0,,,5590000000.0,,,,,-5560000000.0,,4063000000.0,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,,888000000.0,888000000.0,,1265000000.0,,4016000000.0,,-98000000.0,,1810204082.0,,-319000000.0,437000000.0,,,,,,,,,,,,,29000000.0,7137000000.0,,2750000000.0,,,,,1599000000.0,412000000.0,2257000000.0,1389000000.0,144000000.0,1461000000.0,,,0.5,549000000.0,,,,,2812000000.0,,,,,,,259000000.0,,,,,30000000.0,,,,,,,,1557000000.0,,2946000000.0,,,1008000000.0,,,,16119000000.0,,-382000000.0,,,,,846000000.0,,43000000.0,946000000.0,0.0,,,,,24200000000.0,,,887000000.0,4966000000.0,,-1726000000.0,,12851000000.0,,3366000000.0,,,47000000.0,-8000000.0,,,0.49,14166000000.0,,,,,,,,1309000000.0,,5028000000.0,6178000000.0,,0.0,137000000.0,-6000000.0,,,27000000.0,1557000000.0,,,,,,,1568000000.0,,,,,,1774000000.0,,,-256000000.0,-617000000.0,1300000000.0,,8081000000.0,,2057000000.0,,12282000000.0,47000000.0,,,10034000000.0,,2023000000.0,,,7855000000.0,,,6311000000.0,,,,,-5714000000.0,,4133000000.0,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,,969000000.0,969000000.0,,1487000000.0,,4369000000.0,,-1601000000.0,,1792592593.0,,-301000000.0,476000000.0,,,,,,,,,,,,,97000000.0,7167000000.0,,2856000000.0,,,,,1463000000.0,445000000.0,2271000000.0,462000000.0,55000000.0,1617000000.0,,,0.55,260000000.0,,,,,2907000000.0,,,,,,,263000000.0,,,,,30000000.0,,,,,,,,1817000000.0,,2279000000.0,,,1557000000.0,,,,16514000000.0,,436000000.0,,,,,760000000.0,,42000000.0,1186000000.0,0.0,,,,,23793000000.0,,,968000000.0,4978000000.0,,-1729000000.0,,12981000000.0,,3469000000.0,,,473000000.0,-1289000000.0,,,0.54,14272000000.0,,,,,,,,1353000000.0,,5000000000.0,6376000000.0,,0.0,122000000.0,187000000.0,,,-49000000.0,1817000000.0,,,,,,,1616000000.0,,,,,,1760000000.0,,,-267000000.0,359000000.0,1414000000.0,,7279000000.0,,2116000000.0,,12943000000.0,66000000.0,,,9521000000.0,,2081000000.0,,,8036000000.0,,,6236000000.0,,,,,-5814000000.0,,4148000000.0,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,,805000000.0,805000000.0,-527000000.0,1184000000.0,,4452000000.0,-76000000.0,-1387000000.0,279000000.0,,9298000000.0,-630000000.0,492000000.0,,1.89,2187000000.0,1112000000.0,,,,,23474000000.0,1718000000.0,,13464000000.0,-61000000.0,7390000000.0,,2531000000.0,6052000000.0,,,1342000000.0,1342000000.0,394000000.0,2187000000.0,207000000.0,59000000.0,1718000000.0,2531000000.0,,,-179000000.0,,,30000000.0,,3460000000.0,833000000.0,456000000.0,,5219000000.0,207000000.0,1845000000.0,360000000.0,4954000000.0,,4998000000.0,,30000000.0,8124000000.0,25112000000.0,56000000.0,7390000000.0,-1672000000.0,,4627000000.0,1638000000.0,,1845000000.0,,6066000000.0,1817000000.0,1638000000.0,-3179000000.0,1.85,17061000000.0,,-24000000.0,,39000000.0,13395000000.0,1638000000.0,562000000.0,,62000000.0,554000000.0,0.0,4226000000.0,,,,23474000000.0,4868000000.0,,804000000.0,5219000000.0,,-1672000000.0,8661000000.0,13395000000.0,8523000000.0,3997000000.0,,-6005000000.0,289000000.0,-879000000.0,288000000.0,-2190000000.0,,14176000000.0,,,-1437000000.0,,4452000000.0,6413000000.0,,1309000000.0,,4998000000.0,7457000000.0,,0.0,294000000.0,106000000.0,,,33000000.0,1638000000.0,0.0,955000000.0,,3309000000.0,,492000000.0,1669000000.0,,1789000000.0,,,,,,178000000.0,-262000000.0,9000000.0,1199000000.0,,6413000000.0,13615000000.0,2688000000.0,,13464000000.0,99000000.0,17061000000.0,,9298000000.0,313000000.0,2647000000.0,0.0,,8124000000.0,14176000000.0,1555000000.0,6052000000.0,,-53000000.0,1753000000.0,,-6005000000.0,3313000000.0,4226000000.0,,683000000.0,,-1041000000.0,11497000000.0,,3313000000.0,562000000.0,3190000000.0,,,,,,,,,,,,,,
2003-03-31,,777000000.0,777000000.0,,422000000.0,,8799000000.0,,-796000000.0,,1724444444.0,,-305000000.0,689000000.0,,,,,,,,,,,,,4000000.0,7443000000.0,,2823000000.0,,,,,1446000000.0,344000000.0,2202000000.0,292000000.0,74000000.0,1710000000.0,,,0.45,-712000000.0,,,,,2534000000.0,,,,,,,256000000.0,,,,,30000000.0,,,,,,,,926000000.0,,1218000000.0,,,1638000000.0,,,,17051000000.0,,-91000000.0,,,,,241000000.0,,37000000.0,117000000.0,0.0,,,,,23238000000.0,,,776000000.0,809000000.0,,-1747000000.0,,13621000000.0,,2996000000.0,,,8000000.0,-298000000.0,,,0.45,13702000000.0,,,,,,,,1147000000.0,,4587000000.0,5530000000.0,,0.0,-528000000.0,-2000000.0,,,0.0,926000000.0,,,,,,,1403000000.0,,,,,,1724444444.0,,,-260000000.0,-347000000.0,1121000000.0,,6187000000.0,,1849000000.0,,13933000000.0,-73000000.0,,,9536000000.0,,1819000000.0,,,8185000000.0,,,5517000000.0,,,,,-6178000000.0,,4283000000.0,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,,1009000000.0,1009000000.0,,1277000000.0,,4558000000.0,,-439000000.0,,1737931034.0,,-273000000.0,907000000.0,,,,,,,,,,,,,84000000.0,7646000000.0,,3084000000.0,,,,,1640000000.0,445000000.0,2049000000.0,971000000.0,180000000.0,1688000000.0,,,0.59,-88000000.0,,,,,2992000000.0,,,,,,,280000000.0,,,,,30000000.0,,,,,,,,838000000.0,,1809000000.0,,,926000000.0,,,,17512000000.0,,-677000000.0,,,,,262000000.0,,37000000.0,1004000000.0,0.0,,,,,24746000000.0,,,1008000000.0,5308000000.0,,-1426000000.0,,14142000000.0,,3546000000.0,,,7000000.0,-177000000.0,,,0.58,14109000000.0,,,,,,,,1392000000.0,,4870000000.0,6538000000.0,,0.0,-30000000.0,-26000000.0,,,46000000.0,838000000.0,,,,,,,1672000000.0,,,,,,1708474576.0,,,-258000000.0,-942000000.0,1454000000.0,,7234000000.0,,2154000000.0,,14565000000.0,31000000.0,,,10637000000.0,,2119000000.0,,,8070000000.0,,,6039000000.0,,,,,-6496000000.0,,4347000000.0,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,1077000000.0,1077000000.0,,1828000000.0,,4567000000.0,,-672000000.0,,1735483871.0,,-266000000.0,891000000.0,,,,,,,,,,,,,127000000.0,7600000000.0,,3176000000.0,,,,,1440000000.0,482000000.0,2080000000.0,387000000.0,218000000.0,1911000000.0,,,0.63,1413000000.0,,,,,3116000000.0,,,,,,,280000000.0,,,,,30000000.0,,,,,,,,2251000000.0,,2638000000.0,,,838000000.0,,,,17360000000.0,,583000000.0,,,,,197000000.0,,38000000.0,1562000000.0,0.0,,,,,25281000000.0,,,1076000000.0,5193000000.0,,-1601000000.0,,14222000000.0,,3714000000.0,,,4000000.0,-580000000.0,,,0.62,14361000000.0,,,,,,,,1462000000.0,,4878000000.0,6830000000.0,,0.0,286000000.0,181000000.0,,,-46000000.0,2251000000.0,,,,,,,1742000000.0,,,,,,1707936508.0,,,-277000000.0,297000000.0,1559000000.0,,7921000000.0,,2252000000.0,,15285000000.0,-38000000.0,,,10920000000.0,,2218000000.0,,,8395000000.0,,,5966000000.0,,,,,-6622000000.0,,4421000000.0,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,,705000000.0,705000000.0,-2271000000.0,801000000.0,,5186000000.0,-981000000.0,-995000000.0,244000000.0,,11896000000.0,-501000000.0,611000000.0,,2.07,1702000000.0,1221000000.0,,,,,25327000000.0,1261000000.0,,15961000000.0,-98000000.0,7828000000.0,,2830000000.0,6415000000.0,,,1412000000.0,1412000000.0,153000000.0,1702000000.0,1181000000.0,217000000.0,1261000000.0,2830000000.0,,,-1431000000.0,,,30000000.0,,3737000000.0,31000000.0,689000000.0,,5383000000.0,1181000000.0,2001000000.0,405000000.0,4987000000.0,,5213000000.0,,30000000.0,7016000000.0,26971000000.0,117000000.0,7828000000.0,-1267000000.0,,4328000000.0,820000000.0,,2001000000.0,,6208000000.0,2251000000.0,820000000.0,-2902000000.0,2.05,18397000000.0,,-796000000.0,,-71000000.0,14755000000.0,820000000.0,591000000.0,,51000000.0,300000000.0,0.0,4075000000.0,,,,25327000000.0,4992000000.0,,705000000.0,5383000000.0,,-1267000000.0,9605000000.0,14755000000.0,9460000000.0,4336000000.0,,-6927000000.0,12000000.0,-890000000.0,-323000000.0,-1945000000.0,,13431000000.0,,,-1345000000.0,,5186000000.0,6930000000.0,,986000000.0,,5213000000.0,8073000000.0,,0.0,197000000.0,-476000000.0,,,-30000000.0,820000000.0,0.0,-818000000.0,,3565000000.0,,611000000.0,1391000000.0,,1739000000.0,,,,,,163000000.0,-275000000.0,-1279000000.0,858000000.0,,6930000000.0,14592000000.0,3350000000.0,,15961000000.0,324000000.0,18397000000.0,,11896000000.0,-75000000.0,3304000000.0,0.0,,7016000000.0,13431000000.0,1424000000.0,6415000000.0,,-49000000.0,1718000000.0,,-6927000000.0,3568000000.0,4075000000.0,,1638000000.0,,-1070000000.0,12379000000.0,,3568000000.0,591000000.0,2983000000.0,,,,,,,,,,,,,,
2004-03-31,,804000000.0,804000000.0,,712000000.0,,5161000000.0,,-623000000.0,,1747826087.0,,-182000000.0,639000000.0,,,,,,,,,,,,,39000000.0,7789000000.0,,3059000000.0,,,,,1489000000.0,337000000.0,1648000000.0,1131000000.0,431000000.0,1226000000.0,,,0.47,-47000000.0,,,,,2811000000.0,,,,,,,275000000.0,,,,,30000000.0,,,,,,,,773000000.0,,1904000000.0,,,820000000.0,,,,18351000000.0,,,,,,,460000000.0,,35000000.0,530000000.0,0.0,,,,,25503000000.0,,,804000000.0,5401000000.0,,-1206000000.0,,14912000000.0,,3320000000.0,,,52000000.0,-584000000.0,,,0.46,12985000000.0,,,,,,,,1127000000.0,,4859000000.0,6131000000.0,,0.0,-526000000.0,-34000000.0,,,0.0,773000000.0,,,,,,,1402000000.0,,,,,,1710638298.0,,,-274000000.0,-134000000.0,1141000000.0,,7152000000.0,,2193000000.0,,16491000000.0,164000000.0,,,12518000000.0,,2161000000.0,,,7027000000.0,,,5958000000.0,,,,,-7123000000.0,,4185000000.0,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,,1059000000.0,1059000000.0,,818000000.0,,5163000000.0,,-358000000.0,,1736065574.0,,-270000000.0,91000000.0,,,,,,,,,,,,,106000000.0,7737000000.0,,3360000000.0,,,,,1690000000.0,443000000.0,2445000000.0,1239000000.0,294000000.0,1191000000.0,,,0.62,67000000.0,,,,,3213000000.0,,,,,,,293000000.0,,,,,30000000.0,,,,,,,,840000000.0,,2079000000.0,,,773000000.0,,,,18216000000.0,,,,,,,424000000.0,,37000000.0,548000000.0,0.0,,,,,26005000000.0,,,1059000000.0,5316000000.0,,-1335000000.0,,15003000000.0,,3857000000.0,,,-27000000.0,-1146000000.0,,,0.61,13641000000.0,,,,,,,,1421000000.0,,5327000000.0,7070000000.0,,0.0,-608000000.0,-6000000.0,,,0.0,840000000.0,,,,,,,1714000000.0,,,,,,1708064516.0,,,-275000000.0,-384000000.0,1502000000.0,,7789000000.0,,2436000000.0,,17157000000.0,94000000.0,,,12364000000.0,,2403000000.0,,,7799000000.0,,,5842000000.0,,,,,-7266000000.0,,4202000000.0,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,1364000000.0,1364000000.0,,2187000000.0,,5270000000.0,,-1264000000.0,,1725316456.0,,-248000000.0,205000000.0,,,,,,,,,,,,,147000000.0,7723000000.0,,3372000000.0,,,,,1598000000.0,269000000.0,2409000000.0,1272000000.0,121000000.0,1313000000.0,,,0.81,641000000.0,,,,,3300000000.0,,,,,,,295000000.0,,,,,30000000.0,,,,,,,,1481000000.0,,2753000000.0,,,840000000.0,,,,18260000000.0,,-43000000.0,,,,,253000000.0,,41000000.0,1939000000.0,0.0,,,,,26604000000.0,,,1363000000.0,5267000000.0,,-1327000000.0,,15197000000.0,,3957000000.0,,,9000000.0,-765000000.0,,,0.79,13777000000.0,,,,,,,,1512000000.0,,5515000000.0,7257000000.0,,0.0,475000000.0,102000000.0,,,0.0,1481000000.0,,,,,,,1807000000.0,,,,,,1682716049.0,,,-391000000.0,-281000000.0,1633000000.0,,8344000000.0,,2445000000.0,,18133000000.0,,,,12827000000.0,,2410000000.0,,,7804000000.0,,,5973000000.0,,,,,-7474000000.0,,4124000000.0,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,,985000000.0,947000000.0,-2330000000.0,1337000000.0,,5759000000.0,-969000000.0,-70000000.0,241000000.0,,13572000000.0,-687000000.0,99000000.0,,2.47,2397000000.0,1264000000.0,,,,,27987000000.0,1216000000.0,,18730000000.0,-62000000.0,8149000000.0,,2999000000.0,6752000000.0,,,1541000000.0,1541000000.0,323000000.0,2397000000.0,2165000000.0,119000000.0,1216000000.0,2999000000.0,,,-201000000.0,,,30000000.0,,4082000000.0,52000000.0,965000000.0,,5440000000.0,2165000000.0,3445000000.0,401000000.0,5409000000.0,,5599000000.0,,30000000.0,7663000000.0,29261000000.0,230000000.0,8149000000.0,-886000000.0,,5054000000.0,1280000000.0,,3445000000.0,,6673000000.0,1481000000.0,1280000000.0,-2315000000.0,2.44,19348000000.0,,-849000000.0,,-64000000.0,15930000000.0,1280000000.0,1054000000.0,,54000000.0,650000000.0,0.0,4099000000.0,,,,27987000000.0,5546000000.0,,984000000.0,5440000000.0,,-886000000.0,10446000000.0,15930000000.0,10299000000.0,4721000000.0,,-7781000000.0,18000000.0,-560000000.0,17000000.0,-3055000000.0,,14415000000.0,,,-1387000000.0,,5759000000.0,8639000000.0,,1349000000.0,,5599000000.0,8803000000.0,,0.0,346000000.0,-45000000.0,,,-36000000.0,1280000000.0,0.0,460000000.0,,4209000000.0,,99000000.0,1750000000.0,,1729000000.0,,,,,,167000000.0,-389000000.0,-1531000000.0,1270000000.0,,8639000000.0,15855000000.0,3372000000.0,,18730000000.0,,19348000000.0,,13572000000.0,-313000000.0,3325000000.0,0.0,,7663000000.0,14415000000.0,1372000000.0,6752000000.0,,-100000000.0,1696000000.0,,-7781000000.0,4174000000.0,4099000000.0,,820000000.0,,-1329000000.0,13406000000.0,,4212000000.0,1054000000.0,3667000000.0,,,,,,,,,,,,,,
2005-03-31,,912000000.0,912000000.0,,749000000.0,,6247000000.0,,89000000.0,,1720754717.0,,-181000000.0,297000000.0,,,,,,,,,,,,,65000000.0,8093000000.0,,3217000000.0,,,,,1638000000.0,373000000.0,2390000000.0,2692000000.0,233000000.0,1212000000.0,,,0.54,-599000000.0,,,,,3018000000.0,,,,,,,282000000.0,,,,,30000000.0,,,,,,,,681000000.0,,3373000000.0,,,1280000000.0,,,,19795000000.0,,-545000000.0,,,,,1804000000.0,,50000000.0,568000000.0,-2000000.0,,,,,28671000000.0,,,912000000.0,5455000000.0,,-853000000.0,,16044000000.0,,3567000000.0,,,64000000.0,-500000000.0,,,0.53,14703000000.0,,,,,,,,1247000000.0,,5093000000.0,6585000000.0,,0.0,-635000000.0,-7000000.0,,,0.0,681000000.0,,,,,,,1529000000.0,,,,,,1688888889.0,,,-387000000.0,-1428000000.0,1285000000.0,,8876000000.0,,2320000000.0,,19255000000.0,,,,13968000000.0,,2291000000.0,,,7509000000.0,,,7194000000.0,,,,,-7951000000.0,,3962000000.0,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,1194000000.0,1194000000.0,,1614000000.0,,6394000000.0,,-660000000.0,,1705714286.0,,-297000000.0,546000000.0,,,,,,,,,,,,,156000000.0,8056000000.0,,3504000000.0,,,,,1822000000.0,493000000.0,2331000000.0,3328000000.0,357000000.0,1171000000.0,,,0.71,-86000000.0,,,,,3504000000.0,,,,,,,306000000.0,,,,,30000000.0,,,,,,,,595000000.0,,3923000000.0,,,681000000.0,,,,19774000000.0,,-641000000.0,,,,,2000000000.0,,53000000.0,1317000000.0,2000000.0,,,,,29684000000.0,,,1194000000.0,5324000000.0,,-1030000000.0,,16119000000.0,,4193000000.0,,,67000000.0,-751000000.0,,,0.7,15434000000.0,,,,,,,,1556000000.0,,5422000000.0,7697000000.0,,0.0,98000000.0,-41000000.0,,,0.0,595000000.0,,,,,,,1862000000.0,,,,,,1681690141.0,,,-387000000.0,-1024000000.0,1687000000.0,,9910000000.0,,2637000000.0,,20011000000.0,,,,14250000000.0,,2600000000.0,,,7466000000.0,,,7968000000.0,,,,,-8063000000.0,,4024000000.0,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,864000000.0,864000000.0,,2195000000.0,,6623000000.0,,-941000000.0,,1694117647.0,,-318000000.0,890000000.0,,,,,,,,,,,,,209000000.0,8163000000.0,,3757000000.0,,,,,1664000000.0,1004000000.0,2300000000.0,4028000000.0,117000000.0,1338000000.0,,,0.52,249000000.0,,,,,3733000000.0,,,,,,,308000000.0,,,,,30000000.0,,,,,,,,844000000.0,,4872000000.0,,,595000000.0,,,,20107000000.0,,-728000000.0,,,,,2266000000.0,,58000000.0,1877000000.0,0.0,,,,,30898000000.0,,,864000000.0,5321000000.0,,-921000000.0,,16427000000.0,,4451000000.0,,,-75000000.0,-848000000.0,,,0.51,16735000000.0,,,,,,,,1680000000.0,,5860000000.0,8184000000.0,,0.0,788000000.0,149000000.0,,,180000000.0,844000000.0,,,,,,,1988000000.0,,,,,,1661538462.0,,,-435000000.0,-1009000000.0,1868000000.0,,10791000000.0,,2771000000.0,,20441000000.0,206000000.0,,,14163000000.0,,2734000000.0,,,7719000000.0,,,9016000000.0,,,,,-8264000000.0,,4144000000.0,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,,1108000000.0,1108000000.0,-3517000000.0,1294000000.0,,6888000000.0,-1075000000.0,-366000000.0,79000000.0,,14320000000.0,-940000000.0,546000000.0,,2.43,2313000000.0,1308000000.0,,,,,31727000000.0,1434000000.0,,21116000000.0,127000000.0,8681000000.0,,3261000000.0,9406000000.0,4088000000.0,,1693000000.0,1693000000.0,434000000.0,2313000000.0,3166000000.0,392000000.0,1434000000.0,3261000000.0,,,872000000.0,,,30000000.0,,3921000000.0,298000000.0,1099000000.0,4088000000.0,1616000000.0,3166000000.0,4882000000.0,412000000.0,5922000000.0,,5971000000.0,,30000000.0,8001000000.0,32562000000.0,557000000.0,8681000000.0,-1053000000.0,,5852000000.0,1716000000.0,,4882000000.0,,7230000000.0,844000000.0,1716000000.0,-1878000000.0,2.39,21273000000.0,,839000000.0,,3000000.0,17145000000.0,1716000000.0,2889000000.0,,95000000.0,354000000.0,0.0,4323000000.0,,,,31727000000.0,6382000000.0,,1106000000.0,1616000000.0,,-1053000000.0,12464000000.0,17145000000.0,12314000000.0,6175000000.0,,-8464000000.0,242000000.0,-932000000.0,440000000.0,-3031000000.0,,17407000000.0,,,-1736000000.0,,6888000000.0,10454000000.0,,1439000000.0,,5971000000.0,10096000000.0,,0.0,86000000.0,339000000.0,,,-177000000.0,1716000000.0,0.0,436000000.0,,4076000000.0,,546000000.0,1851000000.0,,1705439331.0,,,,,,256000000.0,-433000000.0,-56000000.0,1542000000.0,,10454000000.0,18386000000.0,4736000000.0,,21116000000.0,-412000000.0,21273000000.0,,14320000000.0,337000000.0,4689000000.0,0.0,,8001000000.0,17407000000.0,2304000000.0,9406000000.0,,-132000000.0,1669000000.0,,-8464000000.0,4078000000.0,4323000000.0,,1280000000.0,,-1642000000.0,14176000000.0,,4078000000.0,2889000000.0,4116000000.0,,,,,,,,,,,,,,
2006-03-31,,1019000000.0,1019000000.0,,246000000.0,,7037000000.0,,-1337000000.0,,1698333333.0,,-289000000.0,359000000.0,,,,,,,,,,,,,84000000.0,8754000000.0,,3634000000.0,,,,,1881000000.0,396000000.0,2288000000.0,2373000000.0,436000000.0,1378000000.0,,,0.61,-760000000.0,,,,,3179000000.0,,,,,,,286000000.0,,,,,30000000.0,,,,,,,,956000000.0,,3329000000.0,,,1716000000.0,,,,21492000000.0,,,,,,,2214000000.0,,62000000.0,-43000000.0,34000000.0,,,,,30994000000.0,,,1019000000.0,5701000000.0,,-989000000.0,,17386000000.0,,4026000000.0,,,800000000.0,-662000000.0,,,0.6,16182000000.0,,,,,,,,1348000000.0,,5587000000.0,7205000000.0,,0.0,-1137000000.0,20000000.0,,,85000000.0,956000000.0,,,,,,,1634000000.0,,,,-179000000.0,,1670491803.0,,,-432000000.0,327000000.0,1415000000.0,,9502000000.0,,2678000000.0,,21702000000.0,,,,14812000000.0,,2647000000.0,,,8022000000.0,,,8160000000.0,,,,,-8632000000.0,,4427000000.0,,,,,,,,,,,,,,,,,,,,,,,
