,trailingCashDividendsPaid,annualNetIncome,trailingPretaxIncome,annualPretaxIncome,annualCashDividendsPaid,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,annualAccountsReceivable,annualLongTermDebt,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,annualBasicEPS,trailingInvestingCashFlow,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyDilutedAverageShares,annualGoodwill,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCashItems,annualOperatingIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyGoodwill,quarterlyBasicEPS,quarterlyNetIncome,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualTotalAssets,annualDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,trailingTotalRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,annualDilutedEPS,annualAccountsPayable,annualNetPPE,annualOperatingCashFlow,trailingOperatingIncome,quarterlyOperatingExpense,trailingOtherIncomeExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,annualCurrentLiabilities,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,annualOtherIntangibleAssets,quarterlyEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyCashDividendsPaid,trailingEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,annualEbitda,trailingNetOtherInvestingChanges,annualOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,trailingBeginningCashPosition,quarterlyChangeInInventory,annualInterestExpense,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,annualCurrentAssets,annualBeginningCashPosition,trailingCapitalExpenditure,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyCapitalStock,annualSellingGeneralAndAdministration,annualDilutedAverageShares,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualOtherCurrentLiabilities,trailingGrossProfit,trailingNetIncomeCommonStockholders,quarterlyBasicAverageShares,trailingDeferredIncomeTax,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,trailingInterestExpense,annualTaxProvision,annualCurrentDebt,quarterlyRepaymentOfDebt,annualInventory,quarterlyAccumulatedDepreciation,trailingCostOfRevenue,trailingResearchAndDevelopment,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyTaxProvision,annualCapitalStock,annualCurrentDeferredRevenue,annualTotalRevenue,annualCostOfRevenue,annualOtherCurrentAssets,trailingChangeInInventory,annualTotalNonCurrentAssets,annualResearchAndDevelopment,quarterlyEbitda,trailingDepreciationAndAmortization,quarterlyStockBasedCompensation,annualGrossProfit,annualFreeCashFlow,trailingTaxProvision,annualStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyChangeInWorkingCapital,trailingOtherNonCashItems,quarterlyDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualOperatingExpense,annualNetIncomeContinuousOperations,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyResearchAndDevelopment,trailingNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyDilutedEPS,trailingOperatingExpense,quarterlyPretaxIncome,quarterlyCapitalExpenditure,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,trailingNetIncome,trailingFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentLiabilities,annualBasicAverageShares,annualChangeInInventory,annualTotalLiabilitiesNetMinorityInterest,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyGrossPPE,annualCurrentAccruedExpenses,quarterlyCurrentAccruedExpenses,trailingChangeInAccountPayable,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingNetOtherFinancingCharges,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingSaleOfInvestment,trailingDilutedEPS,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,trailingBasicEPS
962323200,,,,,,2924599674.0,121499186.0,-35099614.0,,,,321700459.0,40498742.0,,,98200385.0,2393699867.0,407347521.0,,,,94900104.0,,,,873500074.0,,,12900696.0,,,0.03167,12900696.0,,8700607.0,,,,,,12900696.0,,100636.0,,430300429.0,365099896.0,22200681.0,22200681.0,,,,,,,,41900252.0,,,,,,,,,,-29400042.0,,22200681.0,27499493.0,-6999857.0,,1024799467.0,219899364.0,,,-5901129.0,,,,,,35999397.0,,,,,,,,48699127.0,,,,,,,,,-23799912.0,,80000000.0,180800651.0,,,65299689.0,498198905.0,,57300275.0,,,,,407347521.0,,,,1899800207.0,0.0,,,,,,-1008200385.0,,,2173800503.0,100014.0,11799615.0,,,,,,,,,50998963.0,,,,,,,,,,10600555.0,,-70999855.0,,,,,558200385.0,,800362.0,,,,163500074.0,65399439.0,0.03167,,24700311.0,-29400042.0,,530899808.0,,,,151299393.0,,,,,23399437.0,3182000888.0,,,,,,,,,,,,,,,,,,,
970272000,,,,,,2794975954.0,118563270.0,-4155385.0,,,,323964533.0,36632100.0,,,79743012.0,2244050195.0,329932462.0,,,,104813646.0,,,,871704238.0,,,-108351368.0,,,-0.33506,-108351368.0,,9014127.0,,,,,,-108351368.0,,-126935678.0,,429176435.0,374298167.0,18013225.0,18013225.0,,,,,,,,39307183.0,,,,,,,,,,-10518856.0,,18013225.0,24700377.0,-6955607.0,,1017052901.0,196937180.0,,,-4243170.0,,,,,,13765251.0,,,,,,,,53800721.0,,,,,,,,,-9283378.0,,77363992.0,184329726.0,,,58337842.0,495599639.0,,22200681.0,,,,,329932462.0,,,,1777923054.0,0.0,,,,,,-1008199579.0,,,2047113015.0,-23.0,1280433.0,,,,,,,,,43731036.0,,,,,,,,-15768928.0,,344067.0,,-18021294.0,,,,,440763451.0,,144961.0,,,,138080854.0,24284107.0,-0.33506,,-107070935.0,-10518856.0,,550925759.0,,,,145348662.0,,,,,19030659.0,3055312594.0,,,,,,,,,,,,,,,,,,,
978220800,,-78336833.0,,-43836233.0,-28021896.0,2801981104.0,147576485.0,15117634.0,,144853029.0,269677564.0,269677564.0,32329034.0,0.174212,,150317957.0,2230863827.0,,,,,144853029.0,,,1780529394.0,862577984.0,-9665566.0,96567187.0,5579608.0,-85121476.0,,,5579608.0,437327534.0,14634870.0,2801981104.0,117005099.0,-151522196.0,,33131374.0,5579608.0,,-20218689.0,,445323935.0,347141572.0,33131374.0,33131374.0,,,0.174212,101874625.0,2044820036.0,224305639.0,,60374376.0,,862577984.0,,158873725.0,910318.0,,,,,-3801969.0,,33131374.0,40204678.0,-6866200.0,,1021451710.0,186043791.0,-46484703.0,,-4120965.0,147576485.0,213572286.0,,186043791.0,494029694.0,70864052.0,9610078.0,33131374.0,33131374.0,,,10245951.0,,45991302.0,571117277.0,45469406.0,,,,3036181764.0,,-78336833.0,-1384.0,,101874625.0,183519796.0,40683863.0,329932462.0,94618148.0,494029694.0,,18013225.0,-146060288.0,32329034.0,,,,,-94977505.0,-12338032.0,1780529394.0,9610078.0,,34500600.0,,,347141572.0,-991361728.0,,,2044820036.0,-9664063.0,10934324.0,183519796.0,,688939712.0,413879724.0,45991302.0,,2230863827.0,,74448450.0,,,275059988.0,129328134.0,,,-16364727.0,24381787.0,,,-991361728.0,-65600946.0,,178492801.0,-78336833.0,33113377.0,437327534.0,,-735309.0,,,,244936105.0,84522050.0,,,16513932.0,-13657998.0,,571117277.0,,,445323935.0,158873725.0,329932462.0,19709058.0,1021451710.0,,34243772.0,3036181764.0,,,,,,,,,,,,,,,,,,,
985996800,,,,,,2776610437.0,150044143.0,17854328.0,,,,276561564.0,38507016.0,,,37988334.0,2231040517.0,333508348.0,,,,39697304.0,,,,859954280.0,,,3124704.0,,,0.00166,3124704.0,,8617373.0,,,,,,767776.0,,296390.0,,433348573.0,408160177.0,50985338.0,50985338.0,,,,,,,,30100899.0,,,,,,,,,,-11787798.0,,50985338.0,16988807.0,-11220243.0,,989678386.0,196396027.0,,,-1576.0,,,,,,15828472.0,,,,,,,,46727101.0,,,,,,,,,,,65278259.0,193209838.0,,,32304903.0,496112250.0,,33131011.0,,,,,333508348.0,,,,1786932051.0,0.0,,,,,,-991362131.0,,,2034644490.0,1577.0,438278.0,,,,,,,,,19192811.0,,,,,,,,10417783.0,,-856062.0,,2025855.0,,,,,431155605.0,,802459.0,,,,70293237.0,27616270.0,0.00166,,3562982.0,-11787798.0,,545569920.0,,,,129724105.0,,,,,2204004.0,3026006621.0,,,,,,,,,,,,,,,,,,,
993859200,,,,,,2854553707.0,147527987.0,-22807429.0,,,,352487141.0,42054463.0,,,84098336.0,2240826021.0,334134474.0,,,,117945537.0,,,,932812405.0,,,14258699.0,,,0.03675,14258699.0,,9128593.0,,,,,,12087746.0,,1513.0,,432797277.0,423605144.0,28178517.0,28178517.0,,,,,,,,35302572.0,,,,,,,,,,-98709933.0,,28178517.0,22505898.0,-11129227.0,,1071078669.0,228753404.0,,,1576.0,,,,,,-1536490.0,,,,,,,,43998487.0,,,,,,,,,,,71254160.0,185786687.0,,,54323752.0,491780635.0,,50985338.0,,,,,334134474.0,,,,1783475038.0,-84980333.0,,,,,,-991361573.0,,,2012072617.0,-3090.0,5133132.0,,,,,,,,,41527078.0,,,,,,,,-25534273.0,,3665442.0,,63709395.0,,,,,436287443.0,,3206618.0,,,,138422088.0,12193110.0,0.03675,,19391831.0,-13729600.0,,613727685.0,,,,138266263.0,,,,,19021180.0,3003434190.0,,,,,,,,,,,,,,,,,,,
1001808000,,,,,,2876056494.0,149084740.0,2177340.0,,,,354118668.0,9296197.0,,,107877545.0,2253705223.0,334252792.0,,,,147738678.0,,,,942581663.0,,,17677134.0,,,0.045,17677134.0,,9567619.0,,,,,,15240650.0,,12919362.0,,439378255.0,382439640.0,30355058.0,30355058.0,,,,,,,,49452422.0,,,,,,,,,,5372277.0,,30355058.0,35853251.0,-11286320.0,,1075886066.0,247604544.0,,,0.0,,,,,,-623054.0,,,,,,,,47680290.0,,,,,,,,,,,67934354.0,193489033.0,,,62599021.0,491806849.0,,28178517.0,,,,,334252792.0,,,,1800170428.0,-75978772.0,,,,,,-991361843.0,,,2006100679.0,,8387249.0,,,,,,,,,49001104.0,,,,,,,,-32033581.0,,7460464.0,,-17052908.0,,,,,444571564.0,,644545.0,,,,170476566.0,13857970.0,0.045,,26064384.0,-14481024.0,,622351270.0,,,,133304403.0,,,,,13146599.0,2997462522.0,,,,,,,,,,,,,,,,,,,
1009756800,,65221267.0,,107564470.0,-44987265.0,2947346387.0,149369628.0,3382256.0,-94807386.0,255963069.0,327773002.0,327773002.0,11139764.0,0.168333,,190990002.0,2228384273.0,,,,21962751.0,255963069.0,,,1822946514.0,957663165.0,-18319007.0,92441898.0,30160513.0,-130716332.0,,,30160513.0,465420248.0,12026313.0,2947346387.0,129387138.0,15076409.0,,33737663.0,27800898.0,,332200.0,,480520535.0,354383954.0,33737663.0,33737663.0,,,0.168333,108096148.0,1994423750.0,116246418.0,,74015810.0,,957663165.0,,166736708.0,5208532.0,,,,,-25590878.0,,33737663.0,54039182.0,-11351475.0,,1124399873.0,233960523.0,,,409106.0,149369628.0,221829036.0,,233960523.0,492266794.0,44303055.0,0.0,33737663.0,33737663.0,,,9197708.0,,74877428.0,718962114.0,33131168.0,,,,3100055714.0,32757084.0,55896211.0,,,108096148.0,195229226.0,38740847.0,332056699.0,130655278.0,492266794.0,,30355058.0,13548233.0,11139764.0,,,,,-58274435.0,606495.0,1822946514.0,-7717603.0,,42343203.0,,,354383954.0,-1105631964.0,,,1994423750.0,,28383916.0,195229226.0,,700838905.0,422066221.0,74877428.0,,2228384273.0,,110678650.0,,,278772684.0,57971983.0,,,409106.0,-23109401.0,,22487240.0,-1105631964.0,-33605933.0,,186330786.0,65221267.0,-70259472.0,465420248.0,,554910.0,,,,321645280.0,62579068.0,,,58546007.0,-18276013.0,,718962114.0,,,480520535.0,166736708.0,332056699.0,7468959.0,1124399873.0,,56639468.0,3100055714.0,,,,,,,,,,,,,,,,,,,
1017532800,,,,,,2910433397.0,150466857.0,67256214.0,,,,182356597.0,11298598.0,,,77490440.0,2270137030.0,334363004.0,,,,105970363.0,,,,812912683.0,,,7340663.0,,,0.015,7340663.0,,8583493.0,,,,,,4944232.0,,-2037922.0,,480089229.0,360925749.0,100994264.0,100994264.0,,,,,,,,37088910.0,,,,,,,,,,-19061504.0,,100994264.0,23640854.0,-6958254.0,,1057441045.0,257823454.0,,,-4397705.0,,,,,,122520714.0,,,,,,,,72405991.0,,,,,,,,,,,84643085.0,195380816.0,,,46504143.0,491528043.0,,33736456.0,,,,,334363004.0,,,,1829781708.0,-7284895.0,,,,,,-1105632569.0,,,2012313576.0,,1566284.0,,,,,,,,,33056087.0,,,,,,,,101972594.0,,428617.0,,-47978011.0,,,,,463470363.0,,9370618.0,,,,123994583.0,134297323.0,0.015,,8905354.0,-11776609.0,,640296367.0,,,,244528362.0,,,,,9415233.0,3117946145.0,,,,,,,,,,,,,,,,,,,
1025395200,,,,,,2922329141.0,146919231.0,55109296.0,,,,179834823.0,10625852.0,,,125267465.0,2235508410.0,336181520.0,,,,139057433.0,,,,815208365.0,,,14423397.0,,,0.03676,14423397.0,,10554629.0,,,,,,12166995.0,,-1371420.0,,488454311.0,336261555.0,156102440.0,156102440.0,,,,,,,,44556751.0,,,,,,,,,,-4367803.0,,156102440.0,28617064.0,-15586071.0,,1073261100.0,235223518.0,,,4399220.0,,,,,,69176513.0,,,,,,,,55399302.0,,,,,,,,,,,113539930.0,186070617.0,,,69701470.0,490128807.0,,100994264.0,,,,,336181520.0,,,,1825858463.0,6599943.0,,,,,,-1105632672.0,,,2000284892.0,,9995454.0,,,,,,,,,53761783.0,,,,,,,,26537786.0,,8459093.0,,-20668754.0,,,,,468642219.0,,1615895.0,,,,194968935.0,80144259.0,0.03676,,24418851.0,-10967746.0,,686820730.0,,,,258052735.0,,,,,25144719.0,3105917564.0,,,,,,,,,,,,,,,,,,,
1033344000,,,,,,2938998413.0,164080951.0,4686871.0,,,,181261905.0,10042856.0,,,104426984.0,2286249206.0,336228966.0,,,,102696825.0,,,,842309523.0,,,9271429.0,,,0.01997,9271429.0,,10442857.0,,,,,,6884127.0,,13928571.0,,496966667.0,334947619.0,160788889.0,160788889.0,,-17494143.0,,,,,,46341270.0,,,,,,,880952.0,,,-8765931.0,,160788889.0,32461130.0,-11349326.0,,1079738095.0,259588889.0,,,73.0,,,,,,-9994052.0,,,,,,,,54315873.0,,,,40847349.0,,,,,,,90466667.0,194498413.0,,,53857143.0,491893651.0,,156102440.0,,,,,336228966.0,,,,1836173016.0,1587.0,,,,,,-1105631746.0,,,2026660317.0,,9595238.0,,,,,,,,,39977003.0,,,,,,,,-18197682.0,,8845623.0,,-8673870.0,,,,,468531746.0,,230947.0,,,,158284127.0,22126672.0,0.01997,,18744444.0,-32120724.0,,652749206.0,,,,237428571.0,,,,,7515873.0,3132292063.0,,,,,,,,,,,,,,,,,,,
1041292800,,55459553.0,,104331130.0,-45182562.0,2945179415.0,164559332.0,-102692922.0,-42596790.0,186369216.0,218289267.0,218289267.0,23929808.0,0.138333,,178971051.0,2295136922.0,,,,58295562.0,186369216.0,,,1849896128.0,905827825.0,4878816.0,83940824.0,24423045.0,-74425559.0,,,24423045.0,483657539.0,13801062.0,2945179415.0,112755744.0,-152056972.0,,58095688.0,22122155.0,,7044706.0,,522979226.0,339683664.0,58095688.0,58095688.0,,-13587266.0,0.138333,131932641.0,2037612528.0,250841989.0,,52424633.0,,905827825.0,,171377085.0,10903368.0,,,,,-42230321.0,,58095688.0,28036696.0,-11288911.0,,1077204910.0,257524394.0,,,11136278.0,164559332.0,196696568.0,,257524394.0,491540762.0,-21087815.0,1574.0,58095688.0,58095688.0,,,4721435.0,,65893925.0,650042493.0,33736229.0,,6617784.0,,3232576330.0,38602455.0,46118980.0,,,131932641.0,193762984.0,43950268.0,333390217.0,92114663.0,491540762.0,,160788889.0,17562166.0,23929808.0,,,,,-90226629.0,24359459.0,1849896128.0,-13.0,,48871577.0,,,339683664.0,-1194963802.0,,,2037612528.0,4880403.0,27716021.0,193762984.0,,748333333.0,486155178.0,65893925.0,,2295136922.0,,67726726.0,,,262178155.0,160615360.0,,,11137866.0,-54314901.0,,20869122.0,-1194963802.0,-74736337.0,,178237331.0,55459553.0,55997797.0,483657539.0,,-314092.0,,,,271085714.0,14273735.0,,,52262876.0,-35361550.0,,650042493.0,,,522979226.0,171377085.0,333390217.0,10931697.0,1077204910.0,,39690030.0,3232576330.0,,,,,,,,,,,,,,,,,,,
1049068800,,,,,,3186556486.0,161928896.0,2316733.0,,,,481834876.0,14179520.0,,,60349640.0,2606023211.0,335627628.0,,,,84736301.0,,,,1176503599.0,,,39053915.0,,,0.11003,39053915.0,,11978845.0,,,,,,36860585.0,,49684149.0,,532739827.0,369397679.0,60411341.0,60411341.0,,,,,,,,32782430.0,,,,,,,875569.0,,,-308548553.0,,60411341.0,15764654.0,-6998678.0,,1310688997.0,585388570.0,,,-4051712.0,,,,,,31254591.0,,,,,,,,65987954.0,,,,,,,,,,,101809902.0,180014691.0,,,42595857.0,483496401.0,,58096078.0,,,,,335627628.0,,,,1858093139.0,-284164830.0,,,,,,-1194964008.0,,,2020634641.0,,19870721.0,,,,,,,,,25578081.0,,,,,,,,28833554.0,,18082856.0,,255226972.0,,,,,512180109.0,,1467607.0,,,,102945497.0,55638314.0,0.11003,,58924636.0,-24383723.0,,580533275.0,,,,134185397.0,,,,,9813427.0,3215598649.0,,,,,,,,,,,,,,,,,,,
1056931200,,,,,,3188973389.0,154354991.0,-22151935.0,,,,480444414.0,9851412.0,,,161030663.0,2616570309.0,337551190.0,,,,129881129.0,,,,1086760772.0,,,106440632.0,,,0.31319,106440632.0,,9682561.0,,,,,,104417128.0,,16343374.0,,451961367.0,329620424.0,38261516.0,38261516.0,,,,,,,,45116845.0,,,,,,,1161691.0,,,-50963807.0,,38261516.0,30917772.0,-16197324.0,,1235696339.0,572091044.0,,,4051713.0,,,,,,-14647810.0,,,,,,,,74640011.0,,,,,,,,,,,123787654.0,165804404.0,,,58958531.0,474449547.0,,60411341.0,,,,,337551190.0,,,,1935697690.0,-1567981.0,,,,,,-1194964204.0,,,2044479265.0,,-77221397.0,,,,,,,,,44760233.0,,,,,,,,-9652141.0,,-77778925.0,,-5934793.0,,,,,608172363.0,,4869013.0,,,,219989194.0,34748016.0,0.31319,,29219235.0,-49395826.0,,572403080.0,,,,148935567.0,,,,,13841686.0,3239443469.0,,,,,,,,,,,,,,,,,,,
1064880000,,,,,,3335240411.0,177980821.0,127610729.0,,,,355410589.0,8781739.0,,,157367639.0,2669960832.0,342822822.0,,,,145012156.0,,,,1003246894.0,,,35763101.0,,,0.09814,35763101.0,,10650999.0,,,,,,33514317.0,,37201513.0,,469855484.0,279754187.0,165872501.0,165872501.0,,,,,,,,58268504.0,,,,,,,2201513.0,,,-41253442.0,,165872501.0,39629027.0,-12264560.0,,1123891140.0,611215559.0,,,-1351.0,,,,,,40697379.0,,,,,,,,74640735.0,,,,,,,,,,,94589411.0,165232307.0,,,74715019.0,705379525.0,,38261516.0,,,,,337285286.0,,,,2194168017.0,-2858491.0,,,,,,-1194802809.0,,,2058745273.0,,18283360.0,,,,,,,,,56075542.0,,,,,,,,19585470.0,,17074513.0,,89770490.0,,,,,633130740.0,,3155546.0,,,,232082658.0,79092330.0,0.09814,,53646677.0,-38394951.0,,665279579.0,,,,120644246.0,,,,,16446515.0,3253548082.0,,,,,,,,,,,,,,,,,,,
1072828800,,216005410.0,,196595388.0,-32274894.0,3359411310.0,186640474.0,-81802321.0,-288258405.0,181337112.0,238706686.0,238706686.0,13161149.0,0.608333,,160074646.0,2681133582.0,,,,,181337112.0,,,2219858302.0,927021770.0,-1.0,92982094.0,34747982.0,-447587273.0,,,34747982.0,665376787.0,16414970.0,3359411310.0,124489244.0,227667139.0,,84069303.0,32184742.0,,1500795.0,,501674610.0,316434368.0,84069303.0,84069303.0,,,0.596667,156112328.0,2072156383.0,245893340.0,,56937380.0,,927021770.0,4330800.0,197841041.0,27410795.0,,3652967.0,,,-46821471.0,,84069303.0,38177791.0,3185668.0,,1124862811.0,608977199.0,,,-14961937.0,186640474.0,217471338.0,,608977199.0,688114131.0,29019426.0,-1288.0,84069303.0,84069303.0,,,7892567.0,,96436945.0,678277728.0,58096097.0,,,,3267120959.0,-26212804.0,206975396.0,,,156112328.0,158021383.0,48728584.0,346886139.0,111854915.0,688114131.0,,165872501.0,104730130.0,13161149.0,,,,,-159569754.0,25973206.0,2219858302.0,288590014.0,,-15993817.0,4330800.0,,316434368.0,-1194964576.0,,,2072156383.0,,23074254.0,158021383.0,,826945768.0,538822620.0,96436945.0,,2681133582.0,,93095326.0,,,288123148.0,86323586.0,,,-14963287.0,-6643992.0,,16408752.0,-1194964576.0,-111395530.0,,195141054.0,216005410.0,32122891.0,665376787.0,,17918629.0,,,,271929561.0,76414680.0,,,55302843.0,-47395254.0,,678277728.0,,,501674610.0,197841041.0,340233528.0,,1124862811.0,,54917535.0,3267120959.0,,,,,,,,,,,,,,,,,,,
1080691200,,,,,,3347956453.0,206652676.0,-39262854.0,,,,524429433.0,11911069.0,,,87004197.0,2734066107.0,366960960.0,,,,94534365.0,,,,1269278594.0,,,39320567.0,,,0.11511,39320567.0,,14383526.0,,,,,,39320567.0,,48507345.0,,538196485.0,369683893.0,44805876.0,44805876.0,,,,,,,,36134575.0,,,2207503.0,,,,3923137.0,,,-14396642.0,,44805876.0,17001574.0,-8516527.0,,1414750787.0,653070567.0,,,1.0,,,,,,33701469.0,,,,,,,,104866212.0,,,,,,,,,,,122051417.0,0.0,,,45402676.0,495926023.0,,84068730.0,,,,,341003004.0,,,,1918002361.0,0.0,,,,,,-1194964586.0,,,2080995540.0,-2623.0,15805352.0,,,,,,,,,26269675.0,,,,,,,,23053515.0,,14231375.0,,-73965110.0,,,,,706521511.0,,7208814.0,,,,132406873.0,49097587.0,0.11344,,55637461.0,-15396118.0,,613890346.0,,,,145472193.0,,,,,9268101.0,3275960126.0,,,,,,,,,,,,,,,,,,,
1088553600,,,,,,3781574383.0,213408939.0,85903281.0,,,,589969313.0,24747165.0,,,135352902.0,2993581054.0,368126126.0,,,,160141428.0,,,,1347598399.0,,,65368913.0,,,0.19241,65368913.0,,15498332.0,,,,,,65368913.0,,51098065.0,,544220147.0,419402268.0,130709807.0,130709807.0,,,,,,,,66321548.0,,,1128753.0,,,,4149433.0,,,-36944252.0,,130709807.0,44520774.0,-8542846.0,,1550273516.0,697012675.0,,,73626416.0,,,,,,-50371249.0,,,,,,,,73626417.0,,,,,,,,,,,164695130.0,0.0,,,106847231.0,498136091.0,,44805876.0,,,,,342246246.0,,,,1987163442.0,-5862575.0,,,,,,-1194964643.0,,,2296568379.0,3958.0,17618412.0,,,,,,,,,85046457.0,,,,,,,,-88047511.0,,12300980.0,,142117211.0,,,,,763330220.0,,9551693.0,,,,242200133.0,-19267033.0,0.18405,,87922615.0,-31104216.0,,787993329.0,,,,202675117.0,,,,,40525683.0,3491533022.0,,,,,,,,,,,,,,,,,,,
1096502400,,,,,,3741559783.0,200144892.0,66637890.0,,,,528718659.0,13259418.0,,,188210911.0,2988416278.0,370762762.0,,,,90390576.0,,,,1281826887.0,,,51768930.0,,,0.15052,51768930.0,,18646844.0,,,,,,51768930.0,,43177523.0,,552963336.0,386399143.0,197346605.0,197346605.0,,,,,,,,92895300.0,,,,,,,5240015.0,,,-42616521.0,,197346605.0,57966124.0,-8580037.0,,1440738314.0,723353912.0,,,-73627677.0,,,,,,98224524.0,,,,,,,,79007181.0,,,,,,,,,,,137282348.0,0.0,,,124986771.0,496909412.0,,130709807.0,,,,,343849850.0,,,,2040868086.0,-1869941.0,,,,,,-1194964092.0,,,2265062366.0,-2595.0,8960564.0,,,,,,,,,90057957.0,,,,,,,,43538786.0,,8594267.0,,-22827671.0,,,,,806512536.0,,112731744.0,,,,313197682.0,139256003.0,0.1455,,76082903.0,-41031479.0,,753143505.0,,,,158911427.0,,,,,32091471.0,3460026458.0,,,,,,,,,,,,,,,,,,,
1104451200,,278784497.0,,379522438.0,-34262059.0,4052103432.0,198027358.0,-7815154.0,,182950564.0,518603312.0,518603312.0,25969523.0,1.63,,212557585.0,3200863931.0,,,,,182950564.0,,,2160519558.0,1249654428.0,2133430.0,137685385.0,122326137.0,-160687545.0,,,122326137.0,938808495.0,22947471.0,4052103432.0,180229182.0,54013679.0,,189532037.0,122326137.0,,111984445.0,,533023758.0,386935445.0,189532037.0,189532037.0,,,1.56,231696664.0,2281418287.0,228041757.0,,91122872.0,,1249654428.0,,296318695.0,142514999.0,,4786039.0,,187183825.0,-66730130.0,187183825.0,189532037.0,60740710.0,-8622649.0,,1545973122.0,732261819.0,,,1260.0,198027358.0,317914567.0,,732261819.0,471151908.0,-1786326.0,-10465562.0,189532037.0,189532037.0,,5587668.0,19151668.0,,91821455.0,851239501.0,84068874.0,,,,4258233742.0,50233981.0,278784497.0,,,231696664.0,0.0,71475882.0,368192192.0,148122860.0,471151908.0,,197346605.0,256169906.0,25969523.0,,,,,-148273339.0,105463163.0,2160519558.0,-6450191.0,,73285337.0,,,386935445.0,-1976815455.0,,,2281418287.0,2134690.0,30901565.0,0.0,,1048486921.0,623124550.0,91821455.0,,3200863931.0,,117740698.0,,,425362371.0,79768418.0,,,0.0,-22520072.0,,15107359.0,-1976815455.0,8689249.0,,287676986.0,278784497.0,-43975282.0,938808495.0,,13022748.0,,,,360680445.0,58955200.0,,,159878996.0,-60741526.0,,851239501.0,,,533023758.0,296318695.0,342372372.0,-51912647.0,1545973122.0,,56999988.0,4258233742.0,,,,,,,,,,,,,,,,,,,
