date,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,trailingOperatingExpense,annualCapitalExpenditure,quarterlyIncomeTaxPayable,annualOtherNonCurrentAssets,annualOperatingExpense,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCurrentAccruedExpenses,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingNetIncomeCommonStockholders,annualTaxProvision,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyEbitda,annualInterestExpense,annualRepaymentOfDebt,quarterlyChangeInAccountPayable,annualTotalRevenue,quarterlyGrossProfit,quarterlyChangeInInventory,quarterlyCurrentLiabilities,annualTotalNonCurrentAssets,annualGrossProfit,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlyDilutedEPS,annualTotalLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,quarterlyRepaymentOfDebt,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyDilutedAverageShares,quarterlyTaxProvision,annualBasicEPS,annualOtherCurrentAssets,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,quarterlyRetainedEarnings,annualChangeInInventory,trailingNetIncome,quarterlyCapitalExpenditure,quarterlyTotalRevenue,trailingTaxProvision,annualCurrentDeferredRevenue,annualCashDividendsPaid,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentDebt,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualPurchaseOfBusiness,annualBeginningCashPosition,annualNetIncome,quarterlyNetIncome,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualStockholdersEquity,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyOtherCurrentLiabilities,annualNonCurrentDeferredTaxesLiabilities,annualNonCurrentDeferredRevenue,annualDilutedEPS,annualLongTermDebt,quarterlyAccountsReceivable,quarterlyGoodwill,annualCurrentLiabilities,quarterlyCurrentAccruedExpenses,annualBasicAverageShares,quarterlyCostOfRevenue,annualGoodwill,annualTotalAssets,annualInventory,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,annualRetainedEarnings,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,annualAccountsReceivable,annualCapitalStock,quarterlyOperatingExpense,quarterlyInventory,annualGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,trailingGrossProfit,annualNetPPE,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,annualOtherIntangibleAssets,annualChangeInAccountPayable,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,annualEndCashPosition,annualEbitda,trailingTotalRevenue,annualOperatingIncome,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,annualGrossPPE,trailingPretaxIncome,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyInterestExpense,annualDilutedAverageShares,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,annualPretaxIncome,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyBasicAverageShares,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,annualOtherNonCurrentLiabilities,annualCommonStockIssuance,trailingBeginningCashPosition,trailingBasicAverageShares,trailingChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,trailingOtherNonCashItems,quarterlySaleOfInvestment,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,trailingPurchaseOfInvestment,trailingInterestExpense,trailingChangesInAccountReceivables,annualStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingChangeInInventory,trailingChangeInAccountPayable,trailingCashDividendsPaid,trailingEndCashPosition,trailingOperatingCashFlow,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingDepreciationAndAmortization,trailingSaleOfInvestment,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares,trailingFreeCashFlow
,,601550149000.0,,-121186880000.0,,15056421000.0,121958000000.0,118814000000.0,-135463376000.0,,,-11287204000.0,,264517000000.0,32788468000.0,,3175796000.0,-53726784000.0,14260648000.0,92484803000.0,25168067000.0,6242819000.0,-82372985000.0,-37313008000.0,,,,,40439000000.0,285640184000.0,82622000000.0,56501000000.0,65412469000.0,13951000000.0,-41222218000.0,,665156000000.0,97933464000.0,,262758431000.0,705340000000.0,374562000000.0,72053879000.0,,240277267000.0,,,674217000000.0,36808633000.0,,,-74752935000.0,0.0,,10350662000.0,21.463047,14261000000.0,466086773000.0,387218735000.0,29361828000.0,164052481000.0,-6721377000.0,,,182108504000.0,,26248679000.0,-17042980000.0,-135463376000.0,,32759000000.0,87893000000.0,290594000000.0,,95938465000.0,82622000000.0,16509529000.0,,,,,-123419627000.0,17207166000.0,295640000000.0,0.0,144916755000.0,31125982000.0,16751716000.0,3175796000.0,21.463047,372099000000.0,124973353000.0,73038433000.0,268874000000.0,6242819000.0,3849500000.0,84175040000.0,73038000000.0,969857000000.0,34141000000.0,-107134140000.0,93997035000.0,164052481000.0,353975487000.0,54218023000.0,-2271059000.0,16751716000.0,26248679000.0,9154066000.0,132751000000.0,0.0,65144996000.0,34141317000.0,25168067000.0,-112245000000.0,0.0,83364000000.0,41537753000.0,,,466087000000.0,,59123996000.0,193240759000.0,405343000000.0,179614000000.0,41538000000.0,20966860000.0,,59123996000.0,0.0,59123996000.0,140359000000.0,,252604000000.0,,705339594000.0,466087000000.0,,26643315000.0,83364000000.0,0.0,10890606000.0,3849500000.0,15056421000.0,649977166000.0,54218000000.0,126408000000.0,,16509529000.0,,945616861000.0,,,,,33244000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,43676000000.0,,,,19189000000.0,169850000000.0,,,,,,,,,,298064000000.0,,,77866000000.0,,,,,108867000000.0,,246434000000.0,,,,,222515000000.0,,8.4,,39685000000.0,,,,,3840500000.0,15012000000.0,,,476957000000.0,379159000000.0,47838000000.0,,,,,192498000000.0,,,,,,,,,,,,32640000000.0,,,,,,32839000000.0,,31447000000.0,,45865000000.0,,,,,114145000000.0,104096000000.0,,,,83631000000.0,,,,,,,347712000000.0,2007000000.0,,,,17622000000.0,,,65191000000.0,28837000000.0,,,,,46339000000.0,,,,,60344000000.0,,,,,,,60344000000.0,,,,,,,701142000000.0,,,30719000000.0,,,4522000000.0,,0.0,625593000000.0,,,,32640000000.0,,923657000000.0,3840500000.0,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,484606000000.0,,,,,,,,,,,,,39117000000.0,,,,16828000000.0,198833000000.0,,,,,,,,,,290811000000.0,,,52949000000.0,,,,,107382000000.0,,263639000000.0,,,,,222643000000.0,,3.4,,39669000000.0,,,,,3817500000.0,8475000000.0,,,484606000000.0,437195000000.0,21902000000.0,,,,,191739000000.0,,,,,,,,,,,,13252000000.0,,,,,,13350000000.0,,36251000000.0,,41648000000.0,,,,,113279000000.0,106115000000.0,,,,84357000000.0,,,,,,,400944000000.0,59658000000.0,,,,19656000000.0,,,68265000000.0,30175000000.0,,,,,43048000000.0,,,,,62361000000.0,,,,,,,62361000000.0,,,,,,,769002000000.0,,,23158000000.0,,,4699000000.0,,0.0,700834000000.0,,,,13252000000.0,,991645000000.0,3817500000.0,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,42739000000.0,,,,16330000000.0,178987000000.0,,,,,,,,,,303283000000.0,,,73594000000.0,,,,,107843000000.0,,240952000000.0,,,,,205457000000.0,,8.0,,39681000000.0,,,,,3806000000.0,13517000000.0,,,472264000000.0,421853000000.0,43195000000.0,,,,,192821000000.0,,,,,,,,,,,,30587000000.0,,,,,,29678000000.0,,31060000000.0,,41645000000.0,,,,,112003000000.0,102170000000.0,,,,84978000000.0,,,,,,,390793000000.0,71723000000.0,,,,7102000000.0,,,65104000000.0,29169000000.0,,,,,38687000000.0,,,,,47955000000.0,,,,,,,47955000000.0,,,,,,,760631000000.0,,,20320000000.0,,,4976000000.0,,1000000.0,662805000000.0,,,,30587000000.0,,966088000000.0,3806000000.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,649994444000.0,,-129786195000.0,,794766774000.0,274313319000.0,167148944000.0,-149560172000.0,,,5077352000.0,,207802511000.0,35351000000.0,,1100195000.0,-17836724000.0,415875000.0,91793858000.0,-7737017000.0,30202674000.0,-6049487000.0,-8884152000.0,,,,,46378691000.0,301797815000.0,91440880000.0,5025047000.0,61658000000.0,24914596000.0,-97354311000.0,,775069645000.0,107532000000.0,,251529949000.0,794766774000.0,431623506000.0,76818160000.0,,207802511000.0,,4.0,690245908000.0,43736000000.0,,,-8609663000.0,28261857000.0,3800000000.0,9375000000.0,24.114474,415875000.0,500434272000.0,438715959000.0,24822000000.0,213119991000.0,4104304000.0,,,198012000000.0,,25988883000.0,-15384647000.0,-149560172000.0,,13621806000.0,92139677000.0,343446139000.0,-73849936000.0,59123996000.0,91440880000.0,14962000000.0,,,,,-197628131000.0,15101000000.0,301797815000.0,34669000000.0,24914596000.0,5025047000.0,21231775000.0,1100195000.0,24.114474,404048282000.0,96136373000.0,99705859000.0,251529949000.0,30202674000.0,3791950000.0,90480000000.0,99705859000.0,1002569285000.0,28697820000.0,-17860376000.0,103584737000.0,213119991000.0,404048282000.0,73116285000.0,,21231775000.0,25988883000.0,-4813000000.0,96136373000.0,0.0,72181000000.0,28697820000.0,-7737017000.0,346177000.0,28261857000.0,45487200000.0,45195745000.0,,,500434272000.0,,45487200000.0,206604355000.0,438715959000.0,91793858000.0,45195745000.0,-1283784000.0,,45487200000.0,0.0,45487200000.0,267017701000.0,,157310187000.0,,794766774000.0,649994444000.0,,13621806000.0,45487200000.0,5378807000.0,10718596000.0,3791950000.0,794766774000.0,690245908000.0,73116285000.0,138518368000.0,,14962000000.0,,1002569285000.0,3800000000.0,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,38656068000.0,,1041698000.0,,,,-78539819000.0,,,,,,,,,237123187000.0,,,71192440000.0,,,,,105215101000.0,,253444412000.0,,,,,198412500000.0,,7.219545,,40528677000.0,,,,,3721950000.0,12840327000.0,,,,449411372000.0,39746716000.0,219254041000.0,,,,192959396000.0,,,,,,,,,,,,26870786000.0,,,,,,26906389000.0,,0.0,,,,,,,,,,,,87744295000.0,,,,,,,379303690000.0,,,5572097000.0,,6095213000.0,,,66559033000.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,750556879000.0,,,,,,6283477000.0,,750556879000.0,702855784000.0,,,,26870786000.0,,948969379000.0,3721950000.0,,,7.219545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,40558000000.0,,1203212000.0,,15675702000.0,191313276000.0,-79527807000.0,,,,,,,,,205525822000.0,,,65041000000.0,,,,,107122000000.0,,297313821000.0,,,,,204357076000.0,,3.8,,39963000000.0,,,,0.0,3672000000.0,6489000000.0,,,486797598000.0,471131444000.0,19762000000.0,188653914000.0,,,,194800000000.0,,,,,,,,,,,,14193000000.0,,,,,,14244000000.0,,0.0,,5071863000.0,,,,,112643084000.0,98017583000.0,,,,87678000000.0,,,,,,,401066085000.0,90486577000.0,,6249696000.0,23039775000.0,-23844000000.0,,,66564000000.0,33460372000.0,,,,,41637829000.0,,,,,31585252000.0,,,,,,,31585252000.0,0.0,,,,,,778465766000.0,,,57432630000.0,,,5856000000.0,,15196072000.0,768445265000.0,,,,14193000000.0,,982822842000.0,3672000000.0,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,485334000000.0,,,,,,,,,-12158813000.0,,,,37795000000.0,-5173212000.0,,,15030000000.0,190120000000.0,,,,,8813000.0,72226042000.0,-33796514000.0,,,217876000000.0,,,63318000000.0,,,639261000.0,,106775000000.0,-3438367000.0,277722000000.0,,,,171721000.0,250033000000.0,3984308000.0,4.6,,41035000000.0,,-25757465000.0,,,3586000000.0,9671000000.0,,,485334000000.0,532395000000.0,26964000000.0,,,,-33717508000.0,194221000000.0,,,,,23801879000.0,,,,,,,16384000000.0,,,41375312000.0,51369947000.0,,16650000000.0,,63505000000.0,,44087000000.0,,,,,126265000000.0,93496000000.0,,,,87446000000.0,,,,,,,468890000000.0,92688000000.0,,,,-2917000000.0,,,68980000000.0,36512000000.0,,,,,39017000000.0,-7812830000.0,,,25522596000.0,72226000000.0,,,,,,31585252000.0,72226000000.0,,,,,,255688000.0,777961000000.0,,,43515000000.0,,,,,0.0,810117000000.0,,,,16384000000.0,17652439000.0,1027993000000.0,3586000000.0,,-207467000.0,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,501107000000.0,,-121750750000.0,,2765495000.0,273608000000.0,162592000000.0,-192238128000.0,,-12414651000.0,-12386088000.0,,236698000000.0,37155000000.0,25126875000.0,1105294000.0,-70745785000.0,13473000000.0,205015000000.0,-91310640000.0,32959061000.0,-3114379000.0,6851351000.0,6580000.0,48163550000.0,-28723395000.0,,31488000000.0,209012000000.0,74625000000.0,50615000000.0,63522000000.0,29147332000.0,-60710863000.0,37762597000.0,786101000000.0,108661000000.0,-681725000.0,281471000000.0,798459000000.0,427771000000.0,66038542000.0,-844376000.0,236698000000.0,6586015000.0,4.8,826146000000.0,42133000000.0,,-31684415000.0,-5692322000.0,0.0,3554000000.0,2488000000.0,21.177723,13473000000.0,501107000000.0,544675000000.0,19312000000.0,197318912000.0,-9564979000.0,,-32314188000.0,204121000000.0,,29682821000.0,-15722576000.0,-192238128000.0,-54723085000.0,25841000000.0,74975000000.0,358330000000.0,-17096650000.0,45487200000.0,74625000000.0,17177000000.0,,,-21461408000.0,61985072000.0,-134291601000.0,17172000000.0,209012000000.0,80197000000.0,24104371000.0,50615000000.0,1628409000.0,1105294000.0,21.177723,464478000000.0,138342000000.0,92486000000.0,281471000000.0,32959061000.0,3523750000.0,95460000000.0,92486000000.0,1035158000000.0,36719000000.0,-46646340000.0,101534833000.0,197318912000.0,464478000000.0,91304000000.0,,1628409000.0,29682821000.0,-10209000000.0,138342000000.0,0.0,71506000000.0,36719000000.0,-91310640000.0,-19610000000.0,0.0,48164000000.0,38220000000.0,-7851844000.0,,501107000000.0,26366814000.0,48164000000.0,187789292000.0,544675000000.0,205015000000.0,38220000000.0,37754976000.0,72226042000.0,48164000000.0,0.0,48163550000.0,255698000000.0,,154163000000.0,-7935527000.0,798459000000.0,501107000000.0,,25841000000.0,48164000000.0,44045000.0,,3523750000.0,2765495000.0,826146000000.0,91304000000.0,106094000000.0,,17177000000.0,29670884000.0,1035158000000.0,3554000000.0,,-2476897000.0,4.8,80197000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,38720922000.0,,1108778000.0,,,,-93166677000.0,,,,,,,,,202234898000.0,,,64813203000.0,,,,,106906195000.0,,297062508000.0,,,,,229865299000.0,,3.990853,,41014232000.0,,,,,3479650000.0,16367045000.0,,,,510336973000.0,30348430000.0,199012925000.0,,,,195438821000.0,,,,,,,,,,,,13886771000.0,,,,,,13981385000.0,,7614200000.0,,,,,,,,,,,,88532626000.0,,,,,,,431795366000.0,,,4849537000.0,,-2711339000.0,,,68185273000.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,788357476000.0,,,,,,8297983000.0,,788357476000.0,807399481000.0,,,,13886771000.0,,1018222775000.0,3479650000.0,,,3.990853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,39210945000.0,,1110735000.0,,18422189000.0,165693049000.0,-91581721000.0,,,,,,,,,203171669000.0,,,63152060000.0,,,,,110326100000.0,,317104616000.0,,,,,274362178000.0,,,,42765067000.0,,,,0.0,,6825414000.0,,,500827260000.0,532028458000.0,25750122000.0,198365678000.0,,,,202634834000.0,,,,,,,,,,,,18832876000.0,,,,,,18924708000.0,,7751530000.0,,4850105000.0,,,,,126705743000.0,95428607000.0,,42801935000.0,,92308734000.0,,,,,,,454983933000.0,75407729000.0,,5598837000.0,26831958000.0,-6651151000.0,,,71115155000.0,30742322000.0,,,,,38039347000.0,,,,,94126626000.0,,,,,,,94126626000.0,0.0,,,,,,786550225000.0,,,51465649000.0,,,9981822000.0,,18572692000.0,849133074000.0,,,,18832876000.0,,1060912403000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,-8849014000.0,,,,37638253000.0,1583471000.0,1315762000.0,,19811406000.0,160861188000.0,-105673197000.0,,,,63138000.0,89728451000.0,-39575280000.0,,,189838409000.0,,,67809495000.0,,,4376450000.0,,123309087000.0,-2401658000.0,331956671000.0,,,,-11237443000.0,290125513000.0,7095759000.0,3.0,,49262583000.0,,-6287278000.0,,0.0,3373233333.0,14101204000.0,,,565354110000.0,630823216000.0,25305025000.0,199126318000.0,,,-31061738000.0,220883984000.0,,,,,-20853863000.0,,,,,,,10119700000.0,,,-1998108000.0,58431035000.0,,11203821000.0,,105297000000.0,,9997397000.0,,,,,128624546000.0,129670483000.0,,41729563000.0,,97574897000.0,,,,,,,525525957000.0,48165752000.0,,19143382000.0,39722115000.0,-5237469000.0,,,85670834000.0,34122732000.0,,,,,74983167000.0,-8197917000.0,,,31550974000.0,89728451000.0,,,,,,94126626000.0,89728451000.0,0.0,,,,,3921933000.0,909659620000.0,,,50967181000.0,,,10953496000.0,,33202698000.0,962779887000.0,,,,10119700000.0,27369297000.0,1199785133000.0,3373233333.0,,59703000.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,873600272000.0,,-145584953000.0,,979639461000.0,312958685000.0,185683205000.0,-278003954000.0,,-10328222000.0,-11791213000.0,,281080377000.0,40984130000.0,1538478000.0,1330757000.0,-35049327000.0,1269726000.0,118723997000.0,-104332763000.0,42650913000.0,3138765000.0,18224848000.0,-5322000.0,66473703000.0,-63843865000.0,,38952340000.0,184384276000.0,45922214000.0,8527812000.0,41588508000.0,39599241000.0,-36683909000.0,26397389000.0,848261821000.0,121618299000.0,-854710000.0,378911624000.0,979639461000.0,462159682000.0,95025561000.0,294981000.0,288408157000.0,4903668000.0,,1020979514000.0,52641323000.0,,-14498261000.0,-17399285000.0,0.0,,2413886000.0,13.476212,1269726000.0,595596318000.0,664805997000.0,5801692000.0,192334408000.0,2470754000.0,,-64392984000.0,229304181000.0,,33438558000.0,-17054829000.0,-278003954000.0,-39957213000.0,57698655000.0,47497723000.0,386102139000.0,-14564924000.0,48163550000.0,45922214000.0,3307023000.0,,,-24055924000.0,79745154000.0,-147627646000.0,3387806000.0,189264151000.0,13451407000.0,24470252000.0,8527812000.0,22886281000.0,1330757000.0,13.476212,539066569000.0,121490248000.0,140903391000.0,359901441000.0,42650913000.0,3407650000.0,107685882000.0,140903391000.0,1260719838000.0,35930282000.0,-74758020000.0,114993551000.0,192110252000.0,545949470000.0,49262581000.0,,17469798000.0,33438558000.0,-21418197000.0,121490248000.0,0.0,80634169000.0,35930282000.0,-99228732000.0,-35634642000.0,0.0,66473703000.0,109829650000.0,-8822292000.0,,595596318000.0,29855671000.0,66473703000.0,240610514000.0,661078073000.0,118723997000.0,109829650000.0,14260208000.0,89728451000.0,66473703000.0,0.0,66473703000.0,245223891000.0,,149200997000.0,-18258103000.0,989948512000.0,873600272000.0,,57698655000.0,66473703000.0,96781000.0,5931145000.0,3407650000.0,2851089000.0,1043717621000.0,49262581000.0,86450063000.0,,3307023000.0,15352170000.0,1278356669000.0,,,2797321000.0,,13496202000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,558620000000.0,,,,,,,,,,,,,37714000000.0,,,,23701000000.0,232551000000.0,,,,,,,,,,210195000000.0,,,68248000000.0,,,,,118829000000.0,,386831000000.0,,,,,276667000000.0,,2.4,,48763000000.0,,,,,3392000000.0,4397000000.0,,,558620000000.0,621854000000.0,13498000000.0,,,,,220036000000.0,,,,,,,,,,,,8227000000.0,,,,,,9107000000.0,,120108000000.0,,63681000000.0,,,,,163189000000.0,135525000000.0,,,,101207000000.0,,,,,,,501746000000.0,45255000000.0,,,,-17833000000.0,,,81115000000.0,33568000000.0,,,,,101573000000.0,,,,,56209000000.0,,,,,,,56209000000.0,,,,,,,942213000000.0,,,90599000000.0,,,,,0.0,1008685000000.0,,,,8227000000.0,,1218880000000.0,3392000000.0,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,36317000000.0,,1450620000.0,,21406315000.0,207341358000.0,-120037893000.0,,,,,,,,,129524435000.0,,,68305000000.0,,,,,118764000000.0,,404156669000.0,,,,,350599720000.0,,4.2,,48804000000.0,,,,0.0,3355500000.0,10108000000.0,,,577814784000.0,703197279000.0,25339000000.0,153185401000.0,,,,219876000000.0,,,,,,,,,,,,14048000000.0,,,,,,13836000000.0,,13732783000.0,,6796935000.0,,,,,144851975000.0,139411918000.0,,53831811000.0,,101112000000.0,,,,,,,585179069000.0,3155048000.0,,14777094000.0,30492442000.0,-12935000000.0,,,82447000000.0,34139447000.0,,,,,101133904000.0,,,,,118609986000.0,,,,,,,118609986000.0,0.0,,,,,,938952749000.0,,,77443804000.0,,,,,42689335000.0,1107353948000.0,,,,14048000000.0,,1289552469000.0,3355500000.0,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,-8154539000.0,,,,35167953000.0,3207162000.0,1323597000.0,,19416933000.0,180329751000.0,-136962947000.0,,,,-40585653000.0,69874151000.0,-87540609000.0,,,101103847000.0,,,24882914000.0,,,25564827000.0,,119340116000.0,170393000.0,430614917000.0,,,,-3367498000.0,366864125000.0,7006517000.0,-3.2,,51212300000.0,,-12989739000.0,,55049112000.0,3304971875.0,-4915074000.0,,,558722383000.0,710205621000.0,-14723052000.0,141692442000.0,,,-44576830000.0,223603962000.0,,,,,-16809437000.0,,,,,,,-10575910000.0,,,-50444393000.0,53905653000.0,,-9807978000.0,,13220670000.0,,6701104000.0,,,,,149156906000.0,136347853000.0,,52571299000.0,,104263846000.0,,,,,,,587869829000.0,3795776000.0,,11450438000.0,31910195000.0,-42884488000.0,,,84172163000.0,34593453000.0,,,,,123899901000.0,-28061305000.0,,,31565704000.0,69874151000.0,,,,,,118609986000.0,124923263000.0,0.0,,,,,-10882922000.0,926808509000.0,,,132884388000.0,,,8040262000.0,,27230246000.0,1140820538000.0,,,,-10575910000.0,9328823000.0,1293672634000.0,3304971875.0,,-1118929000.0,-3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,573529000000.0,,-151572739000.0,20666548000.0,-1000000.0,334700000000.0,200213000000.0,-288311977000.0,,-3207464000.0,-17641833000.0,,351332000000.0,32227000000.0,-8154951000.0,1052940000.0,-34443084000.0,18125000000.0,249633000000.0,-156391921000.0,44421789000.0,-1534493000.0,-18379149000.0,21004967000.0,45160032000.0,-23980732000.0,,19180000000.0,160854000000.0,35055000000.0,56313000000.0,63875000000.0,33512636000.0,-133110776000.0,-13782776000.0,894217000000.0,118627000000.0,-1939883000.0,415707000000.0,945156000000.0,476155000000.0,12154252000.0,203750000.0,351332000000.0,7455238000.0,4.8,1135633000000.0,51773000000.0,,-44947929000.0,-42380888000.0,56347000000.0,3305000000.0,6293000000.0,10.622888,18125000000.0,573529000000.0,719926000000.0,22446000000.0,172331439000.0,-83902000.0,,-45191874000.0,230577000000.0,,34824320000.0,-37359600000.0,-288311977000.0,-34487057000.0,109761000000.0,36961000000.0,418062000000.0,-3635118000.0,66473703000.0,35055000000.0,15663000000.0,20666548000.0,,-21635908000.0,36831881000.0,-131901546000.0,16137000000.0,160854000000.0,146111000000.0,26425392000.0,56313000000.0,11589865000.0,1052940000.0,10.622888,573815000000.0,196123000000.0,137114000000.0,415707000000.0,44421789000.0,3299950000.0,111950000000.0,137114000000.0,1296487000000.0,35577000000.0,-50204594000.0,125735395000.0,172331439000.0,573815000000.0,3111000000.0,-177965000.0,11589865000.0,34824320000.0,-3125000000.0,196123000000.0,0.0,86400000000.0,35577000000.0,-156391921000.0,-78998000000.0,56347000000.0,101507000000.0,101750000000.0,-8455238000.0,,573529000000.0,31648225000.0,45160000000.0,163726991000.0,719926000000.0,249633000000.0,101750000000.0,-6410783000.0,69874151000.0,101507000000.0,0.0,45160032000.0,267190000000.0,,141455000000.0,-2600858000.0,945156000000.0,573529000000.0,,109761000000.0,45160000000.0,21000000000.0,11338774000.0,3299950000.0,-1000000.0,1135633000000.0,3111000000.0,57568000000.0,,15663000000.0,-8359993000.0,1296487000000.0,3305000000.0,,-125754000.0,4.8,146111000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,589168000000.0,,,,,,,,,,,,,28043000000.0,,,,25160000000.0,242799000000.0,,,,,,,,,,185574000000.0,,,61735000000.0,,,,,114483000000.0,,381991000000.0,,,,,333577000000.0,,1.4,,51167000000.0,,,,,3295500000.0,2223000000.0,,,589168000000.0,752511000000.0,7345000000.0,,,,,222985000000.0,,,,,,,,,,,,4798000000.0,,,,,,5159000000.0,,154877000000.0,,62299000000.0,,,,,175350000000.0,140277000000.0,,,,108502000000.0,,,,,,,597634000000.0,3381000000.0,,,,-1839000000.0,,,86440000000.0,35790000000.0,,,,,107780000000.0,,,,,97277000000.0,,,,,,,97277000000.0,,,,,,,986499000000.0,,,76893000000.0,,,,,0.0,1134502000000.0,,,,4798000000.0,,1320076000000.0,3295500000.0,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
