date,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,quarterlyCostOfRevenue,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualRetainedEarnings,quarterlyCurrentAssets,annualTotalAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,annualNetOtherInvestingChanges,annualOtherCurrentAssets,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualLongTermDebt,annualCurrentDeferredRevenue,annualCostOfRevenue,annualOperatingIncome,annualDilutedAverageShares,annualEndCashPosition,annualPretaxIncome,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,trailingOperatingIncome,annualCurrentDebt,quarterlyTotalAssets,annualFreeCashFlow,trailingTaxProvision,annualIncomeTaxPayable,quarterlyBasicAverageShares,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualAccountsPayable,annualOtherNonCashItems,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,annualDepreciationAndAmortization,annualRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualStockholdersEquity,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,quarterlyInventory,quarterlyGrossProfit,annualTaxProvision,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,annualBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyChangeInInventory,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualSaleOfInvestment,quarterlyAccountsReceivable,annualOtherIntangibleAssets,annualNetIncomeCommonStockholders,annualNetPPE,annualChangeInAccountPayable,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentLiabilities,quarterlyStockholdersEquity,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualBasicEPS,quarterlyNetOtherInvestingChanges,annualOtherCurrentLiabilities,trailingGrossProfit,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,annualBeginningCashPosition,quarterlyRepaymentOfDebt,trailingInterestExpense,quarterlyOtherCurrentAssets,annualSellingGeneralAndAdministration,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,quarterlyBasicEPS,quarterlyCapitalStock,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,annualTotalNonCurrentAssets,quarterlyCurrentDebt,annualGrossPPE,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,annualStockBasedCompensation,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualDilutedEPS,annualOperatingExpense,quarterlyGrossPPE,trailingStockBasedCompensation,annualChangeInInventory,quarterlyOperatingCashFlow,annualInvestingCashFlow,trailingSellingGeneralAndAdministration,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualCapitalExpenditure,annualCapitalStock,quarterlyChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,annualTotalRevenue,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,annualChangesInAccountReceivables,quarterlyPretaxIncome,trailingCostOfRevenue,annualInterestExpense,trailingBeginningCashPosition,annualAccumulatedDepreciation,annualInventory,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,trailingOperatingExpense,trailingChangeInInventory,annualDeferredIncomeTax,quarterlyEbitda,annualGrossProfit,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlyNonCurrentDeferredRevenue,trailingDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,trailingCashDividendsPaid,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingNetOtherFinancingCharges,annualGoodwill,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualGainsLossesNotAffectingRetainedEarnings,annualCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualNonCurrentDeferredRevenue,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyGoodwill,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedAverageShares
2004-03-31,190010964.8,,106306179.86,338208000.0,996884000.0,,522435668.18,,1621025000.0,,885239000.0,1317973000.0,2938998000.0,,1483710000.0,,32738387.68,19251000.0,204121719.42,,872645000.0,,751803807.38,-669779609.82,298401125.0,1258993302.06,228480000.0,206611000.0,-2600199.2,,,80682000.0,2938998000.0,130459000.0,,,,,30626200.56,,,124239000.0,67936000.0,3221596.66,12377950.4,,103869028.56,,,,,,1455288000.0,2366839.2,,26440000.0,-296781976.98,21869000.0,-44557147.44,1483710000.0,-2600199.2,-2600199.2,338208000.0,1257350000.0,295404280.0,87670000.0,,872645000.0,1317973000.0,14932000.0,,842961544.84,,,6948000.0,,1258993302.06,26343064.8,,14932000.0,44557147.44,206611000.0,1621025000.0,21136896.5,462062000.0,-44557147.44,996884000.0,486826000.0,1455288000.0,-565910581.26,124239000.0,1086901052.0,,1257350000.0,-12012217.28,0.699487,32739180.48,0.0,,,-71278000.0,-51117000.0,,1257350000.0,1257350000.0,,1310176734.32,,,19251000.0,312226341.82,44557147.44,,866000.0,,9643000.0,,,1621025000.0,80682000.0,2028615973.64,-32738387.68,,206611000.0,,-1139743521.82,225653691.2,,67936000.0,87670000.0,,,21031026.26,,0.692308,992199802.44,2028615973.64,,-3656947.56,184398863.2,-331599000.0,,-407590973.64,5612101.6,-331603000.0,9643000.0,-4447242.4,,0.0,1074224000.0,,486826000.0,38245.78,-3103222.4,,47564000.0,,-407590973.64,26440000.0,885239000.0,-503023.2,1621025000.0,,115757000.0,,,,-1109117321.26,322420192.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,149578109.12,,,,983159788.8,,225721704.32,0.184831,1659235022.58,,,1389510473.78,,,,,,,93797829.67,,,,,,,,,,54944376.64,,,,3048745496.36,,,,288716220.0,,23606651.53,,,129744116.29,,,10746734.75,,,,-18095610.88,,,,,120823.71,,27157389.13,77486628.82,,0.0,1538454052.94,54944376.64,54944376.64,,,,,,853415672.51,,,,138157391.77,,,,,971060157.27,93839748.1,,,,,,,,,,,1510291443.42,,,745737910.93,,,,,93839748.1,,,,,,289812100.0,1329031220.52,1329031220.52,,,,,19298916.4,,43980652.37,,,0.185544,9658499.43,,,,83113561.6,,,,,,-60670762.95,303208333.14,,79461726.61,,,,94633732.48,,,,2026947600.19,,,149578109.12,,,-411693229.98,,,,225322246.34,,392718975.93,,,555294264.14,,60391306.75,,,,,,939221054.86,5446930.11,1615254370.21,,,,,,-37064111.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,-74376293.97,,,,1088648951.05,,115087335.85,0.495641,1783643158.95,,,1487786765.7,,,,,,,46893546.3,,,,,,,,,,147708793.25,,,,3271429924.65,,,,296146500.0,,22517171.37,,,135670995.6,,,13305103.75,,,,-55520058.77,,,,,-875198.05,,26496681.35,303692918.2,,0.0,1614105138.9,147708793.25,147708793.25,,,,,,952977955.45,,,,59573048.5,,,,,1397703363.1,-304773750.25,,,,,,,,,,,1657324785.75,,,971060157.27,,,,,,,,,,,298032150.0,1423185555.45,1423185555.45,,,,,21280919.65,,43371820.2,,,0.498738,9653748.5,,,,92685647.4,,,,,,244119869.7,418780254.05,,75440944.7,,,,1654156.02,,,,2143559701.65,,,134337104.48,,,-403288362.9,,,,-225956704.54,,357329595.75,,,525456187.85,,162907609.8,,,,,,1086480682.1,15198816.55,1740271338.75,,,,,,266637041.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,-86447725.35,,,,1173217847.2,,111654246.2,0.115262,1869905147.6,,,1502926216.4,,,,,,,44695982.1,,,,,,,,,,34377053.9,,,,3372831364.0,,,,296312250.0,,26289656.7,,,130252006.5,,,15019315.5,,,,84778445.75,,,,,-2068788.4,,27067138.7,181782641.6,,0.0,1687107975.7,34377053.9,34377053.9,,,,,,1042965840.7,,,,58836871.8,,,,,1417528367.5,-132267105.05,,,,,,,,,,,1685723388.3,,,1397703363.1,,,9825.2,,,,,,,,298131600.0,1442897510.6,1442897510.6,,,,,18544054.2,,30766238.3,,,0.116015,9619277.5,,,,108792373.2,,,,,,122945769.8,293436887.8,,89132997.8,,,,15448756.1,,,,2207640739.5,,,45829204.9,,,-368501830.2,-132276930.25,,,-1659454.4,,315964757.5,,,513890128.5,,38240950.3,,,,,,1116012022.3,3863896.4,1839138909.3,,,,,,149440533.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,-77374089.8,,18415007.52,436187000.0,1425049000.0,,627260615.8,,2122732000.0,,1151980000.0,1686968000.0,3809700000.0,,2082289000.0,,-220702000.0,24612000.0,230735342.88,,1293860000.0,,956790945.6,-838530153.28,297961211.0,1484708000.0,295931000.0,266741000.0,32939218.5,,,128935000.0,3809700000.0,-88620000.0,,,,,28116164.72,,,131189000.0,92118000.0,,16647050.4,,100529644.32,,,,,,1727411000.0,549088.0,,28069000.0,-302736642.3,29190000.0,-30359024.64,2082289000.0,32939218.5,32939218.5,436187000.0,1613643000.0,296365169.0,104180000.0,,1293860000.0,1686968000.0,20644000.0,,1039308798.08,,,5382000.0,,1484708000.0,-273699892.8,,20644000.0,30359024.64,266741000.0,2122732000.0,24110402.4,530515000.0,-30359024.64,1425049000.0,657240000.0,1727411000.0,-738000508.96,131189000.0,1417528367.5,,1613643000.0,,0.9,,0.0,,,-88146000.0,32501000.0,,1613643000.0,1613643000.0,,1363034000.0,,,24612000.0,371371754.88,30359024.64,,-4401000.0,,9675000.0,,,2122732000.0,128935000.0,2566451889.76,,,266741000.0,,-1342045440.38,324523973.5,,92118000.0,104180000.0,,488000.0,-93321637.08,,0.895128,1218325207.68,2566451889.76,,-424000.0,200770581.5,-616901000.0,,-443719889.76,-278144671.3,-619135000.0,9675000.0,34794912.6,,0.0,1336586000.0,,657240000.0,-5695394.88,37954852.2,,57629000.0,,-443719889.76,28069000.0,1151980000.0,5015633.7,2122732000.0,,461875000.0,,,,-1313929275.66,379795054.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,199908520.0,,,,1640227022.0,,314302086.0,0.2334,2144670178.0,,,1924280162.0,,,,,,,111908132.0,,,,,,,,,,69505422.0,,,,4068950340.0,,,,296602800.0,,26924296.0,,,257498892.0,,,18399150.0,,,,,,-25022018.0,,,942466.0,,29609622.0,89549138.0,,23237858.0,2373233464.0,69505422.0,69505422.0,,,,117735562.0,,1264992568.0,,,,158549048.0,,-1595006.0,,,1148566216.0,84214004.0,,,,,,,,,,,1695716876.0,,,870561874.0,,,,,97605942.0,,,,,,297786450.0,1782982124.0,1782982124.0,,,-28680372.0,,92312108.0,,46749948.0,1227436.0,,0.234415,9711282.0,,,,118433532.0,,,,,9170252.0,-68999910.0,403851224.0,,66916738.0,,,,-4574388.0,,,,2551019226.0,,,213300458.0,,,-476336854.0,-13391938.0,,,278004342.0,,547656172.0,,,733006442.0,,76792394.0,,,,,,1225836864.0,7286972.0,2074682372.0,,,,,,-42075614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,32305338.24,,,,1615902990.87,,333415930.26,0.571241,2178019313.89,,,1995154052.36,,,,,,,110670844.9,,,,,,,,,,171982310.5,,,,4173173366.25,,,,298917450.0,,25955184.22,,,239649698.19,,,18305520.1,,,,,,-4350586.59,,,-495999.14,,31700814.6,206377113.74,,20325182.15,2260886006.33,171982310.5,171982310.5,,,,133646885.33,,1242606407.35,,,,159097944.88,,-2125816.98,,,1191739953.74,-40226013.38,,,,,,,,,,,1912287359.92,,,1148566216.0,,,,,24657846.01,,,,,,301031250.0,1800583045.24,1800583045.24,,,-14440864.27,,135844045.4,,46691932.42,-6496804.79,,0.575328,9704331.0,,,,124615222.06,,,,,1737581.93,47279168.86,539793044.0,,62451102.42,,,,31599.89,,,,2589317062.29,,,97189197.63,,,-478314862.97,-64883859.39,,,44260731.34,,457916690.98,,,644983015.46,,191964938.06,,,,,,1396289003.76,19982627.56,2111002199.32,,,,,,73268528.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,-211706060.04,,,,1725818963.76,,260518555.1,0.489841,2387464625.86,,,1925785680.14,,,,,,,53934915.82,,,,,,,,,,36941165.72,,,,4313250306.0,,,,299531700.0,,29116953.6,,,193027637.08,,,18384957.08,,,,18.35,,-4335975.99,,,253486.22,,33751817.36,111422029.84,,18067887.36,2356182391.64,36941165.72,36941165.72,,,,133054832.1,,1399736494.58,,,,155790596.14,,-1867742.78,,,1159777452.26,-234558761.26,,,,,,,,,,,1957067914.36,,,1191739953.74,,,,,,,,,,,301596750.0,1781141695.44,1781141695.44,,,,,80983336.72,,46997532.08,-7649950.63,,0.492928,9815596.84,,,,140393215.78,,,,,18109132.13,-44368566.3,371940584.94,,58718090.58,,,,-62960846.61,,,,2811296129.04,,,15127382.33,,,-488896922.62,-226833442.37,,,-37665327.34,,431252121.52,,,630363427.88,,40699374.46,,,,,,1442389154.16,3758208.74,2322399206.42,,,,,,-15251612.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,43837201.8,,11415887.1,570614000.0,1796362000.0,,334325604.26,,2580592000.0,,1467623000.0,2053627000.0,4634219000.0,,2642234000.0,,200480000.0,581292000.0,65532938.58,,1524417000.0,,1136009262.32,-808391872.96,300994590.0,1439004000.0,338888000.0,306712000.0,26785217.36,,,153311000.0,4634219000.0,64345000.0,,,,,42408566.18,,,62788000.0,79283000.0,6821436.7,18732592.36,763000.0,124405000.0,,,763000.0,20858993.58,,1991985000.0,-75078961.84,,3422000.0,36935874.62,32176000.0,-1971971000.0,2642234000.0,26785217.36,26785217.36,570614000.0,1439004000.0,299064870.0,127260000.0,,1524417000.0,2053627000.0,29909000.0,,889592036.94,,4626565.76,30590000.0,,1439004000.0,-146714229.36,,29909000.0,46841000.0,306712000.0,2532988000.0,-12849587.0,610570000.0,-1971971000.0,1796362000.0,845872000.0,1991985000.0,-683986872.96,62788000.0,1159777452.26,,1439004000.0,,1.025641,,42664000.0,,,-123938000.0,566746000.0,,1439004000.0,1439004000.0,,872591000.0,,,581292000.0,232958467.44,46841000.0,3643652.92,-74377000.0,,9790000.0,,,2580592000.0,153311000.0,2903054452.92,,,306712000.0,1573033.94,-852656162.32,371261478.88,,79283000.0,127260000.0,,2921000.0,78919521.82,,1.018974,1364912610.64,2903054452.92,,-962000.0,284952962.04,-337285000.0,,-370066452.92,-241115760.24,-546225000.0,9790000.0,282146254.0,,42664000.0,1692530000.0,,845872000.0,-9275666.5,27763761.14,,73958000.0,,-370066452.92,3422000.0,1467623000.0,978543.78,2532988000.0,,262871000.0,,,,-810247596.14,556520737.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,247705813.17,,,,1788222606.75,,344294586.45,0.382292,2541544495.62,,,2290364727.51,,,,,,,74859740.4,,,,,,,,,,115683794.4,,,,4831909223.13,,,,300729390.0,,35588095.35,,,154186664.64,,,20613801.06,,,,782.07,,-27503837.76,,,-320648.7,,4234126.98,222357360.33,,9791516.4,2721978993.6,115683794.4,115683794.4,,,,147281768.61,,1486754173.5,,,,127163017.86,,-811788.66,,,1042403115.39,-630322611.69,,,,,,,,,,,2109930229.53,,,1439051031.78,,,,,-609044833.2,,,,,,302578380.0,2184432563.94,2184432563.94,,,-36347485.32,,70626395.49,,46842864.72,2698923.57,,0.384621,9793080.54,,,,154681714.95,,,,,1037806.89,95194342.47,566651946.78,,51781636.77,,,,28145917.23,,,,2835150779.16,,,268983591.66,,,-350240664.66,-21277778.49,,,-396647916.39,,705502218.72,,,933756386.85,,128625488.76,,,,,,1583355459.9,12941694.36,2484910114.5,,,,,,130782437.82,,1812838.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,95371382.31,,,,1779208216.14,,354946914.6,0.704405,2788557470.46,,,2172018082.2,,,,,,,76050354.54,,,,,,,,,,213621788.52,,,,4960575552.66,,,,300971580.0,,36092819.49,,,166120808.28,,,20715170.22,,,,,,36130619.52,,,-908622.42,,3629753.16,335411927.28,,189407908.86,2661909241.02,213621788.52,213621788.52,,,,134992398.84,,1478095009.02,,,,132272057.52,,606539.46,,,1065572536.14,-139860801.75,,,,,,,,,,,2298666311.64,,,1042403115.39,,,,,-72268044.9,,,,,,303221490.0,2094776492.88,2094776492.88,,,-39278950.68,,49384536.36,,46879706.7,3007793.61,,0.70979,9814858.86,,,,158180032.5,,,,,5417280.45,203139869.76,690358841.88,,87975333.06,,,,13378364.19,,,,2905802128.86,,,162964139.16,,,-353532273.96,-67592756.85,,,23184366.27,,590176707.36,,,882701024.88,,243768948.9,,,,,,1798235606.4,30147160.38,2552269854.9,,,,,,239232689.25,,-11381.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,16912307.87,527543902.45,,,1857881665.0,,353598887.9,0.157077,3034423772.5,,,2098026084.45,,,,,,,76625959.05,,,,,,,,,,47773774.95,,,,5132449856.95,,,,301370550.0,,36655449.46,,,177080791.8,,,20830357.8,,,,,,-23696712.96,,,-40192.55,,1953509.6,139593276.25,,365306295.2,2750736412.75,47773774.95,47773774.95,,,,147141892.15,,1533658981.05,,,,193134302.95,,1676448.2,,,1289107031.4,33630667.49,,,,,,,,,,,2381713444.2,,,1065572536.14,,,,,338468909.9,,,,,,304196880.0,2021004266.7,1493460364.25,,,,,54281934.65,,46881955.35,3442017.22,,0.158595,9825182.6,,,,165503062.35,,,,,3608975.51,-53541026.7,493192164.15,,64281537.75,,,,40887129.78,,,,2992212494.8,,,123420033.13,,,-369976972.85,-106507725.26,,,223471778.67,,619111631.55,,,892854747.75,,51254601.45,,,,,,1846085530.75,3480826.5,2622235521.95,,,,,,-16885577.24,,6710263.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,14891496.65,645510000.0,87633233.19,807136000.0,2033742000.0,,486183967.98,,3336969000.0,,1905211000.0,2354276000.0,5691245000.0,,3151472000.0,,-318615000.0,336515000.0,280722228.2,,1741814000.0,,1539327363.48,-1125955188.17,303713085.0,1346419000.0,451037000.0,435600000.0,58414910.4,,,234971000.0,5691245000.0,374881000.0,,,,,35166635.7,-465201482.85,,140896000.0,54801000.0,-4711714.56,20698883.5,406075000.0,143503000.0,,,406075000.0,-9492284.88,,2539773000.0,455236.25,,2420000.0,2422.42,15437000.0,-2198001000.0,3151472000.0,58414910.4,58414910.4,807136000.0,1346419000.0,301169115.0,151032000.0,,1741814000.0,2354276000.0,23412000.0,,1231623066.19,,-469199.0,11233000.0,645510000.0,1346419000.0,-421456254.05,,23412000.0,46841000.0,435600000.0,2884053000.0,-24562216.08,869853000.0,-2198001000.0,2033742000.0,1117730000.0,2539773000.0,-982452188.17,140896000.0,1289107031.4,,1991929000.0,,1.446154,24228968.2,807136000.0,,,-155071000.0,-92585000.0,,1991929000.0,1346419000.0,,1439004000.0,,,336515000.0,508325055.35,46841000.0,-2582232.97,-815000.0,,9822000.0,,,3336969000.0,234971000.0,3394417627.56,,,435600000.0,1168937.15,-1231620643.77,486186390.4,,54801000.0,151032000.0,,3935000.0,5221821.99,,1.434359,1823522824.69,3394417627.56,,1002000.0,314485236.05,-1158009000.0,,-510364627.56,-299593739.4,-494972000.0,9822000.0,57406771.45,-663532000.0,807136000.0,2236895000.0,,1117730000.0,6566501.43,27270261.65,,82891000.0,,-510364627.56,2420000.0,1905211000.0,-31144648.75,2884053000.0,,184338000.0,,,,-1196454008.07,697567636.52,-13223434.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,151966424.72,,,,1975266604.92,,435657125.44,0.456415,3355195015.32,,,2454838486.32,,,,,,,102646456.76,,,,,,,,,,139217528.8,,,,5810033501.64,,,,301684305.0,,34853991.68,,,206427267.6,,,22974372.32,,,,,,-6070127.12,,,1369073.56,,2265005.96,258863747.52,,355916180.08,3170158318.88,139217528.8,139217528.8,,,,147891783.4,,1620947553.92,,,,257158514.2,,160675.48,,,1348003599.36,-189729605.16,,,,,,,,,,,2639875182.76,,,1349361566.32,,,,,-92896342.84,,,,,,305015490.0,1348003599.36,1348003599.36,,,-23281654.92,,1079179452.96,,46943155.56,-1927365.32,,0.461503,9850813.76,,,,221906165.8,,,,,2994339.36,1705233.32,694520872.96,,48850529.0,,,,49590969.0,,,,3410024597.32,,,248799687.04,,,-457688917.64,-96833262.32,,,-1357966.96,,890159929.76,,,1194891713.96,,156300960.48,,,,,,2048592378.12,17083431.68,2952335679.68,-40140733.28,,,,,36559225.0,,-39243.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,-8643431.4,,,,2050802704.32,,459703506.88,0.903292,3564912210.2,,,2231567561.32,,,,,,,95455376.32,,,,,,,,,,269673813.72,,,,5796479771.52,,,,295597380.0,,41489495.84,,,208130437.88,,,22022268.04,,,,,,8706977.12,,,121646.68,,2896316.04,404797258.28,,368401696.68,3168984612.16,269673813.72,269673813.72,,,,147103884.64,,1695568381.8,,,,271333271.32,,-628276.88,,,1344124091.68,-80914569.36,,,,,,,,,,,2627495159.36,,,1348003599.36,,,,,153395526.08,,,,,,298527840.0,1344124091.68,1344124091.68,,,,,855537584.64,,47013980.76,-3584002.76,,0.912087,9580555.0,,,,209690046.76,,,,,3607629.88,133463986.96,864500765.16,,57640134.68,,,,-122323026.76,,,,3660076478.28,,,225666664.04,,,-510579945.52,-234310095.44,,,-5905675.84,,786858541.12,,,1118181907.84,,304709463.88,,,,,,2091431289.12,35035650.16,3149496532.76,,,,,,174953482.8,,480827.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,-280117677.29,,,,2226604829.61,,427623515.76,0.159944,3620166345.81,,,2247218317.47,,,,,,,86099511.54,,,,,,,,,,47121429.18,,,,5867384663.28,,,,291369195.0,,47108309.69,,,201046825.77,,,25286370.9,,,,-45626149.49,,-1712122.56,,,10151482.74,,2773498.35,141103011.0,,325087521.15,3289674093.72,47121429.18,47121429.18,,,,153639497.13,,1871918506.71,,,,251497820.91,,111253.03,,,1457856748.11,27302011.89,,,,,,,,,,,2577710569.56,,,1344124091.68,,,,,141455270.72,,,,,,294167250.0,1629378640.89,1629378640.89,,,,,590576632.38,,46784915.94,4405388.59,,0.161349,9453833.34,,,,194600408.52,,,,,1784870.9,-110394809.91,568726526.76,,55660110.66,,,,83670789.97,,,,3756386494.98,,,-33510208.11,,,-508092586.26,-246607469.18,,,120314992.19,,770559234.06,,,1063069264.11,,50419532.52,,,,,,2057521973.85,3298103.34,3248293908.72,,,,,,-62914980.45,,-34671547.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,-96419316.03,10228000.0,45237000.0,919349000.0,2268207000.0,,257037833.44,,3940429000.0,,2000422000.0,2387122000.0,6327551000.0,,3825357000.0,,-33623000.0,169580000.0,-266222658.04,,1899694000.0,,1576312000.0,537080000.0,297362325.0,1470849000.0,438927000.0,390708000.0,-63520580.82,,,366801000.0,6327551000.0,-233214000.0,,,,,52497202.79,,,101950000.0,129289000.0,91569000.0,26989966.61,311462000.0,175949000.0,-299994000.0,,311462000.0,,,2502194000.0,-96659065.58,,1997000.0,335592793.35,48219000.0,-2169554000.0,3825357000.0,-63520580.82,-63520580.82,919349000.0,1877123000.0,294842340.0,148088000.0,,1899694000.0,2387122000.0,34178000.0,,-177370424.45,,779348.37,8403000.0,10228000.0,1470849000.0,-448967837.37,186500000.0,34178000.0,46841000.0,390708000.0,3582126000.0,,703901000.0,-2169554000.0,2268207000.0,1557150000.0,2502194000.0,711964000.0,101950000.0,1457856748.11,,1887351000.0,,1.325128,-235577453.96,141711000.0,,,-241962000.0,124430000.0,,1887351000.0,1877123000.0,,1346419000.0,,,169580000.0,17168000.0,46841000.0,-9660020.51,-85022000.0,,9465000.0,,,3940429000.0,366801000.0,4206174000.0,,,390708000.0,16159.86,512963217.8,592630626.79,,129289000.0,148088000.0,,10925000.0,34298267.79,,1.313846,600430000.0,4206174000.0,,423000.0,262944857.03,-692310000.0,,-624048000.0,-359364173.06,-937115000.0,9465000.0,11378650.61,-58114000.0,141711000.0,2713822000.0,,1557150000.0,-10766000.0,-70490436.15,,97088000.0,,-624048000.0,1997000.0,2000422000.0,-6969855.33,3582126000.0,,0.0,,,,564395420.59,1137510000.0,125798962.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,84100000.0,,,968864000.0,2248497000.0,,435924000.0,-0.311795,3816158000.0,,,2430066000.0,,,,,,,116781000.0,,,,,,,,,,-90460000.0,,,,6246224000.0,,,,290251650.0,,65031000.0,,,111159000.0,,,30037000.0,218023000.0,,,0.0,,,,,-91005000.0,,1886000.0,340955000.0,,0.0,3831686000.0,-90460000.0,-90460000.0,,,,153098000.0,,1887825000.0,,,,294929000.0,,111000.0,,,1634461000.0,51510000.0,,46580000.0,,,,,,,,,2414538000.0,,,1470849000.0,,,,,83117000.0,,,,,,290251650.0,1946477000.0,1946477000.0,,,,,130482000.0,,46841000.0,-12402000.0,,-0.311795,9390000.0,,,,329214000.0,,,,,119000.0,46026000.0,776879000.0,,162079000.0,,,,125288000.0,,,,,,,194501000.0,,,,-110401000.0,,,163612000.0,,123032000.0,,,1583189000.0,,-90460000.0,,,,,,1876900000.0,0.0,3551294000.0,-33062000.0,,,,,4608000.0,,94117000.0,678000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
