,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualBasicAverageShares,quarterlyPurchaseOfInvestment,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyOperatingIncome,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualCurrentDeferredRevenue,quarterlyOtherNonCashItems,annualCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualChangeInAccountPayable,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,annualInterestExpense,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyEbitda,annualAccumulatedDepreciation,quarterlyStockBasedCompensation,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualBasicEPS,trailingNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualChangeInWorkingCapital,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,annualDilutedAverageShares,annualCommonStockIssuance,annualFreeCashFlow,annualNetIncome,annualRetainedEarnings,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyBasicEPS,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualOtherCurrentAssets,annualCostOfRevenue,annualBeginningCashPosition,annualLongTermDebt,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualCurrentDebt,quarterlyRepaymentOfDebt,annualTaxProvision,annualTotalAssets,trailingTaxProvision,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,annualDilutedEPS,annualOtherNonCashItems,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCurrentDebt,annualPurchaseOfBusiness,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,trailingChangeInInventory,trailingStockBasedCompensation,annualSaleOfInvestment,annualDepreciationAndAmortization,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualIncomeTaxPayable,annualStockBasedCompensation,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,trailingPretaxIncome,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,annualOtherIntangibleAssets,annualGrossProfit,annualCurrentLiabilities,annualInventory,quarterlyNetPPE,quarterlyPretaxIncome,annualNetPPE,annualEbitda,annualOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlyOtherShortTermInvestments,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,annualCashCashEquivalentsAndMarketableSecurities,annualGoodwill,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,trailingChangeInWorkingCapital,trailingGrossProfit,annualRepaymentOfDebt,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,annualPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOperatingIncome,trailingDeferredIncomeTax,trailingOtherIncomeExpense,trailingTotalRevenue,annualPretaxIncome,quarterlyDilutedEPS,annualInvestingCashFlow,annualEndCashPosition,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,trailingChangeInCashSupplementalAsReported,trailingRepaymentOfDebt,annualOtherIncomeExpense,annualOperatingIncome,quarterlyBeginningCashPosition,annualGrossPPE,annualAccountsPayable,trailingInvestingCashFlow,trailingCapitalExpenditure,quarterlyCapitalStock,annualNonCurrentDeferredRevenue,trailingCashDividendsPaid,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
962323200,,,,,,391979000.0,-11543000.0,,,26349000.0,-22032000.0,,55949000.0,1702000.0,17144000.0,,,,,353451000.0,,,,,,,,,,,,,,673910000.0,131461000.0,274376000.0,,-618000.0,41384000.0,253385000.0,,2977000.0,35633000.0,,,,,,,,,,332110000.0,336030000.0,,221990000.0,,,,-548000.0,,,,,,,29600000.0,1053000.0,0.41,,172686000.0,,,,,,0.0,20316000.0,17144000.0,,,,,,,13934000.0,,,,,-21565000.0,4729000.0,,,-4957000.0,-1314000.0,4967000.0,,,,,,,,,184778000.0,-1063000.0,17144000.0,19822000.0,,,-281658000.0,41274680.0,49304000.0,,,,-8769000.0,18298000.0,,,,3175000.0,,,,,392252000.0,20319000.0,,,,,35841000.0,-3267000.0,,,,,,,,686450000.0,,,412074000.0,,,,,,,1702000.0,1702000.0,,,,,,0.41,,,,,,,,9284000.0,,90891000.0,,,,,10471000.0,,,,,414000.0,,,,,,,,,,,,,,,,,
970272000,52344000.0,28060000.0,41215748.0,,,379375000.0,43088000.0,0.0,,15635000.0,-34137000.0,,48937000.0,28060000.0,11319000.0,,,,,361972000.0,121367000.0,,,268970000.0,217533000.0,,,,,,444000.0,17779000.0,,708101000.0,144439000.0,268970000.0,,-616000.0,,264088000.0,-254000.0,3487000.0,24914000.0,-290227000.0,,-1568000.0,,1.27,,18576000.0,40895000.0,,342559000.0,330438000.0,,217533000.0,52344000.0,,361972000.0,941000.0,,41384000.0,,130803000.0,52344000.0,264088000.0,33302000.0,3541000.0,,,165037000.0,9387000.0,1297584000.0,15703000.0,165037000.0,-2476000.0,0.0,24023000.0,11319000.0,4657000.0,,10442000.0,705420000.0,,85340000.0,9387000.0,436450000.0,1.27,,,,4657000.0,,342559000.0,-8627000.0,0.0,4210000.0,,,,36027000.0,52496000.0,-13202000.0,,,181237000.0,357000.0,11319000.0,18576000.0,,,-290227000.0,,52496000.0,414000.0,,,26358000.0,69097000.0,,,,463000.0,,201855000.0,144439000.0,181237000.0,417874000.0,11782000.0,417874000.0,116515000.0,130803000.0,,34704000.0,126030000.0,0.0,,-6055000.0,34704000.0,,28060000.0,,705420000.0,,12357000.0,436450000.0,,,,1499439000.0,,,28060000.0,28060000.0,,,,,62786000.0,,-95864000.0,28060000.0,,-22619000.0,,,,9279000.0,,105078000.0,,,77000.0,80488000.0,1702000.0,708101000.0,105078000.0,,,414000.0,,,,,,,,,,,,,,,,,
978220800,,,,,,386032000.0,-9561000.0,,,23211000.0,-33171000.0,,55834000.0,11277000.0,12737000.0,,,,,358775000.0,,,,,,,,,,,,,,740443000.0,145661000.0,253169000.0,,-621000.0,41112679.0,276205000.0,,3991000.0,31879000.0,,,,,,,,,,354676000.0,330198000.0,,213114000.0,,,,-620000.0,,,,,,,32623000.0,14025000.0,0.31,,156546000.0,,,,,,0.0,23955000.0,12737000.0,,,,,,,10394000.0,,,,,-32607000.0,14242000.0,,,436000.0,0.0,4140000.0,,,,,,,,,167212000.0,1000.0,12737000.0,19007000.0,,,-298279000.0,41112679.0,56568000.0,,,,-16783000.0,16000000.0,,,,6335000.0,,,,,442164000.0,19072000.0,,,,,34939000.0,-16607000.0,,,,,,,,714340000.0,,,461171000.0,,,,,,,11277000.0,11277000.0,,,,,,0.31,,,,,,,,8668000.0,,96480000.0,,,,,28060000.0,,,,,414000.0,,,,,,,,,,,,,,,,,
985996800,,,,,,541593000.0,-43594000.0,,,-5272000.0,-266276000.0,,41368000.0,4745000.0,-9802000.0,,,,,831111000.0,,,,,,,,,,,,,,1029150000.0,267166000.0,433622000.0,,-612000.0,41112679.0,265790000.0,,-5746000.0,6880000.0,,,,,,,,,,344261000.0,500225000.0,77674000.0,563945000.0,,,,256000.0,109675000.0,,,,,,46640000.0,-31802000.0,-0.24,,460346000.0,,,,,,0.0,34488000.0,-9802000.0,,,,,,,0.0,,,,,-27793000.0,63947000.0,,,307193000.0,0.0,7085000.0,,,,,,,,,305225000.0,239000.0,-9802000.0,23695000.0,,,-310206000.0,41112679.0,103599000.0,,,,-6532000.0,-47486000.0,,,,-2316000.0,,,,,718944000.0,-12118000.0,,,,,0.0,-75279000.0,,,,,,,,1176261000.0,,,742639000.0,,,,,,,4745000.0,4745000.0,,,,,,-0.24,,,,,,,,12152000.0,,125545000.0,,,,,11277000.0,,,,,414000.0,,,,,,,,,,,,,,,,,
993859200,,,,,,645836000.0,-209000.0,,,45486000.0,-23070000.0,,94233000.0,8767000.0,25267000.0,,,,,835452000.0,,,,,,,,,,,,,,1049216000.0,280796000.0,457990000.0,,-621000.0,41112679.0,290436000.0,,6241000.0,64094000.0,,,,,,,,,,368479000.0,551603000.0,82333000.0,554656000.0,,,,3404000.0,130060000.0,,,,,,48747000.0,-390000.0,0.62,,444125000.0,,,,,,0.0,30139000.0,25267000.0,,,,,,,0.0,,,,,-27240000.0,59022000.0,,,-21804000.0,0.0,10014000.0,,,,,,,,,305614000.0,-1149000.0,25267000.0,20047000.0,,,-322433000.0,41112679.0,110531000.0,,,,4022000.0,48738000.0,,,,9056000.0,,,,,726783000.0,34323000.0,,,,,0.0,21498000.0,,,,,,,,1204820000.0,,,746830000.0,,,,,,,8767000.0,8767000.0,,,,,,0.62,,,,,,,,18608000.0,-428000.0,139441000.0,,,,,4745000.0,,,,,414000.0,,,,,,,,,,,,,,,,,
1001808000,42031000.0,20916000.0,42925000.0,,,641251000.0,30198000.0,0.0,,31116000.0,-26611000.0,,22515000.0,20916000.0,14723000.0,,83558000.0,-112632000.0,,833874000.0,119408000.0,,,443272000.0,593952000.0,,,,,,12737000.0,30775000.0,,1090963000.0,239922000.0,443272000.0,,-613000.0,,302758000.0,,8251000.0,47078000.0,-338607000.0,,,,1.0,,20067000.0,-23166000.0,,380932000.0,618736000.0,83558000.0,593952000.0,42925000.0,,833874000.0,-2469000.0,95022000.0,42925000.0,,-24799000.0,42925000.0,302758000.0,-8601000.0,-8785000.0,,,467242000.0,12934000.0,2000762000.0,28060000.0,467242000.0,-2467000.0,0.0,30827000.0,13829000.0,5099000.0,,21263000.0,1215695000.0,,119408000.0,12934000.0,772423000.0,1.0,,,-24992000.0,5099000.0,,380932000.0,-31646000.0,0.0,9536000.0,,,,55390000.0,126710000.0,-26952000.0,,,314400000.0,436000.0,14723000.0,20067000.0,,,-338607000.0,,126710000.0,414000.0,,95022000.0,12149000.0,70581000.0,,,,8188000.0,,213950000.0,239922000.0,314400000.0,752356000.0,22016000.0,752356000.0,149932000.0,87833000.0,,0.0,45589000.0,0.0,,571000.0,0.0,,20916000.0,,1215695000.0,,-7144000.0,772423000.0,,,,2214712000.0,-297000.0,,20916000.0,20916000.0,,,,,63294000.0,,-349128000.0,20916000.0,,254179000.0,,,,15962000.0,-297000.0,151265000.0,,,-473000.0,94542000.0,8767000.0,1090963000.0,151265000.0,,,414000.0,,,,,,,,,,,,,,,,,
1009756800,,,,,,656030000.0,51361000.0,,,23330000.0,-17527000.0,,57865000.0,14398000.0,12991000.0,,,,,760905000.0,,,,,,,,,,,,,,1107809000.0,237387000.0,380747000.0,,-621000.0,41112679.0,315128000.0,,-138000.0,40729000.0,,,,,,,,,,391644000.0,598165000.0,88974000.0,523518000.0,,,,-278000.0,92211000.0,,,,,,34535000.0,54260000.0,0.32,,396945000.0,,,,,,0.0,34535000.0,12991000.0,,,,,,,13998000.0,,,,,,5177000.0,,,-70839000.0,0.0,8573000.0,,,,,,,,,260140000.0,922000.0,12991000.0,19999000.0,,,-355117000.0,41112679.0,126573000.0,,,,-6518000.0,81773000.0,,,,2688000.0,,,,,752692000.0,15679000.0,,,,,0.0,81773000.0,,,,,,,,1153438000.0,,,772691000.0,,,,,,,14398000.0,14398000.0,,,,,,0.32,,,,,,,,17399000.0,-1955000.0,143236000.0,,,,,20916000.0,,,,,414000.0,,,,,,,,,,,,,,,,,
1017532800,,,,,,600753000.0,-64722000.0,,,-4372000.0,-15150000.0,,28631000.0,8649000.0,1252000.0,,,,,799930000.0,,,,,,,,,,,,,,1121631000.0,275566000.0,425435000.0,,-617000.0,41112679.0,315763000.0,,-12836000.0,13274000.0,,,,,,,,,,393641000.0,572122000.0,73987000.0,524364000.0,,,,-367000.0,82703000.0,,,,,,33003000.0,-62482000.0,0.03,,410628000.0,,,,,,0.0,33003000.0,1252000.0,,,,,,,11461000.0,,,,,,60126000.0,,,68015000.0,0.0,7262000.0,,,,,,,,,322622000.0,-513000.0,1252000.0,19952000.0,,,-371466000.0,41112679.0,113736000.0,,,,-5749000.0,-58711000.0,,,,-13399000.0,,,,,750165000.0,-12147000.0,,,,,0.0,-90942000.0,,,,,,,,1195552000.0,,,770117000.0,,,,,,,8649000.0,8649000.0,,,,,,0.03,,,,,,,,17646000.0,-593000.0,141453000.0,,,,,14398000.0,,,,,414000.0,,,,,,,,,,,,,,,,,
1025395200,,,,,,637116000.0,-9825000.0,,,14046000.0,-25886000.0,,47000000.0,7813000.0,3266000.0,,,,,818445000.0,,,,,,,,,,,,,,1140203000.0,282313000.0,440293000.0,,-616000.0,41112679.0,318413000.0,,4332000.0,31860000.0,,,,,,,,,,397910000.0,590116000.0,82590000.0,536132000.0,,,,-2278000.0,91705000.0,,,,,,32954000.0,-8470000.0,0.08,,418064000.0,,,,,,0.0,32954000.0,3266000.0,,,,,,,9683000.0,,,,,-24199000.0,63207000.0,,,9900000.0,0.0,9031000.0,,,,,,,,,331092000.0,1509000.0,3266000.0,21803000.0,,,-383934000.0,41112679.0,118068000.0,,,,-836000.0,15705000.0,,,,3258000.0,,,,,756269000.0,6524000.0,,,,,0.0,-8494000.0,,,,,,,,1218365000.0,,,778072000.0,,,,,,,7813000.0,7813000.0,,,,,,0.08,,,,,,,,17814000.0,1026000.0,136516000.0,,,,,8649000.0,,,,,414000.0,,,,,,,,,,,,,,,,,
1033344000,14335000.0,14913000.0,40957143.0,,,639819000.0,37951000.0,0.0,,-3100000.0,-23896000.0,,31670000.0,14913000.0,-3174000.0,,84618000.0,-80388000.0,,831953000.0,135261000.0,,,443918000.0,567072000.0,,,,,,-1811000.0,32003000.0,,1163341000.0,264881000.0,443918000.0,,-613000.0,,314626000.0,,6831000.0,15014000.0,-401309000.0,,,,0.35,,21940000.0,14765000.0,,394324000.0,608149000.0,84618000.0,567072000.0,14335000.0,,831953000.0,-574000.0,85347000.0,41112679.0,,17725000.0,14335000.0,314626000.0,34770000.0,4300000.0,,,450161000.0,16866000.0,2368553000.0,20916000.0,450161000.0,-2467000.0,0.0,34770000.0,-3174000.0,3483000.0,,-12425000.0,1227890000.0,,135261000.0,16866000.0,783972000.0,0.35,,,-23958000.0,3483000.0,,394324000.0,-28239000.0,0.0,7137000.0,,,,70973000.0,116911000.0,-12392000.0,,,326792000.0,2091000.0,-3174000.0,21940000.0,,,-401309000.0,,116911000.0,414000.0,,85347000.0,7100000.0,59346000.0,,,,-4972000.0,,165165000.0,264881000.0,326792000.0,762032000.0,-8146000.0,762032000.0,100877000.0,98113000.0,,0.0,35388000.0,0.0,,-3497000.0,0.0,,14913000.0,,1227890000.0,,-6003000.0,783972000.0,,,,2533718000.0,1227000.0,,14913000.0,14913000.0,,,,,1910000.0,,-82459000.0,14913000.0,,-21163000.0,,,,18114000.0,1227000.0,163892000.0,,,4009000.0,29904000.0,7813000.0,1163341000.0,163892000.0,,,414000.0,,,,,,,,,,,,,,,,,
1041292800,,,,,,627405000.0,20241000.0,,,10341000.0,-9484000.0,,27999000.0,29337000.0,2756000.0,,,,,823281000.0,,,,,,,,,,,,,,1166362000.0,275166000.0,446742000.0,,-621000.0,41112679.0,316761000.0,,56000.0,27851000.0,,,,,,,,,,395115000.0,599406000.0,112963000.0,548115000.0,,,,-517000.0,91916000.0,,,,,,17658000.0,18486000.0,0.07,,434102000.0,,,,,,1000.0,32045000.0,2756000.0,,,,,,,17183000.0,,,,,-9116000.0,3525000.0,,,-16637000.0,0.0,9476000.0,,,,,,,,,308306000.0,16503000.0,2756000.0,24597000.0,,,-417790000.0,41112679.0,114012000.0,,,,14424000.0,40617000.0,,,,225000.0,,,,,748572000.0,2981000.0,,,,,0.0,31501000.0,,,,,,,,1219911000.0,,,773169000.0,,,,,,,29337000.0,29337000.0,,,,,,0.07,,,,,,,,17510000.0,-117000.0,145790000.0,,,,,14913000.0,,,,,414000.0,,,,,,,,,,,,,,,,,
1049068800,,,,,,630592000.0,-94746000.0,,,1410000.0,-15837000.0,,25673000.0,14397000.0,10765000.0,,,,,852473000.0,,,,,,,,,,,,,,1180804000.0,236906000.0,487798000.0,,-616000.0,41112679.0,326910000.0,,9748000.0,19212000.0,,,,,,,,,,405329000.0,604919000.0,79359000.0,615567000.0,,,,-72000.0,110086000.0,,,,,,24263000.0,-37049000.0,0.26,,491825000.0,,,,,,0.0,35576000.0,10765000.0,,,,,,,17960000.0,,,,,-15908000.0,4272000.0,,,57852000.0,0.0,9942000.0,,,,,,,,,345355000.0,37992000.0,10765000.0,24219000.0,,,-433710000.0,41112679.0,123742000.0,,,,-14940000.0,-56617000.0,,,,7381000.0,,,,,747094000.0,18146000.0,,,,,0.0,-72525000.0,,,,,,,,1259111000.0,,,771313000.0,,,,,,,14397000.0,14397000.0,,,,,,0.26,,,,,,,,17802000.0,-52000.0,140387000.0,,,,,29337000.0,,,,,414000.0,,,,,,,,,,,,,,,,,
1056931200,,,,,,651877000.0,-11700000.0,,,26140000.0,-14552000.0,,50945000.0,16667000.0,17441000.0,,,,,855415000.0,,,,,,,,,,,,,,1187583000.0,241036000.0,508880000.0,,-621000.0,41112679.0,343730000.0,,7514000.0,45081000.0,,,,,,,,,,422189000.0,600932000.0,90228000.0,614379000.0,,,,-4061000.0,118612000.0,,,,,,24805000.0,-12946000.0,0.42,,480150000.0,,,,,,0.0,35107000.0,17441000.0,,,,,,,0.0,,,,,-11122000.0,2635000.0,,,-13932000.0,0.0,9417000.0,,,,,,,,,358301000.0,18760000.0,17441000.0,30837000.0,,,-448380000.0,41112679.0,134229000.0,,,,2270000.0,30695000.0,,,,7740000.0,,,,,739203000.0,25181000.0,,,,,0.0,19573000.0,,,,,,,,1278920000.0,,,770040000.0,,,,,,,16667000.0,16667000.0,,,,,,0.42,,,,,,,,18941000.0,-12000.0,135285000.0,,,,,14397000.0,,,,,414000.0,,,,,,,,,,,,,,,,,
1064880000,56036000.0,16606000.0,41202941.0,,,709471000.0,59871000.0,-2300000.0,,25722000.0,-17056000.0,,49387000.0,16606000.0,25073000.0,,107503000.0,-53574000.0,,809542000.0,90391000.0,,,490708000.0,529953000.0,,,,,,-5569000.0,37981000.0,,1200437000.0,279589000.0,490708000.0,,-609000.0,,368195000.0,,-22887000.0,45656000.0,-464963000.0,,,,1.36,,31302000.0,-26334000.0,,446696000.0,660084000.0,107503000.0,529953000.0,56036000.0,,809542000.0,4015000.0,127020000.0,41202941.0,,45318000.0,56036000.0,368195000.0,23665000.0,17420000.0,,,415965000.0,6201000.0,2465341000.0,14913000.0,415965000.0,-2467000.0,0.0,34142000.0,25073000.0,2680000.0,,7199000.0,1257484000.0,,136870000.0,6201000.0,766776000.0,1.36,,,-17428000.0,2680000.0,,446696000.0,-67050000.0,-2300000.0,9146000.0,,,,74187000.0,113988000.0,-14089000.0,,,340881000.0,10827000.0,25073000.0,31302000.0,,,-464963000.0,,113988000.0,414000.0,,127020000.0,-61000.0,84197000.0,,,,-8147000.0,,154004000.0,279589000.0,340881000.0,735474000.0,16926000.0,735474000.0,137800000.0,98892000.0,,0.0,66769000.0,0.0,,-635000.0,0.0,,16606000.0,,1257484000.0,,1693000.0,766776000.0,,,,2619345000.0,30000.0,,16606000.0,16606000.0,,,,,63235000.0,,-56929000.0,16606000.0,,-39767000.0,,,,19934000.0,30000.0,159164000.0,,,84082000.0,63613000.0,16667000.0,1200437000.0,159164000.0,,,414000.0,,,,,,,,,,,,,,,,,
1072828800,,,,,,1044367000.0,73448000.0,,,30800000.0,-322432000.0,,77103000.0,98098000.0,10286000.0,,,,,1387621000.0,,,,,,,,,,,,,,1700051000.0,550165000.0,911511000.0,,-998000.0,51757222.0,377482000.0,,9143000.0,56711000.0,,,,,,,,,,808444000.0,967264000.0,217738000.0,837456000.0,,,,213000.0,270535000.0,,,,,,46303000.0,2032000.0,0.2,,714325000.0,,,,,,0.0,46303000.0,10286000.0,,,,,,,7434000.0,,,,,-20552000.0,11413000.0,,,285180000.0,-5185000.0,12444000.0,,,,,,,,,535444000.0,251000.0,10286000.0,73770000.0,,,-488030000.0,51757222.0,123131000.0,,,,81492000.0,118797000.0,,,,8321000.0,,,,,1212021000.0,18607000.0,,,,,0.0,98245000.0,,,,,,,,2197302000.0,,,1285791000.0,,,,,,,98098000.0,98098000.0,,,,,,0.2,,,,,,,,25911000.0,200000.0,310772000.0,,,,,16606000.0,,,,,668000.0,,,,,,,,,,,,,,,,,
1080691200,,,,,,1384907000.0,-17376000.0,,,61510000.0,-20635000.0,,127091000.0,47151000.0,32951000.0,,,,,1306653000.0,,,,,,,,,,,,,,1685825000.0,547450000.0,873053000.0,,-1003000.0,66555733.0,409431000.0,,-7226000.0,94597000.0,,,,,,,,,,840193000.0,1257816000.0,221516000.0,759203000.0,,,,49000.0,209699000.0,,,,,,65581000.0,-70163000.0,0.5,,643298000.0,,,,,,0.0,65649000.0,32951000.0,,,,,,,10641000.0,,,,,-19429000.0,12331000.0,,,-71382000.0,0.0,13524000.0,,,,,,,,,605562000.0,-1373000.0,32951000.0,108991000.0,,,-519821000.0,66555733.0,115905000.0,,,,-50947000.0,41062000.0,,,,13594000.0,,,,,1166004000.0,46545000.0,,,,,0.0,21633000.0,,,,,,,,2148048000.0,,,1274995000.0,,,,,,,47151000.0,47151000.0,,,,,,0.5,,,,,,,,33087000.0,,303361000.0,,,,,98098000.0,,,,,668000.0,,,,,,,,,,,,,,,,,
1088553600,,,,,,1447995000.0,-26586000.0,,,45040000.0,-15463000.0,,123249000.0,36839000.0,9814000.0,,,,,1283115000.0,,,,,,,,,,,,,,1678186000.0,568714000.0,934617000.0,,-998000.0,66555733.0,418246000.0,,7200000.0,74162000.0,,,,,,,,,,849862000.0,1324746000.0,251866000.0,714401000.0,,,,558000.0,214812000.0,,,,,,78209000.0,-22027000.0,0.15,,591297000.0,,,,,,0.0,78209000.0,9814000.0,,,,,,,57758000.0,,,,,-15856000.0,8175000.0,,,-60961000.0,-3806000.0,14690000.0,,,,,,,,,625208000.0,-8273000.0,9814000.0,48831000.0,,,-527405000.0,66555733.0,123104000.0,,,,-10312000.0,65888000.0,,,,12263000.0,,,,,1150781000.0,22077000.0,,,,,0.0,50032000.0,,,,,,,,2134229000.0,,,1199612000.0,,,,,,,36839000.0,36839000.0,,,,,,0.15,,,,,,,,29122000.0,854000.0,298431000.0,,,,,47151000.0,,,,,668000.0,,,,,,,,,,,,,,,,,
1096502400,128340000.0,38165000.0,62604878.0,,,1486454000.0,-52390000.0,-8991000.0,,135878000.0,11070000.0,,158767000.0,38165000.0,75290000.0,,256064000.0,-79642000.0,,1321823000.0,212973000.0,,-1168000.0,1017228000.0,688321000.0,,,,,,3295000.0,52129000.0,,1696295000.0,633502000.0,1017228000.0,,-994000.0,,492542000.0,,-5822000.0,161546000.0,-517620000.0,,,,2.05,,50086000.0,-22904000.0,,922956000.0,1327687000.0,256064000.0,688321000.0,128340000.0,,1321823000.0,-1124000.0,324187000.0,62604878.0,,192762000.0,128340000.0,492542000.0,22889000.0,16713000.0,,,535866000.0,38302000.0,4877513000.0,16606000.0,535866000.0,-3993000.0,0.0,46704000.0,75290000.0,8428000.0,,80195000.0,2245989000.0,,236864000.0,38302000.0,1228761000.0,2.05,-1104000.0,,-23805000.0,8428000.0,,922956000.0,-56172000.0,0.0,11471000.0,,,,113788000.0,152455000.0,-73445000.0,,,609997000.0,20715000.0,75290000.0,50086000.0,,,-517620000.0,,152455000.0,668000.0,,324187000.0,1326000.0,46657000.0,,,,46017000.0,,486210000.0,633502000.0,609997000.0,1178675000.0,121307000.0,1178675000.0,387025000.0,272404000.0,,54445000.0,22852000.0,0.0,,-304000.0,54445000.0,,38165000.0,,2245989000.0,,21559000.0,1228761000.0,,,,5363723000.0,-348000.0,,38165000.0,38165000.0,,,,,208535000.0,,-347460000.0,38165000.0,,96665000.0,,,,25668000.0,-348000.0,314565000.0,,,11318000.0,273237000.0,36839000.0,1696295000.0,314565000.0,,,668000.0,,,,,,,,,,,,,,,,,
1104451200,,,,,,1368247000.0,86157000.0,,,91015000.0,-23287000.0,,155411000.0,171098000.0,48509000.0,,,,,1308110000.0,,,,,,,,,,,,,,1736238000.0,629222000.0,1059556000.0,,-998000.0,66555733.0,540052000.0,,831000.0,121080000.0,,,,,,,,,,970422000.0,1212836000.0,318616000.0,678888000.0,,,,92000.0,276043000.0,,,,,,64396000.0,51948000.0,0.73,,525602000.0,,,,,,0.0,64396000.0,48509000.0,,,,,,,47789000.0,,,,,-24160000.0,8454000.0,,,-11237000.0,0.0,12224000.0,,,,,,,,,558049000.0,1118000.0,48509000.0,50323000.0,,,-566281000.0,66555733.0,153286000.0,,,,132933000.0,167437000.0,,,,31400000.0,,,,,1169957000.0,79909000.0,,,,,46198000.0,143277000.0,,,,,,,,2279836000.0,,,1220280000.0,,,,,,,171098000.0,171098000.0,,,,,,0.73,,,,,,,,30065000.0,-392000.0,255954000.0,,,,,38165000.0,,,,,668000.0,,,,,,,,,,,,,,,,,
