,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualBasicAverageShares,quarterlyPurchaseOfInvestment,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyOperatingIncome,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualCurrentDeferredRevenue,quarterlyOtherNonCashItems,annualCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualChangeInAccountPayable,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,annualInterestExpense,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyEbitda,annualAccumulatedDepreciation,quarterlyStockBasedCompensation,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualBasicEPS,trailingNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualChangeInWorkingCapital,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,annualDilutedAverageShares,annualCommonStockIssuance,annualFreeCashFlow,annualNetIncome,annualRetainedEarnings,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyBasicEPS,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualOtherCurrentAssets,annualCostOfRevenue,annualBeginningCashPosition,annualLongTermDebt,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualCurrentDebt,quarterlyRepaymentOfDebt,annualTaxProvision,annualTotalAssets,trailingTaxProvision,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,annualDilutedEPS,annualOtherNonCashItems,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCurrentDebt,annualPurchaseOfBusiness,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,trailingChangeInInventory,trailingStockBasedCompensation,annualSaleOfInvestment,annualDepreciationAndAmortization,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualIncomeTaxPayable,annualStockBasedCompensation,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,trailingPretaxIncome,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,annualOtherIntangibleAssets,annualGrossProfit,annualCurrentLiabilities,annualInventory,quarterlyNetPPE,quarterlyPretaxIncome,annualNetPPE,annualEbitda,annualOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlyOtherShortTermInvestments,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,annualCashCashEquivalentsAndMarketableSecurities,annualGoodwill,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,trailingChangeInWorkingCapital,trailingGrossProfit,annualRepaymentOfDebt,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,annualPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOperatingIncome,trailingDeferredIncomeTax,trailingOtherIncomeExpense,trailingTotalRevenue,annualPretaxIncome,quarterlyDilutedEPS,annualInvestingCashFlow,annualEndCashPosition,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,trailingChangeInCashSupplementalAsReported,trailingRepaymentOfDebt,annualOtherIncomeExpense,annualOperatingIncome,quarterlyBeginningCashPosition,annualGrossPPE,annualAccountsPayable,trailingInvestingCashFlow,trailingCapitalExpenditure,quarterlyCapitalStock,annualNonCurrentDeferredRevenue,trailingCashDividendsPaid,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
638841600,,,,,,178000000.0,,,,10300000.0,,,25200000.0,,4800000.0,,,,,235500000.0,,,,,,,,,,,,,,249500000.0,71700000.0,122200000.0,,,22857143.0,41300000.0,,,14100000.0,,,,,,,,,,91500000.0,152800000.0,,163800000.0,,,,,,,,,,,14900000.0,,0.21,,125500000.0,,,,,,0.0,11100000.0,4800000.0,,,,,,,3900000.0,,,,,,24100000.0,,,,,3300000.0,,,,,,,,,69000000.0,300000.0,4800000.0,10300000.0,,,-55000000.0,22857143.0,38300000.0,,,,,,,,,2500000.0,,,,,194500000.0,7300000.0,,,,,13700000.0,,,,,,,,,327000000.0,,,204800000.0,,,,,,,5100000.0,5100000.0,,,,,,0.21,,,,,,,,,,33900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
646704000,,,,,,188600000.0,-10300000.0,,,14500000.0,-22900000.0,,28600000.0,0.0,7000000.0,,,,,255100000.0,,,,,,,,,,,,,,268300000.0,70500000.0,130100000.0,,-300000.0,22580645.0,8000000.0,,400000.0,18700000.0,,,,,,,,,,98200000.0,160000000.0,,184600000.0,,,,500000.0,,,,,,,14100000.0,-8000000.0,0.31,,143200000.0,,,,,,0.0,10100000.0,7000000.0,,,,,,,2800000.0,,,,,-23400000.0,26600000.0,,,19900000.0,0.0,4800000.0,,,,,,,,,77000000.0,1000000.0,7000000.0,9900000.0,,,-55000000.0,22580645.0,41400000.0,,,,-1300000.0,1800000.0,,,,3600000.0,,,,,213300000.0,10600000.0,,,,,11700000.0,-21600000.0,,,,,,,,353300000.0,,,223200000.0,,,,,,,3800000.0,3800000.0,,,,,,0.31,,,,,,,,4200000.0,,32200000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
654652800,15600000.0,7700000.0,22608696.0,,,191400000.0,4400000.0,100000.0,,4900000.0,-22600000.0,,22200000.0,0.0,3600000.0,,,-86100000.0,,278300000.0,58200000.0,,,138700000.0,193700000.0,,,,,,1000000.0,16600000.0,,300300000.0,84600000.0,138700000.0,,-400000.0,,51300000.0,,-2000000.0,10500000.0,-71400000.0,,,,0.69,,12100000.0,-18500000.0,,101400000.0,169200000.0,,193700000.0,15600000.0,,278300000.0,-400000.0,,22608696.0,,-70300000.0,15600000.0,51300000.0,17300000.0,-3300000.0,,,154300000.0,7100000.0,629100000.0,10300000.0,154300000.0,-1400000.0,0.0,11700000.0,3600000.0,30400000.0,,4800000.0,379700000.0,,40800000.0,7100000.0,241000000.0,0.69,100000.0,,-25300000.0,30400000.0,,101400000.0,14400000.0,100000.0,4400000.0,,,,17400000.0,39400000.0,-10400000.0,,,80300000.0,1600000.0,3600000.0,12100000.0,,,-71400000.0,,39400000.0,,,,3900000.0,11900000.0,,,,-1400000.0,,91500000.0,84600000.0,80300000.0,228900000.0,2200000.0,228900000.0,50700000.0,15800000.0,,17000000.0,-13400000.0,0.0,,100000.0,17000000.0,,7700000.0,,379700000.0,,-2600000.0,241000000.0,,,,720600000.0,,,7700000.0,7700000.0,,,,,20400000.0,,-82900000.0,0.0,,64300000.0,,,,5600000.0,,37200000.0,,,3700000.0,33300000.0,0.0,300300000.0,37200000.0,,,,,,,,,,,,,,,,,,,,
662601600,,,,,,185800000.0,-5300000.0,,,6200000.0,-17700000.0,,22300000.0,0.0,1100000.0,,,,,279500000.0,,,,,,,,,,,,,,318100000.0,85700000.0,127900000.0,,-300000.0,22000000.0,52100000.0,,-500000.0,11200000.0,,,,,,,,,,102200000.0,163500000.0,,193800000.0,,,,-100000.0,,,,,,,16100000.0,7200000.0,0.05,,154900000.0,,,,,,0.0,11100000.0,1100000.0,,,,,,,5200000.0,,,,,-17800000.0,44500000.0,,,14400000.0,-100000.0,4800000.0,,,,,,,,,73100000.0,300000.0,1100000.0,12000000.0,,,-76300000.0,22000000.0,38900000.0,,,,-3100000.0,200000.0,,,,600000.0,,,,,241800000.0,1700000.0,,,,,14800000.0,-17600000.0,,,,,,,,381700000.0,,,253800000.0,,,,,,,4600000.0,4600000.0,,,,,,0.05,,,,,,,,5000000.0,,26400000.0,,,,,7700000.0,,,,,,,,,,,,,,,,,,,,,,
670377600,,,,,,201300000.0,-900000.0,,,11600000.0,-14700000.0,,28300000.0,0.0,5200000.0,,,,,294600000.0,,,,,,,,,,,,,,335100000.0,99200000.0,137000000.0,,-400000.0,22608696.0,56900000.0,,100000.0,15500000.0,,,,,,,,,,107000000.0,173000000.0,,195400000.0,,,,100000.0,,,,,,,16700000.0,-13800000.0,0.23,,156300000.0,,,,,,100000.0,12800000.0,5200000.0,,,,,,,4400000.0,,,,,-17100000.0,49600000.0,,,6200000.0,100000.0,4900000.0,,,,,,,,,86900000.0,400000.0,5200000.0,9600000.0,,,-80100000.0,22608696.0,39000000.0,,,,-200000.0,8300000.0,,,,1900000.0,,,,,255000000.0,7100000.0,,,,,17200000.0,-8800000.0,,,,,,,,401600000.0,,,264600000.0,,,,,,,4400000.0,4400000.0,,,,,,0.23,,,,,,,,3900000.0,,32400000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
678240000,,,,,,193300000.0,-8000000.0,,,5400000.0,-14200000.0,,20800000.0,0.0,3000000.0,,,,,316000000.0,,,,,,,,,,,,,,349400000.0,125100000.0,152600000.0,,-300000.0,23076923.0,59600000.0,,-2000000.0,11100000.0,,,,,,,,,,109700000.0,172500000.0,,190900000.0,,,,2500000.0,,,,,,,15400000.0,-10900000.0,0.13,,153900000.0,,,,,,0.0,9700000.0,3000000.0,,,,,,,3200000.0,,,,,-14200000.0,68100000.0,,,15800000.0,0.0,5000000.0,,,,,,,,,97700000.0,200000.0,3000000.0,9600000.0,,,-85900000.0,23076923.0,37000000.0,,,,200000.0,-1400000.0,,,,-2400000.0,,,,,263500000.0,600000.0,,,,,13400000.0,-15600000.0,,,,,,,,425700000.0,,,273100000.0,,,,,,,4500000.0,4500000.0,,,,,,0.13,,,,,,,,5700000.0,,43600000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
686188800,12300000.0,2900000.0,22777778.0,,,206400000.0,3500000.0,0.0,,7900000.0,-12700000.0,,24100000.0,0.0,3000000.0,,,-60500000.0,,315700000.0,64400000.0,,0.0,147800000.0,212700000.0,,,,,,-2400000.0,19800000.0,,359900000.0,103000000.0,147800000.0,,-400000.0,,62200000.0,,0.0,13200000.0,-89800000.0,,,,0.54,,10200000.0,-10700000.0,,112400000.0,182300000.0,,212700000.0,12300000.0,,315700000.0,-1400000.0,,22777778.0,,-40600000.0,12300000.0,62200000.0,16200000.0,500000.0,,,175800000.0,4000000.0,691200000.0,7700000.0,175800000.0,-1400000.0,-100000.0,10900000.0,3000000.0,44800000.0,,-100000.0,428100000.0,,44500000.0,4000000.0,280300000.0,0.54,-100000.0,,-11400000.0,44800000.0,,112400000.0,-1900000.0,0.0,5100000.0,,,,19900000.0,37000000.0,-17000000.0,,,97200000.0,200000.0,3000000.0,10200000.0,,,-89800000.0,,37000000.0,,,,-1700000.0,12800000.0,,,,,,95500000.0,103000000.0,97200000.0,270100000.0,,270100000.0,51000000.0,19900000.0,,16300000.0,1400000.0,-100000.0,,1100000.0,16300000.0,,2900000.0,,428100000.0,,-4800000.0,280300000.0,,,,786700000.0,,,2900000.0,2900000.0,,,,,12200000.0,,-59300000.0,0.0,,34500000.0,,,,5300000.0,,41900000.0,,,1000000.0,31100000.0,0.0,359900000.0,41900000.0,,,,,,,,,,,,,,,,,,,,
694137600,,,,,,195500000.0,8600000.0,,,-500000.0,-8900000.0,,16600000.0,0.0,-4200000.0,,,,,314700000.0,,,-100000.0,,,,,,,,,,,362500000.0,105700000.0,139600000.0,,-700000.0,22105263.0,57700000.0,,-1300000.0,5000000.0,,,,,,,,,,107800000.0,178900000.0,,209000000.0,,,,0.0,,,,,,,17100000.0,7900000.0,-0.19,,173200000.0,,,,,,100000.0,11600000.0,-4200000.0,,,,,,,4600000.0,,,,,-8900000.0,46900000.0,,,-1200000.0,0.0,5600000.0,,,,,,,,,89400000.0,400000.0,-4200000.0,10200000.0,,,-89800000.0,22105263.0,35700000.0,,,,-700000.0,9300000.0,,,,-1400000.0,,,,,272700000.0,-5600000.0,,,,,13200000.0,400000.0,,,,,,,,422500000.0,,,282900000.0,,,,,,,2200000.0,2200000.0,,,,,,-0.19,,,,,,,,5500000.0,,45600000.0,,,,,2900000.0,,,,,,,,,,,,,,,,,,,,,,
702000000,,,,,,205500000.0,-18500000.0,,,-5100000.0,-2300000.0,,10900000.0,0.0,-8700000.0,,,,,341600000.0,,,0.0,,,,,,,,,,,364100000.0,161000000.0,160400000.0,,0.0,22307692.0,48700000.0,,-1800000.0,300000.0,,,,,,,,,,98800000.0,194600000.0,,180600000.0,,,,0.0,,,,,,,16000000.0,-10000000.0,-0.39,,146800000.0,,,,,,-100000.0,10600000.0,-8700000.0,,,,,,,5900000.0,,,,,-2800000.0,98700000.0,,,25500000.0,0.0,5200000.0,,,,,,,,,99400000.0,-200000.0,-8700000.0,10000000.0,,,-94100000.0,22307692.0,33900000.0,,,,-600000.0,-23700000.0,,,,-1800000.0,,,,,270000000.0,-10500000.0,,,,,17600000.0,-26500000.0,,,,,,,,440400000.0,,,280000000.0,,,,,,,1500000.0,1500000.0,,,,,,-0.39,,,,,,,,5400000.0,,44700000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
709862400,,,,,,205800000.0,-500000.0,,,-1600000.0,-2500000.0,,15800000.0,0.0,-4200000.0,,,,,321400000.0,,,0.0,,,,,,,,,,,366300000.0,147800000.0,168800000.0,,-300000.0,22105263.0,44100000.0,,-2300000.0,4400000.0,,,,,,,,,,124200000.0,190000000.0,,173600000.0,,,,-500000.0,,,,,,,17400000.0,-1400000.0,-0.19,,142000000.0,,,,,,0.0,11800000.0,-4200000.0,,,,,,,7700000.0,,,,,-3000000.0,77800000.0,,,3800000.0,29800000.0,5800000.0,,,,,,,,,100800000.0,1200000.0,-4200000.0,10100000.0,,,-99600000.0,22105263.0,31600000.0,,,,500000.0,-900000.0,,,,-2000000.0,,,,,266700000.0,-6200000.0,,,,,18400000.0,-3900000.0,,,,,,,,445600000.0,,,276800000.0,,,,,,,2000000.0,2000000.0,,,,,,-0.19,,,,,,,,6000000.0,,51600000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
717811200,-29700000.0,11600000.0,23951613.0,,,210500000.0,18200000.0,700000.0,,-8500000.0,-1100000.0,,12700000.0,0.0,-12600000.0,,,-18000000.0,,322500000.0,72100000.0,,300000.0,170500000.0,163300000.0,,,,,,-5400000.0,22500000.0,,358000000.0,159200000.0,170500000.0,,-400000.0,,32100000.0,,0.0,-1400000.0,-104000000.0,,,,-1.24,,10100000.0,7800000.0,,112100000.0,197800000.0,,163300000.0,-29700000.0,,322500000.0,-100000.0,,23951613.0,29900000.0,-19600000.0,-29700000.0,32100000.0,21200000.0,11300000.0,,,131500000.0,17100000.0,760900000.0,2900000.0,131500000.0,-1400000.0,200000.0,14100000.0,-12600000.0,86400000.0,,-4000000.0,434600000.0,,48100000.0,17100000.0,264100000.0,-1.24,200000.0,,-3300000.0,86400000.0,,112100000.0,-3000000.0,800000.0,5900000.0,,,,24000000.0,31600000.0,7800000.0,,,89400000.0,3200000.0,-12600000.0,10100000.0,,,-104000000.0,,31600000.0,,,,9500000.0,13700000.0,,,,1200000.0,,56500000.0,159200000.0,89400000.0,254000000.0,-11400000.0,254000000.0,8400000.0,-1600000.0,0.0,24000000.0,10400000.0,200000.0,,-600000.0,24000000.0,,11600000.0,,434600000.0,,8700000.0,264100000.0,,,,817400000.0,,,11600000.0,11600000.0,,,,,-33700000.0,,-14800000.0,0.0,,25100000.0,,,,7100000.0,,48800000.0,,,4500000.0,-15600000.0,0.0,358000000.0,48800000.0,,,,,,,,,,,,,,,,,,,,
725760000,,,,,,220500000.0,-7000000.0,,,14100000.0,-800000.0,,35100000.0,0.0,6800000.0,,,,,311700000.0,,,-100000.0,,,,,,,,,,,359400000.0,150600000.0,171200000.0,,-400000.0,27200000.0,38900000.0,,700000.0,20900000.0,,,,,,,,,,118900000.0,185400000.0,,161100000.0,,,,300000.0,,,,,,,21000000.0,-3100000.0,0.25,,128700000.0,,,,,,0.0,14200000.0,6800000.0,,,,,,,15400000.0,,,,,-1500000.0,83700000.0,,,-6000000.0,0.0,6500000.0,,,,,,,,,92500000.0,500000.0,6800000.0,9600000.0,,,-109600000.0,27200000.0,32400000.0,,,,200000.0,7000000.0,,,,1300000.0,,,,,249800000.0,8100000.0,,,,,20500000.0,5500000.0,,,,,,,,430600000.0,,,259400000.0,,,,,,,11700000.0,11700000.0,,,,,,0.25,,,,,,,,6800000.0,,46400000.0,,,,,11600000.0,,,,,,,,,,,,,,,,,,,,,,
733536000,,,,,,227700000.0,-5500000.0,,,19000000.0,-1700000.0,,39400000.0,0.0,7800000.0,,,,,293700000.0,,,200000.0,,,,,,,,,,,361000000.0,132900000.0,165100000.0,,0.0,27857143.0,46700000.0,,2700000.0,25800000.0,,,,,,,,,,126700000.0,188300000.0,,160800000.0,,,,-200000.0,,,,,,,20400000.0,2700000.0,0.28,,125700000.0,,,,,,100000.0,13600000.0,7800000.0,,,,,,,13200000.0,,,,,-1700000.0,72200000.0,,,-14500000.0,-100000.0,8000000.0,,,,,,,,,89800000.0,300000.0,7800000.0,9600000.0,,,-115300000.0,27857143.0,35000000.0,,,,-4000000.0,12300000.0,,,,3300000.0,,,,,245700000.0,11100000.0,,,,,23300000.0,10600000.0,,,,,,,,420400000.0,,,255300000.0,,,,,,,7800000.0,7800000.0,,,,,,0.28,,,,,,,,6800000.0,,37400000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
741398400,,,,,,220600000.0,-9500000.0,,,11500000.0,-2900000.0,,34900000.0,0.0,2400000.0,,,,,298900000.0,,,-1400000.0,,,,,,,,,,,364200000.0,95800000.0,171500000.0,,0.0,26666667.0,49100000.0,,300000.0,21700000.0,,,,,,,,,,129100000.0,185700000.0,,203100000.0,,,,500000.0,,,,,,,23400000.0,-1100000.0,0.09,,167700000.0,,,,,,100000.0,13200000.0,3600000.0,,,,,,,13400000.0,,,,,-3400000.0,38400000.0,,,3000000.0,100000.0,6200000.0,,,,,,,,,91900000.0,-100000.0,2400000.0,13400000.0,,,-121100000.0,26666667.0,35300000.0,,,,200000.0,0.0,,,,1600000.0,,,,,243100000.0,5200000.0,,,,,22200000.0,-3400000.0,,,,,,,,428000000.0,,,256500000.0,,,,,,,7900000.0,7900000.0,,,,,,0.09,,,,,,,,6800000.0,,35200000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
749347200,22300000.0,4500000.0,27631579.0,,,219000000.0,13000000.0,-1200000.0,,11500000.0,-6100000.0,,30200000.0,0.0,3900000.0,,,-15200000.0,,290500000.0,80100000.0,,200000.0,167000000.0,196200000.0,,,,,,5000000.0,25700000.0,,366200000.0,94300000.0,167000000.0,,-400000.0,,52300000.0,,1300000.0,17100000.0,-123500000.0,,,,0.76,,13100000.0,-9000000.0,,132300000.0,188800000.0,,196200000.0,21000000.0,,290500000.0,100000.0,,27631579.0,,29800000.0,21000000.0,52300000.0,18700000.0,-900000.0,,,159600000.0,11100000.0,751600000.0,11600000.0,159600000.0,-800000.0,-100000.0,13100000.0,4000000.0,25600000.0,,10500000.0,422800000.0,,54100000.0,11100000.0,255800000.0,0.76,-1100000.0,,-8600000.0,25600000.0,,132300000.0,-22800000.0,-1200000.0,5000000.0,,,,26000000.0,36700000.0,-2400000.0,,,91800000.0,1900000.0,3900000.0,13100000.0,,,-123500000.0,,36700000.0,,,,-3400000.0,25700000.0,,,,4300000.0,,136200000.0,94300000.0,91800000.0,242700000.0,8300000.0,242700000.0,82100000.0,45000000.0,,30400000.0,17100000.0,-100000.0,,700000.0,30400000.0,,4500000.0,,422800000.0,,-7000000.0,255800000.0,,,,887800000.0,,,4500000.0,4500000.0,,,,,32800000.0,,-11500000.0,0.0,,-40300000.0,,,,5600000.0,,38300000.0,,,2500000.0,56100000.0,0.0,366200000.0,38300000.0,,,,,,,,,,,,,,,,,,,,
757296000,,,,,,221900000.0,-900000.0,,,16200000.0,-6200000.0,,37400000.0,0.0,8400000.0,,,,,295500000.0,,,100000.0,,,,,,,,,,,372100000.0,88500000.0,179700000.0,,-800000.0,27096774.0,60300000.0,,2900000.0,22400000.0,,,,,,,,,,140300000.0,184500000.0,,207000000.0,,,,0.0,,,,,,,21200000.0,3100000.0,0.31,,158100000.0,,,,,,0.0,15000000.0,8400000.0,,,,,,,20300000.0,,,,,-6400000.0,17000000.0,,,-11000000.0,0.0,5000000.0,,,,,,,,,88700000.0,800000.0,8400000.0,12800000.0,,,-128800000.0,27096774.0,48900000.0,,,,-100000.0,17200000.0,,,,3600000.0,,,,,243300000.0,12000000.0,,,,,30400000.0,10800000.0,,,,,,,,435800000.0,,,256100000.0,,,,,,,4600000.0,4600000.0,,,,,,0.31,,,,,,,,6200000.0,,41100000.0,,,,,4500000.0,,,,,,,,,,,,,,,,,,,,,,
765072000,,,,,,223200000.0,-7000000.0,,,12000000.0,-8200000.0,,32700000.0,0.0,7900000.0,,,,,297500000.0,,,,,,,,,,,,,,379700000.0,91600000.0,187200000.0,,-400000.0,27241379.0,67800000.0,,-200000.0,18400000.0,,,,,,,,,,147800000.0,190500000.0,,205900000.0,,,,0.0,,,,,,,20700000.0,-15400000.0,0.29,,156700000.0,,,,,,0.0,14400000.0,7900000.0,,,,,,,20900000.0,,,,,-8600000.0,19500000.0,,,600000.0,-100000.0,5000000.0,,,,,,,,,104200000.0,800000.0,7900000.0,12400000.0,,,-134000000.0,27241379.0,49200000.0,,,,400000.0,7900000.0,,,,0.0,,,,,245700000.0,7900000.0,,,,,27400000.0,-700000.0,,,,,,,,445300000.0,,,258100000.0,,,,,,,4900000.0,4900000.0,,,,,,0.29,,,,,,,,6400000.0,,44700000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
772934400,,,,,,238300000.0,2200000.0,,,15200000.0,-5300000.0,,36700000.0,0.0,7200000.0,,,,,290400000.0,,,,,,,,,,,,,,375500000.0,79900000.0,179300000.0,,-500000.0,27692308.0,74600000.0,,1200000.0,21500000.0,,,,,,,,,,154600000.0,201600000.0,,210500000.0,,,,100000.0,,,,,,,21500000.0,1400000.0,0.26,,159700000.0,,,,,,0.0,15200000.0,7200000.0,,,,,,,12300000.0,,,,,-6000000.0,8300000.0,,,-8500000.0,200000.0,4900000.0,,,,,,,,,102800000.0,-300000.0,7200000.0,20800000.0,,,-130600000.0,27692308.0,50800000.0,,,,3400000.0,17300000.0,,,,3000000.0,,,,,244900000.0,10200000.0,,,,,31700000.0,11300000.0,,,,,,,,445000000.0,,,265700000.0,,,,,,,8300000.0,8300000.0,,,,,,0.26,,,,,,,,6300000.0,,39900000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
780883200,31100000.0,11200000.0,28272727.0,,,240000000.0,1300000.0,100000.0,,16400000.0,-3900000.0,,29100000.0,0.0,7600000.0,,,-25500000.0,,277000000.0,76100000.0,,,174200000.0,202500000.0,,,,,,6700000.0,19200000.0,,379700000.0,74500000.0,174200000.0,,-400000.0,,81700000.0,,2800000.0,22700000.0,-136200000.0,,,,1.1,,21000000.0,-4400000.0,,161700000.0,210900000.0,,202500000.0,31100000.0,,277000000.0,-300000.0,,28272727.0,,35200000.0,31100000.0,81700000.0,12700000.0,2000000.0,,,152600000.0,9000000.0,787300000.0,4500000.0,152600000.0,-2100000.0,100000.0,6400000.0,7600000.0,4500000.0,,11400000.0,438700000.0,,50900000.0,9000000.0,264500000.0,1.1,2700000.0,,-4500000.0,4500000.0,,161700000.0,-11400000.0,0.0,4400000.0,,,,25200000.0,49800000.0,-8900000.0,,,100700000.0,200000.0,7600000.0,21000000.0,,,-136200000.0,,49800000.0,,,,3000000.0,18300000.0,,,,4900000.0,,136000000.0,74500000.0,100700000.0,243500000.0,12500000.0,243500000.0,85100000.0,60700000.0,,31300000.0,13800000.0,100000.0,,-200000.0,31300000.0,,11200000.0,,438700000.0,,6700000.0,264500000.0,,,,923300000.0,,,11200000.0,11200000.0,,,,,42500000.0,,-23600000.0,0.0,,-30300000.0,,,,6300000.0,,38700000.0,,,1600000.0,59900000.0,0.0,379700000.0,38700000.0,,,,,,,,,,,,,,,,,,,,
788832000,,,,,,227000000.0,21400000.0,,,8800000.0,-8600000.0,,27100000.0,0.0,600000.0,,,,,275200000.0,,,,,,,,,,,,,,388200000.0,73500000.0,169900000.0,,-400000.0,30000000.0,81800000.0,,700000.0,15100000.0,,,,,,,,,,161800000.0,199900000.0,,201700000.0,,,,100000.0,,,,,,,18300000.0,14400000.0,0.02,,150600000.0,,,,,,100000.0,12000000.0,600000.0,,,,,,,10000000.0,,,,,-8800000.0,5600000.0,,,-1300000.0,0.0,4300000.0,,,,,,,,,86400000.0,-2100000.0,600000.0,20600000.0,,,-141700000.0,30000000.0,51000000.0,,,,15700000.0,26800000.0,,,,1800000.0,,,,,246500000.0,2400000.0,,,,,32000000.0,18000000.0,,,,,,,,437000000.0,,,267100000.0,,,,,,,27000000.0,27000000.0,,,,,,0.02,,,,,,,,6300000.0,,35900000.0,,,,,11200000.0,,,,,,,,,,,,,,,,,,,,,,
796608000,,,,,,216800000.0,-1500000.0,,,-4700000.0,-6800000.0,,13900000.0,0.0,-16300000.0,,,,,281100000.0,,,,,,,,,,,,,,397800000.0,72700000.0,157400000.0,,-400000.0,27627119.0,65100000.0,,1100000.0,1700000.0,,,,,,,,,,145100000.0,202900000.0,,208400000.0,,,,-1300000.0,,,,,,,18600000.0,-1700000.0,-0.59,,155000000.0,,,,,,100000.0,12200000.0,-16300000.0,,,,,,,11100000.0,,,,,-5600000.0,4600000.0,,,800000.0,0.0,4000000.0,,,,,,,,,89000000.0,-4400000.0,-16300000.0,21000000.0,,,-149200000.0,27627119.0,53300000.0,,,,-15600000.0,-9600000.0,,,,3200000.0,,,,,248600000.0,-13100000.0,,,,,27200000.0,-15200000.0,,,,,,,,427000000.0,,,269600000.0,,,,,,,11300000.0,11300000.0,,,,,,-0.59,,,,,,,,6400000.0,,40900000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
