,trailingNetIncomeCommonStockholders,annualGrossPPE,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherNonCurrentLiabilities,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,trailingInterestExpense,quarterlyChangeInInventory,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualBeginningCashPosition,trailingGrossProfit,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlySaleOfInvestment,trailingOtherIncomeExpense,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,trailingRepaymentOfDebt,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalExpenditure,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,trailingChangeInInventory,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,quarterlyEbitda,quarterlyDilutedEPS,annualNetOtherFinancingCharges,annualStockBasedCompensation,quarterlyOperatingIncome,trailingStockBasedCompensation,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,annualCurrentDebt,quarterlyDilutedAverageShares,annualBasicEPS,trailingOtherNonCashItems,annualCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualCapitalExpenditure,annualNetIncomeContinuousOperations,annualOperatingExpense,quarterlyOtherNonCashItems,annualTotalRevenue,annualCapitalStock,trailingOperatingExpense,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyGrossPPE,annualChangesInAccountReceivables,quarterlyPretaxIncome,trailingCostOfRevenue,annualInterestExpense,trailingFreeCashFlow,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,trailingChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualAccumulatedDepreciation,annualInventory,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualGrossProfit,quarterlyStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualNetOtherInvestingChanges,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingNetIncome,annualGoodwill,annualTotalAssets,trailingPretaxIncome,quarterlyTotalAssets,annualTotalLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,annualNetIncome,quarterlyLongTermDebt,annualRetainedEarnings,annualAccountsReceivable,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualDilutedEPS,annualPurchaseOfInvestment,trailingOperatingIncome,trailingInvestingCashFlow,annualCostOfRevenue,annualAccountsPayable,annualOperatingIncome,annualBasicAverageShares,trailingTotalRevenue,annualInvestingCashFlow,quarterlyNetIncome,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualCashDividendsPaid,annualFreeCashFlow,annualEndCashPosition,annualPretaxIncome,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,trailingTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualDepreciationAndAmortization,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualStockholdersEquity,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualTaxProvision,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyInventory,quarterlyNetOtherFinancingCharges,annualCurrentAccruedExpenses,trailingOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyOperatingExpense,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualDilutedAverageShares,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,annualCommonStockIssuance,annualSaleOfInvestment,quarterlyBasicEPS,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,quarterlyBasicAverageShares,annualCurrentAssets,annualCurrentLiabilities,annualNetPPE,trailingNetOtherInvestingChanges,annualEbitda,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualSellingGeneralAndAdministration,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingSaleOfInvestment,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,trailingBasicEPS
1112227200,,,,7441000000.0,,,,2000000.0,,84000000.0,,,,,,,,,,8971000000.0,,,1818000000.0,-1557000000.0,499000000.0,,1060000000.0,,,441000000.0,3133000000.0,2727000000.0,-89000000.0,8488000000.0,,,,,705000000.0,0.83,,,542000000.0,,,,,444578313.0,,,,-133000000.0,-5061000000.0,,,,,,,,1548000000.0,,8626000000.0,,540000000.0,,,,,,,,,10732000000.0,9142000000.0,,,1016000000.0,,,171000000.0,3565000000.0,6174000000.0,-134000000.0,,,,1667000000.0,7309000000.0,111000000.0,,406000000.0,,,4240000000.0,16146000000.0,,7946000000.0,,,,,26878000000.0,,,,5104000000.0,,,1459000000.0,,,,,,,,,,,,369000000.0,,369000000.0,,,,,,163000000.0,,,10295000000.0,5191000000.0,,,15000000.0,,,90000000.0,-10000000.0,,252000000.0,2727000000.0,369000000.0,,,,,,88000000.0,542000000.0,1781000000.0,0.0,,,3610000000.0,19437000000.0,,,,,,,,,,,,-110000000.0,,,0.84,,,439285714.0,,,,,,,,,,,,,,,,,,,,,
1120089600,,,,7886000000.0,,,,804000000.0,,23000000.0,,,,,,,,,,8932000000.0,,,1933000000.0,-1405000000.0,503000000.0,,2727000000.0,,,441000000.0,3476000000.0,3062000000.0,-119000000.0,9295000000.0,,,,,828000000.0,1.02,,,658000000.0,,,,,451960784.0,,,,-277000000.0,-5061000000.0,,,,,,,,697000000.0,,8613000000.0,,670000000.0,,,,,,,,,11176000000.0,9749000000.0,,,66000000.0,,,209000000.0,3552000000.0,6523000000.0,-302000000.0,,,,335000000.0,7608000000.0,176000000.0,,414000000.0,,,4287000000.0,16217000000.0,,8637000000.0,,,,,27393000000.0,,,,4874000000.0,,,578000000.0,,,,,,,,,,,,461000000.0,,461000000.0,,,,,,170000000.0,,,9758000000.0,4884000000.0,,,208000000.0,,,94000000.0,-8000000.0,,-85000000.0,3062000000.0,461000000.0,,,,,,106000000.0,658000000.0,1755000000.0,-39000000.0,,,3733000000.0,19507000000.0,,,,,,,,,,,,-112000000.0,,,1.03,,,447572816.0,,,,,,,,,,,,,,,,,,,,,
1128038400,,,,7733000000.0,,,,-805000000.0,,107000000.0,,,,,,,,,,8894000000.0,,,1854000000.0,-1391000000.0,483000000.0,,3062000000.0,,,434000000.0,3566000000.0,3140000000.0,-154000000.0,9201000000.0,,,,,882000000.0,0.96,,,706000000.0,,,,,444791667.0,,,,-647000000.0,-5061000000.0,,,,,,,,893000000.0,,8627000000.0,,613000000.0,,,,,,,,,11037000000.0,9534000000.0,,,290000000.0,,,186000000.0,3566000000.0,6840000000.0,-568000000.0,,,,78000000.0,7472000000.0,31000000.0,,426000000.0,,,4440000000.0,16320000000.0,,8585000000.0,,,,,27357000000.0,,,,4874000000.0,,,739000000.0,,,,,,,,,,,,427000000.0,,427000000.0,,,,,,176000000.0,,,10090000000.0,5216000000.0,,,208000000.0,,,93000000.0,-12000000.0,,-168000000.0,3140000000.0,427000000.0,,,,,,90000000.0,616000000.0,1648000000.0,0.0,,,3860000000.0,19624000000.0,,,,,,,-90000000.0,,,,,-110000000.0,,,0.97,,,440206186.0,,,,,,,,,,,,,,,,,,,,,
1135987200,,9324000000.0,1825000000.0,7867000000.0,2291000000.0,1422000000.0,,27000000.0,,-253000000.0,-145000000.0,1184000000.0,1060000000.0,,,,,,,560000000.0,,,1998000000.0,-1553000000.0,495000000.0,17215000000.0,3140000000.0,0.0,,432000000.0,2673000000.0,2244000000.0,-503000000.0,10229000000.0,,,-564000000.0,,1082000000.0,,0.0,,437000000.0,,-39000000.0,-1511000000.0,202000000.0,,4.15,,4331000000.0,-454000000.0,-5400000000.0,-865000000.0,1825000000.0,0.0,,37213000000.0,432000000.0,,56000000.0,24000000.0,9324000000.0,-390000000.0,793000000.0,,370000000.0,,,,,,,10529000000.0,9428000000.0,,,-1266000000.0,-5400000000.0,1921000000.0,225000000.0,3924000000.0,7278000000.0,-306000000.0,,2537000000.0,,-896000000.0,1422000000.0,88000000.0,106000000.0,429000000.0,28000000.0,8447000000.0,4579000000.0,17215000000.0,1475000000.0,9508000000.0,,8447000000.0,27744000000.0,,27744000000.0,19877000000.0,,1825000000.0,4784000000.0,7278000000.0,4579000000.0,-447000000.0,-1553000000.0,4.1,-33000000.0,,,34676000000.0,1998000000.0,2537000000.0,440300000.0,,-499000000.0,568000000.0,4784000000.0,568000000.0,-462000000.0,2329000000.0,2244000000.0,2616000000.0,,196000000.0,,,10449000000.0,2291000000.0,534000000.0,495000000.0,202000000.0,2244000000.0,705000000.0,93000000.0,-3000000.0,7867000000.0,-498000000.0,2244000000.0,568000000.0,196000000.0,791000000.0,,,196000000.0,0.0,721000000.0,1921000000.0,0.0,1475000000.0,,2728000000.0,19877000000.0,,,4331000000.0,3194000000.0,10449000000.0,239000000.0,284000000.0,560000000.0,2673000000.0,445700000.0,429000000.0,-130000000.0,406000000.0,,,-1310000000.0,2728000000.0,,10529000000.0,9428000000.0,3924000000.0,,3691000000.0,,,,,,,,,,,,,,,,
1143763200,,,,7936000000.0,,,,6000000.0,,5000000.0,,,,,,,,,,9072000000.0,,,1950000000.0,-1635000000.0,511000000.0,,2244000000.0,,,430000000.0,3139000000.0,2682000000.0,-98000000.0,9214000000.0,,,,,934000000.0,1.34,,,760000000.0,,,,,441044776.0,,,,-630000000.0,-5400000000.0,,,,549000000.0,,,,1185000000.0,,9284000000.0,,877000000.0,,,,,,,,,11228000000.0,9767000000.0,,,-129000000.0,,,286000000.0,3884000000.0,7737000000.0,-883000000.0,,,,438000000.0,7598000000.0,391000000.0,,457000000.0,,,4832000000.0,17211000000.0,,8454000000.0,,,,,28439000000.0,,,,4762000000.0,,,1087000000.0,,,,,,,,,,,,591000000.0,,591000000.0,,,,,,174000000.0,,,10736000000.0,5974000000.0,,,219000000.0,,,94000000.0,-28000000.0,,-117000000.0,2682000000.0,591000000.0,,,,,,211000000.0,760000000.0,1916000000.0,0.0,,,4255000000.0,20503000000.0,,,,,,,,,,,,-132000000.0,,,1.36,,,434558824.0,,,,,,,,,,,,,,,,,,,,,
1151625600,,,,7658000000.0,,,,200000000.0,,39000000.0,,,,,,,,,,525000000.0,,,1935000000.0,-1660000000.0,491000000.0,,2682000000.0,,,422000000.0,3386000000.0,2956000000.0,-165000000.0,9961000000.0,,,,,1131000000.0,1.34,,,943000000.0,,,,,432835821.0,,,,-924000000.0,-5400000000.0,,,,,,,,1613000000.0,,9291000000.0,,851000000.0,,,,,,,,,10963000000.0,9903000000.0,,,814000000.0,,,271000000.0,3891000000.0,8060000000.0,-718000000.0,,,,274000000.0,6408000000.0,117000000.0,,430000000.0,,8827000000.0,4367000000.0,17473000000.0,1519000000.0,9121000000.0,,,,,28436000000.0,,,,4746000000.0,,,1448000000.0,,,,,,,,,,,,580000000.0,,580000000.0,,,,,,188000000.0,,,10875000000.0,6129000000.0,,,41000000.0,,,92000000.0,27000000.0,,-415000000.0,2956000000.0,580000000.0,,,,,,103000000.0,840000000.0,1880000000.0,0.0,,,4230000000.0,20778000000.0,,,,,,,-103000000.0,,,,,-129000000.0,,,1.35,,,429629630.0,,,,,,,,,,,,,,,,,,,,,
1159574400,,,,8083000000.0,,,,-118000000.0,,-153000000.0,,,,,,,,,,551000000.0,,,1933000000.0,-1666000000.0,627000000.0,,2956000000.0,,,422000000.0,2683000000.0,2288000000.0,-190000000.0,9605000000.0,,,,,1090000000.0,1.46,,,905000000.0,,,,,430821918.0,,,,-618000000.0,-5400000000.0,,,,,,,,652000000.0,,9311000000.0,,815000000.0,,,,,,,,,10956000000.0,10383000000.0,,,418000000.0,,,186000000.0,3911000000.0,8541000000.0,-317000000.0,,,,-668000000.0,8409000000.0,180000000.0,,395000000.0,,9386000000.0,4865000000.0,18137000000.0,,8802000000.0,,,,,29093000000.0,,,,4403000000.0,,,462000000.0,,,,,,,,,,,,629000000.0,,629000000.0,,,,,,185000000.0,,,10627000000.0,6224000000.0,,,41000000.0,,,90000000.0,,,-702000000.0,2288000000.0,629000000.0,,,,,,102000000.0,803000000.0,2034000000.0,-353000000.0,,,4289000000.0,21010000000.0,,,,,,,-102000000.0,,,,,-128000000.0,,,1.48,,,425000000.0,,,,,,,,,,,,,,,,,,,,,
1167523200,,9629000000.0,2529000000.0,6884000000.0,2868000000.0,1858000000.0,,44000000.0,,-421000000.0,-210000000.0,-332000000.0,2244000000.0,,,,,,,605000000.0,,,2221000000.0,-3561000000.0,719000000.0,18067000000.0,2288000000.0,519000000.0,,421000000.0,2293000000.0,1912000000.0,-440000000.0,10840000000.0,,,-1122000000.0,,1351000000.0,,-353000000.0,,615000000.0,,-530000000.0,-2460000000.0,34000000.0,,5.91,,3856000000.0,-288000000.0,-5573000000.0,-893000000.0,2529000000.0,0.0,,39620000000.0,421000000.0,,333000000.0,75000000.0,9629000000.0,,1049000000.0,,361000000.0,,,,,,,10164000000.0,9553000000.0,,,-847000000.0,-5573000000.0,1657000000.0,320000000.0,4056000000.0,9269000000.0,-197000000.0,,3434000000.0,,-376000000.0,1858000000.0,68000000.0,256000000.0,381000000.0,132000000.0,9250000000.0,4595000000.0,18067000000.0,1584000000.0,9809000000.0,,9250000000.0,28231000000.0,,28231000000.0,21347000000.0,,2529000000.0,4405000000.0,9269000000.0,4595000000.0,-107000000.0,-3561000000.0,5.8,,,,36186000000.0,2221000000.0,3434000000.0,428100000.0,,-1655000000.0,729000000.0,4405000000.0,729000000.0,-538000000.0,2890000000.0,1912000000.0,3592000000.0,,217000000.0,,,11794000000.0,2868000000.0,159000000.0,719000000.0,34000000.0,1912000000.0,764000000.0,85000000.0,,6884000000.0,-421000000.0,1912000000.0,729000000.0,,1063000000.0,,,,103000000.0,1031000000.0,1657000000.0,0.0,1584000000.0,,2434000000.0,21347000000.0,,,3856000000.0,3783000000.0,11794000000.0,217000000.0,416000000.0,605000000.0,2293000000.0,436400000.0,381000000.0,-149000000.0,756000000.0,,,-2115000000.0,2434000000.0,,10164000000.0,9553000000.0,4056000000.0,,4717000000.0,,,,,,,,,,,,,,,,
1175299200,,,,7028000000.0,,,,79000000.0,,285000000.0,,,,,,,85000000.0,,,574000000.0,,,2099000000.0,-3561000000.0,545000000.0,,1912000000.0,,,417000000.0,3074000000.0,2778000000.0,-84000000.0,9275000000.0,,,,,1207000000.0,1.6,,,1022000000.0,,,,,431250000.0,,,,-601000000.0,-5573000000.0,,,,,,,,1482000000.0,,9564000000.0,,929000000.0,,,,,,,,,10860000000.0,9920000000.0,,,68000000.0,,,239000000.0,3991000000.0,9842000000.0,-733000000.0,,,,866000000.0,7804000000.0,149000000.0,,296000000.0,,9353000000.0,4902000000.0,17993000000.0,,8365000000.0,,,,,28853000000.0,,,,4405000000.0,,,1398000000.0,,,,,,,,,,,,690000000.0,,690000000.0,,,,,,185000000.0,,,11905000000.0,7500000000.0,,,17000000.0,,,93000000.0,,,-15000000.0,2778000000.0,690000000.0,,,,,,112000000.0,910000000.0,1375000000.0,0.0,,,2602000000.0,21825000000.0,,,,,,,-112000000.0,,,,,,,,1.64,,,420731707.0,,,,,,,,,,,,,,,,,,,,,
1183161600,,,,7159000000.0,,,,-90000000.0,,-3000000.0,,,,,,,-7000000.0,,,538000000.0,,,2137000000.0,-3557000000.0,611000000.0,,2778000000.0,,,412000000.0,3337000000.0,3008000000.0,-170000000.0,10651000000.0,,,,,1415000000.0,1.82,,,1231000000.0,,,,,427472527.0,,,,-866000000.0,-5573000000.0,,,,,,,,1404000000.0,,9583000000.0,,1138000000.0,,,,,,,,,11498000000.0,10564000000.0,,,222000000.0,,,360000000.0,4010000000.0,10304000000.0,-661000000.0,,,,230000000.0,8322000000.0,105000000.0,,329000000.0,,9380000000.0,5239000000.0,18316000000.0,,9597000000.0,,,,,29814000000.0,,,,4302000000.0,,,1234000000.0,,,,,,,,,,,,778000000.0,,778000000.0,,,,,,184000000.0,,,12091000000.0,7789000000.0,,,105000000.0,,,93000000.0,,,-308000000.0,3008000000.0,778000000.0,,,,,,177000000.0,1054000000.0,1379000000.0,-295000000.0,,,2727000000.0,22655000000.0,,,,,,,-177000000.0,,,,,,,,1.87,,,416042781.0,,,,,,,,,,,,,,,,,,,,,
1191110400,,,,7428000000.0,,,,-32000000.0,,-8000000.0,,,,,,,-32000000.0,,,502000000.0,,,1964000000.0,-3588000000.0,487000000.0,,3008000000.0,,,411000000.0,3429000000.0,3094000000.0,-226000000.0,11095000000.0,,,,,1365000000.0,1.8,,,1163000000.0,,,,,425555556.0,,,,-396000000.0,-5573000000.0,,,,,,,,935000000.0,,9644000000.0,,1119000000.0,,,,,,,,,11074000000.0,9891000000.0,,,-200000000.0,,,353000000.0,4071000000.0,10605000000.0,-411000000.0,,,,86000000.0,7823000000.0,160000000.0,,335000000.0,,9369000000.0,4937000000.0,18713000000.0,,9949000000.0,,,,,29787000000.0,,,,4303000000.0,,,709000000.0,,,,,,,,,,,,766000000.0,,766000000.0,,,,,,202000000.0,,,12468000000.0,8165000000.0,,,104000000.0,,,79000000.0,,,-453000000.0,3094000000.0,766000000.0,,,,,,17000000.0,1146000000.0,1387000000.0,0.0,,,3035000000.0,22359000000.0,,,,,,,-17000000.0,,,,,-145000000.0,,,1.85,,,414054054.0,,,,,,,,,,,,,,,,,,,,,
1199059200,,10305000000.0,3033000000.0,9805000000.0,2827000000.0,1806000000.0,,41000000.0,,-331000000.0,-32000000.0,736000000.0,1912000000.0,,,,,,,463000000.0,,,2163000000.0,-1851000000.0,560000000.0,17986000000.0,3094000000.0,193000000.0,,409000000.0,2981000000.0,2648000000.0,-460000000.0,10841000000.0,,,-337000000.0,,1656000000.0,,124000000.0,149000000.0,922000000.0,,-57000000.0,-2300000000.0,104000000.0,,7.29,,4254000000.0,-437000000.0,-5985000000.0,-940000000.0,3033000000.0,0.0,,41862000000.0,409000000.0,,420000000.0,110000000.0,10305000000.0,,1182000000.0,,352000000.0,,,,,,,10940000000.0,9871000000.0,,,164000000.0,-5985000000.0,1718000000.0,383000000.0,4320000000.0,11247000000.0,-322000000.0,,4234000000.0,,-446000000.0,1806000000.0,-64000000.0,254000000.0,333000000.0,-2000000.0,9387000000.0,4925000000.0,17986000000.0,1544000000.0,9717000000.0,,9387000000.0,28926000000.0,,28926000000.0,19121000000.0,,3033000000.0,4303000000.0,11247000000.0,4925000000.0,-40000000.0,-1851000000.0,7.1,,,,37628000000.0,2163000000.0,4234000000.0,416000000.0,,-1205000000.0,799000000.0,4303000000.0,799000000.0,-615000000.0,3301000000.0,2648000000.0,4368000000.0,,248000000.0,,,9250000000.0,2827000000.0,25000000.0,560000000.0,104000000.0,2648000000.0,819000000.0,87000000.0,,9805000000.0,-429000000.0,2648000000.0,799000000.0,,1335000000.0,,,,-9000000.0,1124000000.0,1718000000.0,124000000.0,1544000000.0,,2743000000.0,19121000000.0,,,4254000000.0,4241000000.0,9250000000.0,-66000000.0,202000000.0,463000000.0,2981000000.0,427100000.0,333000000.0,-175000000.0,350000000.0,,,-2127000000.0,2743000000.0,,10940000000.0,9871000000.0,4320000000.0,,5539000000.0,,,,,,,,,,,,,,,,
1206921600,,,,9367000000.0,,,,1000000.0,,99000000.0,,,,,,,185000000.0,,,428000000.0,,,1906000000.0,-1838000000.0,469000000.0,,2648000000.0,,,400000000.0,2947000000.0,2799000000.0,-104000000.0,9983000000.0,,,,,1374000000.0,1.75,,,1178000000.0,,,,,416800000.0,,,,-802000000.0,-5985000000.0,,,,35000000.0,,,,882000000.0,,10243000000.0,,1084000000.0,,,,,,,,,11180000000.0,9874000000.0,,,-637000000.0,,,354000000.0,4258000000.0,10805000000.0,-1185000000.0,,,,151000000.0,7864000000.0,64000000.0,,148000000.0,,9399000000.0,5413000000.0,17969000000.0,,8914000000.0,,,,,29149000000.0,,,,4803000000.0,,,778000000.0,,,,,,,,,,,,730000000.0,,730000000.0,,,,,,196000000.0,,,9908000000.0,5105000000.0,,,104000000.0,,,87000000.0,,,71000000.0,2799000000.0,730000000.0,,,,,,102000000.0,1069000000.0,1619000000.0,0.0,,,3060000000.0,19782000000.0,,,,,,,-109000000.0,,,,,-172000000.0,,,1.8,,,406600000.0,,,,,,,,,,,,,,,,,,,,,
1214784000,,,,9334000000.0,,,,39000000.0,,-4000000.0,,,,,,,52000000.0,,,409000000.0,,,1993000000.0,-1816000000.0,433000000.0,,2799000000.0,,,394000000.0,3310000000.0,3214000000.0,-170000000.0,11039000000.0,,,,,1565000000.0,2.15,,,1363000000.0,,,,,410232558.0,,,,-920000000.0,-5985000000.0,,,,-3000000.0,,,,1491000000.0,,10241000000.0,,1305000000.0,,,,,,,,,11308000000.0,11256000000.0,,,287000000.0,,,423000000.0,4256000000.0,10756000000.0,-745000000.0,,,,415000000.0,8262000000.0,53000000.0,,96000000.0,,9484000000.0,5218000000.0,18153000000.0,,9848000000.0,,,,,29461000000.0,,,,3803000000.0,,,1321000000.0,,,,,,,,,,,,882000000.0,,882000000.0,,,,,,202000000.0,,,8871000000.0,5068000000.0,,,1001000000.0,,,92000000.0,,,-156000000.0,3214000000.0,882000000.0,,,,,,206000000.0,1191000000.0,1623000000.0,43000000.0,,,3155000000.0,20127000000.0,,,,,,,-172000000.0,,,,,-168000000.0,,,2.21,,,399095023.0,,,,,,,,,,,,,,,,,,,,,
1222732800,,,,9808000000.0,,,,-67000000.0,,-113000000.0,,,,,,,25000000.0,,,390000000.0,,,2030000000.0,-1833000000.0,396000000.0,,3214000000.0,,,398000000.0,2534000000.0,2463000000.0,-229000000.0,10577000000.0,,,,,1443000000.0,1.92,,,1122000000.0,,,,,407100000.0,,,,-1406000000.0,,,,,837000000.0,,,,1033000000.0,,,,1144000000.0,,,,,,,,,10710000000.0,10533000000.0,,,-144000000.0,,,362000000.0,4294000000.0,11243000000.0,-408000000.0,,,,-751000000.0,2520000000.0,125000000.0,,71000000.0,,9560000000.0,5391000000.0,18647000000.0,1669000000.0,9455000000.0,,,,,29357000000.0,,,,3804000000.0,,,804000000.0,,,,,,,,,,,,782000000.0,,782000000.0,,,,,,214000000.0,,,9016000000.0,2701000000.0,,,1000000.0,,,85000000.0,,,-378000000.0,2463000000.0,782000000.0,,,,,,133000000.0,1122000000.0,1736000000.0,47000000.0,,,3140000000.0,19549000000.0,,,4313000000.0,,,,0.0,,,,,-170000000.0,,,1.97,,,397400000.0,,,,,,,,,,,,,,,,,,,,,
1230681600,,10899000000.0,3217000000.0,2865000000.0,3079000000.0,2051000000.0,,7000000.0,,-165000000.0,-1103000000.0,-480000000.0,2648000000.0,,,,10000000.0,,0.0,355000000.0,,,2030000000.0,-9149000000.0,501000000.0,22756000000.0,2463000000.0,394000000.0,,393000000.0,2229000000.0,2168000000.0,-423000000.0,11132000000.0,,,-233000000.0,,1479000000.0,,92000000.0,155000000.0,1267000000.0,,-183000000.0,-3938000000.0,242000000.0,,8.05,,4535000000.0,-810000000.0,-6411000000.0,-926000000.0,3217000000.0,0.0,-301000000.0,42731000000.0,393000000.0,,1015000000.0,72000000.0,10899000000.0,,1169000000.0,,341000000.0,,,,-38000000.0,,,10683000000.0,10542000000.0,,,150000000.0,-6411000000.0,1902000000.0,346000000.0,4488000000.0,11621000000.0,-593000000.0,,4649000000.0,40000000.0,-295000000.0,2051000000.0,8000000.0,-344000000.0,61000000.0,-20000000.0,9526000000.0,5296000000.0,22756000000.0,1684000000.0,9865000000.0,,9526000000.0,33439000000.0,,33439000000.0,30574000000.0,,3217000000.0,3563000000.0,11621000000.0,5296000000.0,592000000.0,-9149000000.0,7.86,,,,38082000000.0,2030000000.0,4649000000.0,399700000.0,,-907000000.0,823000000.0,3563000000.0,823000000.0,-737000000.0,3495000000.0,2168000000.0,4702000000.0,,233000000.0,,,20032000000.0,3079000000.0,568000000.0,501000000.0,242000000.0,2168000000.0,845000000.0,77000000.0,,2865000000.0,-444000000.0,2168000000.0,823000000.0,,1485000000.0,0.0,,,7000000.0,1267000000.0,1902000000.0,2000000.0,1684000000.0,,3736000000.0,30574000000.0,,,4535000000.0,4421000000.0,20032000000.0,-141000000.0,0.0,355000000.0,2229000000.0,409700000.0,61000000.0,-227000000.0,250000000.0,272000000.0,,-2931000000.0,3736000000.0,,10683000000.0,10542000000.0,4488000000.0,,5888000000.0,,,,,,,,,,,,,,,,
1238457600,,,,2819000000.0,,,-779000000.0,-4000000.0,,33000000.0,,,,,,,0.0,,,351000000.0,,,2165000000.0,-9150000000.0,543000000.0,,2168000000.0,,,386000000.0,2384000000.0,2384000000.0,-132000000.0,10373000000.0,,,,,1256000000.0,1.68,,,1005000000.0,,,,,397500000.0,,,,-710000000.0,,,,,620000000.0,,,,1218000000.0,,,,978000000.0,,,,,,-156000000.0,,,11671000000.0,11365000000.0,,,-300000000.0,,,312000000.0,4443000000.0,11583000000.0,-499000000.0,,,30000000.0,216000000.0,2452000000.0,16000000.0,,,,9684000000.0,6097000000.0,22862000000.0,1604000000.0,9368000000.0,,,,,34533000000.0,,,,3563000000.0,,,1086000000.0,,,,,,,,,,,,666000000.0,,666000000.0,,,,,,202000000.0,,,20349000000.0,3105000000.0,,,242000000.0,,,76000000.0,,,-292000000.0,2384000000.0,666000000.0,,,120000000.0,,,-3000000.0,1005000000.0,1921000000.0,0.0,,,3614000000.0,31714000000.0,,,4902000000.0,,,,0.0,,,,,-227000000.0,,,1.69,,,393400000.0,,,,,,,,,,,,,,,,,,,,,
