,quarterlyInvestingCashFlow,trailingTaxProvision,annualNetOtherFinancingCharges,annualTaxProvision,trailingEndCashPosition,trailingTotalRevenue,quarterlyEndCashPosition,trailingCostOfRevenue,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,annualCurrentDebt,quarterlyOtherNonCashItems,trailingOperatingIncome,annualOtherCurrentAssets,annualResearchAndDevelopment,trailingNetIncomeContinuousOperations,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyBasicEPS,quarterlyBasicAverageShares,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,quarterlyRetainedEarnings,annualOperatingExpense,quarterlyCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyGrossPPE,trailingOperatingExpense,quarterlyChangeInWorkingCapital,annualFreeCashFlow,quarterlyNonCurrentDeferredRevenue,annualCostOfRevenue,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,annualBeginningCashPosition,quarterlyFreeCashFlow,quarterlyTotalRevenue,trailingSellingGeneralAndAdministration,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualTotalAssets,quarterlyOtherCurrentAssets,annualNetIncome,trailingPretaxIncome,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyChangeInInventory,quarterlyCostOfRevenue,annualLongTermDebt,annualCashDividendsPaid,annualCurrentAssets,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualEbitda,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,quarterlyGrossProfit,annualSaleOfInvestment,annualCommonStockIssuance,annualOtherShortTermInvestments,trailingSaleOfInvestment,annualOtherIntangibleAssets,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,quarterlyCashDividendsPaid,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingNetIncomeCommonStockholders,annualAccountsReceivable,annualDepreciationAndAmortization,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyTaxProvision,annualInventory,quarterlyNetPPE,quarterlyInventory,annualChangeInInventory,quarterlyRepaymentOfDebt,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,annualDilutedAverageShares,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherNonCashItems,annualOperatingCashFlow,quarterlyCommonStockIssuance,annualTotalNonCurrentAssets,annualCurrentLiabilities,annualOtherIncomeExpense,annualNetPPE,annualGrossProfit,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,quarterlyResearchAndDevelopment,quarterlyNetOtherFinancingCharges,annualBasicAverageShares,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,trailingPurchaseOfBusiness,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,quarterlyDilutedEPS,quarterlyAccumulatedDepreciation,annualDilutedEPS,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,quarterlyDilutedAverageShares,quarterlyTotalAssets,annualGoodwill,trailingNetIncome,trailingInterestExpense,trailingCashDividendsPaid,annualChangesInAccountReceivables,trailingPurchaseOfInvestment,annualPretaxIncome,annualNonCurrentDeferredRevenue,annualInterestExpense,trailingBeginningCashPosition,quarterlyTotalNonCurrentAssets,trailingCapitalExpenditure,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,annualChangeInWorkingCapital,annualGrossPPE,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,annualAccumulatedDepreciation,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualOperatingIncome,quarterlyAccountsPayable,annualCapitalStock,annualPurchaseOfInvestment,trailingResearchAndDevelopment,annualTotalRevenue,annualInvestingCashFlow,trailingGrossProfit,annualRepaymentOfDebt,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualBasicEPS,annualCapitalExpenditure,trailingRepurchaseOfCapitalStock,trailingNetOtherInvestingChanges,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,annualDeferredIncomeTax,trailingChangeInAccountPayable,annualStockBasedCompensation,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,trailingOperatingCashFlow,quarterlyChangesInAccountReceivables,trailingBasicEPS,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualRepurchaseOfCapitalStock,annualGainsLossesNotAffectingRetainedEarnings,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,annualIncomeTaxPayable,trailingDepreciationAndAmortization,trailingOtherIncomeExpense,trailingDilutedAverageShares
1443571200,-1405103098.61,,,,,,4134871746.07,,,1491528330.41,,,,,,,-5721004000.0,1836774003.88,0.4902,3042693452.0,,,,,23748861591.07,,35038641213.08,31890757315.65,,,,30175734116.38,24353933503.46,,,,1715023199.27,,,1658705295.51,,1797998332.35,15488752715.44,,,,,2528857933.97,,,100000000.0,925107404.6,,11704827247.98,,,,,,,1715023199.27,,3783925467.46,,,,,,,2125220171.95,0.0,,1715023199.27,,,,2163713.0,,1491528330.41,1492152831.0,,,1460168721.62,33465182263.06,341846897.88,,24353933503.46,4564083639.98,,,773605510.67,5446798988.87,,2774275.0,6343798988.87,,,,,,,,,,,,-404295728.41,,1833999728.88,0.0,3147774211.88,,,,0.4902,,,,440172971.47,-950698562.21,,65411833544.7,,,,,,,,,,,30373192331.62,,897000000.0,1204005548.42,5166314591.1,,3042423000.0,,,921873257.88,,,,3212998488.19,,17265044228.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,-265161827.99,,-882460316.7,1628212003.74,,,2458364987.45,,2458364987.45,1850751337.63,300000000.0,,,2793267527.13,2760609085.7,,-4393996000.0,2192067821.74,,,21083782121.84,,1737272844.16,,24581585137.24,9758454824.12,40389996353.27,33523710369.3,,33523710369.3,,31786437525.14,25396971974.31,,,4176856398.92,1686178567.28,56863911403.05,8060364756.76,1859274298.45,3081531924.78,-1720882682.28,23350487052.9,,102400000.0,3641764292.73,71910626770.84,2793267527.13,8059332452.64,,400000.0,675922020.83,,18030094031.29,50000000.0,-3198816673.13,40389996353.27,8059332452.64,561063510.14,11715637248.83,1686178567.28,6872169057.13,5320393021.61,14690144890.92,,0.0,,3135781642.66,,3461118723.16,-764862720.72,38330869377.55,1737272844.16,,675922020.83,1969279596.64,2163713.0,50000000.0,1850751337.63,1850904386.22,1094276.88,24581585137.24,2562551195.44,38330869377.55,286156818.83,4119805909.61,25396971974.31,4119805909.61,-1136871949.57,,300000000.0,3641764292.73,9127269000.0,55006616.69,3641764292.73,174583077.41,10033690411.71,,31520630417.57,31786437525.14,,25396971974.31,19090674561.59,1094276.88,3641764292.73,,128527937.52,9158332333.0,2137061205.05,0.0,3135781642.66,,1686178567.28,-22820655.84,,-7623431397.15,0.88,,561063510.14,-1728830828.21,,71910626770.84,2163713.0,,,,,,9688576760.5,1686178567.28,57780891.69,,31520630417.57,,0.0,1279141047.15,5843111535.88,,9127269000.0,145222140.33,25396971974.31,-1676506758.62,,-7623431397.15,,4134871746.07,9332219737.47,21083782121.84,9127269000.0,-15621000000.0,,75954585964.64,-6516889077.71,,-773621493.2,,1279141047.15,-623166937.33,0.88,-5856834012.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,-932536803.73,,,,,,2269299554.77,,,2396104310.21,,,,,,,-2999000000.0,2968314535.48,0.26,9215785808.0,,,,,26978172399.12,,37999953733.51,29572474130.67,,,,27827942835.97,26269815117.77,,,,1686533625.27,,,2927814993.89,,-1592993905.03,20844410881.81,,,,,2047701986.45,,,30888823.05,639381322.13,,15588037960.42,,,,,,,1686533625.27,,5256372921.39,,,,,,,2328557927.5,,,1744531294.7,,,,4972730.46,49900000.0,2396104310.21,2397327363.67,8097669.43,,1560040964.83,40763466942.1,565767345.44,,26269815117.77,3572543422.59,,,300000000.0,2546798969.0,,5219826.37,3042798969.0,,,,,,,,,,,,905899891.05,,2963094709.11,9369435.87,3124862061.97,,,,0.26,,,,641589354.06,-1427307518.79,,70393211150.22,,,,,,,,,,,32393257416.71,,496000000.0,1291968263.4,3450749867.13,,9127269000.0,,,-189065432.68,,,,2458364987.45,,18994529920.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,-1855278142.95,,,,,,3258151275.56,,,2529497204.78,,,,,,,-4992100000.0,2983141161.53,,,,,,,27837617612.03,,38232669656.29,30050289449.81,,,,28329766669.57,27143548677.31,,,,1666598921.52,,,2928979431.14,,3013077899.87,20756510292.5,,,,,2675653494.74,,,4000000.0,746877119.1,,15309546928.55,,,,,,,1666598921.52,,5446963363.95,,,,,,,2517983932.81,,,1720522780.24,,,,4972730.9,49900000.0,2529497204.78,2530927337.65,4023858.72,,1749013380.71,41600133444.19,426303299.13,,27143548677.31,5276209170.13,,,300000000.0,3545290222.63,,25910524.75,3545290222.63,,,,,,,,,,,,-9639532.84,,2957230636.78,-21500000.0,3148580662.42,,,,,-8802613557.93,,,628125181.69,-1528308700.28,,71709123104.32,,,,,,,,,,,33476453448.03,,330000000.0,1325427987.82,4680488058.57,,9127269000.0,,,988851720.79,,,,2269299554.77,,20421023098.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,-1501267205.72,,,,,,3232581156.74,,,2282981402.16,,,,,,,-8908000000.0,2789557503.54,0.2501,9128274299.0,,,,,30120599014.19,,41786796902.38,31963816170.12,,,,30270784296.61,27765655111.96,,,,1640981398.97,,,2697113329.25,,935098270.24,21743755921.25,,,,,2791371661.84,,,0.0,721692351.61,,16603219375.02,,,,,,,1640981398.97,,5140536546.23,,,,,,,2443423216.98,0.0,,1693031873.51,,,,4972730.46,49800000.0,2282981402.16,2284268211.39,2250474.54,,1635807037.08,43898284197.61,501485043.87,,27765655111.96,5649337801.93,,-300100000.0,150000000.0,3925706382.95,,3804248.28,3925706382.95,,,,,,,,,,,,-405986279.15,,2785753255.26,0.0,3213577702.59,,,,0.2501,,,,721036314.91,-1283321067.97,,75922087387.28,,,,,,,,,,,34135290484.9,,,1343057473.63,8689708247.97,,9127269000.0,,,-25570118.82,,,,3258151275.56,,20124446673.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,-4078378395.99,,921640080.65,1929106148.72,,,1891844333.75,,1891844333.75,3342575967.06,250000000.0,,,4088455735.75,3180236419.29,,-4236500000.0,3830767208.9,,,29172317752.94,,1703276256.21,,32182789641.0,11582927731.02,53928033538.56,44955516048.5,,44955516048.5,,43252239792.29,29574131793.86,,,2151266122.55,1651147352.9,74360223523.1,10553954644.48,3946606107.62,2458364987.45,-203916142.53,35098988020.46,,-25091176.95,2153603558.38,92309160566.7,4088455735.75,10551158884.21,,-59980000.0,517976746.97,,26859419259.11,49800000.0,-1737766740.29,53928033538.56,10551158884.21,3076249652.5,15102982581.71,1651147352.9,7750121304.99,8239568761.35,19483952877.78,,1438000000.0,,3210710562.88,,4292962653.73,0.0,47294801733.94,1703276256.21,,517976746.97,2551889778.61,4972730.9,49800000.0,3342575967.06,3341431731.77,2328903.31,32182789641.0,2805259922.37,47294801733.94,435550460.28,6061138217.68,29574131793.86,6061138217.68,-2866687877.36,0.0,250000000.0,2153603558.38,9127269000.0,53785016.85,2153603558.38,21070893.49,8835406234.02,,38381127028.14,43252239792.29,,29574131793.86,24083441592.92,2328903.31,2153603558.38,,431366001.59,9095826624.0,3776982192.05,0.0,3210710562.88,,1651147352.9,-12130564.13,,-10096118383.63,1.16,,3076249652.5,-2445202824.43,,92309160566.7,4972730.9,,,,,,12483060793.2,1651147352.9,68032009.9,,38381127028.14,,1438000000.0,1528131103.44,2663006704.11,,9127269000.0,-4342223745.65,29574131793.86,-1340736822.99,,-10096118383.63,,3232581156.74,12500513861.9,29172317752.94,9127269000.0,-21135600000.0,,98443665116.02,-8367460548.39,,-300200000.0,,1528131103.44,-566520653.7,1.16,-6684140111.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,-432903053.83,,,,,,2123341347.07,,,1954688155.04,,,,,,,-4642400000.0,2418457880.29,0.21,9308038834.0,,,,,34181456763.2,,52838440383.35,40465360949.57,,,,38738071012.39,30183969491.4,,,,1674760784.25,,,2224408932.33,,-6869177522.7,23198670530.29,,,,,6397665498.88,,,18887581.63,605167085.01,,18155906537.52,,,,,,,1674760784.25,,5042763992.77,,,,,,,2818355060.44,-24454515.54,,1727289937.18,,,,4972730.9,49700000.0,1954688155.04,1958748957.59,2829152.93,,2049440123.93,49308610605.01,457075302.04,,30183969491.4,7024233312.66,,-801577142.0,6598828092.33,2686479097.85,,2633620.66,2686479097.85,,,,,,,,,,,,-301378526.15,,2415824259.63,,3229763548.85,,,,0.21,,,,1427744079.0,-1496740987.0,,89836875141.39,,,,,,,,,,,36998434758.04,,,1438986487.98,5703803781.63,,9127269000.0,,,231497013.32,,,,1891844333.75,,23299879546.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,-5653901940.2,,,,,,5760705763.44,,,465067294.42,,,,,,,-8056000000.0,808961614.4,,,,,,,31454268221.86,,44404910279.02,36483522674.92,,,,34747688537.67,31054565512.46,,,,1674402067.31,,,491810398.09,,11987716038.88,17794143648.87,,,,,10394091145.96,,,15645970.58,1923474208.99,,14888595088.27,,,,,,,1674402067.31,,2905548560.6,,,,,,,2413738162.51,-3207421942.18,,1735834137.25,,,,4972730.9,49700000.0,465067294.42,470196851.66,11732069.94,,1829966910.43,46515117136.39,199756608.95,,31054565512.46,8292999908.65,,-5438728092.33,6269696000.0,6588607948.23,,139008153.79,6988607948.23,,,,,,,,,,,,-264764434.01,,669953460.61,,3230240783.46,,,,,-11493454589.32,,,2479355584.23,-1723620146.09,,83066672955.36,,,,,,,,,,,38661762676.34,,400000000.0,1354219003.81,4115614487.66,,9127269000.0,,,3637364416.37,,,,2123341347.07,,19983515146.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,707313806.03,,,,,,4195734739.15,,,459725303.9,,,,,,,-10510100000.0,597122616.99,0.0504,9121533808.0,,,,,31913993525.76,,49540405893.82,42280783303.32,,,,40477477818.22,31860686367.72,,,,1744163844.44,,,364495028.27,,-2809499301.01,21999168959.67,,,,,9221243242.91,,,0.0,808144278.09,,18566482803.76,,,,,,,1744163844.44,,3432686155.91,,,,,,,3068191127.64,-70316092.21,,1803305485.1,,,,4972730.46,49600000.0,459725303.9,464397065.28,9541640.66,,2139647894.44,46957698586.01,109633477.05,,31860686367.72,6891715469.21,,-910000000.0,6647321000.0,5071522785.35,,23092074.66,5071522785.35,,,,,,,,,,,,-47885861.41,,574030542.33,,3212281864.15,,,,0.0504,,,,2964542934.8,-1566300315.48,,89311186794.76,,,,,,,,,,,39770780900.94,,,1387554083.01,12782997665.76,,9127269000.0,,,-1564971024.29,,,,5760705763.44,,21722502591.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,2323869377.35,,-660500370.65,1189579538.89,,,3844089729.57,,3844089729.57,2147817244.38,13037978000.0,,,7714875122.77,,,-5406573200.0,2857907337.81,,,31841388872.32,,2407888382.65,,33530533212.33,13108868038.21,69293328092.5,61289112131.14,,61289112131.14,,58881223748.49,32596846082.76,,,-6899084831.81,1963520037.0,81966903618.84,5043386456.53,2335132162.96,1891844333.75,-9208124046.98,37499635039.87,,17375282.92,4831349324.85,110547073781.6,7714875122.77,5027297997.74,,11860000.0,873444976.66,,30355919189.29,423754500.0,-3345470286.04,69293328092.5,5027297997.74,4428694699.29,9739032503.33,1963520037.0,9369436492.98,7143715850.58,31299375617.76,65000000.0,317994432.0,,3268606352.49,,4808583687.62,-43277736.11,49134530407.41,2407888382.65,,873444976.66,3188493220.65,2163713.0,423754500.0,2147817244.38,2150043582.0,20613845.65,33530533212.33,3350381564.18,49134530407.41,423114150.85,5574771949.63,32596846082.76,5574771949.63,-123139944.95,0.0,13037978000.0,4831349324.85,,284749604.96,5149343756.85,108888073.88,-1076670066.87,,41253745689.1,58881223748.49,,32596846082.76,18524714559.86,20613845.65,5149343756.85,,-46471549.08,9140541814.0,2573157732.85,,3268606352.49,,1963520037.0,,,,0.55,,4428694699.29,-1035753316.37,,110547073781.6,2163713.0,,,,,,6232965995.42,1963520037.0,317573287.26,,41253745689.1,,317994432.0,1795650538.2,8696959682.71,,9127269000.0,-9618295841.45,32596846082.76,-351645009.58,,,,4195734739.15,5415846521.65,31841388872.32,9127269000.0,-28615073200.0,,100491618178.7,-3055621810.65,,-7150305234.33,,1795650538.2,1952245395.82,0.55,-5822414764.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,-2818258448.69,,,,,,4879891566.29,,,2080990964.01,,,,,,,-3348100000.0,2639347356.11,0.228,9127153351.0,,,,,35611524176.34,,67029943667.62,58196574844.42,,,,53646715481.84,32763490053.47,,,,3399602915.85,,,2608631533.01,,-2948334691.07,26228770303.34,,,,,54506244491.37,,,600000000.0,893933431.43,,20866925482.03,,,,,,,,,5361844821.31,,,,,,,2753213288.3,-97094452.5,,4549859362.58,,,,2163713.0,1141371000.0,2080990964.01,2086959970.3,8885446.73,,1795476222.47,51188442624.1,488934913.06,,32763490053.47,5140363810.76,,-2000000000.0,18795829000.0,5454161468.66,,63452472.75,5727422968.66,,,,,,,,,,,,412989692.91,,2575894883.36,,3676658991.01,,,,0.228,,,,5253333700.79,-1370201715.52,,109514417717.86,,,,,,,,,,,42484474050.24,,273261500.0,1366366695.28,1249012027.4,,9127269000.0,,,1035801836.72,,,,3844089729.57,,25535547539.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,-8193867205.94,,,,,,8125117690.54,,,1614808297.38,,,,,,,-10338000000.0,2218593598.62,,,,,,,35674696743.72,,60988332696.57,52901033666.54,,,,48607650400.99,33006798042.82,,,,2227021757.63,,,1624248021.07,,14359466815.37,21729051701.96,,,,,35299505690.03,,,205100000.0,1543088399.71,,17547858804.48,,,,,,,606965402.76,,4181192897.48,,,,,,,2556944876.41,-1706874355.85,,4293383265.55,,,,6555045.13,1444586500.0,1614808297.38,1629575485.61,14809605.16,,958699147.48,51148765599.67,229007388.37,,33006798042.82,5255459641.6,,-7450000000.0,17386641047.91,8727705160.24,,360010724.64,18207488002.58,,,,,,,,,,,,-28317567.33,,1858582873.98,,3881463186.96,,,,,,,,7700000.0,-1364395896.5,,104193966703.78,,,,,,,,,,,43205634007.21,,9479782842.34,5061481953.53,3252520449.46,,9127269000.0,,,3245226124.25,,,,4879891566.29,,22225179743.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,143338865.39,,,,,,9847146535.22,,,230757818.18,,,,,,,-6370000000.0,373435228.11,0.0253,9120862379.0,,,,,35905454561.9,,62448080781.21,55202343082.07,,,,49894382436.47,33055933246.39,,,,2343268417.38,,,-23258652.76,,1571582079.34,17555253787.05,,,,,35466294817.33,,,,1071486806.04,,15158356206.88,,,,,,,719612858.06,,2396897580.17,,,,,,,2420156232.93,-136030267.81,,5307960645.6,,,,6555045.13,2187110500.0,230757818.18,242256372.79,57968870.16,,1352813497.82,51306928095.76,30533718.68,,33055933246.39,6255361643.32,,-1199900000.0,17570632193.32,10593269427.9,,100645136.64,18521088372.37,,,,,,,,,,,327563989.54,-143535422.98,,272790091.47,0.0,4350760019.24,,,,0.0253,,,,70000000.0,-741366183.08,,106664937170.01,,,,,,,,,,,44216856388.8,,7927818944.47,8103530781.92,8010882482.66,,9127269000.0,,,1722028844.68,,,,8125117690.54,,20294741097.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,828350330.91,,-80212536.3,1229432879.17,,,6614611437.43,,6614611437.43,1280756888.19,12799966582.0,,,46385702686.51,1743379055.09,,-7201550088.64,2397752180.6,,,29401641240.32,,4493402055.31,,36619705509.19,11446456467.33,66126293810.75,59111823806.94,,59111823806.94,,54618421751.63,33399171238.96,,,13035336137.98,2082647288.24,81480942550.61,5247639134.5,662839285.4,3844089729.57,52621934.34,32286783412.31,,155030000.0,7682083569.01,111800411297.81,46385702686.51,5207313967.76,,,3343220862.42,,27907802057.22,2157805500.0,-2042135996.39,66126293810.75,5207313967.76,70000000.0,11159536567.78,,6251502301.74,4378981355.09,23239792836.22,,3177643131.3,,5244476056.92,,3716142069.69,-102136920.23,52524831081.08,4493402055.31,,3343220862.42,3804667172.59,4391332.13,2157805500.0,1280756888.19,1288847305.8,252949267.07,36619705509.19,2144513433.97,52524831081.08,480956859.06,4445104832.92,33399171238.96,4445104832.92,396641557.47,-8600000000.0,12799966582.0,7682083569.01,,627948015.74,10859726700.31,654453834.86,19697825948.4,,45674117487.06,54618421751.63,,33399171238.96,16318916654.05,252949267.07,10859726700.31,573222923.77,-321349238.9,9135638540.0,1769804164.86,0.0,5244476056.92,,,-3280452.5,,,0.57,,70000000.0,-3186526015.32,,111800411297.81,4391332.13,,,,,,6477072013.67,2082647288.24,877797381.52,,45674117487.06,,3177643131.3,4887849741.8,10727377876.7,,9127269000.0,9624693038.76,33399171238.96,-3232535097.79,,,,9847146535.22,4872460186.72,29401641240.32,9127269000.0,-27257650088.64,,97799859204.66,-10040436458.33,,-19249900000.0,,4887849741.8,2770521707.86,0.57,-6662489810.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,-2508724805.21,,,,,,6575043661.54,,,773283049.9,,,,,,,-7225000000.0,1137102970.46,0.0847,9129670011.0,,,,,37392988559.09,,65052915096.25,57891058672.88,,,,50730995387.81,32998342097.85,,,,2443823128.87,,,567959403.92,,-2902088305.65,22085450532.15,,,,,44873297156.39,,,-670655665.31,3249762995.99,,19054502109.44,,,,,,,119217238.57,,3030948422.71,,,,,,,2462989018.79,-54321326.14,,7160063285.07,,,,,4262541986.42,773283049.9,793024291.13,334480931.21,,1447252972.63,53405553486.6,183762073.77,,32998342097.85,4581077358.6,,-1239151844.72,16028375484.13,7291844406.5,,160316605.56,10408705879.7,,,,,,,,,,,425916096.26,384679601.62,,976786364.9,,5627063826.29,,,,0.0847,,,,70000000.0,-1166344775.14,,111480109810.5,,,,,,,,,,,46427194714.25,,3116861473.2,5045773617.58,6551936876.71,,9127269000.0,,,-39567775.89,,,,6614611437.43,,25426408953.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,-6765056614.01,,,,,,7640129182.26,,,743886063.78,,,,,,,-3219000000.0,1254663262.95,,,,,,,35561697381.48,,50390480513.42,41357127742.83,,,,34972068740.87,33302013019.59,,,,2609782412.88,,,626218029.85,,4930814240.11,18231476470.48,,,,,-7245136580.09,,,-4154613195.47,2471252304.84,,15758945040.27,,,,,,,63570634.64,,2472531430.21,,,,,,,1846313400.36,-2667900106.86,,6385059001.96,,,,,3198591372.8,743886063.78,758002798.93,513114581.64,,863638696.53,51476905702.92,169948578.78,,33302013019.59,5885336809.94,,-4361322909.91,1369538625.0,7794289843.15,,326711885.24,11585660848.91,,,,,,,,,,,491597435.73,517120172.31,,927951377.71,,5906327637.51,,,,,,,,70000000.0,-2917546021.37,,92834033445.75,,,,,,,,,,,42443552932.33,,3791371005.76,5994310690.68,3517042174.11,,9127269000.0,,,1065085520.72,,,,6575043661.54,,24036940213.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,-2198384007.02,1114308452.84,,,9089978845.22,93787137246.28,8869346490.48,79988188208.84,,1400277004.73,,,3218610303.52,,,4240151400.59,-3310168152.39,1681844416.25,0.1534,9128272521.0,,,,,37099385994.19,,55531460807.75,45869292972.64,,,4712537957.51,38725319130.24,32944148369.25,10580338733.92,,,2600284006.24,,,1361593584.35,,2631190088.71,21183426831.34,5789665108.96,,,,10598973975.07,,5354459853.43,0.0,2738724007.91,,17266939001.91,,,,,,,,,3916487829.43,,,,23049441351.61,,,2554894245.08,-57218413.52,,7143973842.4,4198203006.6,,,,3941160819.55,1400277004.73,1400277004.73,546016189.97,,1334260005.83,52991605598.15,279640941.23,,32944148369.25,6632602179.94,,-793896204.8,1145882175.0,9720061727.97,,1926470.29,13823679503.18,,,,,,,,,,,556635746.34,-703678297.2,,1679917945.96,,6203403205.18,-197709.2,,,0.1534,,,,70000000.0,-1162387149.26,,98860898570.79,,4198203006.6,946669055.51,-2881576766.75,,-20955718241.03,,,,9847146535.22,43329437763.04,-8432803961.09,4103617775.21,7604331302.01,2253084424.09,-977800044.73,9127269000.0,,,1229217308.23,-10643815095.33,,-14994370959.43,7640129182.26,,26141800387.57,,,2047372202.1,,,13798949037.44,,-123227762.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
