date,trailingNetIncome,annualGoodwill,annualTotalAssets,trailingPretaxIncome,quarterlyAccountsReceivable,annualNetOtherInvestingChanges,quarterlyGoodwill,annualRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyCurrentAccruedExpenses,trailingChangeInWorkingCapital,quarterlyCostOfRevenue,annualPretaxIncome,annualNetIncome,annualCashDividendsPaid,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,annualFreeCashFlow,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,annualAccountsPayable,trailingInvestingCashFlow,annualOtherNonCashItems,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualDepreciationAndAmortization,annualOtherCurrentAssets,annualOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualStockholdersEquity,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyInventory,annualTaxProvision,trailingEndCashPosition,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,quarterlyCurrentDebt,annualCurrentAccruedExpenses,annualCurrentLiabilities,trailingOperatingCashFlow,quarterlyInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualOtherNonCurrentAssets,annualCommonStockIssuance,annualSaleOfInvestment,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualNetPPE,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualEbitda,trailingNetOtherInvestingChanges,annualBasicEPS,annualCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,trailingInterestExpense,annualOtherCurrentLiabilities,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualDilutedAverageShares,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualRepaymentOfDebt,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualInterestExpense,quarterlyOtherIntangibleAssets,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,trailingGrossProfit,quarterlySaleOfInvestment,quarterlyCapitalStock,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyDilutedEPS,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,trailingTaxProvision,quarterlyNetPPE,annualStockBasedCompensation,annualBasicAverageShares,quarterlyTaxProvision,annualNetOtherFinancingCharges,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,trailingChangeInInventory,trailingNetOtherFinancingCharges,quarterlyEbitda,annualInventory,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyStockBasedCompensation,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,annualCapitalStock,annualCostOfRevenue,quarterlyBasicAverageShares,annualTotalRevenue,annualCurrentDebt,trailingOtherNonCashItems,quarterlyPurchaseOfBusiness,annualAccumulatedDepreciation,quarterlyCurrentAssets,annualOperatingExpense,quarterlyRetainedEarnings,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,quarterlyGrossPPE,trailingFreeCashFlow,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,annualGrossProfit,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyOtherCurrentLiabilities,quarterlyIncomeTaxPayable,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,trailingOperatingExpense,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,trailingCostOfRevenue,quarterlyPretaxIncome,trailingBeginningCashPosition,trailingPurchaseOfBusiness,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
,,,,,,,,,500000.0,13400000.0,,,0.010005,7700000.0,-6600000.0,,,61100000.0,,,,286800000.0,160900000.0,,3100000.0,,2400000.0,,2400000.0,,,,,45500000.0,,,,,42300000.0,,,,0.0,2100000.0,-2200000.0,54900000.0,,,,,10000000.0,,,,,21200000.0,,,-2200000.0,0.0,,48600000.0,,2400000.0,,,,,,,,,,,119900000.0,32400000.0,,,,,,,,,,239880060.0,,1600000.0,,,,,,,,,,,,-2300000.0,,,3600000.0,50400000.0,,,,2000000.0,,,,,0.010005,,6100000.0,,166900000.0,6100000.0,,5600000.0,,,65000000.0,19500000.0,,124900000.0,,,1400000.0,,,,,,,4900000.0,,-77200000.0,-5800000.0,,,,,,,239880060.0,,,,,,125900000.0,,170600000.0,,77600000.0,,,202100000.0,,-800000.0,,-2400000.0,3500000.0,,,100000.0,100000.0,,,1800000.0,111500000.0,2600000.0,,,-2900000.0,,-2100000.0,,,3800000.0,,,,,,,,,,,,,,,,
,,,,,,,,,-400000.0,13700000.0,,,0.02668,7500000.0,-8400000.0,,,69800000.0,,,,297900000.0,164300000.0,,3200000.0,,6400000.0,,6400000.0,,,,,49400000.0,,,,,40600000.0,,,,0.0,2400000.0,-3300000.0,58200000.0,,,,,26300000.0,,,,200000.0,19400000.0,,,-2200000.0,0.0,,52500000.0,,6400000.0,,,,,,,,,,,136700000.0,30800000.0,,,,,,,,,,239880060.0,,3000000.0,,,,,,,,,,,,-3300000.0,,,3600000.0,60900000.0,,,,1000000.0,,,,,0.02668,,5700000.0,,161200000.0,5700000.0,,0.0,,,67500000.0,16100000.0,,129900000.0,,,4200000.0,,,,,,,11600000.0,,-80200000.0,-7300000.0,,,,,,,239880060.0,,,,,,133600000.0,,174900000.0,,96100000.0,,,210100000.0,,-1100000.0,,-12100000.0,4000000.0,,,0.0,2000000.0,,,8400000.0,130700000.0,2300000.0,,,-8800000.0,,300000.0,,,10600000.0,,,,,,,,,,,,,,,,
,,,,,,,,,400000.0,14100000.0,,,-0.001668,7500000.0,2100000.0,,,69500000.0,,,,304500000.0,168800000.0,,2600000.0,,-300000.0,,-300000.0,,,,,62700000.0,,,,,40800000.0,,,,0.0,2200000.0,-6200000.0,61600000.0,,,,,24500000.0,,,,300000.0,19200000.0,,,-2100000.0,-100000.0,,65700000.0,,-300000.0,,,,,,,,,,,145500000.0,30500000.0,,,,,,,,,,179910045.0,,2200000.0,,,,,,,,,,,,-3300000.0,,,3600000.0,63100000.0,,,,0.0,,,,,-0.001668,,6100000.0,,159000000.0,6100000.0,,0.0,,,77800000.0,16800000.0,,134700000.0,,,-500000.0,,,,,,,400000.0,,-82700000.0,-8400000.0,,,,,,,179910045.0,,,,,,135700000.0,,172500000.0,,104700000.0,,,217400000.0,,10500000.0,,-100000.0,-3900000.0,,,,200000.0,,,-2600000.0,132600000.0,2400000.0,,,9100000.0,,-400000.0,,,-800000.0,,,,,,,,,,,,,,,,
,,,295600000.0,,,10300000.0,,167900000.0,-1400000.0,14400000.0,,,,7500000.0,0.0,,,75900000.0,9700000.0,6100000.0,-8700000.0,295600000.0,171300000.0,-12900000.0,2800000.0,,-2400000.0,-18100000.0,-2400000.0,73000000.0,,,,43700000.0,7500000.0,11700000.0,20500000.0,1400000.0,41900000.0,0.0,153900000.0,,0.0,2500000.0,-6400000.0,54700000.0,3600000.0,,,4700000.0,25000000.0,,99800000.0,,300000.0,20000000.0,,,-2200000.0,200000.0,,46500000.0,,-2400000.0,,,,4700000.0,,3600000.0,29200000.0,2300000.0,,,141700000.0,29200000.0,138500000.0,15500000.0,41900000.0,,13100000.0,,0.025833,124300000.0,-15100000.0,,,3500000.0,,1800000.0,,222400000.0,236472000.0,6100000.0,,-900000.0,14400000.0,5600000.0,,6900000.0,,900000.0,3600000.0,40400000.0,,9200000.0,,,,171300000.0,,-28400000.0,,201400000.0,4700000.0,0.025833,153900000.0,4700000.0,,0.0,,,73000000.0,20500000.0,,138500000.0,,236472000.0,-1500000.0,100000.0,,1600000.0,-2000000.0,,,-3300000.0,54700000.0,-83900000.0,-6900000.0,,,,6100000.0,,276500000.0,,491000000.0,25000000.0,,,-83900000.0,124300000.0,213100000.0,167900000.0,20000000.0,99800000.0,,141700000.0,222400000.0,,6900000.0,-3300000.0,-500000.0,-2000000.0,214500000.0,8300000.0,,0.0,,,-6100000.0,116300000.0,1800000.0,,,10900000.0,,-1100000.0,,,-3900000.0,,,,,,,,,,,,,,,,
,,,,,,,,,2300000.0,14600000.0,,,0.005003,7500000.0,6100000.0,,,65500000.0,,,,293900000.0,173400000.0,,3200000.0,,1100000.0,,1100000.0,,,,,49500000.0,,,,,42300000.0,,,,0.0,2800000.0,-2800000.0,11800000.0,,,,,21000000.0,,,,400000.0,20200000.0,,,-2100000.0,-100000.0,,52700000.0,,1100000.0,,,,,,,,,,,140600000.0,29300000.0,,,,,,,,,,219890055.0,,2200000.0,,,,,,,,,,,,2800000.0,,,3600000.0,52500000.0,,,,,,,,,0.005003,,7000000.0,,153300000.0,7000000.0,,4700000.0,,,74800000.0,49800000.0,,140500000.0,,,1000000.0,,,,,,,3000000.0,,-87000000.0,-5000000.0,,,,,,,219890055.0,,,,,,120500000.0,,166900000.0,,98300000.0,,,227500000.0,,11100000.0,,,-6000000.0,,,100000.0,200000.0,,,-200000.0,118000000.0,2500000.0,,,8900000.0,,300000.0,,,2100000.0,,,,,,,,,,,,,,,,
,,,,,,,,,-300000.0,15000000.0,,,0.025013,7500000.0,-4700000.0,,,72100000.0,,,,306400000.0,176600000.0,,3200000.0,,5600000.0,,5600000.0,,,,,47000000.0,,,,,43500000.0,,,,0.0,2600000.0,-4200000.0,50500000.0,,,,,24800000.0,,,,400000.0,21000000.0,,,-2200000.0,100000.0,,50200000.0,,5600000.0,,,,,,,,,,,149300000.0,29000000.0,,,,,,,,,,223888056.0,,2400000.0,,,,,,,,,,,,1400000.0,,,3600000.0,56900000.0,,,,,,,,,0.025013,,6700000.0,,157100000.0,6700000.0,,0.0,,,77200000.0,20800000.0,,144000000.0,,,3400000.0,,,,,,,9900000.0,,-90100000.0,-6600000.0,,,,,,,223888056.0,,,,,,129800000.0,,170400000.0,,105800000.0,,,234100000.0,,1900000.0,,,2100000.0,,,0.0,400000.0,,,6700000.0,129000000.0,3800000.0,,,-5200000.0,,600000.0,,,9000000.0,,,,,,,,,,,,,,,,
,,,,,,,,,2000000.0,15500000.0,,,0.00667,7500000.0,9100000.0,,,67800000.0,,,,298600000.0,176400000.0,,3500000.0,,1600000.0,,1600000.0,,,,,43800000.0,,,,,44000000.0,,,,0.0,-2400000.0,-2600000.0,45800000.0,,,,,20000000.0,,,,300000.0,21000000.0,,,-2200000.0,-2700000.0,,47300000.0,,1600000.0,,,,,,,,,,,144500000.0,27900000.0,,,,,,,,,,239880060.0,,2300000.0,,,,,,,,,,,,5200000.0,,,3600000.0,52700000.0,,,,,,,,,0.00667,,8600000.0,,154100000.0,8600000.0,,0.0,,,75300000.0,22800000.0,,144900000.0,,,1300000.0,,,,,,,8900000.0,,-93300000.0,-4900000.0,,,,,,,239880060.0,,,,,,122200000.0,,169800000.0,,100500000.0,,,238200000.0,,14000000.0,,,-9500000.0,,,-200000.0,700000.0,,,5400000.0,120500000.0,5200000.0,,,10100000.0,,-200000.0,,,2900000.0,,,,,,,,,,,,,,,,
,,,293200000.0,,,7400000.0,,169400000.0,2700000.0,15300000.0,,,,7500000.0,16800000.0,,,71300000.0,16300000.0,10200000.0,-8600000.0,293200000.0,174000000.0,27300000.0,3200000.0,,1800000.0,-11900000.0,1800000.0,86800000.0,,400000.0,,47300000.0,7500000.0,13100000.0,22100000.0,8400000.0,42400000.0,0.0,153700000.0,,0.0,5900000.0,-2300000.0,41300000.0,6100000.0,,,11400000.0,5000000.0,,97100000.0,,200000.0,19600000.0,,,-2100000.0,2700000.0,,50500000.0,,1800000.0,,,,11400000.0,,3600000.0,26100000.0,1400000.0,,,139500000.0,26100000.0,144300000.0,47000000.0,42400000.0,,21500000.0,,0.043333,119200000.0,-1100000.0,,,500000.0,,5300000.0,,239900000.0,234804000.0,10200000.0,,6700000.0,15300000.0,4700000.0,,4400000.0,,1300000.0,3600000.0,47000000.0,,9200000.0,,,,174000000.0,,-19700000.0,,187700000.0,11400000.0,0.043333,153700000.0,11400000.0,,0.0,,,86800000.0,22100000.0,,144300000.0,,234804000.0,400000.0,0.0,,-28300000.0,13800000.0,,,-300000.0,41300000.0,-95600000.0,-3200000.0,,,,10200000.0,,276600000.0,,485800000.0,5000000.0,,,-95600000.0,119200000.0,200800000.0,169400000.0,19600000.0,97100000.0,,139500000.0,239900000.0,,20000000.0,-200000.0,-600000.0,-14900000.0,209200000.0,30400000.0,500000.0,100000.0,,,-3500000.0,118300000.0,5300000.0,,,16600000.0,,-900000.0,,,2200000.0,,,,,,,,,,,,,,,,
,,,,,,,,,-2300000.0,15800000.0,,,0.016675,7500000.0,-7000000.0,,,66400000.0,,,,303300000.0,171500000.0,,3400000.0,,3800000.0,,3800000.0,,,,,47000000.0,,,,,42700000.0,,,,0.0,1600000.0,700000.0,45700000.0,,,,,10000000.0,,,,100000.0,19400000.0,,,-2100000.0,-100000.0,,50400000.0,,3800000.0,,,,,,,,,,,147500000.0,25800000.0,,,,,,,,,,227886057.0,,1800000.0,,,,,,,,,,,,-4400000.0,,,3600000.0,55100000.0,,,,,,,,,0.016675,,9100000.0,,155800000.0,9100000.0,,11400000.0,,,88200000.0,22100000.0,,142100000.0,,,2300000.0,,,,,,,8100000.0,,-98900000.0,-1100000.0,,,,,,,227886057.0,,,,,,131800000.0,,171100000.0,,104800000.0,,,241000000.0,,-5900000.0,,,2900000.0,,,100000.0,100000.0,,,4700000.0,121500000.0,6600000.0,,,-11600000.0,,-300000.0,,,6100000.0,,,,,,,,,,,,,,,,
,,,,,,,,,700000.0,16200000.0,,,0.02668,7500000.0,10800000.0,,,73400000.0,,,,299700000.0,169400000.0,,3500000.0,,6100000.0,,6100000.0,,,,,49200000.0,,,,,43700000.0,,,,0.0,1300000.0,100000.0,46900000.0,,,,,,,,,100000.0,20000000.0,,,-2200000.0,100000.0,,52700000.0,,6100000.0,,,,,,,,,,,139200000.0,25600000.0,,,,,,,,,,228635682.0,,1500000.0,,,,,,,,,,,,-1100000.0,,,3600000.0,61200000.0,,,,,,,,,0.02668,,9800000.0,,160500000.0,9800000.0,,0.0,,,89500000.0,22300000.0,,140200000.0,,,3600000.0,,,,,,,12000000.0,,-102200000.0,-1400000.0,,,,,,,228635682.0,,,,,,130300000.0,,175100000.0,,95500000.0,,,242400000.0,,12200000.0,,,-11500000.0,,,-200000.0,600000.0,,,8500000.0,134600000.0,6000000.0,,,3900000.0,,100000.0,,,9700000.0,,,,,,,,,,,,,,,,
,,,,,,,,,6800000.0,16200000.0,,,0.023345,7500000.0,8800000.0,,,74800000.0,,,,306000000.0,167000000.0,,3400000.0,,5200000.0,,5200000.0,,,,,51900000.0,,,,,43900000.0,,,,0.0,1500000.0,-300000.0,45600000.0,,,,,,,,,100000.0,20200000.0,,,-2200000.0,0.0,,55300000.0,,5200000.0,,,,,,,,,,,143600000.0,25200000.0,,,,,,,,,,239880060.0,,1200000.0,,,,,,,,,,,,1300000.0,,,3600000.0,62300000.0,,,,,,,,,0.021678,,16500000.0,,162400000.0,16500000.0,,0.0,,,91000000.0,23200000.0,,138200000.0,,,3200000.0,,,,,,,10400000.0,,-105500000.0,-1500000.0,,,,,,,222745770.0,,,,,,139000000.0,,178200000.0,,99700000.0,,,243700000.0,,10300000.0,,,-3300000.0,,,,200000.0,,,7000000.0,137100000.0,8700000.0,,,3000000.0,,-600000.0,,,8400000.0,,,,,,,,,,,,,,,,
,,,308000000.0,,,500000.0,,182100000.0,6300000.0,16400000.0,,,,7500000.0,14000000.0,,,77800000.0,33100000.0,21200000.0,-8600000.0,308000000.0,172500000.0,26600000.0,3300000.0,,6000000.0,-6500000.0,6000000.0,93400000.0,,,,46400000.0,7500000.0,13600000.0,21900000.0,27300000.0,43900000.0,0.0,165300000.0,,0.0,2100000.0,-7000000.0,48900000.0,11900000.0,,,22900000.0,,,98800000.0,,100000.0,20000000.0,,,-2100000.0,0.0,,49700000.0,,6000000.0,,,,22900000.0,,3600000.0,30500000.0,900000.0,,,142700000.0,30500000.0,138400000.0,33700000.0,43900000.0,,40900000.0,,0.090833,135500000.0,-3000000.0,,,-4000000.0,,5400000.0,,243100000.0,234408000.0,21200000.0,,11500000.0,16400000.0,11400000.0,,-3200000.0,,400000.0,3600000.0,56700000.0,,6300000.0,,,,172500000.0,,-7100000.0,,194500000.0,22900000.0,0.090833,165300000.0,22900000.0,,0.0,,,93400000.0,21900000.0,,138400000.0,,234408000.0,2800000.0,0.0,,-15700000.0,-7400000.0,,,10300000.0,48900000.0,-104700000.0,-3100000.0,,,,21200000.0,,292400000.0,,527800000.0,,,,-104700000.0,135500000.0,208100000.0,182100000.0,20000000.0,98800000.0,,142700000.0,243100000.0,,17100000.0,-300000.0,-1700000.0,-3800000.0,235400000.0,3800000.0,,0.0,,,7000000.0,134500000.0,5400000.0,,,8500000.0,,500000.0,,,8800000.0,,,,,,,,,,,,,,,,
,,,,,,,,,-4500000.0,17400000.0,,,0.023345,7500000.0,-4600000.0,,,71300000.0,,,,312100000.0,169000000.0,,3400000.0,,5200000.0,,5200000.0,,,,,48700000.0,,,,,44800000.0,,,,0.0,2100000.0,300000.0,53900000.0,,,,,,,,,100000.0,19900000.0,,,-2100000.0,-100000.0,,52100000.0,,5200000.0,,,,,,,,,,,143100000.0,29400000.0,,,,,,,,,,239880060.0,,1400000.0,,,,,,,,,,,,-5100000.0,,,3600000.0,58300000.0,,,,,,,,,0.021678,,18400000.0,,169000000.0,18400000.0,,22900000.0,,,90300000.0,22400000.0,,136000000.0,,,3000000.0,,,,,,,9600000.0,,-107900000.0,-1100000.0,,,,,,,222745770.0,,,,,,143100000.0,,185200000.0,,98300000.0,,,243900000.0,,-3500000.0,,,-1300000.0,,,200000.0,900000.0,,,6200000.0,129600000.0,8000000.0,,,-10900000.0,,100000.0,,,8200000.0,,,,,,,,,,,,,,,,
,,,,,,,,,-10200000.0,17100000.0,,,0.031683,7500000.0,2800000.0,,,77600000.0,,,,312300000.0,177200000.0,,3500000.0,,7300000.0,,7300000.0,,,,,52200000.0,,,,,44400000.0,,,,0.0,3100000.0,-11000000.0,52400000.0,,,,,,,,,100000.0,19800000.0,,,-2200000.0,100000.0,,55700000.0,,7300000.0,,,,,,,,,,,140200000.0,38500000.0,,,,,,,,,,230411110.0,,-8700000.0,,,,,,,,,,,,1500000.0,,,3600000.0,64300000.0,,,,,,,,,0.031683,,8200000.0,,172100000.0,8200000.0,,0.0,,,90600000.0,22400000.0,,135100000.0,,,4300000.0,,,,,,,12100000.0,,-111200000.0,-2300000.0,,,,,,,230411110.0,,,,,,135100000.0,,190300000.0,,95800000.0,,,246300000.0,,5100000.0,,,-4300000.0,,,,200000.0,,,8600000.0,141900000.0,5200000.0,,,-4000000.0,,0.0,,,11600000.0,,,,,,,,,,,,,,,,
,,,,,,,,,-500000.0,17100000.0,,,0.028348,7500000.0,300000.0,,,79700000.0,,,,351600000.0,202400000.0,,3500000.0,,6400000.0,,6400000.0,,,,,53900000.0,,,,,44400000.0,,,,0.0,1500000.0,-34200000.0,57900000.0,,,,,32000000.0,,,,300000.0,19800000.0,,,-2300000.0,31900000.0,,57400000.0,,6400000.0,,,,,,,,,,,175200000.0,37300000.0,,,,,,,,,,239880060.0,,-30900000.0,,,,,,,,,,,,0.0,,,21800000.0,66600000.0,,,,,,,,,0.02668,,7700000.0,,176400000.0,7700000.0,,0.0,,,93700000.0,23800000.0,,143300000.0,,,4200000.0,,,,,,,12700000.0,,-114500000.0,-3300000.0,,,,,,,225769468.0,,,,,,149200000.0,,194400000.0,,130800000.0,,,257800000.0,,3600000.0,,0.0,30100000.0,,,,500000.0,,,9200000.0,146300000.0,5100000.0,,,-5700000.0,,700000.0,,,10600000.0,,,,,,,,,,,,,,,,
,,,351000000.0,,,-37300000.0,,197600000.0,7200000.0,18100000.0,,,,6800000.0,9200000.0,,,87900000.0,38700000.0,24500000.0,-9000000.0,351000000.0,201600000.0,7700000.0,3800000.0,,5600000.0,-47200000.0,5600000.0,92100000.0,,,,58900000.0,6800000.0,14200000.0,23600000.0,30500000.0,45500000.0,0.0,179300000.0,,0.0,2200000.0,-2300000.0,61300000.0,14200000.0,,,14900000.0,32700000.0,,126200000.0,,500000.0,20600000.0,,,-2400000.0,100000.0,,62700000.0,,5600000.0,,,,14900000.0,,22700000.0,36600000.0,1700000.0,,,171700000.0,36600000.0,142300000.0,17600000.0,45500000.0,,44700000.0,,0.105,149400000.0,-3000000.0,,,900000.0,,1400000.0,,259100000.0,239652000.0,24500000.0,,-8000000.0,18100000.0,22900000.0,,-3500000.0,,900000.0,22700000.0,69200000.0,,9000000.0,,,,201600000.0,,-9900000.0,,213700000.0,14900000.0,0.1025,179300000.0,14900000.0,,0.0,,,92100000.0,23600000.0,,142300000.0,,233532000.0,2700000.0,0.0,,21700000.0,-7100000.0,,,10300000.0,61300000.0,-116800000.0,-3200000.0,,,,24500000.0,,316500000.0,,574900000.0,32700000.0,,,-116800000.0,149400000.0,227900000.0,197600000.0,20600000.0,126200000.0,,171700000.0,259100000.0,,12400000.0,2700000.0,-600000.0,-2800000.0,258400000.0,-17900000.0,,100000.0,,,6500000.0,157100000.0,1400000.0,,,2700000.0,,1900000.0,,,8300000.0,,,,,,,,,,,,,,,,
,,,,,,,,,1500000.0,19100000.0,,,0.025013,6600000.0,2500000.0,,,83700000.0,,,,375200000.0,210300000.0,,4100000.0,,5900000.0,,5900000.0,,,,,55700000.0,,,,,45800000.0,,,,0.0,1600000.0,-13100000.0,68900000.0,,,,,42900000.0,,,,600000.0,20100000.0,,,-2300000.0,-100000.0,,59800000.0,,5900000.0,,,,,,,,,,,194300000.0,35100000.0,,,,,,,,,,235882059.0,,-6300000.0,,,,,,,,,,,,-6500000.0,,,27900000.0,68300000.0,,,,,,,,,0.025013,,16400000.0,,180900000.0,16400000.0,,14900000.0,,,100700000.0,23500000.0,,147300000.0,,,3600000.0,,,,,,,12600000.0,,-120500000.0,-6800000.0,,,,,,,235882059.0,,,,,,164900000.0,,201200000.0,,148500000.0,,,267800000.0,,9300000.0,,-3100000.0,5200000.0,,,100000.0,700000.0,,,8500000.0,152000000.0,4900000.0,,,600000.0,,-300000.0,,,9500000.0,,,,,,,,,,,,,,,,
,,,,,,,,,-1200000.0,20000000.0,,,0.035018,25000000.0,-11300000.0,,,94700000.0,,,,391300000.0,212000000.0,,4200000.0,,7900000.0,,7900000.0,,,,,66800000.0,,,,,66300000.0,,,,0.0,5400000.0,-4000000.0,65000000.0,,,,,34500000.0,,,,600000.0,21300000.0,,,-2400000.0,200000.0,,71000000.0,,7900000.0,,,,,,,,,,,205100000.0,34300000.0,,,,,,,,,,236881559.0,,2400000.0,,,,,,,,,,,,3900000.0,,,28000000.0,78800000.0,,,,,,,,,0.03335,,15200000.0,,186200000.0,15200000.0,,0.0,,,101000000.0,19200000.0,,149700000.0,,,4700000.0,,,,,,,12000000.0,,-124100000.0,-6400000.0,,,,,,,225601485.0,,,,,,179300000.0,,206700000.0,,138800000.0,,,273800000.0,,-4900000.0,,-1400000.0,7700000.0,,,-200000.0,1300000.0,,,7800000.0,173500000.0,3300000.0,,,-15500000.0,,600000.0,,,12600000.0,,,,,,,,,,,,,,,,
,,,,,,,,,-2800000.0,20500000.0,,,0.03335,24700000.0,100000.0,,,97000000.0,,,,391700000.0,224500000.0,,4200000.0,,7800000.0,,7800000.0,,,,,63600000.0,,,,,66600000.0,,,,0.0,1400000.0,-18500000.0,64300000.0,,,,,34800000.0,,,,900000.0,21400000.0,,,-2300000.0,-100000.0,,67800000.0,,7800000.0,,,,,,,,,,,203500000.0,35900000.0,,,,,,,,,,233883058.0,,2900000.0,,,,,,,,,,,,600000.0,,,28300000.0,79800000.0,,,,,,,,,0.03335,,12400000.0,,188200000.0,12400000.0,,0.0,,,95200000.0,24600000.0,,160300000.0,,,4800000.0,,,,,,,16200000.0,,-127900000.0,-21400000.0,,,,,,,233883058.0,,,,,,167200000.0,,212200000.0,,136900000.0,,,288200000.0,,21500000.0,,-3900000.0,-5800000.0,,,200000.0,500000.0,,,12000000.0,176800000.0,6900000.0,,,10000000.0,,500000.0,,,12600000.0,,,,,,,,,,,,,,,,
,,,391400000.0,,,800000.0,,218600000.0,3700000.0,21600000.0,,,,29600000.0,15600000.0,,,86600000.0,46200000.0,30300000.0,-9300000.0,391400000.0,224600000.0,6900000.0,4000000.0,,8700000.0,-42400000.0,8700000.0,40200000.0,,-100000.0,,77900000.0,29600000.0,16500000.0,17800000.0,41800000.0,72400000.0,0.0,194800000.0,,0.0,-1400000.0,-6800000.0,60300000.0,15900000.0,,,16200000.0,19200000.0,,124200000.0,,600000.0,21200000.0,,,-2300000.0,0.0,,81900000.0,,8700000.0,,,,16200000.0,,27900000.0,35000000.0,3800000.0,,,196600000.0,35000000.0,161700000.0,50100000.0,72400000.0,,58300000.0,,0.13,166800000.0,-10300000.0,,,1800000.0,,64800000.0,,291700000.0,240300000.0,30300000.0,,1200000.0,21600000.0,14900000.0,,4100000.0,,2700000.0,27900000.0,95400000.0,,7000000.0,,,,224600000.0,,-43200000.0,,264000000.0,16200000.0,0.125833,194800000.0,16200000.0,,0.0,,,40200000.0,17800000.0,,161700000.0,,232404000.0,2900000.0,0.0,,-6500000.0,2100000.0,,,17500000.0,60300000.0,-130000000.0,-8600000.0,,,,30300000.0,,362100000.0,,684400000.0,19200000.0,,,-130000000.0,166800000.0,280500000.0,218600000.0,21200000.0,124200000.0,,196600000.0,291700000.0,,24200000.0,-100000.0,-1900000.0,-13600000.0,322300000.0,5100000.0,-200000.0,1300000.0,,,13500000.0,182000000.0,64800000.0,,,10000000.0,,-900000.0,,,11600000.0,,,,,,,,,,,,,,,,
