date,quarterlyDepreciationAndAmortization,annualTotalLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,quarterlyRetainedEarnings,annualGainsLossesNotAffectingRetainedEarnings,annualAccountsPayable,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualOtherCurrentAssets,trailingTotalRevenue,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,annualOperatingIncome,quarterlyGoodwill,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyCurrentLiabilities,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,quarterlyCurrentAssets,trailingNetIncome,annualBasicEPS,quarterlyTotalAssets,trailingEndCashPosition,annualNonCurrentDeferredRevenue,trailingTaxProvision,annualNetIncome,trailingPretaxIncome,trailingPurchaseOfInvestment,quarterlyPurchaseOfInvestment,annualCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,annualCostOfRevenue,trailingOperatingIncome,quarterlyFreeCashFlow,annualPretaxIncome,quarterlyBasicEPS,quarterlyTotalNonCurrentAssets,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,quarterlyGrossProfit,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,annualOtherNonCurrentAssets,annualCashAndCashEquivalents,annualDepreciationAndAmortization,annualCurrentAssets,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualDilutedEPS,annualStockholdersEquity,annualTotalAssets,annualTaxProvision,quarterlyOtherIncomeExpense,quarterlyNetOtherInvestingChanges,quarterlyLongTermDebt,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingOperatingCashFlow,annualAccountsReceivable,annualNetIncomeCommonStockholders,quarterlyAccountsReceivable,quarterlyOperatingExpense,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyInvestingCashFlow,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedEPS,trailingRepaymentOfDebt,annualOtherIntangibleAssets,annualTotalNonCurrentAssets,annualNetPPE,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualOtherIncomeExpense,annualGrossProfit,trailingGrossProfit,annualEbitda,annualRepaymentOfDebt,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,annualDilutedAverageShares,quarterlyOtherCurrentAssets,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,trailingDepreciationAndAmortization,quarterlyInterestExpense,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,quarterlySaleOfInvestment,annualBeginningCashPosition,trailingOtherNonCashItems,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyBasicAverageShares,quarterlyOtherIntangibleAssets,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,annualCapitalExpenditure,annualOperatingExpense,quarterlyCashFlowFromContinuingFinancingActivities,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,trailingCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,trailingNetIncomeContinuousOperations,trailingNetOtherFinancingCharges,trailingOperatingExpense,quarterlyGrossPPE,annualChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingBeginningCashPosition,trailingStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualBasicAverageShares,quarterlyStockBasedCompensation,quarterlyEbitda,annualChangeInCashSupplementalAsReported,quarterlyChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,quarterlyOtherNonCashItems,annualTotalRevenue,annualDeferredIncomeTax,annualCapitalStock,annualInterestExpense,annualNetOtherFinancingCharges,annualStockBasedCompensation,trailingChangesInAccountReceivables,annualGoodwill,annualChangeInInventory,trailingCashDividendsPaid,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,annualCashDividendsPaid,trailingBasicEPS,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,trailingSaleOfInvestment,annualInventory,quarterlyCashDividendsPaid,quarterlyInventory,trailingDilutedEPS
1994-12-31,,1067600000.0,,154800000.0,,21400000.0,-18200000.0,,,34400000.0,,-20600000.0,,,59700000.0,,,,902500000.0,,165100000.0,0.0,182700000.0,,0.07037,1418400000.0,,,,37700000.0,,,-46700000.0,,2400000.0,,,9800000.0,62800000.0,,1235700000.0,,10100000.0,10200000.0,152500000.0,,,463100000.0,,,10100000.0,1067600000.0,-100000.0,974600000.0,974600000.0,28300000.0,40800000.0,182700000.0,139900000.0,10100000,0.07037,350800000.0,1418400000.0,25100000.0,9500000.0,-9700000.0,139900000.0,,902500000.0,154800000.0,22800000.0,,,165100000.0,,,,37700000.0,,143400000.0,,,0.0,,1900000.0,,-66700000.0,28300000.0,,,147700000.0,1235700000.0,113400000.0,0.0,,9600000.0,563600000.0,,100500000.0,,63000000.0,28300000.0,,350800000.0,881100000.0,16800000.0,,,538029000.0,34400000.0,,-103100000.0,,216500000.0,28300000.0,,,1800000.0,,2400000.0,,,35900000.0,,,28100000.0,,147700000.0,,22800000.0,1900000.0,-103100000.0,,21400000.0,,,-246500000.0,-52800000.0,503900000.0,41000000.0,,,37700000.0,-500000.0,-10300000.0,,152500000,9100000,881100000.0,20100000.0,,,,216500000.0,,,,,,,200000.0,6700000.0,,175800000.0,113400000.0,538029000.0,,9100000,-7600000.0,-5500000.0,-173100000.0,-23300000.0,563600000.0,12400000.0,,6400000.0,145800000.0,,,,,,,,,,,,,,,,,,,,
1995-03-31,11700000.0,,,165500000.0,,,,,,,,,73400000.0,566989233.0,,,,,808700000.0,,166200000.0,,961900000.0,,,1337200000.0,,,,,,,,,2400000.0,,,8700000.0,,0.018343,375300000.0,,10400000.0,,102900000.0,,,,,,10400000.0,974900000.0,,69400000.0,,,,,,10400000,,,,,1600000.0,91000000.0,136500000.0,,,,27300000.0,,,,,,,,,85100000.0,49700000.0,,0.0,,,,75400000.0,,0.018343,,,,,28300000.0,,,,,,,,30600000.0,,362300000.0,,17700000.0,,,,813500000.0,,-103100000.0,,,30600000.0,,,1700000.0,,,,,,,,-94500000.0,566989233.0,184900000.0,,,4100000.0,,,22100000.0,,,,,,-97400000.0,,,,200000.0,-15600000.0,,152600000,17800000,786600000.0,24300000.0,,,,224100000.0,,,,,,,-200000.0,7300000.0,,,121000000.0,,,29500000,,2300000.0,,-100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1995-06-30,13500000.0,,,186000000.0,,,,,,,,,80900000.0,553569369.0,,,,,1037600000.0,,424200000.0,,1214800000.0,,,1973300000.0,,,,,,,,,7100000.0,,,-1100000.0,,0.021678,758500000.0,,12000000.0,,116700000.0,,,,,,12000000.0,1461800000.0,,71100000.0,,,,,,12000000,,,,,1900000.0,-204300000.0,391800000.0,,,,25300000.0,,,,,,,,,93900000.0,56800000.0,,0.0,,,,-211400000.0,,0.021678,,,,,0.0,,,,,,,,60300000.0,,511500000.0,,20300000.0,,,,1016000000.0,,-103100000.0,,,60300000.0,,,4400000.0,,,,,,,,-17000000.0,553569369.0,557500000.0,,,3700000.0,,,25000000.0,,,,,,233600000.0,,,,400000.0,-7100000.0,,173500000,22800000,1012600000.0,6000000.0,,,,233000000.0,,,,,,,-22100000.0,8300000.0,,,129900000.0,,,36300000,,28300000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,14500000.0,,,199000000.0,,,,,,,,,84100000.0,604313228.0,,,,,1168600000.0,,407000000.0,,1344600000.0,,,2100600000.0,,,,,,,,,2300000.0,,,21500000.0,,0.021678,756000000.0,,13100000.0,,125400000.0,,,,,,13100000.0,1575600000.0,,72900000.0,,,,,,13100000,,,,,1900000.0,-99300000.0,372900000.0,,,,31800000.0,,,,,,,,,98600000.0,51500000.0,,0.0,,,,-110200000.0,,0.021678,,,,,0.0,,,,,,,,82700000.0,,525000000.0,,22200000.0,,,,1119100000.0,,-103100000.0,,,82700000.0,,,6400000.0,,,,,,,,121800000.0,604313228.0,551500000.0,,,5800000.0,,,33500000.0,,,,,,100300000.0,,,,500000.0,-10900000.0,,176900000,26800000,1135100000.0,32400000.0,,,,234700000.0,,,,,,,800000.0,9100000.0,,,131600000.0,,,41300000,,22400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-31,24700000.0,1451000000.0,,102700000.0,,43900000.0,-23500000.0,,,1090800000.0,,-258300000.0,90700000.0,,-86100000.0,,,,1067600000.0,,383400000.0,0.0,1305100000.0,,-0.100741,1885300000.0,,,,-59900000.0,,,,,2000000.0,394300000.0,,14500000.0,-98600000.0,,580200000.0,,-96200000.0,43600000.0,-39600000.0,227700000.0,,330800000.0,,,-96200000.0,1451000000.0,,74000000.0,74000000.0,59700000.0,64400000.0,1305100000.0,381400000.0,-96200000,-0.100741,434300000.0,1885300000.0,-38700000.0,1000000.0,-45700000.0,381400000.0,,1067600000.0,102700000.0,,,,383400000.0,,,,-59900000.0,,115400000.0,235400000.0,,0.0,,600000.0,,73200000.0,59700000.0,,,357900000.0,580200000.0,148300000.0,0.0,,6400000.0,309100000.0,,-21700000.0,,88600000.0,59700000.0,,434300000.0,1023700000.0,-160200000.0,,,594108000.0,1090800000.0,,-130700000.0,,279000000.0,59700000.0,,,6100000.0,,2000000.0,,,29700000.0,,,-128300000.0,,357900000.0,,,-72600000.0,-130700000.0,,43900000.0,,,-173000000.0,-45000000.0,395200000.0,-122100000.0,,,-59900000.0,-500000.0,-11400000.0,,195800000,-155000000,1023700000.0,25900000.0,,,,279000000.0,,,,,,,-2000000.0,-64000000.0,,114400000.0,148300000.0,594108000.0,,-130300000,30100000.0,-22900000.0,-97400000.0,,703400000.0,-59000000.0,,18800000.0,-118000000.0,,,,,,,,,,,,,,,,,,,,
1996-03-31,15600000.0,,,117300000.0,,,,,,,,,115000000.0,518564247.0,,,,,1190800000.0,,364300000.0,,272600000.0,,,2004300000.0,,,,,,,,,1600000.0,,,8700000.0,,0.028348,1731700000.0,,14700000.0,,160300000.0,,,,,,14700000.0,1555100000.0,,1231100000.0,,,,,,14700000,,,,,800000.0,-134400000.0,362700000.0,,,,,,,,,,,,,130600000.0,34400000.0,,0.0,,,,-143900000.0,,0.028348,,,,,59700000.0,,,,,,,,48900000.0,,449200000.0,,24900000.0,,,,66900000.0,,-130700000.0,,,48900000.0,,,5700000.0,,,,,,,,133800000.0,518564247.0,352400000.0,,,4500000.0,,,38900000.0,,,,,,114900000.0,,,,400000.0,-9500000.0,,194700000,29700000,1151900000.0,18200000.0,,,,278900000.0,,,,,,,-15800000.0,10200000.0,,,148200000.0,,,45300000,,-10900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-30,15600000.0,,,132600000.0,,,,,,,,,115500000.0,536202487.0,,,,,1112400000.0,,306300000.0,,272900000.0,,,1886600000.0,,,,,,,,,1600000.0,,,50100000.0,,0.030015,1613700000.0,,15200000.0,,161300000.0,,,,,,15200000.0,1418700000.0,,1113900000.0,,,,,,15200000,,,,,700000.0,112400000.0,304700000.0,,,,,,,,,,,,,131000000.0,35200000.0,,0.0,,,,104900000.0,,0.028348,,,,,0.0,,,,,,,,61400000.0,,467900000.0,,25800000.0,,,,52700000.0,,-130700000.0,,,61400000.0,,,5100000.0,,,,,,,,-95100000.0,506413460.0,353800000.0,,,-600000.0,,,41400000.0,,,,,,-150000000.0,,,,3400000.0,-7500000.0,,196500000,30300000,1071000000.0,57600000.0,,,,276700000.0,,,,,,,28300000.0,10600000.0,,,146000000.0,,,45900000,,12600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-30,15900000.0,,,148300000.0,,,,,,,,,113500000.0,553840727.0,,,,,1048800000.0,,291400000.0,,281700000.0,,,1824900000.0,,,,,,,,,1500000.0,,,23300000.0,,0.028348,1543200000.0,,15700000.0,,160100000.0,,,,,,15700000.0,1340200000.0,,1049700000.0,,,,,,15700000,,,,,300000.0,61500000.0,289900000.0,,,,,,,,,,,,,129400000.0,36500000.0,,0.0,,,,52400000.0,,0.028348,,,,,0.0,,,,,,,,69000000.0,,484700000.0,,26600000.0,,,,53100000.0,,-130700000.0,,,69000000.0,,,4300000.0,,,,,,,,-63300000.0,553840727.0,348300000.0,,,2500000.0,,,42500000.0,,,,,,-77200000.0,,,,1000000.0,-9100000.0,,196600000,30700000,1006300000.0,32400000.0,,,,275900000.0,,,,,,,-1700000.0,10900000.0,,,145200000.0,,,46600000,,7600000.0,,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,19900000.0,1401200000.0,,164900000.0,,43500000.0,16800000.0,,,54400000.0,,89500000.0,27500000.0,,123700000.0,,,,1128300000.0,,272900000.0,0.0,295900000.0,,0.099259,1908500000.0,,,,61700000.0,,,,,1400000.0,236100000.0,,30600000.0,104600000.0,,1612600000.0,,16100000.0,112700000.0,80500000.0,,,371500000.0,,,16100000.0,1401200000.0,-100000.0,1126700000.0,1126700000.0,80800000.0,67000000.0,295900000.0,271500000.0,16100000,0.099259,507300000.0,1908500000.0,42900000.0,-1700000.0,50000000.0,271500000.0,,1128300000.0,164900000.0,,,,272900000.0,,,,61700000.0,,47400000.0,130000000.0,,0.0,,4900000.0,,-88500000.0,80800000.0,,,342200000.0,1612600000.0,143700000.0,0.0,,0.0,562200000.0,,190700000.0,,148900000.0,80800000.0,,507300000.0,1084800000.0,27300000.0,,,623673000.0,54400000.0,,-161200000.0,,304900000.0,80800000.0,,,4100000.0,,1400000.0,,,59700000.0,,,77900000.0,,342200000.0,,,-2900000.0,-161200000.0,,43500000.0,,,-75100000.0,-36200000.0,438500000.0,59600000.0,,,61700000.0,100000.0,-10100000.0,,210500000,33100000,1084800000.0,40700000.0,,,,304900000.0,,,,,,,6000000.0,11200000.0,,-52700000.0,143700000.0,623673000.0,,53000000,21100000.0,11800000.0,-128400000.0,-200000.0,798300000.0,3500000.0,,19100000.0,53300000.0,,,,,,,,,,,,,,,,,,,,
1997-03-31,14600000.0,,,182800000.0,,,,,,,,,99500000.0,571293301.0,,,,,1302600000.0,,280900000.0,,279500000.0,,,2110600000.0,,,,,,,,,2300000.0,,,18700000.0,,0.031683,1831100000.0,,18100000.0,,147900000.0,,,,,,18100000.0,1583500000.0,,1346000000.0,,,,,,18100000,,,,,500000.0,-230600000.0,278600000.0,,,,,,,,,,,,,114100000.0,58600000.0,,0.0,,,,-240800000.0,,0.031683,,,,,80800000.0,,,,,,,,41800000.0,,527100000.0,,30700000.0,,,,57500000.0,,-161200000.0,,,41800000.0,,,3500000.0,,,,,,,,163200000.0,571293301.0,338300000.0,,,1800000.0,,,46600000.0,,,,,,172900000.0,,,,1900000.0,-10200000.0,,206500000,33800000,1256000000.0,28900000.0,,,,308000000.0,,,,,,,-5200000.0,12600000.0,,,146800000.0,,,48400000,,-39100000.0,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-30,16300000.0,,,277100000.0,,,,,,,,,137800000.0,733750772.0,,,,,1945500000.0,,255700000.0,,322300000.0,,,2861300000.0,,,,,,,,,2300000.0,,,57500000.0,,0.030015,2539000000.0,,20800000.0,,191300000.0,,,,,,20800000.0,2201200000.0,,2050200000.0,,,,,,20800000,,,,,1000000.0,178200000.0,253400000.0,,,,,,,,,,,,,153500000.0,47100000.0,,0.0,,,,168900000.0,,0.028348,,,,,0.0,,,,,,,,71800000.0,,660100000.0,,35300000.0,,,,72600000.0,,-161200000.0,,,71800000.0,20000000.0,,3300000.0,,,,,,,,-190300000.0,692986840.0,340200000.0,,,400000.0,,,51800000.0,,,,,,-226200000.0,,,,4600000.0,-9300000.0,,238400000,37800000,1873700000.0,66800000.0,,,,309800000.0,,,,,,,25700000.0,14500000.0,,,148600000.0,,,54100000,,9600000.0,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-30,15700000.0,,,300100000.0,,,,,,,,,134500000.0,732265446.0,,,,,2186000000.0,,232500000.0,,311500000.0,,,3103600000.0,,,,,,,,,11200000.0,,,51600000.0,,0.031683,2792100000.0,,23200000.0,,191700000.0,,,,,,23200000.0,2418500000.0,,2305800000.0,,,,,,23200000,,,,,600000.0,27000000.0,221300000.0,,,,,,,,,,,,,150200000.0,46600000.0,,0.0,,,,-63800000.0,,0.031683,,,,,0.0,,,,,,,,72200000.0,,685100000.0,,39300000.0,,,,70300000.0,,-161200000.0,,,72200000.0,23200000.0,,2700000.0,,,,,,,,29200000.0,732265446.0,339700000.0,,,300000.0,,,41900000.0,,,,,,2400000.0,,,,2100000.0,-10200000.0,,238300000,41500000,2120900000.0,61800000.0,,,,307800000.0,,,,,,,23400000.0,16100000.0,,,146600000.0,,,57200000,,500000.0,,-300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-31,16600000.0,2867200000.0,,324500000.0,,53800000.0,11300000.0,,,91300000.0,,-65000000.0,52100000.0,,165700000.0,,,,2606800000.0,,260400000.0,0.0,378500000.0,,0.12963,3636500000.0,,,,90800000.0,,,-87200000.0,,8400000.0,290600000.0,,2000000.0,153900000.0,,3258000000.0,95000000.0,24200000.0,129800000.0,113900000.0,,,454900000.0,,,24200000.0,2867200000.0,100000.0,2703200000.0,2703200000.0,89400000.0,63200000.0,378500000.0,252000000.0,24200000,0.125926,769300000.0,3636500000.0,63100000.0,-1800000.0,-39600000.0,252000000.0,,2606800000.0,324500000.0,,,,260400000.0,,,,90800000.0,,68700000.0,155500000.0,,0.0,,10000000.0,,-136900000.0,89400000.0,,,405700000.0,3258000000.0,149100000.0,0.0,,100000.0,683800000.0,,228900000.0,,169600000.0,89400000.0,,769300000.0,2458000000.0,41000000.0,,,722628000.0,91300000.0,,-221100000.0,,370200000.0,89400000.0,95000000.0,,2400000.0,,8400000.0,,,101300000.0,,,110100000.0,,405700000.0,,,1700000.0,-221100000.0,,53800000.0,,,-272600000.0,-39800000.0,518100000.0,142000000.0,,,90800000.0,1400000.0,-10100000.0,,269400000,45200000,2458000000.0,12100000.0,,,,370200000.0,,,,,,,-32600000.0,16800000.0,,91100000.0,149100000.0,702121500.0,,61800000,-11900000.0,17100000.0,-167800000.0,200000.0,974400000.0,4200000.0,,11900000.0,112200000.0,,,,,,,,,,,,,,,,,,,,
1998-03-31,17700000.0,,,351500000.0,,,,,,,,,128200000.0,741447458.0,,,,,1279200000.0,,1479600000.0,,315100000.0,,,3520900000.0,,,,,,,,,1136000000.0,,,68000000.0,,0.038353,3205800000.0,,27200000.0,,195300000.0,,,,,,27200000.0,2758800000.0,,2570300000.0,,,,,,27200000,,,,,100000.0,-38300000.0,343600000.0,,,,,,,,,,,,,145900000.0,78500000.0,,0.0,,,,-53100000.0,,0.036685,,,,,89400000.0,,,,,,,,83100000.0,,762100000.0,,46100000.0,,,,86500000.0,,-221100000.0,,,83100000.0,53700000.0,,3400000.0,,,,,,,,-49700000.0,709210612.0,482500000.0,,,1300000.0,,,58500000.0,-36500000.0,,,,,-36000000.0,,,,91500000.0,-14800000.0,,273800000,49400000,1167000000.0,82800000.0,,,,374100000.0,,,,,,,37900000.0,18900000.0,,,153000000.0,,,67100000,,-6200000.0,,-100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,18400000.0,,,380200000.0,,,,,,,,,144300000.0,782336105.0,,,,,1525000000.0,,1608200000.0,,373000000.0,,,3930700000.0,,,,,,,,,1306000000.0,,,-106000000.0,,0.038353,3557700000.0,,28700000.0,,215500000.0,,,,,,28700000.0,3133200000.0,,2913700000.0,,,,,,28700000,,,,,100000.0,38900000.0,302200000.0,,,,,,,,,,,,,162800000.0,95700000.0,,0.0,,,,-65500000.0,,0.036685,,,,,0.0,,,,,,,,65700000.0,,797500000.0,,48600000.0,,,,92400000.0,,-221100000.0,,,65700000.0,104600000.0,,4200000.0,,,,,,,,40700000.0,748321491.0,485200000.0,,,3900000.0,,,56700000.0,-5900000.0,,,,,49700000.0,,,,-85600000.0,-104400000.0,,311200000,52700000,1363700000.0,-1600000.0,,,,379900000.0,,,,,,,-50800000.0,19900000.0,,,158800000.0,,,71200000,,-17500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-30,19100000.0,,,409100000.0,,,,,,,,,171700000.0,753536275.0,,,,,2916400000.0,,354400000.0,,416700000.0,,,4097200000.0,,,,,,,,,20800000.0,,,167600000.0,,0.038353,3680500000.0,,28900000.0,,241700000.0,,,,,,28900000.0,3270800000.0,,3024400000.0,,,,,,28900000,,,,,2100000.0,-236000000.0,333600000.0,,,,,,,,,,,,,190800000.0,67800000.0,,0.0,,,,-181700000.0,,0.038353,,,,,0.0,,,,,,,,87800000.0,,826400000.0,,49000000.0,,,,90500000.0,,-221100000.0,,,87800000.0,33900000.0,,4000000.0,,,,,,,,140800000.0,753536275.0,488600000.0,,,-2000000.0,,,56700000.0,0.0,,,,,102400000.0,,,,700000.0,66200000.0,,309500000,50900000,2825800000.0,101400000.0,,,,388600000.0,,,,,,,57400000.0,20100000.0,,,167500000.0,,,70000000,,22100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,17300000.0,3072500000.0,,438600000.0,,65400000.0,60500000.0,,,1376800000.0,,-248600000.0,73000000.0,,209700000.0,,,,2668200000.0,,404300000.0,0.0,3097900000.0,,0.155556,3958300000.0,,,,114300000.0,,,,,14700000.0,378300000.0,,42700000.0,193700000.0,,860400000.0,38400000.0,29600000.0,172300000.0,149900000.0,,,573200000.0,,-42400000.0,29600000.0,3072500000.0,,85800000.0,85800000.0,71600000.0,72500000.0,3097900000.0,389600000.0,29600000,0.15,885800000.0,3958300000.0,79400000.0,-5100000.0,-13200000.0,389600000.0,,2668200000.0,438600000.0,,,,404300000.0,,,,114300000.0,,90300000.0,189200000.0,,0.0,,5000000.0,,-25800000.0,71600000.0,,,595200000.0,860400000.0,179400000.0,0.0,,0.0,855400000.0,,282200000.0,,249800000.0,71600000.0,,885800000.0,2564400000.0,50100000.0,,,762921000.0,1376800000.0,,-285400000.0,,464800000.0,71600000.0,38400000.0,,4400000.0,,14700000.0,,,89400000.0,,,-115700000.0,,595200000.0,,,-700000.0,-285400000.0,,65400000.0,0.0,,-326100000.0,-77500000.0,645700000.0,-57600000.0,,,114300000.0,-1600000.0,-24500000.0,,339100000,59600000,2564400000.0,67200000.0,,,,464800000.0,,,,,,,16000000.0,20500000.0,,58500000.0,179400000.0,737235000.0,,76900000,-17800000.0,-16200000.0,,,1233700000.0,2500000.0,,16000000.0,16100000.0,,,,,,,,,,,,,,,,,,,,
1999-03-31,22400000.0,,,472100000.0,,,,,,,,,159500000.0,770384039.0,,,,,3115400000.0,,384100000.0,,3569600000.0,,,4446000000.0,,,,,,,,,19500000.0,,,-2700000.0,,0.045023,876400000.0,,33400000.0,,242500000.0,,,,,,33400000.0,3499500000.0,,82800000.0,,,,,,33400000,,,,,0.0,-142800000.0,355100000.0,,,,9500000.0,,,,,,,,,181900000.0,94600000.0,,0.0,,,,-182400000.0,,0.043355,,,,,71600000.0,,,,,,,,81500000.0,,946500000.0,,56600000.0,,,,1549100000.0,,-4446000000.0,,,81500000.0,139700000.0,,4000000.0,,,,,,,,85700000.0,741851297.0,608700000.0,,,7100000.0,,,59500000.0,,,,,,155500000.0,,,,3300000.0,-39600000.0,,337100000,60600000,2916200000.0,36900000.0,,,,4630900000.0,,,,,,,-26100000.0,23200000.0,,,184900000.0,,,83000000,,9900000.0,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,20700000.0,,,506400000.0,,,,,,,,,163600000.0,761841302.0,,,,,3784000000.0,,475400000.0,,3998100000.0,,,5333600000.0,,,,,,,,,14900000.0,,,-14300000.0,,0.04669,1335500000.0,,34300000.0,,246900000.0,,,,,,34300000.0,4259400000.0,,496200000.0,,,,,,34300000,,,,,-100000.0,-46000000.0,390900000.0,,,,69600000.0,,,,,,,,,184300000.0,96400000.0,,0.0,,,,-129500000.0,,0.045023,,,,,0.0,,,,,,,,62400000.0,,1074200000.0,,58200000.0,,,,1329700000.0,,-4446000000.0,,,62400000.0,156200000.0,,4300000.0,,,,,,,,62900000.0,734632684.0,652400000.0,,,-1000000.0,,,54600000.0,,,,,,41100000.0,,,,1800000.0,-83500000.0,,343300000,62600000,3573200000.0,69200000.0,,,,4632900000.0,,,,,,,15200000.0,23900000.0,,,186900000.0,,,83300000,,-19000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,22500000.0,,,541600000.0,,,,,,,,,171200000.0,753908760.0,,,,,3467700000.0,,574900000.0,,3988800000.0,,,5063300000.0,,,,,,,,,18400000.0,,,-81900000.0,,0.048358,1074500000.0,,35200000.0,,258400000.0,,,,,,35200000.0,4042600000.0,,81000000.0,,,,,,35200000,,,,,-100000.0,-98700000.0,534400000.0,,,,22100000.0,,,,,,,,,193700000.0,94300000.0,,75900000.0,,,,-228700000.0,,0.04669,,,,,0.0,1300000.0,,,,,,,75900000.0,,1020700000.0,,59700000.0,,,,1718400000.0,,-4446000000.0,,,75900000.0,146600000.0,,4900000.0,,,,,,,,112700000.0,727911906.0,797800000.0,,,1000000.0,,82400000.0,68200000.0,,,,,,194100000.0,,,,500000.0,-130000000.0,,352700000,64700000,3252900000.0,48100000.0,,,,4641700000.0,,,,,,,-10700000.0,24500000.0,,,195700000.0,,,87200000,,13400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
