date,annualCapitalExpenditure,trailingOperatingExpense,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,annualTaxProvision,annualNetOtherFinancingCharges,trailingInterestExpense,quarterlyNetOtherInvestingChanges,annualDilutedAverageShares,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,annualRepaymentOfDebt,annualInterestExpense,quarterlyGrossProfit,quarterlyBasicAverageShares,annualTotalRevenue,annualTotalNonCurrentAssets,quarterlyCurrentLiabilities,annualGrossProfit,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,trailingCostOfRevenue,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyTaxProvision,quarterlyNetPPE,annualBasicAverageShares,quarterlyCapitalExpenditure,trailingNetIncome,trailingTaxProvision,annualChangeInInventory,quarterlyOperatingIncome,quarterlyTotalRevenue,annualCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,annualCashDividendsPaid,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualOperatingExpense,annualNetIncome,annualBeginningCashPosition,annualPurchaseOfBusiness,annualCostOfRevenue,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualIncomeTaxPayable,quarterlyDilutedAverageShares,annualNonCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualStockholdersEquity,quarterlyCommonStockIssuance,annualBasicEPS,annualOtherNonCashItems,annualLongTermDebt,quarterlyOtherCurrentLiabilities,annualCurrentLiabilities,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualRetainedEarnings,annualGoodwill,annualInventory,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,quarterlyCurrentDeferredRevenue,annualPurchaseOfInvestment,quarterlyBasicEPS,quarterlyInventory,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,annualOperatingIncome,annualNetPPE,annualOtherIncomeExpense,trailingGrossProfit,quarterlyOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,trailingOperatingIncome,quarterlyOtherIntangibleAssets,annualAccountsPayable,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualCommonStockIssuance,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,annualEndCashPosition,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,trailingTotalRevenue,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,annualGrossPPE,quarterlyCurrentDebt,quarterlyInterestExpense,trailingPretaxIncome,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,trailingChangeInInventory,quarterlyStockBasedCompensation,trailingPurchaseOfBusiness,trailingBeginningCashPosition,annualResearchAndDevelopment,trailingCashDividendsPaid,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,trailingCapitalExpenditure,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingBasicEPS,trailingDeferredIncomeTax,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingPurchaseOfInvestment,trailingEndCashPosition,annualStockBasedCompensation,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingOperatingCashFlow,trailingCommonStockIssuance,trailingChangeInAccountPayable
2015-03-31,,,,,,,,,,,0.244137,,,,,,,,,,,,,,881737676.649397,,,,,-722009457.256364,9640809143.364925,,,,,,,,,,1089898885.858384,997551168.0,,,4945485101.207157,,518635738.029184,,,216626369.17682,6234871746.307487,,,6858600123.93732,,,,,,,,151212179.425394,,,,,,,647398707.539885,2766938659.485633,,,,,,,,,,,,367423558.60379,,243387659.075127,618370077.650194,,,,,997551168.0,,3655747066.108161,-600495297.718118,,,,,,,,,,,1677039773.627249,,,,,,,,,,,,0.244137,,,-20830589.920844,,,,,,442500178.318499,,,,,,,,,,,,,,,,,,,,,,,,,,18412875680.03107,,,,176501129.329296,,,11804085225.144476,,,24647747426.33856,243387659.075127,,618370077.650194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,,,,,,,,,0.211125,,,,,,,,,,,,,,680272675.208436,,,,,-350183224.459144,9607152375.371445,,,,,,,,,,693286440.149258,997551168.0,,,4066469166.506351,,417160741.027457,,,184875403.735801,5043342728.069348,,,6789976450.863962,,,,,,,,155441932.088707,,,,,,,441046620.225675,1802484006.723974,,,,,,,,,,,,261718808.93875,,210495650.376793,459446404.074313,,,,,997551168.0,,3527810525.644497,-536086384.100413,,,,,,,,,,,1109197566.574716,,,,,,,,,,,,0.211125,,,-29497511.207196,,,,,,252239819.923584,,,,,,,,,,,,,,,,,,,,,,,,,,18682421189.891872,,,,142366314.707786,,,10856445617.370314,,,23725762357.96122,210495650.376793,,459446404.074313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,,,,,,,,,,,,,,,,,,,,,,,801868924.853327,,,,,-297133202.392469,8552414365.657243,,,,,,,,,,890548805.498529,,,,3710166071.130498,,552662443.126135,,,158213861.049016,4496114773.488344,,,6075494158.226482,,,,,,,,287946901.324857,,,,,,,633768743.575244,2033643173.664595,,,,,,,,,,,,264716961.801283,,126411021.008243,659546423.487582,,,,,,,3102283949.306852,254335679.171793,,,,,,,,,,,1143094368.166067,,,,,,,,,,,,,,,-31339840.136832,,,,,,256780061.923285,,,,,,,,,,,,,,,,,,,,,,,,,,16815170030.44551,,,,115114000.819523,,,9785660229.356981,,,21311284803.933853,126411021.008243,,659546423.487582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,-1921211519.65485,,,,11437924939.101395,,,109363417.995655,1000757143.208031,-4382896004.91447,,,,,1451978265.244857,,,143804569.996108,,-4454133904.259252,11158121982.088882,,932837550.544622,2898220441.824627,292872538.239665,-529243504.263967,94142881.165229,,,-344245769.116736,8496870469.758137,738365127.000251,-31437445.928263,,,997551168.0,,,-894891158.293283,543492027.986921,-396492801.983721,,6581379869.988412,10625185652.584517,6352586911.483274,2513257606.74553,203195471.61419,,790853822.11378,432275761.502587,11158121982.088882,10235677848.897238,,3883090937.413964,,,,143804569.996108,4766732735.036495,88354879.120277,,121120945.148518,7055028934.186925,997551168.0,,,,,-4094509.01421,-854881832.320373,,,-862984708.29624,842627301.779169,-4382896004.91447,1066170029.417958,687913570.271425,932837550.544622,2403733015.880294,-501484330.966141,4068122263.242882,82073106.465667,-1713571653.224714,357134048.817512,974702436.556541,,326985506.299838,24345716.996701,,,,28342398.64631,353002498.382771,8496870469.758137,,0.935387,,2521539401.053998,2898220441.824627,6352586911.483274,626320654.641566,1063945485.113742,94142881.165229,-458389030.336652,4766732735.036495,626320654.641566,134031634.421518,21783307634.6734,-1494902270.503254,,2521539401.053998,326985506.299838,0.0,,-9712565.014747,,134031634.421518,1063945485.113742,168977585.677413,732509229.225476,1825344036.474106,7055028934.186925,107057065.491652,,-392398292.969511,-4454133904.259252,,3883090937.413964,,2712065902.948629,,1383772969.92219,1451978265.244857,1759435189.815469,88354879.120277,0.0,1383772969.92219,,,0.0,2799991681.000022,1874489511.616327,1671080310.695191,1759435189.815469,0.935387,,,,28211794.576649,,10625185652.584517,1671080310.695191,11437924939.101395,842627301.779169,89677066.625476,,1804535156.418209,10235677848.897238,,732509229.225476,21783307634.6734,357134048.817512,109363417.995655,-946509083.098309,28342398.64631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,,,,,,,,,,0.263247,,,,,,,,,,,,,,699002209.580599,,,,,-345057.179793,5337399026.797561,,,,,,,,,,868616359.47883,997551168.0,,,3777267707.733639,,344014179.793591,,,132720259.920368,4277101617.433739,,,4176371657.494177,,,,,,,,86682239.947991,,,,,,,521499999.6871,1809427688.914343,,,,,,,,,,,,257331939.845601,,262891129.842265,577261759.653643,,,,,997551168.0,,4176371657.494177,-145647.499913,,,,,,,,,,,940811329.435513,,,,,,,,,,,,0.263247,,,-5606869.996636,,,,,,347116359.79173,,,,,,,,,,,,,,,,,,,,,,,,,,11179323973.292406,,,,241666079.855,,,7953639365.227816,,,15456425590.726145,262891129.842265,11179323973.292406,577261.759654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,,12422336273.192581,,,,,,0.139707,,,,1308785870.012013,,,135658699.594653,,-2985104149.078313,,,,,716739541.279519,,,,,-570217234.804496,5657428718.26097,,,,,,,,,,809272159.468804,997551168.0,,,3720282941.986133,,426978177.751944,,,163339536.211959,4293346259.033915,,,4451022884.563249,,,,,3243770997.871111,213033386.73398,,155642558.902759,7587459211.502769,,,,,,552440760.963891,1749066344.356162,,,,,-4834877061.689811,,,,,,,271335618.849185,,139117673.181823,517069091.853773,,,,,997551168.0,,28819583.479791,-325796261.048871,,,,,,199843431.121033,,724020336.921466,1795573721.929213,137570208.582037,939794184.887358,,,,,,,2867104579.24711,342301505.14081,,,,0.139707,114605231.793605,,-28672467.200762,967878227.742004,,,,,256831398.504913,,,,,,,1741715782.184676,,,,,,,,0.0,,,1681490113.592165,1894523500.326145,,,,,,,11891524611.655937,,,1046296827.704441,168411561.248484,,,8171305826.549382,,,16184870870.689852,139117673.181823,133819981.666788,478445261.188798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,,,,,,,,,,,,,,,,,,,,,,,,1687756255.680809,,,,,29361685.556213,5732553392.165148,,,,,,,,,,2004599906.929641,,,,3795150924.952004,,1157257804.382098,,,82438155.005908,4513136290.2133,,,4536787420.057203,,,,,,,,195083473.252449,,,,,,,1137287251.193904,4672493542.711543,,,,,,,,,,,,962174331.129649,,516978669.407941,654208366.952225,,,,,,,4536787420.057203,688225636.157711,,,,,,,,,,,2667893635.781902,,,,,,,,,,,,,,,177634449.417613,,,,,,867312655.735736,,,,,,,,,,,,,,,,,,,,,,,,,,11969156861.003565,,,,266240357.932814,,,8331938345.009207,,,16482293151.216866,516978669.407941,11969156861.003565,1269516695.51119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,-1243949267.782669,,,,12535460866.519009,,,12091392642.707039,532630878.441981,-4832294345.382805,,,,,1193258709.142368,,,143621337.774773,-140662151.370956,-3769594332.479724,4782008746.365671,,572928515.897824,58241372.393679,-438806433.041789,711362559.248617,,,,-202101103.761899,6207701094.94019,537494773.220083,-615901162.367651,,,1011287510.0,,,-1184807718.887342,781933903.409122,-602404447.644837,,7131507734.542443,12091392642.707039,3827087036.0019,3175332084.584686,-541178420.466381,,2560931836.089319,322274854.937687,4782008538.468569,8983408749.377935,,5156321613.166641,,,,143621337.774773,3205290442.79525,103530613.274463,,98922111.187935,7703166521.136203,1011287510.0,,,,,-238913196.333156,-1123768373.132481,,,-645105056.014135,702164669.490946,-4832294345.382805,854195346.308635,1196017068.441775,572928515.897824,1988371535.871546,-745609804.750371,3956175649.957757,-640100531.654316,-743302434.090674,-349588554.99234,812393323.582425,,329987526.622607,11137813.507894,,,,38219170.478899,342300650.264007,6207701259.463076,,0.56677,,3485857027.906925,58241372.393679,3827086506.537339,715688197.961235,1231044835.941442,,-521363925.487644,3205290442.79525,715688197.961235,99327026.612728,16873401389.07271,-1106268926.208031,,3485857027.906925,329987526.622607,0.0,,-8790819.754574,,99327026.612728,1231044835.941442,-228565946.758313,1032422089.925547,1979315016.142911,7703166521.136203,-85287168.490685,,-363491251.311682,-3769594332.479724,,5156322242.840596,,2560931836.089319,,1812513853.013967,1193258709.142368,2796486527.018943,103530613.274463,0.0,1812513853.013967,,,0.0,2652234559.560792,2692955913.74448,2692955913.74448,2796486527.018943,0.56677,,,,250457241.257213,,12091392111.746817,2692955913.74448,12535460866.519009,702164669.490946,102371987.424592,,1391690119.528719,8983408649.168541,,1032422089.925547,16873400650.215385,-349588554.99234,108547982.479031,-431555944.200244,5156322242.840596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,,,,,,,,,,,0.062009,,,,,,,,,,,,,,687000000.0,,,,,-889000000.0,6386709093.893346,,,,,,,,,,914000000.0,1185146897.0,,,4308000000.0,,280000000.0,,,218000000.0,4238000000.0,,,6423000000.0,,,,,,,,137000000.0,,,,,,,507000000.0,2166000000.0,,,,,,,,,,,,143000000.0,,74000000.0,204000000.0,,,,,1185146897.0,,,-1049000000.0,,,,,,,,,,,1252000000.0,,,,,,,,,,,,0.062009,,,-27000000.0,,,,,,407000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,14562000000.0,,,,263000000.0,,,10731000000.0,,,18800000000.0,74000000.0,,204000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,718000000.0,,,,,-320000000.0,6200709093.893346,,,,,,,,,,860000000.0,,,,3956000000.0,,367000000.0,,,144000000.0,3766000000.0,,,6238000000.0,,,,,,,,136000000.0,,,,,,,567000000.0,2307000000.0,,,,,,,,,,,,231000000.0,,132000000.0,457000000.0,,,,,,,,-382000000.0,,,,,,,,,,,1447000000.0,,,,,,,,,,,,,,,-67000000.0,,,,,,293000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,14311000000.0,,,,184000000.0,,,10194000000.0,,,18077000000.0,132000000.0,,457000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,,,,,,,,,,,,,,,,,,,,,,,,786000000.0,,,,,-369000000.0,6599000000.0,,,,,,,,,,898000000.0,,,,4373000000.0,,402000000.0,,,153000000.0,4163000000.0,,,6605000000.0,,,,,,,,119000000.0,,,,,,,580000000.0,2508000000.0,,,,,,,,,,,,283000000.0,,178000000.0,509000000.0,,,,,,,4858000000.0,154000000.0,,,,,,,,,,,1610000000.0,,,,,,,,,,,,,,,-24000000.0,,,,,,318000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,15161000000.0,,,,214000000.0,,,10978000000.0,,,19324000000.0,178000000.0,,509000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,-1370626000.0,,,,12994643000.0,,,464501000.0,665000000.0,-4902176000.0,,,,,1780848000.0,,,195516000.0,,-3866564000.0,4545000000.0,,709000000.0,41869000.0,413921000.0,-1198000000.0,,,,-901141000.0,6480471000.0,519000000.0,-28433000.0,,,1167421321.0,,,-1432822000.0,870000000.0,687341000.0,,9591000000.0,15624000000.0,4934335000.0,3606000000.0,596648000.0,,1870000000.0,563914000.0,4545421000.0,11890000000.0,,6956148000.0,,,,195516000.0,3583831000.0,107780000.0,,127134000.0,8092467000.0,1167421321.0,,,,,645147000.0,2610590000.0,,,-543774000.0,644269000.0,-4902176000.0,1127000000.0,1307000000.0,709000000.0,2689456000.0,-1035515000.0,5985000000.0,469514000.0,-2479000000.0,325043000.0,700000000.0,,455311000.0,52564000.0,,,,41748000.0,60307000.0,6481000000.0,,0.607292,,4255197000.0,41869000.0,4934000000.0,713175000.0,1791262000.0,,1923249000.0,3583831000.0,713175000.0,246089000.0,20169000000.0,-588520000.0,,4255197000.0,455311000.0,0.0,,-13860000.0,,246089000.0,1791262000.0,40193000.0,1730184000.0,2299000000.0,8092467000.0,-77000000.0,,42194000.0,-3866564000.0,,6956000000.0,,1870000000.0,,3682479000.0,1780848000.0,1580543000.0,107780000.0,,3682479000.0,,,0.0,3164000000.0,1472763000.0,1472763000.0,1580543000.0,0.607292,,,,-423604000.0,,15623569000.0,1472763000.0,12994643000.0,644269000.0,-349841000.0,,1646000000.0,11890483000.0,,1730184000.0,20168990000.0,325043000.0,464501000.0,-670577000.0,41748000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,,,,,,,,,,0.189471,,,,,,,,,,,,,,873000000.0,,,,,-372000000.0,6758000000.0,,,,,,,,,,1043000000.0,1167421321.0,,,5354000000.0,,503000000.0,,,161000000.0,4786000000.0,,,6815000000.0,,,,,,,,170000000.0,,,,,,,653000000.0,2613000000.0,,,,,,,,,,,,333000000.0,,221000000.0,,,,,,1167421321.0,,,-266000000.0,,,,,,,,,,,1570000000.0,,,,,,,,,,,,0.189471,,,-21000000.0,,,,,,390000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,15914000000.0,,,,203000000.0,,,12169000000.0,,,20700000000.0,221000000.0,,130000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,,,,,,,,,,0.15791,,,,,,,,,,,,,,997788000.0,,,,,-1525000000.0,6106000000.0,,,,,,,,,,1021289000.0,1149706641.0,,,8265000000.0,,530266000.0,,,219659000.0,6855000000.0,,,10106000000.0,,,,,,,,203222000.0,,,,,,,658568000.0,2916068000.0,,,,,,,,,,,,327044000.0,,181487000.0,,,,,,1149706641.0,,,1314000000.0,,,,,,,,,,,1894779000.0,,,,,,,,,,,,0.15791,,,75801000.0,,,,,,362721000.0,,,,,,,,,,,,,,,,,,,,,,,,,,19365000000.0,,,,293918000.0,,,18371000000.0,,,26220000000.0,181487000.0,,398000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,,,,,,,,,,,,,,,,,,,,,,,,846000000.0,,,,,-743000000.0,6655000000.0,,,,,,,,,,739000000.0,,,,7514000000.0,,389000000.0,,,106000000.0,6449000000.0,,,10274000000.0,,,,,,,,190000000.0,,,,,,,492000000.0,3074000000.0,,,,,,,,,,,,199000000.0,,110000000.0,,,,,,,,,-781000000.0,,,,,,,,,,,2335000000.0,,,,,,,,,,,,,,,61000000.0,,,,,,247000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,19737000000.0,,,,227000000.0,,,17788000000.0,,,26186000000.0,110000000.0,,353000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,-1540619000.0,,,,15700505000.0,,,1140708000.0,665000000.0,-7013678000.0,,,,,2106720000.0,,,307732000.0,,-4880883000.0,6384000000.0,,709000000.0,847635000.0,713667000.0,-1198000000.0,,,,-429189000.0,6724008000.0,519000000.0,7001000.0,,,1167421321.0,,,-4332977000.0,869000000.0,969979000.0,,9489000000.0,21012000000.0,9650756000.0,3606000000.0,681990000.0,,1870000000.0,706241000.0,6383986000.0,18565000000.0,,8913700000.0,,,,307732000.0,4841687000.0,142385000.0,,-126068000.0,8686827000.0,1167421321.0,,,,,691268000.0,3499134000.0,,,-591958000.0,1606837000.0,-7013678000.0,1127000000.0,1307000000.0,709000000.0,1472763000.0,-1926103000.0,5883000000.0,808058000.0,-2479000000.0,688381000.0,,,546070000.0,14003000.0,,,,105223000.0,164522000.0,6724000000.0,,0.607292,,4535549000.0,847635000.0,9651000000.0,1205570000.0,2264869000.0,,2529155000.0,4841687000.0,1205570000.0,339398000.0,27396000000.0,1867066000.0,,4535549000.0,546070000.0,0.0,,-3079000.0,,339398000.0,2264869000.0,206400000.0,2729342000.0,2299000000.0,8686827000.0,-78000000.0,,278711000.0,-4880883000.0,,8914000000.0,,,,5827289000.0,2106720000.0,2046670000.0,142385000.0,,5827289000.0,,,0.0,3163000000.0,1904285000.0,1904285000.0,2046670000.0,0.607292,,,,-10125000.0,,21012370000.0,1904285000.0,15700505000.0,1606837000.0,-260763000.0,,1646000000.0,18564456000.0,,2729342000.0,27396356000.0,688381000.0,1140708000.0,-577054000.0,105223000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,,,,,15837523000.0,,,,,,0.175199,2990000.0,,,2057587000.0,,,398315000.0,,-4891306000.0,,,,,807422000.0,,,,1925533000.0,-359908000.0,6917938000.0,,,,-15882000.0,,,,,,1090691000.0,1167421321.0,,,9682037000.0,,471955000.0,-48790000.0,,286366000.0,6986968000.0,,,9405179000.0,,,-616452000.0,,5046040000.0,130851000.0,,155961000.0,8848985000.0,,-398373000.0,,,,671001000.0,3368794000.0,,94913000.0,,,-6988538000.0,,,,,,,315994000.0,,204353000.0,,,,,,1167421321.0,,97121000.0,21248000.0,,,,,,904093000.0,,1206692000.0,2775552000.0,,2278103000.0,,,,,,,5091532000.0,531484000.0,,,,0.175199,359733000.0,,23597000.0,2770883000.0,,,,,419690000.0,,-135755000.0,,,,,5822732000.0,,,,,,,1904285000.0,0.0,,,1925533000.0,2056384000.0,,,,,,-3375000.0,21038421000.0,,,1460763000.0,97323000.0,,,19087216000.0,-818000.0,,28025389000.0,204353000.0,1147675000.0,-107421000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,,,,16567230000.0,,,,,,0.295832,3447000.0,,,1950701000.0,,,400264000.0,,-4764441000.0,,,,,1287124000.0,,,,1409450000.0,-416573000.0,7264811000.0,,,,20000.0,,,,,,1119118000.0,1149706767.0,,,9002761000.0,,729305000.0,-113667000.0,,219137000.0,6366998000.0,,,11232245000.0,,,-671377000.0,,5265956000.0,173240000.0,,217835000.0,9122368000.0,,-403374000.0,,,,918917000.0,3124583000.0,,-422906000.0,,,-7444862000.0,,,,,,,511470000.0,,340054000.0,,,,,,1149706767.0,,104585000.0,-516083000.0,,,,,,856227000.0,,1226664000.0,2660346000.0,,2005465000.0,,,,,,,5306894000.0,624407000.0,,,,0.295832,383380000.0,,615000.0,2929929000.0,,,,,200201000.0,,-499782000.0,,,,,5866507000.0,,,,,,,1925533000.0,0.0,,,1409450000.0,1582690000.0,,,,,,-90000.0,23344707000.0,,,1471684000.0,315587000.0,,,20235006000.0,-2093000.0,,29711705000.0,340054000.0,2915927000.0,-85137000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,1536531000.0,,,,,-320519000.0,9719000000.0,,,,,,,,,,878337000.0,,,,5983000000.0,,632740000.0,,,-96844000.0,6289000000.0,,,10045000000.0,,,,,,,,239204000.0,,,,,,,713082000.0,2818650000.0,,,,,,,,,,,,393536000.0,,277593000.0,,,,,,,,,340835000.0,,,,,,,,,,,1940313000.0,,,,,,,,,,,,,,,65788000.0,,,,,,165255000.0,,,,,,,,,,,,,,,,,,,,,,,,,,21591000000.0,,,,715167000.0,,,16028000000.0,,,27880000000.0,277593000.0,,1538558000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
