date,annualDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCurrentDebt,annualPurchaseOfBusiness,quarterlyInterestExpense,annualStockholdersEquity,annualDilutedAverageShares,annualChangeInInventory,annualStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,annualOperatingCashFlow,quarterlyCurrentDeferredRevenue,annualAccountsReceivable,quarterlyOperatingCashFlow,quarterlyOperatingExpense,annualCapitalStock,quarterlyPretaxIncome,quarterlyDilutedEPS,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualSaleOfInvestment,annualDilutedEPS,annualInventory,quarterlyNetPPE,annualOtherIntangibleAssets,quarterlyTaxProvision,annualGrossProfit,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualCurrentLiabilities,annualEbitda,quarterlyCommonStockIssuance,annualNetPPE,annualBasicAverageShares,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,annualGoodwill,trailingPretaxIncome,trailingInterestExpense,quarterlyTotalAssets,quarterlyBasicAverageShares,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,trailingGrossProfit,annualRepaymentOfDebt,trailingOperatingIncome,annualAccountsPayable,trailingTotalRevenue,quarterlySaleOfInvestment,trailingOtherIncomeExpense,annualInvestingCashFlow,annualOperatingIncome,annualEndCashPosition,quarterlyOtherIntangibleAssets,annualPretaxIncome,quarterlyDepreciationAndAmortization,annualNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossPPE,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,annualCashAndCashEquivalents,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,annualNetOtherFinancingCharges,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyEndCashPosition,annualInvestmentsAndAdvances,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyBasicEPS,quarterlyGrossProfit,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,annualCurrentAccruedExpenses,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,annualOperatingExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualTotalRevenue,trailingOperatingExpense,quarterlyCurrentLiabilities,annualInterestExpense,annualChangesInAccountReceivables,trailingCostOfRevenue,quarterlyGrossPPE,annualOtherShortTermInvestments,quarterlyCurrentAssets,quarterlyCashDividendsPaid,annualCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,annualRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyStockBasedCompensation,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,annualOtherNonCurrentAssets,quarterlyOtherShortTermInvestments,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,trailingNetIncome,quarterlyCostOfRevenue,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,quarterlyChangeInInventory,quarterlyLongTermDebt,annualRetainedEarnings,annualCostOfRevenue,annualOtherCurrentAssets,quarterlySellingGeneralAndAdministration,annualBeginningCashPosition,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualCashDividendsPaid,annualFreeCashFlow,annualCurrentDebt,quarterlyRepaymentOfDebt,annualBasicEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyDilutedAverageShares,annualTotalNonCurrentAssets,trailingFreeCashFlow,trailingEndCashPosition,trailingCashDividendsPaid,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingBasicEPS,trailingCommonStockIssuance,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingOperatingCashFlow,annualDeferredIncomeTax,trailingDepreciationAndAmortization,trailingDeferredIncomeTax,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingChangeInInventory,annualTaxProvision,trailingResearchAndDevelopment,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyNonCurrentDeferredTaxesLiabilities,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,trailingTaxProvision,trailingChangesInAccountReceivables,trailingRepaymentOfDebt,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfInvestment,trailingOtherNonCashItems,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBeginningCashPosition
2010-09-30,,,0.0,,22465000.0,,,,,,,314000.0,-271000.0,3164000.0,11554000,-94245000.0,-682463000.0,104983000.0,,54503000.0,,35180000.0,25500000,,,0.0925,,,,,,1888166000.0,,,,0.0,-70386000.0,,,0.0,,,35180000.0,,,,,1993149000.0,,,,2074568000,122480000.0,,,,,,,,,,,,,,,,23148000.0,,,,,151805000.0,81419000.0,,308000.0,81419000.0,,134195000,,,39458000,-3881000.0,81419000.0,,-11321000.0,11554000,,0.095,64958000.0,,,,,1610449000,,,,,,,0.0,,,,2569223000.0,,81419000.0,-14654000.0,,,,,-233434000,56800000,0.0,,,,,-1375000.0,,,,264119000,,,528000.0,-11321000.0,118615000,,69237000.0,,,,,1426705000,,,,8158000,,,17307000,,,,-79657000.0,,1610449000.0,8373000.0,,183744000.0,,124908108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,76672000.0,,0.0,0.0,21930000.0,227030000.0,122732800.0,3524000.0,,-196845000.0,8446000.0,-3322000.0,-344000.0,3177000.0,5737000,-28658000.0,-700665000.0,35794000.0,163309000.0,47738000.0,419000.0,28650000.0,25143000,310000.0,,,64925000.0,0.0,1176000.0,0.3125,3177000.0,1884322000.0,,,255430000.0,0.0,-68760000.0,65545000.0,222592000.0,0.0,1884322000.0,122068000.0,-19979000.0,200000000.0,0.0,786000.0,,1954148000.0,,,,2048395000,,,-132469000.0,-52266000.0,,-211656000.0,,,,,,-98933000.0,153387000.0,12659000.0,,60628000.0,15385000.0,56991000.0,,,-1608000.0,81419000.0,64925000.0,2584987000.0,310000.0,12659000.0,12659000.0,121173000,,-3332000.0,35848000,-1716000.0,12659000.0,8446000.0,-68752000.0,5737000,,,60991000.0,47738000.0,,-48629000.0,7174000.0,1588237000,60628000.0,102043000.0,1522692000.0,,511361000.0,,65545000.0,91151000.0,,,2584987000.0,52266000.0,94247000.0,-14664000.0,0.0,56991000.0,-700665000.0,-2054000.0,-237002000,51651000,-1655000.0,,94247000.0,,22940000.0,-1154000.0,35794000.0,52266000.0,,227030000,,38354000.0,419000.0,30967000.0,7174000,,60182000.0,2048395000.0,1588237000.0,38354000.0,,1412919000,-237002000.0,255931000.0,0.0,7732000,145128000.0,1412919000.0,10596000,-58600000.0,114680000.0,0.0,-12389000.0,0.315,1522692000.0,0.0,32838000.0,200000000.0,-2252000.0,,1954148000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,,-10939000.0,0.0,,21389000.0,,,,,,8509000.0,784000.0,0.0,3265000.0,20210000,-20364000.0,-718974000.0,35269000.0,,,,57918000.0,24968000,,25632000.0,0.1525,,,,,,1876362000.0,,,,0.0,30478000.0,,,,,,46979000.0,,,,,1946134000.0,,,,2066862000,141320000.0,,,,,,,,,3863000.0,,,,,,,19730000.0,,,,,12659000.0,92406000.0,,311000.0,43137000.0,,133455000,,,46237000,12020000.0,43137000.0,,-7076000.0,18960000,,0.1525,71205000.0,,,,,1797124000,,,,,,,68788000.0,,,,2595336000.0,,120728000.0,-14683000.0,,65529000.0,,,-229740000,63713000,-157000.0,,,,,-649000.0,,49269000.0,,236530000,,,428000.0,0.0,7189000,,62250000.0,,,,648000.0,1407176000,,,,7492000,,,25632000,,,,-5751000.0,,1728336000.0,0.0,,0.0,,142436000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,-13539000.0,0.0,,21458000.0,,,,,,8322000.0,-1576000.0,-3727000.0,2762000.0,10865000,272824000.0,-737354000.0,412460000.0,,,,37351000.0,26168000,,,0.05,,,,,,1870749000.0,,,,0.0,42207000.0,,,,,,23812000.0,,,,,2283209000.0,,,,2368553000,147768000.0,,,,,,,,,48403000.0,,,,,,,19910000.0,,,-336000.0,,43137000.0,85344000.0,,372000.0,85344000.0,,125914000,,,34688000,5035000.0,85344000.0,,-267968000.0,6827000,,0.0525,60856000.0,,,,,1560966000,,,,,,,0.0,,,,2609139000.0,,85344000.0,-17355000.0,,67093000.0,,,-236888000,52227000,-59000.0,,,,,-1034000.0,,0.0,,607587000,,,482000.0,-302832000.0,68671000,,65058000.0,,,,1094000.0,1357458000,,,,8629000,,,11654000,,,,-50530000.0,,1560966000.0,0.0,,203508000.0,,149048000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,,-530393000.0,2093298000.0,,26084000.0,,,,,,8238000.0,257000.0,-8191000.0,3143000.0,1644000,361983000.0,-771105000.0,165702000.0,,,,25022000.0,56701000,,1355000.0,-0.0175,,,,,,2914307000.0,,,,0.0,127452000.0,,,0.0,,,-505371000.0,,,,,3080009000.0,,,,3292805000,172920000.0,,,,,,,,,0.0,,,,,,,24853000.0,,,-2893000.0,,85344000.0,212796000.0,,284627000.0,212796000.0,,161391000,,,27182000,-12949000.0,212796000.0,,-259553000.0,-2853000,,-0.0175,83883000.0,,,,,2592646000,,,,,,,2093298000.0,,,,3687337000.0,,212796000.0,-19622000.0,,112800000.0,,,-254455000,59886000,0.0,,,,,-416000.0,,0.0,,700159000,,,671000.0,270840000.0,9208000,,77508000.0,,,,581000.0,2093298000,,,,23997000,,,1355000,,,,-12481000.0,,499348000.0,0.0,,215114000.0,,174408000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,84646000.0,-158250000.0,0.0,,30737000.0,799280000.0,161320000.0,2396000.0,,584008000.0,8557000.0,366000.0,-3847000.0,2948000.0,3879000,-30435000.0,-813926000.0,40569000.0,175641000.0,,1155000.0,55350000.0,50894000,412000.0,3863000.0,,70460000.0,,,0.16,2948000.0,3265447000.0,,,301072000.0,0.0,-142336000.0,200000000.0,221239000.0,0.0,3265447000.0,160016000.0,-102900000.0,212701000.0,0.0,-41245000.0,,3357299000.0,,,,3496101000,,-2547000.0,57801000.0,,,-125658000.0,,,,,,-701848000.0,140224000.0,70460000.0,,42504000.0,20153000.0,122396000.0,,-2547000.0,1948000.0,212796000.0,70460000.0,4079373000.0,412000.0,70460000.0,70460000.0,159313000,,-15765000.0,34234000,6801000.0,70460000.0,8557000.0,-167251000.0,-159000,,,85128000.0,,,-713121000.0,10737000.0,2696821000,42504000.0,160848000.0,2497384000.0,,580073000.0,,27680000.0,99668000.0,,,4079373000.0,0.0,138802000.0,-20760000.0,344049000.0,122396000.0,-813926000.0,-1682000.0,-270021000,58655000,-1466000.0,,70460000.0,,10907000.0,-62000.0,160757000.0,0.0,,726327000,,22775000.0,1155000.0,-9253000.0,10737000,,74185000.0,3496664000.0,2697384000.0,36598000.0,73000.0,2284683000,-270021000.0,279001000.0,0.0,9119000,12659000.0,2084683000.0,3863000,-72420000.0,-537480000.0,200000000.0,-56896000.0,0.16,2669141000.0,0.0,51354000.0,0.0,-2161000.0,,3426204000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,,-14137000.0,0.0,,30956000.0,,,,,,8779000.0,763000.0,-175000.0,2809000.0,16462000,-28420000.0,-858497000.0,40915000.0,,,,72505000.0,52909000,,17653000.0,0.075,,,,,,3234611000.0,,,,0.0,32512000.0,,,,,,58368000.0,,,,,3326143000.0,,,,3492569000,164352000.0,,,,,,,,,2564000.0,,,,,,,27953000.0,,,-2925000.0,,70460000.0,102972000.0,,413000.0,102972000.0,,181291000,,,47846000,10170000.0,102972000.0,,-11573000.0,12431000,,0.075,100755000.0,,,,,2698173000,,,,,,,85105000.0,,,,4093108000.0,,166426000.0,-20973000.0,,74192000.0,,,-275656000,76562000,0.0,,,,,-813000.0,,,,724642000,,,967000.0,0.0,10748000,,80536000.0,,,,139000.0,2275441000,,,,8258000,,,17653000,,,,-7523000.0,,2613068000.0,0.0,,0.0,,181476000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,,-16423000.0,200000000.0,,30838000.0,,,,,,8596000.0,492000.0,-510000.0,3034000.0,6102000,-9220000.0,-903183000.0,45513000.0,,,,56521000.0,54333000,,6299000.0,0.0125,,,,,,3207639000.0,,,,0.0,31995000.0,,,,,,40098000.0,,,,,3303425000.0,,,,3498650000,180348000.0,,,,,,,,,1117000.0,,,,,,,28070000.0,,,-2959000.0,,102972000.0,134967000.0,,200413000.0,134967000.0,,174827000,,,36645000,4816000.0,134967000.0,,-15306000.0,2064000,,0.0125,90978000.0,,,,,2519588000,,,,,,,97808000.0,,,,4110822000.0,,195225000.0,-23838000.0,,74200000.0,,,-291673000,65207000,-43000.0,,,,,-979000.0,,,,911070000,,,927000.0,0.0,77997000,,83849000.0,,,,-225000.0,2288450000,,,,9705000,,,6299000,,,,-70774000.0,,2421780000.0,0.0,,231138000.0,,181560000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,,-22604000.0,200000000.0,,31640000.0,,,,,,8531000.0,269000.0,-2375000.0,2246000.0,19989000,-25001000.0,-937078000.0,48463000.0,,,,59857000.0,43228000,,21492000.0,0.000975,,,,,,3189083000.0,,,,0.0,12901000.0,,,0.0,,,37253000.0,,,,,3289857000.0,,,,3497125000,180528000.0,,,,,,,,,649000.0,,,,,,,28303000.0,,,-3013000.0,,134967000.0,147868000.0,,200415000.0,147868000.0,,181828000,,,52863000,3803000.0,147868000.0,,-21955000.0,16009000,,0.000975,96091000.0,,,,,2516349000,,,,,,,82280000.0,,,,4126161000.0,,207268000.0,-23203000.0,,73065000.0,,,-293790000,81435000,0.0,,,,,-865000.0,,,,913766000,,,1098000.0,0.0,10305000,,85737000.0,,,,788000.0,2284203000,,,,9386000,,,21492000,,,,-76409000.0,,2434069000.0,0.0,,232146000.0,,181788000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,150700000.0,-22096000.0,200000000.0,,31090000.0,859248000.0,181724000.0,1379000.0,782000.0,-183214000.0,8420000.0,11584000.0,-1093000.0,1569000.0,26838000,-120573000.0,-963657000.0,153227000.0,236459000.0,,1206000.0,47576000.0,36871000,136560000.0,29014000.0,0.145,37140000.0,,0.0,0.33,1569000.0,3207860000.0,,,363206000.0,0.0,-110728000.0,74284000.0,349682000.0,0.0,3207860000.0,164696000.0,25480000.0,204057000.0,0.0,5344000.0,,3259818000.0,45321000.0,,,3398226000,165140000.0,-2590000.0,-33320000.0,0.0,,-167552000.0,,63736000.0,,-4330000.0,,-86565000.0,175865000.0,37140000.0,,74458000.0,66374000.0,129774000.0,63736000.0,-2590000.0,13108000.0,147868000.0,37140000.0,4171517000.0,136560000.0,37140000.0,37140000.0,155129000,,-4153000.0,38511000,-7215000.0,37140000.0,8420000.0,-37731000.0,24274000,,0.1475,75382000.0,,,-75260000.0,74284000.0,2473924000,74458000.0,187341000.0,2399640000.0,,693075000.0,,74284000.0,124524000.0,-3264000.0,,4171517000.0,,138408000.0,-42784000.0,0.0,129774000.0,-963657000.0,-65143000.0,-287652000,131523000,-65100000.0,,138408000.0,,11574000.0,-2782000.0,153227000.0,,,859248000,45321000.0,54778000.0,1206000.0,0.0,74284000,,79747000.0,3398226000.0,2473924000.0,69391000.0,677000.0,2269866000,-287652000.0,329869000.0,0.0,8310000,70460000.0,2269866000.0,29014000,-110798000.0,161199000.0,200000000.0,-12846000.0,0.3325,2399640000.0,0.0,35846000.0,204057000.0,-5439000.0,181888000.0,3259818000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,,-17037000.0,0.0,,30252000.0,,,,,,8454000.0,4014000.0,-277000.0,1632000.0,37335000,-19097000.0,-990671000.0,44689000.0,,,,78976000.0,36415000,,40468000.0,0.21,,,,,,3196008000.0,,,,0.0,44681000.0,,,,,,61939000.0,,,,241000.0,3247153000.0,,,,3426566000,166052000.0,,,,,,,,,,,,,,,,27110000.0,,63811000.0,-2148000.0,,37140000.0,81821000.0,,136560000.0,81821000.0,,185831000,,,64429000,14742000.0,81821000.0,,-15198000.0,35024000,,0.21,100844000.0,,,,,2485092000,,,,,,,96995000.0,,,,4186679000.0,,179413000.0,-2311000.0,,136662000.0,,,-273465000,97830000,,,,-2113000.0,,-1267000.0,,,,875151000,44689000.0,,1008000.0,1839000.0,74331000,,84987000.0,,,,-63000.0,2251435000,,,,9241000,,,40468000,,,,-16926000.0,,2388097000.0,0.0,,0.0,,182120000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,-18813000.0,0.0,,30377000.0,,,,,,9519000.0,852000.0,-1712000.0,2283000.0,20189000,56701000.0,-1004300000.0,175154000.0,,,,59096000.0,41174000,,18621000.0,0.105,,,,,,3068771000.0,,,,10815000.0,96088000.0,,,,,,40283000.0,,,,-269000.0,3121810000.0,,,,3521129000,166042000.0,,,,,,,,,,,,,,,,30418000.0,,71723000.0,-1718000.0,,81821000.0,177895000.0,,136978000.0,177895000.0,,173053000,,,46070000,3207000.0,177895000.0,,-19709000.0,17860000,,0.11,87244000.0,,,,,2582091000,,,,,,,106887000.0,,,,4073071000.0,,399319000.0,-22749000.0,,141506000.0,,,-276448000,79416000,,,,3069000.0,,-1206000.0,,,,872982000,51006000.0,,909000.0,224000.0,81867000,,85809000.0,,,,-651000.0,2322883000,,,,10078000,,,18621000,,,,-28999000.0,,2475204000.0,0.0,,10815000.0,,182256000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,-12721000.0,0.0,,29206000.0,,,,,,9795000.0,6380000.0,-40432000.0,3027000.0,32183000,-200559000.0,-1031152000.0,70744000.0,,53104000.0,,59664000.0,38771000,,33954000.0,0.18,,-29000.0,,,,3177174000.0,,,,0.0,-126369000.0,,,,,,46943000.0,,,,,3231445000.0,,,,3397130000,166042000.0,,,,,,,,,,,,,,,,27147000.0,,79020000.0,-1357000.0,,177895000.0,51526000.0,,136978000.0,51526000.0,,183881000,-29000.0,,54580000,864000.0,51526000.0,,14526000.0,29872000,,0.18,93351000.0,,,,,2437595000,,,,,,,111302000.0,,,,4208326000.0,,165685000.0,-27331000.0,,131985000.0,,,-267415000,90307000,0.0,,,475000.0,,-2605000.0,,,,889900000,67460000.0,,930000.0,-14340000.0,88543000,,90530000.0,,,,,2194308000,,,,11305000,,,33954000,,,,-390052000.0,,2326293000.0,19811000.0,,0.0,,182518000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,112445000.0,-16143000.0,0.0,-2641000.0,28816000.0,893333000.0,182392000.0,,1907000.0,-196194000.0,11583000.0,1989000.0,-1154000.0,2618000.0,26493000,-33239000.0,-1058540000.0,59953000.0,255349000.0,,1377000.0,57613000.0,38172000,136978000.0,28798000.0,0.145,58427000.0,-1492000.0,0.0,0.64,2618000.0,3169566000.0,,,369461000.0,0.0,6901000.0,97326000.0,349739000.0,,3169566000.0,166036000.0,41470000.0,0.0,0.0,-10767000.0,,3226273000.0,59953000.0,,,3391639000,166006000.0,-927000.0,21301000.0,-2641000.0,,-470492000.0,,65157000.0,,,,-37854000.0,215799000.0,58427000.0,,118772000.0,27770000.0,138740000.0,65157000.0,-927000.0,13235000.0,51526000.0,58427000.0,4228106000.0,136978000.0,58427000.0,58427000.0,176269000,-1492000.0,-43575000.0,53538000,891000.0,58427000.0,11583000.0,-17473000.0,24164000,,0.145,91710000.0,,,-64714000.0,74573000.0,2428434000,118772000.0,153662000.0,2331108000.0,,712600000.0,,97326000.0,118522000.0,,,4228106000.0,,165366000.0,-25083000.0,0.0,138740000.0,-1058540000.0,-1121000.0,-264083000,85384000,-1121000.0,,165366000.0,476000.0,19704000.0,-1307000.0,59953000.0,,,893333000,59953000.0,106919000.0,1377000.0,1510000.0,74573000,,84559000.0,3391639000.0,2428434000.0,116199000.0,,2192368000,-264083000.0,343139000.0,19873000.0,10205000,37126000.0,2192368000.0,28798000,-77474000.0,190635000.0,0.0,-34515000.0,0.645,2331108000.0,19873000.0,40722000.0,0.0,-6385000.0,182668000.0,3226273000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
