,trailingInterestExpense,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,annualInterestExpense,annualChangesInAccountReceivables,quarterlyChangeInInventory,annualCurrentAssets,annualBeginningCashPosition,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlyBasicEPS,quarterlySaleOfInvestment,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyAccountsPayable,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,annualRepaymentOfDebt,quarterlyOperatingExpense,annualOtherIncomeExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingGrossProfit,annualCapitalExpenditure,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,annualTaxProvision,quarterlyTaxProvision,annualInventory,quarterlyRepaymentOfDebt,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualStockBasedCompensation,trailingCostOfRevenue,quarterlyNetPPE,annualCapitalStock,annualCostOfRevenue,quarterlyCommonStockIssuance,annualOtherCurrentAssets,annualOtherNonCashItems,quarterlyStockBasedCompensation,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyEbitda,annualGrossProfit,annualNetOtherFinancingCharges,trailingTaxProvision,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,annualTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,annualFreeCashFlow,quarterlyChangeInWorkingCapital,quarterlyPurchaseOfBusiness,annualOperatingExpense,quarterlyPretaxIncome,annualChangeInWorkingCapital,quarterlyRetainedEarnings,trailingOperatingExpense,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyGrossPPE,trailingFreeCashFlow,annualBasicEPS,annualChangeInInventory,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyOperatingIncome,annualTotalAssets,annualNetIncome,trailingNetIncome,annualGoodwill,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,annualLongTermDebt,annualCashDividendsPaid,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,annualDilutedAverageShares,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,quarterlyAccountsReceivable,annualPretaxIncome,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualSaleOfInvestment,quarterlyDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualStockholdersEquity,annualOperatingIncome,quarterlyInvestmentsAndAdvances,annualTotalRevenue,annualPurchaseOfInvestment,annualDilutedEPS,quarterlyNetIncome,annualInvestingCashFlow,quarterlySellingGeneralAndAdministration,annualRetainedEarnings,quarterlyNetIncomeContinuousOperations,annualDepreciationAndAmortization,quarterlyGoodwill,annualCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,annualBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,trailingOperatingCashFlow,quarterlyInventory,quarterlyOtherIncomeExpense,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,annualChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,trailingOperatingIncome,annualCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,trailingEndCashPosition,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,annualOtherNonCurrentAssets,annualNetPPE,annualEbitda,annualGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,trailingChangeInAccountPayable,trailingOtherNonCashItems,quarterlyCurrentDeferredRevenue,trailingCashDividendsPaid,trailingChangeInWorkingCapital,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingNetOtherFinancingCharges,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingSaleOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingCapitalExpenditure,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingBasicEPS
1364688000,,950000000.0,,,,,,,,,-1025000000.0,421000000.0,,,1.09,101000000.0,6466000000.0,952000000.0,1956000000.0,,-281000000.0,,4886000000.0,,-3595000000.0,9000000.0,7327000000.0,,,,,,4028000000.0,,88000000.0,,452000000.0,,-1751000000.0,,-20419000000.0,,,17888000000.0,,,181000000.0,,,157000000.0,,-82000000.0,1585000000.0,,,,,-181000000.0,,,,296000000.0,0.0,,1489000000.0,,7614000000.0,,,,1758000000.0,-453000000.0,,-1846000000.0,960000000.0,38307000000.0,,,,14481000000.0,8034000000.0,589000000.0,13434000000.0,1580000000.0,,,,,38005000000.0,23524000000.0,,,11051000000.0,1209000000.0,,,-871000000.0,876000000.0,1672000000.0,,5617000000.0,,6968000000.0,1903000000.0,,1.08,25928000000.0,,,,0.0,,,,1037000000.0,,6968000000.0,,1037000000.0,,2151000000.0,,6456000000.0,-753000000.0,,1037000000.0,,,,,,5000000.0,,,6456000000.0,1615000000.0,,,96000000.0,7332000000.0,,,,-501000000.0,-572000000.0,,,,474000000.0,,,33962000000.0,1469000000.0,654000000.0,,,,,-252000000.0,,1305000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,1032000000.0,,,,,,,,,-842000000.0,121000000.0,,,1.14,616000000.0,6526000000.0,943000000.0,2008000000.0,,72000000.0,,4784000000.0,,-3577000000.0,9000000.0,6456000000.0,,,,,,3617000000.0,,-77000000.0,,576000000.0,,-110000000.0,,-20619000000.0,,,17880000000.0,,,112000000.0,,,131000000.0,,-98000000.0,1745000000.0,,,,,-147000000.0,,,,-161000000.0,0.0,,1647000000.0,,7185000000.0,,,,1673000000.0,-537000000.0,,-2195000000.0,952000000.0,38499000000.0,,,,13226000000.0,7183000000.0,221000000.0,13507000000.0,1742000000.0,,,,,36703000000.0,23477000000.0,,,10837000000.0,1261000000.0,,,-1648000000.0,1384000000.0,1629000000.0,,5438000000.0,,6981000000.0,1858000000.0,,1.13,25890000000.0,,,,0.0,,,,1071000000.0,,6981000000.0,,1071000000.0,,2149000000.0,,4808000000.0,-1100000000.0,,1071000000.0,,,,,,3000000.0,,,4808000000.0,1086000000.0,,,98000000.0,6192000000.0,,,,-1114000000.0,-568000000.0,,,,466000000.0,,,33073000000.0,1476000000.0,678000000.0,,,,,-359000000.0,,1136000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,930000000.0,,,,,,,,,-999000000.0,-125000000.0,,,1.17,776000000.0,6560000000.0,935000000.0,1817000000.0,,-220000000.0,,4756000000.0,,-3469000000.0,9000000.0,4808000000.0,,,,,,3642000000.0,,43000000.0,,617000000.0,,0.0,,-20954000000.0,,,17992000000.0,,,75000000.0,,,118000000.0,,-61000000.0,1806000000.0,,,,,-67000000.0,,,,-169000000.0,-20000000.0,,1714000000.0,,7102000000.0,,,,1629000000.0,-615000000.0,,-675000000.0,944000000.0,38946000000.0,,,,13758000000.0,7821000000.0,237000000.0,13521000000.0,1804000000.0,,,,,37476000000.0,23718000000.0,,,10897000000.0,1303000000.0,,,374000000.0,1467000000.0,1534000000.0,,5592000000.0,,6961000000.0,2035000000.0,,1.16,26000000000.0,,,,0.0,,,,1097000000.0,,6961000000.0,,1097000000.0,,2180000000.0,,5182000000.0,-610000000.0,,1097000000.0,,,,,,2000000.0,,,5182000000.0,1703000000.0,,,92000000.0,6649000000.0,,,,-860000000.0,-562000000.0,,,,460000000.0,,,33821000000.0,1465000000.0,771000000.0,,,,,203000000.0,,1014000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,553000000.0,,380000000.0,-515000000.0,,13387000000.0,7327000000.0,,39151000000.0,-972000000.0,-932000000.0,4372000000.0,-246000000.0,1.26,1464000000.0,7329000000.0,928000000.0,2478000000.0,28557000000.0,647000000.0,-1875000000.0,5421000000.0,20000000.0,-460000000.0,9000000.0,5182000000.0,,-2065000000.0,,-2662000000.0,2325000000.0,6474000000.0,1561000000.0,-194000000.0,2302000000.0,657000000.0,403000000.0,-14000000.0,9000000.0,-21190000000.0,513000000.0,,17961000000.0,9000000.0,28557000000.0,123000000.0,553000000.0,-352000000.0,107000000.0,22825000000.0,-111000000.0,1918000000.0,26881000000.0,-425000000.0,,1244000000.0,149000000.0,29724000000.0,-21190000000.0,5239000000.0,0.0,-2000000.0,19847000000.0,1824000000.0,-34000000.0,6925000000.0,,-22000000.0,,2244000000.0,-460000000.0,4372000000.0,-3091000000.0,937000000.0,39151000000.0,,4.65,,13387000000.0,7131000000.0,,14976000000.0,1908000000.0,36212000000.0,4372000000.0,,2190000000.0,36212000000.0,22825000000.0,10390000000.0,-2260000000.0,10390000000.0,1561000000.0,948000000.0,6502000000.0,-517000000.0,580000000.0,1415000000.0,,6502000000.0,6674000000.0,7647000000.0,2325000000.0,2957000000.0,1.25,22593000000.0,491000000.0,6474000000.0,7034000000.0,0.0,55438000000.0,-2948000000.0,4.61,1167000000.0,-2114000000.0,7647000000.0,6925000000.0,1167000000.0,1867000000.0,2190000000.0,-7807000000.0,4665000000.0,349000000.0,4665000000.0,1167000000.0,940000000.0,1244000000.0,,,403000000.0,10000000.0,7304000000.0,22593000000.0,4665000000.0,9000000.0,218000000.0,,94000000.0,5245000000.0,2478000000.0,,7131000000.0,-473000000.0,-558000000.0,580000000.0,,775000000.0,467000000.0,0.0,,29724000000.0,1466000000.0,775000000.0,1466000000.0,17961000000.0,7054000000.0,-460000000.0,-17000000.0,1415000000.0,1784000000.0,-3838000000.0,4665000000.0,-140000000.0,5245000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,1096000000.0,,,,,,,,,-670000000.0,659000000.0,,,0.99,91000000.0,6514000000.0,923000000.0,2126000000.0,,-358000000.0,,5001000000.0,,-489000000.0,9000000.0,4665000000.0,,,,,,6247000000.0,,-9000000.0,,512000000.0,,-8000000.0,,-21524000000.0,,,17769000000.0,,,76000000.0,,,164000000.0,,-31000000.0,1513000000.0,,,,,-60000000.0,,,,562000000.0,-22000000.0,,1423000000.0,,6727000000.0,,,,2267000000.0,-322000000.0,,-120000000.0,931000000.0,39293000000.0,,,,14620000000.0,9193000000.0,496000000.0,13779000000.0,1513000000.0,,,,,37085000000.0,22465000000.0,,,9860000000.0,1294000000.0,,,1281000000.0,1089000000.0,1389000000.0,,5804000000.0,,7265000000.0,2335000000.0,,0.98,21630000000.0,,,,0.0,,,,911000000.0,,7265000000.0,,911000000.0,,2208000000.0,,5946000000.0,-845000000.0,,911000000.0,,1177000000.0,,,,-5001000000.0,,,5946000000.0,2222000000.0,,,90000000.0,7035000000.0,,,,-587000000.0,-596000000.0,,,,468000000.0,,,30823000000.0,1387000000.0,796000000.0,,,,,-105000000.0,,1945000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,1259000000.0,,,,,,,,,-709000000.0,-74000000.0,,,0.49,763000000.0,5893000000.0,918000000.0,2106000000.0,,1000000.0,,5146000000.0,,-596000000.0,9000000.0,5946000000.0,,,,,,5568000000.0,,-9000000.0,,229000000.0,,-1012000000.0,,-21875000000.0,,,17787000000.0,,,73000000.0,,,142000000.0,,-77000000.0,772000000.0,,,,,-132000000.0,,,,-637000000.0,0.0,,683000000.0,,6155000000.0,,,,-435000000.0,-491000000.0,,-1512000000.0,927000000.0,39662000000.0,,,,12341000000.0,8337000000.0,,14268000000.0,747000000.0,,,,,34861000000.0,22520000000.0,,,9940000000.0,1609000000.0,,,-2890000000.0,1543000000.0,1386000000.0,,5845000000.0,,8375000000.0,2060000000.0,,0.49,20939000000.0,,,,0.0,,,,454000000.0,,8375000000.0,,454000000.0,,2202000000.0,,3056000000.0,-957000000.0,,454000000.0,,933000000.0,,,,25000000.0,,,3056000000.0,1902000000.0,,,89000000.0,4599000000.0,,,,-1226000000.0,-596000000.0,,,,473000000.0,,,29276000000.0,1359000000.0,830000000.0,,,,,55000000.0,,-926000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,1334000000.0,,,,,,,,,-683000000.0,-137000000.0,,,1.33,1002000000.0,7073000000.0,913000000.0,2112000000.0,,-43000000.0,,5119000000.0,,-611000000.0,9000000.0,3056000000.0,,,,,,5627000000.0,,12000000.0,,655000000.0,,-1000000.0,,-22100000000.0,,,17843000000.0,,,54000000.0,,,124000000.0,,-66000000.0,1956000000.0,,,,,259000000.0,,,,274000000.0,0.0,,1869000000.0,,6229000000.0,,,,2359000000.0,-631000000.0,,-781000000.0,922000000.0,39943000000.0,,,,13318000000.0,9096000000.0,,14290000000.0,1954000000.0,,,,,35906000000.0,22588000000.0,,,9858000000.0,1846000000.0,,,1148000000.0,1367000000.0,1351000000.0,,5822000000.0,,7217000000.0,2178000000.0,,1.32,21166000000.0,,,,0.0,,,,1214000000.0,,7217000000.0,,1214000000.0,,2154000000.0,,4204000000.0,-337000000.0,,1214000000.0,,1276000000.0,,,,2000000.0,,,4204000000.0,2393000000.0,,,87000000.0,5571000000.0,,,,-738000000.0,-588000000.0,,,,485000000.0,,,30262000000.0,1322000000.0,828000000.0,,,,,-55000000.0,,1728000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,,930000000.0,,353000000.0,-523000000.0,,11808000000.0,4665000000.0,,40620000000.0,-633000000.0,-971000000.0,3032000000.0,385000000.0,0.5,1250000000.0,6707000000.0,908000000.0,2754000000.0,32045000000.0,676000000.0,-1694000000.0,5953000000.0,22000000.0,-3594000000.0,9000000.0,4204000000.0,,-2328000000.0,,-2374000000.0,2373000000.0,2141000000.0,1933000000.0,-13000000.0,1605000000.0,209000000.0,344000000.0,-673000000.0,876000000.0,-22339000000.0,536000000.0,,18281000000.0,9000000.0,32045000000.0,71000000.0,930000000.0,-1224000000.0,106000000.0,23663000000.0,-1050000000.0,749000000.0,26187000000.0,-205000000.0,,83000000.0,318000000.0,33313000000.0,-22339000000.0,3398000000.0,89000000.0,-66000000.0,21219000000.0,662000000.0,288000000.0,5726000000.0,,-88000000.0,,1535000000.0,-884000000.0,3032000000.0,-2748000000.0,917000000.0,40620000000.0,,3.31,,11808000000.0,8639000000.0,,15895000000.0,754000000.0,35471000000.0,3032000000.0,,2184000000.0,35471000000.0,23663000000.0,9406000000.0,-2366000000.0,9406000000.0,1933000000.0,924000000.0,6661000000.0,-1913000000.0,992000000.0,1359000000.0,,6661000000.0,4637000000.0,9188000000.0,2373000000.0,3106000000.0,0.49,24674000000.0,274000000.0,2141000000.0,4968000000.0,0.0,58232000000.0,-3525000000.0,3.28,453000000.0,-2801000000.0,9188000000.0,5726000000.0,453000000.0,1923000000.0,2184000000.0,-5161000000.0,2291000000.0,-662000000.0,2291000000.0,453000000.0,916000000.0,83000000.0,,,344000000.0,-5000000.0,5726000000.0,24674000000.0,2291000000.0,876000000.0,276000000.0,,87000000.0,3283000000.0,2754000000.0,,8639000000.0,-974000000.0,-586000000.0,992000000.0,,847000000.0,497000000.0,0.0,,33313000000.0,1184000000.0,847000000.0,1184000000.0,18281000000.0,4990000000.0,-3594000000.0,-100000000.0,1359000000.0,651000000.0,-2695000000.0,2291000000.0,-19000000.0,3283000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,1363000000.0,,,,,,,,,-676000000.0,763000000.0,,,1.13,943000000.0,6413000000.0,906000000.0,2055000000.0,,-571000000.0,,4740000000.0,,-3688000000.0,9000000.0,2291000000.0,,,,,,1829000000.0,,-18000000.0,,564000000.0,,-685000000.0,,-22567000000.0,,,17901000000.0,,,72000000.0,,,194000000.0,,-53000000.0,1677000000.0,,,,,-49000000.0,,,,892000000.0,-10000000.0,,1590000000.0,,5508000000.0,,,,2751000000.0,-365000000.0,,899000000.0,913000000.0,40468000000.0,,,,13915000000.0,10610000000.0,451000000.0,13977000000.0,1673000000.0,,,,,37332000000.0,23417000000.0,,,9941000000.0,2163000000.0,,,2191000000.0,1935000000.0,1367000000.0,,5724000000.0,,7564000000.0,2142000000.0,,1.12,24875000000.0,,,,464000000.0,,,,1026000000.0,,7564000000.0,,1026000000.0,,2140000000.0,,4482000000.0,-1357000000.0,,1026000000.0,,49000000.0,,,,4000000.0,,,4482000000.0,3163000000.0,,,87000000.0,6417000000.0,,,,-1909000000.0,-636000000.0,,,,506000000.0,,,35485000000.0,1157000000.0,844000000.0,,,,,-205000000.0,,2386000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,1374000000.0,,,,,,,,,-672000000.0,117000000.0,,,1.37,1897000000.0,6593000000.0,901000000.0,2150000000.0,,13000000.0,,4633000000.0,,-3727000000.0,9000000.0,4482000000.0,,,,,,1950000000.0,,-5000000.0,,648000000.0,,-803000000.0,,-22975000000.0,,,17970000000.0,,,68000000.0,,,134000000.0,,-92000000.0,1964000000.0,,,,,-91000000.0,,,,-434000000.0,-80000000.0,,1878000000.0,,5668000000.0,,,,1488000000.0,-593000000.0,,-1151000000.0,908000000.0,40945000000.0,,,,13768000000.0,10303000000.0,,14095000000.0,1960000000.0,,,,,37251000000.0,23483000000.0,,,9900000000.0,2132000000.0,,,-1052000000.0,2792000000.0,1339000000.0,,5618000000.0,,7502000000.0,2148000000.0,,1.35,24980000000.0,,,,0.0,,,,1230000000.0,,7502000000.0,,1230000000.0,,2214000000.0,,3430000000.0,-1419000000.0,,1230000000.0,,,,,,4000000.0,,,3430000000.0,3252000000.0,,,86000000.0,6222000000.0,,,,-2644000000.0,-634000000.0,,,,510000000.0,,,35283000000.0,1165000000.0,878000000.0,,,,,28000000.0,,895000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,1283000000.0,,,,,,,,,-680000000.0,-142000000.0,,,1.4,1981000000.0,6779000000.0,895000000.0,2058000000.0,,-187000000.0,,4795000000.0,,-3851000000.0,9000000.0,3430000000.0,,,,,,1929000000.0,,-124000000.0,,648000000.0,,-211000000.0,,-23273000000.0,,,18163000000.0,,,54000000.0,,,124000000.0,,-53000000.0,1988000000.0,,,,,-58000000.0,,,,265000000.0,-1835000000.0,,1905000000.0,,5771000000.0,,,,2176000000.0,-690000000.0,,92000000.0,903000000.0,41436000000.0,,,,13581000000.0,11869000000.0,,14237000000.0,1984000000.0,,,,,39002000000.0,25421000000.0,,,10044000000.0,2343000000.0,,,11000000.0,2248000000.0,1245000000.0,,6055000000.0,,7458000000.0,2317000000.0,,1.39,25185000000.0,,,,483000000.0,,,,1257000000.0,,7458000000.0,,1257000000.0,,3442000000.0,,3441000000.0,-2183000000.0,,1257000000.0,,77000000.0,,,,4000000.0,,,3441000000.0,4557000000.0,,,83000000.0,5689000000.0,,,,-1521000000.0,-629000000.0,,,,527000000.0,,,37054000000.0,1182000000.0,1523000000.0,,,,,-24000000.0,,1486000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,1040000000.0,,341000000.0,-452000000.0,,13208000000.0,2291000000.0,,41918000000.0,-674000000.0,-1190000000.0,4844000000.0,540000000.0,1.49,1567000000.0,7550000000.0,893000000.0,2587000000.0,31028000000.0,598000000.0,-2724000000.0,5499000000.0,15000000.0,-3540000000.0,9000000.0,3441000000.0,,-2379000000.0,,439000000.0,2253000000.0,2470000000.0,2181000000.0,122000000.0,2498000000.0,638000000.0,308000000.0,-1025000000.0,2972000000.0,-23566000000.0,574000000.0,,18352000000.0,9000000.0,31028000000.0,55000000.0,1040000000.0,-1282000000.0,122000000.0,25103000000.0,-1084000000.0,2054000000.0,27335000000.0,-175000000.0,,115000000.0,738000000.0,35820000000.0,-23566000000.0,5051000000.0,-977000000.0,21000000.0,19667000000.0,1969000000.0,-254000000.0,6001000000.0,,-1904000000.0,,1015000000.0,-731000000.0,4844000000.0,-1405000000.0,898000000.0,41918000000.0,,5.38,,13208000000.0,10696000000.0,,16054000000.0,2051000000.0,38311000000.0,4844000000.0,,3419000000.0,38311000000.0,25103000000.0,10887000000.0,-2525000000.0,10887000000.0,2181000000.0,906000000.0,7134000000.0,-711000000.0,1996000000.0,1224000000.0,,7134000000.0,7342000000.0,8504000000.0,2253000000.0,6388000000.0,1.48,25124000000.0,249000000.0,2470000000.0,7668000000.0,473000000.0,58363000000.0,-7415000000.0,5.35,1331000000.0,-5309000000.0,8504000000.0,6001000000.0,1331000000.0,2084000000.0,3419000000.0,-1565000000.0,2730000000.0,-350000000.0,2730000000.0,1331000000.0,901000000.0,115000000.0,,,308000000.0,3000000.0,7430000000.0,25124000000.0,2730000000.0,2972000000.0,-147000000.0,,85000000.0,4726000000.0,2587000000.0,,10696000000.0,-1341000000.0,-626000000.0,1996000000.0,,1549000000.0,541000000.0,473000000.0,,35820000000.0,1528000000.0,1549000000.0,1528000000.0,18352000000.0,7683000000.0,-3540000000.0,26000000.0,1224000000.0,284000000.0,-2702000000.0,2730000000.0,-25000000.0,4726000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,1404000000.0,,,,,,,,,-640000000.0,1082000000.0,,,1.27,974000000.0,6565000000.0,889000000.0,2040000000.0,,-571000000.0,,4742000000.0,,-3647000000.0,9000000.0,2730000000.0,,,,,,2457000000.0,,-53000000.0,,616000000.0,,-223000000.0,,-24021000000.0,,,18285000000.0,,,83000000.0,,,215000000.0,,-35000000.0,1840000000.0,,,,,5000000.0,,,,674000000.0,-6000000.0,,1747000000.0,,6095000000.0,,,,2670000000.0,-427000000.0,,-440000000.0,894000000.0,42306000000.0,,,,13912000000.0,11098000000.0,538000000.0,14418000000.0,1823000000.0,,,,,39168000000.0,25256000000.0,,,11569000000.0,1857000000.0,,,1157000000.0,2380000000.0,1300000000.0,,6241000000.0,,7853000000.0,2131000000.0,,1.27,25590000000.0,,,,484000000.0,,,,1131000000.0,,7853000000.0,,1131000000.0,,3440000000.0,,3887000000.0,-1108000000.0,,1131000000.0,,104000000.0,,,,17000000.0,,,3887000000.0,3869000000.0,,,93000000.0,6267000000.0,,,,-1599000000.0,-666000000.0,,,,552000000.0,,,36688000000.0,1634000000.0,1569000000.0,,,,,-36000000.0,,2243000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,1340000000.0,,,,,,,,,-689000000.0,-28000000.0,,,1.43,1366000000.0,3133000000.0,886000000.0,2405000000.0,,261000000.0,,1095000000.0,,-3606000000.0,9000000.0,3887000000.0,,,,,,2626000000.0,,5000000.0,,683000000.0,,-911000000.0,,-24349000000.0,,,18251000000.0,,,64000000.0,,,131000000.0,,-46000000.0,2601000000.0,,,,,-36000000.0,,,,-129000000.0,3000000.0,,1952000000.0,,6223000000.0,,,,2023000000.0,-536000000.0,,-2144000000.0,890000000.0,42600000000.0,,,,13123000000.0,9961000000.0,133000000.0,14629000000.0,2038000000.0,,,,,38339000000.0,25216000000.0,,,11550000000.0,1247000000.0,,,-828000000.0,2613000000.0,1266000000.0,,6111000000.0,,11496000000.0,2149000000.0,,1.43,25728000000.0,,,,485000000.0,,,,1269000000.0,,7738000000.0,,1269000000.0,,3427000000.0,,3059000000.0,-686000000.0,,1269000000.0,,72000000.0,,,,8000000.0,,,3059000000.0,2816000000.0,,,94000000.0,5672000000.0,,,,-1532000000.0,-661000000.0,,,,555000000.0,,,35689000000.0,1678000000.0,1550000000.0,,,,,-14000000.0,,1487000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,1223000000.0,,,,,,,,,-678000000.0,-272000000.0,,,1.44,1698000000.0,7071000000.0,880000000.0,2287000000.0,,34000000.0,,5037000000.0,,-3651000000.0,9000000.0,3059000000.0,,,,,,2743000000.0,,-3000000.0,,683000000.0,,-1189000000.0,,-24696000000.0,,,18489000000.0,,,49000000.0,,,125000000.0,,-1240000000.0,2047000000.0,,,,,-119000000.0,,,,-114000000.0,0.0,,1953000000.0,,6385000000.0,,,,670000000.0,-874000000.0,,-197000000.0,885000000.0,43185000000.0,,,,12853000000.0,10889000000.0,164000000.0,14928000000.0,2034000000.0,,,,,38342000000.0,25489000000.0,,,11506000000.0,1102000000.0,,,240000000.0,2059000000.0,1262000000.0,,6272000000.0,,7857000000.0,2270000000.0,,1.44,24686000000.0,,,,485000000.0,,,,1270000000.0,,7857000000.0,,1270000000.0,,3436000000.0,,3299000000.0,-233000000.0,,1270000000.0,,72000000.0,,,,13000000.0,,,3299000000.0,3820000000.0,,,94000000.0,5358000000.0,,,,-1119000000.0,-660000000.0,,,,554000000.0,,,35575000000.0,1571000000.0,1537000000.0,,,,,61000000.0,,-204000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
