,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,quarterlyChangeInInventory,annualInterestExpense,quarterlyNetOtherInvestingChanges,trailingInterestExpense,annualDilutedAverageShares,trailingDeferredIncomeTax,trailingNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualCapitalExpenditure,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualBeginningCashPosition,annualOperatingExpense,annualOtherNonCurrentLiabilities,annualRepaymentOfDebt,trailingSellingGeneralAndAdministration,quarterlyDeferredIncomeTax,annualDilutedEPS,quarterlyChangeInWorkingCapital,quarterlyGrossProfit,annualRepurchaseOfCapitalStock,trailingRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualOtherIntangibleAssets,quarterlyRepurchaseOfCapitalStock,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyGrossPPE,annualCashCashEquivalentsAndMarketableSecurities,annualNetIncomeCommonStockholders,annualOperatingCashFlow,annualDeferredIncomeTax,quarterlyStockBasedCompensation,annualGrossProfit,annualEbitda,quarterlyPretaxIncome,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualOtherNonCurrentAssets,annualNetPPE,trailingOperatingExpense,quarterlyRepaymentOfDebt,quarterlyTaxProvision,annualBasicEPS,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,trailingTaxProvision,quarterlyAccumulatedDepreciation,annualCurrentDebt,annualChangeInInventory,quarterlySellingGeneralAndAdministration,quarterlyEndCashPosition,quarterlyTotalRevenue,annualTaxProvision,annualDepreciationAndAmortization,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,quarterlyOperatingExpense,annualCurrentAccruedExpenses,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,annualPurchaseOfBusiness,quarterlyInventory,trailingOtherNonCashItems,annualNetIncomeContinuousOperations,quarterlyInvestmentsAndAdvances,annualCostOfRevenue,trailingOperatingCashFlow,annualCurrentDeferredRevenue,annualSellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,quarterlyNetIncome,annualFreeCashFlow,trailingSaleOfInvestment,trailingDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualTotalNonCurrentAssets,annualOtherCurrentAssets,annualOtherNonCashItems,annualNetIncome,trailingPretaxIncome,quarterlyBasicEPS,trailingCashDividendsPaid,annualGoodwill,quarterlyTotalAssets,annualCashDividendsPaid,annualRetainedEarnings,annualNonCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,trailingNetIncome,quarterlyGoodwill,annualPretaxIncome,annualTotalAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualNetOtherInvestingChanges,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualAccountsReceivable,annualPurchaseOfInvestment,quarterlyBasicAverageShares,quarterlyLongTermDebt,quarterlyFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,trailingChangeInWorkingCapital,quarterlyRetainedEarnings,trailingPurchaseOfBusiness,quarterlyOtherNonCurrentAssets,quarterlyCurrentAssets,annualCommonStockIssuance,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,annualOtherShortTermInvestments,trailingFreeCashFlow,annualChangeInAccountPayable,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingCostOfRevenue,annualChangeInWorkingCapital,quarterlyNetPPE,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,quarterlyNetIncomeCommonStockholders,annualEndCashPosition,annualInventory,trailingCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,annualStockBasedCompensation,quarterlyEbitda,trailingEndCashPosition,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,trailingOtherIncomeExpense,trailingOperatingIncome,trailingNetOtherFinancingCharges,annualCashAndCashEquivalents,annualBasicAverageShares,annualCapitalStock,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,annualTotalRevenue,quarterlyAccountsPayable,annualInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,annualInvestingCashFlow,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,annualAccountsPayable,trailingInvestingCashFlow,annualGrossPPE,annualOperatingIncome,quarterlyCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyCurrentDebt,trailingTotalRevenue,trailingPurchaseOfInvestment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,trailingRepaymentOfDebt,trailingCapitalExpenditure,annualOtherIncomeExpense,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,trailingDilutedEPS,trailingChangesInAccountReceivables,annualResearchAndDevelopment,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingChangeInInventory,trailingBasicEPS
1419984000,63000000.0,,,71000000.0,39000000.0,,154400000.0,,,3000000.0,-253000000.0,4627000000.0,231000000.0,454000000.0,703000000.0,243000000.0,-399000000.0,,-12000000.0,2.23,63000000.0,229000000.0,-443000000.0,,-2022000000.0,,383000000.0,552000000.0,-215000000.0,1.2,-157000000.0,,39000000.0,6208000000.0,815000000.0,344000000.0,473000000.0,-28000000.0,,982000000.0,950000000.0,261000000.0,,1709000000.0,993000000.0,4186000000.0,,-165000000.0,79000000.0,2.25,623000000.0,151400000.0,,-2022000000.0,9000000.0,8000000.0,105000000.0,685000000.0,1079000000.0,179000000.0,354000000.0,,-85000000.0,190000000.0,468000000.0,66000000.0,-320000000.0,239000000.0,-548000000.0,17000000.0,,346000000.0,334000000.0,3433000000.0,,,349000000.0,2782000000.0,4627000000.0,182000000.0,220000000.0,,,243000000.0,1381000000.0,6434000000.0,63000000.0,-38000000.0,344000000.0,,1.21,,133000000.0,8143000000.0,,2165000000.0,383000000.0,6434000000.0,,133000000.0,525000000.0,8143000000.0,850000000.0,468000000.0,274000000.0,21000000.0,111000000.0,182000000.0,274000000.0,-535000000.0,150100000.0,1381000000.0,26000000.0,3512000000.0,377000000.0,66000000.0,,2165000000.0,,993000000.0,1709000000.0,,,730000000.0,130000000.0,,,,10000000.0,2782000000.0,730000000.0,410000000.0,,24000000.0,4186000000.0,,130000000.0,3000000.0,182000000.0,685000000.0,17000000.0,,-14000000.0,52000000.0,363000000.0,,-607000000.0,,,,,685000000.0,153100000.0,2000000.0,-160000000.0,,3512000000.0,4415000000.0,130000000.0,334000000.0,-5000000.0,552000000.0,373000000.0,81000000.0,85000000.0,,130000000.0,,6208000000.0,279000000.0,685000000.0,-168000000.0,17000000.0,9000000.0,,,-160000000.0,815000000.0,263000000.0,,2000000.0,,,317000000.0,,,,,,,,,,,,,
1427760000,5000000.0,,,,27000000.0,,,,,,,4422000000.0,,,,,,,3000000.0,,-94000000.0,232000000.0,,,,,381000000.0,,-187000000.0,0.15,,,59000000.0,,,,,,,,,34000000.0,,,,,,,12000000.0,,41000000.0,148639311.0,,,,,94000000.0,563000000.0,1054000000.0,,,,-61000000.0,173000000.0,,,-193000000.0,-10000000.0,,16000000.0,,,342000000.0,,,,,2784000000.0,,22000000.0,,,,393000000.0,,,,,,,0.15,,,7909000000.0,,,,6335000000.0,,132000000.0,,,822000000.0,449000000.0,362000000.0,,15000000.0,22000000.0,,,147285258.0,1370000000.0,-46000000.0,,,,,2187000000.0,,1024000000.0,1574000000.0,,,699000000.0,,,,,7000000.0,,,-122000000.0,,,4100000000.0,,80000000.0,0.0,22000000.0,,,,,,130000000.0,,,,,,,,,,,,3483000000.0,,140000000.0,,-6000000.0,532000000.0,,175000000.0,79000000.0,,,,,,563000000.0,-169000000.0,17000000.0,9000000.0,,,-213000000.0,643000000.0,685000000.0,,1000000.0,,,,,,,,,,,,,,,,
1435622400,0.0,,,,-19000000.0,,,,,,,4324000000.0,,,,,,,-10000000.0,,29000000.0,263000000.0,,,,,378000000.0,,-157000000.0,0.27,,,114000000.0,,,,,,,,,80000000.0,,,,,,,40000000.0,,70000000.0,145503650.0,,,,,73000000.0,644000000.0,1112000000.0,,,,-61000000.0,149000000.0,,,-151000000.0,-19000000.0,,15000000.0,,,331000000.0,,,,,2742000000.0,,40000000.0,,,,397000000.0,,,,,,,0.28,,,7842000000.0,,,,6359000000.0,,132000000.0,,,849000000.0,458000000.0,343000000.0,,169000000.0,40000000.0,,,144273897.0,1319000000.0,108000000.0,,,,,2227000000.0,,1039000000.0,1483000000.0,,,772000000.0,,,,,0.0,,,81000000.0,,,4093000000.0,,80000000.0,0.0,40000000.0,,,,,,173000000.0,,,,,,,,,,,,3514000000.0,,133000000.0,,-4000000.0,546000000.0,,145000000.0,76000000.0,,,,,,644000000.0,-155000000.0,17000000.0,72000000.0,,,-201000000.0,724000000.0,563000000.0,,1000000.0,,,,,,,,,,,,,,,,
1443571200,0.0,,,,22000000.0,,,,,,,4130000000.0,,,,,,,-36000000.0,,111000000.0,220000000.0,,,,,373000000.0,,-195000000.0,0.18,,,88000000.0,,,,,,,,,45000000.0,,,,,,-4000000.0,20000000.0,,-87000000.0,143007376.0,,,,,54000000.0,569000000.0,1053000000.0,,,,-63000000.0,132000000.0,,,-190000000.0,-28000000.0,,13000000.0,,,323000000.0,,,,,2495000000.0,,25000000.0,,,,432000000.0,,,,,,,0.18,,,7672000000.0,,,,6385000000.0,,130000000.0,,,833000000.0,472000000.0,325000000.0,,212000000.0,25000000.0,,,141876299.0,1059000000.0,149000000.0,,,,,2252000000.0,,1106000000.0,1287000000.0,,,1043000000.0,,,,,5000000.0,,,-75000000.0,,,4032000000.0,,65000000.0,0.0,25000000.0,,,,,,140000000.0,,,,,,,,,,,,3538000000.0,,131000000.0,,8000000.0,541000000.0,,109000000.0,78000000.0,,,,,,569000000.0,-155000000.0,17000000.0,318000000.0,,,-226000000.0,634000000.0,644000000.0,,1000000.0,,,,,,,,,,,,,,,,
1451520000,0.0,,,68000000.0,-12000000.0,,144000000.0,,,0.0,-269000000.0,3991000000.0,-228000000.0,685000000.0,628000000.0,261000000.0,-5000000.0,,-60000000.0,0.86,-21000000.0,236000000.0,-715000000.0,,-2221000000.0,,367000000.0,547000000.0,-176000000.0,0.26,-3000000.0,,62000000.0,6252000000.0,503000000.0,124000000.0,538000000.0,-103000000.0,,951000000.0,582000000.0,35000000.0,,1124000000.0,1117000000.0,4031000000.0,,0.0,-2000000.0,0.87,-71000000.0,139000000.0,,-2221000000.0,328000000.0,1000000.0,87000000.0,457000000.0,1109000000.0,70000000.0,320000000.0,,-84000000.0,174000000.0,516000000.0,59000000.0,-181000000.0,-10000000.0,-3000000.0,12000000.0,,124000000.0,327000000.0,3377000000.0,,,308000000.0,2494000000.0,3991000000.0,37000000.0,269000000.0,,,261000000.0,1047000000.0,6472000000.0,0.0,42000000.0,124000000.0,,0.26,,129000000.0,7596000000.0,,2289000000.0,367000000.0,6472000000.0,,129000000.0,194000000.0,7596000000.0,873000000.0,516000000.0,298000000.0,18000000.0,142000000.0,37000000.0,298000000.0,-567000000.0,138000000.0,1047000000.0,58000000.0,3601000000.0,543000000.0,59000000.0,,2289000000.0,,1117000000.0,1124000000.0,,,1107000000.0,46000000.0,,,,0.0,2494000000.0,1107000000.0,-112000000.0,,25000000.0,4031000000.0,,46000000.0,0.0,37000000.0,457000000.0,12000000.0,,-7000000.0,26000000.0,139000000.0,,-715000000.0,,,,,457000000.0,142800000.0,1000000.0,-230000000.0,,3601000000.0,4328000000.0,141000000.0,327000000.0,-5000000.0,547000000.0,-47000000.0,114000000.0,87000000.0,,141000000.0,,6252000000.0,323000000.0,457000000.0,-88000000.0,17000000.0,328000000.0,,,-230000000.0,503000000.0,569000000.0,,1000000.0,,,-61000000.0,,,,,,,,,,,,,
1459382400,0.0,,,,14000000.0,,,,,,,3996000000.0,,,,,,,-1000000.0,,-62000000.0,237000000.0,,,,,362000000.0,,-63000000.0,0.25,,,68000000.0,,,,,,,,,50000000.0,,,,,,-95000000.0,16000000.0,,-12000000.0,135924889.0,,,,,88000000.0,771000000.0,1089000000.0,,,,-38000000.0,169000000.0,,,264000000.0,-2000000.0,,16000000.0,,,332000000.0,,,,,2887000000.0,,34000000.0,,,,477000000.0,,,,,,,0.25,,,7899000000.0,,,,6437000000.0,,129000000.0,,,852000000.0,516000000.0,328000000.0,,51000000.0,34000000.0,,,135128860.0,1441000000.0,13000000.0,,,,,2323000000.0,,1082000000.0,1462000000.0,,,1012000000.0,,,,,,,,314000000.0,,,4023000000.0,,55000000.0,0.0,34000000.0,,,,,,148000000.0,,,,,,,,,,,,3899000000.0,,135000000.0,,-4000000.0,546000000.0,,83000000.0,81000000.0,,,,,,771000000.0,-100000000.0,17000000.0,265000000.0,,,-210000000.0,826000000.0,457000000.0,,1000000.0,,,,,,,,,,,,,,,,
1467244800,0.0,,,,-24000000.0,,,,,,,4004000000.0,,,,,,,-1000000.0,,24000000.0,263000000.0,,,,,356000000.0,,-68000000.0,0.49,,,102000000.0,,,,,,,,,88000000.0,,,,,,-333000000.0,21000000.0,,-11000000.0,134895954.0,,,,,75000000.0,642000000.0,1165000000.0,,,,-47000000.0,161000000.0,,,-311000000.0,4000000.0,,16000000.0,,,308000000.0,,,,,2874000000.0,,67000000.0,,,,459000000.0,,,,,,,0.5,,,7706000000.0,,,,6359000000.0,,128000000.0,,,902000000.0,551000000.0,330000000.0,,188000000.0,67000000.0,,,133991118.0,1455000000.0,141000000.0,,,,,2390000000.0,,1104000000.0,1347000000.0,,,824000000.0,,,,,,,,-129000000.0,,,3959000000.0,,49000000.0,0.0,67000000.0,,,,,,194000000.0,,,,,,,,,,,,3698000000.0,,144000000.0,,-3000000.0,541000000.0,,201000000.0,86000000.0,,,,,,642000000.0,-143000000.0,20000000.0,19000000.0,,,-207000000.0,691000000.0,771000000.0,,1000000.0,,,,,,,,,,,,,,,,
1475193600,0.0,,,,14000000.0,,,,,,,3913000000.0,,,,,,,-14000000.0,,-12000000.0,230000000.0,,,,,368000000.0,,-137000000.0,0.47,-93000000.0,,69000000.0,,,,,,,,,90000000.0,,,,,,-7000000.0,28000000.0,,-71000000.0,133064152.0,,,,,74000000.0,544000000.0,1088000000.0,,,,-55000000.0,161000000.0,,,-138000000.0,39000000.0,,16000000.0,,,306000000.0,,,,,2898000000.0,,62000000.0,,,,471000000.0,,,,,,,0.48,,,7647000000.0,,,,6428000000.0,,127000000.0,,,858000000.0,565000000.0,318000000.0,,112000000.0,62000000.0,,,131917434.0,1447000000.0,57000000.0,,,,,2452000000.0,,1094000000.0,1219000000.0,,,832000000.0,,,,,,,,-98000000.0,,,3971000000.0,,46000000.0,0.0,62000000.0,,,,,,197000000.0,,,,,,,,,,,,3730000000.0,,127000000.0,,5000000.0,591000000.0,,167000000.0,87000000.0,,,,,,544000000.0,-153000000.0,20000000.0,19000000.0,,,-227000000.0,590000000.0,642000000.0,,1000000.0,,,,,,,,,,,,,,,,
1483142400,0.0,,,76000000.0,-17000000.0,,133939331.0,,,0.0,-211000000.0,3903000000.0,25000000.0,457000000.0,657000000.0,284000000.0,-438000000.0,,13000000.0,1.52,18000000.0,226000000.0,-272000000.0,,-2364000000.0,,363000000.0,599000000.0,-4000000.0,,-161000000.0,,60000000.0,6634000000.0,538000000.0,204000000.0,489000000.0,-3000000.0,,956000000.0,707000000.0,61000000.0,,1139000000.0,1098000000.0,4270000000.0,,-3000000.0,20000000.0,1.53,-286000000.0,,,-2364000000.0,119000000.0,2000000.0,78000000.0,482000000.0,1087000000.0,85000000.0,342000000.0,,-71000000.0,166000000.0,514000000.0,57000000.0,89000000.0,6000000.0,-492000000.0,28000000.0,,204000000.0,186000000.0,3473000000.0,,,315000000.0,2917000000.0,3903000000.0,41000000.0,278000000.0,,,284000000.0,1445000000.0,6610000000.0,0.0,-38000000.0,204000000.0,,,,125000000.0,7749000000.0,,2493000000.0,363000000.0,6610000000.0,,125000000.0,289000000.0,7749000000.0,861000000.0,514000000.0,304000000.0,-13000000.0,138000000.0,41000000.0,304000000.0,-571000000.0,,1445000000.0,67000000.0,3841000000.0,589000000.0,57000000.0,,2493000000.0,,1098000000.0,1139000000.0,,,924000000.0,56000000.0,,,,,2917000000.0,924000000.0,-62000000.0,,-32000000.0,4270000000.0,,56000000.0,0.0,41000000.0,482000000.0,28000000.0,,-6000000.0,26000000.0,168000000.0,,-96000000.0,,,,,482000000.0,132930578.0,1000000.0,-277000000.0,,3841000000.0,4429000000.0,162000000.0,186000000.0,-4000000.0,599000000.0,-380000000.0,138000000.0,88000000.0,,162000000.0,,6634000000.0,299000000.0,482000000.0,-175000000.0,19000000.0,119000000.0,,,-277000000.0,538000000.0,544000000.0,,1000000.0,,,47000000.0,,,,,,,,,,,,,
1490918400,0.0,,,,1000000.0,,,,,,,3714000000.0,,,,,,,-16000000.0,,-35000000.0,270000000.0,,,,,357000000.0,,-348000000.0,0.54,-245000000.0,,80000000.0,,,,,,,,,111000000.0,,,,,,-3000000.0,41000000.0,,-94000000.0,130997535.0,,,,,99000000.0,374000000.0,1187000000.0,,,,-50000000.0,190000000.0,,,-165000000.0,-43000000.0,,16000000.0,,,169000000.0,,,,,2934000000.0,,70000000.0,,,,480000000.0,,,,,,,0.54,,,7763000000.0,,,,6715000000.0,,147000000.0,,,917000000.0,552000000.0,367000000.0,,150000000.0,70000000.0,,,129746644.0,1445000000.0,100000000.0,,,,,2563000000.0,,947000000.0,1048000000.0,,,1109000000.0,,,,,,,,-108000000.0,,,4472000000.0,,52000000.0,0.0,70000000.0,,,,,,223000000.0,,,,,,,,,,,,4043000000.0,,155000000.0,,6000000.0,658000000.0,,319000000.0,91000000.0,,,,,,374000000.0,-119000000.0,21000000.0,299000000.0,,,-202000000.0,426000000.0,482000000.0,,1000000.0,,,,,,,,,,,,,,,,
1498780800,0.0,,,,-14000000.0,,,,,,,3837000000.0,,,,,,,,,9000000.0,286000000.0,,,,,378000000.0,,0.0,0.68,2000000.0,,105000000.0,,,,,,,,,132000000.0,,,,,,-292000000.0,45000000.0,,-88000000.0,126804566.0,,,,,90000000.0,400000000.0,1195000000.0,,,,-83000000.0,181000000.0,,,-56000000.0,45000000.0,,15000000.0,,,181000000.0,,,,,2985000000.0,,87000000.0,,,,492000000.0,,,,,,,0.69,,,7901000000.0,,,,6538000000.0,,145000000.0,,,909000000.0,550000000.0,368000000.0,,169000000.0,87000000.0,,,125504276.0,1446000000.0,86000000.0,,,,,2650000000.0,,993000000.0,1363000000.0,,,1073000000.0,,,,,,,,26000000.0,,,4239000000.0,,51000000.0,0.0,87000000.0,,,,,,243000000.0,,,,,,,,,,,,4058000000.0,,159000000.0,,-4000000.0,671000000.0,,133000000.0,91000000.0,,,,,,400000000.0,-155000000.0,20000000.0,241000000.0,,,-172000000.0,451000000.0,374000000.0,,1000000.0,,,,,,,,,,,,,,,,
1506729600,0.0,,,,-3000000.0,,,,,,,3651000000.0,,,,,,,,,-5000000.0,238000000.0,,,,,372000000.0,,-207000000.0,0.13,-16000000.0,,57000000.0,,,,,,,,,31000000.0,,,,,,-96000000.0,14000000.0,,-46000000.0,125407883.0,,,,,89000000.0,383000000.0,1119000000.0,,,,-79000000.0,181000000.0,,,-100000000.0,-10000000.0,,15000000.0,,,199000000.0,,,,,3004000000.0,,16000000.0,,,,504000000.0,,,,,,,0.13,,,7861000000.0,,,,6593000000.0,,152000000.0,,,881000000.0,564000000.0,360000000.0,,131000000.0,17000000.0,,,124010961.0,1444000000.0,52000000.0,,,,,2666000000.0,,1000000000.0,1268000000.0,,,1200000000.0,,,,,,,,-17000000.0,,,4243000000.0,,56000000.0,0.0,16000000.0,,,,,,143000000.0,,,,,,,,,,,,4204000000.0,,151000000.0,,3000000.0,682000000.0,,112000000.0,92000000.0,,,,,,383000000.0,-158000000.0,20000000.0,352000000.0,,,-172000000.0,439000000.0,400000000.0,,1000000.0,,,,,,,,,,,,,,,,
1514678400,0.0,,,80000000.0,3000000.0,,126300000.0,,,0.0,-298000000.0,3525000000.0,21000000.0,482000000.0,745000000.0,641000000.0,-782000000.0,,,1.97,157000000.0,253000000.0,-743000000.0,,-2298000000.0,,523000000.0,683000000.0,-188000000.0,0.62,0.0,,60000000.0,6332000000.0,552000000.0,249000000.0,620000000.0,47000000.0,,1047000000.0,1019000000.0,299000000.0,,1327000000.0,1006000000.0,4034000000.0,,-391000000.0,223000000.0,1.99,494000000.0,122100000.0,,-2298000000.0,11000000.0,12000000.0,101000000.0,503000000.0,1184000000.0,323000000.0,366000000.0,,-86000000.0,193000000.0,635000000.0,62000000.0,-537000000.0,258000000.0,-259000000.0,14000000.0,,250000000.0,211000000.0,3638000000.0,,,379000000.0,3175000000.0,3525000000.0,76000000.0,322000000.0,,,641000000.0,1440000000.0,6345000000.0,0.0,1000000.0,249000000.0,,0.63,,150000000.0,7672000000.0,,2742000000.0,523000000.0,6345000000.0,,150000000.0,573000000.0,7672000000.0,931000000.0,635000000.0,350000000.0,-13000000.0,170000000.0,76000000.0,350000000.0,-558000000.0,120200000.0,1440000000.0,84000000.0,4141000000.0,905000000.0,62000000.0,,2742000000.0,,1006000000.0,1327000000.0,,,966000000.0,49000000.0,,,,,3175000000.0,966000000.0,120000000.0,,126000000.0,4034000000.0,,49000000.0,0.0,76000000.0,503000000.0,14000000.0,,-3000000.0,32000000.0,410000000.0,,-858000000.0,,,,,503000000.0,124800000.0,1000000.0,-185000000.0,,4141000000.0,4685000000.0,175000000.0,211000000.0,-8000000.0,683000000.0,266000000.0,341000000.0,92000000.0,,175000000.0,,6332000000.0,302000000.0,503000000.0,-126000000.0,19000000.0,11000000.0,,,-185000000.0,552000000.0,383000000.0,,1000000.0,,,351000000.0,,,,,,,,,,,,,
1522454400,,,,,-6000000.0,,,,,,,4188000000.0,,,,,,,-10000000.0,,85000000.0,257000000.0,,,,,431000000.0,,-75000000.0,3.4,-10000000.0,,79000000.0,,,,,,,,,561000000.0,,,,,,-21000000.0,150000000.0,,935000000.0,120800000.0,,,,,95000000.0,1629000000.0,1114000000.0,,,334000000.0,-60000000.0,178000000.0,,64000000.0,-109000000.0,501000000.0,,13000000.0,,,1133000000.0,,,,,2742000000.0,,411000000.0,,,,326000000.0,,,,,,,3.47,,,7987000000.0,,,,5791000000.0,,154000000.0,,,857000000.0,466000000.0,367000000.0,,54000000.0,411000000.0,,,118700000.0,1439000000.0,-6000000.0,,,,,3511000000.0,,460000000.0,2196000000.0,,-18000000.0,1051000000.0,,,,,,,,877000000.0,,,3572000000.0,,54000000.0,334000000.0,411000000.0,,,,,,663000000.0,,,,,,,,,,,,3793000000.0,,131000000.0,,-15000000.0,305000000.0,,104000000.0,83000000.0,,,,,,1160000000.0,-97000000.0,19000000.0,11000000.0,,,-230000000.0,1214000000.0,752000000.0,,1000000.0,,,,,,,,,,,,,,,,
1530316800,,,,,17000000.0,,,,,,,3695000000.0,,,,,,,-2000000.0,,-186000000.0,269000000.0,,,,,429000000.0,,-513000000.0,0.66,-19000000.0,,107000000.0,,,,,,,,,102000000.0,,,,,,-1000000.0,25000000.0,,-161000000.0,116500000.0,,,,,83000000.0,901000000.0,1138000000.0,,,335000000.0,-61000000.0,162000000.0,,42000000.0,-538000000.0,14000000.0,,13000000.0,,,1146000000.0,,,,,2699000000.0,,77000000.0,,,,309000000.0,,,,,,,0.67,,,7316000000.0,,,,5589000000.0,,152000000.0,,,869000000.0,300000000.0,379000000.0,,-24000000.0,77000000.0,,,114600000.0,1429000000.0,-85000000.0,,,,,3571000000.0,,454000000.0,1727000000.0,,-17000000.0,916000000.0,,,,,,,,-719000000.0,,,3376000000.0,,154000000.0,28000000.0,77000000.0,,,,,,200000000.0,,,,,,,,,,,,3615000000.0,,130000000.0,,-7000000.0,294000000.0,,243000000.0,79000000.0,,,,,,628000000.0,-342000000.0,19000000.0,11000000.0,,,-276000000.0,782000000.0,1629000000.0,,1000000.0,,,,,,,,,,,,,,,,
1538265600,,,,,-1000000.0,,,,,,,3929000000.0,,,,,,,5000000.0,,-46000000.0,225000000.0,,,,,433000000.0,,-66000000.0,2.09,-286000000.0,,62000000.0,,,,,,,,,256000000.0,,,,,,-208000000.0,19000000.0,,-62000000.0,113200000.0,,,,,82000000.0,1056000000.0,1079000000.0,,,332000000.0,-74000000.0,163000000.0,,42000000.0,104000000.0,213000000.0,,13000000.0,,,1160000000.0,,,,,2892000000.0,,237000000.0,,,,306000000.0,,,,,,,2.12,,,7724000000.0,,,,5781000000.0,,132000000.0,,,854000000.0,296000000.0,436000000.0,,102000000.0,237000000.0,,,111400000.0,1622000000.0,28000000.0,,,,,3791000000.0,,460000000.0,1943000000.0,,-17000000.0,897000000.0,,,,,5000000.0,,,146000000.0,,,3570000000.0,,217000000.0,1000000.0,237000000.0,,,,,,356000000.0,,,,,,,,,,,,3789000000.0,,127000000.0,,-1000000.0,296000000.0,,79000000.0,81000000.0,,,,,,1014000000.0,-133000000.0,19000000.0,11000000.0,,,-202000000.0,1231000000.0,901000000.0,,1000000.0,,,,,,,,,,,,,,,,
1546214400,,,,76000000.0,7000000.0,,115100000.0,,,388000000.0,-297000000.0,3670000000.0,-130000000.0,752000000.0,647000000.0,210000000.0,-231000000.0,,-26000000.0,6.68,68000000.0,228000000.0,-946000000.0,,-2239000000.0,,442000000.0,628000000.0,-292000000.0,0.4,-423000000.0,,84000000.0,5847000000.0,686000000.0,769000000.0,341000000.0,-33000000.0,,979000000.0,1354000000.0,32000000.0,,1345000000.0,484000000.0,3608000000.0,,-1000000.0,-12000000.0,6.79,-338000000.0,110200000.0,,-2239000000.0,11000000.0,0.0,60000000.0,622000000.0,1143000000.0,182000000.0,327000000.0,388000000.0,-102000000.0,144000000.0,361000000.0,54000000.0,-307000000.0,-33000000.0,-738000000.0,14000000.0,,769000000.0,1102000000.0,3495000000.0,,388000000.0,320000000.0,2905000000.0,3670000000.0,44000000.0,44000000.0,,,210000000.0,1623000000.0,6298000000.0,,42000000.0,769000000.0,,0.41,,283000000.0,7643000000.0,-68000000.0,3819000000.0,442000000.0,6298000000.0,,283000000.0,951000000.0,7643000000.0,915000000.0,361000000.0,427000000.0,17000000.0,209000000.0,44000000.0,427000000.0,-665000000.0,108600000.0,1623000000.0,107000000.0,3966000000.0,624000000.0,54000000.0,,3819000000.0,,484000000.0,1345000000.0,,-16000000.0,1061000000.0,116000000.0,,,,27000000.0,2905000000.0,1061000000.0,-434000000.0,,-79000000.0,3608000000.0,,116000000.0,388000000.0,44000000.0,622000000.0,14000000.0,,-21000000.0,28000000.0,135000000.0,,-850000000.0,,,,,570000000.0,113300000.0,1000000.0,-200000000.0,,3966000000.0,4474000000.0,151000000.0,1102000000.0,2000000.0,628000000.0,374000000.0,198000000.0,84000000.0,,151000000.0,,5847000000.0,332000000.0,570000000.0,-93000000.0,19000000.0,11000000.0,,,-200000000.0,686000000.0,1056000000.0,,1000000.0,,,695000000.0,,,,,,,,,,,,,
