,annualOtherNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualCapitalExpenditure,annualSellingGeneralAndAdministration,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyOperatingIncome,quarterlyDilutedAverageShares,annualBasicEPS,trailingInterestExpense,trailingCapitalExpenditure,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,trailingBeginningCashPosition,annualChangesInAccountReceivables,quarterlyNonCurrentDeferredRevenue,annualChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,annualTaxProvision,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,quarterlyStockBasedCompensation,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyBasicEPS,annualRepaymentOfDebt,annualInterestExpense,annualTotalRevenue,trailingChangeInAccountPayable,quarterlyChangeInAccountPayable,trailingChangesInAccountReceivables,trailingRepurchaseOfCapitalStock,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyCurrentAssets,annualGrossProfit,annualTotalNonCurrentAssets,trailingCommonStockIssuance,annualFreeCashFlow,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,annualOtherCurrentAssets,quarterlyOtherShortTermInvestments,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyRetainedEarnings,annualDilutedEPS,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,annualChangeInInventory,trailingNetIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,trailingTaxProvision,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualNetIncome,annualCurrentDebt,annualCostOfRevenue,annualCashDividendsPaid,trailingSaleOfInvestment,annualSaleOfInvestment,annualIncomeTaxPayable,trailingInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyNetIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,quarterlyOtherCurrentLiabilities,annualLongTermDebt,trailingPurchaseOfInvestment,quarterlyCommonStockIssuance,trailingCashDividendsPaid,annualOtherNonCashItems,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,quarterlyInventory,quarterlyOtherIncomeExpense,annualStockBasedCompensation,quarterlyGoodwill,annualGoodwill,quarterlyCostOfRevenue,trailingStockBasedCompensation,annualTotalAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,annualCurrentLiabilities,annualDilutedAverageShares,annualRetainedEarnings,trailingChangeInInventory,annualInventory,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,annualPurchaseOfInvestment,quarterlyLongTermDebt,quarterlyBasicAverageShares,trailingChangeInWorkingCapital,annualCapitalStock,quarterlyOperatingExpense,annualCommonStockIssuance,quarterlyCashDividendsPaid,annualOtherIncomeExpense,trailingGrossProfit,annualNetPPE,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,annualAccountsPayable,quarterlyDepreciationAndAmortization,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingRepaymentOfDebt,annualEndCashPosition,annualOperatingIncome,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,annualBasicAverageShares,trailingChangeInCashSupplementalAsReported,trailingEndCashPosition,quarterlyChangesInAccountReceivables,annualCashAndCashEquivalents,annualGrossPPE,trailingPretaxIncome,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyInterestExpense,annualNetOtherInvestingChanges,quarterlyFreeCashFlow,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyNetOtherFinancingCharges,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingNetOtherFinancingCharges,trailingBasicEPS,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,quarterlyCurrentDeferredRevenue,annualCurrentDeferredRevenue,trailingDilutedEPS,annualOtherIntangibleAssets
694137600,,,,,,,,,,,,,,,,,20000000.0,,-2.47,,,,,,,,,,,,20000000.0,,,,,,,-70900000.0,,,,,,,,67000000.0,,,,,,,,,,,,,,,,,,,,,,,,,-2.47,,,,,,20000000.0,,,,,,,,,-70900000.0,-70900000.0,,,,,,,,,,,-69400000.0,,-69400000.0,,,,,,,,,,,,,,,,,,,,,,,,,28704453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67000000.0,,,,,,,67000000.0,,,28704453.0,,,,,,,,,,,,,,,,,-69400000.0,,,,,,,,,,,,,,,,,,
702000000,,,,,,,,,,,,,,,,,13900000.0,40000000.0,,,,,,,,,,,,,13900000.0,,,,,,,,,,,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13900000.0,,,,,,,,,,,,,,,,,,,,,-400000.0,-0.01,-400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-400000.0,,,,,,,,,,,,,,,,,,
709862400,,,,,,,,,,,,,,,,,15400000.0,31428571.0,,,,,,,,,,,,,15400000.0,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15400000.0,,,,,,,,,,,,,,,,,,,,,2200000.0,0.07,2200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31428571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200000.0,,,,,,,,,,,,,,,,,,
717811200,,,,,,,,,,,,,,,,,15700000.0,30000000.0,,,,,,,,,,,,,15700000.0,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15700000.0,,,,,,,,,,,,,,,,,,,,,3000000.0,0.1,3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,,,,,,,,,,,,,,,,,,
725760000,,,,,,,,,,,,,,,,,11800000.0,,0.16,,,,,,,,,,,,11800000.0,,,,,,,4900000.0,,,,,,,,55500000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,11800000.0,,,,,,,,,4900000.0,4900000.0,,,,,,,,,,,100000.0,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,30625000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,55500000.0,,,,,,,55500000.0,,,30625000.0,,,,,,,,,,,,,,,,,100000.0,,,,,,,,,,,,,,,,,,
733536000,,,,,,,,,,,,,,,,,12500000.0,30000000.0,,,,,,,,,,,,,12500000.0,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500000.0,,,,,,,,,,,,,,,,,,,,,300000.0,0.01,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000.0,,,,,,,,,,,,,,,,,,
741398400,,,,,,,,,,,,,,,,,15700000.0,31666667.0,,,,,,,,,,,,,15700000.0,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15700000.0,,,,,,,,,,,,,,,,,,,,,1900000.0,0.06,1900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31666667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900000.0,,,,,,,,,,,,,,,,,,
749347200,,,,,,,,,,,,,,,,,14400000.0,30000000.0,,,,,,,,,,,,,14400000.0,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400000.0,,,,,,,,,,,,,,,,,,,,,200000.0,0.01,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000.0,,,,,,,,,,,,,,,,,,
757296000,2870177.346748,,-11329647.421372,,,,114656031.904286,,,,-26360313.000392,302123.931236,-14275355.750929,,,52947218.949212,17200000.0,,0.16,,,4909513.882595,,12387081.1807,,,,,,39427173.026375,17200000.0,,,,-4758451.916978,,,5600000.0,,6420133.538777,114958155.835523,,,,,58500000.0,,,,,,,52947218.949212,,91165896.250642,,-226592.948428,,,18807214.719477,29154959.364331,,,,,4909513.882595,9365841.868334,,,-679778.845282,0.16,88295718.903894,10347744.644853,,,,17200000.0,-26360313.000392,,,,8535001.057433,,,,5600000.0,5600000.0,,,-2719115.381129,,75530.982809,,,,2870177.346748,-11782833.318227,3400000.0,,3400000.0,,3474425.209221,114958155.835523,6420133.538777,,,,,1510619.656185,6873319.435632,,,,,,,,,144113115.199854,,,37161243.5421,5966947.641922,18807214.719477,35000000.0,-679778.845282,,,6873319.435632,,,,,,,,0.0,,59367352.48799,,,,88295718.903894,9365841.868334,48037705.066617,-11329647.421372,12387081.1807,,14048762.802501,10347744.644853,,64466947.641922,48037705.066617,38671863.198283,,0.0,,48037705.066618,58500000.0,,91165896.250642,35000000.0,,,,38671863.198283,114656031.904286,,,,,,2416991.449893,,,29154959.364331,,,3400000.0,,144113115.199854,3474425.209221,,,,,,,,,,,,,,,
765072000,,-1229576.374774,-12078779.681612,,,,113771978.677698,,,,,,,,,,12800000.0,45714286.0,,,,5062961.543191,1518888.462957,8317722.535241,,,,,,,14608200.551139,-795608.242502,138652818.261379,-6581850.006147,,,,,,,112108434.17065,,0.09,,,,,,,,,,143715779.804569,,,,,,,16129148.916164,,-2386824.727503,,,,,6509521.984102,,,2531480.771595,,88529498.983791,117026739.66975,,,,12800000.0,-25242479.693907,,-5569257.697509,,,97425845.695397,,,,,,,,,,,,1880528.573185,13019043.968204,,3200000.0,0.07,3200000.0,92724524.262434,3399417.036143,,7015818.138422,,,144656.044091,,,,,,,,,,,,,,,,,,,,,,8100738.469105,,,,,105526584.164502,35555556.0,,,,,,,,,,,,,1808200.551139,,,,,138652818.261378,132143296.277276,46000622.020989,0.0,,,,,101548542.951995,,,,,,,,-216984.066136,,,,,-3688729.124324,,133155888.585914,,,3200000.0,-1157248.35273,245264322.756565,,,,,,,,,,,,,,,,
772934400,,-1376117.065392,-13462749.440861,,,,117618106.674194,,,,,,,,,,14900000.0,37142857.0,,,,3908540.16025,1231565.723885,9843730.773963,,,,,,,17000339.609111,-869140.344272,138029371.9555,-6374236.821348,,,,,,,114216229.127309,,0.07,,,,,,,,,,141937912.11575,,,,,,,14476074.667593,,3255389.207559,,,,,9698970.027287,,,5211386.880333,,92357356.379244,118848573.020939,,,,14900000.0,-25260750.29495,,-5649700.169875,,,-4127544.46276,,,,,,,,,,,,9845091.907565,13245608.320847,,2600000.0,0.07,2600000.0,-729069.74988,3474257.920223,,2750454.186843,,,723908.435964,,,,,,,,,,,,,,,,,,,,,,9337068.160597,,,,,106037246.940119,37142857.0,,,,,,,,,,,,,2100339.609111,,,,,138029371.9555,128330401.928213,138652818.261379,0.0,,,,,105602964.700091,,,,,,,,144603.692799,,,,,4195391.73769,,133324647.688532,,,2600000.0,-73217.994016,247540876.815842,,,,,,,,,,,,,,,,
780883200,,-674608.347598,-14388596.478148,,,,124726020.248407,,,,,,,,,,15300000.0,38571429.0,,,,4473138.801498,2915521.628387,12822997.897624,,,,,,,17579301.848487,-1093687.007483,143885964.781487,-7247590.092599,,,,,,,119954672.193478,,0.07,,,,,,,,,,148433655.896342,,,,,,,15954195.058672,,473377.160394,,,,,12822997.897624,,,7977097.529336,,98707262.886367,122414898.534301,,,,15300000.0,-26018757.36204,,-5853521.891662,,,2352316.80604,,,,,,,,,,,,9298131.886285,11182847.003742,,2700000.0,0.07,2700000.0,4549791.286423,3503958.72784,,2311121.714107,,,175167.90696,,,,,,,,,,,,,,,,,,,,,,12450236.330833,,,,,106460703.475628,38571429.0,,,,,-104253.120975,,,,,,,,2279301.848487,,,,,143960517.094844,131137519.19722,138029371.9555,0.0,,,,,109890109.890109,,,,,,,,-300381.193454,,,,,3444609.994623,,138369093.592974,,,2700000.0,-36922.980346,258323765.786452,,,,,,,,,,,,,,,,
788832000,12690536.282101,1497923.096458,-16683064.550626,,,,139382013.660149,,,,-31726340.705251,5703611.81218,-27163451.255507,,,135888551.42519,10700000.0,,0.27,,,5275840.926267,37635.996951,16183998.51706,,-1782378.691306,,,,85340291.739744,13851822.333707,-235960.607138,130612710.498923,-10310646.275069,-1283312.657741,,,9900000.0,,5846202.107486,109794527.384466,,,,,54600000.0,,,,,,,135888551.42519,,120346209.236999,,-4277708.859135,,,23955169.611156,146226347.834767,-343809.573318,,,,5275840.926267,8056351.684704,,,5632316.664527,0.27,107655672.954898,122271178.22361,,,,10700000.0,-31726340.705251,,-10090971.496461,,45343713.906831,-2753040.647795,,,9900000.0,9900000.0,,,-3422167.087308,,,,,1861990.029337,12690536.282101,-30514323.195163,1300000.0,,1300000.0,-11204954.059233,3350871.939657,109794527.384466,5846202.107486,106728836.035419,,96989.975421,,998132.067132,12191470.248534,,,,,,,,,256234760.662189,,,92897577.390882,9339664.342444,23955169.611156,36666667.0,5632316.664527,,,12191470.248534,,,,-356475.738261,106728836.035419,,,0.0,,1140722.362436,156343.953889,,,107655672.954898,8056351.684704,130612710.498923,-16683064.550626,16183998.51706,3151822.333707,22885742.396372,122271178.22361,,63939664.342444,130612710.498923,122556358.814219,143885964.781487,0.0,,130612710.498923,54600000.0,,120346209.236999,36666667.0,,,,122556358.814219,139382013.660149,,16285.82853,,,,-2994396.201395,-8228981.467124,,146226347.834767,,,1300000.0,-15923.330649,256234760.662189,3350871.939657,,,,,,,,,,,,,,,
796608000,,-855462.484405,-15897344.501871,,,,145998930.671893,,,,,,,,,,15300000.0,35454545.0,,,,6558545.713777,1996079.130279,12974514.346818,,,,,,,17866387.453216,712885.403671,122188558.189271,-8554624.844056,,,,,,,114631972.910354,,0.11,,,,,,,,,,128747103.903047,,,,,,,15897344.501871,,-3920869.720191,,,,,14043842.452325,,,9481375.868829,,114275530.208518,124469791.481019,,,,15300000.0,-31723400.463375,,-9196221.70736,,,-4419889.502762,,,,,,,,,,,,4491178.043129,12190340.402781,,3900000.0,0.11,3900000.0,-8483336.303689,3421849.937623,,2138656.211015,,,142577.080734,,,,,,,,,,,,,,,,,,,,,,14186419.53306,,,,,106861522.010336,35454545.0,,,,,-3635715.558723,,,,,,,,2566387.453216,,,,,122188558.18927,108144715.736945,130600605.952593,0.0,,,,,126465870.611299,,,,,,,,-71288.540367,,,,,-4705043.664231,,140367135.982891,,,3900000.0,-71288.540368,255212974.514346,,,,,,,,,,,,,,,,
804470400,,,-11427490.028241,,,,159620927.591929,,,,,,,,,,17700000.0,38333333.0,,,,5968497.976534,2516687.632465,8807173.843421,,,,,,,20447031.477112,-567312.282292,124610591.900311,-12844623.998637,,,,,,,126721402.160305,,0.12,,,,,,,,,,130579089.876845,,,,,,,13319940.606166,,718261.049858,,,,,19506798.264768,,,14266165.895129,,127230908.085131,127740414.009957,,,,17700000.0,-32390019.506798,,-12275813.696023,,,1872359.878632,,,,,,,,,,,,10648426.580273,10190118.49652,,4600000.0,0.12,4600000.0,-323837.539732,3275395.231025,,2620316.18482,,,1094794.450986,,,,,,,,,,,,,,,,,,,,,,17032055.201327,,,,,107432963.577605,38333333.0,,,,,-76399.036438,,,,,,,,2747031.477112,,,,,124610591.900311,105103793.635543,122188558.189271,0.0,,,,,137421026.581651,,,,,,,,-1498.020322,,,,,-1627387.11575,,141060354.616123,,,4600000.0,-1498.020321,268000116.458497,,,,,,,,,,,,,,,,
812419200,,,-14180290.13913,,,,172019540.588295,,,,,,,,,,15500000.0,38000000.0,,,,7201508.60469,1723591.204203,12027261.793398,,,,,,,18204755.598604,-1333450.82937,124058978.128201,-11787084.624276,,,,,,,130740790.235645,,0.1,,,,,,,,,,131260486.73289,,,,,,,16927257.338856,,-361024.453636,,,,,18709073.900841,,,18337862.117095,,138981691.834825,130295336.095149,,,,15500000.0,-33037848.75347,,-10377935.642097,,,542985.991897,,,,,,,,,,,,8098253.039151,7869689.815434,,3800000.0,0.1,3800000.0,-3220087.949977,3637875.48072,,4157571.977965,,,470202.673515,,,,,,,,,,,,,,,,,,,,,,19006043.327839,,,,,107651417.28659,38000000.0,,,,,-74245.599057,,,,,,,,2704755.598604,,,,,124058978.1282,105349904.227359,124610591.900311,0.0,,,,,146851381.650259,,,,,,,,-75698.152809,,,,,-2279682.602946,,147222593.434006,,,3800000.0,147028.917439,278111868.383149,,,,,,,,,,,,,,,,
820368000,9238620.366025,,-15251055.842327,,,,189318395.119662,,,,-39887376.818395,7552205.537306,-43920107.930549,,,123841506.335053,15200000.0,,0.37,,,5205889.253871,1315847.570359,13417996.245893,,,,,,-15690990.145471,17153669.675666,-1891662.414017,118635617.081182,-13153413.130872,73322.383858,,,15100000.0,,7845495.072737,126994368.840919,,,,,64800000.0,,,,,,,123841506.335053,,158669638.667292,,-11584936.649461,,,23169873.29892,155370131.393712,3270343.588541,,,,5205889.253871,27349249.178789,,,17157437.822618,0.37,149431018.301267,132200258.094791,,,,15200000.0,-39887376.818395,,-12070136.885069,,134326607.226654,318128.803515,,,15100000.0,15100000.0,,,-3739441.576724,,806546.22243,,,9097313.618535,9238620.366025,-46339746.597841,2500000.0,,2500000.0,-3663728.352073,3666119.192868,126994368.840919,7845495.072737,108443805.725011,,272130.158913,,-293289.535428,20090333.176912,,,,,,,,,282511145.002346,,,-1686414.828718,9971844.204598,23169873.29892,40810811.0,17157437.822618,,,20090333.176912,,,,-146644.767714,108443805.725011,,,0.0,,1979704.364148,46918.617494,,,149431018.301267,27349249.178789,118635617.081182,-15251055.842327,13417996.245893,1953669.675666,32335171.281088,132200258.094791,,74771844.204598,118635617.081182,91286367.902393,124058978.128201,0.0,,118635617.081182,64800000.0,,158669638.667292,40810811.0,,,,91286367.902393,189318395.119662,,1839.945784,,,,-3079540.122008,-2972823.266534,,155370131.393712,,,2500000.0,-919.972892,282511145.002346,3666119.192868,,,,,,,,,,,,,,,
828230400,,,-2935866.007075,,,,198244352.127767,,,73396.650176,,,,,,,14700000.0,32500000.0,,,,7046078.416982,587173.201415,10569117.625471,,,,,,,17415676.056544,-1247743.053006,127930361.258312,-10422324.325117,,,,,,,155160518.473936,,0.04,,,,,,,,,,134976439.675293,,,,,,,15193106.586615,,-2201899.505306,,,,,38019464.791626,,,15119709.936438,,158316574.431542,125361478.502121,,,,14700000.0,-39927777.696225,,-9247977.922287,,,17248212.791568,,,,,,,,,,,,2348692.80566,7853441.568927,,1300000.0,0.04,1300000.0,9174581.27211,3669832.508845,,3816625.809199,,,20844648.650235,,,,,,,,,,,,,,,,,,,,,,26642984.014209,,,,,95048661.979067,32500000.0,,,,,-3669832.508844,,,,,,,,2715676.056544,,,,,127930361.258311,89910896.466685,118755779.986201,0.0,,,,,166170016.000469,,,,,,,,,,,,,-6899285.116627,,140554585.088737,,,1300000.0,73396.650177,301146455.675762,,,,,,,,,,,,,,,,
836092800,,,-3954247.887406,,,,208549962.654324,,,,,,,,,,17900000.0,41428571.0,,,,8201403.025733,1682857.993207,10617887.845813,,,,,,,20676334.898187,-509700.452508,122142323.633221,-12570894.872024,,,,,,,157657327.807149,,0.07,,,,,,,,,,130416953.471683,,,,,,,17940569.118788,,1030270.50163,,,,,55066563.172771,,,18013795.931518,,168714576.529341,126316251.958817,,,,17900000.0,-39835386.124983,,-12061024.582069,,,-1284767.616483,,,,,,,,,,,,8342421.852883,8201403.025732,,2900000.0,0.07,2900000.0,-5513240.635623,3734567.449218,,5418784.142002,,,-1146636.025933,,,,,,,,,,,,,,,,,,,,,,26434879.395439,,,,,96146805.11416,41428571.0,,,,,8491.872357,,,,,,,,2776334.898187,,,,,122215550.44595,67148987.273179,127930361.258312,0.0,,,,,176915979.555073,,,,,,,,,,,,,-3718602.729186,,144256821.077606,,,2900000.0,-146623.462907,307332933.026757,,,,,,,,,,,,,,,,
844041600,,,-6312899.602874,,,,216693949.159136,,,,,,,,,,13200000.0,38000000.0,,,,7267175.12424,-1903002.147944,10643842.353683,,,,,,,16076251.309544,-591542.39323,111136395.334326,-9378742.719925,,,,,,,152023431.134339,,-0.1,,,,,,,,,,118330164.64923,,,,,,,16956741.956558,,-736922.039052,,,,,44116891.410786,,,14240727.011135,,176761188.880488,128460166.337564,,,,13200000.0,-39932760.278648,,-8934190.941973,,,-2016341.401293,,,,,,,,,,,,99539.313812,7707609.980253,,-3800000.0,-0.1,-3800000.0,-11368950.61674,6606522.840219,,5505435.700182,,,-2080618.383722,,,,,,,,,,,,,,,,,,,,,,24811163.555483,,,,,97042479.941862,38000000.0,,,,,-8949.8303,,,,,,,,2876251.309544,,,,,111062989.52499,66946098.114204,122142323.633221,0.0,,,,,184468798.860741,,,,,,,,,,,,,-8834651.628161,,145416908.294123,,,-3800000.0,73226.812729,302798963.509972,,,,,,,,,,,,,,,,
851990400,6129000.0,,-6786000.0,20577000.0,,,231680000.0,,,947782.571993,-47139000.0,,-39623000.0,5254000.0,,109966000.0,-37335000.0,,0.007297,,,7516000.0,,11456000.0,,,,,,-15689000.0,-34174262.264275,-424014.101256,102450000.0,-8856038.082934,0.0,146000.0,,219000.0,,9195000.0,146816000.0,,,,8392000.0,59033000.0,,,,,,,109966000.0,29042000.0,190670000.0,,-30356000.0,,,22548000.0,148493000.0,-426448.957272,,,,7516000.0,38893000.0,,,10143000.0,0.007297,184541000.0,125945000.0,,,,13233000.0,-47139000.0,,-9379806.553671,,118065000.0,2397896.226208,,,219000.0,219000.0,,29991000.0,-3649000.0,,1168000.0,,,-1523653.972355,6129000.0,-41228000.0,-181000.0,,-181000.0,-7981390.019747,3720000.0,146816000.0,9195000.0,97999000.0,,2376605.75942,,-2335000.0,24226000.0,,,,,,,,,300636000.0,,,16345000.0,11529000.0,22548000.0,30012334.0,10143000.0,,,24226000.0,,,,,97999000.0,,,0.0,,19994000.0,21290.466787,219000.0,,184541000.0,38893000.0,102450000.0,-6786000.0,11456000.0,3160737.735725,9267000.0,125945000.0,,19994000.0,102450000.0,63557000.0,111136395.334326,0.0,,102450000.0,8465000.0,,190670000.0,30012334.0,,,,63557000.0,231680000.0,,,,,,-2773000.0,-10903460.526026,365000.0,148493000.0,,,-181000.0,1e-06,300636000.0,3720000.0,,,,,,,,,,,,,,,
859766400,,-217000.0,,,,,,,,,,,,,,,649000.0,40016616.0,,,,,-361000.0,,,,,,,,3538000.0,-939000.0,94536000.0,-9244000.0,,,,,,,0.0,,-0.014444,,,,,,,,,6066000.0,0.0,,,,,,,0.0,,-1156000.0,,1228000.0,,,,-217000.0,,,,,,-795000.0,,,13144000.0,,,-8305000.0,,,1589000.0,,,,,,,,,,,,794000.0,,,-578000.0,-0.014444,-578000.0,-6861000.0,,,,,,5489000.0,,,,,,722000.0,,,,7078000.0,,,,,,,,,,,,,,,,,,40016616.0,,,5417000.0,,-3755000.0,,,,,,,,2889000.0,,,,,,,101397000.0,,,,,,,,,,,,,,,,,2094000.0,,-7511000.0,,,,,-578000.0,72000.0,0.0,,,,,,,,,,,,,,,,
867628800,,,,,,,,,,,,,,,,,508000.0,39981597.0,,,,,-436000.0,,,,,,,,3487000.0,-2611000.0,126860000.0,-10825000.0,,,,,,,0.0,,-0.021735,,,,,,,,,5868000.0,0.0,,,,,,,0.0,,-148000.0,,1521000.0,,,,-217000.0,,,,,,-1086000.0,,,13113000.0,,,-8214000.0,,,41012000.0,,,,,,,,,,,,1814000.0,,,-869000.0,-0.021735,-869000.0,32001000.0,,,,,,44284000.0,,,,,,580000.0,,,,7245000.0,,,,,,,,,,,,,,,,,,39981597.0,,,5360000.0,,-12000.0,,,,,,,,2979000.0,,,,,,,94536000.0,,,,,,,,,,,,,,,,,2174000.0,,-6400000.0,,,,,-869000.0,-3477000.0,0.0,,,,,,,,,,,,,,,,
875577600,,,,,,,,,,,,,,,,,-217000.0,46678636.0,,,,,-1158000.0,,,,,,,,2679000.0,-2098000.0,115132000.0,-11067000.0,,,,,,,0.0,,-0.021723,,,,,,,,,5069000.0,0.0,,,,,,,0.0,,-1014000.0,,1376000.0,,,,-941000.0,,,,,,-1955000.0,,,12672000.0,,,-8969000.0,,,-314000.0,,,,,,,,,,,,-291000.0,,,-1014000.0,-0.021723,-1014000.0,-11672000.0,,,,,,117000.0,,,,,,434000.0,,,,7603000.0,,,,,,,,,,,,,,,,,,46678636.0,,,5286000.0,,2000.0,,,,,,,,2894000.0,,,,,,,126860000.0,,,,,,,,,,,,,,,,,2172000.0,,-9260000.0,,,,,-1014000.0,3405000.0,0.0,,,,,,,,,,,,,,,,
