,annualOtherNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualCapitalExpenditure,annualSellingGeneralAndAdministration,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyOperatingIncome,quarterlyDilutedAverageShares,annualBasicEPS,trailingInterestExpense,trailingCapitalExpenditure,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,trailingBeginningCashPosition,annualChangesInAccountReceivables,quarterlyNonCurrentDeferredRevenue,annualChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,annualTaxProvision,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,quarterlyStockBasedCompensation,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyBasicEPS,annualRepaymentOfDebt,annualInterestExpense,annualTotalRevenue,trailingChangeInAccountPayable,quarterlyChangeInAccountPayable,trailingChangesInAccountReceivables,trailingRepurchaseOfCapitalStock,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyCurrentAssets,annualGrossProfit,annualTotalNonCurrentAssets,trailingCommonStockIssuance,annualFreeCashFlow,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,annualOtherCurrentAssets,quarterlyOtherShortTermInvestments,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyRetainedEarnings,annualDilutedEPS,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,annualChangeInInventory,trailingNetIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,trailingTaxProvision,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualNetIncome,annualCurrentDebt,annualCostOfRevenue,annualCashDividendsPaid,trailingSaleOfInvestment,annualSaleOfInvestment,annualIncomeTaxPayable,trailingInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyNetIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,quarterlyOtherCurrentLiabilities,annualLongTermDebt,trailingPurchaseOfInvestment,quarterlyCommonStockIssuance,trailingCashDividendsPaid,annualOtherNonCashItems,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,quarterlyInventory,quarterlyOtherIncomeExpense,annualStockBasedCompensation,quarterlyGoodwill,annualGoodwill,quarterlyCostOfRevenue,trailingStockBasedCompensation,annualTotalAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,annualCurrentLiabilities,annualDilutedAverageShares,annualRetainedEarnings,trailingChangeInInventory,annualInventory,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,annualPurchaseOfInvestment,quarterlyLongTermDebt,quarterlyBasicAverageShares,trailingChangeInWorkingCapital,annualCapitalStock,quarterlyOperatingExpense,annualCommonStockIssuance,quarterlyCashDividendsPaid,annualOtherIncomeExpense,trailingGrossProfit,annualNetPPE,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,annualAccountsPayable,quarterlyDepreciationAndAmortization,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingRepaymentOfDebt,annualEndCashPosition,annualOperatingIncome,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,annualBasicAverageShares,trailingChangeInCashSupplementalAsReported,trailingEndCashPosition,quarterlyChangesInAccountReceivables,annualCashAndCashEquivalents,annualGrossPPE,trailingPretaxIncome,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyInterestExpense,annualNetOtherInvestingChanges,quarterlyFreeCashFlow,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyNetOtherFinancingCharges,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingNetOtherFinancingCharges,trailingBasicEPS,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,quarterlyCurrentDeferredRevenue,annualCurrentDeferredRevenue,trailingDilutedEPS,annualOtherIntangibleAssets
1191110400,,,14308000.0,,,,2083721000.0,,,-67338000.0,,,,,,,47088000.0,140223000.0,,,,77322000.0,7960000.0,92596000.0,-2046000.0,,,,,,54666000.0,8519000.0,358823000.0,-213199000.0,,,,,,,1893924000.0,,0.08,,,,,,,,3959000.0,66202000.0,603295000.0,,,,,,,93243000.0,,1617000.0,,7744000.0,,,68771000.0,9452000.0,,72711000.0,,1893634000.0,544387000.0,20904000.0,,,113146000.0,-190087000.0,,-141721000.0,,,15361000.0,,,,,,,,,,,,49946000.0,15494000.0,,11452000.0,0.08,11452000.0,-136511000.0,36727000.0,,647000.0,,,15361000.0,,,,,23760000.0,-24357000.0,,,,46944000.0,,,74619000.0,,,,,,,,,507660000.0,,,,,,135509000.0,,,19114000.0,,0.0,,,,,,,,-172000.0,,,,,427594000.0,358823000.0,495334000.0,0.0,,,,,1928259000.0,,,,,,,,-12659000.0,,,941000.0,,-91775000.0,,637630000.0,,,11452000.0,0.0,2531554000.0,,,,,,,,,,,,,,,,
1199059200,16436000.0,,-139000.0,91431000.0,,,2324914000.0,,,-9509000.0,-217851000.0,16380000.0,-510877000.0,38167000.0,,606094000.0,47450000.0,,1.05,,,48692000.0,-13841000.0,58438000.0,-19078000.0,,,,,26219000.0,53607000.0,-10974000.0,314794000.0,-212490000.0,0.0,19933000.0,,139345000.0,,33323000.0,2058934000.0,33040000.0,,,3294000.0,461435000.0,,,,,862000.0,74203000.0,606094000.0,292129000.0,2129404000.0,,-281688000.0,,,134507000.0,676564000.0,-1260000.0,-9578000.0,13747000.0,,48692000.0,78770000.0,-18620000.0,,112240000.0,1.04,2107063000.0,542057000.0,46542000.0,-1187000.0,,115077000.0,-217851000.0,,-199766000.0,,288575000.0,124181000.0,,,139345000.0,139345000.0,,169306000.0,-13406000.0,,96665000.0,,,43345000.0,16436000.0,-360183000.0,65162000.0,,65162000.0,-44029000.0,57941000.0,2058934000.0,33323000.0,,,124181000.0,,12155000.0,484116000.0,,23197000.0,-276000.0,,,,40874000.0,,2735498000.0,79419000.0,33040000.0,130732000.0,27757000.0,134507000.0,133985577.0,112240000.0,,23197000.0,484116000.0,,79419000.0,,-13079000.0,,,,0.0,26753000.0,144138000.0,0.0,-34038000.0,,2107063000.0,78770000.0,393564000.0,-139000.0,58438000.0,-2835000.0,229189000.0,542057000.0,,228455000.0,393564000.0,314794000.0,358823000.0,0.0,,314794000.0,200698000.0,,2129404000.0,132709524.0,,,,314794000.0,2324914000.0,,7759000.0,,,632000.0,-17099000.0,-156421000.0,159278000.0,676564000.0,,,65162000.0,0.0,2735498000.0,57941000.0,,,,,,,,,,,,,,,
1206921600,,,-3104000.0,,,,2475909000.0,,,40510000.0,,,,,,,43339000.0,144375000.0,,,,78165000.0,15699000.0,125516000.0,-1016000.0,,,,,,50369000.0,104000.0,252199000.0,-121766000.0,,,,,,,2125609000.0,,0.2,,,,,,,,147000.0,79135000.0,521118000.0,,,,,,,130602000.0,,12913000.0,,19868000.0,,,72199000.0,22266000.0,,141148000.0,,2258058000.0,563273000.0,51174000.0,,,123655000.0,-217851000.0,,-158030000.0,,,6484000.0,,,,,,,,,,,,53824000.0,16127000.0,,28908000.0,0.2,28908000.0,-62595000.0,57990000.0,,5086000.0,,,30263000.0,,,,,22679000.0,9295000.0,,,,44520000.0,,,93525000.0,,,,,,,,,505283000.0,,,,,,143372000.0,,,35796000.0,,-23779000.0,,,,,,,,7030000.0,,,,,324398000.0,252199000.0,314794000.0,0.0,,,,,2298366000.0,,,,,,,,-4350000.0,,,1054000.0,,-104206000.0,,693875000.0,,,28908000.0,0.0,2819484000.0,,,,,,,,,,,,,,,,
1214784000,,,-3402000.0,,,,2761163000.0,,,38877000.0,,,,,,,14780000.0,144851000.0,,,,56111000.0,11175000.0,171980000.0,60774000.0,,,,,,22296000.0,2351000.0,148961000.0,-274838000.0,,,,,,,2137334000.0,,0.06,,,,,,,,-3510000.0,40995000.0,391167000.0,,,,,,,172418000.0,,-20639000.0,,9759000.0,,,78512000.0,5006000.0,,149495000.0,,2543312000.0,667115000.0,13353000.0,,,88042000.0,-217851000.0,,-266593000.0,,,78493000.0,,,,,,,,,,,,92792000.0,15996000.0,,8347000.0,0.06,8347000.0,-103238000.0,70477000.0,,438000.0,,,3493000.0,,,,,26319000.0,-1163000.0,,,,47047000.0,,,81264000.0,,,,,,,,,521638000.0,,,,,75000000.0,143720000.0,,,26215000.0,,0.0,,,,,,,,7516000.0,,,,,227473000.0,148961000.0,252199000.0,0.0,,,,,2585700000.0,,,,,,,,-49473000.0,,,264000.0,,-173801000.0,,839533000.0,,,8347000.0,75000000.0,2976867000.0,,,,,,,,,,,,,,,,
1222732800,,,2441000.0,,,,3010474000.0,,,39870000.0,,,,,,,13571000.0,144975000.0,,,,158711000.0,6468000.0,191529000.0,-44716000.0,,,,,,22620000.0,0.0,112209000.0,-260811000.0,,,,,,,2163567000.0,,0.1,,,,,,,,-39885000.0,41774000.0,397132000.0,,,,,,,192425000.0,,66275000.0,,10829000.0,,,,6630000.0,,163533000.0,,2792623000.0,865872000.0,20668000.0,,,93738000.0,-217851000.0,,-253684000.0,,,214174000.0,,,,,,,,,,,,17908000.0,8944000.0,,14038000.0,0.1,14038000.0,-36752000.0,64567000.0,,896000.0,,,4597000.0,,,,,65401000.0,8135000.0,,,,51964000.0,,,60811000.0,,,,,,,,,501305000.0,,,,,300000000.0,143831000.0,,,28203000.0,,0.0,,,,,,,,9049000.0,,,,,112209000.0,112209000.0,148961000.0,0.0,,,,,2824732000.0,,,,,,,,-46997000.0,,,1038000.0,,-235776000.0,,1058297000.0,,,14038000.0,0.0,3221864000.0,,,,,,,,,,,,,,,,
1230681600,8383000.0,,45302000.0,118024000.0,,,3252228000.0,,,3096000.0,-254728000.0,16681000.0,-908853000.0,47187000.0,,351294000.0,-843000.0,,0.51,,,6189000.0,-16661000.0,68571000.0,-12049000.0,,,,,-246412000.0,11695000.0,-20279000.0,68382000.0,-260134000.0,0.0,22824000.0,,73167000.0,,61619000.0,2517756000.0,32991000.0,,,2952000.0,380659000.0,,,,,-2656000.0,26967000.0,351294000.0,188465000.0,3027530000.0,,-790772000.0,,,173059000.0,861068000.0,-42488000.0,2993000.0,6731000.0,,6189000.0,70383000.0,-11078000.0,,157541000.0,0.5,2997500000.0,688009000.0,10796000.0,-45904000.0,,75630000.0,-254728000.0,,-230546000.0,,314794000.0,262015000.0,,,73167000.0,73167000.0,,192194000.0,-23779000.0,,122353000.0,,,-46443000.0,8383000.0,-917549000.0,21874000.0,,21874000.0,-43827000.0,84593000.0,2517756000.0,61619000.0,200000000.0,,362770000.0,,16061000.0,403416000.0,,69896000.0,12235000.0,,,,48663000.0,,3378824000.0,45640000.0,32991000.0,561166000.0,36133000.0,173059000.0,145888728.0,157541000.0,,69896000.0,403416000.0,,45640000.0,,-113225000.0,200000000.0,,,0.0,27810000.0,401123000.0,0.0,28502000.0,,2997500000.0,70383000.0,138765000.0,45302000.0,68571000.0,12538000.0,118081000.0,688009000.0,,106574000.0,138765000.0,68382000.0,112209000.0,0.0,,68382000.0,70441000.0,,3027530000.0,144740658.0,,,,68382000.0,3252228000.0,,-12405000.0,,,596000.0,-17824000.0,-276989000.0,95991000.0,861068000.0,,,21874000.0,0.0,3378824000.0,84593000.0,,,,,,,,,,,,,,,
1238457600,,,-15612000.0,,,,,4221000.0,,3242000.0,,,,,,,22518000.0,157196000.0,,,,36074000.0,-25138000.0,112882000.0,7648000.0,,,,,,42335000.0,3462000.0,176811000.0,-155422000.0,,,,,,,2618759000.0,,0.35,,,,,,,,1923000.0,60806000.0,451270000.0,,,,,,,117928000.0,,12182000.0,,18800000.0,,,81943000.0,-25005000.0,-362000.0,211882000.0,,3150222000.0,893317000.0,29336000.0,,,110524000.0,,,-155347000.0,,,216447000.0,,,,,,,,,,,,48823000.0,6734000.0,,54341000.0,0.35,54341000.0,108429000.0,0.0,,0.0,,,28941000.0,,,,,68068000.0,7687000.0,,,,49718000.0,,,60837000.0,548000.0,,,,,,,,395043000.0,,,,,415000000.0,155184000.0,,,38288000.0,,-27132000.0,,,,,,,,12130000.0,,,,,258754000.0,176811000.0,68382000.0,0.0,,,,,3178734000.0,,,,-15197000.0,,,,-6779000.0,,,869000.0,,-106524000.0,,1011245000.0,,,54341000.0,0.0,3630004000.0,,,,,,,,,,,,,,,,
1246320000,,,6628000.0,,,,,6791000.0,,174000.0,,,,,,,37584000.0,157763000.0,,,,136565000.0,17209000.0,130549000.0,-27390000.0,,,,,,36390000.0,-3462000.0,173905000.0,-151511000.0,,,,,,,2667045000.0,,0.01,,,,,,,,-13928000.0,77515000.0,477726000.0,,,,,,,138103000.0,,8048000.0,,13253000.0,,,,17358000.0,-6520000.0,213109000.0,,3296595000.0,1007485000.0,18585000.0,,,138528000.0,,,-155002000.0,,,88247000.0,,,,,,,,,,,,26369000.0,11429000.0,,1227000.0,0.01,1227000.0,-33905000.0,80999000.0,,0.0,,,18451000.0,,,,,89105000.0,-16664000.0,,,,61013000.0,,,78151000.0,486000.0,,,,,,,,441137000.0,,,,,485000000.0,155805000.0,,,39931000.0,,0.0,,,,,,,,15470000.0,,,,,173905000.0,173905000.0,176811000.0,0.0,,,,,3334907000.0,,,,-17314000.0,,,,,,,2335000.0,,-128633000.0,,1145588000.0,,,1227000.0,6316000.0,3812633000.0,,,,,,,,,,,,,,,,
1254268800,,,19166000.0,,,,,5774000.0,,34684000.0,,,,,,,9311000.0,158907000.0,,,,46617000.0,9816000.0,170202000.0,-52338000.0,,,,,,19239000.0,5756000.0,208609000.0,-136756000.0,,,,,5745000.0,,2686688000.0,,-0.11,,,,,,,,-79994000.0,60598000.0,610771000.0,,,,,,,179161000.0,,1685000.0,,14658000.0,,,84441000.0,10357000.0,-1231000.0,196143000.0,,3450584000.0,1247454000.0,-6609000.0,,,149250000.0,,,-172832000.0,,,217590000.0,,,,,,,,,,,,-13787000.0,23944000.0,,-16966000.0,-0.11,-16966000.0,69922000.0,0.0,,1439000.0,,,16384000.0,,,,,170400000.0,-16936000.0,,,,88652000.0,,,71647000.0,1469000.0,,,,,,,,474012000.0,,,,,685000000.0,156164000.0,,,51287000.0,,0.0,,,,,,,,23200000.0,,,,,293050000.0,208609000.0,138687000.0,0.0,,,,,3502532000.0,,,,6504000.0,,,,-4364000.0,,,2648000.0,,-186619000.0,,1426615000.0,,,-16966000.0,2437000.0,4113303000.0,,,,,,,,,,,,,,,,
1262217600,33641000.0,,51049000.0,177441000.0,,,3919131000.0,4501000.0,,7181000.0,-337333000.0,20309000.0,-657175000.0,63687000.0,,604040000.0,80869000.0,,0.55,,,61159000.0,18422000.0,155432000.0,-45350000.0,,,-47930000.0,,91898000.0,90983000.0,24919000.0,160280000.0,-139703000.0,-4784000.0,21500000.0,,86538000.0,5241000.0,662000.0,2751761000.0,1666000.0,,-123177000.0,8448000.0,623904000.0,,,,,1227000.0,128804000.0,604040000.0,317586000.0,3643317000.0,,-542069000.0,,,190460000.0,1495596000.0,3553000.0,-117430000.0,17864000.0,,61159000.0,115280000.0,18790000.0,-115064000.0,216158000.0,0.55,3581798000.0,1305136000.0,66726000.0,-90772000.0,,235739000.0,-337333000.0,,-173994000.0,,68382000.0,37534000.0,,,86538000.0,86538000.0,,306318000.0,-27132000.0,,48258000.0,4501000.0,,53701000.0,33641000.0,-587611000.0,47936000.0,,47936000.0,-48329000.0,0.0,2751761000.0,662000.0,715000000.0,,4746000.0,,5321000.0,493881000.0,,173750000.0,-14259000.0,28753000.0,,,106935000.0,,4247357000.0,93571000.0,1666000.0,559818000.0,72461000.0,190460000.0,158620888.0,216158000.0,,173750000.0,493881000.0,,93571000.0,,-9693000.0,715000000.0,,,2378759000.0,47935000.0,68522000.0,0.0,-39831000.0,,3581798000.0,115280000.0,275560000.0,51049000.0,155432000.0,21661000.0,115106000.0,1305136000.0,,188947000.0,275560000.0,160280000.0,208609000.0,2378759000.0,,160280000.0,140145000.0,,3643317000.0,155942151.0,,,-21923000.0,160280000.0,3919131000.0,,2191000.0,,,2596000.0,30999000.0,-120293000.0,108038000.0,1495596000.0,,,47936000.0,-13537000.0,4247357000.0,0.0,,,,,,,,,,,,,,,
1269993600,,,60296000.0,,,,,8425000.0,,8000.0,,,,,,,45778000.0,159093000.0,,,,65515000.0,13095000.0,124099000.0,-18040000.0,,,,,,76281000.0,-667000.0,113615000.0,-119329000.0,,,,,15168000.0,,2805133000.0,,0.14,,,,,,,,-25542000.0,121078000.0,589224000.0,,,,,,,147052000.0,,2991000.0,,28430000.0,,,130510000.0,18942000.0,-81539000.0,238490000.0,,3653294000.0,1357560000.0,41274000.0,,,239305000.0,,,-112563000.0,,,-1646000.0,,,,,,,,,,,,74491000.0,39522000.0,,22332000.0,0.14,22332000.0,-46665000.0,0.0,,549000.0,,,3718000.0,,,,,205271000.0,-1376000.0,,,,118227000.0,,,73181000.0,1327000.0,,,,,,,,521908000.0,,,,,735000000.0,156692000.0,,,75300000.0,,-26830000.0,,,,,,,,30503000.0,,,,,244125000.0,113615000.0,160280000.0,0.0,,,,,3720521000.0,,,,20390000.0,,,,-6107000.0,,,4504000.0,,-38072000.0,,1504612000.0,,,22332000.0,3005000.0,4309745000.0,,,,,,,,,,,,,,,,
1277856000,,,83604000.0,,,,,19196000.0,,1082000.0,,,,,,,99943000.0,159920000.0,,,,86292000.0,431000.0,153978000.0,22675000.0,,,,,,167861000.0,-708000.0,147807000.0,-116826000.0,,,,,11167000.0,,2949539000.0,,0.64,,,,,,,,-16068000.0,180883000.0,652012000.0,,,,,,,192810000.0,,4081000.0,,23240000.0,,,153846000.0,8189000.0,-1109573000.0,338850000.0,,3739239000.0,1352423000.0,108549000.0,,,347456000.0,,,-117017000.0,,,-10422000.0,,,,,,,,,,,,161574000.0,77652000.0,,100360000.0,0.63,100360000.0,34192000.0,0.0,,1622000.0,,,10639000.0,,,,,196872000.0,23132000.0,,,,166573000.0,,,65355000.0,9889000.0,,,,,,,,509958000.0,,,,,735000000.0,156899000.0,,,80940000.0,,0.0,,,,,,,,44003000.0,,,,,301653000.0,147807000.0,113615000.0,0.0,,,,,3842760000.0,,,,7826000.0,,,,-183000.0,,,15309000.0,,44557000.0,,1545233000.0,,,100360000.0,-12488000.0,4494772000.0,,,,,,,,,,,,,,,,
1285804800,,,17461000.0,,,,,4753000.0,,12623000.0,,,,,,,121177000.0,170679000.0,,,,87148000.0,33176000.0,197229000.0,-14049000.0,,,,,,226344000.0,-50000.0,141192000.0,-163798000.0,,,,,9376000.0,,3614630000.0,,0.73,,,,,,,,-30303000.0,201804000.0,613677000.0,,,,,,,232978000.0,,3968000.0,,19925000.0,,,67994000.0,42016000.0,-92664000.0,460311000.0,,4796886000.0,1664364000.0,163477000.0,,,398478000.0,,,-174058000.0,,,531000.0,,,,,,,,,,,,156829000.0,71566000.0,,121461000.0,0.71,121461000.0,-6615000.0,0.0,,1928000.0,,,19526000.0,,,,,230642000.0,57022000.0,,,,196674000.0,,,83814000.0,19581000.0,,,,,,,,835478000.0,,,,,715000000.0,167461000.0,,,80627000.0,,0.0,,,,,,,,48145000.0,,,,,209186000.0,141192000.0,147807000.0,0.0,,,,,4898295000.0,,,,-18459000.0,,,,-2313000.0,,,14722000.0,,-17229000.0,,1897342000.0,,,121461000.0,3669000.0,5511972000.0,,,,,,,,,,,,,,,,
1293753600,61502000.0,,28390000.0,335696000.0,,,5103162000.0,14450000.0,,22582000.0,-538599000.0,66928000.0,-511641000.0,94327000.0,,674222000.0,134727000.0,,2.05,,,89776000.0,20226000.0,170967000.0,-88837000.0,,,-19379000.0,,-58948000.0,206696000.0,-620000.0,95560000.0,-123353000.0,1245000.0,103087000.0,,332116000.0,5924000.0,142000.0,3665450000.0,9743000.0,,-1392019000.0,49493000.0,1517400000.0,,,,,-19394000.0,243006000.0,674222000.0,839928000.0,4827776000.0,,-28171000.0,,,303311000.0,1836548000.0,2495000.0,-98251000.0,22732000.0,,188885000.0,105684000.0,33940000.0,-108243000.0,440265000.0,2.0,4564563000.0,1531590000.0,121903000.0,-91305000.0,,439004000.0,-538599000.0,,-108003000.0,,163593000.0,-10408000.0,,,332116000.0,332116000.0,,677472000.0,-26830000.0,,36586000.0,14450000.0,,90576000.0,61502000.0,-517534000.0,87963000.0,,87963000.0,-45632000.0,0.0,3665450000.0,142000.0,650000000.0,,50776000.0,,-64508000.0,737701000.0,,267743000.0,-65646000.0,41635000.0,200064000.0,200064000.0,195998000.0,,5501998000.0,112949000.0,9743000.0,-21945000.0,192486000.0,303169000.0,165842000.0,440265000.0,,267743000.0,736054000.0,,112949000.0,,-45741000.0,650000000.0,,,0.0,108279000.0,84659000.0,0.0,-19536000.0,,4564563000.0,105684000.0,104645000.0,28390000.0,170967000.0,69835000.0,483470000.0,1533379000.0,,677182000.0,201244000.0,95560000.0,141192000.0,0.0,,104645000.0,504232000.0,,4826129000.0,162386000.0,,,-29135000.0,104645000.0,5103162000.0,,-37312000.0,,,14958000.0,-2510000.0,-17427000.0,435203000.0,1834901000.0,,,87963000.0,-6958000.0,5500351000.0,0.0,,,,,,,,,,,,,,,
1301529600,,,30593000.0,,,,,1393000.0,,10965000.0,,,,,,,99442000.0,172863000.0,,,,92572000.0,8879000.0,157504000.0,24096000.0,,,,,,153299000.0,492000.0,108433000.0,-89957000.0,,,,,17303000.0,,3741463000.0,,0.27,,,,,,,,-16595000.0,213501000.0,666581000.0,,,,,,,271412000.0,,5935000.0,,35152000.0,,,106359000.0,32098000.0,-53053000.0,485529000.0,,4595545000.0,1510326000.0,77362000.0,,,412068000.0,,,-96849000.0,,,-68842000.0,,,,,,,,,,,,171043000.0,58396000.0,,45264000.0,0.26,45264000.0,12873000.0,0.0,,0.0,,,10031000.0,,,,,283597000.0,-8320000.0,,200064000.0,,198567000.0,,,71566000.0,20513000.0,,,,,,,,759023000.0,,,,,600000000.0,168853000.0,,,114059000.0,,-25820000.0,,,,,,,,61929000.0,,,,,214792000.0,108433000.0,95560000.0,0.0,,,,,4856620000.0,,,,41383000.0,,,,-4565000.0,,,14008000.0,,74194000.0,,1781738000.0,,,45264000.0,-3053000.0,5523201000.0,,,,,,,,,,,,,,,,
1309392000,,,27326000.0,,,,,8028000.0,,2470000.0,,,,,,,120291000.0,172448000.0,,,,101477000.0,17035000.0,210762000.0,1125000.0,,,,,,178214000.0,-1521000.0,132950000.0,-116173000.0,,,,,10465000.0,,3826984000.0,,0.41,,,,,,,,-37667000.0,220937000.0,727946000.0,,,,,,,293807000.0,,3957000.0,,24122000.0,,,2470000.0,35941000.0,-84186000.0,554354000.0,,4647580000.0,1520865000.0,104766000.0,,,433691000.0,,,-114402000.0,,,-22180000.0,,,,,,,,,,,,162821000.0,63295000.0,,68825000.0,0.4,68825000.0,24517000.0,0.0,,0.0,,,5319000.0,,,,,319887000.0,-1312000.0,,200064000.0,,212754000.0,,,64821000.0,9808000.0,,,,,,,,770832000.0,,,,,600000000.0,169029000.0,,,100646000.0,,-23313000.0,,,,,,,,59235000.0,,,,,135420000.0,132950000.0,108433000.0,0.0,,,,,4913710000.0,,,,6745000.0,,,,-2720000.0,,,14213000.0,,48419000.0,,1814672000.0,,,68825000.0,0.0,5641656000.0,,,,,,,,,,,,,,,,
1317340800,,,-17192000.0,,,,,9927000.0,,0.0,,,,,,,186223000.0,169238000.0,,,,117782000.0,-73348000.0,226414000.0,-15955000.0,,,,,,-28516000.0,245000.0,110425000.0,-247772000.0,,,,,10183000.0,,3722764000.0,,-0.48,,,,,,,,-12631000.0,283347000.0,797534000.0,,,,,,,355495000.0,,7572000.0,,20410000.0,,,150912000.0,-28970000.0,-77564000.0,472740000.0,,4493849000.0,1465792000.0,-110584000.0,,,520537000.0,,,-164003000.0,,,29106000.0,,,,,,,,,,,,197570000.0,52604000.0,,-81614000.0,-0.48,-81614000.0,-22525000.0,0.0,,17308000.0,,,7735000.0,,,,,336342000.0,-281843000.0,,200064000.0,,237190000.0,,,78779000.0,19855000.0,,,,,,,,677072000.0,,,,,650000000.0,169238000.0,,,97124000.0,,-23571000.0,,,,,,,,67104000.0,,,,,261337000.0,110425000.0,132950000.0,0.0,,,,,4746517000.0,,,,-13958000.0,,,,-84014000.0,,,14964000.0,,33567000.0,,1821287000.0,,,-81614000.0,-2494000.0,5544051000.0,,,,,,,,,,,,,,,,
1325289600,38725000.0,0.0,-7106000.0,454651000.0,,,4635027000.0,0.0,,-3514000.0,-739672000.0,-275773000.0,-482831000.0,107926000.0,,870903000.0,85114000.0,,-3.36,,,110369000.0,-228339000.0,203547000.0,-39537000.0,,,37050000.0,498572000.0,116813000.0,-759369000.0,-32147000.0,179447000.0,-306582000.0,-2545000.0,-209673000.0,,-568895000.0,10199000.0,30473000.0,3202972000.0,9356000.0,,-218092000.0,55039000.0,1816632000.0,,,,,23827000.0,227936000.0,821580000.0,940554000.0,4155661000.0,,180631000.0,,,254444000.0,1811401000.0,6481000.0,-30271000.0,28242000.0,,255780000.0,151981000.0,-248742000.0,-3289000.0,-129021000.0,-3.36,3895355000.0,1564655000.0,-850172000.0,-43066000.0,,455503000.0,-739672000.0,,-107577000.0,,104645000.0,244461000.0,,-244727000.0,-568955000.0,-568895000.0,,876078000.0,-98354000.0,,9440000.0,0.0,,132028000.0,88048000.0,-727558000.0,-601430000.0,,-601370000.0,69022000.0,145988000.0,3202972000.0,30473000.0,920095000.0,,3451000.0,,-7616000.0,498572000.0,,268072000.0,-917996000.0,48150000.0,229279000.0,229279000.0,227567000.0,,5026564000.0,75899000.0,9356000.0,182545000.0,261781000.0,248003000.0,169410000.0,-129021000.0,,317395000.0,498572000.0,,75899000.0,,-91115000.0,920095000.0,,,0.0,142822000.0,26536000.0,-25650000.0,-1209492000.0,,3887657000.0,151981000.0,221458000.0,-7106000.0,208174000.0,73513000.0,663462000.0,1563398000.0,,-461808000.0,331428000.0,179447000.0,110425000.0,0.0,,221458000.0,485903000.0,,4212682000.0,169353000.0,,,2880000.0,221458000.0,4635027000.0,,-297000.0,,,17290000.0,-32931000.0,24451000.0,-778628000.0,1819099000.0,,,-601370000.0,-51000.0,5034262000.0,0.0,,,,,,,,,,,,,,,
