,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyBasicAverageShares,annualNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualRepurchaseOfCapitalStock,trailingRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCurrentAccruedExpenses,quarterlyGrossPPE,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualTaxProvision,quarterlyTotalRevenue,annualCashAndCashEquivalents,trailingNetOtherFinancingCharges,annualCapitalExpenditure,trailingCostOfRevenue,annualCurrentAssets,annualInterestExpense,annualTotalRevenue,trailingBeginningCashPosition,annualChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,annualOtherNonCurrentAssets,quarterlyEndCashPosition,quarterlyStockBasedCompensation,trailingOperatingExpense,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualNetIncomeCommonStockholders,annualAccumulatedDepreciation,annualChangeInAccountPayable,quarterlyEbitda,quarterlyDilutedEPS,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyPretaxIncome,annualRetainedEarnings,trailingCommonStockIssuance,quarterlyGoodwill,trailingFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyNetOtherInvestingChanges,trailingNetIncome,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualBeginningCashPosition,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,annualCostOfRevenue,annualCurrentDebt,annualNetIncome,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,annualFreeCashFlow,trailingTaxProvision,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,annualStockholdersEquity,annualDilutedEPS,trailingOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyOperatingCashFlow,annualBasicEPS,quarterlyOtherCurrentLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyLongTermDebt,annualPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,trailingCashDividendsPaid,annualCapitalStock,quarterlyTaxProvision,annualBasicAverageShares,quarterlyDilutedAverageShares,quarterlyOperatingExpense,quarterlyNetPPE,annualOtherIntangibleAssets,annualGrossProfit,annualStockBasedCompensation,quarterlyAccountsReceivable,annualCurrentLiabilities,annualGoodwill,quarterlyCurrentAccruedExpenses,annualNetPPE,annualSaleOfInvestment,quarterlyCostOfRevenue,annualOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,annualEbitda,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,annualOtherNonCurrentLiabilities,annualChangeInCashSupplementalAsReported,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,trailingPretaxIncome,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingInterestExpense,annualPretaxIncome,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,annualNonCurrentDeferredRevenue,quarterlyTotalAssets,annualEndCashPosition,trailingOperatingIncome,annualOperatingIncome,trailingTotalRevenue,trailingOtherIncomeExpense,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualDilutedAverageShares,trailingEndCashPosition,quarterlyCurrentDebt,annualAccountsPayable,quarterlyDepreciationAndAmortization,trailingInvestingCashFlow,annualGrossPPE,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlySaleOfInvestment,annualChangeInInventory,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,trailingChangeInAccountPayable,annualDeferredIncomeTax,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,trailingCapitalExpenditure,annualOtherShortTermInvestments,quarterlyNonCurrentDeferredTaxesLiabilities,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,annualInventory,trailingChangesInAccountReceivables,quarterlyInventory,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDilutedEPS
1419984000,115053000.0,,,269140000.0,5371523000.0,,-220000000.0,,35199000.0,36122000.0,123287000.0,227176000.0,,123287000.0,11153571000.0,425746000.0,,3461000.0,247573000.0,3852000.0,,-1234275000.0,,152097000.0,202611000.0,933505000.0,,-4311000.0,,141317000.0,11186000.0,3852000.0,4306000.0,,528615000.0,-120502000.0,-129374000.0,5204561000.0,-3198000.0,227558000.0,-1386871000.0,,230970000.0,,,17168000.0,5204561000.0,-1246964000.0,79477000.0,-1246964000.0,,15470000.0,,,-9200000.0,,152097000.0,166962000.0,11012622000.0,5371523000.0,,5613401000.0,15586000.0,4930947000.0,10257000.0,-517556000.0,226345000.0,-1386871000.0,-142789000.0,0.0,53871000.0,,270635000.0,0.0,10860525000.0,627692000.0,,,51085000.0,5613401000.0,1.03,,-80193000.0,,,11186000.0,0.0,-11404000.0,98770000.0,22233000.0,,540762000.0,374661000.0,-153346000.0,78374000.0,-1174859000.0,77788000.0,187611000.0,1.03,0.0,,64386000.0,4930947000.0,,,,6860365000.0,1103000.0,218390885.0,,112123000.0,9766700000.0,1039724000.0,879634000.0,11959000.0,64386000.0,166962000.0,15470000.0,123287000.0,9766700000.0,,20397000.0,627692000.0,-13084000.0,-1662529000.0,16936000.0,6860365000.0,,187611000.0,849873000.0,,,226345000.0,-6405000.0,,3852000.0,,,0.0,-36190000.0,3852000.0,3852000.0,,272601000.0,,71018000.0,36122000.0,11012622000.0,3852000.0,,453888000.0,,,10860525000.0,1039724000.0,32204000.0,-16731000.0,,218767885.0,,,123287000.0,96537000.0,,11153571000.0,,,54956000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,121992000.0,,225346407.0,,5417691000.0,,,,-43004000.0,30933000.0,77594000.0,232891000.0,,,11303067000.0,,,,246867000.0,,,,,,,,,,-6750000.0,,,12190000.0,2552000.0,,,-163769000.0,-133452000.0,,-2183000.0,,,,221290000.0,0.27,,,5294631000.0,-1314952000.0,68655000.0,,,15425000.0,,,18083000.0,,140124000.0,123060000.0,,,,5650036000.0,12862000.0,,,,234187000.0,-1459320000.0,-186296000.0,,,,,0.0,,,,,,,,,54255000.0,,,10314000.0,,,98753000.0,4073000.0,,,,-204126000.0,67581000.0,,67264000.0,117852000.0,,0.0,,,5025036000.0,,,,,1074000.0,,225825854.0,110899000.0,9843747000.0,,,,66831000.0,,,67953000.0,,,13976000.0,,8338000.0,,3852000.0,6964988000.0,,117852000.0,,,,,,,,,,,,12190000.0,12190000.0,,,0.27,60494000.0,,11092153000.0,,,,,,10952029000.0,1056845000.0,,892000.0,,,,34617000.0,,98037000.0,,,,,54598000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,125213000.0,,232403586.0,,5743841000.0,,,,34113000.0,29896000.0,112824000.0,238923000.0,,,12015481000.0,,,,253860000.0,,,,,,,,,,0.0,,,18741000.0,2810000.0,,,-711474000.0,-138365000.0,,-71000.0,,,,222949000.0,0.25,,,5583928000.0,-1388854000.0,66978000.0,,,15386000.0,,,3230000.0,,137239000.0,159913000.0,,,,5960203000.0,12609000.0,,,,243956000.0,-1534780000.0,-642995000.0,,,,,0.0,,,,,,,,,514167000.0,,,9089000.0,,,94097000.0,-454000.0,,,,-722885000.0,66350000.0,,66087000.0,203858000.0,,0.0,,,5305524000.0,,,,,628000.0,,232886185.0,113710000.0,10480701000.0,,,,70318000.0,,,98397000.0,,,14937000.0,,6551000.0,,12190000.0,7349057000.0,,203858000.0,,,,,,,,,,,,18741000.0,18741000.0,,,0.26,59317000.0,,11728314000.0,,,,,,11591075000.0,1051713000.0,,886000.0,,,,,,101101000.0,,,,,54870000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,130148000.0,,236211706.0,,5674733000.0,,,,-24918000.0,26313000.0,97219000.0,245347000.0,,,12105879000.0,,,,258889000.0,,,,,,,,,,0.0,,,7074000.0,2236000.0,,,-120014000.0,-141260000.0,,-3010000.0,,,,228721000.0,0.26,,,5529670000.0,-1463392000.0,68558000.0,,,15372000.0,,,-796000.0,,144166000.0,145063000.0,,,,6039648000.0,10861000.0,,,,247179000.0,-1609914000.0,-154534000.0,,,,,0.0,,,,,,,,,-42891000.0,,,7105000.0,0.0,,150903000.0,-2820000.0,,,,-140721000.0,67813000.0,,67475000.0,151238000.0,,0.0,,,5251549000.0,,,,,745000.0,,236739942.0,115199000.0,10495965000.0,,,,74977000.0,,,78038000.0,,,13542000.0,,-11667000.0,,18741000.0,7503040000.0,,151238000.0,,,,,,,,,,,,7074000.0,7074000.0,,,0.26,60705000.0,,11738569000.0,,,,,,11594403000.0,1043554000.0,,573000.0,,,,,,104338000.0,,,,,55825000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,132065000.0,,,284855000.0,5312537000.0,,-6750000.0,,37336000.0,42840000.0,115826000.0,250771000.0,,102472000.0,12296782000.0,458513000.0,,3169000.0,263668000.0,40294000.0,,-1278426000.0,,168081000.0,218441000.0,1023285000.0,,-2641000.0,0.0,380056000.0,8218000.0,40294000.0,2793000.0,,793559000.0,-183798000.0,-147241000.0,5146367000.0,-1781000.0,256686000.0,-1687665000.0,,242720000.0,,,3527000.0,5146367000.0,-1530210000.0,83832000.0,-1530210000.0,,15321000.0,,,13037000.0,,168081000.0,166170000.0,11865870000.0,5312537000.0,,6531596000.0,12967000.0,4841486000.0,3852000.0,-560318000.0,257334000.0,-1687665000.0,-797528000.0,0.0,55352000.0,,283766000.0,0.0,11697789000.0,692303000.0,,,49298000.0,6531596000.0,1.086693,,-2337000.0,,,8218000.0,517129000.0,-7045000.0,36303000.0,7843000.0,,523194000.0,409215000.0,-210694000.0,83111000.0,-1179055000.0,82941000.0,219355000.0,1.09,0.0,,81678000.0,4841486000.0,,,,8061806000.0,721000.0,235767932.0,,118706000.0,10609117000.0,1034417000.0,967933000.0,10391000.0,81678000.0,166170000.0,15321000.0,102472000.0,10609117000.0,,12897000.0,692303000.0,33220000.0,-1781353000.0,7074000.0,8061806000.0,,219355000.0,915680000.0,,,257334000.0,36442000.0,,40294000.0,,,0.0,33554000.0,40294000.0,40294000.0,,288024000.0,,76171000.0,42840000.0,11865870000.0,40294000.0,,509420000.0,,,11697789000.0,1034417000.0,8640000.0,-4992000.0,,236208390.0,,,115826000.0,105739000.0,,12296782000.0,,,53149000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,131760000.0,,250173815.0,,5536613000.0,,,,-48144000.0,31920000.0,86328000.0,252011000.0,,,12634761000.0,,,,267116000.0,,,,,,,,,,,,,8695000.0,2605000.0,,,-294693000.0,-154115000.0,,-2000000.0,,,,231400000.0,0.25,,,5397802000.0,-1616216000.0,71448000.0,,,15283000.0,,,8340000.0,,123191000.0,138811000.0,,,,6478999000.0,12318000.0,,,,256000000.0,-1768272000.0,-958339000.0,,,,,0.0,,,,,,,,,126804000.0,,,5256000.0,,,30258000.0,-5412000.0,,,,-314071000.0,70484000.0,,70243000.0,136290000.0,,0.0,,,5105098000.0,,,,,964000.0,,250698023.0,120251000.0,10866489000.0,,,,82990000.0,,,74981000.0,,,15105000.0,,-31599000.0,,40294000.0,8095215000.0,,136290000.0,,,,,,,,,,,,8695000.0,8695000.0,,,0.25,63473000.0,,12037103000.0,,,,,,11913912000.0,1017411000.0,,5081000.0,,,,,,107933000.0,,,,,52019000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,132041000.0,,253375546.0,,5429354000.0,,,,35813000.0,29743000.0,130024000.0,256368000.0,,,12839945000.0,,,,271039000.0,,,,,,,,,,,,,20443000.0,3947000.0,,,-296395000.0,-158006000.0,,-750000.0,,,,239798000.0,0.27,,,5245307000.0,-1699966000.0,77021000.0,,,15220000.0,,,-13174000.0,,157816000.0,184047000.0,,,,6800641000.0,13985000.0,,,,263098000.0,-1841790000.0,-1192994000.0,,,,,0.0,,,,,,,,,83006000.0,,,6461000.0,,,15481000.0,280000.0,,,,-307203000.0,76068000.0,,75815000.0,225137000.0,,0.0,,,4947604000.0,,,,,953000.0,,253973745.0,124327000.0,10998155000.0,,,,87166000.0,,,115034000.0,,,14671000.0,,11748000.0,,8695000.0,8500607000.0,,225137000.0,,,,,,,,,,,,20443000.0,20443000.0,,,0.27,69045000.0,,12249431000.0,,,,,,12091615000.0,1063045000.0,,1865000.0,,,,,,110342000.0,,,,,52435000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,135476000.0,,258085633.0,,5765956000.0,,,,22627000.0,86479000.0,22190000.0,261496000.0,,,13152423000.0,,,,277174000.0,,,,,,,,,,-9026000.0,,,29801000.0,2652000.0,,,-382281000.0,-161963000.0,,-992000.0,,,,244201000.0,0.27,,,5613647000.0,-1785630000.0,78096000.0,,,15165000.0,,,9563000.0,,180328000.0,152309000.0,,,,6754731000.0,12103000.0,,,,271532000.0,-1913580000.0,-583364000.0,,,,,0.0,,,,,,,,,173856000.0,,,6426000.0,47000.0,,42199000.0,-2377000.0,,,,-411938000.0,77202000.0,,77072000.0,217783000.0,,0.0,,,5250697000.0,,,,,894000.0,,258673914.0,126020000.0,11238843000.0,,,,94498000.0,,,76379000.0,,,15678000.0,,9358000.0,,20443000.0,8540361000.0,,217783000.0,,,,,,,,,,,,29801000.0,29801000.0,,,0.27,70302000.0,,12536453000.0,,,,,,12356125000.0,1087648000.0,,-3982000.0,,,,42761000.0,,113917000.0,,,,,52188000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,139122000.0,,,316477000.0,6365818000.0,,-9026000.0,,22940000.0,74098000.0,121156000.0,270432000.0,,104207000.0,13864416000.0,501909000.0,,3262000.0,287843000.0,9420000.0,,-1812318000.0,,164621000.0,209967000.0,1103172000.0,,-1232000.0,0.0,151996000.0,6344000.0,9420000.0,2803000.0,,383572000.0,-727742000.0,-163512000.0,6189427000.0,-922000.0,288491000.0,-1987200000.0,,264249000.0,,,33236000.0,6189427000.0,-1857168000.0,93174000.0,-1857168000.0,,15067000.0,,,7382000.0,,164621000.0,176391000.0,13152871000.0,6365818000.0,,6766804000.0,13559000.0,5839605000.0,40294000.0,-637596000.0,270708000.0,-1987200000.0,-769046000.0,0.0,62865000.0,,315571000.0,0.0,12988250000.0,804045000.0,,,51966000.0,6766804000.0,1.13,,482526000.0,,,6344000.0,0.0,-4664000.0,64058000.0,10461000.0,,866192000.0,449943000.0,-779106000.0,92724000.0,-1701111000.0,92441000.0,224835000.0,1.13,0.0,,104584000.0,5839605000.0,,,,8623972000.0,450000.0,255066500.0,,131310000.0,11877216000.0,1082320000.0,1040307000.0,12007000.0,104584000.0,176391000.0,15067000.0,104207000.0,11877216000.0,,17411000.0,804045000.0,-20381000.0,-3503743000.0,29801000.0,8623972000.0,,224835000.0,979649000.0,,,270708000.0,-30874000.0,,9420000.0,,,0.0,12111000.0,9420000.0,9420000.0,,319739000.0,,85671000.0,74098000.0,13152871000.0,9420000.0,,538398000.0,,,12988250000.0,1082320000.0,2954000.0,-4196000.0,,255624250.0,,,121156000.0,117751000.0,,13864416000.0,,,53324000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,144288000.0,,263340491.0,,6367463000.0,,,,6258000.0,110468000.0,86638000.0,278950000.0,,,14159761000.0,,,,298025000.0,,,,,,,,,,,,,27598000.0,2753000.0,,,-365312000.0,-168674000.0,,417000.0,,,,266494000.0,0.27,,,6222940000.0,-1952990000.0,90082000.0,,,15036000.0,,,-18222000.0,,201385000.0,144523000.0,,,,7034943000.0,13565000.0,,,,275002000.0,-2075711000.0,-1201120000.0,,,,,0.0,,,,,,,,,170359000.0,,,7056000.0,705012000.0,,44329000.0,4172000.0,,,,-378322000.0,89035000.0,,88870000.0,213131000.0,,0.0,,,5423626000.0,,,,,1047000.0,,263934304.0,134662000.0,12084050000.0,,,,103759000.0,,,73286000.0,,,19075000.0,,18178000.0,,9420000.0,8987933000.0,,213131000.0,,,,,,,,,,,,27598000.0,27598000.0,,,0.27,71586000.0,,13422186000.0,,,,,,13220801000.0,1108096000.0,,139000.0,,,,45405000.0,,121097000.0,,,,,55315000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,144814000.0,,272588332.0,,6553064000.0,,,,37308000.0,113177000.0,115595000.0,283684000.0,,,14362983000.0,,,,300170000.0,,,,,,,,,,,,,10945000.0,4462000.0,,,-299953000.0,-172874000.0,,1463000.0,,,,264889000.0,0.3,,,6379185000.0,-2045127000.0,81700000.0,,,15001000.0,,,14300000.0,,169557000.0,173879000.0,,,,7001406000.0,15781000.0,,,,272789000.0,-2168248000.0,-129395000.0,,,,,0.0,,,,,,,,,35814000.0,,,8818000.0,-74000.0,,53907000.0,95000.0,,,,-327026000.0,81259000.0,,81136000.0,247486000.0,,0.0,,,5988048000.0,,,,,441000.0,,273099487.0,138870000.0,12194735000.0,,,,107147000.0,,,99445000.0,,,16486000.0,,-16653000.0,,27598000.0,9046533000.0,,247486000.0,,,,,,,,,,,,10945000.0,10945000.0,,,0.3,81136000.0,,13574116000.0,,,,,,13404559000.0,1180182000.0,,1807000.0,,,,76759000.0,,123089000.0,,,,,60100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,148203000.0,,275511870.0,,6327492000.0,,,,-35841000.0,103520000.0,92947000.0,289653000.0,,,14609937000.0,,,,306920000.0,,,,,,,,,,0.0,,,3199000.0,3426000.0,,,-248416000.0,-174607000.0,,576000.0,,,,277269000.0,0.32,,,6174441000.0,-2133614000.0,89206000.0,,,14989000.0,,,-2692000.0,,162057000.0,153051000.0,,,,7354429000.0,13881000.0,,,,278645000.0,-2265035000.0,-619009000.0,,,,,0.0,,,,,,,,,61189000.0,,,9364000.0,0.0,,437805000.0,4322000.0,,,,-271205000.0,88073000.0,,87940000.0,179481000.0,,0.0,,,5787027000.0,,,,,1133000.0,,276050671.0,141450000.0,12344902000.0,,,,113721000.0,,,70492000.0,,,17267000.0,,-7746000.0,,10945000.0,9488043000.0,,179481000.0,,,,,,,,,,,,3199000.0,3199000.0,,,0.32,87940000.0,,13701419000.0,,,,,,13539362000.0,1165013000.0,,-4288000.0,,,,41801000.0,,127569000.0,,,,,60494000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,151749000.0,,,319318000.0,6667458000.0,,-408750000.0,,18279000.0,105284000.0,109523000.0,294001000.0,,97805000.0,15016469000.0,557234000.0,,6044000.0,310653000.0,6898000.0,,,,163321000.0,236548000.0,1215768000.0,,-92000.0,0.0,657719000.0,10754000.0,12142000.0,3305000.0,,704938000.0,-340826000.0,-179307000.0,6497136000.0,2309000.0,301514000.0,-2346644000.0,,252047000.0,,,26004000.0,6497136000.0,-2252763000.0,64375000.0,-2252763000.0,,14970000.0,,,21148000.0,,163321000.0,170322000.0,14058166000.0,6667458000.0,,7371501000.0,15219000.0,6111471000.0,15681000.0,-695462000.0,275055000.0,-2346644000.0,-1431844000.0,0.0,69480000.0,64058000.0,318798000.0,0.0,13894845000.0,875850000.0,,,58446000.0,7371501000.0,1.1,,107756000.0,-7500000.0,,10754000.0,0.0,4765000.0,121678000.0,-23874000.0,,375118000.0,498788000.0,-451964000.0,60952000.0,-1254507000.0,60852000.0,235752000.0,1.1,0.0,,119533000.0,6111471000.0,,,,9624264000.0,3423000.0,273465680.0,,142252000.0,12669825000.0,1194930000.0,1146288000.0,13946000.0,119533000.0,170322000.0,14970000.0,97805000.0,12669825000.0,,16652000.0,875850000.0,2682000.0,-3381368000.0,3199000.0,9624264000.0,,235752000.0,1060698000.0,,,275055000.0,-3539000.0,,6898000.0,,,0.0,14534000.0,6898000.0,6898000.0,,325362000.0,,60852000.0,105284000.0,14058166000.0,12142000.0,,589054000.0,,,13894845000.0,1194930000.0,-15286000.0,2250000.0,,273936752.0,,64058000.0,109523000.0,127033000.0,,15016469000.0,,,60639000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,154956000.0,,283917418.0,,7176434000.0,,,,-13196000.0,111997000.0,92379000.0,301743000.0,,,,,,,318295000.0,,,,,,,,,,,,,26582000.0,3662000.0,,,-492835000.0,-185556000.0,,-351000.0,,,,274852000.0,0.29,,,7021151000.0,,84538000.0,,,14943000.0,,-442000.0,1216000.0,,209767000.0,155283000.0,,,,7267980000.0,15684000.0,,,,309508000.0,,-574189000.0,,,,,,,,,,,,,,293746000.0,,,11933000.0,0.0,,-4509000.0,-8996000.0,,,,,83315000.0,,83163000.0,213529000.0,,,,,6594242000.0,,,,,1223000.0,,284345328.0,146787000.0,,,,,125690000.0,,,77427000.0,,,16552000.0,,14440000.0,,12142000.0,9625200000.0,,213529000.0,,,,,,,,,,,,20627000.0,20627000.0,,,0.29,83163000.0,,14474093000.0,,,,,,14264326000.0,1262252000.0,,-2473000.0,,,,,,131103000.0,,,,,59211000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,160697000.0,,284928969.0,,7161605000.0,,,,33699000.0,111814000.0,122379000.0,312650000.0,,,,,,,328886000.0,,,,,,,,,,,,,44800000.0,4995000.0,,,-297371000.0,-187488000.0,,-1022000.0,,,,296866000.0,0.337734,,,6974827000.0,,97905000.0,,,14902000.0,,,7887000.0,,252991000.0,186778000.0,,,,7475750000.0,17954000.0,,,,317330000.0,,-631124000.0,,,,,,,,,,,,,,51849000.0,,,14677000.0,,,290961000.0,4628000.0,,,,,96697000.0,,96380000.0,263740000.0,,,,,6540202000.0,,,,,1208000.0,,285372256.0,151953000.0,,,,,126126000.0,,,104179000.0,,,16236000.0,,18218000.0,,26582000.0,9925543000.0,,263740000.0,,,,,,,,,,,,30717000.0,30717000.0,,,0.34,96380000.0,,14674074000.0,,,,,,14421083000.0,1228580000.0,,5258000.0,,,,,,133999000.0,,,,,64962000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,168976000.0,,290664368.0,,7384071000.0,,,,-26093000.0,98085000.0,119144000.0,322275000.0,,,,,,,338081000.0,,,,,,,,,,,,,15728000.0,3870000.0,,,-577466000.0,-191703000.0,,-238000.0,,,,304728000.0,0.339961,,,7199178000.0,,100585000.0,,,14861000.0,,,3285000.0,,228966000.0,184893000.0,,,,7676240000.0,16332000.0,,,,315876000.0,,-291161000.0,,,,,,,,,,,,,,335821000.0,,,15015000.0,,,288685000.0,1216000.0,,,,,99283000.0,,98999000.0,212573000.0,,,,,6779659000.0,,,,,1302000.0,,291207186.0,153299000.0,,,,,135866000.0,,,95512000.0,,,15806000.0,,-29072000.0,,44800000.0,10220092000.0,,212573000.0,,,,,,,,,,,,6666000.0,6666000.0,,,0.34,98999000.0,,15095325000.0,,,,,,14866359000.0,1212679000.0,,-4325000.0,,,,,,136967000.0,,,,,67176000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,152955000.0,,,364598000.0,7139505000.0,,-2752000.0,,17384000.0,115380000.0,133765000.0,324844000.0,-8098000.0,119254000.0,,623928000.0,,5340000.0,342576000.0,10387000.0,,,,187987000.0,257268000.0,1327838000.0,,-6901000.0,-2752000.0,1080476000.0,17089000.0,21071000.0,14740000.0,,0.0,-272012000.0,-196835000.0,6937951000.0,21000.0,363614000.0,,,290540000.0,,,11794000.0,6937951000.0,,86910000.0,,,14630000.0,,3075000.0,527000.0,,187987000.0,201554000.0,15260483000.0,7139505000.0,,8088742000.0,34178000.0,6499976000.0,12142000.0,-761582000.0,316959000.0,,-633297000.0,,66326000.0,,363614000.0,,15072496000.0,940742000.0,,,84148000.0,8088742000.0,1.26,,26455000.0,-200000.0,,17089000.0,0.0,-1590000.0,505339000.0,4259000.0,,707871000.0,539780000.0,,85303000.0,-1639684000.0,85072000.0,250900000.0,1.26,,,144991000.0,6499976000.0,,,,10754495000.0,1607000.0,289427430.0,,171889000.0,,1199597000.0,1261512000.0,27267000.0,144991000.0,201554000.0,14630000.0,119254000.0,,,17732000.0,940742000.0,5343000.0,-2129771000.0,15728000.0,10754495000.0,,250900000.0,1166986000.0,,,316959000.0,8929000.0,,10387000.0,-8098000.0,,,12915000.0,10387000.0,10387000.0,,369938000.0,,85072000.0,115380000.0,15260483000.0,21071000.0,,637584000.0,,,15072496000.0,1199597000.0,1107000.0,-5361000.0,,289923984.0,,,133765000.0,137711000.0,,,,,65919000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,180104000.0,,303528336.0,,7753832000.0,,,,-37058000.0,102644000.0,114225000.0,332729000.0,-11797000.0,,164974000.0,,,,354365000.0,,,,,,,,,,-20225000.0,,,22334000.0,2764000.0,,,-498514000.0,-204546000.0,,-513000.0,,,,320212000.0,0.37,,,7570349000.0,,112675000.0,,,14597000.0,,0.0,,,176402000.0,183483000.0,,,,7983895000.0,15108000.0,,,,554922000.0,,-217235000.0,,,,,,,,,,,,,,287750000.0,,,246932000.0,,,-2244000.0,2591000.0,,,,,111230000.0,,110942000.0,212027000.0,,,,,7015427000.0,,,,,1445000.0,,303819878.0,152625000.0,164974000.0,,,,151341000.0,,,99089000.0,,,21636000.0,,1263000.0,,21071000.0,10748467000.0,,212027000.0,,,,,,,,,,,,2997000.0,2997000.0,,,0.37,110942000.0,,15762908000.0,,,,,,15586506000.0,1205147000.0,,-6185000.0,,,,,,137517000.0,,,,,70020000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
