,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyBasicAverageShares,annualNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualRepurchaseOfCapitalStock,trailingRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCurrentAccruedExpenses,quarterlyGrossPPE,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualTaxProvision,quarterlyTotalRevenue,annualCashAndCashEquivalents,trailingNetOtherFinancingCharges,annualCapitalExpenditure,trailingCostOfRevenue,annualCurrentAssets,annualInterestExpense,annualTotalRevenue,trailingBeginningCashPosition,annualChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,annualOtherNonCurrentAssets,quarterlyEndCashPosition,quarterlyStockBasedCompensation,trailingOperatingExpense,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualNetIncomeCommonStockholders,annualAccumulatedDepreciation,annualChangeInAccountPayable,quarterlyEbitda,quarterlyDilutedEPS,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyPretaxIncome,annualRetainedEarnings,trailingCommonStockIssuance,quarterlyGoodwill,trailingFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyNetOtherInvestingChanges,trailingNetIncome,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualBeginningCashPosition,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,annualCostOfRevenue,annualCurrentDebt,annualNetIncome,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,annualFreeCashFlow,trailingTaxProvision,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,annualStockholdersEquity,annualDilutedEPS,trailingOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyOperatingCashFlow,annualBasicEPS,quarterlyOtherCurrentLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyLongTermDebt,annualPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,trailingCashDividendsPaid,annualCapitalStock,quarterlyTaxProvision,annualBasicAverageShares,quarterlyDilutedAverageShares,quarterlyOperatingExpense,quarterlyNetPPE,annualOtherIntangibleAssets,annualGrossProfit,annualStockBasedCompensation,quarterlyAccountsReceivable,annualCurrentLiabilities,annualGoodwill,quarterlyCurrentAccruedExpenses,annualNetPPE,annualSaleOfInvestment,quarterlyCostOfRevenue,annualOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,annualEbitda,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,annualOtherNonCurrentLiabilities,annualChangeInCashSupplementalAsReported,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,trailingPretaxIncome,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingInterestExpense,annualPretaxIncome,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,annualNonCurrentDeferredRevenue,quarterlyTotalAssets,annualEndCashPosition,trailingOperatingIncome,annualOperatingIncome,trailingTotalRevenue,trailingOtherIncomeExpense,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualDilutedAverageShares,trailingEndCashPosition,quarterlyCurrentDebt,annualAccountsPayable,quarterlyDepreciationAndAmortization,trailingInvestingCashFlow,annualGrossPPE,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlySaleOfInvestment,annualChangeInInventory,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,trailingChangeInAccountPayable,annualDeferredIncomeTax,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,trailingCapitalExpenditure,annualOtherShortTermInvestments,quarterlyNonCurrentDeferredTaxesLiabilities,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,annualInventory,trailingChangesInAccountReceivables,quarterlyInventory,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDilutedEPS
922838400,30400000.0,,53513514.0,,350000000.0,2300000.0,,,7200000.0,,,,,,753400000.0,,,,23900000.0,,,,,,,,,,,,,,,,,-41400000.0,-13700000.0,,-3600000.0,,,,36500000.0,0.185,,,,-190100000.0,,,,,,,-1700000.0,,,,,,,446500000.0,1600000.0,,,,,,-27900000.0,,,,,,,,,,,,,,24900000.0,,,,,,38600000.0,,,,,-39700000.0,9900000.0,,9900000.0,19600000.0,,,,,333900000.0,,,,,,,53513514.0,-6500000.0,753400000.0,,,,,,,,,,,,3200000.0,,2500000.0,,,-20100000.0,,,,,,,,,,,,,,,,0.185,9900000.0,,796500000.0,,,,,,,,,1300000.0,,,,,,6100000.0,,,,,5900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930700800,31600000.0,,52972973.0,,340600000.0,-1900000.0,,,-3400000.0,,,,,,795600000.0,,,,24900000.0,,,,,,,,,,,,,,,,,-45200000.0,-14500000.0,,1700000.0,,,,37800000.0,0.185,,,,-194200000.0,,,,,,,0.0,,,,,,,508900000.0,1800000.0,,,,,,-77900000.0,,,,,,,,,,,,,,41500000.0,,,,,,56000000.0,,,,,-45200000.0,10400000.0,,10400000.0,15000000.0,,,,,323300000.0,,,,,,,52972973.0,-6700000.0,795600000.0,,,,,,,,,,,,11100000.0,,,,,-30200000.0,,,,,,,,,,,,,,,,0.185,9800000.0,,849500000.0,,,,,,,,,200000.0,,,,,,6200000.0,,,,,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,35300000.0,,53170732.0,,351400000.0,2100000.0,,,5400000.0,,,,,,851400000.0,,,,28100000.0,,,,,,,,,,,,,,,,,-61400000.0,-13400000.0,,-3900000.0,,,,42000000.0,0.205,,,,-197400000.0,,,,,,,7900000.0,,,,,,,538900000.0,1800000.0,,,,,,-61000000.0,,,,,,,,,,,,,,26000000.0,,,,33100000.0,,39400000.0,1200000.0,,,,-69300000.0,13100000.0,,13100000.0,21300000.0,,,,,332500000.0,,,,,,,53170732.0,-7200000.0,851400000.0,,,,,,,,,,,,-13900000.0,,,,,-48000000.0,,,,,,,,,,,,,,,,0.205,10900000.0,,890300000.0,,,,,,,,,600000.0,,,,,,6700000.0,,,,,6100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,-27632000.0,,,46596000.0,370573000.0,,,,-8293000.0,,,,,,1062479000.0,34742000.0,,,27510000.0,773000.0,,-174056000.0,,,24473000.0,104510000.0,,25000.0,,0.0,,773000.0,,,0.0,-18338000.0,-19554000.0,,,41012000.0,-195386000.0,,-20680000.0,,,907000.0,,-201459000.0,,-201459000.0,,19053000.0,,,-7913000.0,,,,905404000.0,370573000.0,,534831000.0,1768000.0,349200000.0,2533000.0,-61154000.0,,-195386000.0,-20000000.0,,,,46241000.0,,,-101902000.0,,,6968000.0,534831000.0,0.765,,24000.0,,,,-99700000.0,1301000.0,19578000.0,,,92424000.0,25952000.0,-19856000.0,13096000.0,-166338000.0,12741000.0,16254000.0,0.765,,,3407000.0,349200000.0,,,,736290000.0,,53644570.0,,55142000.0,867093000.0,,,,3407000.0,,19053000.0,,867093000.0,,,72154000.0,-2160000.0,-186800000.0,2900000.0,736290000.0,,-3602000.0,95720000.0,,,,-1760000.0,,773000.0,,,,-1713000.0,773000.0,773000.0,,,,10312000.0,,905404000.0,773000.0,,69768000.0,,,,,,-2075000.0,,53652180.0,,,,6952000.0,,1062479000.0,,,6473000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954460800,11588000.0,,53586940.0,,381803000.0,1754000.0,,,2270000.0,,,,,,1070124000.0,,,,28355000.0,,,,,,,,,,-951000.0,,,2103000.0,,,,-19775000.0,-16912000.0,,-662000.0,,,,18336000.0,0.195645,,,,-205487000.0,,,,18822000.0,,,0.0,,,,,,,529918000.0,1684000.0,,,,,-201520000.0,-14100000.0,,,,,,,,,,,,,,-163000.0,,,,,,17700000.0,662000.0,,,,-21199000.0,10484000.0,,12912000.0,21268000.0,,,,,366900000.0,,,,,,,53586940.0,16767000.0,868604000.0,,,,3180000.0,,,,,,,,1330000.0,,773000.0,735405000.0,,69000.0,,,,,,,,,,,,2103000.0,2103000.0,,,0.195645,10484000.0,,911721000.0,,,,,,,,,516000.0,,,,,,6748000.0,,,,,7158000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,11925000.0,,53512821.0,,405536000.0,-1450000.0,,,-852000.0,,,,,,1081458000.0,,,,28441000.0,,,,,,,,,,-3212000.0,,,2449000.0,,,,-22797000.0,-16962000.0,,-938000.0,,,,18769000.0,0.195,,,,-209595000.0,,,,18591000.0,,,-150000.0,,,,,,,522856000.0,1735000.0,,,,,-191831000.0,-26500000.0,,,,,,,,,,,,,,5226000.0,,,,,,25400000.0,938000.0,,,,-24763000.0,10435000.0,,12863000.0,17917000.0,,,,,392300000.0,,,,,,,53512821.0,16516000.0,889627000.0,,,,3048000.0,,,,,,,,346000.0,,2103000.0,732451000.0,,-6846000.0,,,,,,,,,,,,2449000.0,2449000.0,,,0.195,10435000.0,,928392000.0,,,,,,,,,598000.0,,,,,,6844000.0,,,,,7471000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,12120000.0,,53637838.0,,436147000.0,4706000.0,,,5324000.0,,,,,,1055709000.0,,,,29885000.0,,,,,,,,,,-1465000.0,,,5297000.0,,,,-5686000.0,-15140000.0,,-23630000.0,,,,19033000.0,0.185,,,,-214288000.0,,,,18360000.0,,,5918000.0,,,,,,,516882000.0,1863000.0,,,,,-196407000.0,-22700000.0,,,,,,,,,,,,,,7576000.0,,,,,,-24000000.0,789000.0,,,,-8064000.0,9923000.0,,12351000.0,958000.0,,,,,416300000.0,,,,,,,53637838.0,17765000.0,859302000.0,,,,3558000.0,,,,,,,,2848000.0,,2449000.0,731170000.0,,-7106000.0,,,,,,,,,,,,5297000.0,5297000.0,,,0.185,9923000.0,,953029000.0,,,,,,,,,618000.0,,,,,,6913000.0,,,,,8184000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,43328000.0,,,54788000.0,419197000.0,,-6499000.0,,-4103000.0,,,,,,1106657000.0,38687000.0,,,31629000.0,3815000.0,,-56142000.0,,,31547000.0,118310000.0,,485000.0,-871000.0,0.0,,3815000.0,,,216000.0,14202000.0,-18960000.0,,-10059000.0,45076000.0,-212379000.0,,51826000.0,,,2639000.0,,-214731000.0,,-214731000.0,,18130000.0,,,-450000.0,,,,934766000.0,419197000.0,,515569000.0,1481000.0,404000000.0,773000.0,-67974000.0,,-212379000.0,-39600000.0,,,,54788000.0,,,448000.0,,,6839000.0,515569000.0,0.845,,-32131000.0,,,,35000.0,-35289000.0,-12300000.0,,,-19492000.0,29003000.0,-2116000.0,23946000.0,-34056000.0,16662000.0,16447000.0,0.845,,,5053000.0,404000000.0,,,,730300000.0,,53369196.0,,-11699000.0,894278000.0,,,,5053000.0,,18130000.0,,894278000.0,22536000.0,,56590000.0,-1482000.0,-102900000.0,5297000.0,730300000.0,,14331000.0,108626000.0,,,,3042000.0,,3815000.0,,,,-450000.0,3815000.0,3815000.0,,,,14234000.0,,934766000.0,3815000.0,,79623000.0,,,,,,-1247000.0,,53401612.0,,,,8498000.0,,1106657000.0,,,8734000.0,16768000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985996800,12522000.0,,53483333.0,,394935000.0,1515000.0,,,3451000.0,,,,,,1076451000.0,,,,31565000.0,,,,,,,,,,-169000.0,,,1992000.0,,,,9512000.0,-15316000.0,,2682000.0,,,,19732000.0,0.3,,,,-213498000.0,,,,17899000.0,,-7542000.0,7542000.0,,,,,,,517893000.0,2040000.0,,,,,-218246000.0,-56300000.0,,,,,,,,,,,,,,-43151000.0,,,,34000.0,,-27700000.0,,,,,-7542000.0,16045000.0,,18473000.0,31816000.0,,,,,376300000.0,,,,,,,53483333.0,19043000.0,858205000.0,,,,3696000.0,,,,,,,,-1823000.0,,3815000.0,731391000.0,,24274000.0,,,,,,,,,,,,1992000.0,1992000.0,,,0.3,16045000.0,,912828000.0,,,,,,,,,1936000.0,,,,,,7210000.0,,,,,8059000.0,17054000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,13312000.0,,56656410.0,,317547000.0,-2782000.0,,,-2424000.0,,,,,,1081850000.0,,,,29926000.0,,,,,,,,,,0.0,,,1180000.0,,,,-4276000.0,-17847000.0,,678000.0,,,,20470000.0,0.195,,,,-218465000.0,,,,17668000.0,,-6896000.0,6896000.0,,,,,,,591778000.0,1866000.0,,,,,-224291000.0,-92300000.0,,,,,,,,,,,,,,-15424000.0,,,,78523000.0,,-76100000.0,325000.0,,,,-6896000.0,11048000.0,,13476000.0,18888000.0,,,,,300200000.0,,,,,,,56656410.0,16614000.0,857559000.0,,,,3270000.0,,,,,,,,-812000.0,,1992000.0,810243000.0,,11992000.0,,,,,,,,,,,,1180000.0,1180000.0,,,0.195,11048000.0,,909325000.0,,,,,,,,,358000.0,,,,,,7158000.0,,,,,6587000.0,2620000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,14380000.0,,59032000.0,,345325000.0,2090000.0,,,2427000.0,,,,,,1093174000.0,,,,31007000.0,,,,,,,,,,0.0,,,11624000.0,,,,-17267000.0,-19144000.0,,-13925000.0,,,,21614000.0,0.25,,,,-220510000.0,,,,17437000.0,,,0.0,,,,,,,596170000.0,1914000.0,,,,,-228587000.0,-26800000.0,,,,,,,,,,,,,,14789000.0,,,,6633000.0,,27300000.0,,,,,-27243000.0,14758000.0,,17186000.0,12922000.0,,,,,327500000.0,,,,,,,59032000.0,16627000.0,864587000.0,,,,3606000.0,,,,,,,,10444000.0,,1180000.0,816680000.0,,-14321000.0,,,,,,,,,,,,11624000.0,11624000.0,,,0.25,14758000.0,,941495000.0,,,,,,,,,337000.0,,,,,,7234000.0,,,,,6080000.0,9976000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,43332000.0,,,67558000.0,331915000.0,,-169000.0,,-2378000.0,,,,,,1201518000.0,42725000.0,,,33773000.0,2467000.0,,,,,26466000.0,126271000.0,,1125000.0,0.0,0.0,,2467000.0,,,164817000.0,-80717000.0,-22276000.0,,-22998000.0,57846000.0,-233848000.0,,51156000.0,,,1076000.0,,-223080000.0,,-223080000.0,,17206000.0,,,41681000.0,,,,1003708000.0,331915000.0,,671793000.0,2016000.0,315300000.0,3815000.0,-74583000.0,,-233848000.0,-109600000.0,,,,67558000.0,,,90035000.0,,,7836000.0,671793000.0,0.99,,45151000.0,,,,79627000.0,-33563000.0,-12200000.0,,,1365000.0,29426000.0,,25707000.0,-92748000.0,18423000.0,26409000.0,0.99,,,4857000.0,315300000.0,-132291000.0,,,894873000.0,,58450718.0,,-9559000.0,967670000.0,,,,4857000.0,,17206000.0,,967670000.0,39543000.0,,90035000.0,-9157000.0,-285000000.0,11624000.0,894873000.0,,68090000.0,112972000.0,,,,-1348000.0,,2467000.0,,,,0.0,2467000.0,2467000.0,,,,15995000.0,,1003708000.0,2467000.0,,83546000.0,,,,,,-1506000.0,,58562240.0,,,,7824000.0,,1201518000.0,,,5740000.0,9893000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,22845000.0,,66108333.0,,322150000.0,1148000.0,,,3095000.0,,,,,,1180700000.0,,,,33659000.0,,,,,,,,,,0.0,,,3730000.0,,,,-5052000.0,-19639000.0,,-1080000.0,,,,30319000.0,0.24,,,,-226164000.0,,,,17206000.0,,-8424000.0,11796000.0,,,,,,,679431000.0,2389000.0,,,,,-238754000.0,-46400000.0,,,,,,,,,,,,,,-20754000.0,,,,10585000.0,,-11700000.0,365000.0,,,,-8424000.0,17240000.0,,18294000.0,27069000.0,,,,,303600000.0,,,,,,,66108333.0,10814000.0,941946000.0,,,,3294000.0,,,,,,,,1263000.0,,2467000.0,905595000.0,,18645000.0,,,,,,,,,,,,3730000.0,3730000.0,,,0.24,15866000.0,,1001581000.0,,,,,,,,,1947000.0,,,,,,7474000.0,,,,,5605000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,22912000.0,,66737500.0,,403792000.0,-1135000.0,,,-586000.0,,,,,,1229151000.0,,,,33901000.0,,,,,,,,,,0.0,,,21242000.0,,,,-75300000.0,-21269000.0,,8633000.0,,,,30333000.0,0.24,,,,-229307000.0,,,,17206000.0,,-79143000.0,82986000.0,,,,,,,676528000.0,2348000.0,,,,,-233736000.0,-49000000.0,,,,,,,,,,,,,,61019000.0,,,,88000.0,,82200000.0,1126000.0,,,,-79143000.0,17109000.0,,18445000.0,31793000.0,,,,,385800000.0,,,,,,,66737500.0,10989000.0,995415000.0,,,,3284000.0,,,,,,,,17512000.0,,3730000.0,905835000.0,,-47350000.0,,,,,,,,,,,,21242000.0,21242000.0,,,0.24,16017000.0,,1080320000.0,,,,,,,,,549000.0,,,,,,7209000.0,,,,,5803000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,24565000.0,,68965044.0,,350747000.0,,,,3300000.0,,,,,,1284441000.0,,,,36055000.0,,,,,,,,,,0.0,,,8391000.0,,,,-20525000.0,-24149000.0,,-12632000.0,,,,33129000.0,0.28,,,,-230096000.0,,,,17206000.0,,,-94782000.0,,,,,,,724907000.0,2313000.0,,,,,-247234000.0,-84500000.0,,,,,,,,,,,,,,-28745000.0,,,,49004000.0,,-53600000.0,,,,,,18646000.0,,21820000.0,36419000.0,,,,,332200000.0,,,,,,,69076014.0,11490000.0,1037207000.0,,,,3116000.0,,,,,,,,-12851000.0,,21242000.0,955003000.0,,123986000.0,,,,,,,,,,,,8391000.0,8391000.0,,,0.28,19392000.0,,1075654000.0,,,,,,,,,836000.0,,,,,,8564000.0,,,,,5919000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,25683000.0,,,73077000.0,357775000.0,,0.0,,-3582000.0,,,,,,1292428000.0,44707000.0,,,37152000.0,8921000.0,,,,,23536000.0,140980000.0,,202000.0,0.0,0.0,,8921000.0,,,59701000.0,-13822000.0,-22698000.0,,-638000.0,68954000.0,-254250000.0,,33864000.0,,,2227000.0,,-232731000.0,,-232731000.0,,17206000.0,,,0.0,,,,1080230000.0,357775000.0,,722455000.0,2404000.0,339700000.0,2467000.0,-87755000.0,,-254250000.0,-128400000.0,,,,78667000.0,,,124807000.0,,,9454000.0,722455000.0,1.015,,-15174000.0,,,,24000.0,-5717000.0,0.0,,,-3654000.0,31428000.0,,19474000.0,-114699000.0,20108000.0,29526000.0,1.015,,,4408000.0,339700000.0,-134427000.0,,,955186000.0,,67867498.0,,11469000.0,1038178000.0,,,,4408000.0,,17206000.0,,1038178000.0,19728000.0,,124807000.0,530000.0,-308300000.0,8391000.0,955186000.0,,29526000.0,127701000.0,,,,6454000.0,,8921000.0,,,,0.0,8921000.0,8921000.0,,,,17679000.0,,1080230000.0,8921000.0,,96273000.0,,,,,,-3130000.0,,67976314.0,,,,8181000.0,,1292428000.0,-18058000.0,,6209000.0,4236000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,18042000.0,,69360000.0,,375182000.0,1378000.0,,,3064000.0,,,,,,1314238000.0,,,,35682000.0,,,,,,,,,,-41000.0,,,3606000.0,,,,-28125000.0,-22878000.0,,1812000.0,,,,26115000.0,0.225,,,,-237644000.0,,,,17206000.0,,-30566000.0,30566000.0,,,,,,,718744000.0,2747000.0,,,,,-261535000.0,-134000000.0,,,,,,,,,,,,,,-8181000.0,,,,937000.0,,13801000.0,276000.0,,,,-30566000.0,18042000.0,,18034000.0,30991000.0,,,,,354800000.0,,,,,,,69360000.0,17640000.0,1052703000.0,,,,3343000.0,,,,,,,,-5315000.0,,8921000.0,956388000.0,,425000.0,,,,,,,,,,,,3606000.0,3606000.0,,,0.225,15606000.0,,1093926000.0,,,,,,,,,1686000.0,,,,,,8073000.0,,,,,5964000.0,2441000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,18055000.0,,69853846.0,,402494000.0,-189000.0,,,572000.0,,,,,,1331480000.0,,,,36505000.0,,,,,,,,,,-4815000.0,,,4719000.0,,,,-28999000.0,-23040000.0,,-939000.0,,,,26320000.0,0.26,,,,-240141000.0,,,,17206000.0,,-34538000.0,34538000.0,,,,,,,716620000.0,2707000.0,,,,,-260988000.0,-31300000.0,,,,,,,,,,,,,,4285000.0,,,,5033000.0,,27107000.0,296000.0,,,,-34538000.0,18055000.0,,20590000.0,25827000.0,,,,,382100000.0,,,,,,,69853846.0,18450000.0,1070492000.0,,,,3279000.0,,,,,,,,1113000.0,,3606000.0,956761000.0,,-8711000.0,,,,,,,,,,,,4719000.0,4719000.0,,,0.26,18162000.0,,1119114000.0,,,,,,,,,761000.0,,,,,,8198000.0,,,,,6618000.0,5539000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,19117000.0,,70200000.0,,446943000.0,1020000.0,,,1305000.0,,,,,,1349477000.0,,,,37590000.0,,,,,,,,,,,,,5709000.0,,,,-23182000.0,-23179000.0,,-24386000.0,,,,27389000.0,0.255,,,,-243037000.0,,,,17206000.0,,,0.0,,,,,,,714101000.0,2637000.0,,,,,-265399000.0,-27500000.0,,,,,,,,,,,,,,20150000.0,,,,-4725000.0,,43198000.0,316000.0,,,,-27157000.0,19117000.0,,20329000.0,4022000.0,,,,,425300000.0,,,,,,,70200000.0,18473000.0,1084078000.0,,,,3384000.0,,,,,,,,990000.0,,4719000.0,957138000.0,,-23135000.0,,,,,,,,,,,,5709000.0,5709000.0,,,0.255,17901000.0,,1161044000.0,,,,,,,,,285000.0,,,,,,8148000.0,,,,,6660000.0,3975000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,51190000.0,,,79209000.0,532491000.0,,0.0,,2004000.0,,,,,,1593292000.0,49931000.0,,,46824000.0,4837000.0,,,,,26974000.0,156114000.0,,1751000.0,,0.0,,4837000.0,,,112261000.0,-179508000.0,-24458000.0,,-62109000.0,76722000.0,-272647000.0,,61187000.0,,,6945000.0,,-240632000.0,,-240632000.0,,17206000.0,,,92261000.0,,,,1360257000.0,532491000.0,,827766000.0,3091000.0,506400000.0,8921000.0,-93555000.0,,-272647000.0,-251100000.0,,,,86435000.0,,,73957000.0,,,11182000.0,827766000.0,1.075,,165519000.0,,,,111016000.0,-85622000.0,78961000.0,,,181773000.0,34416000.0,,24216000.0,-259814000.0,27483000.0,13117000.0,1.08,,,3950000.0,506400000.0,-280587000.0,,,1068398000.0,,71128282.0,,-4366000.0,1320645000.0,,,,3950000.0,,17206000.0,,1320645000.0,20773000.0,,73957000.0,-872000.0,-443900000.0,5709000.0,1068398000.0,,105378000.0,140599000.0,,,,-4084000.0,,4837000.0,,,,0.0,4837000.0,4837000.0,,,,25055000.0,,1360257000.0,4837000.0,,106183000.0,,,,,,-981000.0,,71222628.0,,,,9997000.0,,1593292000.0,,,7731000.0,8818000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,28521000.0,,76010169.0,,537876000.0,768000.0,,,2165000.0,,,,,,1632528000.0,,,,42396000.0,,,,,,,,,,,,,5550000.0,,,,-101246000.0,-25230000.0,,20313000.0,,,,38310000.0,0.295,,,,-241401000.0,20193000.0,,,17206000.0,,,0.0,,,,,,,895458000.0,3162000.0,,,,,-279814000.0,-114700000.0,,,,,,,,,,,,,,49652000.0,,,,68109000.0,,-6800000.0,4964000.0,,,,-107211000.0,20040000.0,,24851000.0,52307000.0,,,,,513200000.0,,,,,153000.0,,76010169.0,13875000.0,1352714000.0,,,,3216000.0,,,,,,,,713000.0,,4837000.0,1136859000.0,,-54904000.0,,,,,,,,,,,,5550000.0,5550000.0,,,0.295,22423000.0,,1433334000.0,,,,,,,,,1397000.0,,,,,,9789000.0,,,,,8481000.0,5965000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,30083000.0,,79429630.0,,501279000.0,-4504000.0,,,-3364000.0,,,,,,1664575000.0,,,,44540000.0,,,,,,,,,,,,,15040000.0,,,,-10979000.0,-25922000.0,,23373000.0,,,,40288000.0,0.27,,,,-243932000.0,21769000.0,,,17206000.0,,,0.0,,,,,,,923584000.0,3260000.0,,,,,-286895000.0,-56900000.0,,,,,,,,,,,,,,-31182000.0,,,,165226000.0,,-19600000.0,5401000.0,,,,-15905000.0,21578000.0,,26788000.0,51651000.0,,,,,480000000.0,,,,,191000.0,,79429630.0,14457000.0,1377680000.0,,,,2924000.0,,,,,,,,9490000.0,,5550000.0,1167516000.0,,35746000.0,,,,,,,,,,,,15040000.0,15040000.0,,,0.27,21446000.0,,1424863000.0,,,,,,,,,1140000.0,,,,,,10159000.0,,,,,8505000.0,4926000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,12549000.0,,79956364.0,,549714000.0,4024000.0,,,5085000.0,,,,,,1691319000.0,,,,44112000.0,,,,,,,,,,27350000.0,,,8483000.0,,,,-26572000.0,44248000.0,,2009000.0,,,,22832000.0,0.275,,,,-247266000.0,21279000.0,,,17206000.0,,,0.0,,,,,,,887930000.0,3202000.0,,,,,-293190000.0,-40700000.0,,,,,,,,,,,,,,-17853000.0,,,,-61530000.0,,-45027000.0,4278000.0,,,,-35479000.0,21102000.0,,25203000.0,37868000.0,,,,,523400000.0,,,,,177000.0,,79956364.0,31563000.0,1398129000.0,,,,2614000.0,,,,,,,,-6557000.0,,15040000.0,1135196000.0,,2389000.0,,,,,,,,,,,,8483000.0,8483000.0,,,0.275,21988000.0,,1437644000.0,,,,,,,,,1061000.0,,,,,,10132000.0,,,,,8553000.0,8907000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
