date,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualOtherNonCurrentAssets,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,quarterlyIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlySaleOfInvestment,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualCapitalExpenditure,annualAccumulatedDepreciation,quarterlyOperatingIncome,annualCurrentAssets,trailingNetIncomeContinuousOperations,trailingCapitalExpenditure,quarterlyChangeInWorkingCapital,quarterlyDilutedEPS,quarterlyAccountsPayable,trailingOperatingExpense,annualRepurchaseOfCapitalStock,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,annualTaxProvision,trailingInterestExpense,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,quarterlyEbitda,annualChangeInCashSupplementalAsReported,trailingResearchAndDevelopment,annualRepaymentOfDebt,annualTotalRevenue,quarterlyChangeInInventory,quarterlyGrossProfit,annualInterestExpense,annualDilutedAverageShares,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyRetainedEarnings,annualFreeCashFlow,trailingFreeCashFlow,quarterlyCurrentLiabilities,trailingCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,annualResearchAndDevelopment,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,annualBasicAverageShares,annualOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTaxProvision,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTaxProvision,trailingNetIncome,annualChangeInInventory,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,annualNetIncomeContinuousOperations,annualBeginningCashPosition,annualCostOfRevenue,annualCurrentDebt,annualNetIncome,annualCashDividendsPaid,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentAssets,annualInvestingCashFlow,quarterlyNetIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,annualLongTermDebt,quarterlyCommonStockIssuance,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,annualStockholdersEquity,annualStockBasedCompensation,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetPPE,annualGoodwill,quarterlyAccountsReceivable,annualTotalAssets,quarterlyCostOfRevenue,annualCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyGoodwill,annualInventory,annualCurrentLiabilities,quarterlyBasicEPS,annualRetainedEarnings,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,trailingOperatingCashFlow,annualCapitalStock,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,quarterlyDepreciationAndAmortization,quarterlyCashDividendsPaid,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,annualAccountsPayable,annualOperatingCashFlow,annualDilutedEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,annualEndCashPosition,trailingRepaymentOfDebt,annualOperatingIncome,quarterlyDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,annualGrossPPE,annualNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,trailingPretaxIncome,annualBasicEPS,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualOtherNonCurrentLiabilities,annualPretaxIncome,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,trailingOperatingIncome,quarterlyTotalAssets,trailingOtherIncomeExpense,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingDeferredIncomeTax,trailingRepurchaseOfCapitalStock,trailingCashDividendsPaid,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,annualChangeInAccountPayable,trailingBasicEPS,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingChangeInWorkingCapital,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
2008-03-31,,-81000000.0,,,3026000000.0,,,14955000000.0,37000000.0,,,,,372000000,,,,-56000000.0,0.21,222000000.0,,,,0.0,,0.0,1739000000.0,620000000.0,,,,,,,,,,515000000,,,,,,1466000000.0,,,,5241000000.0,-373000000.0,,,3393000000.0,,,1494100000.0,,,,15391000000.0,661000000.0,,,,,,,140000000.0,,462000000.0,11562000000.0,,,,2046000000,-1290000000.0,-57000000.0,,-599000000.0,,,,,,,,,,266000000.0,,322000000,464000000.0,,322000000,287000000.0,2021000000.0,714000000.0,,,26000000.0,,244000000.0,,,,781000000.0,175000000.0,1736000000.0,,1496000000.0,,580000000.0,,2200000000.0,,15094000000.0,,,0.22,,,2230000000.0,,,,7311000000.0,,1094000000.0,,,7811000000.0,,,,,,,,,,,,,,,1739000000.0,1452000000.0,1739000000.0,15000000.0,,,,1500100000.0,,,,,,,,257000000.0,,-6000000.0,131000000.0,,,209000000.0,322000000,,,30346000000.0,,25105000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,,3000000.0,,,3091000000.0,,,14266000000.0,10000000.0,,,,,329000000,,,,160000000.0,0.07,222000000.0,,,,393000000.0,,0.0,1616000000.0,-122000000.0,,,,,,,,,,464000000,,,,,,1420000000.0,,,,5168000000.0,-275000000.0,,,3035000000.0,,,1497600000.0,,,,15635000000.0,655000000.0,,,,,,,2000000.0,,100000000.0,11231000000.0,,,,2024000000,-1353000000.0,-79000000.0,,-261000000.0,,,,,,,,,,258000000.0,,98000000,235000000.0,,98000000,-123000000.0,1965000000.0,343000000.0,,,22000000.0,,253000000.0,,,,812000000.0,-159000000.0,1738000000.0,,1416000000.0,,604000000.0,,2199000000.0,,15067000000.0,,,0.07,,,2252000000.0,,,,7014000000.0,,1091000000.0,,,7693000000.0,,,,,,,,,,,,,,,1616000000.0,1739000000.0,1616000000.0,15000000.0,,,,1505200000.0,,,,,,,,271000000.0,,-5000000.0,118000000.0,,,179000000.0,98000000,,,29901000000.0,,24733000000.0,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,,69000000.0,,,3090000000.0,,,14136000000.0,,,,,,-210000000,,,,700000000.0,-0.04,,,,,0.0,,1396000000.0,1734000000.0,-26000000.0,,,,,,,,,,-79000000,,,,,,1323000000.0,,,,5287000000.0,-337000000.0,,,3538000000.0,,,1500900000.0,,,,15690000000.0,995000000.0,,,,,,,-6000000.0,,-68000000.0,10598000000.0,,,,1978000000,-1374000000.0,-72000000.0,,-493000000.0,,,,,,,,,,638000000.0,,-62000000,5282000000.0,,-62000000,118000000.0,1507000000.0,363000000.0,,,24000000.0,,252000000.0,,,,854000000.0,99000000.0,1716000000.0,,1355000000.0,,655000000.0,,2941000000.0,,15125000000.0,,,-0.04,,,2324000000.0,,,,6767000000.0,,1533000000.0,,,2416000000.0,,,,,,,,,,,,,,,1734000000.0,1616000000.0,1734000000.0,15000000.0,,,,1500900000.0,,,,,,,,234000000.0,,-15000000.0,112000000.0,,,566000000.0,-62000000,,,29826000000.0,,24539000000.0,-4000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,2566000000.0,-53000000.0,7039000000.0,181000000.0,3110000000.0,,161000000.0,13965000000.0,,-334000000.0,,-362000000.0,-1382000000.0,748000000,5447000000.0,,,-881000000.0,,239000000.0,,,96000000.0,13000000.0,,-1247000000.0,1641000000.0,-148000000.0,4000000.0,10000000.0,,380000000.0,,-2072000000.0,,2612000000.0,,-2172000000,189000000.0,,-1425000000.0,8050000000.0,,1372000000.0,468000000.0,1498500000.0,,5452000000.0,-2732000000.0,854000000.0,,3233000000.0,,13942000000.0,,1006000000.0,21633000000.0,5581000000.0,13174000000.0,723000000.0,-77000000.0,,,1498500000.0,620000000.0,,-131000000.0,,-2525000000.0,10732000000.0,,,-120000000.0,2002000000,-1382000000.0,-154000000.0,-752000000.0,3000000.0,-2072000000.0,1452000000.0,2469000000.0,2000000.0,-2072000000.0,,161000000.0,2262000000.0,0.0,54000000.0,,-2394000000,181000000.0,324000000.0,-2394000000,-93000000.0,1727000000.0,219000000.0,2928000000.0,6743000000.0,-1000000.0,,257000000.0,,13138000000.0,138000000.0,853000000.0,-2927000000.0,1728000000.0,12421000000.0,1402000000.0,27080000000.0,630000000.0,-1350000000.0,2612000000.0,864000000.0,12421000000.0,853000000.0,3210000000.0,,-2732000000.0,1402000000.0,2262000000.0,,,15000000.0,6743000000.0,113000000.0,624000000.0,71000000.0,,7244000000.0,19611000000.0,-53000000.0,1728000000.0,,,-136000000.0,1641000000.0,,239000000.0,1216000000.0,-1.38,10732000000.0,,-1051000000.0,1641000000.0,1734000000.0,1641000000.0,15000000.0,1641000000.0,,-1458000000.0,,,,3110000000.0,149000000.0,,,-1.38,2000000.0,1641000000.0,,107000000.0,1727000000.0,-2062000000.0,-100000000.0,-2394000000,113000000.0,,27139000000.0,,21687000000.0,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,,,,,3113000000.0,,,12829000000.0,50000000.0,,,,,34000000,,,,,-0.01,254000000.0,,,,0.0,,0.0,897000000.0,-517000000.0,,,,,,,,,,133000000,,,,,,1403000000.0,,,-507000000.0,4574000000.0,-2745000000.0,,,2431000000.0,,,1504800000.0,,,,13276000000.0,984000000.0,,,,,,-500000000.0,-84000000.0,,-97000000.0,10398000000.0,,,,2010000000,-1405000000.0,-60000000.0,,-488000000.0,,,,,,,,,,261000000.0,,-13000000,284000000.0,,-13000000,-744000000.0,1911000000.0,158000000.0,,,12000000.0,,257000000.0,,,,852000000.0,-29000000.0,1708000000.0,,1369000000.0,,607000000.0,,2014000000.0,,12425000000.0,,,-0.01,,,2245000000.0,,,,6242000000.0,,1369000000.0,,,7114000000.0,,,,,,,,,,,,,,,897000000.0,1641000000.0,897000000.0,15000000.0,,,,1504800000.0,,,,,,,,5000000.0,,,102000000.0,,,201000000.0,-13000000,,,26105000000.0,,21531000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,,,,3186000000.0,,,12779000000.0,0.0,,,,,315000000,,,,,0.1,213000000.0,,,,0.0,,0.0,1194000000.0,-123000000.0,,,,,,,,,,398000000,,,,,,1444000000.0,,,-49000000.0,4796000000.0,-2588000000.0,,,2750000000.0,,,1506800000.0,,,,13414000000.0,724000000.0,,,,,,0.0,22000000.0,,180000000.0,10029000000.0,,,,2074000000,-1467000000.0,-74000000.0,,1000000.0,,,,,,,,,,419000000.0,,158000000,272000000.0,,158000000,297000000.0,1944000000.0,186000000.0,,,1000000.0,,263000000.0,,,,878000000.0,-43000000.0,1719000000.0,,1444000000.0,,630000000.0,,2021000000.0,,12425000000.0,,,0.1,,,2165000000.0,,,,5920000000.0,,1129000000.0,,,6981000000.0,,,,,,,,,,,,,,,1194000000.0,897000000.0,1194000000.0,15000000.0,,,,1514500000.0,,,,,,,,330000000.0,,,92000000.0,,,345000000.0,158000000,,,26193000000.0,,21397000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,,,,,3226000000.0,,,12638000000.0,4000000.0,,,,,354000000,,,,,0.13,225000000.0,,,,0.0,,0.0,1381000000.0,-93000000.0,,,,,,,,,,467000000,,,,,,1396000000.0,,,-6000000.0,4962000000.0,-2387000000.0,,,2732000000.0,,,1509300000.0,,,,13591000000.0,716000000.0,,,,,,-225000000.0,50000000.0,,250000000.0,9906000000.0,,,,2025000000,-1495000000.0,-91000000.0,,-206000000.0,,,,,,,,,,484000000.0,,200000000,249000000.0,,200000000,187000000.0,1849000000.0,264000000.0,,,19000000.0,,258000000.0,,,,942000000.0,-13000000.0,1731000000.0,,1431000000.0,,629000000.0,,2137000000.0,,12432000000.0,,,0.13,,,2133000000.0,,,,5924000000.0,,1042000000.0,,,6855000000.0,,,,,,,,,,,,,,,1381000000.0,1194000000.0,1381000000.0,15000000.0,,,,1520200000.0,,,,,,,,106000000.0,,,91000000.0,,,393000000.0,200000000,,,26229000000.0,,21267000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,4848000000.0,-43000000.0,6410000000.0,253000000.0,3266000000.0,,,12876000000.0,37000000.0,-64000000.0,,-362000000.0,-1538000000.0,-1206000000,4061000000.0,,,,,212000000.0,,0.0,1000000.0,0.0,,-50000000.0,864000000.0,-60000000.0,0.0,-283000000.0,,198000000.0,,-1025000000.0,,2609000000.0,,-1095000000,-777000000.0,,-2825000000.0,8188000000.0,,1370000000.0,407000000.0,1507900000.0,35000000.0,4061000000.0,-3757000000.0,473000000.0,,3022000000.0,,12876000000.0,,1035000000.0,21116000000.0,5612000000.0,12301000000.0,2189000000.0,922000000.0,,,1507900000.0,0.0,-2100000000.0,-271000000.0,,-1347000000.0,9854000000.0,,,-92000000.0,2079000000,-1538000000.0,-137000000.0,-527000000.0,-127000000.0,-1025000000.0,1641000000.0,2576000000.0,3000000.0,-1025000000.0,,,1875000000.0,91000000.0,-329000000.0,,-1076000000,253000000.0,-793000000.0,-1076000000,-517000000.0,2064000000.0,198000000.0,156000000.0,5915000000.0,1000000.0,,241000000.0,,12301000000.0,144000000.0,920000000.0,-13000000.0,1728000000.0,12404000000.0,1375000000.0,25177000000.0,709000000.0,-820000000.0,2609000000.0,834000000.0,12404000000.0,920000000.0,3022000000.0,,-3757000000.0,1375000000.0,1875000000.0,,,15000000.0,5915000000.0,,2576000000.0,33000000.0,,6731000000.0,6731000000.0,-43000000.0,1728000000.0,,,-103000000.0,864000000.0,,212000000.0,835000000.0,-0.68,9854000000.0,,-390000000.0,864000000.0,1381000000.0,864000000.0,15000000.0,864000000.0,,-798000000.0,,,,3266000000.0,0.0,,,-0.68,3000000.0,864000000.0,,122000000.0,2064000000.0,-1308000000.0,-466000000.0,-1076000000,,,25177000000.0,,21116000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,,-18000000.0,,,3184000000.0,,,12072000000.0,,,,,,237000000,,,,,-1.05,232000000.0,,,,0.0,,0.0,519000000.0,-74000000.0,,,,,,,,,,-1354000000,,,,,,1297000000.0,,,-4000000.0,3747000000.0,-5346000000.0,,,2913000000.0,,,1514500000.0,,,,10781000000.0,679000000.0,,,,,,-200000000.0,14000000.0,,-1575000000.0,9159000000.0,,,,1960000000,-1472000000.0,-70000000.0,,14000000.0,,,,,,,,,,-284000000.0,,-1589000000,297000000.0,,-1589000000,-345000000.0,1518000000.0,146000000.0,,,14000000.0,,253000000.0,,,,906000000.0,-1719000000.0,1712000000.0,,1301000000.0,,663000000.0,,2285000000.0,,10555000000.0,,,-1.05,,,1970000000.0,,,,5671000000.0,,1060000000.0,,,6542000000.0,,,,,,,,,,,,,,,519000000.0,864000000.0,519000000.0,15000000.0,,,,1514500000.0,,,,,,,,250000000.0,,0.0,93000000.0,,,-354000000.0,-1589000000,,,22853000000.0,,19106000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,-37000000.0,,,3149000000.0,,,12126000000.0,,,,,,227000000,,,,,0.06,180000000.0,,,,0.0,,0.0,811000000.0,-64000000.0,,,,,,,,,,346000000,,,,,,1274000000.0,,,-4000000.0,3987000000.0,-5285000000.0,,,3723000000.0,,,1516600000.0,,,,10893000000.0,691000000.0,,,,,,-900000000.0,21000000.0,,119000000.0,8403000000.0,,,,1928000000,-1441000000.0,-61000000.0,,73000000.0,,,,,,,,,,286000000.0,,98000000,326000000.0,,98000000,292000000.0,1238000000.0,368000000.0,,,0.0,,232000000.0,,,,885000000.0,-5000000.0,1708000000.0,,1315000000.0,,654000000.0,,2325000000.0,,10582000000.0,,,0.06,,,1982000000.0,,,,5183000000.0,,1047000000.0,,,6416000000.0,,,,,,,,,,,,,,,811000000.0,519000000.0,811000000.0,15000000.0,,,,1525300000.0,,,,,,,,850000000.0,,,103000000.0,,,225000000.0,98000000,,,23019000000.0,,19032000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,,-117000000.0,,,3145000000.0,,,11448000000.0,0.0,,,,,261000000,,,,,0.12,195000000.0,,,,0.0,,0.0,624000000.0,-79000000.0,,,,,,,,,,383000000,,,,,,1293000000.0,,,-1000000.0,3556000000.0,-5175000000.0,,,2955000000.0,,,1519800000.0,,,,11038000000.0,673000000.0,,,,,,0.0,-27000000.0,,163000000.0,8493000000.0,,,,1916000000,-1433000000.0,-78000000.0,,14000000.0,,,,,,,,,,-126000000.0,,190000000,335000000.0,,190000000,-187000000.0,1436000000.0,252000000.0,,,14000000.0,,230000000.0,,,,923000000.0,-7000000.0,1712000000.0,,1317000000.0,,623000000.0,,1604000000.0,,10592000000.0,,,0.13,,,1924000000.0,,,,5133000000.0,,1032000000.0,,,6291000000.0,,,,,,,,,,,,,,,624000000.0,811000000.0,624000000.0,15000000.0,,,,1529300000.0,,,,,,,,904000000.0,,,91000000.0,,,-204000000.0,190000000,,,22486000000.0,,18930000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,2765000000.0,-129000000.0,4217000000.0,287000000.0,3168000000.0,,,10832000000.0,3000000.0,-110000000.0,,-278000000.0,-1471000000.0,512000000,3615000000.0,,,,,184000000.0,,,52000000.0,576000000.0,,-6000000.0,213000000.0,-263000000.0,0.0,2000000.0,,295000000.0,,-1065000000.0,,1626000000.0,,468000000,-651000000.0,,-1700000000.0,7806000000.0,,1342000000.0,393000000.0,1517800000.0,-202000000.0,3615000000.0,-4822000000.0,47000000.0,,2609000000.0,,10832000000.0,,939000000.0,18513000000.0,5207000000.0,11296000000.0,721000000.0,-1373000000.0,,,1517800000.0,576000000.0,-600000000.0,-7000000.0,,229000000.0,8223000000.0,,,-5000000.0,2002000000,-1471000000.0,-69000000.0,-211000000.0,-597000000.0,-1065000000.0,864000000.0,2599000000.0,504000000.0,-1065000000.0,,,1644000000.0,4000000.0,449000000.0,,236000000,287000000.0,-480000000.0,236000000,-411000000.0,1645000000.0,295000000.0,13000000.0,4934000000.0,3000000.0,,225000000.0,,11296000000.0,150000000.0,894000000.0,-172000000.0,1697000000.0,10186000000.0,1320000000.0,22128000000.0,660000000.0,-496000000.0,1626000000.0,816000000.0,10186000000.0,894000000.0,2609000000.0,,-4822000000.0,1320000000.0,1644000000.0,,,15000000.0,4934000000.0,,830000000.0,31000000.0,,6343000000.0,6343000000.0,-129000000.0,1697000000.0,,,-1660000000.0,213000000.0,,184000000.0,325000000.0,-0.7,8223000000.0,,-157000000.0,213000000.0,624000000.0,213000000.0,15000000.0,213000000.0,,990000000.0,,,,3168000000.0,0.0,,,-0.7,504000000.0,213000000.0,,107000000.0,1645000000.0,-1063000000.0,380000000.0,236000000,,,22128000000.0,,18513000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,,-119000000.0,,,3268000000.0,,,10701000000.0,,,,,,1063000000,,,,,0.01,217000000.0,,,,7000000.0,,0.0,595000000.0,968000000.0,,,,,,,,,,454000000,,,,,,1294000000.0,,,-379000000.0,3569000000.0,-4802000000.0,,,2040000000.0,,,1526500000.0,,,,11343000000.0,647000000.0,,,,,,-750000000.0,227000000.0,,247000000.0,8661000000.0,,,,1925000000,-1560000000.0,-69000000.0,,-491000000.0,,,,,,,,,,-97000000.0,,20000000,239000000.0,,20000000,382000000.0,2003000000.0,269000000.0,,,9000000.0,,212000000.0,,,,899000000.0,-741000000.0,1708000000.0,,1336000000.0,,631000000.0,,1300000000.0,,9722000000.0,,,0.01,,,1988000000.0,,,,4670000000.0,,231000000.0,,,6806000000.0,,,,,,,,,,,,,,,595000000.0,213000000.0,595000000.0,15000000.0,,,,1536300000.0,,,,,,,,254000000.0,,,75000000.0,,,-166000000.0,20000000,,,22044000000.0,,18475000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,-123000000.0,,,3340000000.0,,,10019000000.0,,,,,,274000000,,,,,0.1,223000000.0,,,,7000000.0,,1000000.0,154000000.0,-82000000.0,,,,,,,,,,327000000,,,,,,1287000000.0,,,369000000.0,3149000000.0,-4630000000.0,,,1892000000.0,,,1528600000.0,,,,11540000000.0,694000000.0,,,,,,-750000000.0,12000000.0,,158000000.0,8127000000.0,,,,1975000000,-1638000000.0,-83000000.0,,-750000000.0,,,,,,,,,,390000000.0,,146000000,266000000.0,,146000000,-441000000.0,2014000000.0,336000000.0,,,0.0,,223000000.0,,,,927000000.0,-43000000.0,1702000000.0,,1334000000.0,,688000000.0,,1329000000.0,,9758000000.0,,,0.1,,,1916000000.0,,,,4197000000.0,,1013000000.0,,,6684000000.0,,,,,,,,,,,,,,,154000000.0,595000000.0,154000000.0,15000000.0,,,,1535800000.0,,,,,,,,4000000.0,,,73000000.0,,,307000000.0,146000000,,,21559000000.0,,18410000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,,-132000000.0,,,3326000000.0,,,9981000000.0,1000000.0,,,,,211000000,,,,,0.09,256000000.0,,,,5000000.0,,0.0,276000000.0,-59000000.0,,,,,,,,,,270000000,,,,,,1194000000.0,,,0.0,3213000000.0,-4488000000.0,,,1887000000.0,,,1514400000.0,,,,11521000000.0,665000000.0,,,,,,-175000000.0,-31000000.0,,111000000.0,8094000000.0,,,,1874000000,-1642000000.0,-69000000.0,,-179000000.0,,,,,,,,,,366000000.0,,142000000,272000000.0,,142000000,122000000.0,1981000000.0,331000000.0,,,13000000.0,,229000000.0,,,,972000000.0,-38000000.0,1684000000.0,,1237000000.0,,680000000.0,,1296000000.0,,9769000000.0,,,0.09,,,1854000000.0,,,,4259000000.0,,983000000.0,,,6564000000.0,,,,,,,,,,,,,,,276000000.0,154000000.0,276000000.0,15000000.0,,,,1524000000.0,,,,,,,,4000000.0,,,62000000.0,,,297000000.0,142000000,,,21502000000.0,,18289000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,2659000000.0,-138000000.0,3252000000.0,281000000.0,3183000000.0,,,9937000000.0,3000000.0,46000000.0,-300000000.0,-304000000.0,-1513000000.0,171000000,3105000000.0,,,,,203000000.0,,-492000000.0,42000000.0,0.0,,0.0,267000000.0,-58000000.0,0.0,201000000.0,,273000000.0,,441000000.0,,1327000000.0,,267000000,54000000.0,,-1815000000.0,7622000000.0,,1188000000.0,281000000.0,1519000000.0,-367000000.0,3105000000.0,-4381000000.0,704000000.0,,1807000000.0,,9937000000.0,,895000000.0,18185000000.0,4963000000.0,11353000000.0,653000000.0,-237000000.0,,,1509300000.0,0.0,-140000000.0,-7000000.0,,100000000.0,8130000000.0,,,-54000000.0,1848000000,-1513000000.0,-83000000.0,-377000000.0,-301000000.0,441000000.0,213000000.0,2659000000.0,4000000.0,441000000.0,,,1865000000.0,5000000.0,349000000.0,,107000000,281000000.0,769000000.0,107000000,-9000000.0,2008000000.0,273000000.0,434000000.0,4257000000.0,-1000000.0,,230000000.0,,11353000000.0,128000000.0,931000000.0,0.0,1670000000.0,9761000000.0,1246000000.0,21290000000.0,660000000.0,-1721000000.0,1327000000.0,717000000.0,9761000000.0,931000000.0,1807000000.0,,-4381000000.0,1246000000.0,1865000000.0,-11000000.0,,15000000.0,4257000000.0,,1017000000.0,21000000.0,,6473000000.0,6473000000.0,-138000000.0,1670000000.0,,,-788000000.0,267000000.0,,203000000.0,1008000000.0,0.29,8130000000.0,,1344000000.0,267000000.0,276000000.0,267000000.0,15000000.0,267000000.0,,1711000000.0,,,,3183000000.0,0.0,,,0.29,4000000.0,267000000.0,,71000000.0,2008000000.0,642000000.0,266000000.0,107000000,,,21290000000.0,,18185000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,,-79000000.0,,,3223000000.0,,,9789000000.0,,,-138000000.0,,,216000000,,,,,0.08,288000000.0,,,,0.0,,0.0,284000000.0,-69000000.0,,,,,,,27000000.0,,,289000000,,,,,,1235000000.0,,,-3000000.0,3091000000.0,-4268000000.0,,,1669000000.0,,,1445200000.0,,,,11396000000.0,707000000.0,,,185000000.0,,,-120000000.0,10000000.0,,123000000.0,8120000000.0,,,,1866000000,-1554000000.0,-66000000.0,,-129000000.0,,,,,,,,,,212000000.0,,113000000,281000000.0,,113000000,17000000.0,1988000000.0,197000000.0,,,9000000.0,,215000000.0,,,,889000000.0,-24000000.0,1669000000.0,,1316000000.0,,631000000.0,,1180000000.0,,9762000000.0,,,0.08,,,1877000000.0,,,,4255000000.0,,1019000000.0,,,6382000000.0,,,,,,,,,,,,,,,284000000.0,267000000.0,284000000.0,15000000.0,,,,1454100000.0,,,,,,,,4000000.0,,,69000000.0,,,146000000.0,113000000,,,21185000000.0,,18094000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,,-87000000.0,,,3222000000.0,,,10092000000.0,,,-112000000.0,,,241000000,,,,,-2.39,263000000.0,,,,0.0,,0.0,371000000.0,-188000000.0,,,,,,,,,,-3280000000,,,,,,1250000000.0,,,-136000000.0,3111000000.0,-7672000000.0,,,1794000000.0,,,1423200000.0,,,,7902000000.0,697000000.0,,,,,,-149000000.0,-39000000.0,,-3443000000.0,8298000000.0,,,,1828000000,-1590000000.0,-52000000.0,,-130000000.0,,,,,,,,,,407000000.0,,-3404000000,353000000.0,,-3404000000,87000000.0,2240000000.0,202000000.0,,,0.0,,213000000.0,,,,898000000.0,-3620000000.0,1632000000.0,,1243000000.0,,578000000.0,,1325000000.0,,6649000000.0,,,-2.39,,,1805000000.0,,,,4253000000.0,,1009000000.0,,,6249000000.0,,,,,,,,,,,,,,,371000000.0,284000000.0,371000000.0,15000000.0,,,,1423200000.0,,,,,,,,4000000.0,,,64000000.0,,,355000000.0,-3404000000,,,17994000000.0,,14883000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
