,annualTotalNonCurrentAssets,quarterlyOperatingExpense,annualNetPPE,trailingGrossProfit,annualOtherIntangibleAssets,quarterlyBasicAverageShares,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossProfit,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,annualEbitda,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualChangeInInventory,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,annualBeginningCashPosition,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualIncomeTaxPayable,quarterlyOtherIntangibleAssets,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,annualInvestingCashFlow,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualOperatingExpense,quarterlyIncomeTaxPayable,trailingCapitalExpenditure,quarterlyGrossPPE,annualPurchaseOfInvestment,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,trailingInvestingCashFlow,annualCapitalExpenditure,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,annualChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingInterestExpense,trailingNetIncomeContinuousOperations,trailingCashDividendsPaid,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyDilutedEPS,quarterlyStockBasedCompensation,annualOtherCurrentLiabilities,quarterlyEbitda,annualNetOtherFinancingCharges,trailingStockBasedCompensation,annualInventory,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,trailingChangeInInventory,annualChangeInCashSupplementalAsReported,annualInterestExpense,trailingChangeInWorkingCapital,annualRepaymentOfDebt,trailingChangesInAccountReceivables,annualTotalRevenue,annualGoodwill,annualCapitalStock,annualStockBasedCompensation,annualGainsLossesNotAffectingRetainedEarnings,trailingFreeCashFlow,quarterlyCashDividendsPaid,annualDilutedEPS,quarterlyCurrentLiabilities,annualOperatingIncome,annualOtherShortTermInvestments,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlyDepreciationAndAmortization,trailingChangeInAccountPayable,annualChangeInAccountPayable,annualAccountsPayable,quarterlySellingGeneralAndAdministration,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualBasicAverageShares,annualChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualOtherCurrentAssets,annualTaxProvision,quarterlyRetainedEarnings,trailingTotalRevenue,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,annualBasicEPS,trailingEndCashPosition,trailingTaxProvision,trailingPretaxIncome,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,quarterlyDilutedAverageShares,annualCashAndCashEquivalents,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,quarterlyFreeCashFlow,quarterlyTotalAssets,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,annualNetIncome,annualCurrentDebt,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualOtherNonCurrentAssets,trailingSaleOfInvestment,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualLongTermDebt,annualRepurchaseOfCapitalStock,annualCurrentAssets,annualOtherNonCashItems,annualTotalAssets,quarterlyOtherCurrentAssets,annualStockholdersEquity,annualCurrentLiabilities,quarterlyGoodwill,quarterlyBasicEPS,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyOtherIncomeExpense,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualRetainedEarnings,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyGrossProfit,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,annualCommonStockIssuance,annualDilutedAverageShares,quarterlyInventory,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualInvestmentsAndAdvances
828230400,,57000000.0,,,,160633969.0,,,3000000.0,,,3000000.0,,4000000.0,,,,,,10100000.0,25100000.0,,140000000.0,,,,10300000.0,,54200000.0,,3100000.0,-4300000.0,,-1900000.0,-45900000.0,15300000.0,,,,,257400000.0,,,,,,,,,,,,185900000.0,,18200000.0,,,,,-1000000.0,,,,26900000.0,36400000.0,,,,,,73300000.0,,-2200000.0,,,0.09338,,,33900000.0,,,,,,,,,,,,,,,,,,,,120000000.0,,,242100000.0,-1600000.0,7000000.0,,,,50000000.0,,,,,,,192000000.0,,,203800000.0,,,155900000.0,,,,,,,160633969.0,,,323800000.0,,13900000.0,654800000.0,,,15000000.0,,,,412700000.0,,15000000.0,15000000.0,,,47800000.0,,,,,,,17800000.0,,,,0.09338,72000000.0,,,-69700000.0,1300000.0,,,,,327500000.0,,121100000.0,800000.0,34900000.0,,,83900000.0,,,-74000000.0,,,129300000.0,0.0,,,,,,,,,,,,,,,
836092800,,57600000.0,,,,161737313.0,,,5400000.0,,,5400000.0,,0.0,,,,,,11700000.0,29500000.0,,139500000.0,,,,14600000.0,,-10400000.0,,2600000.0,-4700000.0,,-1500000.0,-50500000.0,212300000.0,,,,,54800000.0,,,,,,,,,,,,190000000.0,,19500000.0,,,,,2500000.0,,,,31200000.0,33100000.0,,,,,,79100000.0,,,,,0.110055,,,38400000.0,,,,,,,,,,,,,,,,,,,,126800000.0,,,254300000.0,-7700000.0,7200000.0,,,,50400000.0,,,,,,,207500000.0,,,191800000.0,,,165000000.0,,,,,,,161737313.0,,,318600000.0,,14800000.0,660900000.0,,,17800000.0,,,,406600000.0,,17800000.0,17800000.0,,,51500000.0,,,,,,,21700000.0,,,,0.110055,76200000.0,,,-400000.0,800000.0,,,,,341300000.0,,105700000.0,,34600000.0,,,88800000.0,,,-5100000.0,,,128600000.0,0.0,,,,,,,,,,,,,,,
844041600,,56600000.0,,,,160304463.0,,,4200000.0,,,4200000.0,,0.0,,,,,,8600000.0,22500000.0,,140200000.0,,,,18600000.0,,-11300000.0,,2800000.0,-4200000.0,,7500000.0,-53900000.0,16600000.0,,,,,257100000.0,,,,,,,,,,,,194100000.0,,21500000.0,,,,,-1200000.0,,,,24600000.0,30800000.0,,,,,,81100000.0,,,,,0.08671,,,31400000.0,,,,,,,,,,,,,,,,,,,,130500000.0,,,252000000.0,900000.0,6800000.0,,,,49800000.0,,,,,,,219200000.0,,,181200000.0,,,155300000.0,,,,,,,160304463.0,,,311700000.0,,17300000.0,665900000.0,,,13900000.0,,,,413900000.0,,13900000.0,13900000.0,,,52000000.0,,,,,,,21000000.0,,,,0.08671,74100000.0,,,-7700000.0,600000.0,,,,,349700000.0,,96000000.0,,33200000.0,,,81200000.0,,,-11800000.0,,,131800000.0,0.0,,,,,,,,,,,,,,,
851990400,411000000.0,62100000.0,141500000.0,,256200000.0,,5600000.0,2600000.0,5600000.0,,83200000.0,5600000.0,352800000.0,0.0,,147600000.0,,,19300000.0,13300000.0,33900000.0,,141500000.0,,,300000.0,26700000.0,,-13200000.0,197800000.0,2600000.0,-10600000.0,,-2700000.0,-56300000.0,13300000.0,4000000.0,,,,256200000.0,49500000.0,,-98700000.0,,,0.0,,-3000000.0,233300000.0,,,197800000.0,,24000000.0,,,-23800000.0,-56300000.0,1300000.0,,,,36600000.0,82800000.0,,,,,30000000.0,33700000.0,,,,,,,82800000.0,43700000.0,1400000.0,,125400000.0,,,,1600000.0,11100000.0,,,,656600000.0,,,,,,,0.416667,143200000.0,119500000.0,,256700000.0,,7100000.0,,,33700000.0,55000000.0,154600000.0,161520000.0,-9800000.0,297800000.0,23700000.0,43700000.0,237300000.0,,0.0,154600000.0,,,180300000.0,0.416667,,,,67200000.0,-75300000.0,,5600000.0,110900000.0,297800000.0,,13400000.0,667700000.0,,303800000.0,20600000.0,59400000.0,67200000.0,26700000.0,411000000.0,-8900000.0,20600000.0,20600000.0,13300000.0,,49500000.0,205200000.0,75100000.0,-3800000.0,256700000.0,,667700000.0,23700000.0,365600000.0,143200000.0,,,81600000.0,67200000.0,28100000.0,2500000.0,-100000.0,,,,237300000.0,365600000.0,,75100000.0,,30000000.0,,,98700000.0,,,-7800000.0,1500000.0,161520000.0,125400000.0,0.0,,,,,,,,,,,,,,,
859766400,,67900000.0,,,,163466654.0,,,7400000.0,,,7400000.0,,5600000.0,,,,,,10900000.0,27800000.0,,140100000.0,,,,31100000.0,,59600000.0,,2800000.0,-6100000.0,,-300000.0,-58400000.0,12800000.0,,,,,326500000.0,,,,,,,,,,,,198500000.0,,9600000.0,,,,,1800000.0,,,,28100000.0,33300000.0,,,,,,93600000.0,,,,,0.103385,,,36000000.0,,,,,,,,,,,,,,,,,,,,158000000.0,,,264300000.0,-15200000.0,7900000.0,,,,60000000.0,,,,,,,251700000.0,,,205300000.0,,,172400000.0,,,,,,,163466654.0,,,363300000.0,,3500000.0,743700000.0,,,16900000.0,,,,479400000.0,,16900000.0,16900000.0,,,45800000.0,,,,,,,24700000.0,,,,0.103385,76400000.0,,,-59200000.0,2500000.0,,,,,376200000.0,,131200000.0,,28300000.0,,,96000000.0,,,-65300000.0,,,129700000.0,0.0,,,,,,,,,,,,,,,
867628800,,66400000.0,,,,161737313.0,,,7800000.0,,,7800000.0,,0.0,,,,,,11500000.0,29300000.0,,142400000.0,,,,25400000.0,,-16100000.0,,3500000.0,-11000000.0,,-1900000.0,-61000000.0,13300000.0,,,,,317600000.0,,,,,,,,,,,,203400000.0,,24800000.0,,,,,400000.0,,,,32500000.0,29000000.0,,,,,,94800000.0,,,,,0.110055,,,40600000.0,,,,,,,,,,,,,,,,,,,,149200000.0,,,266800000.0,-1200000.0,8100000.0,,,,58300000.0,,,,,,,267100000.0,,,197200000.0,,,178300000.0,,,,,,,161737313.0,,,346400000.0,,13800000.0,740100000.0,,,17800000.0,,,,473300000.0,,17800000.0,17800000.0,,,46100000.0,,,,,,,34100000.0,,,,0.110055,79400000.0,,,1400000.0,300000.0,,,,,389700000.0,,121900000.0,,29200000.0,,,98900000.0,,,-9600000.0,,,117600000.0,0.0,,,,,,,,,,,,,,,
875577600,,66000000.0,,,,162918541.0,,,7800000.0,,,7800000.0,,0.0,,,,,,10500000.0,26800000.0,,144200000.0,,,,28400000.0,,-2600000.0,,3100000.0,-5900000.0,,300000.0,-63500000.0,15500000.0,,,,,331200000.0,,,,,,,,,,,,207700000.0,,28000000.0,,,,,0.0,,,,29900000.0,30900000.0,,,,,,101300000.0,,,,,0.10005,,,38000000.0,,,,,,,,,,,,,,,,,,,,160600000.0,,,268600000.0,3700000.0,8100000.0,,,,57900000.0,,,,,,,280300000.0,,,188700000.0,,,172700000.0,,,,,,,162918541.0,,,349300000.0,,22100000.0,759500000.0,,,16300000.0,,,,490900000.0,,16300000.0,16300000.0,,,45900000.0,,,,,,,27800000.0,,,,0.10005,76800000.0,,,-19200000.0,-100000.0,,,,,406300000.0,,115500000.0,,27300000.0,,,95900000.0,,,-25100000.0,,,121600000.0,0.0,,,,,,,,,,,,,,,
883526400,497400000.0,68400000.0,147100000.0,,103500000.0,,9800000.0,2300000.0,9800000.0,,94300000.0,9800000.0,401200000.0,0.0,,164900000.0,,,23700000.0,14600000.0,38200000.0,,147100000.0,,,1700000.0,24000000.0,,-17200000.0,212100000.0,3400000.0,-85900000.0,,1800000.0,-65000000.0,246800000.0,5600000.0,,,,103500000.0,44100000.0,,-111200000.0,,,,,-1800000.0,268700000.0,,,212100000.0,,31900000.0,,,-108900000.0,-65000000.0,2000000.0,,,,42100000.0,106400000.0,,,,,27600000.0,38900000.0,,,,,,,106400000.0,50400000.0,-100000.0,,124700000.0,,,,4200000.0,12700000.0,,,,720800000.0,,,,,,,0.456667,169300000.0,132500000.0,,277000000.0,12600000.0,8300000.0,,,38900000.0,60100000.0,177200000.0,161811000.0,-11700000.0,346500000.0,28100000.0,47500000.0,301100000.0,,0.0,177200000.0,,,197500000.0,0.46,,,,74600000.0,-3600000.0,,9800000.0,122100000.0,346500000.0,,-54000000.0,774400000.0,,319600000.0,23600000.0,-14600000.0,74600000.0,24000000.0,497400000.0,-10200000.0,23600000.0,23600000.0,246800000.0,,44100000.0,236300000.0,105500000.0,-900000.0,277000000.0,-100000.0,774400000.0,28100000.0,423900000.0,169300000.0,,,87000000.0,74600000.0,32400000.0,73400000.0,-400000.0,,,,301100000.0,423900000.0,,105500000.0,,27600000.0,,,110500000.0,,,-11200000.0,7700000.0,162687000.0,124700000.0,0.0,,,,,,,,,,,,,,,
891302400,,72900000.0,,,,162775755.0,,,5400000.0,,,5400000.0,,9800000.0,,,,,,11300000.0,30300000.0,,147300000.0,,,,25900000.0,,16800000.0,,3000000.0,-24400000.0,,1100000.0,-68800000.0,19300000.0,,,,,346600000.0,,,,,,,,,,,,216100000.0,,2500000.0,,,,,-4400000.0,,,,31500000.0,107600000.0,,,,,,35900000.0,,,,,0.116725,,,40600000.0,,,,,,,,,,,,,,,,,,,,169400000.0,,,290000000.0,,9100000.0,,,,63800000.0,,,,,,,317300000.0,,,189300000.0,,,180700000.0,,,,,,,162775755.0,,,358700000.0,,-21900000.0,803200000.0,,,19000000.0,,,,513200000.0,,19000000.0,19000000.0,,,43600000.0,,,,,,,33500000.0,,,,0.116725,76300000.0,,,-500000.0,1700000.0,,,,,440600000.0,,119000000.0,,26700000.0,,,104400000.0,,,-24900000.0,,,130600000.0,0.0,,,,,,,,,,,,,,,
899164800,,77700000.0,,,,179910045.0,,,6800000.0,,,6800000.0,,0.0,,,,,,1500000.0,2100000.0,,149000000.0,,,,37300000.0,,25400000.0,,3800000.0,-40800000.0,,-1900000.0,-65000000.0,20600000.0,,,,,378200000.0,,,,,,,,,,,,214000000.0,,18800000.0,,,,,1300000.0,,,,35300000.0,120200000.0,,,,,,42600000.0,,,,,0.003335,,,44500000.0,,,,,,,,,,,,,,,,,,,,200100000.0,,,321500000.0,,9200000.0,,,,68500000.0,,,,,,,315100000.0,,,249700000.0,,,197100000.0,,,,,,,179910045.0,,,449800000.0,,-22000000.0,869300000.0,,,600000.0,,,,547800000.0,,600000.0,600000.0,,,49300000.0,,,,,,,33900000.0,,,,0.003335,84100000.0,,,0.0,-29500000.0,,,,,407900000.0,,171700000.0,,28700000.0,,,113000000.0,,,-40800000.0,,,152600000.0,0.0,,,,,,,,,,,,,,,
907113600,,80700000.0,,,,159920040.0,,,10300000.0,,,10300000.0,,0.0,,,,,,9500000.0,27100000.0,,159300000.0,,,,30600000.0,,-12900000.0,,4400000.0,-9700000.0,,-2000000.0,-65000000.0,20100000.0,,,,,380800000.0,,,,,,-10800000.0,,,,,,224300000.0,,29300000.0,,,,,3500000.0,,,,31900000.0,128600000.0,,,,,,40100000.0,,-3100000.0,,,0.110055,,,41400000.0,,,,,,,,,,,,,,,,,,,,199300000.0,,,329300000.0,6400000.0,9500000.0,,,,71200000.0,,,,,,,330100000.0,,,256600000.0,,,197000000.0,,,,,,,159920040.0,,,455900000.0,,19600000.0,889500000.0,,,17600000.0,,,,560200000.0,,17600000.0,17600000.0,,,47800000.0,,,,,,,31900000.0,,,,0.110055,84400000.0,,,0.0,-500000.0,,,,,422100000.0,,178600000.0,-3100000.0,30200000.0,,,112600000.0,,,-9700000.0,,,159700000.0,0.0,,,,,,,,,,,,,,,
915062400,572800000.0,81300000.0,159000000.0,,346100000.0,,8700000.0,-70900000.0,8700000.0,,93700000.0,8700000.0,453900000.0,0.0,,178800000.0,,,51400000.0,-2000000.0,-4400000.0,,159000000.0,,,-5600000.0,16300000.0,,22100000.0,239200000.0,4300000.0,-65000000.0,,-8200000.0,-80200000.0,67700000.0,9800000.0,,,,346100000.0,48100000.0,,-142400000.0,,,0.0,,-22100000.0,312600000.0,,,239200000.0,,43100000.0,,,-139900000.0,-80200000.0,-1600000.0,,,,42500000.0,135400000.0,,,,,18800000.0,42700000.0,,-5200000.0,,,,,135400000.0,52200000.0,0.0,,139200000.0,,,,-1200000.0,15400000.0,,,,795100000.0,,,,,,,0.216667,194400000.0,141300000.0,,322500000.0,19900000.0,9700000.0,,,42700000.0,71600000.0,284400000.0,159990000.0,-27500000.0,478800000.0,40400000.0,20300000.0,324700000.0,,0.0,284400000.0,,,220300000.0,0.216667,,,,34800000.0,-3600000.0,,8700000.0,55100000.0,478800000.0,,-21900000.0,895300000.0,,341200000.0,-2400000.0,-46200000.0,34800000.0,16300000.0,572800000.0,-11000000.0,-2400000.0,-2400000.0,67700000.0,,48100000.0,275100000.0,217500000.0,-42000000.0,322500000.0,-100000.0,895300000.0,40400000.0,413800000.0,194400000.0,,,96500000.0,34800000.0,37500000.0,-3100000.0,-42700000.0,,,,324700000.0,413800000.0,,217500000.0,16700000.0,18800000.0,,,123800000.0,,,-67000000.0,6200000.0,160791000.0,139200000.0,0.0,,,,,,,,,,,,,,,
922838400,,77900000.0,,,,158029094.0,,,9100000.0,,,9100000.0,,8700000.0,,,,,,10900000.0,30400000.0,,167100000.0,,,,35000000.0,,-11200000.0,,4600000.0,-6700000.0,,-4100000.0,-82900000.0,19600000.0,,,,,366200000.0,,,,,,,,,,,,250000000.0,,17300000.0,,,,,400000.0,,,,34300000.0,125600000.0,,,,,,36200000.0,,,,,0.123395,,,44900000.0,,,,,,,,,,,,,,,,,,,,196800000.0,,,322900000.0,100000.0,10600000.0,,,,67300000.0,,,,,,,341300000.0,,,260500000.0,,,196600000.0,,,,,,,158029094.0,,,457300000.0,,10600000.0,875800000.0,,,19500000.0,,,,552900000.0,,19500000.0,19500000.0,,,45200000.0,,,,,,,40000000.0,,,,0.123395,84400000.0,,,100000.0,700000.0,,,,,415500000.0,,197600000.0,,17700000.0,,,112200000.0,,,-3200000.0,,,140600000.0,0.0,,,,,,,,,,,,,,,
930700800,,80800000.0,,,,158920540.0,,,10800000.0,,,10800000.0,,0.0,,,,,,11600000.0,32800000.0,,174800000.0,,,,35100000.0,,-7900000.0,,4300000.0,-7300000.0,,8600000.0,-86300000.0,20200000.0,,,,,359900000.0,,,,,,,,,,,,261100000.0,,23600000.0,,,,,1700000.0,,,,36400000.0,126200000.0,,,,,,35700000.0,,,,,0.1334,,,44200000.0,,,,,,,,,,,,,,,,,,,,197000000.0,,,326400000.0,-18300000.0,7800000.0,,,,73000000.0,,,,,,,359500000.0,,,248300000.0,,,209100000.0,,,,,,,158920540.0,,,445300000.0,,16300000.0,881300000.0,,,21200000.0,,,,554900000.0,,21200000.0,21200000.0,,,46800000.0,,,,,,,43600000.0,,,,0.1334,91900000.0,,,-5000000.0,700000.0,,,,,433200000.0,,186100000.0,,15400000.0,,,117200000.0,,,-12300000.0,,,137400000.0,0.0,,,,,,,,,,,,,,,
938649600,,81600000.0,,,,159151194.0,,,9400000.0,,,9400000.0,,0.0,,,,500000.0,,11000000.0,31700000.0,,180800000.0,,,,23800000.0,,-30000000.0,,3600000.0,-6600000.0,,1100000.0,-91100000.0,20900000.0,,,,,355500000.0,,,,,,,,,,,,271900000.0,,33700000.0,,,,,-1400000.0,,,,34700000.0,129700000.0,,,,,,34800000.0,-41400000.0,,,,0.130065,,,44600000.0,,,,,,,,,,,,,,,,,,-3000000.0,,188300000.0,,,325000000.0,3100000.0,9900000.0,,,,71700000.0,,,,,,,377200000.0,,,235700000.0,,,203600000.0,,,,,,,159151194.0,,,424000000.0,,27100000.0,882200000.0,,,20700000.0,,,,557200000.0,,20700000.0,20700000.0,,,49600000.0,,,,,,,41800000.0,,,,0.130065,87300000.0,,,800000.0,500000.0,,,,,455700000.0,,170400000.0,,15700000.0,,,116300000.0,,,-4900000.0,,,141700000.0,9400000.0,,,,,,,,,,,,,,,
946598400,544900000.0,81700000.0,180500000.0,,349400000.0,,7300000.0,3000000.0,7300000.0,,121300000.0,7300000.0,471600000.0,9400000.0,,189200000.0,,500000.0,-83000000.0,14600000.0,43100000.0,,180500000.0,,,4400000.0,20200000.0,,-33900000.0,267100000.0,3300000.0,-16100000.0,,-4100000.0,-86600000.0,15000000.0,8700000.0,,,,349400000.0,46500000.0,,-35500000.0,,,,,5900000.0,322000000.0,,,267100000.0,,46700000.0,,,-36700000.0,-86600000.0,-2100000.0,,,,44200000.0,115500000.0,,,,,20200000.0,40500000.0,-49700000.0,,,,,,115500000.0,55500000.0,1500000.0,,135500000.0,,,,-1400000.0,15800000.0,,,,830900000.0,,500000.0,,-49700000.0,,-3000000.0,0.566667,176200000.0,149600000.0,,314700000.0,15000000.0,11300000.0,,,40500000.0,70400000.0,212000000.0,158262000.0,-14600000.0,388200000.0,44000000.0,48200000.0,402400000.0,,7300000.0,212000000.0,,,221600000.0,0.566667,,,,89900000.0,-4900000.0,,7300000.0,138100000.0,388200000.0,,30600000.0,859600000.0,,359300000.0,28500000.0,84600000.0,89900000.0,20200000.0,544900000.0,-11900000.0,28500000.0,28500000.0,15000000.0,,46500000.0,282400000.0,145300000.0,-3900000.0,314700000.0,-100000.0,859600000.0,44000000.0,468900000.0,176200000.0,,,95700000.0,89900000.0,39600000.0,-800000.0,1600000.0,,,,402400000.0,468900000.0,,145300000.0,,20200000.0,,,125900000.0,,,-15100000.0,4900000.0,158733000.0,135500000.0,7300000.0,,,,,,,,,,,,,,,
954460800,,84513000.0,,,,156945000.0,,,7298000.0,,,7298000.0,,7276000.0,,,,543000.0,,11913000.0,34106000.0,,177461000.0,,,,18163000.0,,-34669000.0,,3000000.0,-7018000.0,,985000.0,-91254000.0,14828000.0,,,,,343700000.0,,,,,,-19973000.0,,,,,,268715000.0,,40712000.0,,,,,22000.0,,,,36740000.0,121336000.0,,,,,,37203000.0,-53561000.0,,,,0.14,,,47476000.0,,,,,,,,,,,,,,,,,,-3295000.0,,176702000.0,,,307569000.0,,10736000.0,,,,73777000.0,,,,,,,421349000.0,,,199879000.0,,,212530000.0,,,,,,,157608000.0,,,376581000.0,,33694000.0,843558000.0,,,22193000.0,,,,535989000.0,,22193000.0,22193000.0,,,44928000.0,,,,,,,38875000.0,,,,0.14,91277000.0,,,-528000.0,-23000.0,,,,,464551000.0,,134162000.0,,20789000.0,,,121253000.0,,,-7546000.0,,,136497000.0,7298000.0,,,,,,,,,,,,,,,
962323200,,89650000.0,,,,155736000.0,,,6892000.0,,,6892000.0,,7298000.0,,,,543000.0,,12708000.0,37335000.0,,177911000.0,,,,20569000.0,,-17729000.0,,2679000.0,-6492000.0,,2244000.0,-96970000.0,15412000.0,,,,,338714000.0,,,,,,-6527000.0,,,,,,274881000.0,,22986000.0,,,,,-406000.0,,,,39731000.0,121068000.0,,,,,,38956000.0,-53992000.0,,,,0.156667,,,50636000.0,,,,,,,,,,,,,,,,,,-3246000.0,,180593000.0,,,318970000.0,,10905000.0,,,,78745000.0,,,,,,,442740000.0,,,187143000.0,,,223290000.0,,,,,,,157134000.0,,,367736000.0,,16494000.0,851007000.0,,,24627000.0,,,,532037000.0,,24627000.0,24627000.0,,,45896000.0,,,,,,,41379000.0,,,,0.156667,93909000.0,,,937000.0,-169000.0,,,,,480848000.0,,121234000.0,,20013000.0,,,129381000.0,,,-5555000.0,,,139217000.0,6892000.0,,,,,,,,,,,,,,,
970272000,,84680000.0,,,,154995000.0,,,8160000.0,,,8160000.0,,6892000.0,,,,543000.0,,11434000.0,34769000.0,,171921000.0,,,,13301000.0,,-26150000.0,,2538000.0,-6782000.0,,3194000.0,-99049000.0,22119000.0,,,,,339040000.0,,,,,,-11867000.0,,,,,,270970000.0,,47040000.0,,,,,1268000.0,,,,38137000.0,129638000.0,,,,,,38015000.0,-63218000.0,,,,0.15,,,48651000.0,,,,,,,,,,,,,,,,,,-3241000.0,,180954000.0,,,311506000.0,,10514000.0,,,,74166000.0,,,,,,,462853000.0,,,176317000.0,,,215255000.0,,,,,,,156966000.0,,,357271000.0,,40258000.0,844586000.0,,,23335000.0,,,,533080000.0,,23335000.0,23335000.0,,,44230000.0,,,,,,,38158000.0,,,,0.15,92438000.0,,,-1746000.0,-925000.0,,,,,482682000.0,,112906000.0,,19181000.0,,,122817000.0,,,-21002000.0,,,138459000.0,8160000.0,,,,,,,,,,,,,,,
978220800,541161000.0,82250000.0,181341000.0,,344753000.0,,15433000.0,-2773000.0,15433000.0,,145622000.0,15433000.0,504953000.0,8160000.0,,205219000.0,,543000.0,-99109000.0,14724000.0,45586000.0,,181341000.0,,,-1216000.0,794000.0,,-20561000.0,285258000.0,1936000.0,-8133000.0,,-6423000.0,-103917000.0,15067000.0,11418000.0,,,,344753000.0,47226000.0,,-44628000.0,,,-1725000.0,,4249000.0,341093000.0,,,285258000.0,,34884000.0,,,-28425000.0,-103917000.0,3131000.0,,,,49252000.0,121580000.0,,,,,16820000.0,45764000.0,-54234000.0,,,,,,121580000.0,58456000.0,0.0,,133304000.0,,,,4015000.0,10153000.0,,,,889796000.0,,543000.0,,-54234000.0,,-3222000.0,0.643333,168138000.0,163860000.0,,325454000.0,,9204000.0,,,45764000.0,73046000.0,173546000.0,155568000.0,-3763000.0,341684000.0,43074000.0,50780000.0,490167000.0,,15433000.0,173546000.0,,,238721000.0,0.65,,,,101016000.0,-1423000.0,,15433000.0,151796000.0,341684000.0,,26751000.0,866615000.0,,384843000.0,30862000.0,117197000.0,101016000.0,794000.0,541161000.0,-13004000.0,30862000.0,30862000.0,15067000.0,,47226000.0,299734000.0,109500000.0,-40092000.0,325454000.0,,866615000.0,43074000.0,520370000.0,168138000.0,,,107219000.0,101016000.0,41359000.0,-86000.0,-1656000.0,,,,490167000.0,520370000.0,,109500000.0,,16820000.0,,,131502000.0,,,-10525000.0,7425000.0,157119000.0,133304000.0,15433000.0,,,,,,,,,,,,,,,
