,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCashItems,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyCommonStockIssuance,annualPurchaseOfBusiness,annualInvestingCashFlow,quarterlyNetIncome,annualChangeInInventory,quarterlyCapitalExpenditure,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,trailingCashDividendsPaid,quarterlyBasicEPS,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,quarterlyTaxProvision,annualAccountsReceivable,quarterlyNetPPE,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyInventory,quarterlyAccountsReceivable,quarterlyOperatingExpense,annualGrossProfit,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,annualStockBasedCompensation,quarterlyCostOfRevenue,annualGoodwill,annualOperatingCashFlow,annualNetPPE,annualInventory,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,trailingChangeInInventory,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualRepaymentOfDebt,annualEbitda,annualDilutedEPS,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualOtherNonCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,trailingPretaxIncome,annualOtherCurrentLiabilities,trailingPurchaseOfInvestment,annualBasicEPS,annualEndCashPosition,trailingInterestExpense,annualPretaxIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlyTotalAssets,trailingCapitalExpenditure,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualNonCurrentDeferredRevenue,trailingTotalRevenue,trailingOtherIncomeExpense,annualOperatingIncome,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,quarterlyTotalNonCurrentAssets,annualGrossPPE,trailingInvestingCashFlow,annualAccountsPayable,trailingChangeInCashSupplementalAsReported,quarterlyCashAndCashEquivalents,quarterlyDepreciationAndAmortization,quarterlyCurrentDebt,trailingEndCashPosition,quarterlySaleOfInvestment,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyNonCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,annualInvestmentsAndAdvances,annualNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,annualCapitalExpenditure,annualCurrentAccruedExpenses,annualOperatingExpense,trailingDeferredIncomeTax,annualTaxProvision,annualCashAndCashEquivalents,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,annualInterestExpense,annualChangesInAccountReceivables,trailingBeginningCashPosition,trailingCostOfRevenue,trailingChangesInAccountReceivables,trailingChangeInAccountPayable,annualDilutedAverageShares,annualTotalRevenue,annualCurrentAssets,quarterlyChangeInInventory,trailingOperatingExpense,quarterlyCashDividendsPaid,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,quarterlyEndCashPosition,annualOtherShortTermInvestments,annualOtherNonCurrentAssets,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyOtherNonCashItems,annualAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyEbitda,annualNetIncomeCommonStockholders,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyPretaxIncome,quarterlyRetainedEarnings,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,trailingNetIncome,annualTotalAssets,trailingNetIncomeCommonStockholders,annualTotalLiabilitiesNetMinorityInterest,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,annualCashDividendsPaid,annualCurrentDebt,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,annualCostOfRevenue,annualOtherCurrentAssets,annualLongTermDebt,quarterlyOtherCurrentAssets,annualNetIncome,annualBasicAverageShares,annualBeginningCashPosition,annualTotalNonCurrentAssets,annualFreeCashFlow,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,trailingTaxProvision,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingStockBasedCompensation,trailingSellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingBasicAverageShares,trailingBasicEPS,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
1167523200,,199000.0,,846848000.0,1560895000.0,39072000.0,6348000.0,967979000.0,341410000.0,618000.0,,-289096000.0,13072000.0,-46112000.0,-144493000.0,12767000.0,,,99342000.0,13072000.0,1563265000.0,,,160000000.0,967979000.0,-345541000.0,10079000.0,179859000.0,4071607000.0,,1108000.0,458410000.0,147930000.0,179859000.0,203505000.0,1121784000.0,352752000.0,663176000.0,,93156000.0,,255986000.0,4071607000.0,147930000.0,9125000.0,,,,9071000.0,458410000.0,,510690000.0,1.87,,-45151000.0,,3085772000.0,101000.0,-20343000.0,,18196000.0,58200000.0,,160000000.0,,1.88,18196000.0,,221621000.0,18196000.0,,5455175000.0,,12829000.0,,,,,306770000.0,,13501000.0,4918455000.0,7050766000.0,,150424000.0,,18196000.0,,160000000.0,,49449000.0,24447000.0,-50175000.0,,,,,3894280000.0,46490000.0,43677000.0,,165309000.0,-6202000.0,,,150424000.0,,249995000.0,101000.0,7050766000.0,-344860000.0,352752000.0,815014000.0,,56312000.0,18196000.0,343151000.0,,98650000.0,,,,,,87881818.0,1605743000.0,536720000.0,-11360000.0,,-20760000.0,854000.0,,18196000.0,,846848000.0,-129289000.0,2394000.0,13466000.0,-2979159000.0,,,,-4203000.0,82389000.0,164339000.0,,,-114818000.0,23151000.0,185779000.0,,663176000.0,,14235000.0,,536720000.0,,5455175000.0,,3894280000.0,185779000.0,51827000.0,1560895000.0,-2979159000.0,-80894000.0,160000000.0,3085772000.0,,483959000.0,190735000.0,1563265000.0,190735000.0,165309000.0,87509800.0,38539000.0,4918455000.0,-88874000.0,,171001000.0,,,,,,,,,,,,,,,,,,
1175299200,,284000.0,,816944000.0,,57603000.0,,,,500000.0,,,30175000.0,,-106178000.0,,,,60160000.0,30175000.0,1563308000.0,,0.34,239000000.0,921537000.0,,12014000.0,,4136062000.0,,-2311000.0,,157815000.0,169371000.0,196952000.0,,250101000.0,,,103409000.0,,,,,-10762000.0,87947281.0,,,18196000.0,458959000.0,,,,,-46018000.0,,,,,,,,,,,,,,,7434000.0,87947281.0,5459621000.0,,29933000.0,,,,,,,,4953006000.0,,,,,7434000.0,,239000000.0,,60172000.0,25445000.0,-60848000.0,,,0.34,,3878159000.0,69945000.0,-26685000.0,,,-4449000.0,,,142502000.0,,266897000.0,82000.0,7115221000.0,,,,,,,370306000.0,,,,,,,,,,,-9885000.0,,-20446000.0,,,7434000.0,,,-128525000.0,,7576000.0,,,,,,123488000.0,,,,,42189000.0,202177000.0,,631603000.0,,-21671000.0,,506615000.0,,,,,,43645000.0,1581462000.0,-2979159000.0,,,3102685000.0,,,,,171995000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,559000.0,,819576000.0,,194013000.0,,,,83537000.0,,,32708000.0,,-202404000.0,,,,2255000.0,32708000.0,1713377000.0,,0.36,170000000.0,885607000.0,,9630000.0,,4397793000.0,,1995000.0,,172242000.0,220296000.0,213068000.0,,354323000.0,,,131348000.0,,,,,-1325000.0,89781652.0,,,7434000.0,475133000.0,,,,,-200149000.0,,,,,,,,,,,,,,,6109000.0,89781652.0,5858875000.0,,32466000.0,,,,,,,,5217369000.0,,,,,6109000.0,,170000000.0,,58165000.0,30419000.0,-58070000.0,,,0.36,,4182548000.0,70762000.0,-52718000.0,,,-24111000.0,,,157414000.0,,283830000.0,102000.0,7376952000.0,,,,,,,415178000.0,,,,,,,,,,,-14427000.0,,-22390000.0,,,6109000.0,,,-197593000.0,,6148000.0,,,,,,118814000.0,,,,,42338000.0,209912000.0,,681737000.0,,4716000.0,,641506000.0,,,,,,42960000.0,1676327000.0,-2979159000.0,,,3348896000.0,,,,,242859000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,103000.0,,811249000.0,,119000.0,,,,20268000.0,,,91706000.0,,-146609000.0,,,,146773000.0,91706000.0,1713445000.0,,0.99,174000000.0,885530000.0,,27621000.0,,4501475000.0,,-2376000.0,,180430000.0,241834000.0,215243000.0,,322126000.0,,,182686000.0,,,,,1938000.0,91940879.0,,,6109000.0,479623000.0,,,,,164000.0,,,,,,,,,,,,,,,8047000.0,91940879.0,5963268000.0,,91464000.0,,,,,,,,5312724000.0,,,,,8047000.0,,174000000.0,,49479000.0,28864000.0,-49901000.0,,,0.99,,4197563000.0,150567000.0,-5512000.0,,,-1260000.0,,,190507000.0,,365810000.0,94000.0,7480634000.0,,,,,,,548496000.0,,,,,,,,,,,-8188000.0,,-23140000.0,,,8047000.0,,,-144954000.0,,-5235000.0,,,,,,217641000.0,,,,,119327000.0,276286000.0,,686633000.0,,2077000.0,,650544000.0,,,,,,46182000.0,1765705000.0,-2979159000.0,,,3361999000.0,,,,,220233000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,,112000.0,,924079000.0,1848480000.0,251065000.0,8974000.0,956912000.0,238414000.0,91115000.0,,-762059000.0,13765000.0,-44603000.0,-292965000.0,502800000.0,,,37628000.0,13765000.0,1889781000.0,,,180558000.0,956912000.0,-240067000.0,14575000.0,195785000.0,4803672000.0,,1378000.0,498752000.0,192533000.0,195785000.0,219757000.0,1182413000.0,285906000.0,744763000.0,,126979000.0,,246816000.0,4803672000.0,192533000.0,-2294000.0,,,,8047000.0,498752000.0,,555210000.0,1.83,,-255337000.0,,3633883000.0,152000.0,-12443000.0,,5753000.0,-12250000.0,,180558000.0,,1.85,5753000.0,,232193000.0,5753000.0,,6395430000.0,,13522000.0,,,,,337391000.0,,-1315000.0,5727751000.0,7946222000.0,,278299000.0,,5753000.0,,180558000.0,,70598000.0,19155000.0,-71248000.0,,,,,4546950000.0,46117000.0,-77500000.0,,168354000.0,43904000.0,,,278299000.0,,265874000.0,152000.0,7946222000.0,-748156000.0,285906000.0,845022000.0,,63839000.0,5753000.0,392853000.0,,103883000.0,,,,,,91466667.0,1726834000.0,667679000.0,-12103000.0,,-23495000.0,1058000.0,,5753000.0,,924079000.0,-290987000.0,195420000.0,485000.0,-3142550000.0,,,,14084000.0,103091000.0,167384000.0,,,-162415000.0,28340000.0,264477000.0,,744763000.0,,2628000.0,,667679000.0,,6395430000.0,,4546950000.0,264477000.0,45797000.0,1848480000.0,-3142550000.0,-89471000.0,180558000.0,3633883000.0,,544421000.0,273608000.0,1889781000.0,273608000.0,168354000.0,90675511.0,18196000.0,5727751000.0,-501340000.0,,178587000.0,,,,,,,,,,,,,,,,,,
1206921600,,250000.0,,908024000.0,,173121000.0,,,,52417000.0,,,61136000.0,,-188289000.0,,,,10695000.0,61136000.0,1890915000.0,,0.63,323747000.0,954239000.0,,-18240000.0,,4931203000.0,,-222000.0,,207728000.0,182645000.0,206570000.0,,344056000.0,,,146449000.0,,,,,356000.0,97415866.0,,,5753000.0,510250000.0,,,,,-177594000.0,,,,,,,,,,,,,,,6964000.0,98216129.0,6580968000.0,,60894000.0,,,,,,,,5839227000.0,,,,,6964000.0,,323747000.0,,109317000.0,10690000.0,-110136000.0,,,0.62,,4644879000.0,53808000.0,-121076000.0,,,19070000.0,,,220717000.0,,260378000.0,,8073753000.0,,,,,,,406827000.0,,,,,,,,,,,-15195000.0,,-23455000.0,,,6109000.0,,,-183460000.0,,-3705000.0,,,,,,109078000.0,,,,,42896000.0,296774000.0,,888520000.0,,5648000.0,,741741000.0,,,,,,41656000.0,1936089000.0,-3142550000.0,,,3578882000.0,,,,,344404000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,128000.0,,997768000.0,,270348000.0,,,,239416000.0,,,5845000.0,,-240793000.0,,,,-12849000.0,5845000.0,2040663000.0,,0.06,180460000.0,1013601000.0,,2687000.0,,5117602000.0,,3804000.0,,211607000.0,247222000.0,224825000.0,,487427000.0,,,191355000.0,,,,,2889000.0,100733815.0,,,6109000.0,561669000.0,,,,,-253642000.0,,,,,,,,,,,,,,,8998000.0,100733815.0,7064161000.0,,5603000.0,,,,,,,,6115370000.0,,,,,8998000.0,,180460000.0,,54322000.0,30311000.0,-54498000.0,,,0.06,,4910995000.0,35039000.0,-87433000.0,,,8872000.0,,,242246000.0,,259864000.0,,8260152000.0,,,,,,,451219000.0,,,,,,,,,,,-3879000.0,,-27017000.0,,,8998000.0,,,-254610000.0,,6125000.0,,,,,,88781000.0,,,,,8532000.0,271551000.0,,910133000.0,,-13641000.0,,948791000.0,,,,,,44254000.0,2153166000.0,-3142550000.0,,,3795351000.0,,,,,480964000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,-378000.0,,922187000.0,,80715000.0,,,,1349000.0,,,88285000.0,,-294078000.0,,,,203298000.0,88285000.0,1895250000.0,,0.81,436719000.0,1017317000.0,,29361000.0,,5343167000.0,,5293000.0,,198392000.0,227747000.0,210440000.0,,359141000.0,,,220140000.0,,,,,-4699000.0,108714778.0,,,8998000.0,562369000.0,,,,,-90780000.0,,,,,,,,,,,,,,,4299000.0,108714778.0,6978138000.0,,88043000.0,,,,,,,,6265354000.0,,,,,4299000.0,,436719000.0,,24240000.0,31920000.0,-24325000.0,,,0.81,,4764877000.0,144273000.0,80598000.0,,,-2377000.0,,,188567000.0,,354713000.0,,8485717000.0,,,,,,,574853000.0,,,,,,,,,,,13215000.0,,-29095000.0,,,4299000.0,,,-288712000.0,,-4664000.0,,,,,,196239000.0,,,,,117646000.0,327845000.0,,984427000.0,,5451000.0,,712784000.0,,,,,,50802000.0,2213261000.0,-3142550000.0,,,3600570000.0,,,,,282346000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,,561000.0,,1166607000.0,2207580000.0,124524000.0,-22616000.0,1064306000.0,248933000.0,439000.0,,-906437000.0,22873000.0,-11764000.0,-214082000.0,648708000.0,,,73746000.0,22873000.0,2192538000.0,,,321266000.0,1064306000.0,-229319000.0,-9872000.0,199116000.0,5533521000.0,,-4994000.0,562992000.0,204297000.0,199116000.0,218168000.0,1144648000.0,355460000.0,872409000.0,,136404000.0,,274890000.0,5533521000.0,204297000.0,18615000.0,,,,4299000.0,562992000.0,,516271000.0,1.7,,-140336000.0,,4211950000.0,,17161000.0,,22914000.0,6896000.0,,321266000.0,,1.7,22914000.0,,182076000.0,22914000.0,,7443259000.0,,22630000.0,,,,,284645000.0,,3881000.0,6700128000.0,8782528000.0,,195683000.0,,22914000.0,,321266000.0,,61054000.0,33530000.0,-40360000.0,,,,,5235679000.0,51525000.0,-18557000.0,,178140000.0,9696000.0,,,195683000.0,,269693000.0,,8782528000.0,-937242000.0,355460000.0,860003000.0,,3936000.0,22914000.0,406097000.0,,106450000.0,,,,,,103958414.0,1838996000.0,743131000.0,-5905000.0,,-30012000.0,561000.0,,22914000.0,,1166607000.0,-179655000.0,293621000.0,-20372000.0,-3249007000.0,,,,35261000.0,132684000.0,177170000.0,,,-146468000.0,13001000.0,318197000.0,,872409000.0,,9438000.0,,743131000.0,,7443259000.0,,5235679000.0,318197000.0,47715000.0,2207580000.0,-3249007000.0,-109579000.0,321266000.0,4211950000.0,,694348000.0,316804000.0,2192538000.0,316804000.0,178140000.0,103958414.0,5753000.0,6700128000.0,-662352000.0,,184427000.0,,,,,,,,,,,,,,,,,,
1238457600,,173000.0,92540000.0,1031971000.0,,44315000.0,,,,918000.0,,,44164000.0,,-151904000.0,,,,103132000.0,11186000.0,2192172000.0,,0.4,205498000.0,1077779000.0,,4401000.0,,5619734000.0,,-2096000.0,,207971000.0,179910000.0,228363000.0,,39535000.0,,,140644000.0,,,,,-3464000.0,109330973.0,,,22914000.0,563969000.0,,,,,-48772000.0,,,,,,,,,,,,,,,97409000.0,109330973.0,7431758000.0,,43922000.0,,,,,,19206000.0,,6744245000.0,,,,,19450000.0,58214000.0,404880000.0,,7643000.0,35077000.0,-7384000.0,,,0.4,112653000.0,5209233000.0,52760000.0,16424000.0,,,14988000.0,,-27505000.0,176189000.0,,281123000.0,,,,,,,,,421767000.0,,,,,,,,,,,-3673000.0,,-29812000.0,,1522000.0,19450000.0,,,-150911000.0,,-7819000.0,,,,,,108878000.0,,4319193000.0,77959000.0,,15587000.0,329170000.0,,890040000.0,,734000.0,,687513000.0,,,,,,47982000.0,2222525000.0,,,,302102000.0,-11557000.0,,,,97998000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,96000.0,104483000.0,1047022000.0,,77095000.0,,,,1263000.0,,,38386000.0,,-186864000.0,,,,112854000.0,38386000.0,2491428000.0,,0.35,271864000.0,1093340000.0,,15696000.0,,5708556000.0,,4134000.0,,206904000.0,240478000.0,257262000.0,,48381000.0,,,120508000.0,,,,,-14509000.0,109538854.0,,,19450000.0,565048000.0,,,,,-74010000.0,,,,,,,,,,,,,,,111130000.0,109538854.0,7600332000.0,,38144000.0,,,,,,-60568000.0,,6860061000.0,,,,,4941000.0,63814000.0,209094000.0,,14718000.0,40094000.0,-32878000.0,,,0.35,111279000.0,5368670000.0,90042000.0,-3991000.0,,,17057000.0,,6175000.0,151531000.0,,347304000.0,,,,,,,,,467812000.0,,,,,,,,,,,1066000.0,,-31116000.0,,1198000.0,4941000.0,,,-204458000.0,,-10815000.0,,,,,,157990000.0,,4638245000.0,106189000.0,,54082000.0,334312000.0,,730425000.0,,566000.0,,740271000.0,,,,,,53638000.0,2231662000.0,,,,320427000.0,-113609000.0,,,,89140000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,90000.0,117825000.0,1047867000.0,,-70917000.0,,,,1098000.0,,,81142000.0,,-122011000.0,,,,192055000.0,81142000.0,2490939000.0,,0.73,237996000.0,1103832000.0,,28256000.0,,5748303000.0,,664000.0,,200206000.0,213434000.0,236731000.0,,65757000.0,,,141470000.0,,,,,-1193000.0,109753036.0,,,4941000.0,565923000.0,,,,,70044000.0,,,,,,,,,,,,,,,63025000.0,109753036.0,7571605000.0,,80900000.0,,,,,,27045000.0,,6913995000.0,,,,,3748000.0,64516000.0,168563000.0,,13736000.0,41599000.0,-14913000.0,,,0.73,109905000.0,5287624000.0,150333000.0,34084000.0,,,27618000.0,,-17676000.0,117969000.0,,387064000.0,,,,,,,,,528534000.0,,,,,,,,,,,6698000.0,,-30988000.0,,1213000.0,3748000.0,,,-122331000.0,,-24772000.0,,,,,,215513000.0,,4629679000.0,59277000.0,,109398000.0,382157000.0,,657945000.0,,857000.0,,657610000.0,,,,,,41920000.0,2283981000.0,,,,343101000.0,-42100000.0,,,,90958000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,,89000.0,122921000.0,1001340000.0,2266785000.0,46729000.0,-9495000.0,1092238000.0,62844000.0,1308000.0,,-595181000.0,11383000.0,10466000.0,-94858000.0,97222000.0,251534000.0,,70864000.0,10616000.0,2490734000.0,,,202276000.0,1092238000.0,-82558000.0,10496000.0,216186000.0,5771740000.0,,-104000.0,566796000.0,193831000.0,216186000.0,246069000.0,1323367000.0,76955000.0,682478000.0,5133000.0,132242000.0,,478905000.0,5771740000.0,193831000.0,112000.0,,,,3748000.0,566796000.0,-210542000.0,609074000.0,1.58,,-23994000.0,,341855000.0,,-19054000.0,,37019000.0,2920000.0,,202276000.0,,1.58,3860000.0,,200180000.0,37019000.0,,7525483000.0,,11140000.0,,108532000.0,,,354942000.0,-2842000.0,2598000.0,6896001000.0,9142545000.0,,112211000.0,,3860000.0,64990000.0,244105000.0,,26747000.0,40591000.0,-27383000.0,,,,108532000.0,5258698000.0,61807000.0,-34895000.0,122921000.0,141330000.0,-13216000.0,,23891000.0,112211000.0,,307876000.0,,9142545000.0,-555637000.0,76955000.0,968425000.0,,58850000.0,3860000.0,440118000.0,,157360000.0,-17159000.0,,,,,109647689.0,1858231000.0,629482000.0,6375000.0,,-31021000.0,448000.0,1200000.0,3860000.0,33159000.0,1001340000.0,-117481000.0,4587000.0,33911000.0,-3370805000.0,4576220000.0,-15115000.0,,46447000.0,126693000.0,174105000.0,4576220000.0,33159000.0,11622000.0,21112000.0,360199000.0,,682478000.0,,763000.0,,629482000.0,,7525483000.0,,5258698000.0,360199000.0,56421000.0,2266785000.0,-3370805000.0,-122937000.0,244105000.0,341855000.0,-43276000.0,534864000.0,117489000.0,2490734000.0,117489000.0,175075000.0,109647689.0,22914000.0,6896001000.0,-76732000.0,,199961000.0,,,,,,,,,,,,,,,,,,
1269993600,,-1189000.0,125585000.0,1346911000.0,,-50165000.0,,,,25904000.0,,,30680000.0,,-103272000.0,,,,151968000.0,31682000.0,2791300000.0,,0.27,197615000.0,1106949000.0,,13820000.0,,5711015000.0,,-1883000.0,,195697000.0,195112000.0,234029000.0,,98978000.0,,,133800000.0,,,,,-1017000.0,110925146.0,,,3860000.0,573772000.0,,,,,48696000.0,,,,,,,,,,,,,,,58558000.0,110925146.0,7812770000.0,,30438000.0,,,,,,21068000.0,,7183511000.0,,,,,2843000.0,66930000.0,239157000.0,,8076000.0,44616000.0,-8319000.0,,,0.27,101663000.0,5517588000.0,92001000.0,22251000.0,,,20518000.0,,10001000.0,130093000.0,,326030000.0,,,,,,,,,459830000.0,,,,,,,,,,,-1673000.0,,-31054000.0,,2130000.0,2843000.0,,,-102820000.0,,-1816000.0,,,,,,157048000.0,,4784668000.0,55715000.0,,45502000.0,355909000.0,,732920000.0,,695000.0,,629259000.0,,,,,,45927000.0,2292211000.0,,,,348058000.0,-44791000.0,,,,106162000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,-494000.0,120187000.0,1296738000.0,,66566000.0,,,,1384000.0,,,53311000.0,,-134373000.0,,,,86850000.0,54530000.0,2788556000.0,,0.47,168314000.0,1119012000.0,,21158000.0,,5780104000.0,,-2017000.0,,203476000.0,272723000.0,237071000.0,,47248000.0,,,137116000.0,,,,,480000.0,111523000.0,,,2843000.0,574795000.0,,,,,-47523000.0,,,,,,,,,,,,,,,33427000.0,111523000.0,7819138000.0,,53069000.0,,,,,,-77604000.0,,7197029000.0,,,,,3323000.0,67107000.0,270560000.0,,160008000.0,43289000.0,-177481000.0,,,0.47,100289000.0,5498720000.0,120994000.0,-64637000.0,,,35709000.0,,42421000.0,171996000.0,,358065000.0,,,,,,,,,495181000.0,,,,,,,,,,,-7586000.0,,-32622000.0,,3132000.0,3323000.0,,,-152936000.0,,-17738000.0,,,,,,186084000.0,,4787395000.0,30104000.0,,75688000.0,374209000.0,,711325000.0,,-1090000.0,,622109000.0,,,,,,48154000.0,2316855000.0,,,,350511000.0,27954000.0,,,,92320000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,115000.0,129568000.0,1300349000.0,,-127243000.0,,,,1011000.0,,,114744000.0,,-132101000.0,,,,261549000.0,115863000.0,2770288000.0,,1.02,163800000.0,1166352000.0,,51802000.0,,5853270000.0,,-1000.0,,201643000.0,260404000.0,244938000.0,,66328000.0,,,187877000.0,,,,,1149000.0,111706541.0,,,3323000.0,575606000.0,,,,,129448000.0,,,,,,,,,,,,,,,25557000.0,113368317.0,7868959000.0,,114502000.0,,,,,,12329000.0,,7283187000.0,,,,,4472000.0,67918000.0,193533000.0,,23177000.0,43956000.0,-22868000.0,,,1.01,98915000.0,5461482000.0,211622000.0,-3071000.0,,,47906000.0,,-39457000.0,138376000.0,,456560000.0,,,,,,,,,644437000.0,,,,,,,,,,,1961000.0,,-32715000.0,,3018000.0,4472000.0,,,-133157000.0,,18640000.0,,,,,,279539000.0,,4827781000.0,21085000.0,,167665000.0,453892000.0,,633701000.0,,-1365000.0,,585772000.0,,,,,,50418000.0,2402795000.0,,,,369307000.0,-96631000.0,,,,78901000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,,116000.0,136462000.0,1377128000.0,2404303000.0,56253000.0,6643000.0,1203970000.0,193807000.0,26352000.0,,-556045000.0,5160000.0,-12266000.0,-170330000.0,-54589000.0,297026000.0,,107335000.0,6550000.0,2769033000.0,,,214671000.0,1203970000.0,-211792000.0,-1748000.0,227700000.0,5964439000.0,,-359000.0,582076000.0,206867000.0,227700000.0,283915000.0,1472810000.0,77771000.0,782846000.0,,124568000.0,,607702000.0,5964439000.0,206867000.0,-3544000.0,,,,4472000.0,582076000.0,-36716000.0,765623000.0,1.81,,-62995000.0,,324592000.0,,-2932000.0,,13933000.0,2016000.0,,214671000.0,,1.81,928000.0,,293656000.0,13933000.0,,8079638000.0,,4917000.0,,97541000.0,,,472857000.0,32773000.0,-4260000.0,7478029000.0,9528005000.0,,187954000.0,,928000.0,95071000.0,256916000.0,,2546000.0,43079000.0,-3124000.0,,,,97541000.0,5669265000.0,48240000.0,7467000.0,136462000.0,208624000.0,16036000.0,,17365000.0,187954000.0,,332155000.0,,9528005000.0,-540076000.0,77771000.0,999953000.0,,85032000.0,928000.0,456723000.0,,174941000.0,-11434000.0,,,,,111629000.0,2056171000.0,601609000.0,-4968000.0,,-32755000.0,-1452000.0,,928000.0,13005000.0,1377128000.0,-167132000.0,54651000.0,7557000.0,-3563566000.0,4886419000.0,30330000.0,,120169000.0,142952000.0,202926000.0,4886419000.0,13005000.0,-37990000.0,4802000.0,423647000.0,,782846000.0,,3776000.0,,601609000.0,,8079638000.0,,5669265000.0,423647000.0,63108000.0,2404303000.0,-3563566000.0,-129146000.0,256916000.0,324592000.0,76752000.0,583361000.0,93769000.0,2769033000.0,93769000.0,203896000.0,111629000.0,3860000.0,7478029000.0,67626000.0,,207607000.0,,,,,,,,,,,,,,,,,,
