,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualRepaymentOfDebt,quarterlyPretaxIncome,annualEbitda,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,annualDilutedEPS,trailingGrossProfit,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,annualDilutedAverageShares,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,quarterlyOtherCurrentAssets,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualBeginningCashPosition,trailingOtherIncomeExpense,annualGrossPPE,trailingCapitalExpenditure,quarterlyDilutedEPS,quarterlyCurrentDebt,trailingChangeInCashSupplementalAsReported,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,annualSellingGeneralAndAdministration,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,annualBasicAverageShares,quarterlySaleOfInvestment,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,trailingNetIncomeContinuousOperations,trailingOperatingExpense,annualPurchaseOfBusiness,trailingOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyTotalRevenue,trailingDeferredIncomeTax,quarterlyIncomeTaxPayable,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,trailingStockBasedCompensation,quarterlyGrossPPE,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingCashDividendsPaid,trailingBeginningCashPosition,annualInterestExpense,trailingChangesInAccountReceivables,trailingNetIncome,annualGoodwill,annualStockBasedCompensation,quarterlyNetPPE,annualChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,trailingCostOfRevenue,quarterlyTaxProvision,annualCapitalStock,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,annualNetOtherFinancingCharges,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualDeferredIncomeTax,annualAccumulatedDepreciation,annualInventory,trailingChangeInInventory,quarterlyEbitda,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualFreeCashFlow,annualCommonStockIssuance,annualChangeInWorkingCapital,quarterlyFreeCashFlow,quarterlyRetainedEarnings,annualOperatingIncome,trailingChangeInWorkingCapital,annualNetOtherInvestingChanges,annualTotalRevenue,trailingChangeInAccountPayable,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,annualRetainedEarnings,trailingCommonStockIssuance,quarterlyGoodwill,annualNetIncome,annualCurrentDebt,annualNonCurrentDeferredRevenue,annualTaxProvision,annualPretaxIncome,annualTotalAssets,quarterlyTotalAssets,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,annualLongTermDebt,annualCashDividendsPaid,annualCurrentDeferredRevenue,annualCostOfRevenue,trailingPurchaseOfInvestment,annualAccountsPayable,trailingInvestingCashFlow,annualOtherCurrentAssets,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,trailingTaxProvision,quarterlyChangeInAccountPayable,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,trailingRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualSaleOfInvestment,annualInvestmentsAndAdvances,annualStockholdersEquity,annualOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,annualRepurchaseOfCapitalStock,annualDepreciationAndAmortization,annualCashAndCashEquivalents,annualBasicEPS,quarterlyDilutedAverageShares,annualCurrentAccruedExpenses,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingSaleOfInvestment,trailingPretaxIncome,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,annualCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyInventory,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyCashDividendsPaid,trailingNetOtherInvestingChanges,annualNetPPE,quarterlyCostOfRevenue,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyAccountsReceivable,annualCurrentLiabilities,annualNetIncomeCommonStockholders,trailingBasicAverageShares,annualResearchAndDevelopment,trailingPurchaseOfBusiness,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,trailingDilutedAverageShares
1483142400,1500000.0,470600000.0,,,1132900000.0,,,2128800000.0,,751500000.0,,,,,1578300000.0,,61600000.0,5796600000.0,,,,357000000.0,,,-6133200000.0,-400000000.0,,,,,0.51,0.0,,2034600000.0,,2175400000.0,,23800000.0,-128700000.0,,,,167700000.0,56400000.0,662500000.0,420600000.0,,,-242300000.0,,,,,,1495700000.0,5732900000.0,,,,,,-307400000.0,,,-1155000000.0,1048200000.0,,10611700000.0,,,,,,,,,,4478500000.0,,1789900000.0,,381400000.0,,1457200000.0,55000000.0,140800000.0,0.515953,51200000.0,9300000.0,,-408100000.0,-94200000.0,,,,,,1419900000.0,,3816900000.0,,,,1188300000.0,5996300000.0,,,,,,,4397300000.0,4616200000.0,356400000.0,,,,1599000000.0,,,,,,,14017300000.0,,751800000.0,,9401100000.0,,,,,,,,,,631200000.0,,-323400000.0,263200000.0,,-34700000.0,,8214200000.0,,394900000.0,,,,,-34100000.0,1652000000.0,1799700000.0,,,,,1470500000.0,,751500000.0,751800000.0,,,2034600000.0,-401500000.0,,,,,3185700000.0,146400000.0,84400000.0,1218700000.0,,,768100000.0,-364000000.0,,,3933200000.0,,,,,865100000.0,,,,,,,,,,
1490918400,1400000.0,467700000.0,,,980400000.0,,,2034600000.0,,715100000.0,,,,,1339700000.0,,-7500000.0,5605000000.0,,,,409900000.0,,,-6322800000.0,0.0,,,,,0.45,25000000.0,,2163900000.0,,2394900000.0,,22900000.0,83100000.0,,,,336500000.0,6400000.0,686900000.0,-474700000.0,,,-206400000.0,,,,,,443300000.0,5294000000.0,,,,,,-330500000.0,,,-162900000.0,851300000.0,,10887300000.0,,,,,,,,,,4564500000.0,,1557600000.0,,327600000.0,,1453200000.0,49900000.0,231000000.0,0.45,46300000.0,-20700000.0,,-638000000.0,129300000.0,,,,,,1269900000.0,,4616400000.0,,,,112800000.0,5768900000.0,,,,,,,4000100000.0,4919400000.0,326800000.0,,,,1635800000.0,,,,,,,14227900000.0,,652800000.0,,9308500000.0,,,,,,,,,,673900000.0,,-162300000.0,266600000.0,,13200000.0,,8616500000.0,,368000000.0,,,,,17400000.0,1461300000.0,1566400000.0,,,,,1464800000.0,,652800000.0,652800000.0,,,2163900000.0,-163800000.0,,,,,3942500000.0,-101000000.0,84100000.0,1323600000.0,,,698500000.0,-363800000.0,,,3727600000.0,,,,,791000000.0,,,,,,,,,,
1498780800,1400000.0,454800000.0,,,1052400000.0,,,2163900000.0,,720100000.0,,,,,1342200000.0,,800000.0,5843400000.0,,,,354800000.0,,,-6534100000.0,0.0,,,,,0.47,0.0,,2716200000.0,,3006100000.0,,23500000.0,5500000.0,,,,389200000.0,12300000.0,702200000.0,68500000.0,,,-185100000.0,,,,,,1150600000.0,5661500000.0,,,,,,-387400000.0,,,-504900000.0,1063400000.0,,11233900000.0,,,,,,,,,,4699800000.0,,1553700000.0,,361100000.0,,1447700000.0,43800000.0,289900000.0,0.48,34000000.0,39600000.0,,-168000000.0,552300000.0,,,,,,1342500000.0,,4646700000.0,,,,763200000.0,5986000000.0,,,,,,,4026500000.0,5509300000.0,325000000.0,,,,1549100000.0,,,,,,,14522700000.0,,691600000.0,,9013400000.0,,,,,,,,,,711200000.0,,-106800000.0,266600000.0,,3200000.0,,8673200000.0,,365300000.0,,,,,16100000.0,1138500000.0,1783500000.0,,,,,1459400000.0,,691300000.0,691600000.0,,,2716200000.0,-104200000.0,,,,,3935500000.0,-26300000.0,-19200000.0,1357300000.0,,,736600000.0,-362000000.0,,,3878000000.0,,,,,791100000.0,,,,,,,,,,
1506729600,1400000.0,441400000.0,,-400000000.0,1151900000.0,5477100000.0,237900000.0,2716200000.0,,771600000.0,755300000.0,1.97,,,1288500000.0,1461500000.0,-600000.0,5450100000.0,2690900000.0,333500000.0,1503700000.0,358100000.0,,-3001600000.0,-6664500000.0,0.0,2128800000.0,,11584000000.0,,,0.0,,2462300000.0,9082200000.0,2690900000.0,1393300000.0,22300000.0,-56700000.0,,,1449500000.0,310700000.0,20000000.0,782500000.0,75300000.0,,,-155600000.0,2958500000.0,,,0.0,,1084700000.0,5698300000.0,,,2884900000.0,,-1519400000.0,-494100000.0,-674400000.0,14000000.0,-1178800000.0,934000000.0,,11584000000.0,,-850000000.0,,,92500000.0,,,1539200000.0,176000000.0,4919500000.0,-96800000.0,1503700000.0,,362500000.0,1400000.0,,27300000.0,228600000.0,,19300000.0,-52800000.0,-9700000.0,-828400000.0,-253900000.0,6855300000.0,95100000.0,-6664500000.0,1364000000.0,,1444900000.0,8908600000.0,4687900000.0,2654900000.0,150800000.0,89700000.0,590600000.0,5563200000.0,3896800000.0,,54300000.0,22386800000.0,,-155600000.0,4220700000.0,5283400000.0,385100000.0,,5563200000.0,,1539200000.0,2884700000.0,0.0,,1432600000.0,4317500000.0,14365600000.0,14365600000.0,2462300000.0,788600000.0,,9082200000.0,3932600000.0,-1450400000.0,1288500000.0,15531500000.0,,782500000.0,,358100000.0,,755300000.0,,-81900000.0,270700000.0,,64700000.0,,8908600000.0,,362800000.0,1204100000.0,1023900000.0,5450100000.0,-24600000.0,-9100000.0,1023900000.0,1705600000.0,-2042500000.0,1067100000.0,2462300000.0,1.99,,753900000.0,789400000.0,788600000.0,,,2462300000.0,-180500000.0,,5283400000.0,870400000.0,,3932600000.0,-5100000.0,88600000.0,1364000000.0,46400000.0,4687900000.0,753900000.0,-360600000.0,,4919500000.0,3992700000.0,362800000.0,4174300000.0,441400000.0,228600000.0,870400000.0,4220700000.0,2884700000.0,,,,,,,,
1514678400,1400000.0,1246200000.0,,,3005900000.0,,,2462300000.0,,779500000.0,,,,,1668000000.0,,-4500000.0,5752100000.0,,,,335000000.0,,,-6850700000.0,0.0,,,,,1.57,349900000.0,,3661400000.0,,3768000000.0,,25900000.0,1300000.0,,,,337400000.0,744800000.0,852100000.0,314400000.0,,,-125300000.0,,,,,,1834000000.0,6073700000.0,,,,,,-429300000.0,,,-1039700000.0,1054300000.0,,12229400000.0,,,,,,,,,,5378700000.0,,1878000000.0,,755800000.0,,1421000000.0,61400000.0,106600000.0,1.58,54300000.0,-1323000000.0,,-1601000000.0,1199100000.0,,,,,,3304200000.0,,5918500000.0,,,,1404700000.0,5834900000.0,,,,,,,6841100000.0,6883500000.0,379100000.0,,,,3674800000.0,,,,,,,18518500000.0,,2250200000.0,,11635000000.0,,,,,,,,,,1352000000.0,,-35200000.0,272400000.0,,28100000.0,,12759600000.0,,526300000.0,,,,,-63200000.0,651100000.0,1833800000.0,,,,,1434600000.0,,2250100000.0,2250200000.0,,,3661400000.0,395000000.0,,,,,4566500000.0,71200000.0,1889300000.0,1313200000.0,,,951100000.0,-428100000.0,,,4239900000.0,,,,,851800000.0,,,,,,,,,,
1522454400,1400000.0,1228400000.0,,,815600000.0,,,3661400000.0,,871700000.0,,,,,1484000000.0,,2200000.0,4711200000.0,,,,,,,-6964800000.0,0.0,,,,,0.47,349700000.0,,2142000000.0,,2242500000.0,,35100000.0,3900000.0,,,,77800000.0,-12200000.0,869700000.0,-599000000.0,,,32900000.0,,,,,,454500000.0,6031800000.0,,,,,,-467400000.0,,,-372800000.0,854500000.0,,12541600000.0,,,,,,,,,,5576800000.0,,,,155800000.0,,1394900000.0,55100000.0,100500000.0,0.47,52000000.0,-49600000.0,,-1591100000.0,-1519400000.0,,,,,,1195900000.0,,7648800000.0,,,,-12900000.0,4635800000.0,,,,,,,5187000000.0,5657000000.0,405800000.0,,,,3793500000.0,,,,,,,17553500000.0,,660100000.0,,11896500000.0,,,,,,,,,,1463700000.0,,-16800000.0,345200000.0,,-2600000.0,,12835800000.0,,541800000.0,,,,,-12100000.0,590700000.0,1726200000.0,,,,,1406600000.0,,659800000.0,660100000.0,,,2142000000.0,-1633900000.0,,,,,6185100000.0,-60900000.0,-39300000.0,1375900000.0,,,957100000.0,-419800000.0,,,4305600000.0,,,,,869600000.0,,,,,,,,,,
1530316800,1400000.0,1122900000.0,0.0,,1026800000.0,,,2142000000.0,,946700000.0,,,,,1444600000.0,,4200000.0,3990700000.0,,,,,,,-7111400000.0,,,,,,0.61,649800000.0,,1892100000.0,,1976600000.0,,45400000.0,-20100000.0,,,,66600000.0,31100000.0,921100000.0,-70100000.0,,,-202700000.0,,,,,,1215900000.0,6310300000.0,,,,,,-511100000.0,,,-955200000.0,983700000.0,,12801000000.0,,,,,,,,,,5689600000.0,,,,174800000.0,,1377100000.0,68500000.0,84500000.0,0.62,25600000.0,22900000.0,,-869800000.0,-249900000.0,,,,,,1416100000.0,,7633800000.0,,,,704800000.0,4150900000.0,,,,,,,5551600000.0,5583400000.0,468700000.0,,,,3647600000.0,,,,,,,17182100000.0,,852500000.0,,11598700000.0,,,,,,,,,,1122100000.0,,-17500000.0,343900000.0,,46900000.0,,13185400000.0,,404700000.0,,,,,1300000.0,584800000.0,1930400000.0,,,,,1388500000.0,,852000000.0,852500000.0,,,1892100000.0,-457800000.0,362600000.0,,,,6149100000.0,-31800000.0,57000000.0,1387400000.0,,,911500000.0,-412300000.0,,,4379900000.0,,,,,854800000.0,,,,,,,,,,
1538265600,1300000.0,1042200000.0,0.0,0.0,931600000.0,7256200000.0,1952400000.0,1892100000.0,,947300000.0,1430500000.0,3.24,,,1642900000.0,1394600000.0,3700000.0,1169500000.0,8937800000.0,6294000000.0,,,,-3242800000.0,-7268000000.0,,2462300000.0,,13197100000.0,,,349900000.0,,8756300000.0,11662200000.0,8937800000.0,1759000000.0,63900000.0,145900000.0,,,1382700000.0,22500000.0,-48800000.0,1179300000.0,7268400000.0,6775700000.0,,-330300000.0,3545300000.0,,,-1311300000.0,,8433400000.0,6303600000.0,,,4518000000.0,,-1976400000.0,-568600000.0,-191900000.0,-41200000.0,-875100000.0,913900000.0,,13197100000.0,,-2361500000.0,,,170300000.0,,,3541600000.0,250300000.0,5929100000.0,131000000.0,,,175500000.0,1300000.0,,65300000.0,181500000.0,,22000000.0,62300000.0,-103900000.0,-3071600000.0,6864200000.0,7351800000.0,714900000.0,-7268000000.0,1400500000.0,,1339900000.0,22980600000.0,17296400000.0,9961400000.0,153900000.0,6913700000.0,7864800000.0,1457400000.0,3806500000.0,,5600000.0,24719500000.0,,-330300000.0,5684200000.0,12494200000.0,505400000.0,,1457400000.0,,3541600000.0,4518300000.0,349900000.0,6775700000.0,1262000000.0,5780000000.0,24156400000.0,24156400000.0,8756300000.0,755500000.0,,11662200000.0,9090200000.0,-1743400000.0,1642900000.0,17367700000.0,,1179300000.0,,,,1430500000.0,,-122400000.0,344400000.0,,319200000.0,,22980600000.0,,412200000.0,504300000.0,602400000.0,1169500000.0,-1287400000.0,-29900000.0,602400000.0,1861200000.0,-7133500000.0,1305900000.0,8756300000.0,3.27,,909600000.0,756100000.0,755500000.0,,,8756300000.0,-664800000.0,,12494200000.0,693100000.0,,9090200000.0,-19700000.0,45400000.0,1400500000.0,391600000.0,17296400000.0,909600000.0,-483200000.0,,5929100000.0,4442400000.0,412200000.0,11937800000.0,1042200000.0,181500000.0,693100000.0,5684200000.0,4518300000.0,,,,,,,,
1546214400,1200000.0,981600000.0,,,965500000.0,,,8756300000.0,,889900000.0,,,,,1554200000.0,,-16600000.0,-2884900000.0,,,,,,,-7429600000.0,-350000000.0,,,,,0.61,,,4761600000.0,,4991800000.0,,75000000.0,-28800000.0,,,,46300000.0,-354600000.0,1100500000.0,1510300000.0,6823700000.0,,-343200000.0,,,,,,2379000000.0,6632700000.0,,,,,,-431400000.0,,,-5858600000.0,991100000.0,,13468900000.0,,,,,,,,,,6039300000.0,,,,205100000.0,,1242000000.0,97300000.0,230200000.0,0.61,108400000.0,6100000.0,,-5114700000.0,-3994700000.0,,,,,,1391300000.0,,17432600000.0,,,,1947600000.0,-2584000000.0,,,,,,,5427500000.0,7676300000.0,463300000.0,,,,3560300000.0,,,,,,,19981300000.0,,760600000.0,,12305000000.0,,,,,,,,,,1478200000.0,,-108700000.0,350800000.0,,-21300000.0,,22860100000.0,,472700000.0,,,,,-55600000.0,601100000.0,1881000000.0,,,,,1253400000.0,,760400000.0,760600000.0,,,4761600000.0,-510400000.0,,,,,9130700000.0,44800000.0,24600000.0,1354600000.0,,,784000000.0,-446700000.0,,,4751700000.0,,,,,721400000.0,,,,,,,,,,
1553990400,1200000.0,918300000.0,,,820000000.0,,,4761600000.0,,914100000.0,,,,,1311400000.0,,-20500000.0,-5036900000.0,,,,,,,-7531700000.0,0.0,,,,,0.53,75000000.0,,2055100000.0,,2131700000.0,,73900000.0,38600000.0,,,,227100000.0,-359900000.0,1096700000.0,-421600000.0,6761900000.0,,-271500000.0,,,,,,390400000.0,6305900000.0,,,,,,-414200000.0,,,-2919300000.0,838400000.0,,13667200000.0,,,,,,,,,,6135500000.0,,,,161200000.0,,1239200000.0,94800000.0,76600000.0,0.54,167300000.0,85000000.0,,-2713200000.0,-2706500000.0,,,,,,1266600000.0,,17403700000.0,,,,-23800000.0,-4807700000.0,,,,,,,5273400000.0,4952300000.0,475600000.0,,,,3603500000.0,,,,,,,17641900000.0,,663200000.0,,12689600000.0,,,,,,,,,,1500300000.0,,-41500000.0,372700000.0,,-62100000.0,,22677100000.0,,464500000.0,,,,,-600000.0,561200000.0,1752500000.0,,,,,1250700000.0,,658800000.0,663200000.0,,,2055100000.0,-200600000.0,,,,,9141500000.0,-95800000.0,40300000.0,1443000000.0,,,807800000.0,-447800000.0,,,4553400000.0,,,,,703600000.0,,,,,,,,,,
1561852800,1200000.0,853200000.0,0.0,,1676900000.0,,,2055100000.0,,912900000.0,,,,,1300200000.0,,-35800000.0,-4320600000.0,,,,,,,-7667200000.0,0.0,,,,,1.12,,,4763300000.0,,4835400000.0,,86400000.0,-79900000.0,,,,65800000.0,-529000000.0,1145400000.0,462800000.0,6717900000.0,,-349000000.0,,,,,,1169400000.0,6823000000.0,,,,,,-435100000.0,,,1355100000.0,1083000000.0,,13855000000.0,,,,,,,,,,6187800000.0,,,,303700000.0,,1211000000.0,63300000.0,72100000.0,1.13,82800000.0,31200000.0,,-145000000.0,2708200000.0,,,,,,2123400000.0,,19317600000.0,,,,734300000.0,-4013900000.0,,,,,,,5895800000.0,7734800000.0,480200000.0,,,,3564700000.0,,,,,,,20894400000.0,,1372800000.0,,13159600000.0,,,,,,,,,,1440600000.0,,-26100000.0,360100000.0,,68300000.0,,25213400000.0,,458000000.0,,,,,-67500000.0,562900000.0,1995900000.0,,,,,1223000000.0,,1373200000.0,1372800000.0,,,4763300000.0,204500000.0,,,,,11159100000.0,-89500000.0,640100000.0,1517200000.0,,,902400000.0,-436200000.0,,,4827100000.0,,,,,790600000.0,,,,,,,,,,
1569801600,1200000.0,781800000.0,0.0,-350000000.0,1003900000.0,6246500000.0,785000000.0,4763300000.0,,855500000.0,1370500000.0,2.92,,,1269000000.0,1233200000.0,16700000.0,-6232200000.0,2757100000.0,-6069700000.0,,,,-10056900000.0,-7841800000.0,0.0,8756300000.0,,14273500000.0,,,,,2686600000.0,13565700000.0,2757100000.0,1824100000.0,95700000.0,-127600000.0,,,1221200000.0,18900000.0,-251900000.0,1189700000.0,97200000.0,6744400000.0,,-503300000.0,3572400000.0,,,0.0,,1108200000.0,6747000000.0,,1291700000.0,3594600000.0,,-1806600000.0,-525900000.0,-190400000.0,-173000000.0,-2634100000.0,1003300000.0,,14273500000.0,,-1010800000.0,,,331000000.0,,,3490800000.0,308000000.0,6431700000.0,-197700000.0,,,201500000.0,1200000.0,,52600000.0,70500000.0,,51300000.0,65600000.0,-129100000.0,-2249400000.0,-2076700000.0,7488100000.0,-1495400000.0,-7841800000.0,1529400000.0,,1465300000.0,25450600000.0,19281900000.0,3240400000.0,409800000.0,1648700000.0,582300000.0,-5771200000.0,3915700000.0,,-56200000.0,26508600000.0,,-503300000.0,6168700000.0,5653900000.0,404900000.0,,-5771200000.0,,3490800000.0,3599200000.0,,6744400000.0,871600000.0,4466200000.0,19219600000.0,19219600000.0,2686600000.0,802800000.0,,13565700000.0,11167000000.0,-1761300000.0,1269000000.0,19020500000.0,,1189700000.0,,,,1370500000.0,,-14100000.0,365700000.0,,47000000.0,1291700000.0,25450600000.0,,479600000.0,358100000.0,616000000.0,-6232200000.0,187900000.0,-5400000.0,616000000.0,1858800000.0,-10222300000.0,1449300000.0,2686600000.0,2.95,,1545400000.0,802400000.0,802800000.0,,,2686600000.0,-504300000.0,,5653900000.0,879200000.0,,11167000000.0,-32500000.0,80000000.0,1529400000.0,31900000.0,19281900000.0,1545400000.0,-430600000.0,,6431700000.0,4888200000.0,479600000.0,5047000000.0,781800000.0,70500000.0,879200000.0,6168700000.0,3599200000.0,,,,,,,,
1577750400,1200000.0,739100000.0,,,1143800000.0,,,2686600000.0,0.0,887000000.0,,,7657200000.0,3724300000.0,1694100000.0,,-19900000.0,-6759900000.0,,,,,347900000.0,,-8033100000.0,0.0,,828000000.0,,-1769500000.0,0.74,996600000.0,-1721100000.0,3040500000.0,,3108900000.0,,91900000.0,-22900000.0,1467700000.0,-5321300000.0,,65900000.0,10400000.0,1085600000.0,179500000.0,6748800000.0,,-387400000.0,,3719500000.0,3580400000.0,,481800000.0,1836100000.0,7097100000.0,-1130400000.0,1414000000.0,,1810300000.0,,-394300000.0,,,-1123000000.0,1152200000.0,301000000.0,22782500000.0,-151900000.0,,-1798800000.0,4761600000.0,,-191800000.0,3724300000.0,,,14749400000.0,,,19315800000.0,258500000.0,,1180400000.0,90300000.0,68400000.0,0.75,33100000.0,300000000.0,,-1091400000.0,353900000.0,,,,,-95000000.0,1604900000.0,,25814900000.0,,,,1441800000.0,-6414800000.0,,317900000.0,,,-57100000.0,,8675500000.0,5899700000.0,434200000.0,2734600000.0,,334500000.0,3515900000.0,,,,,,,27731300000.0,,885700000.0,26973000000.0,21831600000.0,,,,,-119700000.0,,-886700000.0,,4076800000.0,701200000.0,3057700000.0,-38000000.0,369200000.0,925000000.0,-110300000.0,,34490400000.0,-6199000000.0,484700000.0,,,,,-78400000.0,611100000.0,2039200000.0,,,,,1191000000.0,,885300000.0,885700000.0,377700000.0,4644500000.0,3040500000.0,-386300000.0,,,,4504100000.0,10653200000.0,122800000.0,67600000.0,1408700000.0,,,1337600000.0,-484200000.0,-59500000.0,,5057900000.0,,,,,908100000.0,,,,,,,,,,
