,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,trailingRepaymentOfDebt,annualOtherNonCurrentLiabilities,annualChangeInCashSupplementalAsReported,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,trailingNetIncomeCommonStockholders,trailingInterestExpense,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualDilutedAverageShares,annualBeginningCashPosition,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,annualDilutedEPS,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,annualSellingGeneralAndAdministration,trailingChangeInCashSupplementalAsReported,quarterlyOtherIntangibleAssets,annualTotalNonCurrentAssets,annualBasicAverageShares,quarterlyCurrentDebt,annualGrossPPE,quarterlyDilutedEPS,trailingCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,quarterlyInterestExpense,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOtherNonCashItems,trailingStockBasedCompensation,quarterlyGrossPPE,annualChangeInInventory,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualNonCurrentDeferredTaxesLiabilities,trailingDeferredIncomeTax,annualCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,annualInvestingCashFlow,quarterlyOperatingCashFlow,annualChangesInAccountReceivables,quarterlyChangeInCashSupplementalAsReported,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualInterestExpense,trailingBeginningCashPosition,quarterlyOtherNonCashItems,trailingChangesInAccountReceivables,trailingCashDividendsPaid,annualPurchaseOfInvestment,annualTotalRevenue,quarterlyBasicAverageShares,annualCapitalStock,trailingOperatingExpense,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualStockBasedCompensation,annualGoodwill,annualAccumulatedDepreciation,annualInventory,annualDeferredIncomeTax,quarterlyEbitda,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyRetainedEarnings,annualRetainedEarnings,trailingFreeCashFlow,trailingNetIncome,annualGainsLossesNotAffectingRetainedEarnings,annualTotalAssets,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualEndCashPosition,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyTotalAssets,annualCostOfRevenue,trailingTotalRevenue,annualNetIncome,annualLongTermDebt,annualOperatingIncome,quarterlyTotalNonCurrentAssets,annualFreeCashFlow,trailingEndCashPosition,trailingInvestingCashFlow,annualAccountsPayable,quarterlyDepreciationAndAmortization,trailingTaxProvision,annualStockholdersEquity,quarterlyDilutedAverageShares,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualBasicEPS,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,annualCurrentAccruedExpenses,annualTaxProvision,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,annualCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyOperatingExpense,quarterlyChangeInInventory,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,annualCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualOtherShortTermInvestments,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualNetPPE,quarterlyCashDividendsPaid,annualSaleOfInvestment,annualCommonStockIssuance,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,trailingChangeInInventory,annualIncomeTaxPayable,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,annualPurchaseOfBusiness,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyPurchaseOfInvestment,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,trailingBasicEPS,trailingPurchaseOfInvestment,quarterlyIncomeTaxPayable,trailingDilutedEPS,annualCurrentDebt,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualInvestmentsAndAdvances
1246320000,,2958000.0,834000.0,,,,,60814000.0,14739000.0,,,,,,1892501000.0,,,,-5642874000.0,-6000000.0,4334000.0,2960000.0,,,59399000.0,,,,,,,,,,,0.46,,307000.0,4315000.0,,72181000.0,-28881000.0,,114000.0,35632000.0,-41318000.0,23973000.0,-440000.0,,,7860785000.0,,,,,,,,-97953000.0,222685000.0,,,111790000.0,,2000.0,,528000.0,,,5180000.0,,,,,81701000.0,,,22007000.0,2217911000.0,,,,2097000.0,,,,,,124110000.0,13837000.0,,,1374000.0,,1237585000.0,0.46,44898000.0,,,,,,447036000.0,272718000.0,,,,691432000.0,11616000.0,,257070000.0,,,,38807000.0,,3402804000.0,,,,,,2955768000.0,,,,,,,,82047000.0,,46425000.0,1510303000.0,,,,164479000.0,-17959000.0,,,,,38807000.0,38807000.0,706712000.0,,,,,273803000.0,,-7052000.0,191911000.0,92298000.0,,,,,,162287000.0,58206000.0,,-82907000.0,2960000.0,,-5036000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,2960000.0,835000.0,,,,,65538000.0,-18563000.0,,,,,,1933183000.0,,,,-5696671000.0,,2962000.0,2962000.0,,,29453000.0,,,,,,,,,,,0.46,,2098000.0,10623000.0,,78627000.0,-185619000.0,,2462000.0,13528000.0,89620000.0,19646000.0,-74000.0,,,7984472000.0,,,,,,,,-107770000.0,249134000.0,,,271300000.0,,2000.0,,12645000.0,,,64820000.0,,,,,84162000.0,,,26833000.0,2287801000.0,,,,2477000.0,,,,,,135401000.0,163530000.0,,,0.0,,1138117000.0,0.46,78546000.0,,,,,,381509000.0,324862000.0,,,,691432000.0,14999000.0,,286711000.0,,,,38705000.0,,3396162000.0,,,,,,3014653000.0,,,,,,,,84547000.0,,35420000.0,1462979000.0,,,,192862000.0,17961000.0,,,,,38705000.0,38705000.0,523753000.0,,,,,327653000.0,,-7761000.0,166021000.0,114235000.0,,,,,,202544000.0,56272000.0,,-85679000.0,2962000.0,,-5047000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,-213001000.0,2962000.0,835000.0,-199449000.0,,275978000.0,1331000.0,164228000.0,0.0,,3782000.0,,,,2038106000.0,13902000.0,81815000.0,1213000.0,-5764669000.0,-131006000.0,3782000.0,2544000.0,,-3.82,13997000.0,,,-812776000.0,50978000.0,,,3037279000.0,81815000.0,,8076822000.0,,,0.0,9633000.0,,174994000.0,-135210000.0,-311943000.0,845000.0,55832000.0,23484000.0,30214000.0,-19000.0,,,8076822000.0,,-567157000.0,,441946000.0,348897000.0,,-229752000.0,-155918000.0,328796000.0,,-444094000.0,209531000.0,,-418000.0,,13902000.0,11020000.0,,-37985000.0,,,0.0,1009794000.0,,835000.0,,59583000.0,2312153000.0,,777261000.0,0.0,2423000.0,9254000.0,691432000.0,-5764669000.0,145153000.0,-164760000.0,233769000.0,53613000.0,,16696000.0,1238000.0,,1017668000.0,,178035000.0,178035000.0,,,-19000.0,3444537000.0,407258000.0,388763000.0,,1406431000.0,0.0,691432000.0,14344000.0,-20172000.0,275978000.0,13997000.0,2544000.0,-488481000.0,104645000.0,,3444537000.0,232533000.0,,-311943000.0,392793000.0,335315000.0,3037279000.0,108020000.0,,,30214000.0,,,2038106000.0,,23401000.0,33694000.0,1406431000.0,,-3.82,,274970000.0,0.0,235815000.0,-176538000.0,,2544000.0,104645000.0,104645000.0,392793000.0,407258000.0,227896000.0,,,348897000.0,,-8311000.0,145153000.0,99976000.0,,33694000.0,,388763000.0,227896000.0,235815000.0,53826000.0,1238000.0,-74739000.0,2544000.0,2312153000.0,-5049000.0,3328000.0,3421000.0,675177000.0,1017668000.0,,-311943000.0,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,,2544000.0,839000.0,,,,,322715000.0,0.0,,,,,,2238062000.0,,,,-5828786000.0,-25000000.0,110039000.0,62542000.0,,,12890000.0,,,,,,,,,,,2.39,,0.0,282000.0,,322823000.0,-27660000.0,,2409000.0,84990000.0,-14100000.0,44471000.0,80000.0,,,8295107000.0,,,,,,,,-211504000.0,448570000.0,,,299107000.0,,59998000.0,,7171000.0,,,-48955000.0,,,,,82023000.0,,,118354000.0,2466321000.0,,,,2778000.0,,,,,,395351000.0,87603000.0,,,47497000.0,,1052884000.0,2.42,375726000.0,,,,,,519095000.0,417174000.0,,,,691432000.0,15823000.0,,277886000.0,,,,204361000.0,,3708120000.0,,,,,,3189025000.0,,,,,,,,82870000.0,,31272000.0,1470058000.0,,,,388915000.0,0.0,,,,,204361000.0,204361000.0,367832000.0,,,,,407166000.0,,174000.0,128207000.0,66092000.0,,,,,,232622000.0,59655000.0,,-211449000.0,62542000.0,,-5069000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,62542000.0,841000.0,,,,,195959000.0,0.0,,,,,,2367652000.0,,,,-5896323000.0,-100000.0,165627000.0,142057000.0,,,32308000.0,,,,,,,,,17871000.0,,1.46,,0.0,102000.0,,199626000.0,7757000.0,,14623000.0,40313000.0,13259000.0,38437000.0,-168000.0,,,8515707000.0,,,,,,,,-230245000.0,378501000.0,,,273153000.0,,79515000.0,,109000.0,,,15794000.0,,,,,82352000.0,,,71339000.0,2619384000.0,,,,2993000.0,,,,,,270848000.0,42908000.0,,,23570000.0,,1081504000.0,1.47,493565000.0,,,,,,527559000.0,421477000.0,,,,691432000.0,14810000.0,,275517000.0,,,,124620000.0,,3870633000.0,,,,,,3343074000.0,,,,,,,,83251000.0,,32258000.0,1502981000.0,,,,316220000.0,0.0,,,,,124620000.0,124620000.0,350000000.0,,,,,455987000.0,,-3565000.0,111143000.0,116594000.0,,,,,,251630000.0,62281000.0,,-201395000.0,142057000.0,,-6766000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,142057000.0,847000.0,,,,,203821000.0,0.0,,,,,,2502259000.0,,,,-5969974000.0,-19451000.0,173831000.0,148096000.0,,,60459000.0,,,,,,,,,,,1.5,,0.0,90000.0,,199134000.0,-24382000.0,,1896000.0,88375000.0,22521000.0,52626000.0,97000.0,,,8832582000.0,,,,,,,,-288728000.0,378583000.0,,,314408000.0,,6039000.0,,438000.0,,,-881000.0,,,,,82806000.0,,,75605000.0,2862608000.0,,,,3241000.0,,,,,,283817000.0,25680000.0,,,25735000.0,,1153814000.0,1.5,614901000.0,,,,,,567182000.0,493621000.0,,,,691432000.0,14515000.0,,272227000.0,,,,128216000.0,,4149694000.0,,,,,,3582512000.0,,,,,,,,83217000.0,,28472000.0,1647435000.0,48597000.0,,,308912000.0,-1000.0,,,,,128216000.0,128216000.0,350000000.0,,,,,531587000.0,,4777000.0,99998000.0,109778000.0,,,,,,323496000.0,69671000.0,,-283987000.0,148096000.0,,-6827000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,-44450000.0,148096000.0,852000.0,1225824000.0,,267062000.0,111582000.0,191236000.0,0.0,,114126000.0,,,,2609832000.0,9587000.0,83787000.0,2544000.0,-6144085000.0,-101000.0,119857000.0,114126000.0,,6.7,10193000.0,,,2919000.0,60973000.0,,,3796480000.0,83335000.0,,9125956000.0,,,0.0,1744000.0,,184292000.0,2993000.0,574782000.0,9830000.0,78934000.0,-74486000.0,47242000.0,264000.0,,,9223022000.0,,-1011633000.0,,436177000.0,619040000.0,,-41292000.0,-281156000.0,408029000.0,,-977558000.0,243764000.0,,-33970000.0,,0.0,549000.0,,35729000.0,,,,1613683000.0,,852000.0,,73651000.0,3078937000.0,,1347538000.0,-101000.0,3341000.0,12353000.0,691432000.0,-6047019000.0,81871000.0,292612000.0,275641000.0,-37392000.0,,-57699000.0,5731000.0,,1236102000.0,,725651000.0,725651000.0,,,264000.0,4358247000.0,561767000.0,512313000.0,,1748415000.0,0.0,691432000.0,15825000.0,-25499000.0,157569000.0,49810000.0,114126000.0,913731000.0,117585000.0,,4358247000.0,266145000.0,,574782000.0,350000000.0,911361000.0,3796480000.0,118799000.0,,,47242000.0,,,2609832000.0,,2174000.0,26111000.0,1748415000.0,,6.74,,333491000.0,101000.0,320989000.0,338949000.0,,114126000.0,117585000.0,117585000.0,350000000.0,561767000.0,310968000.0,,,619040000.0,,8688000.0,81871000.0,149199000.0,,26111000.0,,512313000.0,310968000.0,320989000.0,74538000.0,5731000.0,-280727000.0,114126000.0,3078937000.0,-6837000.0,0.0,28758000.0,1130432000.0,1236102000.0,,574782000.0,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,114126000.0,855000.0,,,,,187312000.0,-24506000.0,,,,,,2721547000.0,,,,-6126581000.0,0.0,58121000.0,54146000.0,,,49356000.0,,,,,,,,,,,1.37,,,1755000.0,,188463000.0,-2606000.0,,4243000.0,69698000.0,-39343000.0,47322000.0,423000.0,,,9464644000.0,,,,,,,,-310182000.0,426596000.0,,,265277000.0,,-59980000.0,,28109000.0,,,26984000.0,,,,,85626000.0,,,69150000.0,3338063000.0,,,,4750000.0,,,,,,274093000.0,-44905000.0,,,3975000.0,,1308522000.0,1.38,835233000.0,,,,,,505870000.0,539702000.0,,,,691432000.0,19477000.0,,264138000.0,,,,118162000.0,,4569771000.0,,,,,,4063901000.0,,,,,,,,86064000.0,,34406000.0,1848224000.0,,,,350119000.0,0.0,,,,,118162000.0,118162000.0,350000000.0,,,,,694384000.0,,604000.0,79599000.0,161656000.0,,,,,,328271000.0,76477000.0,,-322651000.0,54146000.0,,-6849000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,54146000.0,856000.0,,,,,264333000.0,-28383000.0,,,,,,2887601000.0,,,,-6210882000.0,0.0,15976000.0,13150000.0,,,48692000.0,,,,,,,,,,,1.94,,,1988000.0,,263303000.0,-5917000.0,,2749000.0,98358000.0,30451000.0,47506000.0,432000.0,,,9817092000.0,,,,,,,,-389119000.0,467213000.0,,,373814000.0,,-40996000.0,,12631000.0,,,-16208000.0,,,,,85655000.0,,,97584000.0,3606210000.0,,,,4617000.0,,,,,,356168000.0,-15305000.0,,,2826000.0,,1398188000.0,1.95,993415000.0,,,,,,553722000.0,598339000.0,,,,691432000.0,15234000.0,,260996000.0,,,,166749000.0,,4884128000.0,,,,,,4330406000.0,,,,,,,,86083000.0,,32764000.0,1996527000.0,,,,385451000.0,-100000.0,,,,,166749000.0,166749000.0,350000000.0,,,,,787192000.0,,3018000.0,78584000.0,122148000.0,,,,,,398941000.0,81762000.0,,-408893000.0,13150000.0,,-8566000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,13150000.0,857000.0,,,,,205001000.0,-17161000.0,,,,,,3013407000.0,,,,-6309847000.0,-7348000.0,60840000.0,57160000.0,,,12267000.0,,,,,,,,,,,1.49,,,2026000.0,,203423000.0,-13240000.0,,2591000.0,120930000.0,-24372000.0,61705000.0,-153000.0,,,10195081000.0,,,,,,,,-453375000.0,433809000.0,,,332432000.0,,44010000.0,,0.0,,,-1554000.0,,,,,85806000.0,,,76849000.0,3885234000.0,,,,4595000.0,,,,,,311708000.0,-120943000.0,,,3680000.0,,1521822000.0,1.49,1112978000.0,,,,,,501876000.0,576323000.0,,,,691432000.0,13985000.0,,265704000.0,,,,128152000.0,,5111552000.0,,,,,,4609676000.0,,,,,,,,86185000.0,,33010000.0,2098145000.0,,,,351459000.0,100000.0,,,,,128152000.0,128152000.0,350000000.0,,,,,906118000.0,,3604000.0,82947000.0,148036000.0,,,,,,379344000.0,82350000.0,,-275182000.0,57160000.0,,-8583000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,55000000.0,57160000.0,858000.0,1243875000.0,,301693000.0,-111720000.0,184835000.0,182061000.0,,2406000.0,,,,3130613000.0,245000.0,84153000.0,114126000.0,-6414528000.0,7348000.0,2406000.0,2406000.0,,6.15,8216000.0,,,3686000.0,64205000.0,,,4970682000.0,83755000.0,,10658951000.0,1.36,,,121000.0,,183088000.0,47214000.0,529932000.0,828000.0,68636000.0,10578000.0,79788000.0,-14000.0,,,10658951000.0,,-1658801000.0,,592526000.0,974932000.0,,25451000.0,-506125000.0,430271000.0,,-1429446000.0,320752000.0,,-54754000.0,,245000.0,482000.0,,12386000.0,,,,1757889000.0,83755000.0,858000.0,,67966000.0,4244423000.0,,1430803000.0,-7379000.0,4987000.0,18949000.0,691432000.0,-6414528000.0,85141000.0,357622000.0,299091000.0,-185373000.0,,-22686000.0,0.0,,1681625000.0,1.36,1221263000.0,1221263000.0,,,-14000.0,5428577000.0,457895000.0,616339000.0,,2297964000.0,112011000.0,691432000.0,15509000.0,-32581000.0,301693000.0,8216000.0,2406000.0,841481000.0,116869000.0,,5428577000.0,327086000.0,,529932000.0,405000000.0,838277000.0,4970682000.0,-366526000.0,,,79788000.0,,,3130613000.0,84106000.0,807000.0,34827000.0,2297964000.0,,6.17,,343774000.0,-7379000.0,385651000.0,311549000.0,,2406000.0,116869000.0,116869000.0,405000000.0,457895000.0,359409000.0,,,974932000.0,,1868000.0,85141000.0,160686000.0,,34827000.0,,616339000.0,359409000.0,385651000.0,86497000.0,0.0,-422720000.0,2406000.0,4244423000.0,-8583000.0,,10411000.0,1292275000.0,1681625000.0,,529932000.0,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,2406000.0,857000.0,,,,,169050000.0,0.0,,,,,,3230462000.0,,,,-6525077000.0,167000000.0,4406000.0,4406000.0,,,8480000.0,,,,,,,,,,,1.23,,,864000.0,,165188000.0,160049000.0,,1625000.0,62943000.0,-51064000.0,61462000.0,385000.0,,,11068567000.0,,,,,,,,-411263000.0,423036000.0,,,251892000.0,,2000000.0,,4333000.0,,,11110000.0,,,,,85777000.0,,,62943000.0,4543490000.0,,,,4534000.0,,,,,,288176000.0,-159371000.0,,,,,1918229000.0,1.24,1317095000.0,,,,,,465123000.0,587758000.0,,,,691432000.0,18681000.0,,304972000.0,,,,106107000.0,,5736449000.0,,,,,,5271326000.0,,,,,,,,86147000.0,,36404000.0,2505987000.0,-48989000.0,,,337244000.0,0.0,,,,,106107000.0,106107000.0,572000000.0,,,,,1041257000.0,,4726000.0,84808000.0,172056000.0,,,,,,364804000.0,85792000.0,,-409941000.0,4406000.0,,-8576000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,4406000.0,860000.0,,,,,102439000.0,0.0,,,,,,3291974000.0,,,,-6638311000.0,-585595000.0,96932000.0,96932000.0,,,7205000.0,,,,,,,,,,,0.74,,,3583000.0,,115384000.0,142559000.0,,1139000.0,38137000.0,82530000.0,52170000.0,250000.0,,,11478165000.0,,,,,,,,-373432000.0,353122000.0,,,323040000.0,,92526000.0,,0.0,,,166345000.0,,,,,86046000.0,,,38137000.0,4839854000.0,,,,4684000.0,,,,,,229700000.0,-50392000.0,,,0.0,,2128981000.0,0.75,1371087000.0,,,,,,453712000.0,610349000.0,,,,691432000.0,17318000.0,,304348000.0,,,,64302000.0,,6031304000.0,,,,,,5577592000.0,,,,,,,,86381000.0,,46306000.0,2739330000.0,,,,272504000.0,-12692000.0,,,,,64302000.0,64302000.0,750000000.0,,,,133186000.0,1074633000.0,,-9362000.0,91062000.0,157120000.0,,,,,,424993000.0,80618000.0,,-373073000.0,96932000.0,,-10293000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,96932000.0,865000.0,,,,,132201000.0,0.0,,,,,,3377947000.0,,,,-6767943000.0,80000000.0,5827000.0,5411000.0,,,6715000.0,,,,,,,,,,,0.97,,,3992000.0,,130034000.0,76187000.0,,7646000.0,49568000.0,-29957000.0,64988000.0,488000.0,,,11913185000.0,,,,,,,,-439960000.0,406912000.0,,,261216000.0,,-91521000.0,,0.0,,,97317000.0,,,,,86589000.0,,,47939000.0,5145242000.0,,,,8301000.0,,,,,,272180000.0,-178744000.0,,,416000.0,,2283556000.0,0.97,1445011000.0,,,,,,427558000.0,651752000.0,,,,691432000.0,23043000.0,,324914000.0,,,,84262000.0,,6313255000.0,,,,,,5885697000.0,,,,,,,,86905000.0,,49023000.0,2935308000.0,,,,324236000.0,-1129000.0,,,,,84262000.0,84262000.0,830000000.0,,,,,1128642000.0,,6159000.0,77879000.0,194202000.0,,,,,,434966000.0,82676000.0,,-428924000.0,5411000.0,,-10330000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,-418595000.0,5411000.0,866000.0,1097884000.0,,313201000.0,67132000.0,156860000.0,510000.0,,69538000.0,,,,3474736000.0,0.0,85034000.0,2406000.0,-6899057000.0,-80000000.0,69538000.0,69538000.0,,4.07,8119000.0,,32037000.0,3895000.0,76347000.0,,,5835015000.0,84757000.0,,12056431000.0,1.14,,,3701000.0,,160853000.0,-89355000.0,353823000.0,1023000.0,57568000.0,51735000.0,103653000.0,474000.0,,,12056431000.0,4209000.0,-1727694000.0,,188302000.0,1121353000.0,,289440000.0,-503039000.0,440868000.0,,-1415072000.0,356616000.0,56435000.0,64127000.0,,0.0,10399000.0,,1374000.0,,,,1623938000.0,84757000.0,866000.0,,57708000.0,5157374000.0,,759100000.0,-13821000.0,4400000.0,21919000.0,620232000.0,-6899057000.0,81029000.0,208216000.0,302532000.0,-146423000.0,,61174000.0,,,2184554000.0,1.14,1533768000.0,1533768000.0,,,474000.0,6305152000.0,470137000.0,645862000.0,,2830416000.0,1060000.0,620232000.0,17305000.0,-39577000.0,313201000.0,8119000.0,69538000.0,560550000.0,99152000.0,,6305152000.0,864838000.0,,353823000.0,750000000.0,570798000.0,5835015000.0,-534930000.0,,,103653000.0,,,3474736000.0,84849000.0,4728000.0,57409000.0,2830416000.0,,4.08,,210080000.0,0.0,392909000.0,206727000.0,,69538000.0,99152000.0,99152000.0,750000000.0,470137000.0,302974000.0,,,1121353000.0,,734000.0,81029000.0,49227000.0,,57409000.0,,645862000.0,302974000.0,392909000.0,230788000.0,,-203134000.0,69538000.0,5157374000.0,-10378000.0,,11433000.0,1192764000.0,2184554000.0,-2595000.0,353823000.0,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,69538000.0,864000.0,,,,,143103000.0,-19523000.0,,,,,,3554593000.0,,,,-7027421000.0,0.0,18532000.0,18532000.0,,,6970000.0,,-30576000.0,,,,,,,,,1.04,,,2991000.0,,146101000.0,111133000.0,,1489000.0,53176000.0,-41969000.0,83274000.0,554000.0,,,12477901000.0,,,,,,,,-410192000.0,426356000.0,,,247078000.0,,-51006000.0,,2617000.0,,,1173000.0,,,,,84920000.0,,,53176000.0,5450480000.0,,,,3605000.0,,,,,,284931000.0,-163114000.0,,,,,2369731000.0,1.04,1611732000.0,,,,,,444497000.0,645625000.0,,,,620232000.0,19182000.0,,321510000.0,,,,89927000.0,,6569949000.0,,,,,,6125452000.0,,,,,,,,85016000.0,,54740000.0,3015356000.0,-23910000.0,,,193343000.0,120000000.0,,,,,89927000.0,89927000.0,870000000.0,,,,,1178221000.0,,1013000.0,73035000.0,47242000.0,,,,,333550000.0,411789000.0,233013000.0,,-409217000.0,18532000.0,,-10356000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,18532000.0,865000.0,,,,,206181000.0,-5952000.0,,,,,,3678997000.0,,,,-7166038000.0,0.0,4532000.0,4532000.0,,,286000.0,,-24484000.0,,,,,,,,,1.49,,,6725000.0,,190488000.0,10124000.0,,216000.0,76616000.0,-21185000.0,82690000.0,573000.0,,,12799647000.0,,,,,,,,-391421000.0,493757000.0,,,322708000.0,,-14000000.0,,59000.0,,,-405000.0,,,,,84942000.0,,,76616000.0,5633609000.0,,,,3507000.0,,,,,,360137000.0,-68713000.0,,,,,2445557000.0,1.5,1729178000.0,,,,,,486541000.0,671816000.0,,,,620232000.0,26343000.0,,292721000.0,,,,127434000.0,,6796370000.0,,,,,,6309829000.0,,,,,,,,85054000.0,,53593000.0,3117373000.0,,,,249887000.0,22000000.0,,,,,129565000.0,129565000.0,892000000.0,,,,,1260836000.0,,22418000.0,66902000.0,59399000.0,,,,,381423000.0,392992000.0,243870000.0,,-346832000.0,4532000.0,,-12092000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,4532000.0,868000.0,,,,,220193000.0,95000.0,,,,,,3816285000.0,,,,-7318137000.0,0.0,4531000.0,4531000.0,,,4082000.0,,-33071000.0,,,,,,,,,1.59,,,6668000.0,,235422000.0,4241000.0,,8463000.0,81823000.0,-19715000.0,111082000.0,875000.0,,,13201054000.0,,,,,,,,-398599000.0,561336000.0,,,370962000.0,,-1000.0,,4320000.0,,,3228000.0,,,,,85213000.0,,,81823000.0,5882917000.0,,,,3347000.0,,,,,,386043000.0,-27637000.0,,,,,2532199000.0,1.59,1855382000.0,,,,,,496873000.0,705880000.0,,,,620232000.0,22350000.0,,293576000.0,,,,135995000.0,,7054364000.0,,,,,,6557491000.0,,,,,,,,85347000.0,,51625000.0,3238079000.0,,,,293180000.0,-100000.0,,,,,138370000.0,138370000.0,900000000.0,,,,,1338623000.0,,-8561000.0,69517000.0,57758000.0,,,,,391105000.0,374391000.0,268156000.0,,-375204000.0,4531000.0,,-12122000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
