,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualDilutedAverageShares,annualChangeInWorkingCapital,annualCommonStockIssuance,annualFreeCashFlow,quarterlyFreeCashFlow,annualOperatingIncome,quarterlyRetainedEarnings,annualNetOtherInvestingChanges,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,annualRetainedEarnings,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,quarterlyGoodwill,trailingCommonStockIssuance,trailingPretaxIncome,annualEndCashPosition,annualCurrentDebt,annualTaxProvision,annualNonCurrentDeferredRevenue,quarterlyTotalAssets,annualCurrentDeferredRevenue,annualTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,annualDilutedEPS,annualPretaxIncome,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,annualOtherCurrentAssets,annualCashDividendsPaid,annualCostOfRevenue,trailingPurchaseOfInvestment,annualLongTermDebt,annualNetIncome,trailingInvestingCashFlow,annualAccountsPayable,trailingOperatingIncome,annualBasicAverageShares,trailingEndCashPosition,quarterlyOtherNonCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualSaleOfInvestment,annualInvestmentsAndAdvances,annualOtherNonCashItems,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,annualCashAndCashEquivalents,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyEndCashPosition,annualCurrentAssets,quarterlyOtherIncomeExpense,quarterlyChangeInInventory,quarterlyInventory,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,annualNetPPE,annualOperatingCashFlow,annualOtherIntangibleAssets,annualNetIncomeCommonStockholders,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualRepaymentOfDebt,annualEbitda,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyBasicEPS,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,trailingInterestExpense,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,trailingOtherIncomeExpense,quarterlyOtherCurrentAssets,annualBeginningCashPosition,annualGrossPPE,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyChangesInAccountReceivables,annualTotalNonCurrentAssets,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,annualSellingGeneralAndAdministration,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,annualOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,trailingOperatingExpense,annualBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingCashFlow,annualCapitalExpenditure,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,quarterlyDilutedAverageShares,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyOperatingIncome,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingBeginningCashPosition,annualInterestExpense,trailingNetIncome,annualGoodwill,annualStockBasedCompensation,annualPurchaseOfInvestment,quarterlyNetPPE,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualTotalRevenue,annualChangesInAccountReceivables,annualCapitalStock,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,annualResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualNetOtherFinancingCharges,annualGrossProfit,annualInventory,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualDeferredIncomeTax,trailingChangeInAccountPayable,trailingOtherNonCashItems,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,trailingChangeInWorkingCapital,trailingBasicAverageShares,annualIncomeTaxPayable,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,annualOtherShortTermInvestments,trailingStockBasedCompensation,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingBasicEPS
1167523200,16161400000.0,13920400000.0,327496000.0,-13600000.0,66300000.0,-971700000.0,-401200000.0,1593600000.0,907100000.0,326600000.0,2241000000.0,-2800000.0,907100000.0,1630800000.0,601500000.0,,3689400000.0,,,799600000.0,451200000.0,295600000.0,,22284900000.0,,22284900000.0,47700000.0,,1.636051,834800000.0,,20654100000.0,143600000.0,-282700000.0,4856800000.0,,11638700000.0,535800000.0,,465000000.0,,320528000.0,,384800000.0,196000000.0,0.0,,16161400000.0,0.0,873300000.0,25900000.0,,49400000.0,25900000.0,170300000.0,6071100000.0,,4509900000.0,1164300000.0,799600000.0,711400000.0,,1324800000.0,47700000.0,39500000.0,,11638700000.0,-1194500000.0,1896900000.0,,,799600000.0,1630800000.0,-13300000.0,,63000000.0,,13920400000.0,1324800000.0,2241000000.0,,-74400000.0,873300000.0,1266300000.0,14021000000.0,1539600000.0,2044500000.0,535800000.0,,18600000.0,671900000.0,-6722500000.0,2332200000.0,-564800000.0,2044500000.0,57500000.0,,921200000.0,384800000.0,,,,6071100000.0,75200000.0,158000000.0,799600000.0,0.0,,-1467000000.0,764800000.0,-2723900000.0,,143600000.0,724400000.0,16744900000.0,0.0,-37000000.0,,20654100000.0,,,799600000.0,799600000.0,178300000.0,2206800000.0,451200000.0,,75700000.0,465000000.0,38300000.0,,,1896900000.0,-564800000.0,3223500000.0,,,,1.670494,-2800000.0,2430600000.0,455300000.0,-2511300000.0,16744900000.0,,,523900000.0,-856500000.0,865600000.0,,243100000.0,,-2243700000.0,,670500000.0,,3689400000.0,,-900000.0,14021000000.0,,0.0,9673900000.0,,18600000.0,15400000.0,,11100000.0,97600000.0,,127700000.0,-2723900000.0,18100000.0,4817100000.0,63000000.0,,441800000.0,73700000.0,,,,,,,,,,,,,,,,,,,
1175299200,,14462000000.0,,,,,-99800000.0,,1003400000.0,,1741800000.0,,,1570900000.0,634400000.0,,3697700000.0,,,,,,,22488200000.0,,,185300000.0,0.562572,,,,20917300000.0,,,,,,,,,,,,509400000.0,209800000.0,-400000.0,,16203800000.0,,533900000.0,,,,,,,,-5532400000.0,1332800000.0,,,,,185300000.0,167200000.0,323141000.0,12151000000.0,-460400000.0,1801600000.0,,,745500000.0,,-4000000.0,,69300000.0,,,1365700000.0,,,-74600000.0,,1322800000.0,,,,,,18700000.0,799600000.0,,,-4000000.0,2077600000.0,273600000.0,0.574053,877600000.0,,,,,6228300000.0,,-20800000.0,,,,-5548300000.0,,-2876400000.0,,140200000.0,,,0.0,,,,,,745500000.0,745500000.0,185800000.0,,2300000.0,,-62400000.0,373800000.0,5600000.0,,,,,,,,,,-1700000.0,2655600000.0,335400000.0,,17484500000.0,,329934800.0,,-435200000.0,42500000.0,,455200000.0,,,,,,,,,14608100000.0,,0.0,,,,100300000.0,,31900000.0,-2900000.0,,-54100000.0,,,,,,665000000.0,,,,,,,,,,,,,,,,,,,,
1183161600,,14492700000.0,,,,,-16100000.0,,1163400000.0,,1727300000.0,,,1610800000.0,568200000.0,,3691500000.0,,,,,,,22711500000.0,,,237500000.0,0.717566,,,,21100700000.0,,,,,,,,,,,,472000000.0,225700000.0,-5500000.0,,16220000000.0,,647600000.0,,,,,,,,-8700100000.0,1282100000.0,,,,,237500000.0,195500000.0,324012000.0,12191900000.0,-371600000.0,1828800000.0,,,721000000.0,,-3500000.0,,74300000.0,,,1369800000.0,,,-74600000.0,,1419600000.0,,,,,,18700000.0,745500000.0,,,0.0,2060600000.0,316900000.0,0.734788,800700000.0,,,,,6433000000.0,,-35500000.0,,,,-8699600000.0,,-3058700000.0,,194100000.0,,,0.0,,,,,,721000000.0,721000000.0,176600000.0,,10300000.0,,-112700000.0,347200000.0,3000000.0,,,,,,,,,,14100000.0,2701700000.0,314500000.0,,17759700000.0,,331328400.0,,-330600000.0,-7700000.0,,481400000.0,,,,,,,,,14701000000.0,,0.0,,,,116300000.0,,11600000.0,55300000.0,,-24500000.0,,,,,,707100000.0,,,,,,,,,,,,,,,,,,,,
1191110400,,14700400000.0,,,,,265000000.0,,1332900000.0,,1779500000.0,,,1596100000.0,592700000.0,,3690100000.0,,,,,,,23186300000.0,,,244400000.0,0.734788,,,,21590200000.0,,,,,,,,,,,,469400000.0,229300000.0,5100000.0,,16479900000.0,,511800000.0,,,,,,,,-9135200000.0,1383100000.0,,,,,244400000.0,220600000.0,324883000.0,12282000000.0,-663500000.0,1949000000.0,,,654700000.0,,-700000.0,,72000000.0,,,1422300000.0,,,-75000000.0,,1457200000.0,,,,,,18800000.0,721000000.0,,,-575600000.0,2045900000.0,364000000.0,0.752009,805200000.0,,,,,6649000000.0,,177000000.0,,,,-9137800000.0,,-3240500000.0,,194300000.0,,,0.0,,,,,,654700000.0,654700000.0,216100000.0,,10700000.0,,57700000.0,346500000.0,76000000.0,,,,,,,,,,4600000.0,2840300000.0,535000000.0,,18582900000.0,,332199400.0,,-270000000.0,52400000.0,,577900000.0,,,,,,,,,15342400000.0,,0.0,,,,137400000.0,,27800000.0,-35400000.0,,-66300000.0,,,,,,807200000.0,,,,,,,,,,,,,,,,,,,,
1199059200,16678600000.0,14874600000.0,331998400.0,-171300000.0,,1597700000.0,1448600000.0,-3912600000.0,1197200000.0,-1339100000.0,1804000000.0,15400000.0,1197200000.0,1677900000.0,626300000.0,,3553600000.0,,,710000000.0,10800000.0,350100000.0,,23357700000.0,,23357700000.0,-47800000.0,,1.865672,892500000.0,,21679800000.0,0.0,-299200000.0,5578000000.0,,12429600000.0,619400000.0,,442000000.0,,324534600.0,,600000.0,241000000.0,,,16678600000.0,,4500000.0,18600000.0,,,18600000.0,193400000.0,6626900000.0,,23777200000.0,1249100000.0,710000000.0,905800000.0,,1351200000.0,-47800000.0,-56100000.0,,12429600000.0,-428300000.0,1979600000.0,476400000.0,,710000000.0,1677900000.0,38200000.0,,70300000.0,,14874600000.0,1351200000.0,1804000000.0,476400000.0,-75000000.0,4500000.0,1378400000.0,15571500000.0,1597700000.0,2039500000.0,619400000.0,,0.0,654700000.0,,2599100000.0,,2039500000.0,-62100000.0,,6676300000.0,600000.0,,,,6626900000.0,-89600000.0,-1459800000.0,710000000.0,0.0,,,236500000.0,-3182000000.0,,0.0,799600000.0,18753500000.0,,29900000.0,,21679800000.0,,,710000000.0,710000000.0,222400000.0,2421700000.0,10800000.0,,-53900000.0,442000000.0,-119600000.0,,,1979600000.0,,9159800000.0,,,,1.911596,15400000.0,2627500000.0,412800000.0,,18753500000.0,,,527200000.0,,149300000.0,,-5427200000.0,,-1923800000.0,,800800000.0,,3553600000.0,53000000.0,,15571500000.0,,0.0,10825200000.0,,0.0,-4000000.0,,,176400000.0,,55300000.0,-3182000000.0,409500000.0,5247200000.0,70300000.0,,419700000.0,-35000000.0,,,,,,,,,,,,,,,,,,,
1206921600,,31162800000.0,,,,,148300000.0,,-86900000.0,,1961300000.0,,,2232900000.0,588100000.0,,9319400000.0,,,,,,,37087800000.0,,,-187800000.0,-1.501199,,,,34854900000.0,,,,,,,,,,,,2046500000.0,305000000.0,,,33124100000.0,,2800000.0,19100000.0,,,,,,,-14366200000.0,1475900000.0,,,,,-187800000.0,-275200000.0,125100000.0,23854000000.0,-17765200000.0,4496500000.0,,,1362300000.0,,-345100000.0,,69700000.0,,,1485700000.0,,404900000.0,0.0,,1362000000.0,,,,,,400000.0,710000000.0,,,,6685900000.0,-359100000.0,-1.501199,695000000.0,,,,,3907600000.0,,185900000.0,,,,,,-121200000.0,,0.0,,,,,,,,,1362300000.0,1362300000.0,557600000.0,,81300000.0,,203700000.0,394300000.0,-157400000.0,,,,,,,,,,-40000000.0,2837900000.0,495300000.0,,17625900000.0,,125100000.0,,-347000000.0,17922200000.0,,780900000.0,,,,,,,,,17504700000.0,,0.0,,,,-84100000.0,52600000.0,,414700000.0,,652300000.0,,,,,,503500000.0,,,,,,,,,,,,,,,,,,,,
1214784000,,31249100000.0,,,,,-200400000.0,,-184500000.0,,2248400000.0,,,2122800000.0,621100000.0,,9069400000.0,,,,,,,37408300000.0,,,-97600000.0,-0.780176,,,,35285500000.0,,,,,,,,,,,,62000000.0,289200000.0,,,33497500000.0,,3800000.0,25200000.0,,,,,,,20399500000.0,1223300000.0,,,,,-97600000.0,-97600000.0,125100000.0,23931000000.0,-315400000.0,4709500000.0,,,1248600000.0,,-51400000.0,,72000000.0,,,1689000000.0,,399700000.0,-2800000.0,,1378800000.0,,,,,,400000.0,1362300000.0,,,,6634600000.0,-141100000.0,-0.780176,845000000.0,,,,,3910800000.0,,17200000.0,,,,,,-298000000.0,,0.0,,,,,,,,,1248600000.0,1248600000.0,468000000.0,,83100000.0,,187300000.0,476300000.0,-52100000.0,,,,,,,,,,137600000.0,2602100000.0,240300000.0,,18570200000.0,,125100000.0,,-440700000.0,-38600000.0,,378300000.0,,,,,,,,,18272200000.0,,0.0,,,,-43500000.0,5200000.0,,-253000000.0,,-113700000.0,,,,,,616100000.0,,,,,,,,,,,,,,,,,,,,
1222732800,,31368900000.0,,,,,-362100000.0,,-314200000.0,,2034500000.0,,,1866600000.0,682800000.0,,9315000000.0,,,,,,,37012300000.0,,,-129700000.0,-1.036771,,,,35145700000.0,,,,,,,,,,,,58000000.0,255100000.0,0.0,,33403400000.0,,50600000.0,32900000.0,,,,,,,-2400000.0,1273500000.0,,,,,-129700000.0,-123200000.0,125100000.0,24130200000.0,-350000000.0,4513000000.0,,,1005900000.0,,-33200000.0,,70300000.0,,,1547400000.0,,405300000.0,-6400000.0,,1372400000.0,,,,,,400000.0,1248600000.0,,,0.0,6272100000.0,-169200000.0,-1.036771,876100000.0,,,,,3608900000.0,,-53400000.0,,,,-75100000.0,,-446200000.0,,0.0,,,,,,,,,1005900000.0,1005900000.0,533400000.0,,84000000.0,,-168200000.0,403100000.0,-60700000.0,,,,,,,,,,46200000.0,2645900000.0,-65500000.0,,18718800000.0,,125100000.0,,-296600000.0,172800000.0,,397400000.0,,,,,,,,,18272600000.0,,0.0,,,,-46000000.0,4900000.0,,35600000.0,,-242700000.0,,,,,,619300000.0,,,,,,,,,,,,,,,,,,,,
1230681600,32459000000.0,30458400000.0,125100000.0,213300000.0,6007000000.0,-752200000.0,-338000000.0,1385800000.0,-5096300000.0,144400000.0,2000600000.0,-139600000.0,-5096300000.0,1486700000.0,562500000.0,,4902200000.0,,,650500000.0,85600000.0,-386400000.0,,31048600000.0,,31048600000.0,-4782100000.0,,-41.544365,-5660500000.0,,29561900000.0,0.0,-16200000.0,5389700000.0,,23123300000.0,-5197200000.0,,382300000.0,,125100000.0,,49600000.0,282900000.0,0.0,,32459000000.0,,49300000.0,30400000.0,,0.0,30400000.0,5723500000.0,-1410400000.0,,-6009600000.0,1002000000.0,650500000.0,1132200000.0,,1532700000.0,-4782100000.0,-4778300000.0,,23123300000.0,-207700000.0,4327000000.0,394000000.0,,650500000.0,1486700000.0,-4606000000.0,,62700000.0,-38900000.0,30458400000.0,1532700000.0,2000600000.0,394000000.0,-7000000.0,49300000.0,1276400000.0,18267100000.0,534500000.0,5307900000.0,-5197200000.0,,400000.0,1005900000.0,-20599900000.0,-2363700000.0,0.0,5307900000.0,-4991000000.0,,781500000.0,49600000.0,,,,-1410400000.0,-59500000.0,-5300000.0,650500000.0,0.0,,-1214700000.0,18044300000.0,-614300000.0,,0.0,710000000.0,18881400000.0,,-4881700000.0,,29561900000.0,,,650500000.0,650500000.0,605500000.0,2491100000.0,85600000.0,,-9500000.0,382300000.0,-215500000.0,,,4327000000.0,-17490200000.0,3351500000.0,,,,-41.544365,-139600000.0,2278400000.0,-135600000.0,-1286700000.0,18881400000.0,,,-5274100000.0,-202400000.0,-12100000.0,7500000.0,220500000.0,,-18638300000.0,,2164600000.0,,4902200000.0,66700000.0,-5900000.0,18267100000.0,,0.0,10127000000.0,,400000.0,-212700000.0,4000000.0,,5526200000.0,,-355400000.0,-614300000.0,21300000.0,4737300000.0,62700000.0,,-4102600000.0,-485700000.0,,,,,,,,,,,,,,,,,,,
1238457600,,31447900000.0,,,,,-150400000.0,,-5229000000.0,,2028700000.0,,,2568200000.0,536600000.0,,4902200000.0,,,,,,,31949800000.0,,,-132700000.0,-1.060751,,,,29381600000.0,,,,,,,,,,,,0.0,276800000.0,,,33476600000.0,,7300000.0,29300000.0,,,,,,,100000.0,1065600000.0,,,,,-132700000.0,-127400000.0,125100000.0,24188800000.0,-113700000.0,4299900000.0,,,1759400000.0,,-17900000.0,,61000000.0,,,1389800000.0,,339400000.0,,,1189100000.0,,,,,,400000.0,650500000.0,,,,5262800000.0,-201700000.0,-1.060751,752600000.0,,,,,-1579600000.0,,14600000.0,,,,-109700000.0,,-782100000.0,,0.0,,,,,,,,,1759400000.0,1759400000.0,496800000.0,,376200000.0,,-169700000.0,262700000.0,-28200000.0,,,,,,,,,,-93600000.0,2254700000.0,-22100000.0,,18999800000.0,,125100000.0,,-128300000.0,1244700000.0,,313000000.0,,,,,,,,,18217700000.0,,0.0,,,,-74300000.0,4100000.0,,28300000.0,,1108900000.0,,,,,,571900000.0,,,,,,,,,,,,,,,,,,,,
1246320000,,28270500000.0,,,,,-34000000.0,,-2940600000.0,,1714300000.0,,,1729500000.0,542600000.0,,4647100000.0,,,,,,,30712400000.0,,,2289000000.0,18.297362,,,,28982900000.0,,,,,,,,,,,,0.0,294200000.0,,,29984800000.0,,7300000.0,30500000.0,,,,,,,-82600000.0,1085800000.0,,,,,2289000000.0,2296800000.0,125100000.0,19345700000.0,-154400000.0,5741300000.0,,,947100000.0,,3966000000.0,,56300000.0,,,1417200000.0,,316600000.0,,,1185600000.0,,,,,,400000.0,1759400000.0,,,,5181500000.0,3833000000.0,18.297362,755400000.0,,,,,671400000.0,,-5600000.0,,,,-2208900000.0,,-959400000.0,,0.0,,,,,,,,,947100000.0,947100000.0,463400000.0,,31900000.0,,37600000.0,265200000.0,1447200000.0,,,,,,,,,,-90700000.0,2271400000.0,114800000.0,,19184100000.0,,125100000.0,,-148800000.0,-772700000.0,,330400000.0,,,,,,,,,18224700000.0,,0.0,,,,1536200000.0,4300000.0,,320300000.0,,-812300000.0,,,,,,4590600000.0,,,,,,,,,,,,,,,,,,,,
1254268800,,28512900000.0,,,,,169700000.0,,-4568900000.0,,1798300000.0,,,1679400000.0,553700000.0,,3458900000.0,,,,,,,29230500000.0,,,-1624300000.0,-12.984013,,,,27551100000.0,,,,,,,,,,,,0.0,302400000.0,-12800000.0,,30311200000.0,,7300000.0,41700000.0,,,,,,,-82800000.0,1077400000.0,,,,,-1624300000.0,-1621000000.0,125100000.0,19293400000.0,-148900000.0,5822000000.0,,,948200000.0,,-1350300000.0,,52700000.0,,,1477600000.0,,,,,1204800000.0,,,,,,400000.0,947100000.0,,,,5004100000.0,-1492100000.0,-12.984013,774700000.0,,,,,-1137700000.0,,-1300000.0,,,,-1109800000.0,,-1124200000.0,,0.0,,,,,,,,,948200000.0,948200000.0,444500000.0,,49000000.0,,268900000.0,271700000.0,71600000.0,,,,,,,,,,-145400000.0,2282200000.0,304500000.0,,19219000000.0,,125100000.0,,-134800000.0,-154500000.0,,302700000.0,,,,,,,,,18094800000.0,,0.0,,,,128900000.0,4000000.0,,-346400000.0,,1100000.0,,,,,,-745200000.0,,,,,,,,,,,,,,,,,,,,
1262217600,29846200000.0,28240700000.0,125100000.0,-42700000.0,,-244300000.0,-229600000.0,1030200000.0,-4269300000.0,8100000.0,1605500000.0,-134000000.0,-4269300000.0,1598900000.0,540200000.0,,3456900000.0,,,918100000.0,74300000.0,1651800000.0,,28979200000.0,,28979200000.0,295600000.0,,6.615508,2498200000.0,,27380300000.0,0.0,0.0,7437700000.0,,18868800000.0,827600000.0,,260800000.0,,125100000.0,,0.0,271800000.0,-54100000.0,,29846200000.0,,16700000.0,94000000.0,,,94000000.0,50200000.0,-922900000.0,,-16100000.0,943600000.0,918100000.0,1145200000.0,,1270400000.0,295600000.0,298000000.0,,18868800000.0,-106300000.0,5856900000.0,,,918100000.0,1598900000.0,654500000.0,,52700000.0,-47800000.0,28240700000.0,1270400000.0,1605500000.0,,,16700000.0,1155500000.0,17924800000.0,220200000.0,4951300000.0,827600000.0,,400000.0,948200000.0,-4584100000.0,4565500000.0,,4951300000.0,359000000.0,,751300000.0,0.0,,,,-922900000.0,267600000.0,400000.0,918100000.0,0.0,,-1155700000.0,570700000.0,-1281200000.0,,0.0,650500000.0,19206000000.0,,3360500000.0,,27380300000.0,,,918100000.0,918100000.0,487800000.0,150700000.0,74300000.0,,-179500000.0,260800000.0,50600000.0,,,5856900000.0,0.0,439500000.0,,,,6.615508,-134000000.0,2099100000.0,-177000000.0,-464500000.0,19206000000.0,,,846400000.0,-52600000.0,253200000.0,9700000.0,192300000.0,,-523300000.0,,1892500000.0,,3456900000.0,16400000.0,-66900000.0,17924800000.0,,0.0,8907400000.0,,400000.0,61000000.0,4000000.0,,48000000.0,,-30100000.0,-1281200000.0,-181400000.0,1469700000.0,52700000.0,,1118600000.0,1541200000.0,,,,,,,,,,,,,,,,,,,
1269993600,,25913400000.0,,,,,126600000.0,,-4464900000.0,,1817200000.0,,,1673400000.0,34500000.0,,3477700000.0,,,,,,,29263900000.0,,,-195600000.0,-1.563549,,,,27590500000.0,,,,,,,,,,,,0.0,275400000.0,,,27730600000.0,,4700000.0,35900000.0,,,,,,,-5700000.0,324000000.0,,,,,-195600000.0,-193600000.0,125100000.0,19252700000.0,-33600000.0,5717700000.0,,,946700000.0,,-32800000.0,,50100000.0,,,1493100000.0,,,,,1864400000.0,,,,,,600000.0,918100000.0,,,-38300000.0,4912200000.0,-298500000.0,-1.563549,98200000.0,,,,,1488000000.0,,8600000.0,,,,-631500000.0,,-1445400000.0,,0.0,,,,,,,,,946700000.0,946700000.0,491500000.0,,76900000.0,,113300000.0,247200000.0,-127900000.0,,,,,,,,,,-176400000.0,2188400000.0,162300000.0,,19676200000.0,,125100000.0,,-35700000.0,-92200000.0,,225800000.0,,,,,,,,,18230800000.0,,0.0,,,,-104900000.0,6700000.0,,48100000.0,,28600000.0,,,,,,235700000.0,,,,,,,,,,,,,,,,,,,,
1277856000,,26282800000.0,,,,,-124100000.0,,-4738900000.0,,1782300000.0,,,2061900000.0,573500000.0,,3393300000.0,,,,,,,29289000000.0,,,-274000000.0,-4.525685,,,,27227100000.0,,,,,,,,,,,,0.0,311600000.0,,,28065100000.0,,0.0,39400000.0,,,,,,,-17400000.0,1005200000.0,,,,,-274000000.0,-272500000.0,60543317.0,19805900000.0,-61700000.0,5575800000.0,,,1328700000.0,,-173000000.0,,49700000.0,,,1451400000.0,,,,,1215500000.0,,,,,,600000.0,946700000.0,,,-1100000.0,4880300000.0,-434600000.0,-4.525685,810000000.0,,,,,1178700000.0,,-4600000.0,,,,-1393000000.0,,-1636100000.0,,0.0,,,,,,,,,1328700000.0,1328700000.0,456800000.0,,67600000.0,,-62700000.0,263300000.0,-157200000.0,,,,,,,,,,-217100000.0,2220700000.0,-68100000.0,,19691500000.0,,60543317.0,,-56000000.0,511800000.0,,195200000.0,,,,,,,,,18055400000.0,,0.0,,,,-162100000.0,5900000.0,,25500000.0,,382000000.0,,,,,,333800000.0,,,,,,,,,,,,,,,,,,,,
1285804800,,26080600000.0,,,,,164800000.0,,-4903700000.0,,2144700000.0,,,2266400000.0,574900000.0,,3413700000.0,,,,,,,29287900000.0,,,-164800000.0,-1.561424,,,,27021500000.0,,,,,,,,,,,,0.0,302900000.0,,,28225300000.0,,2900000.0,36200000.0,,,,,,,-11100000.0,1046400000.0,,,,,-164800000.0,-163200000.0,105480965.0,19462000000.0,-100600000.0,5647700000.0,,,1323700000.0,,13800000.0,,48500000.0,,,1628100000.0,,334400000.0,,,1242100000.0,,,,,,600000.0,1328700000.0,,,19900000.0,4799200000.0,-260700000.0,-1.561424,797300000.0,,,,,1018400000.0,,-4100000.0,,,,-107500000.0,,-1815400000.0,,0.0,,,,,,,,,1323700000.0,1323700000.0,523600000.0,,255100000.0,,-32900000.0,261500000.0,108400000.0,,,,,,,,,,-215700000.0,2288500000.0,214200000.0,,19732300000.0,,105480965.0,,-49400000.0,-118600000.0,,249100000.0,,,,,,,,,17916900000.0,,0.0,,,,-97500000.0,3900000.0,,28500000.0,,-5000000.0,,,,,,565800000.0,,,,,,,,,,,,,,,,,,,,
1293753600,26915100000.0,25332300000.0,99321884.0,-162900000.0,,-6400000.0,-173700000.0,886500000.0,-5105600000.0,3400000.0,1582800000.0,-168800000.0,-5105600000.0,1790500000.0,516900000.0,,3420900000.0,,,987000000.0,55600000.0,-468700000.0,,28587700000.0,,28587700000.0,-196700000.0,,-8.36969,-1292000000.0,,26797200000.0,0.0,,4829600000.0,,18785500000.0,-831100000.0,,251400000.0,,99321884.0,,0.0,294300000.0,-40400000.0,,26915100000.0,,0.0,94000000.0,,,94000000.0,351700000.0,1632800000.0,,-53700000.0,939500000.0,987000000.0,1184200000.0,,1275800000.0,-196700000.0,-194000000.0,,18785500000.0,-92000000.0,5623700000.0,,,987000000.0,1790500000.0,14800000.0,,50400000.0,-17800000.0,25332300000.0,1275800000.0,1582800000.0,,,0.0,1181500000.0,17766600000.0,170800000.0,4711800000.0,-831100000.0,,700000.0,1323700000.0,-2231900000.0,1873800000.0,0.0,4711800000.0,-298200000.0,,742800000.0,0.0,,,,1632800000.0,68900000.0,3500000.0,987000000.0,0.0,,-99900000.0,187400000.0,-1991500000.0,,0.0,918100000.0,19758100000.0,,-196900000.0,,26797200000.0,,,987000000.0,987000000.0,509700000.0,2204700000.0,55600000.0,,-180600000.0,251400000.0,-290600000.0,,,5623700000.0,-19500000.0,3102500000.0,,,,-8.36969,-168800000.0,2121000000.0,-137600000.0,-177200000.0,19758100000.0,,,-823300000.0,-36100000.0,-113600000.0,3300000.0,196700000.0,,-287900000.0,,1981600000.0,,3420900000.0,18100000.0,-108600000.0,17766600000.0,,0.0,8818600000.0,,700000.0,-104200000.0,1600000.0,,249600000.0,,-336700000.0,-1991500000.0,-87900000.0,3989000000.0,50400000.0,,505800000.0,-467300000.0,,,,,,,,,,,,,,,,,,,
