,trailingResearchAndDevelopment,trailingTotalRevenue,annualTotalRevenue,annualOtherCurrentAssets,trailingCostOfRevenue,annualAccountsPayable,quarterlyOtherNonCashItems,trailingOperatingIncome,annualResearchAndDevelopment,quarterlyCashDividendsPaid,trailingFreeCashFlow,annualTaxProvision,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,trailingTaxProvision,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyOperatingIncome,quarterlyFreeCashFlow,annualCashAndCashEquivalents,annualBasicEPS,annualNetIncomeContinuousOperations,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,annualNetOtherInvestingChanges,annualTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,trailingEndCashPosition,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,annualOperatingExpense,annualFreeCashFlow,annualCurrentDebt,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualCashDividendsPaid,annualNetIncome,annualCostOfRevenue,annualAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,quarterlyNetIncome,trailingSaleOfInvestment,annualTotalAssets,quarterlyNetOtherInvestingChanges,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualLongTermDebt,quarterlyOtherCurrentAssets,annualCurrentAssets,quarterlyStockholdersEquity,annualStockholdersEquity,trailingNetIncomeCommonStockholders,annualEbitda,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,annualCurrentLiabilities,quarterlyAccountsReceivable,annualDepreciationAndAmortization,quarterlyGoodwill,annualOtherShortTermInvestments,annualRetainedEarnings,annualSaleOfInvestment,quarterlyEndCashPosition,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyLongTermDebt,annualBasicAverageShares,quarterlyInventory,quarterlyGrossProfit,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,annualOtherIntangibleAssets,quarterlyNetPPE,annualInventory,annualChangeInInventory,quarterlyPretaxIncome,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualNetPPE,quarterlyPurchaseOfBusiness,quarterlyCapitalStock,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyCapitalExpenditure,quarterlyInterestExpense,annualOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyCurrentDebt,annualDilutedAverageShares,quarterlyOtherNonCurrentAssets,annualGrossPPE,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,annualPurchaseOfBusiness,annualBeginningCashPosition,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualDilutedEPS,trailingCapitalExpenditure,trailingInvestingCashFlow,quarterlyBasicAverageShares,annualInterestExpense,annualPretaxIncome,annualCapitalExpenditure,quarterlySaleOfInvestment,trailingCashDividendsPaid,trailingInterestExpense,quarterlyGrossPPE,quarterlyOperatingCashFlow,annualInvestingCashFlow,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,trailingChangeInCashSupplementalAsReported,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,trailingOperatingExpense,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyCommonStockIssuance,annualRepaymentOfDebt,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,annualGoodwill,trailingGrossProfit,annualCapitalStock,trailingRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,annualDeferredIncomeTax,trailingChangeInAccountPayable,annualStockBasedCompensation,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,trailingOperatingCashFlow,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingBasicEPS,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualGainsLossesNotAffectingRetainedEarnings,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInInventory,trailingPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,annualIncomeTaxPayable,trailingDepreciationAndAmortization,trailingOtherIncomeExpense,trailingDilutedAverageShares,quarterlyAccumulatedDepreciation
1341014400,,,,,,,,,,-2986432000.0,,,,585966000.0,,29884473000.0,57805072000.0,,152277727000.0,,,575024000.0,2951094000.0,-2343510000.0,,,,,-1141922000.0,18402718000.0,,,,261451068000.0,,231566595000.0,701633000.0,,,,,210082799000.0,,,,,541544000.0,1169268000.0,,701633000.0,,,-236859000.0,,,,489272000.0,,38552989000.0,,,,,14711237000.0,,,9965777000.0,,867340000.0,,,,5435280000.0,,-8124606000.0,,740387000.0,144849718000.0,,6415344000.0,3691481000.0,,5435280000.0,647345000.0,5435280000.0,,,208004350000.0,,,1328883000.0,,,,,,13310038000.0,-18281661000.0,,8433982000.0,159615000.0,-7937257000.0,2115981000.0,,,19221136000.0,,2080581000.0,,4145286000.0,431120000.0,,,,15761246000.0,-2998702000.0,,,,,,,,1193856000.0,,,208004350000.0,,,,,,,,,,,,19791453000.0,,,,,145477000.0,,,,3444864000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,,,,,,,,,-4482712000.0,,,,579410000.0,,27728057000.0,56177253000.0,,158201261000.0,,13305910781.0,1290194000.0,3670835000.0,305297000.0,,,,0.0538,-564566000.0,19895082000.0,,,,266426126000.0,,238698069000.0,715858000.0,,,,,214378514000.0,,,,,560217000.0,1414494000.0,,715858000.0,,,-323559000.0,,,,504387000.0,,39272593000.0,,,,,15460791000.0,,,9085004000.0,,867340000.0,,,,5324001000.0,,-8881793000.0,,763456000.0,150286764000.0,,5773500000.0,4434291000.0,0.0538,5324001000.0,635393000.0,5324001000.0,,,214511387000.0,,,1699429000.0,,,,,,13310038000.0,-19293325000.0,,5435280000.0,284935000.0,-7341600000.0,2134503000.0,,,19832238000.0,,2084280000.0,,4136595000.0,148944000.0,,,,14801275000.0,-111279000.0,,,,13305910781.0,,,,-654492000.0,,,214511387000.0,,,,,,,,,,,,18969598000.0,,,,,161528000.0,,,,3833932000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,,77598143000.0,621036000.0,,20177539000.0,,,,-2406243000.0,,1362202000.0,153151508000.0,1370406000.0,,26066641000.0,61577770000.0,4612687000.0,153151508000.0,13077938000.0,,3222236000.0,3829794000.0,-1588399000.0,4612687000.0,0.3011,6177910000.0,,251590000.0,20826098000.0,-600585000.0,214729278000.0,,271214243000.0,,245147602000.0,2202872000.0,3797890000.0,-4989081000.0,22239798000.0,,214729278000.0,-12533815000.0,4007816000.0,60722315000.0,9893044000.0,1424372000.0,2899880000.0,,2202872000.0,,271214243000.0,-136812000.0,3127925000.0,77342000.0,143850643000.0,621036000.0,26066641000.0,41490236000.0,41490236000.0,,24860027000.0,,15420638000.0,4007816000.0,61577770000.0,9893044000.0,8839908000.0,899886000.0,,3222236000.0,1210003000.0,4612687000.0,2012348000.0,-3876887000.0,,1575666000.0,143850643000.0,13310581202.0,5215109000.0,5405460000.0,,4612687000.0,673717000.0,4612687000.0,21687772000.0,4069775000.0,219434959000.0,5215109000.0,878677000.0,3539069000.0,16875828000.0,4612687000.0,245147602000.0,219434959000.0,,13310038000.0,-18868376000.0,,5324001000.0,639189000.0,-5535192000.0,2113591000.0,1424372000.0,8469066000.0,22239798000.0,13310581202.0,77342000.0,219434959000.0,4069775000.0,3191932000.0,-598491000.0,4467372000.0,-4974793000.0,18009269000.0,-711314000.0,0.3011,,,,8480007000.0,7540112000.0,-26676853000.0,306724000.0,,,219434959000.0,,-29805425000.0,,673717000.0,,,,,,,,20177539000.0,,,,978453000.0,1446373000.0,-70886586000.0,,18009269000.0,5652660000.0,145315000.0,4061583000.0,899886000.0,,13310038000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,,,,,,,,,-2918450000.0,,,,719482000.0,,31149510000.0,61118637000.0,,161551473000.0,,13304382979.0,4160195000.0,3581896000.0,1281259000.0,,,,0.0705,-877979000.0,18412891000.0,,,,280650707000.0,,249501197000.0,937959000.0,,,,,222670110000.0,,,,,1417432000.0,1404003000.0,,937959000.0,,,-385996000.0,,,,167918000.0,,42426753000.0,,,,,13956372000.0,,,10219454000.0,,899886000.0,,,,9981513000.0,,-7250395000.0,,874623000.0,152446477000.0,,3963301000.0,4456519000.0,0.0705,9981513000.0,617098000.0,9981513000.0,,,223285220000.0,,,1888607000.0,,,,,,13310038000.0,-14748267000.0,,4612687000.0,484604000.0,-6694158000.0,2023403000.0,,,20289446000.0,,18512000.0,,4047874000.0,187981000.0,,,,18918289000.0,5368826000.0,,,,13304382979.0,,,,156471000.0,,,223285220000.0,,,,,,,,,,,,20703701000.0,,,,,80000000.0,,,,3912010000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,,,,,,,,-2521853000.0,,,,741935000.0,,26578888000.0,56373932000.0,,166180485000.0,,,3207015000.0,3478077000.0,-167484000.0,,,,,-471058000.0,18597125000.0,,,,279870627000.0,,253291739000.0,950415000.0,,,,,222554417000.0,,,,,1335364000.0,1606647000.0,,950415000.0,,,187406000.0,,,,150728000.0,,41829770000.0,,,,,14165979000.0,,,8966802000.0,,899886000.0,,,,7382496000.0,,-4051680000.0,,953069000.0,156131028000.0,,3932625000.0,4431146000.0,,7382496000.0,603825000.0,7382496000.0,,,228228657000.0,,,1996854000.0,,,,,,13310038000.0,-20676686000.0,,9981513000.0,390207000.0,-5769980000.0,2031302000.0,,,19487189000.0,,18513000.0,,4050459000.0,701550000.0,,,,14108066000.0,-2599017000.0,,,,,,,,2168507000.0,,,228228657000.0,,,,,,,,,,,,19616874000.0,,,,,10924000.0,,,,4028156000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,,,,,,,,,-4681413000.0,,,,1204767000.0,,29696998000.0,57048596000.0,,166499832000.0,,13306140089.0,4992698000.0,5100407000.0,2118943000.0,,,,0.1342,-4397840000.0,18503100000.0,,,,287077005000.0,,257380007000.0,1785684000.0,,,,,223548428000.0,,,,,1378494000.0,2590063000.0,,1785684000.0,,,-300754000.0,,,,136972000.0,,44088734000.0,,,,,11993181000.0,,,9314193000.0,,899886000.0,,,,9182143000.0,,-10745443000.0,,1409512000.0,154978652000.0,,4029543000.0,6509919000.0,0.1342,9182143000.0,603252000.0,9182143000.0,,,232621722000.0,,,3423929000.0,,,,,,13310038000.0,-16680721000.0,,7382496000.0,833866000.0,-6389119000.0,1997626000.0,,,15374763000.0,,18512000.0,,4566178000.0,5943374000.0,,,,18110507000.0,1799647000.0,,,,13306140089.0,,,,113167000.0,,,232621722000.0,,,,,,,,,,,,21086455000.0,,,,,4699048000.0,,,,5421555000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,,75227458000.0,961934000.0,,24034986000.0,,,,-2464871000.0,,2356726000.0,163902638000.0,1471384000.0,,27197406000.0,65122630000.0,7880844000.0,163902638000.0,16265833000.0,,4454912000.0,4105453000.0,-5748081000.0,7880844000.0,0.265,5747059000.0,,3592618000.0,19714342000.0,-179559000.0,229025268000.0,,293323301000.0,,266125895000.0,-147173000.0,4883853000.0,-2515363000.0,18239234000.0,,229025268000.0,-12586587000.0,3526885000.0,54077772000.0,9808857000.0,1837538000.0,146346000.0,,-147173000.0,,293323301000.0,319785000.0,4137568000.0,821190000.0,152472026000.0,961934000.0,27197406000.0,43920916000.0,43920916000.0,,26351954000.0,,13962240000.0,3526885000.0,65122630000.0,9808857000.0,10063661000.0,899886000.0,,4454912000.0,5280876000.0,7880844000.0,5137647000.0,-6897840000.0,,1646649000.0,152472026000.0,13309000000.0,3682099000.0,5752102000.0,,7880844000.0,594199000.0,7880844000.0,30067708000.0,4635422000.0,240845213000.0,3682099000.0,-358728000.0,794395000.0,21149686000.0,7880844000.0,266125895000.0,240845213000.0,,13310038000.0,-16867060000.0,,9182143000.0,648049000.0,-13729814000.0,2143747000.0,1837538000.0,8183332000.0,18239234000.0,13309000000.0,821190000.0,240845213000.0,4635422000.0,457850000.0,,4612687000.0,-2154259000.0,22991598000.0,-1301299000.0,0.265,,,,8184508000.0,8103785000.0,-32583071000.0,2842731000.0,,,240845213000.0,,-28945358000.0,,594199000.0,,,,,,,,24034986000.0,,,,5847367000.0,347675000.0,-68972734000.0,,22991598000.0,2938142000.0,3268157000.0,7290755000.0,899886000.0,,13310038000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,,,,,,,,,-2818347000.0,,,,714277000.0,,27635959000.0,62176501000.0,,167217137000.0,,13312485876.0,5397436000.0,3993912000.0,2454617000.0,,,,0.0708,-134000000.0,17512025000.0,,,,295002469000.0,,267366510000.0,942524000.0,,,,,229393638000.0,,,,,1852851000.0,1363257000.0,,942524000.0,,,125611000.0,,,,758159000.0,,44799994000.0,,,,,12642255000.0,,,10657978000.0,,899886000.0,,,,5988264000.0,,-4873863000.0,,875858000.0,155408058000.0,,4085736000.0,4869770000.0,0.0708,5988264000.0,589784000.0,5988264000.0,,,242108756000.0,,,2008110000.0,,,,,,13310038000.0,-15291033000.0,,7880844000.0,644853000.0,-5043771000.0,2089649000.0,,,18104585000.0,,860419000.0,,4607559000.0,-294325000.0,,,,18213255000.0,-1892580000.0,,,,13312485876.0,,,,177673000.0,,,242108756000.0,,,,,,,,,,,,24695592000.0,,,,,,,,,4097759000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,,,,,,,,-3181323000.0,,,,1049988000.0,,27320917000.0,70335542000.0,,163347460000.0,,,3242509000.0,3825515000.0,2537922000.0,,,,,-631996000.0,17330522000.0,,,,296872451000.0,,269551534000.0,1032409000.0,,,,,233683002000.0,,,,,2038810000.0,1452724000.0,,1032409000.0,,,89801000.0,,,,963866000.0,,44271281000.0,,,,,12255531000.0,,,9024008000.0,,899886000.0,,,,7525592000.0,,-4183355000.0,,1249476000.0,151111817000.0,,3326814000.0,5074991000.0,,8060449000.0,589870000.0,8060449000.0,,,243846884000.0,,,2072582000.0,,,,,,13310038000.0,-17745290000.0,,5988264000.0,619858000.0,-4054034000.0,2104918000.0,,,16357242000.0,,475028000.0,,4843480000.0,1271706000.0,,,,26689149000.0,1537328000.0,,,,,,,,412423000.0,,,243846884000.0,,,,,,,,,,,,23939905000.0,,,,,,,,,4177500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,,,,,,,,,-3487738000.0,,,,1152668000.0,,28850780000.0,66539554000.0,,168225370000.0,,13306658768.0,4984977000.0,4360604000.0,3537016000.0,,,,0.1266,-669135000.0,17470304000.0,,,,301230431000.0,,272379651000.0,1684623000.0,,,,,234764924000.0,,,,,2135519000.0,2265035000.0,,1684623000.0,,,-82055000.0,,,,1133264000.0,,46160357000.0,,,,,11784321000.0,,,8586826000.0,,899886000.0,,,,9240978000.0,,-5518880000.0,,1325379000.0,155595653000.0,,3901572000.0,5685983000.0,0.1266,9240978000.0,590008000.0,9240978000.0,,,245844663000.0,,,2923243000.0,,,,,,13310038000.0,-16805178000.0,,7525592000.0,658208000.0,-4955006000.0,2154232000.0,,,15439558000.0,,465028000.0,,4908112000.0,-1604960000.0,,,,24966488000.0,1715386000.0,,,,13306658768.0,,,,187316000.0,,,245844663000.0,,,,,,,,,,,,24254005000.0,,,,,205587000.0,,,,5077475000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,,,70194327000.0,1217699000.0,,24611467000.0,,,,-3516450000.0,,3285607000.0,167562126000.0,2176108000.0,,23858553000.0,71761490000.0,5013275000.0,167562126000.0,15318818000.0,,2322148000.0,3138787000.0,-2643755000.0,5288498000.0,0.1351,1926066000.0,,-1069105000.0,17881476000.0,413215000.0,239323616000.0,,302431367000.0,,278572814000.0,-1865752000.0,5776381000.0,5885800000.0,13753134000.0,,239323616000.0,-13003858000.0,1798358000.0,49099128000.0,9500035000.0,42191000.0,-3154950000.0,,-1865752000.0,,302431367000.0,279858000.0,5093041000.0,468213000.0,153085797000.0,1217699000.0,23858553000.0,43803449000.0,43803449000.0,,25234521000.0,,12417021000.0,1798358000.0,71761490000.0,9500035000.0,11505549000.0,899886000.0,,2322148000.0,1467850000.0,5013275000.0,1685967000.0,-6448275000.0,,2325668000.0,153085797000.0,13311310141.0,3744420000.0,5464455000.0,,5288498000.0,617218000.0,5288498000.0,26247213000.0,6655624000.0,249672245000.0,3744420000.0,-77474000.0,-1792262000.0,21095199000.0,5288498000.0,278572814000.0,249672245000.0,,13310038000.0,-14632368000.0,,9240978000.0,1362688000.0,-6308602000.0,2171713000.0,42191000.0,8543370000.0,13753134000.0,13311310141.0,468213000.0,249672245000.0,6655624000.0,2552814000.0,-41221000.0,7880844000.0,-2504236000.0,32290822000.0,-4227703000.0,0.1351,,,,8517299000.0,5211673000.0,-20361413000.0,690438000.0,,,249672245000.0,,-21024373000.0,,617218000.0,,,,,2436534000.0,2436534000.0,,24611467000.0,,,,1971083000.0,1359280000.0,-64473869000.0,,32290822000.0,379451000.0,-2867569000.0,1925235000.0,899886000.0,,13310038000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,,,,,,,,,-2712483000.0,,,,515441000.0,,25348705000.0,68752186000.0,,170734469000.0,,13321065292.0,3097434000.0,3271875000.0,3652616000.0,,,,0.0582,-59420000.0,15340879000.0,,,,303559044000.0,,278210339000.0,775286000.0,,,,,239486655000.0,,,,,42191000.0,920223000.0,,775286000.0,,,-122004000.0,,,,656607000.0,,44607338000.0,,,,,11380070000.0,,,7768045000.0,,899886000.0,,,,8785829000.0,,-2749413000.0,,688934000.0,155180791000.0,,3717435000.0,3960809000.0,0.0582,8785829000.0,611240000.0,8785829000.0,,,249211193000.0,,,1578598000.0,,,,,,13310038000.0,-11591587000.0,,5288498000.0,658375000.0,-3561620000.0,2127872000.0,,,12207448000.0,,457279000.0,,6622262000.0,532462000.0,,,,32622096000.0,3497331000.0,,,,13321065292.0,,,,835414000.0,,,249211193000.0,,,,,,,,,3028940000.0,,,22424080000.0,,,,,26400000.0,,,,3706470000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,,,,,,,,-2872168000.0,,,,1202748000.0,,26642196000.0,70438436000.0,,170062476000.0,,,1777798000.0,3902626000.0,4388226000.0,,,,,,16267685000.0,,,,304040077000.0,,277397881000.0,1269020000.0,,,,,240500912000.0,,,,,42191000.0,1734977000.0,,1269020000.0,,,867661000.0,,,,524580000.0,,44349606000.0,,,,,10970480000.0,,,8714939000.0,,899886000.0,,,,8752201000.0,,-1253351000.0,,1394579000.0,153215188000.0,,3652030000.0,5297205000.0,,9168724000.0,578705000.0,9168724000.0,,,248440319000.0,,,2524994000.0,,,,,,13310038000.0,-26725335000.0,,8785829000.0,790017000.0,-2725474000.0,2052741000.0,,,15713928000.0,,487576000.0,,6594319000.0,1024623000.0,,,,28725425000.0,241595000.0,,,,,,,,399389000.0,,,248440319000.0,,,,,,,,,2925349000.0,,,22741918000.0,,,,,-55945000.0,,,,4577735000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,,,,,,,,,-4649671000.0,,,,790384000.0,,21131876000.0,62704842000.0,,172498297000.0,,13310284728.0,3320460000.0,3391438000.0,1843244000.0,,,,0.1159,,15487375000.0,,,,300105173000.0,,278973297000.0,1542662000.0,,,,,235203139000.0,,,,,42191000.0,1968166000.0,,1542662000.0,,,81323000.0,,,,150758000.0,,45801937000.0,,,,,11127972000.0,,,6741022000.0,,899886000.0,,,,5485293000.0,,-4394946000.0,,967965000.0,150393976000.0,,3743000000.0,4359403000.0,0.1159,5485293000.0,582535000.0,5485293000.0,,,249516999000.0,,,2717172000.0,,,,,,13310038000.0,-26335990000.0,,8752201000.0,749006000.0,-5432530000.0,1969453000.0,,,10597546000.0,,468196000.0,,6633025000.0,6893707000.0,,,,29489839000.0,-3266908000.0,,,,13310284728.0,,,,646360000.0,,,249516999000.0,,,,,,,,,3006984000.0,,,21005015000.0,,,,,620245000.0,,,,4686625000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,,61890285000.0,76797000.0,,24357798000.0,,,,-2108434000.0,,3284754000.0,169102408000.0,1492443000.0,,21020315000.0,70915808000.0,5199317000.0,169102408000.0,14788330000.0,,2085379000.0,4222391000.0,-3021120000.0,5573891000.0,0.211,3283353000.0,,-319435000.0,14794346000.0,106990000.0,240018216000.0,,303368348000.0,,282348033000.0,-777935000.0,4695748000.0,6862966000.0,14785757000.0,,240018216000.0,-12342756000.0,2809033000.0,42406207000.0,7343067000.0,372138000.0,-1340013000.0,,-777935000.0,,303368348000.0,-719990000.0,4001016000.0,342807000.0,145471230000.0,76797000.0,21020315000.0,45023163000.0,45023163000.0,,25754581000.0,,8927685000.0,2809033000.0,70915808000.0,7343067000.0,11403039000.0,899886000.0,,2085379000.0,2224512000.0,5199317000.0,1151064000.0,-5804783000.0,,1644270000.0,145471230000.0,13312952607.0,3857781000.0,5866661000.0,,5573891000.0,579632000.0,5573891000.0,25049573000.0,6733081000.0,253547681000.0,3857781000.0,-536930000.0,-252657000.0,19484078000.0,5573891000.0,282348033000.0,253547681000.0,,13310038000.0,-16095792000.0,,5485293000.0,1087356000.0,-6466983000.0,1649942000.0,372138000.0,7960693000.0,14785757000.0,13312952607.0,342807000.0,253547681000.0,6733081000.0,1091862000.0,,5013275000.0,-388655000.0,31811602000.0,-285976000.0,0.211,,,,7783435000.0,6568107000.0,-18186607000.0,343349000.0,,,253547681000.0,,-14202493000.0,,579632000.0,,,,,3194264000.0,3194264000.0,,24357798000.0,,,,1897876000.0,560364000.0,-80748704000.0,,31811602000.0,1397285000.0,186042000.0,9542654000.0,899886000.0,,13310038000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,,,,,,,,,-2225997000.0,,,,593053000.0,,20427625000.0,66720134000.0,,170584302000.0,,13320292398.0,2768710000.0,2373270000.0,873666000.0,,,,0.0513,,13149936000.0,,,,301158262000.0,,280730637000.0,683331000.0,,,,,237304436000.0,,,,,218419000.0,486311000.0,,683331000.0,,,-74823000.0,,,,37192000.0,,45685336000.0,,,,,10052770000.0,,,7309320000.0,,899886000.0,,,,4512855000.0,,-3357689000.0,,723896000.0,147068380000.0,,4165356000.0,3097166000.0,0.0513,4512855000.0,572821000.0,4512855000.0,,,251707917000.0,,,1001003000.0,,,,,,13310038000.0,-24426532000.0,,5573891000.0,514692000.0,-3360420000.0,1879695000.0,,,16525050000.0,,344280000.0,,6698230000.0,80314000.0,,,,28365110000.0,-1061036000.0,,,,13320292398.0,,,,41750000.0,,,251707917000.0,,,,,,,,,2996248000.0,,,21442046000.0,,,,,36400000.0,,,,2880698000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,,,,,,,,-2743677000.0,,,,1015619000.0,,19600199000.0,71317352000.0,,168507259000.0,,,-697313000.0,4066123000.0,4283296000.0,,,,,,16048603000.0,,,,301197060000.0,,281596861000.0,1010356000.0,,,,,239824611000.0,,,,,195734000.0,1549125000.0,,1010356000.0,,,-27462000.0,,,,35111000.0,,44337244000.0,,,,,10799956000.0,,,9205663000.0,,899886000.0,,,,3465103000.0,,-1625286000.0,,1182524000.0,145519755000.0,,3322742000.0,5248647000.0,,3689083000.0,566093000.0,3689083000.0,,,252679114000.0,,,2468001000.0,,,,,,13310038000.0,-26847385000.0,,4512855000.0,918876000.0,-2207919000.0,1755211000.0,,,16525140000.0,,346952000.0,,6663319000.0,-451091000.0,,,,28066136000.0,-673178000.0,,,,,,,,368560000.0,,,252679114000.0,,,,,,,,,3056421000.0,,,22349025000.0,,,,,194180000.0,,,,4223212000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,,,,,,,,,-1613853000.0,,,,603805000.0,,18364809000.0,53291245000.0,,117168861000.0,,13308748625.0,-5536374000.0,2245792000.0,4285357000.0,,,,-0.3636,0.0,15303996000.0,,,,227954998000.0,,209590189000.0,-4839061000.0,,,,,170460106000.0,,,,,151505000.0,-792477000.0,,-4839061000.0,,,-512412000.0,,,,1043512000.0,,39407998000.0,,,,,12235383000.0,,,6735360000.0,,899886000.0,,,,4659167000.0,,-4110344000.0,,822821000.0,105487833000.0,,1884178000.0,3068613000.0,-0.3636,4659167000.0,559536000.0,4659167000.0,,,180088897000.0,,,-3029288000.0,,,,,,13310038000.0,-15040436000.0,,3465103000.0,-2236811000.0,-4112760000.0,1657710000.0,,,10887186000.0,,1932487000.0,,3205844000.0,82732000.0,,,,21494330000.0,819490000.0,,,,13308748625.0,,,,513442000.0,,,180088897000.0,,,,,,,,,1623779000.0,,,16941027000.0,,,,,188590000.0,,,,-1371578000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
