,quarterlyStockholdersEquity,annualOtherNonCurrentLiabilities,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingOtherIncomeExpense,quarterlySaleOfInvestment,annualBeginningCashPosition,trailingInterestExpense,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,trailingRepaymentOfDebt,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,annualGrossPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,trailingDepreciationAndAmortization,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,trailingOtherNonCashItems,annualPurchaseOfBusiness,trailingStockBasedCompensation,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,annualNetOtherFinancingCharges,annualStockBasedCompensation,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyAccumulatedDepreciation,annualInvestingCashFlow,annualCapitalExpenditure,annualCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,trailingDeferredIncomeTax,annualOperatingExpense,annualTotalRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,annualCapitalStock,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualInterestExpense,trailingBeginningCashPosition,quarterlyGrossPPE,annualChangesInAccountReceivables,quarterlyPretaxIncome,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,trailingCostOfRevenue,trailingCashDividendsPaid,quarterlyPurchaseOfBusiness,annualGoodwill,quarterlyRetainedEarnings,annualInventory,quarterlyTaxProvision,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyNetPPE,quarterlyEbitda,trailingOperatingExpense,quarterlyStockBasedCompensation,annualDeferredIncomeTax,annualGrossProfit,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualTotalAssets,quarterlyTotalAssets,annualRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingPretaxIncome,trailingChangeInWorkingCapital,quarterlyGoodwill,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualCostOfRevenue,annualOtherCurrentAssets,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualLongTermDebt,annualOperatingIncome,trailingPurchaseOfInvestment,annualPretaxIncome,trailingCommonStockIssuance,annualCashDividendsPaid,annualCurrentDebt,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualEndCashPosition,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingTaxProvision,annualIncomeTaxPayable,annualNonCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,trailingInvestingCashFlow,annualAccountsPayable,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDebt,annualOtherNonCashItems,annualCashAndCashEquivalents,quarterlyInterestExpense,annualDepreciationAndAmortization,quarterlyNetOtherFinancingCharges,annualStockholdersEquity,annualInvestmentsAndAdvances,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualTaxProvision,quarterlyInventory,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualCurrentAccruedExpenses,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherNonCurrentAssets,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyChangeInInventory,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,annualNetPPE,annualCurrentLiabilities,annualEbitda,annualOperatingCashFlow,annualOtherNonCurrentAssets,quarterlyChangeInAccountPayable,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,annualBasicEPS,trailingBasicEPS,quarterlyBasicEPS,trailingChangeInAccountPayable,quarterlyDilutedEPS,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,quarterlyBasicAverageShares,quarterlyDilutedAverageShares,trailingChangesInAccountReceivables,annualDilutedEPS,annualDilutedAverageShares,trailingDilutedEPS,annualBasicAverageShares
883526400,1673900000.0,2939100000.0,-200000.0,251600000.0,624400000.0,-105500000.0,,451300000.0,,,624400000.0,,,,173100000.0,,,,,223000000.0,501500000.0,116800000.0,163400000.0,,11600000.0,143100000.0,,387600000.0,5888600000.0,624400000.0,4193900000.0,251600000.0,-55700000.0,,,140500000.0,,626600000.0,,,,,,,-100000.0,,-140500000.0,15400000.0,563300000.0,253000000.0,-3600000.0,-2952500000.0,-340900000.0,-197200000.0,,581300000.0,,924100000.0,2217000000.0,481300000.0,61100000.0,-200000.0,387600000.0,,558600000.0,105100000.0,,5888600000.0,,127600000.0,,1040000000.0,,,,,784800000.0,67100000.0,46400000.0,-2952500000.0,-7800000.0,2936100000.0,221500000.0,,,18700000.0,1428500000.0,-97800000.0,81400000.0,,,5400000.0,-143700000.0,230100000.0,227600000.0,231700000.0,,4193900000.0,,5233900000.0,5233900000.0,784800000.0,3560000000.0,251600000.0,,,,501500000.0,2057000000.0,,788500000.0,116800000.0,74900000.0,,2057000000.0,504400000.0,,411800000.0,,-179600000.0,121700000.0,341900000.0,81200000.0,,624400000.0,,,,,,,,163400000.0,2939100000.0,121700000.0,316000000.0,624400000.0,25900000.0,,-200000.0,1673900000.0,,624400000.0,-161200000.0,396500000.0,,160200000.0,67100000.0,13300000.0,,,81200000.0,81200000.0,227600000.0,3560000000.0,563300000.0,1100100000.0,,,,1040000000.0,231700000.0,,-44200000.0,256000000.0,-100000.0,,,,,-74100000.0,2936100000.0,558600000.0,820200000.0,539100000.0,1100100000.0,,,,,,,,,,,,,,,,,,,,,
891302400,1677300000.0,,,,,-44400000.0,,,,,664200000.0,,,,,,,,,,,64900000.0,148400000.0,,,624400000.0,,1677300000.0,,664200000.0,,,-41000000.0,,,98400000.0,,616900000.0,,,,,,,,,130500000.0,-68900000.0,,,,-3138000000.0,,,,-95100000.0,,,,39800000.0,220400000.0,124100000.0,,,538700000.0,,,5921100000.0,,60500000.0,,984800000.0,,,,,,,12100000.0,,-700000.0,2783100000.0,296700000.0,,,,,,198200000.0,,,179400000.0,,179000000.0,220200000.0,196400000.0,,4212700000.0,,,5197500000.0,,,,,,,,2003400000.0,,,,47700000.0,,,,,,,,,,48400000.0,,,,,,,,,,,,124100000.0,,,35900000.0,,100000.0,,,664200000.0,-85400000.0,437900000.0,,,59300000.0,-1400000.0,,,48400000.0,48400000.0,,3520200000.0,583200000.0,1202300000.0,,,,,,,-44400000.0,339500000.0,7800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899164800,2920000000.0,,,,,-132600000.0,,,,,407000000.0,,,,,,,,,,-46000000.0,1004000000.0,510000000.0,,,664200000.0,,1876000000.0,,407000000.0,,,-143000000.0,,,84000000.0,,1331000000.0,,,,,,,,,161500000.0,21900000.0,,,,-5628000000.0,,,,-780900000.0,,,,-446800000.0,609600000.0,185000000.0,,,1842000000.0,,,11062000000.0,,38000000.0,,2128000000.0,,,,,1090000000.0,,7000000.0,,-300000.0,5434000000.0,360000000.0,,,,,,352800000.0,,,466600000.0,,212000000.0,1104000000.0,602000000.0,,8011000000.0,,,10139000000.0,,,,,,,,3053000000.0,,,,,,,,,,,,,,31000000.0,,,,,,,,,,,5022000000.0,185000000.0,,,48000000.0,,-75100000.0,,,407000000.0,-275600000.0,1119000000.0,,,115000000.0,4000000.0,,,31000000.0,31000000.0,,7015000000.0,855000000.0,1524000000.0,,,,,,,-185600000.0,1035000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907113600,2919000000.0,,,,,-134000000.0,,,,,459000000.0,,,,,,,,,,-46000000.0,1542000000.0,586000000.0,,,407000000.0,,1878000000.0,,459000000.0,,,-92000000.0,2000000.0,,194000000.0,,1383000000.0,,,,,,,,,29000000.0,-39000000.0,,,,-5701000000.0,,,,-78000000.0,,,,52000000.0,356000000.0,127000000.0,,,2477000000.0,,,11145000000.0,,148000000.0,,2782000000.0,,,,,1087000000.0,,57000000.0,,0.0,5444000000.0,401000000.0,,,,,,207000000.0,,,264000000.0,,361000000.0,1594000000.0,626000000.0,,7965000000.0,,,10747000000.0,,,,,,,,3024000000.0,,,,,,,,,,,,,,91000000.0,,,,,,,,,,,4997000000.0,127000000.0,,,58000000.0,,0.0,,,459000000.0,-226000000.0,1022000000.0,,,155000000.0,15000000.0,,,91000000.0,91000000.0,,7624000000.0,810000000.0,1520000000.0,,,,,,,0.0,828000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915062400,2913000000.0,4726000000.0,43000000.0,294000000.0,424000000.0,261000000.0,,-390000000.0,,,424000000.0,,,,814000000.0,,,,,,-45000000.0,1138000000.0,702000000.0,,44000000.0,459000000.0,,1883000000.0,11235000000.0,424000000.0,7998000000.0,294000000.0,-162000000.0,4000000.0,,154000000.0,,1432000000.0,,,,,,,0.0,,158000000.0,-113000000.0,781000000.0,-1034000000.0,-40000000.0,-5794000000.0,-679000000.0,-438000000.0,,-80000000.0,,3937000000.0,5481000000.0,-35000000.0,137000000.0,43000000.0,1883000000.0,,2466000000.0,207000000.0,,11235000000.0,,115000000.0,,2458000000.0,,,,,1075000000.0,151000000.0,30000000.0,-5794000000.0,-75000000.0,5441000000.0,325000000.0,,,-199000000.0,4544000000.0,479000000.0,171000000.0,,,-25000000.0,-50000000.0,237000000.0,1553000000.0,745000000.0,,7998000000.0,,10456000000.0,10456000000.0,1075000000.0,7339000000.0,294000000.0,,,,-45000000.0,2795000000.0,,937000000.0,1138000000.0,,,2795000000.0,607000000.0,,432000000.0,,-325000000.0,43000000.0,885000000.0,85000000.0,,424000000.0,,,,,,,,702000000.0,4726000000.0,43000000.0,929000000.0,424000000.0,46000000.0,,75000000.0,2913000000.0,,424000000.0,-92000000.0,1195000000.0,,138000000.0,151000000.0,10000000.0,,,85000000.0,85000000.0,1553000000.0,7339000000.0,781000000.0,1577000000.0,,,,2458000000.0,745000000.0,,-95000000.0,1041000000.0,,34000000.0,,,,-76000000.0,5441000000.0,2466000000.0,1536000000.0,1323000000.0,1577000000.0,,,,,,,,,,,,,,,,,,,,,
922838400,2921000000.0,,,,,-35000000.0,,,,,622000000.0,,,,,,,,,,-45000000.0,1084000000.0,571000000.0,,,424000000.0,,1886000000.0,,622000000.0,,,-73000000.0,3000000.0,,201000000.0,,1169000000.0,,,,,,,,,267000000.0,4000000.0,,,,-5901000000.0,,,,-142000000.0,,,,198000000.0,448000000.0,387000000.0,,,2552000000.0,,,11289000000.0,,162000000.0,,2488000000.0,,,,,1080000000.0,,63000000.0,,,5388000000.0,343000000.0,,,,,,,,,375000000.0,,392000000.0,1431000000.0,692000000.0,,8044000000.0,,,10532000000.0,,,,,,,,2762000000.0,,,,,,,,,,,,,,99000000.0,,,,,,,,,,,,387000000.0,,,58000000.0,,0.0,,,622000000.0,-108000000.0,777000000.0,,,90000000.0,22000000.0,,,99000000.0,99000000.0,,7611000000.0,785000000.0,1596000000.0,,,,,,,-94000000.0,576000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930700800,2909000000.0,,,,,-541000000.0,,,,,656000000.0,,,,,,,,,,-45000000.0,1373000000.0,647000000.0,,,622000000.0,,1885000000.0,,656000000.0,,,-121000000.0,-1000000.0,,134000000.0,,1511000000.0,,,,,,,,,195000000.0,-87000000.0,,,,-5521000000.0,,,,-25000000.0,,,,34000000.0,267000000.0,334000000.0,,,2748000000.0,,,10795000000.0,,83000000.0,,2612000000.0,,,,,1069000000.0,,1000000.0,,,5274000000.0,601000000.0,,,,,,,,,146000000.0,,109000000.0,1603000000.0,515000000.0,,8094000000.0,,,10706000000.0,,,,,,,,2889000000.0,,,,,,,,,,,,,,82000000.0,,,,,,,,,,,4734000000.0,334000000.0,,,54000000.0,,0.0,,,656000000.0,-208000000.0,1402000000.0,,,68000000.0,6000000.0,,,82000000.0,82000000.0,,7593000000.0,651000000.0,2125000000.0,,,,,,,-93000000.0,1268000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,2895000000.0,,,,,-61000000.0,,,,,474000000.0,,,,,,,,,,-73000000.0,1851000000.0,730000000.0,,,656000000.0,,1885000000.0,,474000000.0,,,-207000000.0,0.0,,218000000.0,,1221000000.0,,,,,,,,,-47000000.0,29000000.0,,,,-5634000000.0,,,,-82000000.0,,,,-182000000.0,168000000.0,314000000.0,,,3197000000.0,,,11017000000.0,,175000000.0,,2962000000.0,,,,,1083000000.0,,67000000.0,,,5383000000.0,358000000.0,,,,,,,,,-39000000.0,,180000000.0,1999000000.0,485000000.0,,8177000000.0,,,11139000000.0,,,,,,,,2934000000.0,,,,,,,,,,,,,,108000000.0,,,,,,,,,,,4733000000.0,314000000.0,,,73000000.0,,0.0,,,474000000.0,-268000000.0,1041000000.0,,,152000000.0,33000000.0,,,108000000.0,108000000.0,,8040000000.0,645000000.0,2124000000.0,,,,,,,-94000000.0,823000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,2986000000.0,4647000000.0,337000000.0,394000000.0,487000000.0,610000000.0,,63000000.0,,,487000000.0,,,,424000000.0,,,,,,-81000000.0,1704000000.0,737000000.0,,75000000.0,474000000.0,,1966000000.0,11127000000.0,487000000.0,8230000000.0,394000000.0,-188000000.0,1000000.0,,192000000.0,,1466000000.0,,,,,,,0.0,,-1000000.0,11000000.0,721000000.0,-336000000.0,3000000.0,-5733000000.0,-789000000.0,-589000000.0,,-87000000.0,,2922000000.0,5360000000.0,13000000.0,305000000.0,337000000.0,1966000000.0,,3327000000.0,229000000.0,,11127000000.0,,153000000.0,,3040000000.0,,,,,1101000000.0,148000000.0,48000000.0,-5733000000.0,,5394000000.0,192000000.0,,,-43000000.0,3660000000.0,414000000.0,-173000000.0,,,117000000.0,-27000000.0,1309000000.0,2099000000.0,701000000.0,,8230000000.0,,11270000000.0,11270000000.0,1101000000.0,8080000000.0,394000000.0,,,,-81000000.0,2902000000.0,,1700000000.0,1704000000.0,,,2902000000.0,738000000.0,,573000000.0,,-368000000.0,337000000.0,599000000.0,105000000.0,,487000000.0,,,,,,,,737000000.0,4647000000.0,337000000.0,576000000.0,487000000.0,44000000.0,,0.0,2986000000.0,,487000000.0,-205000000.0,157000000.0,,179000000.0,148000000.0,7000000.0,,,105000000.0,105000000.0,2099000000.0,8080000000.0,721000000.0,2166000000.0,,,,3040000000.0,701000000.0,,-87000000.0,-35000000.0,,3000000.0,,,,,5394000000.0,3327000000.0,1314000000.0,1188000000.0,2166000000.0,,,,,,,,,,,,,,,,,,,,,
954460800,2400000000.0,,,,,-11000000.0,,,,,640000000.0,,,,,,,,,,-8000000.0,2174000000.0,807000000.0,,,487000000.0,,1412000000.0,,640000000.0,,,-131000000.0,201000000.0,,235000000.0,,1442000000.0,,,,,,,,,472000000.0,13000000.0,,,,-5838000000.0,,,,-362000000.0,,,,153000000.0,657000000.0,153000000.0,,,3951000000.0,,,11264000000.0,,181000000.0,,3553000000.0,,,,,996000000.0,,68000000.0,,-722000000.0,5426000000.0,369000000.0,,,,,,,,,526000000.0,,133000000.0,2882000000.0,669000000.0,,8378000000.0,,,11931000000.0,,,,,,,,3349000000.0,,,,,,,,,,,,,,113000000.0,,,,,,,,,,,,153000000.0,,,73000000.0,,0.0,,,640000000.0,-142000000.0,1309000000.0,,,70000000.0,24000000.0,,,113000000.0,113000000.0,,9127000000.0,746000000.0,2305000000.0,,,,,,,-94000000.0,1074000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,2420000000.0,,,,,-14000000.0,,,,,546000000.0,,,,,,,,,,-49000000.0,3257000000.0,670000000.0,,,640000000.0,,1412000000.0,,546000000.0,,,-159000000.0,-1000000.0,,242000000.0,,1536000000.0,,,,,,,,,-159000000.0,25000000.0,,,,-5975000000.0,,,,-76000000.0,,,,-94000000.0,155000000.0,0.0,,,5117000000.0,,,11406000000.0,,159000000.0,,4471000000.0,,,,,1057000000.0,,49000000.0,,0.0,5431000000.0,386000000.0,,,,,,,,,-4000000.0,,264000000.0,4328000000.0,589000000.0,,8576000000.0,,,13047000000.0,,,,,,,,3313000000.0,,,,,,,,,,,,,,110000000.0,,,,,,,,,,,5208000000.0,,,,76000000.0,,-9000000.0,,,546000000.0,-173000000.0,1272000000.0,,,79000000.0,0.0,,,110000000.0,110000000.0,,10429000000.0,745000000.0,2266000000.0,,,,,,,-50000000.0,1030000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,2882000000.0,,,,,-13000000.0,,,,,378000000.0,,,,,,,,,,-53000000.0,3701000000.0,941000000.0,,,546000000.0,,1818000000.0,,378000000.0,,,-202000000.0,0.0,,186000000.0,,1810000000.0,,,,,,,,,-23000000.0,-45000000.0,,,,-6101000000.0,,,,184000000.0,,,,-168000000.0,-137000000.0,421000000.0,,,5779000000.0,,,11673000000.0,,160000000.0,,5030000000.0,,,,,1117000000.0,,50000000.0,,-3000000.0,5572000000.0,328000000.0,,,,,,,,,-339000000.0,,444000000.0,4299000000.0,756000000.0,,8772000000.0,,,13802000000.0,,,,,,,,3300000000.0,,,,,,,,,,,,,,110000000.0,,,,,,,,,,,4841000000.0,421000000.0,,,67000000.0,,0.0,,,378000000.0,-215000000.0,1366000000.0,,,195000000.0,48000000.0,,,110000000.0,110000000.0,,10720000000.0,781000000.0,2244000000.0,,,,,,,-51000000.0,1180000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,2898000000.0,4742000000.0,936000000.0,429000000.0,637000000.0,116000000.0,,150000000.0,,,637000000.0,,,,487000000.0,,,,,,-88000000.0,4412000000.0,1279000000.0,,106000000.0,378000000.0,,1824000000.0,11889000000.0,637000000.0,9187000000.0,429000000.0,-267000000.0,-188000000.0,,290000000.0,,2298000000.0,,,,,,,188000000.0,,120000000.0,265000000.0,927000000.0,192000000.0,,-6163000000.0,-924000000.0,-759000000.0,,446000000.0,,3207000000.0,7037000000.0,259000000.0,207000000.0,936000000.0,1824000000.0,,7467000000.0,286000000.0,,11889000000.0,,198000000.0,,6425000000.0,,,,,1162000000.0,145000000.0,103000000.0,-6163000000.0,0.0,5726000000.0,433000000.0,,,258000000.0,4112000000.0,410000000.0,,,,-60000000.0,78000000.0,2084000000.0,5128000000.0,1231000000.0,,9187000000.0,,15612000000.0,15612000000.0,1162000000.0,12310000000.0,429000000.0,,,,-88000000.0,3268000000.0,,2925000000.0,4412000000.0,,,3268000000.0,905000000.0,,699000000.0,,-244000000.0,936000000.0,123000000.0,95000000.0,,637000000.0,,,,,,,,1279000000.0,4742000000.0,936000000.0,,637000000.0,70000000.0,,197000000.0,2898000000.0,,637000000.0,-394000000.0,214000000.0,,270000000.0,145000000.0,-15000000.0,,,95000000.0,95000000.0,5128000000.0,12310000000.0,927000000.0,2287000000.0,,,,6425000000.0,1231000000.0,,-49000000.0,-76000000.0,,12000000.0,,,,-725000000.0,5726000000.0,7467000000.0,1468000000.0,882000000.0,2287000000.0,,,,,,,,,,,,,,,,,,,,,
985996800,2629000000.0,,,,,76000000.0,,,,,1438000000.0,,,,,,,,,,-87000000.0,6126000000.0,1123000000.0,,,637000000.0,,1425000000.0,,1438000000.0,,,-160000000.0,,,343000000.0,,3255000000.0,,,,,,,,,45000000.0,9000000.0,,,,-6249000000.0,,,,823000000.0,,,,801000000.0,62000000.0,1812000000.0,,,9939000000.0,,,11989000000.0,,310000000.0,,8815000000.0,,,,,1291000000.0,,132000000.0,,,5740000000.0,485000000.0,,,,,,,,,-98000000.0,,585000000.0,6874000000.0,1184000000.0,,10667000000.0,,,19482000000.0,,,,,,,,3280000000.0,,,,,,,,,,,,,,178000000.0,,,,,,,,,,,,1812000000.0,,,90000000.0,,-15000000.0,,,1438000000.0,-84000000.0,2670000000.0,,,67000000.0,64000000.0,,,178000000.0,178000000.0,,16449000000.0,995000000.0,3546000000.0,,,,,,,-50000000.0,2327000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,2713000000.0,,,,,-20000000.0,,,,,1588000000.0,,,,,,,,,,-108000000.0,3766000000.0,1021000000.0,,,1438000000.0,,1446000000.0,,1588000000.0,,,-218000000.0,,,268000000.0,,2062000000.0,,,,,,,,,-318000000.0,,,,,-6262000000.0,,,,168000000.0,,,,150000000.0,169000000.0,1457000000.0,,,6511000000.0,,,12059000000.0,,201000000.0,,6326000000.0,,,,,1375000000.0,,64000000.0,,,5797000000.0,407000000.0,,,,,,,,,-49000000.0,,203000000.0,3897000000.0,822000000.0,,9510000000.0,,,15836000000.0,,,,,,,,3676000000.0,,,,,,,,,,,,,,137000000.0,,,,,,,,,,,5789000000.0,1457000000.0,,,90000000.0,,16000000.0,,,1588000000.0,-187000000.0,1859000000.0,,,150000000.0,31000000.0,,,137000000.0,137000000.0,,12919000000.0,1018000000.0,2593000000.0,,,,,,,-51000000.0,1591000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,2755000000.0,,,,,-32000000.0,,,,,945000000.0,,,,,,,,,,-120000000.0,3456000000.0,748000000.0,,,1588000000.0,,1456000000.0,,945000000.0,,,-295000000.0,,,245000000.0,,1627000000.0,,,,,,,,,-192000000.0,,,,,-6475000000.0,,,,-624000000.0,,,,-643000000.0,307000000.0,991000000.0,,,5332000000.0,,,12416000000.0,,153000000.0,,5170000000.0,,,,,1419000000.0,,57000000.0,,,5941000000.0,392000000.0,,,,,,,,,12000000.0,,151000000.0,3454000000.0,578000000.0,,10007000000.0,,,15177000000.0,,,,,,,,3583000000.0,,,,,,,,,,,,,,96000000.0,,,,,,,,,,,6505000000.0,991000000.0,,,80000000.0,,169000000.0,,,945000000.0,-326000000.0,1476000000.0,,,191000000.0,-5000000.0,,,96000000.0,96000000.0,,12222000000.0,1034000000.0,2437000000.0,,,,,,,-51000000.0,1231000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,2892000000.0,6441000000.0,1117000000.0,518000000.0,605000000.0,-12000000.0,,-32000000.0,,,605000000.0,,,,637000000.0,,,,,,-278000000.0,2969000000.0,816000000.0,,90000000.0,945000000.0,,1695000000.0,12806000000.0,605000000.0,10348000000.0,518000000.0,-395000000.0,,,138000000.0,,1085000000.0,,,,,,,134000000.0,,146000000.0,5000000.0,942000000.0,275000000.0,33000000.0,-6589000000.0,-1039000000.0,-1068000000.0,,-92000000.0,,3754000000.0,8029000000.0,-340000000.0,194000000.0,1117000000.0,1695000000.0,,5524000000.0,323000000.0,,12806000000.0,,68000000.0,,4808000000.0,,,,,1475000000.0,289000000.0,-40000000.0,-6589000000.0,,6217000000.0,289000000.0,,,106000000.0,4747000000.0,-319000000.0,,,,-201000000.0,12000000.0,2343000000.0,3452000000.0,945000000.0,,10348000000.0,,15156000000.0,15156000000.0,1475000000.0,12264000000.0,518000000.0,,,,-278000000.0,3436000000.0,,3282000000.0,2969000000.0,,,3436000000.0,993000000.0,,731000000.0,,-203000000.0,1117000000.0,-336000000.0,108000000.0,,605000000.0,,,,,,,,816000000.0,6441000000.0,1117000000.0,,605000000.0,63000000.0,,-36000000.0,2892000000.0,,605000000.0,-442000000.0,-1258000000.0,,213000000.0,289000000.0,0.0,,,108000000.0,108000000.0,3452000000.0,12264000000.0,942000000.0,2296000000.0,,,,4808000000.0,945000000.0,,-51000000.0,-1396000000.0,,41000000.0,,,,-1000000.0,6217000000.0,5524000000.0,1572000000.0,732000000.0,2296000000.0,,,,,,,,,,,,,,,,,,,,,
1017532800,2902000000.0,,,,,2000000.0,,,,,740000000.0,,,,,,,,,,-372000000.0,5258000000.0,701000000.0,,,605000000.0,,1704000000.0,,740000000.0,,,-243000000.0,4000000.0,,251000000.0,,1525000000.0,,,,,,,,,-187000000.0,3000000.0,,,,-6708000000.0,,,,245000000.0,,,,135000000.0,177000000.0,1038000000.0,,,7465000000.0,,,13073000000.0,,205000000.0,,6903000000.0,,,,,1570000000.0,,59000000.0,,-3000000.0,6365000000.0,399000000.0,,,,,,,,,-66000000.0,,61000000.0,5590000000.0,839000000.0,,10375000000.0,,,17278000000.0,,,,,,,,3496000000.0,,,,,,,,,,,,,,146000000.0,,,,,,,,,,,,1038000000.0,,,74000000.0,,0.0,,,740000000.0,-287000000.0,1464000000.0,,,66000000.0,35000000.0,,,146000000.0,146000000.0,,14376000000.0,978000000.0,2175000000.0,,,,,,,-51000000.0,1213000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,2893000000.0,,,,,-202000000.0,,,,,522000000.0,,,,,,,,,,-418000000.0,5111000000.0,670000000.0,,,740000000.0,,1646000000.0,,522000000.0,,,-316000000.0,7000000.0,,232000000.0,,1494000000.0,,,,,,,,,423000000.0,-57000000.0,,,,-6825000000.0,,,,-323000000.0,,,,-218000000.0,577000000.0,707000000.0,,,6775000000.0,,,13336000000.0,,164000000.0,,6332000000.0,,,,,1665000000.0,,17000000.0,,-1000000.0,6511000000.0,384000000.0,,,,,,,,,261000000.0,,384000000.0,5254000000.0,625000000.0,,10780000000.0,,,17112000000.0,,,,,,,,3902000000.0,,,,,,,,,,,,,,147000000.0,,,,,,,,,,,7148000000.0,707000000.0,,,76000000.0,,-18000000.0,,,522000000.0,-472000000.0,1110000000.0,,,74000000.0,16000000.0,,,147000000.0,147000000.0,,14219000000.0,932000000.0,2382000000.0,,,,,,,-51000000.0,878000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
