date,quarterlyOperatingIncome,annualBasicAverageShares,trailingNetIncomeContinuousOperations,annualRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,annualOperatingExpense,annualCurrentAccruedExpenses,quarterlyGrossPPE,quarterlyGrossProfit,trailingNetOtherFinancingCharges,trailingDeferredIncomeTax,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,annualCashAndCashEquivalents,annualCurrentAssets,trailingCostOfRevenue,annualChangesInAccountReceivables,annualTotalRevenue,quarterlyChangeInInventory,trailingChangesInAccountReceivables,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,annualInterestExpense,trailingBeginningCashPosition,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualBasicEPS,quarterlyRepurchaseOfCapitalStock,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,annualAccumulatedDepreciation,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyEbitda,annualNetIncomeCommonStockholders,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockBasedCompensation,quarterlyDilutedAverageShares,annualOtherNonCurrentAssets,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyStockholdersEquity,annualTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,annualCommonStockIssuance,quarterlyPurchaseOfBusiness,annualFreeCashFlow,annualRetainedEarnings,quarterlyCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyOperatingExpense,trailingFreeCashFlow,quarterlyBasicEPS,quarterlyGoodwill,trailingChangeInAccountPayable,trailingNetIncomeCommonStockholders,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualCashDividendsPaid,annualOtherCurrentAssets,annualCostOfRevenue,annualBeginningCashPosition,quarterlyOtherCurrentAssets,annualNetIncome,annualCurrentDebt,annualTaxProvision,annualTotalAssets,quarterlyRepaymentOfDebt,annualDilutedEPS,annualSellingGeneralAndAdministration,trailingTaxProvision,annualTotalNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,annualStockholdersEquity,annualOtherNonCashItems,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualDepreciationAndAmortization,trailingPurchaseOfBusiness,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,quarterlyInventory,annualChangeInInventory,annualStockBasedCompensation,trailingStockBasedCompensation,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyBasicAverageShares,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyLongTermDebt,annualCapitalStock,trailingCashDividendsPaid,annualGoodwill,trailingNetIncome,quarterlyNetPPE,annualGrossProfit,quarterlyPretaxIncome,quarterlyAccountsReceivable,annualInventory,quarterlyTaxProvision,annualOtherIntangibleAssets,trailingChangeInInventory,annualNetPPE,annualCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualOperatingCashFlow,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,trailingPretaxIncome,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,annualRepaymentOfDebt,trailingTotalRevenue,trailingPurchaseOfInvestment,annualCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,quarterlyDilutedEPS,annualPretaxIncome,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualEndCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,annualOperatingIncome,quarterlySaleOfInvestment,trailingInvestingCashFlow,annualAccountsPayable,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,quarterlyCapitalStock,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingOtherIncomeExpense,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingResearchAndDevelopment,trailingCommonStockIssuance
2011-09-30,321966000.0,,,,24646000.0,-70446000.0,34289000.0,144244000.0,1050359000.0,,,,,,,764653000.0,,,1061575000.0,,,,,,,,,-102017000.0,,,-65253000.0,631373000.0,,,845719000.0,-38490000.0,,-59000000.0,,,,,,-354971000.0,321966000.0,,,,24606000.0,296068000.0,,1366000.0,,1816503000.0,,,486329000.0,430202000.0,285706000.0,,-7595000.0,,,1689148000.0,0.0,442687000.0,,0.74,351978000.0,,,442687000.0,406938000.0,,,,,,168526000.0,,,,,-91000.0,,,,,-42507000.0,,,,,14969000.0,,,,,,,,519586000.0,,,,,214983000.0,214983000.0,289778000.0,-1476000.0,,224966000.0,,-30895000.0,602016000.0,,0.0,,,,145937000.0,23264000.0,,,,,586914000.0,,320604000.0,153061000.0,,105621000.0,,,,,,2256000.0,,,,194071000.0,699782000.0,,,9788000.0,1188930000.0,,,,,,,,,,,,,0.73,,2878078000.0,214983000.0,,,61730000.0,-10816000.0,,,32054000.0,,,0.0,,,,,,2914000.0,0.0,800000.0,847975000.0,847975000.0,,,,,,,,,,,,,,
2011-12-31,500901000.0,,,,-7625000.0,211031000.0,-10076000.0,136731000.0,1448649000.0,,,,,,,1045211000.0,,,1232159000.0,,,,,,,,,85972000.0,,,-65311000.0,810996000.0,,,1085595000.0,-43853000.0,,-300000000.0,,,,,,-372435000.0,500901000.0,,,,26986000.0,295509000.0,,7827000.0,,1868726000.0,,,673461000.0,421163000.0,403438000.0,,0.0,,,1896006000.0,-6819000.0,544310000.0,,1.2,351988000.0,,,544310000.0,397998000.0,,,,,,169339000.0,,,,,-94000.0,,,,,-326964000.0,,,,,6738000.0,,,,,,,,429031000.0,,,,,347495000.0,347495000.0,289812000.0,-1755000.0,,611104000.0,,-39290000.0,609050000.0,,0.0,,,,239876000.0,23165000.0,,,,,595829000.0,,499130000.0,212041000.0,,151635000.0,,,,,,0.0,,,,571814000.0,845719000.0,,,9788000.0,1204879000.0,,,,,,,,,,,,,1.18,,3100885000.0,347495000.0,,,66038000.0,-60003000.0,,,33028000.0,,,2256000.0,,,,,,2875000.0,0.0,804000.0,1085595000.0,1085595000.0,,,,,,,,,,,,,,
2012-03-31,337492000.0,,,,-27698000.0,-124107000.0,-24965000.0,107394000.0,1108981000.0,,,,,,,818067000.0,,,1045968000.0,,,,,,,,,-48230000.0,,,-65014000.0,623233000.0,,,929670000.0,-90449000.0,,-172000000.0,,,,,,-384139000.0,337492000.0,,,,27494000.0,293496000.0,,-2414000.0,,1938902000.0,,,514992000.0,422735000.0,290914000.0,,-45640000.0,,,1759548000.0,-3418000.0,480575000.0,,0.78,364691000.0,,,480575000.0,400128000.0,,,,,,185047000.0,,,,,-516000.0,,,,,-161140000.0,,,,,30577000.0,,,,,,,,475364000.0,,,,,225002000.0,225002000.0,287569000.0,-1929000.0,,102797000.0,,-41391000.0,622637000.0,,0.0,,,,-155925000.0,22607000.0,,,,,602685000.0,,335820000.0,169467000.0,,110818000.0,,,,,,0.0,,,,61406000.0,1085595000.0,,,9788000.0,1225322000.0,,,,,,,,,,,,,0.77,,2984870000.0,225002000.0,,,44057000.0,44575000.0,,,33651000.0,,,0.0,,,,,,2874000.0,0.0,847000.0,929670000.0,929670000.0,,,,,,,,,,,,,,
2012-06-30,351630000.0,288284000.0,,-700000000.0,47171000.0,-34442000.0,28320000.0,155387000.0,1155191000.0,138822000.0,,,1954089000.0,540398000.0,1331855000.0,838147000.0,,,1111390000.0,1038910000.0,-184309000.0,,917215000.0,1804528000.0,,-26565000.0,4763180000.0,-7405000.0,,,-64698000.0,718160000.0,,,917215000.0,-86634000.0,3.6,-169000000.0,0.0,34119000.0,-687406000.0,,27568000.0,-387450000.0,385806000.0,1038910000.0,36494000.0,393230000.0,28425000.0,,655344000.0,-6562000.0,-17964000.0,1992931000.0,1111390000.0,294129000.0,269684000.0,393230000.0,317044000.0,,0.0,1037380000.0,-387450000.0,1804528000.0,-13901000.0,486517000.0,,,376035000.0,,,486517000.0,97824000.0,985000.0,-260276000.0,208361000.0,1297102000.0,699782000.0,73577000.0,1038910000.0,22375000.0,466753000.0,3104321000.0,-94000.0,3.53,1954089000.0,,1299793000.0,-211270000.0,1992931000.0,217000.0,,,-18165000.0,,-53235000.0,,132909000.0,,2256000.0,,504490000.0,-71680000.0,107511000.0,,-259426000.0,251430000.0,251430000.0,,-1886000.0,,282822000.0,-687406000.0,-72733000.0,174298000.0,,0.0,174462000.0,,0.0,-12455000.0,985000.0,2851000.0,,376035000.0,,644449000.0,3466078000.0,350109000.0,174462000.0,504490000.0,98679000.0,9788000.0,,644449000.0,718160000.0,,0.0,1221689000.0,1511989000.0,392245000.0,210089000.0,929670000.0,,,9788000.0,1299793000.0,917215000.0,217433000.0,0.0,,-24138000.0,50475000.0,,-795000.0,,,-741881000.0,138822000.0,,1505663000.0,3104321000.0,251430000.0,,917215000.0,50475000.0,-321000.0,-7046000.0,,34176000.0,,1511989000.0,0.0,,155387000.0,1331855000.0,,,2851000.0,0.0,22375000.0,917215000.0,917215000.0,,,,,,,,,,,,,,
2012-09-30,331717000.0,,,,-22964000.0,-88598000.0,7858000.0,132997000.0,1161350000.0,,,,,,,845168000.0,,,1157285000.0,,,,,,,,,-71523000.0,,,-85766000.0,730903000.0,,,760755000.0,-101734000.0,,-175000000.0,,,,,,-426176000.0,331717000.0,,,,28533000.0,288497000.0,,3921000.0,,1994093000.0,,,575627000.0,426382000.0,316182000.0,,-45444000.0,,,1768587000.0,0.0,513451000.0,,0.78,416455000.0,,,513451000.0,425397000.0,,,,,,231397000.0,,,,,-96000.0,,,,,-257685000.0,,,,,3177000.0,,,,,,,,598128000.0,,,,,221381000.0,221381000.0,284569000.0,-2072000.0,,202174000.0,,-56290000.0,695316000.0,,0.0,,,,-156460000.0,985000.0,,,,,687475000.0,,329681000.0,178307000.0,,108300000.0,,,,,,0.0,,,,145884000.0,917215000.0,,,9788000.0,1382791000.0,,,,,,,,,,,,,0.77,,3151378000.0,221381000.0,,,58684000.0,-4277000.0,,,,,,,,,,,,2836000.0,,22279000.0,760755000.0,760755000.0,,,,,,,,,,,,,,
2012-12-31,526577000.0,,,,22241000.0,210344000.0,-3196000.0,152571000.0,1503774000.0,,,,,,,1085382000.0,,,1197097000.0,,,,,,,,,97798000.0,,,-169687000.0,768936000.0,,,858657000.0,-166721000.0,,-225000000.0,,,,,,-382891000.0,526577000.0,,,,30493000.0,286223000.0,,1508000.0,,2082332000.0,,,594140000.0,428161000.0,418392000.0,,0.0,,,1848367000.0,-105912000.0,558805000.0,,1.25,386699000.0,,,558805000.0,427676000.0,,,,,,273010000.0,,,,,-554000.0,,,,,-359290000.0,,,,,-18575000.0,99732000.0,,,,,,,493659000.0,,,,,352764000.0,352764000.0,282693000.0,-1505000.0,,627838000.0,,-60809000.0,729789000.0,,0.0,,,,97902000.0,485000.0,,,,,701273000.0,,525338000.0,223041000.0,,172574000.0,,,,,,0.0,,,,567029000.0,760755000.0,,,9788000.0,1431062000.0,,,,,,,,,,,,,1.23,,3279429000.0,352764000.0,,,37234000.0,-48896000.0,,,,,,,,,,,,2806000.0,,22225000.0,858657000.0,858657000.0,,,,,,,,,,,,,,
2013-03-31,348493000.0,,,,-13904000.0,-98944000.0,-12067000.0,137143000.0,1187578000.0,,,,,,,880188000.0,,,1028155000.0,,,,,,,,,-35642000.0,,,-84271000.0,614513000.0,,,876359000.0,-106095000.0,,0.0,,,,,,-228230000.0,348493000.0,,,,30183000.0,284624000.0,,13006000.0,,2243965000.0,,,455248000.0,413642000.0,307390000.0,,-7893000.0,,,1894191000.0,-4601000.0,531695000.0,,0.85,359680000.0,,,531695000.0,413157000.0,,,,,,272642000.0,,,,,-103000.0,,,,,-80477000.0,,,,,-1109000.0,103655000.0,,,,,,,515915000.0,,,,,238932000.0,238932000.0,280818000.0,-1764000.0,,209395000.0,,-42832000.0,691332000.0,,0.0,,,,17702000.0,485000.0,,,,,686597000.0,,347750000.0,177139000.0,,108818000.0,,,,,5006000.0,52136000.0,,,,166563000.0,858657000.0,,,,1377929000.0,,,,,,,,,,,,,0.84,,3272120000.0,238932000.0,,,10126000.0,42631000.0,,,38785000.0,,,0.0,,,,,,2809000.0,-50769000.0,22122000.0,928495000.0,928495000.0,,,,,,,,,,,,,,
2013-06-30,317754000.0,282494000.0,,-400000000.0,45021000.0,80287000.0,885000.0,178857000.0,1222688000.0,,,197340000.0,2173607000.0,543153000.0,1466511000.0,887410000.0,,,1122739000.0,1034420000.0,-241353000.0,,1134891000.0,2070947000.0,,-14231000.0,5075390000.0,-29263000.0,,,0.0,722510000.0,,,1062785000.0,-195950000.0,3.66,0.0,72106000.0,-7443000.0,-771740000.0,,-6520000.0,-101884000.0,317754000.0,1034420000.0,30394000.0,400229000.0,31251000.0,,766179000.0,8462000.0,103089000.0,2409158000.0,1122739000.0,286307000.0,543153000.0,400229000.0,335278000.0,80436000.0,-93930000.0,1172621000.0,-101884000.0,2070947000.0,0.0,569656000.0,,,345039000.0,,,569656000.0,399744000.0,485000.0,-339724000.0,235873000.0,1377242000.0,917215000.0,235873000.0,1034420000.0,500000.0,486106000.0,3531897000.0,-21622000.0,3.61,2173607000.0,,1460950000.0,8346000.0,2409158000.0,26897000.0,,,9064000.0,197340000.0,-147267000.0,,162987000.0,,0.0,0.0,524706000.0,-38630000.0,120460000.0,,-570500000.0,221343000.0,221343000.0,,-1043000.0,,374567000.0,-771740000.0,-81422000.0,766179000.0,0.0,0.0,175477000.0,,-170792000.0,186426000.0,485000.0,2819000.0,,345039000.0,,694771000.0,3698148000.0,317757000.0,175477000.0,524706000.0,96414000.0,9788000.0,,694771000.0,722510000.0,20904000.0,72106000.0,1413974000.0,1524541000.0,399744000.0,293145000.0,876359000.0,,,9788000.0,1460950000.0,1134891000.0,145570000.0,0.0,,-11088000.0,-12246000.0,,-22375000.0,,,-689106000.0,,,1520526000.0,3531897000.0,221343000.0,,1062785000.0,-12246000.0,-3689000.0,-6384000.0,,47321000.0,,1524541000.0,0.0,,178857000.0,1466511000.0,,,2819000.0,-20598000.0,500000.0,1134891000.0,1134891000.0,,,,,,,,,,,,,,
2013-09-30,321634000.0,,,,-19943000.0,-129044000.0,16380000.0,164844000.0,1150760000.0,,,,,,,826573000.0,,,1108819000.0,,,,,,,,,-104836000.0,,,-94998000.0,707428000.0,,,714617000.0,-231381000.0,,-174955000.0,,,,,,-153758000.0,321634000.0,,,,17506000.0,284513000.0,,-2837000.0,,2378571000.0,,,542084000.0,401391000.0,324187000.0,,-20192000.0,,,1872065000.0,500000.0,504939000.0,,0.77,372876000.0,,,504939000.0,400906000.0,,,,,,202131000.0,,,,,0.0,,,,,-281454000.0,,,,,-36028000.0,316642000.0,,,,,,,637214000.0,,,,,217883000.0,217883000.0,281433000.0,6000.0,,164100000.0,,-45900000.0,894434000.0,,0.0,,,,-348168000.0,485000.0,,,,,720891000.0,,323262000.0,177975000.0,,105379000.0,,,,,24527000.0,140128000.0,,,,118200000.0,1062785000.0,,,9788000.0,1615325000.0,,,,,,,,,,,,,0.77,,3487390000.0,217883000.0,,,-6765000.0,-601000.0,,,44964000.0,,,,,,,,,2804000.0,-165789000.0,500000.0,854745000.0,854745000.0,,,,,,,,,,,,,,
2013-12-31,435943000.0,,,,-28035000.0,24105000.0,10913000.0,135128000.0,1419624000.0,,,,,,,982679000.0,,,1113090000.0,,,,,,,,,83799000.0,,,-94835000.0,702895000.0,,,568228000.0,-291644000.0,,-174982000.0,,,,,,-125160000.0,435943000.0,,,,25421000.0,281534000.0,,-4095000.0,,2430727000.0,,,567282000.0,410195000.0,436945000.0,,-23130000.0,,,1787676000.0,0.0,546736000.0,,1.07,357853000.0,,,546736000.0,410195000.0,,,,,,207184000.0,,,,,-150500000.0,,,,,-254685000.0,,,,,890000.0,456169000.0,,,,,,,553026000.0,,,,,297438000.0,297438000.0,279085000.0,0.0,,400370000.0,,-60862000.0,1007805000.0,,0.0,,,,-146389000.0,0.0,,,,,748336000.0,,437896000.0,228631000.0,,140458000.0,,,,,14742000.0,230607000.0,,,,339508000.0,714617000.0,,,9788000.0,1756141000.0,,,,,,,,,,,,,1.06,,3543817000.0,297438000.0,,,-24227000.0,-54681000.0,,,47975000.0,,,,,,,,,2776000.0,-209491000.0,485000.0,798835000.0,798835000.0,,,,,,,,,,,,,,
2014-03-31,262709000.0,,,,-25863000.0,-170721000.0,1054000.0,109798000.0,1099626000.0,,,,,,,781339000.0,,,1191343000.0,,,,,,,,,-34445000.0,,,-93891000.0,787946000.0,,,463463000.0,-150860000.0,,-174989000.0,,,,,,-202148000.0,262709000.0,,,,25805000.0,278750000.0,,9937000.0,,2389279000.0,,,467663000.0,403397000.0,318287000.0,,-21518000.0,,,1790089000.0,-500000.0,518630000.0,,0.69,363417000.0,,,518630000.0,403397000.0,,,,,,233698000.0,,,,,0.0,,,,,-57033000.0,,,,,-3855000.0,479295000.0,,,,,,,583743000.0,,,,,190740000.0,190740000.0,276107000.0,0.0,,104867000.0,,-50862000.0,1048512000.0,,0.0,,,,-104765000.0,0.0,,,,,742021000.0,,260780000.0,197744000.0,,70040000.0,,,,,5702000.0,311441000.0,,,,54005000.0,568228000.0,,,,1790533000.0,,,,,,,,,,,,,0.68,,3580622000.0,190740000.0,,,-16303000.0,31333000.0,,,45169000.0,,,67446000.0,,,,,,2742000.0,-145426000.0,210485000.0,774904000.0,774904000.0,,,,,,,,,,,,,,
2014-06-30,99788000.0,277790000.0,,-524926000.0,43629000.0,113257000.0,-51134000.0,153870000.0,1136216000.0,,,484518000.0,2176889000.0,518763000.0,1481618000.0,706372000.0,,,1242478000.0,781336000.0,-219587000.0,,868626000.0,1855217000.0,,-23713000.0,4806226000.0,-8592000.0,,,-92774000.0,813118000.0,,,591923000.0,-33823000.0,2.81,0.0,276703000.0,-34803000.0,-767718000.0,,-22787000.0,-219455000.0,99788000.0,781336000.0,-30212000.0,429360000.0,26374000.0,,1094014000.0,111680000.0,-162403000.0,2420653000.0,1242478000.0,280379000.0,518763000.0,429360000.0,429844000.0,48678000.0,-26152000.0,765823000.0,-219455000.0,1855217000.0,0.0,606584000.0,,,361407000.0,,,606584000.0,429360000.0,0.0,-376498000.0,261839000.0,1509263000.0,1062785000.0,261839000.0,781336000.0,140485000.0,340919000.0,3663131000.0,-160000000.0,2.79,2176889000.0,,1807914000.0,-154877000.0,2420653000.0,114685000.0,,,4190000.0,484518000.0,-90992000.0,,189360000.0,,146260000.0,59715000.0,526175000.0,-64074000.0,95106000.0,,-707708000.0,75275000.0,75275000.0,,0.0,,316073000.0,-767718000.0,-61963000.0,1094014000.0,59715000.0,0.0,198577000.0,,-543389000.0,128460000.0,0.0,2744000.0,,361407000.0,,713900000.0,3296963000.0,100317000.0,198577000.0,526175000.0,25042000.0,9788000.0,,713900000.0,813118000.0,3707000.0,276703000.0,985410000.0,1120074000.0,429360000.0,254110000.0,463463000.0,,,9788000.0,1807914000.0,868626000.0,-470862000.0,0.0,,0.0,-8759000.0,,-310500000.0,,,-748049000.0,,,1122255000.0,3663131000.0,75275000.0,,591923000.0,-8759000.0,236000.0,0.0,,51252000.0,,1120074000.0,76975000.0,,153870000.0,1481618000.0,,,2744000.0,-22683000.0,140485000.0,868626000.0,868626000.0,,,,,,,,,,,,,,
2014-09-30,179800000.0,,,,21600000.0,-83000000.0,22000000.0,173700000.0,1038800000.0,,,,,,,715400000.0,,,1230900000.0,,,,,,,,,-92700000.0,,,-92600000.0,817500000.0,,,660900000.0,6000000.0,,0.0,,,,,,-193300000.0,179800000.0,,,,21900000.0,276400000.0,,-5100000.0,,2440100000.0,,,473800000.0,413400000.0,323400000.0,,-28900000.0,,,1938800000.0,0.0,535600000.0,,0.43,339400000.0,,,535600000.0,413400000.0,,,,,,224900000.0,,,,,-70500000.0,,,,,-71500000.0,,,,,-17400000.0,467700000.0,,,,,,,597400000.0,,,,,119100000.0,119100000.0,275000000.0,0.0,,138900000.0,,-40400000.0,1031000000.0,,0.0,,,,69000000.0,0.0,,,,,701200000.0,,180500000.0,209000000.0,,61400000.0,,,,,9000000.0,246600000.0,,,,98500000.0,591900000.0,,,,1732200000.0,,,,,,,,,,,,,0.43,,3671000000.0,119100000.0,,,-35600000.0,-14100000.0,,,43300000.0,,,101600000.0,,,,,,2800000.0,-26300000.0,170000000.0,907500000.0,907500000.0,,,,,,,,,,,,,,
2014-12-31,275400000.0,,,,-10900000.0,189500000.0,-3400000.0,160500000.0,1219400000.0,,,,,,,840000000.0,,,1099200000.0,,,,,,,,,141400000.0,,,-93000000.0,715400000.0,,,836300000.0,-19100000.0,,0.0,,,,,,-102900000.0,275400000.0,,,,22400000.0,276500000.0,,-6100000.0,,2518000000.0,,,534900000.0,383800000.0,379400000.0,,-35900000.0,,,1947400000.0,0.0,564600000.0,,0.67,315500000.0,,,564600000.0,383800000.0,,,,,,206800000.0,,,,,-280000000.0,,,,,-243200000.0,,,,,-3600000.0,464600000.0,,,,,,,447200000.0,,,,,183500000.0,183500000.0,275600000.0,0.0,,444700000.0,,-39200000.0,985800000.0,,0.0,,,,175400000.0,,,,,,684000000.0,,275800000.0,228500000.0,,92300000.0,,,,,3400000.0,228600000.0,,,,405500000.0,660900000.0,,,,1669800000.0,,,,,,,,,,,,,0.66,,3617200000.0,183500000.0,,,-70300000.0,-28000000.0,,,46500000.0,,,81200000.0,,,,,,2800000.0,-25200000.0,20000000.0,1064900000.0,1064900000.0,,,,,,,,,,,,,,
2015-03-31,124000000.0,,,,4200000.0,-6000000.0,-1900000.0,165300000.0,929300000.0,,,,,,,665500000.0,,,1972400000.0,,,,,,,,,-17300000.0,,,-93000000.0,691000000.0,,,1782000000.0,-5100000.0,,0.0,,,,,,-107900000.0,124000000.0,,,,22700000.0,277400000.0,,4800000.0,,2540300000.0,,,518200000.0,1281400000.0,263800000.0,,-32600000.0,,,2898000000.0,-11600000.0,541500000.0,,0.32,315600000.0,,,541500000.0,392200000.0,,,,,,223000000.0,,,,,-130000000.0,,,,,784000000.0,,,,,-9000000.0,399700000.0,,,,,,,456900000.0,,,,,88100000.0,88100000.0,275900000.0,0.0,,167200000.0,,-56500000.0,946300000.0,,0.0,,,,945700000.0,889200000.0,,,,,668400000.0,,122800000.0,196900000.0,,34700000.0,,,,,9300000.0,239200000.0,,,,110700000.0,836300000.0,,,,1614700000.0,,,,,,,,,,,,,0.32,,4512700000.0,88100000.0,,,-74300000.0,32100000.0,,,47400000.0,,,83000000.0,,,,,,2800000.0,1000000.0,7500000.0,2021200000.0,2021200000.0,,,,,,,,,,,,,,
2015-06-30,38800000.0,275700000.0,,0.0,49500000.0,68500000.0,4800000.0,222800000.0,1004100000.0,,,406000000.0,2290600000.0,600600000.0,1573600000.0,687700000.0,,,2177000000.0,402400000.0,-209800000.0,,1525800000.0,2506500000.0,,300000.0,4191600000.0,-2200000.0,,,-93200000.0,834700000.0,,,1291800000.0,-594700000.0,1.46,0.0,234000000.0,-31600000.0,-841000000.0,,21500000.0,-189600000.0,38800000.0,402400000.0,64400000.0,1342300000.0,21900000.0,,1427800000.0,3200000.0,169000000.0,2489900000.0,2177000000.0,277200000.0,600600000.0,1342300000.0,316400000.0,36500000.0,-561300000.0,727600000.0,-189600000.0,2506500000.0,0.0,648900000.0,,,434200000.0,,,648900000.0,463200000.0,879100000.0,-371800000.0,276100000.0,1283000000.0,591900000.0,276100000.0,402400000.0,11300000.0,209200000.0,4666900000.0,0.0,1.45,2290600000.0,,2160400000.0,-80000000.0,2489900000.0,-3200000.0,,,-1600000.0,406000000.0,-658700000.0,,191800000.0,,305200000.0,60000000.0,485100000.0,29200000.0,88900000.0,,-612900000.0,11700000.0,11700000.0,,0.0,,186600000.0,-841000000.0,-73700000.0,1427800000.0,60000000.0,0.0,219500000.0,,-49600000.0,-490200000.0,879100000.0,2800000.0,,434200000.0,,732600000.0,2908600000.0,32500000.0,219500000.0,485100000.0,20800000.0,359900000.0,,732600000.0,834700000.0,14800000.0,234000000.0,937400000.0,618000000.0,463200000.0,112900000.0,1782000000.0,,,359900000.0,2160400000.0,1525800000.0,699900000.0,0.0,,0.0,-77700000.0,,-480500000.0,,,389300000.0,,,611600000.0,4666900000.0,11700000.0,,1291800000.0,-77700000.0,10300000.0,0.0,,54600000.0,,618000000.0,39400000.0,,222800000.0,1573600000.0,,,2800000.0,900000.0,11300000.0,1525800000.0,1525800000.0,,,,,,,,,,,,,,
2015-09-30,141400000.0,,,,-7000000.0,-194600000.0,20200000.0,215700000.0,1030300000.0,,,,,,,696500000.0,,,2080900000.0,,,,,,,,,-95500000.0,,,-93300000.0,751000000.0,,,966000000.0,-220400000.0,,,,,,,,-186800000.0,141400000.0,,,,22900000.0,278300000.0,,-4600000.0,,2473500000.0,,,520300000.0,1329900000.0,333800000.0,,-51400000.0,,,2351600000.0,0.0,555100000.0,,0.35,436300000.0,,,555100000.0,454300000.0,,,,,,253800000.0,,,,,0.0,,,,,-110700000.0,,,,,-20300000.0,480400000.0,,,,,,,574700000.0,,,,,96400000.0,96400000.0,277100000.0,0.0,,8000000.0,,-69500000.0,1475400000.0,,-500000.0,,,,-325800000.0,875600000.0,,,,,727400000.0,,134700000.0,246900000.0,,38300000.0,,,,,2900000.0,310200000.0,,,,-61500000.0,1291800000.0,,,354000000.0,2202800000.0,,,,,,,,,,,,,0.35,,4554400000.0,96400000.0,,,-103100000.0,-29300000.0,,,54400000.0,,,106100000.0,,,,,,2800000.0,-205600000.0,15000000.0,1276200000.0,1276200000.0,,,,,,,,,,,,,,
