,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,annualCapitalExpenditure,annualCurrentAccruedExpenses,quarterlyIncomeTaxPayable,quarterlyBasicAverageShares,annualOperatingExpense,annualCashAndCashEquivalents,trailingDeferredIncomeTax,quarterlyTotalRevenue,annualTaxProvision,annualInterestExpense,annualChangesInAccountReceivables,trailingCostOfRevenue,annualCurrentAssets,trailingBeginningCashPosition,quarterlyOtherNonCashItems,trailingChangeInAccountPayable,trailingChangesInAccountReceivables,annualTotalRevenue,trailingOperatingExpense,quarterlyChangeInInventory,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualOtherNonCurrentAssets,annualCommonStockIssuance,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,annualRetainedEarnings,trailingFreeCashFlow,trailingNetIncome,quarterlyPurchaseOfBusiness,annualTotalAssets,quarterlyCurrentAssets,trailingNetIncomeCommonStockholders,annualTotalLiabilitiesNetMinorityInterest,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,annualCashDividendsPaid,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,annualCurrentDebt,annualCostOfRevenue,annualOtherCurrentAssets,quarterlyDilutedEPS,annualNetIncome,quarterlyOtherCurrentAssets,annualBeginningCashPosition,annualLongTermDebt,annualSellingGeneralAndAdministration,annualFreeCashFlow,annualTotalNonCurrentAssets,trailingTaxProvision,trailingDepreciationAndAmortization,annualStockholdersEquity,annualBasicAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualPurchaseOfBusiness,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,quarterlyNetIncome,trailingStockBasedCompensation,annualChangeInInventory,annualNonCurrentDeferredTaxesLiabilities,annualDepreciationAndAmortization,quarterlyCapitalExpenditure,annualCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyLongTermDebt,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,trailingCashDividendsPaid,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyNetPPE,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyTaxProvision,annualCapitalStock,quarterlyInventory,annualBasicEPS,annualGrossProfit,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyCurrentAccruedExpenses,annualStockBasedCompensation,quarterlyCostOfRevenue,annualGoodwill,annualNetPPE,annualOperatingCashFlow,annualSaleOfInvestment,annualInventory,quarterlyDilutedAverageShares,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,annualRepaymentOfDebt,trailingNetOtherInvestingChanges,annualDilutedAverageShares,quarterlyFreeCashFlow,trailingRepaymentOfDebt,annualOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,quarterlyBasicEPS,trailingPretaxIncome,trailingInterestExpense,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,annualPretaxIncome,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyTotalAssets,annualOperatingIncome,trailingTotalRevenue,annualDilutedEPS,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,quarterlyTotalNonCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,trailingInvestingCashFlow,annualAccountsPayable,annualIncomeTaxPayable,trailingEndCashPosition,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingNetOtherFinancingCharges,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingChangeInInventory,trailingBasicEPS
1490918400,,187958000.0,2459870000.0,-56844000.0,,-2048000.0,,47201000.0,967257000.0,,278062000.0,-44037000.0,,,,,59007000.0,141484000.0,,,,3415125000.0,,,,,,,485000.0,,,,,,210389000.0,-32131000.0,,12318000.0,-64597000.0,,229794000.0,-18444000.0,,,,,,,,,,582503000.0,3248014000.0,1877367000.0,178656000.0,56000.0,,,,-1780000.0,,2092610000.0,,,1315874000.0,90104000.0,1240950000.0,,,233000.0,-2450000000.0,,,,0.86,,60039000.0,,,,,,,,,,-96728000.0,,,40653000.0,15823000.0,,0.0,,122080000.0,,,,,-16720000.0,,92696000.0,122080000.0,,500000000.0,-17872000.0,74020000.0,,,64351000.0,,235059000.0,,0.0,90104000.0,56576000.0,,,,,1802777000.0,,50860000.0,,3137063000.0,,,,,,141858000.0,,247666000.0,14116000.0,,,,,75976000.0,,,,,,,,0.86,,,,,229794000.0,,,229794000.0,,122080000.0,,3775744000.0,,,,-95204000.0,,1683134000.0,,,1448075000.0,22431000.0,,,,,740000000.0,,,9302000.0,,,,,,,,,,,,,,,,,,,,
1498780800,,181820000.0,2628681000.0,-81149000.0,,-2940000.0,,87929000.0,1055295000.0,,289569000.0,-37306000.0,,234312000.0,,,16004000.0,141061000.0,,,,3710018000.0,,,,,,,51000.0,,,,,,204766000.0,-38175000.0,,4524000.0,-64209000.0,,273182000.0,-17401000.0,,,,,,,,,,831187000.0,3294767000.0,1797494000.0,172452000.0,-1151000.0,,,,0.0,,2285022000.0,,,1337208000.0,107749000.0,1242918000.0,,,242000.0,-1980000000.0,,,,0.78,,63636000.0,,,,,,,,,,-384000.0,,,44371000.0,3991000.0,,0.0,,111071000.0,,,,,-16250000.0,,57315000.0,111071000.0,,750000000.0,43388000.0,76864000.0,,,63667000.0,,234312000.0,,0.0,107749000.0,61381000.0,,,,,1948204000.0,,59441000.0,,3420449000.0,,,,,,141587000.0,,229794000.0,14068000.0,,,,,41065000.0,,,,,,,,0.79,,,,,273182000.0,,,273182000.0,,111071000.0,,3965889000.0,,,,-149478000.0,,1680867000.0,,,1446555000.0,22946000.0,,,,,592000000.0,,,9368000.0,,,,,,,,,,,,,,,,,,,,
1506729600,,194465000.0,2820713000.0,-83685000.0,,-1791000.0,,31022000.0,1104060000.0,,300642000.0,-22880000.0,,,,,11477000.0,140422000.0,,,,3784451000.0,,,,,,,816000.0,,,,,,218428000.0,-57161000.0,,7667000.0,-63959000.0,,297307000.0,-58815000.0,,,,,,,,,,834411000.0,3349994000.0,1986302000.0,183981000.0,1299000.0,,,,-46666000.0,,2454846000.0,,,1354875000.0,106177000.0,1275550000.0,,,241000.0,-2039000000.0,,,,0.85,,53225000.0,,,,,,,,,,5880000.0,,,45775000.0,3456000.0,,0.0,,119186000.0,,,,,-13448000.0,,68338000.0,119186000.0,,750000000.0,24125000.0,70334000.0,,,66396000.0,,232905000.0,,0.0,106177000.0,64795000.0,,,,,2104314000.0,,59760000.0,,3483809000.0,,,,,,141022000.0,,273182000.0,13987000.0,,,,,54890000.0,,,,,,,,0.85,,,,,297307000.0,,,297307000.0,,119186000.0,,4175588000.0,,,,-132598000.0,,1720742000.0,,,1487837000.0,23963000.0,,,,,719000000.0,,,10484000.0,,,,,,,,,,,,,,,,,,,,
1514678400,,210876000.0,2810089000.0,-13088000.0,504893000.0,-21952000.0,,-22111000.0,1096664000.0,-165412000.0,320250000.0,-18460000.0,,497909000.0,-57945000.0,58229000.0,12240000.0,139572000.0,413404000.0,333890000.0,,3959786000.0,223570000.0,46656000.0,-364181000.0,,2510936000.0,,3139000.0,,,14869380000.0,,,234513000.0,-37945000.0,,17296000.0,-65457000.0,,333890000.0,-12874000.0,33525000.0,38130000.0,822640000.0,144041000.0,-267583000.0,-28731000.0,504893000.0,-234766000.0,,822640000.0,3437093000.0,1987449000.0,193374000.0,-725000.0,3437093000.0,,,-622000.0,4235834000.0,2510936000.0,,2810089000.0,1425745000.0,109374000.0,1275816000.0,-258222000.0,-267583000.0,601000.0,-2340000000.0,715000000.0,13680857000.0,63116000.0,1.08,504893000.0,63116000.0,247666000.0,750000000.0,413404000.0,322556000.0,1724898000.0,,,1425745000.0,140610000.0,-107402000.0,,4491000.0,33525000.0,14860000.0,-49068000.0,0.0,,152556000.0,,,45355000.0,92977000.0,-11527000.0,-198634000.0,162152000.0,152556000.0,-107534000.0,750000000.0,36583000.0,96359000.0,,,45355000.0,,230326000.0,2113930000.0,0.0,109374000.0,40818000.0,13954000.0,,3.59,1188523000.0,2113930000.0,1987449000.0,58229000.0,41805000.0,3639536000.0,1275816000.0,230326000.0,380501000.0,,,140724000.0,1494572000.0,297307000.0,13954000.0,868096000.0,-8809000000.0,,141382000.0,150625000.0,,601000.0,,-18460000.0,86224000.0,333890000.0,,1.09,,,96359000.0,-521000.0,333890000.0,333890000.0,728463000.0,333890000.0,,152556000.0,,4235834000.0,775119000.0,,3.57,13099000.0,,1724898000.0,,497909000.0,1494572000.0,23637000.0,,1096664000.0,12240000.0,,715000000.0,,,17502000.0,,,,,,,,,,,,,,,,,,,,
1522454400,,191585000.0,2823104000.0,15195000.0,,-26000.0,,21797000.0,1064961000.0,,297628000.0,-19025000.0,,,,,42781000.0,140032000.0,,,,3925327000.0,,,,,,,323000.0,,,,,,215826000.0,-41294000.0,,18134000.0,-65382000.0,,349782000.0,-16189000.0,,,,,,,,,,828694000.0,3523245000.0,1994410000.0,180885000.0,-726000.0,,,,0.0,,2591013000.0,,,1484672000.0,106043000.0,1273850000.0,,,596000.0,-2183000000.0,,,,1.01,,60870000.0,,,,,,,,,,-170676000.0,,,60304000.0,24497000.0,,,,142297000.0,,,,,-15463000.0,,200570000.0,142297000.0,,750000000.0,15892000.0,,,,52883000.0,,230609000.0,,,106043000.0,38588000.0,,,,,2019333000.0,,165945000.0,,3627699000.0,,,,,,141270000.0,,333890000.0,13935000.0,,,,,185107000.0,,,,,,,,1.02,,,,,349782000.0,,,349782000.0,,142297000.0,,4307776000.0,,,,-10056000.0,,1716763000.0,,,1486154000.0,24241000.0,,,,,651000000.0,,,10700000.0,,,,,,,,,,,,,,,,,,,,
1530316800,,219008000.0,2935125000.0,-94575000.0,,-8988000.0,,79973000.0,1133837000.0,,330853000.0,-46537000.0,,,,,18393000.0,139464000.0,,,,4276037000.0,,,,,,,345000.0,,,,,,243246000.0,-97096000.0,,26570000.0,-65177000.0,,310575000.0,-16755000.0,,,,,,,,,,1410398000.0,3617324000.0,1524727000.0,213880000.0,-820000.0,,,,-1315000.0,,2758656000.0,,,1518159000.0,111845000.0,1265778000.0,,,1201000.0,-884000000.0,,,,1.13,,63374000.0,,,,,,,,,,-120415000.0,,,59557000.0,11349000.0,,,,159163000.0,,,,,-14620000.0,,107900000.0,159163000.0,,1341054000.0,-39207000.0,,,,42779000.0,,228325000.0,,,111845000.0,54717000.0,,,,,2202460000.0,,207218000.0,,3945184000.0,,,,,,140611000.0,,349782000.0,13874000.0,,,,,93280000.0,,,,,,,,1.14,,,,,310575000.0,,,310575000.0,,159163000.0,,4453284000.0,,,,-204564000.0,,1694628000.0,,,1466303000.0,24238000.0,,,,,66000000.0,,,5128000.0,,,,,,,,,,,,,,,,,,,,
1538265600,,245973000.0,2926119000.0,-8513000.0,,3220000.0,,18882000.0,1152633000.0,,358745000.0,-57414000.0,,,,,15213000.0,138797000.0,,,,4291900000.0,,,,,,,682000.0,,,,,,269896000.0,-84307000.0,,23771000.0,-64599000.0,,297801000.0,-19563000.0,,,,,,,,,,1410787000.0,3728503000.0,1515332000.0,239447000.0,-59000.0,,,,0.0,,2805065000.0,,,1566603000.0,112772000.0,1265226000.0,,,1026000.0,-236000000.0,,,,1.25,,53909000.0,,,,,,,,,,-204328000.0,,,60983000.0,,,,,175895000.0,,,,,-19504000.0,,220413000.0,175895000.0,,1341303000.0,-12774000.0,,,,44555000.0,,231962000.0,,,112772000.0,63552000.0,,,,,2251944000.0,,225673000.0,,3933155000.0,,,,,,140160000.0,,310575000.0,13800000.0,,,,,200909000.0,,,,,,,,1.27,,,,,297801000.0,,,297801000.0,,175895000.0,,4492722000.0,,,,-53632000.0,,1687657000.0,,,1455695000.0,23923000.0,,,,,,,,6526000.0,,,,,,,,,,,,,,,,,,,,
1546214400,,255517000.0,2832325000.0,40018000.0,664505000.0,-9521000.0,,-84569000.0,1063107000.0,-322255000.0,374467000.0,-71935000.0,,498847000.0,-63871000.0,183230000.0,28360000.0,137797000.0,449610000.0,378615000.0,,4137908000.0,215768000.0,31810000.0,-190048000.0,,2753074000.0,,465000.0,,,16631172000.0,,,279844000.0,-99558000.0,,19316000.0,-70061000.0,,378615000.0,-20301000.0,33625000.0,,1399002000.0,36083000.0,-270546000.0,-15315000.0,664505000.0,-47875000.0,,1399002000.0,3845593000.0,1433323000.0,246061000.0,-2017000.0,3845593000.0,,,-4000000.0,4427412000.0,2753074000.0,,2832325000.0,1595087000.0,118950000.0,1258922000.0,-265219000.0,-270546000.0,430000.0,-81000000.0,5000000.0,15269479000.0,52386000.0,1.34,664505000.0,52386000.0,333890000.0,1341352000.0,449610000.0,729025000.0,1674338000.0,,,1595087000.0,139010000.0,-159758000.0,,1815000.0,33625000.0,,-5315000.0,,,187150000.0,,,35757000.0,96729000.0,-14284000.0,-655177000.0,264013000.0,187150000.0,-72808000.0,1341352000.0,80814000.0,,,,35757000.0,,228301000.0,2162438000.0,,118950000.0,58911000.0,13728000.0,,4.78,1361693000.0,2162438000.0,1433323000.0,183230000.0,87791000.0,3763441000.0,1258922000.0,228301000.0,792896000.0,,,139182000.0,1446037000.0,297801000.0,13728000.0,1008812000.0,-3384000000.0,,140405000.0,249729000.0,,430000.0,,-71935000.0,44725000.0,378615000.0,,1.36,,,,-3622000.0,378615000.0,378615000.0,880273000.0,378615000.0,,187150000.0,,4427412000.0,912083000.0,,4.73,78204000.0,,1674338000.0,,498847000.0,1446037000.0,24327000.0,,1063107000.0,28360000.0,,5000000.0,,,9456000.0,,,,,,,,,,,,,,,,,,,,
1553990400,,224550000.0,3044883000.0,55932000.0,,-364000.0,,-10742000.0,1059507000.0,,338702000.0,-66638000.0,,482703000.0,,,68049000.0,137854000.0,,,,3751210000.0,,,,,,,576000.0,,,,,,249110000.0,-79666000.0,,17123000.0,-69742000.0,,445473000.0,-58000000.0,,,,,,,,,,1615219000.0,3937698000.0,1429664000.0,207410000.0,8000.0,,,,-44143000.0,,2728354000.0,,,1652561000.0,114152000.0,1283981000.0,,,370000.0,-19000000.0,,,,1.16,,,,,,,,,,,,-134793000.0,,,72544000.0,,,,,161788000.0,,,,,-13865000.0,,256931000.0,161788000.0,,1341605000.0,66858000.0,53669000.0,,,40412000.0,,482703000.0,,,114152000.0,45622000.0,,,,,2057931000.0,,182056000.0,,3412508000.0,,,,,,138955000.0,,378615000.0,13689000.0,,,,,243066000.0,,,,,,,,1.17,,,,,445473000.0,,,445473000.0,,161788000.0,,4697444000.0,,,,117720000.0,,1969090000.0,,,1486387000.0,24560000.0,,,,,,,,17140000.0,,,,,,,,,,,,,,,,,,,,
1561852800,,227535000.0,3024798000.0,-5333000.0,,-4958000.0,,48120000.0,1122645000.0,,356330000.0,-72326000.0,,484745000.0,,,25309000.0,137185000.0,,,,3908840000.0,,,,,,,385000.0,,,,,,252617000.0,-106636000.0,,14684000.0,-69268000.0,,355307000.0,-31935000.0,,,,,,,,,,1528458000.0,4037610000.0,1496340000.0,220920000.0,0.0,,,,-14236000.0,,2706573000.0,,,1659311000.0,128795000.0,1291715000.0,,,372000.0,-561000000.0,,,,1.22,,,,,,,,,,,,-255567000.0,,,77250000.0,,,,,169180000.0,,,,,-17699000.0,,199595000.0,169180000.0,,1253849000.0,-90166000.0,,,,36344000.0,,484745000.0,,,128795000.0,51740000.0,,,,,2100246000.0,,200918000.0,,3552510000.0,,,,,,138256000.0,,445473000.0,13573000.0,,,,,181896000.0,,,,,,,,1.23,,,,,355307000.0,,,355307000.0,,169180000.0,,4684109000.0,,,,-28545000.0,,1977536000.0,,,1492791000.0,25082000.0,,,,,,,,6615000.0,,,,,,,,,,,,,,,,,,,,
1569801600,,201085000.0,2963453000.0,-6285000.0,,1962000.0,,-33507000.0,1076597000.0,,312868000.0,-90902000.0,,473354000.0,,,19470000.0,136380000.0,,,,3856132000.0,,,,,,,-5432000.0,,,,,,226565000.0,-69353000.0,,8850000.0,-68855000.0,,384424000.0,-3571000.0,,,,,,,,,,1529313000.0,4115649000.0,1434140000.0,187905000.0,16617000.0,,,,-809000.0,,2683166000.0,,,1673096000.0,111783000.0,1285891000.0,,,257000.0,-457000000.0,,,,1.07,,,,,,,,,,,,-126718000.0,,,83892000.0,,,,,146894000.0,,,,,-19379000.0,,167332000.0,146894000.0,,1253091000.0,29117000.0,,,,37206000.0,,473354000.0,,,111783000.0,41011000.0,,,,,2074449000.0,,174567000.0,,3543264000.0,,,,,,137476000.0,,355307000.0,13515000.0,,,,,147953000.0,,,,,,,,1.08,,,,,384424000.0,,,384424000.0,,146894000.0,,4636549000.0,,,,14933000.0,,1953383000.0,,,1480029000.0,25480000.0,,,,,,,,13180000.0,,,,,,,,,,,,,,,,,,,,
1577750400,576968000.0,136806000.0,2970330000.0,83481000.0,,953000.0,-324559000.0,-21839000.0,1062835000.0,,279882000.0,,497806000.0,519283000.0,,163900000.0,12354000.0,135997000.0,,447858000.0,-2407000.0,3793326000.0,,,,14021726000.0,2640118000.0,378615000.0,641000.0,-17968000.0,208312000.0,,497806000.0,,162133000.0,-68904000.0,,-1574000.0,-69921000.0,,447858000.0,-19523000.0,,,1414292000.0,,,,,,,1414292000.0,,1556038000.0,126022000.0,11000.0,,764954000.0,576968000.0,-12000.0,4641060000.0,2640118000.0,576968000.0,2970330000.0,1670730000.0,143076000.0,,,,270000.0,-558000000.0,142885000.0,,,0.73,,,,1092448000.0,,,2000942000.0,165289000.0,100449000.0,1670730000.0,,-134175000.0,-59200000.0,,,,,,-3830000.0,99106000.0,39083000.0,,39776000.0,,-19522000.0,,211561000.0,99106000.0,,1092448000.0,63434000.0,,,-277786000.0,39776000.0,835419000.0,519283000.0,1974381000.0,,143076000.0,26916000.0,,,,,1974381000.0,1556038000.0,163900000.0,,3513444000.0,,519283000.0,,,,136621000.0,1481659000.0,384424000.0,,,,16636000.0,,192039000.0,-1595000000.0,270000.0,127795000.0,,,447858000.0,1287782000.0,0.73,742257000.0,47719000.0,,,447858000.0,,,447858000.0,-70465000.0,99106000.0,789976000.0,4641060000.0,,15309508000.0,,104204000.0,,2000942000.0,69243000.0,519283000.0,1481659000.0,25327000.0,-113029000.0,1062835000.0,12354000.0,447858000.0,142885000.0,-651253000.0,,10784000.0,,,,,,,,,,,,,,,,,,,,
