,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,annualCapitalExpenditure,annualCurrentAccruedExpenses,quarterlyIncomeTaxPayable,quarterlyBasicAverageShares,annualOperatingExpense,annualCashAndCashEquivalents,trailingDeferredIncomeTax,quarterlyTotalRevenue,annualTaxProvision,annualInterestExpense,annualChangesInAccountReceivables,trailingCostOfRevenue,annualCurrentAssets,trailingBeginningCashPosition,quarterlyOtherNonCashItems,trailingChangeInAccountPayable,trailingChangesInAccountReceivables,annualTotalRevenue,trailingOperatingExpense,quarterlyChangeInInventory,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualOtherNonCurrentAssets,annualCommonStockIssuance,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,annualRetainedEarnings,trailingFreeCashFlow,trailingNetIncome,quarterlyPurchaseOfBusiness,annualTotalAssets,quarterlyCurrentAssets,trailingNetIncomeCommonStockholders,annualTotalLiabilitiesNetMinorityInterest,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,annualCashDividendsPaid,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,annualCurrentDebt,annualCostOfRevenue,annualOtherCurrentAssets,quarterlyDilutedEPS,annualNetIncome,quarterlyOtherCurrentAssets,annualBeginningCashPosition,annualLongTermDebt,annualSellingGeneralAndAdministration,annualFreeCashFlow,annualTotalNonCurrentAssets,trailingTaxProvision,trailingDepreciationAndAmortization,annualStockholdersEquity,annualBasicAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualPurchaseOfBusiness,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,quarterlyNetIncome,trailingStockBasedCompensation,annualChangeInInventory,annualNonCurrentDeferredTaxesLiabilities,annualDepreciationAndAmortization,quarterlyCapitalExpenditure,annualCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyLongTermDebt,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,trailingCashDividendsPaid,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyNetPPE,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyTaxProvision,annualCapitalStock,quarterlyInventory,annualBasicEPS,annualGrossProfit,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyCurrentAccruedExpenses,annualStockBasedCompensation,quarterlyCostOfRevenue,annualGoodwill,annualNetPPE,annualOperatingCashFlow,annualSaleOfInvestment,annualInventory,quarterlyDilutedAverageShares,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,annualRepaymentOfDebt,trailingNetOtherInvestingChanges,annualDilutedAverageShares,quarterlyFreeCashFlow,trailingRepaymentOfDebt,annualOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,quarterlyBasicEPS,trailingPretaxIncome,trailingInterestExpense,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,annualPretaxIncome,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyTotalAssets,annualOperatingIncome,trailingTotalRevenue,annualDilutedEPS,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,quarterlyTotalNonCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,trailingInvestingCashFlow,annualAccountsPayable,annualIncomeTaxPayable,trailingEndCashPosition,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingNetOtherFinancingCharges,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingChangeInInventory,trailingBasicEPS
1056931200,,46152000.0,370606000.0,7834000.0,,1580000.0,,,296451000.0,,136025000.0,-7287000.0,,68862000.0,,,,168782000.0,,,,935206000.0,,,,,,,,,,,,,48838000.0,-4252000.0,,,-6758000.0,,168223000.0,-2773000.0,,,,,,,,,45516000.0,11888000.0,387348000.0,358718000.0,47202000.0,-1090000.0,,,,,,650051000.0,,,467477000.0,89873000.0,152970000.0,,-44273000.0,2371000.0,,,,,0.17,,0.0,,,,,,,,,,-9569000.0,,,10473000.0,1441000.0,,0.0,,28951000.0,,,,,-1545000.0,,42727000.0,28951000.0,,,31057000.0,0.0,,,9517000.0,,24589000.0,,1050000.0,89873000.0,18251000.0,,,,,415742000.0,,62267000.0,,799181000.0,,,,,,172252000.0,,137166000.0,8457000.0,,,,,41182000.0,,,,,,,,0.17,,,,,213739000.0,,,168223000.0,,28951000.0,,838083000.0,,,,,,188032000.0,,,,2686000.0,,,,,,,-138000.0,,,,,,,,,,,,,,,,,,,,,
1064880000,,46808000.0,378203000.0,-15197000.0,,3397000.0,,,299585000.0,,135821000.0,-6850000.0,,68175000.0,,,,168802000.0,,,,919338000.0,,,,,,,,,,,,,49484000.0,3745000.0,,,-6769000.0,,178901000.0,-2214000.0,,,,,,,,,45620000.0,12265000.0,409487000.0,365938000.0,47152000.0,-661000.0,,,,,,679689000.0,,,488902000.0,89013000.0,,,-44273000.0,2378000.0,,,,,0.17,,16715000.0,,,,,,,,,,-7920000.0,,,0.0,,,0.0,,28904000.0,,,,,-1441000.0,,20601000.0,28904000.0,,,10678000.0,0.0,,,9887000.0,,23902000.0,,61000.0,89013000.0,18248000.0,,,,,438453000.0,,66353000.0,,783517000.0,,,,,,172456000.0,,168223000.0,8465000.0,,,,,19160000.0,,,,,,,,0.17,,,,,224521000.0,,,178901000.0,,28904000.0,,867105000.0,,,,,,187416000.0,,,163514000.0,2676000.0,,,,,,,-112000.0,,,,,,,,,,,,,,,,,,,,,
1072828800,,47164000.0,391119000.0,-10083000.0,114123000.0,2275000.0,,,261206000.0,-16090000.0,139911000.0,-31024000.0,,70344000.0,-8574000.0,69274000.0,,,361264000.0,198513000.0,,942357000.0,72049000.0,,,,717329000.0,,,,,3613645000.0,,,50014000.0,-12850000.0,0.0,,-6765000.0,45736000.0,198513000.0,-6147000.0,6324000.0,10137000.0,9918000.0,,-44719000.0,9078000.0,114123000.0,-38716000.0,45736000.0,9918000.0,428672000.0,381201000.0,48014000.0,34000.0,428672000.0,,,,908149000.0,717329000.0,,391119000.0,517030000.0,92747000.0,,-27046000.0,-44719000.0,2603000.0,,,3068797000.0,0.0,,114123000.0,0.0,132999000.0,,361264000.0,100924000.0,190820000.0,,,517030000.0,168774000.0,-9478000.0,,,6324000.0,,,0.0,,29432000.0,,,7315000.0,10992000.0,-4283000.0,-32999000.0,34362000.0,29432000.0,-13073000.0,,19612000.0,50721000.0,-56302000.0,,7315000.0,,25625000.0,457455000.0,98000.0,92747000.0,18582000.0,8530000.0,,0.675,544848000.0,457455000.0,381201000.0,69274000.0,,802446000.0,,25625000.0,109498000.0,55781000.0,,,158871000.0,178901000.0,8530000.0,194576000.0,,,172138000.0,30079000.0,,2603000.0,,-31024000.0,65514000.0,244249000.0,,,,,50721000.0,-2198000.0,244249000.0,198513000.0,186172000.0,198513000.0,,29432000.0,,908149000.0,183584000.0,,0.665,,342000.0,190820000.0,,70344000.0,158871000.0,2850000.0,,261206000.0,,,,,-55899000.0,,,,,,,,,,,,,,,,,,,,,
1080691200,,47171000.0,385450000.0,-25414000.0,,,,,317557000.0,,149584000.0,-49691000.0,,80060000.0,,,,169242000.0,,,,946610000.0,,,,,,,,,,,,,49805000.0,-3970000.0,,,-10247000.0,,183628000.0,-19021000.0,,,,,,,,,45857000.0,9504000.0,423570000.0,375946000.0,47828000.0,24000.0,,,,,,719273000.0,,,541785000.0,102413000.0,,,-44719000.0,2762000.0,,,,,0.17,,9426000.0,,,,,,,,,,-9137000.0,,,0.0,5080000.0,,0.0,,29072000.0,,,,,-11625000.0,,13998000.0,29072000.0,,,-14885000.0,0.0,,,6742000.0,,35341000.0,,70000.0,102413000.0,18756000.0,,,,,470923000.0,,58389000.0,,797026000.0,,,,,,172828000.0,,198513000.0,8543000.0,,,,,2373000.0,,,,,,,,0.17,,,,,229485000.0,,,183628000.0,,29072000.0,,927235000.0,,,,,,207962000.0,,,172621000.0,2634000.0,,,,,,,-118000.0,,,,,,,,,,,,,,,,,,,,,
1088553600,,52517000.0,408478000.0,-25993000.0,,,,,335352000.0,,158055000.0,-47028000.0,,82134000.0,,,,169354000.0,,,,1077101000.0,,,,,,,,,,,,,55257000.0,-7086000.0,,,-10252000.0,,177069000.0,-6864000.0,,,,,,,,,45969000.0,9243000.0,445588000.0,399235000.0,53235000.0,-861000.0,,,,,,760427000.0,,,563862000.0,105538000.0,,,-44719000.0,2711000.0,,,,,0.185,,0.0,,,,,,,,,,-14852000.0,,,0.0,2486000.0,,0.0,,32278000.0,,,,,-4072000.0,,16211000.0,32278000.0,,,-6559000.0,36880000.0,,,6532000.0,,37415000.0,,-39000.0,105538000.0,20957000.0,,,,,519852000.0,,27003000.0,,919046000.0,,,,,,173126000.0,,183628000.0,8541000.0,,,,,12139000.0,,,,,,,,0.19,,,,,223038000.0,,,177069000.0,,32278000.0,,972340000.0,,,,,,211913000.0,,,174498000.0,2740000.0,,,,,,,-121000.0,,,,,,,,,,,,,,,,,,,,,
1096502400,,61011000.0,421396000.0,-15354000.0,,,,,336511000.0,,172173000.0,-41221000.0,,86455000.0,,,,169232000.0,,,,1123806000.0,,,,,,,,,,,,,64098000.0,-8401000.0,,,-10149000.0,,187625000.0,-5643000.0,,,,,,,,,46111000.0,8768000.0,472683000.0,412628000.0,61568000.0,1377000.0,,,,,,796340000.0,,,590683000.0,111162000.0,,,-44719000.0,2643000.0,,,,,0.215,,0.0,,,,,,,,,,-16752000.0,,,0.0,1798000.0,,0.0,,37349000.0,,,,,-6878000.0,,32172000.0,37349000.0,,,10556000.0,0.0,,,6125000.0,,41736000.0,,-80000.0,111162000.0,24219000.0,,,,,548459000.0,,76117000.0,,951633000.0,,,,,,173096000.0,,177069000.0,8528000.0,,,,,25294000.0,,,,,,,,0.22,,,,,233736000.0,,,187625000.0,,37349000.0,,1012079000.0,,,,,,215739000.0,,,174003000.0,3087000.0,,,,,,,-142000.0,,,,,,,,,,,,,,,,,,,,,
1104451200,,62069000.0,459840000.0,40331000.0,137254000.0,,,,303082000.0,-29616000.0,181179000.0,-32633000.0,,102417000.0,-34741000.0,93890000.0,,,438223000.0,166476000.0,,1194021000.0,88784000.0,,,,845987000.0,,,,,4341538000.0,,,65422000.0,-10159000.0,0.0,,-10254000.0,121600000.0,166476000.0,-23288000.0,6700000.0,10496000.0,7021000.0,,-51295000.0,3156000.0,137254000.0,-26430000.0,121600000.0,7021000.0,498406000.0,452819000.0,63407000.0,-730000.0,498406000.0,,,,1080696000.0,845987000.0,,459840000.0,620856000.0,119110000.0,,-40902000.0,-51295000.0,2868000.0,,,3680547000.0,0.0,,137254000.0,0.0,123413000.0,,438223000.0,121200000.0,234709000.0,,,620856000.0,169228000.0,-19281000.0,,,6700000.0,1132000.0,,0.0,,38555000.0,,,4153000.0,11814000.0,-12166000.0,-60022000.0,93560000.0,38555000.0,-54816000.0,,53951000.0,55847000.0,-70139000.0,,4153000.0,,51122000.0,544274000.0,495000.0,119110000.0,24852000.0,8524000.0,,0.81,660991000.0,544274000.0,452819000.0,93890000.0,,1012842000.0,,51122000.0,155941000.0,69366000.0,,,176887000.0,187625000.0,8524000.0,234582000.0,,,173144000.0,81394000.0,,2868000.0,,-32633000.0,43063000.0,288076000.0,,,,,55847000.0,-190000.0,288076000.0,166476000.0,226038000.0,166476000.0,,38555000.0,,1080696000.0,222768000.0,,0.795,,446000.0,234709000.0,,102417000.0,176887000.0,3353000.0,,303082000.0,,,,,-69758000.0,,,,,,,,,,,,,,,,,,,,,
1112227200,,67792000.0,488137000.0,-31809000.0,,,,,399391000.0,,199382000.0,-27110000.0,,108473000.0,,,,169876000.0,,,,1214940000.0,,,,,,,,,,,,,71675000.0,-5775000.0,,,-12832000.0,,125236000.0,-53847000.0,,,,,,,,,122174000.0,9337000.0,527313000.0,478800000.0,68923000.0,-1185000.0,,,,,,865091000.0,,,668567000.0,131590000.0,,,-51295000.0,3119000.0,,,,,0.24,,0.0,,,,,,,,,,-11137000.0,,,0.0,7470000.0,,0.0,,41776000.0,,,,,-8505000.0,,24514000.0,41776000.0,,,-41240000.0,0.0,,,6218000.0,,57178000.0,,117000.0,131590000.0,27147000.0,,,,,599784000.0,,79409000.0,,1015558000.0,,,,,,174132000.0,,166476000.0,8559000.0,,,,,16009000.0,,,,,,,,0.245,,,,,247410000.0,,,125236000.0,,41776000.0,,1156704000.0,,,,,,291613000.0,,,234435000.0,3883000.0,,,,,,,-8771000.0,,8204000.0,,,,,,,,,,,,,,,,,,,
1120089600,,80329000.0,552129000.0,-4925000.0,,,,,458098000.0,,215412000.0,-19873000.0,,109235000.0,,,,170236000.0,,,,1405142000.0,,,,,,,,,,,,,85060000.0,-9708000.0,,,-12871000.0,,156947000.0,-4603000.0,,,,,,,,,122411000.0,7300000.0,563785000.0,544829000.0,81616000.0,-424000.0,,,,,,968260000.0,,,707308000.0,135083000.0,,,-51295000.0,3040000.0,,,,,0.285,,0.0,,,,,,,,,,-19126000.0,,,0.0,3453000.0,,0.0,,49347000.0,,,,,-3950000.0,,55334000.0,49347000.0,,,31711000.0,0.0,,,4260000.0,,57940000.0,,-102000.0,135083000.0,32269000.0,,,,,667499000.0,,86731000.0,,1189730000.0,,,,,,174394000.0,,125236000.0,8555000.0,,,,,51384000.0,,,,,,,,0.29,,,,,279358000.0,,,156947000.0,,49347000.0,,1259437000.0,,,,,,291177000.0,,,233237000.0,4731000.0,,,,,,,-42849000.0,,42620000.0,,,,,,,,,,,,,,,,,,,
1128038400,,85618000.0,587255000.0,1351000.0,,,,,469132000.0,,228874000.0,-17758000.0,,109890000.0,,,,170105000.0,,,,1485369000.0,,,,,,,,,,,,,90330000.0,-10703000.0,,,-12875000.0,,191942000.0,-21282000.0,,,,,,,,,123181000.0,7901000.0,604994000.0,579354000.0,87483000.0,-282000.0,,,,,,1029043000.0,,,749694000.0,143256000.0,,,-51295000.0,3030000.0,,,,,0.31,,0.0,,,,,,,,,,-21035000.0,,,0.0,2543000.0,,0.0,,54089000.0,,,,,-3696000.0,,76783000.0,54089000.0,,,34995000.0,0.0,,,4871000.0,,58595000.0,,139000.0,143256000.0,33394000.0,,,,,698254000.0,,110222000.0,,1256495000.0,,,,,,174533000.0,,156947000.0,17091000.0,,,,,73087000.0,,,,,,,,0.32,,,,,315123000.0,,,191942000.0,,54089000.0,,1336949000.0,,,,,,307906000.0,,,249311000.0,4712000.0,,,,,,,-48171000.0,,47401000.0,,,,,,,,,,,,,,,,,,,
1135987200,,92622000.0,615031000.0,642000.0,203358000.0,,,,473882000.0,-38842000.0,236082000.0,-89111000.0,,113815000.0,-21824000.0,138601000.0,,,553389000.0,230628000.0,,1583497000.0,129395000.0,,,,1084781000.0,,,,,5688948000.0,,,97796000.0,-12656000.0,0.0,,-12880000.0,122551000.0,230628000.0,-6942000.0,7909000.0,15549000.0,2548000.0,,-53094000.0,4480000.0,203358000.0,-34741000.0,122551000.0,2548000.0,640551000.0,612483000.0,94731000.0,-1857000.0,640551000.0,,,,1395068000.0,1084781000.0,,615031000.0,780037000.0,143460000.0,,-51458000.0,-53094000.0,1079000.0,,0.0,4809198000.0,0.0,,203358000.0,0.0,166476000.0,,553389000.0,207264000.0,310287000.0,,,780037000.0,170052000.0,-23453000.0,,,7909000.0,2083000.0,,0.0,,58146000.0,,,1469000.0,18500000.0,-5673000.0,-74751000.0,72457000.0,58146000.0,-86674000.0,,38686000.0,63138000.0,-114696000.0,,1469000.0,,60721000.0,716725000.0,-70000.0,143460000.0,36585000.0,17303000.0,,1.2,879750000.0,716725000.0,612483000.0,138601000.0,,1347415000.0,,60721000.0,229088000.0,113747000.0,,,241657000.0,191942000.0,17303000.0,344861000.0,,,174698000.0,66784000.0,,1079000.0,,-89111000.0,64152000.0,353179000.0,,,,,63138000.0,-3748000.0,353179000.0,230628000.0,332753000.0,230628000.0,,58146000.0,,1395068000.0,326361000.0,,1.16,,84000.0,310287000.0,,113815000.0,241657000.0,5174000.0,,473882000.0,,,0.0,,-14905000.0,,15522000.0,,,,,,,,,,,,,,,,,,,
1143763200,,92434000.0,585530000.0,-20872000.0,,,,,487674000.0,,255057000.0,-1600000.0,,115591000.0,,,,171219000.0,,,,1499115000.0,,,,,,,-3199000.0,,,,,,98001000.0,-12346000.0,,,-22589000.0,,256427000.0,-14375000.0,,,,,,,,,124225000.0,1238000.0,599109000.0,584292000.0,95099000.0,1750000.0,,,,,,1108777000.0,,,840909000.0,162623000.0,230888000.0,,-53094000.0,,,,,,0.33,,0.0,,,,,,,,,,-16124000.0,,,0.0,12103000.0,,6708000.0,,58114000.0,,,,,-6477000.0,,56094000.0,58114000.0,,,25799000.0,0.0,,,,,62497000.0,,82000.0,162623000.0,36985000.0,,,,,706968000.0,,96618000.0,,1244058000.0,,,,,,175267000.0,,230628000.0,17359000.0,,,,,49617000.0,,,,,,,,0.34,,,,,380652000.0,,,256427000.0,,58114000.0,,1426439000.0,,,,,,317662000.0,,,24277000.0,5567000.0,,,,,,,-39163000.0,,37489000.0,,,,,,,,,,,,,,,,,,,
1151625600,,103918000.0,649544000.0,-26393000.0,,,,,539188000.0,,270619000.0,-68638000.0,,119202000.0,,,,171215000.0,,,,1700997000.0,,,,,,,29892000.0,,,,,,109898000.0,-25349000.0,,,-22781000.0,,239406000.0,-36933000.0,,,,,,,,,123155000.0,1243000.0,719807000.0,648301000.0,106795000.0,-2678000.0,,,,,,1173678000.0,,,877906000.0,166701000.0,259869000.0,,-53094000.0,,,,,,0.38,,0.0,,,,,,,,,,-41439000.0,,,0.0,,,18794000.0,,66594000.0,,,,,-9325000.0,,59589000.0,66594000.0,,,-17021000.0,0.0,,,,,66108000.0,,2877000.0,166701000.0,40201000.0,,,,,788467000.0,,109113000.0,,1430378000.0,,,,,,175198000.0,,256427000.0,17334000.0,,,,,50264000.0,,,,,,,,0.39,,,,,362561000.0,,,239406000.0,,66594000.0,,1527450000.0,,,,,,353772000.0,,,27795000.0,5980000.0,,,,,,,-15953000.0,,17023000.0,,,,,,,,,,,,,,,,,,,
1159574400,,111118000.0,670728000.0,28000000.0,,,,,542594000.0,,278346000.0,-70184000.0,,132018000.0,,,,170925000.0,,,,1713491000.0,,,,,,,10643000.0,,,,,,117313000.0,-22212000.0,,,-22676000.0,,285388000.0,-25587000.0,,,,,,,,,129031000.0,1231000.0,767504000.0,669497000.0,114089000.0,-1089000.0,,,,,,1219375000.0,,,916973000.0,167228000.0,259902000.0,,-53094000.0,,,,,,0.4,,0.0,,,,,,,,,,-42727000.0,,,0.0,,,-14124000.0,,70390000.0,,,,,-17149000.0,,115228000.0,70390000.0,,,45982000.0,0.0,,,,,78924000.0,,0.0,167228000.0,43699000.0,,,,,786405000.0,,126903000.0,,1435145000.0,,,,,,174776000.0,,239406000.0,17308000.0,,,,,98079000.0,,,,,,,,0.41,,,,,414419000.0,,,285388000.0,,70390000.0,,1587701000.0,,,,,,368326000.0,,,29500000.0,6195000.0,,,,,,,-28840000.0,,23691000.0,,,,,,,,,,,,,,,,,,,
1167523200,,110375000.0,687971000.0,26211000.0,266925000.0,,,,540129000.0,-85270000.0,278522000.0,-202000.0,,145262000.0,-43243000.0,146820000.0,,,664699000.0,348592000.0,,1642591000.0,162763000.0,,,,1256148000.0,,17040000.0,,,6556194000.0,,,116565000.0,-25363000.0,12078000.0,,-22791000.0,124767000.0,348592000.0,-4342000.0,9083000.0,18184000.0,1022000.0,,-63191000.0,-8882000.0,266925000.0,6946000.0,124767000.0,1022000.0,807983000.0,686949000.0,113705000.0,3073000.0,807983000.0,,,,1631693000.0,1256148000.0,,687971000.0,943722000.0,168147000.0,261766000.0,-90837000.0,-63191000.0,,,,5473650000.0,0.0,,266925000.0,0.0,230628000.0,,664699000.0,300134000.0,375545000.0,,,943722000.0,170888000.0,-45555000.0,,54376000.0,9083000.0,1899000.0,,700000.0,,71827000.0,,,,23932000.0,-10292000.0,-145845000.0,112466000.0,71827000.0,-81237000.0,,63204000.0,0.0,-119864000.0,,,,82071000.0,764995000.0,0.0,168147000.0,41878000.0,17266000.0,,1.56,1082544000.0,764995000.0,686949000.0,146820000.0,,1364069000.0,261766000.0,82071000.0,343377000.0,118838000.0,,,15957000.0,285388000.0,17266000.0,441777000.0,,,174787000.0,102174000.0,,,,-202000.0,117964000.0,473359000.0,,,,,0.0,1056000.0,473359000.0,348592000.0,429688000.0,348592000.0,,71827000.0,,1631693000.0,417845000.0,,1.53,,0.0,375545000.0,,145262000.0,15957000.0,6190000.0,,540129000.0,,,,,-35908000.0,,40635000.0,,,,,,,,,,,,,,,,,,,
1175299200,,115189000.0,697498000.0,-40989000.0,,,,,583892000.0,,296930000.0,902000.0,,149560000.0,,,,171183000.0,,,,1619325000.0,,,,,,,16651000.0,,,,,,121741000.0,-32054000.0,,,-31348000.0,,335990000.0,-20521000.0,,,,,,,,,126824000.0,9118000.0,852130000.0,688380000.0,118785000.0,167000.0,,,,,,1291583000.0,,,986703000.0,181741000.0,269711000.0,,-63191000.0,,,,,,0.42,,0.0,,,,,,,,,,-48364000.0,,,0.0,9408000.0,,5630000.0,,72965000.0,,,,,-10038000.0,,55179000.0,72965000.0,,,-12602000.0,0.0,,,,,86369000.0,,3596000.0,181741000.0,45820000.0,,,,,801239000.0,,104488000.0,,1322395000.0,,,,,,174888000.0,,348592000.0,17260000.0,,,,,45141000.0,,,,,,,,0.43,,,,,462814000.0,,,335990000.0,,72965000.0,,1684201000.0,,,,,,392618000.0,,,36538000.0,6552000.0,,,,,,,-37322000.0,,35933000.0,,,,,,,,,,,,,,,,,,,
1183161600,,129794000.0,720191000.0,-53073000.0,,,,,614781000.0,,310898000.0,1708000.0,,156967000.0,,,,170942000.0,,,,1879726000.0,,,,,,,4638000.0,,,,,,136404000.0,-46037000.0,,,-31376000.0,,288692000.0,-18888000.0,,,,,,,,,131652000.0,9674000.0,903137000.0,710517000.0,133224000.0,-220000.0,,,,,,1326371000.0,,,1008751000.0,181104000.0,270191000.0,,-63191000.0,,,,,,0.47,,0.0,,,,,,,,,,-69689000.0,,,0.0,3018000.0,,4706000.0,,82299000.0,,,,,-13463000.0,,40474000.0,82299000.0,,,-47298000.0,0.0,,,,,93776000.0,,3430000.0,181104000.0,50925000.0,,,,,880595000.0,,95736000.0,,1568828000.0,,,,,,174200000.0,,335990000.0,17213000.0,,,,,27011000.0,,,,,,,,0.48,,,,,420344000.0,,,288692000.0,,82299000.0,,1728942000.0,,,,,,402571000.0,,,38604000.0,6610000.0,,,,,,,-48403000.0,,43198000.0,,,,,,,,,,,,,,,,,,,
1191110400,,131828000.0,758588000.0,-16794000.0,,,,,624526000.0,,313196000.0,565000.0,,159890000.0,,,,170274000.0,,,,1865150000.0,,,,,,,10173000.0,,,,,,138731000.0,-45160000.0,,,-31292000.0,,281757000.0,-17853000.0,,,,,,,,,129076000.0,9916000.0,955711000.0,748672000.0,135295000.0,5000.0,,,,,,1368972000.0,,,1026460000.0,181368000.0,278642000.0,,-63191000.0,,,,,,0.48,,0.0,,,,,,,,,,-70939000.0,,,0.0,3253000.0,,2260000.0,,83743000.0,,,,,-8427000.0,,84025000.0,83743000.0,,,-6935000.0,0.0,,,,,96699000.0,,3467000.0,181368000.0,51552000.0,,,,,937984000.0,,124146000.0,,1551954000.0,,,,,,173349000.0,,288692000.0,17142000.0,,,,,75598000.0,,,,,,,,0.49,,,,,410833000.0,,,281757000.0,,83743000.0,,1785048000.0,,,,,,416076000.0,,,40735000.0,6903000.0,,,,,,,-58748000.0,,62276000.0,,,,,,,,,,,,,,,,,,,
1199059200,,132873000.0,769058000.0,31518000.0,324261000.0,,,,530752000.0,-167323000.0,322754000.0,263000.0,,179688000.0,-43713000.0,139424000.0,,,734094000.0,338885000.0,,1952022000.0,199253000.0,,,,1389156000.0,,13285000.0,,,7316223000.0,,,140174000.0,-44072000.0,16668000.0,,-31167000.0,115842000.0,338885000.0,1540000.0,11264000.0,13740000.0,11439000.0,,-78023000.0,-8915000.0,324261000.0,-79338000.0,115842000.0,11439000.0,1002964000.0,757619000.0,136210000.0,-20000.0,1002964000.0,,,,1811307000.0,1389156000.0,,769058000.0,1042249000.0,189881000.0,278739000.0,-125183000.0,-78023000.0,,,,6072445000.0,0.0,,324261000.0,0.0,348592000.0,,734094000.0,264717000.0,422151000.0,,,1042249000.0,170493000.0,-73106000.0,,44747000.0,11264000.0,-1939000.0,,4072000.0,,85254000.0,,,,27366000.0,-11785000.0,-262098000.0,128752000.0,85254000.0,-55722000.0,,57128000.0,87443000.0,-204020000.0,,,,101665000.0,911780000.0,3337000.0,189881000.0,50956000.0,17082000.0,,1.9,1243778000.0,911780000.0,757619000.0,139424000.0,,1629268000.0,278739000.0,101665000.0,308430000.0,214299000.0,,,14470000.0,281757000.0,17082000.0,537050000.0,,,174040000.0,116967000.0,,,,263000.0,-9707000.0,454727000.0,,,,,87443000.0,-68000.0,454727000.0,338885000.0,523514000.0,338885000.0,,85254000.0,,1811307000.0,509684000.0,,1.86,,13830000.0,422151000.0,,179688000.0,14470000.0,7301000.0,,530752000.0,,,,,-59547000.0,,72892000.0,,,,,,,,,,,,,,,,,,,
