date,trailingRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,annualDeferredIncomeTax,annualCapitalExpenditure,annualBasicEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,annualSellingGeneralAndAdministration,trailingDeferredIncomeTax,trailingCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyInvestingCashFlow,quarterlyNetOtherInvestingChanges,annualNetOtherFinancingCharges,trailingInterestExpense,annualTaxProvision,annualNetIncomeCommonStockholders,quarterlyStockBasedCompensation,trailingNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualTotalRevenue,quarterlyCashDividendsPaid,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,annualInterestExpense,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,trailingCommonStockIssuance,annualChangeInWorkingCapital,quarterlyBasicEPS,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,annualDilutedAverageShares,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,trailingNetIncome,trailingTaxProvision,annualNetIncome,annualDilutedEPS,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualCurrentDebt,annualCashDividendsPaid,annualFreeCashFlow,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,trailingSaleOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,trailingInvestingCashFlow,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,annualOtherNonCashItems,annualDepreciationAndAmortization,annualLongTermDebt,trailingPurchaseOfInvestment,trailingStockBasedCompensation,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,annualStockholdersEquity,quarterlyTaxProvision,annualGoodwill,quarterlyNetPPE,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,quarterlyBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,annualCapitalStock,annualPurchaseOfInvestment,trailingOperatingCashFlow,annualAccountsReceivable,trailingChangeInWorkingCapital,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualStockBasedCompensation,annualCommonStockIssuance,annualOtherShortTermInvestments,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,trailingRepaymentOfDebt,annualNetPPE,quarterlyBeginningCashPosition,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,annualAccountsPayable,annualChangeInAccountPayable,annualRepaymentOfDebt,annualOperatingCashFlow,trailingNetOtherInvestingChanges,quarterlyCashAndCashEquivalents,trailingTotalRevenue,annualOperatingIncome,annualEndCashPosition,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,trailingPretaxIncome,annualNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,annualGrossPPE,quarterlyCurrentDebt,quarterlyFreeCashFlow,quarterlyInterestExpense,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyNetOtherFinancingCharges,annualPretaxIncome,annualBasicAverageShares,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInAccountPayable,annualOtherNonCurrentAssets,quarterlyTotalNonCurrentAssets,annualOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyCurrentLiabilities,annualCostOfRevenue,quarterlyGrossProfit,trailingBasicAverageShares,annualEbitda,trailingOperatingIncome,quarterlyResearchAndDevelopment,annualChangeInInventory,trailingPurchaseOfBusiness,quarterlyOperatingExpense,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentLiabilities,annualInventory,quarterlyOtherIncomeExpense,annualTotalNonCurrentAssets,trailingResearchAndDevelopment,annualCurrentAssets,trailingDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,quarterlyEbitda,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,trailingChangesInAccountReceivables,annualResearchAndDevelopment,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentAssets,annualOtherIncomeExpense,trailingDilutedAverageShares,annualOtherNonCurrentLiabilities,annualGrossProfit,trailingOperatingExpense,annualCurrentDeferredRevenue,annualOtherCurrentAssets,trailingCostOfRevenue,annualOtherCurrentLiabilities,trailingGrossProfit,trailingChangeInInventory,quarterlyChangeInInventory,annualCurrentLiabilities,trailingBasicEPS
,,,1028000000.0,-841903195.0,,,,,265949540656.0,,,,,,1088715207.0,2742355684.0,,,,,,,,,,-2864921126.0,-3633302259.0,,,,,,,,,,,-259051897.0,,1320444262.0,,12511997806.0,,,,,0.77229,,-1861161783.0,,15406554230.0,959824489.0,1033868092.0,,,,,,,,,,,,,,,,,,,,60560811737.0,785684903.0,,785684903.0,1421418916.0,1638321611.0,,-51592653.0,,,,,,,,,,248183189.0,,1871657754.0,,,,2686137392.0,,,1011000000.0,194819401.0,,,,,,,,,,,,,,,1106405506.0,,549842315.0,,,,,,18084464555.0,,,,,,,,,,,,,1369826263.0,1523378582.0,0.75223,819973786.0,688610013.0,,,,780200192.0,283633621281.0,533388180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1024000000.0,-1104457751.0,,,,,269080505655.0,,,,,,979374585.0,2501663341.0,,,,,,,,,,-5809450617.0,-5477871898.0,,,,,,,,,,,-307920563.0,,1410512309.0,,12880904857.0,,,,,0.7191,,1348280540.0,,15530272788.0,926147705.0,928809048.0,,,,,,,,,,,,,,,,,,,,64504324684.0,733200266.0,,733200266.0,-2324346782.0,8252740098.0,,-62975106.0,,,,,,,,,,195608782.0,,1872255489.0,,,,2665335995.0,,,1008000000.0,117612027.0,,,,,,,,,,,,,,,1320444262.0,,549567532.0,,,,,,18250166334.0,,,,,,,,,,,,,-2387321888.0,1555555556.0,0.70911,-268603613.0,-751438301.0,,,,726546906.0,286890219561.0,517631404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,-1782492075.0,,-86564253.0,-227993172.0,2.87,261697147037.0,,,3661302121.0,,,919326429.0,2420961053.0,,,,,,,2106803219.0,,,4185834621.0,2453476367.0,-231650817.0,,792489637.0,2891977566.0,,,1077785906.0,2106803219.0,,10184101438.0,-308407326.0,,1921482565.0,6313094368.0,13239453792.0,261697147037.0,,,-102414045.0,,,384891762.0,1026000000.0,15235308461.0,888181695.0,873182677.0,,,,,2930992441.0,2.82,,2930992441.0,,897342112.0,,,,-1138746647.0,749817118.0,29125822970.0,,,,58773469885.0,707439547.0,3367471348.0,707439547.0,2502760390.0,-6117795134.0,,-89603285.0,,10972933.0,215801024.0,2615215801.0,,,,,15235308461.0,165743130.0,,1871494757.0,279212387223.0,-3267495733.0,,2615215801.0,,13239453792.0,,572130550.0,549865886.0,-24470860766.0,,1608144355.0,,2106803219.0,1608144355.0,,,,501097293.0,,,1871494757.0,1410512309.0,-1782492075.0,549865886.0,2106803219.0,,,977810290.0,,14853694221.0,,3931967812.0,1921482565.0,,,,-1059497684.0,,,14853694221.0,,,2413157105.0,1633120981.0,,26292822305.0,127630621.0,3723482078.0,1010000000.0,58773469885.0,700360800.0,279212387223.0,501097293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1021000000.0,-1551724138.0,,,,,285042173158.0,,,,,,1005953858.0,2537831804.0,,,,,,,,,,-10641280079.0,-9439345075.0,,,,,,,,,,,-326221781.0,,1961051848.0,,13236169685.0,,,,,0.78023,,1056809725.0,,15218308112.0,912924833.0,989828826.0,,,,,,,,,,,,,,,,,,,,81626147358.0,787645745.0,,787645745.0,-1653435872.0,12299677499.0,,-58298189.0,,,,,,,,,,202183081.0,,1937484495.0,,,,3375093029.0,,,1006000000.0,4961548.0,,,,,,,,,,,,,,,1921359464.0,,300173654.0,,,,,,17778466882.0,,,,,,,,,-1143636815.0,,,,-1711734061.0,1807243860.0,0.77022,,205904241.0,,,,783924584.0,300547010667.0,503597122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1011000000.0,-1415617128.0,,,,,292856423174.0,,,,,,1069269522.0,2594458439.0,,,,,,,,,,-3977107830.0,-3976272053.0,,,,,,,,,,,-322392829.0,,2137279597.0,,13516372796.0,,,,,0.81707,,-1546734159.0,,15943324937.0,933249370.0,1051637280.0,,,,,,,,,,,,,,,,,,,,72944584383.0,826196474.0,,826196474.0,-3535481005.0,7672614692.0,,-3414657.0,,,,,,,,,,225440806.0,,1904282116.0,,,,2633501259.0,,,996000000.0,161285303.0,,,,,,,,,,,,,,,1961051848.0,,599496222.0,,,,,,18090680101.0,,,,,,,,,2578880.0,,,,-3538895662.0,1906801008.0,0.80711,,121551679.0,,,,822418136.0,309089420655.0,517632242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1009000000.0,-1619933880.0,,,,,301033427207.0,,,,,,1006489531.0,2608056813.0,,,,,,,,,,-12636418017.0,-11908247204.0,,,,,,,,,,,-346854963.0,,2071752173.0,,13908411902.0,,,,,0.78096,,2091491717.0,,16203012122.0,931798702.0,988122934.0,,,,,,,,,,,,,,,,,,,,73776172401.0,783641484.0,,783641484.0,2245363553.0,10363204319.0,,-44813418.0,,,,,,,,,,204481450.0,,1946859312.0,,,,3367209502.0,,,995000000.0,-29109591.0,,,,,,,,,,,,,,,2137279597.0,,599975511.0,,,,,,19807762948.0,,,,,,,,,-683357395.0,,,,2200550135.0,2083996572.0,0.77095,,217419799.0,,,,775070405.0,317532753765.0,765274887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,-1961270516.0,,-231432282.0,-167670327.0,3.19,297637265321.0,,,3719447396.0,,,1044900420.0,2660599291.0,,,,,,,1876254576.0,,,-280912577.0,476774947.0,805289881.0,,846617074.0,3184555437.0,,,615184792.0,-1.0,,10400283386.0,-347073821.0,,2500885583.0,7932459558.0,14125634668.0,297637265321.0,,,-7013815090.0,,,-275554768.0,1012000000.0,16082182076.0,942417887.0,1025480276.0,,,,,3209351753.0,3.15,,3209351753.0,,1921124100.0,,,,-1342543394.0,-3489195891.0,23679300980.0,,,,85080883221.0,811898588.0,-27535718503.0,811898588.0,-377972240.0,1138113125.0,,-61144063.0,,1326012515.0,201912859.0,3347502657.0,,,,,16082182076.0,213581688.0,,1934112646.0,314025268627.0,31473609635.0,,3347502657.0,,14125634668.0,,478047532.0,599834691.0,-26200259771.0,,1560987130.0,,-1.0,1560987130.0,,,,733262487.0,,,1934112646.0,2071752173.0,-1961270516.0,599834691.0,1876254576.0,,,-3321525564.0,,17683315622.0,,4126815445.0,2500885583.0,,,,-24847089385.0,,-24375844441.0,17683315622.0,,,-439116303.0,2134737016.0,,,260414162.0,4055968827.0,998000000.0,85080883221.0,804244429.0,314025268627.0,733262487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1002000000.0,-2200728266.0,,,,,308445607647.0,,,,,,1096950386.0,2734410559.0,,,,,,,,,,-9967000455.0,-7005006828.0,,,,,,,,,,,-364132909.0,,2243969049.0,,14458352299.0,,,,,0.85402,,-1382567137.0,,16195949021.0,980883022.0,1077605826.0,,,,,,,,,,,,,,,,,,,,78013199818.0,852298589.0,,852298589.0,-1582840237.0,11332498862.0,,-47792444.0,,,,,,,,,,225307237.0,,1926490669.0,,,,3328402367.0,,,989000000.0,-217341830.0,,,,,,,,,,,,,,,2501137915.0,,599681384.0,,,,,,20368684570.0,,,,,,,,,-2914201183.0,,,,-1630632681.0,2385070551.0,0.81383,,442649067.0,,,,844333182.0,324951069640.0,722576240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1001000000.0,-2458412415.0,,,,,340177514793.0,,,,,,1116445238.0,2716311264.0,,,,,,,,,,-15173113422.0,-11567059711.0,,,,,,,,,,,-362672941.0,,2055375684.0,,14909009713.0,,,,,0.90331,,-806781976.0,,16413977894.0,980238919.0,1094116334.0,,,,,,,,,,,,,,,,,,,,88174612035.0,894272636.0,,894272636.0,-8191637825.0,23204734587.0,,-53804073.0,,,,,,,,,,199843698.0,,2178184660.0,,,,2267500279.0,,,988000000.0,-160016661.0,,,,,,,,,,,,,,,2243969049.0,,599531093.0,,,,,,21647873172.0,,,,,,,,,-3552249638.0,,,,-8245441898.0,2578988501.0,0.89327,,453856460.0,,,,887573964.0,356978899185.0,907669979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,999000000.0,-2296639891.0,,,,,347503111212.0,,,,,,1208281480.0,2889467135.0,,,,,,,,,,-12107312302.0,-9106403876.0,,,,,,,,,,,-393230353.0,,2012671117.0,,15371648377.0,,,,,0.93909,,2714295374.0,,17067541577.0,998981785.0,1179997737.0,516098.0,,,,,,,,,,,,,,,,,,,91325941849.0,935626202.0,,935626202.0,4773912387.0,7274057421.0,,-59055140.0,,,,,,,,,,244371535.0,,2209525964.0,,,,3025229098.0,,,988000000.0,-59342493.0,,,,,,,,,,,,,,,2055375684.0,,599615341.0,,,,,,20424256138.0,,,,,,,,,-2941853286.0,,,,4714857247.0,3009390203.0,0.9291,,-552575219.0,,,,927706754.0,364981332730.0,954859147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,-2321328397.0,,-178391114.0,-255806126.0,3.59,361023224503.0,,,3999775609.0,,,1126088981.0,2866915412.0,,,,,,,2666891058.0,,,-10037438625.0,-11181621585.0,683271625.0,,871760350.0,3548749018.0,,,-161561764.0,2666891058.0,,11207225401.0,-393483375.0,,2279815999.0,11274542803.0,15843150454.0,361023224503.0,,,-12963087625.0,,,3214535395.0,1001000000.0,17547402670.0,1037902094.0,1099744387.0,245234.0,,,,3579041849.0,3.55,,3579041849.0,,2500841468.0,,,,-1513519578.0,-6220127903.0,33157186133.0,,,,95502075620.0,896611710.0,-47284864804.0,896611710.0,-963756102.0,11276333948.0,,-95154469.0,,3739481656.0,230001122.0,2270840346.0,,,,,17547402670.0,203132677.0,,2256254909.0,379005946370.0,53087624818.0,,2270840346.0,,15843150454.0,,275139220.0,600246830.0,-41326152811.0,,,,2666891058.0,,,,,1166834960.0,,,2256254909.0,2012671117.0,-2321328397.0,600246830.0,2666891058.0,,-299562437.0,-5964321777.0,,20013463480.0,,4547290474.0,2279815999.0,,,,-38860092000.0,,-31917848704.0,20013463480.0,,,-1058910571.0,3301921466.0,,,339341317.0,4450802199.0,988000000.0,95502075620.0,888945873.0,379005946370.0,1166834960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1001000000.0,-1046443269.0,,,,,376183421516.0,,,,,,1321575543.0,3108759552.0,,,,,,,,,-1486184597.0,-6898295121.0,-8519694298.0,,,,,,,,,,,-424456202.0,,2507936508.0,,16376249265.0,,,,,1.02401,,-796002352.0,,19795414462.0,1079365079.0,1298059965.0,-4636096414.0,,,,,,,,,,,,,,,,,,,100514991182.0,1020576132.0,,1020576132.0,-1261610817.0,8330393886.0,,-119929453.0,,,,,,,,,,277483833.0,,2344503233.0,,,,2339800118.0,,,991000000.0,170487948.0,,,,,,,,,,,,,,,2279835391.0,,945326279.0,,,,,,22785420341.0,,,,,,,,,,,,,-1381540270.0,3313345091.0,1.01397,1741328630.0,924162259.0,,,,1012345679.0,396470311581.0,1437977660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1001000000.0,-1597337770.0,,,,,391219079312.0,,,,,,1355518581.0,3101497505.0,,,,,,,,,-7844930212.0,-15565376537.0,-12588458780.0,,,,,,,,,,,-427457276.0,,2532445923.0,,16763172490.0,,,,,1.03614,,-4501834586.0,,19995562951.0,1073765946.0,1325568497.0,,,,,,,,,,,,,,,,,,,,100174154187.0,1039378813.0,,1039378813.0,-11308550026.0,26984081988.0,,-44241373.0,,,,,,,,,,286189684.0,,2308374931.0,,,,2300610094.0,,,992000000.0,110155424.0,,,,,,,,,,,,,,,2507936508.0,,1290072102.0,,,,,,26499168053.0,,,,,,,,,,,,,-11352791399.0,3445368830.0,1.02618,,1831245396.0,,,,1028286190.0,411710482529.0,1477537438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,996000000.0,-2110531360.0,,,,,387943775956.0,,,,,,1357682887.0,3200937067.0,,,,,,,,,6978862653.0,-11781882596.0,-10204806138.0,,,,,,,,,,,-461045738.0,,2370354595.0,,16967309126.0,,,,,1.03281,,2380149790.0,,19666702162.0,1084016612.0,1327867107.0,,,,,,,,,,,,,,,,,,,,92856990736.0,1031838995.0,,1031838995.0,10391479126.0,1299303276.0,,-65836628.0,,,,,,,,,,296028112.0,,2295815142.0,,,,1774038973.0,,,988000000.0,-91100192.0,,,,,,,,,,,,,,,2532445923.0,,1289532531.0,,,,,,25417953360.0,,,,,,,,,-1511239830.0,,,,10325642498.0,3533170056.0,1.02278,,60053957.0,,,,1015866255.0,408115216697.0,1426898094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,-3857723962.0,,-105950241.0,-316904739.0,4.04,392209819317.0,,,4293822723.0,,,1190784302.0,3077627496.0,,,,,,,2385772396.0,,3284046688.0,-10774784408.0,-14435787355.0,3141613848.0,,1063286349.0,3993945701.0,,,115410084.0,2385772396.0,,12489830669.0,-457923387.0,,2137924510.0,13937186643.0,17460032163.0,392209819317.0,,,931794532.0,,,-54595513.0,997000000.0,18803329865.0,1056680779.0,1157724211.0,53489.0,,,,4045028853.0,4.01,,4045028853.0,,2279822155.0,,,,-1770882603.0,1694257876.0,33178507237.0,,,,88834547347.0,953771266.0,-45020338662.0,953771266.0,4189844332.0,6509860998.0,,-86897285.0,,-2972282661.0,266767572.0,1710339608.0,,,,,18803329865.0,203952945.0,,2271308296.0,411509790937.0,43123640148.0,,1710339608.0,,17460032163.0,,-74133096.0,1634660865.0,-32133194589.0,,1800208117.0,,2385772396.0,1800208117.0,,,,1406678649.0,,,2271308296.0,2370354595.0,-3857723962.0,1634660865.0,2385772396.0,,-500425693.0,2011162615.0,,25148992527.0,,5226563239.0,2137924510.0,,,,-45748746571.0,,-29430607005.0,25148992527.0,,,4102947047.0,3645417929.0,,,326152236.0,5108315202.0,989000000.0,88834547347.0,937828142.0,411509790937.0,1406678649.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,992000000.0,-3295180723.0,,,,,428880522088.0,,,,,,1059236948.0,2839357430.0,,,,,,,,,-2955823293.0,-18778112450.0,-19184738956.0,,,,,,,,,,,-483935743.0,,2816265060.0,,17809236948.0,,,,,0.83346,,1092369478.0,,19992971888.0,1047188755.0,1028112449.0,-2766064257.0,,,,,,,,,,,,,,,,,,,94481927711.0,835341365.0,,835341365.0,-1028112450.0,20394578313.0,,-95381526.0,,,,,,,,,,192771084.0,,2459839357.0,,,,2149598394.0,,,985000000.0,588353414.0,,,,,,,,,,,,,,,2137550201.0,,1865461847.0,,,,,,32246987952.0,,,,,,,,,-2035140562.0,,,,-1123493976.0,3726907631.0,0.83346,2537148594.0,1424698795.0,,,,814257028.0,449421686747.0,1539156627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,992000000.0,-3730158730.0,,,,,431562186056.0,,,,,,1224633313.0,3171589310.0,,,,,,,,,1424780496.0,32884401.0,-4158640590.0,,,,,,,,,,,-485523771.0,,2641149287.0,,18300180832.0,,,,,0.97239,,-3435146251.0,,20422945550.0,1082981716.0,1188466948.0,,,,,,,,,,,,,,,,,,,,97271448664.0,979505726.0,,979505726.0,-1030356507.0,805944090.0,,-89468785.0,,,,,,,,,,208961222.0,,2505525417.0,,,,3946152301.0,,,986000000.0,-190523396.0,,,,,,,,,,,,,,,2816265060.0,,2210166767.0,,,,,,28819570022.0,,,,,,,,,-869219494.0,,,,-1119825292.0,3589511754.0,0.97239,5150213270.0,-476336327.0,,,,957404059.0,452572835041.0,2425155716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,994000000.0,-3711000000.0,,,,,440591000000.0,,,,,,1326000000.0,3374000000.0,,,,,,,,,3608831947.0,-18224065707.0,-15829598959.0,,,,,,,,,,,-551523086.0,,2982599795.0,,18784000000.0,,,,,0.965336,,7576144225.0,,21361000000.0,1145000000.0,1297000000.0,,,,,,,,,,,,,,,,,,,,91183000000.0,1010000000.0,,1010000000.0,12261130165.0,6221176676.0,,-75129218.0,,,,,,,,,,287000000.0,,2542000000.0,,,,4038000000.0,,,989000000.0,257236512.0,,,,,,,,,,,,,,,2641149287.0,,2560000000.0,,,,,,28615000000.0,,,,,,,,,-218464918.0,,,,12186000947.0,3554000000.0,0.955585,-2100872612.0,339252681.0,,,,978000000.0,462407000000.0,2421000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,-3595478595.0,,-366762867.0,-464165464.0,3.07,485482202983.0,,,4428811929.0,,,256434305.0,2271167837.0,,,,,,,2740500241.0,,7554245482.0,-14770725484.0,-10639431308.0,-102212603.0,,691438191.0,3032708033.0,,,139490139.0,-1.0,,11877104377.0,-482384403.0,,2574555075.0,14741462241.0,18548581049.0,485482202983.0,,,9632034632.0,,,1808479590.0,993000000.0,21641414141.0,1076713669.0,234444164.0,-256433074.0,,,,3139730640.0,3.05,,3139730640.0,,2138047138.0,,,,-2003367003.0,19647667148.0,39980759981.0,,,,88035113035.0,248226034.0,-51740019240.0,248226034.0,9909171404.0,4344775187.0,,-204185935.0,,7041847042.0,291005291.0,4351851852.0,,,,,21641414141.0,-13781870.0,,2687590188.0,507625060125.0,31766474266.0,,4351851852.0,,18548581049.0,,-515576391.0,2859547860.0,-41444203944.0,,,,-1.0,,,,,2555315055.0,,,2687590188.0,2982599795.0,-3595478595.0,2859547860.0,2740500241.0,,-691438192.0,20111832612.0,,34892977393.0,,3951418951.0,2574555075.0,,,,-49812409813.0,,-38321378970.0,34892977393.0,,,9704985469.0,3615566642.0,,34394270729.0,-1389827752.0,3831168831.0,987000000.0,88035113035.0,217969036.0,507625060125.0,2555315055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1003000000.0,-4246558505.0,,,,,486467551623.0,,,,,,1060717797.0,3351769911.0,,,,,,,,,-2458210.0,1771140610.0,-661258603.0,,,,,,,,,,,-529744346.0,,3006391347.0,,18853244838.0,,,,,0.8,,-2152163226.0,,22812192724.0,1206981318.0,1032448378.0,,,,,,,,,,,,,,,,,,,,97582350049.0,841937070.0,,841937070.0,-1312684366.0,-25811209.0,,-50393314.0,,,,,,,,,,190511308.0,,2422566372.0,,,,5406833825.0,,,1001000000.0,431415929.0,,,,,,,,,,,,,,,2573746313.0,,3709439528.0,,,,,,30267944936.0,,,,,,,,,-2389380531.0,,,,-1363077680.0,3403392331.0,0.8,4872173058.0,351524091.0,,,,805063913.0,509829154376.0,3381268437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1016000000.0,-4610000000.0,,,,,490123000000.0,,,,,,1221000000.0,3596000000.0,,,,,,,,,-13105541790.0,-1900140610.0,-903741397.0,,,,,,,,,,,-548255654.0,,2919000000.0,,19179000000.0,,,,,0.81,3449000000.0,3050163226.0,,22908000000.0,157000000.0,1221000000.0,,,,,,,,,,,,,,,,,,,,112111000000.0,902000000.0,,872000000.0,-9183315634.0,11053811209.0,,-76606686.0,,,,,,,,,,319000000.0,,2443000000.0,,,2845000000.0,6359000000.0,,,1014000000.0,-86415929.0,,,,,,,,,,,,,,,3006391347.0,,3710000000.0,,,,,,33949000000.0,,,,,,,,,-3145619469.0,,,14608000000.0,-9259922320.0,2698000000.0,0.81,,-2715524091.0,,,,821000000.0,513567000000.0,549000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1020000000.0,-4642000000.0,,,,,461939000000.0,,,,,,1262000000.0,3775000000.0,,,,,,,,,-960000000.0,7486000000.0,-39000000.0,,,,,,,,,,,-548000000.0,,3308000000.0,,19561000000.0,,,,,0.87,3417000000.0,877000000.0,,23397000000.0,152000000.0,1262000000.0,,,,,,,,,,,,,,,,,,,,126436000000.0,959000000.0,,931000000.0,848000000.0,-7785000000.0,,-17000000.0,137000000.0,,,,,,,,,303000000.0,,2372000000.0,,,2875000000.0,5958000000.0,,,1017000000.0,389000000.0,,,,,,,,,,,,,,,2919000000.0,,3710000000.0,,,,,,29721000000.0,,,,,,,,,1120000000.0,,,13840000000.0,831000000.0,2511000000.0,0.87,,-97000000.0,,,,882000000.0,485856000000.0,541000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
