date,trailingNetIncomeCommonStockholders,annualGrossPPE,annualOtherCurrentLiabilities,annualOtherNonCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualEbitda,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualInterestExpense,quarterlySaleOfInvestment,annualCapitalExpenditure,trailingDeferredIncomeTax,annualCapitalStock,quarterlyOperatingExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,trailingOperatingCashFlow,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,quarterlyCurrentDeferredRevenue,trailingGrossProfit,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyBasicAverageShares,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyTotalRevenue,trailingDepreciationAndAmortization,quarterlyEbitda,trailingNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,quarterlyCapitalExpenditure,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualCurrentDebt,annualAccumulatedDepreciation,annualInventory,trailingTaxProvision,annualNetOtherFinancingCharges,quarterlyOperatingCashFlow,annualCostOfRevenue,annualDeferredIncomeTax,trailingOperatingExpense,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualGrossProfit,annualBeginningCashPosition,quarterlyAccumulatedDepreciation,quarterlyOtherNonCashItems,annualCurrentDeferredRevenue,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyDilutedEPS,quarterlyNonCurrentDeferredRevenue,trailingBeginningCashPosition,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualBasicAverageShares,trailingPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyTaxProvision,annualChangesInAccountReceivables,quarterlyNetPPE,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyCurrentAssets,quarterlyOperatingIncome,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,trailingNetIncome,quarterlyGrossPPE,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,quarterlyCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyDilutedAverageShares,quarterlyGoodwill,annualBasicEPS,annualRetainedEarnings,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,trailingChangeInWorkingCapital,annualNetIncome,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualFreeCashFlow,annualGoodwill,quarterlyCashDividendsPaid,annualPretaxIncome,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyCostOfRevenue,trailingInvestingCashFlow,annualAccountsPayable,annualTotalRevenue,annualInvestingCashFlow,annualOperatingIncome,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualAccountsReceivable,annualOtherCurrentAssets,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualEndCashPosition,annualNonCurrentDeferredRevenue,annualTaxProvision,trailingPurchaseOfInvestment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualLongTermDebt,trailingTotalRevenue,trailingSaleOfInvestment,trailingCommonStockIssuance,annualStockholdersEquity,annualTotalAssets,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyBasicEPS,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyInventory,annualCurrentAccruedExpenses,quarterlyOtherIncomeExpense,quarterlyTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyInvestmentsAndAdvances,annualDilutedAverageShares,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,trailingEndCashPosition,quarterlyInvestingCashFlow,annualDilutedEPS,annualSaleOfInvestment,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,trailingOperatingIncome,trailingOtherIncomeExpense,annualOtherNonCurrentAssets,annualCurrentAssets,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,trailingPretaxIncome,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,trailingChangeInInventory,annualIncomeTaxPayable,quarterlyStockBasedCompensation,annualResearchAndDevelopment,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,trailingBasicAverageShares,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,trailingBasicEPS,trailingNetOtherInvestingChanges,quarterlyChangeInInventory,trailingChangesInAccountReceivables,trailingOtherNonCashItems,annualChangeInInventory,annualStockBasedCompensation,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingChangeInAccountPayable
2014-06-30,,,,,,0.0,,,363000000,,,,,4078000000.0,,25000000.0,,,,123000000.0,1344000000.0,,,,,380000000.0,,745000000.0,,,,,,-98000000.0,,225450000.0,529000000.0,0.0,-15000000.0,488000000.0,,250000000.0,,-39000000,,-116000000.0,,,,0.0,,,,,,156000000,,,,,16000000,202000000.0,,,-262000000.0,22000000.0,,,,0.006667,,,,16000000.0,-21000000.0,,,,24000000,,8094000000.0,66000000,,1119000000.0,150000000.0,0.0,,,8356000000.0,,,867000000.0,,225450000.0,50000000.0,,,40000000,365000000.0,,16302000000.0,94000000.0,,,15183000000.0,,,,-112000000.0,,354000000.0,,,,215000000.0,,,,,,42000000,12000000,29000000.0,1098000000.0,,,,6304000000.0,,,,,8766000000.0,,,,,,,,,0.006667,136000000.0,,90000000.0,0.0,20000000.0,,6000000.0,9633000000.0,,1000000,2581000000.0,,-37000000.0,273000000.0,,380000000,,-101000000,,,,,,,,,,,,,,102000000.0,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,,,,0.0,,,380000000,,,,,3785000000.0,,30000000.0,,,,125000000.0,1416000000.0,,,,,234000000.0,,720000000.0,,,,,,-829000000.0,,225450000.0,545000000.0,0.0,-3000000.0,491000000.0,,309000000.0,,188000000,,-117000000.0,,,,0.0,,,,,,235000000,,,,,-141000000,42000000.0,,,-335000000.0,-47000000.0,,,,0.193333,,,,33000000.0,80000000.0,,,,42000000,,7998000000.0,122000000,,1060000000.0,150000000.0,-38000000.0,,,8333000000.0,,,904000000.0,,225450000.0,87000000.0,,,118000000,486000000.0,,16123000000.0,97000000.0,,,15063000000.0,,,,-112000000.0,,318000000.0,,,,216000000.0,,,,,,80000000,55000000,28000000.0,1087000000.0,,,,6508000000.0,,,,,9031000000.0,,,,,,,,,0.193333,317000000.0,,90000000.0,-438000000.0,22000000.0,,62000000.0,9935000000.0,,44000000,2835000000.0,,-54000000.0,275000000.0,,234000000,,-564000000,,,,,,,,,,,,,,96000000.0,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,,8240000000.0,248000000.0,669000000.0,101000000.0,0.0,-1669000000.0,-340000000.0,234000000,,,1058000000.0,3575000000.0,3575000000.0,362000000.0,32000000.0,-454000000.0,,,129000000.0,1441000000.0,,115000000.0,,95000000.0,189000000.0,14935000000.0,673000000.0,,102000000.0,,42000000.0,,-720000000.0,,225450000.0,264000000.0,567000000.0,48000000.0,465000000.0,,265000000.0,,10000000,-89000000.0,-112000000.0,,237000000.0,-38000000.0,,41000000.0,-156000000.0,21000000.0,,-314000000.0,160000000,846000000.0,49000000.0,,,-32000000,248000000.0,1078000000.0,538000000.0,-156000000.0,-29000000.0,102000000.0,495000000.0,,0.186667,340000000.0,,10173000000.0,-6000000.0,13000000.0,225450000.0,,,1000000,34000000.0,8084000000.0,72000000,,1560000000.0,133000000.0,-51000000.0,,,8240000000.0,1441000000.0,,821000000.0,22000000.0,225450000.0,84000000.0,0.446667,,48000000,484000000.0,54000000.0,16495000000.0,98000000.0,,145000000.0,14935000000.0,-448000000.0,237000000.0,84000000.0,-112000000.0,316000000.0,268000000.0,149000000.0,484000000.0,,203000000.0,,264000000.0,1924000000.0,-1073000000.0,583000000.0,71000000,52000000,31000000.0,669000000.0,268000000.0,567000000.0,-654000000.0,6768000000.0,189000000.0,340000000.0,79000000.0,,9352000000.0,6768000000.0,,,,0.0,16495000000.0,380000000.0,189000000.0,0.186667,41000000.0,821000000.0,95000000.0,-127000000.0,21000000.0,149000000.0,34000000.0,10173000000.0,2842000000.0,41000000,2842000000.0,225450000.0,-196000000.0,262000000.0,,189000000,,-202000000,0.446667,87000000.0,2000000.0,9352000000.0,691000000.0,,,87000000.0,1560000000.0,8084000000.0,,,,87000000.0,673000000.0,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,,,,,0.0,,,189000000,,,,,3376000000.0,,2000000.0,,,,129000000.0,1367000000.0,,,,,203000000.0,,773000000.0,,,,,,-339000000.0,,225450000.0,552000000.0,567000000.0,199000000.0,466000000.0,,344000000.0,,348000000,,-85000000.0,,,,,,,,,,228000000,,,,,23000000,276000000.0,,,-192000000.0,-90000000.0,,,,0.373333,,,,3000000.0,28000000.0,,,,11000000,,7611000000.0,159000000,,1660000000.0,134000000.0,-4000000.0,,,7803000000.0,,,870000000.0,,225450000.0,81000000.0,,,143000000,570000000.0,,16286000000.0,95000000.0,,,14626000000.0,,,,-126000000.0,,299000000.0,,,,203000000.0,,,,,,148000000,99000000,34000000.0,1027000000.0,,,,6965000000.0,,,,,9379000000.0,,,,,,,,,0.373333,42000000.0,,90000000.0,-666000000.0,21000000.0,,115000000.0,10249000000.0,,84000000,3231000000.0,,-22000000.0,263000000.0,,203000000,,-553000000,,,,,,,,,,,,,,82000000.0,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,,,,0.0,,,203000000,,,,,3401000000.0,,152000000.0,,,,136000000.0,1394000000.0,,,,,652000000.0,,1079000000.0,,,,,,-491000000.0,,,534000000.0,568000000.0,-2000000.0,466000000.0,,223000000.0,,385000000,,-137000000.0,,,,926000000.0,,,,,,131000000,,,,0.0,450000000,395000000.0,,,,32000000.0,,,,,,,,-2000000.0,-56000000.0,,,,3000000,,7882000000.0,29000000,,2015000000.0,133000000.0,-63000000.0,,,,,,1249000000.0,,,82000000.0,,,-6000000,427000000.0,,16952000000.0,101000000.0,,,14937000000.0,,,,-123000000.0,,350000000.0,,,,197000000.0,,,,,,26000000,19000000,35000000.0,1000000000.0,,,,6378000000.0,,,,,8792000000.0,,,,,,,,,,320000000.0,,93000000.0,-19000000.0,18000000.0,,-11000000.0,10041000000.0,,1000000,3237000000.0,,1000000.0,269000000.0,,652000000,,-66000000,,,,,,,,,,,,,,78000000.0,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,,,,0.0,,,652000000,,,,,3261000000.0,,5000000.0,,,,127000000.0,1313000000.0,,,,,577000000.0,,1085000000.0,,,,,,-97000000.0,,244500000.0,568000000.0,311000000.0,-4000000.0,468000000.0,,381000000.0,,-96000000,,-160000000.0,,,,,,,,,,181000000,,,,,-58000000,188000000.0,,,-322000000.0,-51000000.0,,,,0.306667,,,,3000000.0,2000000.0,,,,11000000,,7453000000.0,194000000,,1769000000.0,142000000.0,-14000000.0,,,7775000000.0,,,1052000000.0,,244500000.0,80000000.0,,,21000000,508000000.0,,15992000000.0,97000000.0,,,14223000000.0,,,,-140000000.0,,357000000.0,,,,199000000.0,,,,,,183000000,93000000,30000000.0,969000000.0,,,,6333000000.0,,,,,8635000000.0,,,,,,,,,0.306667,296000000.0,,90000000.0,-5000000.0,16000000.0,,142000000.0,9687000000.0,,75000000,3115000000.0,,-73000000.0,269000000.0,,577000000,,-143000000,,,,,,,,,,,,,,70000000.0,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,7869000000.0,434000000.0,1024000000.0,166000000.0,0.0,-957000000.0,50000000.0,577000000,,,1129000000.0,3296000000.0,3296000000.0,367000000.0,217000000.0,-520000000.0,,,117000000.0,1375000000.0,,134000000.0,,206000000.0,199000000.0,16182000000.0,638000000.0,,,,1764000000.0,,-30000000.0,,243150000.0,474000000.0,580000000.0,26000000.0,455000000.0,,181000000.0,,1127000000,-735000000.0,-138000000.0,,391000000.0,-83000000.0,,302000000.0,-237000000.0,13000000.0,,237000000.0,92000000,798000000.0,-26000000.0,,,-365000000,434000000.0,1057000000.0,189000000.0,-237000000.0,26000000.0,,509000000.0,,0.026667,,,10559000000.0,-30000000.0,-56000000.0,238950000.0,,,-29000000,27000000.0,7632000000.0,5000000,,1553000000.0,139000000.0,-717000000.0,,,7869000000.0,1375000000.0,,1210000000.0,219000000.0,243150000.0,79000000.0,0.693333,,-46000000,439000000.0,-82000000.0,17735000000.0,82000000.0,,235000000.0,16182000000.0,-546000000.0,112000000.0,79000000.0,-140000000.0,387000000.0,322000000.0,,439000000.0,,199000000.0,,474000000.0,1855000000.0,-2346000000.0,548000000.0,34000000,24000000,35000000.0,1024000000.0,322000000.0,580000000.0,-1724000000.0,6930000000.0,199000000.0,,-4000000.0,,9349000000.0,6930000000.0,,,,0.0,17735000000.0,375000000.0,199000000.0,0.026667,302000000.0,1210000000.0,94000000.0,-973000000.0,13000000.0,,-40000000.0,10559000000.0,4886000000.0,6000000,4886000000.0,238950000.0,314000000.0,256000000.0,,199000000,,-1584000000,0.693333,376000000.0,-110000000.0,9349000000.0,632000000.0,,,64000000.0,1553000000.0,7632000000.0,,,,64000000.0,638000000.0,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,,,,,0.0,,,199000000,,,,,3550000000.0,,17000000.0,,,,137000000.0,1408000000.0,,,,,248000000.0,,1782000000.0,,,,,,-370000000.0,,243300000.0,,596000000.0,50000000.0,454000000.0,,282000000.0,,47000000,,-163000000.0,,,,,,,,,,162000000,,,,,41000000,423000000.0,,,,-8000000.0,,,,0.166667,,,,-5000000.0,-18000000.0,,,,-1000000,,7850000000.0,87000000,,2735000000.0,115000000.0,-35000000.0,,,,,,1348000000.0,,243300000.0,96000000.0,,,-1000000,1534000000.0,,18756000000.0,100000000.0,,,16021000000.0,,,,-153000000.0,,343000000.0,,,,202000000.0,,,,,,88000000,63000000,37000000.0,1090000000.0,,,,7499000000.0,,,,,10017000000.0,,,,,,,,,0.166667,316000000.0,,95000000.0,-37000000.0,14000000.0,,67000000.0,11365000000.0,,41000000,4212000000.0,,10000000.0,252000000.0,,248000000,,-168000000,,,,,,,,,,,,,,90000000.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,,,0.0,,,248000000,,,,,4452000000.0,,11000000.0,,,,148000000.0,1508000000.0,627000000.0,,,,378000000.0,,1943000000.0,,,,,,-787000000.0,,243150000.0,625000000.0,317000000.0,-20000000.0,462000000.0,,369000000.0,,768000000,,-131000000.0,,,,8000000.0,,,,,,159000000,,,,-6000000.0,129000000,231000000.0,,,-1014000000.0,-32000000.0,,,,0.393333,,,,-7000000.0,18000000.0,,,510000000.0,1000000,,7583000000.0,160000000,,2719000000.0,116000000.0,-787000000.0,,,8597000000.0,,,923000000.0,,243150000.0,235000000.0,,,28000000,1565000000.0,,20443000000.0,108000000.0,,,17724000000.0,,,,-133000000.0,,443000000.0,,,,198000000.0,,,,,,159000000,118000000,40000000.0,1048000000.0,,,,8881000000.0,,,,,11457000000.0,,,,,,,,,0.393333,67000000.0,,101000000.0,-20000000.0,16000000.0,,145000000.0,12380000000.0,,96000000,5107000000.0,,233000000.0,264000000.0,,378000000,,-798000000,,,,,,,,,,,,,,125000000.0,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,,,,,-3888000000.0,,,378000000,,,,,4583000000.0,,450000000.0,,,,171000000.0,1556000000.0,,,,,441000000.0,,586000000.0,,,,,,-1630000000.0,,243400000.0,814000000.0,432000000.0,79000000.0,522000000.0,,312000000.0,,-187000000,,-173000000.0,,,,,,,,,,343000000,,,,,67000000,326000000.0,,,-1119000000.0,39000000.0,,,,0.16,,,,-23000000.0,91000000.0,,,,-15000000,,8677000000.0,88000000,,1601000000.0,84000000.0,-219000000.0,,,9796000000.0,,,1395000000.0,,243400000.0,546000000.0,,,170000000,145000000.0,,21109000000.0,126000000.0,,,19508000000.0,,,,-160000000.0,,507000000.0,,,,267000000.0,,,,,,103000000,66000000,45000000.0,975000000.0,,,,8545000000.0,,,,,11096000000.0,,,,,,,,,0.16,255000000.0,,98000000.0,-226000000.0,76000000.0,,102000000.0,12491000000.0,,40000000,5342000000.0,,383000000.0,255000000.0,,441000000,,-89000000,,,,,,,,,,,,,,151000000.0,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,,9814000000.0,229000000.0,300000000.0,276000000.0,-3888000000.0,-3707000000.0,594000000.0,441000000,,,1379000000.0,4465000000.0,4465000000.0,389000000.0,249000000.0,-690000000.0,,,157000000.0,1612000000.0,,166000000.0,,496000000.0,786000000.0,19643000000.0,1027000000.0,,108000000.0,,899000000.0,,-920000000.0,,248700000.0,266000000.0,0.0,34000000.0,677000000.0,,416000000.0,,271000000,-1407000000.0,-223000000.0,,528000000.0,-74000000.0,,574000000.0,-1158000000.0,101000000.0,,571000000.0,89000000,1063000000.0,-18000000.0,,,357000000,229000000.0,1052000000.0,199000000.0,-1158000000.0,-73000000.0,108000000.0,613000000.0,,0.4,293000000.0,,11631000000.0,17000000.0,-46000000.0,244700000.0,,,30000000,31000000.0,8656000000.0,208000000,,1632000000.0,124000000.0,-868000000.0,,,9814000000.0,1612000000.0,,1515000000.0,143000000.0,248700000.0,502000000.0,1.13,,-134000000,241000000.0,45000000.0,21275000000.0,113000000.0,,373000000.0,19643000000.0,-628000000.0,63000000.0,502000000.0,-162000000.0,543000000.0,395000000.0,274000000.0,241000000.0,,396000000.0,,266000000.0,2115000000.0,-1058000000.0,439000000.0,178000000,126000000,44000000.0,300000000.0,395000000.0,0.0,-191000000.0,7752000000.0,786000000.0,293000000.0,15000000.0,,10116000000.0,7752000000.0,,,,-3888000000.0,21275000000.0,447000000.0,786000000.0,0.4,574000000.0,1515000000.0,95000000.0,574000000.0,101000000.0,274000000.0,182000000.0,11631000000.0,5627000000.0,99000000,5627000000.0,244700000.0,-69000000.0,281000000.0,,786000000,,-3000000,1.13,727000000.0,,10116000000.0,753000000.0,,,110000000.0,1632000000.0,8656000000.0,,,,110000000.0,1027000000.0,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,,,,,,0.0,,,786000000,,,,,4638000000.0,,47000000.0,,,,171000000.0,1649000000.0,735000000.0,,,,1323000000.0,,1605000000.0,,,,,,-63000000.0,,259500000.0,734000000.0,19000000.0,-30000000.0,656000000.0,,272000000.0,,660000000,,-175000000.0,,,,226000000.0,,,,,,178000000,,,,,529000000,240000000.0,,,-1261000000.0,21000000.0,,,,-0.03,,,,0.0,-4000000.0,,,-603000000.0,12000000,,8905000000.0,58000000,,2255000000.0,142000000.0,-49000000.0,,,10166000000.0,,,1497000000.0,,259500000.0,530000000.0,,,3000000,282000000.0,,22303000000.0,120000000.0,,,20048000000.0,,,,-166000000.0,,559000000.0,,,,343000000.0,,,,,,46000000,26000000,51000000.0,770000000.0,,,,8593000000.0,,,,,11032000000.0,,,,,,,,,-0.03,523000000.0,,94000000.0,-173000000.0,72000000.0,,10000000.0,12529000000.0,,-8000000,5567000000.0,,-42000000.0,313000000.0,,1323000000,,-309000000,,,,,,,,,,,,,,182000000.0,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,,,,,-4664000000.0,,,1323000000,,,,,9874000000.0,,148000000.0,,,,265000000.0,2591000000.0,,,,,468000000.0,,674000000.0,,,,,,-548000000.0,,261200000.0,953000000.0,20000000.0,-10000000.0,934000000.0,,504000000.0,,3316000000,,-176000000.0,,,,5000000.0,,,,,,419000000,,,,,-851000000,276000000.0,,,-1371000000.0,54000000.0,,,,-0.06,,,,18000000.0,22000000.0,,,,56000000,,9188000000.0,191000000,,1603000000.0,296000000.0,-4472000000.0,,,10559000000.0,,,1773000000.0,,261200000.0,1304000000.0,,,243000000,206000000.0,,28304000000.0,206000000.0,,,26701000000.0,,,,-196000000.0,,813000000.0,,,,373000000.0,,,,,,135000000,20000000,59000000.0,1733000000.0,,,,9563000000.0,,,,,13907000000.0,,,,,,,,,-0.06,544000000.0,,107000000.0,-76000000.0,96000000.0,,2000000.0,15680000000.0,,-16000000,5897000000.0,,2629000000.0,561000000.0,,468000000,,-4586000000,,,,,,,,,,,,,,201000000.0,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,,,,,0.0,,,468000000,,,,,10091000000.0,,35000000.0,,,,278000000.0,2654000000.0,737000000.0,,,,492000000.0,,686000000.0,,,,,,-1048000000.0,,262600000.0,894000000.0,7000000.0,-3000000.0,961000000.0,,510000000.0,,-100000000,,-164000000.0,,,,977000000.0,,,,,,375000000,,,,0.0,11000000,340000000.0,,,-1498000000.0,27000000.0,,,,-0.04,,,,13000000.0,-11000000.0,,,-856000000.0,30000000,,9434000000.0,181000000,,1623000000.0,289000000.0,-33000000.0,,,10932000000.0,,,1736000000.0,,262600000.0,1324000000.0,,,211000000,194000000.0,,28773000000.0,215000000.0,,,27150000000.0,,,,-168000000.0,,790000000.0,,,,394000000.0,,,,,,151000000,25000000,63000000.0,1723000000.0,,,,9145000000.0,,,,,13542000000.0,,,,,,,,,-0.04,502000000.0,,114000000.0,-102000000.0,140000000.0,,6000000.0,15278000000.0,,-11000000,5848000000.0,,-271000000.0,567000000.0,,492000000,,-264000000,,,,,,,,,,,,,,209000000.0,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,,11517000000.0,237000000.0,365000000.0,11000000.0,0.0,-2228000000.0,-426000000.0,492000000,,,1842000000.0,9894000000.0,9894000000.0,424000000.0,28000000.0,-714000000.0,,,196000000.0,2849000000.0,,239000000.0,,59000000.0,341000000.0,27965000000.0,480000000.0,,159000000.0,,3814000000.0,,-569000000.0,,276500000.0,246000000.0,0.0,-321000000.0,984000000.0,,556000000.0,,-62000000,-4843000000.0,-199000000.0,,574000000.0,,4000000.0,463000000.0,-1580000000.0,108000000.0,,1902000000.0,509000000,1509000000.0,67000000.0,,,-115000000,237000000.0,2026000000.0,786000000.0,-1580000000.0,-12000000.0,159000000.0,910000000.0,,0.09,300000000.0,,16003000000.0,36000000.0,124000000.0,264600000.0,,,75000000,-31000000.0,9937000000.0,317000000,,1512000000.0,389000000.0,-289000000.0,,,11517000000.0,2849000000.0,,1564000000.0,-5041000000.0,276500000.0,1301000000.0,-0.04,,310000000,139000000.0,131000000.0,29477000000.0,130000000.0,,124000000.0,27965000000.0,-680000000.0,767000000.0,1301000000.0,-178000000.0,747000000.0,738000000.0,400000000.0,139000000.0,1212000000.0,399000000.0,,246000000.0,3535000000.0,-5721000000.0,1116000000.0,242000000,53000000,66000000.0,365000000.0,738000000.0,0.0,-469000000.0,9701000000.0,374000000.0,300000000.0,173000000.0,,14439000000.0,9701000000.0,,,,0.0,29477000000.0,671000000.0,341000000.0,0.09,463000000.0,1564000000.0,109000000.0,-108000000.0,108000000.0,400000000.0,41000000.0,16003000000.0,5623000000.0,46000000,5623000000.0,264600000.0,-386000000.0,585000000.0,,374000000,,-562000000,-0.04,258000000.0,158000000.0,14439000000.0,1481000000.0,,,221000000.0,1512000000.0,9937000000.0,,,,221000000.0,480000000.0,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,,,,,0.0,,,374000000,,,,,9805000000.0,,38000000.0,,,,251000000.0,2763000000.0,,,,,890000000.0,,1155000000.0,,,,,,-2204000000.0,,276600000.0,1288000000.0,,-54000000.0,1013000000.0,,819000000.0,,-971000000,,-178000000.0,,,,4000000.0,,,,,,466000000,,,,,515000000,,,,-1692000000.0,,,,,0.42,,,,15000000.0,191000000.0,,,,185000000,,10090000000.0,512000000,,2072000000.0,353000000.0,-15000000.0,,,11782000000.0,,,1799000000.0,,276600000.0,1316000000.0,,,288000000,265000000.0,,29168000000.0,193000000.0,,,27096000000.0,,,,-228000000.0,,816000000.0,,,,409000000.0,,,,,,327000000,157000000,58000000.0,672000000.0,,,,10307000000.0,,,,,13762000000.0,,,,,,,,,0.42,511000000.0,,114000000.0,-63000000.0,101000000.0,,273000000.0,15561000000.0,,122000000,5367000000.0,,-175000000.0,604000000.0,,890000000,,1020000000,,,,,,,,,,,,,,252000000.0,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,,,,,-7853000000.0,,,890000000,,,,,8868000000.0,,14000000.0,,,,242000000.0,2663000000.0,,,,,782000000.0,,1081000000.0,,,,,,-324000000.0,,278300000.0,1026000000.0,,-18000000.0,1044000000.0,,604000000.0,,440000000,,-180000000.0,,,,4000000.0,,,,,,183000000,,,,,-74000000,123000000.0,,,-1724000000.0,,,,,0.21,,,,26000000.0,-225000000.0,,,,72000000,,10221000000.0,291000000,,2135000000.0,335000000.0,-438000000.0,,,11945000000.0,,,1470000000.0,,278300000.0,1949000000.0,,,3000000,299000000.0,,28830000000.0,188000000.0,,,26695000000.0,,,,-229000000.0,,949000000.0,,,,467000000.0,,,,,,219000000,98000000,54000000.0,1777000000.0,,,,10624000000.0,,,,,15084000000.0,,,,,,,,,0.21,321000000.0,,125000000.0,-77000000.0,105000000.0,,81000000.0,16554000000.0,,64000000,5137000000.0,,-889000000.0,577000000.0,,782000000,,-697000000,,,,,,,,,,,,,,260000000.0,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,,,,,0.0,,,782000000,,,,,9084000000.0,,49000000.0,,,,245000000.0,2657000000.0,,,,,1144000000.0,,1478000000.0,,,,,,-61000000.0,,276800000.0,1113000000.0,,-5000000.0,1167000000.0,,480000000.0,,402000000,,-204000000.0,,,,189000000.0,,,,,,337000000,,,,,374000000,114000000.0,,,-1806000000.0,,,,,-0.1,,,,12000000.0,-18000000.0,,,,65000000,,10155000000.0,152000000,,2571000000.0,319000000.0,-189000000.0,,,11961000000.0,,,1640000000.0,,276800000.0,1954000000.0,,,133000000,334000000.0,,29332000000.0,188000000.0,,,26761000000.0,,,,-194000000.0,,965000000.0,,,,603000000.0,,,,,,87000000,14000000,57000000.0,1782000000.0,,,,11111000000.0,,,,,15570000000.0,,,,,,,,,-0.1,413000000.0,,140000000.0,-29000000.0,128000000.0,,-27000000.0,17210000000.0,,-20000000,5098000000.0,,15000000.0,564000000.0,,1144000000,,-365000000,,,,,,,,,,,,,,217000000.0,,,,,,,,,,,,,,,,,,,,,,,
