,trailingNetIncomeCommonStockholders,annualGrossPPE,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlyBasicAverageShares,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualBeginningCashPosition,quarterlyOtherIntangibleAssets,annualInterestExpense,quarterlyChangeInInventory,annualOtherNonCurrentLiabilities,quarterlyOperatingExpense,quarterlySaleOfInvestment,annualCapitalExpenditure,trailingDeferredIncomeTax,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,annualOtherIncomeExpense,trailingGrossProfit,trailingCapitalExpenditure,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyAccountsPayable,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyTotalRevenue,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,annualNetOtherFinancingCharges,annualOtherNonCashItems,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyCapitalExpenditure,annualInventory,trailingTaxProvision,trailingChangeInInventory,trailingNetOtherFinancingCharges,trailingDepreciationAndAmortization,annualBasicEPS,quarterlyEbitda,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,annualStockBasedCompensation,annualPurchaseOfBusiness,quarterlyDilutedAverageShares,annualCostOfRevenue,annualCapitalStock,trailingOtherNonCashItems,quarterlyOtherNonCashItems,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualOperatingExpense,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyOperatingCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualChangeInWorkingCapital,trailingCashDividendsPaid,quarterlyOtherCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingCostOfRevenue,trailingNetIncome,trailingNetIncomeContinuousOperations,quarterlyTaxProvision,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyRetainedEarnings,quarterlyNetPPE,annualNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyCostOfRevenue,annualRetainedEarnings,quarterlyGoodwill,trailingChangeInWorkingCapital,quarterlyDepreciationAndAmortization,quarterlyLongTermDebt,annualPretaxIncome,annualDilutedEPS,annualGoodwill,annualFreeCashFlow,annualCommonStockIssuance,quarterlyTotalNonCurrentAssets,annualDilutedAverageShares,annualAccountsReceivable,quarterlyTotalAssets,annualCashDividendsPaid,annualNetIncome,annualAccountsPayable,trailingOperatingIncome,trailingInvestingCashFlow,annualTotalRevenue,annualOtherCurrentAssets,trailingChangeInAccountPayable,annualPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,annualInvestingCashFlow,trailingCommonStockIssuance,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualEndCashPosition,annualTaxProvision,quarterlyDilutedEPS,annualTotalAssets,trailingTotalRevenue,annualStockholdersEquity,annualBasicAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNonCurrentDeferredRevenue,annualLongTermDebt,annualOperatingIncome,annualCashAndCashEquivalents,annualDepreciationAndAmortization,annualCurrentLiabilities,quarterlyCurrentDebt,annualCurrentAccruedExpenses,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,trailingEndCashPosition,quarterlyInvestingCashFlow,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyInventory,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualChangeInAccountPayable,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,annualOperatingCashFlow,quarterlyCashDividendsPaid,annualOtherIntangibleAssets,annualOtherNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,trailingPretaxIncome,annualEbitda,annualCurrentAssets,annualResearchAndDevelopment,trailingBasicAverageShares,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,trailingSellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1364688000,,,-79000000.0,,15000000.0,,,0.79,192000000.0,,,5222000000.0,,319000000.0,,55000000.0,,350000000.0,,,,,168000000.0,,,,,721000000.0,,168000000.0,886000000.0,,,-40000000.0,,154000000.0,1108000000.0,-93000000.0,129000000.0,1113000000.0,10000000.0,,,,258000000.0,23000000.0,,-250000000.0,,,,,,,400000000.0,,,,,,202800000.0,,,,-13000000.0,,10414000000.0,,1181000000.0,1087000000.0,,,14000000.0,,,,280000000.0,,-11000000.0,,,9000000.0,,,,110000000.0,-55000000.0,175000000.0,,,,30000000.0,,,1043000000.0,10414000000.0,,,675000000.0,,30000000.0,505000000.0,,1585000000.0,,129000000.0,5933000000.0,,,,,,14068000000.0,,,15155000000.0,,,,,,,,,,635000000.0,,,145000000.0,165000000.0,,,,0.76,,,,,8419000000.0,,,,,,,170000000.0,,96000000.0,,,-30000000.0,9600000000.0,,151000000.0,206000000.0,,,-289000000.0,,,78000000.0,168000000.0,5000000.0,,608000000.0,20000000.0,,,,,,-55000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,205000000.0,,9000000.0,,,0.28,193400000.0,,,5807000000.0,,361000000.0,,-37000000.0,,336000000.0,,,,,267000000.0,,,,,1021000000.0,,267000000.0,962000000.0,,,-25000000.0,,168000000.0,1108000000.0,-88000000.0,178000000.0,790000000.0,579000000.0,,,,172000000.0,1097000000.0,,-298000000.0,,,,,,,262000000.0,,,,,,194100000.0,,,,-14000000.0,,11923000000.0,,1393000000.0,1237000000.0,,,99000000.0,,,,291000000.0,,-11000000.0,,,120000000.0,,,,114000000.0,-1000000000.0,36000000.0,,,,-34000000.0,,,1032000000.0,11923000000.0,,,591000000.0,,-7000000.0,282000000.0,,2077000000.0,,130000000.0,6985000000.0,,,,,,16396000000.0,,,17633000000.0,,,,,,,,,,811000000.0,,,70000000.0,68000000.0,,,,0.28,,,,,10077000000.0,,,,,,,300000000.0,,96000000.0,,,-43000000.0,11470000000.0,,54000000.0,238000000.0,,,-1289000000.0,,,138000000.0,267000000.0,-45000000.0,,508000000.0,18000000.0,,,,,,-58000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,,64000000.0,,13000000.0,,,0.23,212000000.0,,,5917000000.0,,356000000.0,,-35000000.0,,440000000.0,,,,,155000000.0,,,,,1064000000.0,,155000000.0,847000000.0,,,-192000000.0,,267000000.0,1229000000.0,-101000000.0,146000000.0,971000000.0,3000000.0,,,,175000000.0,35000000.0,,-262000000.0,,,,,,,323000000.0,,,,,,212700000.0,,,,8000000.0,,12005000000.0,,1451000000.0,1083000000.0,,,-112000000.0,,-125000000.0,,102000000.0,,4000000.0,,,-130000000.0,,,,108000000.0,0.0,74000000.0,,,,7000000.0,,,1013000000.0,12005000000.0,,,523000000.0,,-160000000.0,356000000.0,,2064000000.0,,141000000.0,6750000000.0,,,,,,16487000000.0,,,17570000000.0,,,,,,,,,,808000000.0,,,67000000.0,64000000.0,,,,0.23,,,,,9847000000.0,,,,,,,480000000.0,,108000000.0,,,-112000000.0,11298000000.0,,48000000.0,233000000.0,,,-249000000.0,,,172000000.0,155000000.0,-1000000.0,,615000000.0,-1000000.0,,,,,,-65000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,16600000000.0,-234000000.0,,36000000.0,-173000000.0,-79000000.0,,,247000000.0,353000000.0,6001000000.0,154000000.0,345000000.0,412000000.0,24000000.0,76000000.0,452000000.0,,-1175000000.0,,16612000000.0,72000000.0,-38000000.0,,,,1078000000.0,1037000000.0,72000000.0,463000000.0,,1186000000.0,-103000000.0,,155000000.0,1229000000.0,-72000000.0,150000000.0,1173000000.0,4000000.0,400000000.0,52000000.0,-42000000.0,247000000.0,31000000.0,7000000.0,-366000000.0,143000000.0,,,,,1.74,400000000.0,940000000.0,-4333000000.0,,,-1055000000.0,,1617000000.0,1229000000.0,,-23000000.0,,16600000000.0,9000000.0,2084000000.0,1296000000.0,1578000000.0,2430000000.0,-80000000.0,-6000000.0,0.0,-4333000000.0,219000000.0,,12000000.0,,11532000000.0,-30000000.0,1078000000.0,-31000000.0,,247000000.0,0.0,147000000.0,,,,29000000.0,-44000000.0,,1044000000.0,12267000000.0,66000000.0,91000000.0,682000000.0,,-147000000.0,474000000.0,1044000000.0,2075000000.0,,141000000.0,6474000000.0,432000000.0,1.73,2075000000.0,-276000000.0,596000000.0,16612000000.0,209300000.0,682000000.0,17908000000.0,-237000000.0,410000000.0,463000000.0,,,4047000000.0,150000000.0,,,76000000.0,-2164000000.0,,118000000.0,113000000.0,,72000000.0,32000000.0,,17908000000.0,,6001000000.0,202500000.0,9448000000.0,,6474000000.0,852000000.0,72000000.0,541000000.0,2084000000.0,940000000.0,91000000.0,112000000.0,,,89000000.0,11532000000.0,10000000.0,100000000.0,143000000.0,10000000.0,,-330000000.0,9000000.0,,143000000.0,72000000.0,3000000.0,,699000000.0,15000000.0,,-96000000.0,-72000000.0,12267000000.0,899000000.0,-59000000.0,345000000.0,143000000.0,72000000.0,9448000000.0,-125000000.0,,1385000000.0,1296000000.0,,,,,,,,,,,,,,,,,
1396224000,,,-145000000.0,,127000000.0,,,0.67,213600000.0,,,6139000000.0,,340000000.0,,70000000.0,,467000000.0,,,,,528000000.0,,,,,1075000000.0,,528000000.0,978000000.0,,,-254000000.0,,72000000.0,1229000000.0,-41000000.0,179000000.0,1455000000.0,11000000.0,,,,309000000.0,301000000.0,,-237000000.0,,,,,,,470000000.0,,,,,,220900000.0,,,,-1000000.0,,12424000000.0,,2542000000.0,1714000000.0,,,456000000.0,,,,265000000.0,,-7000000.0,,,-25000000.0,,,,149000000.0,0.0,193000000.0,,,,39000000.0,,,1118000000.0,12424000000.0,,,865000000.0,,28000000.0,679000000.0,,2097000000.0,,148000000.0,6421000000.0,,,,,,16876000000.0,,,18590000000.0,,,,,,,,,,616000000.0,,,154000000.0,157000000.0,319000000.0,,,0.66,,,,,9516000000.0,,,,,,,1400000000.0,,129000000.0,,,53000000.0,12058000000.0,,143000000.0,287000000.0,,,-110000000.0,,,75000000.0,528000000.0,3000000.0,,776000000.0,11000000.0,,,,,,-61000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,233000000.0,,10000000.0,,,0.22,214800000.0,,,6123000000.0,,340000000.0,,-54000000.0,,456000000.0,,,,,612000000.0,,,,,1088000000.0,,612000000.0,901000000.0,,,-161000000.0,,528000000.0,1229000000.0,-69000000.0,147000000.0,1056000000.0,12000000.0,,,,197000000.0,55000000.0,,-298000000.0,,,,,,,351000000.0,,,,,,215300000.0,,,,5000000.0,,12508000000.0,,2484000000.0,1576000000.0,,,84000000.0,,,,321000000.0,,-9000000.0,,,105000000.0,,,,155000000.0,0.0,72000000.0,,,,9000000.0,,,1097000000.0,12508000000.0,,,628000000.0,,23000000.0,403000000.0,,2074000000.0,,149000000.0,6443000000.0,,,,,,17010000000.0,,,18586000000.0,,,,,,,,,,678000000.0,,,63000000.0,60000000.0,307000000.0,,,0.22,,,,,9584000000.0,,,,,,,1413000000.0,,130000000.0,,,-87000000.0,12068000000.0,,47000000.0,290000000.0,,,-288000000.0,,,127000000.0,612000000.0,-4000000.0,,653000000.0,1000000.0,,,,,,-61000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,,83000000.0,,16000000.0,,,0.06,215600000.0,,,6786000000.0,,458000000.0,,-67000000.0,,565000000.0,,,,,458000000.0,,,,,1773000000.0,,458000000.0,1284000000.0,,,-157000000.0,,612000000.0,1820000000.0,34000000.0,225000000.0,1197000000.0,5000000.0,,,,226000000.0,2748000000.0,,-340000000.0,,,,,,,370000000.0,,,,,,216100000.0,,,,31000000.0,,16929000000.0,,4175000000.0,3243000000.0,,,-154000000.0,,0.0,,62000000.0,,23000000.0,,,-214000000.0,,,,209000000.0,-2648000000.0,24000000.0,,,,-8000000.0,,,1042000000.0,16929000000.0,,,782000000.0,,-278000000.0,406000000.0,,3652000000.0,,181000000.0,10886000000.0,,,,,,23497000000.0,,,26740000000.0,,,,,,,,,,886000000.0,,,32000000.0,29000000.0,384000000.0,,,0.06,,,,,15374000000.0,,,,,,,2451000000.0,,165000000.0,,,-128000000.0,19549000000.0,,14000000.0,411000000.0,,,-2972000000.0,,,347000000.0,458000000.0,-46000000.0,,791000000.0,4000000.0,,,,,,-66000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,,25528000000.0,-118000000.0,,21000000.0,-743000000.0,158000000.0,,,355000000.0,317000000.0,8691000000.0,72000000.0,488000000.0,574000000.0,40000000.0,147000000.0,693000000.0,,-1725000000.0,,24665000000.0,230000000.0,-38000000.0,,,,1837000000.0,1493000000.0,230000000.0,612000000.0,,3361000000.0,-542000000.0,,458000000.0,1820000000.0,129000000.0,295000000.0,1693000000.0,23000000.0,385000000.0,28000000.0,60000000.0,291000000.0,257000000.0,-11000000.0,-850000000.0,321000000.0,,,,,1.41,522000000.0,835000000.0,-7712000000.0,,,-2648000000.0,,2197000000.0,1820000000.0,,25000000.0,,25528000000.0,0.0,2684000000.0,1963000000.0,2181000000.0,3204000000.0,-228000000.0,23000000.0,0.0,-7712000000.0,334000000.0,26000000.0,16000000.0,,17516000000.0,-70000000.0,1837000000.0,-204000000.0,,355000000.0,0.0,162000000.0,,,,26000000.0,53000000.0,,1060000000.0,17816000000.0,174000000.0,128000000.0,479000000.0,,-516000000.0,709000000.0,1060000000.0,3732000000.0,,210000000.0,10049000000.0,451000000.0,1.4,3732000000.0,-743000000.0,51000000.0,24665000000.0,226100000.0,479000000.0,26628000000.0,-256000000.0,379000000.0,612000000.0,,,5401000000.0,295000000.0,,,147000000.0,-4199000000.0,,136000000.0,133000000.0,483000000.0,230000000.0,66000000.0,,26628000000.0,,8691000000.0,225600000.0,14832000000.0,26000000.0,10049000000.0,1023000000.0,230000000.0,688000000.0,2684000000.0,835000000.0,128000000.0,150000000.0,,,39000000.0,17516000000.0,12000000.0,113000000.0,183000000.0,12000000.0,,-829000000.0,0.0,,321000000.0,230000000.0,9000000.0,,984000000.0,12000000.0,,-123000000.0,129000000.0,17816000000.0,982000000.0,-68000000.0,488000000.0,183000000.0,230000000.0,14832000000.0,0.0,,1713000000.0,1963000000.0,,,,,,,,,,,,,,,,,
1427760000,,,-24000000.0,,1000000.0,,,0.72,276700000.0,,,9143000000.0,,508000000.0,,60000000.0,,688000000.0,,,,,299000000.0,,,,,1923000000.0,,299000000.0,1437000000.0,,,-189000000.0,,230000000.0,1820000000.0,426000000.0,279000000.0,1915000000.0,17000000.0,,,,394000000.0,156000000.0,,-554000000.0,,,,,,,635000000.0,,,,,,283100000.0,,,,-8000000.0,,18675000000.0,,2710000000.0,2068000000.0,,,72000000.0,,,,450000000.0,,-9000000.0,,,29000000.0,,,,210000000.0,,277000000.0,,,,57000000.0,,,1164000000.0,18675000000.0,,,945000000.0,,-104000000.0,833000000.0,,3942000000.0,,215000000.0,10637000000.0,,,,,,25918000000.0,,,27986000000.0,,,,,,,,,,1203000000.0,,,220000000.0,218000000.0,473000000.0,,,0.71,,,,,15699000000.0,,,,,,,875000000.0,,143000000.0,,,-10000000.0,18409000000.0,,198000000.0,361000000.0,,,-553000000.0,,,272000000.0,299000000.0,14000000.0,,1082000000.0,1000000.0,,,,,,-80000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,117000000.0,,482000000.0,,,0.88,277900000.0,,,9287000000.0,,523000000.0,,-18000000.0,,678000000.0,,,,,797000000.0,,,,,1946000000.0,,797000000.0,1401000000.0,,,-267000000.0,,299000000.0,1820000000.0,378000000.0,253000000.0,1538000000.0,3000000.0,,,,329000000.0,166000000.0,,-617000000.0,,,,,,,719000000.0,,,,,,284200000.0,,,,27000000.0,,18122000000.0,,2710000000.0,2760000000.0,,,497000000.0,,,,468000000.0,,48000000.0,,,74000000.0,,,,223000000.0,,354000000.0,,,,76000000.0,,,1313000000.0,18122000000.0,,,814000000.0,,-149000000.0,531000000.0,,3908000000.0,,220000000.0,10648000000.0,,,,,,25309000000.0,,,28069000000.0,,,,,,,,,,1180000000.0,,,278000000.0,263000000.0,458000000.0,,,0.87,,,,,15612000000.0,,,,,,,1030000000.0,,145000000.0,,,8000000.0,18322000000.0,,244000000.0,391000000.0,,,-135000000.0,,,287000000.0,797000000.0,165000000.0,,1007000000.0,12000000.0,,,,,,-74000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,,51000000.0,,66000000.0,,,0.54,279100000.0,,,9634000000.0,,546000000.0,,-48000000.0,,678000000.0,,,,,347000000.0,,,,,2069000000.0,,347000000.0,1386000000.0,,,-939000000.0,,797000000.0,1820000000.0,633000000.0,235000000.0,1566000000.0,5000000.0,,,,355000000.0,-388000000.0,,-512000000.0,,,,,,,582000000.0,,,,,,285300000.0,,,,33000000.0,,18933000000.0,,2600000000.0,2337000000.0,,,-452000000.0,,,,358000000.0,,65000000.0,,,-95000000.0,,,,238000000.0,0.0,219000000.0,,,,40000000.0,,,1359000000.0,18933000000.0,,,796000000.0,,-154000000.0,533000000.0,,4075000000.0,,217000000.0,10800000000.0,,,,,,26300000000.0,,,28637000000.0,,,,,,,,,,1167000000.0,,,179000000.0,170000000.0,461000000.0,,,0.54,,,,,15929000000.0,,,,,,,940000000.0,,146000000.0,,,-77000000.0,18529000000.0,,151000000.0,354000000.0,,,-446000000.0,,,349000000.0,347000000.0,3000000.0,,1033000000.0,-2000000.0,,,,,,-75000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,27868000000.0,-130000000.0,,364000000.0,-1224000000.0,12000000.0,,,492000000.0,728000000.0,9880000000.0,230000000.0,541000000.0,580000000.0,21000000.0,159000000.0,693000000.0,,-2243000000.0,,26947000000.0,242000000.0,179000000.0,,,,2050000000.0,1864000000.0,242000000.0,574000000.0,,-346000000.0,-311000000.0,,347000000.0,1820000000.0,791000000.0,246000000.0,1708000000.0,15000000.0,840000000.0,-3000000.0,56000000.0,351000000.0,-280000000.0,15000000.0,-560000000.0,337000000.0,,,,,2.61,580000000.0,895000000.0,-8273000000.0,,,-38000000.0,,2561000000.0,1820000000.0,,4000000.0,,27868000000.0,,2638000000.0,1857000000.0,2737000000.0,4166000000.0,-105000000.0,164000000.0,,-8273000000.0,397000000.0,38000000.0,60000000.0,,18451000000.0,-56000000.0,2050000000.0,-48000000.0,,492000000.0,-38000000.0,213000000.0,,,,50000000.0,14000000.0,,1388000000.0,19595000000.0,913000000.0,127000000.0,517000000.0,,-163000000.0,664000000.0,1388000000.0,4173000000.0,,221000000.0,10840000000.0,1063000000.0,2.59,4173000000.0,-570000000.0,40000000.0,26947000000.0,284700000.0,517000000.0,28804000000.0,-309000000.0,805000000.0,574000000.0,,,6727000000.0,246000000.0,,,159000000.0,-1368000000.0,,163000000.0,154000000.0,472000000.0,242000000.0,223000000.0,,28804000000.0,,9880000000.0,278600000.0,15813000000.0,38000000.0,10840000000.0,1429000000.0,242000000.0,873000000.0,2638000000.0,895000000.0,127000000.0,146000000.0,,,-3000000.0,18451000000.0,125000000.0,135000000.0,93000000.0,125000000.0,,-234000000.0,,,337000000.0,242000000.0,-3000000.0,,1044000000.0,-14000000.0,,-82000000.0,791000000.0,19595000000.0,1673000000.0,-80000000.0,541000000.0,93000000.0,242000000.0,15813000000.0,,,2516000000.0,1857000000.0,,,,,,,,,,,,,,,,,
1459382400,,,63000000.0,,13000000.0,,,0.57,282400000.0,,,9719000000.0,,528000000.0,,51000000.0,,692000000.0,,,,,232000000.0,,,,,1978000000.0,,232000000.0,1306000000.0,,,-40000000.0,,242000000.0,1820000000.0,525000000.0,247000000.0,1757000000.0,19000000.0,,,,373000000.0,-66000000.0,,-426000000.0,,,,,,,611000000.0,,,,,,288600000.0,,,,14000000.0,,19181000000.0,,2491000000.0,1707000000.0,,,-10000000.0,,,,483000000.0,,2000000.0,,,32000000.0,,,,285000000.0,,230000000.0,,,,42000000.0,,,1444000000.0,19181000000.0,,,877000000.0,,57000000.0,692000000.0,,4005000000.0,,234000000.0,10478000000.0,,,,,,26309000000.0,,,28016000000.0,,,,,,,,,,1122000000.0,,,188000000.0,181000000.0,458000000.0,,,0.57,,,,,15342000000.0,,,,,,,873000000.0,,147000000.0,,,-69000000.0,17833000000.0,,162000000.0,356000000.0,,,-413000000.0,,,271000000.0,232000000.0,-6000000.0,,1065000000.0,-9000000.0,,,,,,-96000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,21000000.0,,-11000000.0,,,0.38,283700000.0,,,9851000000.0,,539000000.0,,-6000000.0,,686000000.0,,,,,296000000.0,,,,,2128000000.0,,296000000.0,1167000000.0,,,-69000000.0,,232000000.0,1820000000.0,506000000.0,201000000.0,1477000000.0,8000000.0,,,,311000000.0,380000000.0,,-433000000.0,,,,,,,558000000.0,,,,,,284300000.0,,,,27000000.0,,19772000000.0,,2147000000.0,1694000000.0,,,64000000.0,,,,448000000.0,,28000000.0,,,10000000.0,,,,304000000.0,-318000000.0,170000000.0,,,,28000000.0,,,1551000000.0,19772000000.0,,,834000000.0,,15000000.0,480000000.0,,4018000000.0,,232000000.0,11144000000.0,,,,,,26929000000.0,,,28623000000.0,,,,,,,,,,1123000000.0,,,142000000.0,125000000.0,454000000.0,,,0.38,,,,,16150000000.0,,,,,,,649000000.0,,156000000.0,,,5000000.0,18297000000.0,,107000000.0,336000000.0,,,-762000000.0,,,292000000.0,296000000.0,7000000.0,,997000000.0,-5000000.0,,,,,,-88000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,,43000000.0,,-7000000.0,,,0.45,285000000.0,,,9668000000.0,,549000000.0,,-39000000.0,,673000000.0,,,,,301000000.0,,,,,2203000000.0,,301000000.0,1438000000.0,,,-215000000.0,,296000000.0,1623000000.0,565000000.0,209000000.0,1510000000.0,13000000.0,,,,352000000.0,51000000.0,,-522000000.0,,,,,,,601000000.0,,,,,,289500000.0,,,,-1000000.0,,20205000000.0,,2318000000.0,1785000000.0,,,5000000.0,,-200000000.0,,478000000.0,,29000000.0,,,57000000.0,,,,312000000.0,0.0,198000000.0,,,,40000000.0,,,1456000000.0,20205000000.0,,,837000000.0,,-44000000.0,485000000.0,,4058000000.0,,234000000.0,11624000000.0,,,,,,27406000000.0,,,29191000000.0,,,,,,,,,,1126000000.0,,,158000000.0,149000000.0,439000000.0,,,0.45,,,,,16737000000.0,,,,,,,541000000.0,,169000000.0,,,85000000.0,19055000000.0,,127000000.0,308000000.0,,,-529000000.0,,,337000000.0,301000000.0,9000000.0,,1025000000.0,-17000000.0,,,,,,-88000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,40193000000.0,-84000000.0,,16000000.0,-336000000.0,27000000.0,,,690000000.0,585000000.0,14597000000.0,242000000.0,1011000000.0,707000000.0,11000000.0,171000000.0,947000000.0,,-2061000000.0,,45738000000.0,269000000.0,46000000.0,,,287000000.0,3263000000.0,2031000000.0,269000000.0,554000000.0,,5050000000.0,-12000000.0,,301000000.0,1623000000.0,745000000.0,313000000.0,2094000000.0,5000000.0,713000000.0,1308000000.0,27000000.0,463000000.0,4685000000.0,17000000.0,-680000000.0,372000000.0,,,,,1.89,774000000.0,1406000000.0,-10856000000.0,287000000.0,,-4841000000.0,,2341000000.0,1623000000.0,,-13000000.0,,40193000000.0,,3944000000.0,2166000000.0,3014000000.0,4497000000.0,-32000000.0,98000000.0,0.0,-10856000000.0,475000000.0,69000000.0,39000000.0,,31454000000.0,-94000000.0,3263000000.0,5000000.0,,690000000.0,-4523000000.0,260000000.0,,,,35000000.0,43000000.0,,1455000000.0,29337000000.0,11000000.0,218000000.0,507000000.0,,-205000000.0,684000000.0,1455000000.0,12364000000.0,,283000000.0,20876000000.0,858000000.0,1.89,12364000000.0,-177000000.0,45000000.0,45738000000.0,313400000.0,507000000.0,47904000000.0,-388000000.0,660000000.0,554000000.0,,,6838000000.0,313000000.0,,,171000000.0,-6891000000.0,,225000000.0,205000000.0,664000000.0,269000000.0,145000000.0,,47904000000.0,,14597000000.0,308900000.0,27510000000.0,69000000.0,20876000000.0,1483000000.0,269000000.0,983000000.0,3944000000.0,1406000000.0,218000000.0,231000000.0,,,4000000.0,31454000000.0,99000000.0,189000000.0,136000000.0,99000000.0,,-5187000000.0,,,372000000.0,269000000.0,16000000.0,,1410000000.0,1339000000.0,,25000000.0,745000000.0,29337000000.0,1884000000.0,-116000000.0,1011000000.0,136000000.0,269000000.0,27510000000.0,-200000000.0,,2548000000.0,2166000000.0,,,,,,,,,,,,,,,,,
1490918400,,,-13000000.0,,-10000000.0,,,0.72,406200000.0,,,15211000000.0,,1015000000.0,,51000000.0,,879000000.0,,,,,298000000.0,,,,,3323000000.0,,298000000.0,1966000000.0,,,-16000000.0,,269000000.0,1623000000.0,653000000.0,325000000.0,2274000000.0,514000000.0,,,,641000000.0,208000000.0,,-709000000.0,,,,,,,978000000.0,,,,,,406900000.0,,,,5000000.0,,29598000000.0,,4156000000.0,2152000000.0,,,29000000.0,,,,541000000.0,,72000000.0,,,-171000000.0,,,,479000000.0,,443000000.0,,,,106000000.0,,,1583000000.0,29598000000.0,,,1133000000.0,,-168000000.0,754000000.0,,12261000000.0,,297000000.0,20277000000.0,,,,,,45897000000.0,,,48049000000.0,,,,,,,,,,1232000000.0,,,337000000.0,310000000.0,582000000.0,,,0.72,,,,,26831000000.0,,,,,,,1635000000.0,,238000000.0,,,-6000000.0,30987000000.0,,294000000.0,428000000.0,,,-719000000.0,,,320000000.0,298000000.0,27000000.0,,1520000000.0,-16000000.0,,,,,,-114000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
