,trailingSaleOfInvestment,annualBasicAverageShares,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,annualBasicEPS,annualAccountsReceivable,annualPurchaseOfInvestment,quarterlyDilutedAverageShares,annualLongTermDebt,quarterlyLongTermDebt,annualDilutedEPS,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,annualStockholdersEquity,trailingCashDividendsPaid,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncome,trailingPretaxIncome,annualRetainedEarnings,quarterlyNetPPE,annualChangeInInventory,quarterlyInventory,annualCurrentLiabilities,annualGoodwill,trailingNetIncome,quarterlyTaxProvision,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,trailingNetOtherInvestingChanges,quarterlyCommonStockIssuance,annualOperatingCashFlow,quarterlyCostOfRevenue,annualInventory,quarterlyAccountsReceivable,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualDilutedAverageShares,annualNetPPE,quarterlyOtherIntangibleAssets,annualOperatingIncome,trailingGrossProfit,quarterlyCapitalStock,annualTotalRevenue,quarterlyBeginningCashPosition,quarterlyBasicEPS,trailingRepaymentOfDebt,annualCapitalStock,trailingResearchAndDevelopment,quarterlyFreeCashFlow,trailingTotalRevenue,annualRepaymentOfDebt,annualEndCashPosition,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,trailingPurchaseOfInvestment,annualOtherNonCurrentLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCashAndCashEquivalents,annualPretaxIncome,quarterlyCurrentDebt,annualAccountsPayable,trailingInvestingCashFlow,trailingOperatingIncome,annualGrossPPE,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlySaleOfInvestment,annualOperatingExpense,annualSellingGeneralAndAdministration,trailingSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualCapitalExpenditure,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,trailingCapitalExpenditure,quarterlyGrossProfit,trailingNetIncomeContinuousOperations,trailingOperatingExpense,quarterlyOperatingIncome,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,trailingBeginningCashPosition,quarterlyTotalRevenue,trailingInterestExpense,trailingNetOtherFinancingCharges,quarterlyGrossPPE,quarterlyEndCashPosition,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyInvestingCashFlow,quarterlyChangeInInventory,quarterlyBasicAverageShares,annualCurrentAssets,annualEbitda,quarterlyOtherNonCashItems,annualInterestExpense,annualResearchAndDevelopment,annualNetIncomeCommonStockholders,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashDividendsPaid,quarterlyEbitda,quarterlyPurchaseOfBusiness,annualCommonStockIssuance,annualGrossProfit,quarterlyCurrentAssets,quarterlyPretaxIncome,annualOtherShortTermInvestments,annualTotalNonCurrentAssets,quarterlyCurrentLiabilities,annualFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCostOfRevenue,quarterlyOperatingExpense,quarterlyRetainedEarnings,trailingCostOfRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,trailingNetIncomeCommonStockholders,annualTaxProvision,trailingFreeCashFlow,quarterlyGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,trailingTaxProvision,annualTotalAssets,annualCurrentDebt,quarterlyOtherCurrentAssets,annualNetIncome,annualBeginningCashPosition,annualPurchaseOfBusiness,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualOtherNonCashItems,annualCashDividendsPaid,quarterlyDilutedEPS,trailingRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,annualDeferredIncomeTax,trailingChangeInAccountPayable,annualStockBasedCompensation,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,trailingOperatingCashFlow,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingBasicEPS,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualGainsLossesNotAffectingRetainedEarnings,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInInventory,trailingPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,annualIncomeTaxPayable,trailingDepreciationAndAmortization,trailingOtherIncomeExpense,trailingDilutedAverageShares,quarterlyAccumulatedDepreciation
1490918400,,,,,0.0,,,,,7688039032.0,,24571826450.86,,785678.85,-143791003.44,,,,101307780.76,,,84568429.35,,,7893689103.0,,13452399537.38,,,,6082995.59,5841433953.05,3087251607.08,3071925.72,,,,,3871607399.67,,31461825420.22,,,,,4848094350.57,,,7664132250.0,,6574662778.31,0.011,,,,-43663746.83,,,,,,20022360887.12,94175172622.55,84568429.35,,,,,11346697405.67,350060336.7,11343625479.95,,6254678586.51,,,,,-171953419.97,,,21561523.94,,,,,,56214608816.07,,13807634460.4,325382177.88,,1403304907.77,,,524540887.01,,,,5274912307.44,,,7893689103.0,9661914385.39,,,-371733644.7,,7688039032.0,,,,,,,,-159080027.53,457451113.05,-16668920.77,,,74152811735.43,107390776.35,,,30326415898.49,,25888192917.58,,878764020.76,15048126964.73,,515116573.3,817026173.86,36956037441.29,-684572848.29,,,,2127751945.13,,-62687437.02,,,,14250654528.3,,,,265229298.58,,,,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,,,-149902160.0,,,,,,,23951266954.13,,750820.07,-219808707.48,,,,973768558.31,,,1046990741.64,,,6654854701.35,,9616922873.53,,,,-6826028.98,1612185034.38,941309164.53,164685.6,,,,,6427665092.77,,23510840464.97,,,,,4193391048.45,,,7664132250.0,,9661914385.39,,,,,376996570.31,,,,,,21671582838.84,90762462373.56,1046990741.64,,,,,11766218426.45,417104510.26,11766053740.85,,5507228033.68,,,,,16153419.97,,,77428444.01,,,,,,52924848843.6,,12733780415.09,316482685.89,,1087563542.43,,,-510306431.76,,,,7515228635.2,,,6654854701.35,10603223549.92,,,6004169759.22,,,,,,,,,,-338413335.82,1384047039.59,,,,69090879534.72,966942529.33,,,27962890147.7,,24961958695.9,,1597869974.19,14951324631.77,,475255547.08,1513746349.12,37153623955.34,-7290005052.64,,,,2121920454.64,,282393063.63,,,,13130491257.45,,,,316482685.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,,,,-0.02,,,,,7538677424.0,,21135109354.65,,743368.5,-88742672.43,,,,152388020.33,,,150773548.47,,,6648345256.03,,9832021444.39,,,,-52078213.04,2308282773.76,-1690123226.59,3653747854.71,,,0.0,,3734410117.48,,23486367564.54,,,,,3991537272.94,,,7625287164.0,,10603223549.92,0.02,,,,312548835.45,,,,,,21608851213.83,86117168799.21,150773548.47,,,,,13732668868.97,0.0,10078921014.26,,5499149499.22,,,,,-3959655997.92,,,0.0,,,,,,48112738299.1,,11373869102.74,485417242.14,,1335720216.66,,,472306541.73,,,,5070130334.14,,,6648345256.03,8913100323.33,,,1803430583.98,,7538677424.0,,,,,,,,-1434017945.03,100309807.29,,,,64508317585.38,100309807.29,,,25801354513.92,,22311383785.18,,863413674.93,15102098180.24,,473756369.22,821053835.07,37320037658.89,-7171291400.53,,,,2134922372.7,,-2990500.0,,,,13193684311.73,,,,485417242.14,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,7834845384.0,485190609.26,69185449.77,495241956.13,,0.17,21631335419.02,-6618238785.9,,19295494376.47,19295494376.47,0.17,1112809.96,-311403101.2,37578261818.0,,968487654.55,20518305.5,,3637564093.79,49590995.81,,15128581147.39,6273906525.31,938358085.99,8885788940.46,24470074837.41,2124813228.84,,46260150.7,4098618096.16,-1764964149.95,6322873585.85,1191577050.41,,365756306.23,2851086469.93,4270441324.56,8885788940.46,21631335419.02,4184700359.43,14578789496.46,7834845384.0,6273906525.31,4184700359.43,605725726.5,,7794048075.0,23272893731.36,8913100323.33,,,7794048075.0,,1441459326.45,,-17876573973.38,7148136173.38,4098618096.16,274756080.31,21107506233.6,83149067653.62,49590995.81,441740634.39,,,441740634.39,14578789496.46,119626441.42,8255915910.61,1241421569.17,5417347146.79,9122444978.94,,,6273906525.31,-2502782787.98,,,-29804518.18,4363044070.38,4220090778.12,,1112809.96,-763745484.55,44921774005.83,,9122444978.94,441740634.39,,1142181130.02,,,119184729.52,8255915910.61,1247982664.9,,5412622454.58,,,6273906525.31,7148136173.38,345339796.11,573473395.07,-3798302604.71,,,62041561420.02,3698195206.93,,1488285983.21,,1331923715.27,20451699168.42,-737116323.89,186404897.62,,388075046.23,4968769796.88,62041561420.02,66778456.2,6322873585.85,21107506233.6,24470074837.41,2087340985.38,20451699168.42,18304123934.48,1022996400.5,15128581147.39,,485190609.26,1068264420.07,37578261818.0,-2730704671.92,,-6561095.73,,2124813228.84,44921774005.83,58040953.7,,83149067653.62,5417347146.79,13035320876.61,1331923715.27,6574662778.31,,441740634.39,13035320876.61,1841441206.35,-2668627632.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,,,,,,,,,7535278810.0,,20150214168.39,,2354836091.5,-159344939.16,,,,371097805.09,,,376763940.5,,,6225101989.32,,8548800263.29,,,,78092554.25,4921328747.5,-901959615.31,8623472885.59,,,,,4749408662.64,,22687429013.66,,,,,4111831668.01,,,7794048075.0,,7148136173.38,0.05,,,,294361237.72,,,,,,21213876789.29,85673771587.94,376763940.5,,,,,15979207155.15,260818830.14,7355734269.56,,5566832695.57,,,,,-5879894212.83,,,3506037415.75,,,,,,46962143385.15,,9550505277.57,437336825.14,,1611055721.44,,,600711932.14,,,,6360464384.08,,,6225101989.32,6246176558.07,,,-2531181301.13,,7535278810.0,,,,,,,,-189695770.28,710009189.48,,,,64459894798.65,449190359.34,,,25659209617.84,,21302933767.31,,1010343789.3,15505345087.89,,463425564.36,1001535800.15,38068262508.41,-2183748019.91,,,,2109325198.47,,-1780000.0,,,,12906051332.96,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,,,,,,,,,18469564446.28,,13643056.6,-32772835.59,,,,482169649.18,,,487453977.39,,,6130806136.27,,7688500612.75,,,,139358953.28,6968762158.79,979902720.44,8751559021.31,,,,,6203853470.05,,23351491018.78,,,,,4075664629.9,,,7794048075.0,,6246176558.07,,,,,1108217098.38,,,,,,22282114884.44,87317966006.73,487453977.39,,,,,16935189777.43,485814029.16,8183630756.12,,4909850305.75,,,,,-9042391155.0,,,9189078021.01,,,,,,49719802913.54,,10688406321.97,442598381.39,,2155965764.21,,,930838982.03,,,,8359819234.26,,,6130806136.27,7226079278.51,,,287677191.35,,,,,,,,,,-289743061.34,1107342631.62,,,,65035851122.29,621528602.46,,,30052427007.04,,19667375906.5,,1225126782.18,14372977815.84,,475889057.3,1018902667.53,36980958176.05,-3148826087.17,,,,2098452961.31,,152008259.52,,,,12707978128.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,,,-4231205.0,176712234.38,,,,7311197792.0,,19065645828.62,,105494574.2,-190150235.91,,,,433570148.49,,,438671867.55,,,6121713869.55,,8745570245.03,,,,80516467.26,5378540812.69,-1476857085.33,10609432438.36,,,0.0,,4535270596.62,,22982521039.2,,,,,4075717720.33,,,7810578433.0,,7226079278.51,0.06,,,,1268881945.32,,,,,,22999813860.02,86905112732.0,438671867.55,,,,,17165624099.85,273887109.43,6556191661.49,,5460627043.38,,,,,-6289497041.2,,,5543992415.93,,,,,,48798114188.65,,11464186865.09,493138218.02,,1779582407.28,,,605680100.86,,,,6314853003.9,,,6121713869.55,5749222193.18,,,-724608404.14,,7311197792.0,,,,,,,,-1457526492.2,787973725.18,,,,63905298871.98,514086615.75,,,28469015457.68,,20329098730.97,,1173902306.42,14800816030.81,,481812927.64,969930484.87,37493621345.5,-2349781942.49,,,,2163409643.29,,150582009.4,,,,11647888460.92,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,7768680776.0,429307047.1,31556525887.98,-58001230.58,207641252.81,0.26,22944173509.4,-38506849634.42,,13645436529.07,13645436529.07,0.26,113327595.04,-148282663.87,38201194804.37,,836544732.74,669793151.25,,-7589008646.0,716967216.26,,15142232215.86,6076433092.93,-848271238.14,9550646747.91,39628374058.49,2082499191.97,,383925226.63,16057614188.65,3005105651.97,13787191861.94,1223226643.96,,38012619.64,5064119225.01,5434550619.99,9550646747.91,22944173509.4,4095777670.68,23855203552.91,7768680776.0,6076433092.93,4095777670.68,3306223786.23,,7808536633.0,28696542909.99,5749222193.18,,,7808536633.0,,1862108269.06,,-14256747199.77,8754327845.15,16057614188.65,-205904108.59,23087739020.52,93456651846.14,716967216.26,498047509.43,,,198670877.52,23855203552.91,549510418.39,10068011690.97,2638523955.43,8325497271.42,10810646005.03,,,6076433092.93,-17295067225.39,,,13317418035.29,4467235774.46,3838679903.25,,113327595.04,-530550674.53,54688183653.89,,10810646005.03,498047509.43,,2226855667.76,,,1168992771.2,10068011690.97,1956630754.01,,7661406287.75,,,6076433092.93,8754327845.15,-57110427.67,1606191671.77,-4620896132.08,,,70368912825.62,4925922484.87,,1450853796.7,580853593.83,2019857001.7,15059809595.4,-798523520.58,1603228796.27,,43134627.55,7773459560.69,70368912825.62,1053718377.88,13787191861.94,23087739020.52,39628374058.49,4533568550.48,15059809595.4,20923083349.3,1057862896.56,15142232215.86,,429307047.1,848310950.7,38201194804.37,-6574391150.2,,681893201.42,,2082499191.97,54688183653.89,-506714377.51,,93456651846.14,8325497271.42,11139575457.6,2019857001.7,7148136173.38,,198670877.52,11139575457.6,1560127574.46,-2735488844.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,,,,,115699487.16,,,,7708550922.0,,11491144268.0,,147227231.42,-46364200.0,,,,981432278.4,,,1002111619.87,,,6036013698.09,,10358774980.93,,,,162240147.8,17798041457.8,-590624278.73,18450742243.88,,,,,6310895956.89,,23590839931.48,,,,,4247326695.95,,,7808536633.0,,8754327845.15,0.13,,,,1820915929.19,,,,,,23110644635.3,98387417697.38,1002111619.87,,,,,27737348723.2,404528449.41,9286606479.32,,11494048170.93,,,,,-7525743856.25,,,2927137348.34,,,,,,58668111356.14,,12013493288.26,493179402.07,,2705859453.16,,,1385606484.62,,,,9016755410.05,,,6036013698.09,8163703566.42,,,-4438455751.56,,7708550922.0,,,,,,,,-377247480.27,1548200875.61,,,,75276773062.08,1143672426.2,,,45763157191.95,,12904954164.19,,1320252968.54,16144343835.73,,421615164.57,1149000618.99,39172712294.83,-5190029785.22,,,,2030640460.67,,190902884.77,,,,10828968371.8,,,,198670877.52,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,,,,344803212.61,,,,,,11618336908.35,,142582583.63,-250111203.86,,,,1589151223.9,,,1574177364.37,,,6456010798.93,,10355744489.7,,,,377615963.55,14935800399.26,-2018660127.61,17442595160.46,,,,,9273124115.55,,27012426120.82,,,,,4072244330.5,,,7844572191.0,,8163703566.42,,,,,1457690474.07,,,,,,24600456322.53,101518535378.33,1574177364.37,,,,,25047470527.13,463843605.25,7604875366.67,,12263352906.62,,,,,-9917474893.5,,,11197390000.13,,,,,,63946951667.42,,15379501216.68,589005440.05,,3972225739.38,,,2051651706.66,,,,13245349854.93,,,6456010798.93,6145043438.81,,,577161528.79,,,,,,,,,,-368097572.15,2430610792.7,,,,76918079055.8,1966767187.45,,,50348717735.84,,13598233931.58,,1920574032.72,15811285508.43,,460868719.71,1542420652.0,37010015804.97,-14749717414.55,,,,2076983541.21,,-336343707.22,,,,10773994044.21,,,,167774008.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,30028422348.92,,,,16904984.65,270125547.09,,,,8213939624.0,,12394991753.65,,188759753.83,-203690569.23,,-3274174427.92,,889196523.78,,,903533358.69,5298398878.57,,6413625168.67,,11528797072.61,,,4196789559.18,245044363.26,14118172522.68,1853717495.83,15865122187.97,,-635479399.64,,,6702046224.0,,25938948204.09,,,,,4314450008.32,,11695760241.95,7844572191.0,,6145043438.81,0.11,-31709902542.16,,938269499.67,1183692345.61,39416377158.38,,,,,25449988424.26,103463330059.27,903533358.69,,2249538741.46,-35238588467.41,,25186857709.29,300723943.78,9321735521.32,,11744525342.49,,-6581931434.58,5845645894.56,,-500302492.27,,7915460852.1,2586476965.16,,,4762164639.68,,,65070177461.42,,17065979562.0,636759048.12,-648448636.96,2790819381.65,4129573177.33,5850114347.39,1239394932.08,,,5749222193.18,9492865605.65,1465453229.49,-2055169838.42,6413625168.67,7998760934.64,,,1900258920.27,,8213939624.0,,,,,,,,-1730305854.92,1434964830.82,0.0,,,78013341635.01,1134240887.04,,,50641781248.7,,14428396212.72,,1551424449.57,16714684523.65,27720616916.43,455276724.64,1222432417.99,37845921526.81,-5195764192.19,4196789559.18,,6324407017.93,2065589809.09,,16675800.32,1168825701.24,,,10879932324.58,,,,164098641.65,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
