date,annualCurrentDeferredRevenue,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualCurrentDebt,annualEndCashPosition,trailingCostOfRevenue,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTaxProvision,annualChangeInAccountPayable,trailingTaxProvision,trailingEndCashPosition,trailingFreeCashFlow,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyPurchaseOfInvestment,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualAccountsPayable,quarterlyOtherNonCashItems,annualOtherCurrentAssets,quarterlyRetainedEarnings,annualOperatingIncome,quarterlyDilutedEPS,trailingNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyDepreciationAndAmortization,annualCashAndCashEquivalents,annualInvestmentsAndAdvances,annualNetOtherInvestingChanges,quarterlyTotalRevenue,quarterlyOperatingIncome,annualDilutedEPS,annualTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualNetIncomeContinuousOperations,annualNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,quarterlyFreeCashFlow,annualBeginningCashPosition,annualCostOfRevenue,annualCashDividendsPaid,quarterlyLongTermDebt,annualLongTermDebt,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,annualTotalAssets,trailingPretaxIncome,quarterlyNetOtherInvestingChanges,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualBasicEPS,trailingNetOtherInvestingChanges,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualCurrentAssets,annualEbitda,quarterlyStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualSaleOfInvestment,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,annualOtherIntangibleAssets,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyNetIncomeContinuousOperations,quarterlyOperatingExpense,quarterlyCostOfRevenue,annualCommonStockIssuance,quarterlyDilutedAverageShares,annualRetainedEarnings,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,quarterlyGrossProfit,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyInventory,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyAccumulatedDepreciation,annualCashFlowFromContinuingFinancingActivities,annualInventory,trailingCashFlowFromContinuingFinancingActivities,annualChangeInInventory,annualTotalNonCurrentAssets,annualCurrentLiabilities,annualOtherIncomeExpense,annualGrossProfit,trailingStockBasedCompensation,quarterlyPretaxIncome,annualNetPPE,quarterlyPurchaseOfBusiness,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualOtherNonCashItems,quarterlyNetPPE,quarterlyBeginningCashPosition,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyCapitalStock,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDebt,quarterlyBasicAverageShares,trailingDepreciationAndAmortization,quarterlyInterestExpense,annualCashCashEquivalentsAndMarketableSecurities,quarterlyBasicEPS,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,annualInterestExpense,annualChangesInAccountReceivables,annualBasicAverageShares,annualPretaxIncome,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,trailingBeginningCashPosition,annualGoodwill,trailingCashDividendsPaid,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,quarterlySaleOfInvestment,quarterlyGrossPPE,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,trailingChangeInCashSupplementalAsReported,trailingNetIncome,trailingInvestingCashFlow,annualGrossPPE,trailingCapitalExpenditure,quarterlyAccountsPayable,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,annualRepaymentOfDebt,annualChangeInWorkingCapital,annualAccumulatedDepreciation,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualInvestingCashFlow,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,trailingGrossProfit,annualCapitalExpenditure,annualStockBasedCompensation,trailingDeferredIncomeTax,annualTotalRevenue,trailingChangeInWorkingCapital,annualCapitalStock,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingInterestExpense,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,trailingBasicEPS
2016-12-31,12600000.0,,27500000.0,1800000.0,735800000.0,,7100000.0,,1774700000.0,-19800000.0,-10400000.0,,,,1400000.0,3600000.0,0.0,565900000.0,1315500000.0,251000000.0,1100000.0,0.0,-338100000.0,90900000.0,0.08,,-61900000.0,43800000.0,52300000.0,735800000.0,,0.0,1353400000.0,12900000.0,0.28,4050200000.0,117700000.0,0.0,,267500000.0,2734700000.0,4050200000.0,8900000.0,24700000.0,4050200000.0,86800000.0,48600000.0,765100000.0,4573800000.0,-173600000.0,1162800000.0,1162800000.0,-25800000.0,32000000.0,4050200000.0,,0.0,21400000.0,109100000.0,0.28,,0.0,,1315500000.0,81600000.0,858100000.0,31900000.0,1774700000.0,858100000.0,19300000.0,24700000.0,45700000.0,193100000.0,200000.0,45700000.0,7100000.0,41000000.0,151900000.0,-43400000.0,-6000000.0,29900000.0,1310600000.0,0.0,86800000.0,-338100000.0,735800000.0,-29400000.0,,12600000.0,42800000.0,,-14100000.0,349200000.0,151900000.0,,579900000.0,-2200000.0,735800000.0,-1227500000.0,-95400000.0,349200000.0,,-7300000.0,2734700000.0,565900000.0,-18600000.0,208600000.0,,-28100000.0,2672100000.0,-2300000.0,,-22100000.0,735800000.0,267500000.0,4800000.0,2672100000.0,762600000.0,,-400000.0,900000.0,-27100000.0,-46000000.0,21400000.0,,579900000.0,1800000.0,86800000.0,,27100000.0,735800000.0,0.08,-12200000.0,200000.0,,32000000.0,-69400000.0,83900000.0,-47500000.0,86800000.0,-10900000.0,-18600000.0,-26800000.0,,41000000.0,,48600000.0,,0.0,3899600000.0,-84400000.0,,,,,3899600000.0,,251000000.0,217200000.0,0.0,,-498000000.0,79600000.0,-1227500000.0,,217200000.0,-201400000.0,-29300000.0,-52600000.0,,-132700000.0,9300000.0,,4782400000.0,,900000.0,,,,,,,,,,,,,,,,,,,,,
2017-03-31,,,29100000.0,,,,22200000.0,,,,,,,,82500000.0,3300000.0,0.0,560400000.0,1348300000.0,,1200000.0,,-359300000.0,,0.26,,12500000.0,40700000.0,51100000.0,,,,1507100000.0,67600000.0,,,,,,,2704900000.0,4053200000.0,,,4053200000.0,,137200000.0,,,,1163300000.0,,-1900000.0,33300000.0,,,0.0,,,,,0.0,,,,836900000.0,-10800000.0,1788400000.0,,,,26200000.0,,,,22200000.0,41000000.0,143200000.0,-43400000.0,38200000.0,31600000.0,1407900000.0,,86800000.0,,803600000.0,-25600000.0,,31900000.0,99200000.0,,12200000.0,353900000.0,,,591800000.0,-400000.0,803600000.0,-1280000000.0,,,,,,,,,,53000000.0,,-1400000.0,,14800000.0,803600000.0,,,2642200000.0,735800000.0,,-400000.0,900000.0,-24200000.0,-43800000.0,21500000.0,,,1900000.0,86800000.0,,27000000.0,,0.26,8000000.0,200000.0,,,,,,,,,67800000.0,,,,137200000.0,,,3922200000.0,,,,,,,,238500000.0,221700000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,,26300000.0,,,,-10500000.0,,,,,,,,55700000.0,3400000.0,0.0,605100000.0,1346000000.0,,1200000.0,,-413200000.0,,-0.12,,-5500000.0,70500000.0,54000000.0,,,,1434400000.0,1300000.0,,,,,,,2683100000.0,4029100000.0,,,2388900000.0,,71700000.0,,,,1163600000.0,,33800000.0,34600000.0,,,0.0,,,,,0.0,,,,783000000.0,-1100000.0,1783800000.0,,,,37800000.0,,,,-10500000.0,41000000.0,141900000.0,-43400000.0,-19300000.0,28600000.0,1404500000.0,,86800000.0,,829900000.0,-33200000.0,,2900000.0,29900000.0,,100000.0,318300000.0,,,585600000.0,-500000.0,829900000.0,-1330500000.0,,,,,,,,,,-25900000.0,,0.0,,-6600000.0,829900000.0,,,2621200000.0,803600000.0,,-2000000.0,900000.0,-33200000.0,-45400000.0,20700000.0,,,2000000.0,86800000.0,,27600000.0,,-0.12,1200000.0,200000.0,,,,,,,,,26300000.0,,,,104900000.0,,,3951700000.0,,,,,,,,235300000.0,297500000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,,27300000.0,,,,22200000.0,,,,,,,,64900000.0,3200000.0,0.0,618200000.0,1383200000.0,,1300000.0,,-434400000.0,,0.25576,,8400000.0,-25100000.0,54100000.0,,,,1453800000.0,78900000.0,,,,,,,2649600000.0,4032800000.0,,,4032800000.0,,84700000.0,,,,1164100000.0,,-22800000.0,35200000.0,,,100000.0,,,,,0.0,,,,761800000.0,48400000.0,1792500000.0,,,,48500000.0,,,,22200000.0,41000000.0,143100000.0,-43400000.0,25300000.0,30100000.0,1344800000.0,,86800000.0,,849100000.0,-21600000.0,,19400000.0,109000000.0,,-17000000.0,339700000.0,,,593200000.0,-500000.0,849100000.0,-1380800000.0,,,,,,,,,,34500000.0,,800000.0,,9200000.0,849100000.0,,,2586500000.0,829900000.0,,0.0,900000.0,-22500000.0,-43900000.0,21900000.0,,,2000000.0,86800000.0,,27600000.0,,0.26,-1100000.0,200000.0,,,,,,,,,19200000.0,,,,84700000.0,,,3967300000.0,,,,,,,,281900000.0,240500000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,12900000.0,,31500000.0,2100000.0,481800000.0,,200500000.0,,1559000000.0,-216900000.0,88100000.0,,,,-30600000.0,8900000.0,0.0,543700000.0,1094200000.0,333900000.0,1100000.0,0.0,-277400000.0,177800000.0,2.31,,-231900000.0,-212700000.0,54800000.0,481800000.0,82800000.0,100000.0,1593100000.0,30000000.0,2.7,3806700000.0,124900000.0,,,166900000.0,2712500000.0,3806700000.0,216900000.0,234400000.0,3806700000.0,86800000.0,-159900000.0,735800000.0,5685700000.0,-173700000.0,1164400000.0,1164400000.0,-46700000.0,8700000.0,3806700000.0,,0.0,16700000.0,114200000.0,2.7,,0.0,,1094200000.0,120800000.0,918800000.0,51600000.0,1559000000.0,918800000.0,0.0,234400000.0,55900000.0,214000000.0,200000.0,55900000.0,200500000.0,41000000.0,178700000.0,-43500000.0,172700000.0,34600000.0,1528500000.0,,86800000.0,-277400000.0,481800000.0,-114600000.0,,12900000.0,64600000.0,,-64100000.0,385200000.0,178700000.0,82800000.0,385900000.0,-400000.0,481800000.0,-1431000000.0,-225900000.0,385200000.0,,-37600000.0,2712500000.0,543700000.0,-68800000.0,302700000.0,,-61600000.0,2571800000.0,-75900000.0,,-234300000.0,481800000.0,166900000.0,4800000.0,2571800000.0,849100000.0,,-48900000.0,900000.0,-38700000.0,-92800000.0,16700000.0,,385900000.0,2100000.0,86800000.0,,27900000.0,481800000.0,2.31,-35400000.0,200000.0,,8700000.0,-76500000.0,110100000.0,-27300000.0,86800000.0,0.0,0.0,-367300000.0,,41000000.0,,-159900000.0,,0.0,4002800000.0,-216500000.0,,,,,4002800000.0,,333900000.0,112400000.0,,,-1800000.0,-126600000.0,-1431000000.0,,112400000.0,-195000000.0,-254000000.0,-50400000.0,,-118600000.0,18800000.0,,5988400000.0,,900000.0,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,,23900000.0,,,,66200000.0,,,,,,,,154300000.0,1500000.0,0.0,522300000.0,1147100000.0,,1100000.0,,-254600000.0,,0.76,,900000.0,-88100000.0,51900000.0,,,,1536500000.0,90500000.0,,,,,,,2676200000.0,3823300000.0,,,3823300000.0,,24500000.0,,,,1164800000.0,,-37100000.0,7900000.0,,,200000.0,,,,,,,,,941600000.0,10700000.0,1559400000.0,,,,27700000.0,,,,66200000.0,41000000.0,179300000.0,-43400000.0,103600000.0,26700000.0,1419300000.0,,86800000.0,,420000000.0,-19800000.0,,24200000.0,117200000.0,,60800000.0,424400000.0,,83500000.0,386700000.0,-500000.0,420000000.0,-1482600000.0,,,,,,,,,,124400000.0,,0.0,,20800000.0,420000000.0,,,2537600000.0,481800000.0,,-22600000.0,900000.0,-20000000.0,-66500000.0,14000000.0,,,2200000.0,86800000.0,,27100000.0,,0.76,300000.0,100000.0,,,,,,,,,-61800000.0,,,,24500000.0,,,4020200000.0,,,,,,,,343700000.0,86300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,,32000000.0,,,,51000000.0,,,,,,,,119000000.0,10500000.0,,591000000.0,1211000000.0,,3900000.0,,-313000000.0,,0.59,,7100000.0,1100000.0,56100000.0,,,,1914000000.0,116000000.0,,,,,,,2639000000.0,3850000000.0,,,2967000000.0,,204000000.0,,,,1165000000.0,,,13000000.0,,,800000.0,,,,,,,,,883000000.0,,1572000000.0,,,,,,,,51000000.0,,190000000.0,-43600000.0,79000000.0,35000000.0,1763000000.0,,86800000.0,,534000000.0,-21000000.0,,,151000000.0,,7000000.0,433000000.0,,,394000000.0,,534000000.0,-1532000000.0,,,,,,,,,,96000000.0,,,,17000000.0,534000000.0,,,2494000000.0,420000000.0,,-26400000.0,1000000.0,-22000000.0,-69500000.0,145000000.0,,,2000000.0,86800000.0,,,,0.59,,,,,,,,,,,114000000.0,,,,204000000.0,,,4026000000.0,,,,,,,,356000000.0,217000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,,28000000.0,,,,90000000.0,,,,,,,,176000000.0,5000000.0,,604000000.0,1390000000.0,,2000000.0,,-233000000.0,,0.94,,39000000.0,72000000.0,51000000.0,,,,1935000000.0,174000000.0,,,,,,,2612000000.0,4002000000.0,,,2763000000.0,,290000000.0,,,,1166000000.0,,,22000000.0,,,0.0,,,,,,,,,1239000000.0,,1535000000.0,,,,,,,,90000000.0,,214000000.0,-75000000.0,121000000.0,30000000.0,1731000000.0,,95800000.0,,702000000.0,-26000000.0,,,204000000.0,,8000000.0,427000000.0,,,347000000.0,,702000000.0,-1585000000.0,,,,,,,,,,156000000.0,,,,35000000.0,702000000.0,,,2441000000.0,534000000.0,,-21000000.0,1000000.0,-26000000.0,-96000000.0,171000000.0,,,2000000.0,95800000.0,,,,0.94,,,,,,,,,,,168000000.0,,,,290000000.0,,,4026000000.0,,,,,,,,409000000.0,193000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,,,28000000.0,3000000.0,668000000.0,,82000000.0,,1543000000.0,89000000.0,-23000000.0,,,,141000000.0,-1000000.0,,496000000.0,1293000000.0,320000000.0,-4000000.0,,-226000000.0,593000000.0,0.82,,12000000.0,-73000000.0,54000000.0,668000000.0,,2000000.0,1737000000.0,138000000.0,3.12,2661000000.0,123000000.0,,,620000000.0,2614000000.0,3907000000.0,411000000.0,289000000.0,2661000000.0,92500000.0,101000000.0,482000000.0,6408000000.0,-238000000.0,1126000000.0,1126000000.0,,14000000.0,3907000000.0,,1000000.0,169000000.0,112000000.0,3.12,,,,1293000000.0,604000000.0,1246000000.0,,1543000000.0,1246000000.0,,289000000.0,,213000000.0,,,82000000.0,,169000000.0,-76000000.0,106000000.0,31000000.0,1568000000.0,,100500000.0,-226000000.0,668000000.0,-33000000.0,,,169000000.0,,8000000.0,380000000.0,169000000.0,,362000000.0,,668000000.0,-1637000000.0,-334000000.0,380000000.0,,-9000000.0,2614000000.0,496000000.0,9000000.0,716000000.0,,122000000.0,2445000000.0,,,16000000.0,668000000.0,620000000.0,3000000.0,2445000000.0,702000000.0,,-26000000.0,1000000.0,-34000000.0,-102000000.0,169000000.0,,362000000.0,3000000.0,100500000.0,,,668000000.0,0.82,,,,14000000.0,0.0,,56000000.0,92500000.0,500000000.0,,-34000000.0,,,,101000000.0,,,4082000000.0,59000000.0,,,,,4082000000.0,,320000000.0,173000000.0,,,0.0,-88000000.0,-1637000000.0,,173000000.0,-100000000.0,186000000.0,-96000000.0,,-102000000.0,16000000.0,,7124000000.0,,1000000.0,,,,,,,,,,,,,,,,,,,,,
2019-03-31,,,30000000.0,,,,101000000.0,,,,,,,,164000000.0,,,580000000.0,1125000000.0,,8000000.0,,-162000000.0,,1.0,,15000000.0,36000000.0,67000000.0,,,,1486000000.0,162000000.0,,,,,,,2749000000.0,3874000000.0,,,2531000000.0,,228000000.0,,,,1127000000.0,,,50000000.0,,,-13000000.0,,,,,,,,,1343000000.0,,1636000000.0,,,,,,,,101000000.0,,193000000.0,-75000000.0,102000000.0,32000000.0,1292000000.0,,100500000.0,,467000000.0,-42000000.0,,,194000000.0,,1000000.0,403000000.0,,,395000000.0,,467000000.0,-1689000000.0,,,,,,,,,,137000000.0,,,,35000000.0,467000000.0,,,2418000000.0,668000000.0,,-11000000.0,1000000.0,-29000000.0,-387000000.0,331000000.0,,,,100500000.0,,,,1.0,,,,,,,,,,,-201000000.0,,,,228000000.0,,,4107000000.0,,-301000000.0,,,,,,359000000.0,221000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,,27000000.0,,,,116000000.0,,,,,,,,185000000.0,,,482000000.0,1157000000.0,,-4000000.0,,-121000000.0,,1.16,,6000000.0,-56000000.0,78000000.0,,,,1687000000.0,183000000.0,,,,,,,2673000000.0,3830000000.0,,,2446000000.0,,156000000.0,,,,1128000000.0,,,51000000.0,,,25000000.0,,,,,,,,,1384000000.0,,1642000000.0,,,,,,,,116000000.0,,168000000.0,-75000000.0,128000000.0,29000000.0,1475000000.0,,100500000.0,,540000000.0,-1000000.0,,,212000000.0,,12000000.0,390000000.0,,,401000000.0,,540000000.0,-1739000000.0,,,,,,,,,,169000000.0,,,,41000000.0,540000000.0,,,2376000000.0,467000000.0,,-7000000.0,1000000.0,-26000000.0,-82000000.0,297000000.0,,,,100500000.0,,,,1.16,,,,,,,,,,,73000000.0,,,,156000000.0,,,4115000000.0,,0.0,,,,,,323000000.0,159000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,,29000000.0,,,,119000000.0,,,,,,,,164000000.0,3000000.0,,590000000.0,1327000000.0,,-11000000.0,,-77000000.0,,1.18,,5000000.0,94000000.0,72000000.0,,,,1622000000.0,162000000.0,,,,,,,2635000000.0,3962000000.0,,,2533000000.0,,269000000.0,,,,1128000000.0,,,52000000.0,,,24000000.0,,,,,,,,,1429000000.0,,1647000000.0,,,,,,,,119000000.0,,181000000.0,-75000000.0,104000000.0,31000000.0,1429000000.0,,100500000.0,,692000000.0,-30000000.0,,,193000000.0,,2000000.0,388000000.0,,,405000000.0,,692000000.0,-1779000000.0,,,,,,,,,,138000000.0,,,,34000000.0,692000000.0,,,2356000000.0,540000000.0,,-12000000.0,1000000.0,-54000000.0,-87000000.0,279000000.0,,,,100500000.0,,,,1.18,,,,,,,,,,,152000000.0,,,,269000000.0,,,4135000000.0,,0.0,,,,,,390000000.0,200000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
