,annualEndCashPosition,annualTaxProvision,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,annualBasicAverageShares,quarterlyEndCashPosition,trailingCostOfRevenue,trailingTotalRevenue,annualOtherCurrentAssets,annualCostOfRevenue,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,trailingOperatingIncome,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,quarterlyEbitda,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,annualInvestmentsAndAdvances,annualChangeInWorkingCapital,annualOperatingExpense,annualFreeCashFlow,trailingNetIncomeContinuousOperations,quarterlyFreeCashFlow,trailingOperatingExpense,quarterlyRetainedEarnings,quarterlyTotalRevenue,annualNetOtherInvestingChanges,quarterlyDilutedAverageShares,annualCashAndCashEquivalents,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyCurrentLiabilities,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyCurrentAssets,annualBasicEPS,trailingFreeCashFlow,trailingPretaxIncome,annualTotalAssets,quarterlyLongTermDebt,annualAccountsReceivable,annualCurrentAssets,annualBeginningCashPosition,annualCashDividendsPaid,annualLongTermDebt,quarterlyChangeInInventory,annualDilutedAverageShares,annualNetIncome,quarterlyOtherCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,annualNetIncomeCommonStockholders,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualSaleOfInvestment,annualCommonStockIssuance,annualOtherNonCashItems,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlyGrossProfit,annualDepreciationAndAmortization,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,trailingChangeInAccountPayable,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,annualDilutedEPS,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,annualStockBasedCompensation,quarterlyInventory,trailingOperatingCashFlow,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyTaxProvision,annualCapitalStock,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,annualNetPPE,quarterlyCommonStockIssuance,annualOtherIntangibleAssets,quarterlyInterestExpense,annualGrossProfit,quarterlyBasicAverageShares,quarterlyCurrentDebt,annualInventory,annualCurrentLiabilities,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,trailingPurchaseOfBusiness,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,trailingOtherNonCashItems,quarterlyResearchAndDevelopment,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,trailingCashDividendsPaid,trailingInterestExpense,trailingBeginningCashPosition,quarterlyTotalAssets,annualInterestExpense,annualGoodwill,trailingNetIncome,annualPretaxIncome,trailingChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,annualChangesInAccountReceivables,annualGrossPPE,trailingInvestingCashFlow,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyAccountsPayable,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualRepaymentOfDebt,quarterlyDilutedEPS,trailingChangeInWorkingCapital,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalExpenditure,annualTotalRevenue,trailingStockBasedCompensation,trailingGrossProfit,annualPurchaseOfInvestment,annualChangeInCashSupplementalAsReported,annualInvestingCashFlow,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyIncomeTaxPayable,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingBasicEPS
1049068800,,,,,128584000.0,-47737000.0,,354563000.0,,,,,,,,,,-37211000.0,,,,,47337000.0,-1748000.0,,270691000.0,8938030000.0,-854957000.0,,,,,,,,,-692782000.0,,2205801000.0,1937245000.0,,372707246.0,,,,1290663000.0,6254273000.0,,223354000.0,5573816000.0,,,,,2380071000.0,,,,,,,,,492023000.0,1221008000.0,4027396000.0,,,,303686000.0,0.345,,,2683757000.0,,,,,,,1713891000.0,1937245000.0,,,,,,1713891000.0,2698035000.0,,-22044000.0,,,128584000.0,128584000.0,,,-731292000.0,,,,,559371000.0,2486000.0,75211000.0,,,,354563000.0,380648000.0,,,,,11220000.0,,372707246.0,101975000.0,,,,,,632860000.0,,,,,,215086000.0,5003476000.0,,,2726000.0,,-663794000.0,-28988000.0,,,406640000.0,,,,11815114000.0,,,,,,670820000.0,6241298000.0,,,,5043000.0,,,,26085000.0,-312388000.0,,,,4260470000.0,29790000.0,,666951000.0,,0.345,,,-260905000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,,,,190747000.0,-175845000.0,,523032000.0,,,,,,,,,,-37505000.0,,,,,52917000.0,-654000.0,,389562000.0,9420163000.0,24271000.0,,,,,,,,,269394000.0,,2359122000.0,2149508000.0,,374013725.0,,,,1339559000.0,6569528000.0,,336645000.0,5919033000.0,,,,,184430000.0,,,,,,,,,519676000.0,1262638000.0,4176515000.0,,,,2666205000.0,0.51,,,2850635000.0,,,,,,,1812863000.0,2149508000.0,,,,,,1812863000.0,2985541000.0,,-151347000.0,,,190747000.0,190747000.0,,,-770449000.0,,,,,569110000.0,1865000.0,110555000.0,,,,523032000.0,543579000.0,,,,,16164000.0,,374013725.0,85292000.0,,,,,,484849000.0,,,,,,323693000.0,5562290000.0,,,-32029000.0,,300525000.0,-31131000.0,,,44762000.0,,,,12589695000.0,,,,,,678551000.0,6670662000.0,,,,7287000.0,,,,20547000.0,168469000.0,,,,4543047000.0,29790000.0,,354563000.0,,0.51,,,-178743000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,,,,135269000.0,-135629000.0,,563890000.0,,,,,,,,,,-37096000.0,,,,,52702000.0,-1794000.0,,287113000.0,9374224000.0,37139000.0,,,,,,,,,212685000.0,,2456938000.0,2028603000.0,,375747222.0,,,,1382195000.0,6521375000.0,,234411000.0,5915259000.0,,,,,2524324000.0,,,,,,,,,596821000.0,1280590000.0,4034880000.0,,,,328525000.0,0.36,,,2852849000.0,,,,,,,1794192000.0,2028603000.0,,,,,,1794192000.0,3117417000.0,,-97704000.0,,,135269000.0,135269000.0,,,-809817000.0,,,,,572378000.0,3996000.0,75510000.0,,,,563890000.0,587712000.0,,,,,15418000.0,,375747222.0,64683000.0,,,,,,480698000.0,,,,,,210779000.0,5670146000.0,,,10990000.0,,248142000.0,-35457000.0,,,-74861000.0,,,,12680697000.0,,,,,,707374000.0,6765438000.0,,,,-674000.0,,,,23822000.0,40858000.0,,,,4468728000.0,29790000.0,,523032000.0,,0.36,,,-149957000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,1528710000.0,380927000.0,54787000.0,,221282000.0,-169600000.0,374450416.0,1528710000.0,,,440436000.0,,5513301000.0,,3083593000.0,,,-37511000.0,,20225000.0,-16801000.0,,68235000.0,616000.0,,438499000.0,10846051000.0,841078000.0,-25928000.0,10846051000.0,,,47531000.0,7456729000.0,913134000.0,,1123837000.0,,2640623000.0,2506048000.0,-410028000.0,,1528710000.0,,-14126000.0,1413904000.0,7762458000.0,675883000.0,370264000.0,7285945000.0,1.805,,,14499456000.0,2536595000.0,4529995000.0,7285945000.0,666951000.0,-149323000.0,2536595000.0,,376536490.0,675883000.0,440436000.0,221664000.0,4529995000.0,,465004000.0,7456729000.0,342894000.0,,675883000.0,,3083593000.0,,25905000.0,,,3466059000.0,,2135784000.0,2506048000.0,221191000.0,,,,2640623000.0,2135784000.0,3466059000.0,221664000.0,-138933000.0,,1.795,221282000.0,221282000.0,,354589000.0,-817108000.0,204104000.0,,,,596796000.0,6756000.0,119651000.0,29800000.0,15104000.0,7213511000.0,1528710000.0,1548935000.0,1054242000.0,596796000.0,,6007619000.0,15129000.0,8621404000.0,,54787000.0,,7762458000.0,,,,465004000.0,,1385866000.0,204104000.0,,,340933000.0,6007619000.0,,,1512000.0,342894000.0,1169369000.0,-45532000.0,1548935000.0,,-21952000.0,,,,14499456000.0,57932000.0,,,1056810000.0,,1972706000.0,7213511000.0,,1413904000.0,,14249000.0,,,,20225000.0,964820000.0,-817108000.0,0.0,,5513301000.0,29800000.0,,563890000.0,,,,1164675000.0,-14126000.0,-141108000.0,8621404000.0,,,-3580000.0,861759000.0,-528811000.0,,1972706000.0,,,,,,,,,,,,,,,,
1080691200,,,,,135600000.0,-81100000.0,,519300000.0,,,,,,,,,,-37600000.0,,,,,76900000.0,-6900000.0,,306200000.0,10237900000.0,-1005600000.0,,,,,,,,,-831800000.0,,2512600000.0,2231400000.0,,376666667.0,,,,1461600000.0,7122800000.0,,229300000.0,6620000000.0,,,,,2547700000.0,,,,,,,,,546600000.0,131600000.0,4722900000.0,,,,332600000.0,0.36,,,3115100000.0,,,,,,,2002100000.0,2231400000.0,,,,,,2002100000.0,3619700000.0,,-31600000.0,,,135600000.0,135600000.0,,,-842400000.0,234800000.0,,,,619200000.0,2500000.0,73600000.0,,,,519300000.0,544300000.0,,,,,13700000.0,,376666667.0,66900000.0,,,,,,493600000.0,,,,,,218900000.0,6049000000.0,,,6400000.0,,-786400000.0,-45400000.0,,,-160900000.0,,,,14038300000.0,,,,,,1947000000.0,7418300000.0,,,,2800000.0,,,,25000000.0,-1009400000.0,,-141100000.0,,4977300000.0,29800000.0,,1528700000.0,,0.36,,,-49200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,,,,206100000.0,-154000000.0,,658200000.0,,,,,,,,,,-42100000.0,,,,,71300000.0,-1400000.0,,415000000.0,10589100000.0,219500000.0,,,,,,,,,489800000.0,,2676600000.0,2407800000.0,,374727273.0,,,,1451900000.0,7640000000.0,,343700000.0,6885400000.0,,,,,2359400000.0,,,,,,,,,602300000.0,136800000.0,4736500000.0,,,,319900000.0,0.55,,,2949100000.0,,,,,,,2064100000.0,2407800000.0,,,,,,2064100000.0,3650600000.0,,-127100000.0,,,206100000.0,206100000.0,,,-844200000.0,269800000.0,,,,607700000.0,4900000.0,113100000.0,,,,658200000.0,678400000.0,,,,,10800000.0,,374727273.0,231900000.0,,,,,,497700000.0,,,,,,336400000.0,6165900000.0,,,-23500000.0,,522500000.0,-32700000.0,,,-232700000.0,,,,14417300000.0,,,,,,1943900000.0,7531900000.0,,,,7200000.0,,,,20200000.0,138900000.0,,-145700000.0,,5327400000.0,29800000.0,,519300000.0,,0.55,,,-115600000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,,,,145300000.0,-111900000.0,,429100000.0,,,,,,,,,,-41900000.0,,,,,70200000.0,-5000000.0,,317600000.0,10163700000.0,-123900000.0,,,,,,,,,86100000.0,,2780600000.0,2319000000.0,,367848101.0,,,,1468400000.0,7333700000.0,,247400000.0,6497400000.0,,,,,2359100000.0,,,,,,,,,653900000.0,139500000.0,4514400000.0,,,,174700000.0,0.395,,,2830000000.0,,,,,,,2071600000.0,2319000000.0,,,,,,2071600000.0,3644900000.0,,-82600000.0,,,145300000.0,145300000.0,,,-867100000.0,296200000.0,,,,601300000.0,3200000.0,80300000.0,,,,429100000.0,453300000.0,,,,,12300000.0,,367848101.0,225600000.0,,,,,,499200000.0,,,,,,238600000.0,6267300000.0,,,-10100000.0,,111300000.0,-25200000.0,,,-222400000.0,,,,14129500000.0,,,,,,2042500000.0,7632100000.0,,,,900000.0,,,,24200000.0,-229100000.0,,-159700000.0,,4926100000.0,29800000.0,,658200000.0,,0.395,,,-78100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,1165600000.0,396300000.0,226700000.0,,236500000.0,-411900000.0,371025641.0,1165600000.0,,,536600000.0,,6011500000.0,,2984900000.0,,,-41500000.0,,574000000.0,-7900000.0,,70900000.0,-1442400000.0,,465800000.0,11728800000.0,1079500000.0,-446500000.0,11728800000.0,,,169500000.0,8531800000.0,1127900000.0,,1383800000.0,,2975400000.0,2789100000.0,-316000000.0,,1165600000.0,,89600000.0,1546200000.0,8743900000.0,723500000.0,394900000.0,8095100000.0,1.95,,,16002400000.0,2358400000.0,4916700000.0,8095100000.0,1243500000.0,-163100000.0,2358400000.0,,372938144.0,723500000.0,536600000.0,217000000.0,4916700000.0,,446100000.0,8531800000.0,309100000.0,,723500000.0,,2984900000.0,,1172500000.0,,,4078700000.0,,2394200000.0,2789100000.0,289300000.0,,,,2975400000.0,2394200000.0,4078700000.0,217000000.0,-74700000.0,,1.94,236500000.0,236500000.0,,-650000000.0,-909800000.0,317400000.0,,,,636400000.0,6600000.0,129400000.0,29800000.0,17100000.0,7907300000.0,1165600000.0,1739600000.0,1287600000.0,636400000.0,,6521400000.0,14300000.0,9747200000.0,,226700000.0,,8743900000.0,,,,446100000.0,,1504700000.0,317400000.0,,,384900000.0,6521400000.0,,,19300000.0,309100000.0,1440200000.0,-56400000.0,1739600000.0,,-34000000.0,,,,16002400000.0,51100000.0,,,1178800000.0,,2288700000.0,7907300000.0,,1546200000.0,,1161600000.0,,,,574000000.0,1021700000.0,-909800000.0,0.0,,6011500000.0,29800000.0,,429100000.0,,,,1215400000.0,89600000.0,-159700000.0,9747200000.0,,,-1455700000.0,-77900000.0,-758900000.0,,2288700000.0,,,,,,,,,,,,,,,,
1112227200,,,,,150500000.0,532800000.0,,588100000.0,,,,,,,,,,-41600000.0,,,,,67700000.0,-324900000.0,,325000000.0,11006500000.0,-953400000.0,,,,,,,,,-747100000.0,,3084900000.0,2403000000.0,,367073171.0,,,,1507700000.0,8043800000.0,,257300000.0,7217600000.0,,,,,2358100000.0,,,,,,,,,0.0,190500000.0,5007200000.0,,,,281600000.0,0.41,,,2962700000.0,,,,,,,2145700000.0,2403000000.0,,,,,,2145700000.0,3852500000.0,,-23100000.0,,,150500000.0,150500000.0,,,-890600000.0,323000000.0,,,,617100000.0,5200000.0,86100000.0,,,,588100000.0,605400000.0,,,,,17300000.0,,367073171.0,211500000.0,,,,,,430600000.0,,,,,,245200000.0,6483400000.0,,,37600000.0,,-717000000.0,-30100000.0,,,-389500000.0,,,,15049500000.0,,,,,,2266000000.0,7831900000.0,,,,881600000.0,,,,17300000.0,-577500000.0,,-377900000.0,,5375800000.0,29800000.0,,1165600000.0,,0.41,,,71500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,,,,225800000.0,-78900000.0,,343500000.0,,,,,,,,,,-40800000.0,,,,,65200000.0,-6100000.0,,447200000.0,10729000000.0,-166700000.0,,,,,,,,,109700000.0,,3269800000.0,2615800000.0,,364193548.0,,,,1472700000.0,7713200000.0,,382000000.0,6923200000.0,,,,,2357900000.0,,,,,,,,,0.0,148300000.0,5016600000.0,,,,287200000.0,0.62,,,3015800000.0,,,,,,,2233800000.0,2615800000.0,,,,,,2233800000.0,3807500000.0,,-111100000.0,,,225800000.0,225800000.0,,,-870200000.0,370700000.0,,,,602500000.0,5000000.0,124300000.0,,,,343500000.0,365100000.0,,,,,18200000.0,,364193548.0,132800000.0,,,,,,431900000.0,,,,,,367700000.0,6470200000.0,,,-52300000.0,,146800000.0,-37100000.0,,,-303600000.0,,,,14714100000.0,,,,,,2037800000.0,7790900000.0,,,,75400000.0,,,,21600000.0,-244600000.0,,-146100000.0,,5394300000.0,29800000.0,,588100000.0,,0.62,,,-61700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,,,,161700000.0,-98100000.0,,395600000.0,,,,,,,,,,-41400000.0,,,,,62700000.0,-1100000.0,,337200000.0,10815800000.0,25800000.0,,,,,,,,,230600000.0,,3391100000.0,2522900000.0,,359333333.0,,,,1478400000.0,7743200000.0,,274500000.0,6961400000.0,,,,,2358100000.0,,,,,,,,,0.0,133700000.0,4995900000.0,,,,293200000.0,0.45,,,3072600000.0,,,,,,,2248400000.0,2522900000.0,,,,,,2248400000.0,3835900000.0,,-59700000.0,,,161700000.0,161700000.0,,,-878600000.0,421300000.0,,,,599800000.0,6900000.0,86900000.0,,,,395600000.0,410000000.0,,,,,19900000.0,,359333333.0,214600000.0,,,,,,421400000.0,,,,,,258200000.0,6558300000.0,,,-25800000.0,,265800000.0,-35200000.0,,,-107600000.0,,,,14833500000.0,,,,,,2068800000.0,7872100000.0,,,,-2100000.0,,,,14400000.0,52100000.0,,-120200000.0,,5326100000.0,29800000.0,,343500000.0,,0.45,,,-51700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,835800000.0,435300000.0,924800000.0,,252600000.0,-518100000.0,361050228.0,835800000.0,,,0.0,,6218900000.0,,3098600000.0,,,-40200000.0,,374100000.0,-31600000.0,,66600000.0,-782400000.0,,492700000.0,11798900000.0,842900000.0,-731800000.0,11798900000.0,,,-251400000.0,9141300000.0,828500000.0,,1235300000.0,,3599000000.0,2939400000.0,-297900000.0,,835800000.0,,-87300000.0,1481800000.0,8700300000.0,790700000.0,426100000.0,7967400000.0,2.19,,,15919900000.0,2357500000.0,5366100000.0,7967400000.0,1165600000.0,-164000000.0,2357500000.0,,362706422.0,790700000.0,0.0,196300000.0,5366100000.0,,419500000.0,9141300000.0,298400000.0,,790700000.0,,3098600000.0,,1383500000.0,,,3948000000.0,,2513300000.0,2939400000.0,262200000.0,,,,3599000000.0,2513300000.0,3948000000.0,196300000.0,-104000000.0,,2.18,252600000.0,252600000.0,,-1116800000.0,-873100000.0,442700000.0,,,,608700000.0,10400000.0,137900000.0,29800000.0,27600000.0,7952500000.0,835800000.0,1209900000.0,991200000.0,608700000.0,,6614500000.0,22500000.0,10481100000.0,,924800000.0,,8700300000.0,,,,419500000.0,,1602000000.0,442700000.0,,,409600000.0,6614500000.0,,,8900000.0,298400000.0,1295600000.0,-60300000.0,1209900000.0,,-316100000.0,,,,15919900000.0,78000000.0,,,1280600000.0,,1360300000.0,7952500000.0,,1481800000.0,,428600000.0,,,,374100000.0,440200000.0,-873100000.0,-87600000.0,100200000.0,6218900000.0,29800000.0,,395600000.0,,,,1339800000.0,-87300000.0,-162700000.0,10481100000.0,,,-1114500000.0,-329800000.0,-162300000.0,,1360300000.0,,,,,,,,,,,,,,,,
1143763200,,,,,165700000.0,282800000.0,,1822900000.0,,,,,,,,,,-45200000.0,,,,,59900000.0,-78700000.0,,344300000.0,12712500000.0,-136500000.0,,,,,,,,,67500000.0,,3720000000.0,2562900000.0,,356344086.0,,,,1503000000.0,8600200000.0,,284400000.0,8623400000.0,,,,,3352400000.0,,,,,,,,,0.0,175200000.0,5753000000.0,,,,297200000.0,0.47,,,4112300000.0,,,,,,,2278500000.0,2562900000.0,,,,,,2278500000.0,3769500000.0,,-35400000.0,6578600000.0,,165700000.0,165700000.0,,,-897000000.0,462700000.0,,,,606000000.0,4900000.0,90900000.0,,,,1822900000.0,1861700000.0,,,,,23400000.0,,352553191.0,22400000.0,,,,,,426300000.0,,,,,,269300000.0,117700000.0,,,11400000.0,,101000000.0,-33500000.0,,,606900000.0,,,,16660800000.0,,,,,,1368500000.0,8037400000.0,,,,430400000.0,,,,38800000.0,987100000.0,,-359200000.0,,7034100000.0,29800000.0,,835800000.0,,0.465,,,79800000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,,,,244100000.0,-148400000.0,,1092000000.0,,,,,,,,,,-44600000.0,,,,,64300000.0,-148300000.0,,481700000.0,12630700000.0,-238100000.0,,,,,,,,,46100000.0,,3920800000.0,2823400000.0,,343802817.0,,,,1568100000.0,8630700000.0,,417400000.0,8195500000.0,,,,,3220400000.0,,,,,,,,,0.0,143000000.0,6025400000.0,,,,272200000.0,0.715,,,4000000000.0,,,,,,,2406000000.0,2823400000.0,,,,,,2406000000.0,3633800000.0,,48900000.0,6787200000.0,,244100000.0,244100000.0,,,-950200000.0,507400000.0,,,,617900000.0,6300000.0,131700000.0,,,,1092000000.0,1135200000.0,,,,,34200000.0,,341398601.0,17300000.0,,,,,,438000000.0,,,,,,391900000.0,116500000.0,,,-44900000.0,,85600000.0,-39500000.0,,,-672700000.0,,,,16453300000.0,,,,,,1234700000.0,8257800000.0,,,,-9500000.0,,,,43200000.0,-730900000.0,,-599400000.0,,7235700000.0,29800000.0,,1822900000.0,,0.71,,,195000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,,,,177100000.0,-88700000.0,,808300000.0,,,,,,,,,-1600000.0,-43300000.0,,,,,66000000.0,-78300000.0,,373400000.0,12458300000.0,-48500000.0,,,,,,,,,157200000.0,,4055100000.0,2774300000.0,,340576923.0,,,,1589700000.0,8617700000.0,,307400000.0,8016700000.0,,,,,3055200000.0,,,,,,,,,0.0,127400000.0,6117200000.0,,,,275800000.0,0.525,,,3840600000.0,,,,,,,2466900000.0,2774300000.0,,1013700000.0,,,,2466900000.0,3687200000.0,,-100000.0,6821100000.0,,177100000.0,177100000.0,,,-972100000.0,509600000.0,,,,617600000.0,6300000.0,92900000.0,,,,808300000.0,848800000.0,,,13100000.0,,33600000.0,,337333333.0,12500000.0,,,,,,464100000.0,,,,,,280700000.0,116300000.0,,,-14200000.0,,203700000.0,-46500000.0,,,-335600000.0,,,,16325900000.0,,,,,,1347000000.0,8309200000.0,,,,4800000.0,,,,40500000.0,-283700000.0,,-123600000.0,,6117100000.0,29800000.0,,1092000000.0,,0.52,,,205800000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,1739500000.0,466900000.0,11600000.0,1117500000.0,277200000.0,-234500000.0,342857143.0,1739500000.0,,,0.0,,7332600000.0,,3798200000.0,,-6500000.0,-42700000.0,,189300000.0,-53700000.0,,70900000.0,-281200000.0,,545100000.0,14094300000.0,987600000.0,-1344600000.0,14094300000.0,,,564500000.0,9893400000.0,1563600000.0,,1292800000.0,,4289800000.0,3216200000.0,13500000.0,,1739500000.0,,267900000.0,1632400000.0,10296100000.0,864000000.0,474200000.0,9646800000.0,2.52,,,18164400000.0,3054700000.0,6628100000.0,9646800000.0,835800000.0,-175800000.0,3054700000.0,,346292585.0,864000000.0,0.0,215800000.0,6628100000.0,,474200000.0,9893400000.0,305800000.0,,864000000.0,,3798200000.0,,530400000.0,297900000.0,-15900000.0,3871300000.0,,2742000000.0,3216200000.0,261100000.0,1117500000.0,,,4289800000.0,2742000000.0,3871300000.0,215800000.0,100000.0,6851900000.0,2.495,277200000.0,277200000.0,,-583500000.0,-992600000.0,437700000.0,,,,639800000.0,12100000.0,151400000.0,29800000.0,29600000.0,8517600000.0,1739500000.0,1928800000.0,1741200000.0,639800000.0,131300000.0,143200000.0,33600000.0,11376900000.0,,11600000.0,,10296100000.0,,,,474200000.0,,1744600000.0,437700000.0,,,450000000.0,143200000.0,,,-6000000.0,305800000.0,1350900000.0,-58100000.0,1928800000.0,,-182100000.0,,,,18164400000.0,124900000.0,6851900000.0,,1391900000.0,,1618600000.0,8517600000.0,,1632400000.0,,104700000.0,,,,189300000.0,931200000.0,-992600000.0,-262400000.0,,7332600000.0,29800000.0,,808300000.0,,,,1483500000.0,267900000.0,-177600000.0,11376900000.0,,,-586500000.0,903700000.0,-188800000.0,,1618600000.0,,,,,,,,,,,,,,,,
1175299200,,,,,183000000.0,98200000.0,,1028300000.0,,,,,,,,,-8400000.0,-42600000.0,,,,,66200000.0,-38900000.0,,381700000.0,13301800000.0,-606500000.0,,,,,,,,,-381200000.0,,4432300000.0,2840600000.0,,335779817.0,,,,1632900000.0,9443500000.0,,315500000.0,8611800000.0,,,,,3054700000.0,,,,,,,,,0.0,173600000.0,6370700000.0,,,,358100000.0,0.555,,,3858300000.0,,,,,,,2525100000.0,2840600000.0,,1111800000.0,,,,2525100000.0,3641600000.0,,0.0,6895300000.0,,183000000.0,183000000.0,,,-998800000.0,445500000.0,,,,634100000.0,5200000.0,100500000.0,,,,1028300000.0,1065000000.0,,,47700000.0,,27800000.0,,329729730.0,13000000.0,,,,,,460000000.0,,,,,,297200000.0,138700000.0,,,-7000000.0,,-346300000.0,-34900000.0,,,-451800000.0,,,,17144400000.0,,,,,,1654200000.0,8532600000.0,,,,172000000.0,,,,36700000.0,-711200000.0,,-451300000.0,,6490900000.0,29800000.0,,1739500000.0,,0.545,,,286400000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,,,,276700000.0,-202000000.0,,772400000.0,,,,,,,,,-2600000.0,-41600000.0,,,,,68300000.0,-136400000.0,,529900000.0,13478600000.0,-64100000.0,,,,,,,,,232500000.0,,4659700000.0,3126100000.0,,329404762.0,,,,1708200000.0,9555400000.0,,461600000.0,8637900000.0,,,,,3055200000.0,,,,,,,,,0.0,131900000.0,6628100000.0,,,,372900000.0,0.85,,,3923200000.0,,,,,,,2664500000.0,3126100000.0,,1077500000.0,,,,2664500000.0,3685900000.0,,0.0,7074500000.0,,276700000.0,276700000.0,,,-1046300000.0,495100000.0,,,,661900000.0,12500000.0,148800000.0,,,,772400000.0,820800000.0,,,18600000.0,,29700000.0,,325529412.0,11800000.0,,,,,,489200000.0,,,,,,439400000.0,137100000.0,,,-22300000.0,,298800000.0,-66300000.0,,,-351400000.0,,,,17362200000.0,,,,,,1408000000.0,8724300000.0,,,,700000.0,,,,48400000.0,-255900000.0,,-305500000.0,,6926200000.0,59600000.0,,1028300000.0,,0.84,,,367000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
