date,annualPurchaseOfBusiness,quarterlyInterestExpense,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,annualStockholdersEquity,quarterlyBasicEPS,quarterlyNetOtherFinancingCharges,trailingPurchaseOfBusiness,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,quarterlyInventory,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,trailingOperatingCashFlow,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyNetPPE,annualOtherIntangibleAssets,quarterlyTaxProvision,annualGoodwill,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualNetPPE,annualOperatingCashFlow,annualInventory,annualCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualOtherNonCurrentLiabilities,annualEbitda,trailingNetOtherInvestingChanges,annualRepaymentOfDebt,quarterlyDilutedAverageShares,quarterlyBeginningCashPosition,quarterlyFreeCashFlow,annualBasicEPS,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,trailingInterestExpense,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,trailingGrossProfit,trailingPretaxIncome,annualChangeInCashSupplementalAsReported,trailingTotalRevenue,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingPurchaseOfInvestment,trailingCapitalExpenditure,annualEndCashPosition,annualOperatingIncome,annualPretaxIncome,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,trailingOtherIncomeExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDepreciationAndAmortization,trailingEndCashPosition,annualOtherIncomeExpense,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,trailingInvestingCashFlow,annualGrossPPE,annualAccountsPayable,quarterlyCurrentDebt,annualNetIncomeContinuousOperations,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,annualDilutedAverageShares,annualOperatingExpense,quarterlyGrossProfit,quarterlyGrossPPE,annualTaxProvision,quarterlyTotalLiabilitiesNetMinorityInterest,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,trailingDeferredIncomeTax,annualCapitalExpenditure,annualCurrentAssets,quarterlyOtherNonCashItems,annualTotalRevenue,annualDilutedEPS,trailingBeginningCashPosition,trailingOperatingExpense,annualInterestExpense,trailingCostOfRevenue,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyInvestingCashFlow,quarterlyRetainedEarnings,quarterlyEndCashPosition,annualOtherNonCurrentAssets,quarterlyDilutedEPS,quarterlyCashDividendsPaid,annualNetOtherFinancingCharges,annualBasicAverageShares,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockholdersEquity,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,trailingNetIncome,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyCurrentLiabilities,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,trailingNetIncomeCommonStockholders,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualBeginningCashPosition,annualLongTermDebt,annualCostOfRevenue,annualOtherCurrentAssets,annualCurrentDebt,quarterlyRepaymentOfDebt,annualNetIncome,annualCashDividendsPaid,quarterlyOtherCurrentAssets,quarterlyBasicAverageShares,annualSellingGeneralAndAdministration,annualFreeCashFlow,trailingTaxProvision,annualTotalNonCurrentAssets,trailingDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,annualNonCurrentDeferredRevenue,quarterlyChangesInAccountReceivables,annualIncomeTaxPayable,annualStockBasedCompensation,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingSellingGeneralAndAdministration,annualChangeInAccountPayable,trailingDilutedEPS,trailingChangesInAccountReceivables,annualResearchAndDevelopment,annualChangesInAccountReceivables,trailingDilutedAverageShares,annualCurrentDeferredRevenue,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
2003-06-30,,108306584.359085,,73436057.015201,,,,,0.053879,44209004.079177,,15042581.181606,,,,,1347815268.229669,163722837.453367,63178840.814266,,63178840.814266,-638808278.519354,-174236265.404827,-170707013.441772,,,,,,8469976012.264473,0.0,,-23065291.244116,93264003.177479,11952834961.914803,,30085162.363213,,,,1425033852.024529,,,,,-202311347.478848,,,,,,918806104.0,466411446.53831,-10513427.95146,,,,13300650230.14447,,,,,,,,,,264749427.608428,264749427.608428,,,,,,,63178840.814266,15651304240.597485,,,,175496779.462204,,,,,,,1432053723.143625,,,,,,,306868655.065406,1437067917.118294,67143256.16338,,,,,,,,283803363.821289,12591643240.434156,,9908046767.58378,,721041055.546482,,,,,,-36049388.348549,,,,,,,,,-195327171.429342,1505260951.164828,264749427.608428,,0.053879,-48220359.110432,,,,,342970849.6043,-59347419.859967,,,4304183879.493385,,,437237691.725193,8470978850.465486,,2350654010.453013,,,,1437067917.118294,,,-21090906.024515,,,,19053936.212861,,,,,,,,,660870730.820057,863957157.0,,,,,,1002838.201013,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,120861412.39637,,-756978.251064,,,,,0.096738,45600698.30299,,58932424.177433,,,,,1559212101.289039,186605380.247909,99885464.845397,,99885464.845397,-636270409.0462,-86690874.580394,37052087.085563,,,,,,8563180874.44626,0.0,,-27967930.067965,140838505.51336,12065165261.024872,,40953040.667963,,,,1530245316.78709,,,,,44220523.196458,,,,,,864607924.0,264749427.608428,99914505.667514,,,,13624377362.31391,,,,,,,,,,307647230.747613,307647230.747613,,,,,,,99885464.845397,15989665162.664457,,,,180792691.007787,,,,,,,1450336945.058683,,,,,,,330620887.166555,1637122763.409926,40781724.545904,,,,,,,,302652957.09859,12701435670.071072,,10200303638.59574,,805076843.887973,,,,,,9025547.523971,,,,,,,,,-179436944.879415,1546226990.689041,307647230.747613,,0.094766,-48581325.049174,,,,,368577363.793014,-65322808.009652,,,4365993654.644017,,,502423886.789383,8563180874.44626,,2365287800.350548,,,,1637122763.409926,,,-92746070.299021,,,,15981674.641502,,,,,,,,,527395252.815844,864607924.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,,126395147.059911,-50000000.0,343217617.607254,,,,4885000000.0,,49152331.437615,,-20901499.811414,,,,182000000.0,0.0,258554351.893623,189250832.365753,-874000000.0,189250832.365753,-813000000.0,183263537.129207,-82696481.211682,,-415000000.0,1623000000.0,,1861000000.0,8169000000.0,0.0,,317907226.162391,255364222.693892,11453000000.0,,66113390.328139,,,,1623000000.0,11453000000.0,742000000.0,,1745000000.0,73972511.592477,1435000000.0,0.0,1347000000.0,,,,307647230.747613,441817889.02283,0.391698,,,11453000000.0,151000000.0,,2385000000.0,0.0,0.0,,,50000000.0,,382000000.0,2385000000.0,,,382000000.0,1198000000.0,573000000.0,,189250832.365753,16315000000.0,,,,151000000.0,,,65000000.0,,,,1861000000.0,,12266000000.0,1745000000.0,,408000000.0,,255081215.379723,1745000000.0,84096209.796106,-224000000.0,,,,,919994319.0,237000000.0,572988441.542114,12266000000.0,165000000.0,9914000000.0,,1180510617.747768,,382000000.0,,-459000000.0,4862000000.0,-49999999.260448,3370000000.0,0.391698,,,471000000.0,,533000000.0,2003000000.0,-101885359.089464,1685000000.0,382000000.0,0.0,,-44160349.660176,182000000.0,869445177.0,,408000000.0,295206059.149367,-7248541.973273,-813000000.0,8169000000.0,4885000000.0,168000000.0,2003000000.0,607522176.205655,8169000000.0,,4862000000.0,,,,1745000000.0,16315000000.0,9914000000.0,-285148896.218671,,,1685000000.0,39056122.381062,332000000.0,8169000000.0,1935000000.0,854000000.0,,,408000000.0,-184000000.0,854000000.0,,88000000.0,283000000.0,,11453000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,126041073.199006,,,,,,,0.150689,50016299.324293,,122039769.070026,,,,,3518146465.886731,217070737.176065,147047918.732173,,147047918.732173,-813265020.362716,-514167553.11847,236076930.644743,,,,,,8498769510.837236,0.0,,-46014995.195314,201065521.422797,10643468408.047466,,54017602.690624,,,,1668543731.791766,,,,,-9002933.908879,,,,,,868115733.0,382124523.725996,-297096815.942405,,,,14161614873.934198,,,,,,,,,,373121589.817117,1155376505.086866,,,,,,,147047918.732173,16985535110.050182,,,,109035531.794817,,,,-20006519.882247,,,1854604363.874865,,,,,,,364118655.908238,2040664995.957963,71023144.094812,,,,,,,,318103660.712924,11456733428.410183,,10539434506.03255,,765249373.102912,,,,,,,,,,,,,,,-462150601.729687,1775578611.522094,373121589.817117,,0.148727,-48015647.259804,,,,,420136910.663352,-21006845.533168,,,4952613918.335596,,782254915.269749,447145712.389988,8498769510.837236,,2823920236.878632,,,,2040664995.957963,,,72023471.27103,,,,26008475.313067,,,,,,,,,0.0,868115733.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,,135107623.991119,,,,,,,0.199851,,,95075735.095562,,,,,0.0,-217070737.176065,189150673.587566,,189150673.587566,-813648136.007681,,,,,,,,8705934974.046625,0.0,,85067763.809295,242192925.830358,12055603252.422815,,53042252.242792,,,,1250996518.797444,,,,,,,,,,,916091314.0,373121589.817117,297096815.942405,,,,12055603252.422815,,,,,,,,,,429342005.46071,2968364539.890186,,,,,,,189150673.587566,17237731231.810135,,,,1166929553.091902,,,,,,,2023611968.555912,,,,,,,350279025.023253,1896510722.643944,,,,,,,,,435346788.832548,12869251388.430496,,10602445696.69057,,898715899.066879,,,,,,,,,,,,,,,462150601.729687,2022611171.952354,0.0,,0.199851,,,,,,406323669.327013,,,,5213152692.850071,,2539022534.429476,463369110.23433,8705934974.046625,,5182127979.38732,,,,1896510722.643944,,,,,,,29023119.505536,,,,,,,,,962766920.699691,916091314.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,133865264.551733,,,,,,,0.20238,,,181817000.610534,,,,,1646342950.705286,616379612.11237,191806945.82101,,191806945.82101,-812182535.54183,,,,,,,,9741195457.464775,0.0,,-95903472.910505,263734550.702115,11773150289.012758,,71927604.881104,,,,1376614433.194047,,,,,,,,,,,916364703.0,0.0,-756238843.473228,,,,13419493239.718044,,,,,,,,,,538458040.422141,4099873464.743615,,,,,,,191806945.82101,18895981138.44861,,,,112886379.530443,,,,,,,2054931704.977045,,,,,,,443553562.111974,2213771832.158517,,,,,,,,,347650089.201468,12585332824.554586,,11954967289.623293,,1060932168.824681,,,,,,,,,,,,,,,-1757231341.035054,2053932710.376708,538458040.422141,,0.20238,,,,,,503493232.581927,,,,5437527112.488998,,3561415424.321474,713282079.623213,9741195457.464775,,5476487898.730564,,,,2213771832.158517,,,,,,,21977878.828725,,,,,,,,,0.792902,870036562.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,,132400185.539054,-30000000.0,121143784.838129,251000000.0,,,5629000000.0,,65177972.391154,,-139512336.761313,,,,1693000000.0,5199000000.0,293620387.88763,160530899.388673,-2581000000.0,160530899.388673,-370000000.0,-73381544.414402,395306133.09652,,-1305000000.0,1524000000.0,,2148000000.0,10093000000.0,0.0,,541790857.840611,-124264986.243151,11887000000.0,,36204114.368176,,170000000.0,,1524000000.0,11887000000.0,910000000.0,,2719000000.0,-134842137.980796,1704000000.0,0.0,1621000000.0,,,,538458040.422141,220238843.473228,0.72,,,17086000000.0,106000000.0,,1400000000.0,0.0,0.0,,,22000000.0,,404000000.0,1400000000.0,,,404000000.0,1370000000.0,606000000.0,,160530899.388673,20010000000.0,,,,106000000.0,,,345000000.0,-1156149818.029004,,,2148000000.0,,12257000000.0,2719000000.0,,688000000.0,,125252841.364109,2719000000.0,198072395.118896,-52000000.0,,,,,975630252.0,334000000.0,667043699.204719,12257000000.0,239000000.0,12812000000.0,,1301742979.249756,,404000000.0,,-1446000000.0,2924000000.0,-47981901.220276,4027000000.0,0.705185,,,530000000.0,,264000000.0,996000000.0,-823768658.964946,2149000000.0,404000000.0,5199000000.0,,-51288575.868822,242000000.0,955555556.0,153000000.0,688000000.0,204425785.96405,-16036197.559448,-370000000.0,10093000000.0,5629000000.0,270000000.0,996000000.0,634699280.045037,10093000000.0,,2924000000.0,,,,2719000000.0,20010000000.0,12812000000.0,235762703.478461,,,2149000000.0,30053290.93951,382000000.0,10093000000.0,2323000000.0,0.0,,,688000000.0,-338000000.0,0.0,,83000000.0,-536000000.0,,17086000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,198916077.539886,,,,,,,0.180943,39983130.52823,,102956562.784161,,,,,5325753064.396131,284879809.043565,164930415.805572,,164930415.805572,-369843962.966025,-221906377.614285,-39983131.354881,,,,,,11386196163.511614,0.0,,103956141.192031,226904268.826982,12954534482.103,,61973853.02141,,,,2916769414.730925,,,,,139940958.915434,,,,,,921128640.0,403829623.873688,62973431.42928,,,,18280287546.49913,,,,,,,,,,543770582.789121,1404407480.367033,,,,,,,164930415.805572,22601464442.42374,,,,118949814.830123,76967527.486154,,,,87962888.319418,,2125103419.029511,,,,,,,377840588.57568,3836381430.933289,111952766.801686,,,45980600.975448,,,,,481796729.767711,13324378445.069025,,15222577594.444904,,991581651.649169,,,,,,,,,,,,,,,-104955718.77325,2056132517.979664,543770582.789121,,0.175013,-43981444.159709,,,,,454808116.061834,-41982287.34397,,,5534664925.188063,,860636897.577912,509784921.881458,11386196163.511614,,4321176895.097958,,,,3836381430.933289,,,28987770.521617,,,,26988613.705877,,,,,,,,,0.0,874937343.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,235461483.706654,,,,,,,0.684995,314000000.0,,697366777.41135,,,,,5999758999.706132,159000000.0,611197893.94632,,611197893.94632,-370726591.784758,-1057000000.0,1168000000.0,,,,,,12265038396.297264,0.0,,-78153172.957618,792553334.584993,13313092490.041142,,181355440.638673,,,,3205282070.789525,,,,,130000000.0,,,,,,924837432.0,544000000.0,-898000000.0,,,,19312851489.747272,,,,,,,,,,675323574.740417,2409722844.968328,,,,,,,611197893.94632,24927856404.688828,,,,8015709.691112,92000000.0,,,,24257053.070251,,2107129789.231372,,,,,,,549076140.370927,4584986169.431202,-40000000.0,,,121000000.0,,,,,470922967.413309,13683819081.8259,,16850024564.912167,,1772473893.097368,,,,,,-30000000.0,,,,,,,,,-1197000000.0,2625145053.222752,674000000.0,,0.670166,-48000000.0,,,,,641256806.308365,-15000000.0,,,5986733470.743812,,1734399270.227911,1301550925.684059,12265038395.480965,,5615004915.757853,,,,4584986169.431202,,,0.0,,,,,,,,,,,,,0.0,877297485.0,,,,,,-0.8163,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,187804373.629209,,,,,,,0.713766,46000000.0,,755213331.613125,,,,,7656025101.277255,431000000.0,633340281.254032,,633340281.254032,-381602503.762955,-383000000.0,-175000000.0,,,,,,10560000175.461231,0.0,,-68928201.092332,812154019.696383,8596045928.697372,,178813738.442352,,,,3167700364.684127,,,,,570000000.0,,,,,,896852923.0,674000000.0,48000000.0,,,,16252071029.974627,,,,,,,,,,1069885553.691997,3126743028.42644,,,,,,,633340281.254032,22546514423.085194,,,,19979188.92186,102000000.0,,,,,,507471392.078441,,,,,,,440541110.394358,4374443361.286716,255000000.0,,,180000000.0,,,,,371612909.302026,8977648432.460327,,16309011718.057884,,1176774213.2198,,,,,,-28000000.0,,,,,,,,,314000000.0,2844037508.278502,1244000000.0,,0.695922,-49000000.0,,,,,542541110.394358,-18000000.0,,,4452362196.705801,,2056857474.734443,805161303.917774,11934568356.77117,,6294443393.110566,,,,4374443361.286716,,,110000000.0,,,,,,,,,,,,,0.0,876623157.0,,,,,,1374568181.309939,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,,320583757.794693,42000000.0,,374000000.0,,,5029000000.0,,-6641004.601557,,497460954.715521,,,,1013000000.0,2417000000.0,77783546.209091,362353776.286931,-1296000000.0,362353776.286931,,-2229316332.516234,192854304.390831,,-223000000.0,4148000000.0,,515000000.0,11266000000.0,0.0,,780875131.810949,501714853.13723,15776000000.0,,139361076.850299,,1277000000.0,,4148000000.0,15776000000.0,830000000.0,,6181000000.0,-175247670.408119,2306000000.0,1598000000.0,2019000000.0,,,,1069885553.691997,-2151532786.307143,1.857778,,,18193000000.0,-6000000.0,,1546000000.0,0.0,183000000.0,,,547000000.0,,951000000.0,1546000000.0,,,951000000.0,1645000000.0,2148000000.0,,362353776.286931,26058000000.0,,,,-6000000.0,141242452.156711,,1900000000.0,6760670.021073,,,515000000.0,,15776000000.0,4561000000.0,1620000000.0,1662000000.0,,360338167.978325,4561000000.0,-177705520.147938,-404000000.0,,41294479.852062,,,916544118.0,661000000.0,1141213299.789275,15776000000.0,486000000.0,19045000000.0,,2232149793.144971,,951000000.0,,-2533000000.0,7865000000.0,42000000.860104,5256000000.0,1.813333,,,881000000.0,,,595000000.0,-445885521.868146,3321000000.0,951000000.0,2417000000.0,,,338000000.0,894617225.0,324000000.0,1662000000.0,501580620.135036,-339067636.864061,,12864000000.0,5029000000.0,105000000.0,595000000.0,1090936493.355696,12864000000.0,,7865000000.0,,,,6181000000.0,26058000000.0,19045000000.0,499670140.627016,,,3321000000.0,,404000000.0,11266000000.0,2950000000.0,2171000000.0,1620000000.0,,1662000000.0,,2171000000.0,,287000000.0,-1703000000.0,,18193000000.0,,1598000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,224000000.0,,,,1939000000.0,,,0.195556,56000000.0,,178000000.0,,,,,751000000.0,210000000.0,225000000.0,,179000000.0,,-224000000.0,541000000.0,,,,,,11273000000.0,0.0,,175000000.0,290000000.0,16243000000.0,,65000000.0,,,,,,,,,-41000000.0,,,,,,893250000.0,951000000.0,-14000000.0,,,,18933000000.0,,,,,,,,,,910000000.0,3702000000.0,,,,,,,169000000.0,26915000000.0,,,,10000000.0,104000000.0,,,,,,515000000.0,,,,2139000000.0,,,336000000.0,,-97000000.0,,,51000000.0,,,,,511000000.0,,,19641000000.0,,1183000000.0,,,,,,-54000000.0,,,,,,,,,-792000000.0,3452000000.0,910000000.0,,0.191111,-48000000.0,,,,,618000000.0,-11000000.0,,,5178000000.0,,2792000000.0,672000000.0,12858000000.0,,7982000000.0,,,,6783000000.0,,,0.0,,,,35000000.0,,,,,,,,,0.0,868500000.0,,,,,,1585000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,250000000.0,,,,1830000000.0,,,0.213333,933000000.0,,156000000.0,,,,,455000000.0,300000000.0,194000000.0,,135000000.0,,-2347000000.0,962000000.0,,,,,,13696000000.0,0.0,,211000000.0,247000000.0,19292000000.0,,53000000.0,,,,,,,,,-234000000.0,,,,,,597000000.0,910000000.0,-2047000000.0,,,,21577000000.0,,,,,,,,,,676000000.0,2848000000.0,,,,,,,136000000.0,30047000000.0,,,,1000000.0,127000000.0,,,,,,515000000.0,,,,1780000000.0,,,341000000.0,,33000000.0,,,16000000.0,,,,,552000000.0,,,22253000000.0,,1405000000.0,,,,,,-59000000.0,,,,,,,,,-1496000000.0,3517000000.0,676000000.0,,0.206667,-70000000.0,,,,,624000000.0,-19000000.0,,,5236000000.0,,2172000000.0,853000000.0,15347000000.0,,8470000000.0,,,,6906000000.0,,,0.0,,,,84000000.0,,,,,,,,,0.0,580500000.0,,,,,,1651000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,291000000.0,,,,1696000000.0,,,0.413333,105000000.0,,237000000.0,,,,,735000000.0,-47000000.0,283000000.0,,245000000.0,,-833000000.0,1032000000.0,,,,,,14871000000.0,0.0,,206000000.0,351000000.0,20278000000.0,,68000000.0,,,,,,,,,51000000.0,,,,,,597000000.0,676000000.0,-880000000.0,,,,22709000000.0,,,,,,,,,,727000000.0,2965000000.0,,,,,,,238000000.0,31550000000.0,,,,2000000.0,136000000.0,,,,,,515000000.0,,,,1637000000.0,,,405000000.0,,-415000000.0,,,45000000.0,,,,,611000000.0,,,23497000000.0,,1405000000.0,,,,,,-70000000.0,,,,,,,,,-934000000.0,3694000000.0,727000000.0,,0.4,-68000000.0,,,,,778000000.0,4000000.0,,,5420000000.0,,2238000000.0,794000000.0,16522000000.0,,8841000000.0,,,,6975000000.0,,,0.0,,,,70000000.0,,,,,,,,,0.0,580500000.0,,,,,,1651000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,,420000000.0,102000000.0,,600000000.0,,,6084000000.0,,1177000000.0,,87000000.0,,,,8701000000.0,2362000000.0,226000000.0,468000000.0,-9137000000.0,611000000.0,,-5627000000.0,6166000000.0,,-889000000.0,5951000000.0,,689000000.0,22808000000.0,0.0,,341000000.0,627000000.0,28082000000.0,,159000000.0,669000000.0,,,5951000000.0,28082000000.0,689000000.0,,6497000000.0,477000000.0,6897000000.0,1585000000.0,6564000000.0,,,,727000000.0,-5401000000.0,1.302222,,,31113000000.0,-42000000.0,,1979000000.0,0.0,783000000.0,,,253000000.0,,1204000000.0,1979000000.0,,,1204000000.0,5964000000.0,1515000000.0,,638000000.0,40708000000.0,,,,-42000000.0,233000000.0,,602000000.0,,,,689000000.0,,28082000000.0,6497000000.0,,1170000000.0,,4826000000.0,6497000000.0,61000000.0,,,34000000.0,,,923684211.0,933000000.0,5167000000.0,28082000000.0,345000000.0,30890000000.0,,2904000000.0,,1204000000.0,,-9031000000.0,9595000000.0,285000000.0,6897000000.0,1.266667,,,1185000000.0,,1328000000.0,775000000.0,-5915000000.0,4222000000.0,1204000000.0,2362000000.0,,-72000000.0,2271000000.0,898464164.0,146000000.0,1170000000.0,4544000000.0,,,24393000000.0,6084000000.0,-418000000.0,775000000.0,,24393000000.0,,9595000000.0,,,,6497000000.0,40708000000.0,30890000000.0,783000000.0,669000000.0,,4222000000.0,108000000.0,951000000.0,22808000000.0,,1665000000.0,,,1170000000.0,-258000000.0,1665000000.0,,333000000.0,-8342000000.0,,31113000000.0,,1585000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,397840099.687933,,2998795.076283,,,,,0.213448,216912818.134535,,226908801.144244,,,,,2423026138.176144,253897953.363384,194921657.42025,,194921657.42025,,-77968663.31484,-175929290.915395,,,,,,22536941952.14979,0.0,,332866214.459085,279887507.801664,28114700139.563107,,84965850.381415,,,,5810664577.843273,,,,,16993170.076283,,,,,,901799100.0,1203516282.940361,175929290.048544,,,,31206457500.86685,,,,,,,,,,1220509453.016644,1956213758.668516,,,,,,,194921657.42025,41278409381.934814,,,,209915631.067961,222910407.42025,,,-65973483.87656,,,688723188.280166,,,,,,,800678191.747573,6648327903.952843,-151938932.905687,,,59975894.590846,,,,,1133544406.206657,28114700139.563107,,30660676861.130375,,1133544406.206657,,,,,,,,,,,,,,,-60975492.371706,4632138250.693481,1220509453.016644,,0.204554,-70971475.381415,,,,,1023588599.167822,-108956208.391123,,,6747288130.20111,,735704305.651872,,24012348957.177532,,10071951881.06796,,,,6648327903.952843,,,11995179.43828,668731223.127601,,,109955806.171983,,,,,,,,,2305073544.556172,872563717.0,,,,,,1475407005.027739,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,423282747.768906,,179691636.112068,,,,,0.166551,-178977099.956987,,219627840.300611,,,,,2990931866.604039,462887453.870059,152741179.896665,,152741179.896665,,-1919646377.549415,1762241285.278946,,,,,,23497184021.606388,0.0,,371370712.071395,247580474.401127,29247440212.306248,,94839294.504462,,,,6506973932.362612,,,,,113785226.353966,,,,,,875400000.0,1220509453.016644,-1456758923.679356,,,,32905242067.637386,,,,,,,,,,1332741669.328323,2349019586.660404,,,,,,,152741179.896665,43954519067.16769,,,,411303047.440113,266260691.687313,,,-74787995.691312,,,868528279.004227,,,,,,,720778640.676374,7766839091.592297,-164524819.090556,,,57824492.445321,,,,,1092149352.747769,29247440212.306248,,32852331724.753407,,1092149352.747769,,,,,,,,,,,,,,,-2111343512.795039,4688056089.243776,1332741669.328323,,0.159887,-76778162.946439,,,,,987326974.166275,87991732.11118,,,7194808397.369657,,1016277917.332081,,25085492633.16111,,11049277000.469704,,,,7766839091.592297,,,-45937664.172897,666869988.727102,,,104822378.581494,,,,,,,,,2193283481.446689,875400000.0,,,,,,1588308611.554721,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,,454429599.113618,,-1519159.028803,,,,,0.086745,-61958428.693261,,215203444.802579,,714675625.503626,,,2634490541.901692,818666146.956726,93088001.611604,,93088001.611604,,-936158431.134133,974108524.37134,,,,,,25334950648.670425,0.0,,358338759.06527,76071914.786463,30756075564.06124,,-17016086.825141,,,,1969862229.049154,,,,,1004294656.551218,,,,,,901500000.0,1332741669.328323,-117492284.177407,,,,34168301345.68896,,,,,,,,,,2340212342.868654,4596345200.443191,,,,,,,93088001.611604,46516975288.074135,,,,511483536.46253,251529129.538691,,,-11382351.012305,,,870823241.337631,,,,,,,303286715.350524,8348892709.508461,499636916.782705,,,22332088.78978,,,,,661625474.415794,30756075564.06124,,35262335602.33682,,2221099739.121676,,,,,,-1.94666,,,,,,,,,-788480015.784101,4620367910.958904,2340212342.868654,,0.086745,-87472731.736611,,,,,554815844.889215,-167213419.570177,,,7204811140.209508,,2256132857.574537,1559474264.705882,26913442892.828365,,12348673942.385174,,,,8348892709.508461,,,138040895.29062,777735239.726027,,,108102195.809831,,,,,,,,,1.007252,873000000.0,,,,,,1578492244.157937,,,,,,,,,,,,,,,,,,,,,,,,,
