,annualNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualBasicAverageShares,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,annualRetainedEarnings,quarterlyGoodwill,trailingPretaxIncome,quarterlyLongTermDebt,quarterlyTotalAssets,annualGoodwill,annualPretaxIncome,annualCommonStockIssuance,annualAccountsReceivable,annualPurchaseOfInvestment,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,annualCashDividendsPaid,trailingChangeInWorkingCapital,annualNetIncome,trailingInvestingCashFlow,annualAccountsPayable,trailingOperatingIncome,trailingChangeInAccountPayable,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualEndCashPosition,annualTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,annualTotalAssets,annualBasicEPS,annualOtherNonCashItems,trailingTotalRevenue,annualStockholdersEquity,annualOtherCurrentAssets,annualLongTermDebt,annualOperatingIncome,annualDepreciationAndAmortization,annualCashAndCashEquivalents,annualCurrentLiabilities,quarterlyInterestExpense,trailingEndCashPosition,quarterlyCurrentDebt,annualCurrentAccruedExpenses,annualDilutedAverageShares,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyBasicEPS,quarterlyChangeInAccountPayable,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyEndCashPosition,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,trailingRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualNetPPE,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualRepurchaseOfCapitalStock,annualEbitda,annualCurrentAssets,annualDilutedEPS,annualGrossPPE,quarterlyChangesInAccountReceivables,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,annualInterestExpense,annualRepaymentOfDebt,trailingChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyOperatingExpense,annualBeginningCashPosition,quarterlyChangeInInventory,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,trailingDeferredIncomeTax,annualCapitalExpenditure,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyCurrentDeferredRevenue,trailingCapitalExpenditure,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualSellingGeneralAndAdministration,trailingInterestExpense,quarterlyAccountsPayable,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalRevenue,trailingChangeInInventory,trailingStockBasedCompensation,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyOperatingIncome,annualInventory,trailingTaxProvision,trailingNetOtherFinancingCharges,quarterlyEbitda,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,annualStockBasedCompensation,annualPurchaseOfBusiness,annualOperatingExpense,annualCostOfRevenue,annualTotalRevenue,trailingOtherNonCashItems,annualCapitalStock,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,annualResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentAssets,quarterlyDilutedEPS,annualAccumulatedDepreciation,annualGrossProfit,trailingFreeCashFlow,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,trailingNetIncome,annualChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,quarterlyPurchaseOfBusiness,quarterlyNetPPE,trailingNetIncomeContinuousOperations,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyRetainedEarnings,quarterlyTaxProvision,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,trailingBasicEPS,trailingCommonStockIssuance,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
596851200,,,,57414966.0,,,153100000.0,,,98500000.0,434300000.0,,35500000.0,,,,0.0,216300000.0,,,,21100000.0,,,,,,31000000.0,,,4800000.0,0.0,0.0,14400000.0,141500000.0,,434300000.0,0.3675,,,178900000.0,7600000.0,98500000.0,46500000.0,,18000000.0,113900000.0,,,18700000.0,,57414966.0,,,255400000.0,48400000.0,,,,,,,,,12000000.0,,,,,,,89500000.0,,,141500000.0,,,48400000.0,0.0,161600000.0,6300000.0,18000000.0,,65300000.0,218000000.0,0.3675,255000000.0,,,,178900000.0,,,95200000.0,21100000.0,8500000.0,,,6300000.0,,,0.0,,31000000.0,,,,-1900000.0,216300000.0,,,,18000000.0,18000000.0,174700000.0,,,,,,,,7600000.0,,180900000.0,,,,,21100000.0,,,,,,-457600000.0,89500000.0,,,-457600000.0,18700000.0,,-93400000.0,,,193500000.0,445000000.0,685000000.0,,,,,,255000000.0,113900000.0,,,,218000000.0,,-93400000.0,240000000.0,,,,,,255400000.0,,,,,,12000000.0,,161600000.0,,,,95200000.0,,,153100000.0,,,,,,,,,,,,,,
604627200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900000.0,,,,,56828000.0,,,,,,,,,,,,,,,,,,,,,,0.0325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56828000.0,,,,,,,,,,,,,,,,,,,,,,,,,177600000.0,,,,,,,,,,,177600000.0,,,,177600000.0,,,,,,,,,,,,,,,,,,,,0.0325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612576000,,,,,126900000.0,,,,,111700000.0,455200000.0,,,,,,,230800000.0,,,,,,,,,50200000.0,0.0,,4900000.0,4900000.0,,,,157000000.0,57647059.0,,,,,,,,,,,,3600000.0,,21600000.0,,,,,272000000.0,13700000.0,,0.085,,,,4900000.0,,,45300000.0,,,-600000.0,,,,97400000.0,69400000.0,,,,,,,,,,,,,,,,,,183200000.0,,,,,,,,39600000.0,57647059.0,55800000.0,,,,,,,,,,,,7400000.0,7400000.0,,,55300000.0,,,300000.0,,,10600000.0,,196300000.0,,,,,,,,,,,13600000.0,,,,19200000.0,,,-99600000.0,,,,,,,,,,,277100000.0,115000000.0,,,,224400000.0,0.085,,,,,,,,,,,,,,,,177500000.0,,9200000.0,,38100000.0,,,157200000.0,4300000.0,,,,,,,,,,,,,
620524800,,,,,123400000.0,,,,,85300000.0,449600000.0,,,,,,,231800000.0,10300000.0,,,,,,,,48600000.0,0.0,5800000.0,3800000.0,3800000.0,,,,130600000.0,56296296.0,,,,,,,,,,,,3400000.0,,40700000.0,,,,,265100000.0,13700000.0,,0.0675,,,,3800000.0,,-9000000.0,45300000.0,0.0,,-600000.0,,-100000.0,,95500000.0,66500000.0,,,,-1400000.0,,,,,,,,,,,,,,184500000.0,,100000.0,,,,,,37800000.0,56296296.0,54400000.0,,1000000.0,,,,,,,,,,8800000.0,8800000.0,,,52200000.0,,,300000.0,,0.0,9700000.0,,189900000.0,,,,,,,-9100000.0,,-8400000.0,,12100000.0,,,,17900000.0,,,-102200000.0,,,,,,,,19400000.0,,,282500000.0,134500000.0,,,1500000.0,217800000.0,0.0675,,,,,,,8600000.0,,,,,,,,,180300000.0,,8000000.0,,41600000.0,,,159600000.0,4200000.0,,,,,,,,,,,,,
628387200,0.0,,,57614679.0,120100000.0,,160600000.0,,,101000000.0,455200000.0,,29600000.0,200000.0,,,-1400000.0,239400000.0,8200000.0,-5400000.0,,15700000.0,,55600000.0,,,49400000.0,28600000.0,6900000.0,5100000.0,5100000.0,-42300000.0,0.0,13900000.0,143000000.0,,455200000.0,0.2725,,,186500000.0,8900000.0,101000000.0,46100000.0,23900000.0,10400000.0,120100000.0,2800000.0,,20500000.0,,57614679.0,,,263100000.0,25700000.0,,,,,400000.0,5100000.0,,-7400000.0,13400000.0,0.0,,-1200000.0,,-1700000.0,,93500000.0,69500000.0,,143000000.0,,-1300000.0,25700000.0,41300000.0,186600000.0,27100000.0,10400000.0,-3000000.0,70000000.0,215800000.0,0.2725,293900000.0,,,,186500000.0,-7500000.0,3600000.0,44000000.0,15700000.0,13200000.0,,,27100000.0,,56300000.0,18000000.0,2800000.0,28600000.0,,,-42700000.0,-2500000.0,239400000.0,,,,10400000.0,10400000.0,197400000.0,,55600000.0,,,300000.0,-6600000.0,0.0,8900000.0,,189600000.0,,,,,15700000.0,,-11000000.0,-2400000.0,-10900000.0,-3300000.0,13200000.0,93500000.0,,,20100000.0,20500000.0,,-107300000.0,,,221300000.0,486000000.0,753400000.0,,300000.0,19200000.0,,,293900000.0,120100000.0,,,1600000.0,215800000.0,,-107300000.0,267400000.0,,,1400000.0,,7100000.0,263100000.0,,,,,-4400000.0,13400000.0,,186600000.0,,9000000.0,,44000000.0,,,160600000.0,3900000.0,,,,,,,,,,,,,
636163200,,,,,116500000.0,,,,,107500000.0,466400000.0,,,,,,,241900000.0,-4100000.0,,,,,,,,50000000.0,-100000.0,6400000.0,1600000.0,1600000.0,,,,161600000.0,58181818.0,,,,,,,,,,,,4000000.0,,23700000.0,,,,,284900000.0,15400000.0,,0.0275,,,,1600000.0,,-6300000.0,54200000.0,0.0,,-1300000.0,,1500000.0,,102800000.0,65000000.0,,,,-1300000.0,,,,,,,,,,,,,,181500000.0,,700000.0,,,,,,34500000.0,58181818.0,56400000.0,,-8300000.0,,,,,,,,,,9900000.0,9900000.0,,,62300000.0,,,300000.0,,10400000.0,10500000.0,,181500000.0,,,,,,,-7000000.0,,2500000.0,,8600000.0,,,,15000000.0,,,-113800000.0,,,,,,,,2900000.0,,,305800000.0,123300000.0,,,-500000.0,224500000.0,0.0275,,,,-5600000.0,,,-5400000.0,,,,,,,,,192000000.0,,3100000.0,,37300000.0,,,154300000.0,1500000.0,,,,,,,,,,,,,
644112000,,,,,130400000.0,,,,,105700000.0,474800000.0,,,,,,,242600000.0,11800000.0,,,,,,,,52200000.0,0.0,7000000.0,6300000.0,6300000.0,,,,159700000.0,56000000.0,,,,,,,,,,,,3400000.0,,24200000.0,,,,,291800000.0,15000000.0,,0.1125,,,,6300000.0,,-7500000.0,54000000.0,0.0,,-300000.0,,-1800000.0,,102000000.0,74300000.0,,,,-1400000.0,,,,,,,,,,,,,,183000000.0,,-800000.0,,,,,,33800000.0,56000000.0,59200000.0,,1300000.0,,,,,,,,,,12200000.0,12200000.0,,,65000000.0,,,300000.0,,0.0,10400000.0,,204700000.0,,,,,,,-6700000.0,,-7900000.0,,15100000.0,,,,22100000.0,,,-117700000.0,,,,,,,,18500000.0,,,311500000.0,132100000.0,,,2300000.0,232200000.0,0.1125,,,,-3300000.0,,,-200000.0,,,,,,,,,193800000.0,,11400000.0,,42900000.0,,,156300000.0,5100000.0,,,,,,,,,,,,,
652060800,,,,,129800000.0,,,,,97300000.0,480500000.0,,,,,,,242700000.0,9200000.0,,,,,,,,52200000.0,-100000.0,6800000.0,6300000.0,6300000.0,,,,152100000.0,54782609.0,,,,,,,,,,,,3400000.0,,26700000.0,,,,,291900000.0,15300000.0,,0.115,,,,6300000.0,,-6800000.0,54900000.0,0.0,,-100000.0,,500000.0,,102700000.0,73300000.0,,,,-1400000.0,,,,,,,,,,,,,,188600000.0,,100000.0,,,,,,31500000.0,54782609.0,59000000.0,,-100000.0,,,,,,,,,,14200000.0,14200000.0,,,66600000.0,,,300000.0,,0.0,10500000.0,,203100000.0,,,,,,,-6900000.0,,-8300000.0,,14300000.0,,,,21100000.0,,,-121800000.0,,,,,,,,16100000.0,,,317700000.0,139800000.0,,,2000000.0,237800000.0,0.115,,,,0.0,,,1100000.0,,,,,,,,,195900000.0,,10600000.0,,46500000.0,,,161400000.0,4300000.0,,,,,,,,,,,,,
659923200,100000.0,,,55163399.0,128500000.0,,168100000.0,,,88200000.0,489600000.0,,36300000.0,,,-500000.0,31100000.0,247300000.0,14200000.0,-5400000.0,,21100000.0,,67800000.0,,,53000000.0,40000000.0,7400000.0,7000000.0,7000000.0,-31900000.0,0.0,15200000.0,140400000.0,,489600000.0,0.3825,200000.0,,197200000.0,11000000.0,88200000.0,51900000.0,27600000.0,14000000.0,146200000.0,3200000.0,,25100000.0,,55163399.0,,,286600000.0,15000000.0,,,,,,7000000.0,,-11300000.0,12200000.0,0.0,,900000.0,,-800000.0,,106600000.0,74500000.0,,140400000.0,,-1300000.0,15000000.0,62600000.0,202300000.0,30000000.0,14000000.0,-8900000.0,79500000.0,242300000.0,0.3825,330100000.0,,,,197200000.0,3600000.0,-400000.0,53300000.0,21100000.0,14000000.0,,,30000000.0,,60400000.0,10400000.0,-2100000.0,40000000.0,,,-31500000.0,-800000.0,247300000.0,,,,14000000.0,14000000.0,207400000.0,,67800000.0,,,300000.0,-28800000.0,0.0,11000000.0,,203000000.0,,,,,21100000.0,,-10900000.0,-600000.0,-15100000.0,-9200000.0,14100000.0,106600000.0,,,21500000.0,25100000.0,,-127800000.0,,,235000000.0,505300000.0,792200000.0,,300000.0,25100000.0,,,330100000.0,146200000.0,0.0,,-200000.0,242300000.0,,-127800000.0,286900000.0,,0.0,-1000000.0,,7400000.0,286600000.0,,,,,2900000.0,12200000.0,,202300000.0,,11400000.0,,53300000.0,,,168100000.0,4400000.0,,,,,,,,,,,,,
667699200,,,,,130800000.0,,,,,99900000.0,500700000.0,,,,,,,249200000.0,-6500000.0,,,,,,,,54200000.0,100000.0,7000000.0,3600000.0,3600000.0,,,,161800000.0,53333333.0,,,,,,,,,,,,3600000.0,,21200000.0,,,,,299900000.0,14800000.0,,0.0675,,,,3600000.0,,-6900000.0,61800000.0,0.0,,-100000.0,,100000.0,,113200000.0,71300000.0,,,,-1400000.0,,,,,,,,,,,,,,200800000.0,,0.0,,,,,,28700000.0,53333333.0,61200000.0,,-5700000.0,,,,,,,,,,13200000.0,13200000.0,,,71200000.0,,,300000.0,,14000000.0,13400000.0,,202100000.0,,,,,,,-6900000.0,,5900000.0,,10100000.0,,,,17100000.0,,,-134300000.0,,,,,,,,400000.0,,,340000000.0,138100000.0,,,-800000.0,251500000.0,0.0675,,,,,,,-13100000.0,,,,,,,,,205700000.0,,6200000.0,,45700000.0,,,170400000.0,2600000.0,,,,,,,,,,,,,
675648000,,,,,139300000.0,,,,,90100000.0,491500000.0,,,,,,,244400000.0,-400000.0,,,,,,,,55000000.0,0.0,7000000.0,7100000.0,7100000.0,,,,151700000.0,55686275.0,,,,,,,,,,,,3500000.0,,25800000.0,,,,,288300000.0,14800000.0,,0.1275,,,,7100000.0,,-8300000.0,61600000.0,0.0,,800000.0,,-400000.0,,109100000.0,77000000.0,,,,-1400000.0,,,,,,,,,,,,,,203200000.0,,-300000.0,,,,,,27200000.0,55686275.0,62000000.0,,600000.0,,,,,,,,,,8000000.0,8000000.0,,,70300000.0,,,300000.0,,0.0,13600000.0,,216300000.0,,,,,,,-8000000.0,,-5500000.0,,15000000.0,,,,22000000.0,,,-134500000.0,,,,,,,,7600000.0,,,336900000.0,136600000.0,,,-5200000.0,247100000.0,0.1275,,,,,,,-11200000.0,,,,,,,,,202400000.0,,12100000.0,,40500000.0,,,175700000.0,5000000.0,,,,,,,,,,,,,
683596800,,,,,136700000.0,,,,,79300000.0,493400000.0,,,,,,,241800000.0,13400000.0,,,,,,,,53600000.0,0.0,6900000.0,8200000.0,8200000.0,,,,140900000.0,55593220.0,,,,,,,,,,,,3700000.0,,29000000.0,,,,,285300000.0,15600000.0,,0.1475,,,,8200000.0,,-5500000.0,61600000.0,0.0,,500000.0,,0.0,,107500000.0,77200000.0,,,,-1400000.0,,,,,,,,,,,,,,208100000.0,,100000.0,,,,,,25400000.0,55593220.0,60500000.0,,400000.0,,,,,,,,,,13100000.0,13100000.0,,,69800000.0,,,300000.0,,0.0,13700000.0,,213900000.0,,,,,,,-5600000.0,,-6600000.0,,16700000.0,,,,23600000.0,,,-136700000.0,,,,,,,,19000000.0,,,337500000.0,144400000.0,0.0,,5100000.0,251600000.0,0.1475,,,,0.0,,,2700000.0,,,,,,,,,200800000.0,,13400000.0,,45600000.0,,,182400000.0,5200000.0,,,,,,,,,,,,,
691459200,-2100000.0,,,55400000.0,138700000.0,,189700000.0,,,71800000.0,508900000.0,,46900000.0,,,,26800000.0,249300000.0,20300000.0,-5600000.0,,27700000.0,,72600000.0,,,56000000.0,45200000.0,7800000.0,8800000.0,8800000.0,-32100000.0,0.0,19200000.0,133400000.0,,508900000.0,0.5,2400000.0,,219000000.0,14600000.0,71800000.0,59800000.0,28700000.0,15200000.0,150800000.0,4000000.0,,27000000.0,,55400000.0,,,284200000.0,17000000.0,,,,,,8800000.0,,-11400000.0,16400000.0,0.0,,1100000.0,,-3300000.0,,106900000.0,81900000.0,,133400000.0,,-1400000.0,17000000.0,56800000.0,207400000.0,24900000.0,15200000.0,-500000.0,88500000.0,259600000.0,0.5,351500000.0,,,,219000000.0,1200000.0,-1900000.0,51200000.0,27700000.0,14800000.0,,,24900000.0,,63800000.0,14000000.0,2900000.0,45200000.0,,,-30000000.0,2400000.0,249300000.0,,,,15200000.0,15200000.0,218900000.0,,72600000.0,,,300000.0,-21400000.0,0.0,14600000.0,,220600000.0,,,,,27700000.0,,-9500000.0,-3600000.0,-15200000.0,-1800000.0,18100000.0,106900000.0,,,25900000.0,27000000.0,,-144100000.0,,,247600000.0,545500000.0,852900000.0,,300000.0,29800000.0,,,351500000.0,150800000.0,2500000.0,,2100000.0,259600000.0,,-144100000.0,307400000.0,,-100000.0,,,12900000.0,284200000.0,,,,,-8700000.0,16400000.0,,207400000.0,,15100000.0,,51200000.0,,,189700000.0,6300000.0,,,,,,,,,,,,,
699321600,,,,,139300000.0,,,,,65500000.0,518600000.0,,,,,,,251900000.0,-2400000.0,,,,,,,,58300000.0,0.0,7400000.0,6000000.0,6000000.0,,,,138800000.0,55813953.0,,,,,,,,,,,,3500000.0,,31700000.0,,,,,290800000.0,12800000.0,,0.1075,,,,6000000.0,,-5000000.0,73300000.0,0.0,,300000.0,,-2400000.0,,113000000.0,79500000.0,,,,,,,,,,,,,,,,,,227800000.0,,-200000.0,,,,,,28000000.0,55813953.0,65700000.0,,-3000000.0,,,,,,,,,,6600000.0,6600000.0,,,76100000.0,,,300000.0,,15200000.0,17000000.0,,218800000.0,,,,,,,-4800000.0,,-6200000.0,,13800000.0,,,,21200000.0,,,-153400000.0,,,,,,,,2400000.0,,,364500000.0,152000000.0,200000.0,,-8600000.0,266700000.0,0.1075,,,,,,,-13900000.0,,,,,,,,,211100000.0,,10200000.0,,44200000.0,,,194200000.0,4200000.0,,,,,,,,,,,,,
707270400,,,,,147200000.0,,,,,58700000.0,523300000.0,,,,,,,243900000.0,15400000.0,,,,,,,,59700000.0,0.0,7700000.0,10100000.0,10100000.0,,,,132300000.0,55342466.0,,,,,,,,,,,,3200000.0,,27000000.0,,,,,289800000.0,11100000.0,,0.1825,,,,10100000.0,,-4400000.0,73600000.0,0.0,,100000.0,,2200000.0,,113700000.0,87400000.0,,,,,,,,,,,,,,,,,,233500000.0,,100000.0,,,,,,26200000.0,55342466.0,67200000.0,,-2900000.0,,,,,,,,,,12300000.0,12300000.0,,,78800000.0,,,300000.0,,0.0,20200000.0,,234600000.0,,,,,,,-4900000.0,,-10200000.0,,20200000.0,,,,27900000.0,,,-155700000.0,,,,,,,,20300000.0,,,362300000.0,157500000.0,-300000.0,,5700000.0,279400000.0,0.1825,,,,,,,-700000.0,,,,,,,,,206600000.0,,16800000.0,,51700000.0,,,198000000.0,6700000.0,,,,,,,,,,,,,
715219200,,,,,148900000.0,,,,,61500000.0,552300000.0,,,,,,,248700000.0,21900000.0,,,,,,,,60300000.0,-100000.0,7400000.0,10300000.0,10300000.0,,,,139400000.0,56438356.0,,,,,,,,,,,,2900000.0,,28300000.0,,,,,307400000.0,11300000.0,,0.1825,,,,10300000.0,,-8300000.0,78000000.0,0.0,,500000.0,,-1500000.0,,117200000.0,88000000.0,,,,-1700000.0,,,,,,,,,,,,,,244900000.0,,-100000.0,,,,,,25300000.0,56438356.0,67800000.0,,-1500000.0,,100000.0,,,,,,,,35500000.0,35500000.0,,,85000000.0,,,300000.0,,0.0,19800000.0,,236900000.0,,,,,,,-8300000.0,,-200000.0,,20200000.0,,,,27700000.0,,,-163100000.0,,,,,,,,30200000.0,,,375200000.0,168000000.0,200000.0,,23200000.0,303600000.0,0.1825,,,,,,,12100000.0,,,-7100000.0,,,,,,212100000.0,,17700000.0,,54700000.0,,,206600000.0,7400000.0,,,,,,,,,,,,,
723081600,1300000.0,,,55843137.0,153300000.0,,561200000.0,,,53500000.0,561200000.0,,60300000.0,,,,48000000.0,262000000.0,13100000.0,-6400000.0,,35600000.0,,86600000.0,,,63800000.0,59600000.0,9100000.0,9200000.0,9200000.0,-33200000.0,0.0,24700000.0,132100000.0,,561200000.0,0.6375,3500000.0,,255000000.0,20000000.0,53500000.0,71300000.0,31600000.0,29100000.0,168400000.0,2800000.0,,20200000.0,,55843137.0,,,300500000.0,20300000.0,,,,,,9200000.0,,-15500000.0,19000000.0,0.0,,1200000.0,,-2800000.0,,116200000.0,90100000.0,,132100000.0,,-1600000.0,20300000.0,82500000.0,223200000.0,18500000.0,29100000.0,-200000.0,102900000.0,299200000.0,0.6375,394900000.0,,,,255000000.0,13900000.0,1500000.0,61600000.0,35600000.0,12500000.0,,,18500000.0,,72900000.0,15200000.0,2400000.0,59600000.0,,,-34500000.0,2100000.0,262000000.0,,,,29100000.0,29100000.0,242100000.0,,86600000.0,,,300000.0,-36900000.0,0.0,20000000.0,,243400000.0,,,,,35600000.0,,-16500000.0,-4500000.0,-20300000.0,-5000000.0,17200000.0,116200000.0,,,26300000.0,20200000.0,,-171700000.0,,,273700000.0,588700000.0,933700000.0,,300000.0,29600000.0,,,394900000.0,168400000.0,3400000.0,,-6400000.0,299200000.0,,-171700000.0,345000000.0,,0.0,,,6800000.0,300500000.0,,,,,4300000.0,19000000.0,,223200000.0,,15600000.0,,61600000.0,,,561200000.0,6400000.0,,,,,,,,,,,,,
730857600,,,,,149500000.0,,,,,57400000.0,544900000.0,,,,,,,260200000.0,-20600000.0,,,,,,,,62500000.0,0.0,7500000.0,3000000.0,3000000.0,,,,138900000.0,57142857.0,,,,,,,,,,,,2700000.0,,24200000.0,,,,,294500000.0,10800000.0,,0.0525,,,,3000000.0,,-10600000.0,81500000.0,0.0,,-500000.0,,-4200000.0,,118100000.0,78600000.0,,,,-1700000.0,,,,,,,,,,,,,,250400000.0,,-200000.0,,,,,,30500000.0,57142857.0,70000000.0,,-5900000.0,,,,,,,,,,10600000.0,10600000.0,,,83200000.0,,,300000.0,,29100000.0,23600000.0,,228100000.0,,,,,,,-10400000.0,,3600000.0,,8600000.0,,,,16100000.0,,,-171100000.0,,,,,,,,-10200000.0,,,390000000.0,155600000.0,500000.0,,-18500000.0,284700000.0,0.0525,,,,,,,-21200000.0,,,,,,,,,218900000.0,,5100000.0,,48200000.0,,,215300000.0,2100000.0,,,,,,,,,,,,,
738806400,,,,,156400000.0,,,,,62700000.0,556800000.0,,,,,,,267700000.0,-3200000.0,,,,,,,,65000000.0,100000.0,7200000.0,8900000.0,8900000.0,,,,138100000.0,56507937.0,,,,,,,,,,,,2500000.0,,23400000.0,,,,,299900000.0,24300000.0,,0.1575,,,,8900000.0,,-16800000.0,75300000.0,0.0,,-900000.0,,-1200000.0,,127100000.0,90900000.0,,,,-1900000.0,,,,,,,,,,,,,,256900000.0,,500000.0,,,,,,22300000.0,56507937.0,72400000.0,,-6800000.0,,,,,,,,,,8500000.0,8500000.0,,,88700000.0,,,300000.0,,0.0,15700000.0,,247300000.0,,,,,,,-17300000.0,,900000.0,,18500000.0,,,,25900000.0,,,-177400000.0,,,,,,,,14100000.0,,,398500000.0,161800000.0,-600000.0,,-2000000.0,289100000.0,0.1575,,,,,,,-5200000.0,,,,,,,,,221100000.0,,15000000.0,,49700000.0,,,222200000.0,6100000.0,,,,,,,,,,,,,
746755200,,,,,161100000.0,,,,,57000000.0,557800000.0,,,,,,,269100000.0,11400000.0,,,,,,,,63800000.0,-100000.0,8700000.0,8800000.0,8800000.0,,,,133200000.0,55873016.0,,,,,,,,,,,,2600000.0,,23100000.0,,,,,296200000.0,24300000.0,,0.1575,,,,8800000.0,,-12700000.0,76300000.0,0.0,,-400000.0,,-2100000.0,,122700000.0,91100000.0,,,,-2000000.0,,,,,,,,,,,,,,261600000.0,,-700000.0,,,,,,21000000.0,55873016.0,72500000.0,,,,,,,,,,,,10400000.0,10400000.0,,,85800000.0,,,300000.0,,0.0,17400000.0,,252200000.0,,,,,,,-12000000.0,,-9300000.0,,18600000.0,,,,27300000.0,,,-177400000.0,,,,,,,,23400000.0,,,401200000.0,163000000.0,0.0,,1800000.0,288700000.0,0.1575,,,,,,,,,,,,,,,,223800000.0,,15700000.0,,54100000.0,,,227800000.0,6900000.0,,,,,,,,,,,,,
