,annualNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualBasicAverageShares,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,annualRetainedEarnings,quarterlyGoodwill,trailingPretaxIncome,quarterlyLongTermDebt,quarterlyTotalAssets,annualGoodwill,annualPretaxIncome,annualCommonStockIssuance,annualAccountsReceivable,annualPurchaseOfInvestment,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,annualCashDividendsPaid,trailingChangeInWorkingCapital,annualNetIncome,trailingInvestingCashFlow,annualAccountsPayable,trailingOperatingIncome,trailingChangeInAccountPayable,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualEndCashPosition,annualTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,annualTotalAssets,annualBasicEPS,annualOtherNonCashItems,trailingTotalRevenue,annualStockholdersEquity,annualOtherCurrentAssets,annualLongTermDebt,annualOperatingIncome,annualDepreciationAndAmortization,annualCashAndCashEquivalents,annualCurrentLiabilities,quarterlyInterestExpense,trailingEndCashPosition,quarterlyCurrentDebt,annualCurrentAccruedExpenses,annualDilutedAverageShares,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyBasicEPS,quarterlyChangeInAccountPayable,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyEndCashPosition,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,trailingRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualNetPPE,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualRepurchaseOfCapitalStock,annualEbitda,annualCurrentAssets,annualDilutedEPS,annualGrossPPE,quarterlyChangesInAccountReceivables,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,annualInterestExpense,annualRepaymentOfDebt,trailingChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyOperatingExpense,annualBeginningCashPosition,quarterlyChangeInInventory,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,trailingDeferredIncomeTax,annualCapitalExpenditure,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyCurrentDeferredRevenue,trailingCapitalExpenditure,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualSellingGeneralAndAdministration,trailingInterestExpense,quarterlyAccountsPayable,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalRevenue,trailingChangeInInventory,trailingStockBasedCompensation,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyOperatingIncome,annualInventory,trailingTaxProvision,trailingNetOtherFinancingCharges,quarterlyEbitda,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,annualStockBasedCompensation,annualPurchaseOfBusiness,annualOperatingExpense,annualCostOfRevenue,annualTotalRevenue,trailingOtherNonCashItems,annualCapitalStock,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,annualResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentAssets,quarterlyDilutedEPS,annualAccumulatedDepreciation,annualGrossProfit,trailingFreeCashFlow,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,trailingNetIncome,annualChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,quarterlyPurchaseOfBusiness,quarterlyNetPPE,trailingNetIncomeContinuousOperations,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyRetainedEarnings,quarterlyTaxProvision,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,trailingBasicEPS,trailingCommonStockIssuance,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
754617600,-100000.0,,,56338028.0,161200000.0,,215100000.0,,,60300000.0,564500000.0,,40900000.0,,,,-6400000.0,268600000.0,6000000.0,-7500000.0,,10000000.0,,88400000.0,,,72500000.0,71600000.0,6300000.0,-10600000.0,1100000.0,-53100000.0,0.0,19200000.0,134000000.0,,564500000.0,0.1775,-2700000.0,,249400000.0,15400000.0,60300000.0,53500000.0,29700000.0,17400000.0,175900000.0,2700000.0,,21900000.0,,56338028.0,,,309900000.0,15500000.0,,,,,300000.0,-10600000.0,,-13000000.0,2100000.0,0.0,,-400000.0,,2000000.0,,123800000.0,86600000.0,,134000000.0,,-1900000.0,15500000.0,46900000.0,232500000.0,20600000.0,17400000.0,-1500000.0,83200000.0,295900000.0,0.1775,409900000.0,,,,249400000.0,-12000000.0,300000.0,65600000.0,10000000.0,10500000.0,,,20600000.0,,78800000.0,29400000.0,,71600000.0,,,-53300000.0,-2200000.0,268600000.0,,,,17400000.0,17400000.0,263800000.0,,88400000.0,,,300000.0,-4600000.0,0.0,15400000.0,,247800000.0,,,,,21700000.0,,-13600000.0,-5500000.0,200000.0,-10000000.0,7800000.0,123800000.0,,,14100000.0,21900000.0,,-177400000.0,,,293500000.0,628300000.0,975300000.0,,300000.0,19600000.0,,,409900000.0,175900000.0,-2600000.0,,6700000.0,295900000.0,,-177400000.0,347000000.0,,,,,,309900000.0,,,,,-15900000.0,2100000.0,,232500000.0,,5100000.0,,65600000.0,,,215100000.0,4000000.0,,,,,,,,,,,,,
762393600,,,,,158100000.0,,,,,80500000.0,591900000.0,,,,,,,280600000.0,-18500000.0,,,,,,,,66800000.0,0.0,7400000.0,4000000.0,4000000.0,,,,164800000.0,55172414.0,,,,,,,,,,,,2700000.0,,33100000.0,,,,,342300000.0,14200000.0,,0.0725,,,,4000000.0,,-33000000.0,84300000.0,0.0,,-400000.0,,800000.0,,131200000.0,84400000.0,,,,-2000000.0,,,,,,,,,,,,,,249600000.0,,-22300000.0,,,,,,28400000.0,55172414.0,74200000.0,,-3900000.0,,,,,,,,,,7100000.0,7100000.0,,,89600000.0,,,300000.0,,17400000.0,23800000.0,,242500000.0,,,,,,,-10700000.0,,31100000.0,,10200000.0,,,,17600000.0,,,-190400000.0,,,,,,,,-7800000.0,,,428400000.0,177500000.0,1400000.0,,-10300000.0,311300000.0,0.0725,,,,,,,-20600000.0,,,,,,,,,238000000.0,,6800000.0,,54800000.0,,,217200000.0,2800000.0,,,,,,,,,,,,,
770342400,,,,,174800000.0,,,,,110600000.0,668900000.0,,,,,,,336500000.0,13400000.0,,,,,,,,70100000.0,0.0,7300000.0,9300000.0,9300000.0,,,,203700000.0,56363636.0,,,,,,,,,,,,3000000.0,,44800000.0,,,,,409600000.0,20100000.0,,0.165,,,,9300000.0,,-63100000.0,93100000.0,0.0,,-1000000.0,,-3200000.0,,136200000.0,97600000.0,,,,-2000000.0,,,,,,,,,,,,,,259300000.0,,-51000000.0,,,,,,53500000.0,56363636.0,77500000.0,,1400000.0,,,,,,,,,,3200000.0,3200000.0,,,95700000.0,,,300000.0,,0.0,22100000.0,,272400000.0,,,,,,,-12100000.0,,33700000.0,,20100000.0,,,,27500000.0,,,-196500000.0,,,,,,,,25500000.0,,,459400000.0,205900000.0,2800000.0,,-3900000.0,332400000.0,0.165,,,,,,,2000000.0,,,,,,,,,262900000.0,,15900000.0,,65400000.0,,,224500000.0,6600000.0,,,,,,,,,,,,,
778291200,,,,,186700000.0,,,,,117700000.0,691200000.0,,,,,,,352100000.0,-900000.0,,,,,,,,73500000.0,0.0,8600000.0,8900000.0,8900000.0,,,,213700000.0,55625000.0,,,,,,,,,,,,3900000.0,,47100000.0,,,,,424700000.0,22500000.0,,0.16,,,,8900000.0,,-18100000.0,96000000.0,0.0,,0.0,,-5100000.0,,141800000.0,100100000.0,,,,-2000000.0,,,,,,,,,,,,,,266500000.0,,-500000.0,,,,,,54200000.0,55625000.0,81300000.0,,-2900000.0,,,,,,,,,,1800000.0,1800000.0,,,101400000.0,,,300000.0,,0.0,34000000.0,,286800000.0,,,,,,,-17600000.0,,-600000.0,,18800000.0,,,,27400000.0,,,-213600000.0,,,,,,,,16700000.0,,,489000000.0,211000000.0,,,-1400000.0,339100000.0,0.16,,,,,,,-1100000.0,,,-1000000.0,,,,,,275400000.0,,14900000.0,,62500000.0,,,230100000.0,6000000.0,,,,,,,,,,,,,
786153600,-75700000.0,,,56144000.0,191500000.0,,236600000.0,,,130000000.0,742600000.0,,50700000.0,,,,-14200000.0,381200000.0,-8200000.0,-8000000.0,,30900000.0,,105800000.0,,,77100000.0,92600000.0,10100000.0,8600000.0,8600000.0,-140700000.0,0.0,19800000.0,229900000.0,,742600000.0,0.55,-100000.0,,274800000.0,22600000.0,130000000.0,66000000.0,33400000.0,9800000.0,231700000.0,800000.0,,59500000.0,,56144000.0,,,461600000.0,27600000.0,,,,,,8600000.0,,-26500000.0,7300000.0,0.0,,-3100000.0,,4600000.0,,152700000.0,104200000.0,,229900000.0,,-2000000.0,27600000.0,50800000.0,295100000.0,58500000.0,9800000.0,-1500000.0,99400000.0,361400000.0,0.55,513900000.0,,,,274800000.0,-7500000.0,-1900000.0,66400000.0,30900000.0,11700000.0,,,58500000.0,,87200000.0,17400000.0,-9800000.0,92600000.0,,,-65000000.0,-3200000.0,381200000.0,,,,9800000.0,9800000.0,287600000.0,,105800000.0,,,300000.0,81800000.0,0.0,22600000.0,,295700000.0,,,,,30900000.0,,-24600000.0,-2900000.0,17600000.0,-15200000.0,17000000.0,152700000.0,,,27100000.0,59500000.0,,-218800000.0,,,321000000.0,710400000.0,1097400000.0,,300000.0,16400000.0,,,513900000.0,231700000.0,,,8100000.0,361400000.0,,-218800000.0,387000000.0,,-100000.0,,,-4600000.0,461600000.0,,,,,-24300000.0,7300000.0,,295100000.0,,13000000.0,,66400000.0,,,236600000.0,4400000.0,,,,,,,,,,,,,
793929600,,,,,193100000.0,,,,,165000000.0,771600000.0,,,,,,,389900000.0,-26300000.0,,,,,,,,78300000.0,200000.0,9200000.0,3500000.0,6000000.0,,,,269400000.0,56000000.0,,,,,,,,,,,,4100000.0,,60200000.0,,,,,496100000.0,69800000.0,,0.0625,,,,3500000.0,,-16100000.0,104200000.0,0.0,,-400000.0,,-6400000.0,,160900000.0,102500000.0,,,,-2000000.0,,,,,,,,,,,,,,275500000.0,,0.0,,,,,,17300000.0,56000000.0,87500000.0,,-8500000.0,,,,,,,,,,9200000.0,9200000.0,,,108600000.0,,,300000.0,,9800000.0,34800000.0,,295600000.0,,,,,,,-16100000.0,,25900000.0,,15000000.0,,,,24200000.0,,,-225900000.0,,,,,,,,-10200000.0,,,528700000.0,226700000.0,100000.0,,-700000.0,381700000.0,0.0625,,,,,,,-29100000.0,,,1900000.0,,,,,,302800000.0,,10300000.0,,57900000.0,,,238000000.0,4300000.0,,,,,,,,,,,,,
801878400,,,,,208700000.0,,,,,165900000.0,798200000.0,,,,,,,409100000.0,4500000.0,,,,,,,,81800000.0,0.0,10000000.0,10100000.0,10100000.0,,,,277000000.0,56111111.0,,,,,,,,,,,,4500000.0,,58200000.0,,,,,512500000.0,31600000.0,,0.18,,,,10100000.0,,-19900000.0,111100000.0,0.0,,-800000.0,,-900000.0,,165700000.0,113700000.0,,,,-2300000.0,,,,,,,,,,,,,,285700000.0,,0.0,,,,,,56100000.0,56111111.0,91800000.0,,-1400000.0,,,,,,,,,,6500000.0,6500000.0,,,111700000.0,,,300000.0,,0.0,26900000.0,,322400000.0,,,,,,,-19900000.0,,-7800000.0,,21900000.0,,,,31900000.0,,,-239100000.0,,,,,,,,24400000.0,,,560500000.0,235500000.0,,,-2700000.0,389100000.0,0.18,,,,,,,-1200000.0,,,1400000.0,,,,,,321400000.0,,16600000.0,,65600000.0,,,246700000.0,6500000.0,,,,,,,,,,,,,
809827200,,,,,201700000.0,,,,,155600000.0,811400000.0,,,,,,,422500000.0,8300000.0,,,,,,,,79700000.0,0.0,11600000.0,8800000.0,8800000.0,,,,271500000.0,56774194.0,,,,,,,,,,,,5100000.0,,63700000.0,,,,,514300000.0,33900000.0,,0.155,,,,8800000.0,,-21200000.0,115900000.0,0.0,,200000.0,,-3200000.0,,164400000.0,110900000.0,,,,-2200000.0,,,,,,,,,,,,,,297100000.0,,0.0,,,,,,54800000.0,56774194.0,91300000.0,,1700000.0,,,,,,,,,,4300000.0,4300000.0,,,110100000.0,,,300000.0,,0.0,33100000.0,,312600000.0,,,,,,,-21200000.0,,-10500000.0,,19600000.0,,,,31200000.0,,,-250200000.0,,,,,,,,29500000.0,,,584000000.0,242800000.0,,,-2100000.0,388900000.0,0.155,,,,,,,8400000.0,,,-4500000.0,,,,,,333800000.0,,14500000.0,,69000000.0,,,253200000.0,5700000.0,,,,,,,,,,,,,
817689600,-2600000.0,,,56236000.0,206700000.0,,256500000.0,,,166500000.0,828900000.0,,50300000.0,,,,-11900000.0,441300000.0,1600000.0,-8700000.0,,28700000.0,,117400000.0,,,83000000.0,107800000.0,10400000.0,6300000.0,6300000.0,-93300000.0,0.0,19100000.0,278200000.0,,828900000.0,0.51,,,299400000.0,32900000.0,166500000.0,69700000.0,41200000.0,9100000.0,245600000.0,4400000.0,,59500000.0,,56352201.0,,,523800000.0,31100000.0,,,,,,6300000.0,,-36100000.0,3900000.0,0.0,,200000.0,,-300000.0,,159000000.0,106400000.0,,278200000.0,,-2200000.0,31100000.0,78800000.0,355100000.0,55100000.0,9100000.0,,110900000.0,387600000.0,0.51,608200000.0,,,,299400000.0,-800000.0,-2600000.0,68700000.0,28700000.0,18100000.0,,,55100000.0,,93400000.0,9800000.0,5900000.0,107800000.0,,,-90700000.0,-1200000.0,441300000.0,,,,9100000.0,9100000.0,322800000.0,,117400000.0,,,300000.0,13500000.0,0.0,32900000.0,,313100000.0,,,,,31200000.0,,-33500000.0,-10800000.0,5900000.0,-2300000.0,13000000.0,159000000.0,,,23400000.0,59500000.0,,-253100000.0,,,364000000.0,810100000.0,1243800000.0,,300000.0,35100000.0,,,608200000.0,245600000.0,,,4700000.0,387600000.0,,-253100000.0,433700000.0,,,,,14000000.0,523800000.0,,,,,-7900000.0,3900000.0,,355100000.0,,8800000.0,,68700000.0,,,256500000.0,2500000.0,,,,,,,,,,,,,
825552000,,,,,197100000.0,,,,,183400000.0,834100000.0,,,,,,,449400000.0,-20500000.0,,,,,,,,82000000.0,0.0,14400000.0,2700000.0,2700000.0,,,,302700000.0,56842105.0,,,,,,,,,,,,5300000.0,,69600000.0,,,,,536000000.0,35900000.0,,0.0475,,,,2700000.0,,-22200000.0,119300000.0,0.0,,-300000.0,,-700000.0,,151500000.0,106500000.0,,,,-2200000.0,,,,,,,,,,,,,,298100000.0,,0.0,,,,,,53400000.0,56842105.0,96400000.0,,6100000.0,,,,,,,,,,10600000.0,10600000.0,,,106800000.0,,,300000.0,,9100000.0,33900000.0,,303600000.0,,,,,,,-22200000.0,,22200000.0,,10100000.0,,,,24500000.0,,,-259200000.0,,,,,,,,1700000.0,,,619300000.0,233300000.0,-100000.0,,1600000.0,384700000.0,0.0475,,,,,,,-23200000.0,,,1200000.0,,,,,,360100000.0,,4500000.0,,56900000.0,,,257000000.0,1800000.0,,,,,,,,,,,,,
833500800,,,,,206900000.0,,,,,189100000.0,855200000.0,,,,,,,458400000.0,21400000.0,,,,,,,,84200000.0,-100000.0,12100000.0,8400000.0,8400000.0,,,,308300000.0,56000000.0,,,,,,,,,,,,5000000.0,,63400000.0,,,,,551600000.0,38500000.0,,0.15,,,,8400000.0,,-26600000.0,119300000.0,0.0,,1900000.0,,-200000.0,,148400000.0,113300000.0,,,,-2400000.0,,,,,,,,,,,,,,303600000.0,,-8200000.0,,,,,,51900000.0,56000000.0,96300000.0,,6500000.0,,,,,,,,,,16700000.0,16700000.0,,,111600000.0,,,300000.0,,0.0,34300000.0,,320200000.0,,,,,,,-18400000.0,,-7000000.0,,17000000.0,,,,29100000.0,,,-264500000.0,,,,,,,,39800000.0,,,632500000.0,243300000.0,200000.0,,6000000.0,396800000.0,0.15,,,,,,,18200000.0,,,400000.0,,,,,,368000000.0,,14100000.0,,68300000.0,,,263100000.0,5700000.0,,,,,,,,,,,,,
841449600,,,,,207300000.0,,,,,163900000.0,847600000.0,,,,,,,463500000.0,1300000.0,,,,,,,,75500000.0,-100000.0,8300000.0,22000000.0,22000000.0,,,,283700000.0,56410256.0,,,,,,,,,,,,4300000.0,,54700000.0,,,,,522900000.0,34000000.0,,0.39,,,,22000000.0,,10300000.0,119900000.0,0.0,,14200000.0,,-5500000.0,,150700000.0,110800000.0,,,,-2300000.0,,,,,,,,,,,,,,324700000.0,,30200000.0,,,,,,54700000.0,56410256.0,83800000.0,,-4500000.0,,,,,,,,,,8900000.0,8900000.0,,,109700000.0,,,300000.0,,0.0,43200000.0,,318100000.0,,,,,,,-19900000.0,,-39300000.0,,27000000.0,,,,35300000.0,,,-267500000.0,,,,,,,,21200000.0,,,642300000.0,239200000.0,0.0,,-7800000.0,384100000.0,0.39,,,,,,,-5000000.0,,,0.0,,,,,,374800000.0,,36900000.0,,74800000.0,,,282800000.0,14900000.0,,,,,,,,,,,,,
849312000,21000000.0,,,56456000.0,213200000.0,,292800000.0,,,172800000.0,869300000.0,,76600000.0,,,,-8500000.0,481100000.0,-10700000.0,-9200000.0,,45400000.0,,118200000.0,,,81800000.0,112400000.0,12200000.0,12300000.0,12300000.0,-68800000.0,0.0,31200000.0,285200000.0,,869300000.0,0.805,100000.0,,334700000.0,40800000.0,172800000.0,80700000.0,47000000.0,3500000.0,246600000.0,4400000.0,,59100000.0,,56456000.0,,,531800000.0,38500000.0,,,,,,12300000.0,,-30300000.0,,0.0,,-1100000.0,,-1200000.0,,151200000.0,120600000.0,,285200000.0,,-2300000.0,38500000.0,81300000.0,391200000.0,51400000.0,3500000.0,,127700000.0,388200000.0,0.805,664200000.0,,,,334700000.0,-5500000.0,-1000000.0,69300000.0,45400000.0,18900000.0,,,51400000.0,,94000000.0,9100000.0,-400000.0,112400000.0,,,-89800000.0,14700000.0,481100000.0,,,,3500000.0,3500000.0,323500000.0,,118200000.0,,,300000.0,-17900000.0,0.0,40800000.0,,333800000.0,,,,,45400000.0,,-29300000.0,-7600000.0,6200000.0,7700000.0,26600000.0,151200000.0,,,38800000.0,59100000.0,,-273000000.0,,,370500000.0,824500000.0,1275700000.0,,300000.0,18600000.0,,,664200000.0,246600000.0,0.0,,-5300000.0,388200000.0,,-273000000.0,451200000.0,,,,,-8600000.0,531800000.0,,,,,-18600000.0,,,391200000.0,,21100000.0,,69300000.0,,,292800000.0,8800000.0,,,,,,,,,,,,,
857088000,,,,,198200000.0,,,,,183300000.0,861200000.0,,,,,,,474900000.0,-11300000.0,,,,,,,,79400000.0,111600000.0,11200000.0,5800000.0,5800000.0,,,,294900000.0,56585366.0,,,,,,,,,,,,5000000.0,,59400000.0,,,,,527000000.0,38300000.0,,0.1025,,,,5800000.0,,-12400000.0,,0.0,,-500000.0,,-1000000.0,,151000000.0,105900000.0,,,,-2300000.0,,,,,,,,,,,,,,334200000.0,,0.0,,,,,,49700000.0,56585366.0,90600000.0,,-3100000.0,,,,,,,,,,2800000.0,2800000.0,,,108500000.0,,,300000.0,,3500000.0,36500000.0,,304100000.0,,,,,,,-12400000.0,,10700000.0,,15300000.0,,,,26500000.0,,,-273500000.0,,,,,,,,1100000.0,,,660400000.0,232100000.0,,,-700000.0,386300000.0,0.1025,,,,,,,-16600000.0,,,-600000.0,,,,,,386900000.0,,9800000.0,,64200000.0,,,296300000.0,4000000.0,,,,,,,,,,,,,
865036800,,,,,212100000.0,,,,,186600000.0,899900000.0,,,,,,,492300000.0,6900000.0,,,,,,,,83200000.0,88500000.0,11300000.0,11100000.0,11100000.0,,,,295900000.0,56923077.0,,,,,,,,,,,,4900000.0,,59500000.0,,,,,540300000.0,50400000.0,,0.195,,,,11100000.0,,-14500000.0,20800000.0,0.0,,1100000.0,,-6800000.0,,155200000.0,116800000.0,,,,-2600000.0,,,,,,,,,,,,,,343000000.0,,-1200000.0,,,,,,49800000.0,56923077.0,94500000.0,,-1500000.0,,,,,,,,,,3300000.0,3300000.0,,,112400000.0,,,300000.0,,0.0,50400000.0,,328900000.0,,,,,,,-13300000.0,,-5200000.0,,22300000.0,,,,33600000.0,,,-289200000.0,,,,,,,,20200000.0,,,681300000.0,244400000.0,,,500000.0,407600000.0,0.195,,,,,,,-2000000.0,,,-3600000.0,,,,,,392100000.0,,18500000.0,,72500000.0,,,304800000.0,7400000.0,,,,,,,,,,,,,
872985600,,,,,209100000.0,,,,,200600000.0,907000000.0,,,,,,,496100000.0,6300000.0,,,,,,,,80800000.0,86200000.0,11600000.0,10800000.0,10800000.0,,,,305200000.0,56103896.0,,,,,,,,,,,,4900000.0,,63700000.0,,,,,556700000.0,56000000.0,,0.1925,,,,10800000.0,,-15600000.0,18400000.0,0.0,,200000.0,,-8700000.0,,156500000.0,114400000.0,,,,-2600000.0,,,,,,,,,,,,,,334800000.0,,0.0,,,,,,47700000.0,56103896.0,92400000.0,,-3500000.0,,,,,,,,,,4300000.0,4300000.0,,,113500000.0,,,300000.0,,0.0,58000000.0,,323500000.0,,,,,,,-15600000.0,,-5100000.0,,22000000.0,,,,33600000.0,,,-293900000.0,,,,,,,,21900000.0,,,686300000.0,251500000.0,,,1000000.0,410900000.0,0.1925,,,,,,,3200000.0,,,-5200000.0,,,,,,392400000.0,,17900000.0,,74300000.0,,,298300000.0,7100000.0,,,,,,,,,,,,,
880848000,-9700000.0,,,56400000.0,227600000.0,,305000000.0,,,230000000.0,917600000.0,,67000000.0,,,,-600000.0,508400000.0,-2500000.0,-10100000.0,,36900000.0,,121900000.0,,,82300000.0,76700000.0,12700000.0,9200000.0,12600000.0,-64500000.0,0.0,26700000.0,325200000.0,,917600000.0,0.655,-3300000.0,,339100000.0,50200000.0,230000000.0,87300000.0,46800000.0,2700000.0,237500000.0,5000000.0,,42300000.0,,56530612.0,,,562700000.0,62100000.0,,,,,,9200000.0,,-22000000.0,18500000.0,0.0,,-1700000.0,,-16300000.0,,150700000.0,122800000.0,,325200000.0,,-2600000.0,62100000.0,68600000.0,398600000.0,47700000.0,2700000.0,-15500000.0,134100000.0,409200000.0,0.655,698000000.0,,,,339100000.0,-800000.0,-8500000.0,73300000.0,36900000.0,19800000.0,,,47700000.0,,95000000.0,3500000.0,5600000.0,76700000.0,,,-69200000.0,-1100000.0,508400000.0,,,,2700000.0,2700000.0,325700000.0,,121900000.0,,,300000.0,-4500000.0,0.0,50200000.0,,350400000.0,,,,,40300000.0,,-27900000.0,-32800000.0,-4900000.0,-2500000.0,27800000.0,150700000.0,,,40500000.0,42300000.0,,-299400000.0,,,372500000.0,847000000.0,1306800000.0,,300000.0,25400000.0,,,698000000.0,237500000.0,,,-1600000.0,409200000.0,,-299400000.0,459800000.0,,0.0,,,-600000.0,562700000.0,,,,,-16000000.0,18500000.0,,398600000.0,,20800000.0,,73300000.0,,,305000000.0,8200000.0,,,,,,,,,,,,,
888624000,,,,,201900000.0,,,,,264700000.0,966800000.0,,,,,,,537900000.0,-63500000.0,,,,,,,,82200000.0,77400000.0,11100000.0,6000000.0,6000000.0,,,,361000000.0,55813953.0,,,,,,,,,,,,5200000.0,,75300000.0,,,,,611100000.0,64400000.0,,0.11,,,,6000000.0,,-48100000.0,18900000.0,0.0,,-500000.0,,-1300000.0,,168600000.0,108800000.0,,,,-2600000.0,,,,,,,,,,,,,,340100000.0,,0.0,,,,,,65600000.0,54545455.0,93300000.0,,-12200000.0,,,,,,,,,,3500000.0,3500000.0,,,118800000.0,,,300000.0,,2700000.0,53200000.0,,310700000.0,,,,,,,-48100000.0,,64400000.0,,15500000.0,,,,26600000.0,,,-314900000.0,,,,,,,,-15400000.0,,,722800000.0,250100000.0,-100000.0,,800000.0,428900000.0,0.1075,,,,,,,-33200000.0,,,3000000.0,,,,,,407900000.0,,9800000.0,,56000000.0,,,308400000.0,3800000.0,,,,,,,,,,,,,
896572800,,,,,221200000.0,,,,,328300000.0,1031800000.0,,,,,,,589900000.0,42000000.0,,,,,,,,84000000.0,78500000.0,12100000.0,11300000.0,11300000.0,,,,428500000.0,55802469.0,,,,,,,,,,,,6600000.0,,54400000.0,,,,,665700000.0,64900000.0,,0.205,,,,11300000.0,,-60300000.0,21700000.0,0.0,,600000.0,,900000.0,,167900000.0,120800000.0,,,,-2800000.0,,,,,,,,,,,,,,350100000.0,,-78700000.0,,,,,,104800000.0,55121951.0,96100000.0,,-1100000.0,,,,,,,,,,5300000.0,5300000.0,,,114100000.0,,,300000.0,,0.0,51600000.0,,342000000.0,,,,,,,18400000.0,,38600000.0,,24700000.0,,,,36800000.0,,,-318500000.0,,,,,,,,23600000.0,,,738700000.0,237200000.0,0.0,,1800000.0,441900000.0,0.2025,,,,,,,1600000.0,,,700000.0,,,,,,420200000.0,,18700000.0,,68700000.0,,,316800000.0,7400000.0,,,,,,,,,,,,,
904521600,,,,,207300000.0,,,,,324500000.0,1014100000.0,,,,,,,574500000.0,10200000.0,,,,,,,,81200000.0,79800000.0,12000000.0,-10300000.0,-10300000.0,,,,424300000.0,55675676.0,,,,,,,,,,,,7800000.0,,47800000.0,,,,,661500000.0,66900000.0,,-0.1875,,,,-10300000.0,,-11900000.0,20000000.0,0.0,,-24700000.0,,-3100000.0,,162800000.0,126200000.0,,,,-2700000.0,,,,,,,,,,,,,,336900000.0,,-9000000.0,,,,,,103000000.0,54933333.0,104300000.0,,3500000.0,,,,,,,,,,4300000.0,4300000.0,,,107600000.0,,,300000.0,,0.0,59800000.0,,333500000.0,,,,,,,-11900000.0,,-11000000.0,,21900000.0,,,,45000000.0,,,-327700000.0,,,,,,,,22100000.0,,,732300000.0,237200000.0,300000.0,,-1000000.0,439600000.0,-0.1875,,,,,,,-5800000.0,,,0.0,,,,,,404600000.0,,-10200000.0,,81800000.0,,,303800000.0,100000.0,,,,,,,,,,,,,
