,trailingCapitalExpenditure,annualBeginningCashPosition,quarterlySaleOfInvestment,annualCurrentAssets,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualCapitalExpenditure,trailingDeferredIncomeTax,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,quarterlyNetOtherInvestingChanges,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyStockholdersEquity,quarterlyBasicEPS,annualBasicEPS,trailingNetIncomeContinuousOperations,annualCurrentAccruedExpenses,quarterlyDilutedAverageShares,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyEbitda,trailingNetOtherFinancingCharges,annualEbitda,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyInvestingCashFlow,annualAccumulatedDepreciation,annualOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyChangeInInventory,annualNetOtherFinancingCharges,trailingChangesInAccountReceivables,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,annualInterestExpense,quarterlyOtherNonCashItems,annualOtherCurrentAssets,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyBasicAverageShares,trailingOperatingCashFlow,annualCostOfRevenue,annualTotalNonCurrentAssets,annualCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,annualDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,annualGrossProfit,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyRepaymentOfDebt,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,annualOtherNonCashItems,quarterlyOperatingIncome,annualPurchaseOfBusiness,quarterlyTotalRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,trailingTaxProvision,annualNetIncome,annualCashDividendsPaid,trailingOtherNonCashItems,annualFreeCashFlow,annualCurrentDebt,quarterlyDilutedEPS,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,annualInvestingCashFlow,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,annualNonCurrentDeferredTaxesLiabilities,annualTotalAssets,trailingPretaxIncome,annualDilutedAverageShares,annualLongTermDebt,trailingCashDividendsPaid,trailingNetIncome,annualStockholdersEquity,quarterlyCommonStockIssuance,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyGoodwill,annualChangeInWorkingCapital,annualRetainedEarnings,annualGoodwill,annualOtherShortTermInvestments,quarterlyInventory,trailingChangeInWorkingCapital,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,annualCommonStockIssuance,quarterlyCashAndCashEquivalents,annualTotalRevenue,annualOperatingCashFlow,annualCapitalStock,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,annualOtherIncomeExpense,trailingGrossProfit,annualChangeInAccountPayable,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,annualCashCashEquivalentsAndMarketableSecurities,annualCashFlowFromContinuingFinancingActivities,trailingRepaymentOfDebt,annualOperatingIncome,trailingTotalRevenue,annualEndCashPosition,quarterlyCurrentDebt,quarterlyFreeCashFlow,quarterlyInterestExpense,annualOtherNonCurrentLiabilities,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,annualBasicAverageShares,quarterlyOtherNonCurrentAssets,annualCashAndCashEquivalents,annualGrossPPE,quarterlyTotalAssets,trailingEndCashPosition,annualIncomeTaxPayable,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,annualPretaxIncome,quarterlyNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,trailingOperatingIncome,annualResearchAndDevelopment,trailingBasicAverageShares,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,annualSaleOfInvestment,quarterlyStockBasedCompensation,trailingSellingGeneralAndAdministration,annualInventory,trailingChangeInInventory,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingInterestExpense,annualStockBasedCompensation,trailingBasicEPS,trailingResearchAndDevelopment,annualPurchaseOfInvestment,trailingCommonStockIssuance,annualChangeInInventory,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1419984000,,2168187000.0,,2062571000.0,514579000.0,1510000000.0,412381000.0,194228000.0,47627000.0,-620266000.0,,4872000.0,228882000.0,2868865000.0,-69340000.0,-9353000.0,-145122000.0,,1693433000.0,98174000.0,,,,-167589000.0,21285891000.0,,42.663,,11329000.0,,2242520000.0,124957000.0,914991000.0,,3748049000.0,-1513883000.0,-572685000.0,,-1034977000.0,-158958000.0,-880780000.0,16481904000.0,-1702843000.0,,-1510000000.0,,1595502000.0,37772000.0,65730000.0,-557000.0,4872000.0,,36363000.0,,,2368682000.0,22223636000.0,36363000.0,-1920996000.0,42.663,0.0,3177470000.0,-880780000.0,30926000.0,6213078000.0,812653000.0,514579000.0,3000316000.0,,1418090000.0,1582226000.0,2062571000.0,,658316000.0,,-856887000.0,2242520000.0,,65730000.0,667866000.0,,1333705000.0,-42867000.0,-149803000.0,,2242520000.0,-3100000000.0,,2839964000.0,978538000.0,,608773000.0,124957000.0,337581000.0,-633040000.0,740936000.0,627390000.0,627390000.0,597139000.0,406948000.0,,0.0,24286207000.0,,52563674.0,740936000.0,,,21285891000.0,,,0.0,925220000.0,11329000.0,1582226000.0,,445712000.0,6213078000.0,,0.0,,,-6209000.0,0.0,337581000.0,-1510000000.0,2368682000.0,,1595502000.0,5546152000.0,3460230000.0,0.0,1418090000.0,,2868865000.0,812653000.0,-126000.0,,37772000.0,1595502000.0,228882000.0,1595502000.0,-3399875000.0,,2765089000.0,,1595502000.0,978538000.0,458970000.0,-1474000.0,597139000.0,1188554000.0,,0.0,,-13209000.0,52563674.0,47627000.0,1595502000.0,1693433000.0,24286207000.0,,98174000.0,,3000316000.0,258149000.0,-207627000.0,2757099000.0,0.0,0.0,627390000.0,16481904000.0,22223636000.0,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,,,,,0.0,,,,,,138060000.0,,3536751000.0,,-14825000.0,,,,,,182998000.0,,132281000.0,21953777000.0,11.905276,,,,56100000.0,,,1093010000.0,,,,,,965633000.0,-292248000.0,,,106611000.0,,,,3193500000.0,304650000.0,,24901000.0,,,,56100000.0,,,,,238270000.0,,,,,182998000.0,6213078000.0,796977000.0,,,,3298743000.0,792816000.0,3816547000.0,,850884000.0,,-2730474000.0,,,,859022000.0,,1742281000.0,855925000.0,-277623000.0,,,,,,,11.905276,1034321000.0,,,,,667886000.0,667886000.0,,1597998000.0,,,,,,,,,,,,,,,,,,,,,,,24998000.0,,484987000.0,0.0,776648000.0,,3193500000.0,,,,,,,,,,,3193500000.0,,,,,,,,,756698000.0,,,1595502000.0,,0.0,,,,65680000.0,,,26045336000.0,,,,4091559000.0,233988000.0,-147031000.0,,-24601000.0,,667886000.0,16363796000.0,22228787000.0,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,,,,,,,,,,201898000.0,,4694471000.0,,-10211000.0,,,,,,368516000.0,,132033000.0,19402792000.0,10.181907,,,,56100000.0,,,1320973000.0,,,,,,1168261000.0,-2719015000.0,,,144409000.0,,,,3252954000.0,89817000.0,,60875000.0,,,,56100000.0,,,,,309597000.0,,,,,368516000.0,3912916000.0,1199557000.0,,,,4674571000.0,5988696000.0,3977033000.0,-2548315000.0,939721000.0,,-3618470000.0,,,,1023852000.0,,2140729000.0,1528075000.0,-160643000.0,,,,,,,10.181907,1250394000.0,,,,,571205000.0,571205000.0,4674571000.0,59454000.0,,,,,,,,,,,,,,,,,,,,,,,30986000.0,,522181000.0,-1408542000.0,972468000.0,,3252954000.0,,,,,,,,,,,3252954000.0,,,,,,,,,1089751000.0,,,3193500000.0,,0.0,,,,137269000.0,,,30855854000.0,,,,10663267000.0,297121000.0,39059000.0,,204762000.0,,571205000.0,20616928000.0,26878820000.0,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,,,,,0.0,,,,,,227674000.0,,5326248000.0,,3237000.0,,,,,,125272000.0,,202070000.0,20300414000.0,11.331266,,,,56100000.0,,,1492845000.0,,,,,,1188974000.0,-377199000.0,,,10958000.0,,,,3148494000.0,205690000.0,,-467474000.0,,,,56100000.0,,,,,312977000.0,,,,,125272000.0,3912792000.0,1308770000.0,,,,8052681000.0,2146833000.0,3844592000.0,0.0,760956000.0,,-1522541000.0,,,,1178016000.0,,2159305000.0,-1018421000.0,-381547000.0,,,,,,,11.331266,1291161000.0,,,,,635684000.0,635684000.0,8052681000.0,-104459000.0,,,,,,,,,,,,,,,,,,,,,,,-8338000.0,,468424000.0,-1066444000.0,970331000.0,,3148494000.0,,,,,,,,,,,3148494000.0,,,,,,,,,909614000.0,,,3252954000.0,,0.0,,,,51415000.0,,,31465087000.0,,,,10199514000.0,314829000.0,61071000.0,,158749000.0,,635684000.0,21330655000.0,27620495000.0,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,1595502000.0,,3386683000.0,847309000.0,,680898000.0,236507000.0,68913000.0,-1128382000.0,,55410000.0,437238000.0,3839610000.0,,21800000.0,173005000.0,,2672140000.0,197541000.0,,136841000.0,,198788000.0,21273951000.0,,59.772,,58499000.0,,2726020000.0,149637000.0,905171000.0,,4973088000.0,-8076912000.0,1400997000.0,,1085736000.0,-281464000.0,-1116547000.0,21183266000.0,369883000.0,,2517609000.0,,2996499000.0,-298649000.0,198567000.0,390520000.0,55410000.0,,66676000.0,,,3553328000.0,28086716000.0,66676000.0,-687833000.0,59.772,818879000.0,4553581000.0,-1116547000.0,136841000.0,6638935000.0,1555593000.0,847309000.0,9317356000.0,,4659046000.0,4658310000.0,3386683000.0,,939550000.0,,-205427000.0,2770777000.0,,8823000.0,715853000.0,,1775449000.0,-1023520000.0,-328609000.0,,2726020000.0,-3153453000.0,,3776371000.0,3529102000.0,,1152989000.0,149637000.0,159196000.0,-3669927000.0,421363000.0,802709000.0,757952000.0,3325437000.0,-151995000.0,,818879000.0,31473399000.0,,52557555.0,421363000.0,,,21273951000.0,,,0.0,1156435000.0,58499000.0,4658310000.0,,665172000.0,6638935000.0,,0.0,,,-128125000.0,92232000.0,159196000.0,-678467000.0,689713000.0,,2996499000.0,8106909000.0,4904753000.0,0.0,4659046000.0,,3839610000.0,1555593000.0,-136424000.0,,301508000.0,2996499000.0,437238000.0,2996499000.0,166171000.0,,3872683000.0,,2996499000.0,3529102000.0,824380000.0,,3325437000.0,3148494000.0,,0.0,,0.0,52557555.0,68913000.0,2996499000.0,2672140000.0,31473399000.0,,197541000.0,,9317356000.0,245348000.0,219906000.0,3618086000.0,2329985000.0,92232000.0,757952000.0,21183266000.0,28086716000.0,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,,,,,,,,,,,179611000.0,,4842182000.0,,-12336000.0,,,,,,269296000.0,,258463000.0,22276524000.0,17.057504,,,,56100000.0,,,1608338000.0,,,,,,1544684000.0,-519416000.0,,,268410000.0,,,,4886178000.0,602867000.0,,92407000.0,,,,56100000.0,,,,,320321000.0,,,,,269293000.0,6638936000.0,1545215000.0,,,,9112875000.0,1641938000.0,5661717000.0,,1226219000.0,,-3593134000.0,,,,1276274000.0,,2763741000.0,897770000.0,-507080000.0,,,,,,,17.057504,1511324000.0,,,,,956926000.0,956926000.0,9112875000.0,1889678000.0,,,,,,,,,,,,,,,,,,,,,,,9000.0,,595928000.0,0.0,1219057000.0,,4886178000.0,,,,,,,,,,,4886178000.0,,,,,,,,,1004244000.0,,,2996499000.0,,0.0,,,,183636000.0,,,33943921000.0,,,,10754813000.0,332064000.0,-434957000.0,,1100002000.0,,956926000.0,21176254000.0,28282205000.0,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,,,,,,,,,,183180000.0,,4414826000.0,,-1360000.0,,,,,,354296000.0,,-96524000.0,19237211000.0,10.355758,,,,56100000.0,,,1553401000.0,,,,,,1477844000.0,-333151000.0,,,258143000.0,,,,4114919000.0,-136530000.0,,106828000.0,,,,56100000.0,,,,,344223000.0,,,,,354296000.0,5777146000.0,1574985000.0,,,,9498389000.0,3781189000.0,4800287000.0,0.0,935254000.0,,-7252000.0,,,,1219701000.0,,2726232000.0,-1693978000.0,-331872000.0,,,,,,,10.355758,1256430000.0,,,,,580958000.0,580958000.0,9498389000.0,-770699000.0,,,,,,,,,,,,,,,,,,,,,,,-969000.0,,502188000.0,-1750167000.0,1248388000.0,,4114919000.0,,,,,,,,,,,4114919000.0,,,,,,,,,924558000.0,,,4885617000.0,,0.0,,,,146638000.0,,,33497341000.0,,,,13279578000.0,333700000.0,95311000.0,,98569000.0,,580958000.0,21650385000.0,28697054000.0,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,,,,,,,,,,,234364000.0,,4504940000.0,,-736000.0,,,,,,368533000.0,,57948000.0,20151264000.0,14.963832,,,,56100000.0,,,1660772000.0,,,,,,1590689000.0,-379622000.0,,,273498000.0,,,,5313060000.0,159670000.0,,140471000.0,,,,56100000.0,,,,,358043000.0,,,,,368533000.0,6601085000.0,1541920000.0,,,,11321709000.0,2633545000.0,6203516000.0,0.0,1208004000.0,,-88402000.0,,,,1317191000.0,,2853826000.0,29934000.0,-379203000.0,,,,,,,14.963832,1547827000.0,,,,,839471000.0,839471000.0,11321709000.0,1198139000.0,,,,,,,,,,,,,,,,,,,,,,,-7371000.0,,656092000.0,-1198312000.0,1263137000.0,,5313060000.0,,,,,,,,,,,5313060000.0,,,,,,,,,1168624000.0,,,4114919000.0,,0.0,,,,163006000.0,,,35122665000.0,,,,13955254000.0,343581000.0,-145798000.0,,1491564000.0,,839471000.0,21873955000.0,28918649000.0,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,2996499000.0,,5998574000.0,1266573000.0,,1065874000.0,1391581000.0,170635000.0,-1856997000.0,,202892000.0,875486000.0,4726249000.0,0.0,-4325000.0,-434534000.0,,3098352000.0,296633000.0,,274451000.0,,26640000.0,21333015000.0,,62.443,,69917000.0,,3353559000.0,198512000.0,1760767000.0,,6583280000.0,-3661050000.0,2191639000.0,,1687550000.0,-584368000.0,-1467959000.0,22872852000.0,265825000.0,,2595808000.0,,5188138000.0,-168601000.0,357086000.0,17379000.0,202892000.0,,70215000.0,,,4806794000.0,30052888000.0,70215000.0,368995000.0,62.443,946673000.0,6300767000.0,-1467959000.0,274451000.0,7561526000.0,1630393000.0,1266573000.0,13646893000.0,,11705594000.0,1941299000.0,5998574000.0,0.0,1250651000.0,,27739000.0,3353559000.0,,357085000.0,1421725000.0,0.0,2763763000.0,-910588000.0,-638911000.0,,3353559000.0,-3889259000.0,,3906345000.0,84758000.0,,1448321000.0,198512000.0,607544000.0,-1816557000.0,4529518000.0,976200000.0,976200000.0,6136828000.0,-124922000.0,,946673000.0,36051462000.0,,52557555.0,4529518000.0,,,21333015000.0,,,,1348387000.0,69917000.0,1941299000.0,,245965000.0,7561526000.0,,,,,-3396000.0,21636000.0,607544000.0,-940780000.0,1076213000.0,,5188138000.0,11107561000.0,5763342000.0,0.0,11705594000.0,,4726249000.0,1630393000.0,-11728000.0,,456845000.0,5188138000.0,875486000.0,5188138000.0,-1771186000.0,,5234893000.0,,5188138000.0,84758000.0,809410000.0,,6136828000.0,5313060000.0,,0.0,,-18757000.0,52557555.0,170635000.0,5188138000.0,3098352000.0,36051462000.0,,296633000.0,,13646893000.0,339042000.0,50911000.0,4620132000.0,-94324000.0,21636000.0,976200000.0,22872852000.0,30052888000.0,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,,,,,,,,,,,207398000.0,,4452010000.0,,-3225000.0,,,,,,336554000.0,,138817000.0,19797531000.0,19.332246,,,,56100000.0,,,1874284000.0,,,,,,1835582000.0,-433217000.0,,,310643000.0,,,,6141940000.0,186355000.0,,153260000.0,,,,56100000.0,,,,,358043000.0,,,,,336554000.0,8050449000.0,1523276000.0,,,,12541676000.0,3507343000.0,7152716000.0,,1421093000.0,,-67983000.0,,,,1524939000.0,,3033630000.0,-1792849000.0,-429761000.0,,,,,,,19.332246,1712250000.0,,,,,1084539000.0,1084539000.0,12541676000.0,-516487000.0,,,,,,,,,,,,,,,,,,,,,,,6471000.0,,803378000.0,-1503146000.0,1198048000.0,,6141940000.0,,,,,,,,,,,6141940000.0,,,,,,,,,1282489000.0,,,6658427000.0,,0.0,,,,202511000.0,,,36830185000.0,,,,16049019000.0,349345000.0,-76108000.0,,2000.0,,1084539000.0,22511693000.0,29677469000.0,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,5188138000.0,,8980159000.0,1440641000.0,,1217727000.0,1616729000.0,202744000.0,-1923891000.0,,252646000.0,811397000.0,4731874000.0,,-2850000.0,-394746000.0,,3369500000.0,327283000.0,,301684000.0,,-321434000.0,21028215000.0,,88.457,,87168000.0,,4731081000.0,252622000.0,1898129000.0,,7725293000.0,-151724000.0,2542005000.0,,1769061000.0,-534570000.0,-1713812000.0,23200671000.0,257308000.0,,3800000000.0,,7730143000.0,-296601000.0,600813000.0,184006000.0,252646000.0,,108853000.0,,,4866460000.0,30537373000.0,108853000.0,430043000.0,88.457,839253000.0,7499458000.0,-1713812000.0,301684000.0,9001269000.0,1655688000.0,1440641000.0,17440763000.0,,15145616000.0,2295147000.0,8980159000.0,,1265063000.0,,-4461000.0,4731081000.0,,600813000.0,1511753000.0,,3069496000.0,691325000.0,-531720000.0,,4731081000.0,-4756459000.0,,4244811000.0,141412000.0,,1283730000.0,252622000.0,997370000.0,-1938575000.0,4110846000.0,963379000.0,963379000.0,10082537000.0,1588203000.0,,839253000.0,39517532000.0,,52557555.0,4110846000.0,,,21028215000.0,,,,1443562000.0,87168000.0,2295147000.0,,-54476000.0,9001269000.0,,,,,-14829000.0,11016000.0,997370000.0,-1503146000.0,1300435000.0,,7730143000.0,12365918000.0,6168702000.0,0.0,15145616000.0,,4731874000.0,1655688000.0,-10620000.0,,275573000.0,7730143000.0,811397000.0,7730143000.0,-1687316000.0,,6281731000.0,,7730143000.0,141412000.0,752010000.0,,10082537000.0,6141940000.0,,0.0,,-14684000.0,52557555.0,202744000.0,7730143000.0,3369500000.0,39517532000.0,,327283000.0,,17440763000.0,386376000.0,-186195000.0,6171722000.0,2300000000.0,11016000.0,963379000.0,23200671000.0,30537373000.0,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,,,,,,,,,,,,,9669000.0,,,,,,537173000.0,,-824314000.0,,21.194635,,,,,,,2145373000.0,,,,,,2130257000.0,-493706000.0,,,371883000.0,,,,8280070000.0,-284131000.0,,190983000.0,,,,,,,,,,,,,,537173000.0,,,,,,,,,0.0,1726192000.0,,-3872000.0,,,,1758374000.0,,3442793000.0,-1345119000.0,-503809000.0,,,,,,,21.194635,1028775000.0,,,,,1189019000.0,1189019000.0,,-345677000.0,,,,,,,,,,,,,,,,,,,,,,,-995000.0,,,-1250870000.0,1312536000.0,,,,,,,,,,,,,,,,,,,,,,524966000.0,,,8625747000.0,,,,,,,,,,,,,,386999000.0,4269000.0,,,,1189019000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,,,,,,,,,,349225000.0,,4925414000.0,,-9832000.0,,,,,,328367000.0,,655800000.0,19346779000.0,23.61615,,,,56100000.0,,,2171962000.0,,,,,,2118769000.0,-542022000.0,,,339189000.0,,,,7141575000.0,147284000.0,,217516000.0,,,,56100000.0,,,,,,,,,,328367000.0,8377163000.0,1778306000.0,,,,15193666000.0,3622701000.0,8482879000.0,,1653233000.0,,-173551000.0,,,,1779580000.0,,3532434000.0,-2355802000.0,-532213000.0,,,,,,,23.61615,2262498000.0,,,,,1324866000.0,1324866000.0,,-1138496000.0,,,,,,,,,,,,,,,,,,,,,,,-88000.0,,992079000.0,-2002443000.0,1413665000.0,,7141575000.0,,,,,,,,,,,7141575000.0,,,,,,,,,1730285000.0,,,8280070000.0,,0.0,,,,260368000.0,,,39177388000.0,,,,18816367000.0,392382000.0,70067000.0,,-145438000.0,,1324866000.0,23038275000.0,30694509000.0,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,7730143000.0,,7840206000.0,1869041000.0,,1414675000.0,,281665000.0,-2501656000.0,,293387000.0,871741000.0,5112712000.0,,-7023000.0,-383361000.0,,3989849000.0,191797000.0,,537798000.0,,-66084000.0,20708986000.0,,95.844,,84224000.0,,5138631000.0,298376000.0,2267201000.0,,8814289000.0,-263599000.0,-1578686000.0,,2202653000.0,-849166000.0,-2036920000.0,23823571000.0,341339000.0,,-274685000.0,,6151457000.0,132779000.0,896225000.0,264345000.0,293387000.0,,139576000.0,,,5463563000.0,31710296000.0,139576000.0,,95.844,784931000.0,8659327000.0,-2036920000.0,537798000.0,9552072000.0,1906233000.0,1869041000.0,17778352000.0,,15605828000.0,2172524000.0,7840206000.0,-39900000.0,1733065000.0,,-14115000.0,5138631000.0,,896165000.0,1861314000.0,-39900000.0,3739931000.0,-2005396000.0,-808399000.0,,5138631000.0,-5255756000.0,,4733963000.0,,,1854777000.0,298376000.0,1395362000.0,-2550411000.0,4535863000.0,1195265000.0,1195265000.0,10130740000.0,-990120000.0,,784931000.0,39550502000.0,,52557555.0,4535863000.0,,,20708986000.0,,,,1569637000.0,84224000.0,2172524000.0,,48208000.0,9552072000.0,,,,,-100000.0,35000.0,1395362000.0,-2002443000.0,1537278000.0,,6151457000.0,14122890000.0,7235619000.0,0.0,15605828000.0,,5112712000.0,1906233000.0,-947000.0,,294070000.0,6151457000.0,871741000.0,6151457000.0,-6166696000.0,,7244652000.0,,6151457000.0,,1046378000.0,,10130740000.0,7141575000.0,,0.0,,-15459000.0,52557555.0,281665000.0,6151457000.0,3989849000.0,39550502000.0,,191797000.0,,17778352000.0,405887000.0,-391157000.0,7007672000.0,-2845000.0,35000.0,1195265000.0,23823571000.0,31710296000.0,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,,,,,,,,,,376953000.0,,5535625000.0,,-27166000.0,,,,,,503081000.0,,-273303000.0,17167306000.0,22.523583,,,,56100000.0,,,2428238000.0,,,,,,2403905000.0,-412984000.0,,,401506000.0,,,,10224400000.0,-145152000.0,,311170000.0,,,,56100000.0,,,,,,,,,,503081000.0,7179973000.0,1834010000.0,,,,16377011000.0,8262415000.0,11692640000.0,9586000.0,1766654000.0,,-3074000.0,,,,2002399000.0,,3657411000.0,-1749386000.0,-395736000.0,,,,,,,22.523583,1755775000.0,,,,,1263573000.0,1263573000.0,,-432189000.0,,,,,,,,,,,,,,,,,,,,,,,-3000.0,,1091287000.0,-1592494000.0,1253506000.0,,10224400000.0,,,,,,,,,,,10224400000.0,,,,,,,,,1360039000.0,,,10656588000.0,,0.0,,,,213332000.0,,,42914825000.0,,,,24639426000.0,425839000.0,146456000.0,,-3074000.0,,1263573000.0,23615257000.0,31222186000.0,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,-2584643000.0,,,,,,,,,,2109948000.0,367929000.0,,5615046000.0,,17783000.0,,1585276000.0,,,,470746000.0,7141575000.0,181227000.0,18590184000.0,24.290891,,5219106000.0,,,,,2442022000.0,2997155000.0,,,,5117843000.0,2407829000.0,-913176000.0,,,405498000.0,,,-50384000.0,9118556000.0,105274000.0,,301661000.0,,-90930000.0,,,8267274000.0,,,,,,,,,470746000.0,8523430000.0,2460484000.0,,,5682631000.0,16516766000.0,6153004000.0,10515879000.0,,1833465000.0,5862101000.0,-3649000.0,,1693018000.0,,2002331000.0,,4315418000.0,-2594373000.0,-932010000.0,2109944000.0,,,1113530000.0,,,24.290891,2388605000.0,,,,,1362719000.0,1362719000.0,,-1105845000.0,-2621857000.0,,,7329051000.0,,,-5807610000.0,5117843000.0,,,-4809000.0,,,,,,,,,,,-17117000.0,-5000.0,,1029394000.0,-2212673000.0,1907589000.0,,9118556000.0,,,,,315510000.0,,,,9529797000.0,,9118556000.0,,,,-26157000.0,,15391898000.0,,,1456595000.0,,,10224400000.0,1976981000.0,0.0,,,,161900000.0,,,42401354000.0,9134329000.0,,-3652662000.0,22669770000.0,439691000.0,71449000.0,,,,1362719000.0,23679001000.0,31885475000.0,7944521000.0,,,,,,,,,,,,,,,,,,,,,,,
