date,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,annualCapitalExpenditure,annualRepurchaseOfCapitalStock,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,trailingCapitalExpenditure,annualNetIncomeContinuousOperations,trailingDeferredIncomeTax,quarterlyBasicAverageShares,annualCashAndCashEquivalents,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualCurrentAccruedExpenses,quarterlyStockBasedCompensation,quarterlyChangeInInventory,annualCurrentAssets,annualTotalRevenue,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,annualInterestExpense,trailingChangesInAccountReceivables,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,quarterlyRetainedEarnings,annualCommonStockIssuance,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualGrossProfit,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,annualTotalNonCurrentAssets,annualChangeInWorkingCapital,quarterlyCurrentDeferredRevenue,annualOtherCurrentAssets,trailingChangeInAccountPayable,trailingNetIncomeCommonStockholders,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyGoodwill,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyCurrentLiabilities,annualTotalAssets,trailingTaxProvision,annualNetIncome,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyDilutedEPS,annualCurrentDeferredRevenue,annualCostOfRevenue,annualPurchaseOfBusiness,annualBeginningCashPosition,quarterlyOtherNonCurrentLiabilities,trailingDepreciationAndAmortization,annualCurrentDebt,annualBasicAverageShares,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualOtherNonCashItems,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,annualLongTermDebt,trailingStockBasedCompensation,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualChangeInInventory,annualDepreciationAndAmortization,annualNonCurrentDeferredTaxesLiabilities,annualGoodwill,quarterlyTaxProvision,quarterlyOtherIncomeExpense,annualStockBasedCompensation,trailingNetIncome,quarterlyInventory,quarterlyNetPPE,annualRetainedEarnings,annualInventory,annualCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,quarterlyLongTermDebt,trailingNetOtherInvestingChanges,annualBasicEPS,annualCapitalStock,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,trailingOperatingCashFlow,annualAccountsReceivable,annualOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,trailingChangeInInventory,quarterlyCostOfRevenue,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyDilutedAverageShares,quarterlyAccountsReceivable,quarterlyDepreciationAndAmortization,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualOtherIncomeExpense,trailingGrossProfit,annualNetPPE,annualDilutedAverageShares,quarterlyBeginningCashPosition,annualOperatingIncome,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,annualEbitda,annualRepaymentOfDebt,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBasicEPS,annualNetOtherInvestingChanges,trailingTotalRevenue,annualOtherCurrentLiabilities,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTotalAssets,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyTotalNonCurrentAssets,annualNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,annualGrossPPE,trailingPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,trailingOperatingIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,annualAccountsPayable,trailingInvestingCashFlow,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualPretaxIncome,quarterlySaleOfInvestment,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,trailingOtherNonCashItems,trailingCashDividendsPaid,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,trailingNetOtherFinancingCharges,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingDilutedEPS,trailingOtherIncomeExpense,annualResearchAndDevelopment,annualCashDividendsPaid,trailingDilutedAverageShares,quarterlyCashDividendsPaid,trailingInterestExpense,trailingBasicEPS
,,2300000.0,,,2500000.0,,,,,,,,,,,,7200000.0,,,,480000000.0,,,,-200000.0,-400000.0,5400000.0,700000.0,,-100000.0,0.0,,-200000.0,,,500000.0,,,,,,,,,,,,-1600000.0,,,,,,4000000.0,2700000.0,,,,,,,,2500000.0,9300000.0,,,,,4200000.0,,,-100000.0,3200000.0,,,,400000.0,-100000.0,-0.001042,,,,,0.0,,,,,-500000.0,,,600000.0,,,-500000.0,,0.0,,,,-500000.0,,,,,,,,,2200000.0,600000.0,,,,600000.0,,,4000000.0,,,,,,,,,-600000.0,,3100000.0,,,480000000.0,,200000.0,11100000.0,,,,,,1100000.0,,,,,,,,-0.001042,,,,,,,16500000.0,,,-500000.0,,12300000.0,,,,,-500000.0,500000.0,100000.0,,,500000.0,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,
,,3600000.0,,,5800000.0,,,,,,,,,,,,10600000.0,,,,480000000.0,,,,400000.0,0.0,9600000.0,800000.0,,-100000.0,0.0,,200000.0,,,-1500000.0,,,,,,,,,,,,-1800000.0,,,,,,4000000.0,3600000.0,,,,,,,,3400000.0,9100000.0,,,,,7400000.0,,,0.0,6600000.0,,,,400000.0,-100000.0,-0.000417,,,,,0.0,,,,,-200000.0,,,600000.0,,,400000.0,,0.0,,,,-200000.0,,,,,,,,,3700000.0,700000.0,,,,700000.0,,,4000000.0,,,,,,,,,200000.0,,6000000.0,,,480000000.0,,200000.0,11000000.0,,,,,,0.0,,,,,,,,-0.000417,,,,,,,19700000.0,,,-200000.0,,12300000.0,,,,,300000.0,700000.0,100000.0,,,700000.0,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,
,,4300000.0,,,5300000.0,,,,,,,,,,,,10500000.0,,,,411428571.0,,,,-700000.0,0.0,12100000.0,900000.0,,-200000.0,0.0,,200000.0,,,-100000.0,,,,,,,,,,,,-1900000.0,,,,,,4000000.0,4300000.0,,,,,,,,4100000.0,8900000.0,,,,,7100000.0,,,-100000.0,6500000.0,,,,700000.0,-100000.0,-0.000417,,,,,-100000.0,,,,,-100000.0,,,600000.0,,-100000.0,-600000.0,,700000.0,,,,-100000.0,,,,,,,,,3800000.0,800000.0,,,,500000.0,,,4100000.0,,,,,,,,,-100000.0,,7800000.0,,,411428571.0,,200000.0,10900000.0,,,,,,0.0,,,,,,,,-0.000417,,,,,,,19400000.0,,,-100000.0,,12300000.0,,,,,-700000.0,500000.0,700000.0,,,500000.0,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,
,,2200000.0,,,3400000.0,,,12700000.0,,-300000.0,-400000.0,,,,500000.0,13400000.0,9100000.0,,-1300000.0,,,100000.0,,,-900000.0,-600000.0,6900000.0,1100000.0,,0.0,0.0,-1000000.0,-500000.0,,,700000.0,5400000.0,34000000.0,,4100000.0,,,-1300000.0,500000.0,,,0.0,-2500000.0,,-2400000.0,,,12200000.0,4100000.0,2800000.0,12100000.0,-1400000.0,,500000.0,,,,2700000.0,8400000.0,,,,,5400000.0,,9100000.0,100000.0,5000000.0,17500000.0,,-1300000.0,500000.0,-300000.0,,,21800000.0,,1100000.0,100000.0,,1500000.0,416000000.0,,-500000.0,0.0,,500000.0,,-200000.0,-1300000.0,8400000.0,700000.0,4000000.0,,-400000.0,-500000.0,-400000.0,700000.0,,,,,,,3100000.0,800000.0,-2500000.0,3100000.0,5000000.0,100000.0,,,4000000.0,,-0.003125,,,,,,-2000000.0,-500000.0,,4700000.0,,,,,100000.0,10800000.0,10800000.0,400000.0,,800000.0,416000000.0,0.0,-1200000.0,,,-500000.0,,,,,-100000.0,,100000.0,0.0,1400000.0,100000.0,17500000.0,,,-500000.0,,12100000.0,,,1100000.0,,-1500000.0,100000.0,1500000.0,100000.0,,100000.0,-0.003125,3400000.0,,200000.0,,,,,,,,,,,,,,,,,,,,,,
,,2900000.0,,,3000000.0,,,,,,,,,,,,8700000.0,,,,437904000.0,,,,-100000.0,100000.0,7400000.0,1100000.0,,0.0,0.0,,300000.0,,,200000.0,,,,,,,,,,,,-2500000.0,,,,,,4000000.0,2800000.0,,,,,,,,2600000.0,8400000.0,,,,,5200000.0,,,,4700000.0,,,,400000.0,-300000.0,0.0,,,,,0.0,,,,,,0.0,,400000.0,,,100000.0,,-500000.0,,,,,,,,,,100000.0,,,2900000.0,800000.0,,,,300000.0,,,4000000.0,,,,,,,,,-400000.0,,4500000.0,,,437904000.0,,200000.0,10700000.0,,,,,,400000.0,,,,,,,,0.0,,,,,,,17100000.0,,,,,11900000.0,,,,,100000.0,,1400000.0,,,,,,,200000.0,,,,,,,,,,,,,,,,,,,,,,
,,4100000.0,,,3700000.0,,,,,,,,,,,,9200000.0,,,,480000000.0,,,,-100000.0,500000.0,10400000.0,1000000.0,,-100000.0,0.0,,600000.0,,,-400000.0,,,,,,,,,,,,-2100000.0,,,,,,4100000.0,3600000.0,,,,,,,,3500000.0,8800000.0,,,,,6200000.0,,,,5100000.0,,,,300000.0,-300000.0,0.000833,,,,,100000.0,,,,,400000.0,0.0,,500000.0,,,500000.0,,0.0,,,,400000.0,,,,,,,,,3300000.0,700000.0,,,,400000.0,,,4000000.0,,,,,,,,,400000.0,,6300000.0,,,480000000.0,,100000.0,10600000.0,,,,,,0.0,,,,,,,,0.000833,,,,,,,18000000.0,,,400000.0,,11800000.0,,,,,400000.0,100000.0,1000000.0,,,100000.0,,,,200000.0,,,,,,,,,,,,,,,,,,,,,,
,,4400000.0,,,3000000.0,,,,,,,,,,,,7900000.0,,,,480000000.0,,,,300000.0,300000.0,10800000.0,1100000.0,,0.0,0.0,,500000.0,,,-300000.0,,,0.0,,,,,,,,,-2000000.0,,,,,,,4100000.0,,,,,,,,3900000.0,9000000.0,,,,,5200000.0,,,0.0,7900000.0,,,,300000.0,-400000.0,0.000208,,,,,,,,,,100000.0,0.0,,500000.0,,0.0,600000.0,,-500000.0,,,,100000.0,,,,,,-100000.0,,,3600000.0,700000.0,,,,400000.0,,,,,,,,,,,,100000.0,,6400000.0,,,480000000.0,,200000.0,10500000.0,,,,,,0.0,,,,,,,,0.000208,,,,,,,16900000.0,,,100000.0,,11700000.0,,,,,600000.0,200000.0,4500000.0,,,200000.0,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,
,,2800000.0,,,2100000.0,,,12700000.0,,-500000.0,-100000.0,,,,400000.0,13300000.0,7300000.0,,400000.0,,,200000.0,,,-300000.0,-100000.0,7000000.0,1100000.0,,0.0,0.0,100000.0,0.0,,,,4600000.0,35600000.0,,,,,400000.0,600000.0,,,0.0,-2100000.0,,700000.0,,,14200000.0,,2900000.0,11500000.0,-200000.0,,400000.0,,,,2800000.0,8800000.0,,,,,4600000.0,,7300000.0,0.0,7300000.0,16100000.0,,400000.0,400000.0,-500000.0,,,21400000.0,,100000.0,,,4900000.0,442457520.0,,-100000.0,0.0,,400000.0,,0.0,-400000.0,8800000.0,400000.0,,,-100000.0,-100000.0,,600000.0,,,,,,,3100000.0,600000.0,-2100000.0,3100000.0,7300000.0,300000.0,,,,,0.000833,,,,,,800000.0,0.0,,4200000.0,,,,,100000.0,10500000.0,10500000.0,300000.0,,600000.0,480000000.0,0.0,900000.0,,,1500000.0,,,,,-100000.0,,300000.0,0.0,-600000.0,200000.0,16100000.0,,,-100000.0,,11500000.0,,,1100000.0,,-400000.0,200000.0,4900000.0,,,200000.0,0.000833,2100000.0,,100000.0,,,,,,,,,,,,,,,,,,,,,,
,,2900000.0,,,2000000.0,,,,,,,,,,,,6900000.0,,,,437904000.0,,,,0.0,100000.0,7100000.0,1100000.0,,-100000.0,0.0,,200000.0,,,300000.0,,,100000.0,,,,,,,,,-2100000.0,,,,,,3600000.0,2800000.0,,,,,,,,2700000.0,8800000.0,,,,,4200000.0,,,-100000.0,3300000.0,,,,300000.0,-500000.0,0.0,,,,,0.0,,,,,,0.0,,500000.0,,,200000.0,,-200000.0,,,,,,,,,,,,,2800000.0,600000.0,,,,200000.0,,,3600000.0,,,,,,,,,-100000.0,,4200000.0,,,437904000.0,,100000.0,10400000.0,,,,,,200000.0,,,,,,,,0.0,,,,,,,15700000.0,,,,,11500000.0,,,,,200000.0,100000.0,1100000.0,,,100000.0,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,
,,4800000.0,,,3100000.0,,,,,,,,,,,,8300000.0,,,,480000000.0,,,,-500000.0,800000.0,11500000.0,1200000.0,,-200000.0,0.0,,1000000.0,,,,,,,,,,,,,,,-1500000.0,,,,,,3600000.0,4000000.0,,,,,,,,3800000.0,9300000.0,,,,,6100000.0,,,0.0,4700000.0,,,,700000.0,-600000.0,0.00125,,,,,0.0,,,,,600000.0,,,500000.0,,,200000.0,,200000.0,,,,600000.0,,,,,,-100000.0,,,3100000.0,600000.0,,,,200000.0,,,3600000.0,,,,,,,,,200000.0,,6700000.0,,,480000000.0,,200000.0,10400000.0,,,,,,0.0,,,,,,,,0.00125,,,,,,,17600000.0,,,600000.0,,11500000.0,,,,,0.0,300000.0,1400000.0,,,300000.0,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,
,,5500000.0,,,2800000.0,,,,,,,,,,,,8000000.0,,,,480000000.0,,,,-200000.0,700000.0,13400000.0,1100000.0,,0.0,0.0,,800000.0,,,,,,,,,,,,,,,-1000000.0,,,,,,3500000.0,4800000.0,,,,,,,,4700000.0,9900000.0,,,,,6500000.0,,,0.0,4500000.0,,,,500000.0,-600000.0,0.001042,,,,,-100000.0,,,,,500000.0,,,600000.0,,0.0,500000.0,,-200000.0,,,,500000.0,,,,,,-100000.0,,,3400000.0,500000.0,,,,500000.0,,,3600000.0,,,,,,,,,200000.0,,7900000.0,,,480000000.0,,100000.0,10300000.0,,,,,,0.0,,,,,,,,0.001042,,,,,,,17900000.0,,,500000.0,,11400000.0,,,,,500000.0,500000.0,1200000.0,,,500000.0,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,
,,4900000.0,,,2300000.0,,,15700000.0,,-600000.0,-200000.0,,,,200000.0,16300000.0,6900000.0,,1300000.0,,,400000.0,,,100000.0,100000.0,11000000.0,1000000.0,,300000.0,0.0,200000.0,300000.0,,,-500000.0,6100000.0,43100000.0,-200000.0,3300000.0,,,1300000.0,500000.0,,,0.0,-900000.0,,1100000.0,,,18200000.0,3300000.0,4800000.0,10800000.0,-600000.0,,300000.0,,,,4600000.0,10000000.0,,,,,6100000.0,,6900000.0,300000.0,3600000.0,16900000.0,,1300000.0,300000.0,-600000.0,,,24900000.0,,200000.0,-100000.0,,500000.0,438030240.0,,200000.0,0.0,,200000.0,-100000.0,0.0,400000.0,10000000.0,-800000.0,3400000.0,,0.0,200000.0,-800000.0,600000.0,,,,100000.0,,,3900000.0,400000.0,-900000.0,3900000.0,3600000.0,800000.0,,,3400000.0,,0.002917,,,,,,1300000.0,-100000.0,,6100000.0,,,,,200000.0,10200000.0,10200000.0,-100000.0,,400000.0,445854816.0,0.0,1900000.0,,,2500000.0,,,,,200000.0,,800000.0,0.0,-1000000.0,400000.0,16900000.0,,,200000.0,,10800000.0,,,1000000.0,,400000.0,400000.0,500000.0,-100000.0,,400000.0,0.002708,2300000.0,,100000.0,,,,,,,,,,,,,,,,,,,,,,
,,5700000.0,,,1800000.0,,,,,,,,,,,,6600000.0,,,,420000000.0,,,,-400000.0,1300000.0,11300000.0,1300000.0,,-300000.0,0.0,,1400000.0,,,400000.0,,,100000.0,,,,,,,,,-200000.0,,,,1200000.0,,3200000.0,4400000.0,,,,,,,,4300000.0,10700000.0,,,,,6300000.0,,,0.0,3400000.0,,,,100000.0,-700000.0,0.001458,,,,,-100000.0,,,,,700000.0,0.0,,200000.0,,-300000.0,500000.0,,-100000.0,,,,700000.0,,,,,500000.0,0.0,,,3500000.0,600000.0,,,,1100000.0,,,3300000.0,,,,,,,,,100000.0,,5600000.0,,,480000000.0,,100000.0,10200000.0,,,,,,400000.0,,,,,,,,0.001667,,,,,,,17300000.0,,,700000.0,,11000000.0,,,,,200000.0,500000.0,500000.0,,,500000.0,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,
,,7000000.0,,,2900000.0,,,,,,,,,,,,8400000.0,,,,436363636.0,,,,800000.0,1600000.0,14000000.0,1300000.0,,0.0,0.0,,1700000.0,,,-500000.0,,,,,,,,,,,,900000.0,,,,1500000.0,,2900000.0,5400000.0,,,,,,,,5300000.0,11700000.0,,,,,9200000.0,,,0.0,5500000.0,,,,200000.0,-700000.0,0.002083,,,,,0.0,,,,,1000000.0,0.0,,200000.0,,0.0,1800000.0,,-200000.0,,,,1000000.0,,,,,500000.0,0.0,,,4000000.0,600000.0,,,,1900000.0,,,2900000.0,,,,,,,,,1700000.0,,7000000.0,,,480000000.0,,100000.0,10100000.0,,,,,,0.0,,,,,,,,0.002292,,,,,,,20100000.0,,,1000000.0,,10900000.0,,,,,1800000.0,2100000.0,700000.0,,,2100000.0,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,
,,8000000.0,,,3300000.0,,,,,,,,,,,,9500000.0,,,,440000000.0,,,,900000.0,1800000.0,16600000.0,1400000.0,,-100000.0,0.0,,2000000.0,,,-200000.0,,,,,,,,,,,,2000000.0,,,,1700000.0,,2000000.0,6200000.0,,,,,,,,6000000.0,12900000.0,,,,,11500000.0,,,0.0,7500000.0,,,,500000.0,-800000.0,0.002292,,,,,0.0,,,,,1100000.0,100000.0,,200000.0,,-100000.0,2300000.0,,0.0,,,,1100000.0,,,,,600000.0,0.0,,,4200000.0,600000.0,,,,2600000.0,,,2000000.0,,,,,,,,,2100000.0,,8600000.0,,,480000000.0,,200000.0,10100000.0,,,,,,0.0,,,,,,,,0.0025,,,,,,,22400000.0,,,1100000.0,,10900000.0,,,,,2200000.0,4300000.0,1600000.0,,,4300000.0,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,
,,6100000.0,,,1900000.0,,,20300000.0,,-800000.0,-400000.0,,,,200000.0,20800000.0,8000000.0,,3600000.0,,,3800000.0,,,-1600000.0,1200000.0,12100000.0,1400000.0,,-100000.0,0.0,3400000.0,1300000.0,,,-1000000.0,11100000.0,53900000.0,,1900000.0,,600000.0,3600000.0,400000.0,,,0.0,2800000.0,100000.0,4000000.0,,1300000.0,26800000.0,1900000.0,4900000.0,10800000.0,-300000.0,,300000.0,,,,4800000.0,13900000.0,,,,,11100000.0,2100000.0,8000000.0,-100000.0,6100000.0,21900000.0,,3600000.0,300000.0,-800000.0,,,27100000.0,,400000.0,0.0,,2100000.0,450561024.0,,700000.0,-100000.0,,200000.0,-100000.0,0.0,-200000.0,13900000.0,-100000.0,1300000.0,,-500000.0,700000.0,-1300000.0,500000.0,600000.0,,600000.0,200000.0,,,5200000.0,600000.0,2800000.0,5200000.0,6100000.0,2100000.0,600000.0,,1300000.0,,0.007917,,0.0,,,,4400000.0,-500000.0,,6000000.0,,,,,100000.0,10000000.0,10000000.0,-100000.0,,600000.0,500674896.0,0.0,6000000.0,,,6500000.0,,,,,-100000.0,,2100000.0,0.0,-400000.0,3800000.0,21900000.0,,,700000.0,,10800000.0,,,1400000.0,,-200000.0,3800000.0,2100000.0,0.0,,3800000.0,0.007083,1900000.0,,100000.0,,5700000.0,,,,,,,,,,,,,,,,,,,,
,,7500000.0,200000.0,,3800000.0,,,,,,,,,,,,7000000.0,,,,480000000.0,,,,-1100000.0,1600000.0,15200000.0,1500000.0,,-200000.0,0.0,,1700000.0,,,-200000.0,,,-100000.0,,,,,,,,,3600000.0,,,,1500000.0,,1400000.0,5900000.0,,,,,,,,5800000.0,14900000.0,,,,,11000000.0,,,-100000.0,5600000.0,,,,300000.0,-900000.0,0.001875,,,,,0.0,,,,,900000.0,0.0,,400000.0,,-100000.0,0.0,,-1600000.0,,,,900000.0,,,,,600000.0,0.0,,,5400000.0,600000.0,,,,700000.0,700000.0,,700000.0,,,,,,,,,-1700000.0,,7700000.0,,,480000000.0,,100000.0,9900000.0,,,,,,3800000.0,,,,,,,,0.001875,,,,,,,21900000.0,,,900000.0,,10900000.0,,,,,-100000.0,2100000.0,1100000.0,,,2100000.0,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,
,,8900000.0,0.0,,5100000.0,,,,,,,,,,,,9200000.0,,,,480000000.0,,,,-600000.0,2300000.0,19100000.0,1500000.0,,-200000.0,2900000.0,,2400000.0,,,-1100000.0,,,300000.0,,,,,,,,,5100000.0,,,,2400000.0,,1300000.0,6600000.0,,,,,,,,6500000.0,16400000.0,,,,,14600000.0,,,-200000.0,7900000.0,,,,400000.0,-900000.0,0.002917,,,,,-100000.0,,,,,1400000.0,100000.0,,500000.0,,0.0,1200000.0,,-100000.0,,,,1400000.0,,,,,1000000.0,100000.0,,,6500000.0,600000.0,,,,1800000.0,800000.0,,600000.0,,,,,,,,,800000.0,,10200000.0,,,480000000.0,,100000.0,9900000.0,,,,,,0.0,,,,,,,0.0,0.002917,,,,,,,25600000.0,,,1400000.0,,11000000.0,,,,,1200000.0,2900000.0,1000000.0,,,2900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9500000.0,0.0,,6300000.0,,,,,,,,,,,,9900000.0,,,,480000000.0,,,,-600000.0,2200000.0,20500000.0,1500000.0,,-1100000.0,2800000.0,,2400000.0,,,-1300000.0,,,-300000.0,,,,,,,,,6400000.0,,,,2200000.0,,1500000.0,7300000.0,,,,,,,,7100000.0,17700000.0,,,,,15700000.0,,,-1100000.0,8400000.0,,,,700000.0,-900000.0,0.002708,,,,,-100000.0,,,,,1300000.0,0.0,,600000.0,,0.0,800000.0,,300000.0,,,,1300000.0,,,,,900000.0,0.0,,,7800000.0,600000.0,,,,900000.0,800000.0,,800000.0,,,,,,,,,-100000.0,,11000000.0,,,480000000.0,,200000.0,10700000.0,,,,,,2900000.0,,,,,,,100000.0,0.002708,,,,,,,27600000.0,,,1300000.0,,11900000.0,,,,,800000.0,2800000.0,1200000.0,,,2800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7700000.0,-300000.0,,5900000.0,,,25700000.0,,-900000.0,-300000.0,,,,400000.0,26300000.0,10100000.0,,4500000.0,,,2000000.0,,,-1400000.0,1200000.0,17400000.0,1400000.0,,0.0,2000000.0,-1800000.0,1400000.0,,,-2100000.0,17000000.0,72300000.0,0.0,2100000.0,,-100000.0,4500000.0,200000.0,,,100000.0,7200000.0,,1000000.0,,1300000.0,33800000.0,2100000.0,6500000.0,11700000.0,-3700000.0,,1300000.0,,,,6300000.0,18600000.0,,,,,17000000.0,3000000.0,10100000.0,100000.0,8000000.0,28700000.0,,4500000.0,1300000.0,-900000.0,,,38500000.0,,3800000.0,0.0,,900000.0,478309344.0,,800000.0,0.0,,400000.0,-100000.0,-200000.0,-700000.0,18600000.0,-200000.0,900000.0,,-1500000.0,800000.0,-4700000.0,600000.0,1200000.0,,500000.0,100000.0,,,9900000.0,500000.0,7200000.0,9900000.0,8000000.0,1200000.0,1200000.0,,900000.0,,0.009375,100000.0,,,,,1300000.0,-800000.0,,9700000.0,,,,,200000.0,10800000.0,10800000.0,100000.0,,500000.0,504508992.0,2800000.0,7500000.0,,,8100000.0,,,100000.0,,-1300000.0,,1200000.0,2000000.0,-1600000.0,2000000.0,28700000.0,,,800000.0,,11700000.0,,,1400000.0,,-900000.0,2000000.0,900000.0,0.0,,2000000.0,0.008958,5900000.0,,100000.0,,7500000.0,,,,,,,,,,,,,,,,,,,,
,,7249710.0,,,4552072.0,-589944.0,,,,,,,,,,,8767812.0,,,,479935536.0,,,,-2234023.0,1167889.0,15978002.0,1518975.0,,-269928.0,133687.0,,1296298.0,,,-100440.0,,,,,,,,,,,,7923855.0,,,,1146838.0,,1927987.0,6081821.0,,,,,,,,5953412.0,18954035.0,,,,,15823256.0,,,-131622.0,6839825.0,,,,1450393.0,-922473.0,0.001458,,,,,0.0,,,,,688103.0,0.0,,611579.0,,-138306.0,-1417511.0,,-188029.0,,,,688103.0,,,,,458735.0,0.0,,,9994854.0,596502.0,,,,1052337.0,1225271.0,,702716.0,,,,230000.0,,,,,-1875468.0,,8728292.0,,,503133120.0,,128409.0,10690510.0,,,,,,2009155.0,,,,,,,50531.0,0.001458,,,,,,,27721847.0,,,688103.0,,11898591.0,,,,,-1555817.0,133687.0,1235416.0,,,133687.0,,,,28295.0,,,,,,,,,,,,,,,,,,,,,,
,,10757158.0,,,5204072.0,-140554.0,,,,,,,,,,,10002542.0,,,,477196848.0,,,,-1475172.0,2816064.0,22666775.0,2102287.0,,-684706.0,121609.0,,2963932.0,,,995966.0,,,,,,,,,,,,9575942.0,,,,2753479.0,,2139278.0,7941094.0,,,,,,,,7793226.0,20465568.0,,,,,18032681.0,,,-86874.0,7863264.0,,,,1719282.0,-982846.0,0.003333,,,,,0.0,,,,,1652087.0,0.0,,708116.0,,-597832.0,324783.0,,347845.0,,,,1652087.0,,,,,1101392.0,0.0,,,8998888.0,1119441.0,,,,1146668.0,1225271.0,,914007.0,,,,0.0,,,,,-12078.0,,11909617.0,,,497644896.0,,147868.0,10607872.0,,,,,,133687.0,,,,,,,50562.0,0.003542,,,,,,,30468110.0,,,1652087.0,,12435429.0,,,,,-273049.0,121609.0,1512524.0,,,121609.0,,,,63891.0,,,,,,,,,,,,,,,,,,,,,,
,,11074883.0,,,5577900.0,0.0,,,,,,,,,,,17354656.0,,,,477000432.0,,,,-1286545.0,2319533.0,22701624.0,2338176.0,,-6937959.0,125144.0,,2498728.0,,,-1778771.0,,,,,,,,,,,,10941130.0,,,,2245577.0,,10028942.0,8755350.0,,,,,,,,8576155.0,21857395.0,,,,,20033275.0,,,-6688180.0,7325714.0,,,,1769163.0,-1071267.0,0.002708,,,,,0.0,,,,,1365188.0,0.0,,925935.0,,-249779.0,273255.0,,6668239.0,,,,1365188.0,,,,,880389.0,0.0,,,10777659.0,1266909.0,,,,1483354.0,1225271.0,,8803671.0,,,,26640.0,,,,,3535.0,,11626741.0,,,502447776.0,,179195.0,16985932.0,,,,,,121609.0,,,,,,,50677.0,0.002917,,,,,,,39212051.0,,,1365188.0,,19178776.0,,,,,23476.0,125144.0,264460.0,,,125144.0,,,,76873.0,,,,,,,,,,,,,,,,,,,,,,
