date,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,annualCapitalExpenditure,annualRepurchaseOfCapitalStock,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,trailingCapitalExpenditure,annualNetIncomeContinuousOperations,trailingDeferredIncomeTax,quarterlyBasicAverageShares,annualCashAndCashEquivalents,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualCurrentAccruedExpenses,quarterlyStockBasedCompensation,quarterlyChangeInInventory,annualCurrentAssets,annualTotalRevenue,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,annualInterestExpense,trailingChangesInAccountReceivables,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,quarterlyRetainedEarnings,annualCommonStockIssuance,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualGrossProfit,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,annualTotalNonCurrentAssets,annualChangeInWorkingCapital,quarterlyCurrentDeferredRevenue,annualOtherCurrentAssets,trailingChangeInAccountPayable,trailingNetIncomeCommonStockholders,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyGoodwill,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyCurrentLiabilities,annualTotalAssets,trailingTaxProvision,annualNetIncome,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyDilutedEPS,annualCurrentDeferredRevenue,annualCostOfRevenue,annualPurchaseOfBusiness,annualBeginningCashPosition,quarterlyOtherNonCurrentLiabilities,trailingDepreciationAndAmortization,annualCurrentDebt,annualBasicAverageShares,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualOtherNonCashItems,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,annualLongTermDebt,trailingStockBasedCompensation,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualChangeInInventory,annualDepreciationAndAmortization,annualNonCurrentDeferredTaxesLiabilities,annualGoodwill,quarterlyTaxProvision,quarterlyOtherIncomeExpense,annualStockBasedCompensation,trailingNetIncome,quarterlyInventory,quarterlyNetPPE,annualRetainedEarnings,annualInventory,annualCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,quarterlyLongTermDebt,trailingNetOtherInvestingChanges,annualBasicEPS,annualCapitalStock,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,trailingOperatingCashFlow,annualAccountsReceivable,annualOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,trailingChangeInInventory,quarterlyCostOfRevenue,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyDilutedAverageShares,quarterlyAccountsReceivable,quarterlyDepreciationAndAmortization,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualOtherIncomeExpense,trailingGrossProfit,annualNetPPE,annualDilutedAverageShares,quarterlyBeginningCashPosition,annualOperatingIncome,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,annualEbitda,annualRepaymentOfDebt,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBasicEPS,annualNetOtherInvestingChanges,trailingTotalRevenue,annualOtherCurrentLiabilities,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTotalAssets,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyTotalNonCurrentAssets,annualNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,annualGrossPPE,trailingPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,trailingOperatingIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,annualAccountsPayable,trailingInvestingCashFlow,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualPretaxIncome,quarterlySaleOfInvestment,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,trailingOtherNonCashItems,trailingCashDividendsPaid,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,trailingNetOtherFinancingCharges,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingDilutedEPS,trailingOtherIncomeExpense,annualResearchAndDevelopment,annualCashDividendsPaid,trailingDilutedAverageShares,quarterlyCashDividendsPaid,trailingInterestExpense,trailingBasicEPS
,,51942935.0,-248476.0,,26614000.0,,,79030000.0,,-2102000.0,-1520000.0,,,,758000.0,79100000.0,38381000.0,,62776000.0,,,61654000.0,,,6325590.0,29789407.0,98009719.0,5845000.0,,-4236047.0,61654000.0,57978000.0,30120726.0,5828000.0,,-2543925.0,140286000.0,348886000.0,,5424000.0,,-946000.0,62776000.0,77000.0,,11861000.0,0.0,106293000.0,1168000.0,53129000.0,,30446561.0,182543000.0,5424000.0,22153528.0,23604000.0,-8526000.0,,-1000.0,,,,22127620.0,125509000.0,,,,,140286000.0,42019000.0,38381000.0,-765325.0,32957000.0,163890000.0,,62776000.0,-1000.0,-2102000.0,,,166343000.0,,3676000.0,0.0,,515000.0,529343592.0,,18440221.0,0.0,,758000.0,-1000.0,-261695.0,24751012.0,125509000.0,-142989.0,10000.0,,3216000.0,18440221.0,-8994000.0,1079000.0,5414000.0,,12006340.0,657154.0,,,31400000.0,3743000.0,106293000.0,31400000.0,32957000.0,0.0,5414000.0,-22643000.0,10000.0,,0.11875,113000.0,131255.0,11861000.0,,28752000.0,54649000.0,20371976.0,,46066784.0,28082000.0,5828000.0,,28752000.0,331319.0,19103000.0,19103000.0,1000.0,,3743000.0,582533640.0,41282143.0,103443000.0,,,104522000.0,,,113000.0,,-882000.0,,0.0,61654000.0,113000.0,73515000.0,163890000.0,,,18440221.0,,23604000.0,,,5845000.0,,24489317.0,61654000.0,515000.0,0.0,,73515000.0,0.107917,26614000.0,,,-6700434.0,104795000.0,3490978.0,,,,,,,,,,,,,,,,,,,
,,62997872.0,1316920.0,,31602402.0,,,,,,,,,,,,53950208.0,,,,544705368.0,,,,-918556.0,34829039.0,119746258.0,6935797.0,,-56013393.0,30537735.0,,35156922.0,,,2010032.0,,,,,,,,,,,,127383888.0,,,,35530968.0,,5858796.0,28168833.0,,,,,,,,28168833.0,149901426.0,,,,,179336004.0,,,-143895.0,48091412.0,,,,0.0,-2376972.0,0.035,,,,,0.0,,,,,21091278.0,642286.0,,864848.0,,-547783.0,23777723.0,,1119121.0,,,,21091278.0,,,,,14439690.0,701929.0,,,29389596.0,4558825.0,,,,11099553.0,5851293.0,,7503.0,,,,753784.0,67182380.0,,,,-31116549.0,,56748386.0,,4599663.0,603712416.0,46302600.0,327883.0,19091957.0,,,,,,61654284.0,,,,,,,113750.0,0.03875,,,,,,,203851634.0,,,21091278.0,,24515630.0,,,,,23229940.0,30537735.0,789794.0,,,97720115.0,,,,,-68432380.0,,13110665.0,,,,,,,,,,,,,,,,,,,
,,80990000.0,-1030920.0,,57766000.0,,,,,,,,,,,,68315000.0,,,,539472000.0,,,,-28285444.0,45752000.0,156037000.0,8463000.0,,-30279607.0,18964000.0,,46134117.0,,,-20907032.0,,,,,,,,,,,,155584000.0,,,,46624000.0,,4684000.0,35238000.0,,,,,,,,35238000.0,197862000.0,,,,,240506000.0,,,-34105.0,63631000.0,,,,0.0,-2702000.0,0.046667,,,,,0.0,,,,,28200000.0,15513714.0,,832000.0,,-1421217.0,1017277.0,,17688879.0,,,,28200000.0,,,,,18424000.0,872000.0,,,50297000.0,5761000.0,,,,0.0,4678000.0,,6000.0,,,,2520216.0,96037000.0,,,,-11573451.0,,75047000.0,,5283000.0,595734000.0,60939000.0,382117.0,19078000.0,,,,,,30537735.0,,,,,,,115000.0,0.051667,,,,,,,266177000.0,,,28200000.0,,25671000.0,,,,,-403940.0,18964000.0,582000.0,,,115001000.0,,,,,-56085620.0,,27231335.0,,,,,,,,,,,,,,,,,,,
,,92184000.0,-6506000.0,,63550000.0,,,,,,,,,,,,109909000.0,,,,543054000.0,,,,33644000.0,42342000.0,178647000.0,9041000.0,,11817000.0,43934000.0,,42788000.0,,,-30386000.0,,,-14272000.0,,,,,,,,,182041000.0,,,,43389000.0,,12181000.0,49842000.0,,,,,,,,49842000.0,200898000.0,,,,,283840000.0,,,4000.0,97728000.0,,,,0.0,-3066000.0,0.045,,,,,12176000.0,,,,,26457000.0,953000.0,,784000.0,,-1622000.0,39763000.0,,-26610000.0,,,,26457000.0,,,,,16932000.0,0.0,,,80683000.0,5975000.0,,,,17649000.0,,,5000.0,,,,438000.0,82699000.0,,,,24970000.0,,86463000.0,,16033000.0,593034000.0,68917000.0,446000.0,20208000.0,,,,,,18964000.0,,,,,,,463000.0,0.048333,,,,,,,310807000.0,,,26457000.0,,26967000.0,,,,,38141000.0,43934000.0,496000.0,,,126633000.0,,,,,-56447000.0,,69785000.0,,,,,,,,,,,,,,,,,,,
,,80422000.0,-4643000.0,,34362000.0,0.0,,158015000.0,,-3011000.0,-4901000.0,-27699000.0,,,1447000.0,158015000.0,83288000.0,,97949000.0,,,35129000.0,,,-8015000.0,35656000.0,151344000.0,8576000.0,,-20755000.0,35129000.0,-26525000.0,36094000.0,20867000.0,,3670000.0,275157000.0,605774000.0,1719000.0,20445000.0,,-10863000.0,97949000.0,,,101667000.0,17284000.0,204242000.0,3883000.0,71513000.0,,36696000.0,316594000.0,20445000.0,44766000.0,33215000.0,-3575000.0,,0.0,,,,44766000.0,225084000.0,,,,,275157000.0,64290000.0,83288000.0,-704000.0,62843000.0,308372000.0,,97949000.0,0.0,-3011000.0,,,289180000.0,,61654000.0,20441000.0,,299000.0,539616000.0,,22201000.0,175000.0,,1447000.0,-8865000.0,-1310000.0,11856000.0,225084000.0,94000.0,4000.0,,-95231000.0,22201000.0,-45613000.0,1594000.0,,,14495000.0,0.0,,,77013000.0,5565000.0,204242000.0,77013000.0,62843000.0,7315000.0,,-249014000.0,4000.0,,0.181667,464000.0,171000.0,101667000.0,,54624000.0,76414000.0,-8805000.0,,70922000.0,159208000.0,20867000.0,,54624000.0,438000.0,21202000.0,21202000.0,0.0,,5565000.0,591516000.0,43934000.0,158579000.0,,,160173000.0,,,464000.0,,-878000.0,,7315000.0,35129000.0,-7708000.0,136796000.0,308372000.0,,,22201000.0,,33215000.0,,,8576000.0,,10546000.0,35129000.0,299000.0,20441000.0,,136796000.0,0.165,34362000.0,,,-68049000.0,162239000.0,49081000.0,,,,,,,,,,,,,,,,,,,
,,85637000.0,-3123000.0,,51817000.0,,,,,,,,,,,,120784000.0,,,,540354000.0,,,,28310000.0,31910000.0,165853000.0,8906000.0,,-11094000.0,71855000.0,,32354000.0,,,15432000.0,,,2209000.0,,,,,,,,,224440000.0,,,,33436000.0,,33366000.0,53727000.0,,,,,,,,53727000.0,247422000.0,,,,,327963000.0,,,26000.0,87418000.0,,,,0.0,-3395000.0,0.035,,,,,33363000.0,,,,,20198000.0,0.0,,1391000.0,,-1447000.0,48031000.0,,-211000.0,,,,20198000.0,,,,,13238000.0,1526000.0,,,61581000.0,5511000.0,,,,17399000.0,,,3000.0,,,,,111347000.0,,,,36726000.0,,80216000.0,,17990000.0,589806000.0,75496000.0,444000.0,22412000.0,,,,,,35129000.0,,,,,,,464000.0,0.036667,,,,,,,368206000.0,,,20198000.0,,40243000.0,,,,,46584000.0,71855000.0,212000.0,,,183202000.0,,,,,-43876000.0,,34196000.0,,,,,,,,,,,,,,,,,,,
,,128253000.0,-4906000.0,,91822000.0,,,,,,,,,,,,153500000.0,,,,540708000.0,,,,-22651000.0,61423000.0,244763000.0,10546000.0,,-33529000.0,55482000.0,,61926000.0,,,-25917000.0,,,-7169000.0,,,,,,,,,262751000.0,,,,63175000.0,,39352000.0,66830000.0,,,,,,,,66830000.0,300999000.0,,,,,409073000.0,,,58000.0,114148000.0,,,,0.0,-3768000.0,0.065,,,,,,,,,,38311000.0,13230000.0,,1280000.0,,-2533000.0,4099000.0,,13057000.0,,,,38311000.0,,,,,24864000.0,0.0,,,87498000.0,6778000.0,,,,2026000.0,,,,,,,,142613000.0,,,,-16373000.0,,116510000.0,,19710000.0,590730000.0,111928000.0,503000.0,23555000.0,,,,,,71855000.0,,,,,,,468000.0,0.071667,,,,,,,454499000.0,,,38311000.0,,45426000.0,,,,,1566000.0,55482000.0,590000.0,,,198095000.0,,,,,-49509000.0,,18243000.0,,,,,,,,,,,,,,,,,,,
,,128382000.0,-1603000.0,,81201000.0,,,,,,,,,,,,138007000.0,,,,549432000.0,,,,9039000.0,73380000.0,247211000.0,12643000.0,,-55477000.0,59074000.0,,73963000.0,,,-6527000.0,,,-15865000.0,,,,,,,,,308548000.0,,,,75541000.0,,40188000.0,55002000.0,,,,,,,,55002000.0,370283000.0,,,,,461200000.0,,,20000.0,97819000.0,,,,0.0,-4239000.0,0.076667,,,,,,,,,,45797000.0,18042000.0,,1227000.0,,-1777000.0,37972000.0,,21097000.0,,,,45797000.0,,,,,29744000.0,0.0,,,94025000.0,8404000.0,,,,0.0,,,,,,,3273000.0,196371000.0,,,,3592000.0,,118829000.0,,15948000.0,593370000.0,90046000.0,583000.0,23922000.0,,,,,,55482000.0,,,,,,,477000.0,0.083333,,,,,,,508290000.0,,,45797000.0,,47090000.0,,,,,36195000.0,59074000.0,670000.0,,,255445000.0,,,,,-98725000.0,,44967000.0,,,,,,,,,,,,,,,,,,,
,,125742000.0,-4612000.0,,56766000.0,,-47000.0,237027000.0,,-4651000.0,-7028000.0,-148000.0,,,227815000.0,237027000.0,122436000.0,,149406000.0,,,12440000.0,,,2615000.0,64274000.0,246639000.0,13218000.0,,-94627000.0,12440000.0,-22689000.0,64928000.0,19055000.0,,-4115000.0,270149000.0,904465000.0,1497000.0,39555000.0,,-14244000.0,149406000.0,,,,29454000.0,353647000.0,8191000.0,128423000.0,,67605000.0,468013000.0,39555000.0,61468000.0,274454000.0,17313000.0,,0.0,,,,61468000.0,422167000.0,,,,,270149000.0,90350000.0,122436000.0,479000.0,82881000.0,544603000.0,,149406000.0,0.0,-4651000.0,,,436452000.0,,35129000.0,,,663000.0,547068000.0,,45100000.0,2122000.0,,227815000.0,-19328000.0,-1271000.0,45349000.0,422167000.0,2644000.0,,,-194727000.0,45100000.0,-21127000.0,2184000.0,,,22505000.0,0.0,,,98140000.0,8567000.0,353647000.0,98140000.0,82881000.0,6397000.0,,-361600000.0,,,0.273333,479000.0,978000.0,,,81497000.0,135451000.0,-46634000.0,,120897000.0,173057000.0,19055000.0,,81497000.0,654000.0,24066000.0,24066000.0,0.0,,8567000.0,593244000.0,59074000.0,230986000.0,,,233170000.0,,-47000.0,479000.0,,583000.0,,6397000.0,12440000.0,36587000.0,12440000.0,544603000.0,,,45100000.0,,274454000.0,,,13218000.0,,44078000.0,12440000.0,663000.0,,,12440000.0,0.251667,56766000.0,,,-169490000.0,239756000.0,75651000.0,,,,,,,,,,,,,,,,,,,
,,104719000.0,-55000.0,,60667000.0,,-3274000.0,,,,,,,,,,132220000.0,,,,559884000.0,,,,-4621000.0,42828000.0,212178000.0,14193000.0,,11271000.0,51175000.0,,43572000.0,,,-11644000.0,,,1048000.0,,,,,,,,,382459000.0,,,,46454000.0,,39080000.0,61891000.0,,,,,,,,61891000.0,451679000.0,,,,,369404000.0,,,-12000.0,93140000.0,,,,0.0,-5360000.0,0.048333,,,,,,,,,,28811000.0,1047000.0,,165144000.0,,-1209000.0,25928000.0,,1536000.0,,,,28811000.0,,,,,17643000.0,0.0,,,109784000.0,8833000.0,,,,13038000.0,,,,,,,808000.0,107933000.0,,,,38735000.0,,107459000.0,,18997000.0,594042000.0,81758000.0,744000.0,24375000.0,,,,,,12440000.0,,,,,,,480000.0,0.051667,,,,,,,583899000.0,,,28811000.0,,214495000.0,,,,,24719000.0,51175000.0,438000.0,,,159108000.0,,,,,-102358000.0,,114850000.0,,,,,,,,,,,,,,,,,,,
,,146213000.0,-655000.0,,71272000.0,,-3429000.0,,,,,,,,,,143436000.0,,,,557466000.0,,,,-5772000.0,78190000.0,282244000.0,15367000.0,,133243000.0,182953000.0,,79012000.0,,,-13434000.0,,,2574000.0,,,,,,,,,432691000.0,,,,80959000.0,,38174000.0,68023000.0,,,,,,,,68023000.0,457036000.0,,,,,434157000.0,,,-63000.0,105262000.0,,,,0.0,-6129000.0,0.085,,,,,,,,,,50232000.0,1127000.0,,115955000.0,,-1402000.0,47195000.0,,-48660000.0,,,,50232000.0,,,,,30727000.0,0.0,,,123218000.0,9238000.0,,,,13298000.0,,,,,,,464000.0,22066000.0,,,,131778000.0,,136031000.0,,20379000.0,587976000.0,83404000.0,822000.0,24723000.0,,,,,,51175000.0,,,,,,,483000.0,0.09,,,,,,,600472000.0,,,50232000.0,,166315000.0,,,,,45793000.0,182953000.0,313000.0,,,205019000.0,,,,,-4327000.0,,139029000.0,,,,,,,,,,,,,,,,,,,
,,149436000.0,-1450000.0,,60724000.0,0.0,-3201000.0,,,,,,,,,,126011000.0,,,,554022000.0,,,,7031000.0,81792000.0,284986000.0,17865000.0,,10142000.0,256436000.0,,82827000.0,,,12752000.0,,,3957000.0,,,,,,,,,485128000.0,,,,83903000.0,,37656000.0,67644000.0,,,,,,,,67644000.0,514135000.0,,,,,477245000.0,,,180000.0,88355000.0,,,,0.0,-6798000.0,0.09,,,,,,,,,,52437000.0,24000.0,,110114000.0,,-3210000.0,63102000.0,,239000.0,,,,52437000.0,,,,,31466000.0,0.0,,,110466000.0,11067000.0,,,,5740000.0,,,,,,,453000.0,,,,,73483000.0,,135550000.0,,21218000.0,581496000.0,72972000.0,1035000.0,25512000.0,,,,,,182953000.0,,,,,,,484000.0,0.095,,,,,,,640146000.0,,,52437000.0,,162901000.0,,,,,59892000.0,256436000.0,673000.0,,,256436000.0,,,,,0.0,,13099000.0,,,,,,,,,,,,,,,,,,,
,,138425000.0,-42434000.0,,64787000.0,-53501000.0,-10825000.0,,138187000.0,-7190000.0,-11072000.0,-103467000.0,,,2444000.0,375203000.0,325521000.0,,108032000.0,,,256801000.0,30609000.0,,125788000.0,-39218000.0,254372000.0,21579000.0,0.0,-10674000.0,256801000.0,244361000.0,-38347000.0,121588000.0,,-7345000.0,561324000.0,1033780000.0,-7612000.0,138187000.0,7517000.0,-44594000.0,108032000.0,,,29145000.0,4334000.0,461680000.0,2257000.0,188424000.0,,-37838000.0,538794000.0,138187000.0,177643000.0,200513000.0,122426000.0,,90722000.0,,,,,436316000.0,,,,,561324000.0,65445000.0,325521000.0,-1825000.0,187334000.0,761837000.0,,108032000.0,0.0,-7190000.0,,,494986000.0,,12440000.0,0.0,,959000.0,555090000.0,,-23448000.0,2136000.0,89567000.0,2444000.0,-33000.0,-5251000.0,63271000.0,436316000.0,-51161000.0,,,143982000.0,-23448000.0,-19671000.0,3472000.0,,,-14390000.0,1380000.0,13899000.0,,116326000.0,14389000.0,461680000.0,116326000.0,187334000.0,0.0,,-131623000.0,,,0.195,484000.0,532000.0,29145000.0,,45233000.0,199496000.0,365000.0,,115947000.0,288238000.0,121588000.0,,45233000.0,871000.0,28365000.0,28365000.0,9886000.0,,14389000.0,585180000.0,256436000.0,163591000.0,,,167063000.0,-1170000.0,-10825000.0,484000.0,,-1720000.0,,0.0,256801000.0,-98046000.0,285946000.0,761837000.0,,,-23448000.0,,200513000.0,138187000.0,,21579000.0,,58020000.0,256801000.0,959000.0,0.0,,285946000.0,0.185,64787000.0,,,-24938000.0,173477000.0,21260000.0,89567000.0,0.0,,,,,,,,,,,,,,,,,
,,130179000.0,0.0,-8146000.0,55784000.0,,-8314000.0,,138373000.0,,,,,,,,247343000.0,,,,542598000.0,,,,-51505000.0,65777000.0,244206000.0,25698000.0,10847000.0,23201000.0,279123000.0,,66878000.0,,2735000.0,5910000.0,,,5069000.0,,,,,,,,,503245000.0,,,,63254000.0,,138373000.0,64402000.0,,,,,,,,,485347000.0,,,,-397000.0,533034000.0,,,578000.0,108970000.0,,,,0.0,-8021000.0,0.073333,,,,,0.0,,,,,41565000.0,1205000.0,86539000.0,1864000.0,,-4014000.0,-3708000.0,,1839000.0,,,,41565000.0,,,,,21689000.0,-3539000.0,,,110101000.0,17677000.0,,,,0.0,,,,,,,1031000.0,4975000.0,,,,22322000.0,,114027000.0,,41190000.0,571896000.0,95739000.0,1101000.0,28993000.0,,,,,,256801000.0,,,,,,,485000.0,0.076667,,,,,,,732690000.0,,,41565000.0,,199656000.0,,,,,-7722000.0,279123000.0,1149000.0,,,284098000.0,,,,,,,26595000.0,,,-50559000.0,,,,,,,,,,,,,,,,
,,161829000.0,0.0,826000.0,56489000.0,,-5802000.0,,134134000.0,,,,,,,,236222000.0,,,,543624000.0,,,,-26755000.0,92783000.0,300250000.0,33005000.0,8533000.0,-31548000.0,283283000.0,,93973000.0,,3725000.0,-6860000.0,,,2839000.0,,,,,,,,,560535000.0,,,,93184000.0,,134134000.0,69046000.0,,,,,,,,,550275000.0,,,,-486000.0,579714000.0,,,-578000.0,102088000.0,,,,0.0,-9170000.0,0.1,,,,,0.0,,,,,57289000.0,886000.0,87902000.0,1899000.0,,-8063000.0,34695000.0,,707000.0,,,,57289000.0,,,,,35895000.0,0.0,,,117344000.0,23835000.0,,,,0.0,,,,,,,307000.0,30290000.0,,,,4160000.0,,138421000.0,,36294000.0,571692000.0,101913000.0,1190000.0,29819000.0,,,,,,279123000.0,,,,,,,486000.0,0.105,,,,,,,786497000.0,,,57289000.0,,206783000.0,,,,,26632000.0,283283000.0,772000.0,,,313573000.0,,,,,,,6475000.0,,,-6086000.0,,,,,,,,,,,,,,,,
,,165032000.0,0.0,9920000.0,66950000.0,,-4525000.0,,132604000.0,,,,,,,,240335000.0,,,,540924000.0,,,,30583000.0,92915000.0,307929000.0,38829000.0,5189000.0,-7492000.0,317657000.0,,94609000.0,,3301000.0,-6166000.0,,,-129000.0,,,,,,,,,617039000.0,,,,92756000.0,,132604000.0,72117000.0,,,,,,,,,560959000.0,,,,-416000.0,588521000.0,,,567000.0,107731000.0,,,,0.0,-10754000.0,0.1,,,,,0.0,,,,,56505000.0,128000.0,87969000.0,1885000.0,,-7837000.0,92195000.0,,-50846000.0,,,,56505000.0,,,,,36251000.0,-342000.0,,,123942000.0,28075000.0,,,,0.0,,,,,,,399000.0,30187000.0,,,,34374000.0,,142897000.0,,35211000.0,568098000.0,91939000.0,1694000.0,31674000.0,,,,,,283283000.0,,,,,,,486000.0,0.105,,,,,,,801294000.0,,,56505000.0,,212773000.0,,,,,84358000.0,317657000.0,381000.0,,,347844000.0,,,,,-29988000.0,,30289000.0,,,10425000.0,,,,,,,,,,,,,,,,
,,155276000.0,-6294000.0,-18386000.0,48863000.0,-35216000.0,-4667000.0,,131388000.0,-12324000.0,-28769000.0,-86173000.0,,,1226000.0,275007000.0,215117000.0,,208716000.0,,,328349000.0,-59418000.0,,-22914000.0,85834000.0,290914000.0,45638000.0,761000.0,11370000.0,328349000.0,71548000.0,87756000.0,26276000.0,4279000.0,15661000.0,585504000.0,1143299000.0,3374000.0,131388000.0,-15786000.0,-6294000.0,208716000.0,,,18487000.0,3131000.0,670396000.0,2502000.0,127423000.0,,86501000.0,612316000.0,131388000.0,69442000.0,214566000.0,-70591000.0,,0.0,,,,,584953000.0,,,,-240000.0,585504000.0,126979000.0,215117000.0,659000.0,83729000.0,800070000.0,,208716000.0,0.0,-12324000.0,,,530983000.0,,256801000.0,0.0,,206000.0,539802000.0,,53357000.0,912000.0,80836000.0,1226000.0,14796000.0,-8855000.0,33010000.0,584953000.0,-33779000.0,,,-4469000.0,53357000.0,8545000.0,5907000.0,,,33144000.0,2266000.0,14040000.0,,108143000.0,33314000.0,670396000.0,108143000.0,83729000.0,0.0,,-74976000.0,,,0.386667,486000.0,765000.0,18487000.0,,104206000.0,156192000.0,10692000.0,,135638000.0,97173000.0,26276000.0,,104206000.0,1922000.0,,33512000.0,-1614000.0,,33314000.0,567858000.0,317657000.0,337309000.0,,,343216000.0,-1539000.0,-4667000.0,486000.0,,1226000.0,,0.0,328349000.0,-82079000.0,346836000.0,800070000.0,,,53357000.0,,214566000.0,131388000.0,,45638000.0,,24155000.0,328349000.0,206000.0,0.0,,346836000.0,0.368333,48863000.0,,,-14998000.0,335695000.0,33814000.0,80836000.0,761000.0,-13198000.0,,,,,,,,,,,,,,,,
,,124554000.0,-4000.0,35250000.0,83445000.0,,-2164000.0,,129324000.0,,,,,,,,264966000.0,,,,530082000.0,,,,34850000.0,50785000.0,238110000.0,47019000.0,7032000.0,-31105000.0,375908000.0,,53439000.0,,4981000.0,-11378000.0,,,4515000.0,,,,,,,,,702959000.0,,,,51771000.0,,129324000.0,73769000.0,,,9229000.0,,,,,,635970000.0,,,,-162000.0,699036000.0,,,69000.0,135642000.0,,,,0.0,-14752000.0,0.058333,,,,,0.0,,,,,32563000.0,6474000.0,64442000.0,4395000.0,,-4868000.0,68003000.0,,10836000.0,,,,32563000.0,,,,,19208000.0,576000.0,,,119145000.0,32267000.0,,,,0.0,,,,,,,4524000.0,61316000.0,,,,47559000.0,,113556000.0,,35762000.0,558186000.0,113878000.0,2654000.0,36930000.0,,,,,,328349000.0,,,,,,,489000.0,0.061667,,,,,,,900936000.0,,,32563000.0,,201900000.0,,,,,63135000.0,375908000.0,174000.0,,,437224000.0,,,,,-44989000.0,,18673000.0,,,-10336000.0,,,,,,,,,,,,,,,,
,,193350000.0,2588000.0,4981000.0,87504000.0,,-4185000.0,,127513000.0,,,,,,,,286431000.0,,,,531522000.0,,,,-16013000.0,109676000.0,365701000.0,49515000.0,19293000.0,-43000.0,409911000.0,,112496000.0,,3532000.0,-21379000.0,,,-3250000.0,,,,,,,,,766797000.0,,,,109997000.0,,127513000.0,83674000.0,,,9452000.0,,,,,,678464000.0,,,,-77000.0,769213000.0,,,266000.0,158918000.0,,,,0.0,-17477000.0,0.115,,,,,0.0,,,,,63838000.0,170000.0,59484000.0,3343000.0,,-5780000.0,58720000.0,,-22950000.0,,,,63838000.0,,,,,46159000.0,-713000.0,,,139233000.0,32038000.0,,,,0.0,,,,,,,497000.0,61662000.0,,,,34003000.0,,172351000.0,,42534000.0,557814000.0,127564000.0,2820000.0,39752000.0,,,,,,375908000.0,,,,,,,490000.0,0.12,,,,,,,964895000.0,,,63838000.0,,195682000.0,,,,,52940000.0,409911000.0,135000.0,,,471573000.0,,,,,-44980000.0,,50414000.0,,,-15000000.0,,,,,,,,,,,,,,,,
